카테고리,강원도 평창군,강원도 평창군 평창읍,강원도 평창군 미탄면,강원도 평창군 방림면,강원도 평창군 방림면계촌출장소,강원도 평창군 대화면,강원도 평창군 봉평면,강원도 평창군 용평면,강원도 평창군 진부면,강원도 평창군 대관령면
2020년10월_계_연령구간인구수,"41,708","8,592","1,662",866,"1,662","5,340","5,694","3,106","8,810","5,976"
2020년10월_계_0~9세,"1,908",436,37,24,54,230,282,122,425,298
2020년10월_계_10~19세,"2,935",726,79,43,69,332,439,210,671,366
2020년10월_계_20~29세,"3,388",771,107,51,95,404,417,210,749,584
2020년10월_계_30~39세,"3,126",687,69,40,89,332,474,161,637,637
2020년10월_계_40~49세,"5,377","1,104",194,76,148,645,767,395,"1,149",899
2020년10월_계_50~59세,"8,116","1,614",349,176,362,"1,005","1,149",676,"1,655","1,130"
2020년10월_계_60~69세,"8,778","1,688",425,235,464,"1,212","1,215",693,"1,776","1,070"
2020년10월_계_70~79세,"5,005",918,254,141,246,694,615,362,"1,126",649
2020년10월_계_80~89세,"2,669",557,123,70,112,423,307,248,524,305
2020년10월_계_90~99세,364,84,25,9,22,57,28,28,80,31
2020년10월_계_100세 이상,42,7,0,1,1,6,1,1,18,7
2020년10월_남_총인구수,"21,324","4,345",878,452,874,"2,693","2,983","1,554","4,422","3,123"
2020년10월_남_연령구간인구수,"21,324","4,345",878,452,874,"2,693","2,983","1,554","4,422","3,123"
2020년10월_남_0~9세,947,218,18,17,26,109,131,55,229,144
2020년10월_남_10~19세,"1,551",367,44,23,32,169,248,110,342,216
2020년10월_남_20~29세,"1,957",433,66,36,56,229,245,118,425,349
2020년10월_남_30~39세,"1,695",361,43,19,51,179,259,82,334,367
2020년10월_남_40~49세,"2,932",581,120,39,81,365,416,217,606,507
2020년10월_남_50~59세,"4,326",868,187,88,197,526,610,358,878,614
2020년10월_남_60~69세,"4,555",871,243,136,260,633,640,359,898,515
2020년10월_남_70~79세,"2,315",439,114,59,128,310,313,159,518,275
2020년10월_남_80~89세,960,192,40,34,41,158,115,87,169,124
2020년10월_남_90~99세,75,14,3,0,2,14,6,8,18,10
2020년10월_남_100세 이상,11,1,0,1,0,1,0,1,5,2
2020년10월_여_총인구수,"20,384","4,247",784,414,788,"2,647","2,711","1,552","4,388","2,853"
2020년10월_여_연령구간인구수,"20,384","4,247",784,414,788,"2,647","2,711","1,552","4,388","2,853"
2020년10월_여_0~9세,961,218,19,7,28,121,151,67,196,154
2020년10월_여_10~19세,"1,384",359,35,20,37,163,191,100,329,150
2020년10월_여_20~29세,"1,431",338,41,15,39,175,172,92,324,235
2020년10월_여_30~39세,"1,431",326,26,21,38,153,215,79,303,270
2020년10월_여_40~49세,"2,445",523,74,37,67,280,351,178,543,392
2020년10월_여_50~59세,"3,790",746,162,88,165,479,539,318,777,516
2020년10월_여_60~69세,"4,223",817,182,99,204,579,575,334,878,555
2020년10월_여_70~79세,"2,690",479,140,82,118,384,302,203,608,374
2020년10월_여_80~89세,"1,709",365,83,36,71,265,192,161,355,181
2020년10월_여_90~99세,289,70,22,9,20,43,22,20,62,21
2020년10월_여_100세 이상,31,6,0,0,1,5,1,0,13,5
2020년11월_계_총인구수,"41,665","8,577","1,657",864,"1,661","5,313","5,726","3,097","8,783","5,987"
2020년11월_계_연령구간인구수,"41,665","8,577","1,657",864,"1,661","5,313","5,726","3,097","8,783","5,987"
2020년11월_계_0~9세,"1,885",427,33,23,52,221,284,122,423,300
2020년11월_계_10~19세,"2,927",732,78,41,70,330,438,206,666,366
2020년11월_계_20~29세,"3,405",776,110,53,96,403,417,207,754,589
2020년11월_계_30~39세,"3,103",683,67,39,89,320,476,160,628,641
2020년11월_계_40~49세,"5,361","1,096",191,74,148,644,775,392,"1,144",897
2020년11월_계_50~59세,"8,080","1,600",350,176,356,"1,002","1,148",673,"1,648","1,127"
2020년11월_계_60~69세,"8,821","1,700",427,237,467,"1,214","1,229",697,"1,772","1,078"
2020년11월_계_70~79세,"5,001",914,253,141,249,695,619,361,"1,123",646
2020년11월_계_80~89세,"2,677",559,123,70,111,421,311,249,528,305
2020년11월_계_90~99세,364,83,25,9,22,57,28,29,80,31
2020년11월_계_100세 이상,41,7,0,1,1,6,1,1,17,7
2020년11월_남_총인구수,"21,306","4,335",877,452,873,"2,686","2,996","1,549","4,417","3,121"
2020년11월_남_연령구간인구수,"21,306","4,335",877,452,873,"2,686","2,996","1,549","4,417","3,121"
2020년11월_남_0~9세,934,213,16,16,24,106,133,55,227,144
2020년11월_남_10~19세,"1,544",369,44,22,33,168,244,108,340,216
2020년11월_남_20~29세,"1,974",437,67,38,56,233,244,119,431,349
2020년11월_남_30~39세,"1,678",361,42,18,50,169,260,82,328,368
2020년11월_남_40~49세,"2,920",574,119,39,81,364,419,215,604,505
2020년11월_남_50~59세,"4,312",859,190,88,195,527,611,355,875,612
2020년11월_남_60~69세,"4,583",874,243,137,262,637,647,360,903,520
2020년11월_남_70~79세,"2,320",440,115,59,129,308,317,160,519,273
2020년11월_남_80~89세,956,194,38,34,41,159,115,86,167,122
2020년11월_남_90~99세,74,13,3,0,2,14,6,8,18,10
2020년11월_남_100세 이상,11,1,0,1,0,1,0,1,5,2
2020년11월_여_총인구수,"20,359","4,242",780,412,788,"2,627","2,730","1,548","4,366","2,866"
2020년11월_여_연령구간인구수,"20,359","4,242",780,412,788,"2,627","2,730","1,548","4,366","2,866"
2020년11월_여_0~9세,951,214,17,7,28,115,151,67,196,156
2020년11월_여_10~19세,"1,383",363,34,19,37,162,194,98,326,150
2020년11월_여_20~29세,"1,431",339,43,15,40,170,173,88,323,240
2020년11월_여_30~39세,"1,425",322,25,21,39,151,216,78,300,273
2020년11월_여_40~49세,"2,441",522,72,35,67,280,356,177,540,392
2020년11월_여_50~59세,"3,768",741,160,88,161,475,537,318,773,515
2020년11월_여_60~69세,"4,238",826,184,100,205,577,582,337,869,558
2020년11월_여_70~79세,"2,681",474,138,82,120,387,302,201,604,373
2020년11월_여_80~89세,"1,721",365,85,36,70,262,196,163,361,183
2020년11월_여_90~99세,290,70,22,9,20,43,22,21,62,21
2020년11월_여_100세 이상,30,6,0,0,1,5,1,0,12,5
2020년12월_계_총인구수,"41,681","8,572","1,661",866,"1,662","5,316","5,731","3,098","8,772","6,003"
2020년12월_계_연령구간인구수,"41,681","8,572","1,661",866,"1,662","5,316","5,731","3,098","8,772","6,003"
2020년12월_계_0~9세,"1,868",419,35,22,52,221,282,120,418,299
2020년12월_계_10~19세,"2,907",729,78,40,68,327,431,204,665,365
2020년12월_계_20~29세,"3,415",782,112,50,96,401,424,211,748,591
2020년12월_계_30~39세,"3,098",674,65,40,90,323,469,159,636,642
2020년12월_계_40~49세,"5,341","1,090",191,74,145,642,776,393,"1,132",898
2020년12월_계_50~59세,"8,080","1,605",348,178,358,"1,006","1,149",670,"1,642","1,124"
2020년12월_계_60~69세,"8,876","1,705",428,239,472,"1,218","1,243",699,"1,784","1,088"
2020년12월_계_70~79세,"4,988",918,252,141,246,684,618,363,"1,116",650
2020년12월_계_80~89세,"2,701",558,127,71,112,431,310,248,535,309
2020년12월_계_90~99세,365,85,25,10,22,57,27,30,79,30
2020년12월_계_100세 이상,42,7,0,1,1,6,2,1,17,7
2020년12월_남_총인구수,"21,321","4,342",882,452,871,"2,694","2,995","1,554","4,409","3,122"
2020년12월_남_연령구간인구수,"21,321","4,342",882,452,871,"2,694","2,995","1,554","4,409","3,122"
2020년12월_남_0~9세,920,210,18,15,24,104,130,53,222,144
2020년12월_남_10~19세,"1,537",367,44,22,33,166,240,110,340,215
2020년12월_남_20~29세,"1,992",447,68,37,53,236,251,119,432,349
2020년12월_남_30~39세,"1,664",354,40,18,52,173,253,80,328,366
2020년12월_남_40~49세,"2,910",571,119,41,80,363,419,216,595,506
2020년12월_남_50~59세,"4,323",864,190,87,194,531,614,359,872,612
2020년12월_남_60~69세,"4,603",876,244,137,264,641,651,360,908,522
2020년12월_남_70~79세,"2,327",446,117,60,128,303,318,163,518,274
2020년12월_남_80~89세,959,193,39,34,41,161,113,85,171,122
2020년12월_남_90~99세,75,13,3,0,2,15,6,8,18,10
2020년12월_남_100세 이상,11,1,0,1,0,1,0,1,5,2
2020년12월_여_총인구수,"20,360","4,230",779,414,791,"2,622","2,736","1,544","4,363","2,881"
2020년12월_여_연령구간인구수,"20,360","4,230",779,414,791,"2,622","2,736","1,544","4,363","2,881"
2020년12월_여_0~9세,948,209,17,7,28,117,152,67,196,155
2020년12월_여_10~19세,"1,370",362,34,18,35,161,191,94,325,150
2020년12월_여_20~29세,"1,423",335,44,13,43,165,173,92,316,242
2020년12월_여_30~39세,"1,434",320,25,22,38,150,216,79,308,276
2020년12월_여_40~49세,"2,431",519,72,33,65,279,357,177,537,392
2020년12월_여_50~59세,"3,757",741,158,91,164,475,535,311,770,512
2020년12월_여_60~69세,"4,273",829,184,102,208,577,592,339,876,566
2020년12월_여_70~79세,"2,661",472,135,81,118,381,300,200,598,376
2020년12월_여_80~89세,"1,742",365,88,37,71,270,197,163,364,187
2020년12월_여_90~99세,290,72,22,10,20,42,21,22,61,20
2020년12월_여_100세 이상,31,6,0,0,1,5,2,0,12,5
2021년01월_계_총인구수,"41,587","8,540","1,660",867,"1,669","5,299","5,733","3,095","8,735","5,989"
2021년01월_계_연령구간인구수,"41,587","8,540","1,660",867,"1,669","5,299","5,733","3,095","8,735","5,989"
2021년01월_계_0~9세,"1,852",414,35,22,52,220,285,116,414,294
2021년01월_계_10~19세,"2,879",724,78,39,68,318,429,205,654,364
2021년01월_계_20~29세,"3,390",767,108,51,95,405,415,215,746,588
2021년01월_계_30~39세,"3,076",672,64,43,89,319,466,157,634,632
2021년01월_계_40~49세,"5,312","1,086",190,72,146,639,776,385,"1,120",898
2021년01월_계_50~59세,"8,019","1,597",350,178,357,987,"1,142",672,"1,623","1,113"
2021년01월_계_60~69세,"8,929","1,706",428,239,477,"1,226","1,254",701,"1,799","1,099"
2021년01월_계_70~79세,"5,013",926,254,139,249,689,624,363,"1,117",652
2021년01월_계_80~89세,"2,706",553,126,73,113,433,312,249,536,311
2021년01월_계_90~99세,370,88,27,10,22,57,28,31,76,31
2021년01월_계_100세 이상,41,7,0,1,1,6,2,1,16,7
2021년01월_남_총인구수,"21,276","4,332",880,453,872,"2,688","2,992","1,548","4,395","3,116"
2021년01월_남_연령구간인구수,"21,276","4,332",880,453,872,"2,688","2,992","1,548","4,395","3,116"
2021년01월_남_0~9세,906,205,18,15,24,103,131,49,219,142
2021년01월_남_10~19세,"1,521",364,44,21,33,161,239,111,336,212
2021년01월_남_20~29세,"1,997",444,66,38,51,240,249,122,436,351
2021년01월_남_30~39세,"1,652",358,41,20,50,171,248,78,326,360
2021년01월_남_40~49세,"2,900",570,118,41,82,363,420,210,591,505
2021년01월_남_50~59세,"4,280",856,190,86,191,521,609,360,863,604
2021년01월_남_60~69세,"4,635",878,242,137,267,646,657,362,912,534
2021년01월_남_70~79세,"2,338",452,117,60,131,305,319,161,520,273
2021년01월_남_80~89세,963,190,41,34,41,163,114,86,171,123
2021년01월_남_90~99세,74,14,3,0,2,14,6,8,17,10
2021년01월_남_100세 이상,10,1,0,1,0,1,0,1,4,2
2021년01월_여_총인구수,"20,311","4,208",780,414,797,"2,611","2,741","1,547","4,340","2,873"
2021년01월_여_연령구간인구수,"20,311","4,208",780,414,797,"2,611","2,741","1,547","4,340","2,873"
2021년01월_여_0~9세,946,209,17,7,28,117,154,67,195,152
2021년01월_여_10~19세,"1,358",360,34,18,35,157,190,94,318,152
2021년01월_여_20~29세,"1,393",323,42,13,44,165,166,93,310,237
2021년01월_여_30~39세,"1,424",314,23,23,39,148,218,79,308,272
2021년01월_여_40~49세,"2,412",516,72,31,64,276,356,175,529,393
2021년01월_여_50~59세,"3,739",741,160,92,166,466,533,312,760,509
2021년01월_여_60~69세,"4,294",828,186,102,210,580,597,339,887,565
2021년01월_여_70~79세,"2,675",474,137,79,118,384,305,202,597,379
2021년01월_여_80~89세,"1,743",363,85,39,72,270,198,163,365,188
2021년01월_여_90~99세,296,74,24,10,20,43,22,23,59,21
2021년01월_여_100세 이상,31,6,0,0,1,5,2,0,12,5
2021년02월_계_총인구수,"41,514","8,513","1,656",878,"1,666","5,283","5,745","3,090","8,702","5,981"
2021년02월_계_연령구간인구수,"41,514","8,513","1,656",878,"1,666","5,283","5,745","3,090","8,702","5,981"
2021년02월_계_0~9세,"1,841",407,37,22,52,217,285,114,414,293
2021년02월_계_10~19세,"2,863",717,73,41,68,315,429,206,652,362
2021년02월_계_20~29세,"3,353",762,107,51,92,398,417,213,727,586
2021년02월_계_30~39세,"3,052",669,65,45,88,314,459,154,625,633
2021년02월_계_40~49세,"5,291","1,078",188,75,148,628,783,380,"1,115",896
2021년02월_계_50~59세,"7,985","1,590",347,176,353,993,"1,139",668,"1,615","1,104"
2021년02월_계_60~69세,"8,979","1,710",432,239,478,"1,229","1,266",710,"1,812","1,103"
2021년02월_계_70~79세,"4,994",925,250,144,250,692,617,361,"1,107",648
2021년02월_계_80~89세,"2,739",557,130,74,114,433,321,252,541,317
2021년02월_계_90~99세,377,91,27,10,22,59,27,31,78,32
2021년02월_계_100세 이상,40,7,0,1,1,5,2,1,16,7
2021년02월_남_총인구수,"21,269","4,328",877,457,868,"2,680","3,003","1,550","4,386","3,120"
2021년02월_남_연령구간인구수,"21,269","4,328",877,457,868,"2,680","3,003","1,550","4,386","3,120"
2021년02월_남_0~9세,911,206,18,15,24,101,130,50,221,146
2021년02월_남_10~19세,"1,507",357,42,22,33,160,239,111,333,210
2021년02월_남_20~29세,"1,987",450,65,36,48,236,251,123,428,350
2021년02월_남_30~39세,"1,652",364,41,21,49,169,245,78,321,364
2021년02월_남_40~49세,"2,883",561,117,42,83,355,422,204,590,509
2021년02월_남_50~59세,"4,272",854,189,85,189,528,613,361,859,594
2021년02월_남_60~69세,"4,666",874,244,140,269,645,665,366,921,542
2021년02월_남_70~79세,"2,319",453,117,60,129,307,312,160,514,267
2021년02월_남_80~89세,986,194,41,35,42,164,120,87,178,125
2021년02월_남_90~99세,76,14,3,0,2,14,6,9,17,11
2021년02월_남_100세 이상,10,1,0,1,0,1,0,1,4,2
2021년02월_여_총인구수,"20,245","4,185",779,421,798,"2,603","2,742","1,540","4,316","2,861"
2021년02월_여_연령구간인구수,"20,245","4,185",779,421,798,"2,603","2,742","1,540","4,316","2,861"
2021년02월_여_0~9세,930,201,19,7,28,116,155,64,193,147
2021년02월_여_10~19세,"1,356",360,31,19,35,155,190,95,319,152
2021년02월_여_20~29세,"1,366",312,42,15,44,162,166,90,299,236
2021년02월_여_30~39세,"1,400",305,24,24,39,145,214,76,304,269
2021년02월_여_40~49세,"2,408",517,71,33,65,273,361,176,525,387
2021년02월_여_50~59세,"3,713",736,158,91,164,465,526,307,756,510
2021년02월_여_60~69세,"4,313",836,188,99,209,584,601,344,891,561
2021년02월_여_70~79세,"2,675",472,133,84,121,385,305,201,593,381
2021년02월_여_80~89세,"1,753",363,89,39,72,269,201,165,363,192
2021년02월_여_90~99세,301,77,24,10,20,45,21,22,61,21
2021년02월_여_100세 이상,30,6,0,0,1,4,2,0,12,5
2021년03월_계_총인구수,"41,212","8,473","1,639",880,"1,658","5,232","5,720","3,080","8,619","5,911"
2021년03월_계_연령구간인구수,"41,212","8,473","1,639",880,"1,658","5,232","5,720","3,080","8,619","5,911"
2021년03월_계_0~9세,"1,836",410,36,19,51,218,286,110,412,294
2021년03월_계_10~19세,"2,825",702,74,45,67,310,425,206,637,359
2021년03월_계_20~29세,"3,346",760,106,52,90,404,411,214,722,587
2021년03월_계_30~39세,"3,003",663,65,41,87,309,448,153,610,627
2021년03월_계_40~49세,"5,218","1,064",178,76,142,621,784,373,"1,099",881
2021년03월_계_50~59세,"7,893","1,583",339,177,352,969,"1,128",667,"1,592","1,086"
2021년03월_계_60~69세,"9,014","1,725",436,241,481,"1,231","1,273",716,"1,817","1,094"
2021년03월_계_70~79세,"4,938",912,249,142,248,678,610,355,"1,107",637
2021년03월_계_80~89세,"2,753",561,130,77,117,432,326,256,541,313
2021년03월_계_90~99세,370,88,25,9,23,59,27,30,78,31
2021년03월_계_100세 이상,16,5,1,1,0,1,2,0,4,2
2021년03월_남_총인구수,"21,151","4,313",858,457,868,"2,677","2,991","1,542","4,354","3,091"
2021년03월_남_연령구간인구수,"21,151","4,313",858,457,868,"2,677","2,991","1,542","4,354","3,091"
2021년03월_남_0~9세,913,209,17,12,24,101,132,49,221,148
2021년03월_남_10~19세,"1,489",349,39,25,34,160,237,110,326,209
2021년03월_남_20~29세,"1,987",454,64,36,48,237,247,124,424,353
2021년03월_남_30~39세,"1,625",358,40,19,48,170,239,74,316,361
2021년03월_남_40~49세,"2,843",554,110,42,82,349,424,200,580,502
2021년03월_남_50~59세,"4,228",847,186,86,188,525,605,361,847,583
2021년03월_남_60~69세,"4,704",886,245,140,271,654,672,370,929,537
2021년03월_남_70~79세,"2,299",445,115,61,128,302,309,160,511,268
2021년03월_남_80~89세,987,197,40,35,43,164,120,85,183,120
2021년03월_남_90~99세,72,13,2,0,2,15,6,9,15,10
2021년03월_남_100세 이상,4,1,0,1,0,0,0,0,2,0
2021년03월_여_총인구수,"20,061","4,160",781,423,790,"2,555","2,729","1,538","4,265","2,820"
2021년03월_여_연령구간인구수,"20,061","4,160",781,423,790,"2,555","2,729","1,538","4,265","2,820"
2021년03월_여_0~9세,923,201,19,7,27,117,154,61,191,146
2021년03월_여_10~19세,"1,336",353,35,20,33,150,188,96,311,150
2021년03월_여_20~29세,"1,359",306,42,16,42,167,164,90,298,234
2021년03월_여_30~39세,"1,378",305,25,22,39,139,209,79,294,266
2021년03월_여_40~49세,"2,375",510,68,34,60,272,360,173,519,379
2021년03월_여_50~59세,"3,665",736,153,91,164,444,523,306,745,503
2021년03월_여_60~69세,"4,310",839,191,101,210,577,601,346,888,557
2021년03월_여_70~79세,"2,639",467,134,81,120,376,301,195,596,369
2021년03월_여_80~89세,"1,766",364,90,42,74,268,206,171,358,193
2021년03월_여_90~99세,298,75,23,9,21,44,21,21,63,21
2021년03월_여_100세 이상,12,4,1,0,0,1,2,0,2,2
2021년04월_계_총인구수,"41,188","8,459","1,649",879,"1,662","5,222","5,736","3,077","8,611","5,893"
2021년04월_계_연령구간인구수,"41,188","8,459","1,649",879,"1,662","5,222","5,736","3,077","8,611","5,893"
2021년04월_계_0~9세,"1,826",406,35,19,53,215,289,109,413,287
2021년04월_계_10~19세,"2,810",697,73,44,68,308,423,201,631,365
2021년04월_계_20~29세,"3,337",764,108,51,89,400,405,218,721,581
2021년04월_계_30~39세,"2,974",654,63,41,85,312,451,152,602,614
2021년04월_계_40~49세,"5,222","1,063",179,75,145,619,786,372,"1,099",884
2021년04월_계_50~59세,"7,869","1,572",345,171,351,968,"1,126",668,"1,591","1,077"
2021년04월_계_60~69세,"9,059","1,730",437,247,485,"1,225","1,285",716,"1,833","1,101"
2021년04월_계_70~79세,"4,929",917,251,141,245,681,610,354,"1,092",638
2021년04월_계_80~89세,"2,778",567,131,80,118,432,332,258,546,314
2021년04월_계_90~99세,367,84,26,9,23,61,26,29,79,30
2021년04월_계_100세 이상,17,5,1,1,0,1,3,0,4,2
2021년04월_남_총인구수,"21,139","4,306",863,453,868,"2,669","3,004","1,544","4,352","3,080"
2021년04월_남_연령구간인구수,"21,139","4,306",863,453,868,"2,669","3,004","1,544","4,352","3,080"
2021년04월_남_0~9세,906,206,16,13,25,99,135,48,220,144
2021년04월_남_10~19세,"1,478",346,40,24,34,157,234,107,323,213
2021년04월_남_20~29세,"1,982",457,64,34,47,235,242,126,426,351
2021년04월_남_30~39세,"1,604",350,39,19,47,172,246,70,313,348
2021년04월_남_40~49세,"2,852",555,111,41,84,347,426,204,579,505
2021년04월_남_50~59세,"4,226",845,190,83,187,522,603,366,849,581
2021년04월_남_60~69세,"4,731",890,245,141,273,654,681,367,936,544
2021년04월_남_70~79세,"2,289",445,116,61,126,302,308,160,505,266
2021년04월_남_80~89세,997,198,40,36,43,166,123,87,185,119
2021년04월_남_90~99세,70,13,2,0,2,15,6,9,14,9
2021년04월_남_100세 이상,4,1,0,1,0,0,0,0,2,0
2021년04월_여_총인구수,"20,049","4,153",786,426,794,"2,553","2,732","1,533","4,259","2,813"
2021년04월_여_연령구간인구수,"20,049","4,153",786,426,794,"2,553","2,732","1,533","4,259","2,813"
2021년04월_여_0~9세,920,200,19,6,28,116,154,61,193,143
2021년04월_여_10~19세,"1,332",351,33,20,34,151,189,94,308,152
2021년04월_여_20~29세,"1,355",307,44,17,42,165,163,92,295,230
2021년04월_여_30~39세,"1,370",304,24,22,38,140,205,82,289,266
2021년04월_여_40~49세,"2,370",508,68,34,61,272,360,168,520,379
2021년04월_여_50~59세,"3,643",727,155,88,164,446,523,302,742,496
2021년04월_여_60~69세,"4,328",840,192,106,212,571,604,349,897,557
2021년04월_여_70~79세,"2,640",472,135,80,119,379,302,194,587,372
2021년04월_여_80~89세,"1,781",369,91,44,75,266,209,171,361,195
2021년04월_여_90~99세,297,71,24,9,21,46,20,20,65,21
2021년04월_여_100세 이상,13,4,1,0,0,1,3,0,2,2
2021년05월_계_총인구수,"41,164","8,466","1,648",880,"1,664","5,208","5,752","3,073","8,602","5,871"
2021년05월_계_연령구간인구수,"41,164","8,466","1,648",880,"1,664","5,208","5,752","3,073","8,602","5,871"
2021년05월_계_0~9세,"1,807",403,34,17,53,207,287,107,413,286
2021년05월_계_10~19세,"2,810",701,72,45,69,311,427,199,628,358
2021년05월_계_20~29세,"3,315",760,110,52,87,394,399,218,718,577
2021년05월_계_30~39세,"2,956",646,62,42,87,307,444,154,602,612
2021년05월_계_40~49세,"5,175","1,055",174,75,145,608,787,369,"1,085",877
2021년05월_계_50~59세,"7,896","1,580",349,173,341,974,"1,136",664,"1,604","1,075"
2021년05월_계_60~69세,"9,109","1,742",436,246,495,"1,237","1,298",722,"1,835","1,098"
2021년05월_계_70~79세,"4,919",922,251,139,242,676,612,355,"1,085",637
2021년05월_계_80~89세,"2,795",566,134,81,122,433,335,256,548,320
2021년05월_계_90~99세,364,86,25,9,23,59,24,29,80,29
2021년05월_계_100세 이상,18,5,1,1,0,2,3,0,4,2
2021년05월_남_총인구수,"21,124","4,301",864,456,867,"2,662","3,016","1,545","4,342","3,071"
2021년05월_남_연령구간인구수,"21,124","4,301",864,456,867,"2,662","3,016","1,545","4,342","3,071"
2021년05월_남_0~9세,899,202,16,13,25,93,135,49,220,146
2021년05월_남_10~19세,"1,473",348,40,24,34,160,236,104,318,209
2021년05월_남_20~29세,"1,966",454,65,34,45,231,239,127,423,348
2021년05월_남_30~39세,"1,592",344,39,21,48,169,241,72,311,347
2021년05월_남_40~49세,"2,824",549,107,41,84,341,425,205,571,501
2021년05월_남_50~59세,"4,249",850,194,85,180,525,613,363,860,579
2021년05월_남_60~69세,"4,752",897,243,140,277,662,685,368,935,545
2021년05월_남_70~79세,"2,290",444,118,60,126,300,312,161,502,267
2021년05월_남_80~89세,"1,004",198,40,37,46,166,124,87,186,120
2021년05월_남_90~99세,71,14,2,0,2,15,6,9,14,9
2021년05월_남_100세 이상,4,1,0,1,0,0,0,0,2,0
2021년05월_여_총인구수,"20,040","4,165",784,424,797,"2,546","2,736","1,528","4,260","2,800"
2021년05월_여_연령구간인구수,"20,040","4,165",784,424,797,"2,546","2,736","1,528","4,260","2,800"
2021년05월_여_0~9세,908,201,18,4,28,114,152,58,193,140
2021년05월_여_10~19세,"1,337",353,32,21,35,151,191,95,310,149
2021년05월_여_20~29세,"1,349",306,45,18,42,163,160,91,295,229
2021년05월_여_30~39세,"1,364",302,23,21,39,138,203,82,291,265
2021년05월_여_40~49세,"2,351",506,67,34,61,267,362,164,514,376
2021년05월_여_50~59세,"3,647",730,155,88,161,449,523,301,744,496
2021년05월_여_60~69세,"4,357",845,193,106,218,575,613,354,900,553
2021년05월_여_70~79세,"2,629",478,133,79,116,376,300,194,583,370
2021년05월_여_80~89세,"1,791",368,94,44,76,267,211,169,362,200
2021년05월_여_90~99세,293,72,23,9,21,44,18,20,66,20
2021년05월_여_100세 이상,14,4,1,0,0,2,3,0,2,2
2021년06월_계_총인구수,"41,109","8,465","1,643",875,"1,670","5,199","5,741","3,056","8,581","5,879"
2021년06월_계_연령구간인구수,"41,109","8,465","1,643",875,"1,670","5,199","5,741","3,056","8,581","5,879"
2021년06월_계_0~9세,"1,799",400,33,17,51,206,287,106,410,289
2021년06월_계_10~19세,"2,800",703,72,44,71,307,426,195,625,357
2021년06월_계_20~29세,"3,290",751,105,51,88,390,397,218,717,573
2021년06월_계_30~39세,"2,936",646,61,40,90,306,442,149,588,614
2021년06월_계_40~49세,"5,175","1,060",170,75,149,609,778,362,"1,087",885
2021년06월_계_50~59세,"7,830","1,566",350,170,340,965,"1,132",661,"1,586","1,060"
2021년06월_계_60~69세,"9,186","1,757",443,248,498,"1,249","1,303",730,"1,847","1,111"
2021년06월_계_70~79세,"4,900",922,249,137,239,673,610,353,"1,080",637
2021년06월_계_80~89세,"2,806",567,133,83,119,435,336,257,556,320
2021년06월_계_90~99세,369,88,26,9,25,57,27,25,81,31
2021년06월_계_100세 이상,18,5,1,1,0,2,3,0,4,2
2021년06월_남_총인구수,"21,111","4,301",863,453,876,"2,660","3,013","1,542","4,326","3,077"
2021년06월_남_연령구간인구수,"21,111","4,301",863,453,876,"2,660","3,013","1,542","4,326","3,077"
2021년06월_남_0~9세,896,202,15,13,24,92,134,50,218,148
2021년06월_남_10~19세,"1,466",349,40,23,36,159,235,101,315,208
2021년06월_남_20~29세,"1,950",448,61,33,46,228,240,128,420,346
2021년06월_남_30~39세,"1,587",344,39,21,50,170,242,70,300,351
2021년06월_남_40~49세,"2,825",552,102,41,84,344,419,202,579,502
2021년06월_남_50~59세,"4,210",836,198,83,181,519,614,360,846,573
2021년06월_남_60~69세,"4,803",912,248,141,282,668,687,373,941,551
2021년06월_남_70~79세,"2,288",444,118,59,126,301,308,161,503,268
2021년06월_남_80~89세,"1,011",199,40,38,44,166,128,88,188,120
2021년06월_남_90~99세,71,14,2,0,3,13,6,9,14,10
2021년06월_남_100세 이상,4,1,0,1,0,0,0,0,2,0
2021년06월_여_총인구수,"19,998","4,164",780,422,794,"2,539","2,728","1,514","4,255","2,802"
2021년06월_여_연령구간인구수,"19,998","4,164",780,422,794,"2,539","2,728","1,514","4,255","2,802"
2021년06월_여_0~9세,903,198,18,4,27,114,153,56,192,141
2021년06월_여_10~19세,"1,334",354,32,21,35,148,191,94,310,149
2021년06월_여_20~29세,"1,340",303,44,18,42,162,157,90,297,227
2021년06월_여_30~39세,"1,349",302,22,19,40,136,200,79,288,263
2021년06월_여_40~49세,"2,350",508,68,34,65,265,359,160,508,383
2021년06월_여_50~59세,"3,620",730,152,87,159,446,518,301,740,487
2021년06월_여_60~69세,"4,383",845,195,107,216,581,616,357,906,560
2021년06월_여_70~79세,"2,612",478,131,78,113,372,302,192,577,369
2021년06월_여_80~89세,"1,795",368,93,45,75,269,208,169,368,200
2021년06월_여_90~99세,298,74,24,9,22,44,21,16,67,21
2021년06월_여_100세 이상,14,4,1,0,0,2,3,0,2,2
2021년07월_계_총인구수,"41,060","8,454","1,640",866,"1,676","5,195","5,731","3,050","8,567","5,881"
2021년07월_계_연령구간인구수,"41,060","8,454","1,640",866,"1,676","5,195","5,731","3,050","8,567","5,881"
2021년07월_계_0~9세,"1,777",393,33,17,54,206,281,106,404,283
2021년07월_계_10~19세,"2,789",700,69,42,72,308,431,193,619,355
2021년07월_계_20~29세,"3,259",746,106,51,85,387,388,213,713,570
2021년07월_계_30~39세,"2,917",643,59,38,89,308,436,149,581,614
