카테고리,경상남도 산청군,경상남도 산청군 산청읍,경상남도 산청군 차황면,경상남도 산청군 오부면,경상남도 산청군 생초면,경상남도 산청군 금서면,경상남도 산청군 삼장면,경상남도 산청군 시천면,경상남도 산청군 단성면,경상남도 산청군 신안면,경상남도 산청군 생비량면,경상남도 산청군 신등면
2020년11월_계_30~39세,"2,150",623,53,46,90,195,75,214,302,417,61,74
2020년11월_계_40~49세,"3,548",836,113,90,136,280,152,460,533,670,95,183
2020년11월_계_50~59세,"6,558","1,187",231,168,321,534,398,877,"1,171","1,115",175,381
2020년11월_계_60~69세,"7,228","1,151",337,209,439,571,420,906,"1,339","1,078",308,470
2020년11월_계_70~79세,"5,308",855,262,208,443,504,336,574,896,605,228,397
2020년11월_계_80~89세,"3,651",540,224,188,320,340,204,345,566,455,156,313
2020년11월_계_90~99세,546,101,32,27,43,58,26,51,81,56,31,40
2020년11월_계_100세 이상,18,4,0,1,2,2,1,2,3,1,0,2
2020년11월_남_총인구수,"17,137","3,319",691,510,989,"1,429",903,"2,049","2,812","2,826",568,"1,041"
2020년11월_남_연령구간인구수,"17,137","3,319",691,510,989,"1,429",903,"2,049","2,812","2,826",568,"1,041"
2020년11월_남_0~9세,713,196,26,20,38,46,21,67,98,169,17,15
2020년11월_남_10~19세,"1,111",276,27,30,59,81,46,153,111,246,20,62
2020년11월_남_20~29세,"1,412",373,40,16,61,94,63,161,209,305,33,57
2020년11월_남_30~39세,"1,153",309,32,24,54,112,49,109,171,219,34,40
2020년11월_남_40~49세,"1,988",435,67,57,93,167,82,245,317,347,60,118
2020년11월_남_50~59세,"3,539",625,139,104,184,292,210,473,614,559,108,231
2020년11월_남_60~69세,"3,724",565,178,111,223,299,218,442,698,582,163,245
2020년11월_남_70~79세,"2,313",369,113,82,174,214,143,263,427,257,91,180
2020년11월_남_80~89세,"1,071",151,60,62,96,109,66,121,156,132,36,82
2020년11월_남_90~99세,111,20,9,4,6,15,5,14,11,10,6,11
2020년11월_남_100세 이상,2,0,0,0,1,0,0,1,0,0,0,0
2020년11월_여_총인구수,"17,758","3,538",724,554,"1,057","1,458",928,"2,099","2,807","2,915",618,"1,060"
2020년11월_여_연령구간인구수,"17,758","3,538",724,554,"1,057","1,458",928,"2,099","2,807","2,915",618,"1,060"
2020년11월_여_0~9세,635,190,22,22,17,38,12,67,63,162,21,21
2020년11월_여_10~19세,965,260,14,17,38,71,31,127,92,250,22,43
2020년11월_여_20~29세,"1,052",265,34,22,39,73,46,144,155,212,19,43
2020년11월_여_30~39세,997,314,21,22,36,83,26,105,131,198,27,34
2020년11월_여_40~49세,"1,560",401,46,33,43,113,70,215,216,323,35,65
2020년11월_여_50~59세,"3,019",562,92,64,137,242,188,404,557,556,67,150
2020년11월_여_60~69세,"3,504",586,159,98,216,272,202,464,641,496,145,225
2020년11월_여_70~79세,"2,995",486,149,126,269,290,193,311,469,348,137,217
2020년11월_여_80~89세,"2,580",389,164,126,224,231,138,224,410,323,120,231
2020년11월_여_90~99세,435,81,23,23,37,43,21,37,70,46,25,29
2020년11월_여_100세 이상,16,4,0,1,1,2,1,1,3,1,0,2
2020년12월_계_총인구수,"34,857","6,840","1,413","1,065","2,035","2,884","1,836","4,156","5,603","5,732","1,187","2,106"
2020년12월_계_연령구간인구수,"34,857","6,840","1,413","1,065","2,035","2,884","1,836","4,156","5,603","5,732","1,187","2,106"
2020년12월_계_0~9세,"1,329",381,47,40,54,83,33,129,163,326,37,36
2020년12월_계_10~19세,"2,088",538,41,47,96,153,80,285,206,494,43,105
2020년12월_계_20~29세,"2,469",639,71,40,101,168,110,308,360,517,55,100
2020년12월_계_30~39세,"2,127",617,56,44,88,190,70,213,298,421,53,77
2020년12월_계_40~49세,"3,509",830,113,89,130,275,154,453,524,665,98,178
2020년12월_계_50~59세,"6,529","1,175",231,171,321,524,397,883,"1,160","1,110",178,379
2020년12월_계_60~69세,"7,280","1,161",334,210,442,584,423,916,"1,346","1,083",307,474
2020년12월_계_70~79세,"5,304",848,262,211,440,503,334,574,898,603,230,401
2020년12월_계_80~89세,"3,661",544,227,185,320,345,207,342,566,455,156,314
2020년12월_계_90~99세,543,103,31,27,41,57,27,51,79,57,30,40
2020년12월_계_100세 이상,18,4,0,1,2,2,1,2,3,1,0,2
2020년12월_남_총인구수,"17,110","3,306",692,511,979,"1,421",903,"2,054","2,818","2,817",566,"1,043"
2020년12월_남_연령구간인구수,"17,110","3,306",692,511,979,"1,421",903,"2,054","2,818","2,817",566,"1,043"
2020년12월_남_0~9세,697,193,25,19,37,46,22,62,101,161,16,15
2020년12월_남_10~19세,"1,119",279,27,30,58,82,47,157,110,246,20,63
2020년12월_남_20~29세,"1,402",368,39,17,59,91,64,164,210,301,33,56
2020년12월_남_30~39세,"1,142",309,34,23,53,107,44,108,169,223,31,41
2020년12월_남_40~49세,"1,953",428,67,57,89,161,84,239,311,343,61,113
2020년12월_남_50~59세,"3,523",617,139,103,186,289,207,477,610,555,110,230
2020년12월_남_60~69세,"3,765",574,176,112,222,304,221,446,712,587,161,250
2020년12월_남_70~79세,"2,322",364,116,86,174,213,140,266,428,259,93,183
2020년12월_남_80~89세,"1,076",154,60,60,94,113,69,120,157,132,36,81
2020년12월_남_90~99세,109,20,9,4,6,15,5,14,10,10,5,11
2020년12월_남_100세 이상,2,0,0,0,1,0,0,1,0,0,0,0
2020년12월_여_총인구수,"17,747","3,534",721,554,"1,056","1,463",933,"2,102","2,785","2,915",621,"1,063"
2020년12월_여_연령구간인구수,"17,747","3,534",721,554,"1,056","1,463",933,"2,102","2,785","2,915",621,"1,063"
2020년12월_여_0~9세,632,188,22,21,17,37,11,67,62,165,21,21
2020년12월_여_10~19세,969,259,14,17,38,71,33,128,96,248,23,42
2020년12월_여_20~29세,"1,067",271,32,23,42,77,46,144,150,216,22,44
2020년12월_여_30~39세,985,308,22,21,35,83,26,105,129,198,22,36
2020년12월_여_40~49세,"1,556",402,46,32,41,114,70,214,213,322,37,65
2020년12월_여_50~59세,"3,006",558,92,68,135,235,190,406,550,555,68,149
2020년12월_여_60~69세,"3,515",587,158,98,220,280,202,470,634,496,146,224
2020년12월_여_70~79세,"2,982",484,146,125,266,290,194,308,470,344,137,218
2020년12월_여_80~89세,"2,585",390,167,125,226,232,138,222,409,323,120,233
2020년12월_여_90~99세,434,83,22,23,35,42,22,37,69,47,25,29
2020년12월_여_100세 이상,16,4,0,1,1,2,1,1,3,1,0,2
2021년01월_계_총인구수,"34,809","6,847","1,409","1,067","2,031","2,882","1,831","4,147","5,597","5,715","1,182","2,101"
2021년01월_계_연령구간인구수,"34,809","6,847","1,409","1,067","2,031","2,882","1,831","4,147","5,597","5,715","1,182","2,101"
2021년01월_계_0~9세,"1,316",376,46,40,52,86,34,123,166,323,34,36
2021년01월_계_10~19세,"2,064",531,40,46,94,154,76,287,200,487,45,104
2021년01월_계_20~29세,"2,459",643,70,41,101,168,107,306,363,506,54,100
2021년01월_계_30~39세,"2,116",626,54,43,87,185,69,210,297,420,50,75
2021년01월_계_40~49세,"3,486",824,112,90,131,268,148,450,525,666,97,175
2021년01월_계_50~59세,"6,504","1,164",230,170,321,522,399,886,"1,152","1,106",178,376
2021년01월_계_60~69세,"7,342","1,177",337,212,444,587,432,913,"1,355","1,092",310,483
2021년01월_계_70~79세,"5,272",844,260,209,441,503,331,575,891,596,223,399
2021년01월_계_80~89세,"3,683",555,227,186,319,345,207,344,568,460,162,310
2021년01월_계_90~99세,549,103,33,29,39,62,27,51,77,58,29,41
2021년01월_계_100세 이상,18,4,0,1,2,2,1,2,3,1,0,2
2021년01월_남_총인구수,"17,085","3,304",690,512,981,"1,421",903,"2,045","2,821","2,807",563,"1,038"
2021년01월_남_연령구간인구수,"17,085","3,304",690,512,981,"1,421",903,"2,045","2,821","2,807",563,"1,038"
2021년01월_남_0~9세,696,193,24,19,35,48,23,59,105,160,15,15
2021년01월_남_10~19세,"1,103",274,26,29,57,83,45,158,106,242,21,62
2021년01월_남_20~29세,"1,399",370,38,18,61,90,62,162,212,298,32,56
2021년01월_남_30~39세,"1,142",317,33,21,52,106,45,106,171,222,28,41
2021년01월_남_40~49세,"1,932",419,67,58,91,159,80,238,310,340,60,110
2021년01월_남_50~59세,"3,512",607,140,103,184,286,209,475,612,559,111,226
2021년01월_남_60~69세,"3,791",583,176,113,225,307,224,444,711,588,162,258
2021년01월_남_70~79세,"2,317",366,115,84,174,213,140,268,427,257,92,181
2021년01월_남_80~89세,"1,083",156,62,61,95,114,70,120,159,131,37,78
2021년01월_남_90~99세,108,19,9,6,6,15,5,14,8,10,5,11
2021년01월_남_100세 이상,2,0,0,0,1,0,0,1,0,0,0,0
2021년01월_여_총인구수,"17,724","3,543",719,555,"1,050","1,461",928,"2,102","2,776","2,908",619,"1,063"
2021년01월_여_연령구간인구수,"17,724","3,543",719,555,"1,050","1,461",928,"2,102","2,776","2,908",619,"1,063"
2021년01월_여_0~9세,620,183,22,21,17,38,11,64,61,163,19,21
2021년01월_여_10~19세,961,257,14,17,37,71,31,129,94,245,24,42
2021년01월_여_20~29세,"1,060",273,32,23,40,78,45,144,151,208,22,44
2021년01월_여_30~39세,974,309,21,22,35,79,24,104,126,198,22,34
2021년01월_여_40~49세,"1,554",405,45,32,40,109,68,212,215,326,37,65
2021년01월_여_50~59세,"2,992",557,90,67,137,236,190,411,540,547,67,150
2021년01월_여_60~69세,"3,551",594,161,99,219,280,208,469,644,504,148,225
2021년01월_여_70~79세,"2,955",478,145,125,267,290,191,307,464,339,131,218
2021년01월_여_80~89세,"2,600",399,165,125,224,231,137,224,409,329,125,232
2021년01월_여_90~99세,441,84,24,23,33,47,22,37,69,48,24,30
2021년01월_여_100세 이상,16,4,0,1,1,2,1,1,3,1,0,2
2021년02월_계_총인구수,"34,788","6,860","1,400","1,071","2,031","2,884","1,829","4,156","5,590","5,697","1,174","2,096"
2021년02월_계_연령구간인구수,"34,788","6,860","1,400","1,071","2,031","2,884","1,829","4,156","5,590","5,697","1,174","2,096"
2021년02월_계_0~9세,"1,301",375,43,41,52,84,33,124,158,321,34,36
2021년02월_계_10~19세,"2,066",538,38,45,96,158,73,286,203,482,44,103
2021년02월_계_20~29세,"2,422",633,65,42,100,160,108,307,359,499,52,97
2021년02월_계_30~39세,"2,097",618,55,45,84,182,66,209,289,420,52,77
2021년02월_계_40~49세,"3,486",832,111,91,134,263,148,455,523,660,97,172
2021년02월_계_50~59세,"6,474","1,163",230,170,322,527,394,882,"1,146","1,091",176,373
2021년02월_계_60~69세,"7,403","1,186",337,213,446,593,440,920,"1,367","1,106",308,487
2021년02월_계_70~79세,"5,258",850,262,205,430,504,326,571,892,598,223,397
2021년02월_계_80~89세,"3,700",557,225,189,321,348,214,346,568,460,160,312
2021년02월_계_90~99세,561,103,34,29,44,63,26,54,81,59,28,40
2021년02월_계_100세 이상,20,5,0,1,2,2,1,2,4,1,0,2
2021년02월_남_총인구수,"17,082","3,314",688,513,978,"1,424",905,"2,055","2,816","2,793",559,"1,037"
2021년02월_남_연령구간인구수,"17,082","3,314",688,513,978,"1,424",905,"2,055","2,816","2,793",559,"1,037"
2021년02월_남_0~9세,684,193,22,19,35,47,24,59,98,157,15,15
2021년02월_남_10~19세,"1,108",279,25,28,60,87,44,158,109,235,21,62
2021년02월_남_20~29세,"1,386",371,36,20,59,85,64,164,209,294,29,55
2021년02월_남_30~39세,"1,125",309,34,21,49,104,42,106,166,221,30,43
2021년02월_남_40~49세,"1,927",423,66,57,90,158,81,241,308,336,60,107
2021년02월_남_50~59세,"3,503",601,143,104,188,292,209,473,608,551,110,224
2021년02월_남_60~69세,"3,827",593,174,112,225,308,225,449,722,597,160,262
2021년02월_남_70~79세,"2,319",369,117,83,172,213,139,267,427,260,92,180
2021년02월_남_80~89세,"1,093",157,62,63,93,115,73,122,161,132,37,78
2021년02월_남_90~99세,108,19,9,6,6,15,4,15,8,10,5,11
2021년02월_남_100세 이상,2,0,0,0,1,0,0,1,0,0,0,0
2021년02월_여_총인구수,"17,706","3,546",712,558,"1,053","1,460",924,"2,101","2,774","2,904",615,"1,059"
2021년02월_여_연령구간인구수,"17,706","3,546",712,558,"1,053","1,460",924,"2,101","2,774","2,904",615,"1,059"
2021년02월_여_0~9세,617,182,21,22,17,37,9,65,60,164,19,21
2021년02월_여_10~19세,958,259,13,17,36,71,29,128,94,247,23,41
2021년02월_여_20~29세,"1,036",262,29,22,41,75,44,143,150,205,23,42
2021년02월_여_30~39세,972,309,21,24,35,78,24,103,123,199,22,34
2021년02월_여_40~49세,"1,559",409,45,34,44,105,67,214,215,324,37,65
2021년02월_여_50~59세,"2,971",562,87,66,134,235,185,409,538,540,66,149
2021년02월_여_60~69세,"3,576",593,163,101,221,285,215,471,645,509,148,225
2021년02월_여_70~79세,"2,939",481,145,122,258,291,187,304,465,338,131,217
2021년02월_여_80~89세,"2,607",400,163,126,228,233,141,224,407,328,123,234
2021년02월_여_90~99세,453,84,25,23,38,48,22,39,73,49,23,29
2021년02월_여_100세 이상,18,5,0,1,1,2,1,1,4,1,0,2
2021년03월_계_총인구수,"34,686","6,808","1,392","1,073","2,031","2,886","1,828","4,152","5,587","5,669","1,184","2,076"
2021년03월_계_연령구간인구수,"34,686","6,808","1,392","1,073","2,031","2,886","1,828","4,152","5,587","5,669","1,184","2,076"
2021년03월_계_0~9세,"1,295",372,43,39,53,84,32,121,162,318,36,35
2021년03월_계_10~19세,"2,085",537,40,47,95,159,73,285,206,497,43,103
2021년03월_계_20~29세,"2,391",632,60,45,99,155,103,308,350,492,52,95
2021년03월_계_30~39세,"2,088",604,55,45,86,183,67,210,292,415,56,75
2021년03월_계_40~49세,"3,436",817,109,91,134,267,148,446,513,651,92,168
2021년03월_계_50~59세,"6,399","1,149",225,169,314,521,391,878,"1,141","1,072",174,365
2021년03월_계_60~69세,"7,479","1,190",346,214,453,603,445,930,"1,370","1,124",319,485
2021년03월_계_70~79세,"5,232",849,256,204,427,498,324,572,896,587,222,397
2021년03월_계_80~89세,"3,698",551,224,189,324,351,219,344,570,454,159,313
2021년03월_계_90~99세,569,104,34,29,44,64,25,56,84,59,31,39
2021년03월_계_100세 이상,14,3,0,1,2,1,1,2,3,0,0,1
2021년03월_남_총인구수,"17,058","3,298",682,516,980,"1,433",903,"2,050","2,811","2,793",564,"1,028"
2021년03월_남_연령구간인구수,"17,058","3,298",682,516,980,"1,433",903,"2,050","2,811","2,793",564,"1,028"
2021년03월_남_0~9세,684,191,22,19,36,47,23,59,99,157,16,15
2021년03월_남_10~19세,"1,122",280,26,29,59,86,46,157,110,246,21,62
2021년03월_남_20~29세,"1,370",366,33,22,59,88,59,165,205,289,30,54
2021년03월_남_30~39세,"1,119",304,33,21,50,104,42,108,167,216,32,42
2021년03월_남_40~49세,"1,897",412,64,57,90,160,81,235,301,332,60,105
2021년03월_남_50~59세,"3,477",598,140,104,183,294,206,469,607,547,106,223
2021년03월_남_60~69세,"3,868",598,180,112,230,313,229,453,723,608,164,258
2021년03월_남_70~79세,"2,314",371,114,83,170,210,138,266,428,260,93,181
2021년03월_남_80~89세,"1,095",158,61,63,96,115,75,122,162,128,37,78
2021년03월_남_90~99세,110,20,9,6,6,16,4,15,9,10,5,10
2021년03월_남_100세 이상,2,0,0,0,1,0,0,1,0,0,0,0
2021년03월_여_총인구수,"17,628","3,510",710,557,"1,051","1,453",925,"2,102","2,776","2,876",620,"1,048"
2021년03월_여_연령구간인구수,"17,628","3,510",710,557,"1,051","1,453",925,"2,102","2,776","2,876",620,"1,048"
2021년03월_여_0~9세,611,181,21,20,17,37,9,62,63,161,20,20
2021년03월_여_10~19세,963,257,14,18,36,73,27,128,96,251,22,41
2021년03월_여_20~29세,"1,021",266,27,23,40,67,44,143,145,203,22,41
2021년03월_여_30~39세,969,300,22,24,36,79,25,102,125,199,24,33
2021년03월_여_40~49세,"1,539",405,45,34,44,107,67,211,212,319,32,63
2021년03월_여_50~59세,"2,922",551,85,65,131,227,185,409,534,525,68,142
2021년03월_여_60~69세,"3,611",592,166,102,223,290,216,477,647,516,155,227
2021년03월_여_70~79세,"2,918",478,142,121,257,288,186,306,468,327,129,216
2021년03월_여_80~89세,"2,603",393,163,126,228,236,144,222,408,326,122,235
2021년03월_여_90~99세,459,84,25,23,38,48,21,41,75,49,26,29
2021년03월_여_100세 이상,12,3,0,1,1,1,1,1,3,0,0,1
2021년04월_계_총인구수,"34,668","6,801","1,387","1,074","2,028","2,885","1,827","4,158","5,597","5,655","1,177","2,079"
2021년04월_계_연령구간인구수,"34,668","6,801","1,387","1,074","2,028","2,885","1,827","4,158","5,597","5,655","1,177","2,079"
2021년04월_계_0~9세,"1,281",369,42,36,53,87,31,120,161,310,36,36
2021년04월_계_10~19세,"2,069",540,37,46,92,160,71,283,207,488,43,102
2021년04월_계_20~29세,"2,375",629,59,45,98,151,104,303,347,489,54,96
2021년04월_계_30~39세,"2,079",605,57,45,85,188,67,208,279,412,58,75
2021년04월_계_40~49세,"3,430",813,108,89,135,266,148,447,523,649,83,169
2021년04월_계_50~59세,"6,372","1,136",221,169,312,523,386,880,"1,142","1,067",176,360
2021년04월_계_60~69세,"7,546","1,199",343,219,454,606,449,943,"1,381","1,142",319,491
2021년04월_계_70~79세,"5,227",852,263,204,428,494,324,571,892,586,219,394
2021년04월_계_80~89세,"3,703",551,226,189,324,345,219,345,577,453,158,316
2021년04월_계_90~99세,572,104,31,31,45,64,27,56,85,59,31,39
2021년04월_계_100세 이상,14,3,0,1,2,1,1,2,3,0,0,1
2021년04월_남_총인구수,"17,048","3,291",679,518,980,"1,426",901,"2,060","2,816","2,782",564,"1,031"
2021년04월_남_연령구간인구수,"17,048","3,291",679,518,980,"1,426",901,"2,060","2,816","2,782",564,"1,031"
2021년04월_남_0~9세,671,187,21,16,36,48,22,58,98,154,16,15
2021년04월_남_10~19세,"1,116",284,25,29,56,86,44,156,111,242,21,62
2021년04월_남_20~29세,"1,359",361,31,22,58,86,59,164,205,286,31,56
2021년04월_남_30~39세,"1,108",304,34,21,49,103,42,106,157,215,34,43
2021년04월_남_40~49세,"1,896",409,64,56,93,159,82,236,309,325,56,107
2021년04월_남_50~59세,"3,462",594,141,104,181,293,202,470,607,543,109,218
2021년04월_남_60~69세,"3,904",600,175,116,232,315,232,462,728,621,162,261
2021년04월_남_70~79세,"2,321",375,119,84,172,210,139,267,424,260,92,179
2021년04월_남_80~89세,"1,098",158,61,64,95,110,74,124,168,126,38,80
2021년04월_남_90~99세,111,19,8,6,7,16,5,16,9,10,5,10
2021년04월_남_100세 이상,2,0,0,0,1,0,0,1,0,0,0,0
2021년04월_여_총인구수,"17,620","3,510",708,556,"1,048","1,459",926,"2,098","2,781","2,873",613,"1,048"
2021년04월_여_연령구간인구수,"17,620","3,510",708,556,"1,048","1,459",926,"2,098","2,781","2,873",613,"1,048"
2021년04월_여_0~9세,610,182,21,20,17,39,9,62,63,156,20,21
2021년04월_여_10~19세,953,256,12,17,36,74,27,127,96,246,22,40
2021년04월_여_20~29세,"1,016",268,28,23,40,65,45,139,142,203,23,40
2021년04월_여_30~39세,971,301,23,24,36,85,25,102,122,197,24,32
2021년04월_여_40~49세,"1,534",404,44,33,42,107,66,211,214,324,27,62
2021년04월_여_50~59세,"2,910",542,80,65,131,230,184,410,535,524,67,142
2021년04월_여_60~69세,"3,642",599,168,103,222,291,217,481,653,521,157,230
2021년04월_여_70~79세,"2,906",477,144,120,256,284,185,304,468,326,127,215
2021년04월_여_80~89세,"2,605",393,165,125,229,235,145,221,409,327,120,236
2021년04월_여_90~99세,461,85,23,25,38,48,22,40,76,49,26,29
2021년04월_여_100세 이상,12,3,0,1,1,1,1,1,3,0,0,1
2021년05월_계_총인구수,"34,641","6,792","1,394","1,071","2,031","2,877","1,824","4,151","5,597","5,657","1,175","2,072"
2021년05월_계_연령구간인구수,"34,641","6,792","1,394","1,071","2,031","2,877","1,824","4,151","5,597","5,657","1,175","2,072"
2021년05월_계_0~9세,"1,268",367,41,36,52,84,32,117,156,312,35,36
2021년05월_계_10~19세,"2,060",541,39,46,90,160,71,282,203,485,43,100
2021년05월_계_20~29세,"2,366",625,59,44,99,150,102,300,351,485,56,95
2021년05월_계_30~39세,"2,066",601,57,44,86,187,67,202,275,414,59,74
2021년05월_계_40~49세,"3,406",810,109,86,133,263,148,452,515,640,81,169
2021년05월_계_50~59세,"6,362","1,132",223,170,313,524,382,871,"1,149","1,066",175,357
2021년05월_계_60~69세,"7,589","1,203",347,219,456,606,453,953,"1,387","1,153",317,495
2021년05월_계_70~79세,"5,202",858,262,202,423,489,322,568,882,587,220,389
2021년05월_계_80~89세,"3,729",549,224,192,331,346,220,349,587,455,158,318
2021년05월_계_90~99세,578,103,32,31,46,67,26,55,89,60,31,38
2021년05월_계_100세 이상,15,3,1,1,2,1,1,2,3,0,0,1
2021년05월_남_총인구수,"17,016","3,287",682,517,979,"1,415",896,"2,057","2,817","2,778",562,"1,026"
2021년05월_남_연령구간인구수,"17,016","3,287",682,517,979,"1,415",896,"2,057","2,817","2,778",562,"1,026"
2021년05월_남_0~9세,661,187,21,16,36,45,22,58,93,153,15,15
2021년05월_남_10~19세,"1,108",287,26,29,52,87,44,156,107,239,21,60
2021년05월_남_20~29세,"1,343",353,31,22,59,84,56,164,205,283,31,55
2021년05월_남_30~39세,"1,101",305,34,20,49,102,42,99,158,215,34,43
2021년05월_남_40~49세,"1,883",409,64,53,92,155,82,241,305,321,55,106
2021년05월_남_50~59세,"3,465",589,143,107,181,294,200,466,617,543,108,217
2021년05월_남_60~69세,"3,925",605,177,115,233,314,233,466,731,625,163,263
2021년05월_남_70~79세,"2,307",376,119,83,172,209,138,266,417,259,91,177
2021년05월_남_80~89세,"1,106",157,58,66,96,108,75,123,175,129,39,80
2021년05월_남_90~99세,115,19,9,6,8,17,4,17,9,11,5,10
2021년05월_남_100세 이상,2,0,0,0,1,0,0,1,0,0,0,0
2021년05월_여_총인구수,"17,625","3,505",712,554,"1,052","1,462",928,"2,094","2,780","2,879",613,"1,046"
2021년05월_여_연령구간인구수,"17,625","3,505",712,554,"1,052","1,462",928,"2,094","2,780","2,879",613,"1,046"
2021년05월_여_0~9세,607,180,20,20,16,39,10,59,63,159,20,21
2021년05월_여_10~19세,952,254,13,17,38,73,27,126,96,246,22,40
2021년05월_여_20~29세,"1,023",272,28,22,40,66,46,136,146,202,25,40
2021년05월_여_30~39세,965,296,23,24,37,85,25,103,117,199,25,31
2021년05월_여_40~49세,"1,523",401,45,33,41,108,66,211,210,319,26,63
2021년05월_여_50~59세,"2,897",543,80,63,132,230,182,405,532,523,67,140
2021년05월_여_60~69세,"3,664",598,170,104,223,292,220,487,656,528,154,232
2021년05월_여_70~79세,"2,895",482,143,119,251,280,184,302,465,328,129,212
2021년05월_여_80~89세,"2,623",392,166,126,235,238,145,226,412,326,119,238
2021년05월_여_90~99세,463,84,23,25,38,50,22,38,80,49,26,28
2021년05월_여_100세 이상,13,3,1,1,1,1,1,1,3,0,0,1
2021년06월_계_총인구수,"34,587","6,791","1,397","1,061","2,021","2,867","1,816","4,159","5,596","5,644","1,168","2,067"
2021년06월_계_연령구간인구수,"34,587","6,791","1,397","1,061","2,021","2,867","1,816","4,159","5,596","5,644","1,168","2,067"
2021년06월_계_0~9세,"1,250",368,41,34,51,83,31,114,156,304,35,33
2021년06월_계_10~19세,"2,049",540,39,46,86,159,71,280,199,483,43,103
2021년06월_계_20~29세,"2,349",621,59,44,99,148,99,301,348,486,55,89
2021년06월_계_30~39세,"2,049",599,57,40,84,185,64,200,275,410,57,78
2021년06월_계_40~49세,"3,393",817,105,88,129,261,146,450,515,637,80,165
2021년06월_계_50~59세,"6,344","1,129",226,167,308,521,377,885,"1,144","1,066",169,352
2021년06월_계_60~69세,"7,610","1,202",349,219,461,609,457,954,"1,387","1,159",317,496
2021년06월_계_70~79세,"5,199",856,260,201,424,485,323,569,886,579,220,396
2021년06월_계_80~89세,"3,746",552,228,190,331,348,221,350,592,460,161,313
2021년06월_계_90~99세,583,104,32,31,46,67,26,54,91,60,31,41
2021년06월_계_100세 이상,15,3,1,1,2,1,1,2,3,0,0,1
2021년06월_남_총인구수,"16,992","3,288",682,506,978,"1,407",891,"2,060","2,817","2,784",555,"1,024"
2021년06월_남_연령구간인구수,"16,992","3,288",682,506,978,"1,407",891,"2,060","2,817","2,784",555,"1,024"
2021년06월_남_0~9세,652,187,21,14,36,46,21,55,94,149,15,14
2021년06월_남_10~19세,"1,105",286,26,29,51,85,44,157,105,240,21,61
2021년06월_남_20~29세,"1,338",353,31,22,58,84,55,164,207,283,30,51
2021년06월_남_30~39세,"1,092",304,34,19,51,99,40,97,156,214,32,46
2021년06월_남_40~49세,"1,874",416,60,52,88,153,80,238,306,321,55,105
2021년06월_남_50~59세,"3,451",582,145,105,178,294,197,473,611,550,102,214
2021년06월_남_60~69세,"3,948",604,179,113,237,317,237,470,731,632,163,265
2021년06월_남_70~79세,"2,313",381,118,81,174,206,139,266,420,256,93,179
2021년06월_남_80~89세,"1,102",157,59,65,96,106,74,123,178,129,38,77
2021년06월_남_90~99세,115,18,9,6,8,17,4,16,9,10,6,12
2021년06월_남_100세 이상,2,0,0,0,1,0,0,1,0,0,0,0
2021년06월_여_총인구수,"17,595","3,503",715,555,"1,043","1,460",925,"2,099","2,779","2,860",613,"1,043"
2021년06월_여_연령구간인구수,"17,595","3,503",715,555,"1,043","1,460",925,"2,099","2,779","2,860",613,"1,043"
2021년06월_여_0~9세,598,181,20,20,15,37,10,59,62,155,20,19
2021년06월_여_10~19세,944,254,13,17,35,74,27,123,94,243,22,42
2021년06월_여_20~29세,"1,011",268,28,22,41,64,44,137,141,203,25,38
2021년06월_여_30~39세,957,295,23,21,33,86,24,103,119,196,25,32
2021년06월_여_40~49세,"1,519",401,45,36,41,108,66,212,209,316,25,60
2021년06월_여_50~59세,"2,893",547,81,62,130,227,180,412,533,516,67,138
2021년06월_여_60~69세,"3,662",598,170,106,224,292,220,484,656,527,154,231
2021년06월_여_70~79세,"2,886",475,142,120,250,279,184,303,466,323,127,217
2021년06월_여_80~89세,"2,644",395,169,125,235,242,147,227,414,331,123,236
2021년06월_여_90~99세,468,86,23,25,38,50,22,38,82,50,25,29
2021년06월_여_100세 이상,13,3,1,1,1,1,1,1,3,0,0,1
2021년07월_계_총인구수,"34,557","6,787","1,411","1,059","2,013","2,871","1,814","4,170","5,588","5,619","1,171","2,054"
2021년07월_계_연령구간인구수,"34,557","6,787","1,411","1,059","2,013","2,871","1,814","4,170","5,588","5,619","1,171","2,054"
2021년07월_계_0~9세,"1,246",362,43,34,49,82,30,114,161,307,34,30
2021년07월_계_10~19세,"2,040",542,39,46,88,160,69,279,198,472,44,103
2021년07월_계_20~29세,"2,340",623,61,42,98,151,97,297,342,487,55,87
2021년07월_계_30~39세,"2,030",595,59,38,81,180,65,199,275,411,55,72
2021년07월_계_40~49세,"3,362",813,103,89,129,261,143,448,508,624,81,163
2021년07월_계_50~59세,"6,341","1,130",230,165,305,522,380,893,"1,135","1,059",171,351
2021년07월_계_60~69세,"7,649","1,206",352,221,463,614,458,965,"1,394","1,162",316,498
2021년07월_계_70~79세,"5,181",851,261,197,421,484,323,565,885,577,223,394
2021년07월_계_80~89세,"3,768",557,230,192,330,349,222,354,597,461,162,314
2021년07월_계_90~99세,583,105,32,34,47,66,26,54,90,59,30,40
2021년07월_계_100세 이상,17,3,1,1,2,2,1,2,3,0,0,2
2021년07월_남_총인구수,"16,975","3,286",695,506,968,"1,411",888,"2,069","2,811","2,770",556,"1,015"
2021년07월_남_연령구간인구수,"16,975","3,286",695,506,968,"1,411",888,"2,069","2,811","2,770",556,"1,015"
