카테고리,울산광역시,울산광역시 중구,울산광역시 남구,울산광역시 동구,울산광역시 북구,울산광역시 울주군
2020년12월_남_50~59세,"106,610","20,616","31,077","12,746","19,992","22,179"
2020년12월_남_60~69세,"73,250","15,511","20,579","11,471","10,413","15,276"
2020년12월_남_70~79세,"28,575","6,576","7,856","4,220","3,442","6,481"
2020년12월_남_80~89세,"7,503","1,805","1,947",812,885,"2,054"
2020년12월_남_90~99세,533,110,125,51,66,181
2020년12월_남_100세 이상,35,13,8,5,4,5
2020년12월_여_총인구수,"552,309","107,394","156,866","74,807","105,622","107,620"
2020년12월_여_연령구간인구수,"552,309","107,394","156,866","74,807","105,622","107,620"
2020년12월_여_0~9세,"47,887","8,059","11,582","7,271","12,307","8,668"
2020년12월_여_10~19세,"53,246","9,380","14,390","7,371","11,326","10,779"
2020년12월_여_20~29세,"63,369","11,871","20,246","7,713","12,092","11,447"
2020년12월_여_30~39세,"71,140","12,548","19,713","10,354","16,421","12,104"
2020년12월_여_40~49세,"92,164","16,773","26,480","11,854","18,842","18,215"
2020년12월_여_50~59세,"102,911","20,787","30,741","12,956","18,716","19,711"
2020년12월_여_60~69세,"72,097","16,345","20,823","11,238","9,437","14,254"
2020년12월_여_70~79세,"31,593","7,706","8,615","4,057","3,955","7,260"
2020년12월_여_80~89세,"15,209","3,358","3,697","1,655","2,137","4,362"
2020년12월_여_90~99세,"2,553",520,553,316,373,791
2020년12월_여_100세 이상,140,47,26,22,16,29
2021년01월_계_총인구수,"1,135,370","217,191","319,780","156,596","219,175","222,628"
2021년01월_계_연령구간인구수,"1,135,370","217,191","319,780","156,596","219,175","222,628"
2021년01월_계_0~9세,"97,748","16,475","23,689","14,761","25,143","17,680"
2021년01월_계_10~19세,"112,239","20,097","30,484","15,622","23,643","22,393"
2021년01월_계_20~29세,"144,200","26,670","45,637","17,672","27,684","26,537"
2021년01월_계_30~39세,"151,063","26,222","42,107","22,856","34,144","25,734"
2021년01월_계_40~49세,"187,557","34,148","51,480","26,042","38,694","37,193"
2021년01월_계_50~59세,"209,208","41,252","61,715","25,567","38,730","41,944"
2021년01월_계_60~69세,"146,754","32,097","41,739","22,859","20,181","29,878"
2021년01월_계_70~79세,"60,475","14,343","16,552","8,342","7,462","13,776"
2021년01월_계_80~89세,"22,857","5,201","5,658","2,488","3,032","6,478"
2021년01월_계_90~99세,"3,093",627,685,359,441,981
2021년01월_계_100세 이상,176,59,34,28,21,34
2021년01월_남_총인구수,"583,402","109,997","163,120","81,834","113,499","114,952"
2021년01월_남_연령구간인구수,"583,402","109,997","163,120","81,834","113,499","114,952"
2021년01월_남_0~9세,"50,226","8,502","12,187","7,553","12,907","9,077"
2021년01월_남_10~19세,"59,084","10,731","16,155","8,250","12,305","11,643"
2021년01월_남_20~29세,"80,996","14,846","25,431","9,951","15,687","15,081"
2021년01월_남_30~39세,"80,190","13,753","22,430","12,549","17,769","13,689"
2021년01월_남_40~49세,"95,574","17,430","25,152","14,172","19,821","18,999"
2021년01월_남_50~59세,"106,431","20,546","30,996","12,693","19,965","22,231"
2021년01월_남_60~69세,"73,981","15,646","20,753","11,519","10,600","15,463"
2021년01월_남_70~79세,"28,757","6,597","7,912","4,265","3,482","6,501"
2021년01월_남_80~89세,"7,589","1,826","1,970",827,895,"2,071"
2021년01월_남_90~99세,538,107,126,50,63,192
2021년01월_남_100세 이상,36,13,8,5,5,5
2021년01월_여_총인구수,"551,968","107,194","156,660","74,762","105,676","107,676"
2021년01월_여_연령구간인구수,"551,968","107,194","156,660","74,762","105,676","107,676"
2021년01월_여_0~9세,"47,522","7,973","11,502","7,208","12,236","8,603"
2021년01월_여_10~19세,"53,155","9,366","14,329","7,372","11,338","10,750"
2021년01월_여_20~29세,"63,204","11,824","20,206","7,721","11,997","11,456"
2021년01월_여_30~39세,"70,873","12,469","19,677","10,307","16,375","12,045"
2021년01월_여_40~49세,"91,983","16,718","26,328","11,870","18,873","18,194"
2021년01월_여_50~59세,"102,777","20,706","30,719","12,874","18,765","19,713"
2021년01월_여_60~69세,"72,773","16,451","20,986","11,340","9,581","14,415"
2021년01월_여_70~79세,"31,718","7,746","8,640","4,077","3,980","7,275"
2021년01월_여_80~89세,"15,268","3,375","3,688","1,661","2,137","4,407"
2021년01월_여_90~99세,"2,555",520,559,309,378,789
2021년01월_여_100세 이상,140,46,26,23,16,29
2021년02월_계_총인구수,"1,132,953","216,523","319,189","156,209","218,774","222,258"
2021년02월_계_연령구간인구수,"1,132,953","216,523","319,189","156,209","218,774","222,258"
2021년02월_계_0~9세,"97,069","16,337","23,595","14,603","24,976","17,558"
2021년02월_계_10~19세,"111,590","19,946","30,216","15,597","23,545","22,286"
2021년02월_계_20~29세,"143,223","26,376","45,421","17,576","27,437","26,413"
2021년02월_계_30~39세,"150,171","26,057","42,018","22,609","33,941","25,546"
2021년02월_계_40~49세,"187,255","34,090","51,309","26,095","38,715","37,046"
2021년02월_계_50~59세,"208,784","41,105","61,540","25,433","38,745","41,961"
2021년02월_계_60~69세,"147,840","32,285","42,016","23,003","20,417","30,119"
2021년02월_계_70~79세,"60,692","14,396","16,633","8,394","7,476","13,793"
2021년02월_계_80~89세,"23,025","5,231","5,721","2,515","3,058","6,500"
2021년02월_계_90~99세,"3,124",640,685,356,442,"1,001"
2021년02월_계_100세 이상,180,60,35,28,22,35
2021년02월_남_총인구수,"582,190","109,644","162,809","81,652","113,324","114,761"
2021년02월_남_연령구간인구수,"582,190","109,644","162,809","81,652","113,324","114,761"
2021년02월_남_0~9세,"49,895","8,436","12,137","7,484","12,816","9,022"
2021년02월_남_10~19세,"58,762","10,650","16,017","8,243","12,270","11,582"
2021년02월_남_20~29세,"80,445","14,669","25,280","9,882","15,593","15,021"
2021년02월_남_30~39세,"79,809","13,689","22,441","12,422","17,644","13,613"
2021년02월_남_40~49세,"95,488","17,406","25,069","14,205","19,872","18,936"
2021년02월_남_50~59세,"106,202","20,476","30,922","12,663","19,919","22,222"
2021년02월_남_60~69세,"74,454","15,733","20,856","11,549","10,740","15,576"
2021년02월_남_70~79세,"28,894","6,625","7,950","4,311","3,494","6,514"
2021년02월_남_80~89세,"7,660","1,837","2,002",838,906,"2,077"
2021년02월_남_90~99세,544,110,127,50,64,193
2021년02월_남_100세 이상,37,13,8,5,6,5
2021년02월_여_총인구수,"550,763","106,879","156,380","74,557","105,450","107,497"
2021년02월_여_연령구간인구수,"550,763","106,879","156,380","74,557","105,450","107,497"
2021년02월_여_0~9세,"47,174","7,901","11,458","7,119","12,160","8,536"
2021년02월_여_10~19세,"52,828","9,296","14,199","7,354","11,275","10,704"
2021년02월_여_20~29세,"62,778","11,707","20,141","7,694","11,844","11,392"
2021년02월_여_30~39세,"70,362","12,368","19,577","10,187","16,297","11,933"
2021년02월_여_40~49세,"91,767","16,684","26,240","11,890","18,843","18,110"
2021년02월_여_50~59세,"102,582","20,629","30,618","12,770","18,826","19,739"
2021년02월_여_60~69세,"73,386","16,552","21,160","11,454","9,677","14,543"
2021년02월_여_70~79세,"31,798","7,771","8,683","4,083","3,982","7,279"
2021년02월_여_80~89세,"15,365","3,394","3,719","1,677","2,152","4,423"
2021년02월_여_90~99세,"2,580",530,558,306,378,808
2021년02월_여_100세 이상,143,47,27,23,16,30
2021년03월_계_총인구수,"1,129,254","215,276","318,059","155,753","218,481","221,685"
2021년03월_계_연령구간인구수,"1,129,254","215,276","318,059","155,753","218,481","221,685"
2021년03월_계_0~9세,"96,422","16,182","23,449","14,508","24,880","17,403"
2021년03월_계_10~19세,"111,038","19,806","29,974","15,563","23,473","22,222"
2021년03월_계_20~29세,"142,413","26,137","45,144","17,524","27,324","26,284"
2021년03월_계_30~39세,"149,430","25,922","41,864","22,426","33,801","25,417"
2021년03월_계_40~49세,"186,357","33,834","50,951","26,052","38,693","36,827"
2021년03월_계_50~59세,"207,808","40,765","61,295","25,320","38,621","41,807"
2021년03월_계_60~69세,"148,776","32,401","42,302","23,063","20,662","30,348"
2021년03월_계_70~79세,"60,792","14,400","16,641","8,413","7,511","13,827"
2021년03월_계_80~89세,"23,060","5,196","5,753","2,520","3,067","6,524"
2021년03월_계_90~99세,"3,070",614,666,354,432,"1,004"
2021년03월_계_100세 이상,88,19,20,10,17,22
2021년03월_남_총인구수,"580,424","109,045","162,292","81,412","113,172","114,503"
2021년03월_남_연령구간인구수,"580,424","109,045","162,292","81,412","113,172","114,503"
2021년03월_남_0~9세,"49,576","8,343","12,060","7,430","12,784","8,959"
2021년03월_남_10~19세,"58,467","10,571","15,904","8,232","12,220","11,540"
2021년03월_남_20~29세,"80,049","14,572","25,108","9,843","15,547","14,979"
2021년03월_남_30~39세,"79,487","13,598","22,387","12,350","17,594","13,558"
2021년03월_남_40~49세,"95,078","17,296","24,935","14,179","19,848","18,820"
2021년03월_남_50~59세,"105,688","20,321","30,800","12,616","19,822","22,129"
2021년03월_남_60~69세,"74,951","15,785","21,012","11,568","10,865","15,721"
2021년03월_남_70~79세,"28,925","6,630","7,958","4,298","3,509","6,530"
2021년03월_남_80~89세,"7,685","1,831","2,011",845,917,"2,081"
2021년03월_남_90~99세,507,96,116,49,62,184
2021년03월_남_100세 이상,11,2,1,2,4,2
2021년03월_여_총인구수,"548,830","106,231","155,767","74,341","105,309","107,182"
2021년03월_여_연령구간인구수,"548,830","106,231","155,767","74,341","105,309","107,182"
2021년03월_여_0~9세,"46,846","7,839","11,389","7,078","12,096","8,444"
2021년03월_여_10~19세,"52,571","9,235","14,070","7,331","11,253","10,682"
2021년03월_여_20~29세,"62,364","11,565","20,036","7,681","11,777","11,305"
2021년03월_여_30~39세,"69,943","12,324","19,477","10,076","16,207","11,859"
2021년03월_여_40~49세,"91,279","16,538","26,016","11,873","18,845","18,007"
2021년03월_여_50~59세,"102,120","20,444","30,495","12,704","18,799","19,678"
2021년03월_여_60~69세,"73,825","16,616","21,290","11,495","9,797","14,627"
2021년03월_여_70~79세,"31,867","7,770","8,683","4,115","4,002","7,297"
2021년03월_여_80~89세,"15,375","3,365","3,742","1,675","2,150","4,443"
2021년03월_여_90~99세,"2,563",518,550,305,370,820
2021년03월_여_100세 이상,77,17,19,8,13,20
2021년04월_계_총인구수,"1,128,163","214,901","317,672","155,511","218,410","221,669"
2021년04월_계_연령구간인구수,"1,128,163","214,901","317,672","155,511","218,410","221,669"
2021년04월_계_0~9세,"95,855","16,103","23,328","14,385","24,740","17,299"
2021년04월_계_10~19세,"110,894","19,782","29,835","15,580","23,522","22,175"
2021년04월_계_20~29세,"142,012","25,998","45,027","17,472","27,231","26,284"
2021년04월_계_30~39세,"148,949","25,864","41,793","22,271","33,659","25,362"
2021년04월_계_40~49세,"186,142","33,747","50,890","26,067","38,732","36,706"
2021년04월_계_50~59세,"207,341","40,589","61,178","25,194","38,581","41,799"
2021년04월_계_60~69세,"149,602","32,529","42,452","23,192","20,859","30,570"
2021년04월_계_70~79세,"61,003","14,423","16,709","8,431","7,542","13,898"
2021년04월_계_80~89세,"23,183","5,232","5,763","2,554","3,083","6,551"
2021년04월_계_90~99세,"3,096",619,677,355,443,"1,002"
2021년04월_계_100세 이상,86,15,20,10,18,23
2021년04월_남_총인구수,"579,853","108,828","162,114","81,246","113,162","114,503"
2021년04월_남_연령구간인구수,"579,853","108,828","162,114","81,246","113,162","114,503"
2021년04월_남_0~9세,"49,243","8,307","11,994","7,352","12,707","8,883"
2021년04월_남_10~19세,"58,389","10,575","15,805","8,237","12,239","11,533"
2021년04월_남_20~29세,"79,887","14,467","25,076","9,827","15,539","14,978"
2021년04월_남_30~39세,"79,228","13,567","22,374","12,246","17,501","13,540"
2021년04월_남_40~49세,"95,028","17,249","24,926","14,207","19,891","18,755"
2021년04월_남_50~59세,"105,402","20,205","30,733","12,561","19,787","22,116"
2021년04월_남_60~69세,"75,345","15,862","21,076","11,594","10,975","15,838"
2021년04월_남_70~79세,"29,052","6,645","7,992","4,314","3,526","6,575"
2021년04월_남_80~89세,"7,758","1,854","2,018",856,929,"2,101"
2021년04월_남_90~99세,510,95,119,50,64,182
2021년04월_남_100세 이상,11,2,1,2,4,2
2021년04월_여_총인구수,"548,310","106,073","155,558","74,265","105,248","107,166"
2021년04월_여_연령구간인구수,"548,310","106,073","155,558","74,265","105,248","107,166"
2021년04월_여_0~9세,"46,612","7,796","11,334","7,033","12,033","8,416"
2021년04월_여_10~19세,"52,505","9,207","14,030","7,343","11,283","10,642"
2021년04월_여_20~29세,"62,125","11,531","19,951","7,645","11,692","11,306"
2021년04월_여_30~39세,"69,721","12,297","19,419","10,025","16,158","11,822"
2021년04월_여_40~49세,"91,114","16,498","25,964","11,860","18,841","17,951"
2021년04월_여_50~59세,"101,939","20,384","30,445","12,633","18,794","19,683"
2021년04월_여_60~69세,"74,257","16,667","21,376","11,598","9,884","14,732"
2021년04월_여_70~79세,"31,951","7,778","8,717","4,117","4,016","7,323"
2021년04월_여_80~89세,"15,425","3,378","3,745","1,698","2,154","4,450"
2021년04월_여_90~99세,"2,586",524,558,305,379,820
2021년04월_여_100세 이상,75,13,19,8,14,21
2021년05월_계_총인구수,"1,127,175","214,775","317,184","155,284","218,303","221,629"
2021년05월_계_연령구간인구수,"1,127,175","214,775","317,184","155,284","218,303","221,629"
2021년05월_계_0~9세,"95,327","16,013","23,208","14,278","24,616","17,212"
2021년05월_계_10~19세,"110,728","19,724","29,747","15,579","23,533","22,145"
2021년05월_계_20~29세,"141,607","25,984","44,852","17,418","27,159","26,194"
2021년05월_계_30~39세,"148,396","25,748","41,663","22,159","33,526","25,300"
2021년05월_계_40~49세,"185,524","33,627","50,634","26,009","38,670","36,584"
2021년05월_계_50~59세,"207,212","40,571","61,126","25,126","38,543","41,846"
2021년05월_계_60~69세,"150,619","32,719","42,704","23,305","21,086","30,805"
2021년05월_계_70~79세,"61,261","14,474","16,767","8,490","7,611","13,919"
2021년05월_계_80~89세,"23,300","5,276","5,789","2,554","3,088","6,593"
2021년05월_계_90~99세,"3,116",624,674,357,453,"1,008"
2021년05월_계_100세 이상,85,15,20,9,18,23
2021년05월_남_총인구수,"579,316","108,746","161,841","81,102","113,119","114,508"
2021년05월_남_연령구간인구수,"579,316","108,746","161,841","81,102","113,119","114,508"
2021년05월_남_0~9세,"48,966","8,250","11,919","7,288","12,653","8,856"
2021년05월_남_10~19세,"58,274","10,528","15,758","8,250","12,221","11,517"
2021년05월_남_20~29세,"79,729","14,482","24,984","9,773","15,554","14,936"
2021년05월_남_30~39세,"78,935","13,520","22,307","12,189","17,417","13,502"
2021년05월_남_40~49세,"94,749","17,206","24,833","14,153","19,854","18,703"
2021년05월_남_50~59세,"105,313","20,185","30,672","12,572","19,759","22,125"
2021년05월_남_60~69세,"75,837","15,936","21,213","11,622","11,093","15,973"
2021년05월_남_70~79세,"29,164","6,673","8,010","4,340","3,562","6,579"
2021년05월_남_80~89세,"7,823","1,869","2,024",862,934,"2,134"
2021년05월_남_90~99세,515,95,120,51,68,181
2021년05월_남_100세 이상,11,2,1,2,4,2
2021년05월_여_총인구수,"547,859","106,029","155,343","74,182","105,184","107,121"
2021년05월_여_연령구간인구수,"547,859","106,029","155,343","74,182","105,184","107,121"
2021년05월_여_0~9세,"46,361","7,763","11,289","6,990","11,963","8,356"
2021년05월_여_10~19세,"52,454","9,196","13,989","7,329","11,312","10,628"
2021년05월_여_20~29세,"61,878","11,502","19,868","7,645","11,605","11,258"
2021년05월_여_30~39세,"69,461","12,228","19,356","9,970","16,109","11,798"
2021년05월_여_40~49세,"90,775","16,421","25,801","11,856","18,816","17,881"
2021년05월_여_50~59세,"101,899","20,386","30,454","12,554","18,784","19,721"
2021년05월_여_60~69세,"74,782","16,783","21,491","11,683","9,993","14,832"
2021년05월_여_70~79세,"32,097","7,801","8,757","4,150","4,049","7,340"
2021년05월_여_80~89세,"15,477","3,407","3,765","1,692","2,154","4,459"
2021년05월_여_90~99세,"2,601",529,554,306,385,827
2021년05월_여_100세 이상,74,13,19,7,14,21
2021년06월_계_총인구수,"1,126,369","214,779","316,716","155,129","218,131","221,614"
2021년06월_계_연령구간인구수,"1,126,369","214,779","316,716","155,129","218,131","221,614"
2021년06월_계_0~9세,"94,865","15,933","23,090","14,200","24,516","17,126"
2021년06월_계_10~19세,"110,623","19,700","29,650","15,595","23,564","22,114"
2021년06월_계_20~29세,"141,167","25,969","44,667","17,340","26,987","26,204"
2021년06월_계_30~39세,"147,880","25,731","41,541","22,041","33,381","25,186"
2021년06월_계_40~49세,"185,339","33,632","50,470","26,026","38,685","36,526"
2021년06월_계_50~59세,"206,852","40,460","61,013","25,034","38,481","41,864"
2021년06월_계_60~69세,"151,599","32,894","42,958","23,450","21,290","31,007"
2021년06월_계_70~79세,"61,411","14,519","16,820","8,504","7,631","13,937"
2021년06월_계_80~89세,"23,433","5,306","5,818","2,567","3,118","6,624"
2021년06월_계_90~99세,"3,118",621,670,363,460,"1,004"
2021년06월_계_100세 이상,82,14,19,9,18,22
2021년06월_남_총인구수,"578,924","108,776","161,614","81,003","113,009","114,522"
2021년06월_남_연령구간인구수,"578,924","108,776","161,614","81,003","113,009","114,522"
2021년06월_남_0~9세,"48,733","8,207","11,866","7,231","12,608","8,821"
2021년06월_남_10~19세,"58,175","10,508","15,699","8,272","12,220","11,476"
2021년06월_남_20~29세,"79,565","14,485","24,898","9,732","15,462","14,988"
2021년06월_남_30~39세,"78,655","13,539","22,238","12,104","17,340","13,434"
2021년06월_남_40~49세,"94,670","17,182","24,780","14,165","19,855","18,688"
2021년06월_남_50~59세,"105,071","20,126","30,562","12,543","19,730","22,110"
2021년06월_남_60~69세,"76,386","16,044","21,384","11,684","11,202","16,072"
2021년06월_남_70~79세,"29,261","6,711","8,028","4,347","3,578","6,597"
2021년06월_남_80~89세,"7,882","1,877","2,044",871,941,"2,149"
2021년06월_남_90~99세,515,95,114,52,69,185
2021년06월_남_100세 이상,11,2,1,2,4,2
2021년06월_여_총인구수,"547,445","106,003","155,102","74,126","105,122","107,092"
2021년06월_여_연령구간인구수,"547,445","106,003","155,102","74,126","105,122","107,092"
2021년06월_여_0~9세,"46,132","7,726","11,224","6,969","11,908","8,305"
2021년06월_여_10~19세,"52,448","9,192","13,951","7,323","11,344","10,638"
2021년06월_여_20~29세,"61,602","11,484","19,769","7,608","11,525","11,216"
2021년06월_여_30~39세,"69,225","12,192","19,303","9,937","16,041","11,752"
2021년06월_여_40~49세,"90,669","16,450","25,690","11,861","18,830","17,838"
2021년06월_여_50~59세,"101,781","20,334","30,451","12,491","18,751","19,754"
2021년06월_여_60~69세,"75,213","16,850","21,574","11,766","10,088","14,935"
2021년06월_여_70~79세,"32,150","7,808","8,792","4,157","4,053","7,340"
2021년06월_여_80~89세,"15,551","3,429","3,774","1,696","2,177","4,475"
2021년06월_여_90~99세,"2,603",526,556,311,391,819
2021년06월_여_100세 이상,71,12,18,7,14,20
2021년07월_계_총인구수,"1,125,727","214,584","316,241","154,922","218,065","221,915"
2021년07월_계_연령구간인구수,"1,125,727","214,584","316,241","154,922","218,065","221,915"
2021년07월_계_0~9세,"94,428","15,859","23,010","14,124","24,426","17,009"
2021년07월_계_10~19세,"110,546","19,668","29,554","15,603","23,644","22,077"
2021년07월_계_20~29세,"140,710","25,864","44,543","17,233","26,784","26,286"
2021년07월_계_30~39세,"147,449","25,662","41,408","21,932","33,234","25,213"
2021년07월_계_40~49세,"184,951","33,548","50,262","26,000","38,704","36,437"
2021년07월_계_50~59세,"206,594","40,402","60,870","24,947","38,458","41,917"
2021년07월_계_60~69세,"152,653","33,052","43,231","23,556","21,527","31,287"
2021년07월_계_70~79세,"61,642","14,559","16,844","8,576","7,666","13,997"
2021년07월_계_80~89세,"23,542","5,329","5,838","2,576","3,141","6,658"
2021년07월_계_90~99세,"3,129",626,662,366,463,"1,012"
2021년07월_계_100세 이상,83,15,19,9,18,22
2021년07월_남_총인구수,"578,511","108,678","161,343","80,868","112,942","114,680"
2021년07월_남_연령구간인구수,"578,511","108,678","161,343","80,868","112,942","114,680"
2021년07월_남_0~9세,"48,509","8,161","11,816","7,203","12,573","8,756"
2021년07월_남_10~19세,"58,108","10,478","15,632","8,271","12,256","11,471"
2021년07월_남_20~29세,"79,327","14,447","24,835","9,645","15,351","15,049"
2021년07월_남_30~39세,"78,464","13,516","22,167","12,044","17,279","13,458"
2021년07월_남_40~49세,"94,480","17,145","24,703","14,155","19,844","18,633"
2021년07월_남_50~59세,"104,911","20,097","30,462","12,524","19,697","22,131"
2021년07월_남_60~69세,"76,866","16,112","21,507","11,718","11,325","16,204"
2021년07월_남_70~79세,"29,381","6,738","8,041","4,377","3,597","6,628"
2021년07월_남_80~89세,"7,934","1,884","2,066",876,947,"2,161"
2021년07월_남_90~99세,520,98,113,53,69,187
2021년07월_남_100세 이상,11,2,1,2,4,2
2021년07월_여_총인구수,"547,216","105,906","154,898","74,054","105,123","107,235"
2021년07월_여_연령구간인구수,"547,216","105,906","154,898","74,054","105,123","107,235"
2021년07월_여_0~9세,"45,919","7,698","11,194","6,921","11,853","8,253"
2021년07월_여_10~19세,"52,438","9,190","13,922","7,332","11,388","10,606"
2021년07월_여_20~29세,"61,383","11,417","19,708","7,588","11,433","11,237"
2021년07월_여_30~39세,"68,985","12,146","19,241","9,888","15,955","11,755"
2021년07월_여_40~49세,"90,471","16,403","25,559","11,845","18,860","17,804"
2021년07월_여_50~59세,"101,683","20,305","30,408","12,423","18,761","19,786"
2021년07월_여_60~69세,"75,787","16,940","21,724","11,838","10,202","15,083"
2021년07월_여_70~79세,"32,261","7,821","8,803","4,199","4,069","7,369"
2021년07월_여_80~89세,"15,608","3,445","3,772","1,700","2,194","4,497"
2021년07월_여_90~99세,"2,609",528,549,313,394,825
2021년07월_여_100세 이상,72,13,18,7,14,20
2021년08월_계_총인구수,"1,124,459","214,280","315,599","154,705","217,920","221,955"
2021년08월_계_연령구간인구수,"1,124,459","214,280","315,599","154,705","217,920","221,955"
2021년08월_계_0~9세,"93,908","15,720","22,903","14,033","24,333","16,919"
2021년08월_계_10~19세,"110,407","19,645","29,474","15,608","23,629","22,051"
2021년08월_계_20~29세,"139,883","25,742","44,264","17,099","26,610","26,168"
2021년08월_계_30~39세,"146,836","25,565","41,236","21,777","33,096","25,162"
2021년08월_계_40~49세,"184,554","33,440","50,104","26,003","38,673","36,334"
2021년08월_계_50~59세,"206,621","40,328","60,790","24,960","38,497","42,046"
2021년08월_계_60~69세,"153,461","33,236","43,347","23,623","21,725","31,530"
2021년08월_계_70~79세,"61,923","14,627","16,912","8,644","7,713","14,027"
2021년08월_계_80~89세,"23,627","5,335","5,874","2,583","3,161","6,674"
2021년08월_계_90~99세,"3,154",626,675,366,465,"1,022"
2021년08월_계_100세 이상,85,16,20,9,18,22
2021년08월_남_총인구수,"577,806","108,516","160,976","80,767","112,835","114,712"
2021년08월_남_연령구간인구수,"577,806","108,516","160,976","80,767","112,835","114,712"
2021년08월_남_0~9세,"48,255","8,091","11,768","7,153","12,529","8,714"
2021년08월_남_10~19세,"57,997","10,452","15,576","8,284","12,236","11,449"
2021년08월_남_20~29세,"78,952","14,396","24,704","9,594","15,263","14,995"
2021년08월_남_30~39세,"78,101","13,471","22,069","11,948","17,190","13,423"
2021년08월_남_40~49세,"94,288","17,095","24,625","14,150","19,831","18,587"
2021년08월_남_50~59세,"104,905","20,066","30,391","12,547","19,704","22,197"
2021년08월_남_60~69세,"77,277","16,179","21,576","11,745","11,434","16,343"
2021년08월_남_70~79세,"29,516","6,770","8,067","4,408","3,621","6,650"
2021년08월_남_80~89세,"7,979","1,894","2,084",882,954,"2,165"
2021년08월_남_90~99세,525,100,115,54,69,187
2021년08월_남_100세 이상,11,2,1,2,4,2
2021년08월_여_총인구수,"546,653","105,764","154,623","73,938","105,085","107,243"
2021년08월_여_연령구간인구수,"546,653","105,764","154,623","73,938","105,085","107,243"
2021년08월_여_0~9세,"45,653","7,629","11,135","6,880","11,804","8,205"
2021년08월_여_10~19세,"52,410","9,193","13,898","7,324","11,393","10,602"
2021년08월_여_20~29세,"60,931","11,346","19,560","7,505","11,347","11,173"
2021년08월_여_30~39세,"68,735","12,094","19,167","9,829","15,906","11,739"
2021년08월_여_40~49세,"90,266","16,345","25,479","11,853","18,842","17,747"
2021년08월_여_50~59세,"101,716","20,262","30,399","12,413","18,793","19,849"
2021년08월_여_60~69세,"76,184","17,057","21,771","11,878","10,291","15,187"
2021년08월_여_70~79세,"32,407","7,857","8,845","4,236","4,092","7,377"
2021년08월_여_80~89세,"15,648","3,441","3,790","1,701","2,207","4,509"
2021년08월_여_90~99세,"2,629",526,560,312,396,835
2021년08월_여_100세 이상,74,14,19,7,14,20
2021년09월_계_총인구수,"1,123,236","213,833","315,118","154,566","217,736","221,983"
2021년09월_계_연령구간인구수,"1,123,236","213,833","315,118","154,566","217,736","221,983"
2021년09월_계_0~9세,"93,408","15,602","22,800","13,994","24,221","16,791"
2021년09월_계_10~19세,"110,255","19,620","29,354","15,575","23,659","22,047"
2021년09월_계_20~29세,"139,144","25,592","44,019","17,012","26,429","26,092"
2021년09월_계_30~39세,"146,202","25,422","41,186","21,666","32,911","25,017"
2021년09월_계_40~49세,"184,256","33,310","49,910","26,052","38,691","36,293"
2021년09월_계_50~59세,"206,803","40,280","60,829","24,912","38,581","42,201"
2021년09월_계_60~69세,"153,994","33,304","43,434","23,696","21,836","31,724"
2021년09월_계_70~79세,"62,185","14,703","16,968","8,679","7,762","14,073"
2021년09월_계_80~89세,"23,734","5,356","5,908","2,608","3,165","6,697"
2021년09월_계_90~99세,"3,169",628,690,363,462,"1,026"
2021년09월_계_100세 이상,86,16,20,9,19,22
2021년09월_남_총인구수,"577,093","108,235","160,693","80,683","112,757","114,725"
2021년09월_남_연령구간인구수,"577,093","108,235","160,693","80,683","112,757","114,725"
2021년09월_남_0~9세,"47,994","8,024","11,710","7,136","12,482","8,642"
2021년09월_남_10~19세,"57,921","10,436","15,509","8,269","12,259","11,448"
2021년09월_남_20~29세,"78,470","14,311","24,543","9,529","15,150","14,937"
2021년09월_남_30~39세,"77,768","13,360","22,028","11,899","17,112","13,369"
2021년09월_남_40~49세,"94,168","17,021","24,565","14,177","19,827","18,578"
2021년09월_남_50~59세,"104,989","20,056","30,404","12,522","19,742","22,265"
2021년09월_남_60~69세,"77,546","16,218","21,619","11,775","11,497","16,437"
2021년09월_남_70~79세,"29,665","6,814","8,096","4,429","3,651","6,675"
2021년09월_남_80~89세,"8,026","1,891","2,098",891,963,"2,183"
2021년09월_남_90~99세,535,102,120,54,70,189
2021년09월_남_100세 이상,11,2,1,2,4,2
2021년09월_여_총인구수,"546,143","105,598","154,425","73,883","104,979","107,258"
2021년09월_여_연령구간인구수,"546,143","105,598","154,425","73,883","104,979","107,258"
2021년09월_여_0~9세,"45,414","7,578","11,090","6,858","11,739","8,149"
2021년09월_여_10~19세,"52,334","9,184","13,845","7,306","11,400","10,599"
2021년09월_여_20~29세,"60,674","11,281","19,476","7,483","11,279","11,155"
2021년09월_여_30~39세,"68,434","12,062","19,158","9,767","15,799","11,648"
2021년09월_여_40~49세,"90,088","16,289","25,345","11,875","18,864","17,715"
2021년09월_여_50~59세,"101,814","20,224","30,425","12,390","18,839","19,936"
2021년09월_여_60~69세,"76,448","17,086","21,815","11,921","10,339","15,287"
2021년09월_여_70~79세,"32,520","7,889","8,872","4,250","4,111","7,398"
2021년09월_여_80~89세,"15,708","3,465","3,810","1,717","2,202","4,514"
2021년09월_여_90~99세,"2,634",526,570,309,392,837
2021년09월_여_100세 이상,75,14,19,7,15,20
2021년10월_계_총인구수,"1,122,566","213,579","314,706","154,501","217,750","222,030"
2021년10월_계_연령구간인구수,"1,122,566","213,579","314,706","154,501","217,750","222,030"
