카테고리,충청남도 서산시,충청남도 서산시 대산읍,충청남도 서산시 인지면,충청남도 서산시 부석면,충청남도 서산시 팔봉면,충청남도 서산시 지곡면,충청남도 서산시 성연면,충청남도 서산시 음암면,충청남도 서산시 운산면,충청남도 서산시 해미면,충청남도 서산시 고북면,충청남도 서산시 부춘동,충청남도 서산시 동문1동,충청남도 서산시 동문2동,충청남도 서산시 수석동,충청남도 서산시 석남동
2020년08월_여_0~9세,"7,612",355,258,65,27,324,"1,342",280,68,129,183,836,878,298,736,"1,833"
2020년08월_여_10~19세,"8,130",509,333,98,57,349,572,360,134,204,240,"1,007",973,435,"1,034","1,825"
2020년08월_여_20~29세,"7,855",586,257,109,66,244,724,355,115,295,206,"1,144",919,473,890,"1,472"
2020년08월_여_30~39세,"10,013",504,329,104,65,374,"1,767",404,122,198,247,"1,243","1,065",409,920,"2,262"
2020년08월_여_40~49세,"12,987",836,538,178,115,516,979,633,219,369,378,"1,603","1,773",711,"1,448","2,691"
2020년08월_여_50~59세,"13,163","1,254",572,425,264,625,751,785,402,633,394,"1,545","1,531",754,"1,239","1,989"
2020년08월_여_60~69세,"10,784",835,530,637,420,563,450,741,566,695,563,"1,031","1,014",686,887,"1,166"
2020년08월_여_70~79세,"7,388",516,408,534,339,409,272,549,474,605,467,585,605,423,539,663
2020년08월_여_80~89세,"5,263",423,344,422,255,303,212,454,381,399,362,351,363,205,336,453
2020년08월_여_90~99세,949,63,54,65,41,67,35,69,67,70,65,78,71,43,61,100
2020년08월_여_100세 이상,52,3,4,1,2,0,2,4,1,4,5,10,6,6,2,2
2020년09월_계_총인구수,"175,330","13,871","7,401","5,376","3,358","8,175","14,985","9,502","5,156","7,458","6,424","19,581","19,122","9,015","16,356","29,550"
2020년09월_계_연령구간인구수,"175,330","13,871","7,401","5,376","3,358","8,175","14,985","9,502","5,156","7,458","6,424","19,581","19,122","9,015","16,356","29,550"
2020년09월_계_0~9세,"15,596",745,542,124,63,641,"2,807",560,145,271,404,"1,791","1,776",612,"1,463","3,652"
2020년09월_계_10~19세,"17,332","1,106",710,219,112,746,"1,135",791,276,460,503,"2,104","2,369",903,"2,022","3,876"
2020년09월_계_20~29세,"19,181","1,867",641,288,179,665,"1,632",865,292,747,579,"2,638","2,219","1,110","2,025","3,434"
2020년09월_계_30~39세,"22,276","1,494",670,274,149,982,"3,831",873,270,505,590,"2,804","2,255",908,"2,059","4,612"
2020년09월_계_40~49세,"27,840","2,017","1,136",501,299,"1,251","2,205","1,427",563,882,899,"3,320","3,495","1,481","2,922","5,442"
2020년09월_계_50~59세,"28,320","3,093","1,298",897,601,"1,365","1,578","1,683",902,"1,355",841,"3,193","3,219","1,549","2,570","4,176"
2020년09월_계_60~69세,"21,579","1,867","1,068","1,296",840,"1,202",928,"1,484","1,093","1,408","1,081","1,996","1,969","1,311","1,729","2,307"
2020년09월_계_70~79세,"13,869",977,744,"1,030",673,773,509,"1,036",931,"1,137",844,"1,070","1,152",751,985,"1,257"
2020년09월_계_80~89세,"8,081",609,518,665,384,472,317,696,598,607,592,557,568,325,503,670
2020년09월_계_90~99세,"1,195",93,70,81,54,78,40,83,84,82,85,98,92,58,76,121
2020년09월_계_100세 이상,61,3,4,1,4,0,3,4,2,4,6,10,8,7,2,3
2020년09월_남_총인구수,"91,168","7,993","3,782","2,745","1,710","4,375","7,843","4,895","2,607","3,865","3,323","10,140","9,962","4,577","8,250","15,101"
2020년09월_남_연령구간인구수,"91,168","7,993","3,782","2,745","1,710","4,375","7,843","4,895","2,607","3,865","3,323","10,140","9,962","4,577","8,250","15,101"
2020년09월_남_0~9세,"8,032",388,287,60,36,322,"1,457",286,77,143,218,953,919,318,732,"1,836"
2020년09월_남_10~19세,"9,202",593,376,120,56,395,563,435,143,258,268,"1,101","1,398",470,980,"2,046"
2020년09월_남_20~29세,"11,323","1,286",384,180,112,413,906,515,176,452,372,"1,491","1,307",635,"1,136","1,958"
2020년09월_남_30~39세,"12,324",996,353,171,88,610,"2,063",472,151,304,347,"1,558","1,202",507,"1,143","2,359"
2020년09월_남_40~49세,"14,875","1,182",595,319,184,729,"1,218",799,347,522,526,"1,714","1,741",770,"1,477","2,752"
2020년09월_남_50~59세,"15,131","1,850",728,478,339,727,812,902,503,727,448,"1,650","1,674",797,"1,322","2,174"
2020년09월_남_60~69세,"10,738","1,019",535,659,419,634,480,741,524,706,518,960,949,616,835,"1,143"
2020년09월_남_70~79세,"6,464",465,337,495,333,365,232,484,452,529,380,487,543,328,443,591
2020년09월_남_80~89세,"2,834",186,171,246,131,168,106,248,218,211,226,207,210,119,167,220
2020년09월_남_90~99세,236,28,16,17,10,12,5,13,15,13,19,19,17,16,15,21
2020년09월_남_100세 이상,9,0,0,0,2,0,1,0,1,0,1,0,2,1,0,1
2020년09월_여_총인구수,"84,162","5,878","3,619","2,631","1,648","3,800","7,142","4,607","2,549","3,593","3,101","9,441","9,160","4,438","8,106","14,449"
2020년09월_여_연령구간인구수,"84,162","5,878","3,619","2,631","1,648","3,800","7,142","4,607","2,549","3,593","3,101","9,441","9,160","4,438","8,106","14,449"
2020년09월_여_0~9세,"7,564",357,255,64,27,319,"1,350",274,68,128,186,838,857,294,731,"1,816"
2020년09월_여_10~19세,"8,130",513,334,99,56,351,572,356,133,202,235,"1,003",971,433,"1,042","1,830"
2020년09월_여_20~29세,"7,858",581,257,108,67,252,726,350,116,295,207,"1,147",912,475,889,"1,476"
2020년09월_여_30~39세,"9,952",498,317,103,61,372,"1,768",401,119,201,243,"1,246","1,053",401,916,"2,253"
2020년09월_여_40~49세,"12,965",835,541,182,115,522,987,628,216,360,373,"1,606","1,754",711,"1,445","2,690"
2020년09월_여_50~59세,"13,189","1,243",570,419,262,638,766,781,399,628,393,"1,543","1,545",752,"1,248","2,002"
2020년09월_여_60~69세,"10,841",848,533,637,421,568,448,743,569,702,563,"1,036","1,020",695,894,"1,164"
2020년09월_여_70~79세,"7,405",512,407,535,340,408,277,552,479,608,464,583,609,423,542,666
2020년09월_여_80~89세,"5,247",423,347,419,253,304,211,448,380,396,366,350,358,206,336,450
2020년09월_여_90~99세,959,65,54,64,44,66,35,70,69,69,66,79,75,42,61,100
2020년09월_여_100세 이상,52,3,4,1,2,0,2,4,1,4,5,10,6,6,2,2
2020년10월_계_총인구수,"175,426","13,882","7,428","5,362","3,347","8,163","15,135","9,478","5,159","7,455","6,422","19,548","19,086","9,019","16,391","29,551"
2020년10월_계_연령구간인구수,"175,426","13,882","7,428","5,362","3,347","8,163","15,135","9,478","5,159","7,455","6,422","19,548","19,086","9,019","16,391","29,551"
2020년10월_계_0~9세,"15,530",753,539,121,63,628,"2,832",547,146,276,401,"1,771","1,757",609,"1,464","3,623"
2020년10월_계_10~19세,"17,328","1,098",718,216,110,747,"1,151",788,275,461,497,"2,098","2,359",904,"2,025","3,881"
2020년10월_계_20~29세,"19,184","1,858",636,288,178,673,"1,632",860,290,745,583,"2,630","2,206","1,116","2,033","3,456"
2020년10월_계_30~39세,"22,212","1,508",674,268,149,976,"3,868",861,277,506,593,"2,787","2,230",900,"2,048","4,567"
2020년10월_계_40~49세,"27,807","2,005","1,138",496,294,"1,229","2,242","1,418",553,876,891,"3,335","3,489","1,471","2,924","5,446"
2020년10월_계_50~59세,"28,402","3,093","1,301",902,593,"1,374","1,595","1,692",903,"1,358",848,"3,187","3,221","1,559","2,587","4,189"
2020년10월_계_60~69세,"21,710","1,884","1,067","1,290",848,"1,214",942,"1,495","1,094","1,402","1,082","2,002","2,006","1,309","1,748","2,327"
2020년10월_계_70~79세,"13,865",973,753,"1,031",666,775,513,"1,023",930,"1,140",847,"1,068","1,149",753,984,"1,260"
2020년10월_계_80~89세,"8,125",612,528,666,389,467,317,705,605,606,589,565,568,333,500,675
2020년10월_계_90~99세,"1,203",95,69,83,55,79,40,85,84,82,85,95,93,58,76,124
2020년10월_계_100세 이상,60,3,5,1,2,1,3,4,2,3,6,10,8,7,2,3
2020년10월_남_총인구수,"91,228","8,005","3,786","2,735","1,703","4,371","7,922","4,890","2,614","3,870","3,326","10,120","9,941","4,579","8,266","15,100"
2020년10월_남_연령구간인구수,"91,228","8,005","3,786","2,735","1,703","4,371","7,922","4,890","2,614","3,870","3,326","10,120","9,941","4,579","8,266","15,100"
2020년10월_남_0~9세,"8,002",393,284,58,37,314,"1,468",280,79,143,215,949,915,317,736,"1,814"
2020년10월_남_10~19세,"9,194",590,379,117,53,396,574,439,142,259,263,"1,095","1,387",471,982,"2,047"
2020년10월_남_20~29세,"11,337","1,274",379,180,112,417,907,509,176,458,380,"1,483","1,307",637,"1,140","1,978"
2020년10월_남_30~39세,"12,279","1,009",350,167,87,608,"2,079",468,154,305,347,"1,544","1,188",506,"1,129","2,338"
2020년10월_남_40~49세,"14,863","1,179",597,316,181,722,"1,242",795,341,517,520,"1,718","1,733",765,"1,480","2,757"
2020년10월_남_50~59세,"15,170","1,844",727,483,337,729,822,911,504,727,455,"1,652","1,674",802,"1,329","2,174"
2020년10월_남_60~69세,"10,824","1,038",536,656,423,644,485,743,527,706,517,964,965,612,849,"1,159"
2020년10월_남_70~79세,"6,456",464,342,494,328,363,234,476,455,530,383,486,539,331,442,589
2020년10월_남_80~89세,"2,858",186,177,247,135,165,104,256,221,211,226,211,212,122,163,222
2020년10월_남_90~99세,238,28,15,17,10,13,6,13,14,14,19,18,19,15,16,21
2020년10월_남_100세 이상,7,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1
2020년10월_여_총인구수,"84,198","5,877","3,642","2,627","1,644","3,792","7,213","4,588","2,545","3,585","3,096","9,428","9,145","4,440","8,125","14,451"
2020년10월_여_연령구간인구수,"84,198","5,877","3,642","2,627","1,644","3,792","7,213","4,588","2,545","3,585","3,096","9,428","9,145","4,440","8,125","14,451"
2020년10월_여_0~9세,"7,528",360,255,63,26,314,"1,364",267,67,133,186,822,842,292,728,"1,809"
2020년10월_여_10~19세,"8,134",508,339,99,57,351,577,349,133,202,234,"1,003",972,433,"1,043","1,834"
2020년10월_여_20~29세,"7,847",584,257,108,66,256,725,351,114,287,203,"1,147",899,479,893,"1,478"
2020년10월_여_30~39세,"9,933",499,324,101,62,368,"1,789",393,123,201,246,"1,243","1,042",394,919,"2,229"
2020년10월_여_40~49세,"12,944",826,541,180,113,507,"1,000",623,212,359,371,"1,617","1,756",706,"1,444","2,689"
2020년10월_여_50~59세,"13,232","1,249",574,419,256,645,773,781,399,631,393,"1,535","1,547",757,"1,258","2,015"
2020년10월_여_60~69세,"10,886",846,531,634,425,570,457,752,567,696,565,"1,038","1,041",697,899,"1,168"
2020년10월_여_70~79세,"7,409",509,411,537,338,412,279,547,475,610,464,582,610,422,542,671
2020년10월_여_80~89세,"5,267",426,351,419,254,302,213,449,384,395,363,354,356,211,337,453
2020년10월_여_90~99세,965,67,54,66,45,66,34,72,70,68,66,77,74,43,60,103
2020년10월_여_100세 이상,53,3,5,1,2,1,2,4,1,3,5,10,6,6,2,2
2020년11월_계_총인구수,"175,487","13,905","7,442","5,348","3,355","8,176","15,309","9,489","5,152","7,442","6,391","19,537","19,024","9,020","16,359","29,538"
2020년11월_계_연령구간인구수,"175,487","13,905","7,442","5,348","3,355","8,176","15,309","9,489","5,152","7,442","6,391","19,537","19,024","9,020","16,359","29,538"
2020년11월_계_0~9세,"15,479",755,532,120,62,617,"2,881",544,143,274,398,"1,765","1,735",608,"1,449","3,596"
2020년11월_계_10~19세,"17,283","1,092",716,217,113,745,"1,158",782,271,460,489,"2,084","2,344",899,"2,030","3,883"
2020년11월_계_20~29세,"19,236","1,866",644,290,180,689,"1,645",867,288,744,589,"2,635","2,200","1,111","2,022","3,466"
2020년11월_계_30~39세,"22,141","1,511",669,269,149,978,"3,904",861,272,497,583,"2,777","2,197",907,"2,033","4,534"
2020년11월_계_40~49세,"27,862","2,020","1,144",497,291,"1,236","2,276","1,422",554,869,891,"3,330","3,467","1,469","2,921","5,475"
2020년11월_계_50~59세,"28,357","3,069","1,306",884,592,"1,370","1,616","1,691",899,"1,352",843,"3,185","3,235","1,548","2,576","4,191"
2020년11월_계_60~69세,"21,869","1,906","1,072","1,296",853,"1,221",955,"1,504","1,101","1,417","1,078","2,014","2,023","1,330","1,767","2,332"
2020년11월_계_70~79세,"13,889",977,758,"1,027",670,776,512,"1,028",932,"1,140",846,"1,075","1,150",750,983,"1,265"
2020년11월_계_80~89세,"8,110",609,527,664,389,463,318,703,606,603,585,566,570,335,500,672
2020년11월_계_90~99세,"1,204",97,69,83,54,80,41,84,84,83,84,96,95,56,77,121
2020년11월_계_100세 이상,57,3,5,1,2,1,3,3,2,3,5,10,8,7,1,3
2020년11월_남_총인구수,"91,321","8,036","3,800","2,723","1,713","4,384","8,025","4,897","2,608","3,863","3,305","10,113","9,914","4,584","8,239","15,117"
2020년11월_남_연령구간인구수,"91,321","8,036","3,800","2,723","1,713","4,384","8,025","4,897","2,608","3,863","3,305","10,113","9,914","4,584","8,239","15,117"
2020년11월_남_0~9세,"7,972",396,281,56,36,306,"1,488",280,78,143,213,948,907,321,730,"1,789"
2020년11월_남_10~19세,"9,185",587,379,116,56,396,584,431,141,262,255,"1,092","1,379",470,976,"2,061"
2020년11월_남_20~29세,"11,372","1,278",384,179,114,427,917,518,178,456,389,"1,484","1,297",634,"1,136","1,981"
2020년11월_남_30~39세,"12,256","1,014",349,169,88,609,"2,096",469,149,298,342,"1,539","1,175",508,"1,117","2,334"
2020년11월_남_40~49세,"14,909","1,198",600,315,179,730,"1,269",794,339,515,515,"1,713","1,722",764,"1,477","2,779"
2020년11월_남_50~59세,"15,150","1,830",731,479,336,729,829,914,495,722,453,"1,649","1,685",802,"1,321","2,175"
2020년11월_남_60~69세,"10,924","1,051",537,655,427,651,496,747,536,711,516,974,975,622,863,"1,163"
2020년11월_남_70~79세,"6,467",470,348,490,333,361,235,479,457,531,380,486,540,326,441,590
2020년11월_남_80~89세,"2,842",184,176,247,134,162,104,252,221,211,222,210,212,121,162,224
2020년11월_남_90~99세,237,28,15,17,10,13,6,13,13,14,19,18,20,15,16,20
2020년11월_남_100세 이상,7,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1
2020년11월_여_총인구수,"84,166","5,869","3,642","2,625","1,642","3,792","7,284","4,592","2,544","3,579","3,086","9,424","9,110","4,436","8,120","14,421"
2020년11월_여_연령구간인구수,"84,166","5,869","3,642","2,625","1,642","3,792","7,284","4,592","2,544","3,579","3,086","9,424","9,110","4,436","8,120","14,421"
2020년11월_여_0~9세,"7,507",359,251,64,26,311,"1,393",264,65,131,185,817,828,287,719,"1,807"
2020년11월_여_10~19세,"8,098",505,337,101,57,349,574,351,130,198,234,992,965,429,"1,054","1,822"
2020년11월_여_20~29세,"7,864",588,260,111,66,262,728,349,110,288,200,"1,151",903,477,886,"1,485"
2020년11월_여_30~39세,"9,885",497,320,100,61,369,"1,808",392,123,199,241,"1,238","1,022",399,916,"2,200"
2020년11월_여_40~49세,"12,953",822,544,182,112,506,"1,007",628,215,354,376,"1,617","1,745",705,"1,444","2,696"
2020년11월_여_50~59세,"13,207","1,239",575,405,256,641,787,777,404,630,390,"1,536","1,550",746,"1,255","2,016"
2020년11월_여_60~69세,"10,945",855,535,641,426,570,459,757,565,706,562,"1,040","1,048",708,904,"1,169"
2020년11월_여_70~79세,"7,422",507,410,537,337,415,277,549,475,609,466,589,610,424,542,675
2020년11월_여_80~89세,"5,268",425,351,417,255,301,214,451,385,392,363,356,358,214,338,448
2020년11월_여_90~99세,967,69,54,66,44,67,35,71,71,69,65,78,75,41,61,101
2020년11월_여_100세 이상,50,3,5,1,2,1,2,3,1,3,4,10,6,6,1,2
2020년12월_계_총인구수,"175,591","13,903","7,450","5,356","3,373","8,152","15,451","9,463","5,133","7,418","6,367","19,545","19,034","8,998","16,337","29,611"
2020년12월_계_연령구간인구수,"175,591","13,903","7,450","5,356","3,373","8,152","15,451","9,463","5,133","7,418","6,367","19,545","19,034","8,998","16,337","29,611"
2020년12월_계_0~9세,"15,446",754,525,123,64,611,"2,907",536,141,266,387,"1,759","1,725",600,"1,444","3,604"
2020년12월_계_10~19세,"17,252","1,073",722,216,113,744,"1,160",781,267,462,495,"2,079","2,350",898,"2,019","3,873"
2020년12월_계_20~29세,"19,277","1,870",645,294,182,684,"1,692",859,287,728,584,"2,640","2,187","1,108","2,032","3,485"
2020년12월_계_30~39세,"22,123","1,512",655,268,149,974,"3,931",850,269,494,576,"2,779","2,200",902,"2,022","4,542"
2020년12월_계_40~49세,"27,814","2,018","1,152",498,297,"1,223","2,292","1,411",554,869,877,"3,331","3,452","1,456","2,907","5,477"
2020년12월_계_50~59세,"28,370","3,070","1,311",871,597,"1,370","1,631","1,688",876,"1,356",844,"3,189","3,237","1,541","2,583","4,206"
2020년12월_계_60~69세,"22,029","1,920","1,079","1,308",854,"1,235",964,"1,522","1,111","1,416","1,076","2,023","2,050","1,337","1,778","2,356"
2020년12월_계_70~79세,"13,886",978,757,"1,022",673,779,508,"1,025",937,"1,134",849,"1,073","1,153",756,976,"1,266"
2020년12월_계_80~89세,"8,126",609,530,671,390,454,321,700,605,603,591,565,573,338,499,677
2020년12월_계_90~99세,"1,211",96,69,84,52,77,42,88,84,87,83,97,99,55,76,122
2020년12월_계_100세 이상,57,3,5,1,2,1,3,3,2,3,5,10,8,7,1,3
2020년12월_남_총인구수,"91,399","8,036","3,808","2,726","1,721","4,377","8,110","4,888","2,600","3,849","3,294","10,121","9,908","4,571","8,239","15,151"
2020년12월_남_연령구간인구수,"91,399","8,036","3,808","2,726","1,721","4,377","8,110","4,888","2,600","3,849","3,294","10,121","9,908","4,571","8,239","15,151"
2020년12월_남_0~9세,"7,934",391,276,57,38,304,"1,503",277,78,136,205,944,903,318,720,"1,784"
2020년12월_남_10~19세,"9,155",572,384,116,55,394,582,430,139,263,260,"1,085","1,378",469,969,"2,059"
2020년12월_남_20~29세,"11,408","1,282",385,182,115,421,948,513,176,447,385,"1,491","1,296",629,"1,145","1,993"
2020년12월_남_30~39세,"12,265","1,019",339,169,86,609,"2,115",467,146,297,341,"1,548","1,170",508,"1,113","2,338"
2020년12월_남_40~49세,"14,892","1,202",607,315,185,722,"1,276",786,340,512,508,"1,712","1,714",756,"1,471","2,786"
2020년12월_남_50~59세,"15,147","1,827",732,475,336,735,835,906,484,729,453,"1,651","1,676",798,"1,337","2,173"
2020년12월_남_60~69세,"11,017","1,063",543,660,425,655,505,762,539,708,514,977,993,626,869,"1,178"
2020년12월_남_70~79세,"6,481",469,350,486,337,363,233,479,462,530,384,489,544,329,436,590
2020년12월_남_80~89세,"2,852",185,176,249,135,159,105,253,221,212,224,206,212,122,164,229
2020년12월_남_90~99세,241,26,16,17,9,15,7,15,14,15,19,18,20,15,15,20
2020년12월_남_100세 이상,7,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1
2020년12월_여_총인구수,"84,192","5,867","3,642","2,630","1,652","3,775","7,341","4,575","2,533","3,569","3,073","9,424","9,126","4,427","8,098","14,460"
2020년12월_여_연령구간인구수,"84,192","5,867","3,642","2,630","1,652","3,775","7,341","4,575","2,533","3,569","3,073","9,424","9,126","4,427","8,098","14,460"
2020년12월_여_0~9세,"7,512",363,249,66,26,307,"1,404",259,63,130,182,815,822,282,724,"1,820"
2020년12월_여_10~19세,"8,097",501,338,100,58,350,578,351,128,199,235,994,972,429,"1,050","1,814"
2020년12월_여_20~29세,"7,869",588,260,112,67,263,744,346,111,281,199,"1,149",891,479,887,"1,492"
2020년12월_여_30~39세,"9,858",493,316,99,63,365,"1,816",383,123,197,235,"1,231","1,030",394,909,"2,204"
2020년12월_여_40~49세,"12,922",816,545,183,112,501,"1,016",625,214,357,369,"1,619","1,738",700,"1,436","2,691"
2020년12월_여_50~59세,"13,223","1,243",579,396,261,635,796,782,392,627,391,"1,538","1,561",743,"1,246","2,033"
2020년12월_여_60~69세,"11,012",857,536,648,429,580,459,760,572,708,562,"1,046","1,057",711,909,"1,178"
2020년12월_여_70~79세,"7,405",509,407,536,336,416,275,546,475,604,465,584,609,427,540,676
2020년12월_여_80~89세,"5,274",424,354,422,255,295,216,447,384,391,367,359,361,216,335,448
2020년12월_여_90~99세,970,70,53,67,43,62,35,73,70,72,64,79,79,40,61,102
2020년12월_여_100세 이상,50,3,5,1,2,1,2,3,1,3,4,10,6,6,1,2
2021년01월_계_총인구수,"175,543","13,850","7,438","5,348","3,360","8,182","15,536","9,469","5,126","7,404","6,312","19,507","19,036","8,975","16,324","29,676"
2021년01월_계_연령구간인구수,"175,543","13,850","7,438","5,348","3,360","8,182","15,536","9,469","5,126","7,404","6,312","19,507","19,036","8,975","16,324","29,676"
2021년01월_계_0~9세,"15,336",734,518,122,64,608,"2,910",524,141,257,378,"1,749","1,716",590,"1,430","3,595"
2021년01월_계_10~19세,"17,204","1,049",721,211,111,749,"1,188",779,259,459,484,"2,063","2,345",896,"2,021","3,869"
2021년01월_계_20~29세,"19,245","1,857",638,293,171,682,"1,696",865,290,722,576,"2,637","2,184","1,096","2,036","3,502"
2021년01월_계_30~39세,"22,036","1,509",646,271,148,961,"3,933",847,262,489,568,"2,765","2,187",902,"2,007","4,541"
2021년01월_계_40~49세,"27,794","2,010","1,148",487,300,"1,240","2,328","1,396",549,869,863,"3,320","3,442","1,450","2,908","5,484"
2021년01월_계_50~59세,"28,381","3,080","1,308",867,598,"1,368","1,633","1,707",869,"1,340",840,"3,176","3,241","1,541","2,583","4,230"
2021년01월_계_60~69세,"22,183","1,930","1,093","1,315",845,"1,249",975,"1,523","1,132","1,432","1,081","2,050","2,062","1,332","1,782","2,382"
2021년01월_계_70~79세,"13,928",974,759,"1,019",677,791,510,"1,032",933,"1,134",843,"1,075","1,166",766,977,"1,272"
2021년01월_계_80~89세,"8,152",609,536,675,390,454,316,700,605,609,590,565,588,342,504,669
2021년01월_계_90~99세,"1,227",96,67,87,54,79,44,93,83,90,83,97,97,53,75,129
2021년01월_계_100세 이상,57,2,4,1,2,1,3,3,3,3,6,10,8,7,1,3
2021년01월_남_총인구수,"91,399","8,024","3,804","2,725","1,714","4,407","8,156","4,885","2,604","3,840","3,267","10,094","9,912","4,561","8,230","15,176"
2021년01월_남_연령구간인구수,"91,399","8,024","3,804","2,725","1,714","4,407","8,156","4,885","2,604","3,840","3,267","10,094","9,912","4,561","8,230","15,176"
2021년01월_남_0~9세,"7,856",377,274,56,39,302,"1,505",271,79,132,198,931,901,310,708,"1,773"
2021년01월_남_10~19세,"9,135",563,381,113,53,394,595,429,135,257,254,"1,081","1,381",472,969,"2,058"
2021년01월_남_20~29세,"11,410","1,282",384,183,107,427,952,517,180,443,384,"1,491","1,295",626,"1,148","1,991"
2021년01월_남_30~39세,"12,222","1,017",334,172,87,604,"2,110",462,145,295,334,"1,539","1,163",503,"1,116","2,341"
2021년01월_남_40~49세,"14,889","1,203",606,310,186,730,"1,301",775,336,509,503,"1,706","1,705",755,"1,468","2,796"
2021년01월_남_50~59세,"15,154","1,839",730,472,335,737,837,917,479,724,452,"1,642","1,673",798,"1,338","2,181"
2021년01월_남_60~69세,"11,108","1,066",552,664,421,665,510,762,551,716,519,994,"1,002",625,869,"1,192"
2021년01월_남_70~79세,"6,502",465,349,484,341,373,235,484,458,533,380,487,551,334,435,593
2021년01월_남_80~89세,"2,870",186,179,252,136,160,103,253,224,214,222,206,219,123,165,228
2021년01월_남_90~99세,246,26,15,19,9,15,7,15,16,17,20,17,20,14,14,22
2021년01월_남_100세 이상,7,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1
2021년01월_여_총인구수,"84,144","5,826","3,634","2,623","1,646","3,775","7,380","4,584","2,522","3,564","3,045","9,413","9,124","4,414","8,094","14,500"
2021년01월_여_연령구간인구수,"84,144","5,826","3,634","2,623","1,646","3,775","7,380","4,584","2,522","3,564","3,045","9,413","9,124","4,414","8,094","14,500"
2021년01월_여_0~9세,"7,480",357,244,66,25,306,"1,405",253,62,125,180,818,815,280,722,"1,822"
2021년01월_여_10~19세,"8,069",486,340,98,58,355,593,350,124,202,230,982,964,424,"1,052","1,811"
2021년01월_여_20~29세,"7,835",575,254,110,64,255,744,348,110,279,192,"1,146",889,470,888,"1,511"
2021년01월_여_30~39세,"9,814",492,312,99,61,357,"1,823",385,117,194,234,"1,226","1,024",399,891,"2,200"
2021년01월_여_40~49세,"12,905",807,542,177,114,510,"1,027",621,213,360,360,"1,614","1,737",695,"1,440","2,688"
2021년01월_여_50~59세,"13,227","1,241",578,395,263,631,796,790,390,616,388,"1,534","1,568",743,"1,245","2,049"
2021년01월_여_60~69세,"11,075",864,541,651,424,584,465,761,581,716,562,"1,056","1,060",707,913,"1,190"
2021년01월_여_70~79세,"7,426",509,410,535,336,418,275,548,475,601,463,588,615,432,542,679
2021년01월_여_80~89세,"5,282",423,357,423,254,294,213,447,381,395,368,359,369,219,339,441
2021년01월_여_90~99세,981,70,52,68,45,64,37,78,67,73,63,80,77,39,61,107
2021년01월_여_100세 이상,50,2,4,1,2,1,2,3,2,3,5,10,6,6,1,2
2021년02월_계_총인구수,"175,623","13,750","7,384","5,347","3,349","8,156","15,525","9,436","5,098","7,379","6,237","19,390","18,938","8,913","16,166","30,555"
2021년02월_계_연령구간인구수,"175,623","13,750","7,384","5,347","3,349","8,156","15,525","9,436","5,098","7,379","6,237","19,390","18,938","8,913","16,166","30,555"
2021년02월_계_0~9세,"15,317",716,505,124,62,595,"2,924",515,134,249,360,"1,708","1,687",575,"1,396","3,767"
2021년02월_계_10~19세,"17,186","1,026",710,206,111,752,"1,190",760,257,453,470,"2,052","2,323",885,"1,996","3,995"
2021년02월_계_20~29세,"19,085","1,824",621,279,167,668,"1,664",856,285,711,559,"2,609","2,161","1,085","2,013","3,583"
2021년02월_계_30~39세,"21,971","1,501",626,266,148,952,"3,910",839,259,486,559,"2,721","2,173",887,"1,963","4,681"
2021년02월_계_40~49세,"27,843","1,981","1,122",490,294,"1,238","2,354","1,377",542,857,843,"3,304","3,410","1,444","2,876","5,711"
2021년02월_계_50~59세,"28,428","3,081","1,328",873,589,"1,373","1,621","1,711",861,"1,338",828,"3,170","3,236","1,538","2,572","4,309"
2021년02월_계_60~69세,"22,328","1,937","1,098","1,316",848,"1,251",985,"1,541","1,140","1,443","1,089","2,058","2,081","1,333","1,789","2,419"
2021년02월_계_70~79세,"13,974",974,767,"1,021",687,789,511,"1,038",931,"1,125",842,"1,088","1,175",759,979,"1,288"
2021년02월_계_80~89세,"8,197",610,538,681,388,457,315,703,602,621,599,575,587,347,506,668
2021년02월_계_90~99세,"1,237",98,65,90,53,80,48,93,84,93,82,95,97,53,75,131
2021년02월_계_100세 이상,57,2,4,1,2,1,3,3,3,3,6,10,8,7,1,3
2021년02월_남_총인구수,"91,471","7,969","3,787","2,722","1,710","4,384","8,150","4,865","2,591","3,823","3,228","10,048","9,877","4,542","8,150","15,625"
2021년02월_남_연령구간인구수,"91,471","7,969","3,787","2,722","1,710","4,384","8,150","4,865","2,591","3,823","3,228","10,048","9,877","4,542","8,150","15,625"
2021년02월_남_0~9세,"7,845",363,271,57,38,291,"1,516",266,75,128,188,911,887,307,684,"1,863"
2021년02월_남_10~19세,"9,139",553,377,113,54,395,602,420,135,253,248,"1,079","1,374",464,954,"2,118"
2021년02월_남_20~29세,"11,313","1,255",375,175,103,416,930,504,176,438,377,"1,485","1,276",627,"1,133","2,043"
2021년02월_남_30~39세,"12,205","1,013",330,168,88,603,"2,092",460,143,290,325,"1,518","1,166",496,"1,103","2,410"
2021년02월_남_40~49세,"14,899","1,189",586,309,185,728,"1,313",767,332,504,493,"1,694","1,687",751,"1,450","2,911"
2021년02월_남_50~59세,"15,203","1,850",747,477,330,738,832,916,476,723,448,"1,643","1,669",800,"1,337","2,217"
