카테고리,경기도 이천시,경기도 이천시 장호원읍,경기도 이천시 부발읍,경기도 이천시 신둔면,경기도 이천시 백사면,경기도 이천시 호법면,경기도 이천시 마장면,경기도 이천시 대월면,경기도 이천시 모가면,경기도 이천시 설성면,경기도 이천시 율면,경기도 이천시 창전동,경기도 이천시 증포동,경기도 이천시 중리동,경기도 이천시 관고동
2020년08월_여_100세 이상,45,7,4,4,5,1,4,3,2,3,3,4,1,2,2
2020년09월_계_총인구수,"219,531","14,729","36,032","13,700","11,163","6,385","14,736","14,507","4,443","4,783","2,687","17,289","54,004","14,798","10,275"
2020년09월_계_연령구간인구수,"219,531","14,729","36,032","13,700","11,163","6,385","14,736","14,507","4,443","4,783","2,687","17,289","54,004","14,798","10,275"
2020년09월_계_0~9세,"19,169",984,"3,404","1,057",793,316,"1,471","1,263",153,188,68,"1,004","6,924",961,583
2020년09월_계_10~19세,"23,663","1,396","4,504","1,116",867,834,"1,906","1,238",258,233,124,"1,555","7,888",947,797
2020년09월_계_20~29세,"29,913","1,534","4,948","1,659","1,274",771,"2,143","2,498",388,396,187,"2,810","6,780","3,014","1,511"
2020년09월_계_30~39세,"30,674","1,538","5,161","1,835","1,270",651,"2,393","2,540",357,399,144,"2,224","8,400","2,404","1,358"
2020년09월_계_40~49세,"34,811","2,045","6,745","1,940","1,617",731,"1,937","2,120",509,499,254,"2,587","10,463","1,873","1,491"
2020년09월_계_50~59세,"35,302","2,544","5,489","2,545","2,156","1,104","1,994","1,998",876,910,451,"3,049","7,887","2,339","1,960"
2020년09월_계_60~69세,"25,320","2,372","3,316","2,015","1,681","1,030","1,543","1,507",945,"1,003",667,"2,379","3,471","1,863","1,528"
2020년09월_계_70~79세,"13,000","1,415","1,578",995,911,585,853,870,560,667,399,"1,129","1,410",919,709
2020년09월_계_80~89세,"6,668",799,783,447,501,316,425,399,355,419,339,491,683,417,294
2020년09월_계_90~99세,947,91,100,85,88,46,65,69,40,63,50,57,96,56,41
2020년09월_계_100세 이상,64,11,4,6,5,1,6,5,2,6,4,4,2,5,3
2020년09월_남_총인구수,"113,655","7,506","18,872","7,211","5,677","3,462","8,014","7,413","2,389","2,521","1,380","8,581","27,011","8,360","5,258"
2020년09월_남_연령구간인구수,"113,655","7,506","18,872","7,211","5,677","3,462","8,014","7,413","2,389","2,521","1,380","8,581","27,011","8,360","5,258"
2020년09월_남_0~9세,"9,904",504,"1,724",546,407,165,740,665,89,90,39,523,"3,599",505,308
2020년09월_남_10~19세,"12,446",737,"2,332",626,459,519,"1,042",609,142,126,66,798,"4,117",502,371
2020년09월_남_20~29세,"16,936",927,"2,893",900,692,428,"1,299","1,253",243,228,109,"1,497","3,596","2,071",800
2020년09월_남_30~39세,"16,429",811,"2,748",992,645,385,"1,359","1,348",228,245,91,"1,233","4,064","1,490",790
2020년09월_남_40~49세,"17,984","1,063","3,469","1,064",864,424,"1,102","1,167",293,305,158,"1,259","5,014","1,024",778
2020년09월_남_50~59세,"18,365","1,316","2,938","1,339","1,090",617,"1,087","1,066",484,502,236,"1,446","4,038","1,213",993
2020년09월_남_60~69세,"12,903","1,179","1,721","1,075",866,531,809,753,501,531,347,"1,112","1,751",938,789
2020년09월_남_70~79세,"5,989",654,730,472,422,267,404,392,265,325,194,530,593,434,307
2020년09월_남_80~89세,"2,448",285,293,177,208,116,150,145,132,156,127,164,220,166,109
2020년09월_남_90~99세,233,26,24,18,24,10,20,13,12,11,12,19,18,14,12
2020년09월_남_100세 이상,18,4,0,2,0,0,2,2,0,2,1,0,1,3,1
2020년09월_여_총인구수,"105,876","7,223","17,160","6,489","5,486","2,923","6,722","7,094","2,054","2,262","1,307","8,708","26,993","6,438","5,017"
2020년09월_여_연령구간인구수,"105,876","7,223","17,160","6,489","5,486","2,923","6,722","7,094","2,054","2,262","1,307","8,708","26,993","6,438","5,017"
2020년09월_여_0~9세,"9,265",480,"1,680",511,386,151,731,598,64,98,29,481,"3,325",456,275
2020년09월_여_10~19세,"11,217",659,"2,172",490,408,315,864,629,116,107,58,757,"3,771",445,426
2020년09월_여_20~29세,"12,977",607,"2,055",759,582,343,844,"1,245",145,168,78,"1,313","3,184",943,711
2020년09월_여_30~39세,"14,245",727,"2,413",843,625,266,"1,034","1,192",129,154,53,991,"4,336",914,568
2020년09월_여_40~49세,"16,827",982,"3,276",876,753,307,835,953,216,194,96,"1,328","5,449",849,713
2020년09월_여_50~59세,"16,937","1,228","2,551","1,206","1,066",487,907,932,392,408,215,"1,603","3,849","1,126",967
2020년09월_여_60~69세,"12,417","1,193","1,595",940,815,499,734,754,444,472,320,"1,267","1,720",925,739
2020년09월_여_70~79세,"7,011",761,848,523,489,318,449,478,295,342,205,599,817,485,402
2020년09월_여_80~89세,"4,220",514,490,270,293,200,275,254,223,263,212,327,463,251,185
2020년09월_여_90~99세,714,65,76,67,64,36,45,56,28,52,38,38,78,42,29
2020년09월_여_100세 이상,46,7,4,4,5,1,4,3,2,4,3,4,1,2,2
2020년10월_계_총인구수,"219,513","14,715","35,978","13,739","11,214","6,380","14,767","14,461","4,432","4,783","2,682","17,270","53,986","14,837","10,269"
2020년10월_계_연령구간인구수,"219,513","14,715","35,978","13,739","11,214","6,380","14,767","14,461","4,432","4,783","2,682","17,270","53,986","14,837","10,269"
2020년10월_계_0~9세,"19,031",992,"3,345","1,058",807,316,"1,476","1,249",151,186,63,"1,004","6,853",956,575
2020년10월_계_10~19세,"23,551","1,382","4,487","1,118",864,817,"1,876","1,230",253,230,121,"1,542","7,882",946,803
2020년10월_계_20~29세,"30,026","1,539","4,967","1,653","1,284",781,"2,160","2,482",383,401,187,"2,836","6,802","3,044","1,507"
2020년10월_계_30~39세,"30,529","1,524","5,127","1,835","1,268",653,"2,392","2,523",356,393,147,"2,207","8,355","2,397","1,352"
2020년10월_계_40~49세,"34,759","2,036","6,724","1,954","1,619",728,"1,953","2,114",503,507,249,"2,581","10,438","1,868","1,485"
2020년10월_계_50~59세,"35,375","2,531","5,522","2,562","2,169","1,103","1,999","2,003",876,902,453,"3,024","7,937","2,333","1,961"
2020년10월_계_60~69세,"25,502","2,390","3,338","2,027","1,699","1,036","1,554","1,512",950,"1,007",669,"2,394","3,516","1,872","1,538"
2020년10월_계_70~79세,"13,047","1,418","1,584",998,910,587,860,872,561,672,401,"1,126","1,416",933,709
2020년10월_계_80~89세,"6,682",801,782,445,502,311,425,401,355,416,340,494,691,424,295
2020년10월_계_90~99세,948,91,98,83,88,47,66,70,42,63,48,58,94,59,41
2020년10월_계_100세 이상,63,11,4,6,4,1,6,5,2,6,4,4,2,5,3
2020년10월_남_총인구수,"113,667","7,503","18,861","7,232","5,712","3,456","8,025","7,392","2,381","2,516","1,377","8,567","27,014","8,398","5,233"
2020년10월_남_연령구간인구수,"113,667","7,503","18,861","7,232","5,712","3,456","8,025","7,392","2,381","2,516","1,377","8,567","27,014","8,398","5,233"
2020년10월_남_0~9세,"9,834",511,"1,696",546,417,163,742,655,86,88,37,521,"3,567",502,303
2020년10월_남_10~19세,"12,380",730,"2,322",622,459,505,"1,028",610,142,124,65,790,"4,109",502,372
2020년10월_남_20~29세,"17,023",932,"2,908",906,700,435,"1,308","1,241",241,232,105,"1,514","3,613","2,097",791
2020년10월_남_30~39세,"16,353",801,"2,739",991,643,387,"1,354","1,336",226,241,95,"1,222","4,042","1,489",787
2020년10월_남_40~49세,"17,947","1,056","3,456","1,073",863,425,"1,118","1,166",289,308,154,"1,257","4,998","1,022",762
2020년10월_남_50~59세,"18,409","1,311","2,958","1,347","1,099",612,"1,086","1,067",485,499,239,"1,435","4,061","1,213",997
2020년10월_남_60~69세,"13,005","1,191","1,737","1,082",873,536,813,763,499,528,348,"1,116","1,782",944,793
2020년10월_남_70~79세,"6,012",652,733,468,426,269,407,391,268,328,195,527,599,443,306
2020년10월_남_80~89세,"2,451",289,290,176,206,113,147,147,133,157,126,166,223,169,109
2020년10월_남_90~99세,235,26,22,19,26,11,20,14,12,9,12,19,19,14,12
2020년10월_남_100세 이상,18,4,0,2,0,0,2,2,0,2,1,0,1,3,1
2020년10월_여_총인구수,"105,846","7,212","17,117","6,507","5,502","2,924","6,742","7,069","2,051","2,267","1,305","8,703","26,972","6,439","5,036"
2020년10월_여_연령구간인구수,"105,846","7,212","17,117","6,507","5,502","2,924","6,742","7,069","2,051","2,267","1,305","8,703","26,972","6,439","5,036"
2020년10월_여_0~9세,"9,197",481,"1,649",512,390,153,734,594,65,98,26,483,"3,286",454,272
2020년10월_여_10~19세,"11,171",652,"2,165",496,405,312,848,620,111,106,56,752,"3,773",444,431
2020년10월_여_20~29세,"13,003",607,"2,059",747,584,346,852,"1,241",142,169,82,"1,322","3,189",947,716
2020년10월_여_30~39세,"14,176",723,"2,388",844,625,266,"1,038","1,187",130,152,52,985,"4,313",908,565
2020년10월_여_40~49세,"16,812",980,"3,268",881,756,303,835,948,214,199,95,"1,324","5,440",846,723
2020년10월_여_50~59세,"16,966","1,220","2,564","1,215","1,070",491,913,936,391,403,214,"1,589","3,876","1,120",964
2020년10월_여_60~69세,"12,497","1,199","1,601",945,826,500,741,749,451,479,321,"1,278","1,734",928,745
2020년10월_여_70~79세,"7,035",766,851,530,484,318,453,481,293,344,206,599,817,490,403
2020년10월_여_80~89세,"4,231",512,492,269,296,198,278,254,222,259,214,328,468,255,186
2020년10월_여_90~99세,713,65,76,64,62,36,46,56,30,54,36,39,75,45,29
2020년10월_여_100세 이상,45,7,4,4,4,1,4,3,2,4,3,4,1,2,2
2020년11월_계_총인구수,"219,525","14,692","36,020","13,795","11,253","6,356","14,803","14,431","4,424","4,778","2,674","17,242","53,898","14,876","10,283"
2020년11월_계_연령구간인구수,"219,525","14,692","36,020","13,795","11,253","6,356","14,803","14,431","4,424","4,778","2,674","17,242","53,898","14,876","10,283"
2020년11월_계_0~9세,"18,905",973,"3,326","1,068",805,313,"1,475","1,237",147,182,62,"1,000","6,792",959,566
2020년11월_계_10~19세,"23,437","1,390","4,480","1,104",867,797,"1,865","1,218",249,232,118,"1,539","7,840",943,795
2020년11월_계_20~29세,"30,172","1,546","5,017","1,665","1,295",794,"2,156","2,496",387,398,188,"2,829","6,833","3,054","1,514"
2020년11월_계_30~39세,"30,498","1,509","5,112","1,845","1,271",654,"2,431","2,508",355,389,150,"2,198","8,297","2,415","1,364"
2020년11월_계_40~49세,"34,722","2,037","6,693","1,953","1,623",717,"1,966","2,120",500,509,244,"2,588","10,420","1,867","1,485"
2020년11월_계_50~59세,"35,298","2,515","5,546","2,562","2,176","1,102","1,988","1,975",873,899,454,"2,984","7,958","2,312","1,954"
2020년11월_계_60~69세,"25,710","2,394","3,372","2,051","1,706","1,039","1,561","1,531",953,"1,010",667,"2,420","3,553","1,897","1,556"
2020년11월_계_70~79세,"13,061","1,419","1,587","1,001",910,581,862,874,562,672,398,"1,127","1,423",935,710
2020년11월_계_80~89세,"6,716",805,785,458,511,313,428,400,354,416,342,495,684,429,296
2020년11월_계_90~99세,943,93,98,81,85,45,65,68,42,65,47,58,96,60,40
2020년11월_계_100세 이상,63,11,4,7,4,1,6,4,2,6,4,4,2,5,3
2020년11월_남_총인구수,"113,668","7,478","18,896","7,252","5,729","3,440","8,051","7,354","2,384","2,517","1,375","8,556","26,963","8,424","5,249"
2020년11월_남_연령구간인구수,"113,668","7,478","18,896","7,252","5,729","3,440","8,051","7,354","2,384","2,517","1,375","8,556","26,963","8,424","5,249"
2020년11월_남_0~9세,"9,782",506,"1,691",555,415,161,749,646,83,87,36,516,"3,530",507,300
2020년11월_남_10~19세,"12,326",736,"2,330",612,457,486,"1,018",607,143,123,63,789,"4,093",502,367
2020년11월_남_20~29세,"17,071",923,"2,921",911,707,452,"1,309","1,239",243,233,108,"1,501","3,624","2,101",799
2020년11월_남_30~39세,"16,350",794,"2,732",989,649,387,"1,371","1,329",227,239,96,"1,226","4,012","1,506",793
2020년11월_남_40~49세,"17,938","1,058","3,442","1,073",862,420,"1,129","1,163",290,312,152,"1,271","4,985","1,015",766
2020년11월_남_50~59세,"18,357","1,299","2,982","1,345","1,101",608,"1,080","1,039",481,495,242,"1,413","4,075","1,207",990
2020년11월_남_60~69세,"13,106","1,188","1,750","1,094",880,537,818,776,502,533,342,"1,126","1,801",955,804
2020년11월_남_70~79세,"6,018",656,736,469,422,264,406,393,268,329,195,527,604,443,306
2020년11월_남_80~89세,"2,466",288,289,183,212,114,149,146,135,155,128,168,217,171,111
2020년11월_남_90~99세,235,26,23,18,24,11,20,14,12,9,12,19,21,14,12
2020년11월_남_100세 이상,19,4,0,3,0,0,2,2,0,2,1,0,1,3,1
2020년11월_여_총인구수,"105,857","7,214","17,124","6,543","5,524","2,916","6,752","7,077","2,040","2,261","1,299","8,686","26,935","6,452","5,034"
2020년11월_여_연령구간인구수,"105,857","7,214","17,124","6,543","5,524","2,916","6,752","7,077","2,040","2,261","1,299","8,686","26,935","6,452","5,034"
2020년11월_여_0~9세,"9,123",467,"1,635",513,390,152,726,591,64,95,26,484,"3,262",452,266
2020년11월_여_10~19세,"11,111",654,"2,150",492,410,311,847,611,106,109,55,750,"3,747",441,428
2020년11월_여_20~29세,"13,101",623,"2,096",754,588,342,847,"1,257",144,165,80,"1,328","3,209",953,715
2020년11월_여_30~39세,"14,148",715,"2,380",856,622,267,"1,060","1,179",128,150,54,972,"4,285",909,571
2020년11월_여_40~49세,"16,784",979,"3,251",880,761,297,837,957,210,197,92,"1,317","5,435",852,719
2020년11월_여_50~59세,"16,941","1,216","2,564","1,217","1,075",494,908,936,392,404,212,"1,571","3,883","1,105",964
2020년11월_여_60~69세,"12,604","1,206","1,622",957,826,502,743,755,451,477,325,"1,294","1,752",942,752
2020년11월_여_70~79세,"7,043",763,851,532,488,317,456,481,294,343,203,600,819,492,404
2020년11월_여_80~89세,"4,250",517,496,275,299,199,279,254,219,261,214,327,467,258,185
2020년11월_여_90~99세,708,67,75,63,61,34,45,54,30,56,35,39,75,46,28
2020년11월_여_100세 이상,44,7,4,4,4,1,4,2,2,4,3,4,1,2,2
2020년12월_계_총인구수,"218,388","14,699","36,065","13,723","11,268","5,900","14,265","14,431","4,417","4,752","2,667","17,257","53,797","14,868","10,279"
2020년12월_계_연령구간인구수,"218,388","14,699","36,065","13,723","11,268","5,900","14,265","14,431","4,417","4,752","2,667","17,257","53,797","14,868","10,279"
2020년12월_계_0~9세,"18,823",986,"3,328","1,074",796,307,"1,498","1,224",147,181,61,988,"6,717",946,570
2020년12월_계_10~19세,"22,231","1,378","4,477","1,034",874,422,"1,128","1,214",251,228,121,"1,544","7,841",931,788
2020년12월_계_20~29세,"30,105","1,543","5,043","1,624","1,296",693,"2,144","2,531",378,395,184,"2,851","6,833","3,070","1,520"
2020년12월_계_30~39세,"30,526","1,512","5,121","1,858","1,271",649,"2,535","2,482",352,392,150,"2,191","8,241","2,419","1,353"
2020년12월_계_40~49세,"34,690","2,021","6,698","1,961","1,613",716,"1,995","2,111",500,501,237,"2,586","10,404","1,871","1,476"
2020년12월_계_50~59세,"35,246","2,508","5,537","2,557","2,180","1,113","2,009","1,969",861,888,446,"2,970","7,943","2,300","1,965"
2020년12월_계_60~69세,"25,947","2,425","3,380","2,067","1,721","1,055","1,596","1,543",961,"1,013",680,"2,437","3,612","1,902","1,555"
2020년12월_계_70~79세,"13,065","1,411","1,591",994,914,583,858,880,568,669,396,"1,131","1,425",931,714
2020년12월_계_80~89세,"6,742",808,789,463,512,316,427,404,355,417,341,496,686,434,294
2020년12월_계_90~99세,950,96,97,84,87,45,69,69,42,62,47,59,93,59,41
2020년12월_계_100세 이상,63,11,4,7,4,1,6,4,2,6,4,4,2,5,3
2020년12월_남_총인구수,"112,947","7,467","18,918","7,204","5,744","3,133","7,726","7,358","2,375","2,503","1,370","8,576","26,907","8,424","5,242"
2020년12월_남_연령구간인구수,"112,947","7,467","18,918","7,204","5,744","3,133","7,726","7,358","2,375","2,503","1,370","8,576","26,907","8,424","5,242"
2020년12월_남_0~9세,"9,729",504,"1,694",555,409,158,769,642,84,85,35,507,"3,491",494,302
2020년12월_남_10~19세,"11,559",730,"2,322",554,462,231,577,608,143,119,65,797,"4,091",496,364
2020년12월_남_20~29세,"17,037",921,"2,950",889,714,380,"1,298","1,249",239,236,106,"1,515","3,621","2,119",800
2020년12월_남_30~39세,"16,377",791,"2,722","1,002",652,387,"1,443","1,311",225,238,94,"1,229","3,985","1,513",785
2020년12월_남_40~49세,"17,940","1,048","3,447","1,083",856,421,"1,140","1,163",289,308,151,"1,269","4,982","1,019",764
2020년12월_남_50~59세,"18,327","1,299","2,981","1,342","1,108",619,"1,083","1,039",470,488,238,"1,405","4,064","1,195",996
2020년12월_남_60~69세,"13,228","1,202","1,752","1,101",886,548,839,786,506,533,349,"1,138","1,834",951,803
2020년12월_남_70~79세,"6,013",652,739,471,421,262,403,395,272,325,192,527,600,446,308
2020년12월_남_80~89세,"2,479",291,289,185,211,116,152,146,135,160,127,169,218,174,106
2020년12월_남_90~99세,239,25,22,19,25,11,20,17,12,9,12,20,20,14,13
2020년12월_남_100세 이상,19,4,0,3,0,0,2,2,0,2,1,0,1,3,1
2020년12월_여_총인구수,"105,441","7,232","17,147","6,519","5,524","2,767","6,539","7,073","2,042","2,249","1,297","8,681","26,890","6,444","5,037"
2020년12월_여_연령구간인구수,"105,441","7,232","17,147","6,519","5,524","2,767","6,539","7,073","2,042","2,249","1,297","8,681","26,890","6,444","5,037"
2020년12월_여_0~9세,"9,094",482,"1,634",519,387,149,729,582,63,96,26,481,"3,226",452,268
2020년12월_여_10~19세,"10,672",648,"2,155",480,412,191,551,606,108,109,56,747,"3,750",435,424
2020년12월_여_20~29세,"13,068",622,"2,093",735,582,313,846,"1,282",139,159,78,"1,336","3,212",951,720
2020년12월_여_30~39세,"14,149",721,"2,399",856,619,262,"1,092","1,171",127,154,56,962,"4,256",906,568
2020년12월_여_40~49세,"16,750",973,"3,251",878,757,295,855,948,211,193,86,"1,317","5,422",852,712
2020년12월_여_50~59세,"16,919","1,209","2,556","1,215","1,072",494,926,930,391,400,208,"1,565","3,879","1,105",969
2020년12월_여_60~69세,"12,719","1,223","1,628",966,835,507,757,757,455,480,331,"1,299","1,778",951,752
2020년12월_여_70~79세,"7,052",759,852,523,493,321,455,485,296,344,204,604,825,485,406
2020년12월_여_80~89세,"4,263",517,500,278,301,200,275,258,220,257,214,327,468,260,188
2020년12월_여_90~99세,711,71,75,65,62,34,49,52,30,53,35,39,73,45,28
2020년12월_여_100세 이상,44,7,4,4,4,1,4,2,2,4,3,4,1,2,2
2021년01월_계_총인구수,"218,651","14,717","36,092","13,730","11,321","5,831","14,367","14,494","4,442","4,743","2,680","17,264","53,783","14,879","10,308"
2021년01월_계_연령구간인구수,"218,651","14,717","36,092","13,730","11,321","5,831","14,367","14,494","4,442","4,743","2,680","17,264","53,783","14,879","10,308"
2021년01월_계_0~9세,"18,689",977,"3,285","1,072",795,306,"1,523","1,214",146,174,62,971,"6,672",923,569
2021년01월_계_10~19세,"22,042","1,372","4,471",999,872,374,"1,049","1,204",271,222,122,"1,552","7,821",922,791
2021년01월_계_20~29세,"30,257","1,543","5,073","1,629","1,318",665,"2,167","2,587",374,398,178,"2,864","6,847","3,102","1,512"
2021년01월_계_30~39세,"30,540","1,521","5,088","1,845","1,272",652,"2,595","2,494",360,378,155,"2,200","8,206","2,413","1,361"
2021년01월_계_40~49세,"34,713","2,007","6,709","1,985","1,621",716,"2,014","2,121",504,501,237,"2,578","10,366","1,878","1,476"
2021년01월_계_50~59세,"35,314","2,512","5,561","2,563","2,189","1,114","2,036","1,961",856,882,445,"2,952","7,971","2,300","1,972"
2021년01월_계_60~69세,"26,185","2,441","3,406","2,087","1,731","1,058","1,612","1,557",960,"1,029",686,"2,451","3,678","1,915","1,574"
2021년01월_계_70~79세,"13,114","1,424","1,608",998,918,581,866,880,571,668,399,"1,127","1,437",931,706
2021년01월_계_80~89세,"6,770",810,790,463,513,317,429,402,356,421,343,507,687,429,303
2021년01월_계_90~99세,963,99,97,82,88,47,70,70,42,64,49,58,96,60,41
2021년01월_계_100세 이상,64,11,4,7,4,1,6,4,2,6,4,4,2,6,3
2021년01월_남_총인구수,"113,095","7,485","18,937","7,195","5,769","3,091","7,800","7,373","2,383","2,506","1,378","8,582","26,901","8,436","5,259"
2021년01월_남_연령구간인구수,"113,095","7,485","18,937","7,195","5,769","3,091","7,800","7,373","2,383","2,506","1,378","8,582","26,901","8,436","5,259"
2021년01월_남_0~9세,"9,653",494,"1,669",554,408,157,787,640,84,80,36,500,"3,463",478,303
2021년01월_남_10~19세,"11,459",735,"2,321",526,466,202,537,600,155,118,64,799,"4,079",488,369
2021년01월_남_20~29세,"17,137",921,"2,974",892,726,359,"1,318","1,270",237,240,103,"1,529","3,635","2,144",789
2021년01월_남_30~39세,"16,372",795,"2,698","1,002",648,391,"1,477","1,319",227,235,98,"1,230","3,952","1,512",788
2021년01월_남_40~49세,"17,948","1,037","3,450","1,089",853,421,"1,153","1,163",289,308,154,"1,263","4,980","1,025",763
2021년01월_남_50~59세,"18,372","1,305","2,999","1,341","1,109",619,"1,095","1,030",467,489,236,"1,403","4,082","1,194","1,003"
2021년01월_남_60~69세,"13,369","1,217","1,769","1,112",899,554,849,790,504,539,355,"1,143","1,865",959,814
2021년01월_남_70~79세,"6,035",657,747,472,424,260,408,398,274,324,192,520,606,447,306
2021년01월_남_80~89세,"2,493",295,288,188,211,117,154,144,135,159,127,176,218,171,110
2021년01월_남_90~99세,237,25,22,16,24,11,20,17,11,12,12,19,20,15,13
2021년01월_남_100세 이상,20,4,0,3,1,0,2,2,0,2,1,0,1,3,1
2021년01월_여_총인구수,"105,556","7,232","17,155","6,535","5,552","2,740","6,567","7,121","2,059","2,237","1,302","8,682","26,882","6,443","5,049"
2021년01월_여_연령구간인구수,"105,556","7,232","17,155","6,535","5,552","2,740","6,567","7,121","2,059","2,237","1,302","8,682","26,882","6,443","5,049"
2021년01월_여_0~9세,"9,036",483,"1,616",518,387,149,736,574,62,94,26,471,"3,209",445,266
2021년01월_여_10~19세,"10,583",637,"2,150",473,406,172,512,604,116,104,58,753,"3,742",434,422
2021년01월_여_20~29세,"13,120",622,"2,099",737,592,306,849,"1,317",137,158,75,"1,335","3,212",958,723
2021년01월_여_30~39세,"14,168",726,"2,390",843,624,261,"1,118","1,175",133,143,57,970,"4,254",901,573
2021년01월_여_40~49세,"16,765",970,"3,259",896,768,295,861,958,215,193,83,"1,315","5,386",853,713
2021년01월_여_50~59세,"16,942","1,207","2,562","1,222","1,080",495,941,931,389,393,209,"1,549","3,889","1,106",969
2021년01월_여_60~69세,"12,816","1,224","1,637",975,832,504,763,767,456,490,331,"1,308","1,813",956,760
2021년01월_여_70~79세,"7,079",767,861,526,494,321,458,482,297,344,207,607,831,484,400
2021년01월_여_80~89세,"4,277",515,502,275,302,200,275,258,221,262,216,331,469,258,193
2021년01월_여_90~99세,726,74,75,66,64,36,50,53,31,52,37,39,76,45,28
2021년01월_여_100세 이상,44,7,4,4,3,1,4,2,2,4,3,4,1,3,2
2021년02월_계_총인구수,"218,793","14,724","36,112","13,766","11,299","5,793","14,442","14,527","4,445","4,732","2,670","17,268","53,811","14,903","10,301"
2021년02월_계_연령구간인구수,"218,793","14,724","36,112","13,766","11,299","5,793","14,442","14,527","4,445","4,732","2,670","17,268","53,811","14,903","10,301"
2021년02월_계_0~9세,"18,612",974,"3,247","1,083",792,315,"1,530","1,198",143,169,59,966,"6,650",914,572
2021년02월_계_10~19세,"21,894","1,367","4,475",991,861,336,"1,008","1,193",272,221,117,"1,533","7,804",923,793
2021년02월_계_20~29세,"30,282","1,532","5,108","1,603","1,319",656,"2,183","2,613",375,394,181,"2,878","6,867","3,076","1,497"
2021년02월_계_30~39세,"30,475","1,521","5,059","1,843","1,257",657,"2,629","2,501",359,367,150,"2,187","8,153","2,431","1,361"
2021년02월_계_40~49세,"34,767","2,003","6,707","1,999","1,621",716,"2,029","2,128",505,498,239,"2,585","10,389","1,873","1,475"
2021년02월_계_50~59세,"35,336","2,512","5,569","2,581","2,185","1,098","2,057","1,966",843,878,442,"2,954","7,975","2,321","1,955"
2021년02월_계_60~69세,"26,423","2,456","3,432","2,101","1,747","1,069","1,623","1,570",975,"1,044",685,"2,459","3,744","1,921","1,597"
2021년02월_계_70~79세,"13,123","1,428","1,614","1,007",901,579,872,873,574,670,399,"1,134","1,427",946,699
2021년02월_계_80~89세,"6,840",818,801,467,523,318,432,411,355,421,344,508,705,430,307
2021년02월_계_90~99세,976,101,96,84,89,48,73,70,42,64,50,60,95,62,42
2021년02월_계_100세 이상,65,12,4,7,4,1,6,4,2,6,4,4,2,6,3
2021년02월_남_총인구수,"113,156","7,485","18,955","7,204","5,747","3,056","7,847","7,397","2,390","2,498","1,378","8,587","26,908","8,456","5,248"
2021년02월_남_연령구간인구수,"113,156","7,485","18,955","7,204","5,747","3,056","7,847","7,397","2,390","2,498","1,378","8,587","26,908","8,456","5,248"
2021년02월_남_0~9세,"9,629",494,"1,651",561,404,162,803,630,82,77,35,502,"3,448",475,305
2021년02월_남_10~19세,"11,350",731,"2,323",524,452,180,508,588,160,116,62,786,"4,074",478,368
2021년02월_남_20~29세,"17,159",917,"3,001",875,733,347,"1,335","1,292",235,237,104,"1,529","3,640","2,135",779
2021년02월_남_30~39세,"16,345",799,"2,691",998,636,389,"1,496","1,324",226,228,96,"1,230","3,916","1,533",783
2021년02월_남_40~49세,"17,970","1,035","3,434","1,086",855,424,"1,157","1,163",291,305,155,"1,273","5,002","1,026",764
2021년02월_남_50~59세,"18,388","1,303","3,001","1,363","1,111",607,"1,111","1,038",462,487,239,"1,400","4,071","1,201",994
2021년02월_남_60~69세,"13,490","1,216","1,787","1,111",905,557,847,799,513,549,354,"1,151","1,906",965,830
2021년02월_남_70~79세,"6,040",661,751,479,412,261,411,393,276,326,189,522,605,453,301
2021년02월_남_80~89세,"2,526",299,294,187,213,118,157,150,134,160,131,175,226,172,110
2021년02월_남_90~99세,239,26,22,17,25,11,20,18,11,11,12,19,19,15,13
2021년02월_남_100세 이상,20,4,0,3,1,0,2,2,0,2,1,0,1,3,1
2021년02월_여_총인구수,"105,637","7,239","17,157","6,562","5,552","2,737","6,595","7,130","2,055","2,234","1,292","8,681","26,903","6,447","5,053"
2021년02월_여_연령구간인구수,"105,637","7,239","17,157","6,562","5,552","2,737","6,595","7,130","2,055","2,234","1,292","8,681","26,903","6,447","5,053"
2021년02월_여_0~9세,"8,983",480,"1,596",522,388,153,727,568,61,92,24,464,"3,202",439,267
2021년02월_여_10~19세,"10,544",636,"2,152",467,409,156,500,605,112,105,55,747,"3,730",445,425
2021년02월_여_20~29세,"13,123",615,"2,107",728,586,309,848,"1,321",140,157,77,"1,349","3,227",941,718
2021년02월_여_30~39세,"14,130",722,"2,368",845,621,268,"1,133","1,177",133,139,54,957,"4,237",898,578
2021년02월_여_40~49세,"16,797",968,"3,273",913,766,292,872,965,214,193,84,"1,312","5,387",847,711
2021년02월_여_50~59세,"16,948","1,209","2,568","1,218","1,074",491,946,928,381,391,203,"1,554","3,904","1,120",961
2021년02월_여_60~69세,"12,933","1,240","1,645",990,842,512,776,771,462,495,331,"1,308","1,838",956,767
2021년02월_여_70~79세,"7,083",767,863,528,489,318,461,480,298,344,210,612,822,493,398
2021년02월_여_80~89세,"4,314",519,507,280,310,200,275,261,221,261,213,333,479,258,197
2021년02월_여_90~99세,737,75,74,67,64,37,53,52,31,53,38,41,76,47,29
2021년02월_여_100세 이상,45,8,4,4,3,1,4,2,2,4,3,4,1,3,2
2021년03월_계_총인구수,"218,565","14,633","36,127","13,798","11,276","5,739","14,585","14,475","4,451","4,713","2,640","17,172","53,819","14,873","10,264"
