카테고리,부산광역시 중구,부산광역시 중구 중앙동,부산광역시 중구 동광동,부산광역시 중구 대청동,부산광역시 중구 보수동,부산광역시 중구 부평동,부산광역시 중구 광복동,부산광역시 중구 남포동,부산광역시 중구 영주제1동,부산광역시 중구 영주제2동
2020년09월_여_100세 이상,65,3,4,4,10,19,3,1,7,14
2020년10월_계_총인구수,"41,547","2,424","2,921","6,576","10,658","4,671","1,067","1,044","4,774","7,412"
2020년10월_계_연령구간인구수,"41,547","2,424","2,921","6,576","10,658","4,671","1,067","1,044","4,774","7,412"
2020년10월_계_0~9세,"1,348",39,80,219,388,114,17,17,182,292
2020년10월_계_10~19세,"2,046",84,99,389,564,197,38,28,212,435
2020년10월_계_20~29세,"5,651",578,325,943,"1,498",529,112,71,793,802
2020년10월_계_30~39세,"4,475",404,248,696,"1,123",479,110,96,661,658
2020년10월_계_40~49세,"5,472",289,364,928,"1,470",547,116,112,669,977
2020년10월_계_50~59세,"7,084",359,540,"1,101","1,799",823,204,212,714,"1,332"
2020년10월_계_60~69세,"7,849",375,581,"1,153","1,963","1,006",250,293,765,"1,463"
2020년10월_계_70~79세,"5,088",187,460,777,"1,236",627,134,156,508,"1,003"
2020년10월_계_80~89세,"2,079",82,178,289,532,276,65,45,225,387
2020년10월_계_90~99세,370,24,41,72,72,48,16,13,36,48
2020년10월_계_100세 이상,85,3,5,9,13,25,5,1,9,15
2020년10월_남_총인구수,"20,320","1,196","1,468","3,112","5,187","2,199",543,585,"2,422","3,608"
2020년10월_남_연령구간인구수,"20,320","1,196","1,468","3,112","5,187","2,199",543,585,"2,422","3,608"
2020년10월_남_0~9세,715,20,35,119,201,69,9,10,99,153
2020년10월_남_10~19세,"1,036",42,44,183,291,107,21,13,106,229
2020년10월_남_20~29세,"2,805",235,173,465,748,250,64,39,405,426
2020년10월_남_30~39세,"2,431",215,136,366,593,254,58,55,383,371
2020년10월_남_40~49세,"2,962",151,213,484,787,296,62,70,388,511
2020년10월_남_50~59세,"3,564",197,281,517,905,399,104,137,365,659
2020년10월_남_60~69세,"3,700",196,280,543,908,440,133,167,363,670
2020년10월_남_70~79세,"2,215",101,217,318,516,274,60,76,224,429
2020년10월_남_80~89세,770,33,76,100,213,92,24,11,77,144
2020년10월_남_90~99세,102,6,12,12,22,12,6,7,10,15
2020년10월_남_100세 이상,20,0,1,5,3,6,2,0,2,1
2020년10월_여_총인구수,"21,227","1,228","1,453","3,464","5,471","2,472",524,459,"2,352","3,804"
2020년10월_여_연령구간인구수,"21,227","1,228","1,453","3,464","5,471","2,472",524,459,"2,352","3,804"
2020년10월_여_0~9세,633,19,45,100,187,45,8,7,83,139
2020년10월_여_10~19세,"1,010",42,55,206,273,90,17,15,106,206
2020년10월_여_20~29세,"2,846",343,152,478,750,279,48,32,388,376
2020년10월_여_30~39세,"2,044",189,112,330,530,225,52,41,278,287
2020년10월_여_40~49세,"2,510",138,151,444,683,251,54,42,281,466
2020년10월_여_50~59세,"3,520",162,259,584,894,424,100,75,349,673
2020년10월_여_60~69세,"4,149",179,301,610,"1,055",566,117,126,402,793
2020년10월_여_70~79세,"2,873",86,243,459,720,353,74,80,284,574
2020년10월_여_80~89세,"1,309",49,102,189,319,184,41,34,148,243
2020년10월_여_90~99세,268,18,29,60,50,36,10,6,26,33
2020년10월_여_100세 이상,65,3,4,4,10,19,3,1,7,14
2020년11월_계_총인구수,"41,501","2,442","2,907","6,544","10,702","4,659","1,064","1,032","4,772","7,379"
2020년11월_계_연령구간인구수,"41,501","2,442","2,907","6,544","10,702","4,659","1,064","1,032","4,772","7,379"
2020년11월_계_0~9세,"1,336",38,77,217,391,111,18,15,185,284
2020년11월_계_10~19세,"2,035",78,103,386,567,190,38,28,209,436
2020년11월_계_20~29세,"5,629",585,318,936,"1,505",525,113,69,788,790
2020년11월_계_30~39세,"4,475",420,249,680,"1,137",474,109,91,663,652
2020년11월_계_40~49세,"5,451",290,355,927,"1,467",550,119,109,666,968
2020년11월_계_50~59세,"7,075",361,537,"1,101","1,805",818,200,207,721,"1,325"
2020년11월_계_60~69세,"7,862",371,583,"1,154","1,969","1,010",247,297,764,"1,467"
2020년11월_계_70~79세,"5,107",191,455,777,"1,245",635,136,157,508,"1,003"
2020년11월_계_80~89세,"2,069",81,180,286,529,272,63,45,224,389
2020년11월_계_90~99세,377,24,45,71,74,49,16,13,35,50
2020년11월_계_100세 이상,85,3,5,9,13,25,5,1,9,15
2020년11월_남_총인구수,"20,294","1,203","1,460","3,089","5,206","2,193",541,581,"2,429","3,592"
2020년11월_남_연령구간인구수,"20,294","1,203","1,460","3,089","5,206","2,193",541,581,"2,429","3,592"
2020년11월_남_0~9세,708,19,35,117,199,68,10,9,102,149
2020년11월_남_10~19세,"1,029",41,43,183,292,102,21,13,106,228
2020년11월_남_20~29세,"2,793",238,172,458,751,250,63,38,400,423
2020년11월_남_30~39세,"2,429",223,138,353,597,255,58,52,385,368
2020년11월_남_40~49세,"2,963",150,207,485,793,294,63,70,390,511
2020년11월_남_50~59세,"3,562",198,278,518,907,396,102,136,372,655
2020년11월_남_60~69세,"3,701",194,281,539,914,443,133,168,362,667
2020년11월_남_70~79세,"2,224",102,215,321,518,278,60,77,225,428
2020년11월_남_80~89세,759,32,77,98,209,88,23,11,75,146
2020년11월_남_90~99세,106,6,13,12,23,13,6,7,10,16
2020년11월_남_100세 이상,20,0,1,5,3,6,2,0,2,1
2020년11월_여_총인구수,"21,207","1,239","1,447","3,455","5,496","2,466",523,451,"2,343","3,787"
2020년11월_여_연령구간인구수,"21,207","1,239","1,447","3,455","5,496","2,466",523,451,"2,343","3,787"
2020년11월_여_0~9세,628,19,42,100,192,43,8,6,83,135
2020년11월_여_10~19세,"1,006",37,60,203,275,88,17,15,103,208
2020년11월_여_20~29세,"2,836",347,146,478,754,275,50,31,388,367
2020년11월_여_30~39세,"2,046",197,111,327,540,219,51,39,278,284
2020년11월_여_40~49세,"2,488",140,148,442,674,256,56,39,276,457
2020년11월_여_50~59세,"3,513",163,259,583,898,422,98,71,349,670
2020년11월_여_60~69세,"4,161",177,302,615,"1,055",567,114,129,402,800
2020년11월_여_70~79세,"2,883",89,240,456,727,357,76,80,283,575
2020년11월_여_80~89세,"1,310",49,103,188,320,184,40,34,149,243
2020년11월_여_90~99세,271,18,32,59,51,36,10,6,25,34
2020년11월_여_100세 이상,65,3,4,4,10,19,3,1,7,14
2020년12월_계_총인구수,"41,523","2,482","2,893","6,520","10,707","4,672","1,060","1,028","4,792","7,369"
2020년12월_계_연령구간인구수,"41,523","2,482","2,893","6,520","10,707","4,672","1,060","1,028","4,792","7,369"
2020년12월_계_0~9세,"1,320",37,76,214,389,111,17,16,182,278
2020년12월_계_10~19세,"2,027",76,107,383,560,192,38,28,212,431
2020년12월_계_20~29세,"5,679",616,314,936,"1,507",542,115,66,799,784
2020년12월_계_30~39세,"4,471",430,245,675,"1,129",482,106,89,663,652
2020년12월_계_40~49세,"5,394",280,350,915,"1,456",549,122,109,664,949
2020년12월_계_50~59세,"7,074",361,536,"1,100","1,812",808,196,206,720,"1,335"
2020년12월_계_60~69세,"7,891",379,582,"1,149","1,986","1,005",248,299,774,"1,469"
2020년12월_계_70~79세,"5,110",194,450,777,"1,243",637,133,155,510,"1,011"
2020년12월_계_80~89세,"2,097",83,182,290,540,273,65,45,224,395
2020년12월_계_90~99세,375,23,46,72,72,48,15,14,35,50
2020년12월_계_100세 이상,85,3,5,9,13,25,5,1,9,15
2020년12월_남_총인구수,"20,282","1,220","1,456","3,071","5,200","2,214",536,572,"2,440","3,573"
2020년12월_남_연령구간인구수,"20,282","1,220","1,456","3,071","5,200","2,214",536,572,"2,440","3,573"
2020년12월_남_0~9세,689,19,34,113,195,67,9,9,101,142
2020년12월_남_10~19세,"1,032",41,47,181,289,105,21,13,110,225
2020년12월_남_20~29세,"2,806",249,170,458,749,256,63,35,405,421
2020년12월_남_30~39세,"2,424",227,135,354,589,266,56,49,386,362
2020년12월_남_40~49세,"2,939",148,204,476,793,296,64,70,388,500
2020년12월_남_50~59세,"3,562",199,277,517,909,393,102,135,373,657
2020년12월_남_60~69세,"3,709",195,286,536,918,440,131,169,365,669
2020년12월_남_70~79세,"2,226",104,212,317,520,281,58,75,226,433
2020년12월_남_80~89세,768,32,77,101,212,91,24,10,74,147
2020년12월_남_90~99세,107,6,13,13,23,13,6,7,10,16
2020년12월_남_100세 이상,20,0,1,5,3,6,2,0,2,1
2020년12월_여_총인구수,"21,241","1,262","1,437","3,449","5,507","2,458",524,456,"2,352","3,796"
2020년12월_여_연령구간인구수,"21,241","1,262","1,437","3,449","5,507","2,458",524,456,"2,352","3,796"
2020년12월_여_0~9세,631,18,42,101,194,44,8,7,81,136
2020년12월_여_10~19세,995,35,60,202,271,87,17,15,102,206
2020년12월_여_20~29세,"2,873",367,144,478,758,286,52,31,394,363
2020년12월_여_30~39세,"2,047",203,110,321,540,216,50,40,277,290
2020년12월_여_40~49세,"2,455",132,146,439,663,253,58,39,276,449
2020년12월_여_50~59세,"3,512",162,259,583,903,415,94,71,347,678
2020년12월_여_60~69세,"4,182",184,296,613,"1,068",565,117,130,409,800
2020년12월_여_70~79세,"2,884",90,238,460,723,356,75,80,284,578
2020년12월_여_80~89세,"1,329",51,105,189,328,182,41,35,150,248
2020년12월_여_90~99세,268,17,33,59,49,35,9,7,25,34
2020년12월_여_100세 이상,65,3,4,4,10,19,3,1,7,14
2021년01월_계_총인구수,"41,549","2,518","2,888","6,505","10,728","4,677","1,062","1,026","4,783","7,362"
2021년01월_계_연령구간인구수,"41,549","2,518","2,888","6,505","10,728","4,677","1,062","1,026","4,783","7,362"
2021년01월_계_0~9세,"1,302",37,76,203,392,105,19,16,179,275
2021년01월_계_10~19세,"2,029",72,104,385,558,203,34,28,212,433
2021년01월_계_20~29세,"5,685",636,317,947,"1,499",540,116,65,794,771
2021년01월_계_30~39세,"4,484",441,237,674,"1,135",475,108,87,671,656
2021년01월_계_40~49세,"5,387",292,349,914,"1,449",548,117,110,655,953
2021년01월_계_50~59세,"7,051",353,536,"1,085","1,820",809,197,206,719,"1,326"
2021년01월_계_60~69세,"7,914",379,582,"1,146","1,993","1,015",252,298,774,"1,475"
2021년01월_계_70~79세,"5,115",198,448,780,"1,258",632,133,156,503,"1,007"
2021년01월_계_80~89세,"2,117",85,188,288,537,276,65,46,231,401
2021년01월_계_90~99세,378,22,46,74,74,49,16,12,35,50
2021년01월_계_100세 이상,87,3,5,9,13,25,5,2,10,15
2021년01월_남_총인구수,"20,269","1,231","1,464","3,053","5,205","2,212",535,572,"2,436","3,561"
2021년01월_남_연령구간인구수,"20,269","1,231","1,464","3,053","5,205","2,212",535,572,"2,436","3,561"
2021년01월_남_0~9세,686,21,35,109,197,65,11,9,99,140
2021년01월_남_10~19세,"1,021",38,47,180,286,108,17,13,110,222
2021년01월_남_20~29세,"2,806",261,172,461,745,256,64,36,400,411
2021년01월_남_30~39세,"2,416",227,132,352,588,258,57,49,388,365
2021년01월_남_40~49세,"2,951",156,206,479,795,297,60,71,386,501
2021년01월_남_50~59세,"3,535",190,279,507,904,395,103,134,374,649
2021년01월_남_60~69세,"3,717",194,286,529,924,443,133,166,367,675
2021년01월_남_70~79세,"2,231",105,214,318,528,278,58,77,224,429
2021년01월_남_80~89세,779,33,79,100,212,93,24,10,76,152
2021년01월_남_90~99세,107,6,13,13,23,13,6,7,10,16
2021년01월_남_100세 이상,20,0,1,5,3,6,2,0,2,1
2021년01월_여_총인구수,"21,280","1,287","1,424","3,452","5,523","2,465",527,454,"2,347","3,801"
2021년01월_여_연령구간인구수,"21,280","1,287","1,424","3,452","5,523","2,465",527,454,"2,347","3,801"
2021년01월_여_0~9세,616,16,41,94,195,40,8,7,80,135
2021년01월_여_10~19세,"1,008",34,57,205,272,95,17,15,102,211
2021년01월_여_20~29세,"2,879",375,145,486,754,284,52,29,394,360
2021년01월_여_30~39세,"2,068",214,105,322,547,217,51,38,283,291
2021년01월_여_40~49세,"2,436",136,143,435,654,251,57,39,269,452
2021년01월_여_50~59세,"3,516",163,257,578,916,414,94,72,345,677
2021년01월_여_60~69세,"4,197",185,296,617,"1,069",572,119,132,407,800
2021년01월_여_70~79세,"2,884",93,234,462,730,354,75,79,279,578
2021년01월_여_80~89세,"1,338",52,109,188,325,183,41,36,155,249
2021년01월_여_90~99세,271,16,33,61,51,36,10,5,25,34
2021년01월_여_100세 이상,67,3,4,4,10,19,3,2,8,14
2021년02월_계_총인구수,"41,551","2,561","2,859","6,499","10,745","4,719","1,061","1,014","4,773","7,320"
2021년02월_계_연령구간인구수,"41,551","2,561","2,859","6,499","10,745","4,719","1,061","1,014","4,773","7,320"
2021년02월_계_0~9세,"1,292",35,75,198,393,106,21,15,180,269
2021년02월_계_10~19세,"2,038",71,103,391,572,206,34,30,207,424
2021년02월_계_20~29세,"5,687",667,299,949,"1,498",547,114,65,783,765
2021년02월_계_30~39세,"4,509",441,235,676,"1,140",487,110,89,675,656
2021년02월_계_40~49세,"5,376",304,349,918,"1,437",551,118,105,655,939
2021년02월_계_50~59세,"7,006",352,527,"1,072","1,823",805,193,208,714,"1,312"
2021년02월_계_60~69세,"7,935",381,582,"1,153","1,995","1,033",249,290,778,"1,474"
2021년02월_계_70~79세,"5,108",197,449,774,"1,256",632,137,152,502,"1,009"
2021년02월_계_80~89세,"2,134",88,188,287,541,278,64,46,234,408
2021년02월_계_90~99세,378,22,47,72,76,49,16,12,35,49
2021년02월_계_100세 이상,88,3,5,9,14,25,5,2,10,15
2021년02월_남_총인구수,"20,262","1,253","1,448","3,050","5,210","2,227",533,567,"2,432","3,542"
2021년02월_남_연령구간인구수,"20,262","1,253","1,448","3,050","5,210","2,227",533,567,"2,432","3,542"
2021년02월_남_0~9세,674,19,33,105,199,63,12,9,97,137
2021년02월_남_10~19세,"1,011",38,46,184,286,105,16,14,106,216
2021년02월_남_20~29세,"2,802",271,160,458,746,260,63,36,396,412
2021년02월_남_30~39세,"2,443",228,133,350,596,267,59,53,392,365
2021년02월_남_40~49세,"2,942",163,204,484,783,299,60,65,386,498
2021년02월_남_50~59세,"3,522",192,276,500,906,393,101,137,374,643
2021년02월_남_60~69세,"3,731",196,288,536,925,452,130,161,367,676
2021년02월_남_70~79세,"2,223",105,215,313,528,278,61,73,224,426
2021년02월_남_80~89세,785,35,77,102,214,91,23,12,78,153
2021년02월_남_90~99세,109,6,15,13,24,13,6,7,10,15
2021년02월_남_100세 이상,20,0,1,5,3,6,2,0,2,1
2021년02월_여_총인구수,"21,289","1,308","1,411","3,449","5,535","2,492",528,447,"2,341","3,778"
2021년02월_여_연령구간인구수,"21,289","1,308","1,411","3,449","5,535","2,492",528,447,"2,341","3,778"
2021년02월_여_0~9세,618,16,42,93,194,43,9,6,83,132
2021년02월_여_10~19세,"1,027",33,57,207,286,101,18,16,101,208
2021년02월_여_20~29세,"2,885",396,139,491,752,287,51,29,387,353
2021년02월_여_30~39세,"2,066",213,102,326,544,220,51,36,283,291
2021년02월_여_40~49세,"2,434",141,145,434,654,252,58,40,269,441
2021년02월_여_50~59세,"3,484",160,251,572,917,412,92,71,340,669
2021년02월_여_60~69세,"4,204",185,294,617,"1,070",581,119,129,411,798
2021년02월_여_70~79세,"2,885",92,234,461,728,354,76,79,278,583
2021년02월_여_80~89세,"1,349",53,111,185,327,187,41,34,156,255
2021년02월_여_90~99세,269,16,32,59,52,36,10,5,25,34
2021년02월_여_100세 이상,68,3,4,4,11,19,3,2,8,14
2021년03월_계_총인구수,"41,370","2,506","2,832","6,453","10,788","4,701","1,058",997,"4,737","7,298"
2021년03월_계_연령구간인구수,"41,370","2,506","2,832","6,453","10,788","4,701","1,058",997,"4,737","7,298"
2021년03월_계_0~9세,"1,276",35,71,193,388,102,21,15,177,274
2021년03월_계_10~19세,"2,017",71,104,383,573,206,34,30,203,413
2021년03월_계_20~29세,"5,703",677,296,934,"1,527",552,112,66,772,767
2021년03월_계_30~39세,"4,483",430,233,666,"1,140",487,112,86,671,658
2021년03월_계_40~49세,"5,353",295,350,913,"1,443",545,117,99,664,927
2021년03월_계_50~59세,"6,964",345,520,"1,066","1,821",805,191,206,704,"1,306"
2021년03월_계_60~69세,"7,938",371,575,"1,153","2,010","1,029",250,291,779,"1,480"
2021년03월_계_70~79세,"5,106",187,446,783,"1,260",637,137,150,496,"1,010"
2021년03월_계_80~89세,"2,146",79,191,286,550,281,65,46,236,412
2021년03월_계_90~99세,364,15,45,73,73,52,15,7,34,50
2021년03월_계_100세 이상,20,1,1,3,3,5,4,1,1,1
2021년03월_남_총인구수,"20,169","1,207","1,438","3,022","5,234","2,215",531,560,"2,427","3,535"
2021년03월_남_연령구간인구수,"20,169","1,207","1,438","3,022","5,234","2,215",531,560,"2,427","3,535"
2021년03월_남_0~9세,661,19,33,101,192,61,13,9,96,137
2021년03월_남_10~19세,"1,001",39,48,181,285,106,16,14,102,210
2021년03월_남_20~29세,"2,814",268,159,453,766,261,62,36,394,415
2021년03월_남_30~39세,"2,420",217,134,338,596,271,61,51,391,361
2021년03월_남_40~49세,"2,933",161,206,482,785,289,59,62,390,499
2021년03월_남_50~59세,"3,503",187,271,495,910,393,99,136,370,642
2021년03월_남_60~69세,"3,733",188,282,542,931,446,131,163,372,678
2021년03월_남_70~79세,"2,217",99,212,312,531,284,60,73,223,423
2021년03월_남_80~89세,786,29,79,104,215,91,23,12,79,154
2021년03월_남_90~99세,97,0,14,13,22,13,5,4,10,16
2021년03월_남_100세 이상,4,0,0,1,1,0,2,0,0,0
2021년03월_여_총인구수,"21,201","1,299","1,394","3,431","5,554","2,486",527,437,"2,310","3,763"
2021년03월_여_연령구간인구수,"21,201","1,299","1,394","3,431","5,554","2,486",527,437,"2,310","3,763"
2021년03월_여_0~9세,615,16,38,92,196,41,8,6,81,137
2021년03월_여_10~19세,"1,016",32,56,202,288,100,18,16,101,203
2021년03월_여_20~29세,"2,889",409,137,481,761,291,50,30,378,352
2021년03월_여_30~39세,"2,063",213,99,328,544,216,51,35,280,297
2021년03월_여_40~49세,"2,420",134,144,431,658,256,58,37,274,428
2021년03월_여_50~59세,"3,461",158,249,571,911,412,92,70,334,664
2021년03월_여_60~69세,"4,205",183,293,611,"1,079",583,119,128,407,802
2021년03월_여_70~79세,"2,889",88,234,471,729,353,77,77,273,587
2021년03월_여_80~89세,"1,360",50,112,182,335,190,42,34,157,258
2021년03월_여_90~99세,267,15,31,60,51,39,10,3,24,34
2021년03월_여_100세 이상,16,1,1,2,2,5,2,1,1,1
2021년04월_계_총인구수,"41,311","2,524","2,830","6,451","10,737","4,711","1,049",992,"4,770","7,247"
2021년04월_계_연령구간인구수,"41,311","2,524","2,830","6,451","10,737","4,711","1,049",992,"4,770","7,247"
2021년04월_계_0~9세,"1,259",34,71,189,372,104,20,15,179,275
2021년04월_계_10~19세,"1,978",67,103,375,559,202,35,30,200,407
2021년04월_계_20~29세,"5,708",696,294,932,"1,518",553,113,63,781,758
2021년04월_계_30~39세,"4,472",439,232,668,"1,129",486,106,87,672,653
2021년04월_계_40~49세,"5,347",295,343,913,"1,432",551,115,102,673,923
2021년04월_계_50~59세,"6,947",343,525,"1,056","1,822",803,190,207,706,"1,295"
2021년04월_계_60~69세,"7,946",365,579,"1,170","2,019","1,028",251,280,790,"1,464"
2021년04월_계_70~79세,"5,109",190,446,782,"1,257",643,136,154,500,"1,001"
2021년04월_계_80~89세,"2,164",79,191,292,555,283,65,46,234,419
2021년04월_계_90~99세,361,15,45,71,71,53,14,7,34,51
2021년04월_계_100세 이상,20,1,1,3,3,5,4,1,1,1
2021년04월_남_총인구수,"20,122","1,197","1,438","3,022","5,207","2,214",531,560,"2,445","3,508"
2021년04월_남_연령구간인구수,"20,122","1,197","1,438","3,022","5,207","2,214",531,560,"2,445","3,508"
2021년04월_남_0~9세,652,18,33,99,184,61,12,9,97,139
2021년04월_남_10~19세,981,37,47,175,278,104,17,14,103,206
2021년04월_남_20~29세,"2,809",270,160,454,756,264,63,36,395,411
2021년04월_남_30~39세,"2,409",215,134,336,592,271,59,51,394,357
2021년04월_남_40~49세,"2,933",161,201,484,784,287,57,64,395,500
2021년04월_남_50~59세,"3,499",183,272,494,914,389,102,137,373,635
2021년04월_남_60~69세,"3,733",186,287,549,928,448,132,157,375,671
2021년04월_남_70~79세,"2,210",99,211,310,531,285,59,76,226,413
2021년04월_남_80~89세,796,28,79,108,217,92,23,12,77,160
2021년04월_남_90~99세,96,0,14,12,22,13,5,4,10,16
2021년04월_남_100세 이상,4,0,0,1,1,0,2,0,0,0
2021년04월_여_총인구수,"21,189","1,327","1,392","3,429","5,530","2,497",518,432,"2,325","3,739"
2021년04월_여_연령구간인구수,"21,189","1,327","1,392","3,429","5,530","2,497",518,432,"2,325","3,739"
2021년04월_여_0~9세,607,16,38,90,188,43,8,6,82,136
2021년04월_여_10~19세,997,30,56,200,281,98,18,16,97,201
2021년04월_여_20~29세,"2,899",426,134,478,762,289,50,27,386,347
2021년04월_여_30~39세,"2,063",224,98,332,537,215,47,36,278,296
2021년04월_여_40~49세,"2,414",134,142,429,648,264,58,38,278,423
2021년04월_여_50~59세,"3,448",160,253,562,908,414,88,70,333,660
2021년04월_여_60~69세,"4,213",179,292,621,"1,091",580,119,123,415,793
2021년04월_여_70~79세,"2,899",91,235,472,726,358,77,78,274,588
2021년04월_여_80~89세,"1,368",51,112,184,338,191,42,34,157,259
2021년04월_여_90~99세,265,15,31,59,49,40,9,3,24,35
2021년04월_여_100세 이상,16,1,1,2,2,5,2,1,1,1
2021년05월_계_총인구수,"41,209","2,517","2,831","6,451","10,703","4,702","1,047",987,"4,759","7,212"
2021년05월_계_연령구간인구수,"41,209","2,517","2,831","6,451","10,703","4,702","1,047",987,"4,759","7,212"
2021년05월_계_0~9세,"1,232",32,71,189,356,102,20,15,177,270
2021년05월_계_10~19세,"1,969",67,103,373,562,200,35,30,197,402
2021년05월_계_20~29세,"5,694",682,305,932,"1,513",552,113,62,790,745
2021년05월_계_30~39세,"4,458",444,232,670,"1,112",480,102,84,682,652
2021년05월_계_40~49세,"5,304",298,336,903,"1,436",547,112,101,660,911
2021년05월_계_50~59세,"6,919",347,517,"1,069","1,810",792,192,206,699,"1,287"
2021년05월_계_60~69세,"7,978",363,586,"1,166","2,029","1,041",254,281,789,"1,469"
2021년05월_계_70~79세,"5,096",189,440,783,"1,252",643,136,153,498,"1,002"
2021년05월_계_80~89세,"2,170",79,195,291,558,284,65,47,229,422
2021년05월_계_90~99세,368,15,45,72,72,55,14,7,37,51
2021년05월_계_100세 이상,21,1,1,3,3,6,4,1,1,1
2021년05월_남_총인구수,"20,065","1,189","1,435","3,025","5,183","2,212",531,553,"2,441","3,496"
2021년05월_남_연령구간인구수,"20,065","1,189","1,435","3,025","5,183","2,212",531,553,"2,441","3,496"
2021년05월_남_0~9세,638,15,34,99,176,58,12,9,96,139
2021년05월_남_10~19세,980,38,48,175,281,103,17,14,100,204
2021년05월_남_20~29세,"2,785",257,165,452,750,265,61,35,398,402
2021년05월_남_30~39세,"2,418",214,135,342,588,268,57,49,409,356
2021년05월_남_40~49세,"2,913",162,197,483,787,290,54,63,386,491
2021년05월_남_50~59세,"3,482",189,261,498,901,384,105,135,369,640
2021년05월_남_60~69세,"3,750",189,289,548,933,453,135,156,375,672
2021년05월_남_70~79세,"2,200",96,211,307,530,285,60,76,221,414
2021년05월_남_80~89세,796,29,81,107,214,92,23,12,76,162
2021년05월_남_90~99세,99,0,14,13,22,14,5,4,11,16
2021년05월_남_100세 이상,4,0,0,1,1,0,2,0,0,0
2021년05월_여_총인구수,"21,144","1,328","1,396","3,426","5,520","2,490",516,434,"2,318","3,716"
2021년05월_여_연령구간인구수,"21,144","1,328","1,396","3,426","5,520","2,490",516,434,"2,318","3,716"
2021년05월_여_0~9세,594,17,37,90,180,44,8,6,81,131
2021년05월_여_10~19세,989,29,55,198,281,97,18,16,97,198
2021년05월_여_20~29세,"2,909",425,140,480,763,287,52,27,392,343
2021년05월_여_30~39세,"2,040",230,97,328,524,212,45,35,273,296
2021년05월_여_40~49세,"2,391",136,139,420,649,257,58,38,274,420
2021년05월_여_50~59세,"3,437",158,256,571,909,408,87,71,330,647
2021년05월_여_60~69세,"4,228",174,297,618,"1,096",588,119,125,414,797
2021년05월_여_70~79세,"2,896",93,229,476,722,358,76,77,277,588
2021년05월_여_80~89세,"1,374",50,114,184,344,192,42,35,153,260
2021년05월_여_90~99세,269,15,31,59,50,41,9,3,26,35
2021년05월_여_100세 이상,17,1,1,2,2,6,2,1,1,1
2021년06월_계_총인구수,"40,561","2,573","2,733","6,365","10,622","4,513",999,940,"4,689","7,127"
2021년06월_계_연령구간인구수,"40,561","2,573","2,733","6,365","10,622","4,513",999,940,"4,689","7,127"
2021년06월_계_0~9세,"1,200",28,68,186,353,94,20,14,174,263
2021년06월_계_10~19세,"1,949",66,102,370,553,195,34,31,195,403
2021년06월_계_20~29세,"5,724",708,307,930,"1,515",562,104,59,797,742
2021년06월_계_30~39세,"4,431",459,227,661,"1,113",477,98,78,675,643
2021년06월_계_40~49세,"5,223",305,330,877,"1,411",539,108,98,653,902
2021년06월_계_50~59세,"6,825",354,492,"1,062","1,806",769,179,201,690,"1,272"
2021년06월_계_60~69세,"7,847",370,564,"1,156","2,023",998,245,266,779,"1,446"
2021년06월_계_70~79세,"4,938",188,418,767,"1,234",589,130,142,479,991
2021년06월_계_80~89세,"2,084",79,191,287,541,243,64,44,219,416
2021년06월_계_90~99세,322,15,33,66,70,43,13,6,28,48
2021년06월_계_100세 이상,18,1,1,3,3,4,4,1,0,1
2021년06월_남_총인구수,"19,799","1,229","1,390","2,988","5,156","2,121",514,530,"2,414","3,457"
2021년06월_남_연령구간인구수,"19,799","1,229","1,390","2,988","5,156","2,121",514,530,"2,414","3,457"
2021년06월_남_0~9세,624,15,32,98,174,54,12,8,94,137
2021년06월_남_10~19세,976,37,48,172,280,103,17,15,97,207
2021년06월_남_20~29세,"2,795",276,164,449,750,272,56,33,399,396
2021년06월_남_30~39세,"2,413",220,132,342,598,263,56,44,404,354
2021년06월_남_40~49세,"2,875",169,196,465,774,285,52,63,386,485
2021년06월_남_50~59세,"3,437",194,251,499,900,372,98,133,362,628
2021년06월_남_60~69세,"3,708",192,283,544,935,434,133,150,373,664
2021년06월_남_70~79세,"2,135",94,199,303,520,256,60,71,218,414
2021년06월_남_80~89세,756,32,78,105,203,74,23,9,73,159
2021년06월_남_90~99세,76,0,7,10,21,8,5,4,8,13
2021년06월_남_100세 이상,4,0,0,1,1,0,2,0,0,0
2021년06월_여_총인구수,"20,762","1,344","1,343","3,377","5,466","2,392",485,410,"2,275","3,670"
2021년06월_여_연령구간인구수,"20,762","1,344","1,343","3,377","5,466","2,392",485,410,"2,275","3,670"
2021년06월_여_0~9세,576,13,36,88,179,40,8,6,80,126
2021년06월_여_10~19세,973,29,54,198,273,92,17,16,98,196
2021년06월_여_20~29세,"2,929",432,143,481,765,290,48,26,398,346
2021년06월_여_30~39세,"2,018",239,95,319,515,214,42,34,271,289
2021년06월_여_40~49세,"2,348",136,134,412,637,254,56,35,267,417
2021년06월_여_50~59세,"3,388",160,241,563,906,397,81,68,328,644
2021년06월_여_60~69세,"4,139",178,281,612,"1,088",564,112,116,406,782
2021년06월_여_70~79세,"2,803",94,219,464,714,333,70,71,261,577
2021년06월_여_80~89세,"1,328",47,113,182,338,169,41,35,146,257
2021년06월_여_90~99세,246,15,26,56,49,35,8,2,20,35
2021년06월_여_100세 이상,14,1,1,2,2,4,2,1,0,1
2021년07월_계_총인구수,"40,666","2,669","2,725","6,344","10,634","4,537",995,944,"4,687","7,131"
