카테고리,대전광역시 대덕구,대전광역시 대덕구 오정동,대전광역시 대덕구 대화동,대전광역시 대덕구 회덕동,대전광역시 대덕구 비래동,대전광역시 대덕구 송촌동,대전광역시 대덕구 중리동,대전광역시 대덕구 신탄진동,대전광역시 대덕구 석봉동,대전광역시 대덕구 덕암동,대전광역시 대덕구 목상동,대전광역시 대덕구 법1동,대전광역시 대덕구 법2동
2020년07월_남_연령구간인구수,"88,764","7,960","3,896","6,756","8,440","14,073","10,401","5,771","7,412","7,385","3,735","4,705","8,230"
2020년07월_남_0~9세,"5,700",375,172,367,524,"1,105",541,260,922,432,259,234,509
2020년07월_남_10~19세,"8,858",559,295,553,921,"2,063",891,509,690,692,326,447,912
2020년07월_남_20~29세,"13,511","1,308",490,875,"1,284","2,264","1,665",857,981,"1,196",630,714,"1,247"
2020년07월_남_30~39세,"10,650",918,484,689,940,"1,389","1,377",651,"1,265",942,650,486,859
2020년07월_남_40~49세,"14,046","1,170",649,"1,010","1,336","2,370","1,715",866,"1,230","1,211",694,650,"1,145"
2020년07월_남_50~59세,"17,008","1,523",746,"1,317","1,595","2,905","1,931","1,158","1,152","1,444",640,976,"1,621"
2020년07월_남_60~69세,"11,680","1,308",672,"1,141","1,106","1,257","1,409",846,754,849,358,719,"1,261"
2020년07월_남_70~79세,"5,342",610,295,562,533,495,652,465,296,448,131,353,502
2020년07월_남_80~89세,"1,829",177,89,218,183,211,210,153,115,158,42,112,161
2020년07월_남_90~99세,132,10,4,20,17,13,10,6,7,13,5,14,13
2020년07월_남_100세 이상,8,2,0,4,1,1,0,0,0,0,0,0,0
2020년07월_여_총인구수,"85,727","7,067","3,482","6,530","8,455","14,334","9,662","5,487","7,063","6,576","3,135","5,232","8,704"
2020년07월_여_연령구간인구수,"85,727","7,067","3,482","6,530","8,455","14,334","9,662","5,487","7,063","6,576","3,135","5,232","8,704"
2020년07월_여_0~9세,"5,561",346,150,385,519,"1,081",536,281,887,392,255,235,494
2020년07월_여_10~19세,"8,163",476,245,515,837,"1,978",791,446,628,647,319,432,849
2020년07월_여_20~29세,"10,786","1,072",346,697,"1,045","1,923","1,361",661,779,847,442,572,"1,041"
2020년07월_여_30~39세,"8,909",693,394,606,799,"1,426",978,495,"1,181",702,420,438,777
2020년07월_여_40~49세,"13,571",896,492,885,"1,350","2,924","1,514",769,"1,121","1,022",549,694,"1,355"
2020년07월_여_50~59세,"16,381","1,365",643,"1,254","1,629","2,709","1,864","1,050","1,177","1,258",553,"1,033","1,846"
2020년07월_여_60~69세,"11,875","1,213",614,"1,120","1,266","1,237","1,477",899,728,860,326,865,"1,270"
2020년07월_여_70~79세,"6,593",660,384,647,665,643,777,544,334,530,165,591,653
2020년07월_여_80~89세,"3,330",274,172,371,303,356,316,285,198,272,87,334,362
2020년07월_여_90~99세,531,69,39,47,38,55,47,51,29,44,18,38,56
2020년07월_여_100세 이상,27,3,3,3,4,2,1,6,1,2,1,0,1
2020년08월_계_총인구수,"174,237","14,992","7,386","13,166","16,925","28,375","20,056","11,239","14,494","13,962","6,852","9,892","16,898"
2020년08월_계_연령구간인구수,"174,237","14,992","7,386","13,166","16,925","28,375","20,056","11,239","14,494","13,962","6,852","9,892","16,898"
2020년08월_계_0~9세,"11,184",706,328,742,"1,038","2,171","1,069",540,"1,800",817,511,463,999
2020년08월_계_10~19세,"16,924","1,026",536,"1,059","1,755","4,021","1,682",941,"1,317","1,333",647,869,"1,738"
2020년08월_계_20~29세,"24,262","2,380",838,"1,551","2,340","4,175","3,025","1,513","1,763","2,052","1,065","1,270","2,290"
2020년08월_계_30~39세,"19,480","1,614",881,"1,275","1,737","2,803","2,346","1,145","2,441","1,639","1,058",917,"1,624"
2020년08월_계_40~49세,"27,444","2,034","1,139","1,874","2,664","5,268","3,216","1,619","2,358","2,227","1,240","1,329","2,476"
2020년08월_계_50~59세,"33,379","2,892","1,395","2,544","3,236","5,617","3,787","2,198","2,332","2,702","1,197","2,016","3,463"
2020년08월_계_60~69세,"23,733","2,525","1,287","2,255","2,397","2,533","2,903","1,773","1,502","1,722",688,"1,590","2,558"
2020년08월_계_70~79세,"11,950","1,279",678,"1,206","1,207","1,136","1,438","1,011",629,976,295,941,"1,154"
2020년08월_계_80~89세,"5,174",450,257,585,491,577,529,437,315,436,127,448,522
2020년08월_계_90~99세,672,81,44,68,55,71,60,56,36,56,23,49,73
2020년08월_계_100세 이상,35,5,3,7,5,3,1,6,1,2,1,0,1
2020년08월_남_총인구수,"88,596","7,935","3,900","6,681","8,434","14,054","10,399","5,757","7,419","7,384","3,724","4,689","8,220"
2020년08월_남_연령구간인구수,"88,596","7,935","3,900","6,681","8,434","14,054","10,399","5,757","7,419","7,384","3,724","4,689","8,220"
2020년08월_남_0~9세,"5,631",364,173,358,512,"1,095",538,255,919,427,256,231,503
2020년08월_남_10~19세,"8,823",556,294,552,918,"2,054",899,505,692,688,327,437,901
2020년08월_남_20~29세,"13,475","1,311",495,855,"1,292","2,259","1,659",843,969,"1,204",627,712,"1,249"
2020년08월_남_30~39세,"10,607",920,477,681,938,"1,388","1,367",652,"1,266",944,636,484,854
2020년08월_남_40~49세,"13,949","1,151",647,"1,002","1,318","2,356","1,703",860,"1,230","1,206",697,643,"1,136"
2020년08월_남_50~59세,"17,010","1,525",756,"1,302","1,597","2,901","1,934","1,156","1,153","1,446",640,980,"1,620"
2020년08월_남_60~69세,"11,758","1,302",671,"1,131","1,118","1,280","1,418",858,767,850,362,721,"1,280"
2020년08월_남_70~79세,"5,368",616,295,561,539,495,661,465,299,447,132,356,502
2020년08월_남_80~89세,"1,833",177,88,215,184,211,209,157,117,159,42,112,162
2020년08월_남_90~99세,134,11,4,20,17,14,11,6,7,13,5,13,13
2020년08월_남_100세 이상,8,2,0,4,1,1,0,0,0,0,0,0,0
2020년08월_여_총인구수,"85,641","7,057","3,486","6,485","8,491","14,321","9,657","5,482","7,075","6,578","3,128","5,203","8,678"
2020년08월_여_연령구간인구수,"85,641","7,057","3,486","6,485","8,491","14,321","9,657","5,482","7,075","6,578","3,128","5,203","8,678"
2020년08월_여_0~9세,"5,553",342,155,384,526,"1,076",531,285,881,390,255,232,496
2020년08월_여_10~19세,"8,101",470,242,507,837,"1,967",783,436,625,645,320,432,837
2020년08월_여_20~29세,"10,787","1,069",343,696,"1,048","1,916","1,366",670,794,848,438,558,"1,041"
2020년08월_여_30~39세,"8,873",694,404,594,799,"1,415",979,493,"1,175",695,422,433,770
2020년08월_여_40~49세,"13,495",883,492,872,"1,346","2,912","1,513",759,"1,128","1,021",543,686,"1,340"
2020년08월_여_50~59세,"16,369","1,367",639,"1,242","1,639","2,716","1,853","1,042","1,179","1,256",557,"1,036","1,843"
2020년08월_여_60~69세,"11,975","1,223",616,"1,124","1,279","1,253","1,485",915,735,872,326,869,"1,278"
2020년08월_여_70~79세,"6,582",663,383,645,668,641,777,546,330,529,163,585,652
2020년08월_여_80~89세,"3,341",273,169,370,307,366,320,280,198,277,85,336,360
2020년08월_여_90~99세,538,70,40,48,38,57,49,50,29,43,18,36,60
2020년08월_여_100세 이상,27,3,3,3,4,2,1,6,1,2,1,0,1
2020년09월_계_총인구수,"174,922","14,975","7,359","13,054","16,895","28,298","19,941","11,143","15,802","13,768","6,712","10,149","16,826"
2020년09월_계_연령구간인구수,"174,922","14,975","7,359","13,054","16,895","28,298","19,941","11,143","15,802","13,768","6,712","10,149","16,826"
2020년09월_계_0~9세,"11,247",709,328,726,"1,023","2,142","1,051",520,"1,981",794,482,508,983
2020년09월_계_10~19세,"16,890","1,020",536,"1,048","1,763","3,986","1,656",933,"1,424","1,305",620,878,"1,721"
2020년09월_계_20~29세,"24,297","2,357",838,"1,520","2,336","4,168","3,004","1,501","1,930","2,014","1,045","1,312","2,272"
2020년09월_계_30~39세,"19,699","1,630",877,"1,269","1,722","2,791","2,322","1,127","2,752","1,604","1,027",968,"1,610"
2020년09월_계_40~49세,"27,399","2,014","1,131","1,854","2,648","5,234","3,173","1,596","2,570","2,170","1,199","1,360","2,450"
2020년09월_계_50~59세,"33,518","2,880","1,379","2,506","3,235","5,629","3,791","2,182","2,551","2,677","1,187","2,049","3,452"
2020년09월_계_60~69세,"23,972","2,548","1,292","2,272","2,412","2,562","2,906","1,768","1,593","1,727",702,"1,611","2,579"
2020년09월_계_70~79세,"11,984","1,287",675,"1,202","1,204","1,134","1,435","1,018",634,981,297,957,"1,160"
2020년09월_계_80~89세,"5,202",448,256,580,493,575,537,436,328,437,129,455,528
2020년09월_계_90~99세,678,77,44,70,54,74,65,55,38,57,23,51,70
2020년09월_계_100세 이상,36,5,3,7,5,3,1,7,1,2,1,0,1
2020년09월_남_총인구수,"88,954","7,939","3,885","6,622","8,424","14,018","10,328","5,705","8,106","7,280","3,646","4,804","8,197"
2020년09월_남_연령구간인구수,"88,954","7,939","3,885","6,622","8,424","14,018","10,328","5,705","8,106","7,280","3,646","4,804","8,197"
2020년09월_남_0~9세,"5,649",368,172,352,503,"1,084",531,241,"1,011",420,231,241,495
2020년09월_남_10~19세,"8,820",563,294,549,925,"2,037",885,501,745,675,313,443,890
2020년09월_남_20~29세,"13,499","1,300",496,834,"1,291","2,258","1,651",841,"1,048","1,178",619,730,"1,253"
2020년09월_남_30~39세,"10,742",926,477,681,942,"1,381","1,348",644,"1,440",927,621,509,846
2020년09월_남_40~49세,"13,916","1,139",640,984,"1,302","2,341","1,676",844,"1,350","1,182",678,661,"1,119"
2020년09월_남_50~59세,"17,078","1,523",750,"1,287","1,599","2,904","1,930","1,148","1,258","1,430",633,994,"1,622"
2020년09월_남_60~69세,"11,880","1,310",669,"1,140","1,122","1,294","1,426",855,827,845,368,733,"1,291"
2020년09월_남_70~79세,"5,389",623,295,558,536,496,659,469,297,451,137,364,504
2020년09월_남_80~89세,"1,834",174,88,211,187,207,209,156,121,159,42,115,165
2020년09월_남_90~99세,139,11,4,22,16,15,13,6,9,13,4,14,12
2020년09월_남_100세 이상,8,2,0,4,1,1,0,0,0,0,0,0,0
2020년09월_여_총인구수,"85,968","7,036","3,474","6,432","8,471","14,280","9,613","5,438","7,696","6,488","3,066","5,345","8,629"
2020년09월_여_연령구간인구수,"85,968","7,036","3,474","6,432","8,471","14,280","9,613","5,438","7,696","6,488","3,066","5,345","8,629"
2020년09월_여_0~9세,"5,598",341,156,374,520,"1,058",520,279,970,374,251,267,488
2020년09월_여_10~19세,"8,070",457,242,499,838,"1,949",771,432,679,630,307,435,831
2020년09월_여_20~29세,"10,798","1,057",342,686,"1,045","1,910","1,353",660,882,836,426,582,"1,019"
2020년09월_여_30~39세,"8,957",704,400,588,780,"1,410",974,483,"1,312",677,406,459,764
2020년09월_여_40~49세,"13,483",875,491,870,"1,346","2,893","1,497",752,"1,220",988,521,699,"1,331"
2020년09월_여_50~59세,"16,440","1,357",629,"1,219","1,636","2,725","1,861","1,034","1,293","1,247",554,"1,055","1,830"
2020년09월_여_60~69세,"12,092","1,238",623,"1,132","1,290","1,268","1,480",913,766,882,334,878,"1,288"
2020년09월_여_70~79세,"6,595",664,380,644,668,638,776,549,337,530,160,593,656
2020년09월_여_80~89세,"3,368",274,168,369,306,368,328,280,207,278,87,340,363
2020년09월_여_90~99세,539,66,40,48,38,59,52,49,29,44,19,37,58
2020년09월_여_100세 이상,28,3,3,3,4,2,1,7,1,2,1,0,1
2020년10월_계_총인구수,"175,844","14,885","7,317","12,904","16,802","28,081","19,674","11,058","16,225","13,688","6,686","11,921","16,603"
2020년10월_계_연령구간인구수,"175,844","14,885","7,317","12,904","16,802","28,081","19,674","11,058","16,225","13,688","6,686","11,921","16,603"
2020년10월_계_0~9세,"11,328",699,332,705,"1,002","2,102","1,009",512,"2,032",788,478,677,992
2020년10월_계_10~19세,"16,865","1,010",520,"1,044","1,750","3,949","1,626",928,"1,448","1,283",613,"1,000","1,694"
2020년10월_계_20~29세,"24,405","2,334",823,"1,495","2,322","4,159","2,975","1,483","1,995","2,011","1,035","1,565","2,208"
2020년10월_계_30~39세,"19,963","1,614",880,"1,252","1,704","2,750","2,282","1,106","2,830","1,604","1,034","1,291","1,616"
2020년10월_계_40~49세,"27,386","1,993","1,112","1,824","2,630","5,183","3,106","1,579","2,636","2,132","1,187","1,609","2,395"
2020년10월_계_50~59세,"33,667","2,850","1,381","2,474","3,217","5,585","3,747","2,162","2,623","2,674","1,176","2,422","3,356"
2020년10월_계_60~69세,"24,244","2,560","1,295","2,261","2,424","2,568","2,900","1,769","1,641","1,727",704,"1,817","2,578"
2020년10월_계_70~79세,"12,030","1,287",672,"1,201","1,200","1,131","1,425","1,021",644,968,304,"1,018","1,159"
2020년10월_계_80~89세,"5,236",456,253,571,492,578,539,437,335,440,130,472,533
2020년10월_계_90~99세,683,77,46,70,55,73,64,54,40,59,24,49,72
2020년10월_계_100세 이상,37,5,3,7,6,3,1,7,1,2,1,1,0
2020년10월_남_총인구수,"89,408","7,885","3,870","6,536","8,386","13,898","10,196","5,656","8,340","7,260","3,628","5,669","8,084"
2020년10월_남_연령구간인구수,"89,408","7,885","3,870","6,536","8,386","13,898","10,196","5,656","8,340","7,260","3,628","5,669","8,084"
2020년10월_남_0~9세,"5,698",361,175,344,497,"1,056",505,239,"1,047",419,227,330,498
2020년10월_남_10~19세,"8,807",558,285,544,922,"2,017",873,495,759,666,310,505,873
2020년10월_남_20~29세,"13,547","1,284",489,814,"1,280","2,247","1,639",832,"1,096","1,180",614,853,"1,219"
2020년10월_남_30~39세,"10,880",918,477,675,937,"1,369","1,316",628,"1,472",929,627,680,852
2020년10월_남_40~49세,"13,931","1,127",634,969,"1,290","2,321","1,645",834,"1,389","1,168",673,779,"1,102"
2020년10월_남_50~59세,"17,118","1,509",752,"1,277","1,582","2,867","1,914","1,136","1,294","1,435",625,"1,156","1,571"
2020년10월_남_60~69세,"12,009","1,314",673,"1,127","1,132","1,301","1,428",858,847,843,366,833,"1,287"
2020년10월_남_70~79세,"5,427",624,295,554,540,494,653,475,305,443,140,401,503
2020년10월_남_80~89세,"1,840",177,85,206,188,210,210,153,122,161,42,119,167
2020년10월_남_90~99세,142,11,5,22,16,15,13,6,9,16,4,13,12
2020년10월_남_100세 이상,9,2,0,4,2,1,0,0,0,0,0,0,0
2020년10월_여_총인구수,"86,436","7,000","3,447","6,368","8,416","14,183","9,478","5,402","7,885","6,428","3,058","6,252","8,519"
2020년10월_여_연령구간인구수,"86,436","7,000","3,447","6,368","8,416","14,183","9,478","5,402","7,885","6,428","3,058","6,252","8,519"
2020년10월_여_0~9세,"5,630",338,157,361,505,"1,046",504,273,985,369,251,347,494
2020년10월_여_10~19세,"8,058",452,235,500,828,"1,932",753,433,689,617,303,495,821
2020년10월_여_20~29세,"10,858","1,050",334,681,"1,042","1,912","1,336",651,899,831,421,712,989
2020년10월_여_30~39세,"9,083",696,403,577,767,"1,381",966,478,"1,358",675,407,611,764
2020년10월_여_40~49세,"13,455",866,478,855,"1,340","2,862","1,461",745,"1,247",964,514,830,"1,293"
2020년10월_여_50~59세,"16,549","1,341",629,"1,197","1,635","2,718","1,833","1,026","1,329","1,239",551,"1,266","1,785"
2020년10월_여_60~69세,"12,235","1,246",622,"1,134","1,292","1,267","1,472",911,794,884,338,984,"1,291"
2020년10월_여_70~79세,"6,603",663,377,647,660,637,772,546,339,525,164,617,656
2020년10월_여_80~89세,"3,396",279,168,365,304,368,329,284,213,279,88,353,366
2020년10월_여_90~99세,541,66,41,48,39,58,51,48,31,43,20,36,60
2020년10월_여_100세 이상,28,3,3,3,4,2,1,7,1,2,1,1,0
2020년11월_계_총인구수,"176,293","14,829","7,233","12,850","16,726","28,041","19,565","11,063","16,342","13,660","6,699","12,712","16,573"
2020년11월_계_연령구간인구수,"176,293","14,829","7,233","12,850","16,726","28,041","19,565","11,063","16,342","13,660","6,699","12,712","16,573"
2020년11월_계_0~9세,"11,306",682,321,702,986,"2,090",994,507,"2,031",780,474,759,980
2020년11월_계_10~19세,"16,798",999,518,"1,034","1,737","3,934","1,602",926,"1,455","1,265",610,"1,042","1,676"
2020년11월_계_20~29세,"24,519","2,344",799,"1,484","2,315","4,158","2,973","1,489","2,010","2,013","1,038","1,674","2,222"
2020년11월_계_30~39세,"20,094","1,582",865,"1,261","1,679","2,761","2,262","1,106","2,855","1,611","1,032","1,473","1,607"
2020년11월_계_40~49세,"27,320","1,982","1,095","1,809","2,628","5,113","3,076","1,567","2,656","2,111","1,184","1,711","2,388"
2020년11월_계_50~59세,"33,754","2,838","1,370","2,450","3,185","5,605","3,737","2,171","2,657","2,661","1,187","2,554","3,339"
2020년11월_계_60~69세,"24,459","2,567","1,296","2,266","2,435","2,590","2,905","1,781","1,648","1,739",710,"1,927","2,595"
2020년11월_계_70~79세,"12,066","1,300",665,"1,192","1,201","1,133","1,419","1,017",647,976,310,"1,045","1,161"
2020년11월_계_80~89세,"5,243",453,252,573,497,580,532,437,341,442,130,477,529
2020년11월_계_90~99세,695,77,49,72,57,73,64,54,41,60,23,49,76
2020년11월_계_100세 이상,39,5,3,7,6,4,1,8,1,2,1,1,0
2020년11월_남_총인구수,"89,677","7,862","3,823","6,519","8,350","13,892","10,155","5,661","8,398","7,247","3,642","6,053","8,075"
2020년11월_남_연령구간인구수,"89,677","7,862","3,823","6,519","8,350","13,892","10,155","5,661","8,398","7,247","3,642","6,053","8,075"
2020년11월_남_0~9세,"5,688",353,167,343,488,"1,055",494,236,"1,047",419,226,368,492
2020년11월_남_10~19세,"8,764",550,286,540,917,"2,010",858,491,765,647,309,521,870
2020년11월_남_20~29세,"13,602","1,292",472,809,"1,277","2,234","1,647",835,"1,097","1,188",614,909,"1,228"
2020년11월_남_30~39세,"10,979",900,465,684,926,"1,381","1,306",633,"1,484",939,630,780,851
2020년11월_남_40~49세,"13,918","1,124",633,964,"1,289","2,289","1,640",829,"1,404","1,148",673,824,"1,101"
2020년11월_남_50~59세,"17,149","1,505",742,"1,265","1,563","2,876","1,909","1,138","1,309","1,438",631,"1,214","1,559"
2020년11월_남_60~69세,"12,131","1,317",673,"1,132","1,144","1,320","1,425",864,851,846,371,894,"1,294"
2020년11월_남_70~79세,"5,445",632,294,550,538,498,655,474,306,446,142,408,502
2020년11월_남_80~89세,"1,849",177,86,205,190,213,208,154,126,161,42,121,166
2020년11월_남_90~99세,142,10,5,23,16,15,13,6,9,15,4,14,12
2020년11월_남_100세 이상,10,2,0,4,2,1,0,1,0,0,0,0,0
2020년11월_여_총인구수,"86,616","6,967","3,410","6,331","8,376","14,149","9,410","5,402","7,944","6,413","3,057","6,659","8,498"
2020년11월_여_연령구간인구수,"86,616","6,967","3,410","6,331","8,376","14,149","9,410","5,402","7,944","6,413","3,057","6,659","8,498"
2020년11월_여_0~9세,"5,618",329,154,359,498,"1,035",500,271,984,361,248,391,488
2020년11월_여_10~19세,"8,034",449,232,494,820,"1,924",744,435,690,618,301,521,806
2020년11월_여_20~29세,"10,917","1,052",327,675,"1,038","1,924","1,326",654,913,825,424,765,994
2020년11월_여_30~39세,"9,115",682,400,577,753,"1,380",956,473,"1,371",672,402,693,756
2020년11월_여_40~49세,"13,402",858,462,845,"1,339","2,824","1,436",738,"1,252",963,511,887,"1,287"
2020년11월_여_50~59세,"16,605","1,333",628,"1,185","1,622","2,729","1,828","1,033","1,348","1,223",556,"1,340","1,780"
2020년11월_여_60~69세,"12,328","1,250",623,"1,134","1,291","1,270","1,480",917,797,893,339,"1,033","1,301"
2020년11월_여_70~79세,"6,621",668,371,642,663,635,764,543,341,530,168,637,659
2020년11월_여_80~89세,"3,394",276,166,368,307,367,324,283,215,281,88,356,363
2020년11월_여_90~99세,553,67,44,49,41,58,51,48,32,45,19,35,64
2020년11월_여_100세 이상,29,3,3,3,4,3,1,7,1,2,1,1,0
2020년12월_계_총인구수,"176,384","14,775","7,180","12,782","16,671","27,921","19,594","11,053","16,475","13,686","6,683","13,076","16,488"
2020년12월_계_연령구간인구수,"176,384","14,775","7,180","12,782","16,671","27,921","19,594","11,053","16,475","13,686","6,683","13,076","16,488"
2020년12월_계_0~9세,"11,307",681,315,698,974,"2,071",988,503,"2,052",771,466,823,965
2020년12월_계_10~19세,"16,700",989,513,"1,021","1,718","3,921","1,600",908,"1,466","1,249",619,"1,063","1,633"
2020년12월_계_20~29세,"24,528","2,329",791,"1,469","2,314","4,125","2,975","1,484","2,006","2,059","1,030","1,722","2,224"
2020년12월_계_30~39세,"20,177","1,580",849,"1,266","1,651","2,737","2,264","1,106","2,909","1,624","1,019","1,574","1,598"
2020년12월_계_40~49세,"27,261","1,973","1,100","1,793","2,620","5,081","3,068","1,552","2,686","2,100","1,180","1,758","2,350"
2020년12월_계_50~59세,"33,686","2,815","1,353","2,427","3,183","5,591","3,747","2,177","2,658","2,651","1,180","2,582","3,322"
2020년12월_계_60~69세,"24,620","2,567","1,295","2,259","2,441","2,614","2,921","1,803","1,667","1,749",721,"1,970","2,613"
2020년12월_계_70~79세,"12,102","1,298",663,"1,191","1,208","1,129","1,420","1,020",649,983,313,"1,057","1,171"
2020년12월_계_80~89세,"5,275",461,248,582,500,575,547,439,338,440,131,479,535
2020년12월_계_90~99세,689,77,51,69,55,73,63,53,43,58,23,47,77
2020년12월_계_100세 이상,39,5,2,7,7,4,1,8,1,2,1,1,0
2020년12월_남_총인구수,"89,698","7,838","3,789","6,478","8,317","13,833","10,173","5,646","8,467","7,273","3,624","6,230","8,030"
2020년12월_남_연령구간인구수,"89,698","7,838","3,789","6,478","8,317","13,833","10,173","5,646","8,467","7,273","3,624","6,230","8,030"
2020년12월_남_0~9세,"5,693",352,166,342,482,"1,048",490,235,"1,059",413,223,397,486
2020년12월_남_10~19세,"8,714",553,280,534,907,"1,996",858,483,769,638,313,537,846
2020년12월_남_20~29세,"13,576","1,274",461,795,"1,275","2,220","1,659",829,"1,098","1,214",601,920,"1,230"
2020년12월_남_30~39세,"11,032",899,453,686,907,"1,376","1,305",628,"1,506",957,626,842,847
2020년12월_남_40~49세,"13,883","1,120",636,948,"1,288","2,276","1,632",823,"1,421","1,143",665,852,"1,079"
2020년12월_남_50~59세,"17,121","1,494",730,"1,262","1,566","2,868","1,915","1,136","1,311","1,432",634,"1,213","1,560"
2020년12월_남_60~69세,"12,194","1,320",677,"1,126","1,140","1,324","1,434",876,863,850,370,920,"1,294"
2020년12월_남_70~79세,"5,467",632,294,550,544,496,657,474,307,448,145,414,506
2020년12월_남_80~89세,"1,866",181,86,209,191,212,211,155,125,162,43,121,170
2020년12월_남_90~99세,142,11,6,22,15,16,12,6,8,16,4,14,12
2020년12월_남_100세 이상,10,2,0,4,2,1,0,1,0,0,0,0,0
2020년12월_여_총인구수,"86,686","6,937","3,391","6,304","8,354","14,088","9,421","5,407","8,008","6,413","3,059","6,846","8,458"
2020년12월_여_연령구간인구수,"86,686","6,937","3,391","6,304","8,354","14,088","9,421","5,407","8,008","6,413","3,059","6,846","8,458"
2020년12월_여_0~9세,"5,614",329,149,356,492,"1,023",498,268,993,358,243,426,479
2020년12월_여_10~19세,"7,986",436,233,487,811,"1,925",742,425,697,611,306,526,787
2020년12월_여_20~29세,"10,952","1,055",330,674,"1,039","1,905","1,316",655,908,845,429,802,994
2020년12월_여_30~39세,"9,145",681,396,580,744,"1,361",959,478,"1,403",667,393,732,751
2020년12월_여_40~49세,"13,378",853,464,845,"1,332","2,805","1,436",729,"1,265",957,515,906,"1,271"
2020년12월_여_50~59세,"16,565","1,321",623,"1,165","1,617","2,723","1,832","1,041","1,347","1,219",546,"1,369","1,762"
2020년12월_여_60~69세,"12,426","1,247",618,"1,133","1,301","1,290","1,487",927,804,899,351,"1,050","1,319"
2020년12월_여_70~79세,"6,635",666,369,641,664,633,763,546,342,535,168,643,665
2020년12월_여_80~89세,"3,409",280,162,373,309,363,336,284,213,278,88,358,365
2020년12월_여_90~99세,547,66,45,47,40,57,51,47,35,42,19,33,65
2020년12월_여_100세 이상,29,3,2,3,5,3,1,7,1,2,1,1,0
2021년01월_계_총인구수,"176,199","14,664","7,158","12,723","16,579","27,860","19,588","11,018","16,525","13,749","6,694","13,192","16,449"
2021년01월_계_연령구간인구수,"176,199","14,664","7,158","12,723","16,579","27,860","19,588","11,018","16,525","13,749","6,694","13,192","16,449"
2021년01월_계_0~9세,"11,217",657,309,687,947,"2,055",974,496,"2,041",775,470,840,966
2021년01월_계_10~19세,"16,594",987,504,"1,016","1,700","3,877","1,596",898,"1,476","1,248",613,"1,066","1,613"
2021년01월_계_20~29세,"24,510","2,289",791,"1,459","2,310","4,110","2,981","1,487","2,006","2,095","1,033","1,735","2,214"
2021년01월_계_30~39세,"20,117","1,560",847,"1,257","1,624","2,725","2,243","1,104","2,926","1,627","1,020","1,605","1,579"
2021년01월_계_40~49세,"27,160","1,956","1,090","1,786","2,611","5,059","3,061","1,525","2,691","2,094","1,188","1,761","2,338"
2021년01월_계_50~59세,"33,617","2,791","1,348","2,403","3,168","5,614","3,733","2,176","2,653","2,646","1,164","2,601","3,320"
2021년01월_계_60~69세,"24,819","2,585","1,306","2,275","2,443","2,625","2,945","1,808","1,698","1,775",737,"1,992","2,630"
2021년01월_계_70~79세,"12,113","1,296",662,"1,182","1,214","1,137","1,439","1,020",643,980,308,"1,063","1,169"
2021년01월_계_80~89세,"5,310",460,248,583,499,579,550,442,346,447,136,479,541
2021년01월_계_90~99세,702,78,51,68,56,74,65,54,44,60,24,49,79
2021년01월_계_100세 이상,40,5,2,7,7,5,1,8,1,2,1,1,0
2021년01월_남_총인구수,"89,563","7,779","3,778","6,452","8,266","13,790","10,151","5,629","8,484","7,305","3,637","6,271","8,021"
2021년01월_남_연령구간인구수,"89,563","7,779","3,778","6,452","8,266","13,790","10,151","5,629","8,484","7,305","3,637","6,271","8,021"
2021년01월_남_0~9세,"5,649",344,165,339,470,"1,039",477,232,"1,050",414,229,403,487
2021년01월_남_10~19세,"8,661",550,274,533,900,"1,959",861,479,770,641,310,541,843
2021년01월_남_20~29세,"13,551","1,255",458,791,"1,268","2,224","1,646",828,"1,108","1,224",604,919,"1,226"
2021년01월_남_30~39세,"10,985",897,450,687,889,"1,373","1,282",622,"1,506",963,624,854,838
2021년01월_남_40~49세,"13,841","1,107",631,943,"1,282","2,265","1,633",809,"1,426","1,135",675,857,"1,078"
2021년01월_남_50~59세,"17,073","1,476",725,"1,253","1,561","2,870","1,906","1,139","1,307","1,435",625,"1,219","1,557"
2021년01월_남_60~69세,"12,293","1,327",687,"1,126","1,139","1,331","1,450",882,879,866,377,928,"1,301"
2021년01월_남_70~79세,"5,486",630,294,546,550,501,669,477,304,447,143,417,508
2021년01월_남_80~89세,"1,867",179,88,208,189,210,214,155,125,164,46,119,170
2021년01월_남_90~99세,148,12,6,22,16,17,13,6,9,16,4,14,13
2021년01월_남_100세 이상,9,2,0,4,2,1,0,0,0,0,0,0,0
2021년01월_여_총인구수,"86,636","6,885","3,380","6,271","8,313","14,070","9,437","5,389","8,041","6,444","3,057","6,921","8,428"
2021년01월_여_연령구간인구수,"86,636","6,885","3,380","6,271","8,313","14,070","9,437","5,389","8,041","6,444","3,057","6,921","8,428"
2021년01월_여_0~9세,"5,568",313,144,348,477,"1,016",497,264,991,361,241,437,479
2021년01월_여_10~19세,"7,933",437,230,483,800,"1,918",735,419,706,607,303,525,770
2021년01월_여_20~29세,"10,959","1,034",333,668,"1,042","1,886","1,335",659,898,871,429,816,988
2021년01월_여_30~39세,"9,132",663,397,570,735,"1,352",961,482,"1,420",664,396,751,741
2021년01월_여_40~49세,"13,319",849,459,843,"1,329","2,794","1,428",716,"1,265",959,513,904,"1,260"
2021년01월_여_50~59세,"16,544","1,315",623,"1,150","1,607","2,744","1,827","1,037","1,346","1,211",539,"1,382","1,763"
