카테고리,대구광역시 서구,대구광역시 서구 내당1동,대구광역시 서구 내당2.3동,대구광역시 서구 내당4동,대구광역시 서구 비산1동,대구광역시 서구 비산2.3동,대구광역시 서구 비산4동,대구광역시 서구 비산5동,대구광역시 서구 비산6동,대구광역시 서구 비산7동,대구광역시 서구 평리1동,대구광역시 서구 평리2동,대구광역시 서구 평리3동,대구광역시 서구 평리4동,대구광역시 서구 평리5동,대구광역시 서구 평리6동,대구광역시 서구 상중이동,대구광역시 서구 원대동
2020년08월_계_90~99세,752,28,49,78,50,64,41,28,28,34,37,27,47,85,5,20,94,37
2020년08월_계_100세 이상,99,10,7,2,8,17,11,1,7,4,6,1,3,4,6,0,12,0
2020년08월_남_총인구수,"86,481","4,320","5,057","8,315","5,044","4,871","5,013","3,326","3,892","5,898","4,059","4,034","5,201","9,100","1,016","2,865","10,418","4,052"
2020년08월_남_연령구간인구수,"86,481","4,320","5,057","8,315","5,044","4,871","5,013","3,326","3,892","5,898","4,059","4,034","5,201","9,100","1,016","2,865","10,418","4,052"
2020년08월_남_0~9세,"4,018",185,173,393,159,167,190,109,110,207,154,336,191,688,47,87,692,130
2020년08월_남_10~19세,"5,870",280,301,663,351,278,336,188,275,319,273,285,353,638,63,176,886,205
2020년08월_남_20~29세,"12,089",706,690,"1,327",655,576,718,377,575,794,599,492,712,"1,287",136,383,"1,494",568
2020년08월_남_30~39세,"10,115",542,578,"1,128",518,489,596,382,415,585,441,529,595,"1,235",110,316,"1,234",422
2020년08월_남_40~49세,"12,527",572,753,"1,114",775,687,717,448,516,885,581,648,753,"1,355",150,408,"1,543",622
2020년08월_남_50~59세,"17,475",810,"1,017","1,474","1,109","1,023",977,729,861,"1,391",860,726,"1,133","1,709",205,627,"1,976",848
2020년08월_남_60~69세,"14,367",710,866,"1,281",848,893,866,595,668,"1,014",678,608,907,"1,365",177,559,"1,641",691
2020년08월_남_70~79세,"7,538",387,504,705,470,549,456,366,345,556,345,314,428,643,96,226,736,412
2020년08월_남_80~89세,"2,318",120,164,209,149,196,150,123,120,142,119,91,121,167,31,77,194,145
2020년08월_남_90~99세,141,6,9,21,7,13,4,9,5,4,6,4,8,13,0,6,17,9
2020년08월_남_100세 이상,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020년08월_여_총인구수,"85,984","4,430","5,279","8,862","4,836","4,905","5,157","3,178","4,012","5,201","3,936","4,220","5,074","9,289",913,"2,530","10,258","3,904"
2020년08월_여_연령구간인구수,"85,984","4,430","5,279","8,862","4,836","4,905","5,157","3,178","4,012","5,201","3,936","4,220","5,074","9,289",913,"2,530","10,258","3,904"
2020년08월_여_0~9세,"3,806",162,165,391,154,140,201,96,113,182,146,309,167,680,38,87,624,151
2020년08월_여_10~19세,"5,343",244,262,627,293,230,300,168,237,298,221,301,278,617,52,164,831,220
2020년08월_여_20~29세,"9,866",644,617,"1,133",504,477,613,310,470,553,436,440,618,"1,057",95,267,"1,213",419
2020년08월_여_30~39세,"7,759",424,399,886,365,345,406,247,294,451,309,476,429,"1,121",92,176,"1,038",301
2020년08월_여_40~49세,"10,814",530,591,"1,173",585,502,619,358,528,601,467,606,605,"1,268",107,287,"1,509",478
2020년08월_여_50~59세,"17,352",913,"1,025","1,749","1,033",934,"1,068",594,829,"1,091",797,785,"1,128","1,834",196,566,"2,020",790
2020년08월_여_60~69세,"16,251",816,"1,080","1,580",928,997,"1,029",694,814,"1,044",787,711,969,"1,534",185,527,"1,790",766
2020년08월_여_70~79세,"9,692",444,761,864,656,833,590,469,473,667,505,403,581,745,106,292,793,510
2020년08월_여_80~89세,"4,414",223,334,400,270,379,286,222,226,281,234,166,257,357,32,150,356,241
2020년08월_여_90~99세,611,22,40,57,43,51,37,19,23,30,31,23,39,72,5,14,77,28
2020년08월_여_100세 이상,76,8,5,2,5,17,8,1,5,3,3,0,3,4,5,0,7,0
2020년09월_계_총인구수,"171,947","8,697","10,235","17,140","9,847","9,753","10,140","6,445","7,915","11,145","7,993","8,204","10,232","18,381","1,907","5,348","20,640","7,925"
2020년09월_계_연령구간인구수,"171,947","8,697","10,235","17,140","9,847","9,753","10,140","6,445","7,915","11,145","7,993","8,204","10,232","18,381","1,907","5,348","20,640","7,925"
2020년09월_계_0~9세,"7,745",330,329,765,309,298,395,198,224,395,298,638,357,"1,374",84,164,"1,310",277
2020년09월_계_10~19세,"11,136",521,555,"1,288",642,503,632,345,512,617,490,584,626,"1,249",111,344,"1,698",419
2020년09월_계_20~29세,"21,845","1,349","1,293","2,454","1,147","1,053","1,316",677,"1,048","1,344","1,037",929,"1,313","2,325",228,637,"2,711",984
2020년09월_계_30~39세,"17,785",950,966,"2,005",884,822,996,625,706,"1,058",752,994,"1,012","2,343",203,488,"2,258",723
2020년09월_계_40~49세,"23,202","1,093","1,325","2,290","1,354","1,171","1,334",792,"1,034","1,484","1,047","1,245","1,347","2,642",249,687,"3,028","1,080"
2020년09월_계_50~59세,"34,680","1,708","2,017","3,195","2,133","1,967","2,034","1,316","1,699","2,472","1,654","1,496","2,248","3,540",397,"1,181","3,991","1,632"
2020년09월_계_60~69세,"30,754","1,533","1,948","2,881","1,779","1,900","1,910","1,283","1,489","2,085","1,465","1,326","1,886","2,904",359,"1,092","3,451","1,463"
2020년09월_계_70~79세,"17,180",827,"1,248","1,571","1,120","1,375","1,032",831,816,"1,228",847,707,"1,017","1,388",204,513,"1,531",925
2020년09월_계_80~89세,"6,756",343,500,612,420,580,437,348,351,424,358,258,376,526,62,222,554,385
2020년09월_계_90~99세,764,33,47,77,51,66,43,29,29,34,39,26,47,86,4,20,96,37
2020년09월_계_100세 이상,100,10,7,2,8,18,11,1,7,4,6,1,3,4,6,0,12,0
2020년09월_남_총인구수,"86,202","4,298","5,000","8,292","5,033","4,856","4,991","3,293","3,897","5,916","4,058","4,008","5,170","9,113","1,001","2,838","10,395","4,043"
2020년09월_남_연령구간인구수,"86,202","4,298","5,000","8,292","5,033","4,856","4,991","3,293","3,897","5,916","4,058","4,008","5,170","9,113","1,001","2,838","10,395","4,043"
2020년09월_남_0~9세,"3,999",179,166,385,157,165,195,106,113,212,154,332,191,690,47,86,693,128
2020년09월_남_10~19세,"5,816",283,295,659,346,275,332,183,274,315,269,281,350,637,61,175,878,203
2020년09월_남_20~29세,"12,030",707,689,"1,319",652,578,711,366,572,793,604,489,704,"1,276",135,378,"1,493",564
2020년09월_남_30~39세,"10,064",534,571,"1,131",519,478,592,387,411,594,440,520,588,"1,233",109,306,"1,229",422
2020년09월_남_40~49세,"12,439",563,740,"1,116",774,672,712,439,515,883,585,647,741,"1,366",143,401,"1,529",613
2020년09월_남_50~59세,"17,410",806,"1,001","1,456","1,107","1,030",968,725,866,"1,387",857,717,"1,131","1,718",202,618,"1,973",848
2020년09월_남_60~69세,"14,422",710,868,"1,291",852,898,877,591,672,"1,024",677,613,902,"1,365",175,564,"1,649",694
2020년09월_남_70~79세,"7,538",384,495,707,467,552,448,364,346,560,345,312,436,644,98,229,732,419
2020년09월_남_80~89세,"2,318",122,164,207,150,195,149,123,121,142,118,92,119,171,30,75,196,144
2020년09월_남_90~99세,143,8,9,21,6,13,4,9,5,5,6,4,8,13,0,6,18,8
2020년09월_남_100세 이상,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020년09월_여_총인구수,"85,745","4,399","5,235","8,848","4,814","4,897","5,149","3,152","4,018","5,229","3,935","4,196","5,062","9,268",906,"2,510","10,245","3,882"
2020년09월_여_연령구간인구수,"85,745","4,399","5,235","8,848","4,814","4,897","5,149","3,152","4,018","5,229","3,935","4,196","5,062","9,268",906,"2,510","10,245","3,882"
2020년09월_여_0~9세,"3,746",151,163,380,152,133,200,92,111,183,144,306,166,684,37,78,617,149
2020년09월_여_10~19세,"5,320",238,260,629,296,228,300,162,238,302,221,303,276,612,50,169,820,216
2020년09월_여_20~29세,"9,815",642,604,"1,135",495,475,605,311,476,551,433,440,609,"1,049",93,259,"1,218",420
2020년09월_여_30~39세,"7,721",416,395,874,365,344,404,238,295,464,312,474,424,"1,110",94,182,"1,029",301
2020년09월_여_40~49세,"10,763",530,585,"1,174",580,499,622,353,519,601,462,598,606,"1,276",106,286,"1,499",467
2020년09월_여_50~59세,"17,270",902,"1,016","1,739","1,026",937,"1,066",591,833,"1,085",797,779,"1,117","1,822",195,563,"2,018",784
2020년09월_여_60~69세,"16,332",823,"1,080","1,590",927,"1,002","1,033",692,817,"1,061",788,713,984,"1,539",184,528,"1,802",769
2020년09월_여_70~79세,"9,642",443,753,864,653,823,584,467,470,668,502,395,581,744,106,284,799,506
2020년09월_여_80~89세,"4,438",221,336,405,270,385,288,225,230,282,240,166,257,355,32,147,358,241
2020년09월_여_90~99세,621,25,38,56,45,53,39,20,24,29,33,22,39,73,4,14,78,29
2020년09월_여_100세 이상,77,8,5,2,5,18,8,1,5,3,3,0,3,4,5,0,7,0
2020년10월_계_총인구수,"171,576","8,680","10,218","17,060","9,838","9,721","10,117","6,423","7,868","11,169","7,983","8,208","10,217","18,360","1,886","5,320","20,607","7,901"
2020년10월_계_연령구간인구수,"171,576","8,680","10,218","17,060","9,838","9,721","10,117","6,423","7,868","11,169","7,983","8,208","10,217","18,360","1,886","5,320","20,607","7,901"
2020년10월_계_0~9세,"7,675",329,331,740,307,295,396,195,221,398,295,640,360,"1,353",80,162,"1,300",273
2020년10월_계_10~19세,"11,053",513,551,"1,268",637,496,627,347,502,615,484,584,620,"1,241",110,337,"1,701",420
2020년10월_계_20~29세,"21,816","1,337","1,297","2,446","1,156","1,051","1,317",675,"1,039","1,355","1,035",928,"1,313","2,340",226,636,"2,685",980
2020년10월_계_30~39세,"17,666",943,968,"1,989",874,809,985,615,701,"1,063",749,990,"1,013","2,313",198,491,"2,249",716
2020년10월_계_40~49세,"23,134","1,099","1,312","2,295","1,347","1,170","1,317",789,"1,021","1,479","1,051","1,248","1,351","2,631",245,676,"3,018","1,085"
2020년10월_계_50~59세,"34,562","1,688","2,010","3,176","2,130","1,956","2,033","1,312","1,696","2,467","1,655","1,478","2,232","3,547",395,"1,169","4,000","1,618"
2020년10월_계_60~69세,"30,833","1,549","1,945","2,884","1,789","1,902","1,916","1,281","1,485","2,092","1,461","1,341","1,877","2,931",359,"1,098","3,456","1,467"
2020년10월_계_70~79세,"17,167",835,"1,241","1,567","1,119","1,377","1,030",834,816,"1,233",842,709,"1,018","1,385",201,510,"1,533",917
2020년10월_계_80~89세,"6,810",344,510,615,421,583,442,343,351,429,366,264,383,530,61,222,558,388
2020년10월_계_90~99세,758,33,46,78,50,63,43,31,29,34,39,25,47,85,4,19,95,37
2020년10월_계_100세 이상,102,10,7,2,8,19,11,1,7,4,6,1,3,4,7,0,12,0
2020년10월_남_총인구수,"86,015","4,291","4,995","8,254","5,019","4,840","4,981","3,284","3,869","5,932","4,055","4,007","5,153","9,115",989,"2,821","10,389","4,021"
2020년10월_남_연령구간인구수,"86,015","4,291","4,995","8,254","5,019","4,840","4,981","3,284","3,869","5,932","4,055","4,007","5,153","9,115",989,"2,821","10,389","4,021"
2020년10월_남_0~9세,"3,959",180,166,372,154,162,196,104,110,214,150,334,191,679,46,85,691,125
2020년10월_남_10~19세,"5,764",280,292,654,344,272,327,180,265,311,269,279,344,631,60,172,882,202
2020년10월_남_20~29세,"12,026",702,688,"1,314",655,580,716,371,569,804,599,492,699,"1,288",135,373,"1,480",561
2020년10월_남_30~39세,"10,016",528,574,"1,132",515,472,586,380,407,593,442,514,593,"1,221",106,309,"1,231",413
2020년10월_남_40~49세,"12,392",568,733,"1,112",765,672,707,438,512,881,589,648,740,"1,366",139,393,"1,513",616
2020년10월_남_50~59세,"17,379",799,"1,000","1,446","1,106","1,027",969,724,863,"1,390",857,714,"1,117","1,724",203,611,"1,986",843
2020년10월_남_60~69세,"14,448",712,874,"1,290",856,895,873,591,666,"1,028",675,615,901,"1,375",173,574,"1,656",694
2020년10월_남_70~79세,"7,523",390,490,703,465,554,448,364,348,561,343,313,439,642,95,224,730,414
2020년10월_남_80~89세,"2,342",122,167,210,150,194,151,122,122,144,122,93,121,177,30,74,197,146
2020년10월_남_90~99세,143,8,9,21,6,12,5,10,5,5,6,4,8,12,1,6,18,7
2020년10월_남_100세 이상,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020년10월_여_총인구수,"85,561","4,389","5,223","8,806","4,819","4,881","5,136","3,139","3,999","5,237","3,928","4,201","5,064","9,245",897,"2,499","10,218","3,880"
2020년10월_여_연령구간인구수,"85,561","4,389","5,223","8,806","4,819","4,881","5,136","3,139","3,999","5,237","3,928","4,201","5,064","9,245",897,"2,499","10,218","3,880"
2020년10월_여_0~9세,"3,716",149,165,368,153,133,200,91,111,184,145,306,169,674,34,77,609,148
2020년10월_여_10~19세,"5,289",233,259,614,293,224,300,167,237,304,215,305,276,610,50,165,819,218
2020년10월_여_20~29세,"9,790",635,609,"1,132",501,471,601,304,470,551,436,436,614,"1,052",91,263,"1,205",419
2020년10월_여_30~39세,"7,650",415,394,857,359,337,399,235,294,470,307,476,420,"1,092",92,182,"1,018",303
2020년10월_여_40~49세,"10,742",531,579,"1,183",582,498,610,351,509,598,462,600,611,"1,265",106,283,"1,505",469
2020년10월_여_50~59세,"17,183",889,"1,010","1,730","1,024",929,"1,064",588,833,"1,077",798,764,"1,115","1,823",192,558,"2,014",775
2020년10월_여_60~69세,"16,385",837,"1,071","1,594",933,"1,007","1,043",690,819,"1,064",786,726,976,"1,556",186,524,"1,800",773
2020년10월_여_70~79세,"9,644",445,751,864,654,823,582,470,468,672,499,396,579,743,106,286,803,503
2020년10월_여_80~89세,"4,468",222,343,405,271,389,291,221,229,285,244,171,262,353,31,148,361,242
2020년10월_여_90~99세,615,25,37,57,44,51,38,21,24,29,33,21,39,73,3,13,77,30
2020년10월_여_100세 이상,79,8,5,2,5,19,8,1,5,3,3,0,3,4,6,0,7,0
2020년11월_계_총인구수,"171,060","8,656","10,189","17,001","9,826","9,660","10,076","6,401","7,879","11,139","7,975","8,199","10,162","18,289","1,845","5,305","20,570","7,888"
2020년11월_계_연령구간인구수,"171,060","8,656","10,189","17,001","9,826","9,660","10,076","6,401","7,879","11,139","7,975","8,199","10,162","18,289","1,845","5,305","20,570","7,888"
2020년11월_계_0~9세,"7,618",329,321,729,307,288,393,192,225,401,294,633,366,"1,334",77,158,"1,301",270
2020년11월_계_10~19세,"10,940",500,544,"1,249",634,489,610,349,504,602,476,590,610,"1,225",110,337,"1,695",416
2020년11월_계_20~29세,"21,749","1,334","1,291","2,433","1,161","1,045","1,317",670,"1,038","1,348","1,037",921,"1,302","2,330",226,634,"2,680",982
2020년11월_계_30~39세,"17,566",951,966,"1,990",862,804,972,617,695,"1,063",749,987,990,"2,299",188,484,"2,225",724
2020년11월_계_40~49세,"22,956","1,086","1,308","2,282","1,343","1,141","1,306",779,"1,026","1,466","1,038","1,242","1,341","2,605",241,672,"3,011","1,069"
2020년11월_계_50~59세,"34,442","1,687","1,998","3,149","2,126","1,948","2,025","1,307","1,696","2,454","1,650","1,474","2,213","3,542",386,"1,169","4,005","1,613"
2020년11월_계_60~69세,"30,920","1,544","1,955","2,907","1,804","1,905","1,920","1,279","1,489","2,102","1,479","1,353","1,882","2,938",346,"1,097","3,450","1,470"
2020년11월_계_70~79세,"17,175",836,"1,242","1,565","1,112","1,370","1,039",833,821,"1,236",834,707,"1,019","1,399",201,514,"1,531",916
2020년11월_계_80~89세,"6,834",348,511,614,419,589,441,342,348,429,373,265,391,529,59,220,565,391
2020년11월_계_90~99세,758,32,46,81,50,61,42,32,30,34,39,26,45,84,5,20,94,37
2020년11월_계_100세 이상,102,9,7,2,8,20,11,1,7,4,6,1,3,4,6,0,13,0
2020년11월_남_총인구수,"85,757","4,285","4,971","8,225","5,008","4,800","4,958","3,271","3,883","5,908","4,053","4,000","5,130","9,095",976,"2,812","10,374","4,008"
2020년11월_남_연령구간인구수,"85,757","4,285","4,971","8,225","5,008","4,800","4,958","3,271","3,883","5,908","4,053","4,000","5,130","9,095",976,"2,812","10,374","4,008"
2020년11월_남_0~9세,"3,931",181,161,365,152,158,196,103,117,216,148,330,193,671,43,80,694,123
2020년11월_남_10~19세,"5,701",271,287,646,339,268,318,180,264,303,266,283,337,624,62,170,882,201
2020년11월_남_20~29세,"11,997",713,677,"1,302",663,579,715,368,571,801,597,492,694,"1,289",135,374,"1,473",554
2020년11월_남_30~39세,"9,965",530,572,"1,125",508,468,575,380,400,591,444,512,588,"1,226",104,304,"1,219",419
2020년11월_남_40~49세,"12,305",565,734,"1,113",757,654,701,434,521,875,583,639,734,"1,352",138,391,"1,512",602
2020년11월_남_50~59세,"17,317",797,992,"1,436","1,104","1,020",968,720,861,"1,372",853,714,"1,107","1,721",201,614,"1,994",843
2020년11월_남_60~69세,"14,492",700,876,"1,299",865,899,873,591,668,"1,041",691,623,904,"1,373",167,574,"1,649",699
2020년11월_남_70~79세,"7,531",394,496,705,463,548,453,364,351,558,338,309,440,648,94,228,729,413
2020년11월_남_80~89세,"2,353",124,165,212,149,195,151,121,123,146,124,93,125,178,30,71,199,147
2020년11월_남_90~99세,141,8,9,22,5,11,5,10,5,4,6,4,8,13,1,6,17,7
2020년11월_남_100세 이상,24,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,6,0
2020년11월_여_총인구수,"85,303","4,371","5,218","8,776","4,818","4,860","5,118","3,130","3,996","5,231","3,922","4,199","5,032","9,194",869,"2,493","10,196","3,880"
2020년11월_여_연령구간인구수,"85,303","4,371","5,218","8,776","4,818","4,860","5,118","3,130","3,996","5,231","3,922","4,199","5,032","9,194",869,"2,493","10,196","3,880"
2020년11월_여_0~9세,"3,687",148,160,364,155,130,197,89,108,185,146,303,173,663,34,78,607,147
2020년11월_여_10~19세,"5,239",229,257,603,295,221,292,169,240,299,210,307,273,601,48,167,813,215
2020년11월_여_20~29세,"9,752",621,614,"1,131",498,466,602,302,467,547,440,429,608,"1,041",91,260,"1,207",428
2020년11월_여_30~39세,"7,601",421,394,865,354,336,397,237,295,472,305,475,402,"1,073",84,180,"1,006",305
2020년11월_여_40~49세,"10,651",521,574,"1,169",586,487,605,345,505,591,455,603,607,"1,253",103,281,"1,499",467
2020년11월_여_50~59세,"17,125",890,"1,006","1,713","1,022",928,"1,057",587,835,"1,082",797,760,"1,106","1,821",185,555,"2,011",770
2020년11월_여_60~69세,"16,428",844,"1,079","1,608",939,"1,006","1,047",688,821,"1,061",788,730,978,"1,565",179,523,"1,801",771
2020년11월_여_70~79세,"9,644",442,746,860,649,822,586,469,470,678,496,398,579,751,107,286,802,503
2020년11월_여_80~89세,"4,481",224,346,402,270,394,290,221,225,283,249,172,266,351,29,149,366,244
2020년11월_여_90~99세,617,24,37,59,45,50,37,22,25,30,33,22,37,71,4,14,77,30
2020년11월_여_100세 이상,78,7,5,2,5,20,8,1,5,3,3,0,3,4,5,0,7,0
2020년12월_계_총인구수,"170,700","8,634","10,149","16,963","9,811","9,650","10,037","6,383","7,848","11,087","7,980","8,158","10,134","18,310","1,829","5,257","20,568","7,902"
2020년12월_계_연령구간인구수,"170,700","8,634","10,149","16,963","9,811","9,650","10,037","6,383","7,848","11,087","7,980","8,158","10,134","18,310","1,829","5,257","20,568","7,902"
2020년12월_계_0~9세,"7,564",326,319,718,306,293,387,196,220,403,305,615,361,"1,323",75,155,"1,294",268
2020년12월_계_10~19세,"10,862",492,537,"1,241",632,480,605,343,501,589,472,591,604,"1,230",108,330,"1,689",418
2020년12월_계_20~29세,"21,673","1,331","1,291","2,435","1,164","1,044","1,300",662,"1,023","1,336","1,037",922,"1,297","2,316",225,632,"2,676",982
2020년12월_계_30~39세,"17,443",944,953,"1,968",851,792,971,612,696,"1,050",746,969,989,"2,305",183,481,"2,206",727
2020년12월_계_40~49세,"22,825","1,073","1,298","2,265","1,344","1,135","1,289",777,"1,014","1,452","1,036","1,224","1,325","2,613",241,657,"3,015","1,067"
2020년12월_계_50~59세,"34,321","1,682","1,993","3,138","2,112","1,932","2,031","1,301","1,681","2,442","1,648","1,472","2,220","3,528",375,"1,160","4,000","1,606"
2020년12월_계_60~69세,"31,085","1,553","1,951","2,921","1,810","1,930","1,917","1,285","1,504","2,116","1,486","1,368","1,885","2,955",352,"1,100","3,472","1,480"
2020년12월_계_70~79세,"17,173",839,"1,239","1,569","1,106","1,371","1,045",833,823,"1,224",828,706,"1,017","1,418",198,505,"1,537",915
2020년12월_계_80~89세,"6,896",353,516,625,430,592,440,342,348,437,377,264,392,534,61,215,570,400
2020년12월_계_90~99세,755,32,45,81,48,61,41,31,31,34,39,26,41,84,5,22,95,39
2020년12월_계_100세 이상,103,9,7,2,8,20,11,1,7,4,6,1,3,4,6,0,14,0
2020년12월_남_총인구수,"85,572","4,277","4,952","8,197","5,001","4,794","4,945","3,254","3,873","5,885","4,055","3,981","5,122","9,092",966,"2,786","10,379","4,013"
2020년12월_남_연령구간인구수,"85,572","4,277","4,952","8,197","5,001","4,794","4,945","3,254","3,873","5,885","4,055","3,981","5,122","9,092",966,"2,786","10,379","4,013"
2020년12월_남_0~9세,"3,912",181,157,360,153,162,191,102,116,219,154,321,193,671,42,78,691,121
2020년12월_남_10~19세,"5,656",268,285,639,337,262,316,175,264,296,263,285,335,623,61,165,881,201
2020년12월_남_20~29세,"11,929",706,680,"1,300",664,576,705,365,567,790,591,491,691,"1,273",134,369,"1,471",556
2020년12월_남_30~39세,"9,906",526,566,"1,109",504,461,579,376,399,590,443,507,583,"1,231",102,303,"1,211",416
2020년12월_남_40~49세,"12,259",564,728,"1,111",756,650,698,431,516,868,581,629,728,"1,352",138,386,"1,519",604
2020년12월_남_50~59세,"17,269",795,992,"1,421","1,096","1,027",972,715,853,"1,370",854,715,"1,114","1,714",191,614,"1,985",841
2020년12월_남_60~69세,"14,561",704,872,"1,309",868,904,870,597,674,"1,045",698,628,906,"1,376",171,572,"1,662",705
2020년12월_남_70~79세,"7,534",398,497,707,465,545,455,362,352,551,334,307,438,659,94,223,738,409
2020년12월_남_80~89세,"2,383",125,164,219,150,196,151,121,125,151,128,93,127,181,31,70,198,153
2020년12월_남_90~99세,138,8,9,22,5,11,5,10,5,4,6,4,7,12,1,6,16,7
2020년12월_남_100세 이상,25,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,7,0
2020년12월_여_총인구수,"85,128","4,357","5,197","8,766","4,810","4,856","5,092","3,129","3,975","5,202","3,925","4,177","5,012","9,218",863,"2,471","10,189","3,889"
2020년12월_여_연령구간인구수,"85,128","4,357","5,197","8,766","4,810","4,856","5,092","3,129","3,975","5,202","3,925","4,177","5,012","9,218",863,"2,471","10,189","3,889"
2020년12월_여_0~9세,"3,652",145,162,358,153,131,196,94,104,184,151,294,168,652,33,77,603,147
2020년12월_여_10~19세,"5,206",224,252,602,295,218,289,168,237,293,209,306,269,607,47,165,808,217
2020년12월_여_20~29세,"9,744",625,611,"1,135",500,468,595,297,456,546,446,431,606,"1,043",91,263,"1,205",426
2020년12월_여_30~39세,"7,537",418,387,859,347,331,392,236,297,460,303,462,406,"1,074",81,178,995,311
2020년12월_여_40~49세,"10,566",509,570,"1,154",588,485,591,346,498,584,455,595,597,"1,261",103,271,"1,496",463
2020년12월_여_50~59세,"17,052",887,"1,001","1,717","1,016",905,"1,059",586,828,"1,072",794,757,"1,106","1,814",184,546,"2,015",765
2020년12월_여_60~69세,"16,524",849,"1,079","1,612",942,"1,026","1,047",688,830,"1,071",788,740,979,"1,579",181,528,"1,810",775
2020년12월_여_70~79세,"9,639",441,742,862,641,826,590,471,471,673,494,399,579,759,104,282,799,506
2020년12월_여_80~89세,"4,513",228,352,406,280,396,289,221,223,286,249,171,265,353,30,145,372,247
2020년12월_여_90~99세,617,24,36,59,43,50,36,21,26,30,33,22,34,72,4,16,79,32
2020년12월_여_100세 이상,78,7,5,2,5,20,8,1,5,3,3,0,3,4,5,0,7,0
2021년01월_계_총인구수,"170,383","8,651","10,130","16,929","9,793","9,657","10,008","6,384","7,844","11,052","7,964","8,154","10,081","18,314","1,807","5,228","20,501","7,886"
2021년01월_계_연령구간인구수,"170,383","8,651","10,130","16,929","9,793","9,657","10,008","6,384","7,844","11,052","7,964","8,154","10,081","18,314","1,807","5,228","20,501","7,886"
2021년01월_계_0~9세,"7,497",329,320,709,304,288,386,193,224,410,298,607,362,"1,312",72,149,"1,264",270
2021년01월_계_10~19세,"10,785",496,533,"1,226",625,482,599,343,499,577,463,588,586,"1,238",106,323,"1,686",415
2021년01월_계_20~29세,"21,606","1,319","1,285","2,437","1,165","1,043","1,287",663,"1,016","1,325","1,040",925,"1,287","2,320",218,637,"2,655",984
2021년01월_계_30~39세,"17,366",957,939,"1,963",851,793,951,608,696,"1,059",742,963,982,"2,285",181,475,"2,197",724
2021년01월_계_40~49세,"22,717","1,071","1,293","2,251","1,320","1,130","1,289",773,"1,017","1,432","1,037","1,225","1,321","2,615",242,648,"2,993","1,060"
2021년01월_계_50~59세,"34,135","1,678","1,981","3,100","2,106","1,921","2,025","1,309","1,664","2,422","1,636","1,465","2,199","3,518",371,"1,153","3,983","1,604"
2021년01월_계_60~69세,"31,247","1,554","1,963","2,963","1,827","1,935","1,932","1,285","1,513","2,127","1,493","1,377","1,886","2,979",347,"1,101","3,498","1,467"
2021년01월_계_70~79세,"17,218",849,"1,239","1,570","1,109","1,380","1,052",832,829,"1,224",827,714,"1,019","1,421",196,504,"1,535",918
2021년01월_계_80~89세,"6,955",358,527,632,429,603,435,345,349,436,382,264,395,534,63,214,583,406
2021년01월_계_90~99세,754,31,43,76,49,62,41,32,30,36,40,25,41,88,5,24,93,38
2021년01월_계_100세 이상,103,9,7,2,8,20,11,1,7,4,6,1,3,4,6,0,14,0
2021년01월_남_총인구수,"85,396","4,286","4,933","8,188","4,996","4,792","4,931","3,255","3,861","5,861","4,045","3,981","5,092","9,098",952,"2,772","10,348","4,005"
2021년01월_남_연령구간인구수,"85,396","4,286","4,933","8,188","4,996","4,792","4,931","3,255","3,861","5,861","4,045","3,981","5,092","9,098",952,"2,772","10,348","4,005"
2021년01월_남_0~9세,"3,871",184,160,355,153,158,189,102,119,218,153,313,189,663,41,77,677,120
2021년01월_남_10~19세,"5,610",270,280,632,332,260,316,176,260,290,256,283,326,629,60,160,881,199
2021년01월_남_20~29세,"11,910",698,676,"1,305",666,577,697,364,562,783,596,495,686,"1,279",131,376,"1,458",561
2021년01월_남_30~39세,"9,830",535,556,"1,097",504,458,565,373,398,589,437,504,575,"1,216",101,301,"1,208",413
2021년01월_남_40~49세,"12,216",566,724,"1,114",742,644,701,427,519,857,585,631,728,"1,347",137,381,"1,514",599
2021년01월_남_50~59세,"17,211",788,989,"1,409","1,095","1,024",972,721,837,"1,368",848,711,"1,106","1,724",190,609,"1,978",842
2021년01월_남_60~69세,"14,628",711,873,"1,324",879,910,876,596,679,"1,054",696,632,904,"1,390",166,569,"1,667",702
2021년01월_남_70~79세,"7,549",401,496,708,464,550,458,361,353,546,335,312,443,658,93,223,741,407
2021년01월_남_80~89세,"2,411",123,169,224,152,200,149,125,127,151,130,95,129,180,31,70,202,154
2021년01월_남_90~99세,135,8,8,20,6,11,5,10,5,4,6,4,6,12,1,6,15,8
2021년01월_남_100세 이상,25,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,7,0
2021년01월_여_총인구수,"84,987","4,365","5,197","8,741","4,797","4,865","5,077","3,129","3,983","5,191","3,919","4,173","4,989","9,216",855,"2,456","10,153","3,881"
2021년01월_여_연령구간인구수,"84,987","4,365","5,197","8,741","4,797","4,865","5,077","3,129","3,983","5,191","3,919","4,173","4,989","9,216",855,"2,456","10,153","3,881"
