카테고리,충청북도 음성군,충청북도 음성군 음성읍,충청북도 음성군 금왕읍,충청북도 음성군 소이면,충청북도 음성군 원남면,충청북도 음성군 맹동면,충청북도 음성군 대소면,충청북도 음성군 삼성면,충청북도 음성군 생극면,충청북도 음성군 감곡면
2020년09월_계_50~59세,"17,818","3,283","3,920",547,536,"1,822","3,211","1,562",951,"1,986"
2020년09월_계_60~69세,"14,985","3,016","2,774",686,781,"1,480","1,944","1,386","1,014","1,904"
2020년09월_계_70~79세,"8,243","1,738","1,432",541,537,725,898,732,591,"1,049"
2020년09월_계_80~89세,"4,641",888,791,364,341,366,501,445,379,566
2020년09월_계_90~99세,705,133,115,50,56,66,71,62,58,94
2020년09월_계_100세 이상,55,7,14,2,4,16,0,4,5,3
2020년09월_남_총인구수,"49,775","8,730","10,762","1,495","1,606","7,048","8,622","3,890","2,481","5,141"
2020년09월_남_연령구간인구수,"49,775","8,730","10,762","1,495","1,606","7,048","8,622","3,890","2,481","5,141"
2020년09월_남_0~9세,"3,199",478,718,26,33,856,599,151,89,249
2020년09월_남_10~19세,"4,043",720,"1,117",63,101,502,824,244,114,358
2020년09월_남_20~29세,"5,585",989,"1,355",97,104,772,"1,071",379,232,586
2020년09월_남_30~39세,"5,560",870,"1,150",108,101,"1,290","1,002",370,190,479
2020년09월_남_40~49세,"7,866","1,258","1,856",147,157,"1,243","1,591",577,310,727
2020년09월_남_50~59세,"9,921","1,755","2,199",303,293,"1,002","1,874",895,546,"1,054"
2020년09월_남_60~69세,"7,931","1,522","1,431",362,432,847,"1,054",764,549,970
2020년09월_남_70~79세,"3,898",810,628,243,261,366,417,354,302,517
2020년09월_남_80~89세,"1,575",284,278,136,109,143,172,141,133,179
2020년09월_남_90~99세,172,41,27,10,14,13,18,13,14,22
2020년09월_남_100세 이상,25,3,3,0,1,14,0,2,2,0
2020년09월_여_총인구수,"44,038","8,340","9,387","1,432","1,448","6,144","7,136","3,121","2,064","4,966"
2020년09월_여_연령구간인구수,"44,038","8,340","9,387","1,432","1,448","6,144","7,136","3,121","2,064","4,966"
2020년09월_여_0~9세,"2,926",450,653,26,34,766,548,104,83,262
2020년09월_여_10~19세,"3,749",702,927,56,54,512,761,206,117,414
2020년09월_여_20~29세,"3,962",762,894,66,70,669,705,235,113,448
2020년09월_여_30~39세,"4,368",688,922,73,70,"1,127",730,227,122,409
2020년09월_여_40~49세,"6,108","1,088","1,511",75,75,980,"1,302",327,177,573
2020년09월_여_50~59세,"7,897","1,528","1,721",244,243,820,"1,337",667,405,932
2020년09월_여_60~69세,"7,054","1,494","1,343",324,349,633,890,622,465,934
2020년09월_여_70~79세,"4,345",928,804,298,276,359,481,378,289,532
2020년09월_여_80~89세,"3,066",604,513,228,232,223,329,304,246,387
2020년09월_여_90~99세,533,92,88,40,42,53,53,49,44,72
2020년09월_여_100세 이상,30,4,11,2,3,2,0,2,3,3
2020년10월_계_총인구수,"93,579","17,014","20,042","2,930","3,061","13,184","15,743","6,960","4,536","10,109"
2020년10월_계_연령구간인구수,"93,579","17,014","20,042","2,930","3,061","13,184","15,743","6,960","4,536","10,109"
2020년10월_계_0~9세,"6,052",924,"1,345",50,68,"1,612","1,121",253,171,508
2020년10월_계_10~19세,"7,719","1,398","2,011",122,145,"1,026","1,570",442,230,775
2020년10월_계_20~29세,"9,532","1,737","2,246",168,175,"1,440","1,780",606,339,"1,041"
2020년10월_계_30~39세,"9,849","1,548","2,030",181,178,"2,401","1,743",580,303,885
2020년10월_계_40~49세,"13,895","2,327","3,351",222,235,"2,219","2,858",899,483,"1,301"
2020년10월_계_50~59세,"17,796","3,266","3,915",543,538,"1,830","3,236","1,553",945,"1,970"
2020년10월_계_60~69세,"15,062","3,044","2,786",690,784,"1,477","1,963","1,381","1,023","1,914"
2020년10월_계_70~79세,"8,270","1,746","1,435",543,534,727,902,735,594,"1,054"
2020년10월_계_80~89세,"4,633",884,795,356,343,368,499,443,381,564
2020년10월_계_90~99세,715,133,114,52,57,68,71,64,62,94
2020년10월_계_100세 이상,56,7,14,3,4,16,0,4,5,3
2020년10월_남_총인구수,"49,643","8,703","10,715","1,497","1,598","7,047","8,612","3,855","2,472","5,144"
2020년10월_남_연령구간인구수,"49,643","8,703","10,715","1,497","1,598","7,047","8,612","3,855","2,472","5,144"
2020년10월_남_0~9세,"3,166",479,703,25,32,852,589,147,89,250
2020년10월_남_10~19세,"4,000",705,"1,105",64,91,509,820,238,112,356
2020년10월_남_20~29세,"5,567",986,"1,348",99,103,769,"1,072",372,228,590
2020년10월_남_30~39세,"5,518",855,"1,130",111,103,"1,290","1,001",362,189,477
2020년10월_남_40~49세,"7,830","1,256","1,844",146,159,"1,246","1,576",573,301,729
2020년10월_남_50~59세,"9,912","1,744","2,213",299,294,998,"1,884",887,545,"1,048"
2020년10월_남_60~69세,"7,968","1,540","1,432",362,431,846,"1,067",763,552,975
2020년10월_남_70~79세,"3,907",810,632,246,261,364,416,357,304,517
2020년10월_남_80~89세,"1,574",284,278,133,109,145,169,140,135,181
2020년10월_남_90~99세,176,41,27,12,14,14,18,14,15,21
2020년10월_남_100세 이상,25,3,3,0,1,14,0,2,2,0
2020년10월_여_총인구수,"43,936","8,311","9,327","1,433","1,463","6,137","7,131","3,105","2,064","4,965"
2020년10월_여_연령구간인구수,"43,936","8,311","9,327","1,433","1,463","6,137","7,131","3,105","2,064","4,965"
2020년10월_여_0~9세,"2,886",445,642,25,36,760,532,106,82,258
2020년10월_여_10~19세,"3,719",693,906,58,54,517,750,204,118,419
2020년10월_여_20~29세,"3,965",751,898,69,72,671,708,234,111,451
2020년10월_여_30~39세,"4,331",693,900,70,75,"1,111",742,218,114,408
2020년10월_여_40~49세,"6,065","1,071","1,507",76,76,973,"1,282",326,182,572
2020년10월_여_50~59세,"7,884","1,522","1,702",244,244,832,"1,352",666,400,922
2020년10월_여_60~69세,"7,094","1,504","1,354",328,353,631,896,618,471,939
2020년10월_여_70~79세,"4,363",936,803,297,273,363,486,378,290,537
2020년10월_여_80~89세,"3,059",600,517,223,234,223,330,303,246,383
2020년10월_여_90~99세,539,92,87,40,43,54,53,50,47,73
2020년10월_여_100세 이상,31,4,11,3,3,2,0,2,3,3
2020년11월_계_총인구수,"93,310","16,995","19,944","2,913","3,057","13,107","15,728","6,950","4,536","10,080"
2020년11월_계_연령구간인구수,"93,310","16,995","19,944","2,913","3,057","13,107","15,728","6,950","4,536","10,080"
2020년11월_계_0~9세,"5,951",916,"1,310",47,68,"1,592","1,102",244,170,502
2020년11월_계_10~19세,"7,679","1,389","2,007",118,142,"1,020","1,567",439,230,767
2020년11월_계_20~29세,"9,499","1,732","2,242",168,173,"1,431","1,777",603,339,"1,034"
2020년11월_계_30~39세,"9,747","1,535","1,989",178,177,"2,381","1,731",580,305,871
2020년11월_계_40~49세,"13,805","2,329","3,338",219,227,"2,187","2,842",888,477,"1,298"
2020년11월_계_50~59세,"17,789","3,257","3,900",540,543,"1,827","3,262","1,553",941,"1,966"
2020년11월_계_60~69세,"15,157","3,064","2,801",689,785,"1,486","1,977","1,398","1,036","1,921"
2020년11월_계_70~79세,"8,266","1,746","1,440",540,533,727,900,738,586,"1,056"
2020년11월_계_80~89세,"4,644",885,794,359,348,371,498,440,384,565
2020년11월_계_90~99세,716,134,109,52,57,69,72,63,63,97
2020년11월_계_100세 이상,57,8,14,3,4,16,0,4,5,3
2020년11월_남_총인구수,"49,477","8,686","10,647","1,484","1,595","7,009","8,608","3,859","2,468","5,121"
2020년11월_남_연령구간인구수,"49,477","8,686","10,647","1,484","1,595","7,009","8,608","3,859","2,468","5,121"
2020년11월_남_0~9세,"3,107",476,685,23,33,838,574,142,89,247
2020년11월_남_10~19세,"3,979",698,"1,098",63,88,508,821,237,111,355
2020년11월_남_20~29세,"5,536",985,"1,341",97,103,765,"1,071",373,224,577
2020년11월_남_30~39세,"5,471",846,"1,108",110,104,"1,282",991,364,193,473
2020년11월_남_40~49세,"7,778","1,258","1,834",144,152,"1,229","1,575",567,297,722
2020년11월_남_50~59세,"9,911","1,736","2,203",297,299,"1,002","1,896",890,542,"1,046"
2020년11월_남_60~69세,"8,007","1,547","1,440",360,428,848,"1,077",771,557,979
2020년11월_남_70~79세,"3,913",810,630,247,263,366,418,359,301,519
2020년11월_남_80~89세,"1,569",285,278,131,110,142,166,140,136,181
2020년11월_남_90~99세,180,41,27,12,14,15,19,14,16,22
2020년11월_남_100세 이상,26,4,3,0,1,14,0,2,2,0
2020년11월_여_총인구수,"43,833","8,309","9,297","1,429","1,462","6,098","7,120","3,091","2,068","4,959"
2020년11월_여_연령구간인구수,"43,833","8,309","9,297","1,429","1,462","6,098","7,120","3,091","2,068","4,959"
2020년11월_여_0~9세,"2,844",440,625,24,35,754,528,102,81,255
2020년11월_여_10~19세,"3,700",691,909,55,54,512,746,202,119,412
2020년11월_여_20~29세,"3,963",747,901,71,70,666,706,230,115,457
2020년11월_여_30~39세,"4,276",689,881,68,73,"1,099",740,216,112,398
2020년11월_여_40~49세,"6,027","1,071","1,504",75,75,958,"1,267",321,180,576
2020년11월_여_50~59세,"7,878","1,521","1,697",243,244,825,"1,366",663,399,920
2020년11월_여_60~69세,"7,150","1,517","1,361",329,357,638,900,627,479,942
2020년11월_여_70~79세,"4,353",936,810,293,270,361,482,379,285,537
2020년11월_여_80~89세,"3,075",600,516,228,238,229,332,300,248,384
2020년11월_여_90~99세,536,93,82,40,43,54,53,49,47,75
2020년11월_여_100세 이상,31,4,11,3,3,2,0,2,3,3
2020년12월_계_총인구수,"93,153","16,951","19,922","2,906","3,062","13,094","15,714","6,933","4,526","10,045"
2020년12월_계_연령구간인구수,"93,153","16,951","19,922","2,906","3,062","13,094","15,714","6,933","4,526","10,045"
2020년12월_계_0~9세,"5,894",906,"1,295",49,67,"1,573","1,097",240,173,494
2020년12월_계_10~19세,"7,647","1,378","2,005",117,140,"1,020","1,558",431,229,769
2020년12월_계_20~29세,"9,500","1,740","2,241",161,172,"1,428","1,786",608,334,"1,030"
2020년12월_계_30~39세,"9,674","1,515","1,984",174,176,"2,372","1,715",569,307,862
2020년12월_계_40~49세,"13,765","2,315","3,321",219,231,"2,195","2,844",879,472,"1,289"
2020년12월_계_50~59세,"17,738","3,246","3,898",533,543,"1,821","3,247","1,561",928,"1,961"
2020년12월_계_60~69세,"15,255","3,081","2,822",703,784,"1,500","1,999","1,405","1,042","1,919"
2020년12월_계_70~79세,"8,230","1,741","1,433",535,535,720,893,731,586,"1,056"
2020년12월_계_80~89세,"4,669",887,797,360,351,380,503,442,385,564
2020년12월_계_90~99세,722,134,111,52,59,68,72,63,65,98
2020년12월_계_100세 이상,59,8,15,3,4,17,0,4,5,3
2020년12월_남_총인구수,"49,388","8,668","10,630","1,478","1,596","7,002","8,591","3,851","2,455","5,117"
2020년12월_남_연령구간인구수,"49,388","8,668","10,630","1,478","1,596","7,002","8,591","3,851","2,455","5,117"
2020년12월_남_0~9세,"3,070",475,672,23,30,829,568,138,93,242
2020년12월_남_10~19세,"3,958",690,"1,090",62,87,510,813,237,110,359
2020년12월_남_20~29세,"5,549",994,"1,341",95,102,762,"1,082",370,219,584
2020년12월_남_30~39세,"5,438",831,"1,109",109,103,"1,278",987,357,194,470
2020년12월_남_40~49세,"7,746","1,256","1,824",144,156,"1,227","1,571",561,293,714
2020년12월_남_50~59세,"9,884","1,723","2,204",294,298,"1,001","1,884",899,535,"1,046"
2020년12월_남_60~69세,"8,061","1,564","1,450",368,426,859,"1,083",776,557,978
2020년12월_남_70~79세,"3,885",800,628,242,266,360,418,356,298,517
2020년12월_남_80~89세,"1,587",290,278,130,113,147,165,141,138,185
2020년12월_남_90~99세,183,41,30,11,14,15,20,14,16,22
2020년12월_남_100세 이상,27,4,4,0,1,14,0,2,2,0
2020년12월_여_총인구수,"43,765","8,283","9,292","1,428","1,466","6,092","7,123","3,082","2,071","4,928"
2020년12월_여_연령구간인구수,"43,765","8,283","9,292","1,428","1,466","6,092","7,123","3,082","2,071","4,928"
2020년12월_여_0~9세,"2,824",431,623,26,37,744,529,102,80,252
2020년12월_여_10~19세,"3,689",688,915,55,53,510,745,194,119,410
2020년12월_여_20~29세,"3,951",746,900,66,70,666,704,238,115,446
2020년12월_여_30~39세,"4,236",684,875,65,73,"1,094",728,212,113,392
2020년12월_여_40~49세,"6,019","1,059","1,497",75,75,968,"1,273",318,179,575
2020년12월_여_50~59세,"7,854","1,523","1,694",239,245,820,"1,363",662,393,915
2020년12월_여_60~69세,"7,194","1,517","1,372",335,358,641,916,629,485,941
2020년12월_여_70~79세,"4,345",941,805,293,269,360,475,375,288,539
2020년12월_여_80~89세,"3,082",597,519,230,238,233,338,301,247,379
2020년12월_여_90~99세,539,93,81,41,45,53,52,49,49,76
2020년12월_여_100세 이상,32,4,11,3,3,3,0,2,3,3
2021년01월_계_총인구수,"92,945","16,916","19,831","2,899","3,052","13,096","15,690","6,920","4,538","10,003"
2021년01월_계_연령구간인구수,"92,945","16,916","19,831","2,899","3,052","13,096","15,690","6,920","4,538","10,003"
2021년01월_계_0~9세,"5,832",895,"1,276",49,66,"1,565","1,079",236,176,490
2021년01월_계_10~19세,"7,615","1,377","1,978",116,139,"1,039","1,552",426,230,758
2021년01월_계_20~29세,"9,431","1,731","2,222",158,167,"1,404","1,794",603,335,"1,017"
2021년01월_계_30~39세,"9,587","1,502","1,951",169,177,"2,367","1,692",560,315,854
2021년01월_계_40~49세,"13,673","2,298","3,284",221,227,"2,195","2,822",876,476,"1,274"
2021년01월_계_50~59세,"17,696","3,211","3,913",530,536,"1,829","3,250","1,559",917,"1,951"
2021년01월_계_60~69세,"15,382","3,117","2,845",704,796,"1,510","2,018","1,420","1,047","1,925"
2021년01월_계_70~79세,"8,249","1,746","1,439",536,530,719,898,733,586,"1,062"
2021년01월_계_80~89세,"4,693",894,797,362,354,382,511,438,385,570
2021년01월_계_90~99세,729,138,111,51,56,69,74,65,66,99
2021년01월_계_100세 이상,58,7,15,3,4,17,0,4,5,3
2021년01월_남_총인구수,"49,247","8,642","10,574","1,477","1,592","6,989","8,572","3,843","2,461","5,097"
2021년01월_남_연령구간인구수,"49,247","8,642","10,574","1,477","1,592","6,989","8,572","3,843","2,461","5,097"
2021년01월_남_0~9세,"3,043",469,663,24,28,829,558,138,93,241
2021년01월_남_10~19세,"3,936",689,"1,066",62,88,522,808,233,114,354
2021년01월_남_20~29세,"5,503",987,"1,328",93,99,741,"1,088",368,219,580
2021년01월_남_30~39세,"5,370",820,"1,090",108,100,"1,270",970,350,196,466
2021년01월_남_40~49세,"7,687","1,244","1,802",144,154,"1,220","1,560",559,294,710
2021년01월_남_50~59세,"9,865","1,705","2,219",292,295,"1,008","1,879",901,527,"1,039"
2021년01월_남_60~69세,"8,139","1,588","1,463",369,437,862,"1,098",782,561,979
2021년01월_남_70~79세,"3,903",804,631,243,263,358,423,361,299,521
2021년01월_남_80~89세,"1,595",294,278,131,114,150,167,137,139,185
2021년01월_남_90~99세,180,39,30,11,13,15,21,12,17,22
2021년01월_남_100세 이상,26,3,4,0,1,14,0,2,2,0
2021년01월_여_총인구수,"43,698","8,274","9,257","1,422","1,460","6,107","7,118","3,077","2,077","4,906"
2021년01월_여_연령구간인구수,"43,698","8,274","9,257","1,422","1,460","6,107","7,118","3,077","2,077","4,906"
2021년01월_여_0~9세,"2,789",426,613,25,38,736,521,98,83,249
2021년01월_여_10~19세,"3,679",688,912,54,51,517,744,193,116,404
2021년01월_여_20~29세,"3,928",744,894,65,68,663,706,235,116,437
2021년01월_여_30~39세,"4,217",682,861,61,77,"1,097",722,210,119,388
2021년01월_여_40~49세,"5,986","1,054","1,482",77,73,975,"1,262",317,182,564
2021년01월_여_50~59세,"7,831","1,506","1,694",238,241,821,"1,371",658,390,912
2021년01월_여_60~69세,"7,243","1,529","1,382",335,359,648,920,638,486,946
2021년01월_여_70~79세,"4,346",942,808,293,267,361,475,372,287,541
2021년01월_여_80~89세,"3,098",600,519,231,240,232,344,301,246,385
2021년01월_여_90~99세,549,99,81,40,43,54,53,53,49,77
2021년01월_여_100세 이상,32,4,11,3,3,3,0,2,3,3
2021년02월_계_총인구수,"92,733","16,894","19,769","2,886","3,046","13,082","15,646","6,920","4,517","9,973"
2021년02월_계_연령구간인구수,"92,733","16,894","19,769","2,886","3,046","13,082","15,646","6,920","4,517","9,973"
2021년02월_계_0~9세,"5,756",892,"1,249",50,62,"1,555","1,047",234,171,496
2021년02월_계_10~19세,"7,574","1,369","1,972",114,132,"1,036","1,558",424,225,744
2021년02월_계_20~29세,"9,368","1,710","2,194",149,165,"1,397","1,799",610,335,"1,009"
2021년02월_계_30~39세,"9,481","1,492","1,921",170,171,"2,360","1,662",555,307,843
2021년02월_계_40~49세,"13,614","2,287","3,281",217,221,"2,194","2,811",871,473,"1,259"
2021년02월_계_50~59세,"17,640","3,207","3,918",524,535,"1,824","3,238","1,544",913,"1,937"
2021년02월_계_60~69세,"15,530","3,146","2,868",707,808,"1,529","2,042","1,438","1,049","1,943"
2021년02월_계_70~79세,"8,247","1,743","1,437",535,530,715,898,737,589,"1,063"
2021년02월_계_80~89세,"4,720",898,806,363,357,380,516,438,385,577
2021년02월_계_90~99세,743,143,108,54,61,75,75,65,65,97
2021년02월_계_100세 이상,60,7,15,3,4,17,0,4,5,5
2021년02월_남_총인구수,"49,129","8,640","10,540","1,472","1,586","6,971","8,545","3,844","2,448","5,083"
2021년02월_남_연령구간인구수,"49,129","8,640","10,540","1,472","1,586","6,971","8,545","3,844","2,448","5,083"
2021년02월_남_0~9세,"3,002",465,650,26,27,819,545,140,89,241
2021년02월_남_10~19세,"3,918",688,"1,058",63,84,519,811,227,114,354
2021년02월_남_20~29세,"5,472",979,"1,322",86,96,735,"1,086",375,220,573
2021년02월_남_30~39세,"5,322",819,"1,074",110,96,"1,268",959,343,192,461
2021년02월_남_40~49세,"7,636","1,239","1,796",140,150,"1,218","1,547",555,290,701
2021년02월_남_50~59세,"9,828","1,698","2,220",287,291,"1,004","1,876",890,530,"1,032"
2021년02월_남_60~69세,"8,229","1,607","1,472",372,448,874,"1,112",798,557,989
2021년02월_남_70~79세,"3,902",803,631,245,264,355,422,365,299,518
2021년02월_남_80~89세,"1,613",300,283,133,115,148,166,137,140,191
2021년02월_남_90~99세,180,39,30,10,14,17,21,12,15,22
2021년02월_남_100세 이상,27,3,4,0,1,14,0,2,2,1
2021년02월_여_총인구수,"43,604","8,254","9,229","1,414","1,460","6,111","7,101","3,076","2,069","4,890"
2021년02월_여_연령구간인구수,"43,604","8,254","9,229","1,414","1,460","6,111","7,101","3,076","2,069","4,890"
2021년02월_여_0~9세,"2,754",427,599,24,35,736,502,94,82,255
2021년02월_여_10~19세,"3,656",681,914,51,48,517,747,197,111,390
2021년02월_여_20~29세,"3,896",731,872,63,69,662,713,235,115,436
2021년02월_여_30~39세,"4,159",673,847,60,75,"1,092",703,212,115,382
2021년02월_여_40~49세,"5,978","1,048","1,485",77,71,976,"1,264",316,183,558
2021년02월_여_50~59세,"7,812","1,509","1,698",237,244,820,"1,362",654,383,905
2021년02월_여_60~69세,"7,301","1,539","1,396",335,360,655,930,640,492,954
2021년02월_여_70~79세,"4,345",940,806,290,266,360,476,372,290,545
2021년02월_여_80~89세,"3,107",598,523,230,242,232,350,301,245,386
2021년02월_여_90~99세,563,104,78,44,47,58,54,53,50,75
2021년02월_여_100세 이상,33,4,11,3,3,3,0,2,3,4
2021년03월_계_총인구수,"92,407","16,799","19,698","2,875","3,015","13,050","15,645","6,882","4,494","9,949"
2021년03월_계_연령구간인구수,"92,407","16,799","19,698","2,875","3,015","13,050","15,645","6,882","4,494","9,949"
2021년03월_계_0~9세,"5,730",881,"1,244",49,62,"1,547","1,051",231,168,497
2021년03월_계_10~19세,"7,534","1,354","1,964",115,133,"1,040","1,545",417,227,739
2021년03월_계_20~29세,"9,314","1,706","2,181",146,163,"1,378","1,789",609,337,"1,005"
2021년03월_계_30~39세,"9,409","1,481","1,919",169,166,"2,339","1,659",543,301,832
2021년03월_계_40~49세,"13,524","2,269","3,256",205,214,"2,206","2,810",852,464,"1,248"
2021년03월_계_50~59세,"17,529","3,173","3,898",520,520,"1,821","3,228","1,541",898,"1,930"
2021년03월_계_60~69세,"15,695","3,167","2,895",722,818,"1,544","2,079","1,447","1,060","1,963"
2021년03월_계_70~79세,"8,213","1,729","1,431",533,523,720,897,738,586,"1,056"
2021년03월_계_80~89세,"4,706",900,801,359,352,382,513,438,381,580
2021년03월_계_90~99세,735,138,105,55,62,73,74,62,69,97
2021년03월_계_100세 이상,18,1,4,2,2,0,0,4,3,2
2021년03월_남_총인구수,"48,982","8,587","10,525","1,478","1,572","6,952","8,541","3,826","2,433","5,068"
2021년03월_남_연령구간인구수,"48,982","8,587","10,525","1,478","1,572","6,952","8,541","3,826","2,433","5,068"
2021년03월_남_0~9세,"2,989",455,651,26,28,821,545,136,87,240
2021년03월_남_10~19세,"3,904",680,"1,059",64,85,518,807,219,115,357
2021년03월_남_20~29세,"5,439",975,"1,312",85,96,726,"1,080",381,220,564
2021년03월_남_30~39세,"5,280",818,"1,072",110,93,"1,253",959,333,187,455
2021년03월_남_40~49세,"7,590","1,231","1,780",135,146,"1,223","1,548",546,287,694
2021년03월_남_50~59세,"9,774","1,681","2,213",287,283,"1,005","1,859",890,526,"1,030"
2021년03월_남_60~69세,"8,334","1,614","1,498",383,452,881,"1,138",807,562,999
2021년03월_남_70~79세,"3,886",795,630,246,263,358,422,363,296,513
2021년03월_남_80~89세,"1,609",302,281,131,112,150,163,138,138,194
2021년03월_남_90~99세,172,36,28,11,14,17,20,11,14,21
2021년03월_남_100세 이상,5,0,1,0,0,0,0,2,1,1
2021년03월_여_총인구수,"43,425","8,212","9,173","1,397","1,443","6,098","7,104","3,056","2,061","4,881"
2021년03월_여_연령구간인구수,"43,425","8,212","9,173","1,397","1,443","6,098","7,104","3,056","2,061","4,881"
2021년03월_여_0~9세,"2,741",426,593,23,34,726,506,95,81,257
2021년03월_여_10~19세,"3,630",674,905,51,48,522,738,198,112,382
2021년03월_여_20~29세,"3,875",731,869,61,67,652,709,228,117,441
2021년03월_여_30~39세,"4,129",663,847,59,73,"1,086",700,210,114,377
2021년03월_여_40~49세,"5,934","1,038","1,476",70,68,983,"1,262",306,177,554
2021년03월_여_50~59세,"7,755","1,492","1,685",233,237,816,"1,369",651,372,900
2021년03월_여_60~69세,"7,361","1,553","1,397",339,366,663,941,640,498,964
2021년03월_여_70~79세,"4,327",934,801,287,260,362,475,375,290,543
2021년03월_여_80~89세,"3,097",598,520,228,240,232,350,300,243,386
2021년03월_여_90~99세,563,102,77,44,48,56,54,51,55,76
2021년03월_여_100세 이상,13,1,3,2,2,0,0,2,2,1
2021년04월_계_총인구수,"92,349","16,778","19,721","2,879","3,018","13,042","15,660","6,865","4,484","9,902"
2021년04월_계_연령구간인구수,"92,349","16,778","19,721","2,879","3,018","13,042","15,660","6,865","4,484","9,902"
2021년04월_계_0~9세,"5,701",872,"1,237",49,60,"1,541","1,055",230,162,495
2021년04월_계_10~19세,"7,494","1,356","1,956",117,130,"1,038","1,528",413,227,729
2021년04월_계_20~29세,"9,298","1,695","2,195",149,165,"1,369","1,792",613,331,989
2021년04월_계_30~39세,"9,350","1,460","1,922",165,166,"2,331","1,658",535,301,812
2021년04월_계_40~49세,"13,501","2,272","3,247",208,214,"2,209","2,796",845,456,"1,254"
2021년04월_계_50~59세,"17,473","3,148","3,909",518,519,"1,820","3,240","1,517",895,"1,907"
2021년04월_계_60~69세,"15,848","3,199","2,916",725,826,"1,556","2,104","1,475","1,066","1,981"
2021년04월_계_70~79세,"8,181","1,721","1,424",529,519,718,898,734,591,"1,047"
2021년04월_계_80~89세,"4,749",919,802,362,353,385,518,439,382,589
2021년04월_계_90~99세,733,133,108,55,64,75,71,60,70,97
2021년04월_계_100세 이상,21,3,5,2,2,0,0,4,3,2
2021년04월_남_총인구수,"48,943","8,586","10,551","1,477","1,575","6,944","8,535","3,815","2,423","5,037"
2021년04월_남_연령구간인구수,"48,943","8,586","10,551","1,477","1,575","6,944","8,535","3,815","2,423","5,037"
2021년04월_남_0~9세,"2,981",454,650,26,27,820,546,135,84,239
2021년04월_남_10~19세,"3,900",688,"1,056",64,82,522,801,218,116,353
2021년04월_남_20~29세,"5,416",968,"1,322",88,98,719,"1,076",382,215,548
2021년04월_남_30~39세,"5,247",803,"1,077",108,93,"1,246",960,331,186,443
2021년04월_남_40~49세,"7,568","1,235","1,770",136,146,"1,227","1,537",536,285,696
2021년04월_남_50~59세,"9,720","1,660","2,214",285,279,"1,003","1,858",880,523,"1,018"
2021년04월_남_60~69세,"8,429","1,642","1,516",382,462,884,"1,148",822,564,"1,009"
2021년04월_남_70~79세,"3,872",791,631,242,261,355,424,360,298,510
2021년04월_남_80~89세,"1,628",309,282,135,113,149,165,138,138,199
2021년04월_남_90~99세,176,35,32,11,14,19,20,11,13,21
2021년04월_남_100세 이상,6,1,1,0,0,0,0,2,1,1
2021년04월_여_총인구수,"43,406","8,192","9,170","1,402","1,443","6,098","7,125","3,050","2,061","4,865"
2021년04월_여_연령구간인구수,"43,406","8,192","9,170","1,402","1,443","6,098","7,125","3,050","2,061","4,865"
2021년04월_여_0~9세,"2,720",418,587,23,33,721,509,95,78,256
2021년04월_여_10~19세,"3,594",668,900,53,48,516,727,195,111,376
2021년04월_여_20~29세,"3,882",727,873,61,67,650,716,231,116,441
2021년04월_여_30~39세,"4,103",657,845,57,73,"1,085",698,204,115,369
2021년04월_여_40~49세,"5,933","1,037","1,477",72,68,982,"1,259",309,171,558
2021년04월_여_50~59세,"7,753","1,488","1,695",233,240,817,"1,382",637,372,889
2021년04월_여_60~69세,"7,419","1,557","1,400",343,364,672,956,653,502,972
2021년04월_여_70~79세,"4,309",930,793,287,258,363,474,374,293,537
2021년04월_여_80~89세,"3,121",610,520,227,240,236,353,301,244,390
2021년04월_여_90~99세,557,98,76,44,50,56,51,49,57,76
2021년04월_여_100세 이상,15,2,4,2,2,0,0,2,2,1
2021년05월_계_총인구수,"92,213","16,747","19,671","2,886","3,025","12,978","15,685","6,851","4,487","9,883"
2021년05월_계_연령구간인구수,"92,213","16,747","19,671","2,886","3,025","12,978","15,685","6,851","4,487","9,883"
2021년05월_계_0~9세,"5,690",859,"1,230",53,60,"1,543","1,058",233,164,490
2021년05월_계_10~19세,"7,475","1,356","1,926",117,130,"1,050","1,526",406,223,741
2021년05월_계_20~29세,"9,246","1,680","2,177",147,166,"1,358","1,777",619,334,988
2021년05월_계_30~39세,"9,287","1,461","1,900",162,163,"2,324","1,659",519,298,801
2021년05월_계_40~49세,"13,480","2,252","3,237",216,213,"2,214","2,806",839,457,"1,246"
2021년05월_계_50~59세,"17,427","3,148","3,905",511,514,"1,818","3,231","1,516",896,"1,888"
2021년05월_계_60~69세,"15,964","3,205","2,958",731,841,"1,552","2,134","1,478","1,072","1,993"
2021년05월_계_70~79세,"8,150","1,729","1,415",529,519,693,900,733,586,"1,046"
2021년05월_계_80~89세,"4,755",920,812,362,352,365,524,443,383,594
2021년05월_계_90~99세,717,134,106,56,65,61,70,60,71,94
2021년05월_계_100세 이상,22,3,5,2,2,0,0,5,3,2
2021년05월_남_총인구수,"48,822","8,559","10,516","1,482","1,581","6,888","8,546","3,808","2,423","5,019"
2021년05월_남_연령구간인구수,"48,822","8,559","10,516","1,482","1,581","6,888","8,546","3,808","2,423","5,019"
2021년05월_남_0~9세,"2,970",445,646,28,28,823,545,135,85,235
2021년05월_남_10~19세,"3,894",688,"1,040",63,82,531,801,215,115,359
2021년05월_남_20~29세,"5,360",955,"1,303",87,100,706,"1,062",388,219,540
