카테고리,전라남도 광양시,전라남도 광양시 광양읍,전라남도 광양시 봉강면,전라남도 광양시 옥룡면,전라남도 광양시 옥곡면,전라남도 광양시 진상면,전라남도 광양시 진월면,전라남도 광양시 다압면,전라남도 광양시 골약동,전라남도 광양시 중마동,전라남도 광양시 광영동,전라남도 광양시 금호동,전라남도 광양시 태인동
2020년08월_계_10~19세,"16,091","5,193",140,134,115,127,90,94,63,"7,402","1,192","1,416",125
2020년08월_계_20~29세,"20,072","6,221",187,252,252,210,206,115,127,"8,321","1,727","2,251",203
2020년08월_계_30~39세,"18,733","6,082",136,163,168,160,168,100,128,"8,834","1,333","1,330",131
2020년08월_계_40~49세,"23,941","8,053",211,271,264,227,264,165,175,"10,652","1,999","1,450",210
2020년08월_계_50~59세,"28,815","8,497",438,667,578,558,513,353,320,"10,709","2,858","2,921",403
2020년08월_계_60~69세,"16,385","5,675",381,598,569,576,574,398,304,"3,737","1,579","1,663",331
2020년08월_계_70~79세,"8,035","2,877",312,489,455,506,537,298,282,"1,220",553,298,208
2020년08월_계_80~89세,"4,617","1,536",232,345,306,365,329,208,206,572,257,114,147
2020년08월_계_90~99세,730,256,43,51,46,57,68,24,29,75,41,22,18
2020년08월_계_100세 이상,22,10,1,2,1,1,2,1,1,3,0,0,0
2020년08월_남_총인구수,"78,726","25,056","1,115","1,509","1,428","1,432","1,388",905,916,"30,569","6,650","6,743","1,015"
2020년08월_남_연령구간인구수,"78,726","25,056","1,115","1,509","1,428","1,432","1,388",905,916,"30,569","6,650","6,743","1,015"
2020년08월_남_0~9세,"6,949","2,293",45,44,29,34,27,22,20,"3,398",522,482,33
2020년08월_남_10~19세,"8,337","2,732",83,67,59,73,50,52,35,"3,819",596,699,72
2020년08월_남_20~29세,"11,637","3,428",108,153,150,136,123,68,80,"4,741","1,023","1,493",134
2020년08월_남_30~39세,"10,014","3,108",81,87,98,89,97,56,78,"4,706",747,777,90
2020년08월_남_40~49세,"12,196","4,246",130,143,154,133,162,108,123,"5,243","1,053",566,135
2020년08월_남_50~59세,"15,835","4,511",255,390,318,324,302,194,209,"5,945","1,546","1,601",240
2020년08월_남_60~69세,"8,626","2,938",195,301,302,290,283,208,163,"2,007",840,920,179
2020년08월_남_70~79세,"3,551","1,273",132,208,198,218,228,115,130,527,256,174,92
2020년08월_남_80~89세,"1,446",475,73,105,112,127,107,78,73,171,61,26,38
2020년08월_남_90~99세,130,51,12,10,8,8,9,4,5,10,6,5,2
2020년08월_남_100세 이상,5,1,1,1,0,0,0,0,0,2,0,0,0
2020년08월_여_총인구수,"72,396","23,892","1,035","1,555","1,384","1,429","1,426",901,758,"27,671","5,883","5,640",822
2020년08월_여_연령구간인구수,"72,396","23,892","1,035","1,555","1,384","1,429","1,426",901,758,"27,671","5,883","5,640",822
2020년08월_여_0~9세,"6,732","2,255",24,48,29,40,36,28,19,"3,317",472,436,28
2020년08월_여_10~19세,"7,754","2,461",57,67,56,54,40,42,28,"3,583",596,717,53
2020년08월_여_20~29세,"8,435","2,793",79,99,102,74,83,47,47,"3,580",704,758,69
2020년08월_여_30~39세,"8,719","2,974",55,76,70,71,71,44,50,"4,128",586,553,41
2020년08월_여_40~49세,"11,745","3,807",81,128,110,94,102,57,52,"5,409",946,884,75
2020년08월_여_50~59세,"12,980","3,986",183,277,260,234,211,159,111,"4,764","1,312","1,320",163
2020년08월_여_60~69세,"7,759","2,737",186,297,267,286,291,190,141,"1,730",739,743,152
2020년08월_여_70~79세,"4,484","1,604",180,281,257,288,309,183,152,693,297,124,116
2020년08월_여_80~89세,"3,171","1,061",159,240,194,238,222,130,133,401,196,88,109
2020년08월_여_90~99세,600,205,31,41,38,49,59,20,24,65,35,17,16
2020년08월_여_100세 이상,17,9,0,1,1,1,2,1,1,1,0,0,0
2020년09월_계_총인구수,"150,848","48,879","2,147","3,049","2,815","2,848","2,796","1,800","1,672","58,153","12,536","12,326","1,827"
2020년09월_계_연령구간인구수,"150,848","48,879","2,147","3,049","2,815","2,848","2,796","1,800","1,672","58,153","12,536","12,326","1,827"
2020년09월_계_0~9세,"13,607","4,529",70,91,61,75,63,47,37,"6,683",988,905,58
2020년09월_계_10~19세,"16,048","5,160",137,132,113,123,86,92,64,"7,391","1,204","1,418",128
2020년09월_계_20~29세,"19,914","6,190",188,252,248,208,198,113,128,"8,257","1,718","2,214",200
2020년09월_계_30~39세,"18,636","6,048",140,161,173,160,166,101,129,"8,780","1,330","1,316",132
2020년09월_계_40~49세,"23,900","8,042",208,266,261,225,263,163,173,"10,657","1,995","1,439",208
2020년09월_계_50~59세,"28,811","8,483",436,662,572,550,510,351,315,"10,731","2,867","2,934",400
2020년09월_계_60~69세,"16,485","5,726",385,598,573,576,578,400,309,"3,766","1,585","1,661",328
2020년09월_계_70~79세,"8,066","2,884",312,488,459,507,536,297,280,"1,231",559,304,209
2020년09월_계_80~89세,"4,622","1,549",227,346,308,364,323,210,205,578,254,113,145
2020년09월_계_90~99세,736,258,43,51,46,58,71,25,31,76,36,22,19
2020년09월_계_100세 이상,23,10,1,2,1,2,2,1,1,3,0,0,0
2020년09월_남_총인구수,"78,570","25,006","1,111","1,503","1,431","1,426","1,384",900,918,"30,523","6,649","6,710","1,009"
2020년09월_남_연령구간인구수,"78,570","25,006","1,111","1,503","1,431","1,426","1,384",900,918,"30,523","6,649","6,710","1,009"
2020년09월_남_0~9세,"6,912","2,293",45,43,31,34,27,20,19,"3,374",517,476,33
2020년09월_남_10~19세,"8,303","2,706",81,67,58,70,47,50,36,"3,810",603,703,72
2020년09월_남_20~29세,"11,560","3,411",109,157,150,135,121,66,82,"4,716","1,016","1,465",132
2020년09월_남_30~39세,"9,973","3,092",84,83,103,91,99,56,80,"4,685",739,771,90
2020년09월_남_40~49세,"12,183","4,240",128,140,150,135,162,106,120,"5,250","1,051",565,136
2020년09월_남_50~59세,"15,817","4,495",251,387,317,318,302,196,207,"5,947","1,552","1,608",237
2020년09월_남_60~69세,"8,676","2,964",198,303,301,292,284,208,165,"2,026",846,911,178
2020년09월_남_70~79세,"3,568","1,276",133,206,201,219,228,115,128,531,260,180,91
2020년09월_남_80~89세,"1,445",478,69,106,112,124,106,79,75,172,60,26,38
2020년09월_남_90~99세,128,50,12,10,8,8,8,4,6,10,5,5,2
2020년09월_남_100세 이상,5,1,1,1,0,0,0,0,0,2,0,0,0
2020년09월_여_총인구수,"72,278","23,873","1,036","1,546","1,384","1,422","1,412",900,754,"27,630","5,887","5,616",818
2020년09월_여_연령구간인구수,"72,278","23,873","1,036","1,546","1,384","1,422","1,412",900,754,"27,630","5,887","5,616",818
2020년09월_여_0~9세,"6,695","2,236",25,48,30,41,36,27,18,"3,309",471,429,25
2020년09월_여_10~19세,"7,745","2,454",56,65,55,53,39,42,28,"3,581",601,715,56
2020년09월_여_20~29세,"8,354","2,779",79,95,98,73,77,47,46,"3,541",702,749,68
2020년09월_여_30~39세,"8,663","2,956",56,78,70,69,67,45,49,"4,095",591,545,42
2020년09월_여_40~49세,"11,717","3,802",80,126,111,90,101,57,53,"5,407",944,874,72
2020년09월_여_50~59세,"12,994","3,988",185,275,255,232,208,155,108,"4,784","1,315","1,326",163
2020년09월_여_60~69세,"7,809","2,762",187,295,272,284,294,192,144,"1,740",739,750,150
2020년09월_여_70~79세,"4,498","1,608",179,282,258,288,308,182,152,700,299,124,118
2020년09월_여_80~89세,"3,177","1,071",158,240,196,240,217,131,130,406,194,87,107
2020년09월_여_90~99세,608,208,31,41,38,50,63,21,25,66,31,17,17
2020년09월_여_100세 이상,18,9,0,1,1,2,2,1,1,1,0,0,0
2020년10월_계_총인구수,"150,461","48,753","2,144","3,033","2,814","2,834","2,799","1,792","1,662","57,983","12,509","12,320","1,818"
2020년10월_계_연령구간인구수,"150,461","48,753","2,144","3,033","2,814","2,834","2,799","1,792","1,662","57,983","12,509","12,320","1,818"
2020년10월_계_0~9세,"13,500","4,497",69,87,60,72,67,44,36,"6,619",977,914,58
2020년10월_계_10~19세,"15,995","5,130",136,137,112,123,84,95,65,"7,375","1,196","1,412",130
2020년10월_계_20~29세,"19,819","6,172",191,251,249,203,193,111,124,"8,240","1,702","2,187",196
2020년10월_계_30~39세,"18,501","5,999",138,155,170,159,163,100,131,"8,686","1,340","1,332",128
2020년10월_계_40~49세,"23,781","8,017",206,263,259,223,264,162,168,"10,619","1,976","1,420",204
2020년10월_계_50~59세,"28,778","8,460",435,659,569,545,508,346,311,"10,747","2,860","2,938",400
2020년10월_계_60~69세,"16,601","5,760",386,600,577,577,587,401,308,"3,799","1,601","1,674",331
2020년10월_계_70~79세,"8,091","2,884",312,486,463,507,534,295,283,"1,242",568,309,208
2020년10월_계_80~89세,"4,638","1,565",228,342,309,361,327,212,206,577,254,112,145
2020년10월_계_90~99세,735,259,42,51,45,62,70,25,30,76,35,22,18
2020년10월_계_100세 이상,22,10,1,2,1,2,2,1,0,3,0,0,0
2020년10월_남_총인구수,"78,387","24,947","1,111","1,497","1,435","1,416","1,382",895,917,"30,450","6,638","6,690","1,009"
2020년10월_남_연령구간인구수,"78,387","24,947","1,111","1,497","1,435","1,416","1,382",895,917,"30,450","6,638","6,690","1,009"
2020년10월_남_0~9세,"6,867","2,285",44,40,31,32,30,18,18,"3,347",515,475,32
2020년10월_남_10~19세,"8,271","2,681",81,69,57,69,46,51,37,"3,805",602,700,73
2020년10월_남_20~29세,"11,509","3,401",110,155,147,131,118,66,80,"4,712","1,010","1,445",134
2020년10월_남_30~39세,"9,899","3,072",83,82,103,89,98,55,81,"4,632",744,775,85
2020년10월_남_40~49세,"12,151","4,232",127,139,152,135,161,106,118,"5,245","1,041",558,137
2020년10월_남_50~59세,"15,787","4,483",250,384,315,314,298,194,208,"5,947","1,548","1,610",236
2020년10월_남_60~69세,"8,734","2,980",200,308,306,294,289,208,163,"2,045",848,913,180
2020년10월_남_70~79세,"3,582","1,279",133,202,203,220,228,114,130,534,264,184,91
2020년10월_남_80~89세,"1,456",487,70,107,113,122,106,79,76,171,61,25,39
2020년10월_남_90~99세,126,46,12,10,8,10,8,4,6,10,5,5,2
2020년10월_남_100세 이상,5,1,1,1,0,0,0,0,0,2,0,0,0
2020년10월_여_총인구수,"72,074","23,806","1,033","1,536","1,379","1,418","1,417",897,745,"27,533","5,871","5,630",809
2020년10월_여_연령구간인구수,"72,074","23,806","1,033","1,536","1,379","1,418","1,417",897,745,"27,533","5,871","5,630",809
2020년10월_여_0~9세,"6,633","2,212",25,47,29,40,37,26,18,"3,272",462,439,26
2020년10월_여_10~19세,"7,724","2,449",55,68,55,54,38,44,28,"3,570",594,712,57
2020년10월_여_20~29세,"8,310","2,771",81,96,102,72,75,45,44,"3,528",692,742,62
2020년10월_여_30~39세,"8,602","2,927",55,73,67,70,65,45,50,"4,054",596,557,43
2020년10월_여_40~49세,"11,630","3,785",79,124,107,88,103,56,50,"5,374",935,862,67
2020년10월_여_50~59세,"12,991","3,977",185,275,254,231,210,152,103,"4,800","1,312","1,328",164
2020년10월_여_60~69세,"7,867","2,780",186,292,271,283,298,193,145,"1,754",753,761,151
2020년10월_여_70~79세,"4,509","1,605",179,284,260,287,306,181,153,708,304,125,117
2020년10월_여_80~89세,"3,182","1,078",158,235,196,239,221,133,130,406,193,87,106
2020년10월_여_90~99세,609,213,30,41,37,52,62,21,24,66,30,17,16
2020년10월_여_100세 이상,17,9,0,1,1,2,2,1,0,1,0,0,0
2020년11월_계_총인구수,"150,680","48,806","2,160","3,056","2,832","2,836","2,792","1,806","1,647","58,058","12,551","12,318","1,818"
2020년11월_계_연령구간인구수,"150,680","48,806","2,160","3,056","2,832","2,836","2,792","1,806","1,647","58,058","12,551","12,318","1,818"
2020년11월_계_0~9세,"13,401","4,453",71,87,63,67,67,43,34,"6,566",976,915,59
2020년11월_계_10~19세,"16,005","5,122",138,142,115,124,84,92,68,"7,362","1,218","1,409",131
2020년11월_계_20~29세,"19,904","6,186",193,253,258,207,188,119,124,"8,291","1,705","2,187",193
2020년11월_계_30~39세,"18,458","5,969",140,156,169,158,158,104,128,"8,671","1,338","1,333",134
2020년11월_계_40~49세,"23,734","8,037",210,262,256,220,261,157,166,"10,589","1,977","1,398",201
2020년11월_계_50~59세,"28,882","8,485",437,660,570,546,505,348,314,"10,821","2,856","2,943",397
2020년11월_계_60~69세,"16,755","5,805",387,610,586,582,594,407,304,"3,848","1,623","1,681",328
2020년11월_계_70~79세,"8,137","2,910",312,485,458,512,535,297,274,"1,248",572,321,213
2020년11월_계_80~89세,"4,649","1,571",228,346,313,357,328,211,207,583,252,110,143
2020년11월_계_90~99세,731,257,43,53,43,60,70,27,28,76,34,21,19
2020년11월_계_100세 이상,24,11,1,2,1,3,2,1,0,3,0,0,0
2020년11월_남_총인구수,"78,550","24,981","1,122","1,512","1,450","1,415","1,384",905,915,"30,517","6,659","6,686","1,004"
2020년11월_남_연령구간인구수,"78,550","24,981","1,122","1,512","1,450","1,415","1,384",905,915,"30,517","6,659","6,686","1,004"
2020년11월_남_0~9세,"6,800","2,254",45,39,33,29,30,18,16,"3,320",511,473,32
2020년11월_남_10~19세,"8,277","2,683",85,71,59,69,45,50,40,"3,785",620,697,73
2020년11월_남_20~29세,"11,584","3,413",112,157,155,130,119,69,80,"4,760","1,014","1,444",131
2020년11월_남_30~39세,"9,887","3,061",83,83,100,88,97,60,79,"4,632",739,777,88
2020년11월_남_40~49세,"12,137","4,236",131,140,148,133,161,104,117,"5,235","1,047",550,135
2020년11월_남_50~59세,"15,841","4,500",250,384,322,316,298,195,212,"5,977","1,542","1,613",232
2020년11월_남_60~69세,"8,816","2,997",200,314,310,297,292,213,164,"2,079",857,913,180
2020년11월_남_70~79세,"3,609","1,294",133,205,201,224,225,114,126,542,264,189,92
2020년11월_남_80~89세,"1,466",493,70,108,114,119,109,78,75,176,60,25,39
2020년11월_남_90~99세,128,49,12,10,8,10,8,4,6,9,5,5,2
2020년11월_남_100세 이상,5,1,1,1,0,0,0,0,0,2,0,0,0
2020년11월_여_총인구수,"72,130","23,825","1,038","1,544","1,382","1,421","1,408",901,732,"27,541","5,892","5,632",814
2020년11월_여_연령구간인구수,"72,130","23,825","1,038","1,544","1,382","1,421","1,408",901,732,"27,541","5,892","5,632",814
2020년11월_여_0~9세,"6,601","2,199",26,48,30,38,37,25,18,"3,246",465,442,27
2020년11월_여_10~19세,"7,728","2,439",53,71,56,55,39,42,28,"3,577",598,712,58
2020년11월_여_20~29세,"8,320","2,773",81,96,103,77,69,50,44,"3,531",691,743,62
2020년11월_여_30~39세,"8,571","2,908",57,73,69,70,61,44,49,"4,039",599,556,46
2020년11월_여_40~49세,"11,597","3,801",79,122,108,87,100,53,49,"5,354",930,848,66
2020년11월_여_50~59세,"13,041","3,985",187,276,248,230,207,153,102,"4,844","1,314","1,330",165
2020년11월_여_60~69세,"7,939","2,808",187,296,276,285,302,194,140,"1,769",766,768,148
2020년11월_여_70~79세,"4,528","1,616",179,280,257,288,310,183,148,706,308,132,121
2020년11월_여_80~89세,"3,183","1,078",158,238,199,238,219,133,132,407,192,85,104
2020년11월_여_90~99세,603,208,31,43,35,50,62,23,22,67,29,16,17
2020년11월_여_100세 이상,19,10,0,1,1,3,2,1,0,1,0,0,0
2020년12월_계_총인구수,"151,769","49,131","2,212","3,126","2,877","2,867","2,831","1,840","1,648","58,469","12,593","12,344","1,831"
2020년12월_계_연령구간인구수,"151,769","49,131","2,212","3,126","2,877","2,867","2,831","1,840","1,648","58,469","12,593","12,344","1,831"
2020년12월_계_0~9세,"13,388","4,477",70,90,61,67,72,41,32,"6,529",979,915,55
2020년12월_계_10~19세,"16,046","5,159",136,144,115,135,85,92,65,"7,394","1,210","1,383",128
2020년12월_계_20~29세,"20,204","6,248",214,273,269,216,196,125,129,"8,408","1,723","2,200",203
2020년12월_계_30~39세,"18,537","5,972",148,163,172,156,166,108,129,"8,707","1,342","1,338",136
2020년12월_계_40~49세,"23,894","8,085",217,273,267,224,268,167,164,"10,646","1,978","1,403",202
2020년12월_계_50~59세,"29,079","8,508",445,675,578,553,507,348,318,"10,916","2,871","2,959",401
2020년12월_계_60~69세,"17,003","5,898",398,618,597,586,598,421,307,"3,925","1,634","1,689",332
2020년12월_계_70~79세,"8,161","2,927",312,485,459,504,533,297,272,"1,266",567,326,213
2020년12월_계_80~89세,"4,688","1,589",226,349,313,361,333,212,203,596,254,111,141
2020년12월_계_90~99세,745,257,45,54,45,62,71,28,29,79,35,20,20
2020년12월_계_100세 이상,24,11,1,2,1,3,2,1,0,3,0,0,0
2020년12월_남_총인구수,"79,144","25,139","1,149","1,549","1,478","1,435","1,398",926,915,"30,734","6,680","6,730","1,011"
2020년12월_남_연령구간인구수,"79,144","25,139","1,149","1,549","1,478","1,435","1,398",926,915,"30,734","6,680","6,730","1,011"
2020년12월_남_0~9세,"6,797","2,272",45,39,31,29,31,16,14,"3,304",512,475,29
2020년12월_남_10~19세,"8,299","2,697",84,71,63,78,46,50,38,"3,792",615,691,74
2020년12월_남_20~29세,"11,786","3,445",129,170,159,135,123,76,84,"4,847","1,030","1,452",136
2020년12월_남_30~39세,"9,935","3,066",84,87,102,88,98,64,82,"4,645",742,787,90
2020년12월_남_40~49세,"12,236","4,248",132,143,156,133,164,108,114,"5,290","1,045",569,134
2020년12월_남_50~59세,"15,929","4,521",253,395,324,322,302,192,214,"6,006","1,550","1,617",233
2020년12월_남_60~69세,"8,925","3,038",205,319,318,299,290,221,166,"2,107",862,918,182
2020년12월_남_70~79세,"3,621","1,301",135,205,202,220,225,115,126,548,259,192,93
2020년12월_남_80~89세,"1,487",501,69,109,115,121,112,80,72,184,61,25,38
2020년12월_남_90~99세,124,49,12,10,8,10,7,4,5,9,4,4,2
2020년12월_남_100세 이상,5,1,1,1,0,0,0,0,0,2,0,0,0
2020년12월_여_총인구수,"72,625","23,992","1,063","1,577","1,399","1,432","1,433",914,733,"27,735","5,913","5,614",820
2020년12월_여_연령구간인구수,"72,625","23,992","1,063","1,577","1,399","1,432","1,433",914,733,"27,735","5,913","5,614",820
2020년12월_여_0~9세,"6,591","2,205",25,51,30,38,41,25,18,"3,225",467,440,26
2020년12월_여_10~19세,"7,747","2,462",52,73,52,57,39,42,27,"3,602",595,692,54
2020년12월_여_20~29세,"8,418","2,803",85,103,110,81,73,49,45,"3,561",693,748,67
2020년12월_여_30~39세,"8,602","2,906",64,76,70,68,68,44,47,"4,062",600,551,46
2020년12월_여_40~49세,"11,658","3,837",85,130,111,91,104,59,50,"5,356",933,834,68
2020년12월_여_50~59세,"13,150","3,987",192,280,254,231,205,156,104,"4,910","1,321","1,342",168
2020년12월_여_60~69세,"8,078","2,860",193,299,279,287,308,200,141,"1,818",772,771,150
2020년12월_여_70~79세,"4,540","1,626",177,280,257,284,308,182,146,718,308,134,120
2020년12월_여_80~89세,"3,201","1,088",157,240,198,240,221,132,131,412,193,86,103
2020년12월_여_90~99세,621,208,33,44,37,52,64,24,24,70,31,16,18
2020년12월_여_100세 이상,19,10,0,1,1,3,2,1,0,1,0,0,0
2021년01월_계_총인구수,"151,045","48,834","2,178","3,100","2,863","2,856","2,826","1,807","1,628","58,296","12,570","12,280","1,807"
2021년01월_계_연령구간인구수,"151,045","48,834","2,178","3,100","2,863","2,856","2,826","1,807","1,628","58,296","12,570","12,280","1,807"
2021년01월_계_0~9세,"13,251","4,421",65,87,60,67,75,40,35,"6,465",970,912,54
2021년01월_계_10~19세,"15,965","5,118",133,138,113,138,82,91,66,"7,392","1,220","1,346",128
2021년01월_계_20~29세,"19,965","6,153",210,267,272,213,197,117,121,"8,358","1,680","2,186",191
2021년01월_계_30~39세,"18,377","5,923",141,155,165,161,162,103,125,"8,635","1,332","1,338",137
2021년01월_계_40~49세,"23,761","8,023",208,272,262,216,262,164,162,"10,618","1,986","1,387",201
2021년01월_계_50~59세,"28,994","8,475",435,666,567,555,505,341,313,"10,946","2,859","2,941",391
2021년01월_계_60~69세,"17,079","5,931",403,618,606,573,599,413,301,"3,935","1,660","1,706",334
2021년01월_계_70~79세,"8,195","2,939",312,486,461,507,535,300,273,"1,269",569,331,213
2021년01월_계_80~89세,"4,686","1,581",225,355,309,363,335,208,201,596,260,114,139
2021년01월_계_90~99세,748,260,45,54,47,60,72,29,31,78,34,19,19
2021년01월_계_100세 이상,24,10,1,2,1,3,2,1,0,4,0,0,0
2021년01월_남_총인구수,"78,821","25,016","1,132","1,527","1,468","1,427","1,393",905,897,"30,675","6,672","6,708","1,001"
2021년01월_남_연령구간인구수,"78,821","25,016","1,132","1,527","1,468","1,427","1,393",905,897,"30,675","6,672","6,708","1,001"
2021년01월_남_0~9세,"6,733","2,239",43,39,31,27,33,16,15,"3,282",507,472,29
2021년01월_남_10~19세,"8,252","2,669",81,68,60,80,44,49,37,"3,784",622,684,74
2021년01월_남_20~29세,"11,656","3,412",126,166,160,133,121,71,77,"4,809","1,006","1,444",131
2021년01월_남_30~39세,"9,866","3,040",81,81,98,94,95,61,78,"4,621",742,784,91
2021년01월_남_40~49세,"12,202","4,224",127,142,153,128,161,107,113,"5,302","1,044",565,136
2021년01월_남_50~59세,"15,860","4,505",248,386,321,322,299,188,211,"6,000","1,549","1,606",225
2021년01월_남_60~69세,"8,980","3,065",210,319,318,291,290,217,162,"2,128",873,925,182
2021년01월_남_70~79세,"3,660","1,311",135,206,204,221,229,116,127,557,262,198,94
2021년01월_남_80~89세,"1,481",499,68,109,115,121,113,76,72,181,63,27,37
2021년01월_남_90~99세,126,51,12,10,8,10,8,4,5,9,4,3,2
2021년01월_남_100세 이상,5,1,1,1,0,0,0,0,0,2,0,0,0
2021년01월_여_총인구수,"72,224","23,818","1,046","1,573","1,395","1,429","1,433",902,731,"27,621","5,898","5,572",806
2021년01월_여_연령구간인구수,"72,224","23,818","1,046","1,573","1,395","1,429","1,433",902,731,"27,621","5,898","5,572",806
2021년01월_여_0~9세,"6,518","2,182",22,48,29,40,42,24,20,"3,183",463,440,25
2021년01월_여_10~19세,"7,713","2,449",52,70,53,58,38,42,29,"3,608",598,662,54
2021년01월_여_20~29세,"8,309","2,741",84,101,112,80,76,46,44,"3,549",674,742,60
2021년01월_여_30~39세,"8,511","2,883",60,74,67,67,67,42,47,"4,014",590,554,46
2021년01월_여_40~49세,"11,559","3,799",81,130,109,88,101,57,49,"5,316",942,822,65
2021년01월_여_50~59세,"13,134","3,970",187,280,246,233,206,153,102,"4,946","1,310","1,335",166
2021년01월_여_60~69세,"8,099","2,866",193,299,288,282,309,196,139,"1,807",787,781,152
2021년01월_여_70~79세,"4,535","1,628",177,280,257,286,306,184,146,712,307,133,119
2021년01월_여_80~89세,"3,205","1,082",157,246,194,242,222,132,129,415,197,87,102
2021년01월_여_90~99세,622,209,33,44,39,50,64,25,26,69,30,16,17
2021년01월_여_100세 이상,19,9,0,1,1,3,2,1,0,2,0,0,0
2021년02월_계_총인구수,"151,016","48,851","2,195","3,096","3,312","2,857","2,832","1,788","1,592","58,085","12,367","12,246","1,795"
2021년02월_계_연령구간인구수,"151,016","48,851","2,195","3,096","3,312","2,857","2,832","1,788","1,592","58,085","12,367","12,246","1,795"
2021년02월_계_0~9세,"13,160","4,395",68,82,123,65,79,38,29,"6,386",941,900,54
2021년02월_계_10~19세,"15,849","5,084",129,143,168,136,81,89,56,"7,336","1,175","1,326",126
2021년02월_계_20~29세,"19,950","6,142",215,262,347,208,197,112,123,"8,325","1,659","2,174",186
2021년02월_계_30~39세,"18,315","5,913",146,153,247,167,164,100,120,"8,554","1,294","1,323",134
2021년02월_계_40~49세,"23,698","8,009",208,269,341,218,266,158,157,"10,542","1,945","1,388",197
2021년02월_계_50~59세,"29,128","8,510",438,667,648,552,499,338,305,"11,012","2,830","2,941",388
2021년02월_계_60~69세,"17,196","5,979",407,619,618,570,602,413,300,"3,971","1,659","1,718",340
2021년02월_계_70~79세,"8,230","2,958",309,488,461,511,533,299,270,"1,280",570,338,213
2021년02월_계_80~89세,"4,699","1,583",228,355,308,366,336,210,199,596,262,118,138
2021년02월_계_90~99세,766,268,46,56,50,60,73,30,33,79,32,20,19
2021년02월_계_100세 이상,25,10,1,2,1,4,2,1,0,4,0,0,0
2021년02월_남_총인구수,"78,778","25,033","1,137","1,522","1,699","1,422","1,395",896,879,"30,561","6,566","6,674",994
2021년02월_남_연령구간인구수,"78,778","25,033","1,137","1,522","1,699","1,422","1,395",896,879,"30,561","6,566","6,674",994
2021년02월_남_0~9세,"6,674","2,228",43,36,65,25,34,15,13,"3,240",489,457,29
2021년02월_남_10~19세,"8,203","2,661",76,70,88,80,43,46,34,"3,759",599,676,71
2021년02월_남_20~29세,"11,633","3,400",131,160,201,130,123,72,76,"4,781",997,"1,434",128
2021년02월_남_30~39세,"9,820","3,034",82,82,135,96,98,60,75,"4,576",723,767,92
2021년02월_남_40~49세,"12,187","4,220",125,139,191,129,161,103,109,"5,275","1,022",580,133
2021년02월_남_50~59세,"15,917","4,525",251,386,364,317,294,187,206,"6,025","1,542","1,598",222
2021년02월_남_60~69세,"9,052","3,095",213,320,326,291,294,219,163,"2,148",866,931,186
2021년02월_남_70~79세,"3,666","1,313",133,207,204,222,227,114,126,566,260,199,95
2021년02월_남_80~89세,"1,488",503,70,110,117,121,114,75,71,178,64,29,36
2021년02월_남_90~99세,133,53,12,11,8,11,7,5,6,11,4,3,2
2021년02월_남_100세 이상,5,1,1,1,0,0,0,0,0,2,0,0,0
2021년02월_여_총인구수,"72,238","23,818","1,058","1,574","1,613","1,435","1,437",892,713,"27,524","5,801","5,572",801
2021년02월_여_연령구간인구수,"72,238","23,818","1,058","1,574","1,613","1,435","1,437",892,713,"27,524","5,801","5,572",801
2021년02월_여_0~9세,"6,486","2,167",25,46,58,40,45,23,16,"3,146",452,443,25
2021년02월_여_10~19세,"7,646","2,423",53,73,80,56,38,43,22,"3,577",576,650,55
2021년02월_여_20~29세,"8,317","2,742",84,102,146,78,74,40,47,"3,544",662,740,58
2021년02월_여_30~39세,"8,495","2,879",64,71,112,71,66,40,45,"3,978",571,556,42
2021년02월_여_40~49세,"11,511","3,789",83,130,150,89,105,55,48,"5,267",923,808,64
2021년02월_여_50~59세,"13,211","3,985",187,281,284,235,205,151,99,"4,987","1,288","1,343",166
2021년02월_여_60~69세,"8,144","2,884",194,299,292,279,308,194,137,"1,823",793,787,154
2021년02월_여_70~79세,"4,564","1,645",176,281,257,289,306,185,144,714,310,139,118
2021년02월_여_80~89세,"3,211","1,080",158,245,191,245,222,135,128,418,198,89,102
2021년02월_여_90~99세,633,215,34,45,42,49,66,25,27,68,28,17,17
2021년02월_여_100세 이상,20,9,0,1,1,4,2,1,0,2,0,0,0
2021년03월_계_총인구수,"150,779","48,678","2,179","3,077","4,408","2,830","2,802","1,785","1,588","57,639","12,001","12,002","1,790"
2021년03월_계_연령구간인구수,"150,779","48,678","2,179","3,077","4,408","2,830","2,802","1,785","1,588","57,639","12,001","12,002","1,790"
2021년03월_계_0~9세,"13,109","4,356",66,80,218,62,77,36,30,"6,364",896,871,53
2021년03월_계_10~19세,"15,784","5,084",128,140,257,128,78,90,55,"7,273","1,145","1,275",131
2021년03월_계_20~29세,"19,947","6,122",213,262,540,204,196,112,124,"8,242","1,597","2,149",186
2021년03월_계_30~39세,"18,240","5,864",141,148,417,167,159,98,117,"8,449","1,239","1,312",129
2021년03월_계_40~49세,"23,558","7,963",205,270,502,214,254,157,156,"10,430","1,871","1,341",195
2021년03월_계_50~59세,"29,132","8,487",435,657,929,543,499,335,299,"10,941","2,751","2,865",391
2021년03월_계_60~69세,"17,288","5,985",408,618,706,575,592,416,305,"3,999","1,642","1,703",339
2021년03월_계_70~79세,"8,239","2,967",305,486,473,509,536,300,270,"1,266",571,349,207
