카테고리,경상북도 영양군,경상북도 영양군 영양읍,경상북도 영양군 입암면,경상북도 영양군 청기면,경상북도 영양군 일월면,경상북도 영양군 수비면,경상북도 영양군 석보면
2021년02월_남_80~89세,568,162,87,75,93,70,81
2021년02월_남_90~99세,61,19,8,7,9,12,6
2021년02월_남_100세 이상,8,2,3,1,0,1,1
2021년02월_여_총인구수,"8,392","3,678","1,106",854,889,854,"1,011"
2021년02월_여_연령구간인구수,"8,392","3,678","1,106",854,889,854,"1,011"
2021년02월_여_0~9세,349,203,39,26,21,24,36
2021년02월_여_10~19세,448,268,32,28,37,52,31
2021년02월_여_20~29세,470,273,42,35,44,33,43
2021년02월_여_30~39세,468,296,52,22,28,32,38
2021년02월_여_40~49세,699,414,56,39,61,63,66
2021년02월_여_50~59세,"1,337",601,172,110,146,141,167
2021년02월_여_60~69세,"1,726",649,264,217,187,186,223
2021년02월_여_70~79세,"1,519",529,242,188,170,171,219
2021년02월_여_80~89세,"1,158",357,177,161,171,130,162
2021년02월_여_90~99세,199,83,30,25,22,17,22
2021년02월_여_100세 이상,19,5,0,3,2,5,4
2021년03월_계_총인구수,"16,549","7,214","2,136","1,729","1,745","1,714","2,011"
2021년03월_계_연령구간인구수,"16,549","7,214","2,136","1,729","1,745","1,714","2,011"
2021년03월_계_0~9세,726,442,74,54,39,59,58
2021년03월_계_10~19세,918,538,76,55,77,98,74
2021년03월_계_20~29세,"1,131",641,101,79,108,93,109
2021년03월_계_30~39세,"1,018",620,115,59,69,69,86
2021년03월_계_40~49세,"1,667",911,173,126,130,162,165
2021년03월_계_50~59세,"2,924","1,246",364,286,335,313,380
2021년03월_계_60~69세,"3,506","1,292",520,426,391,394,483
2021년03월_계_70~79세,"2,654",899,411,371,302,288,383
2021년03월_계_80~89세,"1,720",521,261,237,262,200,239
2021년03월_계_90~99세,266,102,40,32,31,32,29
2021년03월_계_100세 이상,19,2,1,4,1,6,5
2021년03월_남_총인구수,"8,204","3,559","1,035",876,860,858,"1,016"
2021년03월_남_연령구간인구수,"8,204","3,559","1,035",876,860,858,"1,016"
2021년03월_남_0~9세,380,241,35,29,18,34,23
2021년03월_남_10~19세,472,268,46,26,41,47,44
2021년03월_남_20~29세,665,376,56,45,63,58,67
2021년03월_남_30~39세,552,325,63,38,41,37,48
2021년03월_남_40~49세,982,507,117,86,70,100,102
2021년03월_남_50~59세,"1,606",646,199,178,188,178,217
2021년03월_남_60~69세,"1,768",639,255,207,203,202,262
2021년03월_남_70~79세,"1,152",377,169,184,136,120,166
2021년03월_남_80~89세,561,161,86,75,91,68,80
2021년03월_남_90~99세,62,19,8,7,9,13,6
2021년03월_남_100세 이상,4,0,1,1,0,1,1
2021년03월_여_총인구수,"8,345","3,655","1,101",853,885,856,995
2021년03월_여_연령구간인구수,"8,345","3,655","1,101",853,885,856,995
2021년03월_여_0~9세,346,201,39,25,21,25,35
2021년03월_여_10~19세,446,270,30,29,36,51,30
2021년03월_여_20~29세,466,265,45,34,45,35,42
2021년03월_여_30~39세,466,295,52,21,28,32,38
2021년03월_여_40~49세,685,404,56,40,60,62,63
2021년03월_여_50~59세,"1,318",600,165,108,147,135,163
2021년03월_여_60~69세,"1,738",653,265,219,188,192,221
2021년03월_여_70~79세,"1,502",522,242,187,166,168,217
2021년03월_여_80~89세,"1,159",360,175,162,171,132,159
2021년03월_여_90~99세,204,83,32,25,22,19,23
2021년03월_여_100세 이상,15,2,0,3,1,5,4
2021년04월_계_총인구수,"16,516","7,201","2,133","1,723","1,744","1,710","2,005"
2021년04월_계_연령구간인구수,"16,516","7,201","2,133","1,723","1,744","1,710","2,005"
2021년04월_계_0~9세,715,435,73,54,38,58,57
2021년04월_계_10~19세,920,540,75,53,78,99,75
2021년04월_계_20~29세,"1,121",634,100,77,108,93,109
2021년04월_계_30~39세,"1,011",613,114,60,68,70,86
2021년04월_계_40~49세,"1,658",907,172,126,130,161,162
2021년04월_계_50~59세,"2,908","1,241",366,284,331,308,378
2021년04월_계_60~69세,"3,540","1,306",519,434,395,398,488
2021년04월_계_70~79세,"2,633",898,411,364,300,282,378
2021년04월_계_80~89세,"1,727",525,263,238,261,202,238
2021년04월_계_90~99세,265,100,39,30,34,33,29
2021년04월_계_100세 이상,18,2,1,3,1,6,5
2021년04월_남_총인구수,"8,183","3,548","1,034",874,860,857,"1,010"
2021년04월_남_연령구간인구수,"8,183","3,548","1,034",874,860,857,"1,010"
2021년04월_남_0~9세,375,238,35,29,17,34,22
2021년04월_남_10~19세,474,268,45,26,42,48,45
2021년04월_남_20~29세,654,368,56,44,63,57,66
2021년04월_남_30~39세,551,323,63,38,41,38,48
2021년04월_남_40~49세,970,502,113,86,70,99,100
2021년04월_남_50~59세,"1,600",642,202,178,187,176,215
2021년04월_남_60~69세,"1,788",650,254,210,205,204,265
2021년04월_남_70~79세,"1,141",376,171,179,134,119,162
2021년04월_남_80~89세,563,161,86,77,90,69,80
2021년04월_남_90~99세,64,20,8,7,11,12,6
2021년04월_남_100세 이상,3,0,1,0,0,1,1
2021년04월_여_총인구수,"8,333","3,653","1,099",849,884,853,995
2021년04월_여_연령구간인구수,"8,333","3,653","1,099",849,884,853,995
2021년04월_여_0~9세,340,197,38,25,21,24,35
2021년04월_여_10~19세,446,272,30,27,36,51,30
2021년04월_여_20~29세,467,266,44,33,45,36,43
2021년04월_여_30~39세,460,290,51,22,27,32,38
2021년04월_여_40~49세,688,405,59,40,60,62,62
2021년04월_여_50~59세,"1,308",599,164,106,144,132,163
2021년04월_여_60~69세,"1,752",656,265,224,190,194,223
2021년04월_여_70~79세,"1,492",522,240,185,166,163,216
2021년04월_여_80~89세,"1,164",364,177,161,171,133,158
2021년04월_여_90~99세,201,80,31,23,23,21,23
2021년04월_여_100세 이상,15,2,0,3,1,5,4
2021년05월_계_총인구수,"16,494","7,177","2,131","1,722","1,756","1,705","2,003"
2021년05월_계_연령구간인구수,"16,494","7,177","2,131","1,722","1,756","1,705","2,003"
2021년05월_계_0~9세,714,436,70,54,38,59,57
2021년05월_계_10~19세,914,535,75,52,79,99,74
2021년05월_계_20~29세,"1,118",632,100,77,109,92,108
2021년05월_계_30~39세,"1,005",609,112,60,69,70,85
2021년05월_계_40~49세,"1,653",903,176,125,132,160,157
2021년05월_계_50~59세,"2,893","1,221",366,283,337,311,375
2021년05월_계_60~69세,"3,556","1,312",516,439,398,395,496
2021년05월_계_70~79세,"2,619",898,407,361,299,277,377
2021년05월_계_80~89세,"1,741",527,270,238,260,205,241
2021년05월_계_90~99세,263,102,38,30,34,31,28
2021년05월_계_100세 이상,18,2,1,3,1,6,5
2021년05월_남_총인구수,"8,187","3,540","1,032",879,870,856,"1,010"
2021년05월_남_연령구간인구수,"8,187","3,540","1,032",879,870,856,"1,010"
2021년05월_남_0~9세,374,238,33,29,17,35,22
2021년05월_남_10~19세,470,266,45,25,42,48,44
2021년05월_남_20~29세,655,368,57,44,64,57,65
2021년05월_남_30~39세,550,324,61,38,42,38,47
2021년05월_남_40~49세,974,503,116,86,72,99,98
2021년05월_남_50~59세,"1,597",631,201,180,193,177,215
2021년05월_남_60~69세,"1,791",647,254,212,205,203,270
2021년05월_남_70~79세,"1,143",381,170,180,134,117,161
2021년05월_남_80~89세,566,161,86,78,90,70,81
2021년05월_남_90~99세,64,21,8,7,11,11,6
2021년05월_남_100세 이상,3,0,1,0,0,1,1
2021년05월_여_총인구수,"8,307","3,637","1,099",843,886,849,993
2021년05월_여_연령구간인구수,"8,307","3,637","1,099",843,886,849,993
2021년05월_여_0~9세,340,198,37,25,21,24,35
2021년05월_여_10~19세,444,269,30,27,37,51,30
2021년05월_여_20~29세,463,264,43,33,45,35,43
2021년05월_여_30~39세,455,285,51,22,27,32,38
2021년05월_여_40~49세,679,400,60,39,60,61,59
2021년05월_여_50~59세,"1,296",590,165,103,144,134,160
2021년05월_여_60~69세,"1,765",665,262,227,193,192,226
2021년05월_여_70~79세,"1,476",517,237,181,165,160,216
2021년05월_여_80~89세,"1,175",366,184,160,170,135,160
2021년05월_여_90~99세,199,81,30,23,23,20,22
2021년05월_여_100세 이상,15,2,0,3,1,5,4
2021년06월_계_총인구수,"16,411","7,140","2,121","1,712","1,755","1,685","1,998"
2021년06월_계_연령구간인구수,"16,411","7,140","2,121","1,712","1,755","1,685","1,998"
2021년06월_계_0~9세,709,431,72,51,38,58,59
2021년06월_계_10~19세,913,539,75,50,78,100,71
2021년06월_계_20~29세,"1,115",631,100,78,107,93,106
2021년06월_계_30~39세,999,599,113,57,74,72,84
2021년06월_계_40~49세,"1,626",895,173,125,122,155,156
2021년06월_계_50~59세,"2,867","1,214",358,280,337,306,372
2021년06월_계_60~69세,"3,571","1,322",517,440,405,389,498
2021년06월_계_70~79세,"2,594",882,403,360,297,274,378
2021년06월_계_80~89세,"1,741",524,272,238,263,203,241
2021년06월_계_90~99세,260,102,37,30,33,30,28
2021년06월_계_100세 이상,16,1,1,3,1,5,5
2021년06월_남_총인구수,"8,179","3,539","1,031",876,874,849,"1,010"
2021년06월_남_연령구간인구수,"8,179","3,539","1,031",876,874,849,"1,010"
2021년06월_남_0~9세,374,237,34,28,17,34,24
2021년06월_남_10~19세,469,267,45,24,42,49,42
2021년06월_남_20~29세,655,368,58,46,63,57,63
2021년06월_남_30~39세,548,317,62,36,45,39,49
2021년06월_남_40~49세,960,501,115,86,67,95,96
2021년06월_남_50~59세,"1,600",640,197,178,195,177,213
2021년06월_남_60~69세,"1,805",652,257,214,211,200,271
2021년06월_남_70~79세,"1,137",375,168,179,133,119,163
2021년06월_남_80~89세,569,163,86,78,91,69,82
2021년06월_남_90~99세,60,19,8,7,10,10,6
2021년06월_남_100세 이상,2,0,1,0,0,0,1
2021년06월_여_총인구수,"8,232","3,601","1,090",836,881,836,988
2021년06월_여_연령구간인구수,"8,232","3,601","1,090",836,881,836,988
2021년06월_여_0~9세,335,194,38,23,21,24,35
2021년06월_여_10~19세,444,272,30,26,36,51,29
2021년06월_여_20~29세,460,263,42,32,44,36,43
2021년06월_여_30~39세,451,282,51,21,29,33,35
2021년06월_여_40~49세,666,394,58,39,55,60,60
2021년06월_여_50~59세,"1,267",574,161,102,142,129,159
2021년06월_여_60~69세,"1,766",670,260,226,194,189,227
2021년06월_여_70~79세,"1,457",507,235,181,164,155,215
2021년06월_여_80~89세,"1,172",361,186,160,172,134,159
2021년06월_여_90~99세,200,83,29,23,23,20,22
2021년06월_여_100세 이상,14,1,0,3,1,5,4
2021년07월_계_총인구수,"16,396","7,148","2,119","1,703","1,753","1,684","1,989"
2021년07월_계_연령구간인구수,"16,396","7,148","2,119","1,703","1,753","1,684","1,989"
2021년07월_계_0~9세,704,436,71,47,36,57,57
2021년07월_계_10~19세,911,535,75,49,77,102,73
2021년07월_계_20~29세,"1,110",632,100,76,109,94,99
2021년07월_계_30~39세,999,603,113,56,73,69,85
2021년07월_계_40~49세,"1,616",885,175,124,123,153,156
2021년07월_계_50~59세,"2,860","1,218",356,276,335,306,369
2021년07월_계_60~69세,"3,569","1,317",515,439,408,387,503
2021년07월_계_70~79세,"2,598",885,400,362,296,278,377
2021년07월_계_80~89세,"1,752",533,275,240,262,204,238
2021년07월_계_90~99세,261,103,38,31,33,29,27
2021년07월_계_100세 이상,16,1,1,3,1,5,5
2021년07월_남_총인구수,"8,175","3,543","1,030",871,875,851,"1,005"
2021년07월_남_연령구간인구수,"8,175","3,543","1,030",871,875,851,"1,005"
2021년07월_남_0~9세,371,239,34,26,16,33,23
2021년07월_남_10~19세,471,267,45,23,42,51,43
2021년07월_남_20~29세,650,367,57,45,64,59,58
2021년07월_남_30~39세,547,319,62,35,44,37,50
2021년07월_남_40~49세,960,497,117,87,69,94,96
2021년07월_남_50~59세,"1,594",641,197,173,193,179,211
2021년07월_남_60~69세,"1,810",652,256,217,213,198,274
2021년07월_남_70~79세,"1,133",374,166,178,133,119,163
2021년07월_남_80~89세,577,168,87,80,91,71,80
2021년07월_남_90~99세,60,19,8,7,10,10,6
2021년07월_남_100세 이상,2,0,1,0,0,0,1
2021년07월_여_총인구수,"8,221","3,605","1,089",832,878,833,984
2021년07월_여_연령구간인구수,"8,221","3,605","1,089",832,878,833,984
2021년07월_여_0~9세,333,197,37,21,20,24,34
2021년07월_여_10~19세,440,268,30,26,35,51,30
2021년07월_여_20~29세,460,265,43,31,45,35,41
2021년07월_여_30~39세,452,284,51,21,29,32,35
2021년07월_여_40~49세,656,388,58,37,54,59,60
2021년07월_여_50~59세,"1,266",577,159,103,142,127,158
2021년07월_여_60~69세,"1,759",665,259,222,195,189,229
2021년07월_여_70~79세,"1,465",511,234,184,163,159,214
2021년07월_여_80~89세,"1,175",365,188,160,171,133,158
2021년07월_여_90~99세,201,84,30,24,23,19,21
2021년07월_여_100세 이상,14,1,0,3,1,5,4
2021년08월_계_총인구수,"16,350","7,134","2,097","1,696","1,752","1,685","1,986"
2021년08월_계_연령구간인구수,"16,350","7,134","2,097","1,696","1,752","1,685","1,986"
2021년08월_계_0~9세,694,428,68,47,36,58,57
2021년08월_계_10~19세,905,534,74,47,79,101,70
2021년08월_계_20~29세,"1,090",621,97,70,108,93,101
2021년08월_계_30~39세,990,599,110,59,70,68,84
2021년08월_계_40~49세,"1,619",892,173,122,122,155,155
2021년08월_계_50~59세,"2,844","1,210",350,273,336,307,368
2021년08월_계_60~69세,"3,574","1,317",514,442,409,388,504
2021년08월_계_70~79세,"2,591",886,396,360,295,277,377
2021년08월_계_80~89세,"1,762",540,275,241,264,205,237
2021년08월_계_90~99세,265,106,39,32,32,28,28
2021년08월_계_100세 이상,16,1,1,3,1,5,5
2021년08월_남_총인구수,"8,155","3,540","1,018",867,874,852,"1,004"
2021년08월_남_연령구간인구수,"8,155","3,540","1,018",867,874,852,"1,004"
2021년08월_남_0~9세,364,234,32,26,16,33,23
2021년08월_남_10~19세,466,267,44,22,42,50,41
2021년08월_남_20~29세,638,363,54,41,62,59,59
2021년08월_남_30~39세,541,316,60,36,43,36,50
2021년08월_남_40~49세,963,500,117,85,68,95,98
2021년08월_남_50~59세,"1,592",643,193,173,193,180,210
2021년08월_남_60~69세,"1,813",651,257,218,214,199,274
2021년08월_남_70~79세,"1,129",374,163,177,133,120,162
2021년08월_남_80~89세,588,173,89,82,93,71,80
2021년08월_남_90~99세,59,19,8,7,10,9,6
2021년08월_남_100세 이상,2,0,1,0,0,0,1
2021년08월_여_총인구수,"8,195","3,594","1,079",829,878,833,982
2021년08월_여_연령구간인구수,"8,195","3,594","1,079",829,878,833,982
2021년08월_여_0~9세,330,194,36,21,20,25,34
2021년08월_여_10~19세,439,267,30,25,37,51,29
2021년08월_여_20~29세,452,258,43,29,46,34,42
2021년08월_여_30~39세,449,283,50,23,27,32,34
2021년08월_여_40~49세,656,392,56,37,54,60,57
2021년08월_여_50~59세,"1,252",567,157,100,143,127,158
2021년08월_여_60~69세,"1,761",666,257,224,195,189,230
2021년08월_여_70~79세,"1,462",512,233,183,162,157,215
2021년08월_여_80~89세,"1,174",367,186,159,171,134,157
2021년08월_여_90~99세,206,87,31,25,22,19,22
2021년08월_여_100세 이상,14,1,0,3,1,5,4
2021년09월_계_총인구수,"16,319","7,132","2,091","1,690","1,753","1,671","1,982"
2021년09월_계_연령구간인구수,"16,319","7,132","2,091","1,690","1,753","1,671","1,982"
2021년09월_계_0~9세,687,420,67,47,36,59,58
2021년09월_계_10~19세,903,538,73,45,79,99,69
2021년09월_계_20~29세,"1,070",612,96,68,104,91,99
2021년09월_계_30~39세,992,604,105,59,72,67,85
2021년09월_계_40~49세,"1,610",897,173,120,119,152,149
2021년09월_계_50~59세,"2,826","1,201",346,269,342,299,369
2021년09월_계_60~69세,"3,596","1,328",514,450,408,389,507
2021년09월_계_70~79세,"2,595",887,400,358,296,279,375
2021년09월_계_80~89세,"1,756",537,275,239,263,204,238
2021년09월_계_90~99세,267,107,41,32,32,27,28
2021년09월_계_100세 이상,17,1,1,3,2,5,5
2021년09월_남_총인구수,"8,125","3,540","1,010",861,870,843,"1,001"
2021년09월_남_연령구간인구수,"8,125","3,540","1,010",861,870,843,"1,001"
2021년09월_남_0~9세,360,230,31,26,16,34,23
2021년09월_남_10~19세,464,270,41,22,42,48,41
2021년09월_남_20~29세,626,359,53,39,58,58,59
2021년09월_남_30~39세,540,318,56,36,44,36,50
2021년09월_남_40~49세,954,502,118,84,66,92,92
2021년09월_남_50~59세,"1,586",641,190,171,194,176,214
2021년09월_남_60~69세,"1,819",655,258,221,215,197,273
2021년09월_남_70~79세,"1,135",374,166,176,135,123,161
2021년09월_남_80~89세,579,172,88,79,90,70,80
2021년09월_남_90~99세,59,19,8,7,9,9,7
2021년09월_남_100세 이상,3,0,1,0,1,0,1
2021년09월_여_총인구수,"8,194","3,592","1,081",829,883,828,981
2021년09월_여_연령구간인구수,"8,194","3,592","1,081",829,883,828,981
2021년09월_여_0~9세,327,190,36,21,20,25,35
2021년09월_여_10~19세,439,268,32,23,37,51,28
2021년09월_여_20~29세,444,253,43,29,46,33,40
2021년09월_여_30~39세,452,286,49,23,28,31,35
2021년09월_여_40~49세,656,395,55,36,53,60,57
2021년09월_여_50~59세,"1,240",560,156,98,148,123,155
2021년09월_여_60~69세,"1,777",673,256,229,193,192,234
2021년09월_여_70~79세,"1,460",513,234,182,161,156,214
2021년09월_여_80~89세,"1,177",365,187,160,173,134,158
2021년09월_여_90~99세,208,88,33,25,23,18,21
2021년09월_여_100세 이상,14,1,0,3,1,5,4
2021년10월_계_총인구수,"16,330","7,136","2,084","1,699","1,755","1,673","1,983"
2021년10월_계_연령구간인구수,"16,330","7,136","2,084","1,699","1,755","1,673","1,983"
2021년10월_계_0~9세,683,419,67,46,36,60,55
2021년10월_계_10~19세,902,534,72,44,81,99,72
2021년10월_계_20~29세,"1,066",608,95,71,104,90,98
2021년10월_계_30~39세,990,598,109,59,73,67,84
2021년10월_계_40~49세,"1,603",898,172,120,118,151,144
2021년10월_계_50~59세,"2,832","1,209",340,271,339,296,377
2021년10월_계_60~69세,"3,621","1,336",516,457,413,392,507
2021년10월_계_70~79세,"2,583",888,396,353,292,280,374
2021년10월_계_80~89세,"1,764",537,274,242,265,207,239
2021년10월_계_90~99세,269,108,42,33,32,26,28
2021년10월_계_100세 이상,17,1,1,3,2,5,5
2021년10월_남_총인구수,"8,137","3,542","1,008",865,871,846,"1,005"
2021년10월_남_연령구간인구수,"8,137","3,542","1,008",865,871,846,"1,005"
2021년10월_남_0~9세,358,229,31,25,16,34,23
2021년10월_남_10~19세,466,268,40,23,44,48,43
2021년10월_남_20~29세,624,359,53,39,56,59,58
2021년10월_남_30~39세,536,316,57,35,44,35,49
2021년10월_남_40~49세,956,501,118,84,66,93,94
2021년10월_남_50~59세,"1,586",647,188,172,188,175,216
2021년10월_남_60~69세,"1,835",656,261,226,221,197,274
2021년10월_남_70~79세,"1,128",373,164,173,135,123,160
2021년10월_남_80~89세,585,173,87,81,90,73,81
2021년10월_남_90~99세,61,20,8,7,10,9,7
2021년10월_남_100세 이상,2,0,1,0,1,0,0
2021년10월_여_총인구수,"8,193","3,594","1,076",834,884,827,978
2021년10월_여_연령구간인구수,"8,193","3,594","1,076",834,884,827,978
2021년10월_여_0~9세,325,190,36,21,20,26,32
2021년10월_여_10~19세,436,266,32,21,37,51,29
2021년10월_여_20~29세,442,249,42,32,48,31,40
2021년10월_여_30~39세,454,282,52,24,29,32,35
2021년10월_여_40~49세,647,397,54,36,52,58,50
2021년10월_여_50~59세,"1,246",562,152,99,151,121,161
2021년10월_여_60~69세,"1,786",680,255,231,192,195,233
2021년10월_여_70~79세,"1,455",515,232,180,157,157,214
2021년10월_여_80~89세,"1,179",364,187,161,175,134,158
2021년10월_여_90~99세,208,88,34,26,22,17,21
2021년10월_여_100세 이상,15,1,0,3,1,5,5
2021년11월_계_총인구수,"16,335","7,143","2,092","1,686","1,758","1,674","1,982"
2021년11월_계_연령구간인구수,"16,335","7,143","2,092","1,686","1,758","1,674","1,982"
2021년11월_계_0~9세,677,415,68,45,36,59,54
2021년11월_계_10~19세,896,529,74,43,78,99,73
2021년11월_계_20~29세,"1,071",614,93,72,106,91,95
2021년11월_계_30~39세,995,605,109,56,72,66,87
2021년11월_계_40~49세,"1,610",901,179,119,119,148,144
2021년11월_계_50~59세,"2,836","1,213",339,267,342,299,376
2021년11월_계_60~69세,"3,618","1,337",517,455,412,391,506
2021년11월_계_70~79세,"2,585",882,398,353,297,284,371
2021년11월_계_80~89세,"1,759",538,273,240,260,205,243
2021년11월_계_90~99세,271,108,41,33,34,27,28
2021년11월_계_100세 이상,17,1,1,3,2,5,5
2021년11월_남_총인구수,"8,138","3,545","1,010",858,873,846,"1,006"
2021년11월_남_연령구간인구수,"8,138","3,545","1,010",858,873,846,"1,006"
2021년11월_남_0~9세,354,227,31,24,16,33,23
2021년11월_남_10~19세,463,267,40,22,42,49,43
2021년11월_남_20~29세,620,358,50,40,58,59,55
2021년11월_남_30~39세,543,323,58,33,43,34,52
2021년11월_남_40~49세,955,500,121,83,66,92,93
2021년11월_남_50~59세,"1,588",648,186,170,191,176,217
2021년11월_남_60~69세,"1,838",658,263,224,220,200,273
2021년11월_남_70~79세,"1,127",371,165,173,137,122,159
2021년11월_남_80~89세,585,173,87,82,88,72,83
2021년11월_남_90~99세,63,20,8,7,11,9,8
2021년11월_남_100세 이상,2,0,1,0,1,0,0
2021년11월_여_총인구수,"8,197","3,598","1,082",828,885,828,976
2021년11월_여_연령구간인구수,"8,197","3,598","1,082",828,885,828,976
2021년11월_여_0~9세,323,188,37,21,20,26,31
2021년11월_여_10~19세,433,262,34,21,36,50,30
2021년11월_여_20~29세,451,256,43,32,48,32,40
2021년11월_여_30~39세,452,282,51,23,29,32,35
2021년11월_여_40~49세,655,401,58,36,53,56,51
2021년11월_여_50~59세,"1,248",565,153,97,151,123,159
2021년11월_여_60~69세,"1,780",679,254,231,192,191,233
2021년11월_여_70~79세,"1,458",511,233,180,160,162,212
2021년11월_여_80~89세,"1,174",365,186,158,172,133,160
2021년11월_여_90~99세,208,88,33,26,23,18,20
2021년11월_여_100세 이상,15,1,0,3,1,5,5
2021년12월_계_총인구수,"16,320","7,125","2,085","1,692","1,764","1,663","1,991"
2021년12월_계_연령구간인구수,"16,320","7,125","2,085","1,692","1,764","1,663","1,991"
2021년12월_계_0~9세,675,410,68,49,36,59,53
2021년12월_계_10~19세,892,526,73,43,77,100,73
2021년12월_계_20~29세,"1,065",607,91,74,107,90,96
2021년12월_계_30~39세,993,606,107,58,73,64,85
2021년12월_계_40~49세,"1,602",895,174,119,121,148,145
2021년12월_계_50~59세,"2,846","1,218",338,267,344,298,381
2021년12월_계_60~69세,"3,611","1,329",521,451,415,390,505
2021년12월_계_70~79세,"2,583",886,395,357,295,277,373
2021년12월_계_80~89세,"1,772",538,276,240,261,210,247
2021년12월_계_90~99세,268,109,41,31,33,26,28
2021년12월_계_100세 이상,13,1,1,3,2,1,5
2021년12월_남_총인구수,"8,144","3,546","1,006",860,873,844,"1,015"
2021년12월_남_연령구간인구수,"8,144","3,546","1,006",860,873,844,"1,015"
2021년12월_남_0~9세,350,224,31,25,15,33,22
2021년12월_남_10~19세,462,265,40,22,42,50,43
2021년12월_남_20~29세,609,351,48,41,57,57,55
2021년12월_남_30~39세,547,329,57,34,44,33,50
2021년12월_남_40~49세,949,498,117,83,67,91,93
2021년12월_남_50~59세,"1,606",658,187,170,190,177,224
2021년12월_남_60~69세,"1,837",651,266,222,222,201,275
2021년12월_남_70~79세,"1,127",375,163,175,135,118,161
2021년12월_남_80~89세,592,175,88,82,89,74,84
2021년12월_남_90~99세,63,20,8,6,11,10,8
2021년12월_남_100세 이상,2,0,1,0,1,0,0
2021년12월_여_총인구수,"8,176","3,579","1,079",832,891,819,976
2021년12월_여_연령구간인구수,"8,176","3,579","1,079",832,891,819,976
2021년12월_여_0~9세,325,186,37,24,21,26,31
2021년12월_여_10~19세,430,261,33,21,35,50,30
2021년12월_여_20~29세,456,256,43,33,50,33,41
2021년12월_여_30~39세,446,277,50,24,29,31,35
2021년12월_여_40~49세,653,397,57,36,54,57,52
2021년12월_여_50~59세,"1,240",560,151,97,154,121,157
2021년12월_여_60~69세,"1,774",678,255,229,193,189,230
2021년12월_여_70~79세,"1,456",511,232,182,160,159,212
2021년12월_여_80~89세,"1,180",363,188,158,172,136,163
2021년12월_여_90~99세,205,89,33,25,22,16,20
2021년12월_여_100세 이상,11,1,0,3,1,1,5
