카테고리,전라남도 영암군,전라남도 영암군 영암읍,전라남도 영암군 삼호읍,전라남도 영암군 삼호읍서부출장소,전라남도 영암군 덕진면,전라남도 영암군 금정면,전라남도 영암군 신북면,전라남도 영암군 시종면,전라남도 영암군 도포면,전라남도 영암군 군서면,전라남도 영암군 서호면,전라남도 영암군 학산면,전라남도 영암군 미암면
2020년08월_남_30~39세,"2,742",384,"1,002",558,71,59,145,110,84,92,59,86,92
2020년08월_남_40~49세,"4,486",563,"1,716",784,108,121,237,228,119,188,109,171,142
2020년08월_남_50~59세,"5,375",777,"1,422",806,198,226,370,359,237,302,174,288,216
2020년08월_남_60~69세,"4,016",569,758,273,153,246,397,387,252,280,179,271,251
2020년08월_남_70~79세,"2,650",398,370,96,126,168,273,290,151,251,153,207,167
2020년08월_남_80~89세,"1,233",161,101,31,89,78,140,111,88,121,97,116,100
2020년08월_남_90~99세,105,23,8,4,10,8,9,6,7,10,3,14,3
2020년08월_남_100세 이상,7,1,1,0,1,0,3,0,0,0,1,0,0
2020년08월_여_총인구수,"26,268","4,207","7,011","2,834",960,"1,026","1,909","1,812","1,129","1,677","1,026","1,541","1,136"
2020년08월_여_연령구간인구수,"26,268","4,207","7,011","2,834",960,"1,026","1,909","1,812","1,129","1,677","1,026","1,541","1,136"
2020년08월_여_0~9세,"1,857",297,867,313,27,29,74,46,22,38,44,63,37
2020년08월_여_10~19세,"2,119",382,844,340,56,30,86,61,40,78,36,106,60
2020년08월_여_20~29세,"2,142",390,712,346,52,51,93,96,74,108,50,115,55
2020년08월_여_30~39세,"2,265",379,937,374,40,40,103,77,53,75,51,78,58
2020년08월_여_40~49세,"3,080",510,"1,190",506,66,80,161,112,73,117,54,133,78
2020년08월_여_50~59세,"4,030",713,"1,029",496,115,148,317,253,194,248,129,212,176
2020년08월_여_60~69세,"3,893",586,678,213,184,187,379,412,205,319,203,293,234
2020년08월_여_70~79세,"3,697",519,454,139,196,237,391,383,242,382,236,282,236
2020년08월_여_80~89세,"2,745",353,269,89,200,196,266,319,206,265,185,216,181
2020년08월_여_90~99세,413,75,28,17,21,28,36,50,18,45,35,40,20
2020년08월_여_100세 이상,27,3,3,1,3,0,3,3,2,2,3,3,1
2020년09월_계_총인구수,"53,998","8,321","14,979","6,607","1,869","2,074","3,818","3,596","2,284","3,211","1,948","3,003","2,288"
2020년09월_계_연령구간인구수,"53,998","8,321","14,979","6,607","1,869","2,074","3,818","3,596","2,284","3,211","1,948","3,003","2,288"
2020년09월_계_0~9세,"3,680",626,"1,617",622,72,51,122,112,72,101,78,138,69
2020년09월_계_10~19세,"4,532",817,"1,803",727,99,79,190,138,108,170,84,207,110
2020년09월_계_20~29세,"5,026",867,"1,574",890,120,113,278,248,179,245,121,243,148
2020년09월_계_30~39세,"4,946",751,"1,937",900,107,98,246,183,134,167,111,165,147
2020년09월_계_40~49세,"7,553","1,072","2,891","1,297",177,203,398,339,189,301,156,306,224
2020년09월_계_50~59세,"9,399","1,486","2,468","1,307",305,376,680,605,427,549,303,497,396
2020년09월_계_60~69세,"7,958","1,165","1,446",489,342,438,781,805,460,599,379,568,486
2020년09월_계_70~79세,"6,338",922,828,233,324,402,661,666,394,634,387,486,401
2020년09월_계_80~89세,"4,006",514,375,121,288,276,410,437,295,386,286,335,283
2020년09월_계_90~99세,526,97,36,20,31,38,46,60,24,57,39,55,23
2020년09월_계_100세 이상,34,4,4,1,4,0,6,3,2,2,4,3,1
2020년09월_남_총인구수,"27,750","4,124","7,966","3,785",910,"1,044","1,907","1,783","1,159","1,535",927,"1,457","1,153"
2020년09월_남_연령구간인구수,"27,750","4,124","7,966","3,785",910,"1,044","1,907","1,783","1,159","1,535",927,"1,457","1,153"
2020년09월_남_0~9세,"1,843",330,761,320,44,22,48,64,51,63,34,74,32
2020년09월_남_10~19세,"2,414",440,960,382,44,49,103,77,67,94,49,99,50
2020년09월_남_20~29세,"2,892",477,860,548,69,63,185,155,105,136,72,129,93
2020년09월_남_30~39세,"2,700",380,997,534,69,57,143,108,84,93,60,85,90
2020년09월_남_40~49세,"4,480",563,"1,711",788,110,121,236,227,116,184,104,174,146
2020년09월_남_50~59세,"5,375",773,"1,430",810,191,229,366,357,236,301,175,286,221
2020년09월_남_60~69세,"4,043",575,760,272,159,249,401,387,254,282,179,274,251
2020년09월_남_70~79세,"2,655",401,378,95,125,166,272,290,154,251,152,205,166
2020년09월_남_80~89세,"1,239",162,101,33,88,80,140,112,87,121,98,117,100
2020년09월_남_90~99세,102,22,7,3,10,8,10,6,5,10,3,14,4
2020년09월_남_100세 이상,7,1,1,0,1,0,3,0,0,0,1,0,0
2020년09월_여_총인구수,"26,248","4,197","7,013","2,822",959,"1,030","1,911","1,813","1,125","1,676","1,021","1,546","1,135"
2020년09월_여_연령구간인구수,"26,248","4,197","7,013","2,822",959,"1,030","1,911","1,813","1,125","1,676","1,021","1,546","1,135"
2020년09월_여_0~9세,"1,837",296,856,302,28,29,74,48,21,38,44,64,37
2020년09월_여_10~19세,"2,118",377,843,345,55,30,87,61,41,76,35,108,60
2020년09월_여_20~29세,"2,134",390,714,342,51,50,93,93,74,109,49,114,55
2020년09월_여_30~39세,"2,246",371,940,366,38,41,103,75,50,74,51,80,57
2020년09월_여_40~49세,"3,073",509,"1,180",509,67,82,162,112,73,117,52,132,78
2020년09월_여_50~59세,"4,024",713,"1,038",497,114,147,314,248,191,248,128,211,175
2020년09월_여_60~69세,"3,915",590,686,217,183,189,380,418,206,317,200,294,235
2020년09월_여_70~79세,"3,683",521,450,138,199,236,389,376,240,383,235,281,235
2020년09월_여_80~89세,"2,767",352,274,88,200,196,270,325,208,265,188,218,183
2020년09월_여_90~99세,424,75,29,17,21,30,36,54,19,47,36,41,19
2020년09월_여_100세 이상,27,3,3,1,3,0,3,3,2,2,3,3,1
2020년10월_계_총인구수,"53,869","8,277","14,986","6,601","1,864","2,064","3,805","3,581","2,279","3,194","1,934","2,996","2,288"
2020년10월_계_연령구간인구수,"53,869","8,277","14,986","6,601","1,864","2,064","3,805","3,581","2,279","3,194","1,934","2,996","2,288"
2020년10월_계_0~9세,"3,635",611,"1,606",619,67,50,121,114,71,99,77,129,71
2020년10월_계_10~19세,"4,496",807,"1,796",722,100,75,191,132,108,168,82,205,110
2020년10월_계_20~29세,"5,060",868,"1,599",903,121,111,275,245,182,243,121,244,148
2020년10월_계_30~39세,"4,875",739,"1,919",883,105,94,242,183,134,162,107,164,143
2020년10월_계_40~49세,"7,500","1,067","2,885","1,284",171,202,395,334,187,299,151,301,224
2020년10월_계_50~59세,"9,421","1,480","2,484","1,321",313,379,672,602,426,546,302,503,393
2020년10월_계_60~69세,"7,959","1,169","1,454",485,340,437,784,803,459,598,380,568,482
2020년10월_계_70~79세,"6,347",917,824,244,323,401,660,671,390,633,385,489,410
2020년10월_계_80~89세,"4,011",515,379,121,289,276,412,432,297,389,287,332,282
2020년10월_계_90~99세,530,101,36,18,31,39,47,62,22,54,38,58,24
2020년10월_계_100세 이상,35,3,4,1,4,0,6,3,3,3,4,3,1
2020년10월_남_총인구수,"27,704","4,103","7,977","3,788",911,"1,037","1,907","1,770","1,158","1,529",919,"1,452","1,153"
2020년10월_남_연령구간인구수,"27,704","4,103","7,977","3,788",911,"1,037","1,907","1,770","1,158","1,529",919,"1,452","1,153"
2020년10월_남_0~9세,"1,818",320,755,316,41,22,51,65,49,61,34,70,34
2020년10월_남_10~19세,"2,398",438,960,381,44,47,105,73,67,92,47,94,50
2020년10월_남_20~29세,"2,921",479,873,558,71,62,185,151,108,137,74,130,93
2020년10월_남_30~39세,"2,661",373,983,523,68,55,143,110,84,92,58,84,88
2020년10월_남_40~49세,"4,452",561,"1,715",783,107,120,232,220,114,179,100,175,146
2020년10월_남_50~59세,"5,383",768,"1,436",817,194,231,366,358,235,302,171,287,218
2020년10월_남_60~69세,"4,057",578,768,273,160,249,402,386,255,284,182,275,245
2020년10월_남_70~79세,"2,662",399,377,100,126,164,272,292,150,251,152,206,173
2020년10월_남_80~89세,"1,239",162,102,34,89,79,137,109,91,121,97,117,101
2020년10월_남_90~99세,105,24,7,3,10,8,11,6,5,9,3,14,5
2020년10월_남_100세 이상,8,1,1,0,1,0,3,0,0,1,1,0,0
2020년10월_여_총인구수,"26,165","4,174","7,009","2,813",953,"1,027","1,898","1,811","1,121","1,665","1,015","1,544","1,135"
2020년10월_여_연령구간인구수,"26,165","4,174","7,009","2,813",953,"1,027","1,898","1,811","1,121","1,665","1,015","1,544","1,135"
2020년10월_여_0~9세,"1,817",291,851,303,26,28,70,49,22,38,43,59,37
2020년10월_여_10~19세,"2,098",369,836,341,56,28,86,59,41,76,35,111,60
2020년10월_여_20~29세,"2,139",389,726,345,50,49,90,94,74,106,47,114,55
2020년10월_여_30~39세,"2,214",366,936,360,37,39,99,73,50,70,49,80,55
2020년10월_여_40~49세,"3,048",506,"1,170",501,64,82,163,114,73,120,51,126,78
2020년10월_여_50~59세,"4,038",712,"1,048",504,119,148,306,244,191,244,131,216,175
2020년10월_여_60~69세,"3,902",591,686,212,180,188,382,417,204,314,198,293,237
2020년10월_여_70~79세,"3,685",518,447,144,197,237,388,379,240,382,233,283,237
2020년10월_여_80~89세,"2,772",353,277,87,200,197,275,323,206,268,190,215,181
2020년10월_여_90~99세,425,77,29,15,21,31,36,56,17,45,35,44,19
2020년10월_여_100세 이상,27,2,3,1,3,0,3,3,3,2,3,3,1
2020년11월_계_총인구수,"53,752","8,265","14,943","6,534","1,860","2,071","3,786","3,591","2,281","3,193","1,930","3,007","2,291"
2020년11월_계_연령구간인구수,"53,752","8,265","14,943","6,534","1,860","2,071","3,786","3,591","2,281","3,193","1,930","3,007","2,291"
2020년11월_계_0~9세,"3,588",604,"1,587",595,68,52,117,115,70,100,78,131,71
2020년11월_계_10~19세,"4,477",809,"1,795",709,98,73,188,132,110,166,81,208,108
2020년11월_계_20~29세,"5,083",865,"1,606",903,121,113,278,249,183,243,121,251,150
2020년11월_계_30~39세,"4,807",735,"1,884",856,106,95,235,181,136,160,108,163,148
2020년11월_계_40~49세,"7,457","1,056","2,873","1,278",169,197,396,335,187,295,150,298,223
2020년11월_계_50~59세,"9,391","1,466","2,485","1,316",310,378,667,599,421,551,304,503,391
2020년11월_계_60~69세,"8,011","1,191","1,473",491,341,440,782,808,461,597,376,569,482
2020년11월_계_70~79세,"6,358",914,827,249,321,406,660,669,390,636,386,493,407
2020년11월_계_80~89세,"4,017",520,373,117,292,276,409,438,299,389,286,332,286
2020년11월_계_90~99세,528,102,36,19,30,41,48,62,21,53,36,56,24
2020년11월_계_100세 이상,35,3,4,1,4,0,6,3,3,3,4,3,1
2020년11월_남_총인구수,"27,650","4,100","7,961","3,742",906,"1,042","1,905","1,775","1,161","1,529",917,"1,457","1,155"
2020년11월_남_연령구간인구수,"27,650","4,100","7,961","3,742",906,"1,042","1,905","1,775","1,161","1,529",917,"1,457","1,155"
2020년11월_남_0~9세,"1,796",319,748,301,41,23,50,65,48,62,34,70,35
2020년11월_남_10~19세,"2,390",438,963,375,43,47,103,72,69,90,46,95,49
2020년11월_남_20~29세,"2,936",476,883,551,71,63,189,155,110,137,74,134,93
2020년11월_남_30~39세,"2,604",370,954,500,68,56,142,108,85,90,59,83,89
2020년11월_남_40~49세,"4,439",557,"1,708",785,106,119,231,223,115,176,100,172,147
2020년11월_남_50~59세,"5,357",758,"1,436",811,193,229,363,354,231,307,172,287,216
2020년11월_남_60~69세,"4,103",595,780,284,160,252,404,390,252,287,179,274,246
2020년11월_남_70~79세,"2,670",396,380,100,125,166,273,289,154,250,155,210,172
2020년11월_남_80~89세,"1,245",166,102,32,89,79,136,113,92,120,95,118,103
2020년11월_남_90~99세,102,24,6,3,9,8,11,6,5,9,2,14,5
2020년11월_남_100세 이상,8,1,1,0,1,0,3,0,0,1,1,0,0
2020년11월_여_총인구수,"26,102","4,165","6,982","2,792",954,"1,029","1,881","1,816","1,120","1,664","1,013","1,550","1,136"
2020년11월_여_연령구간인구수,"26,102","4,165","6,982","2,792",954,"1,029","1,881","1,816","1,120","1,664","1,013","1,550","1,136"
2020년11월_여_0~9세,"1,792",285,839,294,27,29,67,50,22,38,44,61,36
2020년11월_여_10~19세,"2,087",371,832,334,55,26,85,60,41,76,35,113,59
2020년11월_여_20~29세,"2,147",389,723,352,50,50,89,94,73,106,47,117,57
2020년11월_여_30~39세,"2,203",365,930,356,38,39,93,73,51,70,49,80,59
2020년11월_여_40~49세,"3,018",499,"1,165",493,63,78,165,112,72,119,50,126,76
2020년11월_여_50~59세,"4,034",708,"1,049",505,117,149,304,245,190,244,132,216,175
2020년11월_여_60~69세,"3,908",596,693,207,181,188,378,418,209,310,197,295,236
2020년11월_여_70~79세,"3,688",518,447,149,196,240,387,380,236,386,231,283,235
2020년11월_여_80~89세,"2,772",354,271,85,203,197,273,325,207,269,191,214,183
2020년11월_여_90~99세,426,78,30,16,21,33,37,56,16,44,34,42,19
2020년11월_여_100세 이상,27,2,3,1,3,0,3,3,3,2,3,3,1
2020년12월_계_총인구수,"53,699","8,251","14,965","6,486","1,853","2,076","3,782","3,581","2,279","3,200","1,924","3,015","2,287"
2020년12월_계_연령구간인구수,"53,699","8,251","14,965","6,486","1,853","2,076","3,782","3,581","2,279","3,200","1,924","3,015","2,287"
2020년12월_계_0~9세,"3,539",606,"1,560",582,64,52,115,112,71,99,74,135,69
2020년12월_계_10~19세,"4,443",797,"1,796",693,102,72,186,128,108,169,81,205,106
2020년12월_계_20~29세,"5,103",872,"1,612",892,117,115,284,252,182,245,121,256,155
2020년12월_계_30~39세,"4,778",735,"1,877",833,107,94,233,182,137,159,108,166,147
2020년12월_계_40~49세,"7,431","1,043","2,875","1,276",170,191,393,330,187,299,148,300,219
2020년12월_계_50~59세,"9,413","1,456","2,518","1,324",313,384,664,597,422,547,303,496,389
2020년12월_계_60~69세,"8,051","1,203","1,490",497,335,444,779,810,462,601,376,573,481
2020년12월_계_70~79세,"6,329",916,817,252,320,400,657,665,386,630,388,490,408
2020년12월_계_80~89세,"4,040",519,379,115,290,281,417,439,298,393,284,337,288
2020년12월_계_90~99세,537,101,37,21,31,43,48,63,23,55,37,54,24
2020년12월_계_100세 이상,35,3,4,1,4,0,6,3,3,3,4,3,1
2020년12월_남_총인구수,"27,595","4,087","7,948","3,712",904,"1,050","1,902","1,775","1,160","1,530",913,"1,459","1,155"
2020년12월_남_연령구간인구수,"27,595","4,087","7,948","3,712",904,"1,050","1,902","1,775","1,160","1,530",913,"1,459","1,155"
2020년12월_남_0~9세,"1,769",319,737,292,38,23,50,64,49,60,32,71,34
2020년12월_남_10~19세,"2,369",431,960,366,47,48,103,69,67,91,46,94,47
2020년12월_남_20~29세,"2,950",475,882,544,69,65,196,160,109,141,74,139,96
2020년12월_남_30~39세,"2,584",368,952,481,70,57,141,108,85,91,59,83,89
2020년12월_남_40~49세,"4,406",548,"1,693",787,105,116,227,217,118,177,96,176,146
2020년12월_남_50~59세,"5,366",758,"1,447",815,195,233,356,355,232,304,172,284,215
2020년12월_남_60~69세,"4,134",604,793,290,157,254,404,393,251,291,180,272,245
2020년12월_남_70~79세,"2,652",396,369,102,125,165,272,286,152,247,156,208,174
2020년12월_남_80~89세,"1,257",165,108,32,88,80,139,117,92,118,95,119,104
2020년12월_남_90~99세,100,22,6,3,9,9,11,6,5,9,2,13,5
2020년12월_남_100세 이상,8,1,1,0,1,0,3,0,0,1,1,0,0
2020년12월_여_총인구수,"26,104","4,164","7,017","2,774",949,"1,026","1,880","1,806","1,119","1,670","1,011","1,556","1,132"
2020년12월_여_연령구간인구수,"26,104","4,164","7,017","2,774",949,"1,026","1,880","1,806","1,119","1,670","1,011","1,556","1,132"
2020년12월_여_0~9세,"1,770",287,823,290,26,29,65,48,22,39,42,64,35
2020년12월_여_10~19세,"2,074",366,836,327,55,24,83,59,41,78,35,111,59
2020년12월_여_20~29세,"2,153",397,730,348,48,50,88,92,73,104,47,117,59
2020년12월_여_30~39세,"2,194",367,925,352,37,37,92,74,52,68,49,83,58
2020년12월_여_40~49세,"3,025",495,"1,182",489,65,75,166,113,69,122,52,124,73
2020년12월_여_50~59세,"4,047",698,"1,071",509,118,151,308,242,190,243,131,212,174
2020년12월_여_60~69세,"3,917",599,697,207,178,190,375,417,211,310,196,301,236
2020년12월_여_70~79세,"3,677",520,448,150,195,235,385,379,234,383,232,282,234
2020년12월_여_80~89세,"2,783",354,271,83,202,201,278,322,206,275,189,218,184
2020년12월_여_90~99세,437,79,31,18,22,34,37,57,18,46,35,41,19
2020년12월_여_100세 이상,27,2,3,1,3,0,3,3,3,2,3,3,1
2021년01월_계_총인구수,"53,687","8,241","14,988","6,497","1,849","2,077","3,788","3,567","2,282","3,196","1,923","3,012","2,267"
2021년01월_계_연령구간인구수,"53,687","8,241","14,988","6,497","1,849","2,077","3,788","3,567","2,282","3,196","1,923","3,012","2,267"
2021년01월_계_0~9세,"3,519",606,"1,560",573,63,51,113,112,74,94,72,134,67
2021년01월_계_10~19세,"4,428",789,"1,797",690,99,73,188,129,108,170,80,202,103
2021년01월_계_20~29세,"5,084",871,"1,598",910,117,113,284,238,180,241,122,255,155
2021년01월_계_30~39세,"4,729",728,"1,859",822,106,89,234,181,138,159,107,161,145
2021년01월_계_40~49세,"7,422","1,036","2,883","1,271",172,189,390,332,188,299,149,299,214
2021년01월_계_50~59세,"9,435","1,456","2,539","1,341",310,388,660,592,424,545,300,495,385
2021년01월_계_60~69세,"8,105","1,208","1,509",501,339,444,790,811,461,608,381,577,476
2021년01월_계_70~79세,"6,333",917,825,254,316,405,657,667,384,626,387,492,403
2021년01월_계_80~89세,"4,053",524,378,115,291,283,415,437,299,397,283,338,293
2021년01월_계_90~99세,545,103,36,20,32,42,51,65,23,54,38,56,25
2021년01월_계_100세 이상,34,3,4,0,4,0,6,3,3,3,4,3,1
2021년01월_남_총인구수,"27,602","4,076","7,960","3,734",905,"1,047","1,902","1,774","1,162","1,528",915,"1,461","1,138"
2021년01월_남_연령구간인구수,"27,602","4,076","7,960","3,734",905,"1,047","1,902","1,774","1,162","1,528",915,"1,461","1,138"
2021년01월_남_0~9세,"1,774",320,744,293,38,21,50,64,51,57,32,71,33
2021년01월_남_10~19세,"2,359",426,961,364,46,49,103,70,67,91,44,93,45
2021년01월_남_20~29세,"2,939",469,870,556,68,66,199,152,107,141,76,141,94
2021년01월_남_30~39세,"2,558",364,943,477,70,52,140,108,86,90,59,81,88
2021년01월_남_40~49세,"4,397",546,"1,696",783,107,114,227,219,117,175,96,173,144
2021년01월_남_50~59세,"5,378",753,"1,459",825,193,235,351,356,234,304,172,285,211
2021년01월_남_60~69세,"4,165",608,800,295,160,254,407,393,249,295,182,278,244
2021년01월_남_70~79세,"2,659",397,374,105,126,167,272,288,152,246,155,208,169
2021년01월_남_80~89세,"1,265",169,106,33,87,81,139,117,94,120,96,118,105
2021년01월_남_90~99세,100,23,6,3,9,8,11,7,5,8,2,13,5
2021년01월_남_100세 이상,8,1,1,0,1,0,3,0,0,1,1,0,0
2021년01월_여_총인구수,"26,085","4,165","7,028","2,763",944,"1,030","1,886","1,793","1,120","1,668","1,008","1,551","1,129"
2021년01월_여_연령구간인구수,"26,085","4,165","7,028","2,763",944,"1,030","1,886","1,793","1,120","1,668","1,008","1,551","1,129"
2021년01월_여_0~9세,"1,745",286,816,280,25,30,63,48,23,37,40,63,34
2021년01월_여_10~19세,"2,069",363,836,326,53,24,85,59,41,79,36,109,58
2021년01월_여_20~29세,"2,145",402,728,354,49,47,85,86,73,100,46,114,61
2021년01월_여_30~39세,"2,171",364,916,345,36,37,94,73,52,69,48,80,57
2021년01월_여_40~49세,"3,025",490,"1,187",488,65,75,163,113,71,124,53,126,70
2021년01월_여_50~59세,"4,057",703,"1,080",516,117,153,309,236,190,241,128,210,174
2021년01월_여_60~69세,"3,940",600,709,206,179,190,383,418,212,313,199,299,232
2021년01월_여_70~79세,"3,674",520,451,149,190,238,385,379,232,380,232,284,234
2021년01월_여_80~89세,"2,788",355,272,82,204,202,276,320,205,277,187,220,188
2021년01월_여_90~99세,445,80,30,17,23,34,40,58,18,46,36,43,20
2021년01월_여_100세 이상,26,2,3,0,3,0,3,3,3,2,3,3,1
2021년02월_계_총인구수,"53,652","8,214","14,976","6,465","1,849","2,068","3,803","3,568","2,278","3,214","1,927","3,015","2,275"
2021년02월_계_연령구간인구수,"53,652","8,214","14,976","6,465","1,849","2,068","3,803","3,568","2,278","3,214","1,927","3,015","2,275"
2021년02월_계_0~9세,"3,487",602,"1,543",554,65,50,115,113,72,94,73,138,68
2021년02월_계_10~19세,"4,412",774,"1,796",683,100,72,191,130,106,173,84,201,102
2021년02월_계_20~29세,"5,063",867,"1,597",910,116,111,283,233,178,239,120,254,155
2021년02월_계_30~39세,"4,699",712,"1,840",811,107,89,234,187,143,159,105,164,148
2021년02월_계_40~49세,"7,415","1,041","2,892","1,250",170,187,400,325,187,307,148,293,215
2021년02월_계_50~59세,"9,448","1,454","2,532","1,365",313,386,662,595,422,544,302,490,383
2021년02월_계_60~69세,"8,148","1,210","1,530",507,336,443,791,805,464,615,385,580,482
2021년02월_계_70~79세,"6,325",925,826,250,315,401,657,669,381,626,382,494,399
2021년02월_계_80~89세,"4,071",522,378,115,289,287,415,444,298,399,286,342,296
2021년02월_계_90~99세,548,103,38,20,34,41,49,64,24,55,38,56,26
2021년02월_계_100세 이상,36,4,4,0,4,1,6,3,3,3,4,3,1
2021년02월_남_총인구수,"27,599","4,063","7,967","3,713",907,"1,044","1,906","1,768","1,162","1,542",921,"1,465","1,141"
2021년02월_남_연령구간인구수,"27,599","4,063","7,967","3,713",907,"1,044","1,906","1,768","1,162","1,542",921,"1,465","1,141"
2021년02월_남_0~9세,"1,753",319,734,283,38,20,51,65,51,56,32,73,31
2021년02월_남_10~19세,"2,347",420,956,359,46,48,102,70,67,94,47,93,45
2021년02월_남_20~29세,"2,943",468,879,556,70,66,198,147,104,142,75,143,95
2021년02월_남_30~39세,"2,548",358,930,472,70,52,142,109,91,90,60,84,90
2021년02월_남_40~49세,"4,384",548,"1,702",768,105,113,230,214,116,180,93,170,145
2021년02월_남_50~59세,"5,389",751,"1,464",837,196,235,352,356,232,306,173,278,209
2021년02월_남_60~69세,"4,187",607,811,298,157,256,406,392,251,298,185,282,244
2021년02월_남_70~79세,"2,671",401,377,104,128,167,273,290,152,245,154,210,170
2021년02월_남_80~89세,"1,265",166,106,33,87,80,139,118,93,121,97,119,106
2021년02월_남_90~99세,104,24,7,3,9,7,10,7,5,9,4,13,6
2021년02월_남_100세 이상,8,1,1,0,1,0,3,0,0,1,1,0,0
2021년02월_여_총인구수,"26,053","4,151","7,009","2,752",942,"1,024","1,897","1,800","1,116","1,672","1,006","1,550","1,134"
2021년02월_여_연령구간인구수,"26,053","4,151","7,009","2,752",942,"1,024","1,897","1,800","1,116","1,672","1,006","1,550","1,134"
2021년02월_여_0~9세,"1,734",283,809,271,27,30,64,48,21,38,41,65,37
2021년02월_여_10~19세,"2,065",354,840,324,54,24,89,60,39,79,37,108,57
2021년02월_여_20~29세,"2,120",399,718,354,46,45,85,86,74,97,45,111,60
2021년02월_여_30~39세,"2,151",354,910,339,37,37,92,78,52,69,45,80,58
2021년02월_여_40~49세,"3,031",493,"1,190",482,65,74,170,111,71,127,55,123,70
2021년02월_여_50~59세,"4,059",703,"1,068",528,117,151,310,239,190,238,129,212,174
2021년02월_여_60~69세,"3,961",603,719,209,179,187,385,413,213,317,200,298,238
2021년02월_여_70~79세,"3,654",524,449,146,187,234,384,379,229,381,228,284,229
2021년02월_여_80~89세,"2,806",356,272,82,202,207,276,326,205,278,189,223,190
2021년02월_여_90~99세,444,79,31,17,25,34,39,57,19,46,34,43,20
2021년02월_여_100세 이상,28,3,3,0,3,1,3,3,3,2,3,3,1
2021년03월_계_총인구수,"53,469","8,153","15,034","6,483","1,833","2,063","3,718","3,566","2,277","3,185","1,916","2,992","2,249"
2021년03월_계_연령구간인구수,"53,469","8,153","15,034","6,483","1,833","2,063","3,718","3,566","2,277","3,185","1,916","2,992","2,249"
2021년03월_계_0~9세,"3,425",578,"1,530",542,62,46,102,111,74,101,72,139,68
2021년03월_계_10~19세,"4,406",776,"1,815",684,93,69,192,128,102,168,84,193,102
2021년03월_계_20~29세,"5,065",869,"1,606",924,112,115,266,233,183,236,119,257,145
2021년03월_계_30~39세,"4,653",709,"1,836",788,107,89,226,187,140,163,104,160,144
2021년03월_계_40~49세,"7,382","1,034","2,898","1,258",168,180,379,321,191,295,147,295,216
2021년03월_계_50~59세,"9,416","1,422","2,556","1,385",309,388,660,596,416,536,296,477,375
2021년03월_계_60~69세,"8,177","1,218","1,540",519,336,445,791,808,463,611,382,586,478
2021년03월_계_70~79세,"6,284",922,832,248,317,397,640,666,384,619,380,485,394
2021년03월_계_80~89세,"4,076",519,379,114,290,291,412,445,298,398,287,343,300
2021년03월_계_90~99세,560,103,38,21,35,42,49,68,25,56,42,55,26
2021년03월_계_100세 이상,25,3,4,0,4,1,1,3,1,2,3,2,1
2021년03월_남_총인구수,"27,581","4,050","8,000","3,737",903,"1,041","1,875","1,778","1,158","1,536",917,"1,457","1,129"
2021년03월_남_연령구간인구수,"27,581","4,050","8,000","3,737",903,"1,041","1,875","1,778","1,158","1,536",917,"1,457","1,129"
2021년03월_남_0~9세,"1,729",307,731,277,38,18,49,64,50,59,31,74,31
2021년03월_남_10~19세,"2,335",417,967,360,42,44,102,68,64,91,46,87,47
2021년03월_남_20~29세,"2,958",481,881,567,68,71,184,151,106,141,75,145,88
2021년03월_남_30~39세,"2,529",360,922,466,71,52,137,110,89,93,59,81,89
2021년03월_남_40~49세,"4,377",544,"1,710",777,103,106,222,210,119,172,93,175,146
2021년03월_남_50~59세,"5,387",740,"1,476",848,195,235,354,357,232,306,170,270,204
2021년03월_남_60~69세,"4,221",614,818,302,159,260,407,398,246,301,189,288,239
2021년03월_남_70~79세,"2,671",399,381,105,129,166,269,293,155,242,154,205,173
2021년03월_남_80~89세,"1,265",164,107,31,88,82,140,119,92,120,96,120,106
2021년03월_남_90~99세,105,24,6,4,9,7,10,8,5,10,4,12,6
2021년03월_남_100세 이상,4,0,1,0,1,0,1,0,0,1,0,0,0
2021년03월_여_총인구수,"25,888","4,103","7,034","2,746",930,"1,022","1,843","1,788","1,119","1,649",999,"1,535","1,120"
2021년03월_여_연령구간인구수,"25,888","4,103","7,034","2,746",930,"1,022","1,843","1,788","1,119","1,649",999,"1,535","1,120"
2021년03월_여_0~9세,"1,696",271,799,265,24,28,53,47,24,42,41,65,37
2021년03월_여_10~19세,"2,071",359,848,324,51,25,90,60,38,77,38,106,55
2021년03월_여_20~29세,"2,107",388,725,357,44,44,82,82,77,95,44,112,57
2021년03월_여_30~39세,"2,124",349,914,322,36,37,89,77,51,70,45,79,55
2021년03월_여_40~49세,"3,005",490,"1,188",481,65,74,157,111,72,123,54,120,70
2021년03월_여_50~59세,"4,029",682,"1,080",537,114,153,306,239,184,230,126,207,171
2021년03월_여_60~69세,"3,956",604,722,217,177,185,384,410,217,310,193,298,239
2021년03월_여_70~79세,"3,613",523,451,143,188,231,371,373,229,377,226,280,221
2021년03월_여_80~89세,"2,811",355,272,83,202,209,272,326,206,278,191,223,194
2021년03월_여_90~99세,455,79,32,17,26,35,39,60,20,46,38,43,20
2021년03월_여_100세 이상,21,3,3,0,3,1,0,3,1,1,3,2,1
2021년04월_계_총인구수,"53,437","8,152","15,030","6,505","1,843","2,052","3,703","3,534","2,275","3,182","1,910","2,994","2,257"
2021년04월_계_연령구간인구수,"53,437","8,152","15,030","6,505","1,843","2,052","3,703","3,534","2,275","3,182","1,910","2,994","2,257"
