카테고리,경기도 과천시,경기도 과천시 중앙동,경기도 과천시 갈현동,경기도 과천시 별양동,경기도 과천시 부림동,경기도 과천시 과천동,경기도 과천시 문원동
2020년11월_남_0~9세,"2,609",443,648,325,523,330,340
2020년11월_남_10~19세,"3,231",496,742,573,619,341,460
2020년11월_남_20~29세,"4,520",862,644,855,862,734,563
2020년11월_남_30~39세,"4,345",736,616,589,915,971,518
2020년11월_남_40~49세,"4,521",671,"1,018",617,788,796,631
2020년11월_남_50~59세,"5,297",965,887,995,982,792,676
2020년11월_남_60~69세,"3,548",771,499,580,619,680,399
2020년11월_남_70~79세,"1,622",297,225,258,262,338,242
2020년11월_남_80~89세,680,135,105,146,112,106,76
2020년11월_남_90~99세,83,16,14,21,12,12,8
2020년11월_남_100세 이상,10,2,0,4,1,0,3
2020년11월_여_총인구수,"31,560","5,725","5,688","5,438","5,919","4,692","4,098"
2020년11월_여_연령구간인구수,"31,560","5,725","5,688","5,438","5,919","4,692","4,098"
2020년11월_여_0~9세,"2,396",388,629,299,439,346,295
2020년11월_여_10~19세,"3,020",498,736,529,545,281,431
2020년11월_여_20~29세,"4,074",774,568,843,822,598,469
2020년11월_여_30~39세,"4,242",756,776,605,881,737,487
2020년11월_여_40~49세,"4,872",793,"1,095",764,882,660,678
2020년11월_여_50~59세,"5,601","1,119",851,"1,069","1,089",796,677
2020년11월_여_60~69세,"3,762",732,507,643,645,718,517
2020년11월_여_70~79세,"2,054",349,333,349,328,357,338
2020년11월_여_80~89세,"1,212",241,157,261,228,169,156
2020년11월_여_90~99세,284,63,32,67,56,27,39
2020년11월_여_100세 이상,43,12,4,9,4,3,11
2020년12월_계_총인구수,"63,231","11,109","11,020","10,336","13,102","9,733","7,931"
2020년12월_계_연령구간인구수,"63,231","11,109","11,020","10,336","13,102","9,733","7,931"
2020년12월_계_0~9세,"5,175",819,"1,278",631,"1,168",664,615
2020년12월_계_10~19세,"6,319",988,"1,470","1,090","1,276",623,872
2020년12월_계_20~29세,"8,732","1,644","1,205","1,674","1,863","1,314","1,032"
2020년12월_계_30~39세,"8,787","1,486","1,389","1,199","2,039","1,690",984
2020년12월_계_40~49세,"9,526","1,465","2,097","1,354","1,885","1,440","1,285"
2020년12월_계_50~59세,"11,093","2,067","1,726","2,036","2,337","1,581","1,346"
2020년12월_계_60~69세,"7,524","1,525",996,"1,240","1,435","1,406",922
2020년12월_계_70~79세,"3,722",647,546,605,649,695,580
2020년12월_계_80~89세,"1,917",373,260,404,368,277,235
2020년12월_계_90~99세,383,82,48,90,77,40,46
2020년12월_계_100세 이상,53,13,5,13,5,3,14
2020년12월_남_총인구수,"31,068","5,395","5,372","4,927","6,425","5,082","3,867"
2020년12월_남_연령구간인구수,"31,068","5,395","5,372","4,927","6,425","5,082","3,867"
2020년12월_남_0~9세,"2,700",435,649,329,631,329,327
2020년12월_남_10~19세,"3,267",493,739,561,680,340,454
2020년12월_남_20~29세,"4,597",866,641,846,949,734,561
2020년12월_남_30~39세,"4,440",731,622,596,"1,020",961,510
2020년12월_남_40~49세,"4,594",673,"1,008",610,895,789,619
2020년12월_남_50~59세,"5,386",964,881,978,"1,111",786,666
2020년12월_남_60~69세,"3,661",781,493,586,712,685,404
2020년12월_남_70~79세,"1,641",298,222,252,289,339,241
2020년12월_남_80~89세,687,135,103,143,124,107,75
2020년12월_남_90~99세,85,17,14,22,13,12,7
2020년12월_남_100세 이상,10,2,0,4,1,0,3
2020년12월_여_총인구수,"32,163","5,714","5,648","5,409","6,677","4,651","4,064"
2020년12월_여_연령구간인구수,"32,163","5,714","5,648","5,409","6,677","4,651","4,064"
2020년12월_여_0~9세,"2,475",384,629,302,537,335,288
2020년12월_여_10~19세,"3,052",495,731,529,596,283,418
2020년12월_여_20~29세,"4,135",778,564,828,914,580,471
2020년12월_여_30~39세,"4,347",755,767,603,"1,019",729,474
2020년12월_여_40~49세,"4,932",792,"1,089",744,990,651,666
2020년12월_여_50~59세,"5,707","1,103",845,"1,058","1,226",795,680
2020년12월_여_60~69세,"3,863",744,503,654,723,721,518
2020년12월_여_70~79세,"2,081",349,324,353,360,356,339
2020년12월_여_80~89세,"1,230",238,157,261,244,170,160
2020년12월_여_90~99세,298,65,34,68,64,28,39
2020년12월_여_100세 이상,43,11,5,9,4,3,11
2021년01월_계_총인구수,"64,549","11,100","11,182","10,310","14,416","9,647","7,894"
2021년01월_계_연령구간인구수,"64,549","11,100","11,182","10,310","14,416","9,647","7,894"
2021년01월_계_0~9세,"5,377",831,"1,287",629,"1,372",657,601
2021년01월_계_10~19세,"6,435",986,"1,505","1,080","1,392",611,861
2021년01월_계_20~29세,"8,825","1,621","1,219","1,664","1,991","1,294","1,036"
2021년01월_계_30~39세,"8,987","1,485","1,389","1,197","2,266","1,680",970
2021년01월_계_40~49세,"9,758","1,456","2,141","1,354","2,094","1,429","1,284"
2021년01월_계_50~59세,"11,280","2,067","1,743","2,024","2,547","1,563","1,336"
2021년01월_계_60~69세,"7,714","1,544","1,020","1,249","1,578","1,398",925
2021년01월_계_70~79세,"3,789",646,552,603,706,697,585
2021년01월_계_80~89세,"1,940",369,273,407,382,275,234
2021년01월_계_90~99세,391,82,48,90,83,40,48
2021년01월_계_100세 이상,53,13,5,13,5,3,14
2021년01월_남_총인구수,"31,675","5,379","5,438","4,914","7,067","5,039","3,838"
2021년01월_남_연령구간인구수,"31,675","5,379","5,438","4,914","7,067","5,039","3,838"
2021년01월_남_0~9세,"2,784",435,655,333,717,327,317
2021년01월_남_10~19세,"3,321",493,752,549,741,334,452
2021년01월_남_20~29세,"4,630",855,644,841,"1,014",719,557
2021년01월_남_30~39세,"4,536",727,623,594,"1,124",964,504
2021년01월_남_40~49세,"4,694",668,"1,029",609,998,778,612
2021년01월_남_50~59세,"5,476",963,888,970,"1,218",775,662
2021년01월_남_60~69세,"3,765",791,501,593,787,688,405
2021년01월_남_70~79세,"1,667",295,222,255,318,334,243
2021년01월_남_80~89세,704,134,110,144,134,107,75
2021년01월_남_90~99세,88,16,14,22,15,13,8
2021년01월_남_100세 이상,10,2,0,4,1,0,3
2021년01월_여_총인구수,"32,874","5,721","5,744","5,396","7,349","4,608","4,056"
2021년01월_여_연령구간인구수,"32,874","5,721","5,744","5,396","7,349","4,608","4,056"
2021년01월_여_0~9세,"2,593",396,632,296,655,330,284
2021년01월_여_10~19세,"3,114",493,753,531,651,277,409
2021년01월_여_20~29세,"4,195",766,575,823,977,575,479
2021년01월_여_30~39세,"4,451",758,766,603,"1,142",716,466
2021년01월_여_40~49세,"5,064",788,"1,112",745,"1,096",651,672
2021년01월_여_50~59세,"5,804","1,104",855,"1,054","1,329",788,674
2021년01월_여_60~69세,"3,949",753,519,656,791,710,520
2021년01월_여_70~79세,"2,122",351,330,348,388,363,342
2021년01월_여_80~89세,"1,236",235,163,263,248,168,159
2021년01월_여_90~99세,303,66,34,68,68,27,40
2021년01월_여_100세 이상,43,11,5,9,4,3,11
2021년02월_계_총인구수,"67,279","11,053","13,419","10,606","14,850","9,563","7,788"
2021년02월_계_연령구간인구수,"67,279","11,053","13,419","10,606","14,850","9,563","7,788"
2021년02월_계_0~9세,"5,811",815,"1,643",692,"1,454",642,565
2021년02월_계_10~19세,"6,691",995,"1,716","1,117","1,416",597,850
2021년02월_계_20~29세,"9,055","1,601","1,474","1,655","2,008","1,294","1,023"
2021년02월_계_30~39세,"9,413","1,473","1,746","1,259","2,342","1,646",947
2021년02월_계_40~49세,"10,228","1,463","2,505","1,415","2,176","1,417","1,252"
2021년02월_계_50~59세,"11,707","2,055","2,111","2,040","2,603","1,556","1,342"
2021년02월_계_60~69세,"8,055","1,533","1,251","1,308","1,640","1,396",927
2021년02월_계_70~79세,"3,883",653,618,604,730,693,585
2021년02월_계_80~89세,"1,992",370,303,413,390,281,235
2021년02월_계_90~99세,390,82,47,90,86,38,47
2021년02월_계_100세 이상,54,13,5,13,5,3,15
2021년02월_남_총인구수,"33,019","5,360","6,520","5,059","7,283","5,002","3,795"
2021년02월_남_연령구간인구수,"33,019","5,360","6,520","5,059","7,283","5,002","3,795"
2021년02월_남_0~9세,"3,020",424,848,361,760,323,304
2021년02월_남_10~19세,"3,446",495,853,573,746,326,453
2021년02월_남_20~29세,"4,759",852,760,845,"1,036",720,546
2021년02월_남_30~39세,"4,724",721,788,616,"1,156",949,494
2021년02월_남_40~49세,"4,928",670,"1,214",637,"1,041",769,597
2021년02월_남_50~59세,"5,672",965,"1,055",971,"1,243",773,665
2021년02월_남_60~69세,"3,930",780,620,625,814,686,405
2021년02월_남_70~79세,"1,714",298,247,259,330,334,246
2021년02월_남_80~89세,727,136,121,145,140,111,74
2021년02월_남_90~99세,88,17,14,23,16,11,7
2021년02월_남_100세 이상,11,2,0,4,1,0,4
2021년02월_여_총인구수,"34,260","5,693","6,899","5,547","7,567","4,561","3,993"
2021년02월_여_연령구간인구수,"34,260","5,693","6,899","5,547","7,567","4,561","3,993"
2021년02월_여_0~9세,"2,791",391,795,331,694,319,261
2021년02월_여_10~19세,"3,245",500,863,544,670,271,397
2021년02월_여_20~29세,"4,296",749,714,810,972,574,477
2021년02월_여_30~39세,"4,689",752,958,643,"1,186",697,453
2021년02월_여_40~49세,"5,300",793,"1,291",778,"1,135",648,655
2021년02월_여_50~59세,"6,035","1,090","1,056","1,069","1,360",783,677
2021년02월_여_60~69세,"4,125",753,631,683,826,710,522
2021년02월_여_70~79세,"2,169",355,371,345,400,359,339
2021년02월_여_80~89세,"1,265",234,182,268,250,170,161
2021년02월_여_90~99세,302,65,33,67,70,27,40
2021년02월_여_100세 이상,43,11,5,9,4,3,11
2021년03월_계_총인구수,"68,399","10,983","14,498","10,790","14,957","9,451","7,720"
2021년03월_계_연령구간인구수,"68,399","10,983","14,498","10,790","14,957","9,451","7,720"
2021년03월_계_0~9세,"5,890",813,"1,722",711,"1,474",626,544
2021년03월_계_10~19세,"6,722",984,"1,777","1,123","1,412",581,845
2021년03월_계_20~29세,"9,201","1,579","1,637","1,671","2,010","1,291","1,013"
2021년03월_계_30~39세,"9,604","1,448","1,920","1,302","2,383","1,607",944
2021년03월_계_40~49세,"10,330","1,450","2,650","1,436","2,158","1,405","1,231"
2021년03월_계_50~59세,"11,918","2,041","2,321","2,061","2,613","1,541","1,341"
2021년03월_계_60~69세,"8,349","1,544","1,422","1,366","1,686","1,398",933
2021년03월_계_70~79세,"3,931",659,668,610,736,684,574
2021년03월_계_80~89세,"2,022",374,326,415,391,278,238
2021년03월_계_90~99세,395,78,51,89,91,40,46
2021년03월_계_100세 이상,37,13,4,6,3,0,11
2021년03월_남_총인구수,"33,581","5,333","7,036","5,149","7,338","4,951","3,774"
2021년03월_남_연령구간인구수,"33,581","5,333","7,036","5,149","7,338","4,951","3,774"
2021년03월_남_0~9세,"3,064",420,897,368,773,314,292
2021년03월_남_10~19세,"3,470",496,883,579,736,323,453
2021년03월_남_20~29세,"4,835",843,836,846,"1,052",718,540
2021년03월_남_30~39세,"4,809",710,865,637,"1,177",924,496
2021년03월_남_40~49세,"4,995",664,"1,298",648,"1,031",764,590
2021년03월_남_50~59세,"5,751",958,"1,144",980,"1,240",763,666
2021년03월_남_60~69세,"4,065",783,699,655,832,689,407
2021년03월_남_70~79세,"1,751",303,269,265,334,336,244
2021년03월_남_80~89세,741,138,131,144,144,108,76
2021년03월_남_90~99세,91,16,14,24,18,12,7
2021년03월_남_100세 이상,9,2,0,3,1,0,3
2021년03월_여_총인구수,"34,818","5,650","7,462","5,641","7,619","4,500","3,946"
2021년03월_여_연령구간인구수,"34,818","5,650","7,462","5,641","7,619","4,500","3,946"
2021년03월_여_0~9세,"2,826",393,825,343,701,312,252
2021년03월_여_10~19세,"3,252",488,894,544,676,258,392
2021년03월_여_20~29세,"4,366",736,801,825,958,573,473
2021년03월_여_30~39세,"4,795",738,"1,055",665,"1,206",683,448
2021년03월_여_40~49세,"5,335",786,"1,352",788,"1,127",641,641
2021년03월_여_50~59세,"6,167","1,083","1,177","1,081","1,373",778,675
2021년03월_여_60~69세,"4,284",761,723,711,854,709,526
2021년03월_여_70~79세,"2,180",356,399,345,402,348,330
2021년03월_여_80~89세,"1,281",236,195,271,247,170,162
2021년03월_여_90~99세,304,62,37,65,73,28,39
2021년03월_여_100세 이상,28,11,4,3,2,0,8
2021년04월_계_총인구수,"68,955","10,999","14,962","10,866","15,032","9,404","7,692"
2021년04월_계_연령구간인구수,"68,955","10,999","14,962","10,866","15,032","9,404","7,692"
2021년04월_계_0~9세,"5,934",807,"1,762",713,"1,494",621,537
2021년04월_계_10~19세,"6,736",993,"1,801","1,123","1,403",579,837
2021년04월_계_20~29세,"9,278","1,577","1,704","1,679","2,010","1,290","1,018"
2021년04월_계_30~39세,"9,691","1,433","2,009","1,308","2,408","1,598",935
2021년04월_계_40~49세,"10,388","1,450","2,696","1,441","2,182","1,395","1,224"
2021년04월_계_50~59세,"12,021","2,057","2,398","2,076","2,622","1,528","1,340"
2021년04월_계_60~69세,"8,464","1,552","1,506","1,389","1,684","1,398",935
2021년04월_계_70~79세,"3,967",661,699,621,739,677,570
2021년04월_계_80~89세,"2,044",378,330,421,399,277,239
2021년04월_계_90~99세,395,78,53,89,88,41,46
2021년04월_계_100세 이상,37,13,4,6,3,0,11
2021년04월_남_총인구수,"33,846","5,339","7,264","5,185","7,382","4,921","3,755"
2021년04월_남_연령구간인구수,"33,846","5,339","7,264","5,185","7,382","4,921","3,755"
2021년04월_남_0~9세,"3,088",419,916,370,786,316,281
2021년04월_남_10~19세,"3,477",498,901,574,732,318,454
2021년04월_남_20~29세,"4,865",840,865,851,"1,052",717,540
2021년04월_남_30~39세,"4,855",697,910,644,"1,192",915,497
2021년04월_남_40~49세,"5,022",669,"1,312",655,"1,045",759,582
2021년04월_남_50~59세,"5,790",964,"1,183",981,"1,242",755,665
2021년04월_남_60~69세,"4,117",787,742,664,833,686,405
2021년04월_남_70~79세,"1,777",309,288,269,333,334,244
2021년04월_남_80~89세,749,138,130,149,147,108,77
2021년04월_남_90~99세,97,16,17,25,19,13,7
2021년04월_남_100세 이상,9,2,0,3,1,0,3
2021년04월_여_총인구수,"35,109","5,660","7,698","5,681","7,650","4,483","3,937"
2021년04월_여_연령구간인구수,"35,109","5,660","7,698","5,681","7,650","4,483","3,937"
2021년04월_여_0~9세,"2,846",388,846,343,708,305,256
2021년04월_여_10~19세,"3,259",495,900,549,671,261,383
2021년04월_여_20~29세,"4,413",737,839,828,958,573,478
2021년04월_여_30~39세,"4,836",736,"1,099",664,"1,216",683,438
2021년04월_여_40~49세,"5,366",781,"1,384",786,"1,137",636,642
2021년04월_여_50~59세,"6,231","1,093","1,215","1,095","1,380",773,675
2021년04월_여_60~69세,"4,347",765,764,725,851,712,530
2021년04월_여_70~79세,"2,190",352,411,352,406,343,326
2021년04월_여_80~89세,"1,295",240,200,272,252,169,162
2021년04월_여_90~99세,298,62,36,64,69,28,39
2021년04월_여_100세 이상,28,11,4,3,2,0,8
2021년05월_계_총인구수,"69,027","10,947","15,214","10,816","15,070","9,340","7,640"
2021년05월_계_연령구간인구수,"69,027","10,947","15,214","10,816","15,070","9,340","7,640"
2021년05월_계_0~9세,"5,964",811,"1,784",709,"1,507",620,533
2021년05월_계_10~19세,"6,747",988,"1,827","1,117","1,410",575,830
2021년05월_계_20~29세,"9,301","1,557","1,756","1,667","2,028","1,272","1,021"
2021년05월_계_30~39세,"9,701","1,416","2,037","1,312","2,413","1,589",934
2021년05월_계_40~49세,"10,378","1,453","2,730","1,429","2,184","1,371","1,211"
2021년05월_계_50~59세,"12,054","2,048","2,459","2,072","2,622","1,526","1,327"
2021년05월_계_60~69세,"8,510","1,561","1,531","1,387","1,695","1,399",937
2021년05월_계_70~79세,"3,941",656,704,616,728,673,564
2021년05월_계_80~89세,"2,037",379,336,417,393,275,237
2021년05월_계_90~99세,381,73,50,86,88,40,44
2021년05월_계_100세 이상,13,5,0,4,2,0,2
2021년05월_남_총인구수,"33,887","5,314","7,380","5,174","7,405","4,887","3,727"
2021년05월_남_연령구간인구수,"33,887","5,314","7,380","5,174","7,405","4,887","3,727"
2021년05월_남_0~9세,"3,104",418,926,371,797,316,276
2021년05월_남_10~19세,"3,478",497,906,571,736,317,451
2021년05월_남_20~29세,"4,876",833,891,845,"1,057",705,545
2021년05월_남_30~39세,"4,842",688,920,648,"1,189",906,491
2021년05월_남_40~49세,"5,025",672,"1,324",656,"1,050",746,577
2021년05월_남_50~59세,"5,809",956,"1,217",980,"1,244",756,656
2021년05월_남_60~69세,"4,134",786,751,663,842,686,406
2021년05월_남_70~79세,"1,775",309,298,266,326,335,241
2021년05월_남_80~89세,747,139,131,148,144,108,77
2021년05월_남_90~99세,94,15,16,24,20,12,7
2021년05월_남_100세 이상,3,1,0,2,0,0,0
2021년05월_여_총인구수,"35,140","5,633","7,834","5,642","7,665","4,453","3,913"
2021년05월_여_연령구간인구수,"35,140","5,633","7,834","5,642","7,665","4,453","3,913"
2021년05월_여_0~9세,"2,860",393,858,338,710,304,257
2021년05월_여_10~19세,"3,269",491,921,546,674,258,379
2021년05월_여_20~29세,"4,425",724,865,822,971,567,476
2021년05월_여_30~39세,"4,859",728,"1,117",664,"1,224",683,443
2021년05월_여_40~49세,"5,353",781,"1,406",773,"1,134",625,634
2021년05월_여_50~59세,"6,245","1,092","1,242","1,092","1,378",770,671
2021년05월_여_60~69세,"4,376",775,780,724,853,713,531
2021년05월_여_70~79세,"2,166",347,406,350,402,338,323
2021년05월_여_80~89세,"1,290",240,205,269,249,167,160
2021년05월_여_90~99세,287,58,34,62,68,28,37
2021년05월_여_100세 이상,10,4,0,2,2,0,2
2021년06월_계_총인구수,"69,276","10,939","15,406","10,869","15,106","9,325","7,631"
2021년06월_계_연령구간인구수,"69,276","10,939","15,406","10,869","15,106","9,325","7,631"
2021년06월_계_0~9세,"6,003",819,"1,796",718,"1,512",622,536
2021년06월_계_10~19세,"6,752",977,"1,848","1,110","1,407",582,828
2021년06월_계_20~29세,"9,304","1,551","1,775","1,664","2,030","1,267","1,017"
2021년06월_계_30~39세,"9,757","1,417","2,077","1,338","2,408","1,576",941
2021년06월_계_40~49세,"10,410","1,439","2,777","1,429","2,187","1,371","1,207"
2021년06월_계_50~59세,"12,070","2,047","2,471","2,086","2,636","1,513","1,317"
2021년06월_계_60~69세,"8,615","1,587","1,563","1,401","1,711","1,414",939
2021년06월_계_70~79세,"3,934",648,702,623,732,667,562
2021년06월_계_80~89세,"2,037",378,345,411,392,273,238
2021년06월_계_90~99세,382,72,52,85,89,40,44
2021년06월_계_100세 이상,12,4,0,4,2,0,2
2021년06월_남_총인구수,"34,036","5,317","7,477","5,217","7,421","4,880","3,724"
2021년06월_남_연령구간인구수,"34,036","5,317","7,477","5,217","7,421","4,880","3,724"
2021년06월_남_0~9세,"3,130",422,929,379,805,315,280
2021년06월_남_10~19세,"3,475",489,912,568,735,320,451
2021년06월_남_20~29세,"4,892",832,903,846,"1,064",705,542
2021년06월_남_30~39세,"4,862",689,940,666,"1,179",896,492
2021년06월_남_40~49세,"5,047",666,"1,350",661,"1,040",752,578
2021년06월_남_50~59세,"5,832",963,"1,227",982,"1,261",746,653
2021년06월_남_60~69세,"4,187",795,766,675,849,695,407
2021년06월_남_70~79세,"1,769",305,299,268,325,333,239
2021년06월_남_80~89세,745,140,134,146,143,106,76
2021년06월_남_90~99세,94,15,17,24,20,12,6
2021년06월_남_100세 이상,3,1,0,2,0,0,0
2021년06월_여_총인구수,"35,240","5,622","7,929","5,652","7,685","4,445","3,907"
2021년06월_여_연령구간인구수,"35,240","5,622","7,929","5,652","7,685","4,445","3,907"
2021년06월_여_0~9세,"2,873",397,867,339,707,307,256
2021년06월_여_10~19세,"3,277",488,936,542,672,262,377
2021년06월_여_20~29세,"4,412",719,872,818,966,562,475
2021년06월_여_30~39세,"4,895",728,"1,137",672,"1,229",680,449
2021년06월_여_40~49세,"5,363",773,"1,427",768,"1,147",619,629
2021년06월_여_50~59세,"6,238","1,084","1,244","1,104","1,375",767,664
2021년06월_여_60~69세,"4,428",792,797,726,862,719,532
2021년06월_여_70~79세,"2,165",343,403,355,407,334,323
2021년06월_여_80~89세,"1,292",238,211,265,249,167,162
2021년06월_여_90~99세,288,57,35,61,69,28,38
2021년06월_여_100세 이상,9,3,0,2,2,0,2
2021년07월_계_총인구수,"69,509","10,960","15,553","10,934","15,165","9,304","7,593"
2021년07월_계_연령구간인구수,"69,509","10,960","15,553","10,934","15,165","9,304","7,593"
2021년07월_계_0~9세,"6,042",826,"1,804",735,"1,527",614,536
2021년07월_계_10~19세,"6,778",973,"1,871","1,123","1,404",579,828
2021년07월_계_20~29세,"9,303","1,559","1,776","1,670","2,026","1,261","1,011"
2021년07월_계_30~39세,"9,786","1,413","2,093","1,343","2,431","1,572",934
2021년07월_계_40~49세,"10,457","1,443","2,815","1,446","2,187","1,361","1,205"
2021년07월_계_50~59세,"12,090","2,056","2,496","2,092","2,624","1,512","1,310"
2021년07월_계_60~69세,"8,676","1,589","1,590","1,410","1,745","1,424",918
2021년07월_계_70~79세,"3,952",647,706,621,743,666,569
2021년07월_계_80~89세,"2,035",378,349,409,388,274,237
2021년07월_계_90~99세,379,72,53,82,88,41,43
2021년07월_계_100세 이상,11,4,0,3,2,0,2
2021년07월_남_총인구수,"34,151","5,322","7,548","5,249","7,456","4,864","3,712"
2021년07월_남_연령구간인구수,"34,151","5,322","7,548","5,249","7,456","4,864","3,712"
2021년07월_남_0~9세,"3,148",425,937,383,813,307,283
2021년07월_남_10~19세,"3,487",482,923,575,734,322,451
2021년07월_남_20~29세,"4,891",838,902,843,"1,064",705,539
2021년07월_남_30~39세,"4,868",689,942,674,"1,195",884,484
2021년07월_남_40~49세,"5,084",669,"1,373",670,"1,038",755,579
2021년07월_남_50~59세,"5,823",965,"1,240",982,"1,255",737,644
2021년07월_남_60~69세,"4,233",791,779,684,868,703,408
2021년07월_남_70~79세,"1,773",307,297,267,326,333,243
2021년07월_남_80~89세,745,141,136,144,142,106,76
2021년07월_남_90~99세,96,14,19,25,21,12,5
2021년07월_남_100세 이상,3,1,0,2,0,0,0
2021년07월_여_총인구수,"35,358","5,638","8,005","5,685","7,709","4,440","3,881"
2021년07월_여_연령구간인구수,"35,358","5,638","8,005","5,685","7,709","4,440","3,881"
2021년07월_여_0~9세,"2,894",401,867,352,714,307,253
2021년07월_여_10~19세,"3,291",491,948,548,670,257,377
2021년07월_여_20~29세,"4,412",721,874,827,962,556,472
2021년07월_여_30~39세,"4,918",724,"1,151",669,"1,236",688,450
2021년07월_여_40~49세,"5,373",774,"1,442",776,"1,149",606,626
2021년07월_여_50~59세,"6,267","1,091","1,256","1,110","1,369",775,666
2021년07월_여_60~69세,"4,443",798,811,726,877,721,510
2021년07월_여_70~79세,"2,179",340,409,354,417,333,326
2021년07월_여_80~89세,"1,290",237,213,265,246,168,161
2021년07월_여_90~99세,283,58,34,57,67,29,38
2021년07월_여_100세 이상,8,3,0,1,2,0,2
2021년08월_계_총인구수,"69,640","10,980","15,606","10,964","15,174","9,313","7,603"
2021년08월_계_연령구간인구수,"69,640","10,980","15,606","10,964","15,174","9,313","7,603"
2021년08월_계_0~9세,"6,050",822,"1,810",748,"1,526",614,530
2021년08월_계_10~19세,"6,761",977,"1,859","1,121","1,396",582,826
2021년08월_계_20~29세,"9,330","1,562","1,796","1,661","2,025","1,260","1,026"
2021년08월_계_30~39세,"9,821","1,410","2,097","1,347","2,452","1,580",935
2021년08월_계_40~49세,"10,421","1,441","2,797","1,441","2,194","1,352","1,196"
2021년08월_계_50~59세,"12,133","2,060","2,522","2,105","2,608","1,520","1,318"
2021년08월_계_60~69세,"8,722","1,601","1,611","1,424","1,745","1,424",917
2021년08월_계_70~79세,"3,953",650,710,617,743,663,570
2021년08월_계_80~89세,"2,054",376,350,415,399,275,239
2021년08월_계_90~99세,384,77,54,82,84,43,44
2021년08월_계_100세 이상,11,4,0,3,2,0,2
2021년08월_남_총인구수,"34,223","5,328","7,573","5,254","7,473","4,878","3,717"
2021년08월_남_연령구간인구수,"34,223","5,328","7,573","5,254","7,473","4,878","3,717"
2021년08월_남_0~9세,"3,155",421,948,388,811,308,279
2021년08월_남_10~19세,"3,465",480,910,575,727,322,451
2021년08월_남_20~29세,"4,907",838,912,834,"1,071",711,541
2021년08월_남_30~39세,"4,891",690,942,676,"1,207",890,486
2021년08월_남_40~49세,"5,073",668,"1,366",663,"1,045",751,580
2021년08월_남_50~59세,"5,840",966,"1,251",991,"1,246",740,646
2021년08월_남_60~69세,"4,265",800,791,688,874,704,408
2021년08월_남_70~79세,"1,771",306,298,268,326,332,241
2021년08월_남_80~89세,757,143,136,145,146,108,79
2021년08월_남_90~99세,96,15,19,24,20,12,6
2021년08월_남_100세 이상,3,1,0,2,0,0,0
2021년08월_여_총인구수,"35,417","5,652","8,033","5,710","7,701","4,435","3,886"
2021년08월_여_연령구간인구수,"35,417","5,652","8,033","5,710","7,701","4,435","3,886"
2021년08월_여_0~9세,"2,895",401,862,360,715,306,251
2021년08월_여_10~19세,"3,296",497,949,546,669,260,375
2021년08월_여_20~29세,"4,423",724,884,827,954,549,485
2021년08월_여_30~39세,"4,930",720,"1,155",671,"1,245",690,449
2021년08월_여_40~49세,"5,348",773,"1,431",778,"1,149",601,616
2021년08월_여_50~59세,"6,293","1,094","1,271","1,114","1,362",780,672
2021년08월_여_60~69세,"4,457",801,820,736,871,720,509
2021년08월_여_70~79세,"2,182",344,412,349,417,331,329
2021년08월_여_80~89세,"1,297",233,214,270,253,167,160
2021년08월_여_90~99세,288,62,35,58,64,31,38
2021년08월_여_100세 이상,8,3,0,1,2,0,2
2021년09월_계_총인구수,"69,732","10,956","15,673","10,998","15,200","9,308","7,597"
2021년09월_계_연령구간인구수,"69,732","10,956","15,673","10,998","15,200","9,308","7,597"
2021년09월_계_0~9세,"6,025",808,"1,811",746,"1,526",604,530
2021년09월_계_10~19세,"6,762",975,"1,866","1,119","1,395",579,828
2021년09월_계_20~29세,"9,319","1,552","1,803","1,665","2,020","1,251","1,028"
2021년09월_계_30~39세,"9,880","1,415","2,099","1,365","2,470","1,596",935
2021년09월_계_40~49세,"10,414","1,426","2,823","1,449","2,195","1,335","1,186"
2021년09월_계_50~59세,"12,159","2,055","2,535","2,108","2,609","1,528","1,324"
2021년09월_계_60~69세,"8,757","1,609","1,619","1,431","1,756","1,432",910
2021년09월_계_70~79세,"3,961",654,712,611,751,665,568
2021년09월_계_80~89세,"2,062",382,351,419,394,276,240
2021년09월_계_90~99세,382,76,54,82,82,42,46
2021년09월_계_100세 이상,11,4,0,3,2,0,2
2021년09월_남_총인구수,"34,275","5,306","7,607","5,283","7,485","4,871","3,723"
2021년09월_남_연령구간인구수,"34,275","5,306","7,607","5,283","7,485","4,871","3,723"
2021년09월_남_0~9세,"3,146",413,949,388,812,302,282
2021년09월_남_10~19세,"3,465",480,913,571,727,321,453
2021년09월_남_20~29세,"4,911",829,926,848,"1,062",702,544
2021년09월_남_30~39세,"4,912",693,930,690,"1,212",903,484
2021년09월_남_40~49세,"5,078",661,"1,387",664,"1,052",741,573
2021년09월_남_50~59세,"5,847",959,"1,254",995,"1,243",747,649
2021년09월_남_60~69세,"4,281",805,796,688,878,704,410
2021년09월_남_70~79세,"1,775",306,299,267,332,332,239
2021년09월_남_80~89세,763,145,134,147,147,107,83
2021년09월_남_90~99세,94,14,19,23,20,12,6
2021년09월_남_100세 이상,3,1,0,2,0,0,0
2021년09월_여_총인구수,"35,457","5,650","8,066","5,715","7,715","4,437","3,874"
2021년09월_여_연령구간인구수,"35,457","5,650","8,066","5,715","7,715","4,437","3,874"
2021년09월_여_0~9세,"2,879",395,862,358,714,302,248
