카테고리,전라남도 장성군,전라남도 장성군 장성읍,전라남도 장성군 진원면,전라남도 장성군 남면,전라남도 장성군 동화면,전라남도 장성군 삼서면,전라남도 장성군 삼계면,전라남도 장성군 황룡면,전라남도 장성군 서삼면,전라남도 장성군 북일면,전라남도 장성군 북이면,전라남도 장성군 북하면
2020년09월_계_연령구간인구수,"44,810","13,558","3,633","3,734","1,861","3,484","6,283","4,173","1,557","1,395","2,901","2,231"
2020년09월_계_0~9세,"2,853","1,017",302,170,54,150,739,193,58,33,81,56
2020년09월_계_10~19세,"3,308","1,198",291,174,76,199,658,275,96,61,181,99
2020년09월_계_20~29세,"4,367","1,315",310,375,146,494,755,416,130,107,186,133
2020년09월_계_30~39세,"3,747","1,207",268,326,132,200,846,285,105,79,154,145
2020년09월_계_40~49세,"5,644","1,939",473,426,186,395,920,537,172,112,274,210
2020년09월_계_50~59세,"7,541","2,176",614,704,366,585,852,797,282,236,490,439
2020년09월_계_60~69세,"7,176","1,999",611,691,364,582,623,746,287,279,523,471
2020년09월_계_70~79세,"5,942","1,644",440,505,283,498,535,545,252,285,551,404
2020년09월_계_80~89세,"3,693",932,284,318,216,348,316,318,146,179,416,220
2020년09월_계_90~99세,498,118,34,44,37,32,39,57,26,23,43,45
2020년09월_계_100세 이상,41,13,6,1,1,1,0,4,3,1,2,9
2020년09월_남_총인구수,"22,969","6,711","1,835","1,994",980,"1,959","3,269","2,104",814,696,"1,453","1,154"
2020년09월_남_연령구간인구수,"22,969","6,711","1,835","1,994",980,"1,959","3,269","2,104",814,696,"1,453","1,154"
2020년09월_남_0~9세,"1,432",527,160,84,23,78,353,92,29,14,42,30
2020년09월_남_10~19세,"1,746",620,159,93,43,103,344,137,52,36,106,53
2020년09월_남_20~29세,"2,611",707,167,217,90,427,458,236,68,70,101,70
2020년09월_남_30~39세,"1,998",605,125,205,82,107,465,145,66,41,82,75
2020년09월_남_40~49세,"3,237","1,050",248,275,121,257,509,319,108,61,163,126
2020년09월_남_50~59세,"4,284","1,198",373,397,213,334,490,447,162,131,283,256
2020년09월_남_60~69세,"3,753",976,300,381,212,303,334,397,156,145,284,265
2020년09월_남_70~79세,"2,606",722,202,226,113,221,210,231,116,124,243,198
2020년09월_남_80~89세,"1,180",283,91,101,72,121,96,87,49,69,139,72
2020년09월_남_90~99세,117,22,9,15,11,8,10,13,6,5,10,8
2020년09월_남_100세 이상,5,1,1,0,0,0,0,0,2,0,0,1
2020년09월_여_총인구수,"21,841","6,847","1,798","1,740",881,"1,525","3,014","2,069",743,699,"1,448","1,077"
2020년09월_여_연령구간인구수,"21,841","6,847","1,798","1,740",881,"1,525","3,014","2,069",743,699,"1,448","1,077"
2020년09월_여_0~9세,"1,421",490,142,86,31,72,386,101,29,19,39,26
2020년09월_여_10~19세,"1,562",578,132,81,33,96,314,138,44,25,75,46
2020년09월_여_20~29세,"1,756",608,143,158,56,67,297,180,62,37,85,63
2020년09월_여_30~39세,"1,749",602,143,121,50,93,381,140,39,38,72,70
2020년09월_여_40~49세,"2,407",889,225,151,65,138,411,218,64,51,111,84
2020년09월_여_50~59세,"3,257",978,241,307,153,251,362,350,120,105,207,183
2020년09월_여_60~69세,"3,423","1,023",311,310,152,279,289,349,131,134,239,206
2020년09월_여_70~79세,"3,336",922,238,279,170,277,325,314,136,161,308,206
2020년09월_여_80~89세,"2,513",649,193,217,144,227,220,231,97,110,277,148
2020년09월_여_90~99세,381,96,25,29,26,24,29,44,20,18,33,37
2020년09월_여_100세 이상,36,12,5,1,1,1,0,4,1,1,2,8
2020년10월_계_총인구수,"44,620","13,511","3,644","3,724","1,849","3,440","6,209","4,163","1,555","1,393","2,902","2,230"
2020년10월_계_연령구간인구수,"44,620","13,511","3,644","3,724","1,849","3,440","6,209","4,163","1,555","1,393","2,902","2,230"
2020년10월_계_0~9세,"2,817","1,006",311,173,53,143,715,188,59,30,83,56
2020년10월_계_10~19세,"3,313","1,200",293,175,76,199,659,276,96,63,179,97
2020년10월_계_20~29세,"4,300","1,303",311,363,143,467,738,415,127,107,192,134
2020년10월_계_30~39세,"3,683","1,199",271,322,128,195,824,278,100,77,150,139
2020년10월_계_40~49세,"5,602","1,919",476,430,184,394,907,530,170,112,271,209
2020년10월_계_50~59세,"7,517","2,174",604,705,361,579,847,796,280,239,490,442
2020년10월_계_60~69세,"7,200","2,004",613,690,364,591,622,750,289,280,522,475
2020년10월_계_70~79세,"5,948","1,645",442,505,283,493,540,543,256,282,555,404
2020년10월_계_80~89세,"3,695",928,283,315,218,346,317,326,149,178,415,220
2020년10월_계_90~99세,505,121,34,45,38,32,40,57,26,24,43,45
2020년10월_계_100세 이상,40,12,6,1,1,1,0,4,3,1,2,9
2020년10월_남_총인구수,"22,862","6,693","1,835","1,996",975,"1,927","3,231","2,095",811,693,"1,455","1,151"
2020년10월_남_연령구간인구수,"22,862","6,693","1,835","1,996",975,"1,927","3,231","2,095",811,693,"1,455","1,151"
2020년10월_남_0~9세,"1,416",524,164,85,22,75,343,89,29,11,44,30
2020년10월_남_10~19세,"1,747",623,160,95,43,105,340,135,52,38,104,52
2020년10월_남_20~29세,"2,571",703,166,214,89,400,452,235,66,68,107,71
2020년10월_남_30~39세,"1,965",605,125,203,78,105,453,143,64,40,79,70
2020년10월_남_40~49세,"3,201","1,035",249,279,122,252,498,314,104,61,163,124
2020년10월_남_50~59세,"4,289","1,205",369,400,210,333,492,445,162,133,282,258
2020년10월_남_60~69세,"3,758",974,301,379,213,308,333,401,157,146,280,266
2020년10월_남_70~79세,"2,615",722,202,226,113,219,213,232,119,124,247,198
2020년10월_남_80~89세,"1,175",278,89,100,74,122,96,88,50,66,139,73
2020년10월_남_90~99세,120,23,9,15,11,8,11,13,6,6,10,8
2020년10월_남_100세 이상,5,1,1,0,0,0,0,0,2,0,0,1
2020년10월_여_총인구수,"21,758","6,818","1,809","1,728",874,"1,513","2,978","2,068",744,700,"1,447","1,079"
2020년10월_여_연령구간인구수,"21,758","6,818","1,809","1,728",874,"1,513","2,978","2,068",744,700,"1,447","1,079"
2020년10월_여_0~9세,"1,401",482,147,88,31,68,372,99,30,19,39,26
2020년10월_여_10~19세,"1,566",577,133,80,33,94,319,141,44,25,75,45
2020년10월_여_20~29세,"1,729",600,145,149,54,67,286,180,61,39,85,63
2020년10월_여_30~39세,"1,718",594,146,119,50,90,371,135,36,37,71,69
2020년10월_여_40~49세,"2,401",884,227,151,62,142,409,216,66,51,108,85
2020년10월_여_50~59세,"3,228",969,235,305,151,246,355,351,118,106,208,184
2020년10월_여_60~69세,"3,442","1,030",312,311,151,283,289,349,132,134,242,209
2020년10월_여_70~79세,"3,333",923,240,279,170,274,327,311,137,158,308,206
2020년10월_여_80~89세,"2,520",650,194,215,144,224,221,238,99,112,276,147
2020년10월_여_90~99세,385,98,25,30,27,24,29,44,20,18,33,37
2020년10월_여_100세 이상,35,11,5,1,1,1,0,4,1,1,2,8
2020년11월_계_총인구수,"44,543","13,492","3,658","3,733","1,850","3,414","6,196","4,125","1,558","1,396","2,897","2,224"
2020년11월_계_연령구간인구수,"44,543","13,492","3,658","3,733","1,850","3,414","6,196","4,125","1,558","1,396","2,897","2,224"
2020년11월_계_0~9세,"2,799",995,319,171,53,146,701,182,60,31,85,56
2020년11월_계_10~19세,"3,309","1,205",293,177,74,196,660,267,97,63,177,100
2020년11월_계_20~29세,"4,253","1,294",307,365,147,439,741,409,126,106,187,132
2020년11월_계_30~39세,"3,684","1,192",272,330,127,196,821,277,102,74,153,140
2020년11월_계_40~49세,"5,576","1,913",475,428,181,392,908,527,170,113,263,206
2020년11월_계_50~59세,"7,504","2,170",608,697,363,581,844,789,281,240,493,438
2020년11월_계_60~69세,"7,235","2,028",613,699,365,594,620,752,288,282,515,479
2020년11월_계_70~79세,"5,948","1,643",440,507,285,492,541,536,256,283,565,400
2020년11월_계_80~89세,"3,692",917,291,312,216,346,319,324,150,179,416,222
2020년11월_계_90~99세,503,123,34,46,38,31,41,58,25,24,41,42
2020년11월_계_100세 이상,40,12,6,1,1,1,0,4,3,1,2,9
2020년11월_남_총인구수,"22,816","6,681","1,843","2,003",973,"1,905","3,214","2,083",814,696,"1,452","1,152"
2020년11월_남_연령구간인구수,"22,816","6,681","1,843","2,003",973,"1,905","3,214","2,083",814,696,"1,452","1,152"
2020년11월_남_0~9세,"1,405",522,168,85,21,77,332,85,29,12,45,29
2020년11월_남_10~19세,"1,746",624,157,95,40,107,342,132,52,38,104,55
2020년11월_남_20~29세,"2,535",700,167,212,92,374,447,235,67,67,102,72
2020년11월_남_30~39세,"1,949",593,121,209,77,103,446,144,66,39,80,71
2020년11월_남_40~49세,"3,194","1,035",249,280,119,249,501,314,104,61,160,122
2020년11월_남_50~59세,"4,282","1,199",376,394,210,335,490,438,164,136,282,258
2020년11월_남_60~69세,"3,786",989,302,387,212,312,335,403,156,147,276,267
2020년11월_남_70~79세,"2,613",719,203,225,117,218,213,228,119,124,253,194
2020년11월_남_80~89세,"1,180",277,90,101,74,121,96,90,50,66,140,75
2020년11월_남_90~99세,121,22,9,15,11,9,12,14,5,6,10,8
2020년11월_남_100세 이상,5,1,1,0,0,0,0,0,2,0,0,1
2020년11월_여_총인구수,"21,727","6,811","1,815","1,730",877,"1,509","2,982","2,042",744,700,"1,445","1,072"
2020년11월_여_연령구간인구수,"21,727","6,811","1,815","1,730",877,"1,509","2,982","2,042",744,700,"1,445","1,072"
2020년11월_여_0~9세,"1,394",473,151,86,32,69,369,97,31,19,40,27
2020년11월_여_10~19세,"1,563",581,136,82,34,89,318,135,45,25,73,45
2020년11월_여_20~29세,"1,718",594,140,153,55,65,294,174,59,39,85,60
2020년11월_여_30~39세,"1,735",599,151,121,50,93,375,133,36,35,73,69
2020년11월_여_40~49세,"2,382",878,226,148,62,143,407,213,66,52,103,84
2020년11월_여_50~59세,"3,222",971,232,303,153,246,354,351,117,104,211,180
2020년11월_여_60~69세,"3,449","1,039",311,312,153,282,285,349,132,135,239,212
2020년11월_여_70~79세,"3,335",924,237,282,168,274,328,308,137,159,312,206
2020년11월_여_80~89세,"2,512",640,201,211,142,225,223,234,100,113,276,147
2020년11월_여_90~99세,382,101,25,31,27,22,29,44,20,18,31,34
2020년11월_여_100세 이상,35,11,5,1,1,1,0,4,1,1,2,8
2020년12월_계_총인구수,"44,464","13,517","3,694","3,726","1,852","3,378","6,152","4,098","1,556","1,387","2,886","2,218"
2020년12월_계_연령구간인구수,"44,464","13,517","3,694","3,726","1,852","3,378","6,152","4,098","1,556","1,387","2,886","2,218"
2020년12월_계_0~9세,"2,781","1,004",330,163,49,149,682,174,60,29,85,56
2020년12월_계_10~19세,"3,283","1,211",297,177,75,190,651,257,93,61,174,97
2020년12월_계_20~29세,"4,273","1,301",312,365,151,411,760,415,127,111,187,133
2020년12월_계_30~39세,"3,661","1,187",281,332,125,194,809,271,102,71,152,137
2020년12월_계_40~49세,"5,536","1,919",468,422,180,387,902,513,170,111,263,201
2020년12월_계_50~59세,"7,481","2,171",615,698,362,582,829,790,279,236,488,431
2020년12월_계_60~69세,"7,260","2,024",617,703,368,593,621,753,293,284,518,486
2020년12월_계_70~79세,"5,937","1,646",441,507,283,493,539,535,254,276,560,403
2020년12월_계_80~89세,"3,710",917,294,313,220,346,319,330,150,182,416,223
2020년12월_계_90~99세,502,125,33,45,38,32,40,56,25,25,41,42
2020년12월_계_100세 이상,40,12,6,1,1,1,0,4,3,1,2,9
2020년12월_남_총인구수,"22,781","6,693","1,864","2,005",977,"1,873","3,191","2,073",816,695,"1,446","1,148"
2020년12월_남_연령구간인구수,"22,781","6,693","1,864","2,005",977,"1,873","3,191","2,073",816,695,"1,446","1,148"
2020년12월_남_0~9세,"1,403",527,177,81,18,80,320,83,30,12,45,30
2020년12월_남_10~19세,"1,731",628,160,93,41,106,336,124,52,37,102,52
2020년12월_남_20~29세,"2,542",704,169,212,96,346,458,243,67,69,103,75
2020년12월_남_30~39세,"1,941",589,126,213,77,101,441,143,64,39,78,70
2020년12월_남_40~49세,"3,166","1,040",244,275,118,249,496,302,105,60,159,118
2020년12월_남_50~59세,"4,268","1,194",380,395,209,333,483,440,163,135,280,256
2020년12월_남_60~69세,"3,812",988,305,393,215,313,337,409,159,147,278,268
2020년12월_남_70~79세,"2,612",723,203,228,117,216,214,224,118,122,251,196
2020년12월_남_80~89세,"1,183",277,90,101,75,121,94,92,51,68,140,74
2020년12월_남_90~99세,118,22,9,14,11,8,12,13,5,6,10,8
2020년12월_남_100세 이상,5,1,1,0,0,0,0,0,2,0,0,1
2020년12월_여_총인구수,"21,683","6,824","1,830","1,721",875,"1,505","2,961","2,025",740,692,"1,440","1,070"
2020년12월_여_연령구간인구수,"21,683","6,824","1,830","1,721",875,"1,505","2,961","2,025",740,692,"1,440","1,070"
2020년12월_여_0~9세,"1,378",477,153,82,31,69,362,91,30,17,40,26
2020년12월_여_10~19세,"1,552",583,137,84,34,84,315,133,41,24,72,45
2020년12월_여_20~29세,"1,731",597,143,153,55,65,302,172,60,42,84,58
2020년12월_여_30~39세,"1,720",598,155,119,48,93,368,128,38,32,74,67
2020년12월_여_40~49세,"2,370",879,224,147,62,138,406,211,65,51,104,83
2020년12월_여_50~59세,"3,213",977,235,303,153,249,346,350,116,101,208,175
2020년12월_여_60~69세,"3,448","1,036",312,310,153,280,284,344,134,137,240,218
2020년12월_여_70~79세,"3,325",923,238,279,166,277,325,311,136,154,309,207
2020년12월_여_80~89세,"2,527",640,204,212,145,225,225,238,99,114,276,149
2020년12월_여_90~99세,384,103,24,31,27,24,28,43,20,19,31,34
2020년12월_여_100세 이상,35,11,5,1,1,1,0,4,1,1,2,8
2021년01월_계_총인구수,"44,330","13,571","3,693","3,723","1,854","3,328","6,065","4,062","1,560","1,386","2,875","2,213"
2021년01월_계_연령구간인구수,"44,330","13,571","3,693","3,723","1,854","3,328","6,065","4,062","1,560","1,386","2,875","2,213"
2021년01월_계_0~9세,"2,734","1,006",321,167,49,150,647,167,60,29,84,54
2021년01월_계_10~19세,"3,269","1,216",297,174,73,188,640,251,93,60,175,102
2021년01월_계_20~29세,"4,221","1,302",310,364,152,361,768,399,130,117,185,133
2021년01월_계_30~39세,"3,614","1,184",281,331,127,190,765,273,106,73,152,132
2021년01월_계_40~49세,"5,510","1,926",469,415,179,385,898,505,165,111,259,198
2021년01월_계_50~59세,"7,461","2,175",617,701,357,581,823,783,280,226,486,432
2021년01월_계_60~69세,"7,301","2,048",623,706,376,599,622,752,292,285,515,483
2021년01월_계_70~79세,"5,917","1,649",436,502,278,489,537,534,256,274,559,403
2021년01월_계_80~89세,"3,755",924,299,317,222,353,326,337,151,185,417,224
2021년01월_계_90~99세,510,130,34,45,40,31,39,57,25,25,41,43
2021년01월_계_100세 이상,38,11,6,1,1,1,0,4,2,1,2,9
2021년01월_남_총인구수,"22,698","6,710","1,870","1,996",980,"1,830","3,154","2,058",819,693,"1,445","1,143"
2021년01월_남_연령구간인구수,"22,698","6,710","1,870","1,996",980,"1,830","3,154","2,058",819,693,"1,445","1,143"
2021년01월_남_0~9세,"1,385",525,176,83,19,81,307,79,30,11,45,29
2021년01월_남_10~19세,"1,720",633,157,90,38,104,330,121,52,36,104,55
2021년01월_남_20~29세,"2,489",697,170,210,97,301,462,234,70,73,101,74
2021년01월_남_30~39세,"1,931",589,129,210,80,97,426,148,65,39,80,68
2021년01월_남_40~49세,"3,134","1,035",248,270,115,249,484,297,101,60,159,116
2021년01월_남_50~59세,"4,268","1,198",382,397,207,334,482,437,167,130,279,255
2021년01월_남_60~69세,"3,837","1,003",305,393,221,317,339,411,159,148,276,265
2021년01월_남_70~79세,"2,611",727,200,228,115,216,217,224,116,121,251,196
2021년01월_남_80~89세,"1,195",278,92,101,77,123,94,94,52,69,140,75
2021년01월_남_90~99세,124,24,10,14,11,8,13,13,6,6,10,9
2021년01월_남_100세 이상,4,1,1,0,0,0,0,0,1,0,0,1
2021년01월_여_총인구수,"21,632","6,861","1,823","1,727",874,"1,498","2,911","2,004",741,693,"1,430","1,070"
2021년01월_여_연령구간인구수,"21,632","6,861","1,823","1,727",874,"1,498","2,911","2,004",741,693,"1,430","1,070"
2021년01월_여_0~9세,"1,349",481,145,84,30,69,340,88,30,18,39,25
2021년01월_여_10~19세,"1,549",583,140,84,35,84,310,130,41,24,71,47
2021년01월_여_20~29세,"1,732",605,140,154,55,60,306,165,60,44,84,59
2021년01월_여_30~39세,"1,683",595,152,121,47,93,339,125,41,34,72,64
2021년01월_여_40~49세,"2,376",891,221,145,64,136,414,208,64,51,100,82
2021년01월_여_50~59세,"3,193",977,235,304,150,247,341,346,113,96,207,177
2021년01월_여_60~69세,"3,464","1,045",318,313,155,282,283,341,133,137,239,218
2021년01월_여_70~79세,"3,306",922,236,274,163,273,320,310,140,153,308,207
2021년01월_여_80~89세,"2,560",646,207,216,145,230,232,243,99,116,277,149
2021년01월_여_90~99세,386,106,24,31,29,23,26,44,19,19,31,34
2021년01월_여_100세 이상,34,10,5,1,1,1,0,4,1,1,2,8
2021년02월_계_총인구수,"44,432","13,617","3,725","3,720","1,855","3,289","6,091","4,092","1,554","1,395","2,885","2,209"
2021년02월_계_연령구간인구수,"44,432","13,617","3,725","3,720","1,855","3,289","6,091","4,092","1,554","1,395","2,885","2,209"
2021년02월_계_0~9세,"2,745","1,019",332,159,50,148,646,167,58,32,79,55
2021년02월_계_10~19세,"3,274","1,224",303,180,72,194,624,252,89,60,176,100
2021년02월_계_20~29세,"4,199","1,296",308,360,152,333,793,403,132,115,181,126
2021년02월_계_30~39세,"3,650","1,190",286,328,128,184,781,280,106,76,156,135
2021년02월_계_40~49세,"5,513","1,944",469,417,180,380,878,513,162,108,261,201
2021년02월_계_50~59세,"7,475","2,172",626,700,357,582,828,791,278,230,483,428
2021년02월_계_60~69세,"7,342","2,054",622,714,378,591,637,752,296,287,526,485
2021년02월_계_70~79세,"5,911","1,651",439,499,275,491,537,535,253,275,551,405
2021년02월_계_80~89세,"3,766",925,298,316,223,353,327,337,153,185,426,223
2021년02월_계_90~99세,519,131,36,46,39,32,40,58,25,26,44,42
2021년02월_계_100세 이상,38,11,6,1,1,1,0,4,2,1,2,9
2021년02월_남_총인구수,"22,774","6,731","1,889","2,001",982,"1,802","3,186","2,073",817,698,"1,455","1,140"
2021년02월_남_연령구간인구수,"22,774","6,731","1,889","2,001",982,"1,802","3,186","2,073",817,698,"1,455","1,140"
2021년02월_남_0~9세,"1,392",532,183,79,20,80,307,77,30,11,44,29
2021년02월_남_10~19세,"1,725",637,160,95,37,110,325,119,50,35,104,53
2021년02월_남_20~29세,"2,482",695,169,209,98,276,483,240,71,71,101,69
2021년02월_남_30~39세,"1,957",594,130,209,80,97,434,152,63,41,84,73
2021년02월_남_40~49세,"3,136","1,043",250,274,115,241,474,301,102,58,160,118
2021년02월_남_50~59세,"4,266","1,196",383,394,207,335,487,438,165,133,276,252
2021년02월_남_60~69세,"3,870","1,001",309,398,222,314,353,412,161,151,283,266
2021년02월_남_70~79세,"2,612",729,201,227,115,215,215,227,116,122,248,197
2021년02월_남_80~89세,"1,206",279,93,102,77,126,95,94,52,70,145,73
2021년02월_남_90~99세,124,24,10,14,11,8,13,13,6,6,10,9
2021년02월_남_100세 이상,4,1,1,0,0,0,0,0,1,0,0,1
2021년02월_여_총인구수,"21,658","6,886","1,836","1,719",873,"1,487","2,905","2,019",737,697,"1,430","1,069"
2021년02월_여_연령구간인구수,"21,658","6,886","1,836","1,719",873,"1,487","2,905","2,019",737,697,"1,430","1,069"
2021년02월_여_0~9세,"1,353",487,149,80,30,68,339,90,28,21,35,26
2021년02월_여_10~19세,"1,549",587,143,85,35,84,299,133,39,25,72,47
2021년02월_여_20~29세,"1,717",601,139,151,54,57,310,163,61,44,80,57
2021년02월_여_30~39세,"1,693",596,156,119,48,87,347,128,43,35,72,62
2021년02월_여_40~49세,"2,377",901,219,143,65,139,404,212,60,50,101,83
2021년02월_여_50~59세,"3,209",976,243,306,150,247,341,353,113,97,207,176
2021년02월_여_60~69세,"3,472","1,053",313,316,156,277,284,340,135,136,243,219
2021년02월_여_70~79세,"3,299",922,238,272,160,276,322,308,137,153,303,208
2021년02월_여_80~89세,"2,560",646,205,214,146,227,232,243,101,115,281,150
2021년02월_여_90~99세,395,107,26,32,28,24,27,45,19,20,34,33
2021년02월_여_100세 이상,34,10,5,1,1,1,0,4,1,1,2,8
2021년03월_계_총인구수,"44,129","13,477","3,725","3,717","1,833","3,260","6,064","4,050","1,553","1,389","2,880","2,181"
2021년03월_계_연령구간인구수,"44,129","13,477","3,725","3,717","1,833","3,260","6,064","4,050","1,553","1,389","2,880","2,181"
2021년03월_계_0~9세,"2,711","1,008",329,159,48,147,634,165,59,32,78,52
2021년03월_계_10~19세,"3,248","1,215",302,177,71,190,618,253,89,58,174,101
2021년03월_계_20~29세,"4,166","1,297",309,363,150,310,796,393,132,109,184,123
2021년03월_계_30~39세,"3,592","1,163",286,331,120,178,776,276,103,72,154,133
2021년03월_계_40~49세,"5,469","1,925",468,415,181,381,865,510,164,108,255,197
2021년03월_계_50~59세,"7,428","2,149",621,693,353,585,829,784,277,233,485,419
2021년03월_계_60~69세,"7,355","2,037",620,720,377,596,652,744,299,291,531,488
2021년03월_계_70~79세,"5,865","1,628",448,498,272,491,528,531,251,271,545,402
2021년03월_계_80~89세,"3,759",924,299,312,224,347,328,339,153,188,425,220
2021년03월_계_90~99세,519,128,37,48,36,34,38,55,26,26,47,44
2021년03월_계_100세 이상,17,3,6,1,1,1,0,0,0,1,2,2
2021년03월_남_총인구수,"22,652","6,675","1,888","2,001",973,"1,777","3,180","2,065",820,690,"1,451","1,132"
2021년03월_남_연령구간인구수,"22,652","6,675","1,888","2,001",973,"1,777","3,180","2,065",820,690,"1,451","1,132"
2021년03월_남_0~9세,"1,369",522,179,78,19,81,301,77,32,10,43,27
2021년03월_남_10~19세,"1,721",633,165,94,37,108,322,121,50,33,104,54
2021년03월_남_20~29세,"2,463",692,171,210,96,253,492,239,73,67,103,67
2021년03월_남_30~39세,"1,919",578,132,210,74,93,426,150,60,39,82,75
2021년03월_남_40~49세,"3,109","1,035",247,272,116,240,469,297,104,57,157,115
2021년03월_남_50~59세,"4,254","1,189",379,395,208,333,489,437,166,133,277,248
2021년03월_남_60~69세,"3,894","1,001",310,404,222,321,361,409,161,153,285,267
2021년03월_남_70~79세,"2,593",721,202,223,114,216,211,227,116,120,245,198
2021년03월_남_80~89세,"1,203",280,92,100,76,124,97,95,52,72,144,71
2021년03월_남_90~99세,126,24,10,15,11,8,12,13,6,6,11,10
2021년03월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년03월_여_총인구수,"21,477","6,802","1,837","1,716",860,"1,483","2,884","1,985",733,699,"1,429","1,049"
2021년03월_여_연령구간인구수,"21,477","6,802","1,837","1,716",860,"1,483","2,884","1,985",733,699,"1,429","1,049"
2021년03월_여_0~9세,"1,342",486,150,81,29,66,333,88,27,22,35,25
2021년03월_여_10~19세,"1,527",582,137,83,34,82,296,132,39,25,70,47
2021년03월_여_20~29세,"1,703",605,138,153,54,57,304,154,59,42,81,56
2021년03월_여_30~39세,"1,673",585,154,121,46,85,350,126,43,33,72,58
2021년03월_여_40~49세,"2,360",890,221,143,65,141,396,213,60,51,98,82
2021년03월_여_50~59세,"3,174",960,242,298,145,252,340,347,111,100,208,171
2021년03월_여_60~69세,"3,461","1,036",310,316,155,275,291,335,138,138,246,221
2021년03월_여_70~79세,"3,272",907,246,275,158,275,317,304,135,151,300,204
2021년03월_여_80~89세,"2,556",644,207,212,148,223,231,244,101,116,281,149
2021년03월_여_90~99세,393,104,27,33,25,26,26,42,20,20,36,34
2021년03월_여_100세 이상,16,3,5,1,1,1,0,0,0,1,2,2
2021년04월_계_총인구수,"44,078","13,461","3,691","3,730","1,830","3,234","6,107","4,035","1,544","1,390","2,872","2,184"
2021년04월_계_연령구간인구수,"44,078","13,461","3,691","3,730","1,830","3,234","6,107","4,035","1,544","1,390","2,872","2,184"
2021년04월_계_0~9세,"2,691",993,314,158,48,149,647,160,56,34,78,54
2021년04월_계_10~19세,"3,234","1,225",300,176,69,182,613,251,89,59,171,99
2021년04월_계_20~29세,"4,169","1,301",304,371,146,294,822,388,130,104,186,123
2021년04월_계_30~39세,"3,554","1,139",274,325,124,176,792,266,103,74,148,133
2021년04월_계_40~49세,"5,446","1,934",463,417,177,376,858,505,157,105,256,198
2021년04월_계_50~59세,"7,426","2,142",619,696,352,583,832,793,280,229,485,415
2021년04월_계_60~69세,"7,395","2,047",625,727,376,603,646,744,298,300,533,496
2021년04월_계_70~79세,"5,835","1,615",451,493,275,487,521,534,251,269,540,399
2021년04월_계_80~89세,"3,789",931,299,316,227,350,335,339,154,189,427,222
2021년04월_계_90~99세,523,131,38,50,35,33,40,55,26,26,46,43
2021년04월_계_100세 이상,16,3,4,1,1,1,1,0,0,1,2,2
2021년04월_남_총인구수,"22,627","6,665","1,878","2,008",974,"1,756","3,200","2,055",815,695,"1,447","1,134"
2021년04월_남_연령구간인구수,"22,627","6,665","1,878","2,008",974,"1,756","3,200","2,055",815,695,"1,447","1,134"
2021년04월_남_0~9세,"1,362",518,172,77,20,83,306,72,31,11,43,29
2021년04월_남_10~19세,"1,710",632,163,94,35,103,322,124,50,33,103,51
2021년04월_남_20~29세,"2,461",696,169,217,94,239,506,236,71,63,103,67
2021년04월_남_30~39세,"1,902",570,128,205,76,92,431,144,61,40,80,75
2021년04월_남_40~49세,"3,090","1,037",246,274,113,235,466,291,100,55,158,115
2021년04월_남_50~59세,"4,251","1,180",378,396,208,332,491,443,168,136,276,243
2021년04월_남_60~69세,"3,920","1,009",314,406,225,324,357,406,158,158,288,275
2021년04월_남_70~79세,"2,589",717,205,221,115,217,209,232,117,119,241,196
2021년04월_남_80~89세,"1,217",282,93,102,77,124,100,94,53,74,145,73
2021년04월_남_90~99세,124,24,9,16,11,7,12,13,6,6,10,10
2021년04월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년04월_여_총인구수,"21,451","6,796","1,813","1,722",856,"1,478","2,907","1,980",729,695,"1,425","1,050"
2021년04월_여_연령구간인구수,"21,451","6,796","1,813","1,722",856,"1,478","2,907","1,980",729,695,"1,425","1,050"
2021년04월_여_0~9세,"1,329",475,142,81,28,66,341,88,25,23,35,25
2021년04월_여_10~19세,"1,524",593,137,82,34,79,291,127,39,26,68,48
2021년04월_여_20~29세,"1,708",605,135,154,52,55,316,152,59,41,83,56
2021년04월_여_30~39세,"1,652",569,146,120,48,84,361,122,42,34,68,58
2021년04월_여_40~49세,"2,356",897,217,143,64,141,392,214,57,50,98,83
2021년04월_여_50~59세,"3,175",962,241,300,144,251,341,350,112,93,209,172
2021년04월_여_60~69세,"3,475","1,038",311,321,151,279,289,338,140,142,245,221
2021년04월_여_70~79세,"3,246",898,246,272,160,270,312,302,134,150,299,203
2021년04월_여_80~89세,"2,572",649,206,214,150,226,235,245,101,115,282,149
2021년04월_여_90~99세,399,107,29,34,24,26,28,42,20,20,36,33
2021년04월_여_100세 이상,15,3,3,1,1,1,1,0,0,1,2,2
2021년05월_계_총인구수,"44,029","13,460","3,710","3,724","1,829","3,218","6,056","4,032","1,552","1,384","2,876","2,188"
2021년05월_계_연령구간인구수,"44,029","13,460","3,710","3,724","1,829","3,218","6,056","4,032","1,552","1,384","2,876","2,188"
2021년05월_계_0~9세,"2,653",984,315,154,50,146,629,157,55,32,77,54
2021년05월_계_10~19세,"3,215","1,227",297,173,68,173,604,253,92,57,173,98
2021년05월_계_20~29세,"4,135","1,291",304,371,142,296,807,387,128,102,183,124
2021년05월_계_30~39세,"3,535","1,132",270,324,125,174,782,269,103,77,146,133
