카테고리,충청북도 단양군,충청북도 단양군 단양읍,충청북도 단양군 매포읍,충청북도 단양군 대강면,충청북도 단양군 가곡면,충청북도 단양군 영춘면,충청북도 단양군 어상천면,충청북도 단양군 적성면,충청북도 단양군 단성면
2020년10월_여_50~59세,"2,655",934,462,234,186,338,190,141,170
2020년10월_여_60~69세,"3,063",922,506,306,264,434,228,192,211
2020년10월_여_70~79세,"2,165",561,423,245,168,301,166,149,152
2020년10월_여_80~89세,"1,395",338,224,159,107,202,119,124,122
2020년10월_여_90~99세,210,56,29,32,13,37,13,18,12
2020년10월_여_100세 이상,13,0,0,4,3,0,0,0,6
2020년11월_계_총인구수,"29,239","10,641","5,446","2,495","2,111","3,305","1,941","1,540","1,760"
2020년11월_계_연령구간인구수,"29,239","10,641","5,446","2,495","2,111","3,305","1,941","1,540","1,760"
2020년11월_계_0~9세,"1,201",634,262,60,61,80,48,21,35
2020년11월_계_10~19세,"2,013",956,411,101,145,175,78,37,110
2020년11월_계_20~29세,"2,260","1,136",480,119,101,150,93,75,106
2020년11월_계_30~39세,"2,036","1,047",426,101,84,143,79,73,83
2020년11월_계_40~49세,"3,335","1,504",693,190,196,333,152,125,142
2020년11월_계_50~59세,"5,726","1,996","1,010",533,404,705,407,309,362
2020년11월_계_60~69세,"6,323","1,805","1,019",653,553,824,563,442,464
2020년11월_계_70~79세,"3,915",984,745,439,366,544,314,263,260
2020년11월_계_80~89세,"2,122",507,358,249,179,305,183,171,170
2020년11월_계_90~99세,286,70,41,43,19,45,23,24,21
2020년11월_계_100세 이상,22,2,1,7,3,1,1,0,7
2020년11월_남_총인구수,"14,818","5,340","2,819","1,239","1,140","1,587","1,048",780,865
2020년11월_남_연령구간인구수,"14,818","5,340","2,819","1,239","1,140","1,587","1,048",780,865
2020년11월_남_0~9세,620,322,138,29,40,37,24,11,19
2020년11월_남_10~19세,"1,078",487,224,57,96,100,50,14,50
2020년11월_남_20~29세,"1,323",639,294,57,63,92,68,44,66
2020년11월_남_30~39세,"1,078",543,235,52,47,78,43,39,41
2020년11월_남_40~49세,"1,835",790,402,106,115,169,91,80,82
2020년11월_남_50~59세,"3,075","1,072",549,298,218,364,214,168,192
2020년11월_남_60~69세,"3,244",880,506,343,290,390,333,252,250
2020년11월_남_70~79세,"1,752",423,325,194,195,244,147,116,108
2020년11월_남_80~89세,732,170,134,89,70,105,68,49,47
2020년11월_남_90~99세,72,12,11,11,6,7,9,7,9
2020년11월_남_100세 이상,9,2,1,3,0,1,1,0,1
2020년11월_여_총인구수,"14,421","5,301","2,627","1,256",971,"1,718",893,760,895
2020년11월_여_연령구간인구수,"14,421","5,301","2,627","1,256",971,"1,718",893,760,895
2020년11월_여_0~9세,581,312,124,31,21,43,24,10,16
2020년11월_여_10~19세,935,469,187,44,49,75,28,23,60
2020년11월_여_20~29세,937,497,186,62,38,58,25,31,40
2020년11월_여_30~39세,958,504,191,49,37,65,36,34,42
2020년11월_여_40~49세,"1,500",714,291,84,81,164,61,45,60
2020년11월_여_50~59세,"2,651",924,461,235,186,341,193,141,170
2020년11월_여_60~69세,"3,079",925,513,310,263,434,230,190,214
2020년11월_여_70~79세,"2,163",561,420,245,171,300,167,147,152
2020년11월_여_80~89세,"1,390",337,224,160,109,200,115,122,123
2020년11월_여_90~99세,214,58,30,32,13,38,14,17,12
2020년11월_여_100세 이상,13,0,0,4,3,0,0,0,6
2020년12월_계_총인구수,"29,155","10,615","5,419","2,499","2,102","3,299","1,932","1,534","1,755"
2020년12월_계_연령구간인구수,"29,155","10,615","5,419","2,499","2,102","3,299","1,932","1,534","1,755"
2020년12월_계_0~9세,"1,201",635,264,59,59,78,46,22,38
2020년12월_계_10~19세,"2,001",949,409,103,142,174,78,37,109
2020년12월_계_20~29세,"2,245","1,129",476,121,104,149,91,72,103
2020년12월_계_30~39세,"2,018","1,048",417,96,84,141,76,74,82
2020년12월_계_40~49세,"3,325","1,503",690,191,192,332,150,125,142
2020년12월_계_50~59세,"5,668","1,973",997,534,401,698,406,302,357
2020년12월_계_60~69세,"6,354","1,813","1,026",655,547,834,563,447,469
2020년12월_계_70~79세,"3,896",975,737,437,372,542,312,261,260
2020년12월_계_80~89세,"2,136",516,360,253,178,305,186,171,167
2020년12월_계_90~99세,289,72,42,43,20,45,23,23,21
2020년12월_계_100세 이상,22,2,1,7,3,1,1,0,7
2020년12월_남_총인구수,"14,782","5,321","2,813","1,245","1,129","1,583","1,049",779,863
2020년12월_남_연령구간인구수,"14,782","5,321","2,813","1,245","1,129","1,583","1,049",779,863
2020년12월_남_0~9세,627,325,142,27,39,38,24,11,21
2020년12월_남_10~19세,"1,066",480,224,58,94,97,50,14,49
2020년12월_남_20~29세,"1,325",636,296,60,63,95,68,43,64
2020년12월_남_30~39세,"1,074",544,231,51,46,77,43,41,41
2020년12월_남_40~49세,"1,828",789,399,106,113,167,92,81,81
2020년12월_남_50~59세,"3,036","1,058",540,299,215,357,213,164,190
2020년12월_남_60~69세,"3,259",881,512,346,284,396,332,253,255
2020년12월_남_70~79세,"1,737",415,319,194,200,239,148,115,107
2020년12월_남_80~89세,747,179,137,90,69,108,69,50,45
2020년12월_남_90~99세,74,12,12,11,6,8,9,7,9
2020년12월_남_100세 이상,9,2,1,3,0,1,1,0,1
2020년12월_여_총인구수,"14,373","5,294","2,606","1,254",973,"1,716",883,755,892
2020년12월_여_연령구간인구수,"14,373","5,294","2,606","1,254",973,"1,716",883,755,892
2020년12월_여_0~9세,574,310,122,32,20,40,22,11,17
2020년12월_여_10~19세,935,469,185,45,48,77,28,23,60
2020년12월_여_20~29세,920,493,180,61,41,54,23,29,39
2020년12월_여_30~39세,944,504,186,45,38,64,33,33,41
2020년12월_여_40~49세,"1,497",714,291,85,79,165,58,44,61
2020년12월_여_50~59세,"2,632",915,457,235,186,341,193,138,167
2020년12월_여_60~69세,"3,095",932,514,309,263,438,231,194,214
2020년12월_여_70~79세,"2,159",560,418,243,172,303,164,146,153
2020년12월_여_80~89세,"1,389",337,223,163,109,197,117,121,122
2020년12월_여_90~99세,215,60,30,32,14,37,14,16,12
2020년12월_여_100세 이상,13,0,0,4,3,0,0,0,6
2021년01월_계_총인구수,"29,049","10,585","5,374","2,499","2,090","3,294","1,937","1,522","1,748"
2021년01월_계_연령구간인구수,"29,049","10,585","5,374","2,499","2,090","3,294","1,937","1,522","1,748"
2021년01월_계_0~9세,"1,184",633,255,59,58,78,46,20,35
2021년01월_계_10~19세,"1,970",939,409,102,132,172,78,36,102
2021년01월_계_20~29세,"2,201","1,112",458,119,100,149,90,70,103
2021년01월_계_30~39세,"2,009","1,049",408,96,84,139,77,73,83
2021년01월_계_40~49세,"3,296","1,491",686,187,188,328,149,126,141
2021년01월_계_50~59세,"5,629","1,948",988,537,401,701,408,293,353
2021년01월_계_60~69세,"6,400","1,844","1,023",660,552,834,567,449,471
2021년01월_계_70~79세,"3,900",981,741,432,371,540,314,259,262
2021년01월_계_80~89세,"2,153",517,363,257,181,306,185,174,170
2021년01월_계_90~99세,284,69,42,43,20,46,22,21,21
2021년01월_계_100세 이상,23,2,1,7,3,1,1,1,7
2021년01월_남_총인구수,"14,726","5,304","2,793","1,241","1,121","1,581","1,055",774,857
2021년01월_남_연령구간인구수,"14,726","5,304","2,793","1,241","1,121","1,581","1,055",774,857
2021년01월_남_0~9세,619,324,138,27,38,38,24,11,19
2021년01월_남_10~19세,"1,051",474,227,58,89,96,50,14,43
2021년01월_남_20~29세,"1,297",627,283,57,61,95,68,41,65
2021년01월_남_30~39세,"1,075",546,226,52,47,77,43,42,42
2021년01월_남_40~49세,"1,814",783,397,103,110,166,93,81,81
2021년01월_남_50~59세,"3,004","1,041",537,299,216,353,214,157,187
2021년01월_남_60~69세,"3,286",897,512,348,284,401,334,255,255
2021년01월_남_70~79세,"1,745",418,323,192,200,239,150,114,109
2021년01월_남_80~89세,752,181,137,91,70,106,69,52,46
2021년01월_남_90~99세,74,11,12,11,6,9,9,7,9
2021년01월_남_100세 이상,9,2,1,3,0,1,1,0,1
2021년01월_여_총인구수,"14,323","5,281","2,581","1,258",969,"1,713",882,748,891
2021년01월_여_연령구간인구수,"14,323","5,281","2,581","1,258",969,"1,713",882,748,891
2021년01월_여_0~9세,565,309,117,32,20,40,22,9,16
2021년01월_여_10~19세,919,465,182,44,43,76,28,22,59
2021년01월_여_20~29세,904,485,175,62,39,54,22,29,38
2021년01월_여_30~39세,934,503,182,44,37,62,34,31,41
2021년01월_여_40~49세,"1,482",708,289,84,78,162,56,45,60
2021년01월_여_50~59세,"2,625",907,451,238,185,348,194,136,166
2021년01월_여_60~69세,"3,114",947,511,312,268,433,233,194,216
2021년01월_여_70~79세,"2,155",563,418,240,171,301,164,145,153
2021년01월_여_80~89세,"1,401",336,226,166,111,200,116,122,124
2021년01월_여_90~99세,210,58,30,32,14,37,13,14,12
2021년01월_여_100세 이상,14,0,0,4,3,0,0,1,6
2021년02월_계_총인구수,"28,943","10,538","5,352","2,497","2,084","3,280","1,930","1,530","1,732"
2021년02월_계_연령구간인구수,"28,943","10,538","5,352","2,497","2,084","3,280","1,930","1,530","1,732"
2021년02월_계_0~9세,"1,171",629,251,59,58,75,46,20,33
2021년02월_계_10~19세,"1,949",937,399,105,136,172,74,34,92
2021년02월_계_20~29세,"2,175","1,095",454,117,101,143,86,75,104
2021년02월_계_30~39세,"1,953","1,021",395,89,80,135,79,73,81
2021년02월_계_40~49세,"3,285","1,485",687,196,185,322,145,128,137
2021년02월_계_50~59세,"5,595","1,941",978,529,398,697,405,294,353
2021년02월_계_60~69세,"6,453","1,855","1,035",669,554,845,573,454,468
2021년02월_계_70~79세,"3,896",987,743,425,363,540,314,257,267
2021년02월_계_80~89세,"2,154",516,366,256,186,304,184,173,169
2021년02월_계_90~99세,288,69,43,44,20,46,23,21,22
2021년02월_계_100세 이상,24,3,1,8,3,1,1,1,6
2021년02월_남_총인구수,"14,678","5,282","2,780","1,244","1,118","1,571","1,054",779,850
2021년02월_남_연령구간인구수,"14,678","5,282","2,780","1,244","1,118","1,571","1,054",779,850
2021년02월_남_0~9세,614,322,138,27,38,36,24,11,18
2021년02월_남_10~19세,"1,040",472,222,58,92,95,48,15,38
2021년02월_남_20~29세,"1,281",619,279,57,61,93,66,40,66
2021년02월_남_30~39세,"1,044",530,220,49,44,72,44,43,42
2021년02월_남_40~49세,"1,814",782,395,108,110,166,91,82,80
2021년02월_남_50~59세,"2,979","1,036",533,296,211,345,213,160,185
2021년02월_남_60~69세,"3,323",905,520,353,287,409,337,257,255
2021년02월_남_70~79세,"1,750",423,324,190,198,241,151,113,110
2021년02월_남_80~89세,749,178,138,91,71,104,70,51,46
2021년02월_남_90~99세,75,13,10,12,6,9,9,7,9
2021년02월_남_100세 이상,9,2,1,3,0,1,1,0,1
2021년02월_여_총인구수,"14,265","5,256","2,572","1,253",966,"1,709",876,751,882
2021년02월_여_연령구간인구수,"14,265","5,256","2,572","1,253",966,"1,709",876,751,882
2021년02월_여_0~9세,557,307,113,32,20,39,22,9,15
2021년02월_여_10~19세,909,465,177,47,44,77,26,19,54
2021년02월_여_20~29세,894,476,175,60,40,50,20,35,38
2021년02월_여_30~39세,909,491,175,40,36,63,35,30,39
2021년02월_여_40~49세,"1,471",703,292,88,75,156,54,46,57
2021년02월_여_50~59세,"2,616",905,445,233,187,352,192,134,168
2021년02월_여_60~69세,"3,130",950,515,316,267,436,236,197,213
2021년02월_여_70~79세,"2,146",564,419,235,165,299,163,144,157
2021년02월_여_80~89세,"1,405",338,228,165,115,200,114,122,123
2021년02월_여_90~99세,213,56,33,32,14,37,14,14,13
2021년02월_여_100세 이상,15,1,0,5,3,0,0,1,5
2021년03월_계_총인구수,"28,835","10,518","5,340","2,472","2,071","3,262","1,919","1,529","1,724"
2021년03월_계_연령구간인구수,"28,835","10,518","5,340","2,472","2,071","3,262","1,919","1,529","1,724"
2021년03월_계_0~9세,"1,165",625,255,58,57,72,45,21,32
2021년03월_계_10~19세,"1,933",929,397,102,136,171,72,33,93
2021년03월_계_20~29세,"2,148","1,086",442,118,101,136,86,75,104
2021년03월_계_30~39세,"1,933","1,012",396,89,77,130,74,74,81
2021년03월_계_40~49세,"3,239","1,476",678,190,178,313,144,124,136
2021년03월_계_50~59세,"5,536","1,931",964,515,397,692,403,291,343
2021년03월_계_60~69세,"6,518","1,879","1,052",674,553,852,574,459,475
2021년03월_계_70~79세,"3,883",987,740,418,364,538,313,257,266
2021년03월_계_80~89세,"2,167",517,371,258,185,309,185,174,168
2021년03월_계_90~99세,294,73,44,45,20,48,23,20,21
2021년03월_계_100세 이상,19,3,1,5,3,1,0,1,5
2021년03월_남_총인구수,"14,613","5,267","2,773","1,233","1,109","1,561","1,045",781,844
2021년03월_남_연령구간인구수,"14,613","5,267","2,773","1,233","1,109","1,561","1,045",781,844
2021년03월_남_0~9세,607,320,136,27,37,35,23,11,18
2021년03월_남_10~19세,"1,032",467,224,57,89,95,48,14,38
2021년03월_남_20~29세,"1,264",613,276,57,61,89,65,39,64
2021년03월_남_30~39세,"1,028",523,220,49,42,68,40,43,43
2021년03월_남_40~49세,"1,787",777,392,105,105,161,90,80,77
2021년03월_남_50~59세,"2,963","1,036",525,291,212,342,213,162,182
2021년03월_남_60~69세,"3,348",916,526,353,287,412,337,259,258
2021년03월_남_70~79세,"1,746",422,324,188,198,239,150,115,110
2021년03월_남_80~89세,756,176,139,92,72,110,70,51,46
2021년03월_남_90~99세,75,15,10,12,6,9,9,7,7
2021년03월_남_100세 이상,7,2,1,2,0,1,0,0,1
2021년03월_여_총인구수,"14,222","5,251","2,567","1,239",962,"1,701",874,748,880
2021년03월_여_연령구간인구수,"14,222","5,251","2,567","1,239",962,"1,701",874,748,880
2021년03월_여_0~9세,558,305,119,31,20,37,22,10,14
2021년03월_여_10~19세,901,462,173,45,47,76,24,19,55
2021년03월_여_20~29세,884,473,166,61,40,47,21,36,40
2021년03월_여_30~39세,905,489,176,40,35,62,34,31,38
2021년03월_여_40~49세,"1,452",699,286,85,73,152,54,44,59
2021년03월_여_50~59세,"2,573",895,439,224,185,350,190,129,161
2021년03월_여_60~69세,"3,170",963,526,321,266,440,237,200,217
2021년03월_여_70~79세,"2,137",565,416,230,166,299,163,142,156
2021년03월_여_80~89세,"1,411",341,232,166,113,199,115,123,122
2021년03월_여_90~99세,219,58,34,33,14,39,14,13,14
2021년03월_여_100세 이상,12,1,0,3,3,0,0,1,4
2021년04월_계_총인구수,"28,758","10,482","5,326","2,469","2,070","3,251","1,910","1,519","1,731"
2021년04월_계_연령구간인구수,"28,758","10,482","5,326","2,469","2,070","3,251","1,910","1,519","1,731"
2021년04월_계_0~9세,"1,149",621,248,57,56,71,42,23,31
2021년04월_계_10~19세,"1,922",917,403,100,138,172,69,33,90
2021년04월_계_20~29세,"2,135","1,083",433,122,99,134,86,72,106
2021년04월_계_30~39세,"1,926","1,008",396,87,78,132,73,74,78
2021년04월_계_40~49세,"3,214","1,457",673,197,179,311,139,122,136
2021년04월_계_50~59세,"5,495","1,925",962,503,395,680,400,285,345
2021년04월_계_60~69세,"6,559","1,882","1,053",679,559,861,580,462,483
2021년04월_계_70~79세,"3,871",989,738,418,360,537,310,254,265
2021년04월_계_80~89세,"2,176",522,374,257,183,309,188,173,170
2021년04월_계_90~99세,292,74,45,45,20,43,23,20,22
2021년04월_계_100세 이상,19,4,1,4,3,1,0,1,5
2021년04월_남_총인구수,"14,571","5,242","2,767","1,230","1,111","1,560","1,042",773,846
2021년04월_남_연령구간인구수,"14,571","5,242","2,767","1,230","1,111","1,560","1,042",773,846
2021년04월_남_0~9세,598,316,135,26,36,35,22,11,17
2021년04월_남_10~19세,"1,024",461,226,55,90,94,47,14,37
2021년04월_남_20~29세,"1,256",612,270,59,59,88,66,38,64
2021년04월_남_30~39세,"1,026",522,222,49,43,68,39,43,40
2021년04월_남_40~49세,"1,773",764,389,109,107,160,87,78,79
2021년04월_남_50~59세,"2,932","1,026",527,282,211,336,211,158,181
2021년04월_남_60~69세,"3,376",922,528,354,292,420,337,260,263
2021년04월_남_70~79세,"1,743",423,321,190,196,237,152,114,110
2021년04월_남_80~89세,759,178,137,92,71,112,72,50,47
2021년04월_남_90~99세,77,16,11,12,6,9,9,7,7
2021년04월_남_100세 이상,7,2,1,2,0,1,0,0,1
2021년04월_여_총인구수,"14,187","5,240","2,559","1,239",959,"1,691",868,746,885
2021년04월_여_연령구간인구수,"14,187","5,240","2,559","1,239",959,"1,691",868,746,885
2021년04월_여_0~9세,551,305,113,31,20,36,20,12,14
2021년04월_여_10~19세,898,456,177,45,48,78,22,19,53
2021년04월_여_20~29세,879,471,163,63,40,46,20,34,42
2021년04월_여_30~39세,900,486,174,38,35,64,34,31,38
2021년04월_여_40~49세,"1,441",693,284,88,72,151,52,44,57
2021년04월_여_50~59세,"2,563",899,435,221,184,344,189,127,164
2021년04월_여_60~69세,"3,183",960,525,325,267,441,243,202,220
2021년04월_여_70~79세,"2,128",566,417,228,164,300,158,140,155
2021년04월_여_80~89세,"1,417",344,237,165,112,197,116,123,123
2021년04월_여_90~99세,215,58,34,33,14,34,14,13,15
2021년04월_여_100세 이상,12,2,0,2,3,0,0,1,4
2021년05월_계_총인구수,"28,766","10,487","5,324","2,475","2,067","3,249","1,916","1,518","1,730"
2021년05월_계_연령구간인구수,"28,766","10,487","5,324","2,475","2,067","3,249","1,916","1,518","1,730"
2021년05월_계_0~9세,"1,149",625,247,59,53,71,42,21,31
2021년05월_계_10~19세,"1,917",919,403,101,135,171,67,32,89
2021년05월_계_20~29세,"2,131","1,084",434,120,98,133,84,71,107
2021년05월_계_30~39세,"1,925","1,001",397,90,77,135,74,72,79
2021년05월_계_40~49세,"3,191","1,458",669,196,174,306,139,119,130
2021년05월_계_50~59세,"5,449","1,914",958,498,396,665,394,281,343
2021년05월_계_60~69세,"6,637","1,892","1,064",684,569,875,591,474,488
2021년05월_계_70~79세,"3,868",991,735,420,357,537,311,255,262
2021년05월_계_80~89세,"2,185",525,372,257,183,313,191,171,173
2021년05월_계_90~99세,294,73,44,46,22,42,23,21,23
2021년05월_계_100세 이상,20,5,1,4,3,1,0,1,5
2021년05월_남_총인구수,"14,562","5,246","2,766","1,232","1,104","1,554","1,044",772,844
2021년05월_남_연령구간인구수,"14,562","5,246","2,766","1,232","1,104","1,554","1,044",772,844
2021년05월_남_0~9세,599,324,133,26,33,35,22,9,17
2021년05월_남_10~19세,"1,020",460,226,56,88,93,46,14,37
2021년05월_남_20~29세,"1,247",611,270,57,57,86,63,38,65
2021년05월_남_30~39세,"1,027",517,227,51,42,69,39,43,39
2021년05월_남_40~49세,"1,761",764,385,110,107,156,88,75,76
2021년05월_남_50~59세,"2,914","1,025",526,280,208,329,210,157,179
2021년05월_남_60~69세,"3,405",925,533,354,297,428,341,263,264
2021년05월_남_70~79세,"1,739",424,317,191,194,236,152,115,110
2021년05월_남_80~89세,768,178,138,93,72,113,74,51,49
2021년05월_남_90~99세,75,16,10,12,6,8,9,7,7
2021년05월_남_100세 이상,7,2,1,2,0,1,0,0,1
2021년05월_여_총인구수,"14,204","5,241","2,558","1,243",963,"1,695",872,746,886
2021년05월_여_연령구간인구수,"14,204","5,241","2,558","1,243",963,"1,695",872,746,886
2021년05월_여_0~9세,550,301,114,33,20,36,20,12,14
2021년05월_여_10~19세,897,459,177,45,47,78,21,18,52
2021년05월_여_20~29세,884,473,164,63,41,47,21,33,42
2021년05월_여_30~39세,898,484,170,39,35,66,35,29,40
2021년05월_여_40~49세,"1,430",694,284,86,67,150,51,44,54
2021년05월_여_50~59세,"2,535",889,432,218,188,336,184,124,164
2021년05월_여_60~69세,"3,232",967,531,330,272,447,250,211,224
2021년05월_여_70~79세,"2,129",567,418,229,163,301,159,140,152
2021년05월_여_80~89세,"1,417",347,234,164,111,200,117,120,124
2021년05월_여_90~99세,219,57,34,34,16,34,14,14,16
2021년05월_여_100세 이상,13,3,0,2,3,0,0,1,4
2021년06월_계_총인구수,"28,652","10,435","5,332","2,476","2,062","3,241","1,899","1,502","1,705"
2021년06월_계_연령구간인구수,"28,652","10,435","5,332","2,476","2,062","3,241","1,899","1,502","1,705"
2021년06월_계_0~9세,"1,149",626,252,57,51,71,40,21,31
2021년06월_계_10~19세,"1,911",909,404,103,137,172,67,32,87
2021년06월_계_20~29세,"2,119","1,081",432,121,99,131,83,68,104
2021년06월_계_30~39세,"1,906",989,400,88,78,134,69,71,77
2021년06월_계_40~49세,"3,157","1,443",666,194,174,302,140,114,124
2021년06월_계_50~59세,"5,429","1,910",962,497,390,663,393,281,333
2021년06월_계_60~69세,"6,662","1,897","1,067",694,577,882,586,468,491
2021년06월_계_70~79세,"3,841",986,731,418,346,538,309,255,258
2021년06월_계_80~89세,"2,174",521,375,254,185,306,191,170,172
2021년06월_계_90~99세,288,70,42,46,23,42,21,21,23
2021년06월_계_100세 이상,16,3,1,4,2,0,0,1,5
2021년06월_남_총인구수,"14,495","5,215","2,767","1,231","1,101","1,547","1,042",763,829
2021년06월_남_연령구간인구수,"14,495","5,215","2,767","1,231","1,101","1,547","1,042",763,829
2021년06월_남_0~9세,599,323,136,25,32,35,22,9,17
2021년06월_남_10~19세,"1,021",459,226,56,89,94,46,14,37
2021년06월_남_20~29세,"1,224",601,266,58,55,85,62,35,62
2021년06월_남_30~39세,"1,022",516,228,49,44,68,37,43,37
2021년06월_남_40~49세,"1,733",753,379,109,104,153,89,73,73
2021년06월_남_50~59세,"2,908","1,021",532,278,206,327,213,157,174
2021년06월_남_60~69세,"3,425",929,534,361,304,433,339,259,266
2021년06월_남_70~79세,"1,721",421,317,191,185,235,150,116,106
2021년06월_남_80~89세,764,177,138,90,75,109,75,51,49
2021년06월_남_90~99세,74,15,10,12,7,8,9,6,7
2021년06월_남_100세 이상,4,0,1,2,0,0,0,0,1
2021년06월_여_총인구수,"14,157","5,220","2,565","1,245",961,"1,694",857,739,876
2021년06월_여_연령구간인구수,"14,157","5,220","2,565","1,245",961,"1,694",857,739,876
2021년06월_여_0~9세,550,303,116,32,19,36,18,12,14
2021년06월_여_10~19세,890,450,178,47,48,78,21,18,50
2021년06월_여_20~29세,895,480,166,63,44,46,21,33,42
2021년06월_여_30~39세,884,473,172,39,34,66,32,28,40
2021년06월_여_40~49세,"1,424",690,287,85,70,149,51,41,51
2021년06월_여_50~59세,"2,521",889,430,219,184,336,180,124,159
2021년06월_여_60~69세,"3,237",968,533,333,273,449,247,209,225
2021년06월_여_70~79세,"2,120",565,414,227,161,303,159,139,152
2021년06월_여_80~89세,"1,410",344,237,164,110,197,116,119,123
2021년06월_여_90~99세,214,55,32,34,16,34,12,15,16
2021년06월_여_100세 이상,12,3,0,2,2,0,0,1,4
2021년07월_계_총인구수,"28,578","10,400","5,318","2,468","2,065","3,236","1,886","1,507","1,698"
2021년07월_계_연령구간인구수,"28,578","10,400","5,318","2,468","2,065","3,236","1,886","1,507","1,698"
2021년07월_계_0~9세,"1,137",615,251,58,51,70,42,21,29
2021년07월_계_10~19세,"1,910",911,403,103,136,172,64,32,89
2021년07월_계_20~29세,"2,104","1,071",431,121,103,130,83,65,100
2021년07월_계_30~39세,"1,880",976,394,88,74,129,68,72,79
2021년07월_계_40~49세,"3,137","1,432",665,189,176,304,134,114,123
2021년07월_계_50~59세,"5,413","1,917",961,490,389,663,383,280,330
2021년07월_계_60~69세,"6,689","1,897","1,071",699,579,885,592,474,492
2021년07월_계_70~79세,"3,826",989,725,415,342,533,307,256,259
2021년07월_계_80~89세,"2,182",517,373,260,190,307,192,171,172
2021년07월_계_90~99세,286,71,43,42,23,43,21,21,22
2021년07월_계_100세 이상,14,4,1,3,2,0,0,1,3
2021년07월_남_총인구수,"14,475","5,205","2,760","1,232","1,101","1,545","1,034",769,829
2021년07월_남_연령구간인구수,"14,475","5,205","2,760","1,232","1,101","1,545","1,034",769,829
2021년07월_남_0~9세,598,320,136,26,32,34,25,9,16
2021년07월_남_10~19세,"1,019",464,224,54,88,94,43,14,38
2021년07월_남_20~29세,"1,219",594,268,60,58,86,60,32,61
2021년07월_남_30~39세,"1,011",515,222,48,42,65,37,44,38
2021년07월_남_40~49세,"1,726",745,381,108,106,155,85,74,72
2021년07월_남_50~59세,"2,894","1,023",528,275,204,327,208,156,173
2021년07월_남_60~69세,"3,453",931,538,371,305,432,342,266,268
2021년07월_남_70~79세,"1,709",422,315,185,183,233,149,115,107
2021년07월_남_80~89세,769,175,137,94,76,110,76,53,48
2021년07월_남_90~99세,74,16,10,10,7,9,9,6,7
2021년07월_남_100세 이상,3,0,1,1,0,0,0,0,1
2021년07월_여_총인구수,"14,103","5,195","2,558","1,236",964,"1,691",852,738,869
2021년07월_여_연령구간인구수,"14,103","5,195","2,558","1,236",964,"1,691",852,738,869
2021년07월_여_0~9세,539,295,115,32,19,36,17,12,13
2021년07월_여_10~19세,891,447,179,49,48,78,21,18,51
2021년07월_여_20~29세,885,477,163,61,45,44,23,33,39
2021년07월_여_30~39세,869,461,172,40,32,64,31,28,41
2021년07월_여_40~49세,"1,411",687,284,81,70,149,49,40,51
2021년07월_여_50~59세,"2,519",894,433,215,185,336,175,124,157
2021년07월_여_60~69세,"3,236",966,533,328,274,453,250,208,224
2021년07월_여_70~79세,"2,117",567,410,230,159,300,158,141,152
2021년07월_여_80~89세,"1,413",342,236,166,114,197,116,118,124
2021년07월_여_90~99세,212,55,33,32,16,34,12,15,15
2021년07월_여_100세 이상,11,4,0,2,2,0,0,1,2
2021년08월_계_총인구수,"28,513","10,389","5,301","2,462","2,066","3,217","1,878","1,514","1,686"
2021년08월_계_연령구간인구수,"28,513","10,389","5,301","2,462","2,066","3,217","1,878","1,514","1,686"
2021년08월_계_0~9세,"1,125",612,246,58,51,66,41,20,31
2021년08월_계_10~19세,"1,899",912,398,100,133,173,64,30,89
2021년08월_계_20~29세,"2,086","1,063",430,123,104,129,83,62,92
2021년08월_계_30~39세,"1,864",970,388,89,71,127,65,76,78
2021년08월_계_40~49세,"3,122","1,428",660,191,174,298,132,115,124
2021년08월_계_50~59세,"5,410","1,915",964,487,391,659,382,284,328
2021년08월_계_60~69세,"6,690","1,904","1,068",697,585,880,592,474,490
2021년08월_계_70~79세,"3,819",982,726,412,339,536,308,257,259
2021년08월_계_80~89세,"2,197",528,376,260,194,304,189,174,172
2021년08월_계_90~99세,287,71,44,42,22,45,22,21,20
2021년08월_계_100세 이상,14,4,1,3,2,0,0,1,3
2021년08월_남_총인구수,"14,447","5,196","2,757","1,227","1,099","1,539","1,029",777,823
2021년08월_남_연령구간인구수,"14,447","5,196","2,757","1,227","1,099","1,539","1,029",777,823
2021년08월_남_0~9세,592,315,136,26,31,33,24,9,18
2021년08월_남_10~19세,"1,017",468,222,54,85,96,42,12,38
2021년08월_남_20~29세,"1,213",590,269,61,58,86,60,32,57
2021년08월_남_30~39세,"1,003",511,219,48,40,64,35,49,37
2021년08월_남_40~49세,"1,720",745,380,107,105,152,82,76,73
2021년08월_남_50~59세,"2,891","1,023",527,274,205,327,207,157,171
2021년08월_남_60~69세,"3,454",932,538,368,309,428,344,267,268
2021년08월_남_70~79세,"1,700",417,315,183,180,233,150,115,107
2021년08월_남_80~89세,781,180,139,95,79,111,76,54,47
2021년08월_남_90~99세,73,15,11,10,7,9,9,6,6
2021년08월_남_100세 이상,3,0,1,1,0,0,0,0,1
2021년08월_여_총인구수,"14,066","5,193","2,544","1,235",967,"1,678",849,737,863
2021년08월_여_연령구간인구수,"14,066","5,193","2,544","1,235",967,"1,678",849,737,863
2021년08월_여_0~9세,533,297,110,32,20,33,17,11,13
2021년08월_여_10~19세,882,444,176,46,48,77,22,18,51
2021년08월_여_20~29세,873,473,161,62,46,43,23,30,35
