카테고리,세종특별자치시,세종특별자치시 세종특별자치시
2021년04월_여_50~59세,"22,067","22,067"
2021년04월_여_60~69세,"15,932","15,932"
2021년04월_여_70~79세,"7,741","7,741"
2021년04월_여_80~89세,"4,815","4,815"
2021년04월_여_90~99세,986,986
2021년04월_여_100세 이상,29,29
2021년05월_계_총인구수,"362,036","362,036"
2021년05월_계_연령구간인구수,"362,036","362,036"
2021년05월_계_0~9세,"47,074","47,074"
2021년05월_계_10~19세,"43,846","43,846"
2021년05월_계_20~29세,"38,094","38,094"
2021년05월_계_30~39세,"61,318","61,318"
2021년05월_계_40~49세,"70,319","70,319"
2021년05월_계_50~59세,"46,469","46,469"
2021년05월_계_60~69세,"31,833","31,833"
2021년05월_계_70~79세,"14,457","14,457"
2021년05월_계_80~89세,"7,321","7,321"
2021년05월_계_90~99세,"1,268","1,268"
2021년05월_계_100세 이상,37,37
2021년05월_남_총인구수,"180,778","180,778"
2021년05월_남_연령구간인구수,"180,778","180,778"
2021년05월_남_0~9세,"24,055","24,055"
2021년05월_남_10~19세,"22,029","22,029"
2021년05월_남_20~29세,"19,507","19,507"
2021년05월_남_30~39세,"29,930","29,930"
2021년05월_남_40~49세,"35,768","35,768"
2021년05월_남_50~59세,"24,260","24,260"
2021년05월_남_60~69세,"15,768","15,768"
2021년05월_남_70~79세,"6,693","6,693"
2021년05월_남_80~89세,"2,498","2,498"
2021년05월_남_90~99세,262,262
2021년05월_남_100세 이상,8,8
2021년05월_여_총인구수,"181,258","181,258"
2021년05월_여_연령구간인구수,"181,258","181,258"
2021년05월_여_0~9세,"23,019","23,019"
2021년05월_여_10~19세,"21,817","21,817"
2021년05월_여_20~29세,"18,587","18,587"
2021년05월_여_30~39세,"31,388","31,388"
2021년05월_여_40~49세,"34,551","34,551"
2021년05월_여_50~59세,"22,209","22,209"
2021년05월_여_60~69세,"16,065","16,065"
2021년05월_여_70~79세,"7,764","7,764"
2021년05월_여_80~89세,"4,823","4,823"
2021년05월_여_90~99세,"1,006","1,006"
2021년05월_여_100세 이상,29,29
2021년06월_계_총인구수,"362,995","362,995"
2021년06월_계_연령구간인구수,"362,995","362,995"
2021년06월_계_0~9세,"46,977","46,977"
2021년06월_계_10~19세,"44,072","44,072"
2021년06월_계_20~29세,"38,205","38,205"
2021년06월_계_30~39세,"61,194","61,194"
2021년06월_계_40~49세,"70,646","70,646"
2021년06월_계_50~59세,"46,583","46,583"
2021년06월_계_60~69세,"32,165","32,165"
2021년06월_계_70~79세,"14,506","14,506"
2021년06월_계_80~89세,"7,331","7,331"
2021년06월_계_90~99세,"1,278","1,278"
2021년06월_계_100세 이상,38,38
2021년06월_남_총인구수,"181,328","181,328"
2021년06월_남_연령구간인구수,"181,328","181,328"
2021년06월_남_0~9세,"24,022","24,022"
2021년06월_남_10~19세,"22,149","22,149"
2021년06월_남_20~29세,"19,567","19,567"
2021년06월_남_30~39세,"29,883","29,883"
2021년06월_남_40~49세,"35,923","35,923"
2021년06월_남_50~59세,"24,343","24,343"
2021년06월_남_60~69세,"15,943","15,943"
2021년06월_남_70~79세,"6,724","6,724"
2021년06월_남_80~89세,"2,502","2,502"
2021년06월_남_90~99세,263,263
2021년06월_남_100세 이상,9,9
2021년06월_여_총인구수,"181,667","181,667"
2021년06월_여_연령구간인구수,"181,667","181,667"
2021년06월_여_0~9세,"22,955","22,955"
2021년06월_여_10~19세,"21,923","21,923"
2021년06월_여_20~29세,"18,638","18,638"
2021년06월_여_30~39세,"31,311","31,311"
2021년06월_여_40~49세,"34,723","34,723"
2021년06월_여_50~59세,"22,240","22,240"
2021년06월_여_60~69세,"16,222","16,222"
2021년06월_여_70~79세,"7,782","7,782"
2021년06월_여_80~89세,"4,829","4,829"
2021년06월_여_90~99세,"1,015","1,015"
2021년06월_여_100세 이상,29,29
2021년07월_계_총인구수,"364,364","364,364"
2021년07월_계_연령구간인구수,"364,364","364,364"
2021년07월_계_0~9세,"46,995","46,995"
2021년07월_계_10~19세,"44,340","44,340"
2021년07월_계_20~29세,"38,265","38,265"
2021년07월_계_30~39세,"61,176","61,176"
2021년07월_계_40~49세,"71,019","71,019"
2021년07월_계_50~59세,"46,878","46,878"
2021년07월_계_60~69세,"32,468","32,468"
2021년07월_계_70~79세,"14,554","14,554"
2021년07월_계_80~89세,"7,365","7,365"
2021년07월_계_90~99세,"1,268","1,268"
2021년07월_계_100세 이상,36,36
2021년07월_남_총인구수,"181,996","181,996"
2021년07월_남_연령구간인구수,"181,996","181,996"
2021년07월_남_0~9세,"24,014","24,014"
2021년07월_남_10~19세,"22,305","22,305"
2021년07월_남_20~29세,"19,589","19,589"
2021년07월_남_30~39세,"29,851","29,851"
2021년07월_남_40~49세,"36,069","36,069"
2021년07월_남_50~59세,"24,520","24,520"
2021년07월_남_60~69세,"16,110","16,110"
2021년07월_남_70~79세,"6,754","6,754"
2021년07월_남_80~89세,"2,513","2,513"
2021년07월_남_90~99세,263,263
2021년07월_남_100세 이상,8,8
2021년07월_여_총인구수,"182,368","182,368"
2021년07월_여_연령구간인구수,"182,368","182,368"
2021년07월_여_0~9세,"22,981","22,981"
2021년07월_여_10~19세,"22,035","22,035"
2021년07월_여_20~29세,"18,676","18,676"
2021년07월_여_30~39세,"31,325","31,325"
2021년07월_여_40~49세,"34,950","34,950"
2021년07월_여_50~59세,"22,358","22,358"
2021년07월_여_60~69세,"16,358","16,358"
2021년07월_여_70~79세,"7,800","7,800"
2021년07월_여_80~89세,"4,852","4,852"
2021년07월_여_90~99세,"1,005","1,005"
2021년07월_여_100세 이상,28,28
2021년08월_계_총인구수,"365,309","365,309"
2021년08월_계_연령구간인구수,"365,309","365,309"
2021년08월_계_0~9세,"46,951","46,951"
2021년08월_계_10~19세,"44,563","44,563"
2021년08월_계_20~29세,"38,185","38,185"
2021년08월_계_30~39세,"61,164","61,164"
2021년08월_계_40~49세,"71,243","71,243"
2021년08월_계_50~59세,"47,168","47,168"
2021년08월_계_60~69세,"32,723","32,723"
2021년08월_계_70~79세,"14,593","14,593"
2021년08월_계_80~89세,"7,423","7,423"
2021년08월_계_90~99세,"1,259","1,259"
2021년08월_계_100세 이상,37,37
2021년08월_남_총인구수,"182,430","182,430"
2021년08월_남_연령구간인구수,"182,430","182,430"
2021년08월_남_0~9세,"23,976","23,976"
2021년08월_남_10~19세,"22,424","22,424"
2021년08월_남_20~29세,"19,546","19,546"
2021년08월_남_30~39세,"29,844","29,844"
2021년08월_남_40~49세,"36,179","36,179"
2021년08월_남_50~59세,"24,647","24,647"
2021년08월_남_60~69세,"16,242","16,242"
2021년08월_남_70~79세,"6,769","6,769"
2021년08월_남_80~89세,"2,538","2,538"
2021년08월_남_90~99세,257,257
2021년08월_남_100세 이상,8,8
2021년08월_여_총인구수,"182,879","182,879"
2021년08월_여_연령구간인구수,"182,879","182,879"
2021년08월_여_0~9세,"22,975","22,975"
2021년08월_여_10~19세,"22,139","22,139"
2021년08월_여_20~29세,"18,639","18,639"
2021년08월_여_30~39세,"31,320","31,320"
2021년08월_여_40~49세,"35,064","35,064"
2021년08월_여_50~59세,"22,521","22,521"
2021년08월_여_60~69세,"16,481","16,481"
2021년08월_여_70~79세,"7,824","7,824"
2021년08월_여_80~89세,"4,885","4,885"
2021년08월_여_90~99세,"1,002","1,002"
2021년08월_여_100세 이상,29,29
2021년09월_계_총인구수,"366,560","366,560"
2021년09월_계_연령구간인구수,"366,560","366,560"
2021년09월_계_0~9세,"46,960","46,960"
2021년09월_계_10~19세,"44,826","44,826"
2021년09월_계_20~29세,"38,131","38,131"
2021년09월_계_30~39세,"61,187","61,187"
2021년09월_계_40~49세,"71,533","71,533"
2021년09월_계_50~59세,"47,566","47,566"
2021년09월_계_60~69세,"32,942","32,942"
2021년09월_계_70~79세,"14,652","14,652"
2021년09월_계_80~89세,"7,442","7,442"
2021년09월_계_90~99세,"1,283","1,283"
2021년09월_계_100세 이상,38,38
2021년09월_남_총인구수,"183,044","183,044"
2021년09월_남_연령구간인구수,"183,044","183,044"
2021년09월_남_0~9세,"23,953","23,953"
2021년09월_남_10~19세,"22,595","22,595"
2021년09월_남_20~29세,"19,501","19,501"
2021년09월_남_30~39세,"29,846","29,846"
2021년09월_남_40~49세,"36,286","36,286"
2021년09월_남_50~59세,"24,873","24,873"
2021년09월_남_60~69세,"16,368","16,368"
2021년09월_남_70~79세,"6,807","6,807"
2021년09월_남_80~89세,"2,544","2,544"
2021년09월_남_90~99세,262,262
2021년09월_남_100세 이상,9,9
2021년09월_여_총인구수,"183,516","183,516"
2021년09월_여_연령구간인구수,"183,516","183,516"
2021년09월_여_0~9세,"23,007","23,007"
2021년09월_여_10~19세,"22,231","22,231"
2021년09월_여_20~29세,"18,630","18,630"
2021년09월_여_30~39세,"31,341","31,341"
2021년09월_여_40~49세,"35,247","35,247"
2021년09월_여_50~59세,"22,693","22,693"
2021년09월_여_60~69세,"16,574","16,574"
2021년09월_여_70~79세,"7,845","7,845"
2021년09월_여_80~89세,"4,898","4,898"
2021년09월_여_90~99세,"1,021","1,021"
2021년09월_여_100세 이상,29,29
2021년10월_계_총인구수,"368,276","368,276"
2021년10월_계_연령구간인구수,"368,276","368,276"
2021년10월_계_0~9세,"46,988","46,988"
2021년10월_계_10~19세,"45,193","45,193"
2021년10월_계_20~29세,"38,180","38,180"
2021년10월_계_30~39세,"61,258","61,258"
2021년10월_계_40~49세,"71,910","71,910"
2021년10월_계_50~59세,"48,087","48,087"
2021년10월_계_60~69세,"33,152","33,152"
2021년10월_계_70~79세,"14,694","14,694"
2021년10월_계_80~89세,"7,488","7,488"
2021년10월_계_90~99세,"1,287","1,287"
2021년10월_계_100세 이상,39,39
2021년10월_남_총인구수,"183,879","183,879"
2021년10월_남_연령구간인구수,"183,879","183,879"
2021년10월_남_0~9세,"23,955","23,955"
2021년10월_남_10~19세,"22,766","22,766"
2021년10월_남_20~29세,"19,567","19,567"
2021년10월_남_30~39세,"29,844","29,844"
2021년10월_남_40~49세,"36,446","36,446"
2021년10월_남_50~59세,"25,178","25,178"
2021년10월_남_60~69세,"16,447","16,447"
2021년10월_남_70~79세,"6,845","6,845"
2021년10월_남_80~89세,"2,556","2,556"
2021년10월_남_90~99세,266,266
2021년10월_남_100세 이상,9,9
2021년10월_여_총인구수,"184,397","184,397"
2021년10월_여_연령구간인구수,"184,397","184,397"
2021년10월_여_0~9세,"23,033","23,033"
2021년10월_여_10~19세,"22,427","22,427"
2021년10월_여_20~29세,"18,613","18,613"
2021년10월_여_30~39세,"31,414","31,414"
2021년10월_여_40~49세,"35,464","35,464"
2021년10월_여_50~59세,"22,909","22,909"
2021년10월_여_60~69세,"16,705","16,705"
2021년10월_여_70~79세,"7,849","7,849"
2021년10월_여_80~89세,"4,932","4,932"
2021년10월_여_90~99세,"1,021","1,021"
2021년10월_여_100세 이상,30,30
2021년11월_계_총인구수,"369,465","369,465"
2021년11월_계_연령구간인구수,"369,465","369,465"
2021년11월_계_0~9세,"46,913","46,913"
2021년11월_계_10~19세,"45,439","45,439"
2021년11월_계_20~29세,"38,251","38,251"
2021년11월_계_30~39세,"61,298","61,298"
2021년11월_계_40~49세,"72,186","72,186"
2021년11월_계_50~59세,"48,474","48,474"
2021년11월_계_60~69세,"33,344","33,344"
2021년11월_계_70~79세,"14,704","14,704"
2021년11월_계_80~89세,"7,533","7,533"
2021년11월_계_90~99세,"1,285","1,285"
2021년11월_계_100세 이상,38,38
2021년11월_남_총인구수,"184,441","184,441"
2021년11월_남_연령구간인구수,"184,441","184,441"
2021년11월_남_0~9세,"23,896","23,896"
2021년11월_남_10~19세,"22,924","22,924"
2021년11월_남_20~29세,"19,613","19,613"
2021년11월_남_30~39세,"29,878","29,878"
2021년11월_남_40~49세,"36,531","36,531"
2021년11월_남_50~59세,"25,363","25,363"
2021년11월_남_60~69세,"16,533","16,533"
2021년11월_남_70~79세,"6,852","6,852"
2021년11월_남_80~89세,"2,581","2,581"
2021년11월_남_90~99세,262,262
2021년11월_남_100세 이상,8,8
2021년11월_여_총인구수,"185,024","185,024"
2021년11월_여_연령구간인구수,"185,024","185,024"
2021년11월_여_0~9세,"23,017","23,017"
2021년11월_여_10~19세,"22,515","22,515"
2021년11월_여_20~29세,"18,638","18,638"
2021년11월_여_30~39세,"31,420","31,420"
2021년11월_여_40~49세,"35,655","35,655"
2021년11월_여_50~59세,"23,111","23,111"
2021년11월_여_60~69세,"16,811","16,811"
2021년11월_여_70~79세,"7,852","7,852"
2021년11월_여_80~89세,"4,952","4,952"
2021년11월_여_90~99세,"1,023","1,023"
2021년11월_여_100세 이상,30,30
2021년12월_계_총인구수,"371,895","371,895"
2021년12월_계_연령구간인구수,"371,895","371,895"
2021년12월_계_0~9세,"47,063","47,063"
2021년12월_계_10~19세,"45,794","45,794"
2021년12월_계_20~29세,"38,510","38,510"
2021년12월_계_30~39세,"61,719","61,719"
2021년12월_계_40~49세,"72,764","72,764"
2021년12월_계_50~59세,"48,876","48,876"
2021년12월_계_60~69세,"33,522","33,522"
2021년12월_계_70~79세,"14,775","14,775"
2021년12월_계_80~89세,"7,557","7,557"
2021년12월_계_90~99세,"1,288","1,288"
2021년12월_계_100세 이상,27,27
2021년12월_남_총인구수,"185,678","185,678"
2021년12월_남_연령구간인구수,"185,678","185,678"
2021년12월_남_0~9세,"23,984","23,984"
2021년12월_남_10~19세,"23,081","23,081"
2021년12월_남_20~29세,"19,728","19,728"
2021년12월_남_30~39세,"30,131","30,131"
2021년12월_남_40~49세,"36,831","36,831"
2021년12월_남_50~59세,"25,581","25,581"
2021년12월_남_60~69세,"16,596","16,596"
2021년12월_남_70~79세,"6,870","6,870"
2021년12월_남_80~89세,"2,606","2,606"
2021년12월_남_90~99세,263,263
2021년12월_남_100세 이상,7,7
2021년12월_여_총인구수,"186,217","186,217"
2021년12월_여_연령구간인구수,"186,217","186,217"
2021년12월_여_0~9세,"23,079","23,079"
2021년12월_여_10~19세,"22,713","22,713"
2021년12월_여_20~29세,"18,782","18,782"
2021년12월_여_30~39세,"31,588","31,588"
2021년12월_여_40~49세,"35,933","35,933"
2021년12월_여_50~59세,"23,295","23,295"
2021년12월_여_60~69세,"16,926","16,926"
2021년12월_여_70~79세,"7,905","7,905"
2021년12월_여_80~89세,"4,951","4,951"
2021년12월_여_90~99세,"1,025","1,025"
2021년12월_여_100세 이상,20,20
