카테고리,경상북도 영덕군,경상북도 영덕군 영덕읍,경상북도 영덕군 강구면,경상북도 영덕군 남정면,경상북도 영덕군 달산면,경상북도 영덕군 지품면,경상북도 영덕군 지품면원전출장소,경상북도 영덕군 축산면,경상북도 영덕군 축산면축산출장소,경상북도 영덕군 영해면,경상북도 영덕군 병곡면,경상북도 영덕군 창수면
2020년11월_계_60~69세,"7,377","1,816","1,378",556,273,366,141,191,419,"1,202",619,416
2020년11월_계_70~79세,"5,950","1,235","1,075",484,244,307,141,203,366,931,565,399
2020년11월_계_80~89세,"3,744",708,536,339,180,198,78,149,187,632,449,288
2020년11월_계_90~99세,518,117,66,51,27,27,9,15,18,98,55,35
2020년11월_계_100세 이상,29,10,2,1,2,1,0,2,0,2,2,7
2020년11월_남_총인구수,"17,226","5,288","2,944","1,147",500,738,250,441,817,"2,964","1,305",832
2020년11월_남_연령구간인구수,"17,226","5,288","2,944","1,147",500,738,250,441,817,"2,964","1,305",832
2020년11월_남_0~9세,833,391,120,26,10,21,3,20,25,165,41,11
2020년11월_남_10~19세,"1,091",467,167,39,22,22,8,18,43,227,55,23
2020년11월_남_20~29세,"1,414",549,253,78,24,47,12,26,48,278,68,31
2020년11월_남_30~39세,"1,237",503,208,60,27,29,8,17,43,232,72,38
2020년11월_남_40~49세,"2,179",806,396,121,31,75,24,53,96,363,140,74
2020년11월_남_50~59세,"3,285",994,584,234,101,154,45,84,155,554,247,133
2020년11월_남_60~69세,"3,527",844,641,283,142,187,65,88,195,560,303,219
2020년11월_남_70~79세,"2,389",490,410,190,90,129,56,89,149,377,227,182
2020년11월_남_80~89세,"1,173",219,157,106,49,65,28,42,56,198,142,111
2020년11월_남_90~99세,91,22,7,10,4,9,1,3,7,10,10,8
2020년11월_남_100세 이상,7,3,1,0,0,0,0,1,0,0,0,2
2020년11월_여_총인구수,"19,173","5,782","3,312","1,224",628,749,283,494,923,"3,445","1,476",857
2020년11월_여_연령구간인구수,"19,173","5,782","3,312","1,224",628,749,283,494,923,"3,445","1,476",857
2020년11월_여_0~9세,846,420,108,22,8,14,5,13,15,194,33,14
2020년11월_여_10~19세,"1,036",476,131,26,19,16,9,14,33,221,67,24
2020년11월_여_20~29세,"1,032",399,193,51,25,28,6,22,40,200,46,22
2020년11월_여_30~39세,"1,187",539,179,51,19,26,4,18,35,240,54,22
2020년11월_여_40~49세,"1,732",778,294,61,37,37,7,32,70,318,64,34
2020년11월_여_50~59세,"2,909",862,566,171,79,119,33,58,147,552,204,118
2020년11월_여_60~69세,"3,850",972,737,273,131,179,76,103,224,642,316,197
2020년11월_여_70~79세,"3,561",745,665,294,154,178,85,114,217,554,338,217
2020년11월_여_80~89세,"2,571",489,379,233,131,133,50,107,131,434,307,177
2020년11월_여_90~99세,427,95,59,41,23,18,8,12,11,88,45,27
2020년11월_여_100세 이상,22,7,1,1,2,1,0,1,0,2,2,5
2020년12월_계_총인구수,"36,313","11,040","6,248","2,371","1,124","1,489",529,921,"1,736","6,381","2,786","1,688"
2020년12월_계_연령구간인구수,"36,313","11,040","6,248","2,371","1,124","1,489",529,921,"1,736","6,381","2,786","1,688"
2020년12월_계_0~9세,"1,675",809,230,55,16,35,8,30,40,351,75,26
2020년12월_계_10~19세,"2,117",937,302,63,40,38,16,32,75,443,124,47
2020년12월_계_20~29세,"2,425",946,438,131,45,74,18,45,88,474,112,54
2020년12월_계_30~39세,"2,406","1,026",390,110,46,56,12,33,76,473,124,60
2020년12월_계_40~49세,"3,873","1,573",679,180,64,111,29,83,166,674,208,106
2020년12월_계_50~59세,"6,165","1,853","1,140",404,185,272,80,142,301,"1,095",446,247
2020년12월_계_60~69세,"7,410","1,827","1,384",557,274,371,140,188,419,"1,207",625,418
2020년12월_계_70~79세,"5,909","1,224","1,075",481,242,306,139,200,363,929,555,395
2020년12월_계_80~89세,"3,780",717,541,337,182,197,78,152,191,633,459,293
2020년12월_계_90~99세,523,118,67,52,28,28,9,14,17,99,56,35
2020년12월_계_100세 이상,30,10,2,1,2,1,0,2,0,3,2,7
2020년12월_남_총인구수,"17,197","5,279","2,942","1,146",503,738,247,437,818,"2,949","1,306",832
2020년12월_남_연령구간인구수,"17,197","5,279","2,942","1,146",503,738,247,437,818,"2,949","1,306",832
2020년12월_남_0~9세,831,391,123,30,10,20,3,17,24,160,41,12
2020년12월_남_10~19세,"1,089",465,169,38,22,22,8,17,42,226,57,23
2020년12월_남_20~29세,"1,407",548,253,79,23,47,11,26,49,273,65,33
2020년12월_남_30~39세,"1,238",499,213,58,28,30,8,16,45,234,70,37
2020년12월_남_40~49세,"2,151",795,387,119,27,74,23,52,96,363,142,73
2020년12월_남_50~59세,"3,274",996,579,234,106,151,46,85,154,549,242,132
2020년12월_남_60~69세,"3,537",850,642,282,143,191,62,87,195,558,309,218
2020년12월_남_70~79세,"2,380",485,407,189,89,130,57,90,149,378,225,181
2020년12월_남_80~89세,"1,188",224,160,107,51,64,28,43,57,197,144,113
2020년12월_남_90~99세,95,23,8,10,4,9,1,3,7,11,11,8
2020년12월_남_100세 이상,7,3,1,0,0,0,0,1,0,0,0,2
2020년12월_여_총인구수,"19,116","5,761","3,306","1,225",621,751,282,484,918,"3,432","1,480",856
2020년12월_여_연령구간인구수,"19,116","5,761","3,306","1,225",621,751,282,484,918,"3,432","1,480",856
2020년12월_여_0~9세,844,418,107,25,6,15,5,13,16,191,34,14
2020년12월_여_10~19세,"1,028",472,133,25,18,16,8,15,33,217,67,24
2020년12월_여_20~29세,"1,018",398,185,52,22,27,7,19,39,201,47,21
2020년12월_여_30~39세,"1,168",527,177,52,18,26,4,17,31,239,54,23
2020년12월_여_40~49세,"1,722",778,292,61,37,37,6,31,70,311,66,33
2020년12월_여_50~59세,"2,891",857,561,170,79,121,34,57,147,546,204,115
2020년12월_여_60~69세,"3,873",977,742,275,131,180,78,101,224,649,316,200
2020년12월_여_70~79세,"3,529",739,668,292,153,176,82,110,214,551,330,214
2020년12월_여_80~89세,"2,592",493,381,230,131,133,50,109,134,436,315,180
2020년12월_여_90~99세,428,95,59,42,24,19,8,11,10,88,45,27
2020년12월_여_100세 이상,23,7,1,1,2,1,0,1,0,3,2,5
2021년01월_계_총인구수,"36,245","11,011","6,233","2,367","1,131","1,489",535,925,"1,725","6,374","2,774","1,681"
2021년01월_계_연령구간인구수,"36,245","11,011","6,233","2,367","1,131","1,489",535,925,"1,725","6,374","2,774","1,681"
2021년01월_계_0~9세,"1,644",791,224,52,16,35,8,30,42,348,72,26
2021년01월_계_10~19세,"2,112",937,304,63,41,38,16,32,74,433,126,48
2021년01월_계_20~29세,"2,401",946,429,126,48,70,18,43,85,478,107,51
2021년01월_계_30~39세,"2,399","1,025",389,113,46,56,13,33,74,467,125,58
2021년01월_계_40~49세,"3,850","1,561",674,178,67,108,29,84,165,674,204,106
2021년01월_계_50~59세,"6,145","1,855","1,137",403,185,267,82,143,301,"1,088",445,239
2021년01월_계_60~69세,"7,431","1,825","1,387",557,274,379,143,191,414,"1,217",625,419
2021년01월_계_70~79세,"5,904","1,229","1,071",480,237,306,138,200,361,934,554,394
2021년01월_계_80~89세,"3,802",712,550,339,187,202,79,153,192,630,459,299
2021년01월_계_90~99세,527,120,66,55,28,27,9,14,17,102,55,34
2021년01월_계_100세 이상,30,10,2,1,2,1,0,2,0,3,2,7
2021년01월_남_총인구수,"17,163","5,265","2,929","1,152",509,735,250,438,809,"2,946","1,300",830
2021년01월_남_연령구간인구수,"17,163","5,265","2,929","1,152",509,735,250,438,809,"2,946","1,300",830
2021년01월_남_0~9세,818,384,118,30,11,20,3,17,24,157,41,13
2021년01월_남_10~19세,"1,080",462,169,39,22,22,8,17,41,220,57,23
2021년01월_남_20~29세,"1,395",548,247,76,23,43,11,25,49,279,61,33
2021년01월_남_30~39세,"1,232",497,213,60,28,31,8,16,43,231,69,36
2021년01월_남_40~49세,"2,140",788,386,119,31,71,23,52,94,363,139,74
2021년01월_남_50~59세,"3,271",999,577,236,105,150,46,85,156,546,244,127
2021년01월_남_60~69세,"3,553",850,640,287,145,195,65,88,191,563,311,218
2021년01월_남_70~79세,"2,383",489,411,187,87,130,56,90,147,381,223,182
2021년01월_남_80~89세,"1,188",221,159,107,53,65,29,44,57,194,145,114
2021년01월_남_90~99세,96,24,8,11,4,8,1,3,7,12,10,8
2021년01월_남_100세 이상,7,3,1,0,0,0,0,1,0,0,0,2
2021년01월_여_총인구수,"19,082","5,746","3,304","1,215",622,754,285,487,916,"3,428","1,474",851
2021년01월_여_연령구간인구수,"19,082","5,746","3,304","1,215",622,754,285,487,916,"3,428","1,474",851
2021년01월_여_0~9세,826,407,106,22,5,15,5,13,18,191,31,13
2021년01월_여_10~19세,"1,032",475,135,24,19,16,8,15,33,213,69,25
2021년01월_여_20~29세,"1,006",398,182,50,25,27,7,18,36,199,46,18
2021년01월_여_30~39세,"1,167",528,176,53,18,25,5,17,31,236,56,22
2021년01월_여_40~49세,"1,710",773,288,59,36,37,6,32,71,311,65,32
2021년01월_여_50~59세,"2,874",856,560,167,80,117,36,58,145,542,201,112
2021년01월_여_60~69세,"3,878",975,747,270,129,184,78,103,223,654,314,201
2021년01월_여_70~79세,"3,521",740,660,293,150,176,82,110,214,553,331,212
2021년01월_여_80~89세,"2,614",491,391,232,134,137,50,109,135,436,314,185
2021년01월_여_90~99세,431,96,58,44,24,19,8,11,10,90,45,26
2021년01월_여_100세 이상,23,7,1,1,2,1,0,1,0,3,2,5
2021년02월_계_총인구수,"36,188","10,985","6,207","2,372","1,134","1,485",538,918,"1,725","6,368","2,782","1,674"
2021년02월_계_연령구간인구수,"36,188","10,985","6,207","2,372","1,134","1,485",538,918,"1,725","6,368","2,782","1,674"
2021년02월_계_0~9세,"1,621",779,220,51,16,34,8,27,41,349,71,25
2021년02월_계_10~19세,"2,098",935,303,60,40,37,16,31,73,428,128,47
2021년02월_계_20~29세,"2,392",942,419,129,46,69,18,45,85,479,109,51
2021년02월_계_30~39세,"2,364","1,009",385,111,47,54,13,33,72,459,122,59
2021년02월_계_40~49세,"3,840","1,564",665,182,66,107,28,75,169,676,205,103
2021년02월_계_50~59세,"6,133","1,863","1,130",397,185,263,84,144,299,"1,089",442,237
2021년02월_계_60~69세,"7,459","1,827","1,391",560,281,383,143,192,413,"1,217",629,423
2021년02월_계_70~79세,"5,895","1,221","1,076",484,233,302,138,200,362,933,558,388
2021년02월_계_80~89세,"3,822",713,550,340,190,208,81,155,195,633,458,299
2021년02월_계_90~99세,534,122,66,57,28,27,9,14,16,102,58,35
2021년02월_계_100세 이상,30,10,2,1,2,1,0,2,0,3,2,7
2021년02월_남_총인구수,"17,155","5,256","2,915","1,158",514,733,251,432,809,"2,953","1,308",826
2021년02월_남_연령구간인구수,"17,155","5,256","2,915","1,158",514,733,251,432,809,"2,953","1,308",826
2021년02월_남_0~9세,812,381,114,31,11,19,3,16,24,160,40,13
2021년02월_남_10~19세,"1,071",455,169,39,21,22,8,16,42,218,60,21
2021년02월_남_20~29세,"1,392",541,245,76,24,43,11,27,48,281,63,33
2021년02월_남_30~39세,"1,219",489,210,60,28,29,8,16,41,230,71,37
2021년02월_남_40~49세,"2,130",795,381,118,31,70,22,46,96,363,136,72
2021년02월_남_50~59세,"3,273","1,008",573,233,106,150,47,85,154,546,245,126
2021년02월_남_60~69세,"3,574",855,640,292,149,196,66,88,189,567,312,220
2021년02월_남_70~79세,"2,391",483,416,190,86,131,57,89,148,384,226,181
2021년02월_남_80~89세,"1,189",222,159,107,54,65,28,46,60,191,145,112
2021년02월_남_90~99세,97,24,7,12,4,8,1,2,7,13,10,9
2021년02월_남_100세 이상,7,3,1,0,0,0,0,1,0,0,0,2
2021년02월_여_총인구수,"19,033","5,729","3,292","1,214",620,752,287,486,916,"3,415","1,474",848
2021년02월_여_연령구간인구수,"19,033","5,729","3,292","1,214",620,752,287,486,916,"3,415","1,474",848
2021년02월_여_0~9세,809,398,106,20,5,15,5,11,17,189,31,12
2021년02월_여_10~19세,"1,027",480,134,21,19,15,8,15,31,210,68,26
2021년02월_여_20~29세,"1,000",401,174,53,22,26,7,18,37,198,46,18
2021년02월_여_30~39세,"1,145",520,175,51,19,25,5,17,31,229,51,22
2021년02월_여_40~49세,"1,710",769,284,64,35,37,6,29,73,313,69,31
2021년02월_여_50~59세,"2,860",855,557,164,79,113,37,59,145,543,197,111
2021년02월_여_60~69세,"3,885",972,751,268,132,187,77,104,224,650,317,203
2021년02월_여_70~79세,"3,504",738,660,294,147,171,81,111,214,549,332,207
2021년02월_여_80~89세,"2,633",491,391,233,136,143,53,109,135,442,313,187
2021년02월_여_90~99세,437,98,59,45,24,19,8,12,9,89,48,26
2021년02월_여_100세 이상,23,7,1,1,2,1,0,1,0,3,2,5
2021년03월_계_총인구수,"36,043","10,920","6,194","2,353","1,129","1,480",539,917,"1,719","6,351","2,772","1,669"
2021년03월_계_연령구간인구수,"36,043","10,920","6,194","2,353","1,129","1,480",539,917,"1,719","6,351","2,772","1,669"
2021년03월_계_0~9세,"1,593",752,226,49,14,34,9,26,43,346,68,26
2021년03월_계_10~19세,"2,068",927,296,60,39,34,15,30,71,423,128,45
2021년03월_계_20~29세,"2,362",934,417,124,44,70,17,46,86,467,107,50
2021년03월_계_30~39세,"2,345",995,391,109,45,52,13,33,73,451,122,61
2021년03월_계_40~49세,"3,813","1,565",650,175,65,102,28,76,163,681,204,104
2021년03월_계_50~59세,"6,103","1,843","1,139",400,184,263,85,142,297,"1,080",434,236
2021년03월_계_60~69세,"7,497","1,842","1,389",557,287,384,145,193,414,"1,229",635,422
2021년03월_계_70~79세,"5,857","1,215","1,073",480,229,299,137,201,360,923,559,381
2021년03월_계_80~89세,"3,850",722,546,340,191,213,81,155,198,644,457,303
2021년03월_계_90~99세,533,118,66,58,29,28,9,15,14,104,58,34
2021년03월_계_100세 이상,22,7,1,1,2,1,0,0,0,3,0,7
2021년03월_남_총인구수,"17,086","5,231","2,904","1,151",511,734,253,433,804,"2,942","1,302",821
2021년03월_남_연령구간인구수,"17,086","5,231","2,904","1,151",511,734,253,433,804,"2,942","1,302",821
2021년03월_남_0~9세,803,368,119,29,10,19,4,16,23,161,40,14
2021년03월_남_10~19세,"1,050",448,163,39,20,21,7,15,40,217,59,21
2021년03월_남_20~29세,"1,376",544,240,75,23,44,11,28,49,269,61,32
2021년03월_남_30~39세,"1,219",485,215,59,27,27,8,16,42,230,72,38
2021년03월_남_40~49세,"2,105",796,368,114,31,68,22,46,92,362,134,72
2021년03월_남_50~59세,"3,269","1,000",579,233,104,151,49,84,156,542,243,128
2021년03월_남_60~69세,"3,597",857,642,291,153,198,68,90,190,575,315,218
2021년03월_남_70~79세,"2,368",483,414,191,84,129,56,89,147,377,224,174
2021년03월_남_80~89세,"1,200",226,156,108,55,69,27,47,59,196,144,113
2021년03월_남_90~99세,96,23,8,12,4,8,1,2,6,13,10,9
2021년03월_남_100세 이상,3,1,0,0,0,0,0,0,0,0,0,2
2021년03월_여_총인구수,"18,957","5,689","3,290","1,202",618,746,286,484,915,"3,409","1,470",848
2021년03월_여_연령구간인구수,"18,957","5,689","3,290","1,202",618,746,286,484,915,"3,409","1,470",848
2021년03월_여_0~9세,790,384,107,20,4,15,5,10,20,185,28,12
2021년03월_여_10~19세,"1,018",479,133,21,19,13,8,15,31,206,69,24
2021년03월_여_20~29세,986,390,177,49,21,26,6,18,37,198,46,18
2021년03월_여_30~39세,"1,126",510,176,50,18,25,5,17,31,221,50,23
2021년03월_여_40~49세,"1,708",769,282,61,34,34,6,30,71,319,70,32
2021년03월_여_50~59세,"2,834",843,560,167,80,112,36,58,141,538,191,108
2021년03월_여_60~69세,"3,900",985,747,266,134,186,77,103,224,654,320,204
2021년03월_여_70~79세,"3,489",732,659,289,145,170,81,112,213,546,335,207
2021년03월_여_80~89세,"2,650",496,390,232,136,144,54,108,139,448,313,190
2021년03월_여_90~99세,437,95,58,46,25,20,8,13,8,91,48,25
2021년03월_여_100세 이상,19,6,1,1,2,1,0,0,0,3,0,5
2021년04월_계_총인구수,"35,962","10,901","6,178","2,344","1,124","1,477",539,912,"1,719","6,324","2,773","1,671"
2021년04월_계_연령구간인구수,"35,962","10,901","6,178","2,344","1,124","1,477",539,912,"1,719","6,324","2,773","1,671"
2021년04월_계_0~9세,"1,567",741,225,47,12,35,9,25,44,336,68,25
2021년04월_계_10~19세,"2,056",923,297,60,37,33,15,30,71,416,129,45
2021년04월_계_20~29세,"2,342",941,408,122,44,68,16,45,79,462,107,50
2021년04월_계_30~39세,"2,337","1,001",387,111,44,55,12,31,73,441,121,61
2021년04월_계_40~49세,"3,794","1,552",647,175,66,104,26,75,164,681,203,101
2021년04월_계_50~59세,"6,083","1,835","1,131",403,186,255,89,143,299,"1,071",433,238
2021년04월_계_60~69세,"7,524","1,843","1,395",551,287,386,143,192,417,"1,241",642,427
2021년04월_계_70~79세,"5,819","1,216","1,068",477,225,292,139,200,356,918,552,376
2021년04월_계_80~89세,"3,887",725,553,342,192,220,81,155,201,650,460,308
2021년04월_계_90~99세,531,116,66,55,29,28,9,16,15,106,58,33
2021년04월_계_100세 이상,22,8,1,1,2,1,0,0,0,2,0,7
2021년04월_남_총인구수,"17,031","5,216","2,893","1,144",508,732,252,429,805,"2,927","1,299",826
2021년04월_남_연령구간인구수,"17,031","5,216","2,893","1,144",508,732,252,429,805,"2,927","1,299",826
2021년04월_남_0~9세,783,361,116,26,8,19,4,15,24,156,40,14
2021년04월_남_10~19세,"1,047",447,165,40,19,21,7,15,40,213,59,21
2021년04월_남_20~29세,"1,354",545,234,73,24,41,10,28,46,262,59,32
2021년04월_남_30~39세,"1,221",490,214,62,27,28,8,14,42,227,71,38
2021년04월_남_40~49세,"2,088",789,362,113,31,70,21,46,92,360,133,71
2021년04월_남_50~59세,"3,262",997,580,233,105,148,50,83,156,541,241,128
2021년04월_남_60~69세,"3,614",854,643,292,152,198,67,90,193,580,321,224
2021년04월_남_70~79세,"2,357",486,412,188,83,128,57,88,146,376,221,172
2021년04월_남_80~89세,"1,208",225,159,107,55,70,27,48,60,197,145,115
2021년04월_남_90~99세,94,21,8,10,4,9,1,2,6,15,9,9
2021년04월_남_100세 이상,3,1,0,0,0,0,0,0,0,0,0,2
2021년04월_여_총인구수,"18,931","5,685","3,285","1,200",616,745,287,483,914,"3,397","1,474",845
2021년04월_여_연령구간인구수,"18,931","5,685","3,285","1,200",616,745,287,483,914,"3,397","1,474",845
2021년04월_여_0~9세,784,380,109,21,4,16,5,10,20,180,28,11
2021년04월_여_10~19세,"1,009",476,132,20,18,12,8,15,31,203,70,24
2021년04월_여_20~29세,988,396,174,49,20,27,6,17,33,200,48,18
2021년04월_여_30~39세,"1,116",511,173,49,17,27,4,17,31,214,50,23
2021년04월_여_40~49세,"1,706",763,285,62,35,34,5,29,72,321,70,30
2021년04월_여_50~59세,"2,821",838,551,170,81,107,39,60,143,530,192,110
2021년04월_여_60~69세,"3,910",989,752,259,135,188,76,102,224,661,321,203
2021년04월_여_70~79세,"3,462",730,656,289,142,164,82,112,210,542,331,204
2021년04월_여_80~89세,"2,679",500,394,235,137,150,54,107,141,453,315,193
2021년04월_여_90~99세,437,95,58,45,25,19,8,14,9,91,49,24
2021년04월_여_100세 이상,19,7,1,1,2,1,0,0,0,2,0,5
2021년05월_계_총인구수,"35,912","10,923","6,155","2,343","1,124","1,479",537,912,"1,711","6,295","2,759","1,674"
2021년05월_계_연령구간인구수,"35,912","10,923","6,155","2,343","1,124","1,479",537,912,"1,711","6,295","2,759","1,674"
2021년05월_계_0~9세,"1,566",752,220,43,12,35,9,26,43,333,68,25
2021년05월_계_10~19세,"2,053",920,295,62,37,35,15,30,70,417,128,44
2021년05월_계_20~29세,"2,344",940,409,124,45,67,16,44,80,464,106,49
2021년05월_계_30~39세,"2,315",992,377,108,47,56,12,32,73,436,121,61
2021년05월_계_40~49세,"3,775","1,554",645,174,62,99,26,75,160,683,202,95
2021년05월_계_50~59세,"6,053","1,833","1,123",405,185,256,87,143,301,"1,053",421,246
2021년05월_계_60~69세,"7,545","1,859","1,400",554,287,390,142,194,414,"1,234",641,430
2021년05월_계_70~79세,"5,795","1,215","1,058",478,226,291,137,198,353,911,551,377
2021년05월_계_80~89세,"3,900",731,559,339,192,221,84,154,202,654,460,304
2021년05월_계_90~99세,545,119,68,55,30,28,9,16,15,108,61,36
2021년05월_계_100세 이상,21,8,1,1,1,1,0,0,0,2,0,7
2021년05월_남_총인구수,"17,021","5,236","2,881","1,140",509,734,251,429,803,"2,918","1,295",825
2021년05월_남_연령구간인구수,"17,021","5,236","2,881","1,140",509,734,251,429,803,"2,918","1,295",825
2021년05월_남_0~9세,780,367,110,23,8,19,4,16,23,156,40,14
2021년05월_남_10~19세,"1,043",444,166,41,19,22,7,15,39,212,58,20
2021년05월_남_20~29세,"1,365",552,235,75,25,40,10,27,47,265,58,31
2021년05월_남_30~39세,"1,212",485,212,60,29,29,8,14,42,224,71,38
2021년05월_남_40~49세,"2,071",791,357,111,30,67,21,45,89,362,132,66
2021년05월_남_50~59세,"3,264",997,584,235,103,150,48,84,159,537,236,131
2021년05월_남_60~69세,"3,621",864,639,292,152,199,67,91,191,577,323,226
2021년05월_남_70~79세,"2,347",481,409,190,84,127,56,87,145,374,223,171
2021년05월_남_80~89세,"1,218",233,160,103,54,72,29,48,62,196,145,116
2021년05월_남_90~99세,97,21,9,10,5,9,1,2,6,15,9,10
2021년05월_남_100세 이상,3,1,0,0,0,0,0,0,0,0,0,2
2021년05월_여_총인구수,"18,891","5,687","3,274","1,203",615,745,286,483,908,"3,377","1,464",849
2021년05월_여_연령구간인구수,"18,891","5,687","3,274","1,203",615,745,286,483,908,"3,377","1,464",849
2021년05월_여_0~9세,786,385,110,20,4,16,5,10,20,177,28,11
2021년05월_여_10~19세,"1,010",476,129,21,18,13,8,15,31,205,70,24
2021년05월_여_20~29세,979,388,174,49,20,27,6,17,33,199,48,18
2021년05월_여_30~39세,"1,103",507,165,48,18,27,4,18,31,212,50,23
2021년05월_여_40~49세,"1,704",763,288,63,32,32,5,30,71,321,70,29
2021년05월_여_50~59세,"2,789",836,539,170,82,106,39,59,142,516,185,115
2021년05월_여_60~69세,"3,924",995,761,262,135,191,75,103,223,657,318,204
2021년05월_여_70~79세,"3,448",734,649,288,142,164,81,111,208,537,328,206
2021년05월_여_80~89세,"2,682",498,399,236,138,149,55,106,140,458,315,188
2021년05월_여_90~99세,448,98,59,45,25,19,8,14,9,93,52,26
2021년05월_여_100세 이상,18,7,1,1,1,1,0,0,0,2,0,5
2021년06월_계_총인구수,"35,779","10,875","6,103","2,332","1,124","1,481",527,912,"1,706","6,289","2,757","1,673"
2021년06월_계_연령구간인구수,"35,779","10,875","6,103","2,332","1,124","1,481",527,912,"1,706","6,289","2,757","1,673"
2021년06월_계_0~9세,"1,559",747,215,43,12,36,9,25,42,337,68,25
2021년06월_계_10~19세,"2,056",924,293,60,36,36,15,31,69,418,129,45
2021년06월_계_20~29세,"2,326",931,402,123,46,68,15,44,79,464,105,49
2021년06월_계_30~39세,"2,289",972,377,107,44,55,11,32,74,435,123,59
2021년06월_계_40~49세,"3,756","1,558",633,173,62,99,27,74,158,678,196,98
2021년06월_계_50~59세,"5,975","1,815","1,100",397,186,254,82,143,299,"1,036",423,240
2021년06월_계_60~69세,"7,571","1,852","1,406",560,288,391,139,193,413,"1,253",643,433
2021년06월_계_70~79세,"5,775","1,215","1,049",476,225,290,136,200,353,907,548,376
2021년06월_계_80~89세,"3,907",734,557,339,194,223,84,154,203,652,462,305
2021년06월_계_90~99세,544,119,70,53,30,28,9,16,16,107,60,36
2021년06월_계_100세 이상,21,8,1,1,1,1,0,0,0,2,0,7
2021년06월_남_총인구수,"16,972","5,214","2,857","1,132",511,734,248,432,799,"2,926","1,294",825
2021년06월_남_연령구간인구수,"16,972","5,214","2,857","1,132",511,734,248,432,799,"2,926","1,294",825
2021년06월_남_0~9세,779,368,106,23,8,19,4,16,22,160,39,14
2021년06월_남_10~19세,"1,047",447,167,40,18,23,7,15,39,211,59,21
2021년06월_남_20~29세,"1,358",545,233,73,27,41,9,27,46,269,57,31
2021년06월_남_30~39세,"1,200",478,209,60,28,28,7,15,42,224,72,37
2021년06월_남_40~49세,"2,057",787,352,110,31,67,22,45,88,359,128,68
2021년06월_남_50~59세,"3,232",987,577,231,104,148,46,86,157,531,238,127
2021년06월_남_60~69세,"3,636",865,639,293,152,201,67,88,192,586,325,228
2021년06월_남_70~79세,"2,346",479,408,190,84,126,56,90,146,374,223,170
2021년06월_남_80~89세,"1,219",236,156,103,54,73,29,48,61,197,145,117
2021년06월_남_90~99세,95,21,10,9,5,8,1,2,6,15,8,10
2021년06월_남_100세 이상,3,1,0,0,0,0,0,0,0,0,0,2
2021년06월_여_총인구수,"18,807","5,661","3,246","1,200",613,747,279,480,907,"3,363","1,463",848
2021년06월_여_연령구간인구수,"18,807","5,661","3,246","1,200",613,747,279,480,907,"3,363","1,463",848
2021년06월_여_0~9세,780,379,109,20,4,17,5,9,20,177,29,11
2021년06월_여_10~19세,"1,009",477,126,20,18,13,8,16,30,207,70,24
2021년06월_여_20~29세,968,386,169,50,19,27,6,17,33,195,48,18
2021년06월_여_30~39세,"1,089",494,168,47,16,27,4,17,32,211,51,22
2021년06월_여_40~49세,"1,699",771,281,63,31,32,5,29,70,319,68,30
2021년06월_여_50~59세,"2,743",828,523,166,82,106,36,57,142,505,185,113
2021년06월_여_60~69세,"3,935",987,767,267,136,190,72,105,221,667,318,205
2021년06월_여_70~79세,"3,429",736,641,286,141,164,80,110,207,533,325,206
2021년06월_여_80~89세,"2,688",498,401,236,140,150,55,106,142,455,317,188
2021년06월_여_90~99세,449,98,60,44,25,20,8,14,10,92,52,26
2021년06월_여_100세 이상,18,7,1,1,1,1,0,0,0,2,0,5
2021년07월_계_총인구수,"35,732","10,872","6,097","2,332","1,121","1,481",530,907,"1,697","6,286","2,742","1,667"
2021년07월_계_연령구간인구수,"35,732","10,872","6,097","2,332","1,121","1,481",530,907,"1,697","6,286","2,742","1,667"
2021년07월_계_0~9세,"1,544",747,212,43,12,36,9,25,36,336,64,24
2021년07월_계_10~19세,"2,055",918,297,62,33,36,13,31,70,421,129,45
2021년07월_계_20~29세,"2,313",931,397,120,47,68,17,42,78,459,105,49
2021년07월_계_30~39세,"2,275",968,374,108,43,55,11,33,73,435,116,59
2021년07월_계_40~49세,"3,731","1,548",628,173,61,97,28,75,158,677,190,96
2021년07월_계_50~59세,"5,961","1,815","1,102",398,189,252,83,136,297,"1,026",423,240
2021년07월_계_60~69세,"7,573","1,854","1,405",555,284,393,138,196,411,"1,259",644,434
2021년07월_계_70~79세,"5,799","1,227","1,056",481,226,292,136,198,355,908,549,371
2021년07월_계_80~89세,"3,919",737,556,337,195,226,86,155,203,656,461,307
2021년07월_계_90~99세,541,119,69,54,30,25,9,16,16,107,61,35
2021년07월_계_100세 이상,21,8,1,1,1,1,0,0,0,2,0,7
2021년07월_남_총인구수,"16,933","5,208","2,854","1,130",508,730,247,429,792,"2,928","1,285",822
2021년07월_남_연령구간인구수,"16,933","5,208","2,854","1,130",508,730,247,429,792,"2,928","1,285",822
2021년07월_남_0~9세,769,367,104,22,8,19,4,16,18,160,38,13
2021년07월_남_10~19세,"1,050",444,169,42,17,23,6,15,39,214,60,21
2021년07월_남_20~29세,"1,341",541,231,70,27,40,10,25,44,267,56,30
2021년07월_남_30~39세,"1,193",479,206,61,27,26,7,16,43,224,67,37
2021년07월_남_40~49세,"2,045",780,356,108,30,67,22,45,87,358,125,67
2021년07월_남_50~59세,"3,226",988,574,231,106,145,46,83,156,531,239,127
2021년07월_남_60~69세,"3,627",859,642,291,149,202,65,90,190,588,324,227
