카테고리,광주광역시,광주광역시 동구,광주광역시 서구,광주광역시 남구,광주광역시 북구,광주광역시 광산구
2020년12월_남_0~9세,"61,487","3,711","11,322","8,856","17,135","20,463"
2020년12월_남_10~19세,"81,458","3,813","16,591","11,394","22,648","27,012"
2020년12월_남_20~29세,"109,335","7,585","23,258","14,406","32,936","31,150"
2020년12월_남_30~39세,"94,869","7,000","18,548","12,658","28,847","27,816"
2020년12월_남_40~49세,"119,545","7,305","23,493","16,788","33,788","38,171"
2020년12월_남_50~59세,"115,860","7,709","24,270","15,613","35,099","33,169"
2020년12월_남_60~69세,"78,051","6,981","16,150","12,859","25,398","16,663"
2020년12월_남_70~79세,"41,434","4,544","8,577","7,792","13,169","7,352"
2020년12월_남_80~89세,"13,995","1,961","2,885","2,632","4,238","2,279"
2020년12월_남_90~99세,"1,259",185,270,246,342,216
2020년12월_남_100세 이상,55,16,10,13,11,5
2020년12월_여_총인구수,"732,714","52,087","151,202","111,322","216,820","201,283"
2020년12월_여_연령구간인구수,"732,714","52,087","151,202","111,322","216,820","201,283"
2020년12월_여_0~9세,"58,205","3,462","10,453","8,427","16,414","19,449"
2020년12월_여_10~19세,"75,686","3,511","14,976","11,382","20,323","25,494"
2020년12월_여_20~29세,"100,040","7,251","22,090","13,575","29,568","27,556"
2020년12월_여_30~39세,"90,998","6,416","18,137","12,857","26,702","26,886"
2020년12월_여_40~49세,"121,322","6,695","25,271","17,279","33,614","38,463"
2020년12월_여_50~59세,"117,962","7,956","25,240","17,396","36,737","30,633"
2020년12월_여_60~69세,"85,733","7,792","18,206","15,213","27,939","16,583"
2020년12월_여_70~79세,"52,107","5,752","10,694","9,634","16,245","9,782"
2020년12월_여_80~89세,"25,676","2,734","5,126","4,602","7,794","5,420"
2020년12월_여_90~99세,"4,616",467,943,874,"1,376",956
2020년12월_여_100세 이상,369,51,66,83,108,61
2021년01월_계_총인구수,"1,449,115","102,877","296,036","214,532","430,516","405,154"
2021년01월_계_연령구간인구수,"1,449,115","102,877","296,036","214,532","430,516","405,154"
2021년01월_계_0~9세,"118,800","7,153","21,523","17,219","33,347","39,558"
2021년01월_계_10~19세,"156,572","7,301","31,378","22,721","42,829","52,343"
2021년01월_계_20~29세,"209,152","14,850","45,332","27,943","62,360","58,667"
2021년01월_계_30~39세,"185,375","13,384","36,477","25,492","55,559","54,463"
2021년01월_계_40~49세,"240,490","13,960","48,614","34,066","67,434","76,416"
2021년01월_계_50~59세,"234,038","15,664","49,538","32,914","71,885","64,037"
2021년01월_계_60~69세,"164,625","14,809","34,503","28,176","53,606","33,531"
2021년01월_계_70~79세,"93,816","10,298","19,289","17,498","29,527","17,204"
2021년01월_계_80~89세,"39,892","4,736","8,076","7,277","12,107","7,696"
2021년01월_계_90~99세,"5,930",653,"1,231","1,133","1,740","1,173"
2021년01월_계_100세 이상,425,69,75,93,122,66
2021년01월_남_총인구수,"716,929","50,789","145,049","103,192","213,745","204,154"
2021년01월_남_연령구간인구수,"716,929","50,789","145,049","103,192","213,745","204,154"
2021년01월_남_0~9세,"61,027","3,702","11,179","8,831","17,014","20,301"
2021년01월_남_10~19세,"81,112","3,784","16,496","11,344","22,568","26,920"
2021년01월_남_20~29세,"109,299","7,612","23,245","14,355","32,900","31,187"
2021년01월_남_30~39세,"94,606","6,982","18,448","12,657","28,855","27,664"
2021년01월_남_40~49세,"119,313","7,270","23,385","16,765","33,830","38,063"
2021년01월_남_50~59세,"116,062","7,724","24,293","15,576","35,182","33,287"
2021년01월_남_60~69세,"78,515","6,988","16,229","12,940","25,534","16,824"
2021년01월_남_70~79세,"41,572","4,552","8,572","7,811","13,230","7,407"
2021년01월_남_80~89세,"14,099","1,975","2,924","2,653","4,269","2,278"
2021년01월_남_90~99세,"1,270",183,270,247,352,218
2021년01월_남_100세 이상,54,17,8,13,11,5
2021년01월_여_총인구수,"732,186","52,088","150,987","111,340","216,771","201,000"
2021년01월_여_연령구간인구수,"732,186","52,088","150,987","111,340","216,771","201,000"
2021년01월_여_0~9세,"57,773","3,451","10,344","8,388","16,333","19,257"
2021년01월_여_10~19세,"75,460","3,517","14,882","11,377","20,261","25,423"
2021년01월_여_20~29세,"99,853","7,238","22,087","13,588","29,460","27,480"
2021년01월_여_30~39세,"90,769","6,402","18,029","12,835","26,704","26,799"
2021년01월_여_40~49세,"121,177","6,690","25,229","17,301","33,604","38,353"
2021년01월_여_50~59세,"117,976","7,940","25,245","17,338","36,703","30,750"
2021년01월_여_60~69세,"86,110","7,821","18,274","15,236","28,072","16,707"
2021년01월_여_70~79세,"52,244","5,746","10,717","9,687","16,297","9,797"
2021년01월_여_80~89세,"25,793","2,761","5,152","4,624","7,838","5,418"
2021년01월_여_90~99세,"4,660",470,961,886,"1,388",955
2021년01월_여_100세 이상,371,52,67,80,111,61
2021년02월_계_총인구수,"1,447,953","102,745","295,368","214,579","430,209","405,052"
2021년02월_계_연령구간인구수,"1,447,953","102,745","295,368","214,579","430,209","405,052"
2021년02월_계_0~9세,"118,272","7,134","21,346","17,257","33,213","39,322"
2021년02월_계_10~19세,"155,985","7,292","31,154","22,709","42,674","52,156"
2021년02월_계_20~29세,"208,358","14,746","45,178","27,765","62,074","58,595"
2021년02월_계_30~39세,"184,837","13,329","36,350","25,387","55,497","54,274"
2021년02월_계_40~49세,"240,549","13,999","48,469","34,178","67,451","76,452"
2021년02월_계_50~59세,"234,091","15,627","49,522","32,950","71,778","64,214"
2021년02월_계_60~69세,"165,368","14,844","34,591","28,241","53,863","33,829"
2021년02월_계_70~79세,"93,874","10,308","19,306","17,514","29,539","17,207"
2021년02월_계_80~89세,"40,228","4,743","8,140","7,347","12,243","7,755"
2021년02월_계_90~99세,"5,961",653,"1,238","1,137","1,752","1,181"
2021년02월_계_100세 이상,430,70,74,94,125,67
2021년02월_남_총인구수,"716,331","50,674","144,682","103,263","213,621","204,091"
2021년02월_남_연령구간인구수,"716,331","50,674","144,682","103,263","213,621","204,091"
2021년02월_남_0~9세,"60,752","3,680","11,092","8,836","16,976","20,168"
2021년02월_남_10~19세,"80,788","3,763","16,374","11,349","22,479","26,823"
2021년02월_남_20~29세,"108,914","7,562","23,138","14,308","32,753","31,153"
2021년02월_남_30~39세,"94,361","6,928","18,402","12,601","28,863","27,567"
2021년02월_남_40~49세,"119,358","7,285","23,336","16,843","33,812","38,082"
2021년02월_남_50~59세,"116,085","7,706","24,269","15,593","35,139","33,378"
2021년02월_남_60~69세,"78,869","7,013","16,246","12,971","25,670","16,969"
2021년02월_남_70~79세,"41,642","4,559","8,592","7,823","13,239","7,429"
2021년02월_남_80~89세,"14,231","1,979","2,950","2,674","4,332","2,296"
2021년02월_남_90~99세,"1,277",182,275,252,347,221
2021년02월_남_100세 이상,54,17,8,13,11,5
2021년02월_여_총인구수,"731,622","52,071","150,686","111,316","216,588","200,961"
2021년02월_여_연령구간인구수,"731,622","52,071","150,686","111,316","216,588","200,961"
2021년02월_여_0~9세,"57,520","3,454","10,254","8,421","16,237","19,154"
2021년02월_여_10~19세,"75,197","3,529","14,780","11,360","20,195","25,333"
2021년02월_여_20~29세,"99,444","7,184","22,040","13,457","29,321","27,442"
2021년02월_여_30~39세,"90,476","6,401","17,948","12,786","26,634","26,707"
2021년02월_여_40~49세,"121,191","6,714","25,133","17,335","33,639","38,370"
2021년02월_여_50~59세,"118,006","7,921","25,253","17,357","36,639","30,836"
2021년02월_여_60~69세,"86,499","7,831","18,345","15,270","28,193","16,860"
2021년02월_여_70~79세,"52,232","5,749","10,714","9,691","16,300","9,778"
2021년02월_여_80~89세,"25,997","2,764","5,190","4,673","7,911","5,459"
2021년02월_여_90~99세,"4,684",471,963,885,"1,405",960
2021년02월_여_100세 이상,376,53,66,81,114,62
2021년03월_계_총인구수,"1,445,473","102,467","294,691","213,776","429,600","404,939"
2021년03월_계_연령구간인구수,"1,445,473","102,467","294,691","213,776","429,600","404,939"
2021년03월_계_0~9세,"117,808","7,118","21,256","17,192","33,089","39,153"
2021년03월_계_10~19세,"155,277","7,300","30,906","22,641","42,434","51,996"
2021년03월_계_20~29세,"208,324","14,704","45,225","27,683","62,000","58,712"
2021년03월_계_30~39세,"184,137","13,278","36,172","25,259","55,320","54,108"
2021년03월_계_40~49세,"239,690","13,948","48,174","34,038","67,267","76,263"
2021년03월_계_50~59세,"233,891","15,540","49,516","32,768","71,631","64,436"
2021년03월_계_60~69세,"165,964","14,825","34,688","28,251","54,129","34,071"
2021년03월_계_70~79세,"93,656","10,287","19,298","17,381","29,535","17,155"
2021년03월_계_80~89세,"40,468","4,757","8,177","7,392","12,326","7,816"
2021년03월_계_90~99세,"5,966",663,"1,227","1,135","1,766","1,175"
2021년03월_계_100세 이상,292,47,52,36,103,54
2021년03월_남_총인구수,"715,226","50,577","144,373","102,891","213,257","204,128"
2021년03월_남_연령구간인구수,"715,226","50,577","144,373","102,891","213,257","204,128"
2021년03월_남_0~9세,"60,518","3,687","11,029","8,779","16,935","20,088"
2021년03월_남_10~19세,"80,441","3,771","16,276","11,290","22,366","26,738"
2021년03월_남_20~29세,"108,861","7,544","23,145","14,259","32,704","31,209"
2021년03월_남_30~39세,"94,061","6,889","18,315","12,562","28,735","27,560"
2021년03월_남_40~49세,"118,954","7,258","23,228","16,779","33,729","37,960"
2021년03월_남_50~59세,"116,034","7,673","24,282","15,514","35,063","33,502"
2021년03월_남_60~69세,"79,138","7,003","16,276","12,965","25,783","17,111"
2021년03월_남_70~79세,"41,585","4,556","8,595","7,779","13,237","7,418"
2021년03월_남_80~89세,"14,328","1,997","2,953","2,712","4,348","2,318"
2021년03월_남_90~99세,"1,269",186,269,247,349,218
2021년03월_남_100세 이상,37,13,5,5,8,6
2021년03월_여_총인구수,"730,247","51,890","150,318","110,885","216,343","200,811"
2021년03월_여_연령구간인구수,"730,247","51,890","150,318","110,885","216,343","200,811"
2021년03월_여_0~9세,"57,290","3,431","10,227","8,413","16,154","19,065"
2021년03월_여_10~19세,"74,836","3,529","14,630","11,351","20,068","25,258"
2021년03월_여_20~29세,"99,463","7,160","22,080","13,424","29,296","27,503"
2021년03월_여_30~39세,"90,076","6,389","17,857","12,697","26,585","26,548"
2021년03월_여_40~49세,"120,736","6,690","24,946","17,259","33,538","38,303"
2021년03월_여_50~59세,"117,857","7,867","25,234","17,254","36,568","30,934"
2021년03월_여_60~69세,"86,826","7,822","18,412","15,286","28,346","16,960"
2021년03월_여_70~79세,"52,071","5,731","10,703","9,602","16,298","9,737"
2021년03월_여_80~89세,"26,140","2,760","5,224","4,680","7,978","5,498"
2021년03월_여_90~99세,"4,697",477,958,888,"1,417",957
2021년03월_여_100세 이상,255,34,47,31,95,48
2021년04월_계_총인구수,"1,444,787","102,939","294,128","213,698","429,159","404,863"
2021년04월_계_연령구간인구수,"1,444,787","102,939","294,128","213,698","429,159","404,863"
2021년04월_계_0~9세,"117,272","7,214","21,096","17,141","32,880","38,941"
2021년04월_계_10~19세,"154,930","7,315","30,813","22,600","42,288","51,914"
2021년04월_계_20~29세,"208,208","14,720","45,126","27,665","61,955","58,742"
2021년04월_계_30~39세,"183,705","13,420","35,985","25,118","55,205","53,977"
2021년04월_계_40~49세,"239,431","14,019","48,044","34,067","67,113","76,188"
2021년04월_계_50~59세,"233,781","15,535","49,373","32,768","71,512","64,593"
2021년04월_계_60~69세,"166,786","14,911","34,908","28,322","54,368","34,277"
2021년04월_계_70~79세,"93,666","10,321","19,275","17,379","29,557","17,134"
2021년04월_계_80~89세,"40,716","4,756","8,241","7,452","12,394","7,873"
2021년04월_계_90~99세,"6,001",680,"1,219","1,147","1,782","1,173"
2021년04월_계_100세 이상,291,48,48,39,105,51
2021년04월_남_총인구수,"714,834","50,783","144,117","102,854","213,032","204,048"
2021년04월_남_연령구간인구수,"714,834","50,783","144,117","102,854","213,032","204,048"
2021년04월_남_0~9세,"60,215","3,732","10,939","8,745","16,836","19,963"
2021년04월_남_10~19세,"80,270","3,765","16,248","11,288","22,278","26,691"
2021년04월_남_20~29세,"108,762","7,531","23,104","14,244","32,653","31,230"
2021년04월_남_30~39세,"93,897","6,978","18,213","12,491","28,718","27,497"
2021년04월_남_40~49세,"118,857","7,291","23,183","16,803","33,662","37,918"
2021년04월_남_50~59세,"116,033","7,684","24,215","15,532","35,048","33,554"
2021년04월_남_60~69세,"79,467","7,027","16,384","12,988","25,843","17,225"
2021년04월_남_70~79세,"41,574","4,572","8,571","7,764","13,261","7,406"
2021년04월_남_80~89세,"14,442","1,999","2,985","2,746","4,372","2,340"
2021년04월_남_90~99세,"1,280",190,270,248,353,219
2021년04월_남_100세 이상,37,14,5,5,8,5
2021년04월_여_총인구수,"729,953","52,156","150,011","110,844","216,127","200,815"
2021년04월_여_연령구간인구수,"729,953","52,156","150,011","110,844","216,127","200,815"
2021년04월_여_0~9세,"57,057","3,482","10,157","8,396","16,044","18,978"
2021년04월_여_10~19세,"74,660","3,550","14,565","11,312","20,010","25,223"
2021년04월_여_20~29세,"99,446","7,189","22,022","13,421","29,302","27,512"
2021년04월_여_30~39세,"89,808","6,442","17,772","12,627","26,487","26,480"
2021년04월_여_40~49세,"120,574","6,728","24,861","17,264","33,451","38,270"
2021년04월_여_50~59세,"117,748","7,851","25,158","17,236","36,464","31,039"
2021년04월_여_60~69세,"87,319","7,884","18,524","15,334","28,525","17,052"
2021년04월_여_70~79세,"52,092","5,749","10,704","9,615","16,296","9,728"
2021년04월_여_80~89세,"26,274","2,757","5,256","4,706","8,022","5,533"
2021년04월_여_90~99세,"4,721",490,949,899,"1,429",954
2021년04월_여_100세 이상,254,34,43,34,97,46
2021년05월_계_총인구수,"1,443,154","103,007","293,364","213,717","428,262","404,804"
2021년05월_계_연령구간인구수,"1,443,154","103,007","293,364","213,717","428,262","404,804"
2021년05월_계_0~9세,"116,808","7,262","20,932","17,095","32,734","38,785"
2021년05월_계_10~19세,"154,488","7,311","30,652","22,572","42,128","51,825"
2021년05월_계_20~29세,"208,001","14,768","45,019","27,644","61,820","58,750"
2021년05월_계_30~39세,"183,175","13,454","35,778","25,088","55,009","53,846"
2021년05월_계_40~49세,"238,125","14,042","47,686","33,962","66,607","75,828"
2021년05월_계_50~59세,"234,190","15,501","49,412","32,860","71,487","64,930"
2021년05월_계_60~69세,"167,438","14,906","35,009","28,413","54,545","34,565"
2021년05월_계_70~79세,"93,732","10,278","19,298","17,388","29,612","17,156"
2021년05월_계_80~89세,"40,969","4,782","8,317","7,508","12,469","7,893"
2021년05월_계_90~99세,"5,985",667,"1,212","1,148","1,782","1,176"
2021년05월_계_100세 이상,243,36,49,39,69,50
2021년05월_남_총인구수,"714,101","50,853","143,812","102,803","212,637","203,996"
2021년05월_남_연령구간인구수,"714,101","50,853","143,812","102,803","212,637","203,996"
2021년05월_남_0~9세,"59,943","3,744","10,868","8,707","16,750","19,874"
2021년05월_남_10~19세,"80,051","3,772","16,158","11,268","22,217","26,636"
2021년05월_남_20~29세,"108,619","7,562","23,058","14,218","32,539","31,242"
2021년05월_남_30~39세,"93,653","6,983","18,142","12,481","28,646","27,401"
2021년05월_남_40~49세,"118,291","7,330","23,050","16,741","33,428","37,742"
2021년05월_남_50~59세,"116,299","7,679","24,246","15,565","35,078","33,731"
2021년05월_남_60~69세,"79,766","7,033","16,424","13,021","25,910","17,378"
2021년05월_남_70~79세,"41,627","4,551","8,581","7,769","13,295","7,431"
2021년05월_남_80~89세,"14,545","2,002","3,009","2,780","4,415","2,339"
2021년05월_남_90~99세,"1,279",188,272,248,354,217
2021년05월_남_100세 이상,28,9,4,5,5,5
2021년05월_여_총인구수,"729,053","52,154","149,552","110,914","215,625","200,808"
2021년05월_여_연령구간인구수,"729,053","52,154","149,552","110,914","215,625","200,808"
2021년05월_여_0~9세,"56,865","3,518","10,064","8,388","15,984","18,911"
2021년05월_여_10~19세,"74,437","3,539","14,494","11,304","19,911","25,189"
2021년05월_여_20~29세,"99,382","7,206","21,961","13,426","29,281","27,508"
2021년05월_여_30~39세,"89,522","6,471","17,636","12,607","26,363","26,445"
2021년05월_여_40~49세,"119,834","6,712","24,636","17,221","33,179","38,086"
2021년05월_여_50~59세,"117,891","7,822","25,166","17,295","36,409","31,199"
2021년05월_여_60~69세,"87,672","7,873","18,585","15,392","28,635","17,187"
2021년05월_여_70~79세,"52,105","5,727","10,717","9,619","16,317","9,725"
2021년05월_여_80~89세,"26,424","2,780","5,308","4,728","8,054","5,554"
2021년05월_여_90~99세,"4,706",479,940,900,"1,428",959
2021년05월_여_100세 이상,215,27,45,34,64,45
2021년06월_계_총인구수,"1,442,647","103,146","293,088","213,910","427,858","404,645"
2021년06월_계_연령구간인구수,"1,442,647","103,146","293,088","213,910","427,858","404,645"
2021년06월_계_0~9세,"116,423","7,279","20,836","17,076","32,649","38,583"
2021년06월_계_10~19세,"154,106","7,319","30,515","22,576","42,027","51,669"
2021년06월_계_20~29세,"207,952","14,807","45,003","27,664","61,693","58,785"
2021년06월_계_30~39세,"182,779","13,501","35,642","25,073","54,853","53,710"
2021년06월_계_40~49세,"237,840","14,028","47,621","33,993","66,478","75,720"
2021년06월_계_50~59세,"233,886","15,484","49,302","32,803","71,237","65,060"
2021년06월_계_60~69세,"168,355","14,945","35,232","28,562","54,856","34,760"
2021년06월_계_70~79세,"93,901","10,267","19,332","17,424","29,713","17,165"
2021년06월_계_80~89세,"41,202","4,816","8,357","7,559","12,511","7,959"
2021년06월_계_90~99세,"5,968",667,"1,201","1,141","1,775","1,184"
2021년06월_계_100세 이상,235,33,47,39,66,50
2021년06월_남_총인구수,"713,793","50,926","143,635","102,885","212,433","203,914"
2021년06월_남_연령구간인구수,"713,793","50,926","143,635","102,885","212,433","203,914"
2021년06월_남_0~9세,"59,751","3,755","10,802","8,693","16,716","19,785"
2021년06월_남_10~19세,"79,838","3,766","16,082","11,289","22,157","26,544"
2021년06월_남_20~29세,"108,529","7,581","23,038","14,233","32,425","31,252"
2021년06월_남_30~39세,"93,495","6,996","18,089","12,468","28,609","27,333"
2021년06월_남_40~49세,"118,137","7,335","22,993","16,752","33,352","37,705"
2021년06월_남_50~59세,"116,153","7,669","24,194","15,554","34,962","33,774"
2021년06월_남_60~69세,"80,209","7,060","16,535","13,073","26,059","17,482"
2021년06월_남_70~79세,"41,692","4,548","8,599","7,761","13,334","7,450"
2021년06월_남_80~89세,"14,694","2,019","3,038","2,812","4,457","2,368"
2021년06월_남_90~99세,"1,267",188,261,245,357,216
2021년06월_남_100세 이상,28,9,4,5,5,5
2021년06월_여_총인구수,"728,854","52,220","149,453","111,025","215,425","200,731"
2021년06월_여_연령구간인구수,"728,854","52,220","149,453","111,025","215,425","200,731"
2021년06월_여_0~9세,"56,672","3,524","10,034","8,383","15,933","18,798"
2021년06월_여_10~19세,"74,268","3,553","14,433","11,287","19,870","25,125"
2021년06월_여_20~29세,"99,423","7,226","21,965","13,431","29,268","27,533"
2021년06월_여_30~39세,"89,284","6,505","17,553","12,605","26,244","26,377"
2021년06월_여_40~49세,"119,703","6,693","24,628","17,241","33,126","38,015"
2021년06월_여_50~59세,"117,733","7,815","25,108","17,249","36,275","31,286"
2021년06월_여_60~69세,"88,146","7,885","18,697","15,489","28,797","17,278"
2021년06월_여_70~79세,"52,209","5,719","10,733","9,663","16,379","9,715"
2021년06월_여_80~89세,"26,508","2,797","5,319","4,747","8,054","5,591"
2021년06월_여_90~99세,"4,701",479,940,896,"1,418",968
2021년06월_여_100세 이상,207,24,43,34,61,45
2021년07월_계_총인구수,"1,442,482","103,185","292,724","214,111","428,040","404,422"
2021년07월_계_연령구간인구수,"1,442,482","103,185","292,724","214,111","428,040","404,422"
2021년07월_계_0~9세,"116,003","7,294","20,678","17,032","32,600","38,399"
2021년07월_계_10~19세,"153,869","7,301","30,433","22,609","41,953","51,573"
2021년07월_계_20~29세,"207,814","14,823","44,905","27,629","61,723","58,734"
2021년07월_계_30~39세,"182,548","13,473","35,544","25,149","54,840","53,542"
2021년07월_계_40~49세,"237,460","14,043","47,456","33,982","66,381","75,598"
2021년07월_계_50~59세,"233,995","15,478","49,304","32,792","71,252","65,169"
2021년07월_계_60~69세,"169,107","14,983","35,345","28,688","55,122","34,969"
2021년07월_계_70~79세,"94,071","10,256","19,401","17,463","29,753","17,198"
2021년07월_계_80~89세,"41,385","4,825","8,397","7,575","12,588","8,000"
2021년07월_계_90~99세,"5,997",675,"1,214","1,152","1,764","1,192"
2021년07월_계_100세 이상,233,34,47,40,64,48
2021년07월_남_총인구수,"713,626","50,938","143,459","102,933","212,537","203,759"
2021년07월_남_연령구간인구수,"713,626","50,938","143,459","102,933","212,537","203,759"
2021년07월_남_0~9세,"59,483","3,767","10,718","8,664","16,665","19,669"
2021년07월_남_10~19세,"79,726","3,740","16,041","11,295","22,132","26,518"
2021년07월_남_20~29세,"108,441","7,604","22,964","14,206","32,479","31,188"
2021년07월_남_30~39세,"93,380","6,975","18,091","12,494","28,587","27,233"
2021년07월_남_40~49세,"117,951","7,341","22,920","16,738","33,299","37,653"
2021년07월_남_50~59세,"116,206","7,667","24,185","15,567","34,965","33,822"
2021년07월_남_60~69세,"80,573","7,084","16,570","13,123","26,206","17,590"
2021년07월_남_70~79세,"41,768","4,543","8,647","7,776","13,334","7,468"
2021년07월_남_80~89세,"14,782","2,018","3,048","2,821","4,502","2,393"
2021년07월_남_90~99세,"1,288",191,271,243,363,220
2021년07월_남_100세 이상,28,8,4,6,5,5
2021년07월_여_총인구수,"728,856","52,247","149,265","111,178","215,503","200,663"
2021년07월_여_연령구간인구수,"728,856","52,247","149,265","111,178","215,503","200,663"
2021년07월_여_0~9세,"56,520","3,527","9,960","8,368","15,935","18,730"
2021년07월_여_10~19세,"74,143","3,561","14,392","11,314","19,821","25,055"
2021년07월_여_20~29세,"99,373","7,219","21,941","13,423","29,244","27,546"
2021년07월_여_30~39세,"89,168","6,498","17,453","12,655","26,253","26,309"
2021년07월_여_40~49세,"119,509","6,702","24,536","17,244","33,082","37,945"
2021년07월_여_50~59세,"117,789","7,811","25,119","17,225","36,287","31,347"
2021년07월_여_60~69세,"88,534","7,899","18,775","15,565","28,916","17,379"
2021년07월_여_70~79세,"52,303","5,713","10,754","9,687","16,419","9,730"
2021년07월_여_80~89세,"26,603","2,807","5,349","4,754","8,086","5,607"
2021년07월_여_90~99세,"4,709",484,943,909,"1,401",972
2021년07월_여_100세 이상,205,26,43,34,59,43
2021년08월_계_총인구수,"1,441,970","103,333","292,400","214,051","427,773","404,413"
2021년08월_계_연령구간인구수,"1,441,970","103,333","292,400","214,051","427,773","404,413"
2021년08월_계_0~9세,"115,509","7,283","20,611","16,968","32,460","38,187"
2021년08월_계_10~19세,"153,624","7,294","30,355","22,569","41,839","51,567"
2021년08월_계_20~29세,"207,467","14,873","44,766","27,563","61,536","58,729"
2021년08월_계_30~39세,"182,218","13,471","35,437","25,046","54,871","53,393"
2021년08월_계_40~49세,"236,974","14,032","47,303","34,042","66,208","75,389"
2021년08월_계_50~59세,"234,286","15,520","49,397","32,760","71,189","65,420"
2021년08월_계_60~69세,"169,907","15,050","35,431","28,828","55,326","35,272"
2021년08월_계_70~79세,"94,129","10,260","19,390","17,457","29,837","17,185"
2021년08월_계_80~89세,"41,623","4,844","8,438","7,645","12,665","8,031"
2021년08월_계_90~99세,"5,995",671,"1,225","1,133","1,777","1,189"
2021년08월_계_100세 이상,238,35,47,40,65,51
2021년08월_남_총인구수,"713,286","50,981","143,271","102,881","212,410","203,743"
2021년08월_남_연령구간인구수,"713,286","50,981","143,271","102,881","212,410","203,743"
2021년08월_남_0~9세,"59,220","3,764","10,679","8,625","16,585","19,567"
2021년08월_남_10~19세,"79,544","3,721","15,977","11,287","22,056","26,503"
2021년08월_남_20~29세,"108,281","7,638","22,905","14,134","32,378","31,226"
2021년08월_남_30~39세,"93,241","6,972","18,057","12,460","28,600","27,152"
2021년08월_남_40~49세,"117,683","7,327","22,814","16,774","33,243","37,525"
2021년08월_남_50~59세,"116,312","7,679","24,232","15,545","34,938","33,918"
2021년08월_남_60~69세,"81,019","7,115","16,625","13,181","26,331","17,767"
2021년08월_남_70~79세,"41,790","4,539","8,639","7,787","13,365","7,460"
2021년08월_남_80~89세,"14,874","2,025","3,065","2,841","4,545","2,398"
2021년08월_남_90~99세,"1,294",193,275,241,364,221
2021년08월_남_100세 이상,28,8,3,6,5,6
2021년08월_여_총인구수,"728,684","52,352","149,129","111,170","215,363","200,670"
2021년08월_여_연령구간인구수,"728,684","52,352","149,129","111,170","215,363","200,670"
2021년08월_여_0~9세,"56,289","3,519","9,932","8,343","15,875","18,620"
2021년08월_여_10~19세,"74,080","3,573","14,378","11,282","19,783","25,064"
2021년08월_여_20~29세,"99,186","7,235","21,861","13,429","29,158","27,503"
2021년08월_여_30~39세,"88,977","6,499","17,380","12,586","26,271","26,241"
2021년08월_여_40~49세,"119,291","6,705","24,489","17,268","32,965","37,864"
2021년08월_여_50~59세,"117,974","7,841","25,165","17,215","36,251","31,502"
2021년08월_여_60~69세,"88,888","7,935","18,806","15,647","28,995","17,505"
2021년08월_여_70~79세,"52,339","5,721","10,751","9,670","16,472","9,725"
2021년08월_여_80~89세,"26,749","2,819","5,373","4,804","8,120","5,633"
2021년08월_여_90~99세,"4,701",478,950,892,"1,413",968
2021년08월_여_100세 이상,210,27,44,34,60,45
2021년09월_계_총인구수,"1,442,827","103,544","292,180","214,295","428,082","404,726"
2021년09월_계_연령구간인구수,"1,442,827","103,544","292,180","214,295","428,082","404,726"
2021년09월_계_0~9세,"115,090","7,311","20,477","16,926","32,324","38,052"
2021년09월_계_10~19세,"153,327","7,271","30,261","22,603","41,717","51,475"
2021년09월_계_20~29세,"207,931","14,976","44,772","27,610","61,728","58,845"
2021년09월_계_30~39세,"182,107","13,472","35,333","25,070","54,894","53,338"
2021년09월_계_40~49세,"236,716","14,025","47,219","34,047","66,128","75,297"
2021년09월_계_50~59세,"234,723","15,541","49,373","32,826","71,238","65,745"
2021년09월_계_60~69세,"170,513","15,083","35,579","28,863","55,545","35,443"
2021년09월_계_70~79세,"94,232","10,254","19,403","17,467","29,884","17,224"
2021년09월_계_80~89세,"41,926","4,895","8,498","7,707","12,764","8,062"
2021년09월_계_90~99세,"6,024",681,"1,217","1,137","1,796","1,193"
2021년09월_계_100세 이상,238,35,48,39,64,52
2021년09월_남_총인구수,"713,666","51,073","143,177","102,962","212,526","203,928"
2021년09월_남_연령구간인구수,"713,666","51,073","143,177","102,962","212,526","203,928"
2021년09월_남_0~9세,"59,052","3,777","10,627","8,600","16,529","19,519"
2021년09월_남_10~19세,"79,339","3,722","15,912","11,312","21,968","26,425"
2021년09월_남_20~29세,"108,478","7,682","22,876","14,147","32,449","31,324"
2021년09월_남_30~39세,"93,220","6,963","18,019","12,461","28,602","27,175"
2021년09월_남_40~49세,"117,564","7,334","22,836","16,775","33,202","37,417"
2021년09월_남_50~59세,"116,515","7,681","24,193","15,588","34,974","34,079"
2021년09월_남_60~69세,"81,341","7,119","16,707","13,184","26,458","17,873"
2021년09월_남_70~79세,"41,816","4,538","8,631","7,787","13,385","7,475"
2021년09월_남_80~89세,"15,005","2,049","3,096","2,861","4,582","2,417"
2021년09월_남_90~99세,"1,306",200,276,240,372,218
2021년09월_남_100세 이상,30,8,4,7,5,6
2021년09월_여_총인구수,"729,161","52,471","149,003","111,333","215,556","200,798"
2021년09월_여_연령구간인구수,"729,161","52,471","149,003","111,333","215,556","200,798"
2021년09월_여_0~9세,"56,038","3,534","9,850","8,326","15,795","18,533"
2021년09월_여_10~19세,"73,988","3,549","14,349","11,291","19,749","25,050"
2021년09월_여_20~29세,"99,453","7,294","21,896","13,463","29,279","27,521"
2021년09월_여_30~39세,"88,887","6,509","17,314","12,609","26,292","26,163"
