카테고리,경상남도 통영시,경상남도 통영시 산양읍,경상남도 통영시 용남면,경상남도 통영시 도산면,경상남도 통영시 광도면,경상남도 통영시 욕지면,경상남도 통영시 한산면,경상남도 통영시 사량면,경상남도 통영시 도천동,경상남도 통영시 명정동,경상남도 통영시 중앙동,경상남도 통영시 정량동,경상남도 통영시 북신동,경상남도 통영시 미수동,경상남도 통영시 봉평동,경상남도 통영시 무전동
2020년07월_계_총인구수,"129,558","4,763","12,819","2,941","31,197","2,049","2,054","1,521","9,045","3,061","4,139","9,130","10,761","11,503","10,541","14,034"
2020년07월_계_연령구간인구수,"129,558","4,763","12,819","2,941","31,197","2,049","2,054","1,521","9,045","3,061","4,139","9,130","10,761","11,503","10,541","14,034"
2020년07월_계_0~9세,"10,157",131,"1,311",69,"4,000",49,34,20,426,96,139,522,729,957,547,"1,127"
2020년07월_계_10~19세,"12,921",210,"1,440",133,"3,965",102,59,38,827,190,243,666,993,"1,404",983,"1,668"
2020년07월_계_20~29세,"11,407",329,"1,094",173,"2,715",113,93,71,932,229,296,725,994,"1,070",976,"1,597"
2020년07월_계_30~39세,"14,560",333,"1,541",163,"4,912",129,91,79,773,193,300,908,"1,176","1,223","1,036","1,703"
2020년07월_계_40~49세,"21,598",575,"2,276",281,"6,469",272,187,121,"1,315",381,568,"1,380","1,625","1,997","1,529","2,622"
2020년07월_계_50~59세,"22,694",951,"2,145",528,"4,479",415,347,324,"1,728",609,845,"1,839","1,858","2,051","2,085","2,490"
2020년07월_계_60~69세,"19,844","1,039","1,573",734,"2,810",472,459,370,"1,614",660,910,"1,759","1,982","1,770","1,872","1,820"
2020년07월_계_70~79세,"11,106",726,926,544,"1,267",313,465,285,"1,007",496,586,958,"1,012",731,"1,045",745
2020년07월_계_80~89세,"4,634",409,439,282,501,166,290,189,375,182,229,335,339,265,403,230
2020년07월_계_90~99세,610,58,73,34,79,18,27,22,45,23,22,35,48,34,61,31
2020년07월_계_100세 이상,27,2,1,0,0,0,2,2,3,2,1,3,5,1,4,1
2020년07월_남_총인구수,"65,125","2,511","6,412","1,514","15,788","1,135","1,049",758,"4,502","1,510","2,044","4,653","5,187","5,656","5,397","7,009"
2020년07월_남_연령구간인구수,"65,125","2,511","6,412","1,514","15,788","1,135","1,049",758,"4,502","1,510","2,044","4,653","5,187","5,656","5,397","7,009"
2020년07월_남_0~9세,"5,107",63,629,37,"2,052",26,14,10,199,38,62,262,369,497,257,592
2020년07월_남_10~19세,"6,711",107,742,77,"2,049",65,29,18,399,90,121,344,515,728,526,901
2020년07월_남_20~29세,"6,283",199,579,104,"1,437",62,57,51,550,135,166,409,552,574,563,845
2020년07월_남_30~39세,"7,504",192,739,93,"2,406",86,54,51,429,100,180,504,624,587,571,888
2020년07월_남_40~49세,"11,674",369,"1,228",186,"3,427",172,126,72,713,232,341,835,819,"1,031",844,"1,279"
2020년07월_남_50~59세,"11,578",563,"1,116",308,"2,288",245,227,181,874,331,435,902,825,983,"1,099","1,201"
2020년07월_남_60~69세,"9,718",562,808,357,"1,402",245,245,205,777,317,417,838,868,882,924,871
2020년07월_남_70~79세,"4,994",330,400,259,565,173,206,118,431,203,243,447,476,308,473,362
2020년07월_남_80~89세,"1,432",119,152,88,147,59,85,49,125,58,72,106,127,58,122,65
2020년07월_남_90~99세,116,7,18,5,15,2,6,3,4,6,7,6,9,7,17,4
2020년07월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2020년07월_여_총인구수,"64,433","2,252","6,407","1,427","15,409",914,"1,005",763,"4,543","1,551","2,095","4,477","5,574","5,847","5,144","7,025"
2020년07월_여_연령구간인구수,"64,433","2,252","6,407","1,427","15,409",914,"1,005",763,"4,543","1,551","2,095","4,477","5,574","5,847","5,144","7,025"
2020년07월_여_0~9세,"5,050",68,682,32,"1,948",23,20,10,227,58,77,260,360,460,290,535
2020년07월_여_10~19세,"6,210",103,698,56,"1,916",37,30,20,428,100,122,322,478,676,457,767
2020년07월_여_20~29세,"5,124",130,515,69,"1,278",51,36,20,382,94,130,316,442,496,413,752
2020년07월_여_30~39세,"7,056",141,802,70,"2,506",43,37,28,344,93,120,404,552,636,465,815
2020년07월_여_40~49세,"9,924",206,"1,048",95,"3,042",100,61,49,602,149,227,545,806,966,685,"1,343"
2020년07월_여_50~59세,"11,116",388,"1,029",220,"2,191",170,120,143,854,278,410,937,"1,033","1,068",986,"1,289"
2020년07월_여_60~69세,"10,126",477,765,377,"1,408",227,214,165,837,343,493,921,"1,114",888,948,949
2020년07월_여_70~79세,"6,112",396,526,285,702,140,259,167,576,293,343,511,536,423,572,383
2020년07월_여_80~89세,"3,202",290,287,194,354,107,205,140,250,124,157,229,212,207,281,165
2020년07월_여_90~99세,494,51,55,29,64,16,21,19,41,17,15,29,39,27,44,27
2020년07월_여_100세 이상,19,2,0,0,0,0,2,2,2,2,1,3,2,0,3,0
2020년08월_계_총인구수,"129,226","4,746","12,765","2,934","31,141","2,042","2,036","1,518","9,038","3,049","4,121","9,095","10,730","11,457","10,549","14,005"
2020년08월_계_연령구간인구수,"129,226","4,746","12,765","2,934","31,141","2,042","2,036","1,518","9,038","3,049","4,121","9,095","10,730","11,457","10,549","14,005"
2020년08월_계_0~9세,"10,063",128,"1,290",68,"3,986",48,30,21,421,96,138,515,722,943,540,"1,117"
2020년08월_계_10~19세,"12,887",207,"1,435",128,"3,960",101,58,39,823,188,237,674,991,"1,392",989,"1,665"
2020년08월_계_20~29세,"11,331",323,"1,090",173,"2,694",114,92,71,936,225,290,709,990,"1,062",976,"1,586"
2020년08월_계_30~39세,"14,414",328,"1,513",168,"4,886",127,89,76,767,190,296,894,"1,155","1,201","1,033","1,691"
2020년08월_계_40~49세,"21,552",568,"2,277",275,"6,461",269,177,122,"1,309",384,560,"1,381","1,625","1,983","1,535","2,626"
2020년08월_계_50~59세,"22,611",953,"2,140",528,"4,480",416,349,315,"1,722",605,842,"1,822","1,836","2,046","2,075","2,482"
2020년08월_계_60~69세,"20,006","1,041","1,582",736,"2,827",473,463,379,"1,625",663,923,"1,777","2,008","1,793","1,883","1,833"
2020년08월_계_70~79세,"11,085",725,929,542,"1,264",309,462,282,"1,008",490,585,951,"1,013",736,"1,046",743
2020년08월_계_80~89세,"4,640",413,437,282,499,168,289,189,379,184,227,335,338,265,407,228
2020년08월_계_90~99세,611,58,71,34,84,17,25,22,45,22,22,34,48,35,61,33
2020년08월_계_100세 이상,26,2,1,0,0,0,2,2,3,2,1,3,4,1,4,1
2020년08월_남_총인구수,"64,957","2,502","6,389","1,514","15,748","1,129","1,043",754,"4,507","1,507","2,039","4,641","5,174","5,637","5,400","6,973"
2020년08월_남_연령구간인구수,"64,957","2,502","6,389","1,514","15,748","1,129","1,043",754,"4,507","1,507","2,039","4,641","5,174","5,637","5,400","6,973"
2020년08월_남_0~9세,"5,063",61,617,37,"2,048",26,13,9,196,38,61,262,364,493,251,587
2020년08월_남_10~19세,"6,678",105,737,72,"2,039",64,29,19,400,90,117,348,515,723,529,891
2020년08월_남_20~29세,"6,258",197,582,105,"1,424",62,55,51,555,135,167,404,551,572,562,836
2020년08월_남_30~39세,"7,443",188,732,96,"2,395",84,54,51,430,100,180,496,611,576,570,880
2020년08월_남_40~49세,"11,626",367,"1,225",182,"3,414",170,120,70,709,233,336,832,822,"1,016",849,"1,281"
2020년08월_남_50~59세,"11,546",564,"1,111",313,"2,291",246,228,176,867,326,434,899,820,986,"1,093","1,192"
2020년08월_남_60~69세,"9,800",562,814,359,"1,411",246,249,209,787,321,423,842,877,892,930,878
2020년08월_남_70~79세,"4,983",330,401,256,562,169,205,117,433,200,243,445,476,312,475,359
2020년08월_남_80~89세,"1,431",121,151,89,147,60,84,49,125,58,70,105,126,59,124,63
2020년08월_남_90~99세,121,7,18,5,17,2,6,3,4,6,8,8,9,7,16,5
2020년08월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2020년08월_여_총인구수,"64,269","2,244","6,376","1,420","15,393",913,993,764,"4,531","1,542","2,082","4,454","5,556","5,820","5,149","7,032"
2020년08월_여_연령구간인구수,"64,269","2,244","6,376","1,420","15,393",913,993,764,"4,531","1,542","2,082","4,454","5,556","5,820","5,149","7,032"
2020년08월_여_0~9세,"5,000",67,673,31,"1,938",22,17,12,225,58,77,253,358,450,289,530
2020년08월_여_10~19세,"6,209",102,698,56,"1,921",37,29,20,423,98,120,326,476,669,460,774
2020년08월_여_20~29세,"5,073",126,508,68,"1,270",52,37,20,381,90,123,305,439,490,414,750
2020년08월_여_30~39세,"6,971",140,781,72,"2,491",43,35,25,337,90,116,398,544,625,463,811
2020년08월_여_40~49세,"9,926",201,"1,052",93,"3,047",99,57,52,600,151,224,549,803,967,686,"1,345"
2020년08월_여_50~59세,"11,065",389,"1,029",215,"2,189",170,121,139,855,279,408,923,"1,016","1,060",982,"1,290"
2020년08월_여_60~69세,"10,206",479,768,377,"1,416",227,214,170,838,342,500,935,"1,131",901,953,955
2020년08월_여_70~79세,"6,102",395,528,286,702,140,257,165,575,290,342,506,537,424,571,384
2020년08월_여_80~89세,"3,209",292,286,193,352,108,205,140,254,126,157,230,212,206,283,165
2020년08월_여_90~99세,490,51,53,29,67,15,19,19,41,16,14,26,39,28,45,28
2020년08월_여_100세 이상,18,2,0,0,0,0,2,2,2,2,1,3,1,0,3,0
2020년09월_계_총인구수,"129,064","4,739","12,730","2,932","31,141","2,041","2,037","1,523","9,005","3,036","4,085","9,090","10,727","11,429","10,544","14,005"
2020년09월_계_연령구간인구수,"129,064","4,739","12,730","2,932","31,141","2,041","2,037","1,523","9,005","3,036","4,085","9,090","10,727","11,429","10,544","14,005"
2020년09월_계_0~9세,"9,983",129,"1,272",67,"3,974",44,29,21,416,95,133,503,719,924,532,"1,125"
2020년09월_계_10~19세,"12,896",209,"1,433",130,"3,975",102,59,39,815,185,237,679,994,"1,396",987,"1,656"
2020년09월_계_20~29세,"11,287",312,"1,082",169,"2,675",115,90,69,932,227,289,705,989,"1,065",981,"1,587"
2020년09월_계_30~39세,"14,278",329,"1,506",166,"4,860",122,87,75,753,184,284,883,"1,143","1,185","1,029","1,672"
2020년09월_계_40~49세,"21,505",565,"2,264",279,"6,456",273,177,127,"1,298",387,555,"1,381","1,619","1,971","1,525","2,628"
2020년09월_계_50~59세,"22,565",946,"2,132",522,"4,486",418,352,315,"1,711",591,842,"1,828","1,836","2,042","2,061","2,483"
2020년09월_계_60~69세,"20,179","1,049","1,607",743,"2,874",470,467,381,"1,637",668,916,"1,784","2,023","1,804","1,906","1,850"
2020년09월_계_70~79세,"11,051",724,924,540,"1,253",313,456,280,"1,009",488,581,950,"1,013",735,"1,043",742
2020년09월_계_80~89세,"4,675",416,438,280,505,168,294,191,386,186,225,339,338,271,412,226
2020년09월_계_90~99세,619,58,71,36,83,16,24,23,45,23,22,35,49,35,64,35
2020년09월_계_100세 이상,26,2,1,0,0,0,2,2,3,2,1,3,4,1,4,1
2020년09월_남_총인구수,"64,870","2,500","6,368","1,514","15,751","1,128","1,047",757,"4,487","1,495","2,021","4,637","5,165","5,621","5,397","6,982"
2020년09월_남_연령구간인구수,"64,870","2,500","6,368","1,514","15,751","1,128","1,047",757,"4,487","1,495","2,021","4,637","5,165","5,621","5,397","6,982"
2020년09월_남_0~9세,"5,021",60,607,37,"2,040",24,13,10,193,37,60,255,363,482,247,593
2020년09월_남_10~19세,"6,679",105,739,73,"2,042",64,29,19,396,89,118,351,518,724,530,882
2020년09월_남_20~29세,"6,241",192,575,103,"1,417",62,53,49,554,136,163,407,547,571,569,843
2020년09월_남_30~39세,"7,374",188,733,96,"2,380",81,52,51,419,99,173,488,606,568,568,872
2020년09월_남_40~49세,"11,602",366,"1,212",186,"3,418",173,121,72,707,233,332,830,819,"1,011",840,"1,282"
2020년09월_남_50~59세,"11,548",562,"1,110",307,"2,302",248,229,177,863,319,438,904,819,985,"1,087","1,198"
2020년09월_남_60~69세,"9,858",569,826,362,"1,425",243,254,210,790,320,418,844,880,896,940,881
2020년09월_남_70~79세,"4,976",330,397,258,561,172,204,116,434,198,243,442,476,314,469,362
2020년09월_남_80~89세,"1,440",121,151,85,148,60,86,49,126,58,68,108,125,62,130,63
2020년09월_남_90~99세,123,7,17,7,18,1,6,4,4,6,8,8,9,7,16,5
2020년09월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2020년09월_여_총인구수,"64,194","2,239","6,362","1,418","15,390",913,990,766,"4,518","1,541","2,064","4,453","5,562","5,808","5,147","7,023"
2020년09월_여_연령구간인구수,"64,194","2,239","6,362","1,418","15,390",913,990,766,"4,518","1,541","2,064","4,453","5,562","5,808","5,147","7,023"
2020년09월_여_0~9세,"4,962",69,665,30,"1,934",20,16,11,223,58,73,248,356,442,285,532
2020년09월_여_10~19세,"6,217",104,694,57,"1,933",38,30,20,419,96,119,328,476,672,457,774
2020년09월_여_20~29세,"5,046",120,507,66,"1,258",53,37,20,378,91,126,298,442,494,412,744
2020년09월_여_30~39세,"6,904",141,773,70,"2,480",41,35,24,334,85,111,395,537,617,461,800
2020년09월_여_40~49세,"9,903",199,"1,052",93,"3,038",100,56,55,591,154,223,551,800,960,685,"1,346"
2020년09월_여_50~59세,"11,017",384,"1,022",215,"2,184",170,123,138,848,272,404,924,"1,017","1,057",974,"1,285"
2020년09월_여_60~69세,"10,321",480,781,381,"1,449",227,213,171,847,348,498,940,"1,143",908,966,969
2020년09월_여_70~79세,"6,075",394,527,282,692,141,252,164,575,290,338,508,537,421,574,380
2020년09월_여_80~89세,"3,235",295,287,195,357,108,208,142,260,128,157,231,213,209,282,163
2020년09월_여_90~99세,496,51,54,29,65,15,18,19,41,17,14,27,40,28,48,30
2020년09월_여_100세 이상,18,2,0,0,0,0,2,2,2,2,1,3,1,0,3,0
2020년10월_계_총인구수,"128,835","4,710","12,719","2,933","31,145","2,041","2,026","1,521","8,962","3,017","4,095","9,067","10,715","11,416","10,489","13,979"
2020년10월_계_연령구간인구수,"128,835","4,710","12,719","2,933","31,145","2,041","2,026","1,521","8,962","3,017","4,095","9,067","10,715","11,416","10,489","13,979"
2020년10월_계_0~9세,"9,847",129,"1,255",67,"3,931",44,26,20,413,93,131,495,712,913,512,"1,106"
2020년10월_계_10~19세,"12,873",205,"1,444",126,"3,976",101,59,39,807,184,243,673,997,"1,389",983,"1,647"
2020년10월_계_20~29세,"11,285",308,"1,080",174,"2,695",115,88,70,921,230,288,693,984,"1,075",977,"1,587"
2020년10월_계_30~39세,"14,109",326,"1,484",164,"4,802",119,86,74,741,182,286,884,"1,120","1,171","1,014","1,656"
2020년10월_계_40~49세,"21,458",559,"2,273",277,"6,487",276,171,122,"1,286",377,555,"1,368","1,624","1,955","1,514","2,614"
2020년10월_계_50~59세,"22,573",937,"2,129",525,"4,504",423,356,311,"1,703",584,849,"1,826","1,839","2,045","2,063","2,479"
2020년10월_계_60~69세,"20,296","1,051","1,624",745,"2,905",469,463,393,"1,642",671,913,"1,791","2,027","1,823","1,905","1,874"
2020년10월_계_70~79세,"11,059",718,914,533,"1,262",311,456,276,"1,014",482,582,955,"1,019",735,"1,052",750
2020년10월_계_80~89세,"4,694",419,444,286,503,166,294,191,386,189,226,343,339,273,405,230
2020년10월_계_90~99세,615,56,71,36,80,17,25,23,46,23,21,36,50,36,60,35
2020년10월_계_100세 이상,26,2,1,0,0,0,2,2,3,2,1,3,4,1,4,1
2020년10월_남_총인구수,"64,774","2,484","6,358","1,516","15,761","1,129","1,042",760,"4,470","1,490","2,027","4,620","5,157","5,612","5,377","6,971"
2020년10월_남_연령구간인구수,"64,774","2,484","6,358","1,516","15,761","1,129","1,042",760,"4,470","1,490","2,027","4,620","5,157","5,612","5,377","6,971"
2020년10월_남_0~9세,"4,940",59,597,37,"2,015",24,12,10,193,35,59,249,358,473,235,584
2020년10월_남_10~19세,"6,677",102,738,71,"2,051",63,29,19,390,89,121,347,520,723,534,880
2020년10월_남_20~29세,"6,258",191,578,107,"1,433",62,52,49,551,139,164,399,549,572,567,845
2020년10월_남_30~39세,"7,272",186,724,94,"2,350",77,52,52,404,96,172,486,592,563,560,864
2020년10월_남_40~49세,"11,575",363,"1,213",183,"3,430",178,114,70,706,228,330,829,817,"1,002",840,"1,272"
2020년10월_남_50~59세,"11,578",555,"1,109",311,"2,322",252,233,175,862,319,445,904,826,989,"1,082","1,194"
2020년10월_남_60~69세,"9,913",570,836,363,"1,433",241,252,217,797,324,414,844,878,905,945,894
2020년10월_남_70~79세,"4,981",328,393,255,563,171,205,114,434,196,246,445,479,316,469,367
2020년10월_남_80~89세,"1,449",123,153,88,146,60,87,50,128,58,68,109,126,60,128,65
2020년10월_남_90~99세,123,7,16,7,18,1,6,4,4,6,8,8,9,8,16,5
2020년10월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2020년10월_여_총인구수,"64,061","2,226","6,361","1,417","15,384",912,984,761,"4,492","1,527","2,068","4,447","5,558","5,804","5,112","7,008"
2020년10월_여_연령구간인구수,"64,061","2,226","6,361","1,417","15,384",912,984,761,"4,492","1,527","2,068","4,447","5,558","5,804","5,112","7,008"
2020년10월_여_0~9세,"4,907",70,658,30,"1,916",20,14,10,220,58,72,246,354,440,277,522
2020년10월_여_10~19세,"6,196",103,706,55,"1,925",38,30,20,417,95,122,326,477,666,449,767
2020년10월_여_20~29세,"5,027",117,502,67,"1,262",53,36,21,370,91,124,294,435,503,410,742
2020년10월_여_30~39세,"6,837",140,760,70,"2,452",42,34,22,337,86,114,398,528,608,454,792
2020년10월_여_40~49세,"9,883",196,"1,060",94,"3,057",98,57,52,580,149,225,539,807,953,674,"1,342"
2020년10월_여_50~59세,"10,995",382,"1,020",214,"2,182",171,123,136,841,265,404,922,"1,013","1,056",981,"1,285"
2020년10월_여_60~69세,"10,383",481,788,382,"1,472",228,211,176,845,347,499,947,"1,149",918,960,980
2020년10월_여_70~79세,"6,078",390,521,278,699,140,251,162,580,286,336,510,540,419,583,383
2020년10월_여_80~89세,"3,245",296,291,198,357,106,207,141,258,131,158,234,213,213,277,165
2020년10월_여_90~99세,492,49,55,29,62,16,19,19,42,17,13,28,41,28,44,30
2020년10월_여_100세 이상,18,2,0,0,0,0,2,2,2,2,1,3,1,0,3,0
2020년11월_계_총인구수,"128,595","4,694","12,674","2,922","31,145","2,031","2,022","1,513","8,953","3,011","4,055","9,046","10,672","11,399","10,472","13,986"
2020년11월_계_연령구간인구수,"128,595","4,694","12,674","2,922","31,145","2,031","2,022","1,513","8,953","3,011","4,055","9,046","10,672","11,399","10,472","13,986"
2020년11월_계_0~9세,"9,747",127,"1,234",67,"3,908",44,27,18,401,92,127,483,698,910,503,"1,108"
2020년11월_계_10~19세,"12,849",202,"1,439",126,"3,993",98,58,39,817,181,239,677,983,"1,386",978,"1,633"
2020년11월_계_20~29세,"11,284",304,"1,075",171,"2,699",118,88,70,909,225,281,686,"1,002","1,066",987,"1,603"
2020년11월_계_30~39세,"13,970",323,"1,469",162,"4,769",114,84,74,737,182,284,878,"1,106","1,155",999,"1,634"
2020년11월_계_40~49세,"21,414",552,"2,259",275,"6,488",271,171,122,"1,293",380,540,"1,363","1,609","1,945","1,523","2,623"
2020년11월_계_50~59세,"22,518",940,"2,140",524,"4,512",419,356,307,"1,684",574,840,"1,823","1,829","2,047","2,056","2,467"
2020년11월_계_60~69세,"20,415","1,053","1,628",742,"2,937",474,462,395,"1,657",682,915,"1,798","2,032","1,836","1,908","1,896"
2020년11월_계_70~79세,"11,045",715,914,531,"1,258",306,450,273,"1,014",482,582,955,"1,016",743,"1,054",752
2020년11월_계_80~89세,"4,711",423,445,289,501,169,297,189,392,187,225,345,344,274,399,232
2020년11월_계_90~99세,615,53,70,35,80,18,27,24,46,24,21,35,49,35,61,37
2020년11월_계_100세 이상,27,2,1,0,0,0,2,2,3,2,1,3,4,2,4,1
2020년11월_남_총인구수,"64,656","2,475","6,333","1,507","15,762","1,121","1,042",756,"4,473","1,483","2,009","4,607","5,134","5,601","5,381","6,972"
2020년11월_남_연령구간인구수,"64,656","2,475","6,333","1,507","15,762","1,121","1,042",756,"4,473","1,483","2,009","4,607","5,134","5,601","5,381","6,972"
2020년11월_남_0~9세,"4,886",57,584,37,"2,000",25,12,9,189,34,58,242,349,472,230,588
2020년11월_남_10~19세,"6,673",101,739,70,"2,064",59,28,18,393,87,118,350,515,724,527,880
2020년11월_남_20~29세,"6,254",189,574,107,"1,427",66,53,48,547,137,160,397,556,568,577,848
2020년11월_남_30~39세,"7,206",181,724,93,"2,343",73,50,53,405,97,169,483,588,551,549,847
2020년11월_남_40~49세,"11,545",359,"1,199",183,"3,430",178,115,69,708,230,320,823,810,992,857,"1,272"
2020년11월_남_50~59세,"11,547",557,"1,112",310,"2,321",245,235,174,856,313,443,902,817,994,"1,078","1,190"
2020년11월_남_60~69세,"9,967",570,838,359,"1,449",242,251,218,803,328,417,846,884,909,951,902
2020년11월_남_70~79세,"4,989",330,392,253,564,171,202,114,437,193,248,446,474,323,471,371
2020년11월_남_80~89세,"1,459",124,153,88,147,61,90,49,130,57,69,110,129,60,124,68
2020년11월_남_90~99세,122,7,17,7,17,1,6,4,4,7,7,8,9,7,16,5
2020년11월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2020년11월_여_총인구수,"63,939","2,219","6,341","1,415","15,383",910,980,757,"4,480","1,528","2,046","4,439","5,538","5,798","5,091","7,014"
2020년11월_여_연령구간인구수,"63,939","2,219","6,341","1,415","15,383",910,980,757,"4,480","1,528","2,046","4,439","5,538","5,798","5,091","7,014"
2020년11월_여_0~9세,"4,861",70,650,30,"1,908",19,15,9,212,58,69,241,349,438,273,520
2020년11월_여_10~19세,"6,176",101,700,56,"1,929",39,30,21,424,94,121,327,468,662,451,753
2020년11월_여_20~29세,"5,030",115,501,64,"1,272",52,35,22,362,88,121,289,446,498,410,755
2020년11월_여_30~39세,"6,764",142,745,69,"2,426",41,34,21,332,85,115,395,518,604,450,787
2020년11월_여_40~49세,"9,869",193,"1,060",92,"3,058",93,56,53,585,150,220,540,799,953,666,"1,351"
2020년11월_여_50~59세,"10,971",383,"1,028",214,"2,191",174,121,133,828,261,397,921,"1,012","1,053",978,"1,277"
2020년11월_여_60~69세,"10,448",483,790,383,"1,488",232,211,177,854,354,498,952,"1,148",927,957,994
2020년11월_여_70~79세,"6,056",385,522,278,694,135,248,159,577,289,334,509,542,420,583,381
2020년11월_여_80~89세,"3,252",299,292,201,354,108,207,140,262,130,156,235,215,214,275,164
2020년11월_여_90~99세,493,46,53,28,63,17,21,20,42,17,14,27,40,28,45,32
2020년11월_여_100세 이상,19,2,0,0,0,0,2,2,2,2,1,3,1,1,3,0
2020년12월_계_총인구수,"128,293","4,677","12,668","2,933","31,088","2,018","2,025","1,506","8,932","2,993","4,044","9,043","10,658","11,347","10,441","13,920"
2020년12월_계_연령구간인구수,"128,293","4,677","12,668","2,933","31,088","2,018","2,025","1,506","8,932","2,993","4,044","9,043","10,658","11,347","10,441","13,920"
2020년12월_계_0~9세,"9,660",124,"1,226",72,"3,879",42,31,17,396,91,126,481,695,896,489,"1,095"
2020년12월_계_10~19세,"12,848",204,"1,440",127,"4,000",97,54,39,816,180,236,684,986,"1,382",981,"1,622"
2020년12월_계_20~29세,"11,223",295,"1,075",171,"2,697",115,92,67,909,223,280,687,"1,003","1,047",975,"1,587"
2020년12월_계_30~39세,"13,820",323,"1,452",160,"4,707",112,84,75,726,180,287,871,"1,096","1,137",991,"1,619"
2020년12월_계_40~49세,"21,331",549,"2,259",276,"6,495",270,163,120,"1,287",375,528,"1,346","1,603","1,942","1,525","2,593"
2020년12월_계_50~59세,"22,474",934,"2,144",529,"4,525",417,356,304,"1,672",562,840,"1,822","1,811","2,041","2,043","2,474"
2020년12월_계_60~69세,"20,489","1,058","1,634",745,"2,942",477,472,393,"1,661",686,917,"1,807","2,043","1,843","1,910","1,901"
2020년12월_계_70~79세,"11,068",715,918,528,"1,257",302,449,275,"1,021",479,578,965,"1,018",745,"1,061",757
2020년12월_계_80~89세,"4,736",420,447,291,510,168,296,190,397,189,229,342,349,277,400,231
2020년12월_계_90~99세,616,53,72,34,76,18,26,24,44,26,22,35,50,35,62,39
2020년12월_계_100세 이상,28,2,1,0,0,0,2,2,3,2,1,3,4,2,4,2
2020년12월_남_총인구수,"64,502","2,466","6,334","1,511","15,728","1,111","1,043",753,"4,456","1,470","2,002","4,600","5,130","5,572","5,378","6,948"
2020년12월_남_연령구간인구수,"64,502","2,466","6,334","1,511","15,728","1,111","1,043",753,"4,456","1,470","2,002","4,600","5,130","5,572","5,378","6,948"
2020년12월_남_0~9세,"4,854",55,580,41,"1,987",24,15,9,185,33,56,241,349,462,227,590
2020년12월_남_10~19세,"6,661",101,740,69,"2,069",56,26,18,392,87,115,349,517,722,529,871
2020년12월_남_20~29세,"6,228",182,580,107,"1,420",66,55,45,543,134,161,401,556,562,572,844
2020년12월_남_30~39세,"7,121",183,714,91,"2,307",71,49,54,398,95,172,480,582,543,547,835
2020년12월_남_40~49세,"11,506",357,"1,202",183,"3,439",179,110,69,703,226,313,805,811,989,856,"1,264"
2020년12월_남_50~59세,"11,528",554,"1,111",310,"2,327",241,235,173,851,303,442,913,810,993,"1,077","1,188"
2020년12월_남_60~69세,"9,999",574,841,365,"1,447",245,258,215,805,332,418,841,887,907,952,912
2020년12월_남_70~79세,"5,007",328,393,250,567,168,201,117,442,192,249,454,476,324,476,370
2020년12월_남_80~89세,"1,472",126,156,89,150,59,89,49,132,61,69,109,130,63,123,67
2020년12월_남_90~99세,118,6,16,6,15,2,5,4,4,7,7,7,9,6,18,6
2020년12월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2020년12월_여_총인구수,"63,791","2,211","6,334","1,422","15,360",907,982,753,"4,476","1,523","2,042","4,443","5,528","5,775","5,063","6,972"
2020년12월_여_연령구간인구수,"63,791","2,211","6,334","1,422","15,360",907,982,753,"4,476","1,523","2,042","4,443","5,528","5,775","5,063","6,972"
2020년12월_여_0~9세,"4,806",69,646,31,"1,892",18,16,8,211,58,70,240,346,434,262,505
2020년12월_여_10~19세,"6,187",103,700,58,"1,931",41,28,21,424,93,121,335,469,660,452,751
2020년12월_여_20~29세,"4,995",113,495,64,"1,277",49,37,22,366,89,119,286,447,485,403,743
2020년12월_여_30~39세,"6,699",140,738,69,"2,400",41,35,21,328,85,115,391,514,594,444,784
2020년12월_여_40~49세,"9,825",192,"1,057",93,"3,056",91,53,51,584,149,215,541,792,953,669,"1,329"
2020년12월_여_50~59세,"10,946",380,"1,033",219,"2,198",176,121,131,821,259,398,909,"1,001","1,048",966,"1,286"
2020년12월_여_60~69세,"10,490",484,793,380,"1,495",232,214,178,856,354,499,966,"1,156",936,958,989
2020년12월_여_70~79세,"6,061",387,525,278,690,134,248,158,579,287,329,511,542,421,585,387
2020년12월_여_80~89세,"3,264",294,291,202,360,109,207,141,265,128,160,233,219,214,277,164
2020년12월_여_90~99세,498,47,56,28,61,16,21,20,40,19,15,28,41,29,44,33
2020년12월_여_100세 이상,20,2,0,0,0,0,2,2,2,2,1,3,1,1,3,1
2021년01월_계_총인구수,"128,084","4,650","12,628","2,937","31,114","2,004","2,019","1,505","8,897","2,990","4,031","9,019","10,620","11,285","10,456","13,929"
2021년01월_계_연령구간인구수,"128,084","4,650","12,628","2,937","31,114","2,004","2,019","1,505","8,897","2,990","4,031","9,019","10,620","11,285","10,456","13,929"
2021년01월_계_0~9세,"9,560",121,"1,214",74,"3,854",42,29,19,379,90,125,474,685,880,489,"1,085"
