카테고리,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2020년07월_여_40~49세,"1,482",165,6,235,5,5,55,10,141,78,154,115,7,94,21,6,26,10,64,68,41,70,12,32,62
2020년07월_여_50~59세,"2,822",312,19,484,16,12,102,24,233,184,239,163,20,170,30,16,43,18,113,116,89,175,23,67,154
2020년07월_여_60~69세,"3,438",374,20,543,29,23,117,37,268,209,324,193,21,169,26,20,36,31,154,116,160,246,29,98,195
2020년07월_여_70~79세,"3,570",435,27,428,36,29,179,29,290,234,332,232,13,191,24,14,24,19,150,110,165,269,20,127,193
2020년07월_여_80~89세,"2,761",308,27,319,16,16,105,17,180,155,237,221,14,145,16,19,23,16,141,98,127,244,21,103,193
2020년07월_여_90~99세,377,45,2,57,1,0,14,1,16,15,42,24,2,36,1,2,0,5,13,9,18,45,1,11,17
2020년07월_여_100세 이상,11,1,0,3,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0
2020년08월_계_총인구수,"39,386","4,279",246,"5,861",245,221,"1,521",329,"3,198","2,274","3,578","2,549",221,"2,363",459,224,514,331,"1,774","1,579","1,585","2,727",282,986,"2,040"
2020년08월_계_연령구간인구수,"39,386","4,279",246,"5,861",245,221,"1,521",329,"3,198","2,274","3,578","2,549",221,"2,363",459,224,514,331,"1,774","1,579","1,585","2,727",282,986,"2,040"
2020년08월_계_0~9세,"1,640",155,5,234,9,9,54,6,182,93,140,117,9,74,12,9,33,12,78,78,77,125,10,21,98
2020년08월_계_10~19세,"2,043",231,6,284,3,6,51,13,217,98,221,216,5,123,22,16,34,23,105,99,64,97,7,33,69
2020년08월_계_20~29세,"2,891",303,14,525,9,6,119,20,233,141,212,174,7,216,74,16,47,29,121,136,86,201,19,54,129
2020년08월_계_30~39세,"2,823",273,15,441,18,16,102,20,228,145,240,177,13,204,49,14,63,27,120,131,115,182,32,62,136
2020년08월_계_40~49세,"4,400",463,17,653,23,22,191,39,413,219,420,280,33,313,81,24,86,43,196,217,158,220,26,82,181
2020년08월_계_50~59세,"7,140",783,55,"1,121",40,31,294,72,586,437,634,387,59,461,87,51,104,62,320,290,244,464,47,146,365
2020년08월_계_60~69세,"7,609",832,54,"1,233",65,49,239,71,569,444,696,448,45,388,69,43,76,71,332,281,332,556,67,222,427
2020년08월_계_70~79세,"6,424",737,39,811,56,56,293,62,512,428,623,423,30,330,40,26,43,40,288,208,297,479,45,218,340
2020년08월_계_80~89세,"3,933",445,39,484,20,25,162,25,240,249,343,298,17,211,24,22,28,18,196,125,189,345,25,135,268
2020년08월_계_90~99세,466,56,2,71,2,1,15,1,18,20,49,29,2,38,1,3,0,6,18,12,21,57,4,13,27
2020년08월_계_100세 이상,17,1,0,4,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,2,2,1,0,0,0
2020년08월_남_총인구수,"20,967","2,232",128,"3,151",129,127,822,191,"1,702","1,201","1,874","1,308",128,"1,320",293,125,293,194,948,859,831,"1,419",152,491,"1,049"
2020년08월_남_연령구간인구수,"20,967","2,232",128,"3,151",129,127,822,191,"1,702","1,201","1,874","1,308",128,"1,320",293,125,293,194,948,859,831,"1,419",152,491,"1,049"
2020년08월_남_0~9세,848,87,2,131,5,7,29,2,90,50,73,58,6,32,7,5,17,5,33,33,40,62,6,10,58
2020년08월_남_10~19세,"1,053",109,2,134,2,4,24,10,117,49,106,107,3,73,13,9,23,13,59,54,28,54,4,16,40
2020년08월_남_20~29세,"1,725",193,10,293,6,4,73,9,143,80,111,106,3,134,51,10,22,18,77,73,54,121,13,43,78
2020년08월_남_30~39세,"1,790",162,9,283,12,12,70,17,139,102,148,116,6,137,39,9,44,16,67,79,70,110,21,39,83
2020년08월_남_40~49세,"2,932",300,11,417,18,17,138,29,274,140,268,169,26,223,60,20,60,33,134,149,114,149,15,51,117
2020년08월_남_50~59세,"4,333",475,36,642,24,20,192,48,356,252,393,226,39,292,58,33,63,45,204,179,155,290,24,78,209
2020년08월_남_60~69세,"4,168",457,34,685,37,26,123,34,303,236,372,252,25,221,41,23,39,40,179,163,173,310,38,125,232
2020년08월_남_70~79세,"2,870",310,12,385,20,27,119,33,217,194,293,194,17,137,16,12,19,21,139,97,133,212,24,93,146
2020년08월_남_80~89세,"1,160",130,12,166,4,9,53,9,61,93,103,76,3,68,8,3,6,2,52,28,60,98,5,34,77
2020년08월_남_90~99세,83,9,0,14,1,1,1,0,2,5,7,4,0,2,0,1,0,1,4,3,3,12,2,2,9
2020년08월_남_100세 이상,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2020년08월_여_총인구수,"18,419","2,047",118,"2,710",116,94,699,138,"1,496","1,073","1,704","1,241",93,"1,043",166,99,221,137,826,720,754,"1,308",130,495,991
2020년08월_여_연령구간인구수,"18,419","2,047",118,"2,710",116,94,699,138,"1,496","1,073","1,704","1,241",93,"1,043",166,99,221,137,826,720,754,"1,308",130,495,991
2020년08월_여_0~9세,792,68,3,103,4,2,25,4,92,43,67,59,3,42,5,4,16,7,45,45,37,63,4,11,40
2020년08월_여_10~19세,990,122,4,150,1,2,27,3,100,49,115,109,2,50,9,7,11,10,46,45,36,43,3,17,29
2020년08월_여_20~29세,"1,166",110,4,232,3,2,46,11,90,61,101,68,4,82,23,6,25,11,44,63,32,80,6,11,51
2020년08월_여_30~39세,"1,033",111,6,158,6,4,32,3,89,43,92,61,7,67,10,5,19,11,53,52,45,72,11,23,53
2020년08월_여_40~49세,"1,468",163,6,236,5,5,53,10,139,79,152,111,7,90,21,4,26,10,62,68,44,71,11,31,64
2020년08월_여_50~59세,"2,807",308,19,479,16,11,102,24,230,185,241,161,20,169,29,18,41,17,116,111,89,174,23,68,156
2020년08월_여_60~69세,"3,441",375,20,548,28,23,116,37,266,208,324,196,20,167,28,20,37,31,153,118,159,246,29,97,195
2020년08월_여_70~79세,"3,554",427,27,426,36,29,174,29,295,234,330,229,13,193,24,14,24,19,149,111,164,267,21,125,194
2020년08월_여_80~89세,"2,773",315,27,318,16,16,109,16,179,156,240,222,14,143,16,19,22,16,144,97,129,247,20,101,191
2020년08월_여_90~99세,383,47,2,57,1,0,14,1,16,15,42,25,2,36,1,2,0,5,14,9,18,45,2,11,18
2020년08월_여_100세 이상,12,1,0,3,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,0
2020년09월_계_총인구수,"39,271","4,267",242,"5,847",245,224,"1,503",327,"3,168","2,281","3,566","2,544",219,"2,348",450,230,519,327,"1,780","1,575","1,583","2,728",280,987,"2,031"
2020년09월_계_연령구간인구수,"39,271","4,267",242,"5,847",245,224,"1,503",327,"3,168","2,281","3,566","2,544",219,"2,348",450,230,519,327,"1,780","1,575","1,583","2,728",280,987,"2,031"
2020년09월_계_0~9세,"1,626",155,5,233,9,11,48,6,176,91,141,114,9,71,11,11,35,12,79,78,78,125,10,20,98
2020년09월_계_10~19세,"2,049",225,6,284,5,6,50,14,219,99,218,215,5,124,23,17,34,23,106,102,64,97,7,34,72
2020년09월_계_20~29세,"2,839",291,14,516,9,6,114,20,227,143,213,173,7,210,70,16,50,30,121,131,84,198,18,52,126
2020년09월_계_30~39세,"2,790",273,15,445,17,15,97,20,219,141,235,177,13,201,48,14,62,27,121,131,114,180,33,61,131
2020년09월_계_40~49세,"4,388",461,16,650,22,23,189,37,411,218,418,276,33,311,75,28,90,43,195,219,161,227,25,80,180
2020년09월_계_50~59세,"7,099",781,55,"1,116",40,32,295,70,575,437,628,383,58,453,88,51,103,62,322,286,240,463,47,148,366
2020년09월_계_60~69세,"7,622",837,51,"1,228",64,49,241,72,575,450,699,456,44,390,70,43,72,66,330,281,333,554,67,226,424
2020년09월_계_70~79세,"6,415",738,39,816,56,54,291,62,506,429,624,422,30,329,40,25,44,41,287,208,296,476,45,219,338
2020년09월_계_80~89세,"3,944",447,39,482,21,27,163,25,242,250,342,298,17,213,24,22,29,17,200,124,189,349,24,132,268
2020년09월_계_90~99세,483,58,2,73,2,1,15,1,18,23,48,30,2,41,1,3,0,6,19,13,22,58,4,15,28
2020년09월_계_100세 이상,16,1,0,4,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,2,1,0,0,0
2020년09월_남_총인구수,"20,917","2,226",126,"3,150",127,129,810,189,"1,685","1,203","1,866","1,308",127,"1,314",289,130,297,193,952,860,831,"1,419",152,491,"1,043"
2020년09월_남_연령구간인구수,"20,917","2,226",126,"3,150",127,129,810,189,"1,685","1,203","1,866","1,308",127,"1,314",289,130,297,193,952,860,831,"1,419",152,491,"1,043"
2020년09월_남_0~9세,842,87,2,129,5,9,24,2,86,50,75,58,6,32,6,6,18,5,33,33,42,62,6,10,56
2020년09월_남_10~19세,"1,053",107,2,134,2,4,24,11,118,49,103,105,3,74,14,10,23,13,60,55,27,53,4,16,42
2020년09월_남_20~29세,"1,708",187,10,289,6,4,70,9,139,82,112,108,3,132,49,10,24,19,79,72,53,119,12,43,77
2020년09월_남_30~39세,"1,758",162,9,285,11,11,66,17,133,99,143,116,6,133,38,9,43,16,67,78,71,107,22,37,79
2020년09월_남_40~49세,"2,930",299,11,416,17,18,138,27,273,138,268,167,26,222,57,24,64,33,133,151,115,153,15,50,115
2020년09월_남_50~59세,"4,317",474,36,644,24,20,193,47,350,253,387,227,39,289,60,33,62,44,205,176,152,289,23,78,212
2020년09월_남_60~69세,"4,180",461,32,683,36,26,123,34,308,239,377,253,24,223,41,23,36,39,177,165,174,308,39,128,231
2020년09월_남_70~79세,"2,870",307,12,387,20,25,118,33,216,194,290,194,17,136,16,11,21,21,142,97,134,215,24,94,146
2020년09월_남_80~89세,"1,168",132,12,168,5,11,53,9,60,93,104,76,3,70,8,3,6,2,51,29,59,100,5,33,76
2020년09월_남_90~99세,86,10,0,14,1,1,1,0,2,6,7,4,0,2,0,1,0,1,5,3,3,12,2,2,9
2020년09월_남_100세 이상,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2020년09월_여_총인구수,"18,354","2,041",116,"2,697",118,95,693,138,"1,483","1,078","1,700","1,236",92,"1,034",161,100,222,134,828,715,752,"1,309",128,496,988
2020년09월_여_연령구간인구수,"18,354","2,041",116,"2,697",118,95,693,138,"1,483","1,078","1,700","1,236",92,"1,034",161,100,222,134,828,715,752,"1,309",128,496,988
2020년09월_여_0~9세,784,68,3,104,4,2,24,4,90,41,66,56,3,39,5,5,17,7,46,45,36,63,4,10,42
2020년09월_여_10~19세,996,118,4,150,3,2,26,3,101,50,115,110,2,50,9,7,11,10,46,47,37,44,3,18,30
2020년09월_여_20~29세,"1,131",104,4,227,3,2,44,11,88,61,101,65,4,78,21,6,26,11,42,59,31,79,6,9,49
2020년09월_여_30~39세,"1,032",111,6,160,6,4,31,3,86,42,92,61,7,68,10,5,19,11,54,53,43,73,11,24,52
2020년09월_여_40~49세,"1,458",162,5,234,5,5,51,10,138,80,150,109,7,89,18,4,26,10,62,68,46,74,10,30,65
2020년09월_여_50~59세,"2,782",307,19,472,16,12,102,23,225,184,241,156,19,164,28,18,41,18,117,110,88,174,24,70,154
2020년09월_여_60~69세,"3,442",376,19,545,28,23,118,38,267,211,322,203,20,167,29,20,36,27,153,116,159,246,28,98,193
2020년09월_여_70~79세,"3,545",431,27,429,36,29,173,29,290,235,334,228,13,193,24,14,23,20,145,111,162,261,21,125,192
2020년09월_여_80~89세,"2,776",315,27,314,16,16,110,16,182,157,238,222,14,143,16,19,23,15,149,95,130,249,19,99,192
2020년09월_여_90~99세,397,48,2,59,1,0,14,1,16,17,41,26,2,39,1,2,0,5,14,10,19,46,2,13,19
2020년09월_여_100세 이상,11,1,0,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,0
2020년10월_계_총인구수,"39,161","4,260",243,"5,835",245,225,"1,493",324,"3,160","2,273","3,564","2,538",215,"2,353",449,227,515,324,"1,770","1,574","1,575","2,713",276,978,"2,032"
2020년10월_계_연령구간인구수,"39,161","4,260",243,"5,835",245,225,"1,493",324,"3,160","2,273","3,564","2,538",215,"2,353",449,227,515,324,"1,770","1,574","1,575","2,713",276,978,"2,032"
2020년10월_계_0~9세,"1,591",151,5,222,10,13,47,6,173,83,142,110,9,75,12,11,33,12,77,76,76,121,9,21,97
2020년10월_계_10~19세,"2,046",227,5,283,5,6,50,12,220,99,214,219,5,125,23,16,34,21,105,101,66,98,7,32,73
2020년10월_계_20~29세,"2,817",288,15,515,8,6,111,22,228,142,216,172,7,207,66,16,50,31,118,133,82,195,16,47,126
2020년10월_계_30~39세,"2,745",270,15,433,17,14,94,19,215,141,232,173,12,202,51,14,58,27,119,127,112,175,33,62,130
2020년10월_계_40~49세,"4,358",461,16,651,22,22,188,38,404,215,415,278,32,310,73,28,92,42,195,222,156,223,23,77,175
2020년10월_계_50~59세,"7,083",775,55,"1,114",40,33,295,68,573,436,630,376,58,454,89,49,104,62,317,283,242,459,48,149,374
2020년10월_계_60~69세,"7,647",845,50,"1,241",64,49,237,71,579,456,696,460,42,392,70,42,71,65,332,284,334,555,68,223,421
2020년10월_계_70~79세,"6,429",737,41,818,56,53,293,62,509,429,628,421,30,328,40,25,43,42,288,209,294,479,45,219,340
2020년10월_계_80~89세,"3,943",446,39,482,21,28,162,25,241,248,343,299,17,215,24,23,30,17,198,124,189,347,24,133,268
2020년10월_계_90~99세,484,59,2,72,2,1,16,1,18,23,48,29,2,40,1,3,0,5,21,13,22,60,3,15,28
2020년10월_계_100세 이상,18,1,0,4,0,0,0,0,0,1,0,1,1,5,0,0,0,0,0,2,2,1,0,0,0
2020년10월_남_총인구수,"20,881","2,236",127,"3,142",126,131,808,187,"1,681","1,201","1,867","1,305",124,"1,312",288,128,296,191,946,865,827,"1,408",151,489,"1,045"
2020년10월_남_연령구간인구수,"20,881","2,236",127,"3,142",126,131,808,187,"1,681","1,201","1,867","1,305",124,"1,312",288,128,296,191,946,865,827,"1,408",151,489,"1,045"
2020년10월_남_0~9세,822,85,2,121,5,11,24,2,84,45,77,57,6,32,6,6,17,5,32,32,41,61,5,11,55
2020년10월_남_10~19세,"1,055",108,1,133,2,4,25,9,119,52,102,106,3,75,14,10,23,11,59,55,28,54,4,16,42
2020년10월_남_20~29세,"1,698",187,11,287,5,4,66,11,141,81,112,108,3,130,47,9,24,20,78,74,52,117,12,41,78
2020년10월_남_30~39세,"1,734",163,9,277,11,11,65,16,129,99,140,113,5,132,40,9,41,16,66,77,71,104,22,38,80
2020년10월_남_40~49세,"2,921",303,11,419,17,17,140,28,271,137,267,168,25,223,55,24,64,33,131,153,111,150,14,49,111
2020년10월_남_50~59세,"4,308",470,36,642,24,21,194,46,350,250,388,223,39,286,62,32,64,43,203,177,154,285,24,78,217
2020년10월_남_60~69세,"4,198",468,32,690,36,26,122,33,308,244,376,257,23,226,40,23,36,38,179,166,173,309,39,126,228
2020년10월_남_70~79세,"2,885",309,13,390,20,24,120,33,217,195,293,191,17,135,16,11,20,22,142,97,134,216,24,95,151
2020년10월_남_80~89세,"1,167",132,12,169,5,12,50,9,60,92,105,78,3,70,8,3,7,2,51,29,59,99,5,33,74
2020년10월_남_90~99세,88,11,0,13,1,1,2,0,2,6,7,4,0,2,0,1,0,1,5,4,3,12,2,2,9
2020년10월_남_100세 이상,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2020년10월_여_총인구수,"18,280","2,024",116,"2,693",119,94,685,137,"1,479","1,072","1,697","1,233",91,"1,041",161,99,219,133,824,709,748,"1,305",125,489,987
2020년10월_여_연령구간인구수,"18,280","2,024",116,"2,693",119,94,685,137,"1,479","1,072","1,697","1,233",91,"1,041",161,99,219,133,824,709,748,"1,305",125,489,987
2020년10월_여_0~9세,769,66,3,101,5,2,23,4,89,38,65,53,3,43,6,5,16,7,45,44,35,60,4,10,42
2020년10월_여_10~19세,991,119,4,150,3,2,25,3,101,47,112,113,2,50,9,6,11,10,46,46,38,44,3,16,31
2020년10월_여_20~29세,"1,119",101,4,228,3,2,45,11,87,61,104,64,4,77,19,7,26,11,40,59,30,78,4,6,48
2020년10월_여_30~39세,"1,011",107,6,156,6,3,29,3,86,42,92,60,7,70,11,5,17,11,53,50,41,71,11,24,50
2020년10월_여_40~49세,"1,437",158,5,232,5,5,48,10,133,78,148,110,7,87,18,4,28,9,64,69,45,73,9,28,64
2020년10월_여_50~59세,"2,775",305,19,472,16,12,101,22,223,186,242,153,19,168,27,17,40,19,114,106,88,174,24,71,157
2020년10월_여_60~69세,"3,449",377,18,551,28,23,115,38,271,212,320,203,19,166,30,19,35,27,153,118,161,246,29,97,193
2020년10월_여_70~79세,"3,544",428,28,428,36,29,173,29,292,234,335,230,13,193,24,14,23,20,146,112,160,263,21,124,189
2020년10월_여_80~89세,"2,776",314,27,313,16,16,112,16,181,156,238,221,14,145,16,20,23,15,147,95,130,248,19,100,194
2020년10월_여_90~99세,396,48,2,59,1,0,14,1,16,17,41,25,2,38,1,2,0,4,16,9,19,48,1,13,19
2020년10월_여_100세 이상,13,1,0,3,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,1,1,0,0,0,0
2020년11월_계_총인구수,"39,009","4,241",242,"5,821",244,224,"1,484",320,"3,145","2,264","3,552","2,524",217,"2,335",448,223,516,321,"1,774","1,560","1,568","2,705",275,976,"2,030"
2020년11월_계_연령구간인구수,"39,009","4,241",242,"5,821",244,224,"1,484",320,"3,145","2,264","3,552","2,524",217,"2,335",448,223,516,321,"1,774","1,560","1,568","2,705",275,976,"2,030"
2020년11월_계_0~9세,"1,563",145,5,213,10,13,47,6,174,81,142,109,9,75,12,11,34,12,76,71,73,120,10,19,96
2020년11월_계_10~19세,"2,040",227,5,285,5,6,48,12,219,99,214,217,5,123,22,14,34,20,108,102,66,97,7,32,73
2020년11월_계_20~29세,"2,795",282,15,516,9,6,104,22,222,141,215,170,7,207,67,16,51,31,119,131,84,196,15,45,124
2020년11월_계_30~39세,"2,701",266,16,424,17,12,97,19,210,142,225,165,11,198,51,13,57,25,119,123,110,175,34,62,130
2020년11월_계_40~49세,"4,351",459,14,647,22,22,188,38,404,214,414,276,32,308,74,27,91,43,198,222,153,224,23,80,178
2020년11월_계_50~59세,"7,045",772,55,"1,116",39,34,293,66,566,427,629,378,60,447,88,49,107,61,317,281,243,457,47,147,366
2020년11월_계_60~69세,"7,641",845,51,"1,244",63,48,236,72,586,453,693,461,43,394,70,42,69,65,330,283,335,544,68,221,425
2020년11월_계_70~79세,"6,428",743,41,819,56,54,292,59,507,432,629,416,30,325,39,25,43,42,289,205,295,481,44,220,342
2020년11월_계_80~89세,"3,942",439,39,483,21,28,163,25,239,251,345,302,17,213,24,23,30,17,196,125,187,350,24,134,267
2020년11월_계_90~99세,485,62,1,70,2,1,16,1,18,23,46,29,2,40,1,3,0,5,22,15,20,60,3,16,29
2020년11월_계_100세 이상,18,1,0,4,0,0,0,0,0,1,0,1,1,5,0,0,0,0,0,2,2,1,0,0,0
2020년11월_남_총인구수,"20,798","2,217",127,"3,139",125,131,806,185,"1,675","1,199","1,862","1,295",127,"1,301",288,125,297,190,946,858,823,"1,404",151,483,"1,044"
2020년11월_남_연령구간인구수,"20,798","2,217",127,"3,139",125,131,806,185,"1,675","1,199","1,862","1,295",127,"1,301",288,125,297,190,946,858,823,"1,404",151,483,"1,044"
2020년11월_남_0~9세,799,82,2,112,5,11,24,2,83,45,76,56,6,32,6,5,17,5,31,30,39,61,6,9,54
2020년11월_남_10~19세,"1,052",107,1,133,2,4,25,9,118,53,102,104,3,74,13,9,22,11,62,56,28,54,4,16,42
2020년11월_남_20~29세,"1,685",182,11,292,6,4,61,11,136,80,111,106,3,130,49,9,25,20,78,74,53,117,12,38,77
2020년11월_남_30~39세,"1,717",159,9,276,11,10,69,16,128,100,138,110,5,129,40,9,41,14,66,74,70,104,22,38,79
2020년11월_남_40~49세,"2,914",300,10,416,17,17,138,28,274,136,266,166,25,221,56,23,65,34,131,155,109,150,14,50,113
2020년11월_남_50~59세,"4,285",466,36,645,23,22,194,45,343,248,389,223,42,283,61,32,65,43,202,173,154,285,23,77,211
2020년11월_남_60~69세,"4,197",467,33,692,35,25,123,34,313,243,374,258,23,227,40,23,35,38,178,165,174,304,39,122,232
2020년11월_남_70~79세,"2,893",314,13,390,20,25,120,31,217,197,294,189,17,134,15,11,20,22,143,98,136,213,24,97,153
2020년11월_남_80~89세,"1,164",130,12,170,5,12,50,9,61,91,105,78,3,68,8,3,7,2,50,28,56,103,5,34,74
2020년11월_남_90~99세,87,10,0,12,1,1,2,0,2,6,7,5,0,2,0,1,0,1,5,4,3,12,2,2,9
2020년11월_남_100세 이상,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2020년11월_여_총인구수,"18,211","2,024",115,"2,682",119,93,678,135,"1,470","1,065","1,690","1,229",90,"1,034",160,98,219,131,828,702,745,"1,301",124,493,986
2020년11월_여_연령구간인구수,"18,211","2,024",115,"2,682",119,93,678,135,"1,470","1,065","1,690","1,229",90,"1,034",160,98,219,131,828,702,745,"1,301",124,493,986
2020년11월_여_0~9세,764,63,3,101,5,2,23,4,91,36,66,53,3,43,6,6,17,7,45,41,34,59,4,10,42
2020년11월_여_10~19세,988,120,4,152,3,2,23,3,101,46,112,113,2,49,9,5,12,9,46,46,38,43,3,16,31
2020년11월_여_20~29세,"1,110",100,4,224,3,2,43,11,86,61,104,64,4,77,18,7,26,11,41,57,31,79,3,7,47
2020년11월_여_30~39세,984,107,7,148,6,2,28,3,82,42,87,55,6,69,11,4,16,11,53,49,40,71,12,24,51
2020년11월_여_40~49세,"1,437",159,4,231,5,5,50,10,130,78,148,110,7,87,18,4,26,9,67,67,44,74,9,30,65
2020년11월_여_50~59세,"2,760",306,19,471,16,12,99,21,223,179,240,155,18,164,27,17,42,18,115,108,89,172,24,70,155
2020년11월_여_60~69세,"3,444",378,18,552,28,23,113,38,273,210,319,203,20,167,30,19,34,27,152,118,161,240,29,99,193
2020년11월_여_70~79세,"3,535",429,28,429,36,29,172,28,290,235,335,227,13,191,24,14,23,20,146,107,159,268,20,123,189
2020년11월_여_80~89세,"2,778",309,27,313,16,16,113,16,178,160,240,224,14,145,16,20,23,15,146,97,131,247,19,100,193
2020년11월_여_90~99세,398,52,1,58,1,0,14,1,16,17,39,24,2,38,1,2,0,4,17,11,17,48,1,14,20
2020년11월_여_100세 이상,13,1,0,3,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,1,1,0,0,0,0
2020년12월_계_총인구수,"38,938","4,222",242,"5,813",242,224,"1,480",316,"3,149","2,253","3,553","2,520",221,"2,314",475,226,502,322,"1,770","1,544","1,565","2,713",275,974,"2,023"
2020년12월_계_연령구간인구수,"38,938","4,222",242,"5,813",242,224,"1,480",316,"3,149","2,253","3,553","2,520",221,"2,314",475,226,502,322,"1,770","1,544","1,565","2,713",275,974,"2,023"
2020년12월_계_0~9세,"1,560",144,5,218,9,13,43,6,175,81,141,105,9,73,13,14,31,12,78,70,72,121,11,19,97
2020년12월_계_10~19세,"2,040",226,5,283,5,6,49,11,221,98,212,221,5,121,30,14,30,19,108,99,67,98,8,31,73
2020년12월_계_20~29세,"2,779",280,13,511,9,6,105,21,226,139,215,165,7,206,67,16,52,32,117,130,84,195,16,45,122
2020년12월_계_30~39세,"2,682",265,16,416,16,11,97,18,212,139,226,166,13,191,54,12,53,25,119,119,109,179,33,63,130
2020년12월_계_40~49세,"4,324",452,15,647,22,21,186,37,399,209,419,274,32,302,80,28,93,42,195,218,156,221,25,79,172
2020년12월_계_50~59세,"7,042",768,55,"1,112",39,36,296,66,566,431,630,384,60,444,95,45,102,63,314,282,238,459,47,144,366
2020년12월_계_60~69세,"7,641",846,52,"1,242",63,47,234,72,585,450,693,458,45,395,71,46,69,65,336,280,335,549,64,222,422
2020년12월_계_70~79세,"6,406",738,41,821,55,55,291,58,507,429,626,417,30,322,40,25,42,42,287,205,292,477,43,219,344
2020년12월_계_80~89세,"3,950",439,39,488,22,27,162,26,240,253,344,299,17,214,24,23,30,17,194,124,188,353,25,135,267
2020년12월_계_90~99세,496,63,1,71,2,2,17,1,18,23,47,30,2,41,1,3,0,5,22,15,22,60,3,17,30
2020년12월_계_100세 이상,18,1,0,4,0,0,0,0,0,1,0,1,1,5,0,0,0,0,0,2,2,1,0,0,0
2020년12월_남_총인구수,"20,769","2,203",128,"3,136",124,130,807,183,"1,677","1,189","1,865","1,292",128,"1,287",309,126,288,192,942,849,819,"1,411",151,486,"1,047"
2020년12월_남_연령구간인구수,"20,769","2,203",128,"3,136",124,130,807,183,"1,677","1,189","1,865","1,292",128,"1,287",309,126,288,192,942,849,819,"1,411",151,486,"1,047"
2020년12월_남_0~9세,795,82,2,114,4,11,21,2,83,44,74,54,6,31,8,6,14,5,33,30,38,62,6,10,55
2020년12월_남_10~19세,"1,057",107,1,131,2,4,25,9,119,52,101,106,3,73,18,9,20,10,62,54,28,57,6,17,43
2020년12월_남_20~29세,"1,679",177,10,290,6,4,64,11,140,81,114,103,3,128,48,9,24,21,76,75,53,116,12,37,77
2020년12월_남_30~39세,"1,710",161,9,272,11,9,70,16,129,97,140,108,6,124,43,9,40,14,67,70,69,106,22,39,79
2020년12월_남_40~49세,"2,899",295,11,418,17,16,135,27,273,134,267,163,25,217,60,23,66,34,129,153,110,150,15,51,110
2020년12월_남_50~59세,"4,277",463,37,641,23,23,196,44,341,249,390,227,41,281,68,29,62,45,198,174,152,286,23,75,209
2020년12월_남_60~69세,"4,208",469,33,696,35,24,123,34,312,238,374,257,24,229,41,26,35,38,183,164,174,306,36,123,234
2020년12월_남_70~79세,"2,881",311,13,388,19,26,120,31,217,195,292,192,17,133,15,11,20,22,140,98,134,209,24,98,156
2020년12월_남_80~89세,"1,166",128,12,172,6,12,50,9,61,93,106,76,3,68,8,3,7,2,49,26,56,106,5,34,74
2020년12월_남_90~99세,92,10,0,13,1,1,3,0,2,6,7,6,0,2,0,1,0,1,5,4,4,12,2,2,10
2020년12월_남_100세 이상,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2020년12월_여_총인구수,"18,169","2,019",114,"2,677",118,94,673,133,"1,472","1,064","1,688","1,228",93,"1,027",166,100,214,130,828,695,746,"1,302",124,488,976
2020년12월_여_연령구간인구수,"18,169","2,019",114,"2,677",118,94,673,133,"1,472","1,064","1,688","1,228",93,"1,027",166,100,214,130,828,695,746,"1,302",124,488,976
2020년12월_여_0~9세,765,62,3,104,5,2,22,4,92,37,67,51,3,42,5,8,17,7,45,40,34,59,5,9,42
2020년12월_여_10~19세,983,119,4,152,3,2,24,2,102,46,111,115,2,48,12,5,10,9,46,45,39,41,2,14,30
2020년12월_여_20~29세,"1,100",103,3,221,3,2,41,10,86,58,101,62,4,78,19,7,28,11,41,55,31,79,4,8,45
2020년12월_여_30~39세,972,104,7,144,5,2,27,2,83,42,86,58,7,67,11,3,13,11,52,49,40,73,11,24,51
