카테고리,경기도 평택시,경기도 평택시 팽성읍,경기도 평택시 안중읍,경기도 평택시 포승읍,경기도 평택시 청북읍,경기도 평택시 진위면,경기도 평택시 서탄면,경기도 평택시 고덕면,경기도 평택시 오성면,경기도 평택시 현덕면,경기도 평택시 중앙동,경기도 평택시 서정동,경기도 평택시 송탄동,경기도 평택시 지산동,경기도 평택시 송북동,경기도 평택시 신장1동,경기도 평택시 신장2동,경기도 평택시 신평동,경기도 평택시 원평동,경기도 평택시 통복동,경기도 평택시 비전1동,경기도 평택시 비전2동,경기도 평택시 용이동,경기도 평택시 세교동,경기도 평택시 동삭동,경기도 평택시 고덕동
2020년08월_남_30~39세,"42,702","1,671","3,101","2,623","2,522",839,214,"2,108",379,214,"2,977","1,746","1,777","1,286","1,362",686,388,"1,639",888,255,"7,630","4,101","2,404","1,892",,
2020년08월_남_40~49세,"48,825","2,206","4,441","3,023","2,920","1,004",296,"1,825",532,386,"3,898","2,247","1,951","1,160","1,925",654,472,"1,815",823,294,"7,642","4,491","2,679","2,141",,
2020년08월_남_50~59세,"45,014","2,815","3,755","2,426","1,623","1,172",399,"1,580",765,601,"4,093","2,464","1,652","1,037","2,074",582,543,"2,192","1,028",453,"5,404","4,203","1,692","2,461",,
2020년08월_남_60~69세,"26,325","2,141","1,836","1,392","1,052",918,390,944,564,560,"2,126","1,483",891,600,"1,285",371,450,"1,420",728,353,"2,542","2,306",694,"1,279",,
2020년08월_남_70~79세,"12,403","1,220",844,645,545,487,216,451,339,382,954,760,338,279,540,172,270,679,399,210,993,907,240,533,,
2020년08월_남_80~89세,"4,824",565,326,212,166,168,86,176,139,155,324,292,121,111,227,80,120,275,145,69,342,416,77,232,,
2020년08월_남_90~99세,503,46,35,23,27,12,5,13,25,17,31,41,14,10,29,13,18,26,14,7,31,39,6,21,,
2020년08월_남_100세 이상,74,16,0,0,1,1,1,3,0,0,7,9,2,1,6,5,9,3,4,1,2,2,0,1,,
2020년08월_여_총인구수,"255,174","13,497","21,378","9,732","12,341","5,138","1,655","9,816","3,177","2,547","21,494","12,685","9,434","5,791","11,112","3,735","2,853","11,118","5,189","1,985","38,531","26,891","11,893","13,182",,
2020년08월_여_연령구간인구수,"255,174","13,497","21,378","9,732","12,341","5,138","1,655","9,816","3,177","2,547","21,494","12,685","9,434","5,791","11,112","3,735","2,853","11,118","5,189","1,985","38,531","26,891","11,893","13,182",,
2020년08월_여_0~9세,"23,805",745,"2,115","1,004","1,961",255,61,"1,228",150,76,"1,464",686,"1,155",369,846,296,78,527,295,62,"4,847","2,818","1,668","1,099",,
2020년08월_여_10~19세,"25,583",829,"2,916",937,"1,485",374,91,861,245,143,"2,453","1,156",937,491,"1,103",236,137,854,325,91,"4,211","2,914","1,470","1,324",,
2020년08월_여_20~29세,"32,511","1,244","2,633","1,084",980,607,141,"1,222",309,192,"3,135","1,667","1,203","1,011","1,365",463,321,"1,785",699,271,"5,123","3,593","1,524","1,939",,
2020년08월_여_30~39세,"36,099","1,315","2,678","1,329","2,379",489,138,"1,780",248,152,"2,429","1,356","1,599",903,"1,312",570,250,"1,287",646,166,"7,190","3,999","2,203","1,681",,
2020년08월_여_40~49세,"43,274","1,746","4,262","1,643","2,226",720,173,"1,469",363,241,"3,844","1,992","1,611",896,"1,811",568,312,"1,650",769,246,"7,304","4,903","2,393","2,132",,
2020년08월_여_50~59세,"40,677","2,364","3,117","1,452","1,272",955,296,"1,488",561,436,"3,925","2,419","1,520",887,"2,044",546,488,"2,112",895,381,"5,229","4,336","1,466","2,488",,
2020년08월_여_60~69세,"26,780","2,452","1,787","1,131","1,036",843,323,882,561,550,"2,211","1,700",753,607,"1,332",506,534,"1,491",754,385,"2,605","2,338",690,"1,309",,
2020년08월_여_70~79세,"15,926","1,654","1,114",661,551,532,236,497,395,402,"1,236","1,083",388,414,813,351,447,895,485,242,"1,244","1,241",289,756,,
2020년08월_여_80~89세,"8,922",961,641,410,365,313,174,321,296,295,694,544,228,174,409,159,232,452,267,120,666,642,166,393,,
2020년08월_여_90~99세,"1,434",152,105,77,80,46,21,65,47,57,93,74,37,35,70,34,40,57,43,18,106,96,24,57,,
2020년08월_여_100세 이상,163,35,10,4,6,4,1,3,2,3,10,8,3,4,7,6,14,8,11,3,6,11,0,4,,
2020년09월_계_총인구수,"529,140","27,568","43,824","24,088","26,292","11,336","3,659","21,064","6,747","5,333","44,008","25,582","19,722","12,478","22,141","7,470","5,784","22,806","10,714","4,128","79,763","53,432","24,832","26,369",,
2020년09월_계_연령구간인구수,"529,140","27,568","43,824","24,088","26,292","11,336","3,659","21,064","6,747","5,333","44,008","25,582","19,722","12,478","22,141","7,470","5,784","22,806","10,714","4,128","79,763","53,432","24,832","26,369",,
2020년09월_계_0~9세,"48,674","1,565","4,141","2,015","4,101",505,115,"2,457",334,156,"3,008","1,355","2,356",725,"1,682",593,171,"1,115",565,121,"10,207","5,717","3,438","2,232",,
2020년09월_계_10~19세,"52,896","1,724","5,898","1,992","3,078",820,212,"1,747",494,292,"5,018","2,371","1,839",942,"2,230",502,301,"1,774",685,216,"8,831","6,191","3,037","2,702",,
2020년09월_계_20~29세,"72,024","2,927","5,731","3,020","2,259","1,492",361,"3,045",720,458,"7,079","3,673","2,592","2,344","2,962","1,048",716,"3,904","1,590",614,"10,728","7,412","3,300","4,049",,
2020년09월_계_30~39세,"79,058","2,960","5,732","3,937","4,894","1,319",353,"3,961",618,356,"5,391","3,088","3,387","2,215","2,661","1,272",638,"2,893","1,524",414,"15,174","8,073","4,631","3,567",,
2020년09월_계_40~49세,"92,522","3,953","8,705","4,664","5,207","1,716",468,"3,365",898,618,"7,723","4,221","3,584","2,080","3,734","1,226",789,"3,487","1,592",529,"15,247","9,406","5,048","4,262",,
2020년09월_계_50~59세,"85,941","5,143","6,875","3,883","2,912","2,139",690,"3,103","1,318","1,022","8,058","4,863","3,188","1,933","4,120","1,126","1,032","4,293","1,905",825,"10,836","8,552","3,173","4,952",,
2020년09월_계_60~69세,"53,626","4,630","3,666","2,534","2,101","1,771",719,"1,856","1,130","1,120","4,364","3,196","1,647","1,209","2,631",878,991,"2,941","1,490",740,"5,299","4,704","1,404","2,605",,
2020년09월_계_70~79세,"28,367","2,875","1,955","1,310","1,088","1,023",453,947,728,785,"2,201","1,832",721,688,"1,374",524,712,"1,571",876,452,"2,268","2,163",534,"1,287",,
2020년09월_계_80~89세,"13,819","1,534",967,626,535,485,262,499,432,446,"1,023",849,350,290,636,243,353,733,414,187,"1,026","1,065",236,628,,
2020년09월_계_90~99세,"1,976",206,145,103,111,61,24,78,73,77,125,117,53,47,98,47,58,84,58,26,138,136,31,80,,
2020년09월_계_100세 이상,237,51,9,4,6,5,2,6,2,3,18,17,5,5,13,11,23,11,15,4,9,13,0,5,,
2020년09월_남_총인구수,"273,077","14,074","22,485","14,368","13,892","6,200","2,010","11,085","3,590","2,802","22,528","12,969","10,281","6,656","11,028","3,706","2,926","11,708","5,534","2,172","40,440","26,502","12,906","13,215",,
2020년09월_남_연령구간인구수,"273,077","14,074","22,485","14,368","13,892","6,200","2,010","11,085","3,590","2,802","22,528","12,969","10,281","6,656","11,028","3,706","2,926","11,708","5,534","2,172","40,440","26,502","12,906","13,215",,
2020년09월_남_0~9세,"24,820",815,"2,043","1,011","2,137",257,53,"1,216",180,81,"1,561",684,"1,204",351,845,294,95,585,277,62,"5,254","2,899","1,781","1,135",,
2020년09월_남_10~19세,"27,268",894,"2,997","1,058","1,575",444,123,866,250,154,"2,576","1,234",912,451,"1,128",264,161,925,360,125,"4,548","3,281","1,556","1,386",,
2020년09월_남_20~29세,"39,449","1,697","3,090","1,936","1,270",898,224,"1,784",418,266,"3,948","2,009","1,389","1,331","1,604",577,396,"2,131",890,350,"5,520","3,833","1,761","2,127",,
2020년09월_남_30~39세,"42,843","1,650","3,085","2,615","2,525",831,216,"2,142",375,209,"2,976","1,739","1,787","1,313","1,354",689,381,"1,631",878,257,"7,817","4,072","2,409","1,892",,
2020년09월_남_40~49세,"49,076","2,208","4,446","3,028","2,952",997,296,"1,878",535,383,"3,886","2,244","1,967","1,160","1,914",664,479,"1,827",826,288,"7,790","4,499","2,673","2,136",,
2020년09월_남_50~59세,"45,190","2,801","3,757","2,433","1,640","1,180",395,"1,602",764,591,"4,122","2,460","1,655","1,046","2,087",578,544,"2,192","1,018",449,"5,512","4,211","1,692","2,461",,
2020년09월_남_60~69세,"26,596","2,159","1,864","1,400","1,056",927,393,957,569,566,"2,140","1,492",897,601,"1,289",370,455,"1,432",727,352,"2,615","2,330",713,"1,292",,
2020년09월_남_70~79세,"12,399","1,219",840,647,538,485,216,449,334,380,954,762,334,279,547,171,270,680,392,211,"1,007",914,240,530,,
2020년09월_남_80~89세,"4,853",567,329,216,170,167,88,176,140,155,327,294,120,113,226,81,119,276,148,69,343,421,75,233,,
2020년09월_남_90~99세,509,48,34,24,28,13,5,12,25,17,31,42,14,10,28,13,17,26,14,8,32,40,6,22,,
2020년09월_남_100세 이상,74,16,0,0,1,1,1,3,0,0,7,9,2,1,6,5,9,3,4,1,2,2,0,1,,
2020년09월_여_총인구수,"256,063","13,494","21,339","9,720","12,400","5,136","1,649","9,979","3,157","2,531","21,480","12,613","9,441","5,822","11,113","3,764","2,858","11,098","5,180","1,956","39,323","26,930","11,926","13,154",,
2020년09월_여_연령구간인구수,"256,063","13,494","21,339","9,720","12,400","5,136","1,649","9,979","3,157","2,531","21,480","12,613","9,441","5,822","11,113","3,764","2,858","11,098","5,180","1,956","39,323","26,930","11,926","13,154",,
2020년09월_여_0~9세,"23,854",750,"2,098","1,004","1,964",248,62,"1,241",154,75,"1,447",671,"1,152",374,837,299,76,530,288,59,"4,953","2,818","1,657","1,097",,
2020년09월_여_10~19세,"25,628",830,"2,901",934,"1,503",376,89,881,244,138,"2,442","1,137",927,491,"1,102",238,140,849,325,91,"4,283","2,910","1,481","1,316",,
2020년09월_여_20~29세,"32,575","1,230","2,641","1,084",989,594,137,"1,261",302,192,"3,131","1,664","1,203","1,013","1,358",471,320,"1,773",700,264,"5,208","3,579","1,539","1,922",,
2020년09월_여_30~39세,"36,215","1,310","2,647","1,322","2,369",488,137,"1,819",243,147,"2,415","1,349","1,600",902,"1,307",583,257,"1,262",646,157,"7,357","4,001","2,222","1,675",,
2020년09월_여_40~49세,"43,446","1,745","4,259","1,636","2,255",719,172,"1,487",363,235,"3,837","1,977","1,617",920,"1,820",562,310,"1,660",766,241,"7,457","4,907","2,375","2,126",,
2020년09월_여_50~59세,"40,751","2,342","3,118","1,450","1,272",959,295,"1,501",554,431,"3,936","2,403","1,533",887,"2,033",548,488,"2,101",887,376,"5,324","4,341","1,481","2,491",,
2020년09월_여_60~69세,"27,030","2,471","1,802","1,134","1,045",844,326,899,561,554,"2,224","1,704",750,608,"1,342",508,536,"1,509",763,388,"2,684","2,374",691,"1,313",,
2020년09월_여_70~79세,"15,968","1,656","1,115",663,550,538,237,498,394,405,"1,247","1,070",387,409,827,353,442,891,484,241,"1,261","1,249",294,757,,
2020년09월_여_80~89세,"8,966",967,638,410,365,318,174,323,292,291,696,555,230,177,410,162,234,457,266,118,683,644,161,395,,
2020년09월_여_90~99세,"1,467",158,111,79,83,48,19,66,48,60,94,75,39,37,70,34,41,58,44,18,106,96,25,58,,
2020년09월_여_100세 이상,163,35,9,4,5,4,1,3,2,3,11,8,3,4,7,6,14,8,11,3,7,11,0,4,,
2020년10월_계_총인구수,"531,655","27,532","43,724","24,105","26,341","11,418","3,683","21,714","6,702","5,344","43,885","25,560","19,762","12,510","22,111","7,486","5,778","22,756","10,681","4,102","81,805","53,498","24,873","26,285",,
2020년10월_계_연령구간인구수,"531,655","27,532","43,724","24,105","26,341","11,418","3,683","21,714","6,702","5,344","43,885","25,560","19,762","12,510","22,111","7,486","5,778","22,756","10,681","4,102","81,805","53,498","24,873","26,285",,
2020년10월_계_0~9세,"48,734","1,555","4,102","1,989","4,075",500,113,"2,511",311,154,"2,974","1,345","2,345",720,"1,667",594,163,"1,094",549,118,"10,492","5,727","3,412","2,224",,
2020년10월_계_10~19세,"53,086","1,694","5,898","1,985","3,095",858,215,"1,777",492,297,"4,980","2,362","1,836",935,"2,226",499,313,"1,765",670,214,"9,011","6,212","3,064","2,688",,
2020년10월_계_20~29세,"72,357","2,940","5,715","3,002","2,270","1,490",366,"3,217",711,462,"7,073","3,681","2,604","2,370","2,945","1,049",719,"3,879","1,594",607,"10,967","7,364","3,312","4,020",,
2020년10월_계_30~39세,"79,520","2,948","5,693","3,949","4,873","1,324",349,"4,112",610,354,"5,359","3,086","3,366","2,201","2,643","1,281",642,"2,887","1,525",422,"15,671","8,052","4,621","3,552",,
2020년10월_계_40~49세,"92,941","3,944","8,687","4,655","5,254","1,738",476,"3,487",887,626,"7,670","4,192","3,603","2,099","3,718","1,222",786,"3,497","1,579",523,"15,618","9,412","5,040","4,228",,
2020년10월_계_50~59세,"86,383","5,142","6,886","3,910","2,915","2,142",687,"3,171","1,328","1,012","8,082","4,865","3,215","1,941","4,113","1,141","1,011","4,295","1,910",812,"11,091","8,576","3,191","4,947",,
2020년10월_계_60~69세,"54,116","4,653","3,679","2,561","2,107","1,788",733,"1,901","1,126","1,123","4,389","3,210","1,661","1,213","2,659",879,997,"2,931","1,496",740,"5,459","4,763","1,425","2,623",,
2020년10월_계_70~79세,"28,421","2,866","1,945","1,316","1,094","1,025",453,957,729,789,"2,194","1,835",717,692,"1,387",526,710,"1,572",865,452,"2,316","2,175",533,"1,273",,
2020년10월_계_80~89세,"13,884","1,534",966,631,540,487,265,497,435,448,"1,017",850,356,287,642,237,357,742,420,184,"1,033","1,068",245,643,,
2020년10월_계_90~99세,"1,978",207,144,103,112,61,24,78,71,76,129,117,54,47,98,47,57,83,58,26,138,136,30,82,,
2020년10월_계_100세 이상,235,49,9,4,6,5,2,6,2,3,18,17,5,5,13,11,23,11,15,4,9,13,0,5,,
2020년10월_남_총인구수,"274,461","14,049","22,454","14,414","13,909","6,247","2,024","11,432","3,565","2,805","22,471","12,953","10,305","6,688","11,011","3,723","2,921","11,679","5,520","2,158","41,496","26,519","12,935","13,183",,
2020년10월_남_연령구간인구수,"274,461","14,049","22,454","14,414","13,909","6,247","2,024","11,432","3,565","2,805","22,471","12,953","10,305","6,688","11,011","3,723","2,921","11,679","5,520","2,158","41,496","26,519","12,935","13,183",,
2020년10월_남_0~9세,"24,834",812,"2,035","1,004","2,121",254,50,"1,241",168,80,"1,526",678,"1,187",348,841,299,89,581,265,60,"5,384","2,898","1,781","1,132",,
2020년10월_남_10~19세,"27,416",875,"2,996","1,052","1,590",478,127,882,245,152,"2,567","1,229",916,447,"1,123",264,170,921,349,126,"4,663","3,292","1,568","1,384",,
2020년10월_남_20~29세,"39,621","1,703","3,081","1,937","1,270",894,230,"1,883",416,268,"3,949","2,016","1,402","1,343","1,594",578,398,"2,095",895,351,"5,633","3,795","1,770","2,120",,
2020년10월_남_30~39세,"43,130","1,639","3,072","2,627","2,515",832,209,"2,226",368,208,"2,966","1,738","1,773","1,312","1,345",694,384,"1,631",885,263,"8,095","4,064","2,400","1,884",,
2020년10월_남_40~49세,"49,315","2,200","4,431","3,027","2,981","1,009",303,"1,944",534,388,"3,864","2,220","1,979","1,178","1,907",665,473,"1,838",822,283,"7,968","4,510","2,673","2,118",,
2020년10월_남_50~59세,"45,436","2,808","3,761","2,457","1,642","1,180",392,"1,636",766,588,"4,132","2,459","1,672","1,053","2,080",581,532,"2,203","1,021",437,"5,657","4,218","1,696","2,465",,
2020년10월_남_60~69세,"26,829","2,167","1,880","1,417","1,051",933,402,977,569,569,"2,150","1,504",906,604,"1,303",373,458,"1,420",728,351,"2,687","2,356",726,"1,298",,
2020년10월_남_70~79세,"12,420","1,217",834,648,543,488,216,454,331,380,948,764,329,281,556,172,270,684,384,210,"1,029",923,239,520,,
2020년10월_남_80~89세,"4,882",564,331,221,170,165,89,174,143,156,330,293,126,112,228,79,121,278,152,68,347,421,76,238,,
2020년10월_남_90~99세,504,48,33,24,25,13,5,12,25,16,32,43,13,9,28,13,17,25,15,8,31,40,6,23,,
2020년10월_남_100세 이상,74,16,0,0,1,1,1,3,0,0,7,9,2,1,6,5,9,3,4,1,2,2,0,1,,
2020년10월_여_총인구수,"257,194","13,483","21,270","9,691","12,432","5,171","1,659","10,282","3,137","2,539","21,414","12,607","9,457","5,822","11,100","3,763","2,857","11,077","5,161","1,944","40,309","26,979","11,938","13,102",,
2020년10월_여_연령구간인구수,"257,194","13,483","21,270","9,691","12,432","5,171","1,659","10,282","3,137","2,539","21,414","12,607","9,457","5,822","11,100","3,763","2,857","11,077","5,161","1,944","40,309","26,979","11,938","13,102",,
2020년10월_여_0~9세,"23,900",743,"2,067",985,"1,954",246,63,"1,270",143,74,"1,448",667,"1,158",372,826,295,74,513,284,58,"5,108","2,829","1,631","1,092",,
2020년10월_여_10~19세,"25,670",819,"2,902",933,"1,505",380,88,895,247,145,"2,413","1,133",920,488,"1,103",235,143,844,321,88,"4,348","2,920","1,496","1,304",,
2020년10월_여_20~29세,"32,736","1,237","2,634","1,065","1,000",596,136,"1,334",295,194,"3,124","1,665","1,202","1,027","1,351",471,321,"1,784",699,256,"5,334","3,569","1,542","1,900",,
2020년10월_여_30~39세,"36,390","1,309","2,621","1,322","2,358",492,140,"1,886",242,146,"2,393","1,348","1,593",889,"1,298",587,258,"1,256",640,159,"7,576","3,988","2,221","1,668",,
2020년10월_여_40~49세,"43,626","1,744","4,256","1,628","2,273",729,173,"1,543",353,238,"3,806","1,972","1,624",921,"1,811",557,313,"1,659",757,240,"7,650","4,902","2,367","2,110",,
2020년10월_여_50~59세,"40,947","2,334","3,125","1,453","1,273",962,295,"1,535",562,424,"3,950","2,406","1,543",888,"2,033",560,479,"2,092",889,375,"5,434","4,358","1,495","2,482",,
2020년10월_여_60~69세,"27,287","2,486","1,799","1,144","1,056",855,331,924,557,554,"2,239","1,706",755,609,"1,356",506,539,"1,511",768,389,"2,772","2,407",699,"1,325",,
2020년10월_여_70~79세,"16,001","1,649","1,111",668,551,537,237,503,398,409,"1,246","1,071",388,411,831,354,440,888,481,242,"1,287","1,252",294,753,,
2020년10월_여_80~89세,"9,002",970,635,410,370,322,176,323,292,292,687,557,230,175,414,158,236,464,268,116,686,647,169,405,,
2020년10월_여_90~99세,"1,474",159,111,79,87,48,19,66,46,60,97,74,41,38,70,34,40,58,43,18,107,96,24,59,,
2020년10월_여_100세 이상,161,33,9,4,5,4,1,3,2,3,11,8,3,4,7,6,14,8,11,3,7,11,0,4,,
2020년11월_계_총인구수,"534,343","27,553","43,703","24,026","26,467","11,382","3,681","22,502","6,704","5,322","43,885","25,516","19,754","12,537","22,061","7,479","5,767","22,745","10,665","4,098","83,579","53,677","24,962","26,278",,
2020년11월_계_연령구간인구수,"534,343","27,553","43,703","24,026","26,467","11,382","3,681","22,502","6,704","5,322","43,885","25,516","19,754","12,537","22,061","7,479","5,767","22,745","10,665","4,098","83,579","53,677","24,962","26,278",,
2020년11월_계_0~9세,"48,882","1,546","4,065","1,942","4,057",502,115,"2,622",312,151,"2,958","1,329","2,316",719,"1,635",595,166,"1,074",539,124,"10,737","5,742","3,409","2,227",,
2020년11월_계_10~19세,"53,148","1,704","5,868","1,986","3,126",836,215,"1,819",491,298,"4,949","2,349","1,838",918,"2,226",501,303,"1,753",663,208,"9,148","6,203","3,075","2,671",,
2020년11월_계_20~29세,"72,932","2,930","5,730","3,011","2,280","1,494",360,"3,383",705,453,"7,077","3,673","2,622","2,399","2,944","1,052",725,"3,926","1,596",616,"11,215","7,377","3,351","4,013",,
2020년11월_계_30~39세,"79,942","2,944","5,687","3,916","4,860","1,326",343,"4,311",608,358,"5,360","3,082","3,349","2,204","2,608","1,277",638,"2,871","1,506",417,"16,054","8,062","4,616","3,545",,
2020년11월_계_40~49세,"93,403","3,949","8,671","4,648","5,323","1,722",480,"3,597",894,625,"7,640","4,164","3,615","2,096","3,714","1,216",783,"3,487","1,592",519,"15,953","9,429","5,069","4,217",,
2020년11월_계_50~59세,"86,674","5,133","6,895","3,887","2,934","2,140",682,"3,275","1,320",984,"8,090","4,868","3,199","1,944","4,101","1,142","1,005","4,283","1,902",812,"11,315","8,616","3,189","4,958",,
2020년11월_계_60~69세,"54,648","4,684","3,715","2,583","2,128","1,793",736,"1,933","1,138","1,138","4,431","3,226","1,686","1,215","2,680",877,"1,000","2,931","1,503",733,"5,612","4,830","1,442","2,634",,
2020년11월_계_70~79세,"28,518","2,860","1,944","1,314","1,098","1,025",457,978,723,784,"2,207","1,831",718,697,"1,396",519,709,"1,578",873,450,"2,349","2,191",534,"1,283",,
2020년11월_계_80~89세,"13,956","1,546",975,631,540,477,267,499,442,452,"1,020",860,351,292,644,243,354,743,419,189,"1,046","1,077",247,642,,
2020년11월_계_90~99세,"2,006",208,144,104,115,62,24,80,69,76,135,117,55,48,100,46,62,88,57,26,141,136,30,83,,
2020년11월_계_100세 이상,234,49,9,4,6,5,2,5,2,3,18,17,5,5,13,11,22,11,15,4,9,14,0,5,,
2020년11월_남_총인구수,"275,968","14,063","22,469","14,381","13,977","6,232","2,016","11,844","3,566","2,792","22,500","12,936","10,292","6,711","10,988","3,734","2,917","11,689","5,530","2,142","42,400","26,618","12,981","13,190",,
2020년11월_남_연령구간인구수,"275,968","14,063","22,469","14,381","13,977","6,232","2,016","11,844","3,566","2,792","22,500","12,936","10,292","6,711","10,988","3,734","2,917","11,689","5,530","2,142","42,400","26,618","12,981","13,190",,
2020년11월_남_0~9세,"24,902",804,"2,024",981,"2,103",251,50,"1,294",169,82,"1,517",665,"1,170",343,826,300,93,569,258,63,"5,499","2,927","1,783","1,131",,
2020년11월_남_10~19세,"27,426",882,"2,970","1,055","1,610",460,128,900,244,153,"2,553","1,226",916,445,"1,118",263,163,916,347,121,"4,732","3,285","1,566","1,373",,
2020년11월_남_20~29세,"39,989","1,698","3,095","1,939","1,277",901,226,"1,964",414,262,"3,968","2,015","1,415","1,361","1,597",590,400,"2,128",905,354,"5,781","3,789","1,792","2,118",,
2020년11월_남_30~39세,"43,385","1,638","3,075","2,611","2,507",835,202,"2,350",366,209,"2,967","1,730","1,761","1,315","1,332",695,384,"1,631",883,254,"8,276","4,067","2,398","1,899",,
2020년11월_남_40~49세,"49,603","2,210","4,427","3,024","3,025","1,004",306,"1,993",539,389,"3,854","2,220","1,979","1,173","1,908",666,474,"1,830",828,283,"8,152","4,522","2,689","2,108",,
2020년11월_남_50~59세,"45,606","2,806","3,771","2,451","1,649","1,181",386,"1,701",758,568,"4,153","2,453","1,666","1,058","2,069",580,526,"2,201","1,019",434,"5,762","4,243","1,695","2,476",,
2020년11월_남_60~69세,"27,095","2,177","1,904","1,427","1,062",934,405,982,577,578,"2,166","1,514",916,608,"1,308",371,461,"1,417",733,349,"2,772","2,391",738,"1,305",,
2020년11월_남_70~79세,"12,457","1,213",833,646,546,489,218,469,328,379,953,764,327,285,564,168,269,692,387,205,"1,039",926,238,519,,
2020년11월_남_80~89세,"4,925",571,336,223,172,163,89,176,147,156,329,297,127,113,231,83,121,277,152,70,353,428,76,235,,
2020년11월_남_90~99세,506,48,34,24,25,13,5,12,24,16,33,43,13,9,29,13,17,25,14,8,32,38,6,25,,
2020년11월_남_100세 이상,74,16,0,0,1,1,1,3,0,0,7,9,2,1,6,5,9,3,4,1,2,2,0,1,,
2020년11월_여_총인구수,"258,375","13,490","21,234","9,645","12,490","5,150","1,665","10,658","3,138","2,530","21,385","12,580","9,462","5,826","11,073","3,745","2,850","11,056","5,135","1,956","41,179","27,059","11,981","13,088",,
2020년11월_여_연령구간인구수,"258,375","13,490","21,234","9,645","12,490","5,150","1,665","10,658","3,138","2,530","21,385","12,580","9,462","5,826","11,073","3,745","2,850","11,056","5,135","1,956","41,179","27,059","11,981","13,088",,
2020년11월_여_0~9세,"23,980",742,"2,041",961,"1,954",251,65,"1,328",143,69,"1,441",664,"1,146",376,809,295,73,505,281,61,"5,238","2,815","1,626","1,096",,
2020년11월_여_10~19세,"25,722",822,"2,898",931,"1,516",376,87,919,247,145,"2,396","1,123",922,473,"1,108",238,140,837,316,87,"4,416","2,918","1,509","1,298",,
2020년11월_여_20~29세,"32,943","1,232","2,635","1,072","1,003",593,134,"1,419",291,191,"3,109","1,658","1,207","1,038","1,347",462,325,"1,798",691,262,"5,434","3,588","1,559","1,895",,
2020년11월_여_30~39세,"36,557","1,306","2,612","1,305","2,353",491,141,"1,961",242,149,"2,393","1,352","1,588",889,"1,276",582,254,"1,240",623,163,"7,778","3,995","2,218","1,646",,
2020년11월_여_40~49세,"43,800","1,739","4,244","1,624","2,298",718,174,"1,604",355,236,"3,786","1,944","1,636",923,"1,806",550,309,"1,657",764,236,"7,801","4,907","2,380","2,109",,
2020년11월_여_50~59세,"41,068","2,327","3,124","1,436","1,285",959,296,"1,574",562,416,"3,937","2,415","1,533",886,"2,032",562,479,"2,082",883,378,"5,553","4,373","1,494","2,482",,
2020년11월_여_60~69세,"27,553","2,507","1,811","1,156","1,066",859,331,951,561,560,"2,265","1,712",770,607,"1,372",506,539,"1,514",770,384,"2,840","2,439",704,"1,329",,
2020년11월_여_70~79세,"16,061","1,647","1,111",668,552,536,239,509,395,405,"1,254","1,067",391,412,832,351,440,886,486,245,"1,310","1,265",296,764,,
2020년11월_여_80~89세,"9,031",975,639,408,368,314,178,323,295,296,691,563,224,179,413,160,233,466,267,119,693,649,171,407,,
2020년11월_여_90~99세,"1,500",160,110,80,90,49,19,68,45,60,102,74,42,39,71,33,45,63,43,18,109,98,24,58,,
2020년11월_여_100세 이상,160,33,9,4,5,4,1,2,2,3,11,8,3,4,7,6,13,8,11,3,7,12,0,4,,
2020년12월_계_총인구수,"537,307","27,696","43,668","24,010","26,705","11,401","3,683","23,052","6,717","5,311","43,954","25,454","19,859","12,571","22,042","7,446","5,770","22,779","10,686","4,087","85,171","53,769","25,034","26,442",,
2020년12월_계_연령구간인구수,"537,307","27,696","43,668","24,010","26,705","11,401","3,683","23,052","6,717","5,311","43,954","25,454","19,859","12,571","22,042","7,446","5,770","22,779","10,686","4,087","85,171","53,769","25,034","26,442",,
2020년12월_계_0~9세,"49,153","1,554","4,017","1,932","4,080",498,118,"2,692",312,157,"2,927","1,325","2,332",712,"1,622",590,169,"1,063",543,122,"10,970","5,745","3,404","2,269",,
2020년12월_계_10~19세,"53,214","1,715","5,836","1,966","3,137",829,208,"1,860",489,295,"4,933","2,334","1,836",908,"2,221",497,301,"1,753",654,204,"9,274","6,198","3,088","2,678",,
2020년12월_계_20~29세,"73,430","2,955","5,762","3,042","2,325","1,498",360,"3,496",698,445,"7,099","3,649","2,631","2,421","2,935","1,043",730,"3,944","1,618",614,"11,398","7,385","3,368","4,014",,
2020년12월_계_30~39세,"80,697","2,995","5,652","3,902","4,912","1,344",347,"4,463",611,355,"5,363","3,089","3,372","2,210","2,591","1,265",635,"2,875","1,497",421,"16,465","8,089","4,633","3,611",,
2020년12월_계_40~49세,"93,800","3,940","8,652","4,626","5,385","1,709",476,"3,671",900,622,"7,638","4,134","3,631","2,095","3,716","1,208",790,"3,481","1,601",505,"16,241","9,447","5,096","4,236",,
2020년12월_계_50~59세,"86,913","5,154","6,893","3,880","2,945","2,140",683,"3,327","1,313",980,"8,120","4,841","3,206","1,952","4,087","1,151","1,003","4,275","1,893",810,"11,496","8,618","3,191","4,955",,
2020년12월_계_60~69세,"55,209","4,714","3,778","2,607","2,145","1,811",738,"1,964","1,154","1,135","4,482","3,242","1,711","1,226","2,713",877,998,"2,962","1,510",739,"5,731","4,863","1,443","2,666",,
