카테고리,충청북도 옥천군,충청북도 옥천군 옥천읍,충청북도 옥천군 동이면,충청북도 옥천군 안남면,충청북도 옥천군 안내면,충청북도 옥천군 청성면,충청북도 옥천군 청산면,충청북도 옥천군 이원면,충청북도 옥천군 군서면,충청북도 옥천군 군북면
2020년11월_여_40~49세,"2,907","2,220",118,34,60,40,92,142,65,136
2020년11월_여_50~59세,"4,187","2,424",280,132,130,202,225,354,180,260
2020년11월_여_60~69세,"4,806","2,197",387,164,248,297,404,479,262,368
2020년11월_여_70~79세,"3,434","1,493",250,131,187,230,324,370,205,244
2020년11월_여_80~89세,"2,480",794,225,121,176,256,273,304,166,165
2020년11월_여_90~99세,434,149,40,26,33,34,32,59,25,36
2020년11월_여_100세 이상,20,4,1,0,5,3,3,1,0,3
2020년12월_계_총인구수,"50,527","28,977","3,220","1,418","1,941","2,347","3,036","4,253","2,290","3,045"
2020년12월_계_연령구간인구수,"50,527","28,977","3,220","1,418","1,941","2,347","3,036","4,253","2,290","3,045"
2020년12월_계_0~9세,"2,590","2,114",84,39,37,29,55,106,58,68
2020년12월_계_10~19세,"3,884","3,036",130,67,73,57,139,191,76,115
2020년12월_계_20~29세,"4,412","3,144",222,62,98,84,141,279,175,207
2020년12월_계_30~39세,"3,877","2,763",178,75,82,86,122,262,130,179
2020년12월_계_40~49세,"6,253","4,484",289,99,161,126,220,396,173,305
2020년12월_계_50~59세,"8,962","4,980",616,274,321,453,518,779,422,599
2020년12월_계_60~69세,"9,855","4,341",832,353,510,652,813,994,571,789
2020년12월_계_70~79세,"6,358","2,665",481,245,347,434,595,730,394,467
2020년12월_계_80~89세,"3,740","1,261",331,169,263,370,384,437,259,266
2020년12월_계_90~99세,569,183,56,35,41,53,45,77,32,47
2020년12월_계_100세 이상,27,6,1,0,8,3,4,2,0,3
2020년12월_남_총인구수,"25,489","14,498","1,665",713,992,"1,181","1,472","2,183","1,199","1,586"
2020년12월_남_연령구간인구수,"25,489","14,498","1,665",713,992,"1,181","1,472","2,183","1,199","1,586"
2020년12월_남_0~9세,"1,351","1,102",47,20,18,16,25,53,33,37
2020년12월_남_10~19세,"2,062","1,604",66,38,38,33,73,108,37,65
2020년12월_남_20~29세,"2,517","1,748",146,39,59,56,86,163,101,119
2020년12월_남_30~39세,"2,023","1,385",100,46,53,47,61,154,74,103
2020년12월_남_40~49세,"3,366","2,279",170,65,103,86,129,256,110,168
2020년12월_남_50~59세,"4,799","2,569",336,142,194,255,293,427,246,337
2020년12월_남_60~69세,"5,023","2,128",444,190,262,351,408,511,309,420
2020년12월_남_70~79세,"2,931","1,178",230,115,164,208,270,358,187,221
2020년12월_남_80~89세,"1,265",465,107,50,87,110,113,134,94,105
2020년12월_남_90~99세,146,39,19,8,11,19,13,18,8,11
2020년12월_남_100세 이상,6,1,0,0,3,0,1,1,0,0
2020년12월_여_총인구수,"25,038","14,479","1,555",705,949,"1,166","1,564","2,070","1,091","1,459"
2020년12월_여_연령구간인구수,"25,038","14,479","1,555",705,949,"1,166","1,564","2,070","1,091","1,459"
2020년12월_여_0~9세,"1,239","1,012",37,19,19,13,30,53,25,31
2020년12월_여_10~19세,"1,822","1,432",64,29,35,24,66,83,39,50
2020년12월_여_20~29세,"1,895","1,396",76,23,39,28,55,116,74,88
2020년12월_여_30~39세,"1,854","1,378",78,29,29,39,61,108,56,76
2020년12월_여_40~49세,"2,887","2,205",119,34,58,40,91,140,63,137
2020년12월_여_50~59세,"4,163","2,411",280,132,127,198,225,352,176,262
2020년12월_여_60~69세,"4,832","2,213",388,163,248,301,405,483,262,369
2020년12월_여_70~79세,"3,427","1,487",251,130,183,226,325,372,207,246
2020년12월_여_80~89세,"2,475",796,224,119,176,260,271,303,165,161
2020년12월_여_90~99세,423,144,37,27,30,34,32,59,24,36
2020년12월_여_100세 이상,21,5,1,0,5,3,3,1,0,3
2021년01월_계_총인구수,"50,468","28,971","3,224","1,418","1,931","2,338","3,031","4,238","2,280","3,037"
2021년01월_계_연령구간인구수,"50,468","28,971","3,224","1,418","1,931","2,338","3,031","4,238","2,280","3,037"
2021년01월_계_0~9세,"2,564","2,101",82,37,32,26,52,107,58,69
2021년01월_계_10~19세,"3,887","3,040",130,68,76,57,141,186,76,113
2021년01월_계_20~29세,"4,348","3,112",221,60,95,84,139,271,165,201
2021년01월_계_30~39세,"3,866","2,759",179,76,79,81,122,264,126,180
2021년01월_계_40~49세,"6,213","4,458",287,100,159,126,220,389,174,300
2021년01월_계_50~59세,"8,940","4,987",618,271,319,450,513,770,415,597
2021년01월_계_60~69세,"9,933","4,380",837,352,515,653,820,"1,004",580,792
2021년01월_계_70~79세,"6,359","2,675",479,249,344,430,593,725,395,469
2021년01월_계_80~89세,"3,757","1,267",335,170,264,373,380,443,258,267
2021년01월_계_90~99세,574,186,55,35,40,54,48,77,33,46
2021년01월_계_100세 이상,27,6,1,0,8,4,3,2,0,3
2021년01월_남_총인구수,"25,447","14,496","1,666",713,985,"1,173","1,470","2,173","1,194","1,577"
2021년01월_남_연령구간인구수,"25,447","14,496","1,666",713,985,"1,173","1,470","2,173","1,194","1,577"
2021년01월_남_0~9세,"1,334","1,092",45,20,16,14,22,53,34,38
2021년01월_남_10~19세,"2,065","1,608",67,38,39,33,75,103,37,65
2021년01월_남_20~29세,"2,478","1,730",147,38,57,55,83,158,96,114
2021년01월_남_30~39세,"2,012","1,385",98,46,51,45,60,155,70,102
2021년01월_남_40~49세,"3,339","2,265",167,66,100,85,130,250,111,165
2021년01월_남_50~59세,"4,782","2,574",337,140,189,250,293,421,243,335
2021년01월_남_60~69세,"5,072","2,146",448,189,268,356,408,520,314,423
2021년01월_남_70~79세,"2,933","1,185",229,118,164,202,270,357,188,220
2021년01월_남_80~89세,"1,279",469,109,50,86,115,115,137,93,105
2021년01월_남_90~99세,147,41,19,8,12,18,13,18,8,10
2021년01월_남_100세 이상,6,1,0,0,3,0,1,1,0,0
2021년01월_여_총인구수,"25,021","14,475","1,558",705,946,"1,165","1,561","2,065","1,086","1,460"
2021년01월_여_연령구간인구수,"25,021","14,475","1,558",705,946,"1,165","1,561","2,065","1,086","1,460"
2021년01월_여_0~9세,"1,230","1,009",37,17,16,12,30,54,24,31
2021년01월_여_10~19세,"1,822","1,432",63,30,37,24,66,83,39,48
2021년01월_여_20~29세,"1,870","1,382",74,22,38,29,56,113,69,87
2021년01월_여_30~39세,"1,854","1,374",81,30,28,36,62,109,56,78
2021년01월_여_40~49세,"2,874","2,193",120,34,59,41,90,139,63,135
2021년01월_여_50~59세,"4,158","2,413",281,131,130,200,220,349,172,262
2021년01월_여_60~69세,"4,861","2,234",389,163,247,297,412,484,266,369
2021년01월_여_70~79세,"3,426","1,490",250,131,180,228,323,368,207,249
2021년01월_여_80~89세,"2,478",798,226,120,178,258,265,306,165,162
2021년01월_여_90~99세,427,145,36,27,28,36,35,59,25,36
2021년01월_여_100세 이상,21,5,1,0,5,4,2,1,0,3
2021년02월_계_총인구수,"50,474","29,063","3,216","1,415","1,927","2,341","3,025","4,220","2,263","3,004"
2021년02월_계_연령구간인구수,"50,474","29,063","3,216","1,415","1,927","2,341","3,025","4,220","2,263","3,004"
2021년02월_계_0~9세,"2,568","2,105",85,37,34,26,51,106,58,66
2021년02월_계_10~19세,"3,859","3,022",126,68,77,57,139,183,76,111
2021년02월_계_20~29세,"4,327","3,122",215,58,91,83,140,264,162,192
2021년02월_계_30~39세,"3,843","2,761",182,72,76,81,118,257,123,173
2021년02월_계_40~49세,"6,218","4,489",281,100,159,129,216,383,168,293
2021년02월_계_50~59세,"8,903","4,977",616,265,313,446,512,772,408,594
2021년02월_계_60~69세,"10,018","4,434",845,358,521,654,822,"1,007",581,796
2021년02월_계_70~79세,"6,337","2,669",475,247,344,431,589,726,392,464
2021년02월_계_80~89세,"3,785","1,289",335,174,264,373,385,441,260,264
2021년02월_계_90~99세,589,189,55,36,40,57,50,79,35,48
2021년02월_계_100세 이상,27,6,1,0,8,4,3,2,0,3
2021년02월_남_총인구수,"25,431","14,536","1,657",709,981,"1,174","1,465","2,166","1,185","1,558"
2021년02월_남_연령구간인구수,"25,431","14,536","1,657",709,981,"1,174","1,465","2,166","1,185","1,558"
2021년02월_남_0~9세,"1,334","1,093",45,20,18,14,22,52,35,35
2021년02월_남_10~19세,"2,058","1,608",63,38,40,32,75,102,37,63
2021년02월_남_20~29세,"2,469","1,732",144,37,55,55,83,157,95,111
2021년02월_남_30~39세,"1,990","1,383",98,44,47,43,57,151,67,100
2021년02월_남_40~49세,"3,336","2,277",164,65,100,86,129,249,106,160
2021년02월_남_50~59세,"4,759","2,572",335,137,184,249,293,421,238,330
2021년02월_남_60~69세,"5,113","2,169",455,190,273,357,408,519,316,426
2021년02월_남_70~79세,"2,927","1,182",224,116,163,203,271,359,190,219
2021년02월_남_80~89세,"1,288",477,111,53,85,117,112,137,93,103
2021년02월_남_90~99세,151,42,18,9,13,18,14,18,8,11
2021년02월_남_100세 이상,6,1,0,0,3,0,1,1,0,0
2021년02월_여_총인구수,"25,043","14,527","1,559",706,946,"1,167","1,560","2,054","1,078","1,446"
2021년02월_여_연령구간인구수,"25,043","14,527","1,559",706,946,"1,167","1,560","2,054","1,078","1,446"
2021년02월_여_0~9세,"1,234","1,012",40,17,16,12,29,54,23,31
2021년02월_여_10~19세,"1,801","1,414",63,30,37,25,64,81,39,48
2021년02월_여_20~29세,"1,858","1,390",71,21,36,28,57,107,67,81
2021년02월_여_30~39세,"1,853","1,378",84,28,29,38,61,106,56,73
2021년02월_여_40~49세,"2,882","2,212",117,35,59,43,87,134,62,133
2021년02월_여_50~59세,"4,144","2,405",281,128,129,197,219,351,170,264
2021년02월_여_60~69세,"4,905","2,265",390,168,248,297,414,488,265,370
2021년02월_여_70~79세,"3,410","1,487",251,131,181,228,318,367,202,245
2021년02월_여_80~89세,"2,497",812,224,121,179,256,273,304,167,161
2021년02월_여_90~99세,438,147,37,27,27,39,36,61,27,37
2021년02월_여_100세 이상,21,5,1,0,5,4,2,1,0,3
2021년03월_계_총인구수,"50,337","29,020","3,212","1,409","1,910","2,351","2,998","4,181","2,253","3,003"
2021년03월_계_연령구간인구수,"50,337","29,020","3,212","1,409","1,910","2,351","2,998","4,181","2,253","3,003"
2021년03월_계_0~9세,"2,550","2,086",89,38,37,25,50,106,55,64
2021년03월_계_10~19세,"3,847","3,010",125,66,77,61,138,182,75,113
2021년03월_계_20~29세,"4,308","3,133",209,58,86,82,137,258,155,190
2021년03월_계_30~39세,"3,842","2,762",182,68,78,86,113,253,124,176
2021년03월_계_40~49세,"6,169","4,470",282,98,153,126,213,373,168,286
2021년03월_계_50~59세,"8,821","4,942",608,262,306,450,496,760,402,595
2021년03월_계_60~69세,"10,091","4,467",851,359,522,659,828,"1,014",584,807
2021년03월_계_70~79세,"6,322","2,662",476,249,345,431,590,721,391,457
2021년03월_계_80~89세,"3,782","1,295",335,175,261,368,381,437,261,269
2021년03월_계_90~99세,588,191,52,36,40,59,51,77,38,44
2021년03월_계_100세 이상,17,2,3,0,5,4,1,0,0,2
2021년03월_남_총인구수,"25,378","14,512","1,657",705,980,"1,178","1,458","2,153","1,173","1,562"
2021년03월_남_연령구간인구수,"25,378","14,512","1,657",705,980,"1,178","1,458","2,153","1,173","1,562"
2021년03월_남_0~9세,"1,318","1,077",46,20,20,13,21,52,33,36
2021년03월_남_10~19세,"2,046","1,600",62,37,40,33,76,101,35,62
2021년03월_남_20~29세,"2,464","1,744",139,38,52,57,81,155,89,109
2021년03월_남_30~39세,"1,992","1,387",98,41,48,46,56,150,67,99
2021년03월_남_40~49세,"3,312","2,268",162,65,99,83,128,243,107,157
2021년03월_남_50~59세,"4,736","2,557",333,136,183,251,289,423,230,334
2021년03월_남_60~69세,"5,150","2,176",461,190,275,361,414,523,318,432
2021년03월_남_70~79세,"2,920","1,183",224,118,164,200,269,355,191,216
2021년03월_남_80~89세,"1,287",480,114,51,84,115,109,133,95,106
2021년03월_남_90~99세,150,40,17,9,13,19,15,18,8,11
2021년03월_남_100세 이상,3,0,1,0,2,0,0,0,0,0
2021년03월_여_총인구수,"24,959","14,508","1,555",704,930,"1,173","1,540","2,028","1,080","1,441"
2021년03월_여_연령구간인구수,"24,959","14,508","1,555",704,930,"1,173","1,540","2,028","1,080","1,441"
2021년03월_여_0~9세,"1,232","1,009",43,18,17,12,29,54,22,28
2021년03월_여_10~19세,"1,801","1,410",63,29,37,28,62,81,40,51
2021년03월_여_20~29세,"1,844","1,389",70,20,34,25,56,103,66,81
2021년03월_여_30~39세,"1,850","1,375",84,27,30,40,57,103,57,77
2021년03월_여_40~49세,"2,857","2,202",120,33,54,43,85,130,61,129
2021년03월_여_50~59세,"4,085","2,385",275,126,123,199,207,337,172,261
2021년03월_여_60~69세,"4,941","2,291",390,169,247,298,414,491,266,375
2021년03월_여_70~79세,"3,402","1,479",252,131,181,231,321,366,200,241
2021년03월_여_80~89세,"2,495",815,221,124,177,253,272,304,166,163
2021년03월_여_90~99세,438,151,35,27,27,40,36,59,30,33
2021년03월_여_100세 이상,14,2,2,0,3,4,1,0,0,2
2021년04월_계_총인구수,"50,341","29,050","3,200","1,412","1,914","2,360","2,994","4,161","2,245","3,005"
2021년04월_계_연령구간인구수,"50,341","29,050","3,200","1,412","1,914","2,360","2,994","4,161","2,245","3,005"
2021년04월_계_0~9세,"2,549","2,088",85,39,37,28,49,104,55,64
2021년04월_계_10~19세,"3,833","3,008",125,66,70,61,140,177,75,111
2021년04월_계_20~29세,"4,286","3,115",210,58,87,81,134,258,150,193
2021년04월_계_30~39세,"3,823","2,757",177,65,81,83,116,249,124,171
2021년04월_계_40~49세,"6,162","4,490",275,99,145,129,204,364,166,290
2021년04월_계_50~59세,"8,789","4,927",603,265,316,444,492,751,398,593
2021년04월_계_60~69세,"10,163","4,490",860,361,527,672,832,"1,025",585,811
2021년04월_계_70~79세,"6,320","2,674",478,249,341,425,589,719,392,453
2021년04월_계_80~89세,"3,805","1,305",331,173,265,375,386,438,260,272
2021년04월_계_90~99세,596,194,54,37,40,59,51,76,40,45
2021년04월_계_100세 이상,15,2,2,0,5,3,1,0,0,2
2021년04월_남_총인구수,"25,378","14,520","1,653",705,983,"1,183","1,456","2,143","1,170","1,565"
2021년04월_남_연령구간인구수,"25,378","14,520","1,653",705,983,"1,183","1,456","2,143","1,170","1,565"
2021년04월_남_0~9세,"1,313","1,076",45,20,20,13,19,51,33,36
2021년04월_남_10~19세,"2,036","1,604",62,36,36,33,77,96,34,58
2021년04월_남_20~29세,"2,443","1,723",139,38,54,56,78,155,88,112
2021년04월_남_30~39세,"1,980","1,385",97,39,50,42,59,145,67,96
2021년04월_남_40~49세,"3,305","2,277",155,65,93,84,126,239,107,159
2021년04월_남_50~59세,"4,729","2,556",335,137,189,247,286,417,227,335
2021년04월_남_60~69세,"5,202","2,188",465,191,277,373,418,534,320,436
2021년04월_남_70~79세,"2,923","1,188",227,120,164,198,266,355,192,213
2021년04월_남_80~89세,"1,292",483,110,50,85,118,112,133,94,107
2021년04월_남_90~99세,152,40,17,9,13,19,15,18,8,13
2021년04월_남_100세 이상,3,0,1,0,2,0,0,0,0,0
2021년04월_여_총인구수,"24,963","14,530","1,547",707,931,"1,177","1,538","2,018","1,075","1,440"
2021년04월_여_연령구간인구수,"24,963","14,530","1,547",707,931,"1,177","1,538","2,018","1,075","1,440"
2021년04월_여_0~9세,"1,236","1,012",40,19,17,15,30,53,22,28
2021년04월_여_10~19세,"1,797","1,404",63,30,34,28,63,81,41,53
2021년04월_여_20~29세,"1,843","1,392",71,20,33,25,56,103,62,81
2021년04월_여_30~39세,"1,843","1,372",80,26,31,41,57,104,57,75
2021년04월_여_40~49세,"2,857","2,213",120,34,52,45,78,125,59,131
2021년04월_여_50~59세,"4,060","2,371",268,128,127,197,206,334,171,258
2021년04월_여_60~69세,"4,961","2,302",395,170,250,299,414,491,265,375
2021년04월_여_70~79세,"3,397","1,486",251,129,177,227,323,364,200,240
2021년04월_여_80~89세,"2,513",822,221,123,180,257,274,305,166,165
2021년04월_여_90~99세,444,154,37,28,27,40,36,58,32,32
2021년04월_여_100세 이상,12,2,1,0,3,3,1,0,0,2
2021년05월_계_총인구수,"50,320","29,052","3,214","1,408","1,912","2,357","2,993","4,153","2,239","2,992"
2021년05월_계_연령구간인구수,"50,320","29,052","3,214","1,408","1,912","2,357","2,993","4,153","2,239","2,992"
2021년05월_계_0~9세,"2,531","2,077",88,38,36,28,47,102,53,62
2021년05월_계_10~19세,"3,800","2,983",124,65,67,57,143,175,78,108
2021년05월_계_20~29세,"4,276","3,117",209,58,89,83,132,255,147,186
2021년05월_계_30~39세,"3,815","2,758",175,63,78,82,115,247,123,174
2021년05월_계_40~49세,"6,105","4,448",271,99,146,127,202,363,163,286
2021년05월_계_50~59세,"8,801","4,951",613,260,314,435,491,745,398,594
2021년05월_계_60~69세,"10,230","4,522",861,368,532,681,833,"1,036",582,815
2021년05월_계_70~79세,"6,328","2,692",479,245,342,420,591,717,390,452
2021년05월_계_80~89세,"3,811","1,306",334,177,263,379,384,438,263,267
2021년05월_계_90~99세,608,195,58,35,41,62,54,75,42,46
2021년05월_계_100세 이상,15,3,2,0,4,3,1,0,0,2
2021년05월_남_총인구수,"25,358","14,520","1,656",705,982,"1,185","1,454","2,134","1,164","1,558"
2021년05월_남_연령구간인구수,"25,358","14,520","1,656",705,982,"1,185","1,454","2,134","1,164","1,558"
2021년05월_남_0~9세,"1,300","1,067",47,20,20,13,18,49,32,34
2021년05월_남_10~19세,"2,016","1,586",61,36,35,31,79,94,36,58
2021년05월_남_20~29세,"2,444","1,727",140,37,56,58,75,155,87,109
2021년05월_남_30~39세,"1,965","1,382",94,38,48,42,58,141,64,98
2021년05월_남_40~49세,"3,290","2,267",155,65,93,83,125,239,106,157
2021년05월_남_50~59세,"4,735","2,572",338,136,186,245,284,414,225,335
2021년05월_남_60~69세,"5,229","2,196",467,195,282,377,420,539,316,437
2021년05월_남_70~79세,"2,928","1,197",226,117,163,197,268,352,196,212
2021년05월_남_80~89세,"1,293",486,109,52,84,119,112,133,94,104
2021년05월_남_90~99세,155,40,18,9,13,20,15,18,8,14
2021년05월_남_100세 이상,3,0,1,0,2,0,0,0,0,0
2021년05월_여_총인구수,"24,962","14,532","1,558",703,930,"1,172","1,539","2,019","1,075","1,434"
2021년05월_여_연령구간인구수,"24,962","14,532","1,558",703,930,"1,172","1,539","2,019","1,075","1,434"
2021년05월_여_0~9세,"1,231","1,010",41,18,16,15,29,53,21,28
2021년05월_여_10~19세,"1,784","1,397",63,29,32,26,64,81,42,50
2021년05월_여_20~29세,"1,832","1,390",69,21,33,25,57,100,60,77
2021년05월_여_30~39세,"1,850","1,376",81,25,30,40,57,106,59,76
2021년05월_여_40~49세,"2,815","2,181",116,34,53,44,77,124,57,129
2021년05월_여_50~59세,"4,066","2,379",275,124,128,190,207,331,173,259
2021년05월_여_60~69세,"5,001","2,326",394,173,250,304,413,497,266,378
2021년05월_여_70~79세,"3,400","1,495",253,128,179,223,323,365,194,240
2021년05월_여_80~89세,"2,518",820,225,125,179,260,272,305,169,163
2021년05월_여_90~99세,453,155,40,26,28,42,39,57,34,32
2021년05월_여_100세 이상,12,3,1,0,2,3,1,0,0,2
2021년06월_계_총인구수,"50,282","29,051","3,214","1,402","1,910","2,358","2,989","4,148","2,226","2,984"
2021년06월_계_연령구간인구수,"50,282","29,051","3,214","1,402","1,910","2,358","2,989","4,148","2,226","2,984"
2021년06월_계_0~9세,"2,521","2,067",88,38,37,32,47,99,51,62
2021년06월_계_10~19세,"3,797","2,984",125,63,64,59,141,175,78,108
2021년06월_계_20~29세,"4,254","3,109",206,55,88,82,132,257,141,184
2021년06월_계_30~39세,"3,785","2,742",171,64,78,80,114,245,121,170
2021년06월_계_40~49세,"6,114","4,466",277,97,143,125,202,362,163,279
2021년06월_계_50~59세,"8,757","4,921",603,262,318,436,489,735,397,596
2021년06월_계_60~69세,"10,314","4,565",871,368,537,688,836,"1,047",586,816
2021년06월_계_70~79세,"6,305","2,689",478,243,339,415,590,715,387,449
2021년06월_계_80~89세,"3,810","1,306",335,176,260,379,385,440,259,270
2021년06월_계_90~99세,611,199,59,36,42,59,52,73,43,48
2021년06월_계_100세 이상,14,3,1,0,4,3,1,0,0,2
2021년06월_남_총인구수,"25,348","14,528","1,656",702,984,"1,183","1,452","2,129","1,159","1,555"
2021년06월_남_연령구간인구수,"25,348","14,528","1,656",702,984,"1,183","1,452","2,129","1,159","1,555"
2021년06월_남_0~9세,"1,292","1,059",46,20,21,16,18,47,31,34
2021년06월_남_10~19세,"2,017","1,588",63,34,34,33,78,94,36,57
2021년06월_남_20~29세,"2,436","1,728",138,36,55,56,75,156,83,109
2021년06월_남_30~39세,"1,952","1,373",92,39,48,40,60,139,64,97
2021년06월_남_40~49세,"3,287","2,273",155,63,93,81,122,238,107,155
2021년06월_남_50~59세,"4,713","2,558",337,137,186,247,283,409,222,334
2021년06월_남_60~69세,"5,282","2,226",472,195,286,378,422,546,319,438
2021년06월_남_70~79세,"2,918","1,193",226,117,163,195,267,350,196,211
2021년06월_남_80~89세,"1,293",488,109,52,83,118,112,132,93,106
2021년06월_남_90~99세,156,42,18,9,13,19,15,18,8,14
2021년06월_남_100세 이상,2,0,0,0,2,0,0,0,0,0
2021년06월_여_총인구수,"24,934","14,523","1,558",700,926,"1,175","1,537","2,019","1,067","1,429"
2021년06월_여_연령구간인구수,"24,934","14,523","1,558",700,926,"1,175","1,537","2,019","1,067","1,429"
2021년06월_여_0~9세,"1,229","1,008",42,18,16,16,29,52,20,28
2021년06월_여_10~19세,"1,780","1,396",62,29,30,26,63,81,42,51
2021년06월_여_20~29세,"1,818","1,381",68,19,33,26,57,101,58,75
2021년06월_여_30~39세,"1,833","1,369",79,25,30,40,54,106,57,73
2021년06월_여_40~49세,"2,827","2,193",122,34,50,44,80,124,56,124
2021년06월_여_50~59세,"4,044","2,363",266,125,132,189,206,326,175,262
2021년06월_여_60~69세,"5,032","2,339",399,173,251,310,414,501,267,378
2021년06월_여_70~79세,"3,387","1,496",252,126,176,220,323,365,191,238
2021년06월_여_80~89세,"2,517",818,226,124,177,261,273,308,166,164
2021년06월_여_90~99세,455,157,41,27,29,40,37,55,35,34
2021년06월_여_100세 이상,12,3,1,0,2,3,1,0,0,2
2021년07월_계_총인구수,"50,312","29,077","3,223","1,399","1,905","2,367","2,984","4,148","2,221","2,988"
2021년07월_계_연령구간인구수,"50,312","29,077","3,223","1,399","1,905","2,367","2,984","4,148","2,221","2,988"
2021년07월_계_0~9세,"2,491","2,040",90,37,37,34,46,98,51,58
2021년07월_계_10~19세,"3,808","2,998",125,61,63,61,144,173,74,109
2021년07월_계_20~29세,"4,213","3,086",206,55,84,80,126,257,137,182
2021년07월_계_30~39세,"3,781","2,738",171,67,78,78,113,245,121,170
2021년07월_계_40~49세,"6,123","4,467",283,96,142,128,204,360,164,279
2021년07월_계_50~59세,"8,764","4,951",602,253,319,432,479,735,399,594
2021년07월_계_60~69세,"10,350","4,577",874,373,537,696,838,"1,044",586,825
2021년07월_계_70~79세,"6,328","2,705",477,242,340,417,595,714,386,452
2021년07월_계_80~89세,"3,828","1,313",335,176,261,378,387,448,258,272
2021년07월_계_90~99세,613,199,59,39,41,60,51,74,45,45
2021년07월_계_100세 이상,13,3,1,0,3,3,1,0,0,2
2021년07월_남_총인구수,"25,350","14,532","1,658",698,979,"1,191","1,451","2,133","1,154","1,554"
2021년07월_남_연령구간인구수,"25,350","14,532","1,658",698,979,"1,191","1,451","2,133","1,154","1,554"
2021년07월_남_0~9세,"1,277","1,047",47,19,21,18,17,46,31,31
2021년07월_남_10~19세,"2,016","1,592",61,33,33,33,81,94,33,56
2021년07월_남_20~29세,"2,412","1,717",139,34,52,55,71,156,79,109
2021년07월_남_30~39세,"1,947","1,367",90,41,48,38,61,143,63,96
2021년07월_남_40~49세,"3,290","2,271",158,62,92,84,124,236,109,154
2021년07월_남_50~59세,"4,720","2,575",338,133,189,245,276,408,222,334
2021년07월_남_60~69세,"5,299","2,230",473,198,284,383,423,546,319,443
2021년07월_남_70~79세,"2,934","1,202",226,115,164,194,271,351,197,214
2021년07월_남_80~89세,"1,300",489,109,53,83,122,112,135,92,105
2021년07월_남_90~99세,154,42,17,10,12,19,15,18,9,12
2021년07월_남_100세 이상,1,0,0,0,1,0,0,0,0,0
2021년07월_여_총인구수,"24,962","14,545","1,565",701,926,"1,176","1,533","2,015","1,067","1,434"
2021년07월_여_연령구간인구수,"24,962","14,545","1,565",701,926,"1,176","1,533","2,015","1,067","1,434"
2021년07월_여_0~9세,"1,214",993,43,18,16,16,29,52,20,27
2021년07월_여_10~19세,"1,792","1,406",64,28,30,28,63,79,41,53
2021년07월_여_20~29세,"1,801","1,369",67,21,32,25,55,101,58,73
2021년07월_여_30~39세,"1,834","1,371",81,26,30,40,52,102,58,74
2021년07월_여_40~49세,"2,833","2,196",125,34,50,44,80,124,55,125
2021년07월_여_50~59세,"4,044","2,376",264,120,130,187,203,327,177,260
2021년07월_여_60~69세,"5,051","2,347",401,175,253,313,415,498,267,382
2021년07월_여_70~79세,"3,394","1,503",251,127,176,223,324,363,189,238
2021년07월_여_80~89세,"2,528",824,226,123,178,256,275,313,166,167
2021년07월_여_90~99세,459,157,42,29,29,41,36,56,36,33
2021년07월_여_100세 이상,12,3,1,0,2,3,1,0,0,2
2021년08월_계_총인구수,"50,287","29,101","3,218","1,402","1,908","2,377","2,976","4,115","2,209","2,981"
2021년08월_계_연령구간인구수,"50,287","29,101","3,218","1,402","1,908","2,377","2,976","4,115","2,209","2,981"
2021년08월_계_0~9세,"2,473","2,029",86,38,39,36,45,93,48,59
2021년08월_계_10~19세,"3,800","2,995",124,64,65,63,145,166,71,107
2021년08월_계_20~29세,"4,216","3,101",202,53,85,80,128,255,135,177
2021년08월_계_30~39세,"3,753","2,727",172,66,74,77,109,238,118,172
2021년08월_계_40~49세,"6,104","4,465",283,94,142,129,205,352,162,272
2021년08월_계_50~59세,"8,763","4,953",598,252,318,433,477,738,399,595
2021년08월_계_60~69세,"10,367","4,588",873,374,538,700,835,"1,045",585,829
2021년08월_계_70~79세,"6,342","2,728",482,245,341,420,587,710,382,447
2021년08월_계_80~89세,"3,846","1,313",337,178,263,376,393,445,265,276
2021년08월_계_90~99세,610,199,60,38,40,60,51,73,44,45
2021년08월_계_100세 이상,13,3,1,0,3,3,1,0,0,2
2021년08월_남_총인구수,"25,333","14,544","1,651",700,980,"1,196","1,443","2,121","1,148","1,550"
2021년08월_남_연령구간인구수,"25,333","14,544","1,651",700,980,"1,196","1,443","2,121","1,148","1,550"
2021년08월_남_0~9세,"1,270","1,044",46,20,22,19,16,43,30,30
2021년08월_남_10~19세,"2,021","1,596",60,35,34,34,79,92,33,58
2021년08월_남_20~29세,"2,401","1,716",133,33,53,55,71,154,79,107
2021년08월_남_30~39세,"1,934","1,360",91,42,44,36,58,143,62,98
2021년08월_남_40~49세,"3,280","2,272",160,57,92,85,125,230,108,151
2021년08월_남_50~59세,"4,714","2,581",332,136,186,246,275,407,221,330
2021년08월_남_60~69세,"5,304","2,230",472,197,285,384,422,549,320,445
2021년08월_남_70~79세,"2,952","1,217",231,117,167,198,267,349,194,212
2021년08월_남_80~89세,"1,303",487,109,53,84,120,114,136,93,107
2021년08월_남_90~99세,153,41,17,10,12,19,16,18,8,12
2021년08월_남_100세 이상,1,0,0,0,1,0,0,0,0,0
2021년08월_여_총인구수,"24,954","14,557","1,567",702,928,"1,181","1,533","1,994","1,061","1,431"
2021년08월_여_연령구간인구수,"24,954","14,557","1,567",702,928,"1,181","1,533","1,994","1,061","1,431"
2021년08월_여_0~9세,"1,203",985,40,18,17,17,29,50,18,29
