카테고리,대전광역시,대전광역시 동구,대전광역시 중구,대전광역시 서구,대전광역시 유성구,대전광역시 대덕구
2020년10월_남_10~19세,"76,337","10,373","11,427","25,884","19,846","8,807"
2020년10월_남_20~29세,"111,640","15,984","15,946","37,781","28,382","13,547"
2020년10월_남_30~39세,"101,876","13,961","13,602","34,008","29,425","10,880"
2020년10월_남_40~49세,"118,869","17,934","18,894","38,192","29,918","13,931"
2020년10월_남_50~59세,"121,052","18,868","20,200","37,862","27,004","17,118"
2020년10월_남_60~69세,"86,131","15,594","15,883","26,142","16,503","12,009"
2020년10월_남_70~79세,"41,301","8,566","9,227","11,871","6,210","5,427"
2020년10월_남_80~89세,"14,362","2,979","3,449","4,021","2,073","1,840"
2020년10월_남_90~99세,"1,342",274,308,380,238,142
2020년10월_남_100세 이상,88,29,21,17,12,9
2020년10월_여_총인구수,"735,004","110,517","119,960","243,693","174,398","86,436"
2020년10월_여_연령구간인구수,"735,004","110,517","119,960","243,693","174,398","86,436"
2020년10월_여_0~9세,"56,458","7,323","7,575","18,731","17,199","5,630"
2020년10월_여_10~19세,"71,152","9,666","10,749","24,187","18,492","8,058"
2020년10월_여_20~29세,"101,190","14,219","15,160","36,455","24,498","10,858"
2020년10월_여_30~39세,"93,655","11,889","12,874","32,602","27,207","9,083"
2020년10월_여_40~49세,"119,649","16,172","18,338","40,839","30,845","13,455"
2020년10월_여_50~59세,"121,589","17,939","19,725","40,205","27,171","16,549"
2020년10월_여_60~69세,"91,004","16,588","17,472","28,068","16,641","12,235"
2020년10월_여_70~79세,"49,694","10,517","11,354","14,016","7,204","6,603"
2020년10월_여_80~89세,"25,847","5,293","5,679","7,219","4,260","3,396"
2020년10월_여_90~99세,"4,492",844,971,"1,299",837,541
2020년10월_여_100세 이상,274,67,63,72,44,28
2020년11월_계_총인구수,"1,465,893","222,446","236,492","478,872","351,790","176,293"
2020년11월_계_연령구간인구수,"1,465,893","222,446","236,492","478,872","351,790","176,293"
2020년11월_계_0~9세,"115,090","14,978","15,356","38,318","35,132","11,306"
2020년11월_계_10~19세,"147,075","19,943","22,141","49,890","38,303","16,798"
2020년11월_계_20~29세,"212,799","30,124","31,102","74,193","52,861","24,519"
2020년11월_계_30~39세,"194,743","25,713","26,290","66,271","56,375","20,094"
2020년11월_계_40~49세,"237,874","34,036","37,105","78,782","60,631","27,320"
2020년11월_계_50~59세,"242,533","36,743","39,911","77,956","54,169","33,754"
2020년11월_계_60~69세,"178,117","32,329","33,454","54,466","33,409","24,459"
2020년11월_계_70~79세,"91,142","19,080","20,610","25,979","13,407","12,066"
2020년11월_계_80~89세,"40,310","8,283","9,170","11,249","6,365","5,243"
2020년11월_계_90~99세,"5,846","1,122","1,269","1,678","1,082",695
2020년11월_계_100세 이상,364,95,84,90,56,39
2020년11월_남_총인구수,"731,701","112,094","116,718","235,628","177,584","89,677"
2020년11월_남_연령구간인구수,"731,701","112,094","116,718","235,628","177,584","89,677"
2020년11월_남_0~9세,"59,078","7,706","7,856","19,762","18,066","5,688"
2020년11월_남_10~19세,"76,123","10,341","11,409","25,778","19,831","8,764"
2020년11월_남_20~29세,"111,566","15,908","15,946","37,774","28,336","13,602"
2020년11월_남_30~39세,"101,563","13,910","13,515","33,841","29,318","10,979"
2020년11월_남_40~49세,"118,585","17,889","18,834","38,116","29,828","13,918"
2020년11월_남_50~59세,"120,929","18,840","20,179","37,742","27,019","17,149"
2020년11월_남_60~69세,"86,615","15,658","15,924","26,255","16,647","12,131"
2020년11월_남_70~79세,"41,385","8,559","9,267","11,928","6,186","5,445"
2020년11월_남_80~89세,"14,408","2,975","3,459","4,027","2,098","1,849"
2020년11월_남_90~99세,"1,362",280,309,388,243,142
2020년11월_남_100세 이상,87,28,20,17,12,10
2020년11월_여_총인구수,"734,192","110,352","119,774","243,244","174,206","86,616"
2020년11월_여_연령구간인구수,"734,192","110,352","119,774","243,244","174,206","86,616"
2020년11월_여_0~9세,"56,012","7,272","7,500","18,556","17,066","5,618"
2020년11월_여_10~19세,"70,952","9,602","10,732","24,112","18,472","8,034"
2020년11월_여_20~29세,"101,233","14,216","15,156","36,419","24,525","10,917"
2020년11월_여_30~39세,"93,180","11,803","12,775","32,430","27,057","9,115"
2020년11월_여_40~49세,"119,289","16,147","18,271","40,666","30,803","13,402"
2020년11월_여_50~59세,"121,604","17,903","19,732","40,214","27,150","16,605"
2020년11월_여_60~69세,"91,502","16,671","17,530","28,211","16,762","12,328"
2020년11월_여_70~79세,"49,757","10,521","11,343","14,051","7,221","6,621"
2020년11월_여_80~89세,"25,902","5,308","5,711","7,222","4,267","3,394"
2020년11월_여_90~99세,"4,484",842,960,"1,290",839,553
2020년11월_여_100세 이상,277,67,64,73,44,29
2020년12월_계_총인구수,"1,463,882","223,021","235,550","477,880","351,047","176,384"
2020년12월_계_연령구간인구수,"1,463,882","223,021","235,550","477,880","351,047","176,384"
2020년12월_계_0~9세,"114,529","15,010","15,174","38,092","34,946","11,307"
2020년12월_계_10~19세,"146,436","19,901","21,987","49,693","38,155","16,700"
2020년12월_계_20~29세,"212,488","30,186","30,940","74,090","52,744","24,528"
2020년12월_계_30~39세,"194,088","25,852","26,091","65,899","56,069","20,177"
2020년12월_계_40~49세,"237,216","34,080","36,905","78,525","60,445","27,261"
2020년12월_계_50~59세,"241,921","36,736","39,694","77,731","54,074","33,686"
2020년12월_계_60~69세,"179,153","32,564","33,603","54,755","33,611","24,620"
2020년12월_계_70~79세,"91,320","19,150","20,588","26,027","13,453","12,102"
2020년12월_계_80~89세,"40,519","8,315","9,214","11,304","6,411","5,275"
2020년12월_계_90~99세,"5,841","1,129","1,269","1,672","1,082",689
2020년12월_계_100세 이상,371,98,85,92,57,39
2020년12월_남_총인구수,"730,699","112,416","116,233","235,112","177,240","89,698"
2020년12월_남_연령구간인구수,"730,699","112,416","116,233","235,112","177,240","89,698"
2020년12월_남_0~9세,"58,822","7,725","7,763","19,661","17,980","5,693"
2020년12월_남_10~19세,"75,777","10,325","11,332","25,654","19,752","8,714"
2020년12월_남_20~29세,"111,421","15,943","15,848","37,740","28,314","13,576"
2020년12월_남_30~39세,"101,293","13,992","13,430","33,683","29,156","11,032"
2020년12월_남_40~49세,"118,238","17,910","18,729","37,979","29,737","13,883"
2020년12월_남_50~59세,"120,638","18,839","20,046","37,636","26,996","17,121"
2020년12월_남_60~69세,"87,060","15,786","16,011","26,346","16,723","12,194"
2020년12월_남_70~79세,"41,509","8,596","9,269","11,962","6,215","5,467"
2020년12월_남_80~89세,"14,485","2,988","3,475","4,047","2,109","1,866"
2020년12월_남_90~99세,"1,367",284,309,386,246,142
2020년12월_남_100세 이상,89,28,21,18,12,10
2020년12월_여_총인구수,"733,183","110,605","119,317","242,768","173,807","86,686"
2020년12월_여_연령구간인구수,"733,183","110,605","119,317","242,768","173,807","86,686"
2020년12월_여_0~9세,"55,707","7,285","7,411","18,431","16,966","5,614"
2020년12월_여_10~19세,"70,659","9,576","10,655","24,039","18,403","7,986"
2020년12월_여_20~29세,"101,067","14,243","15,092","36,350","24,430","10,952"
2020년12월_여_30~39세,"92,795","11,860","12,661","32,216","26,913","9,145"
2020년12월_여_40~49세,"118,978","16,170","18,176","40,546","30,708","13,378"
2020년12월_여_50~59세,"121,283","17,897","19,648","40,095","27,078","16,565"
2020년12월_여_60~69세,"92,093","16,778","17,592","28,409","16,888","12,426"
2020년12월_여_70~79세,"49,811","10,554","11,319","14,065","7,238","6,635"
2020년12월_여_80~89세,"26,034","5,327","5,739","7,257","4,302","3,409"
2020년12월_여_90~99세,"4,474",845,960,"1,286",836,547
2020년12월_여_100세 이상,282,70,64,74,45,29
2021년01월_계_총인구수,"1,463,291","223,727","235,164","477,326","350,875","176,199"
2021년01월_계_연령구간인구수,"1,463,291","223,727","235,164","477,326","350,875","176,199"
2021년01월_계_0~9세,"113,762","15,041","15,033","37,774","34,697","11,217"
2021년01월_계_10~19세,"145,937","19,868","21,876","49,470","38,129","16,594"
2021년01월_계_20~29세,"212,178","30,188","30,828","73,979","52,673","24,510"
2021년01월_계_30~39세,"193,830","26,005","25,984","65,733","55,991","20,117"
2021년01월_계_40~49세,"236,679","34,143","36,730","78,243","60,403","27,160"
2021년01월_계_50~59세,"241,468","36,796","39,557","77,563","53,935","33,617"
2021년01월_계_60~69세,"180,804","32,875","33,859","55,276","33,975","24,819"
2021년01월_계_70~79세,"91,576","19,185","20,639","26,157","13,482","12,113"
2021년01월_계_80~89세,"40,750","8,392","9,276","11,342","6,430","5,310"
2021년01월_계_90~99세,"5,932","1,137","1,296","1,696","1,101",702
2021년01월_계_100세 이상,375,97,86,93,59,40
2021년01월_남_총인구수,"730,396","112,794","116,032","234,832","177,175","89,563"
2021년01월_남_연령구간인구수,"730,396","112,794","116,032","234,832","177,175","89,563"
2021년01월_남_0~9세,"58,464","7,752","7,706","19,501","17,856","5,649"
2021년01월_남_10~19세,"75,482","10,309","11,265","25,523","19,724","8,661"
2021년01월_남_20~29세,"111,283","15,964","15,776","37,702","28,290","13,551"
2021년01월_남_30~39세,"101,189","14,067","13,371","33,621","29,145","10,985"
2021년01월_남_40~49세,"118,023","17,959","18,654","37,836","29,733","13,841"
2021년01월_남_50~59세,"120,390","18,849","20,002","37,576","26,890","17,073"
2021년01월_남_60~69세,"87,810","15,946","16,098","26,571","16,902","12,293"
2021년01월_남_70~79세,"41,694","8,612","9,322","12,021","6,253","5,486"
2021년01월_남_80~89세,"14,576","3,018","3,499","4,072","2,120","1,867"
2021년01월_남_90~99세,"1,394",290,318,390,248,148
2021년01월_남_100세 이상,91,28,21,19,14,9
2021년01월_여_총인구수,"732,895","110,933","119,132","242,494","173,700","86,636"
2021년01월_여_연령구간인구수,"732,895","110,933","119,132","242,494","173,700","86,636"
2021년01월_여_0~9세,"55,298","7,289","7,327","18,273","16,841","5,568"
2021년01월_여_10~19세,"70,455","9,559","10,611","23,947","18,405","7,933"
2021년01월_여_20~29세,"100,895","14,224","15,052","36,277","24,383","10,959"
2021년01월_여_30~39세,"92,641","11,938","12,613","32,112","26,846","9,132"
2021년01월_여_40~49세,"118,656","16,184","18,076","40,407","30,670","13,319"
2021년01월_여_50~59세,"121,078","17,947","19,555","39,987","27,045","16,544"
2021년01월_여_60~69세,"92,994","16,929","17,761","28,705","17,073","12,526"
2021년01월_여_70~79세,"49,882","10,573","11,317","14,136","7,229","6,627"
2021년01월_여_80~89세,"26,174","5,374","5,777","7,270","4,310","3,443"
2021년01월_여_90~99세,"4,538",847,978,"1,306",853,554
2021년01월_여_100세 이상,284,69,65,74,45,31
2021년02월_계_총인구수,"1,462,064","224,103","234,654","476,945","350,374","175,988"
2021년02월_계_연령구간인구수,"1,462,064","224,103","234,654","476,945","350,374","175,988"
2021년02월_계_0~9세,"113,038","15,010","14,839","37,628","34,435","11,126"
2021년02월_계_10~19세,"145,510","19,971","21,768","49,273","38,001","16,497"
2021년02월_계_20~29세,"211,623","30,133","30,806","73,777","52,519","24,388"
2021년02월_계_30~39세,"193,082","25,967","25,834","65,617","55,662","20,002"
2021년02월_계_40~49세,"236,454","34,241","36,578","78,138","60,367","27,130"
2021년02월_계_50~59세,"241,208","36,789","39,461","77,428","53,979","33,551"
2021년02월_계_60~69세,"182,044","33,079","33,975","55,653","34,283","25,054"
2021년02월_계_70~79세,"91,636","19,176","20,656","26,176","13,521","12,107"
2021년02월_계_80~89세,"41,101","8,485","9,343","11,456","6,436","5,381"
2021년02월_계_90~99세,"5,988","1,154","1,307","1,704","1,113",710
2021년02월_계_100세 이상,380,98,87,95,58,42
2021년02월_남_총인구수,"729,663","113,026","115,744","234,558","176,852","89,483"
2021년02월_남_연령구간인구수,"729,663","113,026","115,744","234,558","176,852","89,483"
2021년02월_남_0~9세,"58,062","7,755","7,604","19,404","17,688","5,611"
2021년02월_남_10~19세,"75,235","10,330","11,233","25,424","19,640","8,608"
2021년02월_남_20~29세,"111,005","15,982","15,743","37,579","28,200","13,501"
2021년02월_남_30~39세,"100,790","14,057","13,275","33,548","29,002","10,908"
2021년02월_남_40~49세,"117,977","17,994","18,572","37,846","29,699","13,866"
2021년02월_남_50~59세,"120,216","18,875","19,948","37,462","26,891","17,040"
2021년02월_남_60~69세,"88,425","16,051","16,172","26,730","17,065","12,407"
2021년02월_남_70~79세,"41,708","8,607","9,320","12,028","6,277","5,476"
2021년02월_남_80~89세,"14,752","3,054","3,538","4,123","2,130","1,907"
2021년02월_남_90~99세,"1,404",294,318,396,246,150
2021년02월_남_100세 이상,89,27,21,18,14,9
2021년02월_여_총인구수,"732,401","111,077","118,910","242,387","173,522","86,505"
2021년02월_여_연령구간인구수,"732,401","111,077","118,910","242,387","173,522","86,505"
2021년02월_여_0~9세,"54,976","7,255","7,235","18,224","16,747","5,515"
2021년02월_여_10~19세,"70,275","9,641","10,535","23,849","18,361","7,889"
2021년02월_여_20~29세,"100,618","14,151","15,063","36,198","24,319","10,887"
2021년02월_여_30~39세,"92,292","11,910","12,559","32,069","26,660","9,094"
2021년02월_여_40~49세,"118,477","16,247","18,006","40,292","30,668","13,264"
2021년02월_여_50~59세,"120,992","17,914","19,513","39,966","27,088","16,511"
2021년02월_여_60~69세,"93,619","17,028","17,803","28,923","17,218","12,647"
2021년02월_여_70~79세,"49,928","10,569","11,336","14,148","7,244","6,631"
2021년02월_여_80~89세,"26,349","5,431","5,805","7,333","4,306","3,474"
2021년02월_여_90~99세,"4,584",860,989,"1,308",867,560
2021년02월_여_100세 이상,291,71,66,77,44,33
2021년03월_계_총인구수,"1,458,463","223,469","233,601","475,685","350,136","175,572"
2021년03월_계_연령구간인구수,"1,458,463","223,469","233,601","475,685","350,136","175,572"
2021년03월_계_0~9세,"112,297","14,943","14,722","37,336","34,261","11,035"
2021년03월_계_10~19세,"145,010","19,971","21,695","49,026","37,931","16,387"
2021년03월_계_20~29세,"211,498","30,220","30,652","73,642","52,588","24,396"
2021년03월_계_30~39세,"192,338","25,851","25,704","65,406","55,473","19,904"
2021년03월_계_40~49세,"235,062","34,027","36,309","77,632","60,212","26,882"
2021년03월_계_50~59세,"240,184","36,513","39,189","77,080","53,950","33,452"
2021년03월_계_60~69세,"183,343","33,183","34,091","56,130","34,617","25,322"
2021년03월_계_70~79세,"91,414","19,102","20,597","26,142","13,504","12,069"
2021년03월_계_80~89세,"41,193","8,503","9,312","11,529","6,461","5,388"
2021년03월_계_90~99세,"5,920","1,117","1,284","1,701","1,107",711
2021년03월_계_100세 이상,204,39,46,61,32,26
2021년03월_남_총인구수,"728,075","112,726","115,273","233,968","176,765","89,343"
2021년03월_남_연령구간인구수,"728,075","112,726","115,273","233,968","176,765","89,343"
2021년03월_남_0~9세,"57,718","7,712","7,550","19,270","17,622","5,564"
2021년03월_남_10~19세,"74,958","10,316","11,201","25,277","19,598","8,566"
2021년03월_남_20~29세,"110,997","16,052","15,663","37,531","28,214","13,537"
2021년03월_남_30~39세,"100,467","13,990","13,211","33,455","28,931","10,880"
2021년03월_남_40~49세,"117,325","17,882","18,460","37,592","29,655","13,736"
2021년03월_남_50~59세,"119,734","18,769","19,802","37,316","26,847","17,000"
2021년03월_남_60~69세,"89,062","16,095","16,255","26,966","17,225","12,521"
2021년03월_남_70~79세,"41,615","8,562","9,292","11,986","6,285","5,490"
2021년03월_남_80~89세,"14,798","3,064","3,526","4,167","2,139","1,902"
2021년03월_남_90~99세,"1,363",274,305,397,243,144
2021년03월_남_100세 이상,38,10,8,11,6,3
2021년03월_여_총인구수,"730,388","110,743","118,328","241,717","173,371","86,229"
2021년03월_여_연령구간인구수,"730,388","110,743","118,328","241,717","173,371","86,229"
2021년03월_여_0~9세,"54,579","7,231","7,172","18,066","16,639","5,471"
2021년03월_여_10~19세,"70,052","9,655","10,494","23,749","18,333","7,821"
2021년03월_여_20~29세,"100,501","14,168","14,989","36,111","24,374","10,859"
2021년03월_여_30~39세,"91,871","11,861","12,493","31,951","26,542","9,024"
2021년03월_여_40~49세,"117,737","16,145","17,849","40,040","30,557","13,146"
2021년03월_여_50~59세,"120,450","17,744","19,387","39,764","27,103","16,452"
2021년03월_여_60~69세,"94,281","17,088","17,836","29,164","17,392","12,801"
2021년03월_여_70~79세,"49,799","10,540","11,305","14,156","7,219","6,579"
2021년03월_여_80~89세,"26,395","5,439","5,786","7,362","4,322","3,486"
2021년03월_여_90~99세,"4,557",843,979,"1,304",864,567
2021년03월_여_100세 이상,166,29,38,50,26,23
2021년04월_계_총인구수,"1,457,619","223,358","233,213","475,622","350,017","175,409"
2021년04월_계_연령구간인구수,"1,457,619","223,358","233,213","475,622","350,017","175,409"
2021년04월_계_0~9세,"111,757","14,869","14,648","37,149","34,125","10,966"
2021년04월_계_10~19세,"144,580","19,927","21,578","48,899","37,875","16,301"
2021년04월_계_20~29세,"211,361","30,180","30,590","73,706","52,506","24,379"
2021년04월_계_30~39세,"192,055","25,790","25,608","65,395","55,391","19,871"
2021년04월_계_40~49세,"234,618","33,994","36,173","77,468","60,183","26,800"
2021년04월_계_50~59세,"239,844","36,404","39,109","77,024","53,978","33,329"
2021년04월_계_60~69세,"184,422","33,423","34,221","56,471","34,803","25,504"
2021년04월_계_70~79세,"91,427","19,072","20,572","26,176","13,523","12,084"
2021년04월_계_80~89세,"41,422","8,540","9,368","11,572","6,504","5,438"
2021년04월_계_90~99세,"5,932","1,120","1,298","1,703","1,103",708
2021년04월_계_100세 이상,201,39,48,59,26,29
2021년04월_남_총인구수,"727,522","112,660","114,991","233,902","176,715","89,254"
2021년04월_남_연령구간인구수,"727,522","112,660","114,991","233,902","176,715","89,254"
2021년04월_남_0~9세,"57,464","7,685","7,498","19,175","17,568","5,538"
2021년04월_남_10~19세,"74,723","10,301","11,133","25,203","19,561","8,525"
2021년04월_남_20~29세,"110,901","16,020","15,604","37,594","28,149","13,534"
2021년04월_남_30~39세,"100,347","13,969","13,178","33,435","28,916","10,849"
2021년04월_남_40~49세,"117,038","17,848","18,377","37,495","29,603","13,715"
2021년04월_남_50~59세,"119,640","18,731","19,756","37,317","26,916","16,920"
2021년04월_남_60~69세,"89,501","16,196","16,321","27,084","17,304","12,596"
2021년04월_남_70~79세,"41,606","8,551","9,253","12,009","6,291","5,502"
2021년04월_남_80~89세,"14,907","3,072","3,556","4,183","2,163","1,933"
2021년04월_남_90~99세,"1,359",277,307,396,240,139
2021년04월_남_100세 이상,36,10,8,11,4,3
2021년04월_여_총인구수,"730,097","110,698","118,222","241,720","173,302","86,155"
2021년04월_여_연령구간인구수,"730,097","110,698","118,222","241,720","173,302","86,155"
2021년04월_여_0~9세,"54,293","7,184","7,150","17,974","16,557","5,428"
2021년04월_여_10~19세,"69,857","9,626","10,445","23,696","18,314","7,776"
2021년04월_여_20~29세,"100,460","14,160","14,986","36,112","24,357","10,845"
2021년04월_여_30~39세,"91,708","11,821","12,430","31,960","26,475","9,022"
2021년04월_여_40~49세,"117,580","16,146","17,796","39,973","30,580","13,085"
2021년04월_여_50~59세,"120,204","17,673","19,353","39,707","27,062","16,409"
2021년04월_여_60~69세,"94,921","17,227","17,900","29,387","17,499","12,908"
2021년04월_여_70~79세,"49,821","10,521","11,319","14,167","7,232","6,582"
2021년04월_여_80~89세,"26,515","5,468","5,812","7,389","4,341","3,505"
2021년04월_여_90~99세,"4,573",843,991,"1,307",863,569
2021년04월_여_100세 이상,165,29,40,48,22,26
2021년05월_계_총인구수,"1,457,161","223,353","233,067","475,406","350,046","175,289"
2021년05월_계_연령구간인구수,"1,457,161","223,353","233,067","475,406","350,046","175,289"
2021년05월_계_0~9세,"111,167","14,792","14,571","36,951","33,968","10,885"
2021년05월_계_10~19세,"144,225","19,873","21,506","48,810","37,813","16,223"
2021년05월_계_20~29세,"211,313","30,295","30,543","73,607","52,518","24,350"
2021년05월_계_30~39세,"191,713","25,709","25,555","65,300","55,283","19,866"
2021년05월_계_40~49세,"233,876","33,926","36,063","77,217","60,041","26,629"
2021년05월_계_50~59세,"239,909","36,343","39,097","77,009","54,118","33,342"
2021년05월_계_60~69세,"185,594","33,606","34,385","56,894","35,064","25,645"
2021년05월_계_70~79세,"91,503","19,042","20,555","26,210","13,566","12,130"
2021년05월_계_80~89세,"41,696","8,598","9,436","11,627","6,551","5,484"
2021년05월_계_90~99세,"5,963","1,130","1,308","1,721","1,097",707
2021년05월_계_100세 이상,202,39,48,60,27,28
2021년05월_남_총인구수,"727,279","112,656","114,905","233,764","176,750","89,204"
2021년05월_남_연령구간인구수,"727,279","112,656","114,905","233,764","176,750","89,204"
2021년05월_남_0~9세,"57,181","7,656","7,464","19,079","17,485","5,497"
2021년05월_남_10~19세,"74,520","10,266","11,096","25,167","19,517","8,474"
2021년05월_남_20~29세,"110,845","16,067","15,583","37,511","28,182","13,502"
2021년05월_남_30~39세,"100,259","13,936","13,166","33,385","28,894","10,878"
2021년05월_남_40~49세,"116,591","17,797","18,278","37,353","29,528","13,635"
2021년05월_남_50~59세,"119,735","18,722","19,777","37,326","26,988","16,922"
2021년05월_남_60~69세,"90,083","16,288","16,411","27,306","17,410","12,668"
2021년05월_남_70~79세,"41,654","8,547","9,222","12,020","6,329","5,536"
2021년05월_남_80~89세,"15,015","3,088","3,594","4,208","2,177","1,948"
2021년05월_남_90~99세,"1,361",279,306,398,236,142
2021년05월_남_100세 이상,35,10,8,11,4,2
2021년05월_여_총인구수,"729,882","110,697","118,162","241,642","173,296","86,085"
2021년05월_여_연령구간인구수,"729,882","110,697","118,162","241,642","173,296","86,085"
2021년05월_여_0~9세,"53,986","7,136","7,107","17,872","16,483","5,388"
2021년05월_여_10~19세,"69,705","9,607","10,410","23,643","18,296","7,749"
2021년05월_여_20~29세,"100,468","14,228","14,960","36,096","24,336","10,848"
2021년05월_여_30~39세,"91,454","11,773","12,389","31,915","26,389","8,988"
2021년05월_여_40~49세,"117,285","16,129","17,785","39,864","30,513","12,994"
2021년05월_여_50~59세,"120,174","17,621","19,320","39,683","27,130","16,420"
2021년05월_여_60~69세,"95,511","17,318","17,974","29,588","17,654","12,977"
2021년05월_여_70~79세,"49,849","10,495","11,333","14,190","7,237","6,594"
2021년05월_여_80~89세,"26,681","5,510","5,842","7,419","4,374","3,536"
2021년05월_여_90~99세,"4,602",851,"1,002","1,323",861,565
2021년05월_여_100세 이상,167,29,40,49,23,26
2021년06월_계_총인구수,"1,456,107","223,245","232,841","474,934","349,927","175,160"
2021년06월_계_연령구간인구수,"1,456,107","223,245","232,841","474,934","349,927","175,160"
2021년06월_계_0~9세,"110,671","14,731","14,503","36,743","33,869","10,825"
2021년06월_계_10~19세,"143,914","19,811","21,449","48,761","37,724","16,169"
2021년06월_계_20~29세,"210,976","30,225","30,529","73,505","52,404","24,313"
2021년06월_계_30~39세,"191,188","25,622","25,481","65,140","55,147","19,798"
2021년06월_계_40~49세,"233,637","33,962","35,988","77,054","60,045","26,588"
2021년06월_계_50~59세,"239,229","36,226","38,943","76,766","54,043","33,251"
2021년06월_계_60~69세,"186,847","33,790","34,547","57,331","35,385","25,794"
2021년06월_계_70~79세,"91,567","19,035","20,561","26,193","13,611","12,167"
2021년06월_계_80~89세,"41,935","8,677","9,490","11,680","6,575","5,513"
2021년06월_계_90~99세,"5,941","1,128","1,301","1,703","1,096",713
2021년06월_계_100세 이상,202,38,49,58,28,29
2021년06월_남_총인구수,"726,666","112,571","114,783","233,513","176,644","89,155"
2021년06월_남_연령구간인구수,"726,666","112,571","114,783","233,513","176,644","89,155"
2021년06월_남_0~9세,"56,962","7,641","7,431","18,982","17,441","5,467"
2021년06월_남_10~19세,"74,318","10,238","11,057","25,119","19,459","8,445"
2021년06월_남_20~29세,"110,659","16,022","15,570","37,471","28,113","13,483"
2021년06월_남_30~39세,"100,001","13,875","13,129","33,303","28,836","10,858"
2021년06월_남_40~49세,"116,445","17,793","18,238","37,283","29,511","13,620"
2021년06월_남_50~59세,"119,425","18,679","19,702","37,219","26,938","16,887"
2021년06월_남_60~69세,"90,680","16,367","16,488","27,512","17,561","12,752"
2021년06월_남_70~79세,"41,670","8,554","9,223","11,995","6,354","5,544"
2021년06월_남_80~89세,"15,109","3,117","3,627","4,224","2,189","1,952"
2021년06월_남_90~99세,"1,363",275,310,394,239,145
2021년06월_남_100세 이상,34,10,8,11,3,2
2021년06월_여_총인구수,"729,441","110,674","118,058","241,421","173,283","86,005"
2021년06월_여_연령구간인구수,"729,441","110,674","118,058","241,421","173,283","86,005"
2021년06월_여_0~9세,"53,709","7,090","7,072","17,761","16,428","5,358"
2021년06월_여_10~19세,"69,596","9,573","10,392","23,642","18,265","7,724"
2021년06월_여_20~29세,"100,317","14,203","14,959","36,034","24,291","10,830"
2021년06월_여_30~39세,"91,187","11,747","12,352","31,837","26,311","8,940"
2021년06월_여_40~49세,"117,192","16,169","17,750","39,771","30,534","12,968"
2021년06월_여_50~59세,"119,804","17,547","19,241","39,547","27,105","16,364"
2021년06월_여_60~69세,"96,167","17,423","18,059","29,819","17,824","13,042"
2021년06월_여_70~79세,"49,897","10,481","11,338","14,198","7,257","6,623"
2021년06월_여_80~89세,"26,826","5,560","5,863","7,456","4,386","3,561"
2021년06월_여_90~99세,"4,578",853,991,"1,309",857,568
2021년06월_여_100세 이상,168,28,41,47,25,27
2021년07월_계_총인구수,"1,455,300","223,198","232,627","474,653","349,836","174,986"
2021년07월_계_연령구간인구수,"1,455,300","223,198","232,627","474,653","349,836","174,986"
2021년07월_계_0~9세,"110,138","14,688","14,459","36,515","33,750","10,726"
2021년07월_계_10~19세,"143,598","19,766","21,364","48,699","37,640","16,129"
2021년07월_계_20~29세,"210,655","30,134","30,475","73,477","52,293","24,276"
2021년07월_계_30~39세,"190,813","25,603","25,442","64,984","55,037","19,747"
2021년07월_계_40~49세,"233,122","33,884","35,854","76,916","59,986","26,482"
2021년07월_계_50~59세,"239,271","36,232","38,945","76,750","54,100","33,244"
2021년07월_계_60~69세,"187,703","33,944","34,627","57,578","35,633","25,921"
2021년07월_계_70~79세,"91,741","19,051","20,600","26,243","13,663","12,184"
2021년07월_계_80~89세,"42,113","8,729","9,510","11,736","6,603","5,535"
2021년07월_계_90~99세,"5,937","1,128","1,300","1,694","1,102",713
2021년07월_계_100세 이상,209,39,51,61,29,29
2021년07월_남_총인구수,"726,281","112,539","114,663","233,371","176,651","89,057"
2021년07월_남_연령구간인구수,"726,281","112,539","114,663","233,371","176,651","89,057"
2021년07월_남_0~9세,"56,671","7,609","7,410","18,866","17,366","5,420"
2021년07월_남_10~19세,"74,201","10,240","11,019","25,089","19,444","8,409"
2021년07월_남_20~29세,"110,519","15,982","15,551","37,444","28,065","13,477"
2021년07월_남_30~39세,"99,801","13,865","13,091","33,229","28,804","10,812"
2021년07월_남_40~49세,"116,203","17,740","18,160","37,214","29,502","13,587"
2021년07월_남_50~59세,"119,467","18,685","19,704","37,226","26,975","16,877"
2021년07월_남_60~69세,"91,051","16,432","16,530","27,609","17,656","12,824"
2021년07월_남_70~79세,"41,779","8,559","9,245","12,037","6,384","5,554"
2021년07월_남_80~89세,"15,191","3,141","3,635","4,257","2,206","1,952"
2021년07월_남_90~99세,"1,361",275,309,389,245,143
2021년07월_남_100세 이상,37,11,9,11,4,2
2021년07월_여_총인구수,"729,019","110,659","117,964","241,282","173,185","85,929"
2021년07월_여_연령구간인구수,"729,019","110,659","117,964","241,282","173,185","85,929"
2021년07월_여_0~9세,"53,467","7,079","7,049","17,649","16,384","5,306"
2021년07월_여_10~19세,"69,397","9,526","10,345","23,610","18,196","7,720"
2021년07월_여_20~29세,"100,136","14,152","14,924","36,033","24,228","10,799"
2021년07월_여_30~39세,"91,012","11,738","12,351","31,755","26,233","8,935"
2021년07월_여_40~49세,"116,919","16,144","17,694","39,702","30,484","12,895"
2021년07월_여_50~59세,"119,804","17,547","19,241","39,524","27,125","16,367"
