카테고리,강원도 횡성군,강원도 횡성군 횡성읍,강원도 횡성군 우천면,강원도 횡성군 안흥면,강원도 횡성군 둔내면,강원도 횡성군 갑천면,강원도 횡성군 청일면,강원도 횡성군 공근면,강원도 횡성군 서원면,강원도 횡성군 강림면
2020년11월_여_50~59세,"4,114","1,742",413,267,560,222,247,325,176,162
2020년11월_여_60~69세,"4,884","1,629",537,369,656,331,337,467,293,265
2020년11월_여_70~79세,"2,902","1,045",322,211,363,183,202,267,148,161
2020년11월_여_80~89세,"2,042",675,239,149,252,147,157,217,128,78
2020년11월_여_90~99세,398,141,37,32,45,27,34,53,22,7
2020년11월_여_100세 이상,22,8,6,3,3,1,1,0,0,0
2020년12월_계_총인구수,"46,472","20,755","4,517","3,077","5,889","2,408","2,429","3,509","2,140","1,748"
2020년12월_계_연령구간인구수,"46,472","20,755","4,517","3,077","5,889","2,408","2,429","3,509","2,140","1,748"
2020년12월_계_0~9세,"2,159","1,461",126,63,244,39,33,87,70,36
2020년12월_계_10~19세,"3,500","2,001",204,505,388,83,70,112,68,69
2020년12월_계_20~29세,"3,851","2,275",375,138,389,131,129,212,118,84
2020년12월_계_30~39세,"3,439","2,025",251,123,439,114,94,181,136,76
2020년12월_계_40~49세,"5,119","2,977",421,189,641,164,165,274,157,131
2020년12월_계_50~59세,"8,739","3,642",899,569,"1,203",461,530,695,390,350
2020년12월_계_60~69세,"10,273","3,301","1,147",790,"1,392",734,733,992,649,535
2020년12월_계_70~79세,"5,592","1,822",660,419,716,395,404,546,309,321
2020년12월_계_80~89세,"3,242","1,045",372,240,418,248,228,344,210,137
2020년12월_계_90~99세,523,193,56,38,55,36,41,63,32,9
2020년12월_계_100세 이상,35,13,6,3,4,3,2,3,1,0
2020년12월_남_총인구수,"23,822","10,435","2,360","1,577","3,087","1,243","1,234","1,838","1,136",912
2020년12월_남_연령구간인구수,"23,822","10,435","2,360","1,577","3,087","1,243","1,234","1,838","1,136",912
2020년12월_남_0~9세,"1,134",763,66,34,127,20,13,46,44,21
2020년12월_남_10~19세,"1,833","1,031",106,263,211,38,43,60,34,47
2020년12월_남_20~29세,"2,188","1,237",242,87,224,72,75,130,71,50
2020년12월_남_30~39세,"1,807","1,021",131,63,255,57,50,111,78,41
2020년12월_남_40~49세,"2,852","1,618",241,99,361,98,92,175,93,75
2020년12월_남_50~59세,"4,624","1,890",487,303,651,237,282,372,214,188
2020년12월_남_60~69세,"5,355","1,662",605,420,730,401,396,522,353,266
2020년12월_남_70~79세,"2,696",785,334,211,356,209,200,280,158,163
2020년12월_남_80~89세,"1,200",374,131,92,161,103,73,127,80,59
2020년12월_남_90~99세,123,51,17,5,11,6,9,12,10,2
2020년12월_남_100세 이상,10,3,0,0,0,2,1,3,1,0
2020년12월_여_총인구수,"22,650","10,320","2,157","1,500","2,802","1,165","1,195","1,671","1,004",836
2020년12월_여_연령구간인구수,"22,650","10,320","2,157","1,500","2,802","1,165","1,195","1,671","1,004",836
2020년12월_여_0~9세,"1,025",698,60,29,117,19,20,41,26,15
2020년12월_여_10~19세,"1,667",970,98,242,177,45,27,52,34,22
2020년12월_여_20~29세,"1,663","1,038",133,51,165,59,54,82,47,34
2020년12월_여_30~39세,"1,632","1,004",120,60,184,57,44,70,58,35
2020년12월_여_40~49세,"2,267","1,359",180,90,280,66,73,99,64,56
2020년12월_여_50~59세,"4,115","1,752",412,266,552,224,248,323,176,162
2020년12월_여_60~69세,"4,918","1,639",542,370,662,333,337,470,296,269
2020년12월_여_70~79세,"2,896","1,037",326,208,360,186,204,266,151,158
2020년12월_여_80~89세,"2,042",671,241,148,257,145,155,217,130,78
2020년12월_여_90~99세,400,142,39,33,44,30,32,51,22,7
2020년12월_여_100세 이상,25,10,6,3,4,1,1,0,0,0
2021년01월_계_총인구수,"46,441","20,736","4,548","3,027","5,889","2,405","2,409","3,521","2,152","1,754"
2021년01월_계_연령구간인구수,"46,441","20,736","4,548","3,027","5,889","2,405","2,409","3,521","2,152","1,754"
2021년01월_계_0~9세,"2,152","1,450",128,63,249,40,31,88,68,35
2021년01월_계_10~19세,"3,447","1,991",212,454,384,87,66,110,70,73
2021년01월_계_20~29세,"3,816","2,268",372,134,390,125,120,207,116,84
2021년01월_계_30~39세,"3,430","2,018",256,124,434,112,92,182,136,76
2021년01월_계_40~49세,"5,111","2,960",421,189,645,166,163,277,158,132
2021년01월_계_50~59세,"8,714","3,648",904,562,"1,182",456,517,704,392,349
2021년01월_계_60~69세,"10,347","3,310","1,157",797,"1,412",734,747,999,655,536
2021년01월_계_70~79세,"5,588","1,829",659,419,706,402,399,544,310,320
2021년01월_계_80~89세,"3,271","1,053",374,242,428,245,231,345,214,139
2021년01월_계_90~99세,529,196,59,40,55,35,41,62,31,10
2021년01월_계_100세 이상,36,13,6,3,4,3,2,3,2,0
2021년01월_남_총인구수,"23,812","10,431","2,381","1,547","3,082","1,245","1,223","1,844","1,142",917
2021년01월_남_연령구간인구수,"23,812","10,431","2,381","1,547","3,082","1,245","1,223","1,844","1,142",917
2021년01월_남_0~9세,"1,132",760,67,36,129,20,12,47,42,19
2021년01월_남_10~19세,"1,806","1,026",111,236,209,42,39,59,35,49
2021년01월_남_20~29세,"2,169","1,236",238,83,223,71,71,128,69,50
2021년01월_남_30~39세,"1,803","1,013",138,65,252,57,48,111,79,40
2021년01월_남_40~49세,"2,838","1,598",240,100,366,95,93,176,93,77
2021년01월_남_50~59세,"4,634","1,909",489,298,643,235,275,380,217,188
2021년01월_남_60~69세,"5,382","1,663",612,420,735,403,401,524,355,269
2021년01월_남_70~79세,"2,706",790,335,211,354,213,201,277,161,164
2021년01월_남_80~89세,"1,208",381,134,93,161,101,73,127,80,58
2021년01월_남_90~99세,124,52,17,5,10,6,9,12,10,3
2021년01월_남_100세 이상,10,3,0,0,0,2,1,3,1,0
2021년01월_여_총인구수,"22,629","10,305","2,167","1,480","2,807","1,160","1,186","1,677","1,010",837
2021년01월_여_연령구간인구수,"22,629","10,305","2,167","1,480","2,807","1,160","1,186","1,677","1,010",837
2021년01월_여_0~9세,"1,020",690,61,27,120,20,19,41,26,16
2021년01월_여_10~19세,"1,641",965,101,218,175,45,27,51,35,24
2021년01월_여_20~29세,"1,647","1,032",134,51,167,54,49,79,47,34
2021년01월_여_30~39세,"1,627","1,005",118,59,182,55,44,71,57,36
2021년01월_여_40~49세,"2,273","1,362",181,89,279,71,70,101,65,55
2021년01월_여_50~59세,"4,080","1,739",415,264,539,221,242,324,175,161
2021년01월_여_60~69세,"4,965","1,647",545,377,677,331,346,475,300,267
2021년01월_여_70~79세,"2,882","1,039",324,208,352,189,198,267,149,156
2021년01월_여_80~89세,"2,063",672,240,149,267,144,158,218,134,81
2021년01월_여_90~99세,405,144,42,35,45,29,32,50,21,7
2021년01월_여_100세 이상,26,10,6,3,4,1,1,0,1,0
2021년02월_계_총인구수,"46,447","20,719","4,557","3,029","5,910","2,410","2,407","3,520","2,144","1,751"
2021년02월_계_연령구간인구수,"46,447","20,719","4,557","3,029","5,910","2,410","2,407","3,520","2,144","1,751"
2021년02월_계_0~9세,"2,151","1,447",127,68,248,39,31,88,67,36
2021년02월_계_10~19세,"3,430","1,984",215,439,383,87,70,115,67,70
2021년02월_계_20~29세,"3,802","2,246",370,140,395,125,120,203,117,86
2021년02월_계_30~39세,"3,416","2,014",258,126,431,111,92,177,133,74
2021년02월_계_40~49세,"5,094","2,949",419,187,650,167,162,274,157,129
2021년02월_계_50~59세,"8,693","3,650",901,561,"1,184",455,511,696,390,345
2021년02월_계_60~69세,"10,399","3,333","1,162",798,"1,419",739,749,"1,005",654,540
2021년02월_계_70~79세,"5,582","1,820",658,423,704,404,396,545,311,321
2021년02월_계_80~89세,"3,320","1,070",384,244,438,244,234,349,216,141
2021년02월_계_90~99세,523,193,57,40,53,36,40,65,30,9
2021년02월_계_100세 이상,37,13,6,3,5,3,2,3,2,0
2021년02월_남_총인구수,"23,810","10,423","2,386","1,549","3,088","1,246","1,220","1,841","1,139",918
2021년02월_남_연령구간인구수,"23,810","10,423","2,386","1,549","3,088","1,246","1,220","1,841","1,139",918
2021년02월_남_0~9세,"1,137",763,67,39,129,19,11,48,41,20
2021년02월_남_10~19세,"1,793","1,017",114,227,210,44,40,60,34,47
2021년02월_남_20~29세,"2,157","1,225",238,88,220,68,72,124,70,52
2021년02월_남_30~39세,"1,787","1,005",140,66,248,56,47,107,78,40
2021년02월_남_40~49세,"2,834","1,595",239,100,370,94,93,176,93,74
2021년02월_남_50~59세,"4,623","1,910",489,295,643,238,272,374,215,187
2021년02월_남_60~69세,"5,404","1,675",609,423,739,403,403,528,353,271
2021년02월_남_70~79세,"2,714",791,337,212,352,216,199,279,163,165
2021년02월_남_80~89세,"1,229",388,137,94,167,100,74,129,81,59
2021년02월_남_90~99세,122,51,16,5,10,6,8,13,10,3
2021년02월_남_100세 이상,10,3,0,0,0,2,1,3,1,0
2021년02월_여_총인구수,"22,637","10,296","2,171","1,480","2,822","1,164","1,187","1,679","1,005",833
2021년02월_여_연령구간인구수,"22,637","10,296","2,171","1,480","2,822","1,164","1,187","1,679","1,005",833
2021년02월_여_0~9세,"1,014",684,60,29,119,20,20,40,26,16
2021년02월_여_10~19세,"1,637",967,101,212,173,43,30,55,33,23
2021년02월_여_20~29세,"1,645","1,021",132,52,175,57,48,79,47,34
2021년02월_여_30~39세,"1,629","1,009",118,60,183,55,45,70,55,34
2021년02월_여_40~49세,"2,260","1,354",180,87,280,73,69,98,64,55
2021년02월_여_50~59세,"4,070","1,740",412,266,541,217,239,322,175,158
2021년02월_여_60~69세,"4,995","1,658",553,375,680,336,346,477,301,269
2021년02월_여_70~79세,"2,868","1,029",321,211,352,188,197,266,148,156
2021년02월_여_80~89세,"2,091",682,247,150,271,144,160,220,135,82
2021년02월_여_90~99세,401,142,41,35,43,30,32,52,20,6
2021년02월_여_100세 이상,27,10,6,3,5,1,1,0,1,0
2021년03월_계_총인구수,"46,399","20,663","4,520","3,172","5,885","2,395","2,386","3,505","2,128","1,745"
2021년03월_계_연령구간인구수,"46,399","20,663","4,520","3,172","5,885","2,395","2,386","3,505","2,128","1,745"
2021년03월_계_0~9세,"2,125","1,436",126,70,250,36,29,78,68,32
2021년03월_계_10~19세,"3,571","1,974",212,593,387,82,71,115,67,70
2021년03월_계_20~29세,"3,788","2,254",372,135,387,130,115,200,115,80
2021년03월_계_30~39세,"3,375","1,999",257,125,423,109,85,173,129,75
2021년03월_계_40~49세,"5,052","2,927",414,187,646,161,162,272,154,129
2021년03월_계_50~59세,"8,634","3,659",878,552,"1,177",451,495,691,385,346
2021년03월_계_60~69세,"10,450","3,341","1,168",799,"1,419",744,757,"1,019",655,548
2021년03월_계_70~79세,"5,543","1,793",657,424,707,396,399,539,313,315
2021년03월_계_80~89세,"3,319","1,076",380,244,432,246,233,354,212,142
2021년03월_계_90~99세,516,193,54,40,53,37,39,64,28,8
2021년03월_계_100세 이상,26,11,2,3,4,3,1,0,2,0
2021년03월_남_총인구수,"23,812","10,411","2,375","1,625","3,071","1,238","1,211","1,834","1,129",918
2021년03월_남_연령구간인구수,"23,812","10,411","2,375","1,625","3,071","1,238","1,211","1,834","1,129",918
2021년03월_남_0~9세,"1,128",759,67,40,131,18,11,42,42,18
2021년03월_남_10~19세,"1,866","1,012",113,311,211,38,39,60,34,48
2021년03월_남_20~29세,"2,161","1,238",241,85,217,70,68,123,70,49
2021년03월_남_30~39세,"1,761","1,000",137,63,240,58,46,102,75,40
2021년03월_남_40~49세,"2,813","1,583",239,98,367,92,94,174,91,75
2021년03월_남_50~59세,"4,595","1,912",476,292,642,239,264,371,212,187
2021년03월_남_60~69세,"5,448","1,687",614,425,740,403,409,538,353,279
2021년03월_남_70~79세,"2,693",783,337,212,349,210,199,279,164,160
2021년03월_남_80~89세,"1,227",388,136,94,165,102,73,131,78,60
2021년03월_남_90~99세,116,48,15,5,9,6,8,14,9,2
2021년03월_남_100세 이상,4,1,0,0,0,2,0,0,1,0
2021년03월_여_총인구수,"22,587","10,252","2,145","1,547","2,814","1,157","1,175","1,671",999,827
2021년03월_여_연령구간인구수,"22,587","10,252","2,145","1,547","2,814","1,157","1,175","1,671",999,827
2021년03월_여_0~9세,997,677,59,30,119,18,18,36,26,14
2021년03월_여_10~19세,"1,705",962,99,282,176,44,32,55,33,22
2021년03월_여_20~29세,"1,627","1,016",131,50,170,60,47,77,45,31
2021년03월_여_30~39세,"1,614",999,120,62,183,51,39,71,54,35
2021년03월_여_40~49세,"2,239","1,344",175,89,279,69,68,98,63,54
2021년03월_여_50~59세,"4,039","1,747",402,260,535,212,231,320,173,159
2021년03월_여_60~69세,"5,002","1,654",554,374,679,341,348,481,302,269
2021년03월_여_70~79세,"2,850","1,010",320,212,358,186,200,260,149,155
2021년03월_여_80~89세,"2,092",688,244,150,267,144,160,223,134,82
2021년03월_여_90~99세,400,145,39,35,44,31,31,50,19,6
2021년03월_여_100세 이상,22,10,2,3,4,1,1,0,1,0
2021년04월_계_총인구수,"46,510","20,791","4,498","3,155","5,902","2,406","2,383","3,514","2,122","1,739"
2021년04월_계_연령구간인구수,"46,510","20,791","4,498","3,155","5,902","2,406","2,383","3,514","2,122","1,739"
2021년04월_계_0~9세,"2,135","1,441",124,68,253,37,30,79,68,35
2021년04월_계_10~19세,"3,554","1,972",205,593,382,81,69,115,67,70
2021년04월_계_20~29세,"3,797","2,285",369,134,382,133,111,194,113,76
2021년04월_계_30~39세,"3,390","2,022",250,122,424,107,88,177,127,73
2021년04월_계_40~49세,"5,039","2,936",411,183,639,164,160,269,152,125
2021년04월_계_50~59세,"8,597","3,656",864,546,"1,176",459,483,688,381,344
2021년04월_계_60~69세,"10,566","3,387","1,179",801,"1,444",743,769,"1,033",660,550
2021년04월_계_70~79세,"5,539","1,793",653,421,712,393,398,539,314,316
2021년04월_계_80~89세,"3,345","1,090",385,244,433,249,236,356,210,142
2021년04월_계_90~99세,521,198,56,40,52,37,38,64,28,8
2021년04월_계_100세 이상,27,11,2,3,5,3,1,0,2,0
2021년04월_남_총인구수,"23,861","10,473","2,367","1,612","3,087","1,243","1,205","1,833","1,128",913
2021년04월_남_연령구간인구수,"23,861","10,473","2,367","1,612","3,087","1,243","1,205","1,833","1,128",913
2021년04월_남_0~9세,"1,132",759,65,38,135,19,11,43,42,20
2021년04월_남_10~19세,"1,860","1,014",109,313,211,36,38,58,34,47
2021년04월_남_20~29세,"2,157","1,253",239,84,214,70,65,119,68,45
2021년04월_남_30~39세,"1,773","1,014",133,61,243,57,47,105,75,38
2021년04월_남_40~49세,"2,804","1,583",236,95,365,96,93,170,91,75
2021년04월_남_50~59세,"4,573","1,912",475,288,640,245,254,366,209,184
2021년04월_남_60~69세,"5,516","1,713",621,426,753,401,418,548,355,281
2021년04월_남_70~79세,"2,695",787,334,209,352,209,199,278,166,161
2021년04월_남_80~89세,"1,232",388,140,93,165,103,73,132,78,60
2021년04월_남_90~99세,115,49,15,5,9,5,7,14,9,2
2021년04월_남_100세 이상,4,1,0,0,0,2,0,0,1,0
2021년04월_여_총인구수,"22,649","10,318","2,131","1,543","2,815","1,163","1,178","1,681",994,826
2021년04월_여_연령구간인구수,"22,649","10,318","2,131","1,543","2,815","1,163","1,178","1,681",994,826
2021년04월_여_0~9세,"1,003",682,59,30,118,18,19,36,26,15
2021년04월_여_10~19세,"1,694",958,96,280,171,45,31,57,33,23
2021년04월_여_20~29세,"1,640","1,032",130,50,168,63,46,75,45,31
2021년04월_여_30~39세,"1,617","1,008",117,61,181,50,41,72,52,35
2021년04월_여_40~49세,"2,235","1,353",175,88,274,68,67,99,61,50
2021년04월_여_50~59세,"4,024","1,744",389,258,536,214,229,322,172,160
2021년04월_여_60~69세,"5,050","1,674",558,375,691,342,351,485,305,269
2021년04월_여_70~79세,"2,844","1,006",319,212,360,184,199,261,148,155
2021년04월_여_80~89세,"2,113",702,245,151,268,146,163,224,132,82
2021년04월_여_90~99세,406,149,41,35,43,32,31,50,19,6
2021년04월_여_100세 이상,23,10,2,3,5,1,1,0,1,0
2021년05월_계_총인구수,"46,589","20,912","4,466","3,166","5,874","2,400","2,392","3,511","2,119","1,749"
2021년05월_계_연령구간인구수,"46,589","20,912","4,466","3,166","5,874","2,400","2,392","3,511","2,119","1,749"
2021년05월_계_0~9세,"2,129","1,448",121,68,248,34,31,76,68,35
2021년05월_계_10~19세,"3,565","1,978",203,592,387,80,71,117,66,71
2021년05월_계_20~29세,"3,790","2,291",371,134,373,132,109,191,112,77
2021년05월_계_30~39세,"3,367","2,032",238,120,415,103,88,171,129,71
2021년05월_계_40~49세,"5,023","2,929",411,186,627,163,161,270,148,128
2021년05월_계_50~59세,"8,603","3,683",856,535,"1,171",456,486,690,381,345
2021년05월_계_60~69세,"10,653","3,443","1,169",814,"1,451",746,776,"1,037",661,556
2021년05월_계_70~79세,"5,534","1,800",651,426,708,388,397,536,313,315
2021년05월_계_80~89세,"3,362","1,095",386,246,437,256,232,358,209,143
2021년05월_계_90~99세,536,202,58,42,52,39,40,65,30,8
2021년05월_계_100세 이상,27,11,2,3,5,3,1,0,2,0
2021년05월_남_총인구수,"23,910","10,541","2,353","1,618","3,068","1,240","1,212","1,832","1,127",919
2021년05월_남_연령구간인구수,"23,910","10,541","2,353","1,618","3,068","1,240","1,212","1,832","1,127",919
2021년05월_남_0~9세,"1,125",760,64,38,130,19,12,41,41,20
2021년05월_남_10~19세,"1,862","1,014",107,312,212,35,39,60,36,47
2021년05월_남_20~29세,"2,172","1,264",246,84,213,70,65,115,68,47
2021년05월_남_30~39세,"1,755","1,014",128,60,235,55,47,104,76,36
2021년05월_남_40~49세,"2,806","1,587",235,97,359,94,96,172,89,77
2021년05월_남_50~59세,"4,559","1,920",469,278,636,246,256,366,206,182
2021년05월_남_60~69세,"5,576","1,748",613,437,759,402,422,550,357,288
2021년05월_남_70~79세,"2,690",791,336,213,345,203,197,279,167,159
2021년05월_남_80~89세,"1,245",393,139,94,170,108,71,132,77,61
2021년05월_남_90~99세,116,49,16,5,9,6,7,13,9,2
2021년05월_남_100세 이상,4,1,0,0,0,2,0,0,1,0
2021년05월_여_총인구수,"22,679","10,371","2,113","1,548","2,806","1,160","1,180","1,679",992,830
2021년05월_여_연령구간인구수,"22,679","10,371","2,113","1,548","2,806","1,160","1,180","1,679",992,830
2021년05월_여_0~9세,"1,004",688,57,30,118,15,19,35,27,15
2021년05월_여_10~19세,"1,703",964,96,280,175,45,32,57,30,24
2021년05월_여_20~29세,"1,618","1,027",125,50,160,62,44,76,44,30
2021년05월_여_30~39세,"1,612","1,018",110,60,180,48,41,67,53,35
2021년05월_여_40~49세,"2,217","1,342",176,89,268,69,65,98,59,51
2021년05월_여_50~59세,"4,044","1,763",387,257,535,210,230,324,175,163
2021년05월_여_60~69세,"5,077","1,695",556,377,692,344,354,487,304,268
2021년05월_여_70~79세,"2,844","1,009",315,213,363,185,200,257,146,156
2021년05월_여_80~89세,"2,117",702,247,152,267,148,161,226,132,82
2021년05월_여_90~99세,420,153,42,37,43,33,33,52,21,6
2021년05월_여_100세 이상,23,10,2,3,5,1,1,0,1,0
2021년06월_계_총인구수,"46,614","20,964","4,455","3,166","5,872","2,399","2,375","3,511","2,122","1,750"
2021년06월_계_연령구간인구수,"46,614","20,964","4,455","3,166","5,872","2,399","2,375","3,511","2,122","1,750"
2021년06월_계_0~9세,"2,123","1,443",121,70,247,36,31,75,65,35
2021년06월_계_10~19세,"3,570","1,991",199,593,387,80,69,114,66,71
2021년06월_계_20~29세,"3,791","2,293",370,134,378,132,101,191,115,77
2021년06월_계_30~39세,"3,349","2,028",236,115,408,104,89,167,130,72
2021년06월_계_40~49세,"5,014","2,935",407,185,624,165,158,268,148,124
2021년06월_계_50~59세,"8,558","3,678",845,530,"1,159",451,479,694,381,341
2021년06월_계_60~69세,"10,749","3,482","1,184",828,"1,469",741,775,"1,047",660,563
2021년06월_계_70~79세,"5,496","1,781",649,423,699,388,397,528,314,317
2021년06월_계_80~89세,"3,397","1,117",384,242,444,260,235,362,211,142
2021년06월_계_90~99세,539,205,58,43,52,39,40,65,30,7
2021년06월_계_100세 이상,28,11,2,3,5,3,1,0,2,1
2021년06월_남_총인구수,"23,927","10,576","2,342","1,615","3,065","1,248","1,201","1,832","1,129",919
2021년06월_남_연령구간인구수,"23,927","10,576","2,342","1,615","3,065","1,248","1,201","1,832","1,129",919
2021년06월_남_0~9세,"1,121",756,63,40,130,21,12,40,39,20
2021년06월_남_10~19세,"1,867","1,022",106,312,212,38,38,57,35,47
2021년06월_남_20~29세,"2,172","1,267",242,84,216,70,61,114,70,48
2021년06월_남_30~39세,"1,751","1,016",127,57,231,57,47,102,77,37
2021년06월_남_40~49세,"2,803","1,593",232,96,357,96,94,171,91,73
2021년06월_남_50~59세,"4,538","1,926",459,279,626,247,250,368,203,180
2021년06월_남_60~69세,"5,618","1,758",627,437,769,396,422,558,359,292
2021년06월_남_70~79세,"2,679",784,334,210,344,204,200,275,168,160
2021년06월_남_80~89세,"1,256",404,136,93,171,111,70,134,77,60
2021년06월_남_90~99세,118,49,16,7,9,6,7,13,9,2
2021년06월_남_100세 이상,4,1,0,0,0,2,0,0,1,0
2021년06월_여_총인구수,"22,687","10,388","2,113","1,551","2,807","1,151","1,174","1,679",993,831
2021년06월_여_연령구간인구수,"22,687","10,388","2,113","1,551","2,807","1,151","1,174","1,679",993,831
2021년06월_여_0~9세,"1,002",687,58,30,117,15,19,35,26,15
2021년06월_여_10~19세,"1,703",969,93,281,175,42,31,57,31,24
2021년06월_여_20~29세,"1,619","1,026",128,50,162,62,40,77,45,29
2021년06월_여_30~39세,"1,598","1,012",109,58,177,47,42,65,53,35
2021년06월_여_40~49세,"2,211","1,342",175,89,267,69,64,97,57,51
2021년06월_여_50~59세,"4,020","1,752",386,251,533,204,229,326,178,161
2021년06월_여_60~69세,"5,131","1,724",557,391,700,345,353,489,301,271
2021년06월_여_70~79세,"2,817",997,315,213,355,184,197,253,146,157
2021년06월_여_80~89세,"2,141",713,248,149,273,149,165,228,134,82
2021년06월_여_90~99세,421,156,42,36,43,33,33,52,21,5
2021년06월_여_100세 이상,24,10,2,3,5,1,1,0,1,1
2021년07월_계_총인구수,"46,652","20,988","4,463","3,159","5,870","2,415","2,389","3,506","2,113","1,749"
2021년07월_계_연령구간인구수,"46,652","20,988","4,463","3,159","5,870","2,415","2,389","3,506","2,113","1,749"
2021년07월_계_0~9세,"2,118","1,447",120,68,240,36,32,75,65,35
2021년07월_계_10~19세,"3,561","1,990",200,590,392,75,68,111,64,71
2021년07월_계_20~29세,"3,778","2,300",365,133,366,137,103,190,112,72
2021년07월_계_30~39세,"3,331","2,014",237,116,407,102,89,165,130,71
2021년07월_계_40~49세,"5,006","2,937",407,183,616,165,160,263,149,126
2021년07월_계_50~59세,"8,558","3,681",848,534,"1,155",461,476,690,374,339
2021년07월_계_60~69세,"10,825","3,497","1,192",830,"1,490",746,781,"1,053",669,567
2021년07월_계_70~79세,"5,501","1,788",648,419,696,388,402,529,311,320
2021년07월_계_80~89세,"3,410","1,118",385,242,452,263,237,364,209,140
2021년07월_계_90~99세,535,205,59,41,51,39,40,66,27,7
2021년07월_계_100세 이상,29,11,2,3,5,3,1,0,3,1
2021년07월_남_총인구수,"23,936","10,583","2,339","1,614","3,058","1,253","1,208","1,831","1,129",921
2021년07월_남_연령구간인구수,"23,936","10,583","2,339","1,614","3,058","1,253","1,208","1,831","1,129",921
2021년07월_남_0~9세,"1,117",757,63,40,124,21,12,40,40,20
2021년07월_남_10~19세,"1,864","1,020",105,312,216,37,37,56,34,47
2021년07월_남_20~29세,"2,159","1,266",239,81,210,71,62,114,69,47
2021년07월_남_30~39세,"1,754","1,017",125,58,232,54,49,103,78,38
2021년07월_남_40~49세,"2,791","1,585",233,97,352,97,94,168,92,73
2021년07월_남_50~59세,"4,524","1,931",457,280,618,250,247,362,200,179
2021년07월_남_60~69세,"5,662","1,766",627,437,781,399,427,563,365,297
2021년07월_남_70~79세,"2,685",787,338,209,341,205,202,275,168,160
2021년07월_남_80~89세,"1,260",404,136,94,175,111,71,137,74,58
2021년07월_남_90~99세,116,49,16,6,9,6,7,13,8,2
2021년07월_남_100세 이상,4,1,0,0,0,2,0,0,1,0
2021년07월_여_총인구수,"22,716","10,405","2,124","1,545","2,812","1,162","1,181","1,675",984,828
2021년07월_여_연령구간인구수,"22,716","10,405","2,124","1,545","2,812","1,162","1,181","1,675",984,828
2021년07월_여_0~9세,"1,001",690,57,28,116,15,20,35,25,15
2021년07월_여_10~19세,"1,697",970,95,278,176,38,31,55,30,24
2021년07월_여_20~29세,"1,619","1,034",126,52,156,66,41,76,43,25
2021년07월_여_30~39세,"1,577",997,112,58,175,48,40,62,52,33
2021년07월_여_40~49세,"2,215","1,352",174,86,264,68,66,95,57,53
2021년07월_여_50~59세,"4,034","1,750",391,254,537,211,229,328,174,160
2021년07월_여_60~69세,"5,163","1,731",565,393,709,347,354,490,304,270
2021년07월_여_70~79세,"2,816","1,001",310,210,355,183,200,254,143,160
2021년07월_여_80~89세,"2,150",714,249,148,277,152,166,227,135,82
2021년07월_여_90~99세,419,156,43,35,42,33,33,53,19,5
2021년07월_여_100세 이상,25,10,2,3,5,1,1,0,2,1
2021년08월_계_총인구수,"46,635","21,000","4,464","3,159","5,866","2,407","2,389","3,484","2,112","1,754"
2021년08월_계_연령구간인구수,"46,635","21,000","4,464","3,159","5,866","2,407","2,389","3,484","2,112","1,754"
2021년08월_계_0~9세,"2,114","1,443",121,68,243,36,30,71,65,37
2021년08월_계_10~19세,"3,552","1,989",197,593,391,72,66,109,63,72
2021년08월_계_20~29세,"3,745","2,290",364,128,357,139,100,187,110,70
2021년08월_계_30~39세,"3,319","1,998",241,117,405,101,92,162,130,73
2021년08월_계_40~49세,"4,978","2,942",401,182,604,163,157,257,146,126
2021년08월_계_50~59세,"8,561","3,681",850,535,"1,164",461,481,678,372,339
2021년08월_계_60~69세,"10,885","3,529","1,195",834,"1,501",744,782,"1,060",676,564
2021년08월_계_70~79세,"5,491","1,783",647,417,694,386,403,526,311,324
2021년08월_계_80~89세,"3,418","1,123",388,240,451,264,237,366,208,141
2021년08월_계_90~99세,543,211,58,43,50,38,40,68,28,7
2021년08월_계_100세 이상,29,11,2,2,6,3,1,0,3,1
2021년08월_남_총인구수,"23,922","10,575","2,343","1,616","3,048","1,251","1,214","1,820","1,131",924
2021년08월_남_연령구간인구수,"23,922","10,575","2,343","1,616","3,048","1,251","1,214","1,820","1,131",924
2021년08월_남_0~9세,"1,112",754,62,41,124,21,12,37,40,21
2021년08월_남_10~19세,"1,855","1,016",105,313,213,35,37,55,33,48
2021년08월_남_20~29세,"2,134","1,258",237,80,204,71,60,111,67,46
2021년08월_남_30~39세,"1,740","1,007",128,57,228,53,52,100,77,38
2021년08월_남_40~49세,"2,775","1,582",231,98,346,96,93,165,92,72
2021년08월_남_50~59세,"4,529","1,926",461,277,621,250,250,362,200,182
2021년08월_남_60~69세,"5,698","1,786",628,442,788,400,428,563,369,294
2021년08월_남_70~79세,"2,684",787,337,207,341,203,203,275,169,162
2021년08월_남_80~89세,"1,269",406,138,93,174,114,72,139,74,59
2021년08월_남_90~99세,122,52,16,8,9,6,7,13,9,2
2021년08월_남_100세 이상,4,1,0,0,0,2,0,0,1,0
2021년08월_여_총인구수,"22,713","10,425","2,121","1,543","2,818","1,156","1,175","1,664",981,830
2021년08월_여_연령구간인구수,"22,713","10,425","2,121","1,543","2,818","1,156","1,175","1,664",981,830
2021년08월_여_0~9세,"1,002",689,59,27,119,15,18,34,25,16
2021년08월_여_10~19세,"1,697",973,92,280,178,37,29,54,30,24
2021년08월_여_20~29세,"1,611","1,032",127,48,153,68,40,76,43,24
