카테고리,전라남도 진도군,전라남도 진도군 진도읍,전라남도 진도군 군내면,전라남도 진도군 고군면,전라남도 진도군 의신면,전라남도 진도군 임회면,전라남도 진도군 지산면,전라남도 진도군 조도면,전라남도 진도군 조도면가사출장소,전라남도 진도군 조도면거차출장소
2020년10월_계_60~69세,"5,204","1,432",592,717,677,654,630,404,43,55
2020년10월_계_70~79세,"4,749","1,050",540,551,652,677,709,453,50,67
2020년10월_계_80~89세,"2,880",524,345,380,410,417,440,299,41,24
2020년10월_계_90~99세,365,62,46,49,58,72,49,22,2,5
2020년10월_계_100세 이상,18,4,1,6,1,1,2,3,0,0
2020년10월_남_총인구수,"14,865","5,231","1,499","1,743","1,739","1,631","1,518","1,190",135,179
2020년10월_남_연령구간인구수,"14,865","5,231","1,499","1,743","1,739","1,631","1,518","1,190",135,179
2020년10월_남_0~9세,803,419,57,94,62,55,48,45,8,15
2020년10월_남_10~19세,"1,149",606,84,121,84,100,58,67,10,19
2020년10월_남_20~29세,"1,371",646,117,139,117,118,131,84,6,13
2020년10월_남_30~39세,"1,211",578,102,144,122,93,84,69,9,10
2020년10월_남_40~49세,"2,043",796,183,235,228,196,165,189,19,32
2020년10월_남_50~59세,"2,737",867,301,307,344,320,293,237,28,40
2020년10월_남_60~69세,"2,625",692,305,352,354,334,310,233,24,21
2020년10월_남_70~79세,"2,013",462,232,225,278,296,293,182,22,23
2020년10월_남_80~89세,847,154,109,117,138,108,126,82,8,5
2020년10월_남_90~99세,66,11,9,9,12,11,10,2,1,1
2020년10월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2020년10월_여_총인구수,"15,368","5,455","1,482","1,871","1,690","1,788","1,638","1,133",129,182
2020년10월_여_연령구간인구수,"15,368","5,455","1,482","1,871","1,690","1,788","1,638","1,133",129,182
2020년10월_여_0~9세,892,484,60,95,52,63,57,59,8,14
2020년10월_여_10~19세,"1,059",549,88,121,74,88,61,59,0,19
2020년10월_여_20~29세,"1,014",496,64,121,90,100,75,52,11,5
2020년10월_여_30~39세,"1,012",545,70,118,74,78,64,48,6,9
2020년10월_여_40~49세,"1,498",776,127,149,121,124,76,101,9,15
2020년10월_여_50~59세,"2,228",852,204,267,263,263,214,132,14,19
2020년10월_여_60~69세,"2,579",740,287,365,323,320,320,171,19,34
2020년10월_여_70~79세,"2,736",588,308,326,374,381,416,271,28,44
2020년10월_여_80~89세,"2,033",370,236,263,272,309,314,217,33,19
2020년10월_여_90~99세,299,51,37,40,46,61,39,20,1,4
2020년10월_여_100세 이상,18,4,1,6,1,1,2,3,0,0
2020년11월_계_총인구수,"30,748","10,902","3,045","3,663","3,512","3,455","3,181","2,348",269,373
2020년11월_계_연령구간인구수,"30,748","10,902","3,045","3,663","3,512","3,455","3,181","2,348",269,373
2020년11월_계_0~9세,"1,686",902,112,188,114,118,107,103,16,26
2020년11월_계_10~19세,"2,246","1,170",174,246,163,188,123,130,10,42
2020년11월_계_20~29세,"2,543","1,217",200,273,231,226,217,140,17,22
2020년11월_계_30~39세,"2,268","1,146",178,270,197,170,153,120,15,19
2020년11월_계_40~49세,"3,650","1,611",332,393,372,328,240,296,29,49
2020년11월_계_50~59세,"5,051","1,744",521,579,627,592,507,375,45,61
2020년11월_계_60~69세,"5,280","1,466",595,722,687,664,638,408,43,57
2020년11월_계_70~79세,"4,757","1,054",544,559,655,675,705,446,51,68
2020년11월_계_80~89세,"2,885",525,344,378,409,420,439,305,41,24
2020년11월_계_90~99세,364,63,44,49,56,73,50,22,2,5
2020년11월_계_100세 이상,18,4,1,6,1,1,2,3,0,0
2020년11월_남_총인구수,"15,165","5,345","1,544","1,770","1,797","1,649","1,529","1,204",140,187
2020년11월_남_연령구간인구수,"15,165","5,345","1,544","1,770","1,797","1,649","1,529","1,204",140,187
2020년11월_남_0~9세,794,411,56,96,62,55,49,44,8,13
2020년11월_남_10~19세,"1,169",616,85,124,86,98,60,69,10,21
2020년11월_남_20~29세,"1,463",686,130,139,133,125,138,88,7,17
2020년11월_남_30~39세,"1,241",594,103,155,122,93,84,71,9,10
2020년11월_남_40~49세,"2,108",815,202,237,245,198,165,194,20,32
2020년11월_남_50~59세,"2,795",883,310,310,361,328,292,239,30,42
2020년11월_남_60~69세,"2,663",707,306,357,359,337,314,236,24,23
2020년11월_남_70~79세,"2,018",463,235,227,280,295,291,181,23,23
2020년11월_남_80~89세,848,158,108,116,138,109,126,80,8,5
2020년11월_남_90~99세,66,12,9,9,11,11,10,2,1,1
2020년11월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2020년11월_여_총인구수,"15,583","5,557","1,501","1,893","1,715","1,806","1,652","1,144",129,186
2020년11월_여_연령구간인구수,"15,583","5,557","1,501","1,893","1,715","1,806","1,652","1,144",129,186
2020년11월_여_0~9세,892,491,56,92,52,63,58,59,8,13
2020년11월_여_10~19세,"1,077",554,89,122,77,90,63,61,0,21
2020년11월_여_20~29세,"1,080",531,70,134,98,101,79,52,10,5
2020년11월_여_30~39세,"1,027",552,75,115,75,77,69,49,6,9
2020년11월_여_40~49세,"1,542",796,130,156,127,130,75,102,9,17
2020년11월_여_50~59세,"2,256",861,211,269,266,264,215,136,15,19
2020년11월_여_60~69세,"2,617",759,289,365,328,327,324,172,19,34
2020년11월_여_70~79세,"2,739",591,309,332,375,380,414,265,28,45
2020년11월_여_80~89세,"2,037",367,236,262,271,311,313,225,33,19
2020년11월_여_90~99세,298,51,35,40,45,62,40,20,1,4
2020년11월_여_100세 이상,18,4,1,6,1,1,2,3,0,0
2020년12월_계_총인구수,"31,227","11,131","3,079","3,711","3,581","3,495","3,206","2,383",269,372
2020년12월_계_연령구간인구수,"31,227","11,131","3,079","3,711","3,581","3,495","3,206","2,383",269,372
2020년12월_계_0~9세,"1,704",912,116,190,117,115,105,106,16,27
2020년12월_계_10~19세,"2,279","1,180",171,248,172,198,126,132,10,42
2020년12월_계_20~29세,"2,700","1,298",218,286,240,242,229,148,17,22
2020년12월_계_30~39세,"2,313","1,169",182,273,205,174,152,123,15,20
2020년12월_계_40~49세,"3,722","1,648",330,403,382,336,245,301,29,48
2020년12월_계_50~59세,"5,109","1,769",523,594,638,587,512,381,45,60
2020년12월_계_60~69세,"5,355","1,500",607,724,696,673,639,416,44,56
2020년12월_계_70~79세,"4,747","1,065",536,556,658,672,700,441,51,68
2020년12월_계_80~89세,"2,913",527,351,380,414,423,445,309,40,24
2020년12월_계_90~99세,367,59,44,51,58,74,51,23,2,5
2020년12월_계_100세 이상,18,4,1,6,1,1,2,3,0,0
2020년12월_남_총인구수,"15,429","5,483","1,558","1,795","1,831","1,673","1,538","1,223",141,187
2020년12월_남_연령구간인구수,"15,429","5,483","1,558","1,795","1,831","1,673","1,538","1,223",141,187
2020년12월_남_0~9세,809,424,58,97,62,54,48,45,8,13
2020년12월_남_10~19세,"1,191",620,83,127,94,103,62,71,10,21
2020년12월_남_20~29세,"1,553",744,138,145,134,134,144,90,7,17
2020년12월_남_30~39세,"1,259",603,104,155,127,96,83,72,9,10
2020년12월_남_40~49세,"2,154",843,198,242,254,203,167,196,20,31
2020년12월_남_50~59세,"2,823",891,309,316,366,329,294,246,30,42
2020년12월_남_60~69세,"2,700",724,317,358,360,340,312,239,26,24
2020년12월_남_70~79세,"2,012",465,232,228,282,290,289,180,23,23
2020년12월_남_80~89세,863,158,110,118,140,114,129,82,7,5
2020년12월_남_90~99세,65,11,9,9,12,10,10,2,1,1
2020년12월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2020년12월_여_총인구수,"15,798","5,648","1,521","1,916","1,750","1,822","1,668","1,160",128,185
2020년12월_여_연령구간인구수,"15,798","5,648","1,521","1,916","1,750","1,822","1,668","1,160",128,185
2020년12월_여_0~9세,895,488,58,93,55,61,57,61,8,14
2020년12월_여_10~19세,"1,088",560,88,121,78,95,64,61,0,21
2020년12월_여_20~29세,"1,147",554,80,141,106,108,85,58,10,5
2020년12월_여_30~39세,"1,054",566,78,118,78,78,69,51,6,10
2020년12월_여_40~49세,"1,568",805,132,161,128,133,78,105,9,17
2020년12월_여_50~59세,"2,286",878,214,278,272,258,218,135,15,18
2020년12월_여_60~69세,"2,655",776,290,366,336,333,327,177,18,32
2020년12월_여_70~79세,"2,735",600,304,328,376,382,411,261,28,45
2020년12월_여_80~89세,"2,050",369,241,262,274,309,316,227,33,19
2020년12월_여_90~99세,302,48,35,42,46,64,41,21,1,4
2020년12월_여_100세 이상,18,4,1,6,1,1,2,3,0,0
2021년01월_계_총인구수,"30,845","10,964","3,040","3,665","3,527","3,472","3,175","2,358",268,376
2021년01월_계_연령구간인구수,"30,845","10,964","3,040","3,665","3,527","3,472","3,175","2,358",268,376
2021년01월_계_0~9세,"1,674",896,116,185,114,114,102,103,16,28
2021년01월_계_10~19세,"2,231","1,165",166,246,164,199,119,121,10,41
2021년01월_계_20~29세,"2,618","1,278",201,273,225,232,221,150,17,21
2021년01월_계_30~39세,"2,255","1,142",180,262,199,169,148,120,15,20
2021년01월_계_40~49세,"3,637","1,613",324,393,371,322,244,292,29,49
2021년01월_계_50~59세,"5,046","1,737",519,584,625,593,504,380,43,61
2021년01월_계_60~69세,"5,327","1,484",598,728,698,669,636,411,45,58
2021년01월_계_70~79세,"4,742","1,057",538,552,659,674,699,443,51,69
2021년01월_계_80~89세,"2,924",527,351,386,414,424,447,311,40,24
2021년01월_계_90~99세,374,61,46,50,58,75,53,24,2,5
2021년01월_계_100세 이상,17,4,1,6,0,1,2,3,0,0
2021년01월_남_총인구수,"15,242","5,411","1,534","1,773","1,804","1,659","1,524","1,209",140,188
2021년01월_남_연령구간인구수,"15,242","5,411","1,534","1,773","1,804","1,659","1,524","1,209",140,188
2021년01월_남_0~9세,801,419,59,96,62,54,46,44,8,13
2021년01월_남_10~19세,"1,156",611,80,125,89,99,59,63,10,20
2021년01월_남_20~29세,"1,516",742,127,140,125,128,138,93,7,16
2021년01월_남_30~39세,"1,234",590,103,149,123,94,84,71,9,11
2021년01월_남_40~49세,"2,101",823,193,234,250,195,164,191,20,31
2021년01월_남_50~59세,"2,796",876,307,312,360,333,292,246,28,42
2021년01월_남_60~69세,"2,685",719,309,362,359,340,310,234,27,25
2021년01월_남_70~79세,"2,022",460,235,230,284,290,293,183,23,24
2021년01월_남_80~89세,863,160,112,117,138,116,127,81,7,5
2021년01월_남_90~99세,68,11,9,8,14,10,11,3,1,1
2021년01월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년01월_여_총인구수,"15,603","5,553","1,506","1,892","1,723","1,813","1,651","1,149",128,188
2021년01월_여_연령구간인구수,"15,603","5,553","1,506","1,892","1,723","1,813","1,651","1,149",128,188
2021년01월_여_0~9세,873,477,57,89,52,60,56,59,8,15
2021년01월_여_10~19세,"1,075",554,86,121,75,100,60,58,0,21
2021년01월_여_20~29세,"1,102",536,74,133,100,104,83,57,10,5
2021년01월_여_30~39세,"1,021",552,77,113,76,75,64,49,6,9
2021년01월_여_40~49세,"1,536",790,131,159,121,127,80,101,9,18
2021년01월_여_50~59세,"2,250",861,212,272,265,260,212,134,15,19
2021년01월_여_60~69세,"2,642",765,289,366,339,329,326,177,18,33
2021년01월_여_70~79세,"2,720",597,303,322,375,384,406,260,28,45
2021년01월_여_80~89세,"2,061",367,239,269,276,308,320,230,33,19
2021년01월_여_90~99세,306,50,37,42,44,65,42,21,1,4
2021년01월_여_100세 이상,17,4,1,6,0,1,2,3,0,0
2021년02월_계_총인구수,"30,709","10,893","3,044","3,640","3,513","3,451","3,178","2,356",260,374
2021년02월_계_연령구간인구수,"30,709","10,893","3,044","3,640","3,513","3,451","3,178","2,356",260,374
2021년02월_계_0~9세,"1,665",880,116,186,116,113,107,106,14,27
2021년02월_계_10~19세,"2,221","1,162",168,243,164,199,116,120,8,41
2021년02월_계_20~29세,"2,556","1,243",202,264,223,223,221,145,15,20
2021년02월_계_30~39세,"2,232","1,136",171,255,196,170,150,119,14,21
2021년02월_계_40~49세,"3,615","1,604",326,392,369,311,246,290,31,46
2021년02월_계_50~59세,"5,018","1,720",518,580,622,593,500,380,42,63
2021년02월_계_60~69세,"5,341","1,491",600,729,701,667,639,412,44,58
2021년02월_계_70~79세,"4,706","1,051",539,548,647,674,688,441,50,68
2021년02월_계_80~89세,"2,957",537,357,384,417,426,455,316,40,25
2021년02월_계_90~99세,380,65,46,53,57,74,54,24,2,5
2021년02월_계_100세 이상,18,4,1,6,1,1,2,3,0,0
2021년02월_남_총인구수,"15,181","5,375","1,542","1,758","1,799","1,651","1,526","1,207",134,189
2021년02월_남_연령구간인구수,"15,181","5,375","1,542","1,758","1,799","1,651","1,526","1,207",134,189
2021년02월_남_0~9세,799,412,59,95,65,53,49,46,7,13
2021년02월_남_10~19세,"1,148",606,83,121,90,98,57,65,8,20
2021년02월_남_20~29세,"1,484",720,128,138,125,124,139,88,6,16
2021년02월_남_30~39세,"1,223",591,99,143,121,94,86,70,7,12
2021년02월_남_40~49세,"2,091",819,195,234,249,189,164,189,22,30
2021년02월_남_50~59세,"2,783",868,307,312,358,333,289,245,28,43
2021년02월_남_60~69세,"2,703",724,315,363,360,342,313,235,26,25
2021년02월_남_70~79세,"2,010",461,233,228,280,290,289,183,22,24
2021년02월_남_80~89세,870,161,114,115,138,118,129,83,7,5
2021년02월_남_90~99세,70,13,9,9,13,10,11,3,1,1
2021년02월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년02월_여_총인구수,"15,528","5,518","1,502","1,882","1,714","1,800","1,652","1,149",126,185
2021년02월_여_연령구간인구수,"15,528","5,518","1,502","1,882","1,714","1,800","1,652","1,149",126,185
2021년02월_여_0~9세,866,468,57,91,51,60,58,60,7,14
2021년02월_여_10~19세,"1,073",556,85,122,74,101,59,55,0,21
2021년02월_여_20~29세,"1,072",523,74,126,98,99,82,57,9,4
2021년02월_여_30~39세,"1,009",545,72,112,75,76,64,49,7,9
2021년02월_여_40~49세,"1,524",785,131,158,120,122,82,101,9,16
2021년02월_여_50~59세,"2,235",852,211,268,264,260,211,135,14,20
2021년02월_여_60~69세,"2,638",767,285,366,341,325,326,177,18,33
2021년02월_여_70~79세,"2,696",590,306,320,367,384,399,258,28,44
2021년02월_여_80~89세,"2,087",376,243,269,279,308,326,233,33,20
2021년02월_여_90~99세,310,52,37,44,44,64,43,21,1,4
2021년02월_여_100세 이상,18,4,1,6,1,1,2,3,0,0
2021년03월_계_총인구수,"30,494","10,865","3,017","3,595","3,499","3,422","3,145","2,312",259,380
2021년03월_계_연령구간인구수,"30,494","10,865","3,017","3,595","3,499","3,422","3,145","2,312",259,380
2021년03월_계_0~9세,"1,648",874,111,183,118,112,106,103,14,27
2021년03월_계_10~19세,"2,199","1,158",168,244,161,189,114,117,8,40
2021년03월_계_20~29세,"2,538","1,247",200,259,221,225,208,143,14,21
2021년03월_계_30~39세,"2,191","1,116",167,250,191,169,147,117,13,21
2021년03월_계_40~49세,"3,578","1,607",318,386,360,305,237,284,31,50
2021년03월_계_50~59세,"4,979","1,705",513,563,624,601,495,372,43,63
2021년03월_계_60~69세,"5,345","1,502",602,730,704,652,641,410,45,59
2021년03월_계_70~79세,"4,666","1,050",531,544,648,668,680,429,49,67
2021년03월_계_80~89세,"2,961",538,359,380,413,429,462,313,40,27
2021년03월_계_90~99세,376,64,47,53,58,72,53,22,2,5
2021년03월_계_100세 이상,13,4,1,3,1,0,2,2,0,0
2021년03월_남_총인구수,"15,100","5,348","1,530","1,751","1,793","1,644","1,510","1,193",136,195
2021년03월_남_연령구간인구수,"15,100","5,348","1,530","1,751","1,793","1,644","1,510","1,193",136,195
2021년03월_남_0~9세,796,414,57,97,64,52,48,44,7,13
2021년03월_남_10~19세,"1,116",591,82,121,87,90,56,61,8,20
2021년03월_남_20~29세,"1,493",730,128,140,126,126,132,90,5,16
2021년03월_남_30~39세,"1,191",569,99,140,118,94,83,69,7,12
2021년03월_남_40~49세,"2,077",818,192,233,244,185,162,187,22,34
2021년03월_남_50~59세,"2,781",862,301,307,362,340,289,249,28,43
2021년03월_남_60~69세,"2,711",727,317,362,362,341,314,234,28,26
2021년03월_남_70~79세,"1,998",459,232,228,280,288,287,177,23,24
2021년03월_남_80~89세,868,164,112,115,137,119,128,80,7,6
2021년03월_남_90~99세,69,14,10,8,13,9,11,2,1,1
2021년03월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년03월_여_총인구수,"15,394","5,517","1,487","1,844","1,706","1,778","1,635","1,119",123,185
2021년03월_여_연령구간인구수,"15,394","5,517","1,487","1,844","1,706","1,778","1,635","1,119",123,185
2021년03월_여_0~9세,852,460,54,86,54,60,58,59,7,14
2021년03월_여_10~19세,"1,083",567,86,123,74,99,58,56,0,20
2021년03월_여_20~29세,"1,045",517,72,119,95,99,76,53,9,5
2021년03월_여_30~39세,"1,000",547,68,110,73,75,64,48,6,9
2021년03월_여_40~49세,"1,501",789,126,153,116,120,75,97,9,16
2021년03월_여_50~59세,"2,198",843,212,256,262,261,206,123,15,20
2021년03월_여_60~69세,"2,634",775,285,368,342,311,327,176,17,33
2021년03월_여_70~79세,"2,668",591,299,316,368,380,393,252,26,43
2021년03월_여_80~89세,"2,093",374,247,265,276,310,334,233,33,21
2021년03월_여_90~99세,307,50,37,45,45,63,42,20,1,4
2021년03월_여_100세 이상,13,4,1,3,1,0,2,2,0,0
2021년04월_계_총인구수,"30,445","10,865","2,989","3,592","3,468","3,424","3,144","2,316",264,383
2021년04월_계_연령구간인구수,"30,445","10,865","2,989","3,592","3,468","3,424","3,144","2,316",264,383
2021년04월_계_0~9세,"1,637",878,106,180,116,112,105,100,15,25
2021년04월_계_10~19세,"2,189","1,151",164,246,160,186,110,122,8,42
2021년04월_계_20~29세,"2,532","1,251",194,255,216,223,216,142,15,20
2021년04월_계_30~39세,"2,187","1,120",166,249,185,172,144,117,14,20
2021년04월_계_40~49세,"3,550","1,600",309,384,358,309,229,280,31,50
2021년04월_계_50~59세,"4,953","1,690",515,560,605,599,494,379,46,65
2021년04월_계_60~69세,"5,395","1,513",598,735,716,661,654,413,43,62
2021년04월_계_70~79세,"4,635","1,053",529,542,642,660,667,426,49,67
2021년04월_계_80~89세,"2,978",540,362,385,411,428,470,314,41,27
2021년04월_계_90~99세,376,66,45,53,58,74,53,20,2,5
2021년04월_계_100세 이상,13,3,1,3,1,0,2,3,0,0
2021년04월_남_총인구수,"15,101","5,358","1,514","1,752","1,779","1,643","1,515","1,203",140,197
2021년04월_남_연령구간인구수,"15,101","5,358","1,514","1,752","1,779","1,643","1,515","1,203",140,197
2021년04월_남_0~9세,795,418,55,96,64,52,47,44,8,11
2021년04월_남_10~19세,"1,116",590,80,122,86,90,55,63,8,22
2021년04월_남_20~29세,"1,487",727,124,140,125,122,136,92,6,15
2021년04월_남_30~39세,"1,185",565,100,138,116,96,82,69,8,11
2021년04월_남_40~49세,"2,069",822,186,232,242,188,157,184,23,35
2021년04월_남_50~59세,"2,780",862,297,307,356,337,293,255,29,44
2021년04월_남_60~69세,"2,739",731,318,366,367,346,322,235,26,28
2021년04월_남_70~79세,"1,986",463,232,227,276,285,282,174,23,24
2021년04월_남_80~89세,878,166,113,117,135,118,130,85,8,6
2021년04월_남_90~99세,66,14,9,7,12,9,11,2,1,1
2021년04월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년04월_여_총인구수,"15,344","5,507","1,475","1,840","1,689","1,781","1,629","1,113",124,186
2021년04월_여_연령구간인구수,"15,344","5,507","1,475","1,840","1,689","1,781","1,629","1,113",124,186
2021년04월_여_0~9세,842,460,51,84,52,60,58,56,7,14
2021년04월_여_10~19세,"1,073",561,84,124,74,96,55,59,0,20
2021년04월_여_20~29세,"1,045",524,70,115,91,101,80,50,9,5
2021년04월_여_30~39세,"1,002",555,66,111,69,76,62,48,6,9
2021년04월_여_40~49세,"1,481",778,123,152,116,121,72,96,8,15
2021년04월_여_50~59세,"2,173",828,218,253,249,262,201,124,17,21
2021년04월_여_60~69세,"2,656",782,280,369,349,315,332,178,17,34
2021년04월_여_70~79세,"2,649",590,297,315,366,375,385,252,26,43
2021년04월_여_80~89세,"2,100",374,249,268,276,310,340,229,33,21
2021년04월_여_90~99세,310,52,36,46,46,65,42,18,1,4
2021년04월_여_100세 이상,13,3,1,3,1,0,2,3,0,0
2021년05월_계_총인구수,"30,421","10,883","2,984","3,592","3,451","3,424","3,134","2,302",263,388
2021년05월_계_연령구간인구수,"30,421","10,883","2,984","3,592","3,451","3,424","3,134","2,302",263,388
2021년05월_계_0~9세,"1,622",867,105,181,117,111,104,98,14,25
2021년05월_계_10~19세,"2,192","1,157",162,246,156,187,111,124,7,42
2021년05월_계_20~29세,"2,518","1,257",196,252,214,221,210,133,15,20
2021년05월_계_30~39세,"2,167","1,110",167,244,185,167,144,115,14,21
2021년05월_계_40~49세,"3,541","1,605",304,385,351,311,231,271,30,53
2021년05월_계_50~59세,"4,967","1,696",517,562,599,602,493,384,47,67
2021년05월_계_60~69세,"5,408","1,525",591,745,720,658,650,415,43,61
2021년05월_계_70~79세,"4,615","1,052",534,534,635,661,664,420,50,65
2021년05월_계_80~89세,"2,992",540,362,386,412,434,472,316,41,29
2021년05월_계_90~99세,386,71,45,54,61,72,53,23,2,5
2021년05월_계_100세 이상,13,3,1,3,1,0,2,3,0,0
2021년05월_남_총인구수,"15,089","5,359","1,516","1,755","1,769","1,646","1,509","1,194",140,201
2021년05월_남_연령구간인구수,"15,089","5,359","1,516","1,755","1,769","1,646","1,509","1,194",140,201
2021년05월_남_0~9세,789,415,55,94,65,53,46,43,7,11
2021년05월_남_10~19세,"1,110",589,78,124,83,89,55,63,7,22
2021년05월_남_20~29세,"1,483",729,125,139,125,121,133,89,6,16
2021년05월_남_30~39세,"1,167",551,100,135,117,95,82,67,9,11
2021년05월_남_40~49세,"2,064",825,185,233,236,191,157,179,22,36
2021년05월_남_50~59세,"2,792",869,298,310,353,335,294,257,30,46
2021년05월_남_60~69세,"2,742",736,316,369,367,346,319,235,26,28
2021년05월_남_70~79세,"1,991",465,238,223,277,285,281,174,24,24
2021년05월_남_80~89세,879,164,111,121,132,122,131,84,8,6
2021년05월_남_90~99세,72,16,10,7,14,9,11,3,1,1
2021년05월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"15,332","5,524","1,468","1,837","1,682","1,778","1,625","1,108",123,187
2021년05월_여_연령구간인구수,"15,332","5,524","1,468","1,837","1,682","1,778","1,625","1,108",123,187
2021년05월_여_0~9세,833,452,50,87,52,58,58,55,7,14
2021년05월_여_10~19세,"1,082",568,84,122,73,98,56,61,0,20
2021년05월_여_20~29세,"1,035",528,71,113,89,100,77,44,9,4
2021년05월_여_30~39세,"1,000",559,67,109,68,72,62,48,5,10
2021년05월_여_40~49세,"1,477",780,119,152,115,120,74,92,8,17
2021년05월_여_50~59세,"2,175",827,219,252,246,267,199,127,17,21
2021년05월_여_60~69세,"2,666",789,275,376,353,312,331,180,17,33
2021년05월_여_70~79세,"2,624",587,296,311,358,376,383,246,26,41
2021년05월_여_80~89세,"2,113",376,251,265,280,312,341,232,33,23
2021년05월_여_90~99세,314,55,35,47,47,63,42,20,1,4
2021년05월_여_100세 이상,13,3,1,3,1,0,2,3,0,0
2021년06월_계_총인구수,"30,368","10,863","2,984","3,588","3,445","3,412","3,125","2,298",264,389
2021년06월_계_연령구간인구수,"30,368","10,863","2,984","3,588","3,445","3,412","3,125","2,298",264,389
2021년06월_계_0~9세,"1,619",870,103,183,117,108,103,97,14,24
2021년06월_계_10~19세,"2,180","1,152",161,241,156,186,111,125,6,42
2021년06월_계_20~29세,"2,503","1,245",194,256,212,217,208,133,17,21
2021년06월_계_30~39세,"2,159","1,106",169,241,183,171,140,113,14,22
2021년06월_계_40~49세,"3,506","1,594",298,385,345,305,229,270,30,50
2021년06월_계_50~59세,"4,965","1,700",520,555,601,599,491,384,45,70
2021년06월_계_60~69세,"5,428","1,530",595,747,725,662,650,413,45,61
2021년06월_계_70~79세,"4,588","1,044",534,535,630,657,658,417,50,63
2021년06월_계_80~89세,"3,024",549,365,388,415,435,482,320,40,30
2021년06월_계_90~99세,384,70,45,54,60,72,51,23,3,6
2021년06월_계_100세 이상,12,3,0,3,1,0,2,3,0,0
2021년06월_남_총인구수,"15,052","5,352","1,513","1,753","1,761","1,644","1,500","1,190",140,199
2021년06월_남_연령구간인구수,"15,052","5,352","1,513","1,753","1,761","1,644","1,500","1,190",140,199
2021년06월_남_0~9세,792,414,55,95,66,54,48,43,7,10
2021년06월_남_10~19세,"1,105",593,78,120,82,88,53,63,6,22
2021년06월_남_20~29세,"1,466",720,123,139,121,120,132,88,7,16
2021년06월_남_30~39세,"1,157",550,100,134,115,94,78,66,9,11
2021년06월_남_40~49세,"2,045",820,181,237,231,188,154,178,22,34
2021년06월_남_50~59세,"2,797",870,300,307,357,339,292,257,28,47
2021년06월_남_60~69세,"2,745",738,316,368,368,345,320,234,28,28
2021년06월_남_70~79세,"1,982",464,239,225,276,281,279,171,24,23
2021년06월_남_80~89세,893,167,111,121,132,126,134,87,8,7
2021년06월_남_90~99세,70,16,10,7,13,9,10,3,1,1
2021년06월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"15,316","5,511","1,471","1,835","1,684","1,768","1,625","1,108",124,190
2021년06월_여_연령구간인구수,"15,316","5,511","1,471","1,835","1,684","1,768","1,625","1,108",124,190
2021년06월_여_0~9세,827,456,48,88,51,54,55,54,7,14
2021년06월_여_10~19세,"1,075",559,83,121,74,98,58,62,0,20
2021년06월_여_20~29세,"1,037",525,71,117,91,97,76,45,10,5
2021년06월_여_30~39세,"1,002",556,69,107,68,77,62,47,5,11
2021년06월_여_40~49세,"1,461",774,117,148,114,117,75,92,8,16
2021년06월_여_50~59세,"2,168",830,220,248,244,260,199,127,17,23
2021년06월_여_60~69세,"2,683",792,279,379,357,317,330,179,17,33
2021년06월_여_70~79세,"2,606",580,295,310,354,376,379,246,26,40
2021년06월_여_80~89세,"2,131",382,254,267,283,309,348,233,32,23
2021년06월_여_90~99세,314,54,35,47,47,63,41,20,2,5
2021년06월_여_100세 이상,12,3,0,3,1,0,2,3,0,0
2021년07월_계_총인구수,"30,306","10,828","2,978","3,574","3,436","3,423","3,124","2,288",265,390
2021년07월_계_연령구간인구수,"30,306","10,828","2,978","3,574","3,436","3,423","3,124","2,288",265,390
2021년07월_계_0~9세,"1,608",860,101,181,116,112,103,97,14,24
2021년07월_계_10~19세,"2,177","1,146",163,247,154,183,111,124,6,43
2021년07월_계_20~29세,"2,487","1,236",188,251,213,220,211,130,17,21
2021년07월_계_30~39세,"2,141","1,099",173,237,175,172,136,114,13,22
2021년07월_계_40~49세,"3,477","1,578",294,384,345,301,226,269,30,50
2021년07월_계_50~59세,"4,966","1,704",520,554,599,605,492,377,45,70
2021년07월_계_60~69세,"5,442","1,536",595,743,727,665,654,415,47,60
2021년07월_계_70~79세,"4,577","1,044",533,532,630,654,657,414,49,64
2021년07월_계_80~89세,"3,035",548,367,387,416,442,482,323,40,30
2021년07월_계_90~99세,384,74,44,55,60,69,50,22,4,6
2021년07월_계_100세 이상,12,3,0,3,1,0,2,3,0,0
2021년07월_남_총인구수,"15,021","5,331","1,512","1,747","1,756","1,654","1,500","1,180",141,200
2021년07월_남_연령구간인구수,"15,021","5,331","1,512","1,747","1,756","1,654","1,500","1,180",141,200
2021년07월_남_0~9세,787,412,54,92,65,57,48,42,7,10
2021년07월_남_10~19세,"1,097",587,78,120,81,86,54,62,6,23
2021년07월_남_20~29세,"1,463",715,121,141,122,122,134,85,7,16
2021년07월_남_30~39세,"1,143",547,103,133,108,92,75,65,9,11
2021년07월_남_40~49세,"2,024",812,176,235,232,186,152,176,21,34
