카테고리,인천광역시 강화군,인천광역시 강화군 강화읍,인천광역시 강화군 선원면,인천광역시 강화군 불은면,인천광역시 강화군 길상면,인천광역시 강화군 화도면,인천광역시 강화군 양도면,인천광역시 강화군 내가면,인천광역시 강화군 하점면,인천광역시 강화군 양사면,인천광역시 강화군 송해면,인천광역시 강화군 교동면,인천광역시 강화군 삼산면,인천광역시 강화군 서도면,인천광역시 강화군 서도면볼음출장소
2020년09월_여_30~39세,"2,546","1,032",343,157,304,139,111,87,111,33,94,72,50,9,4
2020년09월_여_40~49세,"3,542","1,592",512,185,321,160,185,118,143,69,100,67,78,8,4
2020년09월_여_50~59세,"5,842","1,894",654,428,672,407,360,271,296,148,238,246,177,30,21
2020년09월_여_60~69세,"7,059","1,857",694,593,806,559,477,383,461,210,354,308,266,56,35
2020년09월_여_70~79세,"5,329","1,400",444,384,475,390,380,322,431,206,305,327,207,28,30
2020년09월_여_80~89세,"3,384",801,297,270,264,234,254,188,291,138,243,205,147,36,16
2020년09월_여_90~99세,603,127,67,69,66,49,48,19,48,21,28,31,24,2,4
2020년09월_여_100세 이상,27,11,0,3,1,1,2,0,3,0,4,1,1,0,0
2020년10월_계_총인구수,"69,069","22,682","7,792","4,879","7,015","4,505","4,213","3,068","4,089","1,841","3,188","2,922","2,230",377,268
2020년10월_계_연령구간인구수,"69,069","22,682","7,792","4,879","7,015","4,505","4,213","3,068","4,089","1,841","3,188","2,922","2,230",377,268
2020년10월_계_0~9세,"3,350","1,477",515,183,317,157,160,74,125,61,124,72,69,9,7
2020년10월_계_10~19세,"4,613","2,182",671,203,403,201,228,119,155,73,140,118,106,12,2
2020년10월_계_20~29세,"5,367","2,299",708,314,510,258,254,186,230,88,205,174,114,17,10
2020년10월_계_30~39세,"5,327","2,128",659,334,611,330,247,186,240,67,215,155,127,20,8
2020년10월_계_40~49세,"7,763","3,244","1,077",428,732,384,423,269,348,148,276,206,191,23,14
2020년10월_계_50~59세,"12,005","3,810","1,335",866,"1,344",786,737,529,649,339,545,541,397,75,52
2020년10월_계_60~69세,"14,107","3,593","1,386","1,226","1,611","1,149",964,753,950,426,674,645,549,102,79
2020년10월_계_70~79세,"10,091","2,498",860,777,953,766,709,608,820,376,589,615,395,65,60
2020년10월_계_80~89세,"5,602","1,267",493,452,445,404,425,316,515,235,374,349,247,49,31
2020년10월_계_90~99세,809,168,88,93,86,69,63,27,55,28,42,46,34,5,5
2020년10월_계_100세 이상,35,16,0,3,3,1,3,1,2,0,4,1,1,0,0
2020년10월_남_총인구수,"34,603","11,195","3,894","2,467","3,529","2,299","2,100","1,506","2,087",914,"1,597","1,512","1,166",192,145
2020년10월_남_연령구간인구수,"34,603","11,195","3,894","2,467","3,529","2,299","2,100","1,506","2,087",914,"1,597","1,512","1,166",192,145
2020년10월_남_0~9세,"1,759",780,258,84,162,74,85,46,70,35,66,44,44,7,4
2020년10월_남_10~19세,"2,382","1,094",346,107,209,121,122,61,84,34,67,62,67,7,1
2020년10월_남_20~29세,"3,067","1,291",407,183,297,147,147,102,145,54,109,107,66,6,6
2020년10월_남_30~39세,"2,795","1,106",322,174,305,193,133,99,129,34,123,85,77,11,4
2020년10월_남_40~49세,"4,229","1,654",560,249,414,228,240,155,203,77,177,135,112,15,10
2020년10월_남_50~59세,"6,186","1,925",682,442,679,381,379,258,353,195,304,295,218,45,30
2020년10월_남_60~69세,"7,014","1,733",689,629,795,589,482,369,487,210,320,335,285,47,44
2020년10월_남_70~79세,"4,753","1,100",418,397,469,377,324,282,385,170,287,290,187,37,30
2020년10월_남_80~89세,"2,213",466,190,180,180,171,171,125,224,100,132,143,102,14,15
2020년10월_남_90~99세,196,41,22,22,17,18,16,8,7,5,12,16,8,3,1
2020년10월_남_100세 이상,9,5,0,0,2,0,1,1,0,0,0,0,0,0,0
2020년10월_여_총인구수,"34,466","11,487","3,898","2,412","3,486","2,206","2,113","1,562","2,002",927,"1,591","1,410","1,064",185,123
2020년10월_여_연령구간인구수,"34,466","11,487","3,898","2,412","3,486","2,206","2,113","1,562","2,002",927,"1,591","1,410","1,064",185,123
2020년10월_여_0~9세,"1,591",697,257,99,155,83,75,28,55,26,58,28,25,2,3
2020년10월_여_10~19세,"2,231","1,088",325,96,194,80,106,58,71,39,73,56,39,5,1
2020년10월_여_20~29세,"2,300","1,008",301,131,213,111,107,84,85,34,96,67,48,11,4
2020년10월_여_30~39세,"2,532","1,022",337,160,306,137,114,87,111,33,92,70,50,9,4
2020년10월_여_40~49세,"3,534","1,590",517,179,318,156,183,114,145,71,99,71,79,8,4
2020년10월_여_50~59세,"5,819","1,885",653,424,665,405,358,271,296,144,241,246,179,30,22
2020년10월_여_60~69세,"7,093","1,860",697,597,816,560,482,384,463,216,354,310,264,55,35
2020년10월_여_70~79세,"5,338","1,398",442,380,484,389,385,326,435,206,302,325,208,28,30
2020년10월_여_80~89세,"3,389",801,303,272,265,233,254,191,291,135,242,206,145,35,16
2020년10월_여_90~99세,613,127,66,71,69,51,47,19,48,23,30,30,26,2,4
2020년10월_여_100세 이상,26,11,0,3,1,1,2,0,2,0,4,1,1,0,0
2020년11월_계_총인구수,"69,074","22,684","7,825","4,887","7,001","4,506","4,236","3,062","4,063","1,848","3,204","2,901","2,215",376,266
2020년11월_계_연령구간인구수,"69,074","22,684","7,825","4,887","7,001","4,506","4,236","3,062","4,063","1,848","3,204","2,901","2,215",376,266
2020년11월_계_0~9세,"3,330","1,470",512,178,312,155,163,73,125,61,127,70,68,9,7
2020년11월_계_10~19세,"4,630","2,187",680,208,403,204,233,117,152,76,142,112,102,12,2
2020년11월_계_20~29세,"5,347","2,294",702,317,503,258,254,185,230,87,206,172,112,17,10
2020년11월_계_30~39세,"5,336","2,127",660,333,616,334,254,183,240,69,216,151,126,20,7
2020년11월_계_40~49세,"7,740","3,239","1,080",423,728,376,427,267,343,147,279,202,192,23,14
2020년11월_계_50~59세,"11,963","3,809","1,349",867,"1,332",787,728,523,639,337,542,540,387,73,50
2020년11월_계_60~69세,"14,175","3,610","1,396","1,230","1,620","1,156",973,761,946,433,677,642,549,102,80
2020년11월_계_70~79세,"10,102","2,499",866,779,955,762,711,605,818,376,594,616,397,65,59
2020년11월_계_80~89세,"5,607","1,263",494,458,442,402,428,319,516,234,373,350,247,50,31
2020년11월_계_90~99세,809,170,86,91,87,71,62,28,52,28,44,45,34,5,6
2020년11월_계_100세 이상,35,16,0,3,3,1,3,1,2,0,4,1,1,0,0
2020년11월_남_총인구수,"34,607","11,193","3,913","2,468","3,522","2,301","2,111","1,505","2,071",914,"1,613","1,501","1,158",193,144
2020년11월_남_연령구간인구수,"34,607","11,193","3,913","2,468","3,522","2,301","2,111","1,505","2,071",914,"1,613","1,501","1,158",193,144
2020년11월_남_0~9세,"1,752",785,259,82,159,70,87,45,68,34,67,42,43,7,4
2020년11월_남_10~19세,"2,382","1,088",350,110,210,123,124,62,81,35,68,58,65,7,1
2020년11월_남_20~29세,"3,058","1,289",403,185,294,148,146,102,144,52,112,106,64,7,6
2020년11월_남_30~39세,"2,805","1,100",328,173,306,193,138,99,130,35,127,83,78,11,4
2020년11월_남_40~49세,"4,203","1,645",556,247,414,221,243,151,201,77,176,133,114,15,10
2020년11월_남_50~59세,"6,163","1,926",693,443,670,384,372,253,350,192,304,294,209,44,29
2020년11월_남_60~69세,"7,067","1,749",689,628,803,597,490,376,484,216,321,335,287,48,44
2020년11월_남_70~79세,"4,759","1,101",422,398,468,374,324,282,385,169,293,290,187,36,30
2020년11월_남_80~89세,"2,210",464,191,181,179,171,171,126,221,99,131,144,103,15,14
2020년11월_남_90~99세,199,41,22,21,17,20,15,8,7,5,14,16,8,3,2
2020년11월_남_100세 이상,9,5,0,0,2,0,1,1,0,0,0,0,0,0,0
2020년11월_여_총인구수,"34,467","11,491","3,912","2,419","3,479","2,205","2,125","1,557","1,992",934,"1,591","1,400","1,057",183,122
2020년11월_여_연령구간인구수,"34,467","11,491","3,912","2,419","3,479","2,205","2,125","1,557","1,992",934,"1,591","1,400","1,057",183,122
2020년11월_여_0~9세,"1,578",685,253,96,153,85,76,28,57,27,60,28,25,2,3
2020년11월_여_10~19세,"2,248","1,099",330,98,193,81,109,55,71,41,74,54,37,5,1
2020년11월_여_20~29세,"2,289","1,005",299,132,209,110,108,83,86,35,94,66,48,10,4
2020년11월_여_30~39세,"2,531","1,027",332,160,310,141,116,84,110,34,89,68,48,9,3
2020년11월_여_40~49세,"3,537","1,594",524,176,314,155,184,116,142,70,103,69,78,8,4
2020년11월_여_50~59세,"5,800","1,883",656,424,662,403,356,270,289,145,238,246,178,29,21
2020년11월_여_60~69세,"7,108","1,861",707,602,817,559,483,385,462,217,356,307,262,54,36
2020년11월_여_70~79세,"5,343","1,398",444,381,487,388,387,323,433,207,301,326,210,29,29
2020년11월_여_80~89세,"3,397",799,303,277,263,231,257,193,295,135,242,206,144,35,17
2020년11월_여_90~99세,610,129,64,70,70,51,47,20,45,23,30,29,26,2,4
2020년11월_여_100세 이상,26,11,0,3,1,1,2,0,2,0,4,1,1,0,0
2020년12월_계_총인구수,"69,203","22,707","7,850","4,903","7,043","4,507","4,243","3,069","4,037","1,861","3,215","2,901","2,223",377,267
2020년12월_계_연령구간인구수,"69,203","22,707","7,850","4,903","7,043","4,507","4,243","3,069","4,037","1,861","3,215","2,901","2,223",377,267
2020년12월_계_0~9세,"3,334","1,471",511,181,309,150,163,72,125,64,131,71,70,9,7
2020년12월_계_10~19세,"4,617","2,190",672,212,405,203,229,120,148,76,140,110,98,12,2
2020년12월_계_20~29세,"5,356","2,296",718,314,505,257,251,178,228,87,209,173,113,18,9
2020년12월_계_30~39세,"5,326","2,124",650,336,618,326,262,186,240,72,216,149,121,20,6
2020년12월_계_40~49세,"7,764","3,244","1,083",433,741,381,424,266,339,148,275,200,193,22,15
2020년12월_계_50~59세,"11,963","3,788","1,357",872,"1,341",788,722,525,633,337,548,539,389,74,50
2020년12월_계_60~69세,"14,277","3,641","1,411","1,229","1,638","1,162",978,766,945,439,681,646,556,102,83
2020년12월_계_70~79세,"10,079","2,496",861,775,950,765,715,606,809,376,588,614,400,65,59
2020년12월_계_80~89세,"5,643","1,271",500,462,446,403,429,322,515,234,379,354,248,49,31
2020년12월_계_90~99세,809,169,87,87,87,71,67,27,53,28,44,44,34,6,5
2020년12월_계_100세 이상,35,17,0,2,3,1,3,1,2,0,4,1,1,0,0
2020년12월_남_총인구수,"34,644","11,199","3,918","2,478","3,537","2,306","2,116","1,509","2,050",916,"1,615","1,497","1,166",194,143
2020년12월_남_연령구간인구수,"34,644","11,199","3,918","2,478","3,537","2,306","2,116","1,509","2,050",916,"1,615","1,497","1,166",194,143
2020년12월_남_0~9세,"1,754",788,257,83,158,67,86,44,68,35,71,41,45,7,4
2020년12월_남_10~19세,"2,370","1,091",345,111,212,122,120,64,77,35,67,56,62,7,1
2020년12월_남_20~29세,"3,060","1,289",409,183,298,147,144,100,144,48,112,108,65,8,5
2020년12월_남_30~39세,"2,798","1,100",319,175,306,189,146,100,126,36,129,83,75,11,3
2020년12월_남_40~49세,"4,221","1,641",562,253,417,227,243,151,200,80,172,131,118,15,11
2020년12월_남_50~59세,"6,154","1,914",701,447,671,382,373,254,342,188,307,292,210,44,29
2020년12월_남_60~69세,"7,114","1,762",695,625,810,603,491,376,487,220,323,336,293,48,45
2020년12월_남_70~79세,"4,737","1,097",414,398,467,377,325,284,379,170,285,289,186,36,30
2020년12월_남_80~89세,"2,231",471,194,183,179,172,172,126,220,100,135,146,104,15,14
2020년12월_남_90~99세,196,41,22,20,17,20,15,9,7,4,14,15,8,3,1
2020년12월_남_100세 이상,9,5,0,0,2,0,1,1,0,0,0,0,0,0,0
2020년12월_여_총인구수,"34,559","11,508","3,932","2,425","3,506","2,201","2,127","1,560","1,987",945,"1,600","1,404","1,057",183,124
2020년12월_여_연령구간인구수,"34,559","11,508","3,932","2,425","3,506","2,201","2,127","1,560","1,987",945,"1,600","1,404","1,057",183,124
2020년12월_여_0~9세,"1,580",683,254,98,151,83,77,28,57,29,60,30,25,2,3
2020년12월_여_10~19세,"2,247","1,099",327,101,193,81,109,56,71,41,73,54,36,5,1
2020년12월_여_20~29세,"2,296","1,007",309,131,207,110,107,78,84,39,97,65,48,10,4
2020년12월_여_30~39세,"2,528","1,024",331,161,312,137,116,86,114,36,87,66,46,9,3
2020년12월_여_40~49세,"3,543","1,603",521,180,324,154,181,115,139,68,103,69,75,7,4
2020년12월_여_50~59세,"5,809","1,874",656,425,670,406,349,271,291,149,241,247,179,30,21
2020년12월_여_60~69세,"7,163","1,879",716,604,828,559,487,390,458,219,358,310,263,54,38
2020년12월_여_70~79세,"5,342","1,399",447,377,483,388,390,322,430,206,303,325,214,29,29
2020년12월_여_80~89세,"3,412",800,306,279,267,231,257,196,295,134,244,208,144,34,17
2020년12월_여_90~99세,613,128,65,67,70,51,52,18,46,24,30,29,26,3,4
2020년12월_여_100세 이상,26,12,0,2,1,1,2,0,2,0,4,1,1,0,0
2021년01월_계_총인구수,"69,245","22,738","7,847","4,914","7,050","4,511","4,243","3,059","4,035","1,865","3,225","2,886","2,222",383,267
2021년01월_계_연령구간인구수,"69,245","22,738","7,847","4,914","7,050","4,511","4,243","3,059","4,035","1,865","3,225","2,886","2,222",383,267
2021년01월_계_0~9세,"3,339","1,484",504,181,306,147,165,72,129,64,134,71,66,9,7
2021년01월_계_10~19세,"4,604","2,182",671,212,403,206,230,117,145,75,139,107,99,15,3
2021년01월_계_20~29세,"5,330","2,296",719,313,500,257,241,176,226,89,207,168,110,20,8
2021년01월_계_30~39세,"5,325","2,126",644,334,623,323,269,184,239,74,213,148,119,21,8
2021년01월_계_40~49세,"7,770","3,244","1,082",435,746,386,417,258,343,145,280,200,198,22,14
2021년01월_계_50~59세,"11,920","3,785","1,358",868,"1,335",779,722,519,633,334,549,531,385,75,47
2021년01월_계_60~69세,"14,361","3,675","1,417","1,232","1,645","1,175",985,773,941,446,681,650,558,100,83
2021년01월_계_70~79세,"10,057","2,474",867,781,954,765,708,608,796,371,595,606,404,66,62
2021년01월_계_80~89세,"5,684","1,287",496,467,449,400,432,326,527,239,378,359,247,48,29
2021년01월_계_90~99세,817,168,89,88,86,72,70,24,54,28,45,45,35,7,6
2021년01월_계_100세 이상,38,17,0,3,3,1,4,2,2,0,4,1,1,0,0
2021년01월_남_총인구수,"34,664","11,205","3,916","2,482","3,537","2,311","2,115","1,504","2,053",919,"1,623","1,491","1,167",197,144
2021년01월_남_연령구간인구수,"34,664","11,205","3,916","2,482","3,537","2,311","2,115","1,504","2,053",919,"1,623","1,491","1,167",197,144
2021년01월_남_0~9세,"1,763",800,252,84,157,68,87,44,70,35,72,41,43,6,4
2021년01월_남_10~19세,"2,364","1,088",344,111,207,123,124,60,77,35,68,55,62,9,1
2021년01월_남_20~29세,"3,040","1,279",412,182,294,146,137,101,144,49,113,106,63,10,4
2021년01월_남_30~39세,"2,795","1,098",318,174,314,189,148,97,123,36,127,80,75,11,5
2021년01월_남_40~49세,"4,225","1,639",559,254,418,233,236,146,204,79,178,132,121,15,11
2021년01월_남_50~59세,"6,119","1,904",701,443,668,372,377,250,342,189,305,290,207,44,27
2021년01월_남_60~69세,"7,162","1,781",695,627,815,613,494,380,487,222,321,336,298,47,46
2021년01월_남_70~79세,"4,734","1,094",420,403,463,373,322,289,373,169,289,286,185,37,31
2021년01월_남_80~89세,"2,253",475,194,183,182,174,173,127,225,101,136,150,104,15,14
2021년01월_남_90~99세,199,42,21,20,17,20,16,9,8,4,14,15,9,3,1
2021년01월_남_100세 이상,10,5,0,1,2,0,1,1,0,0,0,0,0,0,0
2021년01월_여_총인구수,"34,581","11,533","3,931","2,432","3,513","2,200","2,128","1,555","1,982",946,"1,602","1,395","1,055",186,123
2021년01월_여_연령구간인구수,"34,581","11,533","3,931","2,432","3,513","2,200","2,128","1,555","1,982",946,"1,602","1,395","1,055",186,123
2021년01월_여_0~9세,"1,576",684,252,97,149,79,78,28,59,29,62,30,23,3,3
2021년01월_여_10~19세,"2,240","1,094",327,101,196,83,106,57,68,40,71,52,37,6,2
2021년01월_여_20~29세,"2,290","1,017",307,131,206,111,104,75,82,40,94,62,47,10,4
2021년01월_여_30~39세,"2,530","1,028",326,160,309,134,121,87,116,38,86,68,44,10,3
2021년01월_여_40~49세,"3,545","1,605",523,181,328,153,181,112,139,66,102,68,77,7,3
2021년01월_여_50~59세,"5,801","1,881",657,425,667,407,345,269,291,145,244,241,178,31,20
2021년01월_여_60~69세,"7,199","1,894",722,605,830,562,491,393,454,224,360,314,260,53,37
2021년01월_여_70~79세,"5,323","1,380",447,378,491,392,386,319,423,202,306,320,219,29,31
2021년01월_여_80~89세,"3,431",812,302,284,267,226,259,199,302,138,242,209,143,33,15
2021년01월_여_90~99세,618,126,68,68,69,52,54,15,46,24,31,30,26,4,5
2021년01월_여_100세 이상,28,12,0,2,1,1,3,1,2,0,4,1,1,0,0
2021년02월_계_총인구수,"69,236","22,711","7,847","4,927","7,036","4,504","4,262","3,050","4,020","1,862","3,242","2,886","2,233",389,267
2021년02월_계_연령구간인구수,"69,236","22,711","7,847","4,927","7,036","4,504","4,262","3,050","4,020","1,862","3,242","2,886","2,233",389,267
2021년02월_계_0~9세,"3,310","1,464",499,182,304,144,165,72,125,64,135,72,67,10,7
2021년02월_계_10~19세,"4,619","2,198",663,213,402,205,234,115,145,74,140,106,105,16,3
2021년02월_계_20~29세,"5,252","2,258",715,307,481,251,242,170,222,88,206,167,115,22,8
2021년02월_계_30~39세,"5,319","2,130",654,336,612,323,265,183,233,74,217,148,116,20,8
2021년02월_계_40~49세,"7,764","3,229","1,080",430,746,386,423,260,343,147,282,200,203,22,13
2021년02월_계_50~59세,"11,881","3,767","1,348",869,"1,327",784,722,517,622,331,554,528,389,75,48
2021년02월_계_60~69세,"14,466","3,710","1,427","1,245","1,662","1,168",993,777,952,447,688,658,555,102,82
2021년02월_계_70~79세,"10,020","2,457",869,780,958,769,706,604,791,368,592,596,401,66,63
2021년02월_계_80~89세,"5,734","1,309",505,471,453,400,436,325,529,241,376,366,245,49,29
2021년02월_계_90~99세,831,172,87,90,87,73,72,25,56,28,48,44,36,7,6
2021년02월_계_100세 이상,40,17,0,4,4,1,4,2,2,0,4,1,1,0,0
2021년02월_남_총인구수,"34,655","11,196","3,902","2,494","3,531","2,297","2,132","1,498","2,048",916,"1,632","1,492","1,173",199,145
2021년02월_남_연령구간인구수,"34,655","11,196","3,902","2,494","3,531","2,297","2,132","1,498","2,048",916,"1,632","1,492","1,173",199,145
2021년02월_남_0~9세,"1,749",790,246,86,156,67,86,45,69,35,72,42,45,6,4
2021년02월_남_10~19세,"2,374","1,102",336,110,207,123,129,58,76,35,71,53,64,9,1
2021년02월_남_20~29세,"2,991","1,261",403,180,286,141,138,96,142,49,111,105,65,10,4
2021년02월_남_30~39세,"2,780","1,088",322,175,307,187,147,97,121,36,131,82,71,11,5
2021년02월_남_40~49세,"4,223","1,638",557,251,423,230,240,147,201,80,176,132,124,14,10
2021년02월_남_50~59세,"6,108","1,909",699,442,655,376,376,251,338,187,305,289,209,44,28
2021년02월_남_60~69세,"7,219","1,788",699,638,829,609,501,380,493,220,329,338,299,49,47
2021년02월_남_70~79세,"4,715","1,088",418,403,466,373,320,286,374,167,288,282,182,37,31
2021년02월_남_80~89세,"2,283",485,200,187,183,172,177,128,224,103,134,155,105,16,14
2021년02월_남_90~99세,201,42,22,20,16,19,17,9,10,4,15,14,9,3,1
2021년02월_남_100세 이상,12,5,0,2,3,0,1,1,0,0,0,0,0,0,0
2021년02월_여_총인구수,"34,581","11,515","3,945","2,433","3,505","2,207","2,130","1,552","1,972",946,"1,610","1,394","1,060",190,122
2021년02월_여_연령구간인구수,"34,581","11,515","3,945","2,433","3,505","2,207","2,130","1,552","1,972",946,"1,610","1,394","1,060",190,122
2021년02월_여_0~9세,"1,561",674,253,96,148,77,79,27,56,29,63,30,22,4,3
2021년02월_여_10~19세,"2,245","1,096",327,103,195,82,105,57,69,39,69,53,41,7,2
2021년02월_여_20~29세,"2,261",997,312,127,195,110,104,74,80,39,95,62,50,12,4
2021년02월_여_30~39세,"2,539","1,042",332,161,305,136,118,86,112,38,86,66,45,9,3
2021년02월_여_40~49세,"3,541","1,591",523,179,323,156,183,113,142,67,106,68,79,8,3
2021년02월_여_50~59세,"5,773","1,858",649,427,672,408,346,266,284,144,249,239,180,31,20
2021년02월_여_60~69세,"7,247","1,922",728,607,833,559,492,397,459,227,359,320,256,53,35
2021년02월_여_70~79세,"5,305","1,369",451,377,492,396,386,318,417,201,304,314,219,29,32
2021년02월_여_80~89세,"3,451",824,305,284,270,228,259,197,305,138,242,211,140,33,15
2021년02월_여_90~99세,630,130,65,70,71,54,55,16,46,24,33,30,27,4,5
2021년02월_여_100세 이상,28,12,0,2,1,1,3,1,2,0,4,1,1,0,0
2021년03월_계_총인구수,"69,008","22,567","7,843","4,912","7,031","4,512","4,257","3,034","3,989","1,856","3,232","2,885","2,230",390,270
2021년03월_계_연령구간인구수,"69,008","22,567","7,843","4,912","7,031","4,512","4,257","3,034","3,989","1,856","3,232","2,885","2,230",390,270
2021년03월_계_0~9세,"3,308","1,465",502,175,303,143,164,77,125,65,133,73,66,10,7
2021년03월_계_10~19세,"4,567","2,176",657,219,400,202,221,111,146,71,135,108,102,16,3
2021년03월_계_20~29세,"5,213","2,235",707,312,480,253,248,163,216,87,203,164,114,23,8
2021년03월_계_30~39세,"5,297","2,106",663,338,608,320,262,182,230,75,217,148,119,21,8
2021년03월_계_40~49세,"7,682","3,200","1,080",425,744,390,413,255,332,142,274,198,195,22,12
2021년03월_계_50~59세,"11,782","3,738","1,325",848,"1,317",774,728,513,621,336,547,525,388,74,48
2021년03월_계_60~69세,"14,580","3,723","1,447","1,251","1,684","1,179",999,784,957,443,703,660,563,102,85
2021년03월_계_70~79세,"9,997","2,447",876,778,959,772,708,601,776,366,592,596,399,64,63
2021년03월_계_80~89세,"5,722","1,305",499,474,449,403,436,320,529,241,376,366,245,49,30
2021년03월_계_90~99세,841,168,87,90,86,75,74,26,56,30,50,46,38,9,6
2021년03월_계_100세 이상,19,4,0,2,1,1,4,2,1,0,2,1,1,0,0
2021년03월_남_총인구수,"34,519","11,125","3,888","2,473","3,531","2,300","2,134","1,494","2,035",909,"1,622","1,494","1,170",198,146
2021년03월_남_연령구간인구수,"34,519","11,125","3,888","2,473","3,531","2,300","2,134","1,494","2,035",909,"1,622","1,494","1,170",198,146
2021년03월_남_0~9세,"1,749",797,244,82,158,67,86,47,66,35,70,43,44,6,4
2021년03월_남_10~19세,"2,335","1,084",330,110,206,122,121,55,78,33,67,54,65,9,1
2021년03월_남_20~29세,"2,966","1,251",396,182,286,140,140,97,136,49,109,104,62,10,4
2021년03월_남_30~39세,"2,763","1,076",327,174,305,187,146,95,119,36,127,82,73,11,5
2021년03월_남_40~49세,"4,171","1,621",555,248,423,229,234,144,193,77,172,131,121,14,9
2021년03월_남_50~59세,"6,054","1,899",683,428,646,370,384,250,336,190,303,290,205,43,27
2021년03월_남_60~69세,"7,284","1,789",715,638,840,615,507,387,502,217,337,337,302,49,49
2021년03월_남_70~79세,"4,718","1,086",420,402,467,377,322,286,371,164,288,284,183,37,31
2021년03월_남_80~89세,"2,275",481,197,188,185,174,174,123,224,104,134,154,106,16,15
2021년03월_남_90~99세,199,40,21,19,14,19,20,9,10,4,15,15,9,3,1
2021년03월_남_100세 이상,5,1,0,2,1,0,0,1,0,0,0,0,0,0,0
2021년03월_여_총인구수,"34,489","11,442","3,955","2,439","3,500","2,212","2,123","1,540","1,954",947,"1,610","1,391","1,060",192,124
2021년03월_여_연령구간인구수,"34,489","11,442","3,955","2,439","3,500","2,212","2,123","1,540","1,954",947,"1,610","1,391","1,060",192,124
2021년03월_여_0~9세,"1,559",668,258,93,145,76,78,30,59,30,63,30,22,4,3
2021년03월_여_10~19세,"2,232","1,092",327,109,194,80,100,56,68,38,68,54,37,7,2
2021년03월_여_20~29세,"2,247",984,311,130,194,113,108,66,80,38,94,60,52,13,4
2021년03월_여_30~39세,"2,534","1,030",336,164,303,133,116,87,111,39,90,66,46,10,3
2021년03월_여_40~49세,"3,511","1,579",525,177,321,161,179,111,139,65,102,67,74,8,3
2021년03월_여_50~59세,"5,728","1,839",642,420,671,404,344,263,285,146,244,235,183,31,21
2021년03월_여_60~69세,"7,296","1,934",732,613,844,564,492,397,455,226,366,323,261,53,36
2021년03월_여_70~79세,"5,279","1,361",456,376,492,395,386,315,405,202,304,312,216,27,32
2021년03월_여_80~89세,"3,447",824,302,286,264,229,262,197,305,137,242,212,139,33,15
2021년03월_여_90~99세,642,128,66,71,72,56,54,17,46,26,35,31,29,6,5
2021년03월_여_100세 이상,14,3,0,0,0,1,4,1,1,0,2,1,1,0,0
2021년04월_계_총인구수,"69,089","22,550","7,870","4,913","7,037","4,531","4,282","3,044","3,991","1,866","3,231","2,880","2,235",389,270
2021년04월_계_연령구간인구수,"69,089","22,550","7,870","4,913","7,037","4,531","4,282","3,044","3,991","1,866","3,231","2,880","2,235",389,270
2021년04월_계_0~9세,"3,300","1,465",500,171,299,141,168,83,123,67,127,72,68,9,7
2021년04월_계_10~19세,"4,547","2,151",665,217,393,202,221,111,150,70,137,105,105,17,3
2021년04월_계_20~29세,"5,207","2,237",704,315,492,253,245,157,213,86,199,164,110,24,8
2021년04월_계_30~39세,"5,281","2,087",654,334,608,322,268,183,235,75,215,149,122,21,8
2021년04월_계_40~49세,"7,678","3,190","1,102",418,747,390,407,259,330,143,272,197,189,21,13
2021년04월_계_50~59세,"11,764","3,741","1,315",843,"1,308",770,738,514,622,334,546,524,391,72,46
2021년04월_계_60~69세,"14,707","3,739","1,467","1,266","1,695","1,203","1,012",791,957,452,712,663,564,101,85
2021년04월_계_70~79세,"9,988","2,458",878,777,956,772,708,593,771,365,590,593,397,66,64
2021년04월_계_80~89세,"5,757","1,317",500,476,453,402,436,324,533,243,380,365,250,49,29
2021년04월_계_90~99세,840,161,85,94,84,75,75,27,56,31,51,47,38,9,7
2021년04월_계_100세 이상,20,4,0,2,2,1,4,2,1,0,2,1,1,0,0
2021년04월_남_총인구수,"34,557","11,131","3,893","2,469","3,533","2,306","2,144","1,500","2,038",914,"1,624","1,491","1,170",198,146
2021년04월_남_연령구간인구수,"34,557","11,131","3,893","2,469","3,533","2,306","2,144","1,500","2,038",914,"1,624","1,491","1,170",198,146
2021년04월_남_0~9세,"1,743",796,238,80,155,67,90,52,67,34,67,42,46,5,4
2021년04월_남_10~19세,"2,327","1,074",337,111,199,120,118,55,80,33,68,54,67,10,1
2021년04월_남_20~29세,"2,955","1,249",391,180,291,141,141,93,136,50,108,100,61,10,4
2021년04월_남_30~39세,"2,769","1,073",323,174,311,188,148,97,121,35,125,85,73,11,5
2021년04월_남_40~49세,"4,168","1,622",565,241,422,230,227,146,193,79,171,130,118,14,10
2021년04월_남_50~59세,"6,040","1,907",676,426,641,366,390,251,335,186,303,288,203,42,26
2021년04월_남_60~69세,"7,339","1,792",722,643,846,626,513,389,502,225,342,338,303,49,49
2021년04월_남_70~79세,"4,720","1,093",424,403,466,376,324,282,368,163,291,281,180,38,31
2021년04월_남_80~89세,"2,288",485,196,188,187,171,173,125,227,104,134,158,110,16,14
2021년04월_남_90~99세,202,39,21,21,13,21,20,9,9,5,15,15,9,3,2
2021년04월_남_100세 이상,6,1,0,2,2,0,0,1,0,0,0,0,0,0,0
2021년04월_여_총인구수,"34,532","11,419","3,977","2,444","3,504","2,225","2,138","1,544","1,953",952,"1,607","1,389","1,065",191,124
2021년04월_여_연령구간인구수,"34,532","11,419","3,977","2,444","3,504","2,225","2,138","1,544","1,953",952,"1,607","1,389","1,065",191,124
