카테고리,경기도 양평군,경기도 양평군 양평읍,경기도 양평군 강상면,경기도 양평군 강하면,경기도 양평군 양서면,경기도 양평군 옥천면,경기도 양평군 서종면,경기도 양평군 단월면,경기도 양평군 청운면,경기도 양평군 양동면,경기도 양평군 지평면,경기도 양평군 용문면,경기도 양평군 개군면
2020년08월_계_연령구간인구수,"118,372","30,543","10,292","4,673","13,600","7,850","9,612","3,859","3,754","4,564","6,815","17,730","5,080"
2020년08월_계_0~9세,"7,410","2,265",956,169,733,488,643,123,114,141,235,"1,312",231
2020년08월_계_10~19세,"9,927","3,284",912,245,"1,117",548,815,228,162,194,388,"1,714",320
2020년08월_계_20~29세,"10,573","3,507",823,323,"1,260",732,598,260,235,274,481,"1,675",405
2020년08월_계_30~39세,"10,884","3,237","1,213",377,"1,213",775,833,287,203,290,413,"1,662",381
2020년08월_계_40~49세,"16,366","4,835","1,662",515,"1,830","1,027","1,511",443,369,384,693,"2,492",605
2020년08월_계_50~59세,"20,925","5,391","1,682",904,"2,446","1,393","1,709",700,691,900,"1,292","2,914",903
2020년08월_계_60~69세,"22,167","4,310","1,677","1,181","2,638","1,593","2,011",926,941,"1,156","1,623","2,964","1,147"
2020년08월_계_70~79세,"12,949","2,403",907,690,"1,575",870,"1,013",565,607,703,"1,004","1,908",704
2020년08월_계_80~89세,"6,147","1,151",399,222,673,361,396,291,383,438,576,914,343
2020년08월_계_90~99세,956,146,57,45,105,59,78,36,41,76,107,167,39
2020년08월_계_100세 이상,68,14,4,2,10,4,5,0,8,8,3,8,2
2020년08월_남_총인구수,"59,475","15,284","5,088","2,367","6,859","3,958","4,759","1,965","1,897","2,263","3,476","8,980","2,579"
2020년08월_남_연령구간인구수,"59,475","15,284","5,088","2,367","6,859","3,958","4,759","1,965","1,897","2,263","3,476","8,980","2,579"
2020년08월_남_0~9세,"3,804","1,175",485,94,372,237,305,60,62,80,141,681,112
2020년08월_남_10~19세,"5,305","1,693",459,144,636,288,438,122,92,99,223,937,174
2020년08월_남_20~29세,"5,845","1,908",438,187,685,434,329,142,120,155,284,936,227
2020년08월_남_30~39세,"5,514","1,631",585,195,625,399,392,172,113,160,210,835,197
2020년08월_남_40~49세,"8,362","2,340",832,266,937,550,757,243,215,212,389,"1,290",331
2020년08월_남_50~59세,"10,732","2,800",832,446,"1,242",705,835,359,360,476,663,"1,536",478
2020년08월_남_60~69세,"10,961","2,145",815,567,"1,268",766,987,477,474,566,866,"1,467",563
2020년08월_남_70~79세,"6,372","1,149",469,368,771,427,542,279,296,333,471,909,358
2020년08월_남_80~89세,"2,337",404,154,91,295,136,154,106,159,163,196,350,129
2020년08월_남_90~99세,228,36,19,7,23,16,19,5,5,18,33,38,9
2020년08월_남_100세 이상,15,3,0,2,5,0,1,0,1,1,0,1,1
2020년08월_여_총인구수,"58,897","15,259","5,204","2,306","6,741","3,892","4,853","1,894","1,857","2,301","3,339","8,750","2,501"
2020년08월_여_연령구간인구수,"58,897","15,259","5,204","2,306","6,741","3,892","4,853","1,894","1,857","2,301","3,339","8,750","2,501"
2020년08월_여_0~9세,"3,606","1,090",471,75,361,251,338,63,52,61,94,631,119
2020년08월_여_10~19세,"4,622","1,591",453,101,481,260,377,106,70,95,165,777,146
2020년08월_여_20~29세,"4,728","1,599",385,136,575,298,269,118,115,119,197,739,178
2020년08월_여_30~39세,"5,370","1,606",628,182,588,376,441,115,90,130,203,827,184
2020년08월_여_40~49세,"8,004","2,495",830,249,893,477,754,200,154,172,304,"1,202",274
2020년08월_여_50~59세,"10,193","2,591",850,458,"1,204",688,874,341,331,424,629,"1,378",425
2020년08월_여_60~69세,"11,206","2,165",862,614,"1,370",827,"1,024",449,467,590,757,"1,497",584
2020년08월_여_70~79세,"6,577","1,254",438,322,804,443,471,286,311,370,533,999,346
2020년08월_여_80~89세,"3,810",747,245,131,378,225,242,185,224,275,380,564,214
2020년08월_여_90~99세,728,110,38,38,82,43,59,31,36,58,74,129,30
2020년08월_여_100세 이상,53,11,4,0,5,4,4,0,7,7,3,7,1
2020년09월_계_총인구수,"118,433","30,515","10,320","4,674","13,588","7,871","9,645","3,849","3,762","4,572","6,833","17,733","5,071"
2020년09월_계_연령구간인구수,"118,433","30,515","10,320","4,674","13,588","7,871","9,645","3,849","3,762","4,572","6,833","17,733","5,071"
2020년09월_계_0~9세,"7,387","2,256",947,175,725,489,639,124,116,141,242,"1,303",230
2020년09월_계_10~19세,"9,899","3,280",927,241,"1,111",548,823,223,162,193,384,"1,690",317
2020년09월_계_20~29세,"10,553","3,499",820,326,"1,248",734,596,259,229,275,479,"1,688",400
2020년09월_계_30~39세,"10,860","3,218","1,222",371,"1,210",782,831,285,204,291,414,"1,659",373
2020년09월_계_40~49세,"16,323","4,819","1,654",511,"1,825","1,040","1,511",437,364,381,686,"2,497",598
2020년09월_계_50~59세,"20,926","5,381","1,685",907,"2,447","1,390","1,722",690,691,910,"1,286","2,925",892
2020년09월_계_60~69세,"22,278","4,339","1,692","1,179","2,645","1,601","2,016",937,957,"1,154","1,636","2,960","1,162"
2020년09월_계_70~79세,"12,987","2,395",911,690,"1,587",866,"1,024",561,609,703,"1,012","1,914",715
2020년09월_계_80~89세,"6,183","1,164",399,226,675,360,400,296,382,437,582,921,341
2020년09월_계_90~99세,969,149,59,46,105,57,78,37,41,79,109,168,41
2020년09월_계_100세 이상,68,15,4,2,10,4,5,0,7,8,3,8,2
2020년09월_남_총인구수,"59,493","15,273","5,096","2,362","6,846","3,969","4,787","1,963","1,908","2,267","3,482","8,966","2,574"
2020년09월_남_연령구간인구수,"59,493","15,273","5,096","2,362","6,846","3,969","4,787","1,963","1,908","2,267","3,482","8,966","2,574"
2020년09월_남_0~9세,"3,792","1,173",481,97,368,235,300,59,63,80,144,678,114
2020년09월_남_10~19세,"5,289","1,686",470,141,631,293,447,124,92,99,222,911,173
2020년09월_남_20~29세,"5,835","1,915",433,187,676,430,326,142,118,158,278,947,225
2020년09월_남_30~39세,"5,496","1,615",590,193,617,401,395,172,114,160,212,833,194
2020년09월_남_40~49세,"8,336","2,334",825,262,937,561,756,237,212,209,386,"1,293",324
2020년09월_남_50~59세,"10,726","2,792",837,447,"1,239",698,845,357,363,480,661,"1,537",470
2020년09월_남_60~69세,"11,038","2,162",820,565,"1,273",779,992,480,483,566,874,"1,470",574
2020년09월_남_70~79세,"6,371","1,141",466,367,780,423,549,277,295,331,475,905,362
2020년09월_남_80~89세,"2,365",416,155,94,296,134,157,109,161,165,197,353,128
2020년09월_남_90~99세,230,36,19,7,24,15,19,6,6,18,33,38,9
2020년09월_남_100세 이상,15,3,0,2,5,0,1,0,1,1,0,1,1
2020년09월_여_총인구수,"58,940","15,242","5,224","2,312","6,742","3,902","4,858","1,886","1,854","2,305","3,351","8,767","2,497"
2020년09월_여_연령구간인구수,"58,940","15,242","5,224","2,312","6,742","3,902","4,858","1,886","1,854","2,305","3,351","8,767","2,497"
2020년09월_여_0~9세,"3,595","1,083",466,78,357,254,339,65,53,61,98,625,116
2020년09월_여_10~19세,"4,610","1,594",457,100,480,255,376,99,70,94,162,779,144
2020년09월_여_20~29세,"4,718","1,584",387,139,572,304,270,117,111,117,201,741,175
2020년09월_여_30~39세,"5,364","1,603",632,178,593,381,436,113,90,131,202,826,179
2020년09월_여_40~49세,"7,987","2,485",829,249,888,479,755,200,152,172,300,"1,204",274
2020년09월_여_50~59세,"10,200","2,589",848,460,"1,208",692,877,333,328,430,625,"1,388",422
2020년09월_여_60~69세,"11,240","2,177",872,614,"1,372",822,"1,024",457,474,588,762,"1,490",588
2020년09월_여_70~79세,"6,616","1,254",445,323,807,443,475,284,314,372,537,"1,009",353
2020년09월_여_80~89세,"3,818",748,244,132,379,226,243,187,221,272,385,568,213
2020년09월_여_90~99세,739,113,40,39,81,42,59,31,35,61,76,130,32
2020년09월_여_100세 이상,53,12,4,0,5,4,4,0,6,7,3,7,1
2020년10월_계_총인구수,"118,609","30,568","10,364","4,661","13,592","7,919","9,683","3,841","3,757","4,581","6,837","17,741","5,065"
2020년10월_계_연령구간인구수,"118,609","30,568","10,364","4,661","13,592","7,919","9,683","3,841","3,757","4,581","6,837","17,741","5,065"
2020년10월_계_0~9세,"7,367","2,232",943,175,730,495,640,126,118,143,240,"1,291",234
2020년10월_계_10~19세,"9,860","3,302",935,232,"1,085",553,833,220,157,195,383,"1,651",314
2020년10월_계_20~29세,"10,542","3,491",829,328,"1,241",733,597,255,231,270,477,"1,700",390
2020년10월_계_30~39세,"10,837","3,208","1,222",367,"1,200",771,832,286,207,299,417,"1,662",366
2020년10월_계_40~49세,"16,315","4,825","1,656",503,"1,827","1,059","1,514",427,361,388,676,"2,485",594
2020년10월_계_50~59세,"20,939","5,398","1,674",893,"2,439","1,397","1,735",689,689,905,"1,286","2,945",889
2020년10월_계_60~69세,"22,453","4,359","1,723","1,192","2,672","1,614","2,014",941,961,"1,156","1,654","2,993","1,174"
2020년10월_계_70~79세,"13,045","2,419",916,696,"1,600",876,"1,032",561,606,702,"1,013","1,908",716
2020년10월_계_80~89세,"6,192","1,166",403,225,680,358,400,298,379,435,579,925,344
2020년10월_계_90~99세,993,153,59,49,108,59,81,38,42,80,109,173,42
2020년10월_계_100세 이상,66,15,4,1,10,4,5,0,6,8,3,8,2
2020년10월_남_총인구수,"59,533","15,298","5,121","2,354","6,822","3,997","4,808","1,959","1,909","2,274","3,485","8,939","2,567"
2020년10월_남_연령구간인구수,"59,533","15,298","5,121","2,354","6,822","3,997","4,808","1,959","1,909","2,274","3,485","8,939","2,567"
2020년10월_남_0~9세,"3,782","1,159",482,98,367,240,304,60,64,82,143,667,116
2020년10월_남_10~19세,"5,237","1,701",478,136,603,295,449,121,90,103,220,872,169
2020년10월_남_20~29세,"5,819","1,908",435,185,671,430,326,141,120,154,276,955,218
2020년10월_남_30~39세,"5,496","1,614",590,195,614,398,399,171,115,165,212,833,190
2020년10월_남_40~49세,"8,308","2,329",824,257,937,569,752,228,212,211,377,"1,289",323
2020년10월_남_50~59세,"10,742","2,797",831,439,"1,239",700,859,362,359,479,669,"1,541",467
2020년10월_남_60~69세,"11,129","2,179",840,575,"1,281",788,986,484,489,565,881,"1,480",581
2020년10월_남_70~79세,"6,402","1,154",469,369,788,430,555,275,292,331,476,902,361
2020년10월_남_80~89세,"2,369",417,153,92,295,130,158,111,160,165,198,359,131
2020년10월_남_90~99세,235,37,19,7,22,17,19,6,7,18,33,40,10
2020년10월_남_100세 이상,14,3,0,1,5,0,1,0,1,1,0,1,1
2020년10월_여_총인구수,"59,076","15,270","5,243","2,307","6,770","3,922","4,875","1,882","1,848","2,307","3,352","8,802","2,498"
2020년10월_여_연령구간인구수,"59,076","15,270","5,243","2,307","6,770","3,922","4,875","1,882","1,848","2,307","3,352","8,802","2,498"
2020년10월_여_0~9세,"3,585","1,073",461,77,363,255,336,66,54,61,97,624,118
2020년10월_여_10~19세,"4,623","1,601",457,96,482,258,384,99,67,92,163,779,145
2020년10월_여_20~29세,"4,723","1,583",394,143,570,303,271,114,111,116,201,745,172
2020년10월_여_30~39세,"5,341","1,594",632,172,586,373,433,115,92,134,205,829,176
2020년10월_여_40~49세,"8,007","2,496",832,246,890,490,762,199,149,177,299,"1,196",271
2020년10월_여_50~59세,"10,197","2,601",843,454,"1,200",697,876,327,330,426,617,"1,404",422
2020년10월_여_60~69세,"11,324","2,180",883,617,"1,391",826,"1,028",457,472,591,773,"1,513",593
2020년10월_여_70~79세,"6,643","1,265",447,327,812,446,477,286,314,371,537,"1,006",355
2020년10월_여_80~89세,"3,823",749,250,133,385,228,242,187,219,270,381,566,213
2020년10월_여_90~99세,758,116,40,42,86,42,62,32,35,62,76,133,32
2020년10월_여_100세 이상,52,12,4,0,5,4,4,0,5,7,3,7,1
2020년11월_계_총인구수,"118,778","30,604","10,426","4,680","13,604","7,910","9,680","3,845","3,763","4,591","6,838","17,763","5,074"
2020년11월_계_연령구간인구수,"118,778","30,604","10,426","4,680","13,604","7,910","9,680","3,845","3,763","4,591","6,838","17,763","5,074"
2020년11월_계_0~9세,"7,320","2,210",946,172,734,485,640,124,119,142,234,"1,281",233
2020년11월_계_10~19세,"9,848","3,313",943,231,"1,074",553,829,219,156,202,391,"1,628",309
2020년11월_계_20~29세,"10,592","3,511",841,332,"1,252",732,599,249,229,271,477,"1,708",391
2020년11월_계_30~39세,"10,801","3,194","1,220",366,"1,204",771,829,285,206,298,417,"1,644",367
2020년11월_계_40~49세,"16,315","4,817","1,671",505,"1,819","1,061","1,497",430,361,393,679,"2,489",593
2020년11월_계_50~59세,"20,907","5,388","1,671",886,"2,440","1,376","1,741",682,690,900,"1,273","2,970",890
2020년11월_계_60~69세,"22,636","4,401","1,747","1,204","2,679","1,630","2,029",949,967,"1,155","1,672","3,022","1,181"
2020년11월_계_70~79세,"13,055","2,427",919,705,"1,606",880,"1,025",563,604,704,999,"1,903",720
2020년11월_계_80~89세,"6,231","1,169",407,228,677,361,407,304,381,436,583,933,345
2020년11월_계_90~99세,"1,006",158,57,50,109,57,79,40,44,82,110,177,43
2020년11월_계_100세 이상,67,16,4,1,10,4,5,0,6,8,3,8,2
2020년11월_남_총인구수,"59,600","15,296","5,151","2,368","6,825","4,004","4,810","1,957","1,916","2,280","3,480","8,944","2,569"
2020년11월_남_연령구간인구수,"59,600","15,296","5,151","2,368","6,825","4,004","4,810","1,957","1,916","2,280","3,480","8,944","2,569"
2020년11월_남_0~9세,"3,749","1,141",479,100,371,236,303,57,65,82,140,660,115
2020년11월_남_10~19세,"5,223","1,705",487,135,592,293,449,121,89,107,224,855,166
2020년11월_남_20~29세,"5,854","1,921",438,186,681,432,329,139,120,155,275,959,219
2020년11월_남_30~39세,"5,468","1,607",582,197,614,398,393,170,114,163,215,822,193
2020년11월_남_40~49세,"8,312","2,322",837,256,934,571,748,233,214,216,371,"1,291",319
2020년11월_남_50~59세,"10,720","2,787",834,438,"1,238",691,863,359,359,472,662,"1,549",468
2020년11월_남_60~69세,"11,240","2,201",849,581,"1,289",804,994,482,493,568,894,"1,501",584
2020년11월_남_70~79세,"6,391","1,154",475,374,784,431,549,273,291,332,465,902,361
2020년11월_남_80~89세,"2,392",417,153,93,294,130,163,116,163,164,200,365,134
2020년11월_남_90~99세,237,38,17,7,23,18,18,7,7,20,34,39,9
2020년11월_남_100세 이상,14,3,0,1,5,0,1,0,1,1,0,1,1
2020년11월_여_총인구수,"59,178","15,308","5,275","2,312","6,779","3,906","4,870","1,888","1,847","2,311","3,358","8,819","2,505"
2020년11월_여_연령구간인구수,"59,178","15,308","5,275","2,312","6,779","3,906","4,870","1,888","1,847","2,311","3,358","8,819","2,505"
2020년11월_여_0~9세,"3,571","1,069",467,72,363,249,337,67,54,60,94,621,118
2020년11월_여_10~19세,"4,625","1,608",456,96,482,260,380,98,67,95,167,773,143
2020년11월_여_20~29세,"4,738","1,590",403,146,571,300,270,110,109,116,202,749,172
2020년11월_여_30~39세,"5,333","1,587",638,169,590,373,436,115,92,135,202,822,174
2020년11월_여_40~49세,"8,003","2,495",834,249,885,490,749,197,147,177,308,"1,198",274
2020년11월_여_50~59세,"10,187","2,601",837,448,"1,202",685,878,323,331,428,611,"1,421",422
2020년11월_여_60~69세,"11,396","2,200",898,623,"1,390",826,"1,035",467,474,587,778,"1,521",597
2020년11월_여_70~79세,"6,664","1,273",444,331,822,449,476,290,313,372,534,"1,001",359
2020년11월_여_80~89세,"3,839",752,254,135,383,231,244,188,218,272,383,568,211
2020년11월_여_90~99세,769,120,40,43,86,39,61,33,37,62,76,138,34
2020년11월_여_100세 이상,53,13,4,0,5,4,4,0,5,7,3,7,1
2020년12월_계_총인구수,"118,810","30,635","10,450","4,719","13,600","7,920","9,671","3,853","3,752","4,608","6,838","17,667","5,097"
2020년12월_계_연령구간인구수,"118,810","30,635","10,450","4,719","13,600","7,920","9,671","3,853","3,752","4,608","6,838","17,667","5,097"
2020년12월_계_0~9세,"7,298","2,190",950,179,737,483,635,128,117,143,226,"1,274",236
2020년12월_계_10~19세,"9,708","3,313",946,240,"1,032",548,825,215,152,197,396,"1,536",308
2020년12월_계_20~29세,"10,597","3,532",828,332,"1,238",741,604,250,232,281,482,"1,679",398
2020년12월_계_30~39세,"10,775","3,186","1,224",370,"1,213",764,815,282,202,295,413,"1,649",362
2020년12월_계_40~49세,"16,312","4,825","1,679",507,"1,818","1,051","1,493",433,356,395,685,"2,478",592
2020년12월_계_50~59세,"20,910","5,386","1,671",881,"2,451","1,381","1,732",682,686,909,"1,273","2,966",892
2020년12월_계_60~69세,"22,804","4,445","1,755","1,219","2,704","1,642","2,042",949,967,"1,156","1,672","3,059","1,194"
2020년12월_계_70~79세,"13,062","2,416",927,708,"1,606",879,"1,032",562,609,706,995,"1,901",721
2020년12월_계_80~89세,"6,268","1,168",410,234,679,369,409,310,381,439,582,942,345
2020년12월_계_90~99세,"1,012",160,57,48,112,58,79,42,45,79,111,174,47
2020년12월_계_100세 이상,64,14,3,1,10,4,5,0,5,8,3,9,2
2020년12월_남_총인구수,"59,563","15,334","5,168","2,382","6,783","3,999","4,802","1,960","1,912","2,287","3,486","8,873","2,577"
2020년12월_남_연령구간인구수,"59,563","15,334","5,168","2,382","6,783","3,999","4,802","1,960","1,912","2,287","3,486","8,873","2,577"
2020년12월_남_0~9세,"3,732","1,134",483,99,371,232,302,60,63,83,135,654,116
2020년12월_남_10~19세,"5,103","1,702",486,142,544,291,443,117,88,102,225,799,164
2020년12월_남_20~29세,"5,867","1,950",432,186,661,431,336,140,123,162,284,940,222
2020년12월_남_30~39세,"5,431","1,601",583,192,619,393,382,165,113,158,210,823,192
2020년12월_남_40~49세,"8,302","2,320",846,256,930,564,746,236,210,217,375,"1,284",318
2020년12월_남_50~59세,"10,734","2,787",831,440,"1,243",694,862,363,359,478,665,"1,545",467
2020년12월_남_60~69세,"11,340","2,228",855,588,"1,305",817,998,482,491,566,894,"1,520",596
2020년12월_남_70~79세,"6,392","1,152",481,375,783,428,552,273,293,334,463,901,357
2020년12월_남_80~89세,"2,413",420,155,96,298,131,162,117,163,167,201,368,135
2020년12월_남_90~99세,236,38,16,7,24,18,18,7,8,19,34,38,9
2020년12월_남_100세 이상,13,2,0,1,5,0,1,0,1,1,0,1,1
2020년12월_여_총인구수,"59,247","15,301","5,282","2,337","6,817","3,921","4,869","1,893","1,840","2,321","3,352","8,794","2,520"
2020년12월_여_연령구간인구수,"59,247","15,301","5,282","2,337","6,817","3,921","4,869","1,893","1,840","2,321","3,352","8,794","2,520"
2020년12월_여_0~9세,"3,566","1,056",467,80,366,251,333,68,54,60,91,620,120
2020년12월_여_10~19세,"4,605","1,611",460,98,488,257,382,98,64,95,171,737,144
2020년12월_여_20~29세,"4,730","1,582",396,146,577,310,268,110,109,119,198,739,176
2020년12월_여_30~39세,"5,344","1,585",641,178,594,371,433,117,89,137,203,826,170
2020년12월_여_40~49세,"8,010","2,505",833,251,888,487,747,197,146,178,310,"1,194",274
2020년12월_여_50~59세,"10,176","2,599",840,441,"1,208",687,870,319,327,431,608,"1,421",425
2020년12월_여_60~69세,"11,464","2,217",900,631,"1,399",825,"1,044",467,476,590,778,"1,539",598
2020년12월_여_70~79세,"6,670","1,264",446,333,823,451,480,289,316,372,532,"1,000",364
2020년12월_여_80~89세,"3,855",748,255,138,381,238,247,193,218,272,381,574,210
2020년12월_여_90~99세,776,122,41,41,88,40,61,35,37,60,77,136,38
2020년12월_여_100세 이상,51,12,3,0,5,4,4,0,4,7,3,8,1
2021년01월_계_총인구수,"119,022","30,713","10,473","4,753","13,599","7,951","9,680","3,902","3,750","4,598","6,857","17,638","5,108"
2021년01월_계_연령구간인구수,"119,022","30,713","10,473","4,753","13,599","7,951","9,680","3,902","3,750","4,598","6,857","17,638","5,108"
2021년01월_계_0~9세,"7,263","2,174",942,182,742,479,625,129,113,141,228,"1,276",232
2021년01월_계_10~19세,"9,727","3,325",944,239,"1,033",560,838,230,156,196,385,"1,506",315
2021년01월_계_20~29세,"10,568","3,538",839,339,"1,220",734,605,255,229,277,477,"1,658",397
2021년01월_계_30~39세,"10,782","3,194","1,217",376,"1,207",756,820,286,198,292,421,"1,649",366
2021년01월_계_40~49세,"16,304","4,832","1,687",499,"1,822","1,058","1,480",438,352,387,683,"2,472",594
2021년01월_계_50~59세,"20,819","5,378","1,653",885,"2,417","1,393","1,722",681,678,908,"1,271","2,946",887
2021년01월_계_60~69세,"23,009","4,479","1,777","1,236","2,727","1,648","2,057",959,979,"1,162","1,696","3,085","1,204"
2021년01월_계_70~79세,"13,150","2,438",944,711,"1,622",882,"1,037",571,611,709,999,"1,904",722
2021년01월_계_80~89세,"6,318","1,174",408,236,689,379,412,311,381,439,584,962,343
2021년01월_계_90~99세,"1,016",165,59,49,109,58,79,42,48,79,110,172,46
2021년01월_계_100세 이상,66,16,3,1,11,4,5,0,5,8,3,8,2
2021년01월_남_총인구수,"59,658","15,371","5,181","2,397","6,765","4,017","4,810","1,981","1,917","2,282","3,496","8,856","2,585"
2021년01월_남_연령구간인구수,"59,658","15,371","5,181","2,397","6,765","4,017","4,810","1,981","1,917","2,282","3,496","8,856","2,585"
2021년01월_남_0~9세,"3,709","1,125",476,101,376,226,295,60,62,81,135,658,114
2021년01월_남_10~19세,"5,113","1,713",487,140,536,299,450,120,90,102,220,788,168
2021년01월_남_20~29세,"5,858","1,953",437,192,655,429,340,144,124,159,279,925,221
2021년01월_남_30~39세,"5,442","1,608",578,194,612,395,385,165,110,156,215,830,194
2021년01월_남_40~49세,"8,272","2,319",852,253,926,564,741,235,207,209,375,"1,273",318
2021년01월_남_50~59세,"10,682","2,780",823,441,"1,218",701,857,363,357,480,662,"1,532",468
2021년01월_남_60~69세,"11,450","2,239",862,596,"1,316",820,"1,010",489,498,573,910,"1,534",603
2021년01월_남_70~79세,"6,452","1,172",492,377,794,430,549,279,297,333,466,906,357
2021년01월_남_80~89세,"2,429",418,157,94,304,135,163,119,162,169,202,373,133
2021년01월_남_90~99세,237,42,17,8,22,18,19,7,9,19,32,36,8
2021년01월_남_100세 이상,14,2,0,1,6,0,1,0,1,1,0,1,1
2021년01월_여_총인구수,"59,364","15,342","5,292","2,356","6,834","3,934","4,870","1,921","1,833","2,316","3,361","8,782","2,523"
2021년01월_여_연령구간인구수,"59,364","15,342","5,292","2,356","6,834","3,934","4,870","1,921","1,833","2,316","3,361","8,782","2,523"
2021년01월_여_0~9세,"3,554","1,049",466,81,366,253,330,69,51,60,93,618,118
2021년01월_여_10~19세,"4,614","1,612",457,99,497,261,388,110,66,94,165,718,147
2021년01월_여_20~29세,"4,710","1,585",402,147,565,305,265,111,105,118,198,733,176
2021년01월_여_30~39세,"5,340","1,586",639,182,595,361,435,121,88,136,206,819,172
2021년01월_여_40~49세,"8,032","2,513",835,246,896,494,739,203,145,178,308,"1,199",276
2021년01월_여_50~59세,"10,137","2,598",830,444,"1,199",692,865,318,321,428,609,"1,414",419
2021년01월_여_60~69세,"11,559","2,240",915,640,"1,411",828,"1,047",470,481,589,786,"1,551",601
2021년01월_여_70~79세,"6,698","1,266",452,334,828,452,488,292,314,376,533,998,365
2021년01월_여_80~89세,"3,889",756,251,142,385,244,249,192,219,270,382,589,210
2021년01월_여_90~99세,779,123,42,41,87,40,60,35,39,60,78,136,38
2021년01월_여_100세 이상,52,14,3,0,5,4,4,0,4,7,3,7,1
2021년02월_계_총인구수,"119,371","30,811","10,457","4,774","13,621","7,981","9,752","3,874","3,764","4,606","6,876","17,680","5,175"
2021년02월_계_연령구간인구수,"119,371","30,811","10,457","4,774","13,621","7,981","9,752","3,874","3,764","4,606","6,876","17,680","5,175"
2021년02월_계_0~9세,"7,243","2,193",917,179,732,477,626,125,114,142,229,"1,270",239
2021년02월_계_10~19세,"9,725","3,305",937,239,"1,033",568,851,226,157,193,383,"1,501",332
2021년02월_계_20~29세,"10,578","3,554",846,347,"1,213",730,603,248,230,279,478,"1,648",402
2021년02월_계_30~39세,"10,811","3,204","1,190",368,"1,215",766,834,284,193,299,419,"1,667",372
2021년02월_계_40~49세,"16,346","4,837","1,695",511,"1,814","1,067","1,492",433,357,379,684,"2,475",602
2021년02월_계_50~59세,"20,816","5,389","1,648",882,"2,424","1,388","1,720",673,675,906,"1,273","2,948",890
2021년02월_계_60~69세,"23,228","4,522","1,797","1,250","2,745","1,664","2,082",965,992,"1,167","1,708","3,117","1,219"
2021년02월_계_70~79세,"13,153","2,442",950,707,"1,627",873,"1,043",564,613,709,"1,001","1,901",723
2021년02월_계_80~89세,"6,389","1,185",416,241,697,388,417,313,380,442,591,971,348
2021년02월_계_90~99세,"1,013",164,58,49,110,56,78,43,47,82,106,174,46
2021년02월_계_100세 이상,69,16,3,1,11,4,6,0,6,8,4,8,2
2021년02월_남_총인구수,"59,846","15,427","5,182","2,408","6,781","4,029","4,840","1,968","1,922","2,287","3,510","8,875","2,617"
2021년02월_남_연령구간인구수,"59,846","15,427","5,182","2,408","6,781","4,029","4,840","1,968","1,922","2,287","3,510","8,875","2,617"
2021년02월_남_0~9세,"3,697","1,131",463,98,374,224,300,62,63,84,135,649,114
2021년02월_남_10~19세,"5,124","1,707",487,141,535,304,456,116,90,100,217,788,183
2021년02월_남_20~29세,"5,867","1,960",444,200,649,429,335,140,127,160,283,918,222
2021년02월_남_30~39세,"5,465","1,621",565,192,617,399,390,163,103,159,216,842,198
2021년02월_남_40~49세,"8,276","2,316",852,255,923,561,748,229,211,205,379,"1,274",323
2021년02월_남_50~59세,"10,705","2,788",827,444,"1,227",699,859,361,358,476,664,"1,533",469
2021년02월_남_60~69세,"11,550","2,258",874,598,"1,322",834,"1,012",494,503,575,915,"1,554",611
2021년02월_남_70~79세,"6,451","1,178",496,375,797,426,554,275,296,334,466,900,354
2021년02월_남_80~89세,"2,464",424,160,96,309,137,166,121,161,174,204,378,134
2021년02월_남_90~99세,232,42,14,8,22,16,19,7,9,19,30,38,8
2021년02월_남_100세 이상,15,2,0,1,6,0,1,0,1,1,1,1,1
2021년02월_여_총인구수,"59,525","15,384","5,275","2,366","6,840","3,952","4,912","1,906","1,842","2,319","3,366","8,805","2,558"
2021년02월_여_연령구간인구수,"59,525","15,384","5,275","2,366","6,840","3,952","4,912","1,906","1,842","2,319","3,366","8,805","2,558"
2021년02월_여_0~9세,"3,546","1,062",454,81,358,253,326,63,51,58,94,621,125
2021년02월_여_10~19세,"4,601","1,598",450,98,498,264,395,110,67,93,166,713,149
2021년02월_여_20~29세,"4,711","1,594",402,147,564,301,268,108,103,119,195,730,180
2021년02월_여_30~39세,"5,346","1,583",625,176,598,367,444,121,90,140,203,825,174
2021년02월_여_40~49세,"8,070","2,521",843,256,891,506,744,204,146,174,305,"1,201",279
2021년02월_여_50~59세,"10,111","2,601",821,438,"1,197",689,861,312,317,430,609,"1,415",421
2021년02월_여_60~69세,"11,678","2,264",923,652,"1,423",830,"1,070",471,489,592,793,"1,563",608
2021년02월_여_70~79세,"6,702","1,264",454,332,830,447,489,289,317,375,535,"1,001",369
2021년02월_여_80~89세,"3,925",761,256,145,388,251,251,192,219,268,387,593,214
2021년02월_여_90~99세,781,122,44,41,88,40,59,36,38,63,76,136,38
2021년02월_여_100세 이상,54,14,3,0,5,4,5,0,5,7,3,7,1
2021년03월_계_총인구수,"119,260","30,731","10,478","4,773","13,633","7,990","9,746","3,861","3,759","4,584","6,819","17,717","5,169"
2021년03월_계_연령구간인구수,"119,260","30,731","10,478","4,773","13,633","7,990","9,746","3,861","3,759","4,584","6,819","17,717","5,169"
2021년03월_계_0~9세,"7,235","2,189",925,174,730,474,624,127,110,138,225,"1,287",232
2021년03월_계_10~19세,"9,689","3,271",946,241,"1,042",559,849,225,158,192,375,"1,499",332
