카테고리,강원도 양양군,강원도 양양군 양양읍,강원도 양양군 서면,강원도 양양군 손양면,강원도 양양군 현북면,강원도 양양군 현남면,강원도 양양군 강현면
2021년02월_계_10~19세,"1,812","1,132",169,89,94,114,214
2021년02월_계_20~29세,"2,407","1,252",218,192,159,160,426
2021년02월_계_30~39세,"2,320","1,254",158,146,195,217,350
2021년02월_계_40~49세,"3,539","1,937",315,240,237,316,494
2021년02월_계_50~59세,"5,043","2,172",532,455,473,509,902
2021년02월_계_60~69세,"5,639","2,043",664,489,646,731,"1,066"
2021년02월_계_70~79세,"3,616","1,217",468,373,429,505,624
2021년02월_계_80~89세,"1,906",615,242,228,224,314,283
2021년02월_계_90~99세,327,113,43,26,35,58,52
2021년02월_계_100세 이상,16,3,0,4,3,4,2
2021년02월_남_총인구수,"14,244","6,359","1,482","1,176","1,328","1,560","2,339"
2021년02월_남_연령구간인구수,"14,244","6,359","1,482","1,176","1,328","1,560","2,339"
2021년02월_남_0~9세,689,421,43,38,41,51,95
2021년02월_남_10~19세,971,615,94,38,53,59,112
2021년02월_남_20~29세,"1,416",730,129,114,102,99,242
2021년02월_남_30~39세,"1,257",646,95,74,118,124,200
2021년02월_남_40~49세,"1,931",974,173,150,145,203,286
2021년02월_남_50~59세,"2,703","1,148",305,252,229,289,480
2021년02월_남_60~69세,"2,829","1,000",325,252,343,382,527
2021년02월_남_70~79세,"1,681",572,211,165,200,239,294
2021년02월_남_80~89세,701,226,101,87,88,109,90
2021년02월_남_90~99세,65,26,6,6,9,5,13
2021년02월_남_100세 이상,1,1,0,0,0,0,0
2021년02월_여_총인구수,"13,736","6,221","1,403","1,139","1,251","1,462","2,260"
2021년02월_여_연령구간인구수,"13,736","6,221","1,403","1,139","1,251","1,462","2,260"
2021년02월_여_0~9세,666,421,33,35,43,43,91
2021년02월_여_10~19세,841,517,75,51,41,55,102
2021년02월_여_20~29세,991,522,89,78,57,61,184
2021년02월_여_30~39세,"1,063",608,63,72,77,93,150
2021년02월_여_40~49세,"1,608",963,142,90,92,113,208
2021년02월_여_50~59세,"2,340","1,024",227,203,244,220,422
2021년02월_여_60~69세,"2,810","1,043",339,237,303,349,539
2021년02월_여_70~79세,"1,935",645,257,208,229,266,330
2021년02월_여_80~89세,"1,205",389,141,141,136,205,193
2021년02월_여_90~99세,262,87,37,20,26,53,39
2021년02월_여_100세 이상,15,2,0,4,3,4,2
2021년03월_계_총인구수,"27,956","12,632","2,864","2,310","2,570","3,009","4,571"
2021년03월_계_연령구간인구수,"27,956","12,632","2,864","2,310","2,570","3,009","4,571"
2021년03월_계_0~9세,"1,334",847,63,69,79,96,180
2021년03월_계_10~19세,"1,815","1,142",164,87,93,114,215
2021년03월_계_20~29세,"2,387","1,244",216,196,154,157,420
2021년03월_계_30~39세,"2,315","1,265",157,144,194,215,340
2021년03월_계_40~49세,"3,537","1,944",309,238,238,315,493
2021년03월_계_50~59세,"5,017","2,169",530,446,473,502,897
2021년03월_계_60~69세,"5,676","2,058",668,495,649,734,"1,072"
2021년03월_계_70~79세,"3,618","1,223",471,373,423,508,620
2021년03월_계_80~89세,"1,915",621,243,232,231,308,280
2021년03월_계_90~99세,328,115,42,28,34,57,52
2021년03월_계_100세 이상,14,4,1,2,2,3,2
2021년03월_남_총인구수,"14,233","6,393","1,474","1,171","1,321","1,558","2,316"
2021년03월_남_연령구간인구수,"14,233","6,393","1,474","1,171","1,321","1,558","2,316"
2021년03월_남_0~9세,676,424,36,35,38,51,92
2021년03월_남_10~19세,974,621,91,37,53,59,113
2021년03월_남_20~29세,"1,414",737,129,117,97,98,236
2021년03월_남_30~39세,"1,254",650,95,74,118,123,194
2021년03월_남_40~49세,"1,927",976,173,148,147,203,280
2021년03월_남_50~59세,"2,693","1,144",302,246,229,289,483
2021년03월_남_60~69세,"2,843","1,010",326,253,342,384,528
2021년03월_남_70~79세,"1,678",575,213,165,196,241,288
2021년03월_남_80~89세,705,229,103,89,92,105,87
2021년03월_남_90~99세,68,26,6,7,9,5,15
2021년03월_남_100세 이상,1,1,0,0,0,0,0
2021년03월_여_총인구수,"13,723","6,239","1,390","1,139","1,249","1,451","2,255"
2021년03월_여_연령구간인구수,"13,723","6,239","1,390","1,139","1,249","1,451","2,255"
2021년03월_여_0~9세,658,423,27,34,41,45,88
2021년03월_여_10~19세,841,521,73,50,40,55,102
2021년03월_여_20~29세,973,507,87,79,57,59,184
2021년03월_여_30~39세,"1,061",615,62,70,76,92,146
2021년03월_여_40~49세,"1,610",968,136,90,91,112,213
2021년03월_여_50~59세,"2,324","1,025",228,200,244,213,414
2021년03월_여_60~69세,"2,833","1,048",342,242,307,350,544
2021년03월_여_70~79세,"1,940",648,258,208,227,267,332
2021년03월_여_80~89세,"1,210",392,140,143,139,203,193
2021년03월_여_90~99세,260,89,36,21,25,52,37
2021년03월_여_100세 이상,13,3,1,2,2,3,2
2021년04월_계_총인구수,"27,932","12,672","2,843","2,292","2,573","2,998","4,554"
2021년04월_계_연령구간인구수,"27,932","12,672","2,843","2,292","2,573","2,998","4,554"
2021년04월_계_0~9세,"1,324",851,61,61,80,94,177
2021년04월_계_10~19세,"1,816","1,133",164,88,93,118,220
2021년04월_계_20~29세,"2,349","1,247",211,189,144,150,408
2021년04월_계_30~39세,"2,328","1,277",156,145,201,213,336
2021년04월_계_40~49세,"3,499","1,922",305,234,234,312,492
2021년04월_계_50~59세,"5,004","2,177",522,440,470,500,895
2021년04월_계_60~69세,"5,724","2,088",668,500,662,736,"1,070"
2021년04월_계_70~79세,"3,628","1,232",474,373,422,504,623
2021년04월_계_80~89세,"1,919",625,241,232,231,311,279
2021년04월_계_90~99세,327,115,41,28,34,57,52
2021년04월_계_100세 이상,14,5,0,2,2,3,2
2021년04월_남_총인구수,"14,238","6,425","1,470","1,160","1,327","1,549","2,307"
2021년04월_남_연령구간인구수,"14,238","6,425","1,470","1,160","1,327","1,549","2,307"
2021년04월_남_0~9세,672,426,36,30,40,50,90
2021년04월_남_10~19세,975,618,91,37,54,61,114
2021년04월_남_20~29세,"1,390",742,127,111,91,92,227
2021년04월_남_30~39세,"1,272",663,95,77,123,120,194
2021년04월_남_40~49세,"1,902",960,172,146,145,202,277
2021년04월_남_50~59세,"2,687","1,148",298,243,229,287,482
2021년04월_남_60~69세,"2,882","1,032",330,255,349,388,528
2021년04월_남_70~79세,"1,688",582,212,166,195,239,294
2021년04월_남_80~89세,702,228,103,88,92,105,86
2021년04월_남_90~99세,67,25,6,7,9,5,15
2021년04월_남_100세 이상,1,1,0,0,0,0,0
2021년04월_여_총인구수,"13,694","6,247","1,373","1,132","1,246","1,449","2,247"
2021년04월_여_연령구간인구수,"13,694","6,247","1,373","1,132","1,246","1,449","2,247"
2021년04월_여_0~9세,652,425,25,31,40,44,87
2021년04월_여_10~19세,841,515,73,51,39,57,106
2021년04월_여_20~29세,959,505,84,78,53,58,181
2021년04월_여_30~39세,"1,056",614,61,68,78,93,142
2021년04월_여_40~49세,"1,597",962,133,88,89,110,215
2021년04월_여_50~59세,"2,317","1,029",224,197,241,213,413
2021년04월_여_60~69세,"2,842","1,056",338,245,313,348,542
2021년04월_여_70~79세,"1,940",650,262,207,227,265,329
2021년04월_여_80~89세,"1,217",397,138,144,139,206,193
2021년04월_여_90~99세,260,90,35,21,25,52,37
2021년04월_여_100세 이상,13,4,0,2,2,3,2
2021년05월_계_총인구수,"28,006","12,710","2,828","2,289","2,584","3,029","4,566"
2021년05월_계_연령구간인구수,"28,006","12,710","2,828","2,289","2,584","3,029","4,566"
2021년05월_계_0~9세,"1,322",852,57,60,79,96,178
2021년05월_계_10~19세,"1,817","1,128",162,89,95,119,224
2021년05월_계_20~29세,"2,374","1,258",210,189,151,157,409
2021년05월_계_30~39세,"2,313","1,269",154,143,199,218,330
2021년05월_계_40~49세,"3,492","1,917",300,230,237,316,492
2021년05월_계_50~59세,"4,993","2,180",523,434,466,500,890
2021년05월_계_60~69세,"5,772","2,113",666,506,665,742,"1,080"
2021년05월_계_70~79세,"3,651","1,243",476,373,423,509,627
2021년05월_계_80~89세,"1,930",631,240,234,232,314,279
2021년05월_계_90~99세,329,115,40,29,35,55,55
2021년05월_계_100세 이상,13,4,0,2,2,3,2
2021년05월_남_총인구수,"14,269","6,443","1,463","1,156","1,332","1,567","2,308"
2021년05월_남_연령구간인구수,"14,269","6,443","1,463","1,156","1,332","1,567","2,308"
2021년05월_남_0~9세,674,433,32,28,41,50,90
2021년05월_남_10~19세,974,613,93,39,53,61,115
2021년05월_남_20~29세,"1,403",747,126,109,95,99,227
2021년05월_남_30~39세,"1,263",656,93,78,121,123,192
2021년05월_남_40~49세,"1,896",960,169,142,144,204,277
2021년05월_남_50~59세,"2,673","1,148",299,239,227,287,473
2021년05월_남_60~69세,"2,911","1,042",331,258,353,390,537
2021년05월_남_70~79세,"1,700",587,212,167,197,242,295
2021년05월_남_80~89세,708,231,103,89,92,106,87
2021년05월_남_90~99세,66,25,5,7,9,5,15
2021년05월_남_100세 이상,1,1,0,0,0,0,0
2021년05월_여_총인구수,"13,737","6,267","1,365","1,133","1,252","1,462","2,258"
2021년05월_여_연령구간인구수,"13,737","6,267","1,365","1,133","1,252","1,462","2,258"
2021년05월_여_0~9세,648,419,25,32,38,46,88
2021년05월_여_10~19세,843,515,69,50,42,58,109
2021년05월_여_20~29세,971,511,84,80,56,58,182
2021년05월_여_30~39세,"1,050",613,61,65,78,95,138
2021년05월_여_40~49세,"1,596",957,131,88,93,112,215
2021년05월_여_50~59세,"2,320","1,032",224,195,239,213,417
2021년05월_여_60~69세,"2,861","1,071",335,248,312,352,543
2021년05월_여_70~79세,"1,951",656,264,206,226,267,332
2021년05월_여_80~89세,"1,222",400,137,145,140,208,192
2021년05월_여_90~99세,263,90,35,22,26,50,40
2021년05월_여_100세 이상,12,3,0,2,2,3,2
2021년06월_계_총인구수,"28,035","12,709","2,833","2,297","2,602","3,022","4,572"
2021년06월_계_연령구간인구수,"28,035","12,709","2,833","2,297","2,602","3,022","4,572"
2021년06월_계_0~9세,"1,318",849,55,60,76,96,182
2021년06월_계_10~19세,"1,822","1,134",160,89,94,122,223
2021년06월_계_20~29세,"2,371","1,253",211,191,154,154,408
2021년06월_계_30~39세,"2,282","1,254",153,144,197,210,324
2021년06월_계_40~49세,"3,498","1,920",297,229,246,319,487
2021년06월_계_50~59세,"4,997","2,181",533,434,457,494,898
2021년06월_계_60~69세,"5,821","2,127",666,510,687,745,"1,086"
2021년06월_계_70~79세,"3,641","1,236",474,372,422,510,627
2021년06월_계_80~89세,"1,938",633,244,235,232,313,281
2021년06월_계_90~99세,333,117,40,31,35,56,54
2021년06월_계_100세 이상,14,5,0,2,2,3,2
2021년06월_남_총인구수,"14,305","6,461","1,463","1,161","1,343","1,566","2,311"
2021년06월_남_연령구간인구수,"14,305","6,461","1,463","1,161","1,343","1,566","2,311"
2021년06월_남_0~9세,675,432,30,28,41,50,94
2021년06월_남_10~19세,978,617,92,39,53,63,114
2021년06월_남_20~29세,"1,401",749,124,111,93,99,225
2021년06월_남_30~39세,"1,251",651,93,79,120,120,188
2021년06월_남_40~49세,"1,902",966,169,141,148,205,273
2021년06월_남_50~59세,"2,678","1,148",304,240,223,285,478
2021년06월_남_60~69세,"2,941","1,054",330,258,367,390,542
2021년06월_남_70~79세,"1,695",584,210,168,197,242,294
2021년06월_남_80~89세,714,232,106,89,92,107,88
2021년06월_남_90~99세,68,26,5,8,9,5,15
2021년06월_남_100세 이상,2,2,0,0,0,0,0
2021년06월_여_총인구수,"13,730","6,248","1,370","1,136","1,259","1,456","2,261"
2021년06월_여_연령구간인구수,"13,730","6,248","1,370","1,136","1,259","1,456","2,261"
2021년06월_여_0~9세,643,417,25,32,35,46,88
2021년06월_여_10~19세,844,517,68,50,41,59,109
2021년06월_여_20~29세,970,504,87,80,61,55,183
2021년06월_여_30~39세,"1,031",603,60,65,77,90,136
2021년06월_여_40~49세,"1,596",954,128,88,98,114,214
2021년06월_여_50~59세,"2,319","1,033",229,194,234,209,420
2021년06월_여_60~69세,"2,880","1,073",336,252,320,355,544
2021년06월_여_70~79세,"1,946",652,264,204,225,268,333
2021년06월_여_80~89세,"1,224",401,138,146,140,206,193
2021년06월_여_90~99세,265,91,35,23,26,51,39
2021년06월_여_100세 이상,12,3,0,2,2,3,2
2021년07월_계_총인구수,"28,110","12,748","2,839","2,304","2,606","3,022","4,591"
2021년07월_계_연령구간인구수,"28,110","12,748","2,839","2,304","2,606","3,022","4,591"
2021년07월_계_0~9세,"1,309",844,54,62,77,92,180
2021년07월_계_10~19세,"1,821","1,138",158,87,91,119,228
2021년07월_계_20~29세,"2,383","1,247",217,189,159,159,412
2021년07월_계_30~39세,"2,287","1,266",149,148,198,207,319
2021년07월_계_40~49세,"3,504","1,931",294,228,244,321,486
2021년07월_계_50~59세,"4,995","2,185",535,428,450,501,896
2021년07월_계_60~69세,"5,861","2,141",668,519,693,744,"1,096"
2021년07월_계_70~79세,"3,654","1,237",475,375,423,510,634
2021년07월_계_80~89세,"1,944",635,249,233,233,310,284
2021년07월_계_90~99세,339,119,40,33,36,56,55
2021년07월_계_100세 이상,13,5,0,2,2,3,1
2021년07월_남_총인구수,"14,356","6,485","1,472","1,164","1,347","1,565","2,323"
2021년07월_남_연령구간인구수,"14,356","6,485","1,472","1,164","1,347","1,565","2,323"
2021년07월_남_0~9세,672,429,31,29,42,46,95
2021년07월_남_10~19세,972,618,90,38,50,61,115
2021년07월_남_20~29세,"1,413",748,129,107,99,102,228
2021년07월_남_30~39세,"1,254",657,92,81,117,120,187
2021년07월_남_40~49세,"1,910",977,164,142,149,202,276
2021년07월_남_50~59세,"2,684","1,152",311,238,221,287,475
2021년07월_남_60~69세,"2,953","1,056",329,263,369,392,544
2021년07월_남_70~79세,"1,709",586,214,169,197,244,299
2021년07월_남_80~89세,716,232,107,88,94,106,89
2021년07월_남_90~99세,71,28,5,9,9,5,15
2021년07월_남_100세 이상,2,2,0,0,0,0,0
2021년07월_여_총인구수,"13,754","6,263","1,367","1,140","1,259","1,457","2,268"
2021년07월_여_연령구간인구수,"13,754","6,263","1,367","1,140","1,259","1,457","2,268"
2021년07월_여_0~9세,637,415,23,33,35,46,85
2021년07월_여_10~19세,849,520,68,49,41,58,113
2021년07월_여_20~29세,970,499,88,82,60,57,184
2021년07월_여_30~39세,"1,033",609,57,67,81,87,132
2021년07월_여_40~49세,"1,594",954,130,86,95,119,210
2021년07월_여_50~59세,"2,311","1,033",224,190,229,214,421
2021년07월_여_60~69세,"2,908","1,085",339,256,324,352,552
2021년07월_여_70~79세,"1,945",651,261,206,226,266,335
2021년07월_여_80~89세,"1,228",403,142,145,139,204,195
2021년07월_여_90~99세,268,91,35,24,27,51,40
2021년07월_여_100세 이상,11,3,0,2,2,3,1
2021년08월_계_총인구수,"28,086","12,746","2,825","2,307","2,603","3,009","4,596"
2021년08월_계_연령구간인구수,"28,086","12,746","2,825","2,307","2,603","3,009","4,596"
2021년08월_계_0~9세,"1,301",839,54,59,76,94,179
2021년08월_계_10~19세,"1,812","1,127",157,91,92,116,229
2021년08월_계_20~29세,"2,381","1,242",217,196,157,152,417
2021년08월_계_30~39세,"2,272","1,255",152,147,195,206,317
2021년08월_계_40~49세,"3,486","1,940",287,221,242,320,476
2021년08월_계_50~59세,"4,991","2,180",526,434,449,498,904
2021년08월_계_60~69세,"5,884","2,161",669,518,695,743,"1,098"
2021년08월_계_70~79세,"3,648","1,240",473,370,423,509,633
2021년08월_계_80~89세,"1,962",641,251,236,234,313,287
2021년08월_계_90~99세,336,116,39,33,38,55,55
2021년08월_계_100세 이상,13,5,0,2,2,3,1
2021년08월_남_총인구수,"14,340","6,491","1,462","1,162","1,343","1,550","2,332"
2021년08월_남_연령구간인구수,"14,340","6,491","1,462","1,162","1,343","1,550","2,332"
2021년08월_남_0~9세,670,428,32,28,40,46,96
2021년08월_남_10~19세,960,608,90,37,51,60,114
2021년08월_남_20~29세,"1,416",750,129,111,97,96,233
2021년08월_남_30~39세,"1,247",652,93,82,118,115,187
2021년08월_남_40~49세,"1,904",986,162,137,146,203,270
2021년08월_남_50~59세,"2,681","1,152",303,241,219,283,483
2021년08월_남_60~69세,"2,966","1,069",330,263,371,389,544
2021년08월_남_70~79세,"1,699",584,210,166,198,245,296
2021년08월_남_80~89세,726,234,108,89,94,108,93
2021년08월_남_90~99세,69,26,5,8,9,5,16
2021년08월_남_100세 이상,2,2,0,0,0,0,0
2021년08월_여_총인구수,"13,746","6,255","1,363","1,145","1,260","1,459","2,264"
2021년08월_여_연령구간인구수,"13,746","6,255","1,363","1,145","1,260","1,459","2,264"
2021년08월_여_0~9세,631,411,22,31,36,48,83
2021년08월_여_10~19세,852,519,67,54,41,56,115
2021년08월_여_20~29세,965,492,88,85,60,56,184
2021년08월_여_30~39세,"1,025",603,59,65,77,91,130
2021년08월_여_40~49세,"1,582",954,125,84,96,117,206
2021년08월_여_50~59세,"2,310","1,028",223,193,230,215,421
2021년08월_여_60~69세,"2,918","1,092",339,255,324,354,554
2021년08월_여_70~79세,"1,949",656,263,204,225,264,337
2021년08월_여_80~89세,"1,236",407,143,147,140,205,194
2021년08월_여_90~99세,267,90,34,25,29,50,39
2021년08월_여_100세 이상,11,3,0,2,2,3,1
2021년09월_계_총인구수,"28,062","12,777","2,828","2,294","2,587","2,998","4,578"
2021년09월_계_연령구간인구수,"28,062","12,777","2,828","2,294","2,587","2,998","4,578"
2021년09월_계_0~9세,"1,299",842,55,59,72,94,177
2021년09월_계_10~19세,"1,802","1,123",155,91,91,114,228
2021년09월_계_20~29세,"2,362","1,241",214,192,149,146,420
2021년09월_계_30~39세,"2,277","1,262",154,148,192,208,313
2021년09월_계_40~49세,"3,484","1,946",290,220,240,316,472
2021년09월_계_50~59세,"4,976","2,186",522,429,454,491,894
2021년09월_계_60~69세,"5,894","2,173",669,516,688,749,"1,099"
2021년09월_계_70~79세,"3,645","1,241",477,368,425,506,628
2021년09월_계_80~89세,"1,977",643,254,236,238,316,290
2021년09월_계_90~99세,333,115,38,33,36,55,56
2021년09월_계_100세 이상,13,5,0,2,2,3,1
2021년09월_남_총인구수,"14,330","6,512","1,466","1,153","1,331","1,539","2,329"
2021년09월_남_연령구간인구수,"14,330","6,512","1,466","1,153","1,331","1,539","2,329"
2021년09월_남_0~9세,666,428,31,28,37,46,96
2021년09월_남_10~19세,954,605,90,37,51,57,114
2021년09월_남_20~29세,"1,409",753,128,108,91,90,239
2021년09월_남_30~39세,"1,246",657,93,81,115,116,184
2021년09월_남_40~49세,"1,906",992,164,136,145,201,268
2021년09월_남_50~59세,"2,674","1,155",301,238,221,280,479
2021년09월_남_60~69세,"2,969","1,073",331,263,364,391,547
2021년09월_남_70~79세,"1,701",585,212,163,202,247,292
2021년09월_남_80~89세,733,236,111,91,96,106,93
2021년09월_남_90~99세,70,26,5,8,9,5,17
2021년09월_남_100세 이상,2,2,0,0,0,0,0
2021년09월_여_총인구수,"13,732","6,265","1,362","1,141","1,256","1,459","2,249"
2021년09월_여_연령구간인구수,"13,732","6,265","1,362","1,141","1,256","1,459","2,249"
2021년09월_여_0~9세,633,414,24,31,35,48,81
2021년09월_여_10~19세,848,518,65,54,40,57,114
2021년09월_여_20~29세,953,488,86,84,58,56,181
2021년09월_여_30~39세,"1,031",605,61,67,77,92,129
2021년09월_여_40~49세,"1,578",954,126,84,95,115,204
2021년09월_여_50~59세,"2,302","1,031",221,191,233,211,415
2021년09월_여_60~69세,"2,925","1,100",338,253,324,358,552
2021년09월_여_70~79세,"1,944",656,265,205,223,259,336
2021년09월_여_80~89세,"1,244",407,143,145,142,210,197
2021년09월_여_90~99세,263,89,33,25,27,50,39
2021년09월_여_100세 이상,11,3,0,2,2,3,1
2021년10월_계_총인구수,"28,026","12,765","2,812","2,290","2,590","2,990","4,579"
2021년10월_계_연령구간인구수,"28,026","12,765","2,812","2,290","2,590","2,990","4,579"
2021년10월_계_0~9세,"1,288",831,55,60,70,90,182
2021년10월_계_10~19세,"1,790","1,117",152,91,92,114,224
2021년10월_계_20~29세,"2,356","1,236",212,187,159,148,414
2021년10월_계_30~39세,"2,261","1,257",153,148,188,205,310
2021년10월_계_40~49세,"3,457","1,931",283,218,240,312,473
2021년10월_계_50~59세,"4,970","2,189",521,427,449,491,893
2021년10월_계_60~69세,"5,934","2,199",672,521,685,747,"1,110"
2021년10월_계_70~79세,"3,635","1,238",473,367,428,505,624
2021년10월_계_80~89세,"1,991",648,253,237,240,318,295
2021년10월_계_90~99세,331,114,38,32,37,57,53
2021년10월_계_100세 이상,13,5,0,2,2,3,1
2021년10월_남_총인구수,"14,309","6,499","1,459","1,147","1,335","1,540","2,329"
2021년10월_남_연령구간인구수,"14,309","6,499","1,459","1,147","1,335","1,540","2,329"
2021년10월_남_0~9세,657,422,31,28,35,43,98
2021년10월_남_10~19세,945,597,88,36,52,58,114
2021년10월_남_20~29세,"1,407",754,128,102,100,90,233
2021년10월_남_30~39세,"1,245",654,92,82,115,116,186
2021년10월_남_40~49세,"1,884",978,160,133,143,202,268
2021년10월_남_50~59세,"2,672","1,156",302,238,221,280,475
2021년10월_남_60~69세,"2,989","1,085",332,266,362,391,553
2021년10월_남_70~79세,"1,698",588,210,162,202,246,290
2021년10월_남_80~89세,741,238,110,92,96,109,96
2021년10월_남_90~99세,69,25,6,8,9,5,16
2021년10월_남_100세 이상,2,2,0,0,0,0,0
2021년10월_여_총인구수,"13,717","6,266","1,353","1,143","1,255","1,450","2,250"
2021년10월_여_연령구간인구수,"13,717","6,266","1,353","1,143","1,255","1,450","2,250"
2021년10월_여_0~9세,631,409,24,32,35,47,84
2021년10월_여_10~19세,845,520,64,55,40,56,110
2021년10월_여_20~29세,949,482,84,85,59,58,181
2021년10월_여_30~39세,"1,016",603,61,66,73,89,124
2021년10월_여_40~49세,"1,573",953,123,85,97,110,205
2021년10월_여_50~59세,"2,298","1,033",219,189,228,211,418
2021년10월_여_60~69세,"2,945","1,114",340,255,323,356,557
2021년10월_여_70~79세,"1,937",650,263,205,226,259,334
2021년10월_여_80~89세,"1,250",410,143,145,144,209,199
2021년10월_여_90~99세,262,89,32,24,28,52,37
2021년10월_여_100세 이상,11,3,0,2,2,3,1
2021년11월_계_총인구수,"27,977","12,746","2,793","2,291","2,597","2,975","4,575"
2021년11월_계_연령구간인구수,"27,977","12,746","2,793","2,291","2,597","2,975","4,575"
2021년11월_계_0~9세,"1,272",819,53,59,71,87,183
2021년11월_계_10~19세,"1,780","1,119",153,90,90,114,214
2021년11월_계_20~29세,"2,350","1,239",201,185,165,147,413
2021년11월_계_30~39세,"2,261","1,246",153,156,184,207,315
2021년11월_계_40~49세,"3,441","1,931",280,215,246,305,464
2021년11월_계_50~59세,"4,964","2,182",515,428,449,484,906
2021년11월_계_60~69세,"5,944","2,202",676,522,686,750,"1,108"
2021년11월_계_70~79세,"3,629","1,240",469,365,426,507,622
2021년11월_계_80~89세,"1,988",648,254,237,240,315,294
2021년11월_계_90~99세,335,115,39,32,38,56,55
2021년11월_계_100세 이상,13,5,0,2,2,3,1
2021년11월_남_총인구수,"14,289","6,485","1,446","1,152","1,339","1,532","2,335"
2021년11월_남_연령구간인구수,"14,289","6,485","1,446","1,152","1,339","1,532","2,335"
2021년11월_남_0~9세,656,421,30,28,36,41,100
2021년11월_남_10~19세,941,594,88,37,52,58,112
2021년11월_남_20~29세,"1,400",754,119,98,102,90,237
2021년11월_남_30~39세,"1,243",648,90,88,113,115,189
2021년11월_남_40~49세,"1,870",973,160,132,146,197,262
2021년11월_남_50~59세,"2,671","1,153",296,239,222,279,482
2021년11월_남_60~69세,"3,003","1,084",336,269,364,395,555
2021년11월_남_70~79세,"1,691",593,207,159,199,246,287
2021년11월_남_80~89세,742,237,114,94,96,107,94
2021년11월_남_90~99세,70,26,6,8,9,4,17
2021년11월_남_100세 이상,2,2,0,0,0,0,0
2021년11월_여_총인구수,"13,688","6,261","1,347","1,139","1,258","1,443","2,240"
2021년11월_여_연령구간인구수,"13,688","6,261","1,347","1,139","1,258","1,443","2,240"
2021년11월_여_0~9세,616,398,23,31,35,46,83
2021년11월_여_10~19세,839,525,65,53,38,56,102
2021년11월_여_20~29세,950,485,82,87,63,57,176
2021년11월_여_30~39세,"1,018",598,63,68,71,92,126
2021년11월_여_40~49세,"1,571",958,120,83,100,108,202
2021년11월_여_50~59세,"2,293","1,029",219,189,227,205,424
2021년11월_여_60~69세,"2,941","1,118",340,253,322,355,553
2021년11월_여_70~79세,"1,938",647,262,206,227,261,335
2021년11월_여_80~89세,"1,246",411,140,143,144,208,200
2021년11월_여_90~99세,265,89,33,24,29,52,38
2021년11월_여_100세 이상,11,3,0,2,2,3,1
2021년12월_계_총인구수,"27,913","12,687","2,786","2,306","2,596","2,967","4,571"
2021년12월_계_연령구간인구수,"27,913","12,687","2,786","2,306","2,596","2,967","4,571"
2021년12월_계_0~9세,"1,269",804,53,61,81,87,183
2021년12월_계_10~19세,"1,770","1,116",160,88,88,111,207
2021년12월_계_20~29세,"2,327","1,224",194,187,159,152,411
2021년12월_계_30~39세,"2,244","1,223",152,157,192,208,312
2021년12월_계_40~49세,"3,444","1,933",280,219,245,304,463
2021년12월_계_50~59세,"4,938","2,161",513,436,444,481,903
2021년12월_계_60~69세,"5,943","2,208",668,519,681,747,"1,120"
2021년12월_계_70~79세,"3,632","1,237",471,364,429,504,627
2021년12월_계_80~89세,"2,003",659,255,241,239,316,293
2021년12월_계_90~99세,331,116,40,32,36,55,52
2021년12월_계_100세 이상,12,6,0,2,2,2,0
2021년12월_남_총인구수,"14,251","6,462","1,432","1,162","1,340","1,529","2,326"
2021년12월_남_연령구간인구수,"14,251","6,462","1,432","1,162","1,340","1,529","2,326"
2021년12월_남_0~9세,653,416,28,28,40,41,100
2021년12월_남_10~19세,936,594,90,37,50,59,106
2021년12월_남_20~29세,"1,390",746,114,103,101,92,234
2021년12월_남_30~39세,"1,236",638,88,88,117,115,190
2021년12월_남_40~49세,"1,868",980,158,131,146,195,258
2021년12월_남_50~59세,"2,654","1,141",292,245,220,275,481
2021년12월_남_60~69세,"3,001","1,085",337,268,358,396,557
2021년12월_남_70~79세,"1,690",588,205,158,203,247,289
2021년12월_남_80~89세,753,246,113,96,97,105,96
2021년12월_남_90~99세,68,26,7,8,8,4,15
2021년12월_남_100세 이상,2,2,0,0,0,0,0
2021년12월_여_총인구수,"13,662","6,225","1,354","1,144","1,256","1,438","2,245"
2021년12월_여_연령구간인구수,"13,662","6,225","1,354","1,144","1,256","1,438","2,245"
2021년12월_여_0~9세,616,388,25,33,41,46,83
2021년12월_여_10~19세,834,522,70,51,38,52,101
2021년12월_여_20~29세,937,478,80,84,58,60,177
2021년12월_여_30~39세,"1,008",585,64,69,75,93,122
2021년12월_여_40~49세,"1,576",953,122,88,99,109,205
2021년12월_여_50~59세,"2,284","1,020",221,191,224,206,422
2021년12월_여_60~69세,"2,942","1,123",331,251,323,351,563
2021년12월_여_70~79세,"1,942",649,266,206,226,257,338
2021년12월_여_80~89세,"1,250",413,142,145,142,211,197
2021년12월_여_90~99세,263,90,33,24,28,51,37
2021년12월_여_100세 이상,10,4,0,2,2,2,0
