카테고리,부산광역시 연제구,부산광역시 연제구 거제제1동,부산광역시 연제구 거제제2동,부산광역시 연제구 거제제3동,부산광역시 연제구 거제제4동,부산광역시 연제구 연산제1동,부산광역시 연제구 연산제2동,부산광역시 연제구 연산제3동,부산광역시 연제구 연산제4동,부산광역시 연제구 연산제5동,부산광역시 연제구 연산제6동,부산광역시 연제구 연산제8동,부산광역시 연제구 연산제9동
2020년09월_계_50~59세,"34,369","4,758","1,968","1,670","1,889","2,706","3,073","1,332","2,905","2,344","2,750","2,495","6,479"
2020년09월_계_60~69세,"32,222","3,617","1,641","1,816","1,771","2,734","2,771","1,581","3,120","2,103","3,070","2,246","5,752"
2020년09월_계_70~79세,"18,095","2,221",928,"1,275",910,"1,438","1,642","1,008","1,739","1,181","1,903","1,150","2,700"
2020년09월_계_80~89세,"6,784",851,356,584,361,509,608,356,625,421,744,370,999
2020년09월_계_90~99세,835,112,36,87,52,46,83,38,71,32,81,49,148
2020년09월_계_100세 이상,85,2,9,7,1,8,8,5,5,8,12,7,13
2020년09월_남_총인구수,"101,407","14,497","6,047","4,886","5,315","8,090","9,939","3,582","8,144","7,857","8,398","7,162","17,490"
2020년09월_남_연령구간인구수,"101,407","14,497","6,047","4,886","5,315","8,090","9,939","3,582","8,144","7,857","8,398","7,162","17,490"
2020년09월_남_0~9세,"7,711","1,404",524,271,385,647,"1,013",126,353,404,564,691,"1,329"
2020년09월_남_10~19세,"8,535","1,890",748,392,542,673,624,199,454,351,551,576,"1,535"
2020년09월_남_20~29세,"13,381","1,695",713,574,705,"1,006","1,246",431,"1,163","1,465","1,040",895,"2,448"
2020년09월_남_30~39세,"14,001","1,538",614,572,634,"1,143","1,834",400,"1,109","1,593","1,261",934,"2,369"
2020년09월_남_40~49세,"15,635","2,591","1,148",681,766,"1,207","1,504",494,"1,159","1,196","1,207","1,134","2,548"
2020년09월_남_50~59세,"16,231","2,357",960,776,882,"1,244","1,438",619,"1,402","1,123","1,313","1,202","2,915"
2020년09월_남_60~69세,"14,842","1,656",778,817,838,"1,277","1,256",729,"1,420",988,"1,350","1,055","2,678"
2020년09월_남_70~79세,"8,248",963,418,557,422,677,770,444,820,555,807,535,"1,280"
2020년09월_남_80~89세,"2,610",373,135,217,133,200,234,131,244,173,283,130,357
2020년09월_남_90~99세,194,29,7,27,8,14,17,8,19,7,20,8,30
2020년09월_남_100세 이상,19,1,2,2,0,2,3,1,1,2,2,2,1
2020년09월_여_총인구수,"108,955","15,476","6,587","5,455","5,510","8,471","10,755","3,955","8,800","8,646","8,948","7,450","18,902"
2020년09월_여_연령구간인구수,"108,955","15,476","6,587","5,455","5,510","8,471","10,755","3,955","8,800","8,646","8,948","7,450","18,902"
2020년09월_여_0~9세,"7,441","1,296",588,226,382,621,970,115,393,397,526,629,"1,298"
2020년09월_여_10~19세,"8,053","1,696",819,343,437,589,662,198,436,326,485,567,"1,495"
2020년09월_여_20~29세,"12,961","1,544",627,613,553,874,"1,288",400,"1,268","1,994",906,763,"2,131"
2020년09월_여_30~39세,"13,877","1,753",678,545,589,"1,091","1,879",347,"1,005","1,575","1,139",989,"2,287"
2020년09월_여_40~49세,"16,377","3,005","1,237",685,848,"1,269","1,489",507,"1,139","1,113","1,107","1,117","2,861"
2020년09월_여_50~59세,"18,138","2,401","1,008",894,"1,007","1,462","1,635",713,"1,503","1,221","1,437","1,293","3,564"
2020년09월_여_60~69세,"17,380","1,961",863,999,933,"1,457","1,515",852,"1,700","1,115","1,720","1,191","3,074"
2020년09월_여_70~79세,"9,847","1,258",510,718,488,761,872,564,919,626,"1,096",615,"1,420"
2020년09월_여_80~89세,"4,174",478,221,367,228,309,374,225,381,248,461,240,642
2020년09월_여_90~99세,641,83,29,60,44,32,66,30,52,25,61,41,118
2020년09월_여_100세 이상,66,1,7,5,1,6,5,4,4,6,10,5,12
2020년10월_계_총인구수,"210,191","29,925","12,628","10,288","10,800","16,537","20,852","7,502","16,980","16,536","17,246","14,558","36,339"
2020년10월_계_연령구간인구수,"210,191","29,925","12,628","10,288","10,800","16,537","20,852","7,502","16,980","16,536","17,246","14,558","36,339"
2020년10월_계_0~9세,"15,018","2,663","1,110",490,759,"1,260","1,989",234,750,790,"1,074","1,309","2,590"
2020년10월_계_10~19세,"16,560","3,573","1,564",724,973,"1,261","1,298",392,901,694,"1,019","1,129","3,032"
2020년10월_계_20~29세,"26,341","3,269","1,338","1,172","1,261","1,879","2,558",811,"2,441","3,453","1,930","1,652","4,577"
2020년10월_계_30~39세,"27,682","3,232","1,292","1,106","1,193","2,220","3,708",739,"2,092","3,166","2,385","1,905","4,644"
2020년10월_계_40~49세,"32,030","5,599","2,385","1,356","1,629","2,480","3,006",994,"2,314","2,322","2,301","2,255","5,389"
2020년10월_계_50~59세,"34,332","4,767","1,970","1,673","1,888","2,680","3,106","1,332","2,893","2,344","2,733","2,495","6,451"
2020년10월_계_60~69세,"32,356","3,617","1,651","1,810","1,764","2,739","2,826","1,587","3,150","2,116","3,065","2,240","5,791"
2020년10월_계_70~79세,"18,136","2,235",916,"1,276",914,"1,457","1,646","1,016","1,734","1,191","1,905","1,153","2,693"
2020년10월_계_80~89세,"6,810",857,358,587,365,507,621,351,628,420,742,366,"1,008"
2020년10월_계_90~99세,837,110,35,87,52,46,85,41,72,31,80,47,151
2020년10월_계_100세 이상,89,3,9,7,2,8,9,5,5,9,12,7,13
2020년10월_남_총인구수,"101,317","14,488","6,035","4,860","5,300","8,066","10,009","3,561","8,161","7,877","8,350","7,138","17,472"
2020년10월_남_연령구간인구수,"101,317","14,488","6,035","4,860","5,300","8,066","10,009","3,561","8,161","7,877","8,350","7,138","17,472"
2020년10월_남_0~9세,"7,658","1,391",522,270,383,644,"1,018",122,355,395,561,687,"1,310"
2020년10월_남_10~19세,"8,516","1,879",749,387,537,670,638,195,460,359,539,569,"1,534"
2020년10월_남_20~29세,"13,371","1,719",705,568,706,"1,004","1,255",420,"1,164","1,459","1,029",890,"2,452"
2020년10월_남_30~39세,"13,907","1,511",609,565,620,"1,139","1,829",398,"1,102","1,600","1,249",927,"2,358"
2020년10월_남_40~49세,"15,649","2,594","1,145",673,769,"1,206","1,506",492,"1,171","1,209","1,200","1,136","2,548"
2020년10월_남_50~59세,"16,216","2,363",962,780,884,"1,231","1,449",618,"1,402","1,116","1,311","1,202","2,898"
2020년10월_남_60~69세,"14,883","1,655",786,811,831,"1,271","1,281",731,"1,421",999,"1,346","1,049","2,702"
2020년10월_남_70~79세,"8,277",974,411,559,427,685,773,446,817,558,812,538,"1,277"
2020년10월_남_80~89세,"2,626",372,136,218,135,200,239,130,248,173,280,132,363
2020년10월_남_90~99세,194,29,8,27,7,14,18,8,20,7,21,6,29
2020년10월_남_100세 이상,20,1,2,2,1,2,3,1,1,2,2,2,1
2020년10월_여_총인구수,"108,874","15,437","6,593","5,428","5,500","8,471","10,843","3,941","8,819","8,659","8,896","7,420","18,867"
2020년10월_여_연령구간인구수,"108,874","15,437","6,593","5,428","5,500","8,471","10,843","3,941","8,819","8,659","8,896","7,420","18,867"
2020년10월_여_0~9세,"7,360","1,272",588,220,376,616,971,112,395,395,513,622,"1,280"
2020년10월_여_10~19세,"8,044","1,694",815,337,436,591,660,197,441,335,480,560,"1,498"
2020년10월_여_20~29세,"12,970","1,550",633,604,555,875,"1,303",391,"1,277","1,994",901,762,"2,125"
2020년10월_여_30~39세,"13,775","1,721",683,541,573,"1,081","1,879",341,990,"1,566","1,136",978,"2,286"
2020년10월_여_40~49세,"16,381","3,005","1,240",683,860,"1,274","1,500",502,"1,143","1,113","1,101","1,119","2,841"
2020년10월_여_50~59세,"18,116","2,404","1,008",893,"1,004","1,449","1,657",714,"1,491","1,228","1,422","1,293","3,553"
2020년10월_여_60~69세,"17,473","1,962",865,999,933,"1,468","1,545",856,"1,729","1,117","1,719","1,191","3,089"
2020년10월_여_70~79세,"9,859","1,261",505,717,487,772,873,570,917,633,"1,093",615,"1,416"
2020년10월_여_80~89세,"4,184",485,222,369,230,307,382,221,380,247,462,234,645
2020년10월_여_90~99세,643,81,27,60,45,32,67,33,52,24,59,41,122
2020년10월_여_100세 이상,69,2,7,5,1,6,6,4,4,7,10,5,12
2020년11월_계_총인구수,"209,688","29,811","12,651","10,207","10,780","16,499","20,889","7,464","16,893","16,528","17,203","14,516","36,247"
2020년11월_계_연령구간인구수,"209,688","29,811","12,651","10,207","10,780","16,499","20,889","7,464","16,893","16,528","17,203","14,516","36,247"
2020년11월_계_0~9세,"14,858","2,654","1,103",477,747,"1,247","1,977",227,730,775,"1,076","1,290","2,555"
2020년11월_계_10~19세,"16,496","3,550","1,562",705,977,"1,256","1,297",384,905,689,"1,021","1,132","3,018"
2020년11월_계_20~29세,"26,263","3,261","1,356","1,171","1,251","1,874","2,565",811,"2,409","3,444","1,913","1,636","4,572"
2020년11월_계_30~39세,"27,444","3,179","1,287","1,085","1,176","2,193","3,702",739,"2,072","3,150","2,392","1,887","4,582"
2020년11월_계_40~49세,"31,997","5,598","2,389","1,341","1,643","2,487","2,999",974,"2,306","2,339","2,284","2,251","5,386"
2020년11월_계_50~59세,"34,215","4,740","1,976","1,665","1,881","2,666","3,122","1,326","2,862","2,342","2,713","2,485","6,437"
2020년11월_계_60~69세,"32,459","3,613","1,664","1,810","1,769","2,751","2,850","1,584","3,166","2,119","3,066","2,247","5,820"
2020년11월_계_70~79세,"18,174","2,237",906,"1,278",916,"1,465","1,652","1,015","1,731","1,202","1,899","1,166","2,707"
2020년11월_계_80~89세,"6,851",868,363,581,363,507,628,356,634,424,747,369,"1,011"
2020년11월_계_90~99세,841,107,36,87,55,45,88,42,74,35,80,46,146
2020년11월_계_100세 이상,90,4,9,7,2,8,9,6,4,9,12,7,13
2020년11월_남_총인구수,"101,023","14,434","6,051","4,815","5,298","8,045","10,023","3,540","8,122","7,854","8,321","7,110","17,410"
2020년11월_남_연령구간인구수,"101,023","14,434","6,051","4,815","5,298","8,045","10,023","3,540","8,122","7,854","8,321","7,110","17,410"
2020년11월_남_0~9세,"7,567","1,391",518,258,379,640,"1,004",119,342,384,559,680,"1,293"
2020년11월_남_10~19세,"8,479","1,867",752,378,540,661,639,188,461,355,545,570,"1,523"
2020년11월_남_20~29세,"13,304","1,713",714,567,693,995,"1,261",424,"1,147","1,456","1,017",878,"2,439"
2020년11월_남_30~39세,"13,790","1,491",612,556,617,"1,129","1,821",398,"1,093","1,578","1,248",921,"2,326"
2020년11월_남_40~49세,"15,631","2,594","1,143",665,776,"1,213","1,507",477,"1,168","1,215","1,194","1,132","2,547"
2020년11월_남_50~59세,"16,197","2,355",963,776,888,"1,230","1,461",619,"1,396","1,121","1,301","1,194","2,893"
2020년11월_남_60~69세,"14,908","1,646",793,813,833,"1,275","1,287",731,"1,432",997,"1,340","1,049","2,712"
2020년11월_남_70~79세,"8,292",977,410,557,427,685,776,441,814,567,811,545,"1,282"
2020년11월_남_80~89세,"2,642",373,136,216,137,201,246,134,247,172,282,133,365
2020년11월_남_90~99세,193,26,8,27,7,14,18,8,21,7,22,6,29
2020년11월_남_100세 이상,20,1,2,2,1,2,3,1,1,2,2,2,1
2020년11월_여_총인구수,"108,665","15,377","6,600","5,392","5,482","8,454","10,866","3,924","8,771","8,674","8,882","7,406","18,837"
2020년11월_여_연령구간인구수,"108,665","15,377","6,600","5,392","5,482","8,454","10,866","3,924","8,771","8,674","8,882","7,406","18,837"
2020년11월_여_0~9세,"7,291","1,263",585,219,368,607,973,108,388,391,517,610,"1,262"
2020년11월_여_10~19세,"8,017","1,683",810,327,437,595,658,196,444,334,476,562,"1,495"
2020년11월_여_20~29세,"12,959","1,548",642,604,558,879,"1,304",387,"1,262","1,988",896,758,"2,133"
2020년11월_여_30~39세,"13,654","1,688",675,529,559,"1,064","1,881",341,979,"1,572","1,144",966,"2,256"
2020년11월_여_40~49세,"16,366","3,004","1,246",676,867,"1,274","1,492",497,"1,138","1,124","1,090","1,119","2,839"
2020년11월_여_50~59세,"18,018","2,385","1,013",889,993,"1,436","1,661",707,"1,466","1,221","1,412","1,291","3,544"
2020년11월_여_60~69세,"17,551","1,967",871,997,936,"1,476","1,563",853,"1,734","1,122","1,726","1,198","3,108"
2020년11월_여_70~79세,"9,882","1,260",496,721,489,780,876,574,917,635,"1,088",621,"1,425"
2020년11월_여_80~89세,"4,209",495,227,365,226,306,382,222,387,252,465,236,646
2020년11월_여_90~99세,648,81,28,60,48,31,70,34,53,28,58,40,117
2020년11월_여_100세 이상,70,3,7,5,1,6,6,5,3,7,10,5,12
2020년12월_계_총인구수,"209,157","29,710","12,587","10,209","10,774","16,447","20,934","7,419","16,808","16,537","17,101","14,470","36,161"
2020년12월_계_연령구간인구수,"209,157","29,710","12,587","10,209","10,774","16,447","20,934","7,419","16,808","16,537","17,101","14,470","36,161"
2020년12월_계_0~9세,"14,747","2,630","1,097",478,750,"1,230","1,975",222,716,775,"1,066","1,277","2,531"
2020년12월_계_10~19세,"16,467","3,563","1,551",701,981,"1,254","1,308",380,907,688,"1,014","1,127","2,993"
2020년12월_계_20~29세,"26,131","3,241","1,330","1,182","1,237","1,881","2,563",804,"2,390","3,432","1,891","1,614","4,566"
2020년12월_계_30~39세,"27,194","3,139","1,287","1,080","1,165","2,149","3,666",734,"2,050","3,147","2,370","1,881","4,526"
2020년12월_계_40~49세,"31,907","5,581","2,365","1,345","1,640","2,481","3,027",961,"2,279","2,333","2,264","2,255","5,376"
2020년12월_계_50~59세,"34,141","4,734","1,967","1,664","1,885","2,659","3,120","1,311","2,834","2,359","2,695","2,472","6,441"
2020년12월_계_60~69세,"32,509","3,605","1,663","1,804","1,773","2,766","2,863","1,586","3,172","2,122","3,062","2,258","5,835"
2020년12월_계_70~79세,"18,197","2,231",921,"1,270",912,"1,467","1,673","1,015","1,741","1,203","1,889","1,165","2,710"
2020년12월_계_80~89세,"6,931",876,360,594,371,507,642,358,639,434,760,367,"1,023"
2020년12월_계_90~99세,843,106,37,84,58,45,89,42,76,35,78,46,147
2020년12월_계_100세 이상,90,4,9,7,2,8,8,6,4,9,12,8,13
2020년12월_남_총인구수,"100,700","14,361","6,015","4,833","5,292","8,021","10,038","3,525","8,062","7,867","8,264","7,077","17,345"
2020년12월_남_연령구간인구수,"100,700","14,361","6,015","4,833","5,292","8,021","10,038","3,525","8,062","7,867","8,264","7,077","17,345"
2020년12월_남_0~9세,"7,511","1,374",516,260,385,629,"1,002",117,338,387,549,672,"1,282"
2020년12월_남_10~19세,"8,435","1,861",746,376,535,667,638,191,459,356,537,564,"1,505"
2020년12월_남_20~29세,"13,226","1,698",694,575,690,"1,000","1,269",422,"1,130","1,444","1,008",871,"2,425"
2020년12월_남_30~39세,"13,664","1,469",611,554,607,"1,103","1,810",399,"1,076","1,580","1,238",918,"2,299"
2020년12월_남_40~49세,"15,584","2,590","1,131",676,778,"1,207","1,505",467,"1,153","1,212","1,186","1,129","2,550"
2020년12월_남_50~59세,"16,175","2,342",961,778,888,"1,228","1,463",614,"1,382","1,140","1,295","1,186","2,898"
2020년12월_남_60~69세,"14,919","1,652",788,809,840,"1,283","1,294",727,"1,431",996,"1,334","1,053","2,712"
2020년12월_남_70~79세,"8,293",970,421,551,423,683,786,448,818,566,807,543,"1,277"
2020년12월_남_80~89세,"2,680",378,136,225,138,205,250,131,254,178,285,133,367
2020년12월_남_90~99세,193,26,9,27,7,14,18,8,20,6,23,6,29
2020년12월_남_100세 이상,20,1,2,2,1,2,3,1,1,2,2,2,1
2020년12월_여_총인구수,"108,457","15,349","6,572","5,376","5,482","8,426","10,896","3,894","8,746","8,670","8,837","7,393","18,816"
2020년12월_여_연령구간인구수,"108,457","15,349","6,572","5,376","5,482","8,426","10,896","3,894","8,746","8,670","8,837","7,393","18,816"
2020년12월_여_0~9세,"7,236","1,256",581,218,365,601,973,105,378,388,517,605,"1,249"
2020년12월_여_10~19세,"8,032","1,702",805,325,446,587,670,189,448,332,477,563,"1,488"
2020년12월_여_20~29세,"12,905","1,543",636,607,547,881,"1,294",382,"1,260","1,988",883,743,"2,141"
2020년12월_여_30~39세,"13,530","1,670",676,526,558,"1,046","1,856",335,974,"1,567","1,132",963,"2,227"
2020년12월_여_40~49세,"16,323","2,991","1,234",669,862,"1,274","1,522",494,"1,126","1,121","1,078","1,126","2,826"
2020년12월_여_50~59세,"17,966","2,392","1,006",886,997,"1,431","1,657",697,"1,452","1,219","1,400","1,286","3,543"
2020년12월_여_60~69세,"17,590","1,953",875,995,933,"1,483","1,569",859,"1,741","1,126","1,728","1,205","3,123"
2020년12월_여_70~79세,"9,904","1,261",500,719,489,784,887,567,923,637,"1,082",622,"1,433"
2020년12월_여_80~89세,"4,251",498,224,369,233,302,392,227,385,256,475,234,656
2020년12월_여_90~99세,650,80,28,57,51,31,71,34,56,29,55,40,118
2020년12월_여_100세 이상,70,3,7,5,1,6,5,5,3,7,10,6,12
2021년01월_계_총인구수,"208,900","29,668","12,563","10,188","10,769","16,438","20,943","7,413","16,752","16,526","17,084","14,420","36,136"
2021년01월_계_연령구간인구수,"208,900","29,668","12,563","10,188","10,769","16,438","20,943","7,413","16,752","16,526","17,084","14,420","36,136"
2021년01월_계_0~9세,"14,599","2,590","1,085",473,738,"1,224","1,974",221,708,770,"1,059","1,258","2,499"
2021년01월_계_10~19세,"16,422","3,564","1,558",693,980,"1,246","1,299",380,903,682,"1,014","1,123","2,980"
2021년01월_계_20~29세,"26,013","3,230","1,329","1,169","1,241","1,852","2,531",803,"2,386","3,412","1,882","1,608","4,570"
2021년01월_계_30~39세,"27,051","3,115","1,283","1,091","1,159","2,139","3,665",728,"2,021","3,139","2,354","1,855","4,502"
2021년01월_계_40~49세,"31,827","5,552","2,345","1,332","1,638","2,494","3,042",954,"2,277","2,327","2,268","2,250","5,348"
2021년01월_계_50~59세,"34,143","4,774","1,972","1,662","1,883","2,656","3,117","1,315","2,813","2,357","2,682","2,450","6,462"
2021년01월_계_60~69세,"32,688","3,627","1,666","1,810","1,784","2,788","2,888","1,588","3,181","2,153","3,068","2,278","5,857"
2021년01월_계_70~79세,"18,206","2,221",916,"1,269",915,"1,470","1,684","1,017","1,734","1,206","1,899","1,170","2,705"
2021년01월_계_80~89세,"7,014",887,364,599,371,514,649,362,647,436,764,376,"1,045"
2021년01월_계_90~99세,846,104,35,83,58,47,86,39,78,35,82,44,155
2021년01월_계_100세 이상,91,4,10,7,2,8,8,6,4,9,12,8,13
2021년01월_남_총인구수,"100,563","14,342","6,007","4,818","5,286","8,021","10,068","3,529","8,014","7,874","8,248","7,044","17,312"
2021년01월_남_연령구간인구수,"100,563","14,342","6,007","4,818","5,286","8,021","10,068","3,529","8,014","7,874","8,248","7,044","17,312"
2021년01월_남_0~9세,"7,409","1,350",508,255,375,630,"1,006",116,330,384,546,657,"1,252"
2021년01월_남_10~19세,"8,435","1,867",753,370,537,664,635,192,454,358,536,564,"1,505"
2021년01월_남_20~29세,"13,159","1,690",695,569,687,980,"1,268",418,"1,130","1,431",996,868,"2,427"
2021년01월_남_30~39세,"13,588","1,459",612,562,613,"1,104","1,808",398,"1,049","1,576","1,225",901,"2,281"
2021년01월_남_40~49세,"15,548","2,576","1,112",669,774,"1,212","1,516",471,"1,151","1,213","1,191","1,131","2,532"
2021년01월_남_50~59세,"16,176","2,359",966,777,887,"1,225","1,463",615,"1,374","1,137","1,292","1,175","2,906"
2021년01월_남_60~69세,"15,002","1,659",789,807,846,"1,296","1,302",731,"1,433","1,016","1,330","1,062","2,731"
2021년01월_남_70~79세,"8,302",970,422,550,423,685,796,446,811,566,822,542,"1,269"
2021년01월_남_80~89세,"2,728",385,140,229,135,208,253,133,260,184,286,136,379
2021년01월_남_90~99세,196,26,8,28,8,15,18,8,21,7,22,6,29
2021년01월_남_100세 이상,20,1,2,2,1,2,3,1,1,2,2,2,1
2021년01월_여_총인구수,"108,337","15,326","6,556","5,370","5,483","8,417","10,875","3,884","8,738","8,652","8,836","7,376","18,824"
2021년01월_여_연령구간인구수,"108,337","15,326","6,556","5,370","5,483","8,417","10,875","3,884","8,738","8,652","8,836","7,376","18,824"
2021년01월_여_0~9세,"7,190","1,240",577,218,363,594,968,105,378,386,513,601,"1,247"
2021년01월_여_10~19세,"7,987","1,697",805,323,443,582,664,188,449,324,478,559,"1,475"
2021년01월_여_20~29세,"12,854","1,540",634,600,554,872,"1,263",385,"1,256","1,981",886,740,"2,143"
2021년01월_여_30~39세,"13,463","1,656",671,529,546,"1,035","1,857",330,972,"1,563","1,129",954,"2,221"
2021년01월_여_40~49세,"16,279","2,976","1,233",663,864,"1,282","1,526",483,"1,126","1,114","1,077","1,119","2,816"
2021년01월_여_50~59세,"17,967","2,415","1,006",885,996,"1,431","1,654",700,"1,439","1,220","1,390","1,275","3,556"
2021년01월_여_60~69세,"17,686","1,968",877,"1,003",938,"1,492","1,586",857,"1,748","1,137","1,738","1,216","3,126"
2021년01월_여_70~79세,"9,904","1,251",494,719,492,785,888,571,923,640,"1,077",628,"1,436"
2021년01월_여_80~89세,"4,286",502,224,370,236,306,396,229,387,252,478,240,666
2021년01월_여_90~99세,650,78,27,55,50,32,68,31,57,28,60,38,126
2021년01월_여_100세 이상,71,3,8,5,1,6,5,5,3,7,10,6,12
2021년02월_계_총인구수,"208,743","29,640","12,608","10,169","10,761","16,414","20,986","7,399","16,733","16,516","17,029","14,424","36,064"
2021년02월_계_연령구간인구수,"208,743","29,640","12,608","10,169","10,761","16,414","20,986","7,399","16,733","16,516","17,029","14,424","36,064"
2021년02월_계_0~9세,"14,487","2,555","1,085",470,733,"1,217","1,973",219,703,763,"1,048","1,245","2,476"
2021년02월_계_10~19세,"16,438","3,583","1,579",687,979,"1,246","1,327",377,897,684,"1,004","1,125","2,950"
2021년02월_계_20~29세,"25,868","3,202","1,327","1,165","1,235","1,837","2,529",799,"2,372","3,414","1,861","1,601","4,526"
2021년02월_계_30~39세,"26,843","3,048","1,277","1,091","1,158","2,121","3,632",729,"2,030","3,105","2,324","1,847","4,481"
2021년02월_계_40~49세,"31,890","5,580","2,350","1,329","1,629","2,505","3,053",949,"2,263","2,350","2,275","2,251","5,356"
2021년02월_계_50~59세,"34,100","4,779","1,983","1,652","1,884","2,645","3,131","1,315","2,802","2,357","2,658","2,445","6,449"
2021년02월_계_60~69세,"32,837","3,645","1,676","1,824","1,790","2,798","2,898","1,580","3,206","2,147","3,088","2,309","5,876"
2021년02월_계_70~79세,"18,231","2,243",917,"1,256",910,"1,466","1,678","1,018","1,733","1,210","1,906","1,172","2,722"
2021년02월_계_80~89세,"7,099",894,369,604,381,522,671,368,643,441,769,376,"1,061"
2021년02월_계_90~99세,859,107,35,84,60,49,86,39,80,36,84,45,154
2021년02월_계_100세 이상,91,4,10,7,2,8,8,6,4,9,12,8,13
2021년02월_남_총인구수,"100,450","14,333","6,021","4,805","5,286","8,013","10,057","3,523","8,017","7,856","8,226","7,043","17,270"
2021년02월_남_연령구간인구수,"100,450","14,333","6,021","4,805","5,286","8,013","10,057","3,523","8,017","7,856","8,226","7,043","17,270"
2021년02월_남_0~9세,"7,333","1,331",510,252,371,633,992,115,329,380,536,646,"1,238"
2021년02월_남_10~19세,"8,458","1,880",761,366,536,667,651,191,452,360,527,570,"1,497"
2021년02월_남_20~29세,"13,081","1,681",695,569,680,981,"1,256",412,"1,128","1,424",994,861,"2,400"
2021년02월_남_30~39세,"13,444","1,432",607,554,619,"1,077","1,786",400,"1,053","1,552","1,206",889,"2,269"
2021년02월_남_40~49세,"15,598","2,586","1,110",669,770,"1,229","1,520",466,"1,148","1,224","1,194","1,141","2,541"
2021년02월_남_50~59세,"16,149","2,358",971,776,891,"1,216","1,469",621,"1,367","1,133","1,286","1,169","2,892"
2021년02월_남_60~69세,"15,069","1,662",793,814,846,"1,296","1,305",725,"1,446","1,019","1,345","1,078","2,740"
2021년02월_남_70~79세,"8,329",982,426,546,422,684,797,447,809,566,825,544,"1,281"
2021년02월_남_80~89세,"2,767",393,138,228,141,213,259,137,262,188,289,136,383
2021년02월_남_90~99세,202,27,8,29,9,15,19,8,22,8,22,7,28
2021년02월_남_100세 이상,20,1,2,2,1,2,3,1,1,2,2,2,1
2021년02월_여_총인구수,"108,293","15,307","6,587","5,364","5,475","8,401","10,929","3,876","8,716","8,660","8,803","7,381","18,794"
2021년02월_여_연령구간인구수,"108,293","15,307","6,587","5,364","5,475","8,401","10,929","3,876","8,716","8,660","8,803","7,381","18,794"
2021년02월_여_0~9세,"7,154","1,224",575,218,362,584,981,104,374,383,512,599,"1,238"
2021년02월_여_10~19세,"7,980","1,703",818,321,443,579,676,186,445,324,477,555,"1,453"
2021년02월_여_20~29세,"12,787","1,521",632,596,555,856,"1,273",387,"1,244","1,990",867,740,"2,126"
2021년02월_여_30~39세,"13,399","1,616",670,537,539,"1,044","1,846",329,977,"1,553","1,118",958,"2,212"
2021년02월_여_40~49세,"16,292","2,994","1,240",660,859,"1,276","1,533",483,"1,115","1,126","1,081","1,110","2,815"
2021년02월_여_50~59세,"17,951","2,421","1,012",876,993,"1,429","1,662",694,"1,435","1,224","1,372","1,276","3,557"
2021년02월_여_60~69세,"17,768","1,983",883,"1,010",944,"1,502","1,593",855,"1,760","1,128","1,743","1,231","3,136"
2021년02월_여_70~79세,"9,902","1,261",491,710,488,782,881,571,924,644,"1,081",628,"1,441"
2021년02월_여_80~89세,"4,332",501,231,376,240,309,412,231,381,253,480,240,678
2021년02월_여_90~99세,657,80,27,55,51,34,67,31,58,28,62,38,126
2021년02월_여_100세 이상,71,3,8,5,1,6,5,5,3,7,10,6,12
2021년03월_계_총인구수,"207,419","29,564","12,464","10,083","10,674","16,298","20,954","7,364","16,568","16,505","16,801","14,353","35,791"
2021년03월_계_연령구간인구수,"207,419","29,564","12,464","10,083","10,674","16,298","20,954","7,364","16,568","16,505","16,801","14,353","35,791"
2021년03월_계_0~9세,"14,356","2,531","1,073",475,723,"1,220","1,969",223,691,753,"1,036","1,226","2,436"
2021년03월_계_10~19세,"16,382","3,573","1,570",685,976,"1,238","1,318",378,900,688,"1,009","1,120","2,927"
2021년03월_계_20~29세,"25,711","3,201","1,319","1,150","1,233","1,823","2,524",805,"2,350","3,423","1,815","1,578","4,490"
2021년03월_계_30~39세,"26,630","3,029","1,270","1,075","1,136","2,106","3,610",724,"1,992","3,119","2,309","1,848","4,412"
2021년03월_계_40~49세,"31,640","5,553","2,318","1,324","1,633","2,488","3,065",938,"2,240","2,333","2,252","2,219","5,277"
2021년03월_계_50~59세,"33,768","4,749","1,970","1,627","1,855","2,607","3,121","1,291","2,775","2,351","2,602","2,447","6,373"
2021년03월_계_60~69세,"32,777","3,671","1,649","1,816","1,779","2,785","2,893","1,582","3,177","2,155","3,037","2,306","5,927"
2021년03월_계_70~79세,"18,180","2,250",903,"1,244",911,"1,462","1,687","1,015","1,727","1,207","1,883","1,173","2,718"
2021년03월_계_80~89세,"7,107",900,359,611,372,519,672,370,638,444,771,381,"1,070"
2021년03월_계_90~99세,826,103,31,76,55,47,87,35,77,30,85,47,153
2021년03월_계_100세 이상,42,4,2,0,1,3,8,3,1,2,2,8,8
2021년03월_남_총인구수,"99,948","14,297","5,956","4,777","5,262","7,973","10,072","3,512","7,959","7,851","8,121","7,022","17,146"
2021년03월_남_연령구간인구수,"99,948","14,297","5,956","4,777","5,262","7,973","10,072","3,512","7,959","7,851","8,121","7,022","17,146"
2021년03월_남_0~9세,"7,276","1,321",501,255,367,633,997,115,324,378,529,636,"1,220"
2021년03월_남_10~19세,"8,444","1,871",761,363,532,666,644,190,457,365,527,573,"1,495"
2021년03월_남_20~29세,"13,047","1,693",689,563,684,977,"1,273",417,"1,116","1,423",977,853,"2,382"
