카테고리,강원도 인제군,강원도 인제군 인제읍,강원도 인제군 인제읍귀둔출장소,강원도 인제군 남면,강원도 인제군 북면,강원도 인제군 기린면,강원도 인제군 서화면,강원도 인제군 상남면
2021년01월_남_총인구수,"17,116","5,198",273,"2,122","4,367","2,744","1,571",841
2021년01월_남_연령구간인구수,"17,116","5,198",273,"2,122","4,367","2,744","1,571",841
2021년01월_남_0~9세,"1,258",470,9,157,291,205,104,22
2021년01월_남_10~19세,"1,218",457,15,131,331,164,74,46
2021년01월_남_20~29세,"2,745",777,21,354,651,388,459,95
2021년01월_남_30~39세,"2,203",711,19,313,481,379,245,55
2021년01월_남_40~49세,"2,233",775,35,226,602,354,149,92
2021년01월_남_50~59세,"2,766",791,63,322,778,449,193,170
2021년01월_남_60~69세,"2,815",719,58,381,758,497,190,212
2021년01월_남_70~79세,"1,278",345,41,155,314,204,112,107
2021년01월_남_80~89세,528,135,11,72,143,93,40,34
2021년01월_남_90~99세,66,15,1,11,16,10,5,8
2021년01월_남_100세 이상,6,3,0,0,2,1,0,0
2021년01월_여_총인구수,"14,604","4,699",245,"1,821","3,803","2,301","1,045",690
2021년01월_여_연령구간인구수,"14,604","4,699",245,"1,821","3,803","2,301","1,045",690
2021년01월_여_0~9세,"1,229",461,7,166,296,187,92,20
2021년01월_여_10~19세,"1,086",389,17,129,289,160,65,37
2021년01월_여_20~29세,"1,376",491,14,159,366,191,116,39
2021년01월_여_30~39세,"1,667",616,10,222,403,264,127,25
2021년01월_여_40~49세,"1,766",651,25,181,465,275,100,69
2021년01월_여_50~59세,"2,471",730,57,286,685,425,142,146
2021년01월_여_60~69세,"2,425",685,55,330,614,379,192,170
2021년01월_여_70~79세,"1,393",370,36,172,374,218,120,103
2021년01월_여_80~89세,989,249,22,146,261,163,80,68
2021년01월_여_90~99세,193,53,2,29,48,38,11,12
2021년01월_여_100세 이상,9,4,0,1,2,1,0,1
2021년02월_계_총인구수,"31,665","9,920",516,"3,921","8,165","5,023","2,588","1,532"
2021년02월_계_연령구간인구수,"31,665","9,920",516,"3,921","8,165","5,023","2,588","1,532"
2021년02월_계_0~9세,"2,471",932,16,318,597,381,183,44
2021년02월_계_10~19세,"2,292",847,33,259,616,318,136,83
2021년02월_계_20~29세,"4,079","1,248",30,510,"1,012",584,564,131
2021년02월_계_30~39세,"3,843","1,331",30,531,871,633,369,78
2021년02월_계_40~49세,"3,991","1,443",59,397,"1,059",628,243,162
2021년02월_계_50~59세,"5,200","1,523",120,600,"1,454",855,333,315
2021년02월_계_60~69세,"5,308","1,412",115,719,"1,395",892,390,385
2021년02월_계_70~79세,"2,684",726,77,329,687,425,231,209
2021년02월_계_80~89세,"1,522",383,32,217,407,256,123,104
2021년02월_계_90~99세,260,68,4,40,63,49,16,20
2021년02월_계_100세 이상,15,7,0,1,4,2,0,1
2021년02월_남_총인구수,"17,076","5,204",272,"2,109","4,358","2,741","1,556",836
2021년02월_남_연령구간인구수,"17,076","5,204",272,"2,109","4,358","2,741","1,556",836
2021년02월_남_0~9세,"1,256",470,9,154,300,201,99,23
2021년02월_남_10~19세,"1,197",453,16,131,320,160,71,46
2021년02월_남_20~29세,"2,717",767,17,347,649,394,452,91
2021년02월_남_30~39세,"2,200",714,20,314,477,381,243,51
2021년02월_남_40~49세,"2,218",783,35,221,591,350,146,92
2021년02월_남_50~59세,"2,757",788,64,318,781,440,194,172
2021년02월_남_60~69세,"2,840",726,58,383,764,504,194,211
2021년02월_남_70~79세,"1,285",350,41,158,313,205,111,107
2021년02월_남_80~89세,533,135,10,72,146,94,41,35
2021년02월_남_90~99세,67,15,2,11,15,11,5,8
2021년02월_남_100세 이상,6,3,0,0,2,1,0,0
2021년02월_여_총인구수,"14,589","4,716",244,"1,812","3,807","2,282","1,032",696
2021년02월_여_연령구간인구수,"14,589","4,716",244,"1,812","3,807","2,282","1,032",696
2021년02월_여_0~9세,"1,215",462,7,164,297,180,84,21
2021년02월_여_10~19세,"1,095",394,17,128,296,158,65,37
2021년02월_여_20~29세,"1,362",481,13,163,363,190,112,40
2021년02월_여_30~39세,"1,643",617,10,217,394,252,126,27
2021년02월_여_40~49세,"1,773",660,24,176,468,278,97,70
2021년02월_여_50~59세,"2,443",735,56,282,673,415,139,143
2021년02월_여_60~69세,"2,468",686,57,336,631,388,196,174
2021년02월_여_70~79세,"1,399",376,36,171,374,220,120,102
2021년02월_여_80~89세,989,248,22,145,261,162,82,69
2021년02월_여_90~99세,193,53,2,29,48,38,11,12
2021년02월_여_100세 이상,9,4,0,1,2,1,0,1
2021년03월_계_총인구수,"31,521","9,878",522,"3,890","8,153","4,972","2,578","1,528"
2021년03월_계_연령구간인구수,"31,521","9,878",522,"3,890","8,153","4,972","2,578","1,528"
2021년03월_계_0~9세,"2,455",925,19,315,593,373,186,44
2021년03월_계_10~19세,"2,278",836,33,252,618,320,138,81
2021년03월_계_20~29세,"4,063","1,251",29,508,"1,017",583,545,130
2021년03월_계_30~39세,"3,819","1,333",32,523,865,614,375,77
2021년03월_계_40~49세,"3,961","1,428",56,397,"1,050",628,242,160
2021년03월_계_50~59세,"5,144","1,511",122,582,"1,455",824,336,314
2021년03월_계_60~69세,"5,373","1,430",118,728,"1,410",907,387,393
2021년03월_계_70~79세,"2,639",710,76,324,675,420,229,205
2021년03월_계_80~89세,"1,532",384,33,220,409,258,125,103
2021년03월_계_90~99세,250,67,4,40,59,45,15,20
2021년03월_계_100세 이상,7,3,0,1,2,0,0,1
2021년03월_남_총인구수,"17,046","5,198",276,"2,099","4,361","2,726","1,552",834
2021년03월_남_연령구간인구수,"17,046","5,198",276,"2,099","4,361","2,726","1,552",834
2021년03월_남_0~9세,"1,246",460,10,154,297,202,101,22
2021년03월_남_10~19세,"1,195",450,16,127,322,161,72,47
2021년03월_남_20~29세,"2,707",769,16,348,653,391,440,90
2021년03월_남_30~39세,"2,190",723,21,311,473,368,244,50
2021년03월_남_40~49세,"2,200",767,33,222,585,352,150,91
2021년03월_남_50~59세,"2,752",792,67,309,787,430,195,172
2021년03월_남_60~69세,"2,885",742,59,388,773,516,192,215
2021년03월_남_70~79세,"1,263",341,41,157,308,202,111,103
2021년03월_남_80~89세,540,137,11,72,147,95,42,36
2021년03월_남_90~99세,64,15,2,11,14,9,5,8
2021년03월_남_100세 이상,4,2,0,0,2,0,0,0
2021년03월_여_총인구수,"14,475","4,680",246,"1,791","3,792","2,246","1,026",694
2021년03월_여_연령구간인구수,"14,475","4,680",246,"1,791","3,792","2,246","1,026",694
2021년03월_여_0~9세,"1,209",465,9,161,296,171,85,22
2021년03월_여_10~19세,"1,083",386,17,125,296,159,66,34
2021년03월_여_20~29세,"1,356",482,13,160,364,192,105,40
2021년03월_여_30~39세,"1,629",610,11,212,392,246,131,27
2021년03월_여_40~49세,"1,761",661,23,175,465,276,92,69
2021년03월_여_50~59세,"2,392",719,55,273,668,394,141,142
2021년03월_여_60~69세,"2,488",688,59,340,637,391,195,178
2021년03월_여_70~79세,"1,376",369,35,167,367,218,118,102
2021년03월_여_80~89세,992,247,22,148,262,163,83,67
2021년03월_여_90~99세,186,52,2,29,45,36,10,12
2021년03월_여_100세 이상,3,1,0,1,0,0,0,1
2021년04월_계_총인구수,"31,508","9,938",521,"3,856","8,139","4,940","2,572","1,542"
2021년04월_계_연령구간인구수,"31,508","9,938",521,"3,856","8,139","4,940","2,572","1,542"
2021년04월_계_0~9세,"2,429",930,19,299,583,362,190,46
2021년04월_계_10~19세,"2,268",846,33,240,614,314,139,82
2021년04월_계_20~29세,"4,063","1,265",29,513,"1,015",571,536,134
2021년04월_계_30~39세,"3,831","1,342",33,512,865,622,373,84
2021년04월_계_40~49세,"3,933","1,427",56,391,"1,042",614,242,161
2021년04월_계_50~59세,"5,107","1,509",120,580,"1,449",812,326,311
2021년04월_계_60~69세,"5,445","1,455",118,733,"1,425",922,396,396
2021년04월_계_70~79세,"2,635",708,75,323,672,420,232,205
2021년04월_계_80~89세,"1,541",385,34,223,413,257,124,105
2021년04월_계_90~99세,249,68,4,41,59,46,14,17
2021년04월_계_100세 이상,7,3,0,1,2,0,0,1
2021년04월_남_총인구수,"17,047","5,243",275,"2,081","4,356","2,698","1,549",845
2021년04월_남_연령구간인구수,"17,047","5,243",275,"2,081","4,356","2,698","1,549",845
2021년04월_남_0~9세,"1,228",461,10,146,292,192,104,23
2021년04월_남_10~19세,"1,195",460,16,118,322,158,73,48
2021년04월_남_20~29세,"2,706",781,16,354,653,376,434,92
2021년04월_남_30~39세,"2,205",731,21,305,474,376,242,56
2021년04월_남_40~49세,"2,186",768,34,219,581,343,149,92
2021년04월_남_50~59세,"2,725",791,66,306,781,425,188,168
2021년04월_남_60~69세,"2,927",757,58,391,781,523,198,219
2021년04월_남_70~79세,"1,261",342,40,154,306,202,114,103
2021년04월_남_80~89세,544,135,12,76,150,93,42,36
2021년04월_남_90~99세,66,15,2,12,14,10,5,8
2021년04월_남_100세 이상,4,2,0,0,2,0,0,0
2021년04월_여_총인구수,"14,461","4,695",246,"1,775","3,783","2,242","1,023",697
2021년04월_여_연령구간인구수,"14,461","4,695",246,"1,775","3,783","2,242","1,023",697
2021년04월_여_0~9세,"1,201",469,9,153,291,170,86,23
2021년04월_여_10~19세,"1,073",386,17,122,292,156,66,34
2021년04월_여_20~29세,"1,357",484,13,159,362,195,102,42
2021년04월_여_30~39세,"1,626",611,12,207,391,246,131,28
2021년04월_여_40~49세,"1,747",659,22,172,461,271,93,69
2021년04월_여_50~59세,"2,382",718,54,274,668,387,138,143
2021년04월_여_60~69세,"2,518",698,60,342,644,399,198,177
2021년04월_여_70~79세,"1,374",366,35,169,366,218,118,102
2021년04월_여_80~89세,997,250,22,147,263,164,82,69
2021년04월_여_90~99세,183,53,2,29,45,36,9,9
2021년04월_여_100세 이상,3,1,0,1,0,0,0,1
2021년05월_계_총인구수,"31,633","9,958",518,"3,737","8,129","4,902","2,573","1,816"
2021년05월_계_연령구간인구수,"31,633","9,958",518,"3,737","8,129","4,902","2,573","1,816"
2021년05월_계_0~9세,"2,448",933,16,271,580,354,189,105
2021년05월_계_10~19세,"2,244",840,33,230,604,311,137,89
2021년05월_계_20~29세,"4,124","1,256",30,484,"1,027",555,541,231
2021년05월_계_30~39세,"3,863","1,348",30,475,864,612,376,158
2021년05월_계_40~49세,"3,907","1,426",54,376,"1,028",604,235,184
2021년05월_계_50~59세,"5,126","1,523",122,579,"1,446",814,327,315
2021년05월_계_60~69세,"5,484","1,467",121,732,"1,435",923,402,404
2021년05월_계_70~79세,"2,629",701,74,325,670,425,229,205
2021년05월_계_80~89세,"1,550",393,34,221,415,257,123,107
2021년05월_계_90~99세,251,68,4,43,58,47,14,17
2021년05월_계_100세 이상,7,3,0,1,2,0,0,1
2021년05월_남_총인구수,"17,116","5,249",273,"2,010","4,349","2,670","1,552","1,013"
2021년05월_남_연령구간인구수,"17,116","5,249",273,"2,010","4,349","2,670","1,552","1,013"
2021년05월_남_0~9세,"1,241",464,8,129,294,186,103,57
2021년05월_남_10~19세,"1,177",458,16,112,313,157,71,50
2021년05월_남_20~29세,"2,743",771,17,334,657,366,435,163
2021년05월_남_30~39세,"2,231",739,19,283,475,370,246,99
2021년05월_남_40~49세,"2,167",765,33,212,571,336,145,105
2021년05월_남_50~59세,"2,740",795,68,308,784,426,190,169
2021년05월_남_60~69세,"2,944",763,59,391,782,523,203,223
2021년05월_남_70~79세,"1,251",337,39,153,306,203,113,100
2021년05월_남_80~89세,553,140,12,76,151,93,42,39
2021년05월_남_90~99세,65,15,2,12,14,10,4,8
2021년05월_남_100세 이상,4,2,0,0,2,0,0,0
2021년05월_여_총인구수,"14,517","4,709",245,"1,727","3,780","2,232","1,021",803
2021년05월_여_연령구간인구수,"14,517","4,709",245,"1,727","3,780","2,232","1,021",803
2021년05월_여_0~9세,"1,207",469,8,142,286,168,86,48
2021년05월_여_10~19세,"1,067",382,17,118,291,154,66,39
2021년05월_여_20~29세,"1,381",485,13,150,370,189,106,68
2021년05월_여_30~39세,"1,632",609,11,192,389,242,130,59
2021년05월_여_40~49세,"1,740",661,21,164,457,268,90,79
2021년05월_여_50~59세,"2,386",728,54,271,662,388,137,146
2021년05월_여_60~69세,"2,540",704,62,341,653,400,199,181
2021년05월_여_70~79세,"1,378",364,35,172,364,222,116,105
2021년05월_여_80~89세,997,253,22,145,264,164,81,68
2021년05월_여_90~99세,186,53,2,31,44,37,10,9
2021년05월_여_100세 이상,3,1,0,1,0,0,0,1
2021년06월_계_총인구수,"31,835","10,133",517,"3,730","8,093","4,892","2,576","1,894"
2021년06월_계_연령구간인구수,"31,835","10,133",517,"3,730","8,093","4,892","2,576","1,894"
2021년06월_계_0~9세,"2,464",977,16,269,565,347,182,108
2021년06월_계_10~19세,"2,260",866,33,228,604,306,132,91
2021년06월_계_20~29세,"4,182","1,249",27,481,"1,035",556,556,278
2021년06월_계_30~39세,"3,906","1,398",31,477,848,605,373,174
2021년06월_계_40~49세,"3,918","1,447",53,371,"1,023",603,235,186
2021년06월_계_50~59세,"5,127","1,543",123,577,"1,431",808,326,319
2021년06월_계_60~69세,"5,544","1,488",121,737,"1,441",943,406,408
2021년06월_계_70~79세,"2,622",705,73,324,668,419,227,206
2021년06월_계_80~89세,"1,554",391,36,222,417,257,125,106
2021년06월_계_90~99세,251,66,4,43,59,48,14,17
2021년06월_계_100세 이상,7,3,0,1,2,0,0,1
2021년06월_남_총인구수,"17,268","5,342",274,"2,003","4,349","2,662","1,560","1,078"
2021년06월_남_연령구간인구수,"17,268","5,342",274,"2,003","4,349","2,662","1,560","1,078"
2021년06월_남_0~9세,"1,254",491,8,126,289,182,101,57
2021년06월_남_10~19세,"1,188",473,16,111,312,157,67,52
2021년06월_남_20~29세,"2,800",764,15,330,668,367,451,205
2021년06월_남_30~39세,"2,254",766,20,283,467,364,245,109
2021년06월_남_40~49세,"2,178",771,32,209,573,338,145,110
2021년06월_남_50~59세,"2,745",808,70,307,780,422,189,169
2021년06월_남_60~69세,"2,975",772,59,396,784,532,204,228
2021년06월_남_70~79세,"1,251",339,39,152,309,199,112,101
2021년06월_남_80~89세,553,141,13,77,150,91,42,39
2021년06월_남_90~99세,66,15,2,12,15,10,4,8
2021년06월_남_100세 이상,4,2,0,0,2,0,0,0
2021년06월_여_총인구수,"14,567","4,791",243,"1,727","3,744","2,230","1,016",816
2021년06월_여_연령구간인구수,"14,567","4,791",243,"1,727","3,744","2,230","1,016",816
2021년06월_여_0~9세,"1,210",486,8,143,276,165,81,51
2021년06월_여_10~19세,"1,072",393,17,117,292,149,65,39
2021년06월_여_20~29세,"1,382",485,12,151,367,189,105,73
2021년06월_여_30~39세,"1,652",632,11,194,381,241,128,65
2021년06월_여_40~49세,"1,740",676,21,162,450,265,90,76
2021년06월_여_50~59세,"2,382",735,53,270,651,386,137,150
2021년06월_여_60~69세,"2,569",716,62,341,657,411,202,180
2021년06월_여_70~79세,"1,371",366,34,172,359,220,115,105
2021년06월_여_80~89세,"1,001",250,23,145,267,166,83,67
2021년06월_여_90~99세,185,51,2,31,44,38,10,9
2021년06월_여_100세 이상,3,1,0,1,0,0,0,1
2021년07월_계_총인구수,"31,947","10,171",519,"3,743","8,115","4,870","2,592","1,937"
2021년07월_계_연령구간인구수,"31,947","10,171",519,"3,743","8,115","4,870","2,592","1,937"
2021년07월_계_0~9세,"2,474",979,17,274,558,350,187,109
2021년07월_계_10~19세,"2,270",875,34,228,606,304,132,91
2021년07월_계_20~29세,"4,213","1,262",27,479,"1,037",536,571,301
2021년07월_계_30~39세,"3,916","1,401",32,483,841,606,376,177
2021년07월_계_40~49세,"3,936","1,452",52,372,"1,028",605,233,194
2021년07월_계_50~59세,"5,098","1,538",122,571,"1,432",797,322,316
2021년07월_계_60~69세,"5,590","1,498",123,745,"1,459",948,404,413
2021년07월_계_70~79세,"2,624",707,72,324,670,419,223,209
2021년07월_계_80~89세,"1,565",389,36,223,421,257,130,109
2021년07월_계_90~99세,254,67,4,43,61,48,14,17
2021년07월_계_100세 이상,7,3,0,1,2,0,0,1
2021년07월_남_총인구수,"17,341","5,366",275,"2,009","4,365","2,649","1,564","1,113"
2021년07월_남_연령구간인구수,"17,341","5,366",275,"2,009","4,365","2,649","1,564","1,113"
2021년07월_남_0~9세,"1,252",491,8,128,283,183,101,58
2021년07월_남_10~19세,"1,199",478,17,111,316,157,68,52
2021년07월_남_20~29세,"2,831",771,15,325,674,356,461,229
2021년07월_남_30~39세,"2,261",769,21,286,463,364,246,112
2021년07월_남_40~49세,"2,193",777,31,212,575,341,144,113
2021년07월_남_50~59세,"2,721",802,69,307,779,413,184,167
2021년07월_남_60~69세,"3,004",780,61,397,799,533,202,232
2021년07월_남_70~79세,"1,255",340,38,153,310,200,111,103
2021년07월_남_80~89세,553,140,13,78,149,91,43,39
2021년07월_남_90~99세,68,16,2,12,15,11,4,8
2021년07월_남_100세 이상,4,2,0,0,2,0,0,0
2021년07월_여_총인구수,"14,606","4,805",244,"1,734","3,750","2,221","1,028",824
2021년07월_여_연령구간인구수,"14,606","4,805",244,"1,734","3,750","2,221","1,028",824
2021년07월_여_0~9세,"1,222",488,9,146,275,167,86,51
2021년07월_여_10~19세,"1,071",397,17,117,290,147,64,39
2021년07월_여_20~29세,"1,382",491,12,154,363,180,110,72
2021년07월_여_30~39세,"1,655",632,11,197,378,242,130,65
2021년07월_여_40~49세,"1,743",675,21,160,453,264,89,81
2021년07월_여_50~59세,"2,377",736,53,264,653,384,138,149
2021년07월_여_60~69세,"2,586",718,62,348,660,415,202,181
2021년07월_여_70~79세,"1,369",367,34,171,360,219,112,106
2021년07월_여_80~89세,"1,012",249,23,145,272,166,87,70
2021년07월_여_90~99세,186,51,2,31,46,37,10,9
2021년07월_여_100세 이상,3,1,0,1,0,0,0,1
2021년08월_계_총인구수,"32,034","10,211",523,"3,759","8,120","4,882","2,574","1,965"
2021년08월_계_연령구간인구수,"32,034","10,211",523,"3,759","8,120","4,882","2,574","1,965"
2021년08월_계_0~9세,"2,498",992,16,271,559,365,181,114
2021년08월_계_10~19세,"2,259",877,32,228,600,303,129,90
2021년08월_계_20~29세,"4,218","1,265",29,486,"1,032",535,559,312
2021년08월_계_30~39세,"3,924","1,401",31,489,841,606,376,180
2021년08월_계_40~49세,"3,947","1,461",55,374,"1,026",603,233,195
2021년08월_계_50~59세,"5,112","1,543",123,569,"1,444",790,324,319
2021년08월_계_60~69세,"5,620","1,500",122,753,"1,466",959,401,419
2021년08월_계_70~79세,"2,613",707,75,323,661,414,224,209
2021년08월_계_80~89세,"1,572",392,36,222,423,260,130,109
2021년08월_계_90~99세,264,70,4,43,66,47,17,17
2021년08월_계_100세 이상,7,3,0,1,2,0,0,1
2021년08월_남_총인구수,"17,378","5,379",278,"2,018","4,371","2,646","1,556","1,130"
2021년08월_남_연령구간인구수,"17,378","5,379",278,"2,018","4,371","2,646","1,556","1,130"
2021년08월_남_0~9세,"1,268",498,7,124,286,194,99,60
2021년08월_남_10~19세,"1,196",484,16,113,311,153,68,51
2021년08월_남_20~29세,"2,830",763,17,326,674,356,455,239
2021년08월_남_30~39세,"2,261",764,21,293,466,362,243,112
2021년08월_남_40~49세,"2,199",785,32,214,571,336,147,114
2021년08월_남_50~59세,"2,725",807,70,306,784,405,185,168
2021년08월_남_60~69세,"3,019",780,60,399,807,539,198,236
2021년08월_남_70~79세,"1,246",338,40,153,302,197,113,103
2021년08월_남_80~89세,558,140,13,78,152,93,43,39
2021년08월_남_90~99세,72,18,2,12,16,11,5,8
2021년08월_남_100세 이상,4,2,0,0,2,0,0,0
2021년08월_여_총인구수,"14,656","4,832",245,"1,741","3,749","2,236","1,018",835
2021년08월_여_연령구간인구수,"14,656","4,832",245,"1,741","3,749","2,236","1,018",835
2021년08월_여_0~9세,"1,230",494,9,147,273,171,82,54
2021년08월_여_10~19세,"1,063",393,16,115,289,150,61,39
2021년08월_여_20~29세,"1,388",502,12,160,358,179,104,73
2021년08월_여_30~39세,"1,663",637,10,196,375,244,133,68
2021년08월_여_40~49세,"1,748",676,23,160,455,267,86,81
2021년08월_여_50~59세,"2,387",736,53,263,660,385,139,151
2021년08월_여_60~69세,"2,601",720,62,354,659,420,203,183
2021년08월_여_70~79세,"1,367",369,35,170,359,217,111,106
2021년08월_여_80~89세,"1,014",252,23,144,271,167,87,70
2021년08월_여_90~99세,192,52,2,31,50,36,12,9
2021년08월_여_100세 이상,3,1,0,1,0,0,0,1
2021년09월_계_총인구수,"32,033","10,222",520,"3,777","8,098","4,859","2,571","1,986"
2021년09월_계_연령구간인구수,"32,033","10,222",520,"3,777","8,098","4,859","2,571","1,986"
2021년09월_계_0~9세,"2,490",990,16,278,552,359,182,113
2021년09월_계_10~19세,"2,281",887,32,228,608,306,129,91
2021년09월_계_20~29세,"4,189","1,253",27,485,"1,016",531,558,319
2021년09월_계_30~39세,"3,916","1,399",30,491,832,594,377,193
2021년09월_계_40~49세,"3,949","1,470",54,376,"1,021",598,236,194
2021년09월_계_50~59세,"5,093","1,542",125,569,"1,440",784,318,315
2021년09월_계_60~69세,"5,659","1,508",120,764,"1,472",967,402,426
2021년09월_계_70~79세,"2,603",704,76,323,661,412,218,209
2021년09월_계_80~89세,"1,579",396,36,220,428,258,134,107
2021년09월_계_90~99세,266,70,4,42,65,50,17,18
2021년09월_계_100세 이상,8,3,0,1,3,0,0,1
2021년09월_남_총인구수,"17,384","5,379",276,"2,029","4,366","2,635","1,553","1,146"
2021년09월_남_연령구간인구수,"17,384","5,379",276,"2,029","4,366","2,635","1,553","1,146"
2021년09월_남_0~9세,"1,256",491,7,128,284,187,99,60
2021년09월_남_10~19세,"1,208",487,16,111,316,157,68,53
2021년09월_남_20~29세,"2,824",756,16,324,668,357,455,248
2021년09월_남_30~39세,"2,259",771,20,299,461,349,242,117
2021년09월_남_40~49세,"2,196",787,31,214,567,336,148,113
2021년09월_남_50~59세,"2,729",808,72,308,786,407,181,167
2021년09월_남_60~69세,"3,037",783,59,404,810,542,200,239
2021년09월_남_70~79세,"1,239",335,40,153,302,196,110,103
2021년09월_남_80~89세,562,142,13,77,154,93,45,38
2021년09월_남_90~99세,70,17,2,11,16,11,5,8
2021년09월_남_100세 이상,4,2,0,0,2,0,0,0
2021년09월_여_총인구수,"14,649","4,843",244,"1,748","3,732","2,224","1,018",840
2021년09월_여_연령구간인구수,"14,649","4,843",244,"1,748","3,732","2,224","1,018",840
2021년09월_여_0~9세,"1,234",499,9,150,268,172,83,53
2021년09월_여_10~19세,"1,073",400,16,117,292,149,61,38
2021년09월_여_20~29세,"1,365",497,11,161,348,174,103,71
2021년09월_여_30~39세,"1,657",628,10,192,371,245,135,76
2021년09월_여_40~49세,"1,753",683,23,162,454,262,88,81
2021년09월_여_50~59세,"2,364",734,53,261,654,377,137,148
2021년09월_여_60~69세,"2,622",725,61,360,662,425,202,187
2021년09월_여_70~79세,"1,364",369,36,170,359,216,108,106
2021년09월_여_80~89세,"1,017",254,23,143,274,165,89,69
2021년09월_여_90~99세,196,53,2,31,49,39,12,10
2021년09월_여_100세 이상,4,1,0,1,1,0,0,1
2021년10월_계_총인구수,"32,090","10,277",523,"3,758","8,062","4,902","2,565","2,003"
2021년10월_계_연령구간인구수,"32,090","10,277",523,"3,758","8,062","4,902","2,565","2,003"
2021년10월_계_0~9세,"2,502","1,005",16,269,537,374,187,114
2021년10월_계_10~19세,"2,265",892,31,224,591,310,128,89
2021년10월_계_20~29세,"4,177","1,247",28,480,"1,028",525,544,325
2021년10월_계_30~39세,"3,942","1,412",30,491,818,617,381,193
2021년10월_계_40~49세,"3,963","1,485",53,375,"1,020",601,233,196
2021년10월_계_50~59세,"5,100","1,547",126,568,"1,438",784,319,318
2021년10월_계_60~69세,"5,673","1,514",122,764,"1,473",971,404,425
2021년10월_계_70~79세,"2,595",700,77,320,654,411,218,215
2021년10월_계_80~89세,"1,600",402,36,224,436,259,134,109
2021년10월_계_90~99세,265,71,4,42,64,50,17,17
2021년10월_계_100세 이상,8,2,0,1,3,0,0,2
2021년10월_남_총인구수,"17,392","5,402",279,"2,013","4,346","2,656","1,542","1,154"
2021년10월_남_연령구간인구수,"17,392","5,402",279,"2,013","4,346","2,656","1,542","1,154"
2021년10월_남_0~9세,"1,268",502,7,119,281,198,99,62
2021년10월_남_10~19세,"1,193",487,16,110,306,156,67,51
2021년10월_남_20~29세,"2,813",752,17,319,672,354,445,254
2021년10월_남_30~39세,"2,277",779,20,303,455,362,241,117
2021년10월_남_40~49세,"2,199",792,30,211,565,340,146,115
2021년10월_남_50~59세,"2,726",809,72,306,784,406,181,168
2021년10월_남_60~69세,"3,033",784,61,404,810,539,202,233
2021년10월_남_70~79세,"1,242",333,41,153,299,197,111,108
2021년10월_남_80~89세,569,146,13,77,156,94,45,38
2021년10월_남_90~99세,68,17,2,11,16,10,5,7
2021년10월_남_100세 이상,4,1,0,0,2,0,0,1
2021년10월_여_총인구수,"14,698","4,875",244,"1,745","3,716","2,246","1,023",849
2021년10월_여_연령구간인구수,"14,698","4,875",244,"1,745","3,716","2,246","1,023",849
2021년10월_여_0~9세,"1,234",503,9,150,256,176,88,52
2021년10월_여_10~19세,"1,072",405,15,114,285,154,61,38
2021년10월_여_20~29세,"1,364",495,11,161,356,171,99,71
2021년10월_여_30~39세,"1,665",633,10,188,363,255,140,76
2021년10월_여_40~49세,"1,764",693,23,164,455,261,87,81
2021년10월_여_50~59세,"2,374",738,54,262,654,378,138,150
2021년10월_여_60~69세,"2,640",730,61,360,663,432,202,192
2021년10월_여_70~79세,"1,353",367,36,167,355,214,107,107
2021년10월_여_80~89세,"1,031",256,23,147,280,165,89,71
2021년10월_여_90~99세,197,54,2,31,48,40,12,10
2021년10월_여_100세 이상,4,1,0,1,1,0,0,1
2021년11월_계_총인구수,"32,138","10,290",522,"3,763","8,043","4,936","2,574","2,010"
2021년11월_계_연령구간인구수,"32,138","10,290",522,"3,763","8,043","4,936","2,574","2,010"
2021년11월_계_0~9세,"2,504","1,011",16,259,535,377,191,115
2021년11월_계_10~19세,"2,243",886,31,219,588,305,126,88
2021년11월_계_20~29세,"4,194","1,250",27,498,"1,011",534,547,327
2021년11월_계_30~39세,"3,975","1,430",31,491,816,630,381,196
2021년11월_계_40~49세,"3,954","1,469",53,370,"1,020",606,236,200
2021년11월_계_50~59세,"5,107","1,556",127,567,"1,434",788,317,318
2021년11월_계_60~69세,"5,693","1,518",121,768,"1,484",976,406,420
2021년11월_계_70~79세,"2,595",701,75,321,653,410,219,216
2021년11월_계_80~89세,"1,603",399,37,227,435,261,133,111
2021년11월_계_90~99세,262,68,4,42,64,49,18,17
2021년11월_계_100세 이상,8,2,0,1,3,0,0,2
2021년11월_남_총인구수,"17,424","5,403",278,"2,025","4,332","2,677","1,551","1,158"
2021년11월_남_연령구간인구수,"17,424","5,403",278,"2,025","4,332","2,677","1,551","1,158"
2021년11월_남_0~9세,"1,262",502,7,116,279,196,100,62
2021년11월_남_10~19세,"1,186",484,16,109,307,153,67,50
2021년11월_남_20~29세,"2,814",745,16,330,658,362,445,258
2021년11월_남_30~39세,"2,303",791,21,305,450,369,247,120
2021년11월_남_40~49세,"2,204",791,29,213,567,343,145,116
2021년11월_남_50~59세,"2,728",808,72,307,783,410,181,167
2021년11월_남_60~69세,"3,047",787,61,403,817,544,205,230
2021년11월_남_70~79세,"1,238",333,40,154,296,196,111,108
2021년11월_남_80~89세,571,145,14,77,157,94,45,39
2021년11월_남_90~99세,67,16,2,11,16,10,5,7
2021년11월_남_100세 이상,4,1,0,0,2,0,0,1
2021년11월_여_총인구수,"14,714","4,887",244,"1,738","3,711","2,259","1,023",852
2021년11월_여_연령구간인구수,"14,714","4,887",244,"1,738","3,711","2,259","1,023",852
