카테고리,경상남도 창녕군,경상남도 창녕군 창녕읍,경상남도 창녕군 남지읍,경상남도 창녕군 고암면,경상남도 창녕군 성산면,경상남도 창녕군 대합면,경상남도 창녕군 이방면,경상남도 창녕군 유어면,경상남도 창녕군 대지면,경상남도 창녕군 계성면,경상남도 창녕군 영산면,경상남도 창녕군 장마면,경상남도 창녕군 도천면,경상남도 창녕군 길곡면,경상남도 창녕군 부곡면
2020년09월_여_10~19세,"1,907",745,441,45,14,65,138,33,69,35,150,20,78,20,54
2020년09월_여_20~29세,"2,093",779,399,49,34,91,58,35,80,70,207,30,104,42,115
2020년09월_여_30~39세,"2,345",907,579,44,43,108,61,36,89,52,169,45,76,27,109
2020년09월_여_40~49세,"3,169","1,130",779,51,56,151,68,55,113,92,294,56,136,49,139
2020년09월_여_50~59세,"5,177","1,392","1,033",160,145,290,202,119,186,201,543,154,234,163,355
2020년09월_여_60~69세,"5,968","1,357","1,081",183,202,393,285,213,242,254,580,201,318,193,466
2020년09월_여_70~79세,"4,632",899,762,228,152,394,237,225,214,239,410,217,222,126,307
2020년09월_여_80~89세,"3,474",621,505,197,164,292,219,158,155,186,276,186,170,116,229
2020년09월_여_90~99세,537,95,74,40,18,51,19,28,27,35,39,24,32,22,33
2020년09월_여_100세 이상,27,5,6,1,0,1,4,0,4,2,0,0,3,0,1
2020년10월_계_총인구수,"61,561","17,096","12,298","2,041","1,616","3,867","2,534","1,808","2,584","2,378","5,575","1,855","2,781","1,546","3,582"
2020년10월_계_연령구간인구수,"61,561","17,096","12,298","2,041","1,616","3,867","2,534","1,808","2,584","2,378","5,575","1,855","2,781","1,546","3,582"
2020년10월_계_0~9세,"3,316","1,371",980,65,28,102,70,42,135,60,208,39,93,34,89
2020년10월_계_10~19세,"4,144","1,572",966,113,48,168,235,61,168,71,356,58,156,51,121
2020년10월_계_20~29세,"4,955","1,767",940,118,99,261,136,94,212,180,493,83,215,100,257
2020년10월_계_30~39세,"5,193","1,900","1,212",99,100,249,155,108,193,138,418,113,195,74,239
2020년10월_계_40~49세,"7,147","2,375","1,758",139,127,382,183,141,304,216,650,146,284,134,308
2020년10월_계_50~59세,"11,015","2,876","2,160",330,294,724,421,283,448,479,"1,115",336,520,304,725
2020년10월_계_60~69세,"12,026","2,627","2,146",423,416,817,565,431,494,527,"1,180",417,640,410,933
2020년10월_계_70~79세,"8,129","1,596","1,319",406,271,675,424,389,360,397,722,371,398,259,542
2020년10월_계_80~89세,"4,959",884,725,294,209,430,310,225,236,271,387,263,240,155,330
2020년10월_계_90~99세,648,123,85,53,24,58,30,34,30,37,46,29,37,25,37
2020년10월_계_100세 이상,29,5,7,1,0,1,5,0,4,2,0,0,3,0,1
2020년10월_남_총인구수,"30,574","8,468","6,165","1,004",772,"1,974","1,207",888,"1,337","1,182","2,808",905,"1,360",770,"1,734"
2020년10월_남_연령구간인구수,"30,574","8,468","6,165","1,004",772,"1,974","1,207",888,"1,337","1,182","2,808",905,"1,360",770,"1,734"
2020년10월_남_0~9세,"1,722",707,508,28,13,51,40,26,75,33,106,23,47,18,47
2020년10월_남_10~19세,"2,238",825,525,66,36,101,101,28,100,36,206,37,77,31,69
2020년10월_남_20~29세,"2,850",982,535,71,61,170,77,58,133,110,288,55,109,59,142
2020년10월_남_30~39세,"2,851",995,632,56,59,141,92,70,107,85,246,66,119,48,135
2020년10월_남_40~49세,"3,970","1,234",982,87,74,232,115,87,184,121,360,89,152,85,168
2020년10월_남_50~59세,"5,832","1,477","1,134",172,149,437,216,164,260,276,573,184,284,137,369
2020년10월_남_60~69세,"6,027","1,260","1,059",238,211,420,282,217,249,273,601,211,320,220,466
2020년10월_남_70~79세,"3,495",701,555,178,116,279,186,165,147,160,310,157,175,130,236
2020년10월_남_80~89세,"1,477",264,221,96,47,137,86,67,78,84,111,77,72,39,98
2020년10월_남_90~99세,110,23,13,12,6,6,11,6,4,4,7,6,5,3,4
2020년10월_남_100세 이상,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2020년10월_여_총인구수,"30,987","8,628","6,133","1,037",844,"1,893","1,327",920,"1,247","1,196","2,767",950,"1,421",776,"1,848"
2020년10월_여_연령구간인구수,"30,987","8,628","6,133","1,037",844,"1,893","1,327",920,"1,247","1,196","2,767",950,"1,421",776,"1,848"
2020년10월_여_0~9세,"1,594",664,472,37,15,51,30,16,60,27,102,16,46,16,42
2020년10월_여_10~19세,"1,906",747,441,47,12,67,134,33,68,35,150,21,79,20,52
2020년10월_여_20~29세,"2,105",785,405,47,38,91,59,36,79,70,205,28,106,41,115
2020년10월_여_30~39세,"2,342",905,580,43,41,108,63,38,86,53,172,47,76,26,104
2020년10월_여_40~49세,"3,177","1,141",776,52,53,150,68,54,120,95,290,57,132,49,140
2020년10월_여_50~59세,"5,183","1,399","1,026",158,145,287,205,119,188,203,542,152,236,167,356
2020년10월_여_60~69세,"5,999","1,367","1,087",185,205,397,283,214,245,254,579,206,320,190,467
2020년10월_여_70~79세,"4,634",895,764,228,155,396,238,224,213,237,412,214,223,129,306
2020년10월_여_80~89세,"3,482",620,504,198,162,293,224,158,158,187,276,186,168,116,232
2020년10월_여_90~99세,538,100,72,41,18,52,19,28,26,33,39,23,32,22,33
2020년10월_여_100세 이상,27,5,6,1,0,1,4,0,4,2,0,0,3,0,1
2020년11월_계_총인구수,"61,400","17,032","12,253","2,044","1,594","3,864","2,542","1,795","2,578","2,373","5,548","1,862","2,780","1,551","3,584"
2020년11월_계_연령구간인구수,"61,400","17,032","12,253","2,044","1,594","3,864","2,542","1,795","2,578","2,373","5,548","1,862","2,780","1,551","3,584"
2020년11월_계_0~9세,"3,251","1,339",962,65,23,100,70,43,135,56,208,40,92,33,85
2020년11월_계_10~19세,"4,132","1,567",971,112,42,163,238,57,168,72,355,58,156,52,121
2020년11월_계_20~29세,"4,960","1,770",938,119,99,265,134,91,215,186,493,85,213,96,256
2020년11월_계_30~39세,"5,120","1,873","1,183",101,97,246,155,106,191,134,407,111,199,76,241
2020년11월_계_40~49세,"7,116","2,358","1,760",138,124,380,186,140,296,214,641,153,283,136,307
2020년11월_계_50~59세,"10,965","2,874","2,142",328,293,722,422,279,446,479,"1,108",337,516,301,718
2020년11월_계_60~69세,"12,095","2,650","2,158",428,413,823,564,436,496,525,"1,186",414,641,420,941
2020년11월_계_70~79세,"8,114","1,588","1,320",405,273,676,424,385,362,398,713,375,392,256,547
2020년11월_계_80~89세,"4,966",888,720,294,206,432,314,224,236,271,391,259,246,155,330
2020년11월_계_90~99세,652,120,92,53,24,56,30,34,29,36,46,30,39,26,37
2020년11월_계_100세 이상,29,5,7,1,0,1,5,0,4,2,0,0,3,0,1
2020년11월_남_총인구수,"30,495","8,433","6,132","1,008",761,"1,980","1,206",884,"1,335","1,175","2,800",909,"1,357",772,"1,743"
2020년11월_남_연령구간인구수,"30,495","8,433","6,132","1,008",761,"1,980","1,206",884,"1,335","1,175","2,800",909,"1,357",772,"1,743"
2020년11월_남_0~9세,"1,690",693,499,28,11,50,39,28,74,31,106,23,46,18,44
2020년11월_남_10~19세,"2,229",824,524,66,31,101,102,24,100,37,205,37,78,30,70
2020년11월_남_20~29세,"2,859",979,534,71,60,175,77,59,134,112,290,57,105,61,145
2020년11월_남_30~39세,"2,799",972,616,57,59,141,90,70,106,81,236,67,121,48,135
2020년11월_남_40~49세,"3,959","1,233",981,87,74,227,115,87,179,120,360,92,149,86,169
2020년11월_남_50~59세,"5,818","1,474","1,122",174,149,441,217,163,261,275,576,184,281,134,367
2020년11월_남_60~69세,"6,047","1,268","1,063",239,205,421,279,219,251,271,601,208,324,226,472
2020년11월_남_70~79세,"3,504",702,559,178,118,281,187,162,148,161,309,160,173,128,238
2020년11월_남_80~89세,"1,477",265,218,96,48,137,89,66,78,84,110,75,74,38,99
2020년11월_남_90~99세,111,23,15,12,6,6,10,6,4,3,7,6,6,3,4
2020년11월_남_100세 이상,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2020년11월_여_총인구수,"30,905","8,599","6,121","1,036",833,"1,884","1,336",911,"1,243","1,198","2,748",953,"1,423",779,"1,841"
2020년11월_여_연령구간인구수,"30,905","8,599","6,121","1,036",833,"1,884","1,336",911,"1,243","1,198","2,748",953,"1,423",779,"1,841"
2020년11월_여_0~9세,"1,561",646,463,37,12,50,31,15,61,25,102,17,46,15,41
2020년11월_여_10~19세,"1,903",743,447,46,11,62,136,33,68,35,150,21,78,22,51
2020년11월_여_20~29세,"2,101",791,404,48,39,90,57,32,81,74,203,28,108,35,111
2020년11월_여_30~39세,"2,321",901,567,44,38,105,65,36,85,53,171,44,78,28,106
2020년11월_여_40~49세,"3,157","1,125",779,51,50,153,71,53,117,94,281,61,134,50,138
2020년11월_여_50~59세,"5,147","1,400","1,020",154,144,281,205,116,185,204,532,153,235,167,351
2020년11월_여_60~69세,"6,048","1,382","1,095",189,208,402,285,217,245,254,585,206,317,194,469
2020년11월_여_70~79세,"4,610",886,761,227,155,395,237,223,214,237,404,215,219,128,309
2020년11월_여_80~89세,"3,489",623,502,198,158,295,225,158,158,187,281,184,172,117,231
2020년11월_여_90~99세,541,97,77,41,18,50,20,28,25,33,39,24,33,23,33
2020년11월_여_100세 이상,27,5,6,1,0,1,4,0,4,2,0,0,3,0,1
2020년12월_계_총인구수,"61,301","16,994","12,263","2,034","1,588","3,878","2,540","1,781","2,569","2,363","5,546","1,863","2,768","1,535","3,579"
2020년12월_계_연령구간인구수,"61,301","16,994","12,263","2,034","1,588","3,878","2,540","1,781","2,569","2,363","5,546","1,863","2,768","1,535","3,579"
2020년12월_계_0~9세,"3,213","1,321",960,64,27,101,71,37,135,56,206,38,85,32,80
2020년12월_계_10~19세,"4,118","1,560",977,109,35,165,232,53,163,74,363,61,155,48,123
2020년12월_계_20~29세,"4,929","1,763",929,113,100,269,136,89,211,182,483,85,216,96,257
2020년12월_계_30~39세,"5,097","1,857","1,181",106,103,253,153,107,185,130,406,110,195,75,236
2020년12월_계_40~49세,"7,108","2,344","1,777",135,120,384,182,136,296,211,653,153,279,132,306
2020년12월_계_50~59세,"10,913","2,865","2,130",323,294,716,423,279,447,484,"1,099",334,511,298,710
2020년12월_계_60~69세,"12,171","2,688","2,168",432,408,825,569,437,498,526,"1,187",415,649,418,951
2020년12월_계_70~79세,"8,086","1,584","1,321",405,269,675,414,386,363,392,709,374,390,256,548
2020년12월_계_80~89세,"4,978",887,720,293,208,433,327,224,236,270,391,262,246,153,328
2020년12월_계_90~99세,659,120,93,53,24,56,28,33,31,36,49,31,39,27,39
2020년12월_계_100세 이상,29,5,7,1,0,1,5,0,4,2,0,0,3,0,1
2020년12월_남_총인구수,"30,452","8,415","6,140","1,005",751,"1,987","1,206",871,"1,331","1,174","2,795",907,"1,362",767,"1,741"
2020년12월_남_연령구간인구수,"30,452","8,415","6,140","1,005",751,"1,987","1,206",871,"1,331","1,174","2,795",907,"1,362",767,"1,741"
2020년12월_남_0~9세,"1,670",683,495,29,12,51,38,25,74,31,105,22,44,19,42
2020년12월_남_10~19세,"2,220",821,530,62,26,103,101,23,96,39,207,39,77,27,69
2020년12월_남_20~29세,"2,837",974,525,67,57,176,81,55,130,109,287,57,110,63,146
2020년12월_남_30~39세,"2,780",964,617,61,59,145,89,70,101,78,232,65,121,48,130
2020년12월_남_40~49세,"3,962","1,234",988,85,75,229,111,81,180,119,366,93,147,83,171
2020년12월_남_50~59세,"5,803","1,471","1,128",171,147,435,218,165,268,274,570,180,279,133,364
2020년12월_남_60~69세,"6,090","1,282","1,062",244,204,425,282,219,248,276,605,211,330,225,477
2020년12월_남_70~79세,"3,499",700,562,177,117,281,185,161,151,160,306,160,173,128,238
2020년12월_남_80~89세,"1,482",264,218,97,48,136,91,67,79,85,110,74,75,38,100
2020년12월_남_90~99세,107,22,14,12,6,6,9,5,4,3,7,6,6,3,4
2020년12월_남_100세 이상,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2020년12월_여_총인구수,"30,849","8,579","6,123","1,029",837,"1,891","1,334",910,"1,238","1,189","2,751",956,"1,406",768,"1,838"
2020년12월_여_연령구간인구수,"30,849","8,579","6,123","1,029",837,"1,891","1,334",910,"1,238","1,189","2,751",956,"1,406",768,"1,838"
2020년12월_여_0~9세,"1,543",638,465,35,15,50,33,12,61,25,101,16,41,13,38
2020년12월_여_10~19세,"1,898",739,447,47,9,62,131,30,67,35,156,22,78,21,54
2020년12월_여_20~29세,"2,092",789,404,46,43,93,55,34,81,73,196,28,106,33,111
2020년12월_여_30~39세,"2,317",893,564,45,44,108,64,37,84,52,174,45,74,27,106
2020년12월_여_40~49세,"3,146","1,110",789,50,45,155,71,55,116,92,287,60,132,49,135
2020년12월_여_50~59세,"5,110","1,394","1,002",152,147,281,205,114,179,210,529,154,232,165,346
2020년12월_여_60~69세,"6,081","1,406","1,106",188,204,400,287,218,250,250,582,204,319,193,474
2020년12월_여_70~79세,"4,587",884,759,228,152,394,229,225,212,232,403,214,217,128,310
2020년12월_여_80~89세,"3,496",623,502,196,160,297,236,157,157,185,281,188,171,115,228
2020년12월_여_90~99세,552,98,79,41,18,50,19,28,27,33,42,25,33,24,35
2020년12월_여_100세 이상,27,5,6,1,0,1,4,0,4,2,0,0,3,0,1
2021년01월_계_총인구수,"61,305","16,932","12,244","2,064","1,583","3,895","2,604","1,782","2,571","2,377","5,542","1,868","2,755","1,534","3,554"
2021년01월_계_연령구간인구수,"61,305","16,932","12,244","2,064","1,583","3,895","2,604","1,782","2,571","2,377","5,542","1,868","2,755","1,534","3,554"
2021년01월_계_0~9세,"3,192","1,313",946,63,29,98,71,38,140,58,203,40,82,31,80
2021년01월_계_10~19세,"4,240","1,545",978,149,33,194,305,52,165,76,362,63,147,49,122
2021년01월_계_20~29세,"4,870","1,732",928,111,99,261,130,86,210,178,481,89,221,94,250
2021년01월_계_30~39세,"5,095","1,855","1,176",104,103,256,153,106,184,132,417,110,193,76,230
2021년01월_계_40~49세,"7,061","2,329","1,759",132,116,383,184,141,294,216,647,156,270,126,308
2021년01월_계_50~59세,"10,861","2,852","2,139",320,296,715,417,277,440,484,"1,091",323,509,297,701
2021년01월_계_60~69세,"12,220","2,705","2,184",432,403,825,569,437,504,528,"1,183",426,649,425,950
2021년01월_계_70~79세,"8,078","1,578","1,320",406,269,675,412,384,364,390,719,372,389,253,547
2021년01월_계_80~89세,"4,999",894,714,294,210,434,327,229,236,277,390,259,252,157,326
2021년01월_계_90~99세,660,124,93,52,25,53,31,32,30,36,49,30,40,26,39
2021년01월_계_100세 이상,29,5,7,1,0,1,5,0,4,2,0,0,3,0,1
2021년01월_남_총인구수,"30,468","8,377","6,153","1,038",743,"2,004","1,212",871,"1,335","1,182","2,788",913,"1,358",765,"1,729"
2021년01월_남_연령구간인구수,"30,468","8,377","6,153","1,038",743,"2,004","1,212",871,"1,335","1,182","2,788",913,"1,358",765,"1,729"
2021년01월_남_0~9세,"1,661",678,490,30,12,51,38,26,76,33,101,21,43,19,43
2021년01월_남_10~19세,"2,276",810,530,97,24,127,117,22,98,40,202,41,73,27,68
2021년01월_남_20~29세,"2,798",949,529,67,55,169,77,54,131,106,285,59,112,62,143
2021년01월_남_30~39세,"2,797",970,618,62,58,147,89,70,101,80,243,63,123,47,126
2021년01월_남_40~49세,"3,926","1,229",973,81,73,226,112,81,178,121,362,98,142,79,171
2021년01월_남_50~59세,"5,790","1,459","1,147",170,147,437,214,165,262,276,566,175,277,133,362
2021년01월_남_60~69세,"6,109","1,289","1,070",244,201,424,282,218,254,277,602,217,329,229,473
2021년01월_남_70~79세,"3,508",699,564,177,119,284,181,160,151,159,312,159,176,127,240
2021년01월_남_80~89세,"1,496",272,216,98,48,133,92,70,80,89,108,74,77,40,99
2021년01월_남_90~99세,105,22,15,12,6,6,9,5,4,1,7,6,6,2,4
2021년01월_남_100세 이상,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021년01월_여_총인구수,"30,837","8,555","6,091","1,026",840,"1,891","1,392",911,"1,236","1,195","2,754",955,"1,397",769,"1,825"
2021년01월_여_연령구간인구수,"30,837","8,555","6,091","1,026",840,"1,891","1,392",911,"1,236","1,195","2,754",955,"1,397",769,"1,825"
2021년01월_여_0~9세,"1,531",635,456,33,17,47,33,12,64,25,102,19,39,12,37
2021년01월_여_10~19세,"1,964",735,448,52,9,67,188,30,67,36,160,22,74,22,54
2021년01월_여_20~29세,"2,072",783,399,44,44,92,53,32,79,72,196,30,109,32,107
2021년01월_여_30~39세,"2,298",885,558,42,45,109,64,36,83,52,174,47,70,29,104
2021년01월_여_40~49세,"3,135","1,100",786,51,43,157,72,60,116,95,285,58,128,47,137
2021년01월_여_50~59세,"5,071","1,393",992,150,149,278,203,112,178,208,525,148,232,164,339
2021년01월_여_60~69세,"6,111","1,416","1,114",188,202,401,287,219,250,251,581,209,320,196,477
2021년01월_여_70~79세,"4,570",879,756,229,150,391,231,224,213,231,407,213,213,126,307
2021년01월_여_80~89세,"3,503",622,498,196,162,301,235,159,156,188,282,185,175,117,227
2021년01월_여_90~99세,555,102,78,40,19,47,22,27,26,35,42,24,34,24,35
2021년01월_여_100세 이상,27,5,6,1,0,1,4,0,4,2,0,0,3,0,1
2021년02월_계_총인구수,"61,286","16,936","12,181","2,067","1,598","3,929","2,580","1,775","2,580","2,377","5,537","1,868","2,753","1,540","3,565"
2021년02월_계_연령구간인구수,"61,286","16,936","12,181","2,067","1,598","3,929","2,580","1,775","2,580","2,377","5,537","1,868","2,753","1,540","3,565"
2021년02월_계_0~9세,"3,178","1,308",929,61,41,98,71,37,137,61,199,40,84,32,80
2021년02월_계_10~19세,"4,232","1,562",959,152,32,206,286,51,172,77,357,66,141,48,123
2021년02월_계_20~29세,"4,832","1,711",912,111,97,261,132,84,212,175,483,88,223,94,249
2021년02월_계_30~39세,"5,086","1,841","1,169",103,107,262,149,108,185,132,419,110,194,74,233
2021년02월_계_40~49세,"7,055","2,341","1,747",131,115,392,182,136,286,217,647,156,270,128,307
2021년02월_계_50~59세,"10,855","2,846","2,127",328,295,719,416,281,445,482,"1,087",324,509,297,699
2021년02월_계_60~69세,"12,263","2,716","2,194",431,406,830,571,431,502,533,"1,187",427,650,426,959
2021년02월_계_70~79세,"8,038","1,578","1,320",399,270,667,403,384,369,382,714,368,383,254,547
2021년02월_계_80~89세,"5,055",904,721,298,210,442,335,231,236,280,397,260,253,161,327
2021년02월_계_90~99세,663,124,96,52,25,51,30,32,32,36,47,29,43,26,40
2021년02월_계_100세 이상,29,5,7,1,0,1,5,0,4,2,0,0,3,0,1
2021년02월_남_총인구수,"30,473","8,368","6,124","1,039",749,"2,030","1,198",869,"1,349","1,186","2,794",917,"1,354",769,"1,727"
2021년02월_남_연령구간인구수,"30,473","8,368","6,124","1,039",749,"2,030","1,198",869,"1,349","1,186","2,794",917,"1,354",769,"1,727"
2021년02월_남_0~9세,"1,649",674,478,28,19,50,37,25,77,36,98,22,44,19,42
2021년02월_남_10~19세,"2,301",816,525,103,23,142,106,21,112,41,202,43,70,27,70
2021년02월_남_20~29세,"2,774",940,519,67,54,169,80,54,128,104,286,60,112,63,138
2021년02월_남_30~39세,"2,799",963,619,59,58,148,89,71,103,81,249,62,125,45,127
2021년02월_남_40~49세,"3,919","1,231",963,80,73,231,111,79,174,122,363,100,141,80,171
2021년02월_남_50~59세,"5,796","1,457","1,146",175,145,441,212,169,265,276,564,174,278,135,359
2021년02월_남_60~69세,"6,110","1,289","1,069",242,202,426,283,215,254,279,604,215,328,228,476
2021년02월_남_70~79세,"3,509",704,568,173,120,282,177,160,153,155,313,161,173,129,241
2021년02월_남_80~89세,"1,508",271,220,101,49,135,94,70,79,91,109,72,77,41,99
2021년02월_남_90~99세,106,23,16,11,6,6,8,5,4,1,6,8,6,2,4
2021년02월_남_100세 이상,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021년02월_여_총인구수,"30,813","8,568","6,057","1,028",849,"1,899","1,382",906,"1,231","1,191","2,743",951,"1,399",771,"1,838"
2021년02월_여_연령구간인구수,"30,813","8,568","6,057","1,028",849,"1,899","1,382",906,"1,231","1,191","2,743",951,"1,399",771,"1,838"
2021년02월_여_0~9세,"1,529",634,451,33,22,48,34,12,60,25,101,18,40,13,38
2021년02월_여_10~19세,"1,931",746,434,49,9,64,180,30,60,36,155,23,71,21,53
2021년02월_여_20~29세,"2,058",771,393,44,43,92,52,30,84,71,197,28,111,31,111
2021년02월_여_30~39세,"2,287",878,550,44,49,114,60,37,82,51,170,48,69,29,106
2021년02월_여_40~49세,"3,136","1,110",784,51,42,161,71,57,112,95,284,56,129,48,136
2021년02월_여_50~59세,"5,059","1,389",981,153,150,278,204,112,180,206,523,150,231,162,340
2021년02월_여_60~69세,"6,153","1,427","1,125",189,204,404,288,216,248,254,583,212,322,198,483
2021년02월_여_70~79세,"4,529",874,752,226,150,385,226,224,216,227,401,207,210,125,306
2021년02월_여_80~89세,"3,547",633,501,197,161,307,241,161,157,189,288,188,176,120,228
2021년02월_여_90~99세,557,101,80,41,19,45,22,27,28,35,41,21,37,24,36
2021년02월_여_100세 이상,27,5,6,1,0,1,4,0,4,2,0,0,3,0,1
2021년03월_계_총인구수,"61,072","16,897","12,129","2,057","1,585","3,931","2,556","1,768","2,568","2,365","5,522","1,862","2,754","1,528","3,550"
2021년03월_계_연령구간인구수,"61,072","16,897","12,129","2,057","1,585","3,931","2,556","1,768","2,568","2,365","5,522","1,862","2,754","1,528","3,550"
2021년03월_계_0~9세,"3,135","1,293",919,61,33,100,69,37,132,61,197,38,87,30,78
2021년03월_계_10~19세,"4,188","1,557",949,145,32,203,278,50,172,74,356,66,141,46,119
2021년03월_계_20~29세,"4,763","1,681",902,118,91,264,135,84,209,169,473,91,215,92,239
2021년03월_계_30~39세,"4,996","1,834","1,133",103,101,260,137,105,189,129,414,101,191,72,227
2021년03월_계_40~49세,"7,045","2,332","1,745",131,115,393,186,135,284,216,649,155,276,126,302
2021년03월_계_50~59세,"10,812","2,849","2,121",324,292,716,414,275,444,486,"1,078",328,500,290,695
2021년03월_계_60~69세,"12,312","2,728","2,212",426,410,838,569,432,494,532,"1,195",430,651,431,964
2021년03월_계_70~79세,"8,053","1,590","1,319",395,273,661,403,384,372,386,714,364,389,253,550
2021년03월_계_80~89세,"5,080",904,729,300,210,446,332,234,237,277,396,260,258,162,335
2021년03월_계_90~99세,674,127,100,53,28,50,31,32,30,33,50,29,44,26,41
2021년03월_계_100세 이상,14,2,0,1,0,0,2,0,5,2,0,0,2,0,0
2021년03월_남_총인구수,"30,399","8,366","6,097","1,030",742,"2,036","1,186",865,"1,345","1,182","2,790",915,"1,351",767,"1,727"
2021년03월_남_연령구간인구수,"30,399","8,366","6,097","1,030",742,"2,036","1,186",865,"1,345","1,182","2,790",915,"1,351",767,"1,727"
2021년03월_남_0~9세,"1,629",666,474,29,13,51,38,25,73,36,97,22,47,18,40
2021년03월_남_10~19세,"2,282",813,523,98,23,143,101,21,112,39,201,44,69,27,68
2021년03월_남_20~29세,"2,743",935,510,70,48,170,79,53,128,101,283,61,106,63,136
2021년03월_남_30~39세,"2,753",959,601,57,59,147,81,70,105,80,245,56,122,45,126
2021년03월_남_40~49세,"3,917","1,228",964,81,72,228,115,78,172,124,359,101,147,80,168
2021년03월_남_50~59세,"5,787","1,467","1,135",171,145,441,211,168,266,279,568,175,272,130,359
2021년03월_남_60~69세,"6,131","1,298","1,081",240,204,432,278,213,252,276,603,218,326,231,479
2021년03월_남_70~79세,"3,521",702,571,169,124,280,181,159,153,156,320,157,177,127,245
2021년03월_남_80~89세,"1,528",274,222,104,48,138,94,73,80,90,108,72,79,44,102
2021년03월_남_90~99세,108,24,16,11,6,6,8,5,4,1,6,9,6,2,4
2021년03월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년03월_여_총인구수,"30,673","8,531","6,032","1,027",843,"1,895","1,370",903,"1,223","1,183","2,732",947,"1,403",761,"1,823"
2021년03월_여_연령구간인구수,"30,673","8,531","6,032","1,027",843,"1,895","1,370",903,"1,223","1,183","2,732",947,"1,403",761,"1,823"
2021년03월_여_0~9세,"1,506",627,445,32,20,49,31,12,59,25,100,16,40,12,38
2021년03월_여_10~19세,"1,906",744,426,47,9,60,177,29,60,35,155,22,72,19,51
2021년03월_여_20~29세,"2,020",746,392,48,43,94,56,31,81,68,190,30,109,29,103
2021년03월_여_30~39세,"2,243",875,532,46,42,113,56,35,84,49,169,45,69,27,101
2021년03월_여_40~49세,"3,128","1,104",781,50,43,165,71,57,112,92,290,54,129,46,134
2021년03월_여_50~59세,"5,025","1,382",986,153,147,275,203,107,178,207,510,153,228,160,336
2021년03월_여_60~69세,"6,181","1,430","1,131",186,206,406,291,219,242,256,592,212,325,200,485
2021년03월_여_70~79세,"4,532",888,748,226,149,381,222,225,219,230,394,207,212,126,305
2021년03월_여_80~89세,"3,552",630,507,196,162,308,238,161,157,187,288,188,179,118,233
2021년03월_여_90~99세,566,103,84,42,22,44,23,27,26,32,44,20,38,24,37
2021년03월_여_100세 이상,14,2,0,1,0,0,2,0,5,2,0,0,2,0,0
2021년04월_계_총인구수,"60,951","16,872","12,093","2,034","1,586","3,913","2,542","1,768","2,575","2,366","5,505","1,866","2,761","1,530","3,540"
2021년04월_계_연령구간인구수,"60,951","16,872","12,093","2,034","1,586","3,913","2,542","1,768","2,575","2,366","5,505","1,866","2,761","1,530","3,540"
2021년04월_계_0~9세,"3,117","1,288",901,59,37,101,68,37,133,63,194,37,90,31,78
2021년04월_계_10~19세,"4,149","1,540",952,144,30,199,274,48,171,73,349,66,138,46,119
2021년04월_계_20~29세,"4,737","1,682",887,114,90,269,131,85,208,167,475,97,210,89,233
2021년04월_계_30~39세,"4,959","1,828","1,125",99,96,248,136,103,186,129,417,102,192,74,224
2021년04월_계_40~49세,"7,007","2,320","1,736",131,116,390,187,133,282,208,645,152,281,127,299
2021년04월_계_50~59세,"10,780","2,847","2,110",316,295,714,405,279,454,489,"1,066",328,496,288,693
2021년04월_계_60~69세,"12,348","2,735","2,218",426,412,836,574,430,496,534,"1,196",434,660,433,964
2021년04월_계_70~79세,"8,051","1,590","1,327",395,272,658,399,387,370,387,714,357,388,254,553
2021년04월_계_80~89세,"5,111",914,736,298,211,446,334,234,238,280,397,263,261,162,337
2021년04월_계_90~99세,678,126,101,51,27,52,32,32,32,34,52,30,43,26,40
2021년04월_계_100세 이상,14,2,0,1,0,0,2,0,5,2,0,0,2,0,0
2021년04월_남_총인구수,"30,349","8,354","6,079","1,018",740,"2,027","1,182",864,"1,349","1,184","2,786",920,"1,358",768,"1,720"
2021년04월_남_연령구간인구수,"30,349","8,354","6,079","1,018",740,"2,027","1,182",864,"1,349","1,184","2,786",920,"1,358",768,"1,720"
2021년04월_남_0~9세,"1,620",660,464,28,14,51,38,25,75,37,99,22,49,18,40
2021년04월_남_10~19세,"2,250",800,521,96,22,140,100,21,110,38,196,44,69,27,66
2021년04월_남_20~29세,"2,731",943,499,67,47,173,76,52,127,102,283,65,102,61,134
2021년04월_남_30~39세,"2,738",956,599,55,58,140,80,69,104,80,246,57,123,47,124
2021년04월_남_40~49세,"3,902","1,220",959,82,72,227,118,76,171,121,359,100,151,81,165
2021년04월_남_50~59세,"5,787","1,471","1,137",168,146,439,209,169,271,278,564,174,271,130,360
2021년04월_남_60~69세,"6,146","1,299","1,081",240,204,434,279,215,256,278,601,221,333,230,475
2021년04월_남_70~79세,"3,512",700,572,170,124,277,179,158,149,156,320,155,174,128,250
2021년04월_남_80~89세,"1,555",281,230,102,48,140,95,74,82,93,111,73,80,44,102
2021년04월_남_90~99세,108,24,17,10,5,6,8,5,4,1,7,9,6,2,4
