카테고리,대구광역시 동구,대구광역시 동구 신암1동,대구광역시 동구 신암2동,대구광역시 동구 신암3동,대구광역시 동구 신암4동,대구광역시 동구 신암5동,대구광역시 동구 신천1.2동,대구광역시 동구 신천3동,대구광역시 동구 신천4동,대구광역시 동구 효목1동,대구광역시 동구 효목2동,대구광역시 동구 도평동,대구광역시 동구 불로.봉무동,대구광역시 동구 지저동,대구광역시 동구 동촌동,대구광역시 동구 방촌동,대구광역시 동구 해안동,대구광역시 동구 안심1동,대구광역시 동구 안심2동,대구광역시 동구 안심3.4동,대구광역시 동구 공산동,대구광역시 동구 안심3동,대구광역시 동구 안심4동,대구광역시 동구 혁신동
2020년07월_계_40~49세,"51,581",995,"1,887","1,228","1,796",859,"1,961","1,959","1,027","1,764","2,154",508,"4,009","1,876","2,058","2,372","1,990","6,947","1,444",0,"2,178","4,196","4,998","3,375"
2020년07월_계_50~59세,"57,368","1,384","1,551","1,436","2,659","1,259","2,237","2,217","1,307","2,640","2,553",752,"3,334","3,026","3,034","3,621","2,851","7,139","2,196",0,"2,975","2,833","4,653","1,711"
2020년07월_계_60~69세,"50,262","1,410","1,405","1,388","2,315","1,251","2,082","1,619","1,244","2,625","2,553",698,"2,644","2,738","2,681","3,210","2,739","6,063","1,848",0,"2,854","1,933","3,485","1,477"
2020년07월_계_70~79세,"30,117","1,092","1,009",857,"1,370",803,"1,479",977,736,"1,731","1,552",464,"1,375","1,492","1,554","1,855","1,709","3,222","1,104",0,"1,988","1,225","1,861",662
2020년07월_계_80~89세,"12,650",511,436,371,495,364,666,464,322,720,658,220,530,582,630,826,689,"1,388",403,0,945,498,722,210
2020년07월_계_90~99세,"1,442",56,50,49,59,30,66,52,33,70,82,21,76,54,72,89,84,178,52,0,106,59,69,35
2020년07월_계_100세 이상,123,5,11,3,10,4,7,8,4,10,10,0,4,5,2,6,2,7,5,0,8,2,8,2
2020년07월_남_총인구수,"168,899","3,898","5,138","4,402","6,766","3,149","6,469","6,236","3,810","7,065","7,235","2,242","10,783","7,503","8,039","8,941","7,745","21,550","5,659",0,"7,800","10,474","14,698","9,297"
2020년07월_남_연령구간인구수,"168,899","3,898","5,138","4,402","6,766","3,149","6,469","6,236","3,810","7,065","7,235","2,242","10,783","7,503","8,039","8,941","7,745","21,550","5,659",0,"7,800","10,474","14,698","9,297"
2020년07월_남_0~9세,"13,175",151,549,378,235,116,449,491,92,308,390,94,"1,180",366,466,456,420,"2,074",323,0,368,"1,283","1,395","1,591"
2020년07월_남_10~19세,"14,135",263,454,304,396,234,520,596,211,467,532,147,"1,185",515,493,716,510,"1,977",364,0,597,"1,354","1,570",730
2020년07월_남_20~29세,"22,374",494,556,497,997,459,835,914,608,997,"1,024",405,"1,263","1,094","1,211","1,329","1,024","2,842",792,0,914,"1,129","2,063",927
2020년07월_남_30~39세,"23,435",417,736,702,876,314,840,817,617,842,899,280,"1,410",907,"1,093",968,957,"3,022",768,0,717,"1,593","2,215","2,445"
2020년07월_남_40~49세,"26,609",551,973,631,"1,012",433,"1,001",950,573,918,"1,093",296,"2,025","1,011","1,100","1,194","1,090","3,558",780,0,"1,090","2,054","2,470","1,806"
2020년07월_남_50~59세,"27,824",717,721,703,"1,350",568,"1,051","1,097",689,"1,291","1,222",383,"1,645","1,443","1,448","1,673","1,437","3,416","1,064",0,"1,466","1,439","2,236",765
2020년07월_남_60~69세,"23,343",656,597,650,"1,096",552,903,779,544,"1,185","1,146",347,"1,250","1,293","1,304","1,472","1,307","2,837",874,0,"1,364",876,"1,637",674
2020년07월_남_70~79세,"13,158",452,385,383,602,344,602,404,344,760,670,205,621,661,683,818,737,"1,384",500,0,928,542,844,289
2020년07월_남_80~89세,"4,504",187,152,148,181,122,249,173,121,277,234,82,190,200,227,294,245,409,178,0,336,190,245,64
2020년07월_남_90~99세,306,10,11,6,17,5,17,11,10,18,22,3,14,12,14,20,17,29,14,0,17,14,19,6
2020년07월_남_100세 이상,36,0,4,0,4,2,2,4,1,2,3,0,0,1,0,1,1,2,2,0,3,0,4,0
2020년07월_여_총인구수,"173,758","3,890","5,701","4,533","6,599","3,461","6,985","6,351","3,772","7,236","7,765","1,967","11,195","7,583","7,951","9,564","7,629","22,457","5,548",0,"8,054","10,996","15,027","9,494"
2020년07월_여_연령구간인구수,"173,758","3,890","5,701","4,533","6,599","3,461","6,985","6,351","3,772","7,236","7,765","1,967","11,195","7,583","7,951","9,564","7,629","22,457","5,548",0,"8,054","10,996","15,027","9,494"
2020년07월_여_0~9세,"12,630",136,539,345,233,118,418,459,75,250,395,107,"1,203",366,425,462,382,"1,925",338,0,327,"1,253","1,337","1,537"
2020년07월_여_10~19세,"12,835",203,392,290,333,185,415,445,164,417,533,119,"1,147",455,458,658,441,"1,792",305,0,546,"1,370","1,462",705
2020년07월_여_20~29세,"19,413",387,477,499,919,344,700,757,689,831,886,208,"1,066",907,964,"1,100",859,"2,510",649,0,697,"1,070","1,798","1,096"
2020년07월_여_30~39세,"21,117",284,787,588,672,270,779,812,453,629,779,186,"1,552",703,849,837,717,"2,921",616,0,634,"1,672","2,089","2,288"
2020년07월_여_40~49세,"24,972",444,914,597,784,426,960,"1,009",454,846,"1,061",212,"1,984",865,958,"1,178",900,"3,389",664,0,"1,088","2,142","2,528","1,569"
2020년07월_여_50~59세,"29,544",667,830,733,"1,309",691,"1,186","1,120",618,"1,349","1,331",369,"1,689","1,583","1,586","1,948","1,414","3,723","1,132",0,"1,509","1,394","2,417",946
2020년07월_여_60~69세,"26,919",754,808,738,"1,219",699,"1,179",840,700,"1,440","1,407",351,"1,394","1,445","1,377","1,738","1,432","3,226",974,0,"1,490","1,057","1,848",803
2020년07월_여_70~79세,"16,959",640,624,474,768,459,877,573,392,971,882,259,754,831,871,"1,037",972,"1,838",604,0,"1,060",683,"1,017",373
2020년07월_여_80~89세,"8,146",324,284,223,314,242,417,291,201,443,424,138,340,382,403,532,444,979,225,0,609,308,477,146
2020년07월_여_90~99세,"1,136",46,39,43,42,25,49,41,23,52,60,18,62,42,58,69,67,149,38,0,89,45,50,29
2020년07월_여_100세 이상,87,5,7,3,6,2,5,4,3,8,7,0,4,4,2,5,1,5,3,0,5,2,4,2
2020년08월_계_총인구수,"343,317","7,784","10,804","8,872","13,292","6,617","13,429","12,613","7,540","14,235","14,899","4,198","21,881","15,087","15,976","18,450","15,354","43,973","11,327",,"16,945","21,463","29,722","18,856"
2020년08월_계_연령구간인구수,"343,317","7,784","10,804","8,872","13,292","6,617","13,429","12,613","7,540","14,235","14,899","4,198","21,881","15,087","15,976","18,450","15,354","43,973","11,327",,"16,945","21,463","29,722","18,856"
2020년08월_계_0~9세,"25,787",290,"1,075",714,451,233,851,951,164,556,768,197,"2,342",720,889,905,781,"3,971",673,,892,"2,525","2,706","3,133"
2020년08월_계_10~19세,"26,940",464,848,591,721,420,928,"1,044",373,872,"1,060",259,"2,326",963,947,"1,359",949,"3,743",671,,"1,216","2,724","3,015","1,447"
2020년08월_계_20~29세,"41,860",886,"1,021",987,"1,897",806,"1,539","1,667","1,300","1,830","1,897",610,"2,312","2,015","2,163","2,420","1,882","5,362","1,456",,"1,731","2,191","3,881","2,007"
2020년08월_계_30~39세,"44,660",698,"1,505","1,272","1,540",581,"1,617","1,629","1,055","1,455","1,667",470,"2,933","1,621","1,937","1,793","1,668","5,896","1,407",,"1,612","3,265","4,296","4,743"
2020년08월_계_40~49세,"51,650",992,"1,893","1,216","1,788",855,"1,941","1,962","1,015","1,747","2,128",510,"3,996","1,861","2,062","2,359","1,990","6,931","1,472",,"2,344","4,193","4,982","3,413"
2020년08월_계_50~59세,"57,408","1,386","1,551","1,430","2,643","1,252","2,238","2,222","1,301","2,619","2,540",743,"3,319","3,022","3,012","3,602","2,837","7,162","2,204",,"3,110","2,836","4,666","1,713"
2020년08월_계_60~69세,"50,521","1,409","1,397","1,381","2,317","1,266","2,090","1,624","1,241","2,628","2,541",702,"2,656","2,749","2,696","3,219","2,749","6,104","1,873",,"2,952","1,932","3,508","1,487"
2020년08월_계_70~79세,"30,184","1,084","1,015",858,"1,357",803,"1,481",978,734,"1,723","1,552",465,"1,382","1,498","1,565","1,864","1,715","3,223","1,101",,"2,014","1,238","1,869",665
2020년08월_계_80~89세,"12,737",515,438,374,510,367,668,474,321,723,656,221,535,578,631,831,699,"1,397",413,,957,497,722,210
2020년08월_계_90~99세,"1,446",55,50,47,58,30,69,53,32,72,80,21,76,55,72,92,82,176,52,,109,60,69,36
2020년08월_계_100세 이상,124,5,11,2,10,4,7,9,4,10,10,0,4,5,2,6,2,8,5,,8,2,8,2
2020년08월_남_총인구수,"169,224","3,893","5,124","4,375","6,735","3,159","6,458","6,246","3,777","7,048","7,182","2,236","10,749","7,501","8,035","8,909","7,743","21,540","5,720",,"8,316","10,454","14,701","9,323"
2020년08월_남_연령구간인구수,"169,224","3,893","5,124","4,375","6,735","3,159","6,458","6,246","3,777","7,048","7,182","2,236","10,749","7,501","8,035","8,909","7,743","21,540","5,720",,"8,316","10,454","14,701","9,323"
2020년08월_남_0~9세,"13,175",154,544,376,225,115,444,488,90,308,382,93,"1,172",359,466,446,410,"2,075",330,,449,"1,275","1,381","1,593"
2020년08월_남_10~19세,"14,138",263,457,304,390,235,516,601,208,459,534,144,"1,177",514,492,715,513,"1,964",366,,628,"1,355","1,568",735
2020년08월_남_20~29세,"22,382",497,551,491,983,464,838,908,603,"1,004","1,014",402,"1,260","1,098","1,200","1,324","1,022","2,842",802,,970,"1,122","2,067",920
2020년08월_남_30~39세,"23,507",412,725,693,877,316,844,813,607,831,895,281,"1,400",918,"1,096",961,952,"3,008",782,,848,"1,580","2,221","2,447"
2020년08월_남_40~49세,"26,653",550,985,626,"1,007",435,990,956,566,912,"1,083",302,"2,014",999,"1,106","1,187","1,088","3,545",792,,"1,172","2,046","2,467","1,825"
2020년08월_남_50~59세,"27,818",716,715,701,"1,342",559,"1,051","1,104",687,"1,292","1,208",373,"1,631","1,440","1,433","1,662","1,431","3,428","1,063",,"1,531","1,452","2,238",761
2020년08월_남_60~69세,"23,500",654,595,645,"1,106",563,903,777,540,"1,189","1,138",351,"1,266","1,298","1,312","1,481","1,316","2,853",890,,"1,423",868,"1,651",681
2020년08월_남_70~79세,"13,167",446,387,382,594,342,604,409,345,751,666,204,623,667,690,816,746,"1,379",495,,935,551,843,292
2020년08월_남_80~89세,"4,537",190,150,151,190,123,247,175,120,281,236,83,191,195,227,296,247,414,185,,341,191,241,63
2020년08월_남_90~99세,311,11,11,6,17,5,19,11,10,19,23,3,15,12,13,20,17,30,13,,16,14,20,6
2020년08월_남_100세 이상,36,0,4,0,4,2,2,4,1,2,3,0,0,1,0,1,1,2,2,,3,0,4,0
2020년08월_여_총인구수,"174,093","3,891","5,680","4,497","6,557","3,458","6,971","6,367","3,763","7,187","7,717","1,962","11,132","7,586","7,941","9,541","7,611","22,433","5,607",,"8,629","11,009","15,021","9,533"
2020년08월_여_연령구간인구수,"174,093","3,891","5,680","4,497","6,557","3,458","6,971","6,367","3,763","7,187","7,717","1,962","11,132","7,586","7,941","9,541","7,611","22,433","5,607",,"8,629","11,009","15,021","9,533"
2020년08월_여_0~9세,"12,612",136,531,338,226,118,407,463,74,248,386,104,"1,170",361,423,459,371,"1,896",343,,443,"1,250","1,325","1,540"
2020년08월_여_10~19세,"12,802",201,391,287,331,185,412,443,165,413,526,115,"1,149",449,455,644,436,"1,779",305,,588,"1,369","1,447",712
2020년08월_여_20~29세,"19,478",389,470,496,914,342,701,759,697,826,883,208,"1,052",917,963,"1,096",860,"2,520",654,,761,"1,069","1,814","1,087"
2020년08월_여_30~39세,"21,153",286,780,579,663,265,773,816,448,624,772,189,"1,533",703,841,832,716,"2,888",625,,764,"1,685","2,075","2,296"
2020년08월_여_40~49세,"24,997",442,908,590,781,420,951,"1,006",449,835,"1,045",208,"1,982",862,956,"1,172",902,"3,386",680,,"1,172","2,147","2,515","1,588"
2020년08월_여_50~59세,"29,590",670,836,729,"1,301",693,"1,187","1,118",614,"1,327","1,332",370,"1,688","1,582","1,579","1,940","1,406","3,734","1,141",,"1,579","1,384","2,428",952
2020년08월_여_60~69세,"27,021",755,802,736,"1,211",703,"1,187",847,701,"1,439","1,403",351,"1,390","1,451","1,384","1,738","1,433","3,251",983,,"1,529","1,064","1,857",806
2020년08월_여_70~79세,"17,017",638,628,476,763,461,877,569,389,972,886,261,759,831,875,"1,048",969,"1,844",606,,"1,079",687,"1,026",373
2020년08월_여_80~89세,"8,200",325,288,223,320,244,421,299,201,442,420,138,344,383,404,535,452,983,228,,616,306,481,147
2020년08월_여_90~99세,"1,135",44,39,41,41,25,50,42,22,53,57,18,61,43,59,72,65,146,39,,93,46,49,30
2020년08월_여_100세 이상,88,5,7,2,6,2,5,5,3,8,7,0,4,4,2,5,1,6,3,,5,2,4,2
2020년09월_계_총인구수,"343,233","7,765","10,792","8,818","13,241","6,599","13,414","12,588","7,510","14,225","14,710","4,185","21,875","15,047","15,961","18,369","15,311","43,893","11,370",,"17,619","21,409","29,660","18,872"
2020년09월_계_연령구간인구수,"343,233","7,765","10,792","8,818","13,241","6,599","13,414","12,588","7,510","14,225","14,710","4,185","21,875","15,047","15,961","18,369","15,311","43,893","11,370",,"17,619","21,409","29,660","18,872"
2020년09월_계_0~9세,"25,683",289,"1,068",709,450,231,842,926,159,549,756,198,"2,348",713,878,891,771,"3,935",671,,994,"2,496","2,682","3,127"
2020년09월_계_10~19세,"26,846",458,850,591,715,421,927,"1,039",371,872,"1,039",255,"2,330",956,946,"1,326",943,"3,718",674,,"1,260","2,711","2,991","1,453"
2020년09월_계_20~29세,"41,847",894,"1,015",976,"1,897",805,"1,549","1,679","1,292","1,840","1,867",616,"2,283","2,013","2,168","2,408","1,864","5,344","1,454",,"1,809","2,204","3,870","2,000"
2020년09월_계_30~39세,"44,514",699,"1,508","1,263","1,517",574,"1,599","1,606","1,055","1,452","1,646",460,"2,925","1,609","1,918","1,778","1,658","5,871","1,425",,"1,753","3,201","4,276","4,721"
2020년09월_계_40~49세,"51,682",981,"1,872","1,209","1,782",855,"1,938","1,967","1,003","1,734","2,105",504,"3,994","1,848","2,062","2,350","1,988","6,921","1,471",,"2,449","4,219","4,985","3,445"
2020년09월_계_50~59세,"57,318","1,379","1,556","1,413","2,623","1,240","2,242","2,215","1,298","2,605","2,497",743,"3,321","3,012","3,009","3,562","2,828","7,144","2,218",,"3,215","2,829","4,661","1,708"
2020년09월_계_60~69세,"50,779","1,412","1,401","1,380","2,327","1,272","2,094","1,639","1,244","2,640","2,525",705,"2,665","2,760","2,703","3,237","2,763","6,139","1,883",,"3,019","1,947","3,530","1,494"
2020년09월_계_70~79세,"30,174","1,079","1,015",853,"1,347",808,"1,473",978,725,"1,720","1,536",467,"1,388","1,501","1,561","1,869","1,708","3,227","1,103",,"2,033","1,249","1,863",671
2020년09월_계_80~89세,"12,811",514,444,376,513,360,672,476,327,731,650,216,539,574,641,853,702,"1,413",414,,963,491,728,214
2020년09월_계_90~99세,"1,456",55,52,46,60,29,71,54,32,71,79,21,78,56,73,90,84,174,52,,116,60,66,37
2020년09월_계_100세 이상,123,5,11,2,10,4,7,9,4,11,10,0,4,5,2,5,2,7,5,,8,2,8,2
2020년09월_남_총인구수,"169,170","3,879","5,116","4,349","6,697","3,147","6,429","6,229","3,763","7,032","7,088","2,229","10,754","7,483","8,022","8,871","7,720","21,525","5,745",,"8,655","10,425","14,677","9,335"
2020년09월_남_연령구간인구수,"169,170","3,879","5,116","4,349","6,697","3,147","6,429","6,229","3,763","7,032","7,088","2,229","10,754","7,483","8,022","8,871","7,720","21,525","5,745",,"8,655","10,425","14,677","9,335"
2020년09월_남_0~9세,"13,103",151,544,373,225,113,436,475,86,303,376,93,"1,170",356,466,439,401,"2,056",334,,487,"1,260","1,366","1,593"
2020년09월_남_10~19세,"14,096",258,454,307,390,234,511,602,208,455,519,143,"1,183",508,490,693,514,"1,953",370,,659,"1,348","1,554",743
2020년09월_남_20~29세,"22,409",505,545,485,976,461,842,911,599,"1,008",997,403,"1,249","1,100","1,205","1,324","1,012","2,858",800,,"1,014","1,133","2,063",919
2020년09월_남_30~39세,"23,435",412,727,688,861,314,829,802,606,828,885,275,"1,390",912,"1,081",962,953,"2,999",789,,932,"1,549","2,214","2,427"
2020년09월_남_40~49세,"26,649",539,974,624,"1,003",432,985,959,561,899,"1,071",297,"2,017",998,"1,106","1,186","1,085","3,536",789,,"1,219","2,055","2,471","1,843"
2020년09월_남_50~59세,"27,779",715,722,695,"1,336",561,"1,045","1,093",682,"1,286","1,192",375,"1,642","1,429","1,430","1,640","1,424","3,426","1,069",,"1,576","1,445","2,234",762
2020년09월_남_60~69세,"23,623",655,594,640,"1,103",562,912,787,549,"1,196","1,128",352,"1,272","1,304","1,312","1,484","1,324","2,865",899,,"1,452",879,"1,669",685
2020년09월_남_70~79세,"13,164",444,388,380,591,344,599,410,340,754,658,205,624,671,685,820,746,"1,380",494,,949,552,837,293
2020년09월_남_80~89세,"4,562",189,152,151,191,119,249,175,121,284,234,83,191,191,232,303,244,422,186,,346,190,245,64
2020년09월_남_90~99세,315,11,12,6,17,5,19,11,10,17,25,3,16,13,15,20,16,28,13,,18,14,20,6
2020년09월_남_100세 이상,35,0,4,0,4,2,2,4,1,2,3,0,0,1,0,0,1,2,2,,3,0,4,0
2020년09월_여_총인구수,"174,063","3,886","5,676","4,469","6,544","3,452","6,985","6,359","3,747","7,193","7,622","1,956","11,121","7,564","7,939","9,498","7,591","22,368","5,625",,"8,964","10,984","14,983","9,537"
2020년09월_여_연령구간인구수,"174,063","3,886","5,676","4,469","6,544","3,452","6,985","6,359","3,747","7,193","7,622","1,956","11,121","7,564","7,939","9,498","7,591","22,368","5,625",,"8,964","10,984","14,983","9,537"
2020년09월_여_0~9세,"12,580",138,524,336,225,118,406,451,73,246,380,105,"1,178",357,412,452,370,"1,879",337,,507,"1,236","1,316","1,534"
2020년09월_여_10~19세,"12,750",200,396,284,325,187,416,437,163,417,520,112,"1,147",448,456,633,429,"1,765",304,,601,"1,363","1,437",710
2020년09월_여_20~29세,"19,438",389,470,491,921,344,707,768,693,832,870,213,"1,034",913,963,"1,084",852,"2,486",654,,795,"1,071","1,807","1,081"
2020년09월_여_30~39세,"21,079",287,781,575,656,260,770,804,449,624,761,185,"1,535",697,837,816,705,"2,872",636,,821,"1,652","2,062","2,294"
2020년09월_여_40~49세,"25,033",442,898,585,779,423,953,"1,008",442,835,"1,034",207,"1,977",850,956,"1,164",903,"3,385",682,,"1,230","2,164","2,514","1,602"
2020년09월_여_50~59세,"29,539",664,834,718,"1,287",679,"1,197","1,122",616,"1,319","1,305",368,"1,679","1,583","1,579","1,922","1,404","3,718","1,149",,"1,639","1,384","2,427",946
2020년09월_여_60~69세,"27,156",757,807,740,"1,224",710,"1,182",852,695,"1,444","1,397",353,"1,393","1,456","1,391","1,753","1,439","3,274",984,,"1,567","1,068","1,861",809
2020년09월_여_70~79세,"17,010",635,627,473,756,464,874,568,385,966,878,262,764,830,876,"1,049",962,"1,847",609,,"1,084",697,"1,026",378
2020년09월_여_80~89세,"8,249",325,292,225,322,241,423,301,206,447,416,133,348,383,409,550,458,991,228,,617,301,483,150
2020년09월_여_90~99세,"1,141",44,40,40,43,24,52,43,22,54,54,18,62,43,58,70,68,146,39,,98,46,46,31
2020년09월_여_100세 이상,88,5,7,2,6,2,5,5,3,9,7,0,4,4,2,5,1,5,3,,5,2,4,2
2020년10월_계_총인구수,"342,552","7,720","10,729","8,879","13,128","6,581","13,340","12,558","7,518","14,199","14,443","4,181","21,813","15,019","15,927","18,344","15,273","43,792","11,408",,"17,825","21,399","29,615","18,861"
2020년10월_계_연령구간인구수,"342,552","7,720","10,729","8,879","13,128","6,581","13,340","12,558","7,518","14,199","14,443","4,181","21,813","15,019","15,927","18,344","15,273","43,792","11,408",,"17,825","21,399","29,615","18,861"
2020년10월_계_0~9세,"25,474",286,"1,054",721,436,228,820,910,163,547,734,196,"2,332",702,871,889,764,"3,881",667,,"1,021","2,493","2,640","3,119"
2020년10월_계_10~19세,"26,710",456,842,587,710,415,925,"1,034",372,864,"1,014",252,"2,318",949,936,"1,306",926,"3,714",676,,"1,284","2,694","2,985","1,451"
2020년10월_계_20~29세,"41,769",884,"1,009",995,"1,868",800,"1,555","1,669","1,283","1,822","1,835",616,"2,272","2,008","2,158","2,399","1,876","5,342","1,461",,"1,831","2,207","3,870","2,009"
2020년10월_계_30~39세,"44,218",680,"1,480","1,277","1,489",576,"1,571","1,587","1,064","1,453","1,604",457,"2,902","1,597","1,927","1,778","1,640","5,835","1,424",,"1,790","3,174","4,248","4,665"
2020년10월_계_40~49세,"51,544",982,"1,865","1,222","1,771",850,"1,931","1,958",995,"1,730","2,062",495,"3,977","1,838","2,040","2,336","1,964","6,901","1,481",,"2,482","4,226","4,957","3,481"
2020년10월_계_50~59세,"57,196","1,357","1,541","1,410","2,604","1,236","2,232","2,226","1,300","2,587","2,449",746,"3,316","3,002","3,001","3,560","2,819","7,116","2,200",,"3,250","2,850","4,675","1,719"
2020년10월_계_60~69세,"51,006","1,419","1,406","1,379","2,322","1,275","2,085","1,656","1,249","2,639","2,506",712,"2,694","2,784","2,710","3,260","2,781","6,183","1,916",,"3,035","1,948","3,555","1,492"
2020년10월_계_70~79세,"30,177","1,077","1,014",858,"1,338",805,"1,471",978,725,"1,734","1,507",469,"1,385","1,497","1,565","1,875","1,713","3,225","1,108",,"2,037","1,253","1,874",669
2020년10월_계_80~89세,"12,879",518,454,381,517,364,674,479,333,743,642,217,538,579,644,852,705,"1,412",417,,968,493,732,217
2020년10월_계_90~99세,"1,456",56,53,47,64,28,69,52,30,69,80,21,75,58,73,84,83,176,53,,119,58,71,37
2020년10월_계_100세 이상,123,5,11,2,9,4,7,9,4,11,10,0,4,5,2,5,2,7,5,,8,3,8,2
2020년10월_남_총인구수,"168,793","3,850","5,087","4,384","6,635","3,149","6,393","6,211","3,758","7,014","6,953","2,223","10,721","7,472","7,998","8,872","7,680","21,470","5,770",,"8,741","10,416","14,661","9,335"
2020년10월_남_연령구간인구수,"168,793","3,850","5,087","4,384","6,635","3,149","6,393","6,211","3,758","7,014","6,953","2,223","10,721","7,472","7,998","8,872","7,680","21,470","5,770",,"8,741","10,416","14,661","9,335"
2020년10월_남_0~9세,"13,001",150,540,386,220,114,425,471,87,306,363,92,"1,159",352,459,440,394,"2,028",335,,492,"1,251","1,349","1,588"
2020년10월_남_10~19세,"14,002",255,454,304,386,229,512,592,208,451,509,144,"1,178",500,481,687,507,"1,944",367,,672,"1,345","1,543",734
2020년10월_남_20~29세,"22,392",500,539,493,963,461,846,907,596,990,981,405,"1,239","1,107","1,201","1,318","1,013","2,860",814,,"1,022","1,127","2,071",939
2020년10월_남_30~39세,"23,279",400,717,689,844,316,816,798,608,835,858,272,"1,381",906,"1,084",963,936,"2,984",786,,943,"1,540","2,205","2,398"
2020년10월_남_40~49세,"26,571",537,966,638,998,433,984,956,553,894,"1,051",288,"2,010",987,"1,090","1,182","1,074","3,527",791,,"1,237","2,054","2,462","1,859"
2020년10월_남_50~59세,"27,718",704,714,692,"1,319",560,"1,038","1,096",686,"1,283","1,167",374,"1,634","1,425","1,434","1,637","1,422","3,411","1,071",,"1,587","1,457","2,242",765
2020년10월_남_60~69세,"23,729",662,595,642,"1,104",565,911,792,551,"1,192","1,119",358,"1,287","1,317","1,310","1,498","1,332","2,885",905,,"1,461",879,"1,677",687
2020년10월_남_70~79세,"13,152",445,390,382,584,343,587,407,336,757,644,204,625,672,691,826,746,"1,378",497,,950,557,837,294
2020년10월_남_80~89세,"4,600",186,155,152,196,121,254,177,125,288,233,83,193,191,234,301,240,423,189,,353,192,249,65
2020년10월_남_90~99세,314,11,13,6,17,5,18,11,7,16,25,3,15,14,14,20,15,28,13,,21,14,22,6
2020년10월_남_100세 이상,35,0,4,0,4,2,2,4,1,2,3,0,0,1,0,0,1,2,2,,3,0,4,0
2020년10월_여_총인구수,"173,759","3,870","5,642","4,495","6,493","3,432","6,947","6,347","3,760","7,185","7,490","1,958","11,092","7,547","7,929","9,472","7,593","22,322","5,638",,"9,084","10,983","14,954","9,526"
2020년10월_여_연령구간인구수,"173,759","3,870","5,642","4,495","6,493","3,432","6,947","6,347","3,760","7,185","7,490","1,958","11,092","7,547","7,929","9,472","7,593","22,322","5,638",,"9,084","10,983","14,954","9,526"
2020년10월_여_0~9세,"12,473",136,514,335,216,114,395,439,76,241,371,104,"1,173",350,412,449,370,"1,853",332,,529,"1,242","1,291","1,531"
2020년10월_여_10~19세,"12,708",201,388,283,324,186,413,442,164,413,505,108,"1,140",449,455,619,419,"1,770",309,,612,"1,349","1,442",717
2020년10월_여_20~29세,"19,377",384,470,502,905,339,709,762,687,832,854,211,"1,033",901,957,"1,081",863,"2,482",647,,809,"1,080","1,799","1,070"
2020년10월_여_30~39세,"20,939",280,763,588,645,260,755,789,456,618,746,185,"1,521",691,843,815,704,"2,851",638,,847,"1,634","2,043","2,267"
2020년10월_여_40~49세,"24,973",445,899,584,773,417,947,"1,002",442,836,"1,011",207,"1,967",851,950,"1,154",890,"3,374",690,,"1,245","2,172","2,495","1,622"
2020년10월_여_50~59세,"29,478",653,827,718,"1,285",676,"1,194","1,130",614,"1,304","1,282",372,"1,682","1,577","1,567","1,923","1,397","3,705","1,129",,"1,663","1,393","2,433",954
2020년10월_여_60~69세,"27,277",757,811,737,"1,218",710,"1,174",864,698,"1,447","1,387",354,"1,407","1,467","1,400","1,762","1,449","3,298","1,011",,"1,574","1,069","1,878",805
2020년10월_여_70~79세,"17,025",632,624,476,754,462,884,571,389,977,863,265,760,825,874,"1,049",967,"1,847",611,,"1,087",696,"1,037",375
2020년10월_여_80~89세,"8,279",332,299,229,321,243,420,302,208,455,409,134,345,388,410,551,465,989,228,,615,301,483,152
2020년10월_여_90~99세,"1,142",45,40,41,47,23,51,41,23,53,55,18,60,44,59,64,68,148,40,,98,44,49,31
2020년10월_여_100세 이상,88,5,7,2,5,2,5,5,3,9,7,0,4,4,2,5,1,5,3,,5,3,4,2
2020년11월_계_총인구수,"342,432","7,707","10,717","9,510","13,050","6,583","13,289","12,477","7,511","14,196","14,215","4,189","21,811","14,964","15,889","18,293","15,281","43,692","11,347",,"17,902","21,400","29,572","18,837"
2020년11월_계_연령구간인구수,"342,432","7,707","10,717","9,510","13,050","6,583","13,289","12,477","7,511","14,196","14,215","4,189","21,811","14,964","15,889","18,293","15,281","43,692","11,347",,"17,902","21,400","29,572","18,837"
2020년11월_계_0~9세,"25,372",284,"1,055",832,421,230,795,896,162,545,711,195,"2,313",688,852,885,763,"3,862",658,,"1,032","2,499","2,595","3,099"
2020년11월_계_10~19세,"26,652",450,830,620,706,408,923,"1,035",369,858,"1,010",255,"2,312",941,932,"1,287",929,"3,705",665,,"1,284","2,687","2,981","1,465"
2020년11월_계_20~29세,"41,770",886,"1,006","1,079","1,874",797,"1,547","1,661","1,286","1,825","1,793",621,"2,275","2,005","2,160","2,383","1,882","5,322","1,451",,"1,843","2,193","3,872","2,009"
2020년11월_계_30~39세,"44,061",680,"1,468","1,464","1,478",570,"1,562","1,548","1,044","1,444","1,578",457,"2,891","1,574","1,915","1,774","1,635","5,787","1,411",,"1,793","3,153","4,222","4,613"
2020년11월_계_40~49세,"51,545",982,"1,854","1,313","1,743",862,"1,928","1,950","1,008","1,739","2,035",499,"3,983","1,834","2,051","2,312","1,955","6,879","1,457",,"2,481","4,235","4,956","3,489"
2020년11월_계_50~59세,"57,120","1,354","1,547","1,500","2,589","1,238","2,227","2,209","1,298","2,577","2,410",735,"3,318","2,963","2,973","3,561","2,808","7,086","2,202",,"3,274","2,857","4,669","1,725"
