카테고리,강원도 속초시,강원도 속초시 영랑동,강원도 속초시 동명동,강원도 속초시 금호동,강원도 속초시 교동,강원도 속초시 노학동,강원도 속초시 조양동,강원도 속초시 청호동,강원도 속초시 대포동
2020년09월_여_80~89세,"2,087",149,131,232,264,516,466,203,126
2020년09월_여_90~99세,487,37,21,71,66,115,94,52,31
2020년09월_여_100세 이상,20,1,2,2,2,5,4,2,2
2020년10월_계_총인구수,"82,538","4,559","3,812","6,241","9,674","21,178","29,414","4,515","3,145"
2020년10월_계_연령구간인구수,"82,538","4,559","3,812","6,241","9,674","21,178","29,414","4,515","3,145"
2020년10월_계_0~9세,"5,882",173,256,236,551,"1,356","2,998",243,69
2020년10월_계_10~19세,"7,511",259,272,458,886,"2,221","3,035",252,128
2020년10월_계_20~29세,"9,013",443,327,631,"1,082","2,387","3,513",382,248
2020년10월_계_30~39세,"9,219",411,371,466,984,"2,159","4,100",501,227
2020년10월_계_40~49세,"12,494",516,515,775,"1,398","3,408","5,002",544,336
2020년10월_계_50~59세,"15,205",932,739,"1,293","1,782","3,993","4,932",863,671
2020년10월_계_60~69세,"12,612","1,011",678,"1,211","1,662","3,118","3,331",867,734
2020년10월_계_70~79세,"6,784",532,431,722,851,"1,607","1,659",503,479
2020년10월_계_80~89세,"3,176",236,194,363,391,778,715,288,211
2020년10월_계_90~99세,610,43,27,82,83,147,122,67,39
2020년10월_계_100세 이상,32,3,2,4,4,4,7,5,3
2020년10월_남_총인구수,"40,887","2,371","1,922","3,048","4,759","10,519","14,384","2,272","1,612"
2020년10월_남_연령구간인구수,"40,887","2,371","1,922","3,048","4,759","10,519","14,384","2,272","1,612"
2020년10월_남_0~9세,"2,978",89,136,125,280,669,"1,519",129,31
2020년10월_남_10~19세,"3,885",145,143,232,472,"1,128","1,551",133,81
2020년10월_남_20~29세,"5,090",280,175,375,614,"1,357","1,929",218,142
2020년10월_남_30~39세,"4,953",235,200,273,549,"1,165","2,104",286,141
2020년10월_남_40~49세,"6,178",287,279,398,701,"1,648","2,393",291,181
2020년10월_남_50~59세,"7,518",491,385,612,850,"1,989","2,371",463,357
2020년10월_남_60~69세,"6,108",501,326,586,794,"1,560","1,539",441,361
2020년10월_남_70~79세,"2,960",247,211,305,353,713,702,206,223
2020년10월_남_80~89세,"1,080",88,61,129,126,257,245,87,87
2020년10월_남_90~99세,124,6,6,11,18,33,28,15,7
2020년10월_남_100세 이상,13,2,0,2,2,0,3,3,1
2020년10월_여_총인구수,"41,651","2,188","1,890","3,193","4,915","10,659","15,030","2,243","1,533"
2020년10월_여_연령구간인구수,"41,651","2,188","1,890","3,193","4,915","10,659","15,030","2,243","1,533"
2020년10월_여_0~9세,"2,904",84,120,111,271,687,"1,479",114,38
2020년10월_여_10~19세,"3,626",114,129,226,414,"1,093","1,484",119,47
2020년10월_여_20~29세,"3,923",163,152,256,468,"1,030","1,584",164,106
2020년10월_여_30~39세,"4,266",176,171,193,435,994,"1,996",215,86
2020년10월_여_40~49세,"6,316",229,236,377,697,"1,760","2,609",253,155
2020년10월_여_50~59세,"7,687",441,354,681,932,"2,004","2,561",400,314
2020년10월_여_60~69세,"6,504",510,352,625,868,"1,558","1,792",426,373
2020년10월_여_70~79세,"3,824",285,220,417,498,894,957,297,256
2020년10월_여_80~89세,"2,096",148,133,234,265,521,470,201,124
2020년10월_여_90~99세,486,37,21,71,65,114,94,52,32
2020년10월_여_100세 이상,19,1,2,2,2,4,4,2,2
2020년11월_계_총인구수,"82,636","4,544","3,790","6,233","9,739","21,189","29,511","4,507","3,123"
2020년11월_계_연령구간인구수,"82,636","4,544","3,790","6,233","9,739","21,189","29,511","4,507","3,123"
2020년11월_계_0~9세,"5,900",171,244,237,558,"1,367","3,013",241,69
2020년11월_계_10~19세,"7,487",258,269,455,894,"2,207","3,034",248,122
2020년11월_계_20~29세,"9,026",434,326,628,"1,104","2,377","3,521",382,254
2020년11월_계_30~39세,"9,208",417,367,459,989,"2,149","4,103",506,218
2020년11월_계_40~49세,"12,485",514,506,773,"1,401","3,396","5,025",535,335
2020년11월_계_50~59세,"15,197",920,739,"1,284","1,778","4,000","4,947",862,667
2020년11월_계_60~69세,"12,707","1,012",682,"1,222","1,692","3,141","3,351",875,732
2020년11월_계_70~79세,"6,794",536,432,718,844,"1,620","1,667",500,477
2020년11월_계_80~89세,"3,187",236,193,370,392,781,721,286,208
2020년11월_계_90~99세,613,43,30,82,83,147,123,67,38
2020년11월_계_100세 이상,32,3,2,5,4,4,6,5,3
2020년11월_남_총인구수,"40,931","2,357","1,913","3,047","4,794","10,512","14,436","2,271","1,601"
2020년11월_남_연령구간인구수,"40,931","2,357","1,913","3,047","4,794","10,512","14,436","2,271","1,601"
2020년11월_남_0~9세,"2,995",87,135,130,283,675,"1,525",128,32
2020년11월_남_10~19세,"3,868",145,145,226,476,"1,121","1,550",130,75
2020년11월_남_20~29세,"5,092",272,172,372,621,"1,353","1,936",218,148
2020년11월_남_30~39세,"4,940",236,198,272,552,"1,154","2,107",288,133
2020년11월_남_40~49세,"6,180",288,273,399,703,"1,639","2,411",286,181
2020년11월_남_50~59세,"7,512",483,383,606,849,"1,993","2,375",468,355
2020년11월_남_60~69세,"6,151",504,327,592,813,"1,569","1,542",443,361
2020년11월_남_70~79세,"2,965",247,211,303,349,718,711,204,222
2020년11월_남_80~89세,"1,089",87,62,134,128,256,248,88,86
2020년11월_남_90~99세,126,6,7,11,18,34,28,15,7
2020년11월_남_100세 이상,13,2,0,2,2,0,3,3,1
2020년11월_여_총인구수,"41,705","2,187","1,877","3,186","4,945","10,677","15,075","2,236","1,522"
2020년11월_여_연령구간인구수,"41,705","2,187","1,877","3,186","4,945","10,677","15,075","2,236","1,522"
2020년11월_여_0~9세,"2,905",84,109,107,275,692,"1,488",113,37
2020년11월_여_10~19세,"3,619",113,124,229,418,"1,086","1,484",118,47
2020년11월_여_20~29세,"3,934",162,154,256,483,"1,024","1,585",164,106
2020년11월_여_30~39세,"4,268",181,169,187,437,995,"1,996",218,85
2020년11월_여_40~49세,"6,305",226,233,374,698,"1,757","2,614",249,154
2020년11월_여_50~59세,"7,685",437,356,678,929,"2,007","2,572",394,312
2020년11월_여_60~69세,"6,556",508,355,630,879,"1,572","1,809",432,371
2020년11월_여_70~79세,"3,829",289,221,415,495,902,956,296,255
2020년11월_여_80~89세,"2,098",149,131,236,264,525,473,198,122
2020년11월_여_90~99세,487,37,23,71,65,113,95,52,31
2020년11월_여_100세 이상,19,1,2,3,2,4,3,2,2
2020년12월_계_총인구수,"82,665","4,522","3,771","6,246","9,743","21,208","29,540","4,514","3,121"
2020년12월_계_연령구간인구수,"82,665","4,522","3,771","6,246","9,743","21,208","29,540","4,514","3,121"
2020년12월_계_0~9세,"5,859",168,244,233,551,"1,358","2,998",237,70
2020년12월_계_10~19세,"7,478",255,271,454,893,"2,209","3,028",249,119
2020년12월_계_20~29세,"9,018",434,324,635,"1,105","2,366","3,520",379,255
2020년12월_계_30~39세,"9,199",398,366,459,999,"2,153","4,098",504,222
2020년12월_계_40~49세,"12,482",517,505,774,"1,406","3,396","5,012",545,327
2020년12월_계_50~59세,"15,176",910,741,"1,286","1,751","3,996","4,966",864,662
2020년12월_계_60~69세,"12,798","1,022",672,"1,236","1,706","3,177","3,378",870,737
2020년12월_계_70~79세,"6,804",535,428,710,849,"1,622","1,680",504,476
2020년12월_계_80~89세,"3,202",237,188,374,394,782,729,289,209
2020년12월_계_90~99세,617,43,30,80,85,145,125,68,41
2020년12월_계_100세 이상,32,3,2,5,4,4,6,5,3
2020년12월_남_총인구수,"40,965","2,344","1,903","3,069","4,800","10,526","14,450","2,269","1,604"
2020년12월_남_연령구간인구수,"40,965","2,344","1,903","3,069","4,800","10,526","14,450","2,269","1,604"
2020년12월_남_0~9세,"2,981",85,136,130,283,669,"1,519",126,33
2020년12월_남_10~19세,"3,863",144,145,229,476,"1,122","1,547",127,73
2020년12월_남_20~29세,"5,094",272,171,377,624,"1,352","1,931",218,149
2020년12월_남_30~39세,"4,928",225,194,276,549,"1,152","2,107",288,137
2020년12월_남_40~49세,"6,211",291,275,399,713,"1,651","2,413",292,177
2020년12월_남_50~59세,"7,492",478,385,606,833,"1,985","2,387",467,351
2020년12월_남_60~69세,"6,188",507,317,601,824,"1,591","1,543",438,367
2020년12월_남_70~79세,"2,977",249,211,303,347,721,719,206,221
2020년12월_남_80~89세,"1,091",85,61,135,131,250,254,88,87
2020년12월_남_90~99세,127,6,8,11,18,33,27,16,8
2020년12월_남_100세 이상,13,2,0,2,2,0,3,3,1
2020년12월_여_총인구수,"41,700","2,178","1,868","3,177","4,943","10,682","15,090","2,245","1,517"
2020년12월_여_연령구간인구수,"41,700","2,178","1,868","3,177","4,943","10,682","15,090","2,245","1,517"
2020년12월_여_0~9세,"2,878",83,108,103,268,689,"1,479",111,37
2020년12월_여_10~19세,"3,615",111,126,225,417,"1,087","1,481",122,46
2020년12월_여_20~29세,"3,924",162,153,258,481,"1,014","1,589",161,106
2020년12월_여_30~39세,"4,271",173,172,183,450,"1,001","1,991",216,85
2020년12월_여_40~49세,"6,271",226,230,375,693,"1,745","2,599",253,150
2020년12월_여_50~59세,"7,684",432,356,680,918,"2,011","2,579",397,311
2020년12월_여_60~69세,"6,610",515,355,635,882,"1,586","1,835",432,370
2020년12월_여_70~79세,"3,827",286,217,407,502,901,961,298,255
2020년12월_여_80~89세,"2,111",152,127,239,263,532,475,201,122
2020년12월_여_90~99세,490,37,22,69,67,112,98,52,33
2020년12월_여_100세 이상,19,1,2,3,2,4,3,2,2
2021년01월_계_총인구수,"82,652","4,520","3,760","6,208","9,742","21,242","29,541","4,517","3,122"
2021년01월_계_연령구간인구수,"82,652","4,520","3,760","6,208","9,742","21,242","29,541","4,517","3,122"
2021년01월_계_0~9세,"5,820",170,245,223,543,"1,344","2,985",236,74
2021년01월_계_10~19세,"7,460",250,266,455,878,"2,217","3,025",252,117
2021년01월_계_20~29세,"8,981",433,322,623,"1,115","2,362","3,499",373,254
2021년01월_계_30~39세,"9,166",408,363,453,989,"2,157","4,074",499,223
2021년01월_계_40~49세,"12,463",508,508,769,"1,399","3,386","5,025",546,322
2021년01월_계_50~59세,"15,134",906,737,"1,257","1,757","3,986","4,978",865,648
2021년01월_계_60~69세,"12,936","1,023",672,"1,251","1,718","3,234","3,408",878,752
2021년01월_계_70~79세,"6,809",538,427,715,854,"1,617","1,677",506,475
2021년01월_계_80~89세,"3,229",239,189,373,403,789,736,288,212
2021년01월_계_90~99세,623,42,29,85,81,147,128,69,42
2021년01월_계_100세 이상,31,3,2,4,5,3,6,5,3
2021년01월_남_총인구수,"40,940","2,339","1,901","3,044","4,794","10,542","14,456","2,263","1,601"
2021년01월_남_연령구간인구수,"40,940","2,339","1,901","3,044","4,794","10,542","14,456","2,263","1,601"
2021년01월_남_0~9세,"2,963",87,137,125,276,659,"1,519",125,35
2021년01월_남_10~19세,"3,859",140,143,229,471,"1,131","1,547",125,73
2021년01월_남_20~29세,"5,063",271,173,368,620,"1,348","1,923",213,147
2021년01월_남_30~39세,"4,898",231,195,267,543,"1,154","2,087",283,138
2021년01월_남_40~49세,"6,216",282,275,396,714,"1,650","2,431",293,175
2021년01월_남_50~59세,"7,455",480,382,594,837,"1,970","2,384",467,341
2021년01월_남_60~69세,"6,257",503,317,610,830,"1,623","1,558",442,374
2021년01월_남_70~79세,"2,979",252,209,306,352,719,717,205,219
2021년01월_남_80~89세,"1,110",85,63,135,133,255,258,91,90
2021년01월_남_90~99세,127,6,7,12,16,33,29,16,8
2021년01월_남_100세 이상,13,2,0,2,2,0,3,3,1
2021년01월_여_총인구수,"41,712","2,181","1,859","3,164","4,948","10,700","15,085","2,254","1,521"
2021년01월_여_연령구간인구수,"41,712","2,181","1,859","3,164","4,948","10,700","15,085","2,254","1,521"
2021년01월_여_0~9세,"2,857",83,108,98,267,685,"1,466",111,39
2021년01월_여_10~19세,"3,601",110,123,226,407,"1,086","1,478",127,44
2021년01월_여_20~29세,"3,918",162,149,255,495,"1,014","1,576",160,107
2021년01월_여_30~39세,"4,268",177,168,186,446,"1,003","1,987",216,85
2021년01월_여_40~49세,"6,247",226,233,373,685,"1,736","2,594",253,147
2021년01월_여_50~59세,"7,679",426,355,663,920,"2,016","2,594",398,307
2021년01월_여_60~69세,"6,679",520,355,641,888,"1,611","1,850",436,378
2021년01월_여_70~79세,"3,830",286,218,409,502,898,960,301,256
2021년01월_여_80~89세,"2,119",154,126,238,270,534,478,197,122
2021년01월_여_90~99세,496,36,22,73,65,114,99,53,34
2021년01월_여_100세 이상,18,1,2,2,3,3,3,2,2
2021년02월_계_총인구수,"82,531","4,504","3,770","6,200","9,714","21,215","29,524","4,482","3,122"
2021년02월_계_연령구간인구수,"82,531","4,504","3,770","6,200","9,714","21,215","29,524","4,482","3,122"
2021년02월_계_0~9세,"5,784",168,247,228,541,"1,333","2,962",227,78
2021년02월_계_10~19세,"7,401",250,259,453,856,"2,195","3,027",245,116
2021년02월_계_20~29세,"8,952",425,330,620,"1,132","2,351","3,471",374,249
2021년02월_계_30~39세,"9,141",406,363,458,980,"2,153","4,067",489,225
2021년02월_계_40~49세,"12,430",507,513,763,"1,388","3,361","5,032",548,318
2021년02월_계_50~59세,"15,091",904,731,"1,239","1,745","3,988","4,977",859,648
2021년02월_계_60~69세,"13,009","1,022",678,"1,259","1,717","3,267","3,435",877,754
2021년02월_계_70~79세,"6,807",539,425,708,858,"1,624","1,680",500,473
2021년02월_계_80~89세,"3,264",238,192,381,415,791,741,290,216
2021년02월_계_90~99세,619,41,30,87,76,149,126,68,42
2021년02월_계_100세 이상,33,4,2,4,6,3,6,5,3
2021년02월_남_총인구수,"40,874","2,334","1,906","3,041","4,768","10,535","14,444","2,242","1,604"
2021년02월_남_연령구간인구수,"40,874","2,334","1,906","3,041","4,768","10,535","14,444","2,242","1,604"
2021년02월_남_0~9세,"2,940",87,136,131,271,655,"1,503",118,39
2021년02월_남_10~19세,"3,835",140,138,227,460,"1,122","1,554",121,73
2021년02월_남_20~29세,"5,034",264,182,369,627,"1,333","1,904",211,144
2021년02월_남_30~39세,"4,892",234,195,271,544,"1,156","2,076",276,140
2021년02월_남_40~49세,"6,210",283,277,391,709,"1,634","2,446",298,172
2021년02월_남_50~59세,"7,450",482,377,587,828,"1,982","2,383",466,345
2021년02월_남_60~69세,"6,269",498,323,607,822,"1,638","1,571",438,372
2021년02월_남_70~79세,"2,978",253,208,304,352,728,715,200,218
2021년02월_남_80~89세,"1,129",85,63,140,139,257,258,95,92
2021년02월_남_90~99세,124,6,7,12,14,30,31,16,8
2021년02월_남_100세 이상,13,2,0,2,2,0,3,3,1
2021년02월_여_총인구수,"41,657","2,170","1,864","3,159","4,946","10,680","15,080","2,240","1,518"
2021년02월_여_연령구간인구수,"41,657","2,170","1,864","3,159","4,946","10,680","15,080","2,240","1,518"
2021년02월_여_0~9세,"2,844",81,111,97,270,678,"1,459",109,39
2021년02월_여_10~19세,"3,566",110,121,226,396,"1,073","1,473",124,43
2021년02월_여_20~29세,"3,918",161,148,251,505,"1,018","1,567",163,105
2021년02월_여_30~39세,"4,249",172,168,187,436,997,"1,991",213,85
2021년02월_여_40~49세,"6,220",224,236,372,679,"1,727","2,586",250,146
2021년02월_여_50~59세,"7,641",422,354,652,917,"2,006","2,594",393,303
2021년02월_여_60~69세,"6,740",524,355,652,895,"1,629","1,864",439,382
2021년02월_여_70~79세,"3,829",286,217,404,506,896,965,300,255
2021년02월_여_80~89세,"2,135",153,129,241,276,534,483,195,124
2021년02월_여_90~99세,495,35,23,75,62,119,95,52,34
2021년02월_여_100세 이상,20,2,2,2,4,3,3,2,2
2021년03월_계_총인구수,"82,213","4,451","3,739","6,105","9,647","21,314","29,404","4,432","3,121"
2021년03월_계_연령구간인구수,"82,213","4,451","3,739","6,105","9,647","21,314","29,404","4,432","3,121"
2021년03월_계_0~9세,"5,781",160,249,227,542,"1,352","2,937",232,82
2021년03월_계_10~19세,"7,333",243,255,445,847,"2,192","2,998",238,115
2021년03월_계_20~29세,"8,927",416,331,605,"1,115","2,368","3,473",373,246
2021년03월_계_30~39세,"9,085",398,357,455,971,"2,159","4,040",477,228
2021년03월_계_40~49세,"12,324",500,509,743,"1,370","3,350","4,995",538,319
2021년03월_계_50~59세,"15,011",887,724,"1,217","1,732","4,018","4,946",850,637
2021년03월_계_60~69세,"13,095","1,023",672,"1,259","1,730","3,298","3,465",884,764
2021년03월_계_70~79세,"6,780",539,420,703,847,"1,626","1,688",489,468
2021년03월_계_80~89세,"3,255",242,192,370,419,795,737,282,218
2021년03월_계_90~99세,604,40,30,80,71,154,120,67,42
2021년03월_계_100세 이상,18,3,0,1,3,2,5,2,2
2021년03월_남_총인구수,"40,736","2,306","1,891","2,997","4,743","10,579","14,384","2,228","1,608"
2021년03월_남_연령구간인구수,"40,736","2,306","1,891","2,997","4,743","10,579","14,384","2,228","1,608"
2021년03월_남_0~9세,"2,943",82,136,132,272,670,"1,488",121,42
2021년03월_남_10~19세,"3,800",134,135,222,454,"1,118","1,550",114,73
2021년03월_남_20~29세,"5,027",259,186,360,617,"1,345","1,904",215,141
2021년03월_남_30~39세,"4,865",230,192,266,540,"1,155","2,066",272,144
2021년03월_남_40~49세,"6,166",281,274,384,699,"1,630","2,430",293,175
2021년03월_남_50~59세,"7,427",475,374,577,828,"2,000","2,362",471,340
2021년03월_남_60~69세,"6,309",497,322,608,830,"1,648","1,586",441,377
2021년03월_남_70~79세,"2,954",254,202,302,350,725,715,193,213
2021년03월_남_80~89세,"1,122",87,63,135,139,260,254,90,94
2021년03월_남_90~99세,117,6,7,10,14,28,27,17,8
2021년03월_남_100세 이상,6,1,0,1,0,0,2,1,1
2021년03월_여_총인구수,"41,477","2,145","1,848","3,108","4,904","10,735","15,020","2,204","1,513"
2021년03월_여_연령구간인구수,"41,477","2,145","1,848","3,108","4,904","10,735","15,020","2,204","1,513"
2021년03월_여_0~9세,"2,838",78,113,95,270,682,"1,449",111,40
2021년03월_여_10~19세,"3,533",109,120,223,393,"1,074","1,448",124,42
2021년03월_여_20~29세,"3,900",157,145,245,498,"1,023","1,569",158,105
2021년03월_여_30~39세,"4,220",168,165,189,431,"1,004","1,974",205,84
2021년03월_여_40~49세,"6,158",219,235,359,671,"1,720","2,565",245,144
2021년03월_여_50~59세,"7,584",412,350,640,904,"2,018","2,584",379,297
2021년03월_여_60~69세,"6,786",526,350,651,900,"1,650","1,879",443,387
2021년03월_여_70~79세,"3,826",285,218,401,497,901,973,296,255
2021년03월_여_80~89세,"2,133",155,129,235,280,535,483,192,124
2021년03월_여_90~99세,487,34,23,70,57,126,93,50,34
2021년03월_여_100세 이상,12,2,0,0,3,2,3,1,1
2021년04월_계_총인구수,"82,302","4,438","3,700","6,086","9,610","21,501","29,292","4,570","3,105"
2021년04월_계_연령구간인구수,"82,302","4,438","3,700","6,086","9,610","21,501","29,292","4,570","3,105"
2021년04월_계_0~9세,"5,782",164,247,226,537,"1,364","2,913",251,80
2021년04월_계_10~19세,"7,324",234,249,445,840,"2,212","2,979",252,113
2021년04월_계_20~29세,"8,908",411,324,599,"1,117","2,393","3,441",380,243
2021년04월_계_30~39세,"9,082",394,351,452,964,"2,195","3,999",502,225
2021년04월_계_40~49세,"12,326",498,502,740,"1,366","3,382","4,964",556,318
2021년04월_계_50~59세,"15,006",879,713,"1,206","1,727","4,043","4,927",875,636
2021년04월_계_60~69세,"13,190","1,033",673,"1,257","1,727","3,333","3,496",910,761
2021년04월_계_70~79세,"6,783",536,417,705,843,"1,628","1,699",491,464
2021년04월_계_80~89세,"3,277",246,193,373,416,796,748,284,221
2021년04월_계_90~99세,605,40,31,82,70,153,121,66,42
2021년04월_계_100세 이상,19,3,0,1,3,2,5,3,2
2021년04월_남_총인구수,"40,771","2,297","1,869","2,976","4,715","10,699","14,309","2,298","1,608"
2021년04월_남_연령구간인구수,"40,771","2,297","1,869","2,976","4,715","10,699","14,309","2,298","1,608"
2021년04월_남_0~9세,"2,938",82,135,128,269,677,"1,473",133,41
2021년04월_남_10~19세,"3,793",131,133,220,449,"1,124","1,539",123,74
2021년04월_남_20~29세,"5,001",255,183,354,616,"1,359","1,881",217,136
2021년04월_남_30~39세,"4,867",227,186,264,540,"1,183","2,041",279,147
2021년04월_남_40~49세,"6,185",280,271,381,693,"1,660","2,416",302,182
2021년04월_남_50~59세,"7,412",470,365,575,820,"2,012","2,351",483,336
2021년04월_남_60~69세,"6,366",502,324,604,830,"1,667","1,608",456,375
2021년04월_남_70~79세,"2,955",253,201,303,345,733,713,195,212
2021년04월_남_80~89세,"1,133",90,64,136,139,257,258,93,96
2021년04월_남_90~99세,115,6,7,10,14,27,27,16,8
2021년04월_남_100세 이상,6,1,0,1,0,0,2,1,1
2021년04월_여_총인구수,"41,531","2,141","1,831","3,110","4,895","10,802","14,983","2,272","1,497"
2021년04월_여_연령구간인구수,"41,531","2,141","1,831","3,110","4,895","10,802","14,983","2,272","1,497"
2021년04월_여_0~9세,"2,844",82,112,98,268,687,"1,440",118,39
2021년04월_여_10~19세,"3,531",103,116,225,391,"1,088","1,440",129,39
2021년04월_여_20~29세,"3,907",156,141,245,501,"1,034","1,560",163,107
2021년04월_여_30~39세,"4,215",167,165,188,424,"1,012","1,958",223,78
2021년04월_여_40~49세,"6,141",218,231,359,673,"1,722","2,548",254,136
2021년04월_여_50~59세,"7,594",409,348,631,907,"2,031","2,576",392,300
2021년04월_여_60~69세,"6,824",531,349,653,897,"1,666","1,888",454,386
2021년04월_여_70~79세,"3,828",283,216,402,498,895,986,296,252
2021년04월_여_80~89세,"2,144",156,129,237,277,539,490,191,125
2021년04월_여_90~99세,490,34,24,72,56,126,94,50,34
2021년04월_여_100세 이상,13,2,0,0,3,2,3,2,1
2021년05월_계_총인구수,"82,241","4,414","3,647","6,030","9,615","21,600","29,183","4,650","3,102"
2021년05월_계_연령구간인구수,"82,241","4,414","3,647","6,030","9,615","21,600","29,183","4,650","3,102"
2021년05월_계_0~9세,"5,759",165,245,213,528,"1,378","2,887",263,80
2021년05월_계_10~19세,"7,300",231,248,446,845,"2,187","2,973",257,113
2021년05월_계_20~29세,"8,876",405,316,590,"1,113","2,419","3,400",387,246
2021년05월_계_30~39세,"9,077",394,342,439,973,"2,214","3,977",517,221
2021년05월_계_40~49세,"12,269",494,495,730,"1,355","3,377","4,936",565,317
2021년05월_계_50~59세,"14,996",869,702,"1,185","1,727","4,067","4,914",898,634
2021년05월_계_60~69세,"13,271","1,031",672,"1,267","1,733","3,371","3,512",918,767
2021년05월_계_70~79세,"6,782",535,410,703,854,"1,630","1,697",492,461
2021년05월_계_80~89세,"3,288",249,186,373,414,805,761,282,218
2021년05월_계_90~99세,603,38,31,82,70,150,121,68,43
2021년05월_계_100세 이상,20,3,0,2,3,2,5,3,2
2021년05월_남_총인구수,"40,750","2,279","1,842","2,942","4,730","10,754","14,259","2,336","1,608"
2021년05월_남_연령구간인구수,"40,750","2,279","1,842","2,942","4,730","10,754","14,259","2,336","1,608"
2021년05월_남_0~9세,"2,931",82,134,116,266,689,"1,462",141,41
2021년05월_남_10~19세,"3,792",132,132,224,455,"1,115","1,533",125,76
2021년05월_남_20~29세,"4,980",247,177,345,615,"1,376","1,856",224,140
2021년05월_남_30~39세,"4,860",226,181,255,547,"1,189","2,032",287,143
2021년05월_남_40~49세,"6,166",281,268,374,689,"1,660","2,405",304,185
2021년05월_남_50~59세,"7,415",461,354,573,821,"2,030","2,352",490,334
2021년05월_남_60~69세,"6,401",501,331,606,832,"1,678","1,617",459,377
2021년05월_남_70~79세,"2,947",251,196,301,351,732,710,197,209
2021년05월_남_80~89세,"1,140",92,62,137,140,260,263,92,94
2021년05월_남_90~99세,112,5,7,10,14,25,27,16,8
2021년05월_남_100세 이상,6,1,0,1,0,0,2,1,1
2021년05월_여_총인구수,"41,491","2,135","1,805","3,088","4,885","10,846","14,924","2,314","1,494"
2021년05월_여_연령구간인구수,"41,491","2,135","1,805","3,088","4,885","10,846","14,924","2,314","1,494"
2021년05월_여_0~9세,"2,828",83,111,97,262,689,"1,425",122,39
2021년05월_여_10~19세,"3,508",99,116,222,390,"1,072","1,440",132,37
2021년05월_여_20~29세,"3,896",158,139,245,498,"1,043","1,544",163,106
2021년05월_여_30~39세,"4,217",168,161,184,426,"1,025","1,945",230,78
2021년05월_여_40~49세,"6,103",213,227,356,666,"1,717","2,531",261,132
2021년05월_여_50~59세,"7,581",408,348,612,906,"2,037","2,562",408,300
2021년05월_여_60~69세,"6,870",530,341,661,901,"1,693","1,895",459,390
2021년05월_여_70~79세,"3,835",284,214,402,503,898,987,295,252
2021년05월_여_80~89세,"2,148",157,124,236,274,545,498,190,124
2021년05월_여_90~99세,491,33,24,72,56,125,94,52,35
2021년05월_여_100세 이상,14,2,0,1,3,2,3,2,1
2021년06월_계_총인구수,"82,254","4,391","3,653","5,984","9,600","21,652","29,148","4,722","3,104"
2021년06월_계_연령구간인구수,"82,254","4,391","3,653","5,984","9,600","21,652","29,148","4,722","3,104"
2021년06월_계_0~9세,"5,753",168,240,220,524,"1,376","2,869",273,83
2021년06월_계_10~19세,"7,259",228,255,435,822,"2,195","2,951",257,116
2021년06월_계_20~29세,"8,885",400,309,578,"1,123","2,418","3,406",404,247
2021년06월_계_30~39세,"9,083",391,339,441,975,"2,231","3,952",532,222
2021년06월_계_40~49세,"12,253",491,495,722,"1,340","3,387","4,929",572,317
2021년06월_계_50~59세,"14,926",861,697,"1,154","1,715","4,063","4,909",897,630
2021년06월_계_60~69세,"13,391","1,030",687,"1,278","1,754","3,391","3,547",939,765
2021년06월_계_70~79세,"6,783",532,412,699,855,"1,628","1,699",497,461
2021년06월_계_80~89세,"3,301",250,187,374,419,811,759,282,219
2021년06월_계_90~99세,599,37,32,81,70,150,122,65,42
2021년06월_계_100세 이상,21,3,0,2,3,2,5,4,2
2021년06월_남_총인구수,"40,772","2,271","1,848","2,929","4,704","10,790","14,243","2,380","1,607"
2021년06월_남_연령구간인구수,"40,772","2,271","1,848","2,929","4,704","10,790","14,243","2,380","1,607"
2021년06월_남_0~9세,"2,936",85,133,117,264,696,"1,451",147,43
2021년06월_남_10~19세,"3,766",129,134,222,440,"1,112","1,524",127,78
2021년06월_남_20~29세,"4,985",241,175,339,619,"1,374","1,865",233,139
2021년06월_남_30~39세,"4,883",225,183,258,540,"1,209","2,030",296,142
2021년06월_남_40~49세,"6,153",283,265,377,679,"1,657","2,398",309,185
2021년06월_남_50~59세,"7,376",455,353,557,818,"2,031","2,340",488,334
2021년06월_남_60~69세,"6,466",505,339,608,834,"1,700","1,630",475,375
2021년06월_남_70~79세,"2,943",248,197,303,351,728,712,197,207
2021년06월_남_80~89세,"1,146",94,62,137,145,258,264,91,95
2021년06월_남_90~99세,111,5,7,10,14,25,27,15,8
2021년06월_남_100세 이상,7,1,0,1,0,0,2,2,1
2021년06월_여_총인구수,"41,482","2,120","1,805","3,055","4,896","10,862","14,905","2,342","1,497"
2021년06월_여_연령구간인구수,"41,482","2,120","1,805","3,055","4,896","10,862","14,905","2,342","1,497"
2021년06월_여_0~9세,"2,817",83,107,103,260,680,"1,418",126,40
2021년06월_여_10~19세,"3,493",99,121,213,382,"1,083","1,427",130,38
2021년06월_여_20~29세,"3,900",159,134,239,504,"1,044","1,541",171,108
2021년06월_여_30~39세,"4,200",166,156,183,435,"1,022","1,922",236,80
2021년06월_여_40~49세,"6,100",208,230,345,661,"1,730","2,531",263,132
2021년06월_여_50~59세,"7,550",406,344,597,897,"2,032","2,569",409,296
2021년06월_여_60~69세,"6,925",525,348,670,920,"1,691","1,917",464,390
2021년06월_여_70~79세,"3,840",284,215,396,504,900,987,300,254
