카테고리,경기도 동두천시,경기도 동두천시 생연1동,경기도 동두천시 생연2동,경기도 동두천시 중앙동,경기도 동두천시 보산동,경기도 동두천시 불현동,경기도 동두천시 송내동,경기도 동두천시 소요동,경기도 동두천시 상패동
2020년11월_여_연령구간인구수,"47,240","3,525","5,824","2,467","1,642","13,989","12,998","4,232","2,563"
2020년11월_여_0~9세,"3,069",234,337,63,87,979,"1,073",191,105
2020년11월_여_10~19세,"4,267",303,574,96,111,"1,308","1,493",236,146
2020년11월_여_20~29세,"5,128",336,565,232,137,"1,641","1,566",397,254
2020년11월_여_30~39세,"4,945",382,563,181,143,"1,495","1,565",352,264
2020년11월_여_40~49세,"6,940",446,893,242,190,"2,112","2,295",490,272
2020년11월_여_50~59세,"7,772",610,924,445,299,"2,400","1,914",736,444
2020년11월_여_60~69세,"6,720",566,830,516,269,"1,874","1,384",821,460
2020년11월_여_70~79세,"5,140",389,706,379,253,"1,367","1,106",582,358
2020년11월_여_80~89세,"2,749",228,381,242,132,695,506,355,210
2020년11월_여_90~99세,445,28,46,52,19,109,93,54,44
2020년11월_여_100세 이상,65,3,5,19,2,9,3,18,6
2020년12월_계_총인구수,"94,353","6,995","11,721","5,152","3,106","27,621","25,542","8,790","5,426"
2020년12월_계_연령구간인구수,"94,353","6,995","11,721","5,152","3,106","27,621","25,542","8,790","5,426"
2020년12월_계_0~9세,"6,298",484,750,144,157,"1,948","2,189",381,245
2020년12월_계_10~19세,"8,604",575,"1,199",210,206,"2,648","2,970",516,280
2020년12월_계_20~29세,"11,303",762,"1,303",506,340,"3,543","3,325",925,599
2020년12월_계_30~39세,"10,215",770,"1,143",448,290,"3,045","3,119",778,622
2020년12월_계_40~49세,"14,334",954,"1,868",582,387,"4,187","4,553","1,165",638
2020년12월_계_50~59세,"16,481","1,258","1,998","1,060",586,"4,922","4,029","1,612","1,016"
2020년12월_계_60~69세,"13,225","1,120","1,601","1,083",536,"3,739","2,530","1,644",972
2020년12월_계_70~79세,"8,799",664,"1,159",659,392,"2,309","1,846","1,110",660
2020년12월_계_80~89세,"4,387",365,630,352,185,"1,119",856,557,323
2020년12월_계_90~99세,622,40,63,83,25,148,120,81,62
2020년12월_계_100세 이상,85,3,7,25,2,13,5,21,9
2020년12월_남_총인구수,"47,038","3,478","5,750","2,682","1,469","13,645","12,597","4,547","2,870"
2020년12월_남_연령구간인구수,"47,038","3,478","5,750","2,682","1,469","13,645","12,597","4,547","2,870"
2020년12월_남_0~9세,"3,262",257,403,83,71,982,"1,137",190,139
2020년12월_남_10~19세,"4,341",275,606,112,95,"1,340","1,497",280,136
2020년12월_남_20~29세,"6,142",429,719,271,201,"1,893","1,753",531,345
2020년12월_남_30~39세,"5,274",393,562,264,151,"1,558","1,569",418,359
2020년12월_남_40~49세,"7,410",505,955,346,201,"2,085","2,278",673,367
2020년12월_남_50~59세,"8,671",648,"1,045",612,286,"2,522","2,106",873,579
2020년12월_남_60~69세,"6,465",545,748,571,263,"1,857","1,141",825,515
2020년12월_남_70~79세,"3,665",278,453,278,140,950,742,528,296
2020년12월_남_80~89세,"1,613",136,242,108,55,413,345,201,113
2020년12월_남_90~99세,175,12,15,31,6,41,27,25,18
2020년12월_남_100세 이상,20,0,2,6,0,4,2,3,3
2020년12월_여_총인구수,"47,315","3,517","5,971","2,470","1,637","13,976","12,945","4,243","2,556"
2020년12월_여_연령구간인구수,"47,315","3,517","5,971","2,470","1,637","13,976","12,945","4,243","2,556"
2020년12월_여_0~9세,"3,036",227,347,61,86,966,"1,052",191,106
2020년12월_여_10~19세,"4,263",300,593,98,111,"1,308","1,473",236,144
2020년12월_여_20~29세,"5,161",333,584,235,139,"1,650","1,572",394,254
2020년12월_여_30~39세,"4,941",377,581,184,139,"1,487","1,550",360,263
2020년12월_여_40~49세,"6,924",449,913,236,186,"2,102","2,275",492,271
2020년12월_여_50~59세,"7,810",610,953,448,300,"2,400","1,923",739,437
2020년12월_여_60~69세,"6,760",575,853,512,273,"1,882","1,389",819,457
2020년12월_여_70~79세,"5,134",386,706,381,252,"1,359","1,104",582,364
2020년12월_여_80~89세,"2,774",229,388,244,130,706,511,356,210
2020년12월_여_90~99세,447,28,48,52,19,107,93,56,44
2020년12월_여_100세 이상,65,3,5,19,2,9,3,18,6
2021년01월_계_총인구수,"94,443","6,992","11,900","5,134","3,097","27,571","25,527","8,798","5,424"
2021년01월_계_연령구간인구수,"94,443","6,992","11,900","5,134","3,097","27,571","25,527","8,798","5,424"
2021년01월_계_0~9세,"6,247",480,756,143,150,"1,916","2,166",392,244
2021년01월_계_10~19세,"8,603",590,"1,211",205,208,"2,636","2,961",508,284
2021년01월_계_20~29세,"11,286",749,"1,331",505,334,"3,525","3,324",929,589
2021년01월_계_30~39세,"10,177",769,"1,172",433,288,"3,020","3,093",777,625
2021년01월_계_40~49세,"14,316",952,"1,900",587,388,"4,156","4,531","1,168",634
2021년01월_계_50~59세,"16,520","1,258","2,016","1,046",581,"4,942","4,060","1,600","1,017"
2021년01월_계_60~69세,"13,340","1,124","1,635","1,081",543,"3,772","2,552","1,650",983
2021년01월_계_70~79세,"8,795",658,"1,172",657,389,"2,309","1,853","1,110",647
2021년01월_계_80~89세,"4,449",369,635,369,188,"1,136",859,563,330
2021년01월_계_90~99세,625,40,65,83,26,147,123,79,62
2021년01월_계_100세 이상,85,3,7,25,2,12,5,22,9
2021년01월_남_총인구수,"47,077","3,473","5,853","2,675","1,470","13,606","12,583","4,549","2,868"
2021년01월_남_연령구간인구수,"47,077","3,473","5,853","2,675","1,470","13,606","12,583","4,549","2,868"
2021년01월_남_0~9세,"3,234",257,404,79,68,970,"1,124",194,138
2021년01월_남_10~19세,"4,332",279,616,108,96,"1,326","1,494",276,137
2021년01월_남_20~29세,"6,140",421,744,275,200,"1,882","1,744",536,338
2021년01월_남_30~39세,"5,236",393,578,249,150,"1,536","1,557",410,363
2021년01월_남_40~49세,"7,418",501,973,355,200,"2,076","2,273",674,366
2021년01월_남_50~59세,"8,677",647,"1,052",602,285,"2,528","2,114",870,579
2021년01월_남_60~69세,"6,537",551,763,578,269,"1,868","1,157",829,522
2021년01월_남_70~79세,"3,669",275,461,276,139,957,745,527,289
2021년01월_남_80~89세,"1,636",137,245,117,57,417,344,204,115
2021년01월_남_90~99세,177,12,15,30,6,42,29,25,18
2021년01월_남_100세 이상,21,0,2,6,0,4,2,4,3
2021년01월_여_총인구수,"47,366","3,519","6,047","2,459","1,627","13,965","12,944","4,249","2,556"
2021년01월_여_연령구간인구수,"47,366","3,519","6,047","2,459","1,627","13,965","12,944","4,249","2,556"
2021년01월_여_0~9세,"3,013",223,352,64,82,946,"1,042",198,106
2021년01월_여_10~19세,"4,271",311,595,97,112,"1,310","1,467",232,147
2021년01월_여_20~29세,"5,146",328,587,230,134,"1,643","1,580",393,251
2021년01월_여_30~39세,"4,941",376,594,184,138,"1,484","1,536",367,262
2021년01월_여_40~49세,"6,898",451,927,232,188,"2,080","2,258",494,268
2021년01월_여_50~59세,"7,843",611,964,444,296,"2,414","1,946",730,438
2021년01월_여_60~69세,"6,803",573,872,503,274,"1,904","1,395",821,461
2021년01월_여_70~79세,"5,126",383,711,381,250,"1,352","1,108",583,358
2021년01월_여_80~89세,"2,813",232,390,252,131,719,515,359,215
2021년01월_여_90~99세,448,28,50,53,20,105,94,54,44
2021년01월_여_100세 이상,64,3,5,19,2,8,3,18,6
2021년02월_계_총인구수,"94,318","6,987","11,938","5,125","3,084","27,497","25,411","8,825","5,451"
2021년02월_계_연령구간인구수,"94,318","6,987","11,938","5,125","3,084","27,497","25,411","8,825","5,451"
2021년02월_계_0~9세,"6,182",481,757,141,144,"1,897","2,103",404,255
2021년02월_계_10~19세,"8,534",582,"1,199",206,204,"2,610","2,942",506,285
2021년02월_계_20~29세,"11,272",756,"1,344",498,330,"3,502","3,327",918,597
2021년02월_계_30~39세,"10,103",763,"1,183",432,286,"2,984","3,043",786,626
2021년02월_계_40~49세,"14,269",950,"1,894",584,385,"4,140","4,502","1,167",647
2021년02월_계_50~59세,"16,518","1,253","2,025","1,044",579,"4,948","4,069","1,597","1,003"
2021년02월_계_60~69세,"13,446","1,129","1,661","1,087",544,"3,795","2,574","1,665",991
2021년02월_계_70~79세,"8,790",656,"1,161",653,392,"2,316","1,859","1,112",641
2021년02월_계_80~89세,"4,493",375,641,373,191,"1,147",862,569,335
2021년02월_계_90~99세,625,38,66,82,27,146,125,79,62
2021년02월_계_100세 이상,86,4,7,25,2,12,5,22,9
2021년02월_남_총인구수,"47,005","3,472","5,873","2,670","1,462","13,571","12,506","4,569","2,882"
2021년02월_남_연령구간인구수,"47,005","3,472","5,873","2,670","1,462","13,571","12,506","4,569","2,882"
2021년02월_남_0~9세,"3,187",257,402,78,65,963,"1,076",201,145
2021년02월_남_10~19세,"4,306",278,614,108,94,"1,312","1,492",271,137
2021년02월_남_20~29세,"6,132",421,753,281,196,"1,863","1,745",534,339
2021년02월_남_30~39세,"5,223",388,585,247,150,"1,527","1,536",422,368
2021년02월_남_40~49세,"7,380",503,966,347,197,"2,066","2,256",671,374
2021년02월_남_50~59세,"8,672",646,"1,057",602,282,"2,530","2,116",870,569
2021년02월_남_60~69세,"6,584",556,773,579,272,"1,874","1,165",840,525
2021년02월_남_70~79세,"3,668",269,455,279,141,969,744,524,287
2021년02월_남_80~89세,"1,657",141,251,114,58,422,345,208,118
2021년02월_남_90~99세,174,12,15,29,7,41,29,24,17
2021년02월_남_100세 이상,22,1,2,6,0,4,2,4,3
2021년02월_여_총인구수,"47,313","3,515","6,065","2,455","1,622","13,926","12,905","4,256","2,569"
2021년02월_여_연령구간인구수,"47,313","3,515","6,065","2,455","1,622","13,926","12,905","4,256","2,569"
2021년02월_여_0~9세,"2,995",224,355,63,79,934,"1,027",203,110
2021년02월_여_10~19세,"4,228",304,585,98,110,"1,298","1,450",235,148
2021년02월_여_20~29세,"5,140",335,591,217,134,"1,639","1,582",384,258
2021년02월_여_30~39세,"4,880",375,598,185,136,"1,457","1,507",364,258
2021년02월_여_40~49세,"6,889",447,928,237,188,"2,074","2,246",496,273
2021년02월_여_50~59세,"7,846",607,968,442,297,"2,418","1,953",727,434
2021년02월_여_60~69세,"6,862",573,888,508,272,"1,921","1,409",825,466
2021년02월_여_70~79세,"5,122",387,706,374,251,"1,347","1,115",588,354
2021년02월_여_80~89세,"2,836",234,390,259,133,725,517,361,217
2021년02월_여_90~99세,451,26,51,53,20,105,96,55,45
2021년02월_여_100세 이상,64,3,5,19,2,8,3,18,6
2021년03월_계_총인구수,"93,351","6,879","11,945","4,984","2,941","27,245","25,300","8,716","5,341"
2021년03월_계_연령구간인구수,"93,351","6,879","11,945","4,984","2,941","27,245","25,300","8,716","5,341"
2021년03월_계_0~9세,"6,125",483,749,144,142,"1,871","2,077",403,256
2021년03월_계_10~19세,"8,490",572,"1,232",203,203,"2,574","2,914",506,286
2021년03월_계_20~29세,"11,185",758,"1,328",491,325,"3,470","3,309",910,594
2021년03월_계_30~39세,"10,053",767,"1,190",426,283,"2,949","3,030",784,624
2021년03월_계_40~49세,"14,079",932,"1,898",562,367,"4,084","4,461","1,138",637
2021년03월_계_50~59세,"16,326","1,218","2,023","1,016",553,"4,899","4,064","1,577",976
2021년03월_계_60~69세,"13,375","1,112","1,674","1,066",514,"3,797","2,595","1,656",961
2021년03월_계_70~79세,"8,653",637,"1,153",633,361,"2,302","1,848","1,098",621
2021년03월_계_80~89세,"4,458",364,632,361,175,"1,155",880,567,324
2021년03월_계_90~99세,580,35,65,75,18,140,120,68,59
2021년03월_계_100세 이상,27,1,1,7,0,4,2,9,3
2021년03월_남_총인구수,"46,621","3,438","5,875","2,607","1,428","13,443","12,443","4,536","2,851"
2021년03월_남_연령구간인구수,"46,621","3,438","5,875","2,607","1,428","13,443","12,443","4,536","2,851"
2021년03월_남_0~9세,"3,163",259,402,80,65,948,"1,060",204,145
2021년03월_남_10~19세,"4,274",278,629,106,94,"1,289","1,470",268,140
2021년03월_남_20~29세,"6,093",420,735,276,195,"1,847","1,748",533,339
2021년03월_남_30~39세,"5,198",394,593,239,146,"1,500","1,532",428,366
2021년03월_남_40~49세,"7,287",493,964,340,187,"2,041","2,230",658,374
2021년03월_남_50~59세,"8,589",632,"1,058",587,269,"2,516","2,107",865,555
2021년03월_남_60~69세,"6,591",551,779,574,271,"1,880","1,179",839,518
2021년03월_남_70~79세,"3,636",265,455,271,142,963,739,517,284
2021년03월_남_80~89세,"1,630",133,245,108,55,419,350,204,116
2021년03월_남_90~99세,157,13,15,25,4,39,28,20,13
2021년03월_남_100세 이상,3,0,0,1,0,1,0,0,1
2021년03월_여_총인구수,"46,730","3,441","6,070","2,377","1,513","13,802","12,857","4,180","2,490"
2021년03월_여_연령구간인구수,"46,730","3,441","6,070","2,377","1,513","13,802","12,857","4,180","2,490"
2021년03월_여_0~9세,"2,962",224,347,64,77,923,"1,017",199,111
2021년03월_여_10~19세,"4,216",294,603,97,109,"1,285","1,444",238,146
2021년03월_여_20~29세,"5,092",338,593,215,130,"1,623","1,561",377,255
2021년03월_여_30~39세,"4,855",373,597,187,137,"1,449","1,498",356,258
2021년03월_여_40~49세,"6,792",439,934,222,180,"2,043","2,231",480,263
2021년03월_여_50~59세,"7,737",586,965,429,284,"2,383","1,957",712,421
2021년03월_여_60~69세,"6,784",561,895,492,243,"1,917","1,416",817,443
2021년03월_여_70~79세,"5,017",372,698,362,219,"1,339","1,109",581,337
2021년03월_여_80~89세,"2,828",231,387,253,120,736,530,363,208
2021년03월_여_90~99세,423,22,50,50,14,101,92,48,46
2021년03월_여_100세 이상,24,1,1,6,0,3,2,9,2
2021년04월_계_총인구수,"93,289","6,853","11,996","4,972","2,938","27,154","25,309","8,749","5,318"
2021년04월_계_연령구간인구수,"93,289","6,853","11,996","4,972","2,938","27,154","25,309","8,749","5,318"
2021년04월_계_0~9세,"6,057",478,746,141,138,"1,841","2,057",403,253
2021년04월_계_10~19세,"8,511",579,"1,236",205,200,"2,583","2,915",511,282
2021년04월_계_20~29세,"11,157",745,"1,333",489,323,"3,453","3,317",904,593
2021년04월_계_30~39세,"9,993",764,"1,189",423,284,"2,926","3,001",789,617
2021년04월_계_40~49세,"14,050",922,"1,910",547,369,"4,081","4,452","1,140",629
2021년04월_계_50~59세,"16,338","1,219","2,028","1,013",548,"4,870","4,103","1,582",975
2021년04월_계_60~69세,"13,466","1,115","1,694","1,077",524,"3,798","2,620","1,667",971
2021년04월_계_70~79세,"8,617",635,"1,147",629,356,"2,302","1,834","1,104",610
2021년04월_계_80~89세,"4,491",360,647,364,179,"1,153",888,572,328
2021년04월_계_90~99세,582,35,65,77,17,143,120,68,57
2021년04월_계_100세 이상,27,1,1,7,0,4,2,9,3
2021년04월_남_총인구수,"46,610","3,426","5,892","2,608","1,427","13,394","12,471","4,556","2,836"
2021년04월_남_연령구간인구수,"46,610","3,426","5,892","2,608","1,427","13,394","12,471","4,556","2,836"
2021년04월_남_0~9세,"3,122",254,401,79,61,929,"1,048",207,143
2021년04월_남_10~19세,"4,285",279,629,107,91,"1,294","1,474",270,141
2021년04월_남_20~29세,"6,077",411,730,274,195,"1,843","1,762",528,334
2021년04월_남_30~39세,"5,186",397,588,239,149,"1,490","1,523",434,366
2021년04월_남_40~49세,"7,253",486,970,331,190,"2,034","2,220",658,364
2021년04월_남_50~59세,"8,627",638,"1,065",589,266,"2,505","2,141",866,557
2021년04월_남_60~69세,"6,640",554,785,581,274,"1,884","1,192",848,522
2021년04월_남_70~79세,"3,620",263,457,271,140,956,729,525,279
2021년04월_남_80~89세,"1,639",131,250,111,57,419,353,201,117
2021년04월_남_90~99세,158,13,17,25,4,39,29,19,12
2021년04월_남_100세 이상,3,0,0,1,0,1,0,0,1
2021년04월_여_총인구수,"46,679","3,427","6,104","2,364","1,511","13,760","12,838","4,193","2,482"
2021년04월_여_연령구간인구수,"46,679","3,427","6,104","2,364","1,511","13,760","12,838","4,193","2,482"
2021년04월_여_0~9세,"2,935",224,345,62,77,912,"1,009",196,110
2021년04월_여_10~19세,"4,226",300,607,98,109,"1,289","1,441",241,141
2021년04월_여_20~29세,"5,080",334,603,215,128,"1,610","1,555",376,259
2021년04월_여_30~39세,"4,807",367,601,184,135,"1,436","1,478",355,251
2021년04월_여_40~49세,"6,797",436,940,216,179,"2,047","2,232",482,265
2021년04월_여_50~59세,"7,711",581,963,424,282,"2,365","1,962",716,418
2021년04월_여_60~69세,"6,826",561,909,496,250,"1,914","1,428",819,449
2021년04월_여_70~79세,"4,997",372,690,358,216,"1,346","1,105",579,331
2021년04월_여_80~89세,"2,852",229,397,253,122,734,535,371,211
2021년04월_여_90~99세,424,22,48,52,13,104,91,49,45
2021년04월_여_100세 이상,24,1,1,6,0,3,2,9,2
2021년05월_계_총인구수,"93,292","6,872","12,026","4,954","2,950","27,093","25,302","8,756","5,339"
2021년05월_계_연령구간인구수,"93,292","6,872","12,026","4,954","2,950","27,093","25,302","8,756","5,339"
2021년05월_계_0~9세,"6,040",479,740,140,142,"1,831","2,049",402,257
2021년05월_계_10~19세,"8,474",572,"1,243",206,201,"2,566","2,901",505,280
2021년05월_계_20~29세,"11,166",749,"1,327",481,329,"3,476","3,311",899,594
2021년05월_계_30~39세,"10,005",771,"1,213",424,283,"2,903","2,997",786,628
2021년05월_계_40~49세,"13,941",902,"1,888",540,371,"4,050","4,413","1,144",633
2021년05월_계_50~59세,"16,327","1,232","2,030","1,002",547,"4,838","4,119","1,583",976
2021년05월_계_60~69세,"13,569","1,120","1,713","1,079",526,"3,827","2,654","1,677",973
2021년05월_계_70~79세,"8,631",649,"1,153",640,351,"2,292","1,835","1,106",605
2021년05월_계_80~89세,"4,522",363,651,357,181,"1,160",902,575,333
2021년05월_계_90~99세,591,34,67,78,19,147,119,70,57
2021년05월_계_100세 이상,26,1,1,7,0,3,2,9,3
2021년05월_남_총인구수,"46,606","3,440","5,895","2,595","1,442","13,359","12,468","4,559","2,848"
2021년05월_남_연령구간인구수,"46,606","3,440","5,895","2,595","1,442","13,359","12,468","4,559","2,848"
2021년05월_남_0~9세,"3,115",259,393,77,64,926,"1,042",209,145
2021년05월_남_10~19세,"4,264",276,633,108,94,"1,280","1,471",263,139
2021년05월_남_20~29세,"6,071",409,721,268,196,"1,863","1,764",521,329
2021년05월_남_30~39세,"5,195",395,602,238,150,"1,474","1,526",435,375
2021년05월_남_40~49세,"7,199",477,960,331,195,"2,020","2,195",655,366
2021년05월_남_50~59세,"8,629",649,"1,060",584,267,"2,487","2,149",871,562
2021년05월_남_60~69세,"6,684",560,794,585,274,"1,893","1,203",853,522
2021년05월_남_70~79세,"3,626",270,459,270,139,952,733,529,274
2021년05월_남_80~89세,"1,660",133,254,108,59,422,357,204,123
2021년05월_남_90~99세,160,12,19,25,4,41,28,19,12
2021년05월_남_100세 이상,3,0,0,1,0,1,0,0,1
2021년05월_여_총인구수,"46,686","3,432","6,131","2,359","1,508","13,734","12,834","4,197","2,491"
2021년05월_여_연령구간인구수,"46,686","3,432","6,131","2,359","1,508","13,734","12,834","4,197","2,491"
2021년05월_여_0~9세,"2,925",220,347,63,78,905,"1,007",193,112
2021년05월_여_10~19세,"4,210",296,610,98,107,"1,286","1,430",242,141
2021년05월_여_20~29세,"5,095",340,606,213,133,"1,613","1,547",378,265
2021년05월_여_30~39세,"4,810",376,611,186,133,"1,429","1,471",351,253
2021년05월_여_40~49세,"6,742",425,928,209,176,"2,030","2,218",489,267
2021년05월_여_50~59세,"7,698",583,970,418,280,"2,351","1,970",712,414
2021년05월_여_60~69세,"6,885",560,919,494,252,"1,934","1,451",824,451
2021년05월_여_70~79세,"5,005",379,694,370,212,"1,340","1,102",577,331
2021년05월_여_80~89세,"2,862",230,397,249,122,738,545,371,210
2021년05월_여_90~99세,431,22,48,53,15,106,91,51,45
2021년05월_여_100세 이상,23,1,1,6,0,2,2,9,2
2021년06월_계_총인구수,"93,354","6,901","12,001","4,961","2,944","27,056","25,372","8,808","5,311"
2021년06월_계_연령구간인구수,"93,354","6,901","12,001","4,961","2,944","27,056","25,372","8,808","5,311"
2021년06월_계_0~9세,"6,004",483,738,145,138,"1,807","2,040",401,252
2021년06월_계_10~19세,"8,468",580,"1,233",201,201,"2,567","2,901",512,273
2021년06월_계_20~29세,"11,157",749,"1,326",474,333,"3,460","3,319",900,596
2021년06월_계_30~39세,"10,013",763,"1,218",424,276,"2,907","3,013",791,621
2021년06월_계_40~49세,"13,927",900,"1,882",545,368,"4,039","4,419","1,149",625
2021년06월_계_50~59세,"16,333","1,245","2,022","1,001",549,"4,821","4,134","1,588",973
2021년06월_계_60~69세,"13,669","1,126","1,716","1,084",524,"3,848","2,687","1,705",979
2021년06월_계_70~79세,"8,618",652,"1,145",643,356,"2,292","1,822","1,105",603
2021년06월_계_80~89세,"4,545",368,652,360,181,"1,164",910,580,330
2021년06월_계_90~99세,594,34,68,76,18,148,125,69,56
2021년06월_계_100세 이상,26,1,1,8,0,3,2,8,3
2021년06월_남_총인구수,"46,626","3,449","5,880","2,602","1,438","13,339","12,505","4,573","2,840"
2021년06월_남_연령구간인구수,"46,626","3,449","5,880","2,602","1,438","13,339","12,505","4,573","2,840"
2021년06월_남_0~9세,"3,094",260,390,80,62,912,"1,039",210,141
2021년06월_남_10~19세,"4,270",279,630,107,92,"1,285","1,470",267,140
2021년06월_남_20~29세,"6,065",406,727,262,199,"1,864","1,765",513,329
2021년06월_남_30~39세,"5,202",389,599,242,146,"1,474","1,539",439,374
2021년06월_남_40~49세,"7,186",476,952,334,194,"2,007","2,204",657,362
2021년06월_남_50~59세,"8,626",651,"1,058",582,270,"2,479","2,152",873,561
2021년06월_남_60~69세,"6,725",565,793,587,271,"1,902","1,220",864,523
2021년06월_남_70~79세,"3,633",278,459,271,142,953,726,527,277
2021년06월_남_80~89세,"1,661",133,253,111,58,422,359,205,120
2021년06월_남_90~99세,161,12,19,25,4,40,31,18,12
2021년06월_남_100세 이상,3,0,0,1,0,1,0,0,1
2021년06월_여_총인구수,"46,728","3,452","6,121","2,359","1,506","13,717","12,867","4,235","2,471"
2021년06월_여_연령구간인구수,"46,728","3,452","6,121","2,359","1,506","13,717","12,867","4,235","2,471"
2021년06월_여_0~9세,"2,910",223,348,65,76,895,"1,001",191,111
2021년06월_여_10~19세,"4,198",301,603,94,109,"1,282","1,431",245,133
2021년06월_여_20~29세,"5,092",343,599,212,134,"1,596","1,554",387,267
2021년06월_여_30~39세,"4,811",374,619,182,130,"1,433","1,474",352,247
2021년06월_여_40~49세,"6,741",424,930,211,174,"2,032","2,215",492,263
2021년06월_여_50~59세,"7,707",594,964,419,279,"2,342","1,982",715,412
2021년06월_여_60~69세,"6,944",561,923,497,253,"1,946","1,467",841,456
2021년06월_여_70~79세,"4,985",374,686,372,214,"1,339","1,096",578,326
2021년06월_여_80~89세,"2,884",235,399,249,123,742,551,375,210
2021년06월_여_90~99세,433,22,49,51,14,108,94,51,44
2021년06월_여_100세 이상,23,1,1,7,0,2,2,8,2
2021년07월_계_총인구수,"93,447","6,938","11,979","4,960","2,937","27,094","25,394","8,838","5,307"
2021년07월_계_연령구간인구수,"93,447","6,938","11,979","4,960","2,937","27,094","25,394","8,838","5,307"
2021년07월_계_0~9세,"5,992",475,737,147,137,"1,802","2,034",405,255
2021년07월_계_10~19세,"8,482",596,"1,228",195,200,"2,572","2,897",520,274
2021년07월_계_20~29세,"11,115",757,"1,319",469,332,"3,428","3,321",893,596
2021년07월_계_30~39세,"9,977",767,"1,209",431,280,"2,918","2,975",782,615
2021년07월_계_40~49세,"13,938",897,"1,882",545,359,"4,035","4,430","1,167",623
2021년07월_계_50~59세,"16,386","1,254","2,017",994,554,"4,841","4,165","1,600",961
2021년07월_계_60~69세,"13,742","1,132","1,722","1,088",520,"3,880","2,707","1,707",986
2021년07월_계_70~79세,"8,609",656,"1,139",648,354,"2,293","1,812","1,103",604
2021년07월_계_80~89세,"4,583",370,657,359,185,"1,175",922,583,332
2021년07월_계_90~99세,598,33,68,77,16,147,129,70,58
2021년07월_계_100세 이상,25,1,1,7,0,3,2,8,3
2021년07월_남_총인구수,"46,675","3,470","5,864","2,609","1,434","13,358","12,516","4,588","2,836"
2021년07월_남_연령구간인구수,"46,675","3,470","5,864","2,609","1,434","13,358","12,516","4,588","2,836"
2021년07월_남_0~9세,"3,083",257,386,83,62,911,"1,031",212,141
2021년07월_남_10~19세,"4,274",289,627,102,91,"1,291","1,467",270,137
2021년07월_남_20~29세,"6,040",413,722,257,198,"1,842","1,768",509,331
2021년07월_남_30~39세,"5,197",392,599,245,149,"1,476","1,530",435,371
2021년07월_남_40~49세,"7,199",474,948,335,193,"2,003","2,214",666,366
2021년07월_남_50~59세,"8,633",653,"1,054",581,272,"2,481","2,160",881,551
2021년07월_남_60~69세,"6,777",566,798,594,268,"1,935","1,226",865,525
2021년07월_남_70~79세,"3,624",280,458,273,139,946,723,526,279
2021년07월_남_80~89세,"1,682",134,253,113,60,432,364,205,121
2021년07월_남_90~99세,163,12,19,25,2,40,33,19,13
2021년07월_남_100세 이상,3,0,0,1,0,1,0,0,1
2021년07월_여_총인구수,"46,772","3,468","6,115","2,351","1,503","13,736","12,878","4,250","2,471"
2021년07월_여_연령구간인구수,"46,772","3,468","6,115","2,351","1,503","13,736","12,878","4,250","2,471"
2021년07월_여_0~9세,"2,909",218,351,64,75,891,"1,003",193,114
2021년07월_여_10~19세,"4,208",307,601,93,109,"1,281","1,430",250,137
2021년07월_여_20~29세,"5,075",344,597,212,134,"1,586","1,553",384,265
2021년07월_여_30~39세,"4,780",375,610,186,131,"1,442","1,445",347,244
2021년07월_여_40~49세,"6,739",423,934,210,166,"2,032","2,216",501,257
2021년07월_여_50~59세,"7,753",601,963,413,282,"2,360","2,005",719,410
2021년07월_여_60~69세,"6,965",566,924,494,252,"1,945","1,481",842,461
2021년07월_여_70~79세,"4,985",376,681,375,215,"1,347","1,089",577,325
2021년07월_여_80~89세,"2,901",236,404,246,125,743,558,378,211
2021년07월_여_90~99세,435,21,49,52,14,107,96,51,45
2021년07월_여_100세 이상,22,1,1,6,0,2,2,8,2
2021년08월_계_총인구수,"93,414","6,961","11,955","4,965","2,917","27,097","25,381","8,834","5,304"
2021년08월_계_연령구간인구수,"93,414","6,961","11,955","4,965","2,917","27,097","25,381","8,834","5,304"
2021년08월_계_0~9세,"5,958",472,734,153,132,"1,799","2,011",401,256
2021년08월_계_10~19세,"8,453",600,"1,228",199,196,"2,563","2,876",518,273
2021년08월_계_20~29세,"11,104",758,"1,308",475,322,"3,430","3,331",890,590
2021년08월_계_30~39세,"9,977",761,"1,206",428,281,"2,918","2,986",784,613
2021년08월_계_40~49세,"13,876",908,"1,872",547,347,"4,013","4,404","1,163",622
2021년08월_계_50~59세,"16,379","1,253","1,999",985,558,"4,857","4,172","1,594",961
2021년08월_계_60~69세,"13,831","1,151","1,741","1,086",523,"3,892","2,732","1,721",985
2021년08월_계_70~79세,"8,600",650,"1,137",649,352,"2,292","1,809","1,100",611
2021년08월_계_80~89세,"4,619",376,661,359,189,"1,181",932,589,332
2021년08월_계_90~99세,592,31,68,77,17,149,125,67,58
2021년08월_계_100세 이상,25,1,1,7,0,3,3,7,3
2021년08월_남_총인구수,"46,627","3,488","5,854","2,613","1,420","13,341","12,495","4,587","2,829"
2021년08월_남_연령구간인구수,"46,627","3,488","5,854","2,613","1,420","13,341","12,495","4,587","2,829"
2021년08월_남_0~9세,"3,061",254,381,87,59,909,"1,021",208,142
2021년08월_남_10~19세,"4,255",293,628,100,90,"1,281","1,459",267,137
2021년08월_남_20~29세,"6,024",410,716,262,190,"1,839","1,770",508,329
2021년08월_남_30~39세,"5,202",391,598,246,150,"1,481","1,534",434,368
