카테고리,대구광역시,대구광역시 중구,대구광역시 동구,대구광역시 서구,대구광역시 남구,대구광역시 북구,대구광역시 수성구,대구광역시 달서구,대구광역시 달성군
2020년08월_계_50~59세,"427,501","11,448","57,408","34,827","25,205","77,788","75,421","104,670","40,734"
2020년08월_계_60~69세,"319,802","10,154","50,521","30,618","23,733","52,511","51,306","72,021","28,938"
2020년08월_계_70~79세,"174,435","7,364","30,184","17,230","15,156","28,018","28,645","34,030","13,808"
2020년08월_계_80~89세,"76,234","3,365","12,737","6,732","7,163","11,923","13,733","14,425","6,156"
2020년08월_계_90~99세,"9,129",474,"1,446",752,913,"1,336","1,787","1,668",753
2020년08월_계_100세 이상,709,101,124,99,84,88,100,86,27
2020년08월_남_총인구수,"1,198,662","37,118","169,224","86,481","70,744","219,016","206,555","278,341","131,183"
2020년08월_남_연령구간인구수,"1,198,662","37,118","169,224","86,481","70,744","219,016","206,555","278,341","131,183"
2020년08월_남_0~9세,"93,380","2,738","13,175","4,018","3,613","17,772","15,610","21,240","15,214"
2020년08월_남_10~19세,"119,602","2,618","14,138","5,870","5,031","22,820","27,454","29,252","12,419"
2020년08월_남_20~29세,"173,114","5,741","22,382","12,089","10,297","33,579","30,104","42,886","16,036"
2020년08월_남_30~39세,"155,262","5,702","23,507","10,115","9,080","28,417","21,161","35,327","21,953"
2020년08월_남_40~49세,"190,808","5,501","26,653","12,527","10,365","35,876","33,573","43,910","22,403"
2020년08월_남_50~59세,"209,314","5,647","27,818","17,475","12,247","38,576","36,611","50,632","20,308"
2020년08월_남_60~69세,"152,241","4,689","23,500","14,367","10,839","25,561","24,147","34,766","14,372"
2020년08월_남_70~79세,"76,119","3,110","13,167","7,538","6,442","11,988","12,479","15,087","6,308"
2020년08월_남_80~89세,"26,656","1,238","4,537","2,318","2,581","4,136","4,975","4,865","2,006"
2020년08월_남_90~99세,"1,999",113,311,141,231,274,415,358,156
2020년08월_남_100세 이상,167,21,36,23,18,17,26,18,8
2020년08월_여_총인구수,"1,229,566","40,002","174,093","85,984","76,491","220,674","219,882","285,389","127,051"
2020년08월_여_연령구간인구수,"1,229,566","40,002","174,093","85,984","76,491","220,674","219,882","285,389","127,051"
2020년08월_여_0~9세,"88,788","2,567","12,612","3,806","3,353","16,921","14,696","20,207","14,626"
2020년08월_여_10~19세,"109,262","2,486","12,802","5,343","4,554","21,163","24,532","27,130","11,252"
2020년08월_여_20~29세,"150,231","6,254","19,478","9,866","10,162","28,101","25,820","37,402","13,148"
2020년08월_여_30~39세,"143,922","5,310","21,153","7,759","8,298","26,115","22,392","32,668","20,227"
2020년08월_여_40~49세,"196,049","5,297","24,997","10,814","10,228","37,262","40,103","46,808","20,540"
2020년08월_여_50~59세,"218,187","5,801","29,590","17,352","12,958","39,212","38,810","54,038","20,426"
2020년08월_여_60~69세,"167,561","5,465","27,021","16,251","12,894","26,950","27,159","37,255","14,566"
2020년08월_여_70~79세,"98,316","4,254","17,017","9,692","8,714","16,030","16,166","18,943","7,500"
2020년08월_여_80~89세,"49,578","2,127","8,200","4,414","4,582","7,787","8,758","9,560","4,150"
2020년08월_여_90~99세,"7,130",361,"1,135",611,682,"1,062","1,372","1,310",597
2020년08월_여_100세 이상,542,80,88,76,66,71,74,68,19
2020년09월_계_총인구수,"2,426,849","77,030","343,233","171,947","146,864","440,500","425,949","562,972","258,354"
2020년09월_계_연령구간인구수,"2,426,849","77,030","343,233","171,947","146,864","440,500","425,949","562,972","258,354"
2020년09월_계_0~9세,"181,188","5,262","25,683","7,745","6,868","34,591","30,126","41,226","29,687"
2020년09월_계_10~19세,"228,270","5,111","26,846","11,136","9,536","43,868","51,854","56,150","23,769"
2020년09월_계_20~29세,"323,230","11,976","41,847","21,845","20,453","61,937","55,881","80,224","29,067"
2020년09월_계_30~39세,"298,224","10,974","44,514","17,785","17,266","54,630","43,356","67,716","41,983"
2020년09월_계_40~49세,"386,278","10,772","51,682","23,202","20,529","73,103","73,426","90,453","43,111"
2020년09월_계_50~59세,"427,217","11,457","57,318","34,680","25,130","78,011","75,383","104,461","40,777"
2020년09월_계_60~69세,"321,394","10,166","50,779","30,754","23,738","52,873","51,578","72,386","29,120"
2020년09월_계_70~79세,"174,520","7,354","30,174","17,180","15,163","28,058","28,657","34,068","13,866"
2020년09월_계_80~89세,"76,577","3,379","12,811","6,756","7,180","11,991","13,777","14,507","6,176"
2020년09월_계_90~99세,"9,240",478,"1,456",764,916,"1,346","1,815","1,694",771
2020년09월_계_100세 이상,711,101,123,100,85,92,96,87,27
2020년09월_남_총인구수,"1,197,914","37,052","169,170","86,202","70,576","219,416","206,262","277,979","131,257"
2020년09월_남_연령구간인구수,"1,197,914","37,052","169,170","86,202","70,576","219,416","206,262","277,979","131,257"
2020년09월_남_0~9세,"92,857","2,716","13,103","3,999","3,558","17,717","15,496","21,126","15,142"
2020년09월_남_10~19세,"119,297","2,612","14,096","5,816","5,022","22,753","27,389","29,145","12,464"
2020년09월_남_20~29세,"173,021","5,732","22,409","12,030","10,280","33,714","30,078","42,807","15,971"
2020년09월_남_30~39세,"154,844","5,668","23,435","10,064","9,015","28,523","21,045","35,231","21,863"
2020년09월_남_40~49세,"190,535","5,481","26,649","12,439","10,355","35,840","33,452","43,820","22,499"
2020년09월_남_50~59세,"209,104","5,664","27,779","17,410","12,223","38,672","36,535","50,504","20,317"
2020년09월_남_60~69세,"153,067","4,690","23,623","14,422","10,835","25,739","24,322","34,951","14,485"
2020년09월_남_70~79세,"76,218","3,111","13,164","7,538","6,459","11,996","12,498","15,120","6,332"
2020년09월_남_80~89세,"26,767","1,246","4,562","2,318","2,580","4,166","4,996","4,885","2,014"
2020년09월_남_90~99세,"2,035",111,315,143,231,277,424,372,162
2020년09월_남_100세 이상,169,21,35,23,18,19,27,18,8
2020년09월_여_총인구수,"1,228,935","39,978","174,063","85,745","76,288","221,084","219,687","284,993","127,097"
2020년09월_여_연령구간인구수,"1,228,935","39,978","174,063","85,745","76,288","221,084","219,687","284,993","127,097"
2020년09월_여_0~9세,"88,331","2,546","12,580","3,746","3,310","16,874","14,630","20,100","14,545"
2020년09월_여_10~19세,"108,973","2,499","12,750","5,320","4,514","21,115","24,465","27,005","11,305"
2020년09월_여_20~29세,"150,209","6,244","19,438","9,815","10,173","28,223","25,803","37,417","13,096"
2020년09월_여_30~39세,"143,380","5,306","21,079","7,721","8,251","26,107","22,311","32,485","20,120"
2020년09월_여_40~49세,"195,743","5,291","25,033","10,763","10,174","37,263","39,974","46,633","20,612"
2020년09월_여_50~59세,"218,113","5,793","29,539","17,270","12,907","39,339","38,848","53,957","20,460"
2020년09월_여_60~69세,"168,327","5,476","27,156","16,332","12,903","27,134","27,256","37,435","14,635"
2020년09월_여_70~79세,"98,302","4,243","17,010","9,642","8,704","16,062","16,159","18,948","7,534"
2020년09월_여_80~89세,"49,810","2,133","8,249","4,438","4,600","7,825","8,781","9,622","4,162"
2020년09월_여_90~99세,"7,205",367,"1,141",621,685,"1,069","1,391","1,322",609
2020년09월_여_100세 이상,542,80,88,77,67,73,69,69,19
2020년10월_계_총인구수,"2,424,171","76,849","342,552","171,576","146,513","440,832","425,639","561,568","258,642"
2020년10월_계_연령구간인구수,"2,424,171","76,849","342,552","171,576","146,513","440,832","425,639","561,568","258,642"
2020년10월_계_0~9세,"180,003","5,240","25,474","7,675","6,822","34,439","29,920","40,841","29,592"
2020년10월_계_10~19세,"227,586","5,104","26,710","11,053","9,460","43,712","51,843","55,843","23,861"
2020년10월_계_20~29세,"322,910","11,910","41,769","21,816","20,427","62,064","55,807","80,018","29,099"
2020년10월_계_30~39세,"296,728","10,900","44,218","17,666","17,193","54,476","43,144","67,353","41,778"
2020년10월_계_40~49세,"385,501","10,783","51,544","23,134","20,429","72,994","73,305","90,099","43,213"
2020년10월_계_50~59세,"426,784","11,412","57,196","34,562","25,040","78,172","75,348","104,218","40,836"
2020년10월_계_60~69세,"322,968","10,193","51,006","30,833","23,808","53,299","51,815","72,657","29,357"
2020년10월_계_70~79세,"174,764","7,350","30,177","17,167","15,128","28,181","28,701","34,163","13,897"
2020년10월_계_80~89세,"76,914","3,378","12,879","6,810","7,191","12,042","13,824","14,593","6,197"
2020년10월_계_90~99세,"9,289",478,"1,456",758,930,"1,357","1,832","1,695",783
2020년10월_계_100세 이상,724,101,123,102,85,96,100,88,29
2020년10월_남_총인구수,"1,196,446","36,968","168,793","86,015","70,433","219,603","206,015","277,231","131,388"
2020년10월_남_연령구간인구수,"1,196,446","36,968","168,793","86,015","70,433","219,603","206,015","277,231","131,388"
2020년10월_남_0~9세,"92,225","2,700","13,001","3,959","3,536","17,633","15,382","20,944","15,070"
2020년10월_남_10~19세,"118,877","2,624","14,002","5,764","4,981","22,700","27,365","28,956","12,485"
2020년10월_남_20~29세,"172,890","5,705","22,392","12,026","10,266","33,758","30,042","42,679","16,022"
2020년10월_남_30~39세,"154,141","5,631","23,279","10,016","8,991","28,459","20,941","35,055","21,769"
2020년10월_남_40~49세,"190,148","5,482","26,571","12,392","10,312","35,806","33,397","43,634","22,554"
2020년10월_남_50~59세,"208,878","5,635","27,718","17,379","12,193","38,750","36,472","50,394","20,337"
2020년10월_남_60~69세,"153,832","4,700","23,729","14,448","10,888","25,946","24,436","35,074","14,611"
2020년10월_남_70~79세,"76,315","3,105","13,152","7,523","6,440","12,068","12,498","15,181","6,348"
2020년10월_남_80~89세,"26,928","1,252","4,600","2,342","2,582","4,184","5,027","4,923","2,018"
2020년10월_남_90~99세,"2,041",113,314,143,226,279,428,373,165
2020년10월_남_100세 이상,171,21,35,23,18,20,27,18,9
2020년10월_여_총인구수,"1,227,725","39,881","173,759","85,561","76,080","221,229","219,624","284,337","127,254"
2020년10월_여_연령구간인구수,"1,227,725","39,881","173,759","85,561","76,080","221,229","219,624","284,337","127,254"
2020년10월_여_0~9세,"87,778","2,540","12,473","3,716","3,286","16,806","14,538","19,897","14,522"
2020년10월_여_10~19세,"108,709","2,480","12,708","5,289","4,479","21,012","24,478","26,887","11,376"
2020년10월_여_20~29세,"150,020","6,205","19,377","9,790","10,161","28,306","25,765","37,339","13,077"
2020년10월_여_30~39세,"142,587","5,269","20,939","7,650","8,202","26,017","22,203","32,298","20,009"
2020년10월_여_40~49세,"195,353","5,301","24,973","10,742","10,117","37,188","39,908","46,465","20,659"
2020년10월_여_50~59세,"217,906","5,777","29,478","17,183","12,847","39,422","38,876","53,824","20,499"
2020년10월_여_60~69세,"169,136","5,493","27,277","16,385","12,920","27,353","27,379","37,583","14,746"
2020년10월_여_70~79세,"98,449","4,245","17,025","9,644","8,688","16,113","16,203","18,982","7,549"
2020년10월_여_80~89세,"49,986","2,126","8,279","4,468","4,609","7,858","8,797","9,670","4,179"
2020년10월_여_90~99세,"7,248",365,"1,142",615,704,"1,078","1,404","1,322",618
2020년10월_여_100세 이상,553,80,88,79,67,76,73,70,20
2020년11월_계_총인구수,"2,421,859","76,727","342,432","171,060","146,658","440,736","424,947","560,354","258,945"
2020년11월_계_연령구간인구수,"2,421,859","76,727","342,432","171,060","146,658","440,736","424,947","560,354","258,945"
2020년11월_계_0~9세,"178,930","5,186","25,372","7,618","6,806","34,189","29,716","40,552","29,491"
2020년11월_계_10~19세,"226,927","5,101","26,652","10,940","9,457","43,547","51,693","55,621","23,916"
2020년11월_계_20~29세,"322,503","11,892","41,770","21,749","20,452","62,209","55,634","79,736","29,061"
2020년11월_계_30~39세,"295,408","10,820","44,061","17,566","17,193","54,195","42,953","66,967","41,653"
2020년11월_계_40~49세,"384,997","10,799","51,545","22,956","20,439","72,884","73,100","89,849","43,425"
2020년11월_계_50~59세,"426,294","11,389","57,120","34,442","25,040","78,259","75,289","103,958","40,797"
2020년11월_계_60~69세,"324,511","10,200","51,236","30,920","23,927","53,609","51,992","73,012","29,615"
2020년11월_계_70~79세,"175,011","7,364","30,186","17,175","15,138","28,253","28,749","34,211","13,935"
2020년11월_계_80~89세,"77,193","3,397","12,900","6,834","7,191","12,115","13,888","14,643","6,225"
2020년11월_계_90~99세,"9,355",477,"1,466",758,930,"1,379","1,833","1,714",798
2020년11월_계_100세 이상,730,102,124,102,85,97,100,91,29
2020년11월_남_총인구수,"1,195,081","36,930","168,712","85,757","70,450","219,512","205,632","276,555","131,533"
2020년11월_남_연령구간인구수,"1,195,081","36,930","168,712","85,757","70,450","219,512","205,632","276,555","131,533"
2020년11월_남_0~9세,"91,649","2,686","12,940","3,931","3,514","17,496","15,284","20,780","15,018"
2020년11월_남_10~19세,"118,587","2,635","13,992","5,701","4,979","22,633","27,292","28,844","12,511"
2020년11월_남_20~29세,"172,473","5,696","22,367","11,997","10,264","33,791","29,885","42,517","15,956"
2020년11월_남_30~39세,"153,596","5,600","23,207","9,965","8,994","28,348","20,890","34,853","21,739"
2020년11월_남_40~49세,"189,849","5,487","26,568","12,305","10,294","35,752","33,288","43,494","22,661"
2020년11월_남_50~59세,"208,679","5,616","27,699","17,317","12,192","38,779","36,467","50,277","20,332"
2020년11월_남_60~69세,"154,521","4,698","23,834","14,492","10,948","26,087","24,502","35,234","14,726"
2020년11월_남_70~79세,"76,427","3,116","13,134","7,531","6,436","12,114","12,517","15,204","6,375"
2020년11월_남_80~89세,"27,066","1,261","4,612","2,353","2,590","4,208","5,047","4,963","2,032"
2020년11월_남_90~99세,"2,058",114,322,141,221,283,433,370,174
2020년11월_남_100세 이상,176,21,37,24,18,21,27,19,9
2020년11월_여_총인구수,"1,226,778","39,797","173,720","85,303","76,208","221,224","219,315","283,799","127,412"
2020년11월_여_연령구간인구수,"1,226,778","39,797","173,720","85,303","76,208","221,224","219,315","283,799","127,412"
2020년11월_여_0~9세,"87,281","2,500","12,432","3,687","3,292","16,693","14,432","19,772","14,473"
2020년11월_여_10~19세,"108,340","2,466","12,660","5,239","4,478","20,914","24,401","26,777","11,405"
2020년11월_여_20~29세,"150,030","6,196","19,403","9,752","10,188","28,418","25,749","37,219","13,105"
2020년11월_여_30~39세,"141,812","5,220","20,854","7,601","8,199","25,847","22,063","32,114","19,914"
2020년11월_여_40~49세,"195,148","5,312","24,977","10,651","10,145","37,132","39,812","46,355","20,764"
2020년11월_여_50~59세,"217,615","5,773","29,421","17,125","12,848","39,480","38,822","53,681","20,465"
2020년11월_여_60~69세,"169,990","5,502","27,402","16,428","12,979","27,522","27,490","37,778","14,889"
2020년11월_여_70~79세,"98,584","4,248","17,052","9,644","8,702","16,139","16,232","19,007","7,560"
2020년11월_여_80~89세,"50,127","2,136","8,288","4,481","4,601","7,907","8,841","9,680","4,193"
2020년11월_여_90~99세,"7,297",363,"1,144",617,709,"1,096","1,400","1,344",624
2020년11월_여_100세 이상,554,81,87,78,67,76,73,72,20
2020년12월_계_총인구수,"2,418,346","76,547","341,920","170,700","146,632","440,263","424,314","558,631","259,339"
2020년12월_계_연령구간인구수,"2,418,346","76,547","341,920","170,700","146,632","440,263","424,314","558,631","259,339"
2020년12월_계_0~9세,"178,226","5,142","25,193","7,564","6,821","34,031","29,784","40,273","29,418"
2020년12월_계_10~19세,"225,898","5,089","26,566","10,862","9,419","43,304","51,495","55,240","23,923"
2020년12월_계_20~29세,"321,534","11,864","41,684","21,673","20,457","62,136","55,403","79,273","29,044"
2020년12월_계_30~39세,"294,310","10,755","43,821","17,443","17,178","54,010","42,826","66,579","41,698"
2020년12월_계_40~49세,"383,839","10,766","51,410","22,825","20,403","72,657","72,866","89,441","43,471"
2020년12월_계_50~59세,"425,479","11,325","56,998","34,321","24,967","78,202","75,151","103,664","40,851"
2020년12월_계_60~69세,"325,957","10,227","51,418","31,085","23,994","53,923","52,132","73,333","29,845"
2020년12월_계_70~79세,"175,276","7,375","30,211","17,173","15,135","28,316","28,773","34,305","13,988"
2020년12월_계_80~89세,"77,665","3,413","13,013","6,896","7,232","12,187","13,943","14,706","6,275"
2020년12월_계_90~99세,"9,429",488,"1,481",755,939,"1,403","1,841","1,726",796
2020년12월_계_100세 이상,733,103,125,103,87,94,100,91,30
2020년12월_남_총인구수,"1,193,109","36,799","168,443","85,572","70,471","219,197","205,293","275,626","131,708"
2020년12월_남_연령구간인구수,"1,193,109","36,799","168,443","85,572","70,471","219,197","205,293","275,626","131,708"
2020년12월_남_0~9세,"91,285","2,655","12,867","3,912","3,525","17,393","15,320","20,617","14,996"
2020년12월_남_10~19세,"118,103","2,631","13,930","5,656","4,952","22,530","27,237","28,661","12,506"
2020년12월_남_20~29세,"171,675","5,660","22,307","11,929","10,251","33,686","29,696","42,226","15,920"
2020년12월_남_30~39세,"153,070","5,567","23,113","9,906","9,004","28,245","20,819","34,639","21,777"
2020년12월_남_40~49세,"189,358","5,470","26,487","12,259","10,288","35,656","33,201","43,315","22,682"
2020년12월_남_50~59세,"208,340","5,597","27,676","17,269","12,178","38,749","36,383","50,159","20,329"
2020년12월_남_60~69세,"155,170","4,719","23,884","14,561","10,989","26,209","24,599","35,359","14,850"
2020년12월_남_70~79세,"76,599","3,106","13,163","7,534","6,431","12,160","12,514","15,272","6,419"
2020년12월_남_80~89세,"27,260","1,256","4,652","2,383","2,612","4,256","5,067","4,989","2,045"
2020년12월_남_90~99세,"2,073",117,327,138,223,292,431,370,175
2020년12월_남_100세 이상,176,21,37,25,18,21,26,19,9
2020년12월_여_총인구수,"1,225,237","39,748","173,477","85,128","76,161","221,066","219,021","283,005","127,631"
2020년12월_여_연령구간인구수,"1,225,237","39,748","173,477","85,128","76,161","221,066","219,021","283,005","127,631"
2020년12월_여_0~9세,"86,941","2,487","12,326","3,652","3,296","16,638","14,464","19,656","14,422"
2020년12월_여_10~19세,"107,795","2,458","12,636","5,206","4,467","20,774","24,258","26,579","11,417"
2020년12월_여_20~29세,"149,859","6,204","19,377","9,744","10,206","28,450","25,707","37,047","13,124"
2020년12월_여_30~39세,"141,240","5,188","20,708","7,537","8,174","25,765","22,007","31,940","19,921"
2020년12월_여_40~49세,"194,481","5,296","24,923","10,566","10,115","37,001","39,665","46,126","20,789"
2020년12월_여_50~59세,"217,139","5,728","29,322","17,052","12,789","39,453","38,768","53,505","20,522"
2020년12월_여_60~69세,"170,787","5,508","27,534","16,524","13,005","27,714","27,533","37,974","14,995"
2020년12월_여_70~79세,"98,677","4,269","17,048","9,639","8,704","16,156","16,259","19,033","7,569"
2020년12월_여_80~89세,"50,405","2,157","8,361","4,513","4,620","7,931","8,876","9,717","4,230"
2020년12월_여_90~99세,"7,356",371,"1,154",617,716,"1,111","1,410","1,356",621
2020년12월_여_100세 이상,557,82,88,78,69,73,74,72,21
2021년01월_계_총인구수,"2,415,813","76,382","341,498","170,383","146,428","439,906","424,112","557,404","259,700"
2021년01월_계_연령구간인구수,"2,415,813","76,382","341,498","170,383","146,428","439,906","424,112","557,404","259,700"
2021년01월_계_0~9세,"176,889","5,085","24,944","7,497","6,760","33,711","29,668","39,883","29,341"
2021년01월_계_10~19세,"225,070","5,054","26,475","10,785","9,358","43,117","51,341","54,970","23,970"
2021년01월_계_20~29세,"320,703","11,860","41,576","21,606","20,412","62,073","55,312","78,912","28,952"
2021년01월_계_30~39세,"293,117","10,744","43,647","17,366","17,114","53,822","42,710","66,165","41,549"
2021년01월_계_40~49세,"382,725","10,728","51,254","22,717","20,276","72,340","72,704","89,075","43,631"
2021년01월_계_50~59세,"424,889","11,272","56,873","34,135","24,919","78,296","75,094","103,441","40,859"
2021년01월_계_60~69세,"328,155","10,244","51,730","31,247","24,117","54,352","52,419","73,878","30,168"
2021년01월_계_70~79세,"175,695","7,359","30,248","17,218","15,143","28,364","28,883","34,423","14,057"
2021년01월_계_80~89세,"78,265","3,439","13,119","6,955","7,279","12,307","14,013","14,813","6,340"
2021년01월_계_90~99세,"9,561",493,"1,505",754,961,"1,427","1,867","1,754",800
2021년01월_계_100세 이상,744,104,127,103,89,97,101,90,33
2021년01월_남_총인구수,"1,191,656","36,724","168,218","85,396","70,355","218,975","205,210","274,911","131,867"
2021년01월_남_연령구간인구수,"1,191,656","36,724","168,218","85,396","70,355","218,975","205,210","274,911","131,867"
2021년01월_남_0~9세,"90,568","2,628","12,752","3,871","3,496","17,220","15,251","20,396","14,954"
2021년01월_남_10~19세,"117,595","2,601","13,867","5,610","4,941","22,437","27,108","28,519","12,512"
2021년01월_남_20~29세,"171,170","5,682","22,249","11,910","10,168","33,564","29,705","41,999","15,893"
2021년01월_남_30~39세,"152,524","5,548","23,051","9,830","9,005","28,204","20,769","34,412","21,705"
2021년01월_남_40~49세,"188,820","5,449","26,383","12,216","10,224","35,489","33,142","43,170","22,747"
2021년01월_남_50~59세,"208,139","5,570","27,636","17,211","12,169","38,813","36,374","50,036","20,330"
2021년01월_남_60~69세,"156,192","4,729","24,041","14,628","11,039","26,430","24,732","35,603","14,990"
2021년01월_남_70~79세,"76,817","3,109","13,166","7,549","6,438","12,185","12,562","15,330","6,478"
2021년01월_남_80~89세,"27,551","1,268","4,699","2,411","2,629","4,314","5,104","5,050","2,076"
2021년01월_남_90~99세,"2,102",119,335,135,228,298,437,377,173
2021년01월_남_100세 이상,178,21,39,25,18,21,26,19,9
2021년01월_여_총인구수,"1,224,157","39,658","173,280","84,987","76,073","220,931","218,902","282,493","127,833"
2021년01월_여_연령구간인구수,"1,224,157","39,658","173,280","84,987","76,073","220,931","218,902","282,493","127,833"
2021년01월_여_0~9세,"86,321","2,457","12,192","3,626","3,264","16,491","14,417","19,487","14,387"
2021년01월_여_10~19세,"107,475","2,453","12,608","5,175","4,417","20,680","24,233","26,451","11,458"
2021년01월_여_20~29세,"149,533","6,178","19,327","9,696","10,244","28,509","25,607","36,913","13,059"
2021년01월_여_30~39세,"140,593","5,196","20,596","7,536","8,109","25,618","21,941","31,753","19,844"
2021년01월_여_40~49세,"193,905","5,279","24,871","10,501","10,052","36,851","39,562","45,905","20,884"
2021년01월_여_50~59세,"216,750","5,702","29,237","16,924","12,750","39,483","38,720","53,405","20,529"
2021년01월_여_60~69세,"171,963","5,515","27,689","16,619","13,078","27,922","27,687","38,275","15,178"
2021년01월_여_70~79세,"98,878","4,250","17,082","9,669","8,705","16,179","16,321","19,093","7,579"
2021년01월_여_80~89세,"50,714","2,171","8,420","4,544","4,650","7,993","8,909","9,763","4,264"
2021년01월_여_90~99세,"7,459",374,"1,170",619,733,"1,129","1,430","1,377",627
2021년01월_여_100세 이상,566,83,88,78,71,76,75,71,24
2021년02월_계_총인구수,"2,413,191","76,159","341,661","170,005","146,255","439,218","423,937","555,948","260,008"
2021년02월_계_연령구간인구수,"2,413,191","76,159","341,661","170,005","146,255","439,218","423,937","555,948","260,008"
2021년02월_계_0~9세,"175,992","5,033","24,865","7,401","6,720","33,476","29,770","39,466","29,261"
2021년02월_계_10~19세,"224,223","5,028","26,456","10,744","9,305","42,942","51,060","54,706","23,982"
2021년02월_계_20~29세,"319,256","11,794","41,464","21,415","20,398","61,951","54,950","78,411","28,873"
2021년02월_계_30~39세,"291,854","10,697","43,500","17,279","17,016","53,519","42,641","65,730","41,472"
2021년02월_계_40~49세,"381,902","10,658","51,283","22,663","20,202","72,048","72,638","88,715","43,695"
2021년02월_계_50~59세,"424,457","11,264","56,876","33,937","24,856","78,209","75,167","103,239","40,909"
2021년02월_계_60~69세,"330,162","10,297","52,015","31,451","24,213","54,707","52,654","74,345","30,480"
2021년02월_계_70~79세,"175,891","7,317","30,279","17,229","15,125","28,383","28,920","34,527","14,111"
2021년02월_계_80~89세,"79,011","3,468","13,272","7,031","7,360","12,429","14,143","14,925","6,383"
2021년02월_계_90~99세,"9,696",499,"1,522",751,971,"1,457","1,896","1,790",810
2021년02월_계_100세 이상,747,104,129,104,89,97,98,94,32
2021년02월_남_총인구수,"1,190,244","36,586","168,276","85,148","70,279","218,625","205,155","274,175","132,000"
2021년02월_남_연령구간인구수,"1,190,244","36,586","168,276","85,148","70,279","218,625","205,155","274,175","132,000"
2021년02월_남_0~9세,"90,171","2,592","12,732","3,818","3,482","17,125","15,337","20,167","14,918"
2021년02월_남_10~19세,"117,111","2,586","13,847","5,577","4,910","22,305","26,966","28,386","12,534"
2021년02월_남_20~29세,"170,285","5,641","22,182","11,778","10,183","33,480","29,488","41,703","15,830"
2021년02월_남_30~39세,"152,032","5,544","22,970","9,793","8,965","28,070","20,780","34,242","21,668"
2021년02월_남_40~49세,"188,481","5,394","26,381","12,183","10,193","35,358","33,142","43,048","22,782"
2021년02월_남_50~59세,"207,880","5,561","27,672","17,114","12,138","38,774","36,359","49,919","20,343"
2021년02월_남_60~69세,"157,160","4,763","24,173","14,733","11,071","26,618","24,863","35,792","15,147"
2021년02월_남_70~79세,"76,952","3,082","13,180","7,542","6,433","12,209","12,591","15,415","6,500"
2021년02월_남_80~89세,"27,861","1,280","4,761","2,450","2,659","4,363","5,156","5,097","2,095"
2021년02월_남_90~99세,"2,135",123,339,135,227,303,448,386,174
2021년02월_남_100세 이상,176,20,39,25,18,20,25,20,9
2021년02월_여_총인구수,"1,222,947","39,573","173,385","84,857","75,976","220,593","218,782","281,773","128,008"
2021년02월_여_연령구간인구수,"1,222,947","39,573","173,385","84,857","75,976","220,593","218,782","281,773","128,008"
2021년02월_여_0~9세,"85,821","2,441","12,133","3,583","3,238","16,351","14,433","19,299","14,343"
2021년02월_여_10~19세,"107,112","2,442","12,609","5,167","4,395","20,637","24,094","26,320","11,448"
2021년02월_여_20~29세,"148,971","6,153","19,282","9,637","10,215","28,471","25,462","36,708","13,043"
2021년02월_여_30~39세,"139,822","5,153","20,530","7,486","8,051","25,449","21,861","31,488","19,804"
2021년02월_여_40~49세,"193,421","5,264","24,902","10,480","10,009","36,690","39,496","45,667","20,913"
2021년02월_여_50~59세,"216,577","5,703","29,204","16,823","12,718","39,435","38,808","53,320","20,566"
2021년02월_여_60~69세,"173,002","5,534","27,842","16,718","13,142","28,089","27,791","38,553","15,333"
2021년02월_여_70~79세,"98,939","4,235","17,099","9,687","8,692","16,174","16,329","19,112","7,611"
2021년02월_여_80~89세,"51,150","2,188","8,511","4,581","4,701","8,066","8,987","9,828","4,288"
2021년02월_여_90~99세,"7,561",376,"1,183",616,744,"1,154","1,448","1,404",636
2021년02월_여_100세 이상,571,84,90,79,71,77,73,74,23
2021년03월_계_총인구수,"2,408,875","75,647","342,656","169,432","146,006","438,365","422,759","554,177","259,833"
2021년03월_계_연령구간인구수,"2,408,875","75,647","342,656","169,432","146,006","438,365","422,759","554,177","259,833"
2021년03월_계_0~9세,"175,023","4,975","24,843","7,315","6,690","33,229","29,580","39,195","29,196"
2021년03월_계_10~19세,"223,056","5,001","26,477","10,652","9,287","42,656","50,675","54,333","23,975"
2021년03월_계_20~29세,"318,439","11,719","41,595","21,274","20,352","61,942","54,732","78,032","28,793"
2021년03월_계_30~39세,"290,921","10,651","43,667","17,236","16,962","53,279","42,446","65,349","41,331"
2021년03월_계_40~49세,"380,397","10,585","51,279","22,523","20,109","71,680","72,293","88,230","43,698"
2021년03월_계_50~59세,"422,961","11,203","56,992","33,728","24,733","77,916","75,004","102,675","40,710"
2021년03월_계_60~69세,"332,302","10,254","52,437","31,575","24,295","55,146","52,867","74,955","30,773"
2021년03월_계_70~79세,"176,041","7,274","30,350","17,244","15,108","28,455","28,930","34,538","14,142"
2021년03월_계_80~89세,"79,451","3,430","13,383","7,070","7,425","12,508","14,238","15,010","6,387"
2021년03월_계_90~99세,"9,757",483,"1,552",757,977,"1,462","1,911","1,808",807
2021년03월_계_100세 이상,527,72,81,58,68,92,83,52,21
2021년03월_남_총인구수,"1,188,070","36,334","168,722","84,873","70,169","218,197","204,586","273,311","131,878"
2021년03월_남_연령구간인구수,"1,188,070","36,334","168,722","84,873","70,169","218,197","204,586","273,311","131,878"
2021년03월_남_0~9세,"89,724","2,556","12,708","3,786","3,452","17,010","15,255","20,056","14,901"
