카테고리,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2020년11월_남_50~59세,"18,227",924,451,458,687,593,"1,184",405,765,500,441,337,448,316,786,"1,216",780,"1,582","1,048","1,490",397,902,774,"1,743"
2020년11월_남_60~69세,"13,752",938,485,402,570,356,732,330,755,501,452,341,436,298,639,817,651,"1,305",610,984,328,512,468,842
2020년11월_남_70~79세,"7,814",674,364,327,361,196,352,186,591,441,308,222,315,212,326,453,370,650,259,350,177,228,185,267
2020년11월_남_80~89세,"2,378",211,72,100,108,48,100,61,189,151,89,76,96,70,103,159,130,160,72,125,50,93,70,45
2020년11월_남_90~99세,196,15,6,12,8,3,9,3,22,10,4,4,7,5,5,19,4,19,7,10,3,7,6,8
2020년11월_남_100세 이상,16,3,0,2,0,1,1,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0
2020년11월_여_총인구수,"112,974","5,393","2,622","2,346","4,467","4,984","6,732","2,663","3,899","2,647","3,145","1,422","2,071","1,564","4,737","8,885","5,528","10,604","5,789","8,468","2,440","6,007","4,642","11,919"
2020년11월_여_연령구간인구수,"112,974","5,393","2,622","2,346","4,467","4,984","6,732","2,663","3,899","2,647","3,145","1,422","2,071","1,564","4,737","8,885","5,528","10,604","5,789","8,468","2,440","6,007","4,642","11,919"
2020년11월_여_0~9세,"8,996",218,112,86,322,661,480,229,126,97,211,34,75,76,329,916,462,867,406,666,222,587,396,"1,418"
2020년11월_여_10~19세,"12,011",379,159,151,444,556,764,240,214,161,319,65,97,119,502,"1,208",708,"1,133",510,885,244,810,458,"1,885"
2020년11월_여_20~29세,"12,507",491,229,191,489,652,791,260,335,236,327,95,161,133,510,801,526,"1,142","1,044","1,220",260,736,601,"1,277"
2020년11월_여_30~39세,"12,659",437,213,142,431,851,655,379,272,185,297,81,121,99,473,"1,134",633,"1,180",760,980,274,794,573,"1,695"
2020년11월_여_40~49세,"18,268",618,293,236,661,853,"1,145",392,443,276,435,145,174,187,710,"1,625",929,"1,789",993,"1,425",399,"1,177",782,"2,581"
2020년11월_여_50~59세,"18,154",884,415,373,771,612,"1,191",393,625,400,511,217,291,215,852,"1,269",871,"1,778",932,"1,645",376,936,885,"1,712"
2020년11월_여_60~69세,"15,097","1,133",587,461,678,450,868,352,770,590,549,344,431,279,742,970,747,"1,384",624,936,328,554,509,811
2020년11월_여_70~79세,"9,794",818,420,458,416,213,535,254,717,492,342,295,435,296,410,611,412,811,316,439,210,264,283,347
2020년11월_여_80~89세,"4,665",350,155,219,215,109,264,145,323,189,140,118,247,135,184,308,194,442,175,232,107,126,132,156
2020년11월_여_90~99세,758,63,35,27,36,26,33,16,67,20,14,24,30,22,25,40,42,72,27,38,20,21,23,37
2020년11월_여_100세 이상,65,2,4,2,4,1,6,3,7,1,0,4,9,3,0,3,4,6,2,2,0,2,0,0
2020년12월_계_총인구수,"224,044","10,764","5,252","4,712","8,643","9,817","13,240","5,195","7,850","5,551","6,153","2,988","4,449","3,249","9,461","17,444","10,878","20,957","11,916","16,787","4,877","11,512","8,896","23,453"
2020년12월_계_연령구간인구수,"224,044","10,764","5,252","4,712","8,643","9,817","13,240","5,195","7,850","5,551","6,153","2,988","4,449","3,249","9,461","17,444","10,878","20,957","11,916","16,787","4,877","11,512","8,896","23,453"
2020년12월_계_0~9세,"18,295",483,227,164,603,"1,374",996,493,234,205,421,59,144,139,711,"1,860",993,"1,849",841,"1,328",417,"1,155",742,"2,857"
2020년12월_계_10~19세,"24,511",730,320,307,932,"1,140","1,540",467,426,341,606,140,209,241,"1,014","2,454","1,453","2,346","1,152","1,880",532,"1,596",946,"3,739"
2020년12월_계_20~29세,"27,134","1,120",550,410,"1,018","1,295","1,799",519,728,532,699,204,522,319,"1,142","1,785","1,162","2,444","2,152","2,611",548,"1,512","1,228","2,835"
2020년12월_계_30~39세,"25,751","1,009",457,361,913,"1,657","1,384",734,633,458,638,206,303,251,993,"2,185","1,209","2,492","1,627","1,984",558,"1,464","1,130","3,105"
2020년12월_계_40~49세,"37,381","1,395",709,641,"1,342","1,725","2,241",821,"1,022",730,941,414,534,445,"1,527","3,276","1,875","3,505","2,087","2,741",820,"2,138","1,526","4,926"
2020년12월_계_50~59세,"36,297","1,797",850,825,"1,438","1,211","2,379",801,"1,369",893,944,540,728,532,"1,634","2,494","1,636","3,411","1,960","3,122",773,"1,838","1,647","3,475"
2020년12월_계_60~69세,"28,933","2,087","1,082",861,"1,242",818,"1,596",690,"1,526","1,090","1,001",682,869,578,"1,379","1,795","1,395","2,728","1,248","1,923",659,"1,065",974,"1,645"
2020년12월_계_70~79세,"17,606","1,493",784,779,782,407,890,443,"1,307",930,649,510,750,506,736,"1,059",770,"1,474",566,792,390,490,471,628
2020년12월_계_80~89세,"7,096",570,230,321,323,161,368,205,502,338,236,199,346,208,294,472,334,607,246,356,156,222,204,198
2020년12월_계_90~99세,958,75,38,39,46,27,40,18,94,32,18,28,35,25,31,61,47,95,35,48,24,30,27,45
2020년12월_계_100세 이상,82,5,5,4,4,2,7,4,9,2,0,6,9,5,0,3,4,6,2,2,0,2,1,0
2020년12월_남_총인구수,"111,578","5,389","2,645","2,380","4,202","4,845","6,532","2,552","4,006","2,909","3,032","1,589","2,392","1,687","4,749","8,594","5,357","10,247","6,145","8,388","2,443","5,528","4,331","11,636"
2020년12월_남_연령구간인구수,"111,578","5,389","2,645","2,380","4,202","4,845","6,532","2,552","4,006","2,909","3,032","1,589","2,392","1,687","4,749","8,594","5,357","10,247","6,145","8,388","2,443","5,528","4,331","11,636"
2020년12월_남_0~9세,"9,425",264,118,78,290,719,520,268,113,104,216,27,73,65,393,958,538,971,433,681,198,574,361,"1,463"
2020년12월_남_10~19세,"12,552",354,164,154,483,581,785,230,220,178,286,77,113,121,508,"1,256",738,"1,201",644,997,289,785,503,"1,885"
2020년12월_남_20~29세,"14,655",631,323,222,537,648,"1,012",264,399,303,376,110,356,186,634,985,632,"1,292","1,086","1,409",283,779,635,"1,553"
2020년12월_남_30~39세,"13,268",577,248,222,490,819,731,362,367,272,347,129,187,153,530,"1,059",585,"1,302",883,"1,019",288,681,577,"1,440"
2020년12월_남_40~49세,"19,277",791,423,409,681,871,"1,115",436,591,456,514,272,362,260,821,"1,664",939,"1,717","1,107","1,323",429,966,760,"2,370"
2020년12월_남_50~59세,"18,198",924,434,462,679,593,"1,180",406,755,497,439,330,445,315,786,"1,219",775,"1,606","1,038","1,491",397,903,768,"1,756"
2020년12월_남_60~69세,"13,790",944,491,398,568,368,727,332,758,500,451,341,435,299,640,819,650,"1,322",621,981,328,513,463,841
2020년12월_남_70~79세,"7,807",670,364,321,359,193,354,189,591,437,309,219,315,213,328,453,365,655,256,353,178,224,187,274
2020년12월_남_80~89세,"2,393",216,74,100,106,49,99,61,188,150,91,78,99,69,104,161,130,162,70,125,50,95,70,46
2020년12월_남_90~99세,197,15,6,12,9,3,8,3,22,11,3,4,7,4,5,20,5,19,7,9,3,8,6,8
2020년12월_남_100세 이상,16,3,0,2,0,1,1,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0
2020년12월_여_총인구수,"112,466","5,375","2,607","2,332","4,441","4,972","6,708","2,643","3,844","2,642","3,121","1,399","2,057","1,562","4,712","8,850","5,521","10,710","5,771","8,399","2,434","5,984","4,565","11,817"
2020년12월_여_연령구간인구수,"112,466","5,375","2,607","2,332","4,441","4,972","6,708","2,643","3,844","2,642","3,121","1,399","2,057","1,562","4,712","8,850","5,521","10,710","5,771","8,399","2,434","5,984","4,565","11,817"
2020년12월_여_0~9세,"8,870",219,109,86,313,655,476,225,121,101,205,32,71,74,318,902,455,878,408,647,219,581,381,"1,394"
2020년12월_여_10~19세,"11,959",376,156,153,449,559,755,237,206,163,320,63,96,120,506,"1,198",715,"1,145",508,883,243,811,443,"1,854"
2020년12월_여_20~29세,"12,479",489,227,188,481,647,787,255,329,229,323,94,166,133,508,800,530,"1,152","1,066","1,202",265,733,593,"1,282"
2020년12월_여_30~39세,"12,483",432,209,139,423,838,653,372,266,186,291,77,116,98,463,"1,126",624,"1,190",744,965,270,783,553,"1,665"
2020년12월_여_40~49세,"18,104",604,286,232,661,854,"1,126",385,431,274,427,142,172,185,706,"1,612",936,"1,788",980,"1,418",391,"1,172",766,"2,556"
2020년12월_여_50~59세,"18,099",873,416,363,759,618,"1,199",395,614,396,505,210,283,217,848,"1,275",861,"1,805",922,"1,631",376,935,879,"1,719"
2020년12월_여_60~69세,"15,143","1,143",591,463,674,450,869,358,768,590,550,341,434,279,739,976,745,"1,406",627,942,331,552,511,804
2020년12월_여_70~79세,"9,799",823,420,458,423,214,536,254,716,493,340,291,435,293,408,606,405,819,310,439,212,266,284,354
2020년12월_여_80~89세,"4,703",354,156,221,217,112,269,144,314,188,145,121,247,139,190,311,204,445,176,231,106,127,134,152
2020년12월_여_90~99세,761,60,32,27,37,24,32,15,72,21,15,24,28,21,26,41,42,76,28,39,21,22,21,37
2020년12월_여_100세 이상,66,2,5,2,4,1,6,3,7,1,0,4,9,3,0,3,4,6,2,2,0,2,0,0
2021년01월_계_총인구수,"223,362","10,731","5,230","4,724","8,594","9,781","13,183","5,187","7,809","5,516","6,147","2,969","4,396","3,227","9,439","17,435","10,861","21,080","11,909","16,682","4,871","11,496","8,805","23,290"
2021년01월_계_연령구간인구수,"223,362","10,731","5,230","4,724","8,594","9,781","13,183","5,187","7,809","5,516","6,147","2,969","4,396","3,227","9,439","17,435","10,861","21,080","11,909","16,682","4,871","11,496","8,805","23,290"
2021년01월_계_0~9세,"18,041",474,224,163,591,"1,365",981,488,220,201,411,59,138,133,694,"1,829",979,"1,862",841,"1,301",417,"1,143",718,"2,809"
2021년01월_계_10~19세,"24,413",722,329,312,916,"1,142","1,524",467,422,345,610,134,212,237,"1,015","2,478","1,454","2,345","1,138","1,866",525,"1,602",935,"3,683"
2021년01월_계_20~29세,"27,029","1,111",532,401,"1,009","1,267","1,792",528,718,525,696,206,492,316,"1,140","1,803","1,166","2,458","2,161","2,594",553,"1,497","1,224","2,840"
2021년01월_계_30~39세,"25,452","1,011",452,364,886,"1,659","1,370",720,618,450,620,204,302,253,982,"2,134","1,185","2,522","1,610","1,973",551,"1,436","1,106","3,044"
2021년01월_계_40~49세,"37,260","1,385",698,640,"1,347","1,716","2,233",825,"1,020",730,953,404,529,433,"1,519","3,292","1,884","3,512","2,085","2,709",816,"2,152","1,501","4,877"
2021년01월_계_50~59세,"36,288","1,789",856,836,"1,441","1,213","2,355",806,"1,360",889,947,539,723,535,"1,633","2,500","1,630","3,434","1,972","3,092",771,"1,840","1,638","3,489"
2021년01월_계_60~69세,"29,062","2,096","1,076",858,"1,249",816,"1,613",688,"1,538","1,079","1,005",683,865,576,"1,377","1,799","1,404","2,761","1,241","1,946",666,"1,077",983,"1,666"
2021년01월_계_70~79세,"17,625","1,495",785,775,782,413,896,439,"1,304",925,647,502,742,502,744,"1,070",771,"1,474",572,795,390,494,471,637
2021년01월_계_80~89세,"7,150",568,233,331,325,162,374,203,504,337,239,202,348,212,303,471,337,608,251,359,157,225,202,199
2021년01월_계_90~99세,960,75,40,40,44,26,38,19,96,33,19,30,36,25,32,56,47,98,35,45,25,29,26,46
2021년01월_계_100세 이상,82,5,5,4,4,2,7,4,9,2,0,6,9,5,0,3,4,6,3,2,0,1,1,0
2021년01월_남_총인구수,"111,241","5,373","2,628","2,390","4,190","4,825","6,500","2,549","3,990","2,889","3,027","1,578","2,358","1,672","4,743","8,591","5,352","10,326","6,138","8,315","2,428","5,517","4,293","11,569"
2021년01월_남_연령구간인구수,"111,241","5,373","2,628","2,390","4,190","4,825","6,500","2,549","3,990","2,889","3,027","1,578","2,358","1,672","4,743","8,591","5,352","10,326","6,138","8,315","2,428","5,517","4,293","11,569"
2021년01월_남_0~9세,"9,299",257,119,75,285,713,515,264,106,100,214,27,72,62,386,943,532,981,437,659,198,570,347,"1,437"
2021년01월_남_10~19세,"12,485",351,168,157,475,579,779,232,217,179,289,72,115,115,509,"1,273",740,"1,195",633,981,286,783,503,"1,854"
2021년01월_남_20~29세,"14,614",621,313,218,536,641,"1,008",269,399,298,371,118,333,188,633,985,636,"1,302","1,088","1,392",283,777,636,"1,569"
2021년01월_남_30~39세,"13,112",581,246,219,477,817,723,357,355,265,337,128,186,154,523,"1,039",570,"1,324",875,"1,015",278,660,567,"1,416"
2021년01월_남_40~49세,"19,207",784,415,412,678,868,"1,105",438,596,458,518,262,361,253,817,"1,670",939,"1,723","1,100","1,312",426,980,747,"2,345"
2021년01월_남_50~59세,"18,234",927,439,472,689,596,"1,170",404,753,497,442,330,440,313,793,"1,228",777,"1,625","1,053","1,471",395,899,759,"1,762"
2021년01월_남_60~69세,"13,843",952,480,397,572,364,732,332,761,494,453,339,432,299,640,818,657,"1,334",617,997,328,520,469,856
2021년01월_남_70~79세,"7,821",670,366,319,363,196,360,187,590,435,305,216,310,213,330,457,363,657,260,354,181,225,188,276
2021년01월_남_80~89세,"2,412",212,76,107,106,48,99,62,189,151,95,80,101,69,107,159,133,166,67,126,49,95,69,46
2021년01월_남_90~99세,198,15,6,12,9,2,8,3,22,11,3,4,8,4,5,19,5,19,8,8,4,8,7,8
2021년01월_남_100세 이상,16,3,0,2,0,1,1,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0
2021년01월_여_총인구수,"112,121","5,358","2,602","2,334","4,404","4,956","6,683","2,638","3,819","2,627","3,120","1,391","2,038","1,555","4,696","8,844","5,509","10,754","5,771","8,367","2,443","5,979","4,512","11,721"
2021년01월_여_연령구간인구수,"112,121","5,358","2,602","2,334","4,404","4,956","6,683","2,638","3,819","2,627","3,120","1,391","2,038","1,555","4,696","8,844","5,509","10,754","5,771","8,367","2,443","5,979","4,512","11,721"
2021년01월_여_0~9세,"8,742",217,105,88,306,652,466,224,114,101,197,32,66,71,308,886,447,881,404,642,219,573,371,"1,372"
2021년01월_여_10~19세,"11,928",371,161,155,441,563,745,235,205,166,321,62,97,122,506,"1,205",714,"1,150",505,885,239,819,432,"1,829"
2021년01월_여_20~29세,"12,415",490,219,183,473,626,784,259,319,227,325,88,159,128,507,818,530,"1,156","1,073","1,202",270,720,588,"1,271"
2021년01월_여_30~39세,"12,340",430,206,145,409,842,647,363,263,185,283,76,116,99,459,"1,095",615,"1,198",735,958,273,776,539,"1,628"
2021년01월_여_40~49세,"18,053",601,283,228,669,848,"1,128",387,424,272,435,142,168,180,702,"1,622",945,"1,789",985,"1,397",390,"1,172",754,"2,532"
2021년01월_여_50~59세,"18,054",862,417,364,752,617,"1,185",402,607,392,505,209,283,222,840,"1,272",853,"1,809",919,"1,621",376,941,879,"1,727"
2021년01월_여_60~69세,"15,219","1,144",596,461,677,452,881,356,777,585,552,344,433,277,737,981,747,"1,427",624,949,338,557,514,810
2021년01월_여_70~79세,"9,804",825,419,456,419,217,536,252,714,490,342,286,432,289,414,613,408,817,312,441,209,269,283,361
2021년01월_여_80~89세,"4,738",356,157,224,219,114,275,141,315,186,144,122,247,143,196,312,204,442,184,233,108,130,133,153
2021년01월_여_90~99세,762,60,34,28,35,24,30,16,74,22,16,26,28,21,27,37,42,79,27,37,21,21,19,38
2021년01월_여_100세 이상,66,2,5,2,4,1,6,3,7,1,0,4,9,3,0,3,4,6,3,2,0,1,0,0
2021년02월_계_총인구수,"222,809","10,701","5,212","4,757","8,573","9,757","13,108","5,180","7,814","5,490","6,141","2,952","4,357","3,200","9,380","17,422","10,843","21,191","11,903","16,639","4,850","11,496","8,665","23,178"
2021년02월_계_연령구간인구수,"222,809","10,701","5,212","4,757","8,573","9,757","13,108","5,180","7,814","5,490","6,141","2,952","4,357","3,200","9,380","17,422","10,843","21,191","11,903","16,639","4,850","11,496","8,665","23,178"
2021년02월_계_0~9세,"17,837",461,219,161,591,"1,356",955,477,218,188,407,58,134,131,684,"1,814",980,"1,856",827,"1,298",413,"1,143",699,"2,767"
2021년02월_계_10~19세,"24,272",722,319,323,906,"1,144","1,519",476,419,340,615,132,213,231,"1,013","2,480","1,444","2,352","1,140","1,832",518,"1,584",905,"3,645"
2021년02월_계_20~29세,"26,997","1,097",531,412,"1,011","1,247","1,773",520,723,530,689,207,476,314,"1,119","1,802","1,167","2,470","2,187","2,604",550,"1,510","1,216","2,842"
2021년02월_계_30~39세,"25,198","1,006",448,369,870,"1,654","1,352",708,614,447,615,199,297,250,963,"2,103","1,168","2,509","1,589","1,942",555,"1,442","1,077","3,021"
2021년02월_계_40~49세,"37,171","1,390",697,642,"1,336","1,716","2,222",832,"1,025",724,962,401,516,429,"1,515","3,308","1,887","3,536","2,073","2,695",808,"2,145","1,464","4,848"
2021년02월_계_50~59세,"36,284","1,782",856,840,"1,442","1,218","2,343",807,"1,355",876,938,535,720,531,"1,625","2,514","1,624","3,461","1,973","3,115",767,"1,843","1,628","3,491"
2021년02월_계_60~69세,"29,141","2,097","1,076",860,"1,257",816,"1,624",690,"1,539","1,079","1,005",682,868,570,"1,375","1,802","1,412","2,798","1,248","1,946",667,"1,076",975,"1,679"
2021년02월_계_70~79세,"17,639","1,498",789,768,784,415,900,441,"1,298",930,654,500,735,503,748,"1,051",773,"1,485",575,801,387,495,469,640
2021년02월_계_80~89세,"7,215",567,232,337,327,162,374,207,515,341,234,205,351,211,308,486,338,620,247,360,159,229,205,200
2021년02월_계_90~99세,973,76,40,41,45,27,39,18,99,33,22,27,38,25,30,59,46,98,41,44,26,28,26,45
2021년02월_계_100세 이상,82,5,5,4,4,2,7,4,9,2,0,6,9,5,0,3,4,6,3,2,0,1,1,0
2021년02월_남_총인구수,"110,972","5,360","2,620","2,410","4,165","4,809","6,459","2,554","3,993","2,878","3,019","1,567","2,340","1,659","4,713","8,579","5,349","10,379","6,116","8,288","2,419","5,514","4,233","11,549"
2021년02월_남_연령구간인구수,"110,972","5,360","2,620","2,410","4,165","4,809","6,459","2,554","3,993","2,878","3,019","1,567","2,340","1,659","4,713","8,579","5,349","10,379","6,116","8,288","2,419","5,514","4,233","11,549"
2021년02월_남_0~9세,"9,202",246,118,76,284,707,499,260,107,92,211,26,70,61,384,929,533,975,428,657,198,572,342,"1,427"
2021년02월_남_10~19세,"12,442",358,166,163,468,581,781,238,216,181,291,71,116,113,504,"1,271",738,"1,201",637,960,285,779,490,"1,834"
2021년02월_남_20~29세,"14,575",609,308,225,528,629,995,267,407,302,366,119,327,183,622,992,638,"1,311","1,090","1,393",282,776,633,"1,573"
2021년02월_남_30~39세,"13,004",578,246,224,468,817,710,352,353,266,333,127,184,153,518,"1,020",565,"1,320",859,"1,000",279,662,554,"1,416"
2021년02월_남_40~49세,"19,151",789,413,410,673,862,"1,098",443,596,453,522,260,351,254,812,"1,677",938,"1,728","1,098","1,306",421,976,736,"2,335"
2021년02월_남_50~59세,"18,241",929,438,474,690,600,"1,166",405,748,489,437,326,440,312,793,"1,232",777,"1,650","1,046","1,477",391,902,750,"1,769"
2021년02월_남_60~69세,"13,888",951,486,399,573,365,741,334,763,493,454,337,436,296,637,826,656,"1,345",623,"1,001",329,519,461,863
2021년02월_남_70~79세,"7,805",667,363,317,366,197,358,187,587,438,309,215,305,213,330,449,363,654,260,360,179,225,186,277
2021년02월_남_80~89세,"2,436",213,76,107,104,48,102,64,191,152,92,80,102,68,108,163,136,173,65,126,51,95,73,47
2021년02월_남_90~99세,212,17,6,13,11,2,8,3,23,11,4,4,9,4,5,20,5,22,10,8,4,8,7,8
2021년02월_남_100세 이상,16,3,0,2,0,1,1,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0
2021년02월_여_총인구수,"111,837","5,341","2,592","2,347","4,408","4,948","6,649","2,626","3,821","2,612","3,122","1,385","2,017","1,541","4,667","8,843","5,494","10,812","5,787","8,351","2,431","5,982","4,432","11,629"
2021년02월_여_연령구간인구수,"111,837","5,341","2,592","2,347","4,408","4,948","6,649","2,626","3,821","2,612","3,122","1,385","2,017","1,541","4,667","8,843","5,494","10,812","5,787","8,351","2,431","5,982","4,432","11,629"
2021년02월_여_0~9세,"8,635",215,101,85,307,649,456,217,111,96,196,32,64,70,300,885,447,881,399,641,215,571,357,"1,340"
2021년02월_여_10~19세,"11,830",364,153,160,438,563,738,238,203,159,324,61,97,118,509,"1,209",706,"1,151",503,872,233,805,415,"1,811"
2021년02월_여_20~29세,"12,422",488,223,187,483,618,778,253,316,228,323,88,149,131,497,810,529,"1,159","1,097","1,211",268,734,583,"1,269"
2021년02월_여_30~39세,"12,194",428,202,145,402,837,642,356,261,181,282,72,113,97,445,"1,083",603,"1,189",730,942,276,780,523,"1,605"
2021년02월_여_40~49세,"18,020",601,284,232,663,854,"1,124",389,429,271,440,141,165,175,703,"1,631",949,"1,808",975,"1,389",387,"1,169",728,"2,513"
2021년02월_여_50~59세,"18,043",853,418,366,752,618,"1,177",402,607,387,501,209,280,219,832,"1,282",847,"1,811",927,"1,638",376,941,878,"1,722"
2021년02월_여_60~69세,"15,253","1,146",590,461,684,451,883,356,776,586,551,345,432,274,738,976,756,"1,453",625,945,338,557,514,816
2021년02월_여_70~79세,"9,834",831,426,451,418,218,542,254,711,492,345,285,430,290,418,602,410,831,315,441,208,270,283,363
2021년02월_여_80~89세,"4,779",354,156,230,223,114,272,143,324,189,142,125,249,143,200,323,202,447,182,234,108,134,132,153
2021년02월_여_90~99세,761,59,34,28,34,25,31,15,76,22,18,23,29,21,25,39,41,76,31,36,22,20,19,37
2021년02월_여_100세 이상,66,2,5,2,4,1,6,3,7,1,0,4,9,3,0,3,4,6,3,2,0,1,0,0
2021년03월_계_총인구수,"221,463","10,601","5,146","4,771","8,524","9,717","12,998","5,092","7,696","5,438","6,109","2,877","4,208","3,130","9,328","17,352","10,831","21,274","11,874","16,574","4,807","11,440","8,537","23,139"
2021년03월_계_연령구간인구수,"221,463","10,601","5,146","4,771","8,524","9,717","12,998","5,092","7,696","5,438","6,109","2,877","4,208","3,130","9,328","17,352","10,831","21,274","11,874","16,574","4,807","11,440","8,537","23,139"
2021년03월_계_0~9세,"17,614",451,218,166,587,"1,344",944,465,208,188,405,56,132,134,671,"1,795",973,"1,834",805,"1,283",402,"1,141",678,"2,734"
2021년03월_계_10~19세,"24,145",717,312,325,908,"1,138","1,503",478,414,330,606,133,203,225,"1,000","2,464","1,452","2,389","1,138","1,828",508,"1,567",874,"3,633"
2021년03월_계_20~29세,"26,899","1,083",517,415,995,"1,244","1,755",526,715,521,691,203,468,305,"1,105","1,797","1,166","2,491","2,189","2,595",547,"1,493","1,212","2,866"
2021년03월_계_30~39세,"24,876",981,445,372,867,"1,637","1,325",687,592,441,609,197,278,245,952,"2,063","1,155","2,489","1,581","1,925",543,"1,427","1,069","2,996"
2021년03월_계_40~49세,"36,915","1,373",689,646,"1,315","1,715","2,204",813,994,705,946,385,495,415,"1,515","3,320","1,895","3,557","2,049","2,698",796,"2,140","1,427","4,823"
2021년03월_계_50~59세,"36,053","1,773",845,830,"1,439","1,216","2,334",797,"1,329",869,943,516,685,508,"1,624","2,502","1,612","3,456","1,966","3,092",772,"1,841","1,607","3,497"
2021년03월_계_60~69세,"29,125","2,086","1,062",864,"1,256",816,"1,622",683,"1,527","1,074",993,667,840,569,"1,367","1,814","1,417","2,835","1,268","1,951",663,"1,080",968,"1,703"
2021년03월_계_70~79세,"17,589","1,492",788,766,779,418,902,420,"1,294",930,657,489,722,495,753,"1,050",768,"1,503",585,790,386,494,471,637
2021년03월_계_80~89세,"7,252",569,230,340,331,163,371,205,522,343,237,205,347,213,310,485,345,624,250,364,163,225,205,205
2021년03월_계_90~99세,959,74,39,43,46,25,38,16,96,35,22,26,36,21,31,60,44,93,40,46,27,31,25,45
2021년03월_계_100세 이상,36,2,1,4,1,1,0,2,5,2,0,0,2,0,0,2,4,3,3,2,0,1,1,0
2021년03월_남_총인구수,"110,341","5,329","2,592","2,428","4,132","4,791","6,409","2,519","3,931","2,858","2,997","1,537","2,268","1,632","4,687","8,526","5,343","10,428","6,099","8,255","2,398","5,472","4,166","11,544"
2021년03월_남_연령구간인구수,"110,341","5,329","2,592","2,428","4,132","4,791","6,409","2,519","3,931","2,858","2,997","1,537","2,268","1,632","4,687","8,526","5,343","10,428","6,099","8,255","2,398","5,472","4,166","11,544"
2021년03월_남_0~9세,"9,082",243,119,80,280,696,492,255,104,92,208,25,68,62,375,911,532,966,423,649,189,570,332,"1,411"
2021년03월_남_10~19세,"12,391",356,164,165,469,580,771,240,213,176,292,73,111,110,495,"1,266",739,"1,224",632,959,281,772,466,"1,837"
2021년03월_남_20~29세,"14,552",610,300,235,510,633,987,270,398,300,361,116,320,184,622,986,640,"1,325","1,094","1,399",281,762,633,"1,586"
2021년03월_남_30~39세,"12,863",566,243,226,469,803,703,345,347,263,326,128,180,153,513,"1,002",557,"1,314",851,981,279,650,553,"1,411"
2021년03월_남_40~49세,"19,002",783,409,410,664,860,"1,093",432,582,444,513,254,333,248,808,"1,675",947,"1,732","1,082","1,306",411,976,717,"2,323"
2021년03월_남_50~59세,"18,140",925,439,470,688,597,"1,159",396,733,484,444,318,427,299,791,"1,224",771,"1,656","1,041","1,471",398,893,744,"1,772"
2021년03월_남_60~69세,"13,867",947,477,405,567,373,739,331,757,496,448,330,423,298,634,827,652,"1,356",635,999,324,523,454,872
2021년03월_남_70~79세,"7,789",670,361,314,369,196,356,182,582,438,308,209,299,210,336,452,361,662,266,354,178,223,185,278
2021년03월_남_80~89세,"2,441",213,74,106,106,50,101,65,192,152,93,80,99,66,108,163,139,172,65,128,54,95,74,46
2021년03월_남_90~99세,208,16,6,15,10,2,8,3,22,12,4,4,8,2,5,20,5,21,10,9,3,8,7,8
2021년03월_남_100세 이상,6,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021년03월_여_총인구수,"111,122","5,272","2,554","2,343","4,392","4,926","6,589","2,573","3,765","2,580","3,112","1,340","1,940","1,498","4,641","8,826","5,488","10,846","5,775","8,319","2,409","5,968","4,371","11,595"
2021년03월_여_연령구간인구수,"111,122","5,272","2,554","2,343","4,392","4,926","6,589","2,573","3,765","2,580","3,112","1,340","1,940","1,498","4,641","8,826","5,488","10,846","5,775","8,319","2,409","5,968","4,371","11,595"
2021년03월_여_0~9세,"8,532",208,99,86,307,648,452,210,104,96,197,31,64,72,296,884,441,868,382,634,213,571,346,"1,323"
2021년03월_여_10~19세,"11,754",361,148,160,439,558,732,238,201,154,314,60,92,115,505,"1,198",713,"1,165",506,869,227,795,408,"1,796"
2021년03월_여_20~29세,"12,347",473,217,180,485,611,768,256,317,221,330,87,148,121,483,811,526,"1,166","1,095","1,196",266,731,579,"1,280"
2021년03월_여_30~39세,"12,013",415,202,146,398,834,622,342,245,178,283,69,98,92,439,"1,061",598,"1,175",730,944,264,777,516,"1,585"
2021년03월_여_40~49세,"17,913",590,280,236,651,855,"1,111",381,412,261,433,131,162,167,707,"1,645",948,"1,825",967,"1,392",385,"1,164",710,"2,500"
2021년03월_여_50~59세,"17,913",848,406,360,751,619,"1,175",401,596,385,499,198,258,209,833,"1,278",841,"1,800",925,"1,621",374,948,863,"1,725"
