카테고리,대전광역시 중구,대전광역시 중구 은행선화동,대전광역시 중구 목동,대전광역시 중구 중촌동,대전광역시 중구 대흥동,대전광역시 중구 문창동,대전광역시 중구 석교동,대전광역시 중구 대사동,대전광역시 중구 부사동,대전광역시 중구 용두동,대전광역시 중구 오류동,대전광역시 중구 태평1동,대전광역시 중구 태평2동,대전광역시 중구 유천1동,대전광역시 중구 유천2동,대전광역시 중구 문화1동,대전광역시 중구 문화2동,대전광역시 중구 산성동
2020년08월_계_총인구수,"237,792","16,527","14,737","13,665","14,164","4,800","16,042","5,510","6,875","9,885","10,518","13,777","26,583","6,746","13,971","22,978","12,967","28,047"
2020년08월_계_연령구간인구수,"237,792","16,527","14,737","13,665","14,164","4,800","16,042","5,510","6,875","9,885","10,518","13,777","26,583","6,746","13,971","22,978","12,967","28,047"
2020년08월_계_0~9세,"15,783",936,"1,552",780,"1,001",179,760,185,314,548,671,"1,263","2,042",352,918,"1,998",658,"1,626"
2020년08월_계_10~19세,"22,382","1,051","2,441","1,291","1,118",300,"1,184",261,476,768,788,"1,665","3,194",363,"1,037","2,942","1,136","2,367"
2020년08월_계_20~29세,"31,235","2,867","1,625","1,676","2,425",508,"1,857",990,777,"1,836","1,509","1,527","3,093",874,"1,802","2,844","1,609","3,416"
2020년08월_계_30~39세,"26,818","2,487","1,601","1,408","1,995",480,"1,656",596,672,"1,274","1,309","1,638","2,514",899,"1,632","2,555","1,306","2,796"
2020년08월_계_40~49세,"37,456","2,557","3,264","2,201","2,151",609,"2,143",632,939,"1,456","1,520","2,509","4,538",967,"1,952","4,048","1,907","4,063"
2020년08월_계_50~59세,"40,068","2,733","2,069","2,441","2,049",869,"2,916",948,"1,295","1,508","1,717","2,202","4,477","1,228","2,281","3,526","2,441","5,368"
2020년08월_계_60~69세,"33,100","2,177","1,158","2,041","1,797",860,"2,892",889,"1,197","1,172","1,406","1,511","3,430","1,150","2,215","2,519","1,969","4,717"
2020년08월_계_70~79세,"20,533","1,142",684,"1,179","1,075",651,"1,872",641,767,865,963,"1,008","2,173",624,"1,430","1,695","1,233","2,531"
2020년08월_계_80~89세,"9,078",487,301,566,461,302,673,317,366,399,548,411,973,253,612,749,641,"1,019"
2020년08월_계_90~99세,"1,256",83,37,78,85,39,82,44,68,52,86,43,140,34,85,98,64,138
2020년08월_계_100세 이상,83,7,5,4,7,3,7,7,4,7,1,0,9,2,7,4,3,6
2020년08월_남_총인구수,"117,413","8,561","7,053","6,615","6,977","2,513","8,086","2,723","3,451","4,734","4,953","6,688","12,808","3,576","6,852","11,119","6,346","14,358"
2020년08월_남_연령구간인구수,"117,413","8,561","7,053","6,615","6,977","2,513","8,086","2,723","3,451","4,734","4,953","6,688","12,808","3,576","6,852","11,119","6,346","14,358"
2020년08월_남_0~9세,"8,082",451,775,382,538,100,394,114,180,266,333,674,"1,044",195,460,"1,033",327,816
2020년08월_남_10~19세,"11,504",541,"1,202",688,606,167,596,145,246,338,387,825,"1,632",215,544,"1,516",609,"1,247"
2020년08월_남_20~29세,"16,050","1,374",816,884,"1,104",280,"1,013",457,405,853,757,777,"1,653",488,912,"1,435",912,"1,930"
2020년08월_남_30~39세,"13,818","1,349",713,739,991,283,955,341,380,672,641,781,"1,201",494,868,"1,199",713,"1,498"
2020년08월_남_40~49세,"18,999","1,451","1,527","1,109","1,149",354,"1,147",351,507,747,723,"1,206","2,127",566,995,"1,904",953,"2,183"
2020년08월_남_50~59세,"20,216","1,521","1,105","1,191","1,054",508,"1,458",485,646,778,830,"1,109","2,176",647,"1,102","1,738","1,172","2,696"
2020년08월_남_60~69세,"15,762","1,134",507,918,862,428,"1,393",407,572,555,642,725,"1,554",576,"1,017","1,201",922,"2,349"
2020년08월_남_70~79세,"9,223",539,281,495,466,280,860,277,352,368,418,438,"1,009",287,680,749,508,"1,216"
2020년08월_남_80~89세,"3,434",175,120,187,182,103,253,132,145,142,204,146,372,101,249,321,217,385
2020년08월_남_90~99세,305,23,6,22,23,9,17,11,16,11,18,7,39,7,23,22,13,38
2020년08월_남_100세 이상,20,3,1,0,2,1,0,3,2,4,0,0,1,0,2,1,0,0
2020년08월_여_총인구수,"120,379","7,966","7,684","7,050","7,187","2,287","7,956","2,787","3,424","5,151","5,565","7,089","13,775","3,170","7,119","11,859","6,621","13,689"
2020년08월_여_연령구간인구수,"120,379","7,966","7,684","7,050","7,187","2,287","7,956","2,787","3,424","5,151","5,565","7,089","13,775","3,170","7,119","11,859","6,621","13,689"
2020년08월_여_0~9세,"7,701",485,777,398,463,79,366,71,134,282,338,589,998,157,458,965,331,810
2020년08월_여_10~19세,"10,878",510,"1,239",603,512,133,588,116,230,430,401,840,"1,562",148,493,"1,426",527,"1,120"
2020년08월_여_20~29세,"15,185","1,493",809,792,"1,321",228,844,533,372,983,752,750,"1,440",386,890,"1,409",697,"1,486"
2020년08월_여_30~39세,"13,000","1,138",888,669,"1,004",197,701,255,292,602,668,857,"1,313",405,764,"1,356",593,"1,298"
2020년08월_여_40~49세,"18,457","1,106","1,737","1,092","1,002",255,996,281,432,709,797,"1,303","2,411",401,957,"2,144",954,"1,880"
2020년08월_여_50~59세,"19,852","1,212",964,"1,250",995,361,"1,458",463,649,730,887,"1,093","2,301",581,"1,179","1,788","1,269","2,672"
2020년08월_여_60~69세,"17,338","1,043",651,"1,123",935,432,"1,499",482,625,617,764,786,"1,876",574,"1,198","1,318","1,047","2,368"
2020년08월_여_70~79세,"11,310",603,403,684,609,371,"1,012",364,415,497,545,570,"1,164",337,750,946,725,"1,315"
2020년08월_여_80~89세,"5,644",312,181,379,279,199,420,185,221,257,344,265,601,152,363,428,424,634
2020년08월_여_90~99세,951,60,31,56,62,30,65,33,52,41,68,36,101,27,62,76,51,100
2020년08월_여_100세 이상,63,4,4,4,5,2,7,4,2,3,1,0,8,2,5,3,3,6
2020년09월_계_총인구수,"237,425","16,460","14,763","13,606","14,203","4,792","16,029","5,527","6,837","9,794","10,502","13,748","26,558","6,702","13,958","22,990","12,923","28,033"
2020년09월_계_연령구간인구수,"237,425","16,460","14,763","13,606","14,203","4,792","16,029","5,527","6,837","9,794","10,502","13,748","26,558","6,702","13,958","22,990","12,923","28,033"
2020년09월_계_0~9세,"15,615",930,"1,541",768,989,173,748,180,309,532,660,"1,233","2,028",349,917,"1,996",654,"1,608"
2020년09월_계_10~19세,"22,312","1,041","2,444","1,267","1,135",302,"1,172",262,467,762,785,"1,674","3,194",359,"1,027","2,935","1,119","2,367"
2020년09월_계_20~29세,"31,157","2,844","1,637","1,667","2,430",507,"1,857","1,002",771,"1,829","1,509","1,520","3,090",859,"1,802","2,845","1,590","3,398"
2020년09월_계_30~39세,"26,694","2,477","1,591","1,398","1,990",482,"1,655",600,670,"1,267","1,298","1,610","2,492",904,"1,634","2,543","1,303","2,780"
2020년09월_계_40~49세,"37,380","2,548","3,268","2,192","2,176",612,"2,122",626,936,"1,442","1,510","2,506","4,518",960,"1,947","4,057","1,893","4,067"
2020년09월_계_50~59세,"40,015","2,722","2,096","2,435","2,047",861,"2,908",950,"1,295","1,489","1,722","2,214","4,488","1,216","2,267","3,531","2,412","5,362"
2020년09월_계_60~69세,"33,236","2,192","1,155","2,044","1,809",866,"2,910",891,"1,189","1,167","1,412","1,519","3,444","1,150","2,218","2,527","1,999","4,744"
2020년09월_계_70~79세,"20,549","1,141",682,"1,191","1,067",646,"1,878",646,758,848,971,"1,008","2,188",617,"1,443","1,696","1,236","2,533"
2020년09월_계_80~89세,"9,117",477,306,563,466,302,685,318,369,398,550,419,967,251,610,759,649,"1,028"
2020년09월_계_90~99세,"1,265",80,38,75,87,38,87,45,69,53,83,45,142,35,86,97,65,140
2020년09월_계_100세 이상,85,8,5,6,7,3,7,7,4,7,2,0,7,2,7,4,3,6
2020년09월_남_총인구수,"117,205","8,545","7,064","6,589","6,995","2,502","8,059","2,728","3,437","4,688","4,951","6,684","12,784","3,549","6,847","11,126","6,319","14,338"
2020년09월_남_연령구간인구수,"117,205","8,545","7,064","6,589","6,995","2,502","8,059","2,728","3,437","4,688","4,951","6,684","12,784","3,549","6,847","11,126","6,319","14,338"
2020년09월_남_0~9세,"7,983",454,764,376,531,98,385,111,176,258,326,661,"1,030",193,464,"1,031",323,802
2020년09월_남_10~19세,"11,492",529,"1,208",674,617,169,592,146,242,337,387,830,"1,639",210,538,"1,519",607,"1,248"
2020년09월_남_20~29세,"15,993","1,357",823,883,"1,107",274,"1,012",461,404,840,757,781,"1,645",481,908,"1,437",900,"1,923"
2020년09월_남_30~39세,"13,730","1,353",704,732,989,277,950,344,378,667,638,769,"1,188",498,867,"1,185",711,"1,480"
2020년09월_남_40~49세,"18,966","1,448","1,530","1,101","1,165",356,"1,132",344,504,737,723,"1,201","2,120",559,999,"1,911",952,"2,184"
2020년09월_남_50~59세,"20,212","1,535","1,124","1,194","1,051",507,"1,445",489,653,775,828,"1,118","2,178",644,"1,093","1,737","1,147","2,694"
2020년09월_남_60~69세,"15,833","1,137",500,921,868,426,"1,402",409,565,556,650,729,"1,561",576,"1,017","1,210",936,"2,370"
2020년09월_남_70~79세,"9,219",536,282,498,459,281,864,277,348,359,421,439,"1,016",282,686,750,509,"1,212"
2020년09월_남_80~89세,"3,453",170,122,188,183,105,260,132,149,143,204,147,369,99,249,323,221,389
2020년09월_남_90~99세,302,22,6,21,23,8,17,12,16,12,17,9,37,7,24,22,13,36
2020년09월_남_100세 이상,22,4,1,1,2,1,0,3,2,4,0,0,1,0,2,1,0,0
2020년09월_여_총인구수,"120,220","7,915","7,699","7,017","7,208","2,290","7,970","2,799","3,400","5,106","5,551","7,064","13,774","3,153","7,111","11,864","6,604","13,695"
2020년09월_여_연령구간인구수,"120,220","7,915","7,699","7,017","7,208","2,290","7,970","2,799","3,400","5,106","5,551","7,064","13,774","3,153","7,111","11,864","6,604","13,695"
2020년09월_여_0~9세,"7,632",476,777,392,458,75,363,69,133,274,334,572,998,156,453,965,331,806
2020년09월_여_10~19세,"10,820",512,"1,236",593,518,133,580,116,225,425,398,844,"1,555",149,489,"1,416",512,"1,119"
2020년09월_여_20~29세,"15,164","1,487",814,784,"1,323",233,845,541,367,989,752,739,"1,445",378,894,"1,408",690,"1,475"
2020년09월_여_30~39세,"12,964","1,124",887,666,"1,001",205,705,256,292,600,660,841,"1,304",406,767,"1,358",592,"1,300"
2020년09월_여_40~49세,"18,414","1,100","1,738","1,091","1,011",256,990,282,432,705,787,"1,305","2,398",401,948,"2,146",941,"1,883"
2020년09월_여_50~59세,"19,803","1,187",972,"1,241",996,354,"1,463",461,642,714,894,"1,096","2,310",572,"1,174","1,794","1,265","2,668"
2020년09월_여_60~69세,"17,403","1,055",655,"1,123",941,440,"1,508",482,624,611,762,790,"1,883",574,"1,201","1,317","1,063","2,374"
2020년09월_여_70~79세,"11,330",605,400,693,608,365,"1,014",369,410,489,550,569,"1,172",335,757,946,727,"1,321"
2020년09월_여_80~89세,"5,664",307,184,375,283,197,425,186,220,255,346,272,598,152,361,436,428,639
2020년09월_여_90~99세,963,58,32,54,64,30,70,33,53,41,66,36,105,28,62,75,52,104
2020년09월_여_100세 이상,63,4,4,5,5,2,7,4,2,3,2,0,6,2,5,3,3,6
2020년10월_계_총인구수,"236,825","16,324","14,757","13,569","14,162","4,815","16,010","5,517","6,825","9,739","10,492","13,662","26,483","6,699","13,948","22,915","12,965","27,943"
2020년10월_계_연령구간인구수,"236,825","16,324","14,757","13,569","14,162","4,815","16,010","5,517","6,825","9,739","10,492","13,662","26,483","6,699","13,948","22,915","12,965","27,943"
2020년10월_계_0~9세,"15,483",925,"1,528",762,980,179,731,170,303,529,658,"1,218","2,016",340,924,"1,982",648,"1,590"
2020년10월_계_10~19세,"22,176","1,016","2,454","1,259","1,121",310,"1,166",267,473,750,783,"1,645","3,177",354,"1,005","2,922","1,126","2,348"
2020년10월_계_20~29세,"31,106","2,834","1,639","1,656","2,425",507,"1,859",995,768,"1,817","1,512","1,525","3,076",875,"1,805","2,844","1,592","3,377"
2020년10월_계_30~39세,"26,476","2,443","1,579","1,382","1,980",482,"1,649",597,661,"1,264","1,297","1,590","2,466",889,"1,627","2,515","1,296","2,759"
2020년10월_계_40~49세,"37,232","2,533","3,268","2,177","2,174",615,"2,115",626,934,"1,434","1,497","2,488","4,490",953,"1,941","4,031","1,896","4,060"
2020년10월_계_50~59세,"39,925","2,700","2,085","2,433","2,044",865,"2,883",948,"1,281","1,490","1,735","2,210","4,496","1,226","2,260","3,522","2,426","5,321"
2020년10월_계_60~69세,"33,355","2,184","1,162","2,048","1,810",864,"2,947",896,"1,200","1,156","1,407","1,513","3,447","1,161","2,225","2,545","2,021","4,769"
2020년10월_계_70~79세,"20,581","1,131",695,"1,204","1,068",648,"1,876",646,767,839,970,"1,007","2,192",617,"1,458","1,688","1,230","2,545"
2020년10월_계_80~89세,"9,128",471,303,565,464,304,688,322,364,399,546,422,973,249,609,763,657,"1,029"
2020년10월_계_90~99세,"1,279",79,39,77,89,38,89,43,70,54,85,44,144,33,87,99,70,139
2020년10월_계_100세 이상,84,8,5,6,7,3,7,7,4,7,2,0,6,2,7,4,3,6
2020년10월_남_총인구수,"116,865","8,461","7,061","6,582","6,983","2,517","8,040","2,721","3,429","4,663","4,941","6,637","12,735","3,550","6,842","11,095","6,330","14,278"
2020년10월_남_연령구간인구수,"116,865","8,461","7,061","6,582","6,983","2,517","8,040","2,721","3,429","4,663","4,941","6,637","12,735","3,550","6,842","11,095","6,330","14,278"
2020년10월_남_0~9세,"7,908",449,765,378,526,102,372,106,168,257,321,652,"1,023",189,463,"1,025",321,791
2020년10월_남_10~19세,"11,427",514,"1,207",670,613,173,592,150,248,332,387,813,"1,630",205,534,"1,522",604,"1,233"
2020년10월_남_20~29세,"15,946","1,354",827,882,"1,107",273,"1,006",451,402,833,762,784,"1,636",490,902,"1,431",902,"1,904"
2020년10월_남_30~39세,"13,602","1,326",691,729,983,275,946,346,373,668,637,764,"1,172",486,861,"1,172",708,"1,465"
2020년10월_남_40~49세,"18,894","1,439","1,533","1,092","1,162",359,"1,123",345,504,736,713,"1,191","2,102",557,"1,002","1,898",950,"2,188"
2020년10월_남_50~59세,"20,200","1,523","1,114","1,194","1,056",513,"1,434",491,649,774,835,"1,117","2,182",648,"1,095","1,736","1,156","2,683"
2020년10월_남_60~69세,"15,883","1,132",508,921,870,426,"1,425",408,567,550,652,720,"1,565",584,"1,019","1,222",943,"2,371"
2020년10월_남_70~79세,"9,227",532,289,506,459,280,861,277,354,355,416,439,"1,017",285,688,740,509,"1,220"
2020년10월_남_80~89세,"3,449",166,119,188,182,107,261,134,146,143,200,148,371,99,250,325,224,386
2020년10월_남_90~99세,308,22,7,21,23,8,20,10,16,11,18,9,37,7,26,23,13,37
2020년10월_남_100세 이상,21,4,1,1,2,1,0,3,2,4,0,0,0,0,2,1,0,0
2020년10월_여_총인구수,"119,960","7,863","7,696","6,987","7,179","2,298","7,970","2,796","3,396","5,076","5,551","7,025","13,748","3,149","7,106","11,820","6,635","13,665"
2020년10월_여_연령구간인구수,"119,960","7,863","7,696","6,987","7,179","2,298","7,970","2,796","3,396","5,076","5,551","7,025","13,748","3,149","7,106","11,820","6,635","13,665"
2020년10월_여_0~9세,"7,575",476,763,384,454,77,359,64,135,272,337,566,993,151,461,957,327,799
2020년10월_여_10~19세,"10,749",502,"1,247",589,508,137,574,117,225,418,396,832,"1,547",149,471,"1,400",522,"1,115"
2020년10월_여_20~29세,"15,160","1,480",812,774,"1,318",234,853,544,366,984,750,741,"1,440",385,903,"1,413",690,"1,473"
2020년10월_여_30~39세,"12,874","1,117",888,653,997,207,703,251,288,596,660,826,"1,294",403,766,"1,343",588,"1,294"
2020년10월_여_40~49세,"18,338","1,094","1,735","1,085","1,012",256,992,281,430,698,784,"1,297","2,388",396,939,"2,133",946,"1,872"
2020년10월_여_50~59세,"19,725","1,177",971,"1,239",988,352,"1,449",457,632,716,900,"1,093","2,314",578,"1,165","1,786","1,270","2,638"
2020년10월_여_60~69세,"17,472","1,052",654,"1,127",940,438,"1,522",488,633,606,755,793,"1,882",577,"1,206","1,323","1,078","2,398"
2020년10월_여_70~79세,"11,354",599,406,698,609,368,"1,015",369,413,484,554,568,"1,175",332,770,948,721,"1,325"
2020년10월_여_80~89세,"5,679",305,184,377,282,197,427,188,218,256,346,274,602,150,359,438,433,643
2020년10월_여_90~99세,971,57,32,56,66,30,69,33,54,43,67,35,107,26,61,76,57,102
2020년10월_여_100세 이상,63,4,4,5,5,2,7,4,2,3,2,0,6,2,5,3,3,6
2020년11월_계_총인구수,"236,492","16,253","14,759","13,501","14,149","4,798","15,985","5,517","6,813","9,726","10,457","13,688","26,432","6,685","13,909","22,909","12,932","27,979"
2020년11월_계_연령구간인구수,"236,492","16,253","14,759","13,501","14,149","4,798","15,985","5,517","6,813","9,726","10,457","13,688","26,432","6,685","13,909","22,909","12,932","27,979"
2020년11월_계_0~9세,"15,356",907,"1,533",754,960,176,724,173,303,525,643,"1,213","1,989",343,922,"1,973",653,"1,565"
2020년11월_계_10~19세,"22,141","1,019","2,453","1,245","1,123",307,"1,164",268,470,741,779,"1,647","3,179",353,"1,002","2,912","1,113","2,366"
2020년11월_계_20~29세,"31,102","2,822","1,641","1,654","2,438",506,"1,853",997,769,"1,834","1,508","1,536","3,062",868,"1,803","2,864","1,578","3,369"
2020년11월_계_30~39세,"26,290","2,436","1,566","1,362","1,970",475,"1,633",593,662,"1,258","1,290","1,571","2,451",884,"1,626","2,480","1,279","2,754"
2020년11월_계_40~49세,"37,105","2,513","3,261","2,161","2,175",605,"2,119",617,924,"1,423","1,487","2,497","4,473",961,"1,932","4,034","1,884","4,039"
2020년11월_계_50~59세,"39,911","2,688","2,097","2,410","2,046",859,"2,862",945,"1,270","1,496","1,741","2,224","4,494","1,200","2,242","3,542","2,445","5,350"
2020년11월_계_60~69세,"33,454","2,171","1,163","2,063","1,802",871,"2,969",908,"1,208","1,153","1,411","1,515","3,451","1,169","2,220","2,552","2,028","4,800"
2020년11월_계_70~79세,"20,610","1,135",695,"1,206","1,074",648,"1,872",642,770,839,972,"1,013","2,201",614,"1,464","1,680","1,224","2,561"
2020년11월_계_80~89세,"9,170",476,307,562,467,310,695,324,363,397,541,428,982,257,603,767,658,"1,033"
2020년11월_계_90~99세,"1,269",79,38,78,86,37,87,43,69,54,84,44,144,34,88,101,67,136
2020년11월_계_100세 이상,84,7,5,6,8,4,7,7,5,6,1,0,6,2,7,4,3,6
2020년11월_남_총인구수,"116,718","8,411","7,059","6,558","6,989","2,511","8,034","2,724","3,424","4,664","4,930","6,640","12,707","3,544","6,836","11,089","6,304","14,294"
2020년11월_남_연령구간인구수,"116,718","8,411","7,059","6,558","6,989","2,511","8,034","2,724","3,424","4,664","4,930","6,640","12,707","3,544","6,836","11,089","6,304","14,294"
2020년11월_남_0~9세,"7,856",437,770,371,518,100,369,107,170,256,312,653,"1,017",188,463,"1,022",318,785
2020년11월_남_10~19세,"11,409",517,"1,208",666,611,171,591,150,246,335,384,817,"1,624",203,531,"1,517",592,"1,246"
2020년11월_남_20~29세,"15,946","1,349",824,883,"1,110",275,"1,004",453,402,841,764,779,"1,629",491,907,"1,437",896,"1,902"
2020년11월_남_30~39세,"13,515","1,316",688,723,988,271,934,343,373,665,635,756,"1,164",488,859,"1,156",696,"1,460"
2020년11월_남_40~49세,"18,834","1,427","1,528","1,084","1,163",355,"1,131",342,499,729,707,"1,193","2,094",558,"1,002","1,899",944,"2,179"
2020년11월_남_50~59세,"20,179","1,521","1,117","1,177","1,059",512,"1,427",489,642,777,839,"1,123","2,178",635,"1,084","1,742","1,163","2,694"
2020년11월_남_60~69세,"15,924","1,116",512,931,870,428,"1,433",415,571,550,658,720,"1,561",588,"1,021","1,224",945,"2,381"
2020년11월_남_70~79세,"9,267",533,286,515,463,281,860,278,355,357,417,441,"1,024",285,694,740,514,"1,224"
2020년11월_남_80~89세,"3,459",169,119,186,182,109,266,134,147,140,196,149,378,101,247,326,223,387
2020년11월_남_90~99세,309,22,6,21,23,8,19,10,17,11,18,9,38,7,26,25,13,36
2020년11월_남_100세 이상,20,4,1,1,2,1,0,3,2,3,0,0,0,0,2,1,0,0
2020년11월_여_총인구수,"119,774","7,842","7,700","6,943","7,160","2,287","7,951","2,793","3,389","5,062","5,527","7,048","13,725","3,141","7,073","11,820","6,628","13,685"
2020년11월_여_연령구간인구수,"119,774","7,842","7,700","6,943","7,160","2,287","7,951","2,793","3,389","5,062","5,527","7,048","13,725","3,141","7,073","11,820","6,628","13,685"
2020년11월_여_0~9세,"7,500",470,763,383,442,76,355,66,133,269,331,560,972,155,459,951,335,780
2020년11월_여_10~19세,"10,732",502,"1,245",579,512,136,573,118,224,406,395,830,"1,555",150,471,"1,395",521,"1,120"
2020년11월_여_20~29세,"15,156","1,473",817,771,"1,328",231,849,544,367,993,744,757,"1,433",377,896,"1,427",682,"1,467"
2020년11월_여_30~39세,"12,775","1,120",878,639,982,204,699,250,289,593,655,815,"1,287",396,767,"1,324",583,"1,294"
2020년11월_여_40~49세,"18,271","1,086","1,733","1,077","1,012",250,988,275,425,694,780,"1,304","2,379",403,930,"2,135",940,"1,860"
2020년11월_여_50~59세,"19,732","1,167",980,"1,233",987,347,"1,435",456,628,719,902,"1,101","2,316",565,"1,158","1,800","1,282","2,656"
2020년11월_여_60~69세,"17,530","1,055",651,"1,132",932,443,"1,536",493,637,603,753,795,"1,890",581,"1,199","1,328","1,083","2,419"
2020년11월_여_70~79세,"11,343",602,409,691,611,367,"1,012",364,415,482,555,572,"1,177",329,770,940,710,"1,337"
2020년11월_여_80~89세,"5,711",307,188,376,285,201,429,190,216,257,345,279,604,156,356,441,435,646
2020년11월_여_90~99세,960,57,32,57,63,29,68,33,52,43,66,35,106,27,62,76,54,100
2020년11월_여_100세 이상,64,3,4,5,6,3,7,4,3,3,1,0,6,2,5,3,3,6
2020년12월_계_총인구수,"235,550","16,161","14,737","13,385","14,132","4,766","15,910","5,470","6,780","9,679","10,431","13,607","26,297","6,673","13,898","22,851","12,906","27,867"
2020년12월_계_연령구간인구수,"235,550","16,161","14,737","13,385","14,132","4,766","15,910","5,470","6,780","9,679","10,431","13,607","26,297","6,673","13,898","22,851","12,906","27,867"
2020년12월_계_0~9세,"15,174",893,"1,530",729,939,176,715,165,305,520,636,"1,195","1,971",338,912,"1,957",644,"1,549"
2020년12월_계_10~19세,"21,987","1,012","2,446","1,241","1,123",302,"1,153",260,465,741,780,"1,636","3,153",358,992,"2,889","1,097","2,339"
2020년12월_계_20~29세,"30,940","2,808","1,630","1,624","2,463",497,"1,841",997,765,"1,820","1,499","1,523","3,048",863,"1,802","2,864","1,566","3,330"
2020년12월_계_30~39세,"26,091","2,398","1,557","1,340","1,964",473,"1,626",594,657,"1,239","1,290","1,557","2,411",886,"1,615","2,467","1,279","2,738"
2020년12월_계_40~49세,"36,905","2,506","3,273","2,151","2,175",599,"2,088",612,909,"1,420","1,474","2,482","4,430",956,"1,934","3,998","1,876","4,022"
2020년12월_계_50~59세,"39,694","2,689","2,079","2,381","2,031",846,"2,847",916,"1,264","1,494","1,734","2,206","4,480","1,185","2,231","3,546","2,431","5,334"
2020년12월_계_60~69세,"33,603","2,162","1,178","2,072","1,804",872,"2,979",914,"1,208","1,165","1,416","1,522","3,471","1,182","2,247","2,566","2,041","4,804"
2020년12월_계_70~79세,"20,588","1,127",692,"1,197","1,066",652,"1,870",633,763,827,970,"1,017","2,196",614,"1,464","1,684","1,243","2,573"
2020년12월_계_80~89세,"9,214",480,307,568,469,308,699,330,372,394,544,425,988,256,605,777,655,"1,037"
2020년12월_계_90~99세,"1,269",79,40,76,90,37,84,43,67,53,87,44,142,33,89,99,71,135
2020년12월_계_100세 이상,85,7,5,6,8,4,8,6,5,6,1,0,7,2,7,4,3,6
2020년12월_남_총인구수,"116,233","8,349","7,048","6,520","6,979","2,501","7,994","2,697","3,407","4,628","4,919","6,598","12,647","3,537","6,837","11,056","6,282","14,234"
2020년12월_남_연령구간인구수,"116,233","8,349","7,048","6,520","6,979","2,501","7,994","2,697","3,407","4,628","4,919","6,598","12,647","3,537","6,837","11,056","6,282","14,234"
2020년12월_남_0~9세,"7,763",428,768,363,499,101,370,101,172,255,309,643,"1,003",184,458,"1,018",312,779
2020년12월_남_10~19세,"11,332",513,"1,205",668,607,168,587,145,242,330,381,814,"1,614",205,526,"1,504",584,"1,239"
2020년12월_남_20~29세,"15,848","1,333",819,871,"1,128",275,997,448,396,829,760,776,"1,626",495,905,"1,431",884,"1,875"
2020년12월_남_30~39세,"13,430","1,298",683,709,985,271,924,345,374,658,640,753,"1,142",492,853,"1,153",692,"1,458"
2020년12월_남_40~49세,"18,729","1,420","1,535","1,077","1,168",351,"1,119",340,492,723,701,"1,176","2,083",552,"1,006","1,878",944,"2,164"
2020년12월_남_50~59세,"20,046","1,514","1,106","1,165","1,051",497,"1,413",479,639,773,837,"1,115","2,169",627,"1,086","1,743","1,151","2,681"
2020년12월_남_60~69세,"16,011","1,119",521,939,873,435,"1,441",414,569,553,660,726,"1,572",591,"1,032","1,232",954,"2,380"
2020년12월_남_70~79세,"9,269",530,283,515,463,285,855,276,351,354,419,440,"1,020",284,696,741,522,"1,235"
2020년12월_남_80~89세,"3,475",169,119,190,178,109,269,136,154,140,193,147,381,101,246,330,225,388
2020년12월_남_90~99세,309,21,8,22,25,8,18,10,16,10,19,8,37,6,27,25,14,35
2020년12월_남_100세 이상,21,4,1,1,2,1,1,3,2,3,0,0,0,0,2,1,0,0
2020년12월_여_총인구수,"119,317","7,812","7,689","6,865","7,153","2,265","7,916","2,773","3,373","5,051","5,512","7,009","13,650","3,136","7,061","11,795","6,624","13,633"
2020년12월_여_연령구간인구수,"119,317","7,812","7,689","6,865","7,153","2,265","7,916","2,773","3,373","5,051","5,512","7,009","13,650","3,136","7,061","11,795","6,624","13,633"
2020년12월_여_0~9세,"7,411",465,762,366,440,75,345,64,133,265,327,552,968,154,454,939,332,770
2020년12월_여_10~19세,"10,655",499,"1,241",573,516,134,566,115,223,411,399,822,"1,539",153,466,"1,385",513,"1,100"
2020년12월_여_20~29세,"15,092","1,475",811,753,"1,335",222,844,549,369,991,739,747,"1,422",368,897,"1,433",682,"1,455"
2020년12월_여_30~39세,"12,661","1,100",874,631,979,202,702,249,283,581,650,804,"1,269",394,762,"1,314",587,"1,280"
2020년12월_여_40~49세,"18,176","1,086","1,738","1,074","1,007",248,969,272,417,697,773,"1,306","2,347",404,928,"2,120",932,"1,858"
2020년12월_여_50~59세,"19,648","1,175",973,"1,216",980,349,"1,434",437,625,721,897,"1,091","2,311",558,"1,145","1,803","1,280","2,653"
2020년12월_여_60~69세,"17,592","1,043",657,"1,133",931,437,"1,538",500,639,612,756,796,"1,899",591,"1,215","1,334","1,087","2,424"
2020년12월_여_70~79세,"11,319",597,409,682,603,367,"1,015",357,412,473,551,577,"1,176",330,768,943,721,"1,338"
2020년12월_여_80~89세,"5,739",311,188,378,291,199,430,194,218,254,351,278,607,155,359,447,430,649
2020년12월_여_90~99세,960,58,32,54,65,29,66,33,51,43,68,36,105,27,62,74,57,100
2020년12월_여_100세 이상,64,3,4,5,6,3,7,3,3,3,1,0,7,2,5,3,3,6
2021년01월_계_총인구수,"235,164","16,107","14,691","13,323","14,100","4,752","15,877","5,478","6,735","9,670","10,446","13,608","26,240","6,688","13,922","22,810","12,872","27,845"
2021년01월_계_연령구간인구수,"235,164","16,107","14,691","13,323","14,100","4,752","15,877","5,478","6,735","9,670","10,446","13,608","26,240","6,688","13,922","22,810","12,872","27,845"
2021년01월_계_0~9세,"15,033",887,"1,514",716,935,173,713,161,295,520,629,"1,185","1,948",336,902,"1,943",637,"1,539"
