카테고리,울산광역시 북구,울산광역시 북구 농소1동,울산광역시 북구 농소2동,울산광역시 북구 농소3동,울산광역시 북구 강동동,울산광역시 북구 효문동,울산광역시 북구 송정동,울산광역시 북구 양정동,울산광역시 북구 염포동
2020년09월_계_0~9세,"25,608","4,760","5,519","3,858","2,719","2,741","4,456",765,790
2020년09월_계_10~19세,"23,628","3,940","4,643","6,313","1,294","2,312","3,579",756,791
2020년09월_계_20~29세,"27,962","4,342","4,548","4,949","1,245","4,788","5,006","1,748","1,336"
2020년09월_계_30~39세,"34,679","5,942","6,817","4,073","3,594","4,922","6,223","1,632","1,476"
2020년09월_계_40~49세,"38,495","6,691","7,426","8,592","2,732","4,423","5,635","1,460","1,536"
2020년09월_계_50~59세,"38,632","6,271","6,354","7,022","2,184","6,374","6,419","2,047","1,961"
2020년09월_계_60~69세,"19,166","3,524","3,165","2,549","1,733","2,998","2,522","1,148","1,527"
2020년09월_계_70~79세,"7,301","1,486","1,188","1,226",661,937,849,395,559
2020년09월_계_80~89세,"2,971",532,517,500,342,379,379,136,186
2020년09월_계_90~99세,440,79,78,73,59,54,60,22,15
2020년09월_계_100세 이상,21,5,1,3,5,1,0,1,5
2020년09월_남_총인구수,"113,315","19,179","20,616","19,930","8,466","15,963","17,927","5,790","5,444"
2020년09월_남_연령구간인구수,"113,315","19,179","20,616","19,930","8,466","15,963","17,927","5,790","5,444"
2020년09월_남_0~9세,"13,136","2,433","2,866","1,985","1,350","1,431","2,297",379,395
2020년09월_남_10~19세,"12,350","2,028","2,427","3,336",654,"1,228","1,837",408,432
2020년09월_남_20~29세,"15,752","2,387","2,494","2,745",671,"2,703","2,745","1,187",820
2020년09월_남_30~39세,"18,012","2,985","3,417","1,940","1,822","2,827","3,181",998,842
2020년09월_남_40~49세,"19,680","3,482","3,858","4,056","1,533","2,342","2,710",829,870
2020년09월_남_50~59세,"20,020","3,196","3,223","3,829","1,091","3,270","3,290","1,137",984
2020년09월_남_60~69세,"10,042","1,826","1,606","1,340",917,"1,597","1,355",613,788
2020년09월_남_70~79세,"3,380",677,558,531,316,448,408,203,239
2020년09월_남_80~89세,872,151,157,153,101,108,99,32,71
2020년09월_남_90~99세,67,13,10,15,11,8,5,4,1
2020년09월_남_100세 이상,4,1,0,0,0,1,0,0,2
2020년09월_여_총인구수,"105,588","18,393","19,640","19,228","8,102","13,966","17,201","4,320","4,738"
2020년09월_여_연령구간인구수,"105,588","18,393","19,640","19,228","8,102","13,966","17,201","4,320","4,738"
2020년09월_여_0~9세,"12,472","2,327","2,653","1,873","1,369","1,310","2,159",386,395
2020년09월_여_10~19세,"11,278","1,912","2,216","2,977",640,"1,084","1,742",348,359
2020년09월_여_20~29세,"12,210","1,955","2,054","2,204",574,"2,085","2,261",561,516
2020년09월_여_30~39세,"16,667","2,957","3,400","2,133","1,772","2,095","3,042",634,634
2020년09월_여_40~49세,"18,815","3,209","3,568","4,536","1,199","2,081","2,925",631,666
2020년09월_여_50~59세,"18,612","3,075","3,131","3,193","1,093","3,104","3,129",910,977
2020년09월_여_60~69세,"9,124","1,698","1,559","1,209",816,"1,401","1,167",535,739
2020년09월_여_70~79세,"3,921",809,630,695,345,489,441,192,320
2020년09월_여_80~89세,"2,099",381,360,347,241,271,280,104,115
2020년09월_여_90~99세,373,66,68,58,48,46,55,18,14
2020년09월_여_100세 이상,17,4,1,3,5,0,0,1,3
2020년10월_계_총인구수,"218,949","37,526","40,295","39,131","16,575","29,932","35,266","10,095","10,129"
2020년10월_계_연령구간인구수,"218,949","37,526","40,295","39,131","16,575","29,932","35,266","10,095","10,129"
2020년10월_계_0~9세,"25,444","4,724","5,493","3,802","2,717","2,719","4,453",760,776
2020년10월_계_10~19세,"23,641","3,942","4,654","6,315","1,302","2,284","3,591",758,795
2020년10월_계_20~29세,"27,959","4,296","4,569","4,973","1,236","4,797","5,018","1,748","1,322"
2020년10월_계_30~39세,"34,511","5,919","6,779","4,030","3,561","4,920","6,224","1,627","1,451"
2020년10월_계_40~49세,"38,525","6,698","7,438","8,545","2,751","4,397","5,703","1,447","1,546"
2020년10월_계_50~59세,"38,719","6,270","6,370","7,085","2,194","6,396","6,405","2,049","1,950"
2020년10월_계_60~69세,"19,379","3,566","3,207","2,568","1,738","3,040","2,573","1,157","1,530"
2020년10월_계_70~79세,"7,328","1,484","1,194","1,238",668,945,852,392,555
2020년10월_계_80~89세,"2,974",537,513,501,345,377,385,133,183
2020년10월_계_90~99세,448,85,77,71,58,56,62,23,16
2020년10월_계_100세 이상,21,5,1,3,5,1,0,1,5
2020년10월_남_총인구수,"113,337","19,141","20,622","19,916","8,473","15,982","17,995","5,786","5,422"
2020년10월_남_연령구간인구수,"113,337","19,141","20,622","19,916","8,473","15,982","17,995","5,786","5,422"
2020년10월_남_0~9세,"13,048","2,404","2,853","1,962","1,344","1,427","2,292",380,386
2020년10월_남_10~19세,"12,352","2,024","2,435","3,334",654,"1,212","1,848",408,437
2020년10월_남_20~29세,"15,764","2,367","2,494","2,756",679,"2,715","2,752","1,191",810
2020년10월_남_30~39세,"17,933","2,977","3,405","1,923","1,795","2,830","3,178",992,833
2020년10월_남_40~49세,"19,689","3,483","3,847","4,031","1,549","2,331","2,743",825,880
2020년10월_남_50~59세,"20,021","3,185","3,233","3,854","1,097","3,264","3,277","1,134",977
2020년10월_남_60~69세,"10,184","1,858","1,631","1,349",923,"1,632","1,384",618,789
2020년10월_남_70~79세,"3,396",675,560,538,319,454,412,202,236
2020년10월_남_80~89세,879,154,154,154,103,108,103,32,71
2020년10월_남_90~99세,67,13,10,15,10,8,6,4,1
2020년10월_남_100세 이상,4,1,0,0,0,1,0,0,2
2020년10월_여_총인구수,"105,612","18,385","19,673","19,215","8,102","13,950","17,271","4,309","4,707"
2020년10월_여_연령구간인구수,"105,612","18,385","19,673","19,215","8,102","13,950","17,271","4,309","4,707"
2020년10월_여_0~9세,"12,396","2,320","2,640","1,840","1,373","1,292","2,161",380,390
2020년10월_여_10~19세,"11,289","1,918","2,219","2,981",648,"1,072","1,743",350,358
2020년10월_여_20~29세,"12,195","1,929","2,075","2,217",557,"2,082","2,266",557,512
2020년10월_여_30~39세,"16,578","2,942","3,374","2,107","1,766","2,090","3,046",635,618
2020년10월_여_40~49세,"18,836","3,215","3,591","4,514","1,202","2,066","2,960",622,666
2020년10월_여_50~59세,"18,698","3,085","3,137","3,231","1,097","3,132","3,128",915,973
2020년10월_여_60~69세,"9,195","1,708","1,576","1,219",815,"1,408","1,189",539,741
2020년10월_여_70~79세,"3,932",809,634,700,349,491,440,190,319
2020년10월_여_80~89세,"2,095",383,359,347,242,269,282,101,112
2020년10월_여_90~99세,381,72,67,56,48,48,56,19,15
2020년10월_여_100세 이상,17,4,1,3,5,0,0,1,3
2020년11월_계_총인구수,"218,882","37,513","40,280","39,088","16,575","29,960","35,303","10,051","10,112"
2020년11월_계_연령구간인구수,"218,882","37,513","40,280","39,088","16,575","29,960","35,303","10,051","10,112"
2020년11월_계_0~9세,"25,313","4,711","5,458","3,772","2,694","2,722","4,442",746,768
2020년11월_계_10~19세,"23,667","3,944","4,685","6,316","1,311","2,275","3,585",763,788
2020년11월_계_20~29세,"27,885","4,277","4,546","4,973","1,241","4,776","5,011","1,742","1,319"
2020년11월_계_30~39세,"34,316","5,918","6,722","3,982","3,520","4,928","6,195","1,618","1,433"
2020년11월_계_40~49세,"38,559","6,704","7,492","8,513","2,768","4,379","5,717","1,442","1,544"
2020년11월_계_50~59세,"38,730","6,245","6,340","7,113","2,209","6,422","6,431","2,023","1,947"
2020년11월_계_60~69세,"19,566","3,598","3,246","2,588","1,750","3,064","2,601","1,171","1,548"
2020년11월_계_70~79세,"7,387","1,484","1,203","1,253",670,953,870,393,561
2020년11월_계_80~89세,"2,998",542,513,504,351,385,389,131,183
2020년11월_계_90~99세,440,85,74,71,56,55,62,21,16
2020년11월_계_100세 이상,21,5,1,3,5,1,0,1,5
2020년11월_남_총인구수,"113,325","19,154","20,596","19,895","8,488","15,993","18,018","5,765","5,416"
2020년11월_남_연령구간인구수,"113,325","19,154","20,596","19,895","8,488","15,993","18,018","5,765","5,416"
2020년11월_남_0~9세,"12,998","2,395","2,836","1,948","1,337","1,434","2,294",374,380
2020년11월_남_10~19세,"12,352","2,032","2,443","3,329",661,"1,202","1,844",408,433
2020년11월_남_20~29세,"15,725","2,354","2,479","2,757",687,"2,705","2,751","1,183",809
2020년11월_남_30~39세,"17,862","2,983","3,378","1,909","1,773","2,835","3,165",993,826
2020년11월_남_40~49세,"19,717","3,490","3,877","4,007","1,559","2,326","2,759",820,879
2020년11월_남_50~59세,"20,014","3,167","3,217","3,872","1,105","3,280","3,275","1,121",977
2020년11월_남_60~69세,"10,278","1,885","1,640","1,358",928,"1,637","1,401",630,799
2020년11월_남_70~79세,"3,427",676,562,547,324,456,420,202,240
2020년11월_남_80~89세,883,158,154,153,104,110,103,31,70
2020년11월_남_90~99세,65,13,10,15,10,7,6,3,1
2020년11월_남_100세 이상,4,1,0,0,0,1,0,0,2
2020년11월_여_총인구수,"105,557","18,359","19,684","19,193","8,087","13,967","17,285","4,286","4,696"
2020년11월_여_연령구간인구수,"105,557","18,359","19,684","19,193","8,087","13,967","17,285","4,286","4,696"
2020년11월_여_0~9세,"12,315","2,316","2,622","1,824","1,357","1,288","2,148",372,388
2020년11월_여_10~19세,"11,315","1,912","2,242","2,987",650,"1,073","1,741",355,355
2020년11월_여_20~29세,"12,160","1,923","2,067","2,216",554,"2,071","2,260",559,510
2020년11월_여_30~39세,"16,454","2,935","3,344","2,073","1,747","2,093","3,030",625,607
2020년11월_여_40~49세,"18,842","3,214","3,615","4,506","1,209","2,053","2,958",622,665
2020년11월_여_50~59세,"18,716","3,078","3,123","3,241","1,104","3,142","3,156",902,970
2020년11월_여_60~69세,"9,288","1,713","1,606","1,230",822,"1,427","1,200",541,749
2020년11월_여_70~79세,"3,960",808,641,706,346,497,450,191,321
2020년11월_여_80~89세,"2,115",384,359,351,247,275,286,100,113
2020년11월_여_90~99세,375,72,64,56,46,48,56,18,15
2020년11월_여_100세 이상,17,4,1,3,5,0,0,1,3
2020년12월_계_총인구수,"219,014","37,470","40,329","39,096","16,634","29,904","35,440","10,063","10,078"
2020년12월_계_연령구간인구수,"219,014","37,470","40,329","39,096","16,634","29,904","35,440","10,063","10,078"
2020년12월_계_0~9세,"25,296","4,705","5,464","3,763","2,703","2,714","4,435",742,770
2020년12월_계_10~19세,"23,659","3,943","4,704","6,295","1,331","2,239","3,591",768,788
2020년12월_계_20~29세,"27,769","4,220","4,525","4,978","1,238","4,734","5,005","1,763","1,306"
2020년12월_계_30~39세,"34,264","5,892","6,738","3,946","3,503","4,940","6,204","1,610","1,431"
2020년12월_계_40~49세,"38,590","6,707","7,485","8,505","2,800","4,352","5,754","1,450","1,537"
2020년12월_계_50~59세,"38,708","6,243","6,335","7,135","2,197","6,410","6,448","2,007","1,933"
2020년12월_계_60~69세,"19,850","3,642","3,292","2,632","1,774","3,120","2,661","1,179","1,550"
2020년12월_계_70~79세,"7,397","1,493","1,198","1,254",679,945,889,388,551
2020년12월_계_80~89세,"3,022",536,515,513,349,392,392,134,191
2020년12월_계_90~99세,439,84,72,72,56,57,61,21,16
2020년12월_계_100세 이상,20,5,1,3,4,1,0,1,5
2020년12월_남_총인구수,"113,392","19,145","20,601","19,898","8,519","15,972","18,071","5,792","5,394"
2020년12월_남_연령구간인구수,"113,392","19,145","20,601","19,898","8,519","15,972","18,071","5,792","5,394"
2020년12월_남_0~9세,"12,989","2,392","2,838","1,943","1,342","1,432","2,293",369,380
2020년12월_남_10~19세,"12,333","2,026","2,450","3,315",674,"1,185","1,837",411,435
2020년12월_남_20~29세,"15,677","2,330","2,464","2,756",682,"2,682","2,750","1,217",796
2020년12월_남_30~39세,"17,843","2,977","3,386","1,903","1,767","2,838","3,165",989,818
2020년12월_남_40~49세,"19,748","3,492","3,870","3,996","1,580","2,320","2,788",824,878
2020년12월_남_50~59세,"19,992","3,178","3,200","3,882","1,099","3,270","3,270","1,116",977
2020년12월_남_60~69세,"10,413","1,902","1,668","1,388",933,"1,670","1,424",631,797
2020년12월_남_70~79세,"3,442",681,560,545,331,452,434,201,238
2020년12월_남_80~89세,885,153,155,155,101,114,104,31,72
2020년12월_남_90~99세,66,13,10,15,10,8,6,3,1
2020년12월_남_100세 이상,4,1,0,0,0,1,0,0,2
2020년12월_여_총인구수,"105,622","18,325","19,728","19,198","8,115","13,932","17,369","4,271","4,684"
2020년12월_여_연령구간인구수,"105,622","18,325","19,728","19,198","8,115","13,932","17,369","4,271","4,684"
2020년12월_여_0~9세,"12,307","2,313","2,626","1,820","1,361","1,282","2,142",373,390
2020년12월_여_10~19세,"11,326","1,917","2,254","2,980",657,"1,054","1,754",357,353
2020년12월_여_20~29세,"12,092","1,890","2,061","2,222",556,"2,052","2,255",546,510
2020년12월_여_30~39세,"16,421","2,915","3,352","2,043","1,736","2,102","3,039",621,613
2020년12월_여_40~49세,"18,842","3,215","3,615","4,509","1,220","2,032","2,966",626,659
2020년12월_여_50~59세,"18,716","3,065","3,135","3,253","1,098","3,140","3,178",891,956
2020년12월_여_60~69세,"9,437","1,740","1,624","1,244",841,"1,450","1,237",548,753
2020년12월_여_70~79세,"3,955",812,638,709,348,493,455,187,313
2020년12월_여_80~89세,"2,137",383,360,358,248,278,288,103,119
2020년12월_여_90~99세,373,71,62,57,46,49,55,18,15
2020년12월_여_100세 이상,16,4,1,3,4,0,0,1,3
2021년01월_계_총인구수,"219,175","37,336","40,279","39,022","16,616","29,905","35,857","10,079","10,081"
2021년01월_계_연령구간인구수,"219,175","37,336","40,279","39,022","16,616","29,905","35,857","10,079","10,081"
2021년01월_계_0~9세,"25,143","4,679","5,430","3,716","2,687","2,708","4,412",743,768
2021년01월_계_10~19세,"23,643","3,933","4,692","6,287","1,349","2,228","3,619",754,781
2021년01월_계_20~29세,"27,684","4,176","4,503","4,951","1,216","4,704","5,044","1,782","1,308"
2021년01월_계_30~39세,"34,144","5,819","6,701","3,896","3,481","4,948","6,254","1,606","1,439"
2021년01월_계_40~49세,"38,694","6,713","7,506","8,505","2,803","4,366","5,829","1,445","1,527"
2021년01월_계_50~59세,"38,730","6,214","6,322","7,151","2,202","6,370","6,542","1,996","1,933"
2021년01월_계_60~69세,"20,181","3,676","3,326","2,674","1,787","3,177","2,780","1,199","1,562"
2021년01월_계_70~79세,"7,462","1,499","1,206","1,251",680,957,922,395,552
2021년01월_계_80~89세,"3,032",539,520,515,352,387,392,136,191
2021년01월_계_90~99세,441,83,72,73,55,59,63,21,15
2021년01월_계_100세 이상,21,5,1,3,4,1,0,2,5
2021년01월_남_총인구수,"113,499","19,080","20,560","19,855","8,490","15,979","18,301","5,817","5,417"
2021년01월_남_연령구간인구수,"113,499","19,080","20,560","19,855","8,490","15,979","18,301","5,817","5,417"
2021년01월_남_0~9세,"12,907","2,380","2,819","1,913","1,328","1,426","2,289",371,381
2021년01월_남_10~19세,"12,305","2,017","2,424","3,306",685,"1,184","1,855",402,432
2021년01월_남_20~29세,"15,687","2,305","2,453","2,757",671,"2,669","2,784","1,243",805
2021년01월_남_30~39세,"17,769","2,930","3,373","1,878","1,742","2,840","3,189",988,829
2021년01월_남_40~49세,"19,821","3,512","3,879","3,989","1,581","2,325","2,839",821,875
2021년01월_남_50~59세,"19,965","3,156","3,194","3,885","1,100","3,254","3,290","1,109",977
2021년01월_남_60~69세,"10,600","1,923","1,690","1,412",943,"1,700","1,488",641,803
2021년01월_남_70~79세,"3,482",686,562,544,330,462,455,205,238
2021년01월_남_80~89세,895,157,156,157,101,111,105,34,74
2021년01월_남_90~99세,63,13,10,13,9,7,7,3,1
2021년01월_남_100세 이상,5,1,0,1,0,1,0,0,2
2021년01월_여_총인구수,"105,676","18,256","19,719","19,167","8,126","13,926","17,556","4,262","4,664"
2021년01월_여_연령구간인구수,"105,676","18,256","19,719","19,167","8,126","13,926","17,556","4,262","4,664"
2021년01월_여_0~9세,"12,236","2,299","2,611","1,803","1,359","1,282","2,123",372,387
2021년01월_여_10~19세,"11,338","1,916","2,268","2,981",664,"1,044","1,764",352,349
2021년01월_여_20~29세,"11,997","1,871","2,050","2,194",545,"2,035","2,260",539,503
2021년01월_여_30~39세,"16,375","2,889","3,328","2,018","1,739","2,108","3,065",618,610
2021년01월_여_40~49세,"18,873","3,201","3,627","4,516","1,222","2,041","2,990",624,652
2021년01월_여_50~59세,"18,765","3,058","3,128","3,266","1,102","3,116","3,252",887,956
2021년01월_여_60~69세,"9,581","1,753","1,636","1,262",844,"1,477","1,292",558,759
2021년01월_여_70~79세,"3,980",813,644,707,350,495,467,190,314
2021년01월_여_80~89세,"2,137",382,364,358,251,276,287,102,117
2021년01월_여_90~99세,378,70,62,60,46,52,56,18,14
2021년01월_여_100세 이상,16,4,1,2,4,0,0,2,3
2021년02월_계_총인구수,"218,774","37,269","40,166","38,892","16,565","29,838","35,927","10,065","10,052"
2021년02월_계_연령구간인구수,"218,774","37,269","40,166","38,892","16,565","29,838","35,927","10,065","10,052"
2021년02월_계_0~9세,"24,976","4,642","5,383","3,713","2,664","2,691","4,397",730,756
2021년02월_계_10~19세,"23,545","3,921","4,670","6,228","1,340","2,215","3,627",769,775
2021년02월_계_20~29세,"27,437","4,137","4,456","4,911","1,218","4,650","4,996","1,758","1,311"
2021년02월_계_30~39세,"33,941","5,788","6,678","3,854","3,443","4,939","6,207","1,610","1,422"
2021년02월_계_40~49세,"38,715","6,730","7,494","8,470","2,813","4,340","5,884","1,450","1,534"
2021년02월_계_50~59세,"38,745","6,202","6,331","7,171","2,182","6,358","6,586","1,993","1,922"
2021년02월_계_60~69세,"20,417","3,713","3,358","2,701","1,817","3,226","2,833","1,202","1,567"
2021년02월_계_70~79세,"7,476","1,502","1,204","1,247",679,965,937,394,548
2021년02월_계_80~89세,"3,058",545,521,519,350,393,396,137,197
2021년02월_계_90~99세,442,83,70,75,55,59,64,21,15
2021년02월_계_100세 이상,22,6,1,3,4,2,0,1,5
2021년02월_남_총인구수,"113,324","19,043","20,489","19,788","8,482","15,978","18,339","5,817","5,388"
2021년02월_남_연령구간인구수,"113,324","19,043","20,489","19,788","8,482","15,978","18,339","5,817","5,388"
2021년02월_남_0~9세,"12,816","2,361","2,794","1,914","1,316","1,414","2,278",363,376
2021년02월_남_10~19세,"12,270","2,014","2,409","3,277",685,"1,179","1,869",411,426
2021년02월_남_20~29세,"15,593","2,295","2,426","2,734",685,"2,664","2,758","1,224",807
2021년02월_남_30~39세,"17,644","2,915","3,350","1,855","1,717","2,841","3,156",995,815
2021년02월_남_40~49세,"19,872","3,522","3,881","3,978","1,590","2,318","2,876",827,880
2021년02월_남_50~59세,"19,919","3,138","3,182","3,881","1,094","3,244","3,302","1,112",966
2021년02월_남_60~69세,"10,740","1,939","1,714","1,430",955,"1,731","1,523",643,805
2021년02월_남_70~79세,"3,494",686,564,548,329,463,466,204,234
2021년02월_남_80~89세,906,158,158,158,102,115,104,35,76
2021년02월_남_90~99세,64,14,11,12,9,7,7,3,1
2021년02월_남_100세 이상,6,1,0,1,0,2,0,0,2
2021년02월_여_총인구수,"105,450","18,226","19,677","19,104","8,083","13,860","17,588","4,248","4,664"
2021년02월_여_연령구간인구수,"105,450","18,226","19,677","19,104","8,083","13,860","17,588","4,248","4,664"
2021년02월_여_0~9세,"12,160","2,281","2,589","1,799","1,348","1,277","2,119",367,380
2021년02월_여_10~19세,"11,275","1,907","2,261","2,951",655,"1,036","1,758",358,349
2021년02월_여_20~29세,"11,844","1,842","2,030","2,177",533,"1,986","2,238",534,504
2021년02월_여_30~39세,"16,297","2,873","3,328","1,999","1,726","2,098","3,051",615,607
2021년02월_여_40~49세,"18,843","3,208","3,613","4,492","1,223","2,022","3,008",623,654
2021년02월_여_50~59세,"18,826","3,064","3,149","3,290","1,088","3,114","3,284",881,956
2021년02월_여_60~69세,"9,677","1,774","1,644","1,271",862,"1,495","1,310",559,762
2021년02월_여_70~79세,"3,982",816,640,699,350,502,471,190,314
2021년02월_여_80~89세,"2,152",387,363,361,248,278,292,102,121
2021년02월_여_90~99세,378,69,59,63,46,52,57,18,14
2021년02월_여_100세 이상,16,5,1,2,4,0,0,1,3
2021년03월_계_총인구수,"218,481","37,173","40,158","38,865","16,527","29,800","35,968","9,972","10,018"
2021년03월_계_연령구간인구수,"218,481","37,173","40,158","38,865","16,527","29,800","35,968","9,972","10,018"
2021년03월_계_0~9세,"24,880","4,586","5,371","3,697","2,661","2,704","4,390",719,752
2021년03월_계_10~19세,"23,473","3,917","4,681","6,192","1,350","2,182","3,618",758,775
2021년03월_계_20~29세,"27,324","4,156","4,428","4,904","1,192","4,621","4,983","1,743","1,297"
2021년03월_계_30~39세,"33,801","5,746","6,678","3,860","3,410","4,940","6,163","1,585","1,419"
2021년03월_계_40~49세,"38,693","6,718","7,495","8,437","2,819","4,313","5,938","1,449","1,524"
2021년03월_계_50~59세,"38,621","6,182","6,307","7,176","2,167","6,331","6,584","1,975","1,899"
2021년03월_계_60~69세,"20,662","3,733","3,412","2,736","1,827","3,279","2,889","1,199","1,587"
2021년03월_계_70~79세,"7,511","1,513","1,202","1,258",682,972,948,390,546
2021년03월_계_80~89세,"3,067",541,516,527,361,393,395,134,200
2021년03월_계_90~99세,432,77,67,75,55,64,60,20,14
2021년03월_계_100세 이상,17,4,1,3,3,1,0,0,5
2021년03월_남_총인구수,"113,172","18,996","20,467","19,781","8,462","15,968","18,361","5,767","5,370"
2021년03월_남_연령구간인구수,"113,172","18,996","20,467","19,781","8,462","15,968","18,361","5,767","5,370"
2021년03월_남_0~9세,"12,784","2,340","2,784","1,900","1,318","1,427","2,275",365,375
2021년03월_남_10~19세,"12,220","2,006","2,410","3,260",687,"1,154","1,875",401,427
2021년03월_남_20~29세,"15,547","2,308","2,408","2,745",670,"2,666","2,738","1,210",802
2021년03월_남_30~39세,"17,594","2,908","3,357","1,871","1,697","2,826","3,136",983,816
2021년03월_남_40~49세,"19,848","3,505","3,883","3,953","1,590","2,313","2,904",828,872
2021년03월_남_50~59세,"19,822","3,116","3,161","3,878","1,089","3,227","3,291","1,111",949
2021년03월_남_60~69세,"10,865","1,953","1,730","1,450",963,"1,761","1,559",631,818
2021년03월_남_70~79세,"3,509",689,564,552,331,469,473,201,230
2021년03월_남_80~89세,917,158,159,159,108,116,104,35,78
2021년03월_남_90~99세,62,13,11,12,9,8,6,2,1
2021년03월_남_100세 이상,4,0,0,1,0,1,0,0,2
2021년03월_여_총인구수,"105,309","18,177","19,691","19,084","8,065","13,832","17,607","4,205","4,648"
2021년03월_여_연령구간인구수,"105,309","18,177","19,691","19,084","8,065","13,832","17,607","4,205","4,648"
2021년03월_여_0~9세,"12,096","2,246","2,587","1,797","1,343","1,277","2,115",354,377
2021년03월_여_10~19세,"11,253","1,911","2,271","2,932",663,"1,028","1,743",357,348
2021년03월_여_20~29세,"11,777","1,848","2,020","2,159",522,"1,955","2,245",533,495
2021년03월_여_30~39세,"16,207","2,838","3,321","1,989","1,713","2,114","3,027",602,603
2021년03월_여_40~49세,"18,845","3,213","3,612","4,484","1,229","2,000","3,034",621,652
2021년03월_여_50~59세,"18,799","3,066","3,146","3,298","1,078","3,104","3,293",864,950
2021년03월_여_60~69세,"9,797","1,780","1,682","1,286",864,"1,518","1,330",568,769
2021년03월_여_70~79세,"4,002",824,638,706,351,503,475,189,316
2021년03월_여_80~89세,"2,150",383,357,368,253,277,291,99,122
2021년03월_여_90~99세,370,64,56,63,46,56,54,18,13
2021년03월_여_100세 이상,13,4,1,2,3,0,0,0,3
2021년04월_계_총인구수,"218,410","37,139","40,148","38,808","16,527","29,770","35,999","10,000","10,019"
2021년04월_계_연령구간인구수,"218,410","37,139","40,148","38,808","16,527","29,770","35,999","10,000","10,019"
2021년04월_계_0~9세,"24,740","4,557","5,337","3,657","2,651","2,701","4,383",712,742
2021년04월_계_10~19세,"23,522","3,942","4,692","6,187","1,369","2,169","3,623",762,778
2021년04월_계_20~29세,"27,231","4,147","4,415","4,904","1,176","4,588","4,957","1,747","1,297"
2021년04월_계_30~39세,"33,659","5,704","6,649","3,822","3,391","4,933","6,150","1,599","1,411"
2021년04월_계_40~49세,"38,732","6,707","7,510","8,417","2,840","4,321","5,944","1,461","1,532"
2021년04월_계_50~59세,"38,581","6,169","6,303","7,180","2,165","6,310","6,605","1,966","1,883"
2021년04월_계_60~69세,"20,859","3,779","3,439","2,762","1,837","3,311","2,925","1,202","1,604"
2021년04월_계_70~79세,"7,542","1,507","1,216","1,266",677,978,952,395,551
2021년04월_계_80~89세,"3,083",542,518,535,361,393,397,136,201
2021년04월_계_90~99세,443,81,68,74,57,65,63,20,15
2021년04월_계_100세 이상,18,4,1,4,3,1,0,0,5
2021년04월_남_총인구수,"113,162","18,991","20,447","19,754","8,468","15,950","18,387","5,791","5,374"
2021년04월_남_연령구간인구수,"113,162","18,991","20,447","19,754","8,468","15,950","18,387","5,791","5,374"
2021년04월_남_0~9세,"12,707","2,325","2,762","1,878","1,312","1,423","2,280",356,371
2021년04월_남_10~19세,"12,239","2,021","2,416","3,254",694,"1,142","1,880",406,426
2021년04월_남_20~29세,"15,539","2,319","2,401","2,745",661,"2,659","2,734","1,217",803
2021년04월_남_30~39세,"17,501","2,871","3,343","1,857","1,688","2,816","3,116",996,814
2021년04월_남_40~49세,"19,891","3,508","3,884","3,953","1,603","2,314","2,914",839,876
2021년04월_남_50~59세,"19,787","3,108","3,158","3,863","1,093","3,214","3,301","1,104",946
2021년04월_남_60~69세,"10,975","1,980","1,749","1,471",967,"1,780","1,573",630,825
2021년04월_남_70~79세,"3,526",685,565,557,331,474,478,204,232
2021년04월_남_80~89세,929,160,158,163,110,119,104,37,78
2021년04월_남_90~99세,64,14,11,12,9,8,7,2,1
2021년04월_남_100세 이상,4,0,0,1,0,1,0,0,2
2021년04월_여_총인구수,"105,248","18,148","19,701","19,054","8,059","13,820","17,612","4,209","4,645"
2021년04월_여_연령구간인구수,"105,248","18,148","19,701","19,054","8,059","13,820","17,612","4,209","4,645"
2021년04월_여_0~9세,"12,033","2,232","2,575","1,779","1,339","1,278","2,103",356,371
2021년04월_여_10~19세,"11,283","1,921","2,276","2,933",675,"1,027","1,743",356,352
2021년04월_여_20~29세,"11,692","1,828","2,014","2,159",515,"1,929","2,223",530,494
2021년04월_여_30~39세,"16,158","2,833","3,306","1,965","1,703","2,117","3,034",603,597
2021년04월_여_40~49세,"18,841","3,199","3,626","4,464","1,237","2,007","3,030",622,656
2021년04월_여_50~59세,"18,794","3,061","3,145","3,317","1,072","3,096","3,304",862,937
2021년04월_여_60~69세,"9,884","1,799","1,690","1,291",870,"1,531","1,352",572,779
2021년04월_여_70~79세,"4,016",822,651,709,346,504,474,191,319
2021년04월_여_80~89세,"2,154",382,360,372,251,274,293,99,123
2021년04월_여_90~99세,379,67,57,62,48,57,56,18,14
2021년04월_여_100세 이상,14,4,1,3,3,0,0,0,3
2021년05월_계_총인구수,"218,303","37,087","40,152","38,775","16,489","29,737","36,041","10,030","9,992"
2021년05월_계_연령구간인구수,"218,303","37,087","40,152","38,775","16,489","29,737","36,041","10,030","9,992"
2021년05월_계_0~9세,"24,616","4,520","5,315","3,616","2,634","2,688","4,384",713,746
2021년05월_계_10~19세,"23,533","3,954","4,703","6,196","1,371","2,157","3,617",764,771
2021년05월_계_20~29세,"27,159","4,124","4,412","4,905","1,166","4,566","4,952","1,754","1,280"
2021년05월_계_30~39세,"33,526","5,678","6,622","3,783","3,363","4,925","6,143","1,618","1,394"
2021년05월_계_40~49세,"38,670","6,673","7,518","8,389","2,848","4,325","5,928","1,459","1,530"
