카테고리,강원도 고성군,강원도 고성군 간성읍,강원도 고성군 거진읍,강원도 고성군 현내면,강원도 고성군 죽왕면,강원도 고성군 토성면,강원도 고성군 수동면
2020년12월_계_90~99세,339,72,115,39,43,70,0
2020년12월_계_100세 이상,17,5,4,1,4,3,0
2020년12월_남_총인구수,"13,802","3,654","3,110","1,185","1,967","3,886",0
2020년12월_남_연령구간인구수,"13,802","3,654","3,110","1,185","1,967","3,886",0
2020년12월_남_0~9세,651,284,100,28,81,158,0
2020년12월_남_10~19세,879,320,183,59,96,221,0
2020년12월_남_20~29세,"1,824",565,340,88,259,572,0
2020년12월_남_30~39세,"1,252",423,193,95,192,349,0
2020년12월_남_40~49세,"1,717",480,344,132,226,535,0
2020년12월_남_50~59세,"2,604",613,638,236,360,757,0
2020년12월_남_60~69세,"2,655",520,681,300,406,748,0
2020년12월_남_70~79세,"1,501",310,413,174,231,373,0
2020년12월_남_80~89세,639,118,195,64,104,158,0
2020년12월_남_90~99세,77,20,23,9,12,13,0
2020년12월_남_100세 이상,3,1,0,0,0,2,0
2020년12월_여_총인구수,"12,955","3,327","3,141","1,222","1,810","3,455",0
2020년12월_여_연령구간인구수,"12,955","3,327","3,141","1,222","1,810","3,455",0
2020년12월_여_0~9세,622,261,104,31,76,150,0
2020년12월_여_10~19세,742,263,157,42,98,182,0
2020년12월_여_20~29세,"1,044",335,186,71,150,302,0
2020년12월_여_30~39세,967,357,162,59,124,265,0
2020년12월_여_40~49세,"1,346",425,284,77,163,397,0
2020년12월_여_50~59세,"2,218",522,503,213,329,651,0
2020년12월_여_60~69세,"2,538",505,698,288,359,688,0
2020년12월_여_70~79세,"1,998",353,598,254,289,504,0
2020년12월_여_80~89세,"1,204",250,353,156,187,258,0
2020년12월_여_90~99세,262,52,92,30,31,57,0
2020년12월_여_100세 이상,14,4,4,1,4,1,0
2021년01월_계_총인구수,"26,687","6,967","6,239","2,405","3,739","7,337",0
2021년01월_계_연령구간인구수,"26,687","6,967","6,239","2,405","3,739","7,337",0
2021년01월_계_0~9세,"1,271",545,202,60,153,311,0
2021년01월_계_10~19세,"1,601",579,338,99,184,401,0
2021년01월_계_20~29세,"2,832",889,525,157,398,863,0
2021년01월_계_30~39세,"2,224",783,354,157,313,617,0
2021년01월_계_40~49세,"3,043",903,616,209,381,934,0
2021년01월_계_50~59세,"4,786","1,131","1,140",444,678,"1,393",0
2021년01월_계_60~69세,"5,227","1,030","1,385",589,774,"1,449",0
2021년01월_계_70~79세,"3,483",656,"1,010",430,516,871,0
2021년01월_계_80~89세,"1,861",372,547,222,295,425,0
2021년01월_계_90~99세,342,74,118,37,43,70,0
2021년01월_계_100세 이상,17,5,4,1,4,3,0
2021년01월_남_총인구수,"13,762","3,641","3,107","1,184","1,945","3,885",0
2021년01월_남_연령구간인구수,"13,762","3,641","3,107","1,184","1,945","3,885",0
2021년01월_남_0~9세,650,285,101,29,75,160,0
2021년01월_남_10~19세,871,319,180,57,93,222,0
2021년01월_남_20~29세,"1,797",554,338,89,252,564,0
2021년01월_남_30~39세,"1,263",423,199,96,192,353,0
2021년01월_남_40~49세,"1,696",477,335,131,220,533,0
2021년01월_남_50~59세,"2,584",612,636,229,356,751,0
2021년01월_남_60~69세,"2,674",522,685,305,409,753,0
2021년01월_남_70~79세,"1,497",305,415,175,229,373,0
2021년01월_남_80~89세,649,122,195,64,108,160,0
2021년01월_남_90~99세,78,21,23,9,11,14,0
2021년01월_남_100세 이상,3,1,0,0,0,2,0
2021년01월_여_총인구수,"12,925","3,326","3,132","1,221","1,794","3,452",0
2021년01월_여_연령구간인구수,"12,925","3,326","3,132","1,221","1,794","3,452",0
2021년01월_여_0~9세,621,260,101,31,78,151,0
2021년01월_여_10~19세,730,260,158,42,91,179,0
2021년01월_여_20~29세,"1,035",335,187,68,146,299,0
2021년01월_여_30~39세,961,360,155,61,121,264,0
2021년01월_여_40~49세,"1,347",426,281,78,161,401,0
2021년01월_여_50~59세,"2,202",519,504,215,322,642,0
2021년01월_여_60~69세,"2,553",508,700,284,365,696,0
2021년01월_여_70~79세,"1,986",351,595,255,287,498,0
2021년01월_여_80~89세,"1,212",250,352,158,187,265,0
2021년01월_여_90~99세,264,53,95,28,32,56,0
2021년01월_여_100세 이상,14,4,4,1,4,1,0
2021년02월_계_총인구수,"26,734","6,979","6,204","2,402","3,723","7,426",0
2021년02월_계_연령구간인구수,"26,734","6,979","6,204","2,402","3,723","7,426",0
2021년02월_계_0~9세,"1,296",556,199,60,148,333,0
2021년02월_계_10~19세,"1,607",578,331,101,187,410,0
2021년02월_계_20~29세,"2,784",874,516,153,386,855,0
2021년02월_계_30~39세,"2,235",786,349,155,306,639,0
2021년02월_계_40~49세,"3,046",901,608,206,384,947,0
2021년02월_계_50~59세,"4,766","1,129","1,127",439,668,"1,403",0
2021년02월_계_60~69세,"5,274","1,045","1,389",599,789,"1,452",0
2021년02월_계_70~79세,"3,468",655,"1,003",425,506,879,0
2021년02월_계_80~89세,"1,893",376,559,223,302,433,0
2021년02월_계_90~99세,348,74,119,40,43,72,0
2021년02월_계_100세 이상,17,5,4,1,4,3,0
2021년02월_남_총인구수,"13,771","3,639","3,090","1,179","1,933","3,930",0
2021년02월_남_연령구간인구수,"13,771","3,639","3,090","1,179","1,933","3,930",0
2021년02월_남_0~9세,664,291,103,26,72,172,0
2021년02월_남_10~19세,875,315,176,58,98,228,0
2021년02월_남_20~29세,"1,762",541,332,89,245,555,0
2021년02월_남_30~39세,"1,272",426,198,95,185,368,0
2021년02월_남_40~49세,"1,687",476,332,126,221,532,0
2021년02월_남_50~59세,"2,584",614,631,230,354,755,0
2021년02월_남_60~69세,"2,692",527,683,308,414,760,0
2021년02월_남_70~79세,"1,492",303,414,171,223,381,0
2021년02월_남_80~89세,661,124,198,66,110,163,0
2021년02월_남_90~99세,79,21,23,10,11,14,0
2021년02월_남_100세 이상,3,1,0,0,0,2,0
2021년02월_여_총인구수,"12,963","3,340","3,114","1,223","1,790","3,496",0
2021년02월_여_연령구간인구수,"12,963","3,340","3,114","1,223","1,790","3,496",0
2021년02월_여_0~9세,632,265,96,34,76,161,0
2021년02월_여_10~19세,732,263,155,43,89,182,0
2021년02월_여_20~29세,"1,022",333,184,64,141,300,0
2021년02월_여_30~39세,963,360,151,60,121,271,0
2021년02월_여_40~49세,"1,359",425,276,80,163,415,0
2021년02월_여_50~59세,"2,182",515,496,209,314,648,0
2021년02월_여_60~69세,"2,582",518,706,291,375,692,0
2021년02월_여_70~79세,"1,976",352,589,254,283,498,0
2021년02월_여_80~89세,"1,232",252,361,157,192,270,0
2021년02월_여_90~99세,269,53,96,30,32,58,0
2021년02월_여_100세 이상,14,4,4,1,4,1,0
2021년03월_계_총인구수,"26,743","6,895","6,204","2,377","3,698","7,569",0
2021년03월_계_연령구간인구수,"26,743","6,895","6,204","2,377","3,698","7,569",0
2021년03월_계_0~9세,"1,289",543,201,56,138,351,0
2021년03월_계_10~19세,"1,603",556,333,98,191,425,0
2021년03월_계_20~29세,"2,743",853,505,150,380,855,0
2021년03월_계_30~39세,"2,247",778,348,154,300,667,0
2021년03월_계_40~49세,"3,042",883,608,201,379,971,0
2021년03월_계_50~59세,"4,750","1,124","1,118",428,662,"1,418",0
2021년03월_계_60~69세,"5,328","1,049","1,400",606,786,"1,487",0
2021년03월_계_70~79세,"3,466",655,999,421,509,882,0
2021년03월_계_80~89세,"1,913",376,570,221,307,439,0
2021년03월_계_90~99세,344,73,118,40,42,71,0
2021년03월_계_100세 이상,18,5,4,2,4,3,0
2021년03월_남_총인구수,"13,770","3,607","3,083","1,166","1,919","3,995",0
2021년03월_남_연령구간인구수,"13,770","3,607","3,083","1,166","1,919","3,995",0
2021년03월_남_0~9세,659,279,103,25,70,182,0
2021년03월_남_10~19세,876,310,176,58,99,233,0
2021년03월_남_20~29세,"1,742",531,327,88,238,558,0
2021년03월_남_30~39세,"1,279",427,195,94,183,380,0
2021년03월_남_40~49세,"1,684",470,331,126,217,540,0
2021년03월_남_50~59세,"2,573",613,627,223,349,761,0
2021년03월_남_60~69세,"2,721",530,690,312,411,778,0
2021년03월_남_70~79세,"1,492",304,413,167,225,383,0
2021년03월_남_80~89세,665,121,199,64,116,165,0
2021년03월_남_90~99세,76,21,22,9,11,13,0
2021년03월_남_100세 이상,3,1,0,0,0,2,0
2021년03월_여_총인구수,"12,973","3,288","3,121","1,211","1,779","3,574",0
2021년03월_여_연령구간인구수,"12,973","3,288","3,121","1,211","1,779","3,574",0
2021년03월_여_0~9세,630,264,98,31,68,169,0
2021년03월_여_10~19세,727,246,157,40,92,192,0
2021년03월_여_20~29세,"1,001",322,178,62,142,297,0
2021년03월_여_30~39세,968,351,153,60,117,287,0
2021년03월_여_40~49세,"1,358",413,277,75,162,431,0
2021년03월_여_50~59세,"2,177",511,491,205,313,657,0
2021년03월_여_60~69세,"2,607",519,710,294,375,709,0
2021년03월_여_70~79세,"1,974",351,586,254,284,499,0
2021년03월_여_80~89세,"1,248",255,371,157,191,274,0
2021년03월_여_90~99세,268,52,96,31,31,58,0
2021년03월_여_100세 이상,15,4,4,2,4,1,0
2021년04월_계_총인구수,"26,760","6,861","6,161","2,359","3,704","7,675",0
2021년04월_계_연령구간인구수,"26,760","6,861","6,161","2,359","3,704","7,675",0
2021년04월_계_0~9세,"1,292",538,198,55,140,361,0
2021년04월_계_10~19세,"1,603",552,329,95,195,432,0
2021년04월_계_20~29세,"2,707",845,490,146,372,854,0
2021년04월_계_30~39세,"2,259",772,348,148,299,692,0
2021년04월_계_40~49세,"3,043",879,609,195,380,980,0
2021년04월_계_50~59세,"4,742","1,115","1,100",432,658,"1,437",0
2021년04월_계_60~69세,"5,392","1,060","1,406",608,796,"1,522",0
2021년04월_계_70~79세,"3,449",649,988,418,510,884,0
2021년04월_계_80~89세,"1,913",373,570,222,309,439,0
2021년04월_계_90~99세,342,73,119,38,41,71,0
2021년04월_계_100세 이상,18,5,4,2,4,3,0
2021년04월_남_총인구수,"13,762","3,596","3,058","1,153","1,907","4,048",0
2021년04월_남_연령구간인구수,"13,762","3,596","3,058","1,153","1,907","4,048",0
2021년04월_남_0~9세,662,276,102,25,69,190,0
2021년04월_남_10~19세,872,309,172,55,103,233,0
2021년04월_남_20~29세,"1,727",531,320,86,228,562,0
2021년04월_남_30~39세,"1,283",425,194,91,182,391,0
2021년04월_남_40~49세,"1,671",465,330,121,214,541,0
2021년04월_남_50~59세,"2,565",608,618,224,343,772,0
2021년04월_남_60~69세,"2,756",539,692,314,413,798,0
2021년04월_남_70~79세,"1,481",300,407,164,226,384,0
2021년04월_남_80~89세,665,121,200,65,118,161,0
2021년04월_남_90~99세,77,21,23,8,11,14,0
2021년04월_남_100세 이상,3,1,0,0,0,2,0
2021년04월_여_총인구수,"12,998","3,265","3,103","1,206","1,797","3,627",0
2021년04월_여_연령구간인구수,"12,998","3,265","3,103","1,206","1,797","3,627",0
2021년04월_여_0~9세,630,262,96,30,71,171,0
2021년04월_여_10~19세,731,243,157,40,92,199,0
2021년04월_여_20~29세,980,314,170,60,144,292,0
2021년04월_여_30~39세,976,347,154,57,117,301,0
2021년04월_여_40~49세,"1,372",414,279,74,166,439,0
2021년04월_여_50~59세,"2,177",507,482,208,315,665,0
2021년04월_여_60~69세,"2,636",521,714,294,383,724,0
2021년04월_여_70~79세,"1,968",349,581,254,284,500,0
2021년04월_여_80~89세,"1,248",252,370,157,191,278,0
2021년04월_여_90~99세,265,52,96,30,30,57,0
2021년04월_여_100세 이상,15,4,4,2,4,1,0
2021년05월_계_총인구수,"26,864","6,753","6,154","2,349","3,656","7,952",0
2021년05월_계_연령구간인구수,"26,864","6,753","6,154","2,349","3,656","7,952",0
2021년05월_계_0~9세,"1,304",522,190,56,134,402,0
2021년05월_계_10~19세,"1,600",529,334,95,191,451,0
2021년05월_계_20~29세,"2,695",840,483,141,368,863,0
2021년05월_계_30~39세,"2,280",747,343,148,289,753,0
2021년05월_계_40~49세,"3,075",851,610,195,374,"1,045",0
2021년05월_계_50~59세,"4,753","1,111","1,095",425,645,"1,477",0
2021년05월_계_60~69세,"5,436","1,056","1,420",610,794,"1,556",0
2021년05월_계_70~79세,"3,443",648,984,419,506,886,0
2021년05월_계_80~89세,"1,927",376,573,221,312,445,0
2021년05월_계_90~99세,336,70,118,38,40,70,0
2021년05월_계_100세 이상,15,3,4,1,3,4,0
2021년05월_남_총인구수,"13,814","3,545","3,055","1,149","1,880","4,185",0
2021년05월_남_연령구간인구수,"13,814","3,545","3,055","1,149","1,880","4,185",0
2021년05월_남_0~9세,665,271,96,27,66,205,0
2021년05월_남_10~19세,871,296,174,55,97,249,0
2021년05월_남_20~29세,"1,715",525,317,82,228,563,0
2021년05월_남_30~39세,"1,304",414,191,89,177,433,0
2021년05월_남_40~49세,"1,677",448,332,121,211,565,0
2021년05월_남_50~59세,"2,580",611,618,221,333,797,0
2021년05월_남_60~69세,"2,769",537,695,315,415,807,0
2021년05월_남_70~79세,"1,485",298,409,165,226,387,0
2021년05월_남_80~89세,668,123,201,66,116,162,0
2021년05월_남_90~99세,77,21,22,8,11,15,0
2021년05월_남_100세 이상,3,1,0,0,0,2,0
2021년05월_여_총인구수,"13,050","3,208","3,099","1,200","1,776","3,767",0
2021년05월_여_연령구간인구수,"13,050","3,208","3,099","1,200","1,776","3,767",0
2021년05월_여_0~9세,639,251,94,29,68,197,0
2021년05월_여_10~19세,729,233,160,40,94,202,0
2021년05월_여_20~29세,980,315,166,59,140,300,0
2021년05월_여_30~39세,976,333,152,59,112,320,0
2021년05월_여_40~49세,"1,398",403,278,74,163,480,0
2021년05월_여_50~59세,"2,173",500,477,204,312,680,0
2021년05월_여_60~69세,"2,667",519,725,295,379,749,0
2021년05월_여_70~79세,"1,958",350,575,254,280,499,0
2021년05월_여_80~89세,"1,259",253,372,155,196,283,0
2021년05월_여_90~99세,259,49,96,30,29,55,0
2021년05월_여_100세 이상,12,2,4,1,3,2,0
2021년06월_계_총인구수,"26,924","6,718","6,074","2,342","3,638","8,152",0
2021년06월_계_연령구간인구수,"26,924","6,718","6,074","2,342","3,638","8,152",0
2021년06월_계_0~9세,"1,308",521,179,55,128,425,0
2021년06월_계_10~19세,"1,605",527,333,96,185,464,0
2021년06월_계_20~29세,"2,697",826,480,137,361,893,0
2021년06월_계_30~39세,"2,284",747,329,141,290,777,0
2021년06월_계_40~49세,"3,062",829,594,196,368,"1,075",0
2021년06월_계_50~59세,"4,761","1,106","1,084",417,641,"1,513",0
2021년06월_계_60~69세,"5,503","1,065","1,416",621,801,"1,600",0
2021년06월_계_70~79세,"3,431",644,972,416,512,887,0
2021년06월_계_80~89세,"1,930",380,572,222,310,446,0
2021년06월_계_90~99세,331,70,114,40,39,68,0
2021년06월_계_100세 이상,12,3,1,1,3,4,0
2021년06월_남_총인구수,"13,848","3,523","3,026","1,142","1,873","4,284",0
2021년06월_남_연령구간인구수,"13,848","3,523","3,026","1,142","1,873","4,284",0
2021년06월_남_0~9세,667,268,90,27,63,219,0
2021년06월_남_10~19세,878,298,172,54,95,259,0
2021년06월_남_20~29세,"1,708",516,316,78,221,577,0
2021년06월_남_30~39세,"1,311",412,187,84,181,447,0
2021년06월_남_40~49세,"1,673",438,325,125,211,574,0
2021년06월_남_50~59세,"2,579",609,615,216,331,808,0
2021년06월_남_60~69세,"2,801",540,696,318,417,830,0
2021년06월_남_70~79세,"1,480",295,401,165,229,390,0
2021년06월_남_80~89세,671,125,202,67,114,163,0
2021년06월_남_90~99세,77,21,22,8,11,15,0
2021년06월_남_100세 이상,3,1,0,0,0,2,0
2021년06월_여_총인구수,"13,076","3,195","3,048","1,200","1,765","3,868",0
2021년06월_여_연령구간인구수,"13,076","3,195","3,048","1,200","1,765","3,868",0
2021년06월_여_0~9세,641,253,89,28,65,206,0
2021년06월_여_10~19세,727,229,161,42,90,205,0
2021년06월_여_20~29세,989,310,164,59,140,316,0
2021년06월_여_30~39세,973,335,142,57,109,330,0
2021년06월_여_40~49세,"1,389",391,269,71,157,501,0
2021년06월_여_50~59세,"2,182",497,469,201,310,705,0
2021년06월_여_60~69세,"2,702",525,720,303,384,770,0
2021년06월_여_70~79세,"1,951",349,571,251,283,497,0
2021년06월_여_80~89세,"1,259",255,370,155,196,283,0
2021년06월_여_90~99세,254,49,92,32,28,53,0
2021년06월_여_100세 이상,9,2,1,1,3,2,0
2021년07월_계_총인구수,"26,960","6,701","6,062","2,327","3,621","8,249",0
2021년07월_계_연령구간인구수,"26,960","6,701","6,062","2,327","3,621","8,249",0
2021년07월_계_0~9세,"1,301",516,170,52,126,437,0
2021년07월_계_10~19세,"1,614",525,336,97,180,476,0
2021년07월_계_20~29세,"2,643",816,472,131,351,873,0
2021년07월_계_30~39세,"2,301",749,329,138,291,794,0
2021년07월_계_40~49세,"3,078",827,594,195,367,"1,095",0
2021년07월_계_50~59세,"4,777","1,104","1,087",414,635,"1,537",0
2021년07월_계_60~69세,"5,543","1,064","1,418",626,807,"1,628",0
2021년07월_계_70~79세,"3,434",648,972,414,511,889,0
2021년07월_계_80~89세,"1,929",379,571,220,311,448,0
2021년07월_계_90~99세,328,70,112,39,39,68,0
2021년07월_계_100세 이상,12,3,1,1,3,4,0
2021년07월_남_총인구수,"13,859","3,512","3,015","1,136","1,863","4,333",0
2021년07월_남_연령구간인구수,"13,859","3,512","3,015","1,136","1,863","4,333",0
2021년07월_남_0~9세,664,267,86,24,61,226,0
2021년07월_남_10~19세,872,290,170,56,92,264,0
2021년07월_남_20~29세,"1,680",511,315,74,214,566,0
2021년07월_남_30~39세,"1,313",414,184,80,183,452,0
2021년07월_남_40~49세,"1,682",434,325,127,211,585,0
2021년07월_남_50~59세,"2,588",609,617,212,328,822,0
2021년07월_남_60~69세,"2,829",542,694,325,419,849,0
2021년07월_남_70~79세,"1,482",297,401,163,230,391,0
2021년07월_남_80~89세,667,126,201,66,113,161,0
2021년07월_남_90~99세,79,21,22,9,12,15,0
2021년07월_남_100세 이상,3,1,0,0,0,2,0
2021년07월_여_총인구수,"13,101","3,189","3,047","1,191","1,758","3,916",0
2021년07월_여_연령구간인구수,"13,101","3,189","3,047","1,191","1,758","3,916",0
2021년07월_여_0~9세,637,249,84,28,65,211,0
2021년07월_여_10~19세,742,235,166,41,88,212,0
2021년07월_여_20~29세,963,305,157,57,137,307,0
2021년07월_여_30~39세,988,335,145,58,108,342,0
2021년07월_여_40~49세,"1,396",393,269,68,156,510,0
2021년07월_여_50~59세,"2,189",495,470,202,307,715,0
2021년07월_여_60~69세,"2,714",522,724,301,388,779,0
2021년07월_여_70~79세,"1,952",351,571,251,281,498,0
2021년07월_여_80~89세,"1,262",253,370,154,198,287,0
2021년07월_여_90~99세,249,49,90,30,27,53,0
2021년07월_여_100세 이상,9,2,1,1,3,2,0
2021년08월_계_총인구수,"27,005","6,719","6,066","2,323","3,609","8,288",0
2021년08월_계_연령구간인구수,"27,005","6,719","6,066","2,323","3,609","8,288",0
2021년08월_계_0~9세,"1,302",518,174,53,123,434,0
2021년08월_계_10~19세,"1,615",523,337,100,178,477,0
2021년08월_계_20~29세,"2,656",823,475,126,348,884,0
2021년08월_계_30~39세,"2,300",743,335,134,289,799,0
2021년08월_계_40~49세,"3,065",828,589,195,361,"1,092",0
2021년08월_계_50~59세,"4,797","1,108","1,094",412,634,"1,549",0
2021년08월_계_60~69세,"5,564","1,072","1,415",627,809,"1,641",0
2021년08월_계_70~79세,"3,430",645,967,414,510,894,0
2021년08월_계_80~89세,"1,935",384,569,222,312,448,0
2021년08월_계_90~99세,329,72,110,39,42,66,0
2021년08월_계_100세 이상,12,3,1,1,3,4,0
2021년08월_남_총인구수,"13,899","3,520","3,026","1,133","1,861","4,359",0
2021년08월_남_연령구간인구수,"13,899","3,520","3,026","1,133","1,861","4,359",0
2021년08월_남_0~9세,665,265,91,25,60,224,0
2021년08월_남_10~19세,869,288,170,59,90,262,0
2021년08월_남_20~29세,"1,702",520,318,74,214,576,0
2021년08월_남_30~39세,"1,312",414,188,74,181,455,0
2021년08월_남_40~49세,"1,670",435,318,128,211,578,0
2021년08월_남_50~59세,"2,603",607,629,210,330,827,0
2021년08월_남_60~69세,"2,846",548,693,325,419,861,0
2021년08월_남_70~79세,"1,480",293,397,164,230,396,0
2021년08월_남_80~89세,671,128,200,66,113,164,0
2021년08월_남_90~99세,78,21,22,8,13,14,0
2021년08월_남_100세 이상,3,1,0,0,0,2,0
2021년08월_여_총인구수,"13,106","3,199","3,040","1,190","1,748","3,929",0
2021년08월_여_연령구간인구수,"13,106","3,199","3,040","1,190","1,748","3,929",0
2021년08월_여_0~9세,637,253,83,28,63,210,0
2021년08월_여_10~19세,746,235,167,41,88,215,0
2021년08월_여_20~29세,954,303,157,52,134,308,0
2021년08월_여_30~39세,988,329,147,60,108,344,0
2021년08월_여_40~49세,"1,395",393,271,67,150,514,0
2021년08월_여_50~59세,"2,194",501,465,202,304,722,0
2021년08월_여_60~69세,"2,718",524,722,302,390,780,0
2021년08월_여_70~79세,"1,950",352,570,250,280,498,0
2021년08월_여_80~89세,"1,264",256,369,156,199,284,0
2021년08월_여_90~99세,251,51,88,31,29,52,0
2021년08월_여_100세 이상,9,2,1,1,3,2,0
2021년09월_계_총인구수,"26,981","6,717","6,053","2,304","3,585","8,322",0
2021년09월_계_연령구간인구수,"26,981","6,717","6,053","2,304","3,585","8,322",0
2021년09월_계_0~9세,"1,307",516,177,53,124,437,0
2021년09월_계_10~19세,"1,592",523,329,95,176,469,0
2021년09월_계_20~29세,"2,635",825,476,122,336,876,0
2021년09월_계_30~39세,"2,290",741,333,133,284,799,0
2021년09월_계_40~49세,"3,064",822,583,194,354,"1,111",0
2021년09월_계_50~59세,"4,805","1,109","1,096",407,632,"1,561",0
2021년09월_계_60~69세,"5,575","1,076","1,409",628,816,"1,646",0
2021년09월_계_70~79세,"3,439",649,970,413,508,899,0
2021년09월_계_80~89세,"1,936",384,569,220,308,455,0
2021년09월_계_90~99세,326,69,110,38,44,65,0
2021년09월_계_100세 이상,12,3,1,1,3,4,0
2021년09월_남_총인구수,"13,881","3,514","3,019","1,127","1,850","4,371",0
2021년09월_남_연령구간인구수,"13,881","3,514","3,019","1,127","1,850","4,371",0
2021년09월_남_0~9세,669,267,92,25,60,225,0
2021년09월_남_10~19세,854,284,167,57,90,256,0
2021년09월_남_20~29세,"1,692",521,317,74,206,574,0
2021년09월_남_30~39세,"1,306",413,188,76,178,451,0
2021년09월_남_40~49세,"1,671",433,312,127,207,592,0
2021년09월_남_50~59세,"2,598",606,626,207,331,828,0
2021년09월_남_60~69세,"2,848",550,694,324,422,858,0
2021년09월_남_70~79세,"1,490",291,399,165,231,404,0
2021년09월_남_80~89세,673,128,202,64,112,167,0
2021년09월_남_90~99세,77,20,22,8,13,14,0
2021년09월_남_100세 이상,3,1,0,0,0,2,0
2021년09월_여_총인구수,"13,100","3,203","3,034","1,177","1,735","3,951",0
2021년09월_여_연령구간인구수,"13,100","3,203","3,034","1,177","1,735","3,951",0
2021년09월_여_0~9세,638,249,85,28,64,212,0
2021년09월_여_10~19세,738,239,162,38,86,213,0
2021년09월_여_20~29세,943,304,159,48,130,302,0
2021년09월_여_30~39세,984,328,145,57,106,348,0
2021년09월_여_40~49세,"1,393",389,271,67,147,519,0
2021년09월_여_50~59세,"2,207",503,470,200,301,733,0
2021년09월_여_60~69세,"2,727",526,715,304,394,788,0
2021년09월_여_70~79세,"1,949",358,571,248,277,495,0
2021년09월_여_80~89세,"1,263",256,367,156,196,288,0
2021년09월_여_90~99세,249,49,88,30,31,51,0
2021년09월_여_100세 이상,9,2,1,1,3,2,0
2021년10월_계_총인구수,"27,014","6,818","6,057","2,295","3,518","8,326",0
2021년10월_계_연령구간인구수,"27,014","6,818","6,057","2,295","3,518","8,326",0
2021년10월_계_0~9세,"1,301",532,179,53,109,428,0
2021년10월_계_10~19세,"1,586",525,330,92,173,466,0
2021년10월_계_20~29세,"2,646",857,471,120,316,882,0
2021년10월_계_30~39세,"2,302",765,327,134,271,805,0
2021년10월_계_40~49세,"3,056",831,581,195,344,"1,105",0
2021년10월_계_50~59세,"4,788","1,104","1,102",400,625,"1,557",0
2021년10월_계_60~69세,"5,615","1,094","1,413",626,826,"1,656",0
2021년10월_계_70~79세,"3,430",646,967,415,503,899,0
2021년10월_계_80~89세,"1,950",394,575,219,305,457,0
2021년10월_계_90~99세,328,67,111,40,43,67,0
2021년10월_계_100세 이상,12,3,1,1,3,4,0
2021년10월_남_총인구수,"13,895","3,577","3,020","1,121","1,811","4,366",0
2021년10월_남_연령구간인구수,"13,895","3,577","3,020","1,121","1,811","4,366",0
2021년10월_남_0~9세,663,276,93,24,53,217,0
2021년10월_남_10~19세,852,285,167,55,90,255,0
2021년10월_남_20~29세,"1,695",546,314,72,191,572,0
2021년10월_남_30~39세,"1,310",429,181,76,170,454,0
2021년10월_남_40~49세,"1,670",438,315,129,200,588,0
2021년10월_남_50~59세,"2,590",600,627,204,327,832,0
2021년10월_남_60~69세,"2,871",558,698,324,428,863,0
2021년10월_남_70~79세,"1,487",294,399,165,228,401,0
2021년10월_남_80~89세,676,130,204,64,111,167,0
2021년10월_남_90~99세,78,20,22,8,13,15,0
2021년10월_남_100세 이상,3,1,0,0,0,2,0
2021년10월_여_총인구수,"13,119","3,241","3,037","1,174","1,707","3,960",0
2021년10월_여_연령구간인구수,"13,119","3,241","3,037","1,174","1,707","3,960",0
2021년10월_여_0~9세,638,256,86,29,56,211,0
2021년10월_여_10~19세,734,240,163,37,83,211,0
2021년10월_여_20~29세,951,311,157,48,125,310,0
2021년10월_여_30~39세,992,336,146,58,101,351,0
2021년10월_여_40~49세,"1,386",393,266,66,144,517,0
2021년10월_여_50~59세,"2,198",504,475,196,298,725,0
2021년10월_여_60~69세,"2,744",536,715,302,398,793,0
2021년10월_여_70~79세,"1,943",352,568,250,275,498,0
2021년10월_여_80~89세,"1,274",264,371,155,194,290,0
2021년10월_여_90~99세,250,47,89,32,30,52,0
2021년10월_여_100세 이상,9,2,1,1,3,2,0
2021년11월_계_총인구수,"27,119","7,008","6,003","2,288","3,473","8,347",0
2021년11월_계_연령구간인구수,"27,119","7,008","6,003","2,288","3,473","8,347",0
2021년11월_계_0~9세,"1,330",574,168,53,104,431,0
2021년11월_계_10~19세,"1,585",538,319,93,164,471,0
2021년11월_계_20~29세,"2,657",893,459,117,314,874,0
2021년11월_계_30~39세,"2,344",819,320,134,263,808,0
2021년11월_계_40~49세,"3,057",852,569,194,336,"1,106",0
2021년11월_계_50~59세,"4,792","1,121","1,098",394,620,"1,559",0
2021년11월_계_60~69세,"5,640","1,102","1,417",628,823,"1,670",0
2021년11월_계_70~79세,"3,419",645,963,415,497,899,0
2021년11월_계_80~89세,"1,958",397,577,219,306,459,0
2021년11월_계_90~99세,326,65,112,40,43,66,0
2021년11월_계_100세 이상,11,2,1,1,3,4,0
2021년11월_남_총인구수,"13,950","3,673","3,004","1,114","1,783","4,376",0
2021년11월_남_연령구간인구수,"13,950","3,673","3,004","1,114","1,783","4,376",0
2021년11월_남_0~9세,676,298,87,24,48,219,0
2021년11월_남_10~19세,857,298,159,55,90,255,0
2021년11월_남_20~29세,"1,695",558,311,70,190,566,0
2021년11월_남_30~39세,"1,331",455,181,75,160,460,0
2021년11월_남_40~49세,"1,676",451,316,127,193,589,0
2021년11월_남_50~59세,"2,596",608,625,205,325,833,0
2021년11월_남_60~69세,"2,881",564,696,322,428,871,0
2021년11월_남_70~79세,"1,482",291,402,164,227,398,0
2021년11월_남_80~89세,675,131,204,63,109,168,0
2021년11월_남_90~99세,79,19,23,9,13,15,0
2021년11월_남_100세 이상,2,0,0,0,0,2,0
