카테고리,강원도 정선군,강원도 정선군 정선읍,강원도 정선군 고한읍,강원도 정선군 사북읍,강원도 정선군 신동읍,강원도 정선군 신동읍함백출장소,강원도 정선군 남면,강원도 정선군 북평면,강원도 정선군 임계면,강원도 정선군 화암면,강원도 정선군 여량면
2020년09월_남_100세 이상,20,4,3,4,0,7,1,1,0,0,0
2020년09월_여_총인구수,"17,754","5,287","2,224","2,277",889,851,"1,537","1,297","1,657",777,958
2020년09월_여_연령구간인구수,"17,754","5,287","2,224","2,277",889,851,"1,537","1,297","1,657",777,958
2020년09월_여_0~9세,850,306,129,143,36,25,74,52,56,14,15
2020년09월_여_10~19세,"1,243",482,127,177,62,54,94,93,64,43,47
2020년09월_여_20~29세,"1,233",445,157,172,51,48,85,72,100,46,57
2020년09월_여_30~39세,"1,363",439,296,234,37,41,117,65,66,29,39
2020년09월_여_40~49세,"2,103",803,273,328,76,72,176,133,113,65,64
2020년09월_여_50~59세,"3,196",900,341,412,176,146,311,237,324,152,197
2020년09월_여_60~69세,"3,533",844,454,438,179,186,355,269,382,188,238
2020년09월_여_70~79세,"2,503",620,302,259,171,165,191,195,294,134,172
2020년09월_여_80~89세,"1,427",347,120,99,91,91,115,150,217,85,112
2020년09월_여_90~99세,273,90,19,13,10,19,18,30,38,20,16
2020년09월_여_100세 이상,30,11,6,2,0,4,1,1,3,1,1
2020년10월_계_총인구수,"36,950","10,757","4,723","4,831","1,853","1,670","3,297","2,579","3,537","1,677","2,026"
2020년10월_계_연령구간인구수,"36,950","10,757","4,723","4,831","1,853","1,670","3,297","2,579","3,537","1,677","2,026"
2020년10월_계_0~9세,"1,745",635,251,303,71,39,149,106,108,36,47
2020년10월_계_10~19세,"2,566","1,018",240,380,125,106,179,173,151,95,99
2020년10월_계_20~29세,"2,844","1,022",343,401,120,120,225,174,209,113,117
2020년10월_계_30~39세,"3,126",935,710,496,95,99,297,146,175,69,104
2020년10월_계_40~49세,"4,992","1,686",727,743,212,179,452,301,319,175,198
2020년10월_계_50~59세,"7,046","1,940",779,928,382,324,652,515,750,378,398
2020년10월_계_60~69세,"7,476","1,768",867,915,408,368,779,550,868,420,533
2020년10월_계_70~79세,"4,541","1,098",556,476,281,271,373,351,554,246,335
2020년10월_계_80~89세,"2,209",530,209,168,145,129,166,220,347,123,172
2020년10월_계_90~99세,355,110,32,15,14,24,23,41,53,21,22
2020년10월_계_100세 이상,50,15,9,6,0,11,2,2,3,1,1
2020년10월_남_총인구수,"19,203","5,479","2,496","2,550",956,826,"1,757","1,290","1,878",903,"1,068"
2020년10월_남_연령구간인구수,"19,203","5,479","2,496","2,550",956,826,"1,757","1,290","1,878",903,"1,068"
2020년10월_남_0~9세,904,333,123,158,35,15,77,54,55,22,32
2020년10월_남_10~19세,"1,323",535,112,198,62,56,88,84,84,52,52
2020년10월_남_20~29세,"1,615",580,187,232,69,70,132,104,109,69,63
2020년10월_남_30~39세,"1,757",492,416,264,55,59,179,79,109,41,63
2020년10월_남_40~49세,"2,902",883,450,420,135,109,279,172,208,110,136
2020년10월_남_50~59세,"3,865","1,045",441,518,206,181,340,280,423,226,205
2020년10월_남_60~69세,"3,930",926,414,468,227,179,431,277,485,230,293
2020년10월_남_70~79세,"2,037",482,253,219,110,107,174,158,263,112,159
2020년10월_남_80~89세,772,181,85,67,53,37,51,71,128,39,60
2020년10월_남_90~99세,78,18,12,2,4,6,5,10,14,2,5
2020년10월_남_100세 이상,20,4,3,4,0,7,1,1,0,0,0
2020년10월_여_총인구수,"17,747","5,278","2,227","2,281",897,844,"1,540","1,289","1,659",774,958
2020년10월_여_연령구간인구수,"17,747","5,278","2,227","2,281",897,844,"1,540","1,289","1,659",774,958
2020년10월_여_0~9세,841,302,128,145,36,24,72,52,53,14,15
2020년10월_여_10~19세,"1,243",483,128,182,63,50,91,89,67,43,47
2020년10월_여_20~29세,"1,229",442,156,169,51,50,93,70,100,44,54
2020년10월_여_30~39세,"1,369",443,294,232,40,40,118,67,66,28,41
2020년10월_여_40~49세,"2,090",803,277,323,77,70,173,129,111,65,62
2020년10월_여_50~59세,"3,181",895,338,410,176,143,312,235,327,152,193
2020년10월_여_60~69세,"3,546",842,453,447,181,189,348,273,383,190,240
2020년10월_여_70~79세,"2,504",616,303,257,171,164,199,193,291,134,176
2020년10월_여_80~89세,"1,437",349,124,101,92,92,115,149,219,84,112
2020년10월_여_90~99세,277,92,20,13,10,18,18,31,39,19,17
2020년10월_여_100세 이상,30,11,6,2,0,4,1,1,3,1,1
2020년11월_계_총인구수,"36,937","10,761","4,730","4,826","1,857","1,663","3,299","2,561","3,534","1,684","2,022"
2020년11월_계_연령구간인구수,"36,937","10,761","4,730","4,826","1,857","1,663","3,299","2,561","3,534","1,684","2,022"
2020년11월_계_0~9세,"1,746",639,255,299,71,37,152,106,103,35,49
2020년11월_계_10~19세,"2,559","1,020",238,381,128,105,178,166,153,94,96
2020년11월_계_20~29세,"2,837","1,023",341,403,118,116,226,172,204,115,119
2020년11월_계_30~39세,"3,104",939,710,485,93,98,296,144,173,67,99
2020년11월_계_40~49세,"4,982","1,680",730,747,212,176,447,297,319,178,196
2020년11월_계_50~59세,"7,028","1,937",776,925,381,327,649,511,747,381,394
2020년11월_계_60~69세,"7,526","1,773",872,918,415,369,784,550,880,428,537
2020년11월_계_70~79세,"4,536","1,100",557,476,280,270,376,349,553,242,333
2020년11월_계_80~89세,"2,218",526,211,171,145,130,167,223,346,122,177
2020년11월_계_90~99세,351,109,31,15,14,24,22,41,53,21,21
2020년11월_계_100세 이상,50,15,9,6,0,11,2,2,3,1,1
2020년11월_남_총인구수,"19,199","5,479","2,496","2,548",961,825,"1,762","1,285","1,875",906,"1,062"
2020년11월_남_연령구간인구수,"19,199","5,479","2,496","2,548",961,825,"1,762","1,285","1,875",906,"1,062"
2020년11월_남_0~9세,902,333,127,157,34,14,78,55,51,21,32
2020년11월_남_10~19세,"1,324",535,112,199,65,55,89,82,86,52,49
2020년11월_남_20~29세,"1,616",584,186,233,69,68,131,104,107,70,64
2020년11월_남_30~39세,"1,741",492,416,257,52,59,181,78,106,40,60
2020년11월_남_40~49세,"2,898",880,450,421,135,107,280,171,207,111,136
2020년11월_남_50~59세,"3,847","1,044",434,517,208,184,336,278,421,226,199
2020년11월_남_60~69세,"3,962",929,414,470,233,182,435,277,491,236,295
2020년11월_남_70~79세,"2,035",484,255,220,109,104,175,156,264,109,159
2020년11월_남_80~89세,776,176,87,68,52,39,51,73,128,39,63
2020년11월_남_90~99세,78,18,12,2,4,6,5,10,14,2,5
2020년11월_남_100세 이상,20,4,3,4,0,7,1,1,0,0,0
2020년11월_여_총인구수,"17,738","5,282","2,234","2,278",896,838,"1,537","1,276","1,659",778,960
2020년11월_여_연령구간인구수,"17,738","5,282","2,234","2,278",896,838,"1,537","1,276","1,659",778,960
2020년11월_여_0~9세,844,306,128,142,37,23,74,51,52,14,17
2020년11월_여_10~19세,"1,235",485,126,182,63,50,89,84,67,42,47
2020년11월_여_20~29세,"1,221",439,155,170,49,48,95,68,97,45,55
2020년11월_여_30~39세,"1,363",447,294,228,41,39,115,66,67,27,39
2020년11월_여_40~49세,"2,084",800,280,326,77,69,167,126,112,67,60
2020년11월_여_50~59세,"3,181",893,342,408,173,143,313,233,326,155,195
2020년11월_여_60~69세,"3,564",844,458,448,182,187,349,273,389,192,242
2020년11월_여_70~79세,"2,501",616,302,256,171,166,201,193,289,133,174
2020년11월_여_80~89세,"1,442",350,124,103,93,91,116,150,218,83,114
2020년11월_여_90~99세,273,91,19,13,10,18,17,31,39,19,16
2020년11월_여_100세 이상,30,11,6,2,0,4,1,1,3,1,1
2020년12월_계_총인구수,"36,870","10,735","4,724","4,822","1,859","1,673","3,282","2,540","3,530","1,676","2,029"
2020년12월_계_연령구간인구수,"36,870","10,735","4,724","4,822","1,859","1,673","3,282","2,540","3,530","1,676","2,029"
2020년12월_계_0~9세,"1,736",638,260,298,71,37,151,97,100,35,49
2020년12월_계_10~19세,"2,544","1,016",233,379,124,105,178,164,154,94,97
2020년12월_계_20~29세,"2,820","1,017",335,410,121,121,219,174,194,109,120
2020년12월_계_30~39세,"3,078",934,707,476,96,98,292,136,178,65,96
2020년12월_계_40~49세,"4,978","1,680",728,751,213,174,446,295,318,175,198
2020년12월_계_50~59세,"6,986","1,921",776,914,374,332,646,502,746,383,392
2020년12월_계_60~69세,"7,575","1,783",878,925,418,373,784,555,885,430,544
2020년12월_계_70~79세,"4,520","1,092",553,477,280,269,371,351,551,242,334
2020년12월_계_80~89세,"2,231",533,214,171,147,129,171,223,349,121,173
2020년12월_계_90~99세,352,106,31,15,15,24,22,41,52,21,25
2020년12월_계_100세 이상,50,15,9,6,0,11,2,2,3,1,1
2020년12월_남_총인구수,"19,174","5,464","2,494","2,541",962,835,"1,756","1,276","1,877",905,"1,064"
2020년12월_남_연령구간인구수,"19,174","5,464","2,494","2,541",962,835,"1,756","1,276","1,877",905,"1,064"
2020년12월_남_0~9세,893,332,131,155,35,13,76,49,49,21,32
2020년12월_남_10~19세,"1,322",534,110,195,64,56,92,82,87,52,50
2020년12월_남_20~29세,"1,608",580,182,239,69,70,128,106,102,68,64
2020년12월_남_30~39세,"1,724",486,414,250,54,61,180,76,109,38,56
2020년12월_남_40~49세,"2,901",883,451,421,135,107,279,168,209,110,138
2020년12월_남_50~59세,"3,826","1,033",432,518,205,186,335,275,416,227,199
2020년12월_남_60~69세,"3,991",937,419,472,232,187,434,277,495,239,299
2020년12월_남_70~79세,"2,028",481,251,218,111,103,172,158,266,109,159
2020년12월_남_80~89세,781,176,88,67,53,39,54,74,130,39,61
2020년12월_남_90~99세,80,18,13,2,4,6,5,10,14,2,6
2020년12월_남_100세 이상,20,4,3,4,0,7,1,1,0,0,0
2020년12월_여_총인구수,"17,696","5,271","2,230","2,281",897,838,"1,526","1,264","1,653",771,965
2020년12월_여_연령구간인구수,"17,696","5,271","2,230","2,281",897,838,"1,526","1,264","1,653",771,965
2020년12월_여_0~9세,843,306,129,143,36,24,75,48,51,14,17
2020년12월_여_10~19세,"1,222",482,123,184,60,49,86,82,67,42,47
2020년12월_여_20~29세,"1,212",437,153,171,52,51,91,68,92,41,56
2020년12월_여_30~39세,"1,354",448,293,226,42,37,112,60,69,27,40
2020년12월_여_40~49세,"2,077",797,277,330,78,67,167,127,109,65,60
2020년12월_여_50~59세,"3,160",888,344,396,169,146,311,227,330,156,193
2020년12월_여_60~69세,"3,584",846,459,453,186,186,350,278,390,191,245
2020년12월_여_70~79세,"2,492",611,302,259,169,166,199,193,285,133,175
2020년12월_여_80~89세,"1,450",357,126,104,94,90,117,149,219,82,112
2020년12월_여_90~99세,272,88,18,13,11,18,17,31,38,19,19
2020년12월_여_100세 이상,30,11,6,2,0,4,1,1,3,1,1
2021년01월_계_총인구수,"36,783","10,726","4,725","4,791","1,859","1,672","3,263","2,535","3,519","1,674","2,019"
2021년01월_계_연령구간인구수,"36,783","10,726","4,725","4,791","1,859","1,672","3,263","2,535","3,519","1,674","2,019"
2021년01월_계_0~9세,"1,712",634,264,289,68,36,146,96,98,35,46
2021년01월_계_10~19세,"2,541","1,018",229,376,123,106,180,164,152,94,99
2021년01월_계_20~29세,"2,792","1,015",333,404,120,119,211,177,189,108,116
2021년01월_계_30~39세,"3,059",928,707,464,96,98,292,138,176,65,95
2021년01월_계_40~49세,"4,933","1,673",728,737,213,167,440,286,315,177,197
2021년01월_계_50~59세,"6,975","1,908",781,922,372,337,638,501,744,383,389
2021년01월_계_60~69세,"7,596","1,799",871,927,424,373,789,556,884,429,544
2021년01월_계_70~79세,"4,527","1,097",555,477,279,271,370,350,554,244,330
2021년01월_계_80~89세,"2,244",535,217,173,148,130,173,222,353,116,177
2021년01월_계_90~99세,355,104,31,16,16,24,22,43,52,22,25
2021년01월_계_100세 이상,49,15,9,6,0,11,2,2,2,1,1
2021년01월_남_총인구수,"19,127","5,471","2,487","2,519",960,834,"1,746","1,278","1,872",900,"1,060"
2021년01월_남_연령구간인구수,"19,127","5,471","2,487","2,519",960,834,"1,746","1,278","1,872",900,"1,060"
2021년01월_남_0~9세,879,331,134,148,35,12,73,49,47,21,29
2021년01월_남_10~19세,"1,317",537,104,194,62,57,95,80,84,51,53
2021년01월_남_20~29세,"1,599",585,181,235,68,68,123,110,100,68,61
2021년01월_남_30~39세,"1,712",479,412,245,54,62,180,77,111,37,55
2021년01월_남_40~49세,"2,867",880,453,410,133,104,272,163,206,109,137
2021년01월_남_50~59세,"3,828","1,029",430,522,203,189,335,276,418,227,199
2021년01월_남_60~69세,"3,995",947,414,473,237,185,434,278,492,235,300
2021년01월_남_70~79세,"2,043",487,253,217,109,105,172,159,270,112,159
2021년01월_남_80~89세,786,174,90,69,54,39,56,75,130,38,61
2021년01월_남_90~99세,81,18,13,2,5,6,5,10,14,2,6
2021년01월_남_100세 이상,20,4,3,4,0,7,1,1,0,0,0
2021년01월_여_총인구수,"17,656","5,255","2,238","2,272",899,838,"1,517","1,257","1,647",774,959
2021년01월_여_연령구간인구수,"17,656","5,255","2,238","2,272",899,838,"1,517","1,257","1,647",774,959
2021년01월_여_0~9세,833,303,130,141,33,24,73,47,51,14,17
2021년01월_여_10~19세,"1,224",481,125,182,61,49,85,84,68,43,46
2021년01월_여_20~29세,"1,193",430,152,169,52,51,88,67,89,40,55
2021년01월_여_30~39세,"1,347",449,295,219,42,36,112,61,65,28,40
2021년01월_여_40~49세,"2,066",793,275,327,80,63,168,123,109,68,60
2021년01월_여_50~59세,"3,147",879,351,400,169,148,303,225,326,156,190
2021년01월_여_60~69세,"3,601",852,457,454,187,188,355,278,392,194,244
2021년01월_여_70~79세,"2,484",610,302,260,170,166,198,191,284,132,171
2021년01월_여_80~89세,"1,458",361,127,104,94,91,117,147,223,78,116
2021년01월_여_90~99세,274,86,18,14,11,18,17,33,38,20,19
2021년01월_여_100세 이상,29,11,6,2,0,4,1,1,2,1,1
2021년02월_계_총인구수,"36,704","10,678","4,725","4,775","1,847","1,669","3,260","2,534","3,515","1,680","2,021"
2021년02월_계_연령구간인구수,"36,704","10,678","4,725","4,775","1,847","1,669","3,260","2,534","3,515","1,680","2,021"
2021년02월_계_0~9세,"1,714",629,264,292,69,39,141,95,99,40,46
2021년02월_계_10~19세,"2,526","1,013",228,367,124,105,180,165,153,92,99
2021년02월_계_20~29세,"2,765",991,336,404,115,114,209,177,191,111,117
2021년02월_계_30~39세,"3,028",913,713,450,95,98,290,139,168,66,96
2021년02월_계_40~49세,"4,907","1,656",726,743,214,165,435,286,312,175,195
2021년02월_계_50~59세,"6,944","1,914",773,914,363,338,641,489,743,383,386
2021년02월_계_60~69세,"7,630","1,808",872,932,428,372,795,562,882,429,550
2021년02월_계_70~79세,"4,530","1,095",555,475,278,273,369,354,558,244,329
2021년02월_계_80~89세,"2,258",540,217,177,146,131,176,222,356,117,176
2021년02월_계_90~99세,352,104,31,15,15,23,22,43,51,22,26
2021년02월_계_100세 이상,50,15,10,6,0,11,2,2,2,1,1
2021년02월_남_총인구수,"19,071","5,453","2,480","2,510",949,831,"1,737","1,280","1,867",902,"1,062"
2021년02월_남_연령구간인구수,"19,071","5,453","2,480","2,510",949,831,"1,737","1,280","1,867",902,"1,062"
2021년02월_남_0~9세,879,330,131,150,35,15,72,49,47,22,28
2021년02월_남_10~19세,"1,310",533,104,187,63,56,93,82,85,52,55
2021년02월_남_20~29세,"1,582",575,181,234,65,65,121,109,103,68,61
2021년02월_남_30~39세,"1,696",472,419,235,54,61,179,78,106,36,56
2021년02월_남_40~49세,"2,851",874,448,417,131,103,268,163,204,108,135
2021년02월_남_50~59세,"3,820","1,031",425,520,197,188,340,272,417,230,200
2021년02월_남_60~69세,"4,004",953,412,476,239,185,431,280,491,234,303
2021년02월_남_70~79세,"2,034",485,252,215,108,106,170,159,268,112,159
2021년02월_남_80~89세,796,178,92,70,53,39,57,77,133,38,59
2021년02월_남_90~99세,78,18,12,2,4,6,5,10,13,2,6
2021년02월_남_100세 이상,21,4,4,4,0,7,1,1,0,0,0
2021년02월_여_총인구수,"17,633","5,225","2,245","2,265",898,838,"1,523","1,254","1,648",778,959
2021년02월_여_연령구간인구수,"17,633","5,225","2,245","2,265",898,838,"1,523","1,254","1,648",778,959
2021년02월_여_0~9세,835,299,133,142,34,24,69,46,52,18,18
2021년02월_여_10~19세,"1,216",480,124,180,61,49,87,83,68,40,44
2021년02월_여_20~29세,"1,183",416,155,170,50,49,88,68,88,43,56
2021년02월_여_30~39세,"1,332",441,294,215,41,37,111,61,62,30,40
2021년02월_여_40~49세,"2,056",782,278,326,83,62,167,123,108,67,60
2021년02월_여_50~59세,"3,124",883,348,394,166,150,301,217,326,153,186
2021년02월_여_60~69세,"3,626",855,460,456,189,187,364,282,391,195,247
2021년02월_여_70~79세,"2,496",610,303,260,170,167,199,195,290,132,170
2021년02월_여_80~89세,"1,462",362,125,107,93,92,119,145,223,79,117
2021년02월_여_90~99세,274,86,19,13,11,17,17,33,38,20,20
2021년02월_여_100세 이상,29,11,6,2,0,4,1,1,2,1,1
2021년03월_계_총인구수,"36,059","10,576","4,453","4,721","1,828","1,582","3,232","2,516","3,498","1,656","1,997"
2021년03월_계_연령구간인구수,"36,059","10,576","4,453","4,721","1,828","1,582","3,232","2,516","3,498","1,656","1,997"
2021년03월_계_0~9세,"1,707",622,271,292,69,37,142,95,95,40,44
2021년03월_계_10~19세,"2,501","1,005",229,357,120,102,183,168,152,90,95
2021년03월_계_20~29세,"2,723",982,333,396,113,115,205,171,182,108,118
2021년03월_계_30~39세,"2,970",910,690,443,97,88,288,137,163,63,91
2021년03월_계_40~49세,"4,802","1,633",698,725,209,157,429,287,300,172,192
2021년03월_계_50~59세,"6,820","1,897",724,909,356,319,629,487,749,378,372
2021년03월_계_60~69세,"7,559","1,804",821,929,428,361,791,554,886,428,557
2021년03월_계_70~79세,"4,428","1,088",496,478,273,259,363,351,554,244,322
2021년03월_계_80~89세,"2,219",535,175,175,149,126,180,223,364,112,180
2021년03월_계_90~99세,313,97,16,12,14,14,21,42,51,21,25
2021년03월_계_100세 이상,17,3,0,5,0,4,1,1,2,0,1
2021년03월_남_총인구수,"18,776","5,425","2,331","2,482",940,790,"1,734","1,273","1,853",897,"1,051"
2021년03월_남_연령구간인구수,"18,776","5,425","2,331","2,482",940,790,"1,734","1,273","1,853",897,"1,051"
2021년03월_남_0~9세,878,324,139,149,34,15,73,52,44,22,26
2021년03월_남_10~19세,"1,298",526,103,184,61,56,96,84,82,51,55
2021년03월_남_20~29세,"1,565",579,174,230,66,65,117,106,100,69,59
2021년03월_남_30~39세,"1,663",472,406,231,54,57,181,76,101,33,52
2021년03월_남_40~49세,"2,794",864,428,410,127,100,265,163,196,107,134
2021년03월_남_50~59세,"3,773","1,032",404,513,198,176,337,269,421,227,196
2021년03월_남_60~69세,"3,986",950,387,476,239,182,435,280,491,238,308
2021년03월_남_70~79세,"1,984",484,224,216,105,98,165,159,265,112,156
2021년03월_남_80~89세,770,178,63,69,53,36,60,75,140,36,60
2021년03월_남_90~99세,58,16,3,0,3,2,5,9,13,2,5
2021년03월_남_100세 이상,7,0,0,4,0,3,0,0,0,0,0
2021년03월_여_총인구수,"17,283","5,151","2,122","2,239",888,792,"1,498","1,243","1,645",759,946
2021년03월_여_연령구간인구수,"17,283","5,151","2,122","2,239",888,792,"1,498","1,243","1,645",759,946
2021년03월_여_0~9세,829,298,132,143,35,22,69,43,51,18,18
2021년03월_여_10~19세,"1,203",479,126,173,59,46,87,84,70,39,40
2021년03월_여_20~29세,"1,158",403,159,166,47,50,88,65,82,39,59
2021년03월_여_30~39세,"1,307",438,284,212,43,31,107,61,62,30,39
2021년03월_여_40~49세,"2,008",769,270,315,82,57,164,124,104,65,58
2021년03월_여_50~59세,"3,047",865,320,396,158,143,292,218,328,151,176
2021년03월_여_60~69세,"3,573",854,434,453,189,179,356,274,395,190,249
2021년03월_여_70~79세,"2,444",604,272,262,168,161,198,192,289,132,166
2021년03월_여_80~89세,"1,449",357,112,106,96,90,120,148,224,76,120
2021년03월_여_90~99세,255,81,13,12,11,12,16,33,38,19,20
2021년03월_여_100세 이상,10,3,0,1,0,1,1,1,2,0,1
2021년04월_계_총인구수,"35,990","10,542","4,446","4,714","1,818","1,582","3,215","2,527","3,503","1,656","1,987"
2021년04월_계_연령구간인구수,"35,990","10,542","4,446","4,714","1,818","1,582","3,215","2,527","3,503","1,656","1,987"
2021년04월_계_0~9세,"1,705",628,266,283,67,39,143,97,97,41,44
2021년04월_계_10~19세,"2,483",985,233,357,121,100,183,171,151,91,91
2021년04월_계_20~29세,"2,717",978,331,393,112,117,206,174,182,107,117
2021년04월_계_30~39세,"2,944",906,681,439,96,91,278,138,160,62,93
2021년04월_계_40~49세,"4,777","1,623",697,726,205,155,423,286,303,169,190
2021년04월_계_50~59세,"6,790","1,887",722,908,355,316,622,485,746,379,370
2021년04월_계_60~69세,"7,586","1,815",824,936,429,363,793,555,889,428,554
2021년04월_계_70~79세,"4,433","1,087",501,478,272,259,366,348,557,244,321
2021년04월_계_80~89세,"2,225",533,175,176,148,124,181,230,364,114,180
2021년04월_계_90~99세,313,97,16,13,13,14,19,42,52,21,26
2021년04월_계_100세 이상,17,3,0,5,0,4,1,1,2,0,1
2021년04월_남_총인구수,"18,737","5,408","2,332","2,480",934,797,"1,718","1,280","1,848",893,"1,047"
2021년04월_남_연령구간인구수,"18,737","5,408","2,332","2,480",934,797,"1,718","1,280","1,848",893,"1,047"
2021년04월_남_0~9세,873,327,136,146,33,16,73,50,44,22,26
2021년04월_남_10~19세,"1,287",518,104,184,60,56,95,86,80,51,53
2021년04월_남_20~29세,"1,565",573,175,229,67,68,118,109,101,68,57
2021년04월_남_30~39세,"1,644",469,399,228,54,59,173,77,99,32,54
2021년04월_남_40~49세,"2,783",858,432,412,124,99,263,161,198,104,132
2021년04월_남_50~59세,"3,762","1,028",404,510,198,177,330,271,417,228,199
2021년04월_남_60~69세,"4,001",960,389,480,238,182,435,281,492,238,306
2021년04월_남_70~79세,"1,988",483,228,217,104,99,168,158,265,112,154
2021년04월_남_80~89세,770,176,62,70,53,36,60,78,138,36,61
2021년04월_남_90~99세,57,16,3,0,3,2,3,9,14,2,5
2021년04월_남_100세 이상,7,0,0,4,0,3,0,0,0,0,0
2021년04월_여_총인구수,"17,253","5,134","2,114","2,234",884,785,"1,497","1,247","1,655",763,940
2021년04월_여_연령구간인구수,"17,253","5,134","2,114","2,234",884,785,"1,497","1,247","1,655",763,940
2021년04월_여_0~9세,832,301,130,137,34,23,70,47,53,19,18
2021년04월_여_10~19세,"1,196",467,129,173,61,44,88,85,71,40,38
2021년04월_여_20~29세,"1,152",405,156,164,45,49,88,65,81,39,60
2021년04월_여_30~39세,"1,300",437,282,211,42,32,105,61,61,30,39
2021년04월_여_40~49세,"1,994",765,265,314,81,56,160,125,105,65,58
2021년04월_여_50~59세,"3,028",859,318,398,157,139,292,214,329,151,171
2021년04월_여_60~69세,"3,585",855,435,456,191,181,358,274,397,190,248
2021년04월_여_70~79세,"2,445",604,273,261,168,160,198,190,292,132,167
2021년04월_여_80~89세,"1,455",357,113,106,95,88,121,152,226,78,119
2021년04월_여_90~99세,256,81,13,13,10,12,16,33,38,19,21
2021년04월_여_100세 이상,10,3,0,1,0,1,1,1,2,0,1
2021년05월_계_총인구수,"35,991","10,536","4,457","4,707","1,820","1,585","3,218","2,531","3,499","1,654","1,984"
2021년05월_계_연령구간인구수,"35,991","10,536","4,457","4,707","1,820","1,585","3,218","2,531","3,499","1,654","1,984"
2021년05월_계_0~9세,"1,700",626,266,277,63,41,146,97,97,42,45
2021년05월_계_10~19세,"2,469",975,236,360,125,100,181,170,148,87,87
2021년05월_계_20~29세,"2,704",969,327,394,114,116,204,174,180,110,116
2021년05월_계_30~39세,"2,935",904,682,438,95,90,273,136,162,60,95
2021년05월_계_40~49세,"4,751","1,614",691,728,204,156,422,290,294,167,185
2021년05월_계_50~59세,"6,808","1,892",737,901,357,315,626,485,741,378,376
2021년05월_계_60~69세,"7,629","1,826",828,938,435,365,798,560,899,428,552
2021년05월_계_70~79세,"4,430","1,091",499,478,265,259,367,349,559,243,320
2021년05월_계_80~89세,"2,227",536,174,174,149,125,182,226,363,118,180
2021년05월_계_90~99세,320,99,17,14,13,14,18,43,54,21,27
2021년05월_계_100세 이상,18,4,0,5,0,4,1,1,2,0,1
2021년05월_남_총인구수,"18,743","5,403","2,337","2,481",933,801,"1,717","1,284","1,850",891,"1,046"
2021년05월_남_연령구간인구수,"18,743","5,403","2,337","2,481",933,801,"1,717","1,284","1,850",891,"1,046"
2021년05월_남_0~9세,875,328,136,144,32,17,74,50,44,23,27
2021년05월_남_10~19세,"1,275",511,105,185,60,56,92,86,78,50,52
2021년05월_남_20~29세,"1,563",569,174,234,68,68,118,109,99,68,56
2021년05월_남_30~39세,"1,636",464,397,228,54,60,168,77,103,30,55
2021년05월_남_40~49세,"2,757",852,429,409,123,98,262,160,193,102,129
2021년05월_남_50~59세,"3,784","1,031",414,511,200,177,334,272,415,227,203
2021년05월_남_60~69세,"4,031",971,390,480,240,184,437,285,499,241,304
2021년05월_남_70~79세,"1,980",483,226,217,100,99,168,159,267,108,153
2021년05월_남_80~89세,776,176,63,69,53,37,61,77,138,40,62
2021년05월_남_90~99세,58,17,3,0,3,2,3,9,14,2,5
2021년05월_남_100세 이상,8,1,0,4,0,3,0,0,0,0,0
2021년05월_여_총인구수,"17,248","5,133","2,120","2,226",887,784,"1,501","1,247","1,649",763,938
2021년05월_여_연령구간인구수,"17,248","5,133","2,120","2,226",887,784,"1,501","1,247","1,649",763,938
2021년05월_여_0~9세,825,298,130,133,31,24,72,47,53,19,18
2021년05월_여_10~19세,"1,194",464,131,175,65,44,89,84,70,37,35
2021년05월_여_20~29세,"1,141",400,153,160,46,48,86,65,81,42,60
2021년05월_여_30~39세,"1,299",440,285,210,41,30,105,59,59,30,40
2021년05월_여_40~49세,"1,994",762,262,319,81,58,160,130,101,65,56
2021년05월_여_50~59세,"3,024",861,323,390,157,138,292,213,326,151,173
2021년05월_여_60~69세,"3,598",855,438,458,195,181,361,275,400,187,248
2021년05월_여_70~79세,"2,450",608,273,261,165,160,199,190,292,135,167
2021년05월_여_80~89세,"1,451",360,111,105,96,88,121,149,225,78,118
2021년05월_여_90~99세,262,82,14,14,10,12,15,34,40,19,22
2021년05월_여_100세 이상,10,3,0,1,0,1,1,1,2,0,1
2021년06월_계_총인구수,"35,952","10,514","4,430","4,712","1,815","1,581","3,233","2,533","3,495","1,652","1,987"
2021년06월_계_연령구간인구수,"35,952","10,514","4,430","4,712","1,815","1,581","3,233","2,533","3,495","1,652","1,987"
2021년06월_계_0~9세,"1,700",621,271,278,64,40,145,97,95,43,46
2021년06월_계_10~19세,"2,457",972,234,361,123,99,180,168,149,87,84
2021년06월_계_20~29세,"2,700",967,321,396,114,117,207,176,175,109,118
2021년06월_계_30~39세,"2,907",900,675,430,95,88,266,138,163,58,94
2021년06월_계_40~49세,"4,744","1,611",683,736,202,156,427,287,290,168,184
2021년06월_계_50~59세,"6,767","1,875",728,898,353,318,626,486,737,373,373
2021년06월_계_60~69세,"7,694","1,838",831,943,439,364,811,564,912,433,559
2021년06월_계_70~79세,"4,406","1,086",499,478,262,256,372,346,550,240,317
2021년06월_계_80~89세,"2,243",542,171,174,151,125,180,228,369,120,183
2021년06월_계_90~99세,316,98,17,13,12,14,18,42,53,21,28
2021년06월_계_100세 이상,18,4,0,5,0,4,1,1,2,0,1
2021년06월_남_총인구수,"18,715","5,391","2,323","2,483",933,797,"1,724","1,285","1,846",889,"1,044"
2021년06월_남_연령구간인구수,"18,715","5,391","2,323","2,483",933,797,"1,724","1,285","1,846",889,"1,044"
