카테고리,경상남도 남해군,경상남도 남해군 남해읍,경상남도 남해군 이동면,경상남도 남해군 상주면,경상남도 남해군 삼동면,경상남도 남해군 미조면,경상남도 남해군 남면,경상남도 남해군 서면,경상남도 남해군 고현면,경상남도 남해군 설천면,경상남도 남해군 창선면
2021년05월_여_100세 이상,13,1,0,0,1,0,6,2,1,1,1
2021년06월_계_총인구수,"42,650","13,170","3,701","1,655","3,877","2,290","3,490","2,586","3,517","2,841","5,523"
2021년06월_계_연령구간인구수,"42,650","13,170","3,701","1,655","3,877","2,290","3,490","2,586","3,517","2,841","5,523"
2021년06월_계_0~9세,"1,541",835,73,47,123,79,56,51,105,51,121
2021년06월_계_10~19세,"2,913","1,406",241,109,175,167,191,84,175,111,254
2021년06월_계_20~29세,"3,186","1,538",209,95,200,171,195,115,206,154,303
2021년06월_계_30~39세,"2,382","1,105",137,83,180,124,134,104,164,106,245
2021년06월_계_40~49세,"4,507","1,918",333,136,379,243,309,210,304,189,486
2021년06월_계_50~59세,"7,129","2,201",617,310,645,453,578,401,549,460,915
2021년06월_계_60~69세,"8,504","2,018",787,338,865,507,701,565,719,684,"1,320"
2021년06월_계_70~79세,"6,650","1,224",684,269,705,336,706,496,645,531,"1,054"
2021년06월_계_80~89세,"4,925",790,525,228,503,172,522,481,530,457,717
2021년06월_계_90~99세,899,134,94,40,101,38,92,77,119,98,106
2021년06월_계_100세 이상,14,1,1,0,1,0,6,2,1,0,2
2021년06월_남_총인구수,"20,633","6,447","1,779",814,"1,879","1,188","1,671","1,239","1,646","1,347","2,623"
2021년06월_남_연령구간인구수,"20,633","6,447","1,779",814,"1,879","1,188","1,671","1,239","1,646","1,347","2,623"
2021년06월_남_0~9세,797,411,36,26,71,37,31,30,58,25,72
2021년06월_남_10~19세,"1,595",747,151,55,101,88,101,52,104,56,140
2021년06월_남_20~29세,"1,969",922,130,65,124,122,124,86,110,98,188
2021년06월_남_30~39세,"1,240",546,73,39,96,66,80,60,90,59,131
2021년06월_남_40~49세,"2,413",917,180,76,215,136,182,130,177,106,294
2021년06월_남_50~59세,"3,852","1,125",354,180,360,248,325,237,292,246,485
2021년06월_남_60~69세,"4,172",963,380,175,425,264,337,274,342,354,658
2021년06월_남_70~79세,"2,928",540,290,114,321,162,324,212,287,238,440
2021년06월_남_80~89세,"1,509",258,163,79,150,60,145,149,158,148,199
2021년06월_남_90~99세,157,18,21,5,16,5,22,9,28,17,16
2021년06월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"22,017","6,723","1,922",841,"1,998","1,102","1,819","1,347","1,871","1,494","2,900"
2021년06월_여_연령구간인구수,"22,017","6,723","1,922",841,"1,998","1,102","1,819","1,347","1,871","1,494","2,900"
2021년06월_여_0~9세,744,424,37,21,52,42,25,21,47,26,49
2021년06월_여_10~19세,"1,318",659,90,54,74,79,90,32,71,55,114
2021년06월_여_20~29세,"1,217",616,79,30,76,49,71,29,96,56,115
2021년06월_여_30~39세,"1,142",559,64,44,84,58,54,44,74,47,114
2021년06월_여_40~49세,"2,094","1,001",153,60,164,107,127,80,127,83,192
2021년06월_여_50~59세,"3,277","1,076",263,130,285,205,253,164,257,214,430
2021년06월_여_60~69세,"4,332","1,055",407,163,440,243,364,291,377,330,662
2021년06월_여_70~79세,"3,722",684,394,155,384,174,382,284,358,293,614
2021년06월_여_80~89세,"3,416",532,362,149,353,112,377,332,372,309,518
2021년06월_여_90~99세,742,116,73,35,85,33,70,68,91,81,90
2021년06월_여_100세 이상,13,1,0,0,1,0,6,2,1,0,2
2021년07월_계_총인구수,"42,572","13,128","3,690","1,651","3,878","2,288","3,458","2,597","3,527","2,835","5,520"
2021년07월_계_연령구간인구수,"42,572","13,128","3,690","1,651","3,878","2,288","3,458","2,597","3,527","2,835","5,520"
2021년07월_계_0~9세,"1,536",831,72,50,120,79,49,53,110,49,123
2021년07월_계_10~19세,"2,863","1,379",238,106,174,166,181,88,175,106,250
2021년07월_계_20~29세,"3,156","1,534",204,94,204,170,191,114,193,156,296
2021년07월_계_30~39세,"2,376","1,102",132,87,177,126,130,103,169,103,247
2021년07월_계_40~49세,"4,464","1,895",327,135,380,237,307,211,310,187,475
2021년07월_계_50~59세,"7,119","2,201",626,302,642,451,570,403,554,452,918
2021년07월_계_60~69세,"8,545","2,028",793,341,869,508,703,570,716,689,"1,328"
2021년07월_계_70~79세,"6,647","1,228",679,266,704,340,709,493,648,530,"1,050"
2021년07월_계_80~89세,"4,937",792,522,229,508,174,518,483,526,463,722
2021년07월_계_90~99세,915,137,95,41,99,37,95,77,125,100,109
2021년07월_계_100세 이상,14,1,2,0,1,0,5,2,1,0,2
2021년07월_남_총인구수,"20,597","6,431","1,773",808,"1,882","1,187","1,652","1,243","1,653","1,346","2,622"
2021년07월_남_연령구간인구수,"20,597","6,431","1,773",808,"1,882","1,187","1,652","1,243","1,653","1,346","2,622"
2021년07월_남_0~9세,793,408,35,28,69,37,26,32,59,26,73
2021년07월_남_10~19세,"1,572",740,148,54,101,87,96,53,104,52,137
2021년07월_남_20~29세,"1,948",923,127,64,127,120,119,85,101,99,183
2021년07월_남_30~39세,"1,236",544,71,40,93,68,78,58,92,58,134
2021년07월_남_40~49세,"2,392",905,179,74,216,133,181,130,183,103,288
2021년07월_남_50~59세,"3,847","1,127",358,174,360,246,321,238,297,241,485
2021년07월_남_60~69세,"4,189",959,382,177,422,264,339,278,342,361,665
2021년07월_남_70~79세,"2,937",547,290,112,322,166,324,210,289,240,437
2021년07월_남_80~89세,"1,523",260,161,80,156,61,145,151,157,148,204
2021년07월_남_90~99세,159,18,21,5,16,5,23,8,29,18,16
2021년07월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"21,975","6,697","1,917",843,"1,996","1,101","1,806","1,354","1,874","1,489","2,898"
2021년07월_여_연령구간인구수,"21,975","6,697","1,917",843,"1,996","1,101","1,806","1,354","1,874","1,489","2,898"
2021년07월_여_0~9세,743,423,37,22,51,42,23,21,51,23,50
2021년07월_여_10~19세,"1,291",639,90,52,73,79,85,35,71,54,113
2021년07월_여_20~29세,"1,208",611,77,30,77,50,72,29,92,57,113
2021년07월_여_30~39세,"1,140",558,61,47,84,58,52,45,77,45,113
2021년07월_여_40~49세,"2,072",990,148,61,164,104,126,81,127,84,187
2021년07월_여_50~59세,"3,272","1,074",268,128,282,205,249,165,257,211,433
2021년07월_여_60~69세,"4,356","1,069",411,164,447,244,364,292,374,328,663
2021년07월_여_70~79세,"3,710",681,389,154,382,174,385,283,359,290,613
2021년07월_여_80~89세,"3,414",532,361,149,352,113,373,332,369,315,518
2021년07월_여_90~99세,756,119,74,36,83,32,72,69,96,82,93
2021년07월_여_100세 이상,13,1,1,0,1,0,5,2,1,0,2
2021년08월_계_총인구수,"42,538","13,139","3,689","1,642","3,879","2,285","3,467","2,584","3,514","2,814","5,525"
2021년08월_계_연령구간인구수,"42,538","13,139","3,689","1,642","3,879","2,285","3,467","2,584","3,514","2,814","5,525"
2021년08월_계_0~9세,"1,522",827,72,47,120,77,49,53,106,48,123
2021년08월_계_10~19세,"2,862","1,382",239,108,177,159,182,87,170,106,252
2021년08월_계_20~29세,"3,147","1,542",202,90,199,171,193,109,193,153,295
2021년08월_계_30~39세,"2,365","1,103",131,85,175,124,129,99,169,102,248
2021년08월_계_40~49세,"4,434","1,881",329,134,382,237,306,212,302,181,470
2021년08월_계_50~59세,"7,115","2,209",622,303,638,455,571,400,559,441,917
2021년08월_계_60~69세,"8,572","2,038",792,340,875,509,709,569,717,687,"1,336"
2021년08월_계_70~79세,"6,655","1,225",686,269,702,342,710,492,647,534,"1,048"
2021년08월_계_80~89세,"4,936",794,520,227,508,175,517,484,524,462,725
2021년08월_계_90~99세,914,136,94,39,102,36,95,77,126,100,109
2021년08월_계_100세 이상,16,2,2,0,1,0,6,2,1,0,2
2021년08월_남_총인구수,"20,581","6,437","1,772",803,"1,884","1,182","1,663","1,237","1,644","1,334","2,625"
2021년08월_남_연령구간인구수,"20,581","6,437","1,772",803,"1,884","1,182","1,663","1,237","1,644","1,334","2,625"
2021년08월_남_0~9세,791,408,34,28,70,36,26,32,57,27,73
2021년08월_남_10~19세,"1,571",739,149,55,104,83,98,53,101,51,138
2021년08월_남_20~29세,"1,944",930,125,63,124,119,120,81,103,98,181
2021년08월_남_30~39세,"1,227",544,71,37,95,65,76,58,90,57,134
2021년08월_남_40~49세,"2,375",897,179,74,216,131,185,133,177,99,284
2021년08월_남_50~59세,"3,851","1,132",356,175,358,250,322,236,296,236,490
2021년08월_남_60~69세,"4,198",964,382,176,424,265,344,276,345,356,666
2021년08월_남_70~79세,"2,944",545,291,115,321,167,325,208,289,245,438
2021년08월_남_80~89세,"1,520",260,163,76,156,61,144,151,157,147,205
2021년08월_남_90~99세,159,18,21,4,16,5,23,9,29,18,16
2021년08월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"21,957","6,702","1,917",839,"1,995","1,103","1,804","1,347","1,870","1,480","2,900"
2021년08월_여_연령구간인구수,"21,957","6,702","1,917",839,"1,995","1,103","1,804","1,347","1,870","1,480","2,900"
2021년08월_여_0~9세,731,419,38,19,50,41,23,21,49,21,50
2021년08월_여_10~19세,"1,291",643,90,53,73,76,84,34,69,55,114
2021년08월_여_20~29세,"1,203",612,77,27,75,52,73,28,90,55,114
2021년08월_여_30~39세,"1,138",559,60,48,80,59,53,41,79,45,114
2021년08월_여_40~49세,"2,059",984,150,60,166,106,121,79,125,82,186
2021년08월_여_50~59세,"3,264","1,077",266,128,280,205,249,164,263,205,427
2021년08월_여_60~69세,"4,374","1,074",410,164,451,244,365,293,372,331,670
2021년08월_여_70~79세,"3,711",680,395,154,381,175,385,284,358,289,610
2021년08월_여_80~89세,"3,416",534,357,151,352,114,373,333,367,315,520
2021년08월_여_90~99세,755,118,73,35,86,31,72,68,97,82,93
2021년08월_여_100세 이상,15,2,1,0,1,0,6,2,1,0,2
2021년09월_계_총인구수,"42,404","13,079","3,676","1,635","3,869","2,280","3,469","2,597","3,507","2,796","5,496"
2021년09월_계_연령구간인구수,"42,404","13,079","3,676","1,635","3,869","2,280","3,469","2,597","3,507","2,796","5,496"
2021년09월_계_0~9세,"1,506",813,70,46,119,76,51,57,105,47,122
2021년09월_계_10~19세,"2,837","1,369",237,107,178,162,175,89,167,104,249
2021년09월_계_20~29세,"3,067","1,514",195,91,192,163,189,107,188,146,282
2021년09월_계_30~39세,"2,351","1,086",133,82,174,127,130,99,172,103,245
2021년09월_계_40~49세,"4,405","1,877",321,132,379,234,307,216,303,180,456
2021년09월_계_50~59세,"7,114","2,206",622,302,634,445,576,403,565,441,920
2021년09월_계_60~69세,"8,577","2,052",793,342,880,518,704,564,711,681,"1,332"
2021년09월_계_70~79세,"6,666","1,228",688,269,704,340,718,497,642,531,"1,049"
2021년09월_계_80~89세,"4,950",797,520,224,509,178,517,488,527,461,729
2021년09월_계_90~99세,916,135,95,40,99,37,97,75,126,101,111
2021년09월_계_100세 이상,15,2,2,0,1,0,5,2,1,1,1
2021년09월_남_총인구수,"20,497","6,401","1,767",800,"1,879","1,173","1,666","1,240","1,638","1,323","2,610"
2021년09월_남_연령구간인구수,"20,497","6,401","1,767",800,"1,879","1,173","1,666","1,240","1,638","1,323","2,610"
2021년09월_남_0~9세,776,397,32,27,69,36,27,35,57,25,71
2021년09월_남_10~19세,"1,554",728,149,54,106,84,93,54,100,50,136
2021년09월_남_20~29세,"1,894",914,118,64,118,111,119,78,99,95,178
2021년09월_남_30~39세,"1,221",536,72,36,94,67,76,58,92,58,132
2021년09월_남_40~49세,"2,359",896,177,73,214,128,185,132,178,100,276
2021년09월_남_50~59세,"3,856","1,136",355,174,354,244,328,239,298,236,492
2021년09월_남_60~69세,"4,199",967,384,176,431,270,340,271,344,351,665
2021년09월_남_70~79세,"2,950",548,294,116,321,165,330,211,283,243,439
2021년09월_남_80~89세,"1,527",261,164,76,156,62,145,153,159,146,205
2021년09월_남_90~99세,160,18,21,4,16,6,23,9,28,19,16
2021년09월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년09월_여_총인구수,"21,907","6,678","1,909",835,"1,990","1,107","1,803","1,357","1,869","1,473","2,886"
2021년09월_여_연령구간인구수,"21,907","6,678","1,909",835,"1,990","1,107","1,803","1,357","1,869","1,473","2,886"
2021년09월_여_0~9세,730,416,38,19,50,40,24,22,48,22,51
2021년09월_여_10~19세,"1,283",641,88,53,72,78,82,35,67,54,113
2021년09월_여_20~29세,"1,173",600,77,27,74,52,70,29,89,51,104
2021년09월_여_30~39세,"1,130",550,61,46,80,60,54,41,80,45,113
2021년09월_여_40~49세,"2,046",981,144,59,165,106,122,84,125,80,180
2021년09월_여_50~59세,"3,258","1,070",267,128,280,201,248,164,267,205,428
2021년09월_여_60~69세,"4,378","1,085",409,166,449,248,364,293,367,330,667
2021년09월_여_70~79세,"3,716",680,394,153,383,175,388,286,359,288,610
2021년09월_여_80~89세,"3,423",536,356,148,353,116,372,335,368,315,524
2021년09월_여_90~99세,756,117,74,36,83,31,74,66,98,82,95
2021년09월_여_100세 이상,14,2,1,0,1,0,5,2,1,1,1
2021년10월_계_총인구수,"42,372","13,104","3,655","1,639","3,880","2,278","3,448","2,581","3,505","2,785","5,497"
2021년10월_계_연령구간인구수,"42,372","13,104","3,655","1,639","3,880","2,278","3,448","2,581","3,505","2,785","5,497"
2021년10월_계_0~9세,"1,506",810,68,49,120,77,52,54,109,48,119
2021년10월_계_10~19세,"2,834","1,370",233,108,180,163,171,88,165,100,256
2021년10월_계_20~29세,"3,072","1,521",192,90,194,164,189,105,189,148,280
2021년10월_계_30~39세,"2,325","1,082",126,83,176,124,124,96,174,101,239
2021년10월_계_40~49세,"4,379","1,872",315,135,376,228,301,212,306,179,455
2021년10월_계_50~59세,"7,119","2,215",624,300,635,446,572,402,560,439,926
2021년10월_계_60~69세,"8,597","2,056",793,342,889,527,708,563,705,678,"1,336"
2021년10월_계_70~79세,"6,660","1,236",686,266,699,336,715,499,640,533,"1,050"
2021년10월_계_80~89세,"4,955",807,520,225,509,177,516,484,531,458,728
2021년10월_계_90~99세,909,132,96,41,101,36,95,76,125,100,107
2021년10월_계_100세 이상,16,3,2,0,1,0,5,2,1,1,1
2021년10월_남_총인구수,"20,491","6,411","1,762",803,"1,885","1,171","1,659","1,231","1,640","1,317","2,612"
2021년10월_남_연령구간인구수,"20,491","6,411","1,762",803,"1,885","1,171","1,659","1,231","1,640","1,317","2,612"
2021년10월_남_0~9세,777,395,33,30,70,36,28,32,59,25,69
2021년10월_남_10~19세,"1,558",732,148,53,107,83,92,54,99,48,142
2021년10월_남_20~29세,"1,896",918,115,64,118,112,119,77,100,96,177
2021년10월_남_30~39세,"1,212",534,69,36,98,66,75,56,94,55,129
2021년10월_남_40~49세,"2,334",888,174,74,209,125,181,130,180,100,273
2021년10월_남_50~59세,"3,861","1,140",358,174,357,245,324,237,297,234,495
2021년10월_남_60~69세,"4,218",971,388,176,434,274,343,272,337,350,673
2021년10월_남_70~79세,"2,944",549,291,113,319,163,330,211,286,245,437
2021년10월_남_80~89세,"1,530",266,164,77,155,61,146,152,160,146,203
2021년10월_남_90~99세,159,17,21,6,18,6,21,10,28,18,14
2021년10월_남_100세 이상,2,1,1,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"21,881","6,693","1,893",836,"1,995","1,107","1,789","1,350","1,865","1,468","2,885"
2021년10월_여_연령구간인구수,"21,881","6,693","1,893",836,"1,995","1,107","1,789","1,350","1,865","1,468","2,885"
2021년10월_여_0~9세,729,415,35,19,50,41,24,22,50,23,50
2021년10월_여_10~19세,"1,276",638,85,55,73,80,79,34,66,52,114
2021년10월_여_20~29세,"1,176",603,77,26,76,52,70,28,89,52,103
2021년10월_여_30~39세,"1,113",548,57,47,78,58,49,40,80,46,110
2021년10월_여_40~49세,"2,045",984,141,61,167,103,120,82,126,79,182
2021년10월_여_50~59세,"3,258","1,075",266,126,278,201,248,165,263,205,431
2021년10월_여_60~69세,"4,379","1,085",405,166,455,253,365,291,368,328,663
2021년10월_여_70~79세,"3,716",687,395,153,380,173,385,288,354,288,613
2021년10월_여_80~89세,"3,425",541,356,148,354,116,370,332,371,312,525
2021년10월_여_90~99세,750,115,75,35,83,30,74,66,97,82,93
2021년10월_여_100세 이상,14,2,1,0,1,0,5,2,1,1,1
2021년11월_계_총인구수,"42,309","13,098","3,646","1,630","3,882","2,273","3,450","2,565","3,504","2,788","5,473"
2021년11월_계_연령구간인구수,"42,309","13,098","3,646","1,630","3,882","2,273","3,450","2,565","3,504","2,788","5,473"
2021년11월_계_0~9세,"1,507",814,65,51,119,73,52,53,115,47,118
2021년11월_계_10~19세,"2,858","1,372",251,104,186,164,172,90,165,101,253
2021년11월_계_20~29세,"3,042","1,511",185,91,193,166,188,104,182,146,276
2021년11월_계_30~39세,"2,310","1,082",124,81,177,121,123,95,170,103,234
2021년11월_계_40~49세,"4,360","1,870",309,137,376,221,303,211,305,175,453
2021년11월_계_50~59세,"7,118","2,217",625,293,635,448,575,399,566,442,918
2021년11월_계_60~69세,"8,612","2,063",786,344,884,530,712,567,706,678,"1,342"
2021년11월_계_70~79세,"6,623","1,232",678,261,695,340,710,488,640,535,"1,044"
2021년11월_계_80~89세,"4,950",800,523,228,516,173,516,481,527,460,726
2021년11월_계_90~99세,914,135,98,40,100,37,94,75,127,100,108
2021년11월_계_100세 이상,15,2,2,0,1,0,5,2,1,1,1
2021년11월_남_총인구수,"20,471","6,416","1,761",803,"1,885","1,171","1,659","1,225","1,638","1,315","2,598"
2021년11월_남_연령구간인구수,"20,471","6,416","1,761",803,"1,885","1,171","1,659","1,225","1,638","1,315","2,598"
2021년11월_남_0~9세,780,401,32,32,68,34,27,32,61,24,69
2021년11월_남_10~19세,"1,576",732,165,52,109,84,95,54,99,48,138
2021년11월_남_20~29세,"1,872",916,111,64,117,113,114,76,96,94,171
2021년11월_남_30~39세,"1,203",529,69,35,99,65,75,55,91,57,128
2021년11월_남_40~49세,"2,321",893,167,75,210,121,179,130,178,97,271
2021년11월_남_50~59세,"3,862","1,141",359,172,356,245,327,236,299,235,492
2021년11월_남_60~69세,"4,245",977,386,177,431,278,345,276,343,350,682
2021년11월_남_70~79세,"2,932",549,287,114,322,164,329,206,284,246,431
2021년11월_남_80~89세,"1,517",260,164,76,155,61,147,148,159,146,201
2021년11월_남_90~99세,162,18,20,6,18,6,21,12,28,18,15
2021년11월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"21,838","6,682","1,885",827,"1,997","1,102","1,791","1,340","1,866","1,473","2,875"
2021년11월_여_연령구간인구수,"21,838","6,682","1,885",827,"1,997","1,102","1,791","1,340","1,866","1,473","2,875"
2021년11월_여_0~9세,727,413,33,19,51,39,25,21,54,23,49
2021년11월_여_10~19세,"1,282",640,86,52,77,80,77,36,66,53,115
2021년11월_여_20~29세,"1,170",595,74,27,76,53,74,28,86,52,105
2021년11월_여_30~39세,"1,107",553,55,46,78,56,48,40,79,46,106
2021년11월_여_40~49세,"2,039",977,142,62,166,100,124,81,127,78,182
2021년11월_여_50~59세,"3,256","1,076",266,121,279,203,248,163,267,207,426
2021년11월_여_60~69세,"4,367","1,086",400,167,453,252,367,291,363,328,660
2021년11월_여_70~79세,"3,691",683,391,147,373,176,381,282,356,289,613
2021년11월_여_80~89세,"3,433",540,359,152,361,112,369,333,368,314,525
2021년11월_여_90~99세,752,117,78,34,82,31,73,63,99,82,93
2021년11월_여_100세 이상,14,2,1,0,1,0,5,2,1,1,1
2021년12월_계_총인구수,"42,266","13,087","3,643","1,627","3,873","2,261","3,440","2,572","3,496","2,792","5,475"
2021년12월_계_연령구간인구수,"42,266","13,087","3,643","1,627","3,873","2,261","3,440","2,572","3,496","2,792","5,475"
2021년12월_계_0~9세,"1,512",818,58,49,122,73,53,55,115,49,120
2021년12월_계_10~19세,"2,831","1,354",254,101,184,159,167,89,166,102,255
2021년12월_계_20~29세,"3,033","1,506",184,92,191,167,186,111,175,147,274
2021년12월_계_30~39세,"2,302","1,083",122,81,175,118,118,96,173,102,234
2021년12월_계_40~49세,"4,341","1,862",308,136,375,218,299,207,303,179,454
2021년12월_계_50~59세,"7,121","2,220",621,293,629,448,583,400,566,438,923
2021년12월_계_60~69세,"8,602","2,073",787,344,885,521,710,565,700,681,"1,336"
2021년12월_계_70~79세,"6,604","1,221",683,257,690,348,707,487,639,530,"1,042"
2021년12월_계_80~89세,"4,971",807,526,233,516,173,514,484,525,466,727
2021년12월_계_90~99세,936,141,98,41,105,36,100,76,133,97,109
2021년12월_계_100세 이상,13,2,2,0,1,0,3,2,1,1,1
2021년12월_남_총인구수,"20,450","6,404","1,754",800,"1,885","1,165","1,660","1,234","1,632","1,318","2,598"
2021년12월_남_연령구간인구수,"20,450","6,404","1,754",800,"1,885","1,165","1,660","1,234","1,632","1,318","2,598"
2021년12월_남_0~9세,778,401,26,30,71,35,28,33,61,25,68
2021년12월_남_10~19세,"1,555",719,165,51,111,83,93,52,100,46,135
2021년12월_남_20~29세,"1,870",917,110,63,115,113,115,82,90,98,167
2021년12월_남_30~39세,"1,208",533,68,36,98,65,74,55,93,57,129
2021년12월_남_40~49세,"2,296",884,166,73,210,119,174,126,177,98,269
2021년12월_남_50~59세,"3,867","1,139",355,172,353,244,333,241,300,232,498
2021년12월_남_60~69세,"4,244",981,390,178,432,272,345,274,336,353,683
2021년12월_남_70~79세,"2,942",549,288,112,320,169,331,209,288,244,432
2021년12월_남_80~89세,"1,520",261,164,79,157,60,142,149,159,148,201
2021년12월_남_90~99세,169,20,21,6,18,5,25,13,28,17,16
2021년12월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"21,816","6,683","1,889",827,"1,988","1,096","1,780","1,338","1,864","1,474","2,877"
2021년12월_여_연령구간인구수,"21,816","6,683","1,889",827,"1,988","1,096","1,780","1,338","1,864","1,474","2,877"
2021년12월_여_0~9세,734,417,32,19,51,38,25,22,54,24,52
2021년12월_여_10~19세,"1,276",635,89,50,73,76,74,37,66,56,120
2021년12월_여_20~29세,"1,163",589,74,29,76,54,71,29,85,49,107
2021년12월_여_30~39세,"1,094",550,54,45,77,53,44,41,80,45,105
2021년12월_여_40~49세,"2,045",978,142,63,165,99,125,81,126,81,185
2021년12월_여_50~59세,"3,254","1,081",266,121,276,204,250,159,266,206,425
2021년12월_여_60~69세,"4,358","1,092",397,166,453,249,365,291,364,328,653
2021년12월_여_70~79세,"3,662",672,395,145,370,179,376,278,351,286,610
2021년12월_여_80~89세,"3,451",546,362,154,359,113,372,335,366,318,526
2021년12월_여_90~99세,767,121,77,35,87,31,75,63,105,80,93
2021년12월_여_100세 이상,12,2,1,0,1,0,3,2,1,1,1
