카테고리,충청남도 보령시,충청남도 보령시 웅천읍,충청남도 보령시 주포면,충청남도 보령시 오천면,충청남도 보령시 오천면어항출장소,충청남도 보령시 오천면원산도출장소,충청남도 보령시 천북면,충청남도 보령시 청소면,충청남도 보령시 청라면,충청남도 보령시 남포면,충청남도 보령시 주산면,충청남도 보령시 미산면,충청남도 보령시 성주면,충청남도 보령시 주교면,충청남도 보령시 대천1동,충청남도 보령시 대천2동,충청남도 보령시 대천3동,충청남도 보령시 대천4동,충청남도 보령시 대천5동,충청남도 보령시 원산도출장소
2020년11월_여_90~99세,728,84,19,30,12,,43,43,47,82,48,32,14,50,51,25,37,48,48,15
2020년11월_여_100세 이상,51,1,0,1,1,,1,2,5,7,1,0,4,2,7,3,5,8,3,0
2020년12월_계_총인구수,"100,229","6,229","1,663","2,179","1,628",,"3,554","2,640","3,937","5,140","2,453","1,729","2,298","5,332","14,454","6,931","16,679","15,763","6,494","1,126"
2020년12월_계_연령구간인구수,"100,229","6,229","1,663","2,179","1,628",,"3,554","2,640","3,937","5,140","2,453","1,729","2,298","5,332","14,454","6,931","16,679","15,763","6,494","1,126"
2020년12월_계_0~9세,"6,137",142,37,44,55,,114,67,126,132,48,52,73,187,"1,080",492,"1,655","1,566",239,28
2020년12월_계_10~19세,"8,295",314,110,119,97,,191,104,211,260,85,56,117,333,"1,462",651,"1,932","1,791",395,67
2020년12월_계_20~29세,"9,528",416,193,133,128,,219,147,274,374,114,92,165,480,"1,678",734,"2,054","1,740",523,64
2020년12월_계_30~39세,"9,461",349,85,127,121,,217,135,203,287,103,78,154,401,"1,566",758,"2,293","1,962",557,65
2020년12월_계_40~49세,"13,945",604,164,256,216,,344,215,385,474,195,137,270,690,"2,282","1,119","2,985","2,733",777,99
2020년12월_계_50~59세,"17,212","1,131",280,392,324,,625,422,680,949,380,263,447,969,"2,463","1,168","2,616","2,603","1,277",223
2020년12월_계_60~69세,"17,087","1,503",384,498,363,,794,599,888,"1,174",552,427,519,"1,077","2,060",980,"1,774","1,839","1,401",255
2020년12월_계_70~79세,"11,279","1,051",259,352,181,,591,522,668,852,534,357,362,714,"1,242",645,903,"1,003",857,186
2020년12월_계_80~89세,"6,289",603,127,216,126,,407,369,439,528,372,229,169,417,547,347,415,453,405,120
2020년12월_계_90~99세,931,113,24,41,16,,51,58,57,101,68,38,18,62,66,33,45,61,60,19
2020년12월_계_100세 이상,65,3,0,1,1,,1,2,6,9,2,0,4,2,8,4,7,12,3,0
2020년12월_남_총인구수,"50,807","3,179",878,"1,156",875,,"1,836","1,319","2,002","2,597","1,201",894,"1,148","2,812","7,279","3,452","8,384","7,817","3,375",603
2020년12월_남_연령구간인구수,"50,807","3,179",878,"1,156",875,,"1,836","1,319","2,002","2,597","1,201",894,"1,148","2,812","7,279","3,452","8,384","7,817","3,375",603
2020년12월_남_0~9세,"3,085",75,16,17,25,,52,40,72,74,36,26,41,93,552,240,824,778,111,13
2020년12월_남_10~19세,"4,306",157,60,59,51,,103,64,112,129,42,35,66,179,737,329,"1,001",946,198,38
2020년12월_남_20~29세,"5,598",274,144,77,88,,134,84,170,227,67,60,96,307,975,409,"1,160",959,328,39
2020년12월_남_30~39세,"5,121",213,44,80,70,,137,86,119,172,62,43,85,248,838,409,"1,150",983,340,42
2020년12월_남_40~49세,"7,650",354,97,173,139,,210,130,236,268,120,104,165,418,"1,176",573,"1,546","1,381",493,67
2020년12월_남_50~59세,"9,169",627,161,238,186,,353,242,365,527,204,145,249,538,"1,248",612,"1,325","1,322",687,140
2020년12월_남_60~69세,"8,408",758,205,250,186,,403,301,456,605,280,231,233,530,979,461,849,860,685,136
2020년12월_남_70~79세,"5,019",479,110,170,86,,296,238,299,389,230,159,155,340,548,274,380,425,358,83
2020년12월_남_80~89세,"2,237",212,36,82,40,,142,118,161,184,142,84,54,148,207,136,139,147,164,41
2020년12월_남_90~99세,201,28,5,10,4,,6,16,11,20,17,7,4,11,18,8,9,12,11,4
2020년12월_남_100세 이상,13,2,0,0,0,,0,0,1,2,1,0,0,0,1,1,1,4,0,0
2020년12월_여_총인구수,"49,422","3,050",785,"1,023",753,,"1,718","1,321","1,935","2,543","1,252",835,"1,150","2,520","7,175","3,479","8,295","7,946","3,119",523
2020년12월_여_연령구간인구수,"49,422","3,050",785,"1,023",753,,"1,718","1,321","1,935","2,543","1,252",835,"1,150","2,520","7,175","3,479","8,295","7,946","3,119",523
2020년12월_여_0~9세,"3,052",67,21,27,30,,62,27,54,58,12,26,32,94,528,252,831,788,128,15
2020년12월_여_10~19세,"3,989",157,50,60,46,,88,40,99,131,43,21,51,154,725,322,931,845,197,29
2020년12월_여_20~29세,"3,930",142,49,56,40,,85,63,104,147,47,32,69,173,703,325,894,781,195,25
2020년12월_여_30~39세,"4,340",136,41,47,51,,80,49,84,115,41,35,69,153,728,349,"1,143",979,217,23
2020년12월_여_40~49세,"6,295",250,67,83,77,,134,85,149,206,75,33,105,272,"1,106",546,"1,439","1,352",284,32
2020년12월_여_50~59세,"8,043",504,119,154,138,,272,180,315,422,176,118,198,431,"1,215",556,"1,291","1,281",590,83
2020년12월_여_60~69세,"8,679",745,179,248,177,,391,298,432,569,272,196,286,547,"1,081",519,925,979,716,119
2020년12월_여_70~79세,"6,260",572,149,182,95,,295,284,369,463,304,198,207,374,694,371,523,578,499,103
2020년12월_여_80~89세,"4,052",391,91,134,86,,265,251,278,344,230,145,115,269,340,211,276,306,241,79
2020년12월_여_90~99세,730,85,19,31,12,,45,42,46,81,51,31,14,51,48,25,36,49,49,15
2020년12월_여_100세 이상,52,1,0,1,1,,1,2,5,7,1,0,4,2,7,3,6,8,3,0
2021년01월_계_총인구수,"99,964","6,200","1,658","2,180","1,630",,"3,537","2,639","3,928","5,130","2,443","1,722","2,282","5,308","14,430","6,907","16,584","15,814","6,454","1,118"
2021년01월_계_연령구간인구수,"99,964","6,200","1,658","2,180","1,630",,"3,537","2,639","3,928","5,130","2,443","1,722","2,282","5,308","14,430","6,907","16,584","15,814","6,454","1,118"
2021년01월_계_0~9세,"6,065",139,39,44,54,,114,66,125,135,44,47,74,184,"1,060",475,"1,625","1,574",238,28
2021년01월_계_10~19세,"8,259",309,107,115,99,,188,105,210,253,86,58,115,328,"1,464",655,"1,929","1,786",387,65
2021년01월_계_20~29세,"9,484",402,190,137,125,,222,145,269,368,108,89,161,474,"1,697",731,"2,043","1,749",512,62
2021년01월_계_30~39세,"9,359",349,82,123,124,,214,135,203,281,100,79,151,396,"1,543",746,"2,244","1,977",548,64
2021년01월_계_40~49세,"13,897",591,164,258,211,,342,209,384,473,193,134,268,692,"2,275","1,118","2,992","2,727",768,98
2021년01월_계_50~59세,"17,075","1,116",281,389,324,,610,423,670,945,376,260,439,953,"2,445","1,164","2,580","2,610","1,267",223
2021년01월_계_60~69세,"17,240","1,521",385,503,367,,799,600,894,"1,174",561,434,516,"1,086","2,081",994,"1,804","1,862","1,405",254
2021년01월_계_70~79세,"11,284","1,051",257,354,182,,586,524,673,861,528,355,370,714,"1,244",645,899,998,858,185
2021년01월_계_80~89세,"6,300",606,129,217,127,,408,373,435,529,376,227,167,418,545,344,417,457,405,120
2021년01월_계_90~99세,935,113,24,39,16,,53,57,59,102,69,39,17,61,68,31,45,62,61,19
2021년01월_계_100세 이상,66,3,0,1,1,,1,2,6,9,2,0,4,2,8,4,6,12,5,0
2021년01월_남_총인구수,"50,657","3,156",870,"1,153",875,,"1,835","1,315","1,991","2,595","1,199",892,"1,134","2,799","7,286","3,434","8,329","7,844","3,351",599
2021년01월_남_연령구간인구수,"50,657","3,156",870,"1,153",875,,"1,835","1,315","1,991","2,595","1,199",892,"1,134","2,799","7,286","3,434","8,329","7,844","3,351",599
2021년01월_남_0~9세,"3,049",75,16,15,24,,52,40,70,78,33,25,42,91,543,234,810,778,110,13
2021년01월_남_10~19세,"4,287",154,54,56,52,,104,66,111,123,45,36,64,175,747,325,"1,000",942,196,37
2021년01월_남_20~29세,"5,568",266,142,80,86,,135,82,166,223,65,60,91,304,989,407,"1,150",962,322,38
2021년01월_남_30~39세,"5,065",212,42,77,70,,138,86,118,170,60,42,82,242,828,401,"1,122",998,335,42
2021년01월_남_40~49세,"7,616",346,97,175,136,,206,122,237,269,119,102,163,423,"1,175",574,"1,547","1,374",486,65
2021년01월_남_50~59세,"9,110",618,162,234,187,,346,247,363,526,201,145,245,528,"1,238",606,"1,308","1,333",684,139
2021년01월_남_60~69세,"8,458",762,206,251,187,,410,298,454,603,283,234,231,534,990,470,858,868,684,135
2021년01월_남_70~79세,"5,048",479,110,172,88,,293,239,304,396,231,158,159,341,551,275,385,425,357,85
2021년01월_남_80~89세,"2,241",214,36,84,41,,145,120,156,184,144,83,53,150,205,134,139,148,164,41
2021년01월_남_90~99세,202,28,5,9,4,,6,15,11,21,17,7,4,11,19,7,9,12,13,4
2021년01월_남_100세 이상,13,2,0,0,0,,0,0,1,2,1,0,0,0,1,1,1,4,0,0
2021년01월_여_총인구수,"49,307","3,044",788,"1,027",755,,"1,702","1,324","1,937","2,535","1,244",830,"1,148","2,509","7,144","3,473","8,255","7,970","3,103",519
2021년01월_여_연령구간인구수,"49,307","3,044",788,"1,027",755,,"1,702","1,324","1,937","2,535","1,244",830,"1,148","2,509","7,144","3,473","8,255","7,970","3,103",519
2021년01월_여_0~9세,"3,016",64,23,29,30,,62,26,55,57,11,22,32,93,517,241,815,796,128,15
2021년01월_여_10~19세,"3,972",155,53,59,47,,84,39,99,130,41,22,51,153,717,330,929,844,191,28
2021년01월_여_20~29세,"3,916",136,48,57,39,,87,63,103,145,43,29,70,170,708,324,893,787,190,24
2021년01월_여_30~39세,"4,294",137,40,46,54,,76,49,85,111,40,37,69,154,715,345,"1,122",979,213,22
2021년01월_여_40~49세,"6,281",245,67,83,75,,136,87,147,204,74,32,105,269,"1,100",544,"1,445","1,353",282,33
2021년01월_여_50~59세,"7,965",498,119,155,137,,264,176,307,419,175,115,194,425,"1,207",558,"1,272","1,277",583,84
2021년01월_여_60~69세,"8,782",759,179,252,180,,389,302,440,571,278,200,285,552,"1,091",524,946,994,721,119
2021년01월_여_70~79세,"6,236",572,147,182,94,,293,285,369,465,297,197,211,373,693,370,514,573,501,100
2021년01월_여_80~89세,"4,059",392,93,133,86,,263,253,279,345,232,144,114,268,340,210,278,309,241,79
2021년01월_여_90~99세,733,85,19,30,12,,47,42,48,81,52,32,13,50,49,24,36,50,48,15
2021년01월_여_100세 이상,53,1,0,1,1,,1,2,5,7,1,0,4,2,7,3,5,8,5,0
2021년02월_계_총인구수,"99,673","6,167","1,656","2,183","1,638",,"3,512","2,636","3,935","5,127","2,442","1,720","2,272","5,296","14,329","6,886","16,568","15,781","6,414","1,111"
2021년02월_계_연령구간인구수,"99,673","6,167","1,656","2,183","1,638",,"3,512","2,636","3,935","5,127","2,442","1,720","2,272","5,296","14,329","6,886","16,568","15,781","6,414","1,111"
2021년02월_계_0~9세,"5,996",133,38,42,54,,111,64,121,139,44,49,73,187,"1,050",474,"1,613","1,550",226,28
2021년02월_계_10~19세,"8,215",302,105,116,103,,186,102,212,248,86,58,113,322,"1,450",654,"1,931","1,785",380,62
2021년02월_계_20~29세,"9,408",398,188,137,126,,218,146,266,370,107,87,161,474,"1,671",718,"2,022","1,747",510,62
2021년02월_계_30~39세,"9,232",342,79,121,123,,206,136,203,277,97,80,145,388,"1,544",737,"2,201","1,945",544,64
2021년02월_계_40~49세,"13,883",582,166,257,214,,337,207,384,467,193,135,268,690,"2,253","1,111","3,022","2,741",760,96
2021년02월_계_50~59세,"17,008","1,110",278,388,323,,598,428,682,936,372,257,429,952,"2,422","1,160","2,584","2,612","1,257",220
2021년02월_계_60~69세,"17,304","1,524",390,508,368,,808,598,893,"1,188",569,430,523,"1,088","2,068",999,"1,822","1,868","1,405",255
2021년02월_계_70~79세,"11,286","1,055",259,353,184,,581,519,674,856,520,358,370,712,"1,250",651,902,998,862,182
2021년02월_계_80~89세,"6,317",605,128,220,126,,413,378,432,531,378,225,168,416,545,345,420,458,405,124
2021년02월_계_90~99세,958,113,25,40,16,,53,56,61,106,74,41,18,65,69,33,45,65,60,18
2021년02월_계_100세 이상,66,3,0,1,1,,1,2,7,9,2,0,4,2,7,4,6,12,5,0
2021년02월_남_총인구수,"50,499","3,135",862,"1,159",881,,"1,826","1,312","1,996","2,589","1,196",891,"1,124","2,790","7,226","3,425","8,326","7,834","3,333",594
2021년02월_남_연령구간인구수,"50,499","3,135",862,"1,159",881,,"1,826","1,312","1,996","2,589","1,196",891,"1,124","2,790","7,226","3,425","8,326","7,834","3,333",594
2021년02월_남_0~9세,"3,018",72,15,15,25,,51,39,66,82,33,25,41,93,538,237,802,768,103,13
2021년02월_남_10~19세,"4,267",152,54,57,55,,105,63,112,117,44,36,63,173,739,324,"1,002",939,197,35
2021년02월_남_20~29세,"5,526",263,136,82,85,,132,83,160,223,64,59,91,302,974,398,"1,146",968,322,38
2021년02월_남_30~39세,"5,014",207,40,78,68,,131,86,118,165,57,43,78,238,832,399,"1,110",984,338,42
2021년02월_남_40~49세,"7,592",342,97,172,138,,207,124,236,267,121,102,162,418,"1,159",573,"1,561","1,372",477,64
2021년02월_남_50~59세,"9,058",610,161,232,190,,342,246,371,519,197,143,239,531,"1,223",602,"1,302","1,336",677,137
2021년02월_남_60~69세,"8,493",765,207,255,187,,414,299,458,611,288,234,232,532,984,470,865,875,682,135
2021년02월_남_70~79세,"5,056",480,111,173,89,,291,236,303,394,226,157,161,344,552,278,388,426,363,84
2021년02월_남_80~89세,"2,253",214,36,86,40,,147,121,160,187,147,85,52,145,205,135,140,150,161,42
2021년02월_남_90~99세,209,28,5,9,4,,6,15,11,22,18,7,5,14,19,8,9,12,13,4
2021년02월_남_100세 이상,13,2,0,0,0,,0,0,1,2,1,0,0,0,1,1,1,4,0,0
2021년02월_여_총인구수,"49,174","3,032",794,"1,024",757,,"1,686","1,324","1,939","2,538","1,246",829,"1,148","2,506","7,103","3,461","8,242","7,947","3,081",517
2021년02월_여_연령구간인구수,"49,174","3,032",794,"1,024",757,,"1,686","1,324","1,939","2,538","1,246",829,"1,148","2,506","7,103","3,461","8,242","7,947","3,081",517
2021년02월_여_0~9세,"2,978",61,23,27,29,,60,25,55,57,11,24,32,94,512,237,811,782,123,15
2021년02월_여_10~19세,"3,948",150,51,59,48,,81,39,100,131,42,22,50,149,711,330,929,846,183,27
2021년02월_여_20~29세,"3,882",135,52,55,41,,86,63,106,147,43,28,70,172,697,320,876,779,188,24
2021년02월_여_30~39세,"4,218",135,39,43,55,,75,50,85,112,40,37,67,150,712,338,"1,091",961,206,22
2021년02월_여_40~49세,"6,291",240,69,85,76,,130,83,148,200,72,33,106,272,"1,094",538,"1,461","1,369",283,32
2021년02월_여_50~59세,"7,950",500,117,156,133,,256,182,311,417,175,114,190,421,"1,199",558,"1,282","1,276",580,83
2021년02월_여_60~69세,"8,811",759,183,253,181,,394,299,435,577,281,196,291,556,"1,084",529,957,993,723,120
2021년02월_여_70~79세,"6,230",575,148,180,95,,290,283,371,462,294,201,209,368,698,373,514,572,499,98
2021년02월_여_80~89세,"4,064",391,92,134,86,,266,257,272,344,231,140,116,271,340,210,280,308,244,82
2021년02월_여_90~99세,749,85,20,31,12,,47,41,50,84,56,34,13,51,50,25,36,53,47,14
2021년02월_여_100세 이상,53,1,0,1,1,,1,2,6,7,1,0,4,2,6,3,5,8,5,0
2021년03월_계_총인구수,"99,234","6,113","1,671","2,177","1,638",,"3,488","2,611","3,896","5,128","2,431","1,710","2,216","5,267","14,280","6,856","16,474","15,782","6,389","1,107"
2021년03월_계_연령구간인구수,"99,234","6,113","1,671","2,177","1,638",,"3,488","2,611","3,896","5,128","2,431","1,710","2,216","5,267","14,280","6,856","16,474","15,782","6,389","1,107"
2021년03월_계_0~9세,"5,959",130,38,42,55,,111,60,122,138,42,48,73,188,"1,035",474,"1,605","1,544",225,29
2021년03월_계_10~19세,"8,156",295,105,113,104,,177,104,205,247,88,57,105,325,"1,446",649,"1,920","1,784",370,62
2021년03월_계_20~29세,"9,374",393,197,142,129,,216,142,267,365,109,88,165,465,"1,661",729,"1,995","1,755",496,60
2021년03월_계_30~39세,"9,179",337,80,121,119,,204,139,198,279,96,76,139,386,"1,550",736,"2,175","1,941",540,63
2021년03월_계_40~49세,"13,741",572,164,251,213,,331,199,373,468,189,131,263,674,"2,249","1,100","2,991","2,727",752,94
2021년03월_계_50~59세,"16,866","1,100",275,386,317,,587,421,674,928,361,257,406,930,"2,393","1,154","2,592","2,615","1,255",215
2021년03월_계_60~69세,"17,400","1,527",396,506,369,,809,597,892,"1,199",580,430,516,"1,101","2,088",992,"1,835","1,885","1,421",257
2021년03월_계_70~79세,"11,233","1,040",262,356,189,,583,514,669,853,510,357,365,711,"1,248",643,886,"1,003",860,184
2021년03월_계_80~89세,"6,330",607,129,220,125,,414,377,430,534,378,225,168,421,544,347,422,455,408,126
2021년03월_계_90~99세,953,112,25,39,17,,55,58,60,107,76,41,15,65,64,31,50,64,57,17
2021년03월_계_100세 이상,43,0,0,1,1,,1,0,6,10,2,0,1,1,2,1,3,9,5,0
2021년03월_남_총인구수,"50,329","3,109",881,"1,152",875,,"1,809","1,306","1,975","2,592","1,192",885,"1,099","2,779","7,211","3,433","8,262","7,857","3,320",592
2021년03월_남_연령구간인구수,"50,329","3,109",881,"1,152",875,,"1,809","1,306","1,975","2,592","1,192",885,"1,099","2,779","7,211","3,433","8,262","7,857","3,320",592
2021년03월_남_0~9세,"3,001",72,15,15,24,,52,37,66,80,30,24,41,94,530,241,796,771,100,13
2021년03월_남_10~19세,"4,242",147,56,58,55,,99,65,109,115,45,36,58,174,738,324,994,940,194,35
2021년03월_남_20~29세,"5,508",262,147,82,86,,132,83,164,220,65,60,94,298,965,401,"1,117",982,313,37
2021년03월_남_30~39세,"4,988",201,39,78,68,,131,87,113,169,55,40,75,238,842,404,"1,094",976,336,42
2021년03월_남_40~49세,"7,522",338,99,167,133,,200,120,230,270,120,98,160,412,"1,149",572,"1,554","1,363",475,62
2021년03월_남_50~59세,"9,000",606,157,232,187,,332,246,370,513,197,146,227,516,"1,217",604,"1,296","1,346",671,137
2021년03월_남_60~69세,"8,545",767,213,249,186,,415,296,459,619,291,233,230,543,991,466,874,884,695,134
2021년03월_남_70~79세,"5,045",474,113,175,92,,294,236,297,393,221,158,159,342,556,275,383,431,360,86
2021년03월_남_80~89세,"2,265",215,37,87,40,,147,122,157,190,148,82,52,147,207,139,143,147,162,43
2021년03월_남_90~99세,206,27,5,9,4,,7,14,10,21,19,8,3,15,16,7,10,14,14,3
2021년03월_남_100세 이상,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021년03월_여_총인구수,"48,905","3,004",790,"1,025",763,,"1,679","1,305","1,921","2,536","1,239",825,"1,117","2,488","7,069","3,423","8,212","7,925","3,069",515
2021년03월_여_연령구간인구수,"48,905","3,004",790,"1,025",763,,"1,679","1,305","1,921","2,536","1,239",825,"1,117","2,488","7,069","3,423","8,212","7,925","3,069",515
2021년03월_여_0~9세,"2,958",58,23,27,31,,59,23,56,58,12,24,32,94,505,233,809,773,125,16
2021년03월_여_10~19세,"3,914",148,49,55,49,,78,39,96,132,43,21,47,151,708,325,926,844,176,27
2021년03월_여_20~29세,"3,866",131,50,60,43,,84,59,103,145,44,28,71,167,696,328,878,773,183,23
2021년03월_여_30~39세,"4,191",136,41,43,51,,73,52,85,110,41,36,64,148,708,332,"1,081",965,204,21
2021년03월_여_40~49세,"6,219",234,65,84,80,,131,79,143,198,69,33,103,262,"1,100",528,"1,437","1,364",277,32
2021년03월_여_50~59세,"7,866",494,118,154,130,,255,175,304,415,164,111,179,414,"1,176",550,"1,296","1,269",584,78
2021년03월_여_60~69세,"8,855",760,183,257,183,,394,301,433,580,289,197,286,558,"1,097",526,961,"1,001",726,123
2021년03월_여_70~79세,"6,188",566,149,181,97,,289,278,372,460,289,199,206,369,692,368,503,572,500,98
2021년03월_여_80~89세,"4,065",392,92,133,85,,267,255,273,344,230,143,116,274,337,208,279,308,246,83
2021년03월_여_90~99세,747,85,20,30,13,,48,44,50,86,57,33,12,50,48,24,40,50,43,14
2021년03월_여_100세 이상,36,0,0,1,1,,1,0,6,8,1,0,1,1,2,1,2,6,5,0
2021년04월_계_총인구수,"99,137","6,102","1,665","2,180","1,635",,"3,498","2,605","3,909","5,148","2,433","1,705","2,206","5,255","14,223","6,867","16,476","15,740","6,373","1,117"
2021년04월_계_연령구간인구수,"99,137","6,102","1,665","2,180","1,635",,"3,498","2,605","3,909","5,148","2,433","1,705","2,206","5,255","14,223","6,867","16,476","15,740","6,373","1,117"
2021년04월_계_0~9세,"5,922",132,36,42,59,,111,57,121,136,42,48,71,188,"1,024",472,"1,590","1,534",230,29
2021년04월_계_10~19세,"8,148",297,104,114,101,,173,104,208,250,90,58,106,323,"1,431",652,"1,925","1,779",371,62
2021년04월_계_20~29세,"9,330",387,195,141,127,,219,141,262,362,109,85,162,464,"1,647",725,"1,997","1,752",492,63
2021년04월_계_30~39세,"9,161",337,82,122,118,,208,138,201,285,98,72,133,382,"1,545",743,"2,176","1,920",540,61
2021년04월_계_40~49세,"13,703",562,163,249,211,,328,198,374,468,189,134,268,674,"2,233","1,093","2,989","2,718",753,99
2021년04월_계_50~59세,"16,791","1,089",274,385,318,,587,426,670,930,357,256,402,923,"2,391","1,150","2,579","2,592","1,243",219
2021년04월_계_60~69세,"17,505","1,533",395,511,371,,815,595,901,"1,210",580,434,519,"1,098","2,096","1,003","1,851","1,904","1,431",258
2021년04월_계_70~79세,"11,229","1,040",262,355,188,,584,514,675,847,512,353,364,711,"1,249",648,890,"1,010",844,183
2021년04월_계_80~89세,"6,347",609,130,221,123,,418,372,432,546,379,223,165,427,540,347,426,458,405,126
2021년04월_계_90~99세,957,116,24,39,18,,54,60,59,104,75,42,15,64,65,33,50,63,59,17
2021년04월_계_100세 이상,44,0,0,1,1,,1,0,6,10,2,0,1,1,2,1,3,10,5,0
2021년04월_남_총인구수,"50,271","3,096",877,"1,152",876,,"1,816","1,304","1,977","2,606","1,196",881,"1,090","2,771","7,186","3,433","8,273","7,829","3,306",602
2021년04월_남_연령구간인구수,"50,271","3,096",877,"1,152",876,,"1,816","1,304","1,977","2,606","1,196",881,"1,090","2,771","7,186","3,433","8,273","7,829","3,306",602
2021년04월_남_0~9세,"2,983",73,15,15,29,,54,36,66,78,30,23,40,95,527,233,796,758,102,13
2021년04월_남_10~19세,"4,239",147,54,60,55,,96,63,111,120,45,37,59,173,728,329,997,936,194,35
2021년04월_남_20~29세,"5,484",260,144,82,83,,133,84,159,217,66,58,89,298,962,398,"1,118",986,307,40
2021년04월_남_30~39세,"4,967",200,40,78,66,,134,89,115,171,56,37,72,232,836,405,"1,095",969,331,41
2021년04월_남_40~49세,"7,501",330,100,164,132,,202,118,229,270,120,100,163,412,"1,139",570,"1,552","1,358",476,66
2021년04월_남_50~59세,"8,974",601,156,230,189,,329,249,366,514,195,146,224,515,"1,224",599,"1,296","1,330",670,141
2021년04월_남_60~69세,"8,582",768,212,253,186,,419,294,461,623,291,233,232,539,998,475,879,892,693,134
2021년04월_남_70~79세,"5,061",474,114,176,92,,295,237,302,395,224,157,157,341,554,276,389,437,357,84
2021년04월_남_80~89세,"2,264",215,37,86,40,,147,119,158,195,149,81,51,151,202,141,140,146,161,45
2021년04월_남_90~99세,209,28,5,8,4,,7,15,10,21,19,9,3,15,16,7,10,14,15,3
2021년04월_남_100세 이상,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021년04월_여_총인구수,"48,866","3,006",788,"1,028",759,,"1,682","1,301","1,932","2,542","1,237",824,"1,116","2,484","7,037","3,434","8,203","7,911","3,067",515
2021년04월_여_연령구간인구수,"48,866","3,006",788,"1,028",759,,"1,682","1,301","1,932","2,542","1,237",824,"1,116","2,484","7,037","3,434","8,203","7,911","3,067",515
2021년04월_여_0~9세,"2,939",59,21,27,30,,57,21,55,58,12,25,31,93,497,239,794,776,128,16
2021년04월_여_10~19세,"3,909",150,50,54,46,,77,41,97,130,45,21,47,150,703,323,928,843,177,27
2021년04월_여_20~29세,"3,846",127,51,59,44,,86,57,103,145,43,27,73,166,685,327,879,766,185,23
2021년04월_여_30~39세,"4,194",137,42,44,52,,74,49,86,114,42,35,61,150,709,338,"1,081",951,209,20
2021년04월_여_40~49세,"6,202",232,63,85,79,,126,80,145,198,69,34,105,262,"1,094",523,"1,437","1,360",277,33
2021년04월_여_50~59세,"7,817",488,118,155,129,,258,177,304,416,162,110,178,408,"1,167",551,"1,283","1,262",573,78
2021년04월_여_60~69세,"8,923",765,183,258,185,,396,301,440,587,289,201,287,559,"1,098",528,972,"1,012",738,124
2021년04월_여_70~79세,"6,168",566,148,179,96,,289,277,373,452,288,196,207,370,695,372,501,573,487,99
2021년04월_여_80~89세,"4,083",394,93,135,83,,271,253,274,351,230,142,114,276,338,206,286,312,244,81
2021년04월_여_90~99세,748,88,19,31,14,,47,45,49,83,56,33,12,49,49,26,40,49,44,14
2021년04월_여_100세 이상,37,0,0,1,1,,1,0,6,8,1,0,1,1,2,1,2,7,5,0
2021년05월_계_총인구수,"99,048","6,098","1,666","2,171","1,637",,"3,478","2,607","3,905","5,151","2,430","1,697","2,202","5,235","14,253","6,869","16,453","15,737","6,341","1,118"
2021년05월_계_연령구간인구수,"99,048","6,098","1,666","2,171","1,637",,"3,478","2,607","3,905","5,151","2,430","1,697","2,202","5,235","14,253","6,869","16,453","15,737","6,341","1,118"
2021년05월_계_0~9세,"5,887",132,36,41,60,,112,59,121,134,42,44,73,183,"1,016",473,"1,575","1,525",232,29
2021년05월_계_10~19세,"8,139",293,106,112,100,,169,106,201,245,91,58,107,319,"1,434",650,"1,931","1,782",372,63
2021년05월_계_20~29세,"9,334",387,193,139,127,,216,139,259,368,106,83,162,463,"1,661",728,"1,996","1,752",490,65
2021년05월_계_30~39세,"9,122",337,82,120,116,,208,140,201,282,99,71,134,375,"1,557",734,"2,152","1,920",533,61
2021년05월_계_40~49세,"13,623",550,159,246,213,,320,200,375,466,187,135,262,668,"2,220","1,090","2,996","2,703",733,100
2021년05월_계_50~59세,"16,727","1,085",273,385,312,,578,420,668,924,355,250,394,918,"2,389","1,153","2,569","2,599","1,234",221
2021년05월_계_60~69세,"17,589","1,543",400,510,380,,819,598,907,"1,219",581,439,524,"1,103","2,110","1,006","1,850","1,917","1,432",251
2021년05월_계_70~79세,"11,255","1,046",263,355,186,,582,514,676,850,513,352,365,714,"1,256",647,903,"1,008",841,184
2021년05월_계_80~89세,"6,380",613,131,223,123,,421,374,432,549,382,224,165,428,542,353,428,456,410,126
2021년05월_계_90~99세,949,112,23,39,19,,52,57,59,103,72,41,15,63,67,34,50,66,59,18
2021년05월_계_100세 이상,43,0,0,1,1,,1,0,6,11,2,0,1,1,1,1,3,9,5,0
2021년05월_남_총인구수,"50,257","3,097",880,"1,147",881,,"1,801","1,311","1,978","2,609","1,197",876,"1,087","2,763","7,212","3,435","8,253","7,826","3,299",605
2021년05월_남_연령구간인구수,"50,257","3,097",880,"1,147",881,,"1,801","1,311","1,978","2,609","1,197",876,"1,087","2,763","7,212","3,435","8,253","7,826","3,299",605
2021년05월_남_0~9세,"2,972",73,16,15,30,,55,36,65,76,30,20,43,92,530,235,784,755,103,14
2021년05월_남_10~19세,"4,225",143,57,59,56,,93,65,108,119,46,37,61,167,730,324,999,931,195,35
2021년05월_남_20~29세,"5,504",261,144,79,83,,129,83,156,221,64,57,88,301,970,402,"1,123",991,310,42
2021년05월_남_30~39세,"4,951",198,39,79,65,,135,92,117,172,56,35,71,228,846,401,"1,081",969,327,40
