카테고리,인천광역시 옹진군,인천광역시 옹진군 북도면,인천광역시 옹진군 북도면장봉출장소,인천광역시 옹진군 백령면,인천광역시 옹진군 대청면,인천광역시 옹진군 대청면소청출장소,인천광역시 옹진군 덕적면,인천광역시 옹진군 영흥면,인천광역시 옹진군 자월면,인천광역시 옹진군 자월면이작출장소,인천광역시 옹진군 연평면
2020년09월_여_80~89세,718,54,39,164,35,9,109,181,51,26,50
2020년09월_여_90~99세,197,14,19,52,6,3,30,40,11,8,14
2020년09월_여_100세 이상,9,1,1,2,0,0,1,3,1,0,0
2020년10월_계_총인구수,"20,478","1,157","1,001","5,251","1,262",239,"1,920","6,288",937,379,"2,044"
2020년10월_계_연령구간인구수,"20,478","1,157","1,001","5,251","1,262",239,"1,920","6,288",937,379,"2,044"
2020년10월_계_0~9세,961,35,30,368,60,2,45,295,22,13,91
2020년10월_계_10~19세,"1,121",47,30,302,64,6,89,411,33,14,125
2020년10월_계_20~29세,"2,709",87,57,"1,059",201,45,136,548,81,25,470
2020년10월_계_30~39세,"1,904",75,56,628,123,20,97,612,41,21,231
2020년10월_계_40~49세,"2,444",114,122,672,122,17,178,821,94,37,267
2020년10월_계_50~59세,"3,618",210,206,715,233,29,368,"1,271",193,76,317
2020년10월_계_60~69세,"3,957",324,269,754,220,48,462,"1,270",224,87,299
2020년10월_계_70~79세,"2,379",162,155,432,162,54,336,722,152,63,141
2020년10월_계_80~89세,"1,129",83,55,251,68,15,171,285,83,34,84
2020년10월_계_90~99세,243,18,19,67,9,3,37,49,13,9,19
2020년10월_계_100세 이상,13,2,2,3,0,0,1,4,1,0,0
2020년10월_남_총인구수,"11,666",609,530,"3,109",736,153,"1,035","3,495",505,199,"1,295"
2020년10월_남_연령구간인구수,"11,666",609,530,"3,109",736,153,"1,035","3,495",505,199,"1,295"
2020년10월_남_0~9세,502,17,16,194,32,0,18,162,14,8,41
2020년10월_남_10~19세,603,22,19,140,34,5,46,238,17,6,76
2020년10월_남_20~29세,"1,982",49,31,838,148,39,83,359,47,12,376
2020년10월_남_30~39세,"1,184",41,31,381,79,17,60,377,27,14,157
2020년10월_남_40~49세,"1,540",64,78,440,85,14,110,484,61,21,183
2020년10월_남_50~59세,"2,084",123,119,403,126,20,231,699,119,48,196
2020년10월_남_60~69세,"2,129",174,137,402,129,28,261,682,116,43,157
2020년10월_남_70~79세,"1,175",84,82,208,67,24,154,378,70,38,70
2020년10월_남_80~89세,414,30,16,86,33,6,63,106,32,8,34
2020년10월_남_90~99세,49,4,0,16,3,0,9,9,2,1,5
2020년10월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2020년10월_여_총인구수,"8,812",548,471,"2,142",526,86,885,"2,793",432,180,749
2020년10월_여_연령구간인구수,"8,812",548,471,"2,142",526,86,885,"2,793",432,180,749
2020년10월_여_0~9세,459,18,14,174,28,2,27,133,8,5,50
2020년10월_여_10~19세,518,25,11,162,30,1,43,173,16,8,49
2020년10월_여_20~29세,727,38,26,221,53,6,53,189,34,13,94
2020년10월_여_30~39세,720,34,25,247,44,3,37,235,14,7,74
2020년10월_여_40~49세,904,50,44,232,37,3,68,337,33,16,84
2020년10월_여_50~59세,"1,534",87,87,312,107,9,137,572,74,28,121
2020년10월_여_60~69세,"1,828",150,132,352,91,20,201,588,108,44,142
2020년10월_여_70~79세,"1,204",78,73,224,95,30,182,344,82,25,71
2020년10월_여_80~89세,715,53,39,165,35,9,108,179,51,26,50
2020년10월_여_90~99세,194,14,19,51,6,3,28,40,11,8,14
2020년10월_여_100세 이상,9,1,1,2,0,0,1,3,1,0,0
2020년11월_계_총인구수,"20,497","1,166",994,"5,250","1,246",239,"1,906","6,348",936,377,"2,035"
2020년11월_계_연령구간인구수,"20,497","1,166",994,"5,250","1,246",239,"1,906","6,348",936,377,"2,035"
2020년11월_계_0~9세,948,35,31,366,57,2,42,293,21,13,88
2020년11월_계_10~19세,"1,116",47,29,301,64,7,89,408,34,14,123
2020년11월_계_20~29세,"2,719",88,57,"1,061",195,46,133,562,80,24,473
2020년11월_계_30~39세,"1,896",75,56,627,122,19,97,612,41,21,226
2020년11월_계_40~49세,"2,436",118,121,670,120,16,174,826,93,35,263
2020년11월_계_50~59세,"3,622",206,204,712,225,29,367,"1,295",191,76,317
2020년11월_계_60~69세,"3,987",330,265,760,225,48,458,"1,287",227,87,300
2020년11월_계_70~79세,"2,386",164,154,431,162,54,338,726,151,64,142
2020년11월_계_80~89세,"1,133",84,56,254,66,14,170,287,84,34,84
2020년11월_계_90~99세,240,17,19,64,10,4,37,48,13,9,19
2020년11월_계_100세 이상,14,2,2,4,0,0,1,4,1,0,0
2020년11월_남_총인구수,"11,667",615,524,"3,110",724,154,"1,026","3,526",504,196,"1,288"
2020년11월_남_연령구간인구수,"11,667",615,524,"3,110",724,154,"1,026","3,526",504,196,"1,288"
2020년11월_남_0~9세,490,17,16,193,30,0,16,159,13,8,38
2020년11월_남_10~19세,604,22,19,138,34,6,47,239,18,6,75
2020년11월_남_20~29세,"1,988",50,30,839,145,40,81,367,45,11,380
2020년11월_남_30~39세,"1,172",43,32,378,77,16,60,373,27,14,152
2020년11월_남_40~49세,"1,533",65,76,441,83,14,105,488,60,20,181
2020년11월_남_50~59세,"2,079",119,118,405,120,20,231,706,118,47,195
2020년11월_남_60~69세,"2,150",178,135,403,133,28,259,695,119,43,157
2020년11월_남_70~79세,"1,183",85,80,209,68,24,156,382,70,38,71
2020년11월_남_80~89세,415,31,17,87,30,6,63,107,32,8,34
2020년11월_남_90~99세,49,4,0,16,4,0,8,9,2,1,5
2020년11월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2020년11월_여_총인구수,"8,830",551,470,"2,140",522,85,880,"2,822",432,181,747
2020년11월_여_연령구간인구수,"8,830",551,470,"2,140",522,85,880,"2,822",432,181,747
2020년11월_여_0~9세,458,18,15,173,27,2,26,134,8,5,50
2020년11월_여_10~19세,512,25,10,163,30,1,42,169,16,8,48
2020년11월_여_20~29세,731,38,27,222,50,6,52,195,35,13,93
2020년11월_여_30~39세,724,32,24,249,45,3,37,239,14,7,74
2020년11월_여_40~49세,903,53,45,229,37,2,69,338,33,15,82
2020년11월_여_50~59세,"1,543",87,86,307,105,9,136,589,73,29,122
2020년11월_여_60~69세,"1,837",152,130,357,92,20,199,592,108,44,143
2020년11월_여_70~79세,"1,203",79,74,222,94,30,182,344,81,26,71
2020년11월_여_80~89세,718,53,39,167,36,8,107,180,52,26,50
2020년11월_여_90~99세,191,13,19,48,6,4,29,39,11,8,14
2020년11월_여_100세 이상,10,1,1,3,0,0,1,3,1,0,0
2020년12월_계_총인구수,"20,455","1,163",989,"5,238","1,236",229,"1,892","6,377",932,379,"2,020"
2020년12월_계_연령구간인구수,"20,455","1,163",989,"5,238","1,236",229,"1,892","6,377",932,379,"2,020"
2020년12월_계_0~9세,939,35,26,369,56,2,39,291,20,13,88
2020년12월_계_10~19세,"1,102",48,31,294,61,7,85,409,32,15,120
2020년12월_계_20~29세,"2,722",89,56,"1,056",200,35,137,568,79,24,478
2020년12월_계_30~39세,"1,889",74,56,624,119,20,93,619,43,21,220
2020년12월_계_40~49세,"2,409",115,115,671,118,16,168,825,93,36,252
2020년12월_계_50~59세,"3,605",205,205,708,220,29,363,"1,297",188,74,316
2020년12월_계_60~69세,"4,024",330,270,767,226,47,464,"1,301",227,89,303
2020년12월_계_70~79세,"2,371",164,153,427,159,54,334,724,152,63,141
2020년12월_계_80~89세,"1,141",84,57,253,67,15,171,292,84,35,83
2020년12월_계_90~99세,239,17,18,65,10,4,37,47,13,9,19
2020년12월_계_100세 이상,14,2,2,4,0,0,1,4,1,0,0
2020년12월_남_총인구수,"11,641",614,525,"3,096",720,143,"1,022","3,550",500,196,"1,275"
2020년12월_남_연령구간인구수,"11,641",614,525,"3,096",720,143,"1,022","3,550",500,196,"1,275"
2020년12월_남_0~9세,482,17,13,194,30,0,16,156,12,8,36
2020년12월_남_10~19세,593,22,20,134,31,6,45,240,17,6,72
2020년12월_남_20~29세,"1,991",50,30,838,149,29,84,374,43,11,383
2020년12월_남_30~39세,"1,167",43,34,370,77,17,59,378,28,14,147
2020년12월_남_40~49세,"1,515",63,73,442,81,14,100,487,61,20,174
2020년12월_남_50~59세,"2,072",118,118,402,117,20,230,712,116,46,193
2020년12월_남_60~69세,"2,174",181,139,407,135,27,260,702,118,44,161
2020년12월_남_70~79세,"1,173",84,79,206,65,23,156,381,71,37,71
2020년12월_남_80~89세,420,31,18,85,31,7,64,110,32,9,33
2020년12월_남_90~99세,50,4,0,17,4,0,8,9,2,1,5
2020년12월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2020년12월_여_총인구수,"8,814",549,464,"2,142",516,86,870,"2,827",432,183,745
2020년12월_여_연령구간인구수,"8,814",549,464,"2,142",516,86,870,"2,827",432,183,745
2020년12월_여_0~9세,457,18,13,175,26,2,23,135,8,5,52
2020년12월_여_10~19세,509,26,11,160,30,1,40,169,15,9,48
2020년12월_여_20~29세,731,39,26,218,51,6,53,194,36,13,95
2020년12월_여_30~39세,722,31,22,254,42,3,34,241,15,7,73
2020년12월_여_40~49세,894,52,42,229,37,2,68,338,32,16,78
2020년12월_여_50~59세,"1,533",87,87,306,103,9,133,585,72,28,123
2020년12월_여_60~69세,"1,850",149,131,360,91,20,204,599,109,45,142
2020년12월_여_70~79세,"1,198",80,74,221,94,31,178,343,81,26,70
2020년12월_여_80~89세,721,53,39,168,36,8,107,182,52,26,50
2020년12월_여_90~99세,189,13,18,48,6,4,29,38,11,8,14
2020년12월_여_100세 이상,10,1,1,3,0,0,1,3,1,0,0
2021년01월_계_총인구수,"20,398","1,155",986,"5,203","1,239",225,"1,870","6,390",927,376,"2,027"
2021년01월_계_연령구간인구수,"20,398","1,155",986,"5,203","1,239",225,"1,870","6,390",927,376,"2,027"
2021년01월_계_0~9세,945,35,26,359,57,2,38,297,22,13,96
2021년01월_계_10~19세,"1,091",47,29,295,62,8,83,401,33,15,118
2021년01월_계_20~29세,"2,692",86,50,"1,039",195,34,131,574,79,24,480
2021년01월_계_30~39세,"1,895",75,58,627,122,20,88,622,43,21,219
2021년01월_계_40~49세,"2,374",115,116,654,121,16,160,816,92,35,249
2021년01월_계_50~59세,"3,597",199,205,706,217,27,360,"1,311",184,73,315
2021년01월_계_60~69세,"4,031",332,270,771,227,48,466,"1,296",228,87,306
2021년01월_계_70~79세,"2,375",163,154,430,161,53,333,728,147,65,141
2021년01월_계_80~89세,"1,149",85,58,255,67,13,172,296,85,34,84
2021년01월_계_90~99세,235,15,18,63,10,4,38,46,13,9,19
2021년01월_계_100세 이상,14,3,2,4,0,0,1,3,1,0,0
2021년01월_남_총인구수,"11,593",610,520,"3,065",721,139,"1,008","3,558",499,194,"1,279"
2021년01월_남_연령구간인구수,"11,593",610,520,"3,065",721,139,"1,008","3,558",499,194,"1,279"
2021년01월_남_0~9세,482,17,13,191,29,0,15,155,12,8,42
2021년01월_남_10~19세,588,22,18,135,32,7,44,236,18,6,70
2021년01월_남_20~29세,"1,962",49,28,819,146,28,78,377,44,11,382
2021년01월_남_30~39세,"1,169",42,34,376,78,17,56,378,27,14,147
2021년01월_남_40~49세,"1,487",62,70,427,83,13,95,486,61,19,171
2021년01월_남_50~59세,"2,075",115,119,398,117,18,230,724,113,45,196
2021년01월_남_60~69세,"2,181",183,139,407,136,28,261,700,121,44,162
2021년01월_남_70~79세,"1,175",86,80,208,65,22,157,380,68,38,71
2021년01월_남_80~89세,423,30,18,87,31,6,64,113,33,8,33
2021년01월_남_90~99세,47,3,0,16,4,0,8,8,2,1,5
2021년01월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2021년01월_여_총인구수,"8,805",545,466,"2,138",518,86,862,"2,832",428,182,748
2021년01월_여_연령구간인구수,"8,805",545,466,"2,138",518,86,862,"2,832",428,182,748
2021년01월_여_0~9세,463,18,13,168,28,2,23,142,10,5,54
2021년01월_여_10~19세,503,25,11,160,30,1,39,165,15,9,48
2021년01월_여_20~29세,730,37,22,220,49,6,53,197,35,13,98
2021년01월_여_30~39세,726,33,24,251,44,3,32,244,16,7,72
2021년01월_여_40~49세,887,53,46,227,38,3,65,330,31,16,78
2021년01월_여_50~59세,"1,522",84,86,308,100,9,130,587,71,28,119
2021년01월_여_60~69세,"1,850",149,131,364,91,20,205,596,107,43,144
2021년01월_여_70~79세,"1,200",77,74,222,96,31,176,348,79,27,70
2021년01월_여_80~89세,726,55,40,168,36,7,108,183,52,26,51
2021년01월_여_90~99세,188,12,18,47,6,4,30,38,11,8,14
2021년01월_여_100세 이상,10,2,1,3,0,0,1,2,1,0,0
2021년02월_계_총인구수,"20,348","1,156",980,"5,137","1,240",226,"1,863","6,402",934,379,"2,031"
2021년02월_계_연령구간인구수,"20,348","1,156",980,"5,137","1,240",226,"1,863","6,402",934,379,"2,031"
2021년02월_계_0~9세,938,36,26,352,56,2,39,293,24,13,97
2021년02월_계_10~19세,"1,075",45,28,281,62,9,84,397,33,16,120
2021년02월_계_20~29세,"2,665",83,51,"1,022",193,36,127,576,78,24,475
2021년02월_계_30~39세,"1,881",75,56,619,126,19,87,620,44,20,215
2021년02월_계_40~49세,"2,353",116,116,636,124,14,157,813,91,36,250
2021년02월_계_50~59세,"3,578",197,203,702,212,27,358,"1,301",188,74,316
2021년02월_계_60~69세,"4,075",335,268,778,230,49,465,"1,321",229,87,313
2021년02월_계_70~79세,"2,378",165,154,426,159,51,335,734,148,66,140
2021년02월_계_80~89세,"1,149",86,58,255,68,15,171,295,85,33,83
2021년02월_계_90~99세,243,15,18,63,10,4,39,49,13,10,22
2021년02월_계_100세 이상,13,3,2,3,0,0,1,3,1,0,0
2021년02월_남_총인구수,"11,563",610,517,"3,020",721,141,"1,005","3,568",507,194,"1,280"
2021년02월_남_연령구간인구수,"11,563",610,517,"3,020",721,141,"1,005","3,568",507,194,"1,280"
2021년02월_남_0~9세,475,17,13,182,28,0,17,154,14,8,42
2021년02월_남_10~19세,580,20,17,129,32,8,44,234,18,7,71
2021년02월_남_20~29세,"1,950",49,29,810,145,30,77,377,45,10,378
2021년02월_남_30~39세,"1,151",41,34,366,80,16,54,374,27,14,145
2021년02월_남_40~49세,"1,481",61,69,417,86,13,93,487,61,19,175
2021년02월_남_50~59세,"2,064",115,118,400,113,17,228,716,117,45,195
2021년02월_남_60~69세,"2,207",185,138,408,137,29,261,720,121,44,164
2021년02월_남_70~79세,"1,181",88,80,205,64,22,159,383,70,38,72
2021년02월_남_80~89세,421,30,18,86,32,6,64,114,32,8,31
2021년02월_남_90~99세,49,3,0,16,4,0,8,8,2,1,7
2021년02월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2021년02월_여_총인구수,"8,785",546,463,"2,117",519,85,858,"2,834",427,185,751
2021년02월_여_연령구간인구수,"8,785",546,463,"2,117",519,85,858,"2,834",427,185,751
2021년02월_여_0~9세,463,19,13,170,28,2,22,139,10,5,55
2021년02월_여_10~19세,495,25,11,152,30,1,40,163,15,9,49
2021년02월_여_20~29세,715,34,22,212,48,6,50,199,33,14,97
2021년02월_여_30~39세,730,34,22,253,46,3,33,246,17,6,70
2021년02월_여_40~49세,872,55,47,219,38,1,64,326,30,17,75
2021년02월_여_50~59세,"1,514",82,85,302,99,10,130,585,71,29,121
2021년02월_여_60~69세,"1,868",150,130,370,93,20,204,601,108,43,149
2021년02월_여_70~79세,"1,197",77,74,221,95,29,176,351,78,28,68
2021년02월_여_80~89세,728,56,40,169,36,9,107,181,53,25,52
2021년02월_여_90~99세,194,12,18,47,6,4,31,41,11,9,15
2021년02월_여_100세 이상,9,2,1,2,0,0,1,2,1,0,0
2021년03월_계_총인구수,"20,335","1,164",985,"5,094","1,225",227,"1,872","6,434",929,379,"2,026"
2021년03월_계_연령구간인구수,"20,335","1,164",985,"5,094","1,225",227,"1,872","6,434",929,379,"2,026"
2021년03월_계_0~9세,924,38,25,340,54,2,42,290,24,11,98
2021년03월_계_10~19세,"1,070",45,27,282,60,9,83,398,29,17,120
2021년03월_계_20~29세,"2,631",83,52,996,187,35,131,579,80,26,462
2021년03월_계_30~39세,"1,869",75,56,601,127,18,87,624,41,20,220
2021년03월_계_40~49세,"2,337",120,114,636,119,16,153,804,86,37,252
2021년03월_계_50~59세,"3,576",195,205,705,206,26,360,"1,298",195,72,314
2021년03월_계_60~69세,"4,142",339,270,786,234,50,471,"1,362",231,86,313
2021년03월_계_70~79세,"2,379",165,157,427,159,51,334,730,146,68,142
2021년03월_계_80~89세,"1,148",85,58,257,68,16,170,296,83,32,83
2021년03월_계_90~99세,246,16,19,61,11,4,40,50,13,10,22
2021년03월_계_100세 이상,13,3,2,3,0,0,1,3,1,0,0
2021년03월_남_총인구수,"11,541",609,518,"2,988",709,142,"1,013","3,585",504,195,"1,278"
2021년03월_남_연령구간인구수,"11,541",609,518,"2,988",709,142,"1,013","3,585",504,195,"1,278"
2021년03월_남_0~9세,469,16,13,176,27,0,18,153,14,7,45
2021년03월_남_10~19세,575,20,15,131,32,8,43,232,15,8,71
2021년03월_남_20~29세,"1,907",49,29,782,136,29,80,378,47,11,366
2021년03월_남_30~39세,"1,145",41,34,357,81,15,52,379,25,14,147
2021년03월_남_40~49세,"1,476",64,70,413,82,15,93,483,59,20,177
2021년03월_남_50~59세,"2,072",113,119,407,110,16,230,717,120,44,196
2021년03월_남_60~69세,"2,240",184,139,413,139,30,265,741,121,44,164
2021년03월_남_70~79세,"1,183",88,80,205,66,22,160,380,70,38,74
2021년03월_남_80~89세,419,30,18,87,31,7,64,112,31,8,31
2021년03월_남_90~99세,51,3,0,16,5,0,8,9,2,1,7
2021년03월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2021년03월_여_총인구수,"8,794",555,467,"2,106",516,85,859,"2,849",425,184,748
2021년03월_여_연령구간인구수,"8,794",555,467,"2,106",516,85,859,"2,849",425,184,748
2021년03월_여_0~9세,455,22,12,164,27,2,24,137,10,4,53
2021년03월_여_10~19세,495,25,12,151,28,1,40,166,14,9,49
2021년03월_여_20~29세,724,34,23,214,51,6,51,201,33,15,96
2021년03월_여_30~39세,724,34,22,244,46,3,35,245,16,6,73
2021년03월_여_40~49세,861,56,44,223,37,1,60,321,27,17,75
2021년03월_여_50~59세,"1,504",82,86,298,96,10,130,581,75,28,118
2021년03월_여_60~69세,"1,902",155,131,373,95,20,206,621,110,42,149
2021년03월_여_70~79세,"1,196",77,77,222,93,29,174,350,76,30,68
2021년03월_여_80~89세,729,55,40,170,37,9,106,184,52,24,52
2021년03월_여_90~99세,195,13,19,45,6,4,32,41,11,9,15
2021년03월_여_100세 이상,9,2,1,2,0,0,1,2,1,0,0
2021년04월_계_총인구수,"20,314","1,159",991,"5,061","1,217",225,"1,875","6,443",931,381,"2,031"
2021년04월_계_연령구간인구수,"20,314","1,159",991,"5,061","1,217",225,"1,875","6,443",931,381,"2,031"
2021년04월_계_0~9세,917,34,24,337,54,2,42,288,23,13,100
2021년04월_계_10~19세,"1,068",45,27,279,62,9,82,403,30,18,113
2021년04월_계_20~29세,"2,620",85,52,992,182,35,131,577,79,27,460
2021년04월_계_30~39세,"1,852",73,57,588,127,15,89,615,40,20,228
2021년04월_계_40~49세,"2,334",118,113,628,115,16,152,818,86,37,251
2021년04월_계_50~59세,"3,559",196,204,700,204,26,362,"1,285",196,72,314
2021년04월_계_60~69세,"4,180",340,274,791,236,49,471,"1,385",228,88,318
2021년04월_계_70~79세,"2,384",165,161,426,157,53,337,727,151,65,142
2021년04월_계_80~89세,"1,142",83,58,255,68,17,170,295,83,30,83
2021년04월_계_90~99세,245,17,19,62,12,3,38,47,14,11,22
2021년04월_계_100세 이상,13,3,2,3,0,0,1,3,1,0,0
2021년04월_남_총인구수,"11,528",610,520,"2,960",700,140,"1,013","3,600",504,197,"1,284"
2021년04월_남_연령구간인구수,"11,528",610,520,"2,960",700,140,"1,013","3,600",504,197,"1,284"
2021년04월_남_0~9세,467,15,13,175,27,0,18,150,14,8,47
2021년04월_남_10~19세,576,21,15,130,33,8,43,235,16,9,66
2021년04월_남_20~29세,"1,899",49,28,779,132,29,82,381,46,12,361
2021년04월_남_30~39세,"1,138",41,34,343,81,13,52,382,23,14,155
2021년04월_남_40~49세,"1,463",64,69,405,78,14,92,485,59,19,178
2021년04월_남_50~59세,"2,060",112,118,402,108,16,228,712,122,45,197
2021년04월_남_60~69세,"2,261",186,140,418,139,29,264,754,118,45,168
2021년04월_남_70~79세,"1,193",89,84,205,64,24,164,380,73,36,74
2021년04월_남_80~89세,417,29,18,85,33,7,63,112,31,8,31
2021년04월_남_90~99세,50,3,0,17,5,0,7,8,2,1,7
2021년04월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2021년04월_여_총인구수,"8,786",549,471,"2,101",517,85,862,"2,843",427,184,747
2021년04월_여_연령구간인구수,"8,786",549,471,"2,101",517,85,862,"2,843",427,184,747
2021년04월_여_0~9세,450,19,11,162,27,2,24,138,9,5,53
2021년04월_여_10~19세,492,24,12,149,29,1,39,168,14,9,47
2021년04월_여_20~29세,721,36,24,213,50,6,49,196,33,15,99
2021년04월_여_30~39세,714,32,23,245,46,2,37,233,17,6,73
2021년04월_여_40~49세,871,54,44,223,37,2,60,333,27,18,73
2021년04월_여_50~59세,"1,499",84,86,298,96,10,134,573,74,27,117
2021년04월_여_60~69세,"1,919",154,134,373,97,20,207,631,110,43,150
2021년04월_여_70~79세,"1,191",76,77,221,93,29,173,347,78,29,68
2021년04월_여_80~89세,725,54,40,170,35,10,107,183,52,22,52
2021년04월_여_90~99세,195,14,19,45,7,3,31,39,12,10,15
2021년04월_여_100세 이상,9,2,1,2,0,0,1,2,1,0,0
2021년05월_계_총인구수,"20,319","1,156",994,"5,047","1,210",223,"1,871","6,460",938,385,"2,035"
2021년05월_계_연령구간인구수,"20,319","1,156",994,"5,047","1,210",223,"1,871","6,460",938,385,"2,035"
2021년05월_계_0~9세,916,34,23,337,52,2,44,291,22,12,99
2021년05월_계_10~19세,"1,075",44,28,282,62,9,81,403,31,19,116
2021년05월_계_20~29세,"2,601",86,51,977,177,36,131,579,78,27,459
2021년05월_계_30~39세,"1,842",68,58,582,127,14,88,617,38,21,229
2021년05월_계_40~49세,"2,349",117,113,633,117,16,152,825,89,37,250
2021년05월_계_50~59세,"3,541",197,207,694,203,25,353,"1,274",199,73,316
2021년05월_계_60~69세,"4,211",342,274,802,235,49,476,"1,395",227,90,321
2021년05월_계_70~79세,"2,380",167,162,422,156,53,334,728,154,65,139
2021년05월_계_80~89세,"1,142",83,57,250,69,16,172,297,84,30,84
2021년05월_계_90~99세,248,14,19,65,12,3,39,48,15,11,22
2021년05월_계_100세 이상,14,4,2,3,0,0,1,3,1,0,0
2021년05월_남_총인구수,"11,524",610,523,"2,945",698,138,"1,006","3,611",507,201,"1,285"
2021년05월_남_연령구간인구수,"11,524",610,523,"2,945",698,138,"1,006","3,611",507,201,"1,285"
2021년05월_남_0~9세,464,15,13,176,26,0,18,150,13,7,46
2021년05월_남_10~19세,581,20,15,133,34,8,43,233,17,10,68
2021년05월_남_20~29세,"1,883",49,29,762,130,30,80,384,46,12,361
2021년05월_남_30~39세,"1,129",38,34,337,81,12,51,384,22,15,155
2021년05월_남_40~49세,"1,478",65,70,411,81,14,92,488,60,19,178
2021년05월_남_50~59세,"2,054",113,119,402,107,15,221,710,123,46,198
2021년05월_남_60~69세,"2,277",187,140,422,137,29,268,761,117,47,169
2021년05월_남_70~79세,"1,185",90,84,200,63,24,162,379,75,36,72
2021년05월_남_80~89세,418,29,18,83,34,6,64,113,32,8,31
2021년05월_남_90~99세,51,3,0,18,5,0,7,8,2,1,7
2021년05월_남_100세 이상,4,1,1,1,0,0,0,1,0,0,0
2021년05월_여_총인구수,"8,795",546,471,"2,102",512,85,865,"2,849",431,184,750
2021년05월_여_연령구간인구수,"8,795",546,471,"2,102",512,85,865,"2,849",431,184,750
2021년05월_여_0~9세,452,19,10,161,26,2,26,141,9,5,53
2021년05월_여_10~19세,494,24,13,149,28,1,38,170,14,9,48
2021년05월_여_20~29세,718,37,22,215,47,6,51,195,32,15,98
2021년05월_여_30~39세,713,30,24,245,46,2,37,233,16,6,74
2021년05월_여_40~49세,871,52,43,222,36,2,60,337,29,18,72
2021년05월_여_50~59세,"1,487",84,88,292,96,10,132,564,76,27,118
2021년05월_여_60~69세,"1,934",155,134,380,98,20,208,634,110,43,152
2021년05월_여_70~79세,"1,195",77,78,222,93,29,172,349,79,29,67
2021년05월_여_80~89세,724,54,39,167,35,10,108,184,52,22,53
2021년05월_여_90~99세,197,11,19,47,7,3,32,40,13,10,15
2021년05월_여_100세 이상,10,3,1,2,0,0,1,2,1,0,0
2021년06월_계_총인구수,"20,331","1,150",990,"5,050","1,212",224,"1,879","6,458",939,383,"2,046"
2021년06월_계_연령구간인구수,"20,331","1,150",990,"5,050","1,212",224,"1,879","6,458",939,383,"2,046"
2021년06월_계_0~9세,913,35,22,331,55,2,44,290,22,12,100
2021년06월_계_10~19세,"1,077",44,28,283,61,8,81,405,31,19,117
2021년06월_계_20~29세,"2,614",85,50,985,178,39,135,582,79,25,456
2021년06월_계_30~39세,"1,805",68,57,577,127,13,87,592,38,21,225
2021년06월_계_40~49세,"2,365",113,113,634,118,16,153,831,90,37,260
2021년06월_계_50~59세,"3,537",196,204,701,201,25,350,"1,275",195,72,318
2021년06월_계_60~69세,"4,235",341,273,803,235,49,481,"1,405",230,91,327
2021년06월_계_70~79세,"2,378",166,163,421,155,53,336,728,152,64,140
2021년06월_계_80~89세,"1,140",84,59,247,70,15,169,298,85,31,82
2021년06월_계_90~99세,256,14,19,66,12,4,42,51,16,11,21
2021년06월_계_100세 이상,11,4,2,2,0,0,1,1,1,0,0
2021년06월_남_총인구수,"11,551",607,522,"2,956",698,140,"1,010","3,613",508,200,"1,297"
2021년06월_남_연령구간인구수,"11,551",607,522,"2,956",698,140,"1,010","3,613",508,200,"1,297"
2021년06월_남_0~9세,465,16,13,170,29,0,19,151,13,7,47
2021년06월_남_10~19세,584,20,15,137,33,7,42,235,17,10,68
2021년06월_남_20~29세,"1,889",48,29,765,130,34,81,388,45,11,358
2021년06월_남_30~39세,"1,112",39,35,334,80,11,50,368,24,15,156
2021년06월_남_40~49세,"1,495",64,68,416,82,14,95,491,61,19,185
2021년06월_남_50~59세,"2,057",111,119,409,106,15,219,711,120,46,201
2021년06월_남_60~69세,"2,289",186,139,424,137,29,270,765,119,47,173
2021년06월_남_70~79세,"1,187",90,84,200,62,24,163,381,75,35,73
2021년06월_남_80~89세,416,29,19,83,34,6,64,111,31,9,30
2021년06월_남_90~99세,54,3,0,18,5,0,7,11,3,1,6
2021년06월_남_100세 이상,3,1,1,0,0,0,0,1,0,0,0
2021년06월_여_총인구수,"8,780",543,468,"2,094",514,84,869,"2,845",431,183,749
2021년06월_여_연령구간인구수,"8,780",543,468,"2,094",514,84,869,"2,845",431,183,749
2021년06월_여_0~9세,448,19,9,161,26,2,25,139,9,5,53
2021년06월_여_10~19세,493,24,13,146,28,1,39,170,14,9,49
2021년06월_여_20~29세,725,37,21,220,48,5,54,194,34,14,98
2021년06월_여_30~39세,693,29,22,243,47,2,37,224,14,6,69
2021년06월_여_40~49세,870,49,45,218,36,2,58,340,29,18,75
2021년06월_여_50~59세,"1,480",85,85,292,95,10,131,564,75,26,117
2021년06월_여_60~69세,"1,946",155,134,379,98,20,211,640,111,44,154
2021년06월_여_70~79세,"1,191",76,79,221,93,29,173,347,77,29,67
2021년06월_여_80~89세,724,55,40,164,36,9,105,187,54,22,52
2021년06월_여_90~99세,202,11,19,48,7,4,35,40,13,10,15
2021년06월_여_100세 이상,8,3,1,2,0,0,1,0,1,0,0
