카테고리,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2020년07월_계_총인구수,"441,188","16,952","23,958","15,623","15,486","24,721","15,416","16,166","18,906","23,485","15,618","25,899","36,583","17,194","39,987","27,107","20,127","20,294","13,968","17,903","35,795"
2020년07월_계_연령구간인구수,"441,188","16,952","23,958","15,623","15,486","24,721","15,416","16,166","18,906","23,485","15,618","25,899","36,583","17,194","39,987","27,107","20,127","20,294","13,968","17,903","35,795"
2020년07월_계_0~9세,"29,881",810,"1,214",582,871,"2,127",466,"1,019","1,488","1,534",688,"1,809","4,145","1,514","2,811","2,181","1,172",973,611,"1,803","2,063"
2020년07월_계_10~19세,"38,215","1,251","1,997","1,020","1,410","2,888",929,"1,011","1,855","1,933","1,035","2,228","4,870","1,432","3,780","2,660","1,522","1,624",950,"1,483","2,337"
2020년07월_계_20~29세,"67,068","2,749","4,314","4,423","2,102","3,006","5,044","2,827","2,330","3,229","3,082","3,265","3,481","2,163","5,839","3,078","3,595","3,033","1,903","2,321","5,284"
2020년07월_계_30~39세,"61,044","2,524","3,411","2,536","2,009","3,101","2,101","2,729","2,735","3,149","1,927","3,439","4,939","2,577","5,309","3,602","2,807","2,444","1,716","2,918","5,071"
2020년07월_계_40~49세,"71,199","2,623","3,807","2,086","2,264","4,639","1,757","2,493","3,334","3,670","2,022","4,285","7,999","3,009","6,589","4,686","2,924","2,943","2,004","2,801","5,264"
2020년07월_계_50~59세,"69,650","2,739","3,713","1,891","2,771","4,028","2,095","2,584","2,862","3,771","2,385","4,180","4,896","2,745","6,355","4,296","3,066","3,881","2,505","2,829","6,058"
2020년07월_계_60~69세,"54,114","2,040","2,699","1,458","2,145","2,656","1,488","1,874","2,193","3,283","2,170","3,547","3,227","2,082","4,658","3,505","2,628","2,954","2,188","2,141","5,178"
2020년07월_계_70~79세,"33,759","1,395","1,863","1,092","1,279","1,475","1,019","1,093","1,424","1,998","1,507","2,173","2,077","1,157","2,941","2,168","1,615","1,668","1,438","1,155","3,222"
2020년07월_계_80~89세,"13,889",668,803,445,551,671,448,451,596,785,678,830,807,437,"1,428",815,694,678,547,386,"1,171"
2020년07월_계_90~99세,"1,991",139,102,73,71,119,55,69,77,115,115,120,116,59,234,91,93,81,78,53,131
2020년07월_계_100세 이상,378,14,35,17,13,11,14,16,12,18,9,23,26,19,43,25,11,15,28,13,16
2020년07월_남_총인구수,"213,033","7,949","11,410","6,584","7,241","11,798","7,812","7,816","9,120","11,373","7,743","12,523","17,428","8,317","19,729","13,107","9,687","9,904","6,893","8,893","17,706"
2020년07월_남_연령구간인구수,"213,033","7,949","11,410","6,584","7,241","11,798","7,812","7,816","9,120","11,373","7,743","12,523","17,428","8,317","19,729","13,107","9,687","9,904","6,893","8,893","17,706"
2020년07월_남_0~9세,"15,243",383,633,284,410,"1,096",236,518,780,783,342,946,"2,129",806,"1,447","1,105",614,465,295,916,"1,055"
2020년07월_남_10~19세,"19,415",676,"1,028",447,675,"1,439",490,493,921,"1,015",528,"1,168","2,386",753,"2,043","1,280",767,839,482,759,"1,226"
2020년07월_남_20~29세,"32,449","1,281","1,944","1,429",987,"1,500","2,666","1,386","1,169","1,625","1,709","1,664","1,656","1,042","3,088","1,485","1,550","1,562",947,"1,153","2,606"
2020년07월_남_30~39세,"30,455","1,187","1,672","1,192",988,"1,449","1,177","1,393","1,325","1,625","1,087","1,663","2,246","1,250","2,652","1,791","1,444","1,328",908,"1,431","2,647"
2020년07월_남_40~49세,"35,041","1,257","1,863",997,"1,067","2,192",901,"1,257","1,624","1,793","1,003","2,129","3,844","1,429","3,239","2,338","1,493","1,431","1,072","1,408","2,704"
2020년07월_남_50~59세,"34,285","1,296","1,875",923,"1,333","1,934","1,022","1,236","1,414","1,803","1,165","2,005","2,481","1,360","3,198","2,134","1,542","1,863","1,277","1,457","2,967"
2020년07월_남_60~69세,"25,462",954,"1,265",650,989,"1,255",703,883,"1,022","1,517",983,"1,629","1,452",993,"2,201","1,661","1,268","1,424","1,029","1,045","2,539"
2020년07월_남_70~79세,"14,735",597,789,462,564,636,432,468,610,866,636,956,906,497,"1,263",972,707,717,643,551,"1,463"
2020년07월_남_80~89세,"5,350",275,306,172,198,265,170,167,232,313,259,329,296,164,518,315,280,248,221,160,462
2020년07월_남_90~99세,504,36,27,23,25,29,11,10,22,31,29,30,25,18,66,20,21,23,17,11,30
2020년07월_남_100세 이상,94,7,8,5,5,3,4,5,1,2,2,4,7,5,14,6,1,4,2,2,7
2020년07월_여_총인구수,"228,155","9,003","12,548","9,039","8,245","12,923","7,604","8,350","9,786","12,112","7,875","13,376","19,155","8,877","20,258","14,000","10,440","10,390","7,075","9,010","18,089"
2020년07월_여_연령구간인구수,"228,155","9,003","12,548","9,039","8,245","12,923","7,604","8,350","9,786","12,112","7,875","13,376","19,155","8,877","20,258","14,000","10,440","10,390","7,075","9,010","18,089"
2020년07월_여_0~9세,"14,638",427,581,298,461,"1,031",230,501,708,751,346,863,"2,016",708,"1,364","1,076",558,508,316,887,"1,008"
2020년07월_여_10~19세,"18,800",575,969,573,735,"1,449",439,518,934,918,507,"1,060","2,484",679,"1,737","1,380",755,785,468,724,"1,111"
2020년07월_여_20~29세,"34,619","1,468","2,370","2,994","1,115","1,506","2,378","1,441","1,161","1,604","1,373","1,601","1,825","1,121","2,751","1,593","2,045","1,471",956,"1,168","2,678"
2020년07월_여_30~39세,"30,589","1,337","1,739","1,344","1,021","1,652",924,"1,336","1,410","1,524",840,"1,776","2,693","1,327","2,657","1,811","1,363","1,116",808,"1,487","2,424"
2020년07월_여_40~49세,"36,158","1,366","1,944","1,089","1,197","2,447",856,"1,236","1,710","1,877","1,019","2,156","4,155","1,580","3,350","2,348","1,431","1,512",932,"1,393","2,560"
2020년07월_여_50~59세,"35,365","1,443","1,838",968,"1,438","2,094","1,073","1,348","1,448","1,968","1,220","2,175","2,415","1,385","3,157","2,162","1,524","2,018","1,228","1,372","3,091"
2020년07월_여_60~69세,"28,652","1,086","1,434",808,"1,156","1,401",785,991,"1,171","1,766","1,187","1,918","1,775","1,089","2,457","1,844","1,360","1,530","1,159","1,096","2,639"
2020년07월_여_70~79세,"19,024",798,"1,074",630,715,839,587,625,814,"1,132",871,"1,217","1,171",660,"1,678","1,196",908,951,795,604,"1,759"
2020년07월_여_80~89세,"8,539",393,497,273,353,406,278,284,364,472,419,501,511,273,910,500,414,430,326,226,709
2020년07월_여_90~99세,"1,487",103,75,50,46,90,44,59,55,84,86,90,91,41,168,71,72,58,61,42,101
2020년07월_여_100세 이상,284,7,27,12,8,8,10,11,11,16,7,19,19,14,29,19,10,11,26,11,9
2020년08월_계_총인구수,"440,395","16,981","23,863","15,624","15,402","24,675","15,356","16,108","18,886","23,480","15,554","25,813","36,533","17,211","39,949","27,049","20,067","20,312","13,991","17,865","35,676"
2020년08월_계_연령구간인구수,"440,395","16,981","23,863","15,624","15,402","24,675","15,356","16,108","18,886","23,480","15,554","25,813","36,533","17,211","39,949","27,049","20,067","20,312","13,991","17,865","35,676"
2020년08월_계_0~9세,"29,627",807,"1,193",580,856,"2,099",461,"1,008","1,475","1,526",673,"1,785","4,133","1,508","2,779","2,163","1,155",957,623,"1,792","2,054"
2020년08월_계_10~19세,"38,011","1,251","1,977","1,008","1,392","2,867",913,"1,012","1,860","1,914","1,024","2,216","4,855","1,443","3,763","2,657","1,519","1,622",940,"1,465","2,313"
2020년08월_계_20~29세,"67,160","2,781","4,308","4,455","2,095","3,008","5,081","2,810","2,331","3,244","3,079","3,245","3,483","2,162","5,851","3,066","3,610","3,041","1,929","2,331","5,250"
2020년08월_계_30~39세,"60,726","2,508","3,395","2,526","2,002","3,093","2,072","2,701","2,730","3,131","1,912","3,430","4,877","2,565","5,306","3,594","2,774","2,458","1,713","2,893","5,046"
2020년08월_계_40~49세,"70,876","2,609","3,785","2,061","2,226","4,614","1,737","2,473","3,315","3,673","1,999","4,250","7,997","3,003","6,569","4,671","2,909","2,943","2,016","2,790","5,236"
2020년08월_계_50~59세,"69,586","2,751","3,701","1,909","2,767","4,049","2,074","2,597","2,858","3,768","2,394","4,158","4,903","2,751","6,340","4,279","3,060","3,866","2,486","2,839","6,036"
2020년08월_계_60~69세,"54,355","2,058","2,712","1,457","2,144","2,668","1,474","1,882","2,215","3,299","2,162","3,573","3,254","2,095","4,696","3,512","2,630","2,984","2,183","2,152","5,205"
2020년08월_계_70~79세,"33,703","1,389","1,848","1,091","1,280","1,465","1,027","1,091","1,411","2,008","1,505","2,171","2,084","1,160","2,928","2,170","1,614","1,657","1,437","1,142","3,225"
2020년08월_계_80~89세,"13,951",674,804,446,555,683,446,448,602,786,678,838,797,443,"1,437",821,691,685,556,394,"1,167"
2020년08월_계_90~99세,"2,018",139,105,73,72,118,57,70,75,113,119,124,124,62,236,92,94,84,80,53,128
2020년08월_계_100세 이상,382,14,35,18,13,11,14,16,14,18,9,23,26,19,44,24,11,15,28,14,16
2020년08월_남_총인구수,"212,559","7,944","11,367","6,585","7,186","11,773","7,770","7,788","9,114","11,386","7,719","12,481","17,387","8,326","19,688","13,082","9,631","9,911","6,912","8,868","17,641"
2020년08월_남_연령구간인구수,"212,559","7,944","11,367","6,585","7,186","11,773","7,770","7,788","9,114","11,386","7,719","12,481","17,387","8,326","19,688","13,082","9,631","9,911","6,912","8,868","17,641"
2020년08월_남_0~9세,"15,143",379,623,284,406,"1,084",232,512,774,782,342,936,"2,125",807,"1,439","1,101",597,462,303,908,"1,047"
2020년08월_남_10~19세,"19,285",671,"1,020",440,665,"1,429",474,498,922,996,526,"1,158","2,375",754,"2,032","1,279",762,841,480,752,"1,211"
2020년08월_남_20~29세,"32,445","1,292","1,942","1,446",977,"1,504","2,686","1,373","1,167","1,634","1,704","1,656","1,656","1,044","3,086","1,471","1,554","1,561",954,"1,153","2,585"
2020년08월_남_30~39세,"30,260","1,178","1,669","1,180",986,"1,440","1,153","1,377","1,328","1,612","1,078","1,665","2,209","1,235","2,642","1,787","1,421","1,334",908,"1,424","2,634"
2020년08월_남_40~49세,"34,880","1,254","1,845",989,"1,053","2,179",891,"1,249","1,611","1,807",993,"2,105","3,833","1,431","3,222","2,338","1,483","1,437","1,076","1,396","2,688"
2020년08월_남_50~59세,"34,276","1,294","1,866",934,"1,320","1,946","1,019","1,244","1,417","1,812","1,176","2,004","2,491","1,365","3,185","2,123","1,535","1,848","1,267","1,468","2,962"
2020년08월_남_60~69세,"25,560",963,"1,279",649,987,"1,260",697,883,"1,031","1,518",973,"1,631","1,462",999,"2,221","1,669","1,270","1,434","1,039","1,043","2,552"
2020년08월_남_70~79세,"14,722",595,783,461,560,632,434,471,605,874,637,958,911,502,"1,258",968,709,716,641,547,"1,460"
2020년08월_남_80~89세,"5,384",275,304,174,202,268,168,166,235,319,258,332,293,166,522,319,279,252,223,164,465
2020년08월_남_90~99세,508,36,28,22,25,28,12,10,22,30,30,32,25,18,67,21,20,22,19,11,30
2020년08월_남_100세 이상,96,7,8,6,5,3,4,5,2,2,2,4,7,5,14,6,1,4,2,2,7
2020년08월_여_총인구수,"227,836","9,037","12,496","9,039","8,216","12,902","7,586","8,320","9,772","12,094","7,835","13,332","19,146","8,885","20,261","13,967","10,436","10,401","7,079","8,997","18,035"
2020년08월_여_연령구간인구수,"227,836","9,037","12,496","9,039","8,216","12,902","7,586","8,320","9,772","12,094","7,835","13,332","19,146","8,885","20,261","13,967","10,436","10,401","7,079","8,997","18,035"
2020년08월_여_0~9세,"14,484",428,570,296,450,"1,015",229,496,701,744,331,849,"2,008",701,"1,340","1,062",558,495,320,884,"1,007"
2020년08월_여_10~19세,"18,726",580,957,568,727,"1,438",439,514,938,918,498,"1,058","2,480",689,"1,731","1,378",757,781,460,713,"1,102"
2020년08월_여_20~29세,"34,715","1,489","2,366","3,009","1,118","1,504","2,395","1,437","1,164","1,610","1,375","1,589","1,827","1,118","2,765","1,595","2,056","1,480",975,"1,178","2,665"
2020년08월_여_30~39세,"30,466","1,330","1,726","1,346","1,016","1,653",919,"1,324","1,402","1,519",834,"1,765","2,668","1,330","2,664","1,807","1,353","1,124",805,"1,469","2,412"
2020년08월_여_40~49세,"35,996","1,355","1,940","1,072","1,173","2,435",846,"1,224","1,704","1,866","1,006","2,145","4,164","1,572","3,347","2,333","1,426","1,506",940,"1,394","2,548"
2020년08월_여_50~59세,"35,310","1,457","1,835",975,"1,447","2,103","1,055","1,353","1,441","1,956","1,218","2,154","2,412","1,386","3,155","2,156","1,525","2,018","1,219","1,371","3,074"
2020년08월_여_60~69세,"28,795","1,095","1,433",808,"1,157","1,408",777,999,"1,184","1,781","1,189","1,942","1,792","1,096","2,475","1,843","1,360","1,550","1,144","1,109","2,653"
2020년08월_여_70~79세,"18,981",794,"1,065",630,720,833,593,620,806,"1,134",868,"1,213","1,173",658,"1,670","1,202",905,941,796,595,"1,765"
2020년08월_여_80~89세,"8,567",399,500,272,353,415,278,282,367,467,420,506,504,277,915,502,412,433,333,230,702
2020년08월_여_90~99세,"1,510",103,77,51,47,90,45,60,53,83,89,92,99,44,169,71,74,62,61,42,98
2020년08월_여_100세 이상,286,7,27,12,8,8,10,11,12,16,7,19,19,14,30,18,10,11,26,12,9
2020년09월_계_총인구수,"439,719","16,976","23,786","15,624","15,367","24,645","15,304","16,023","18,836","23,516","15,588","25,787","36,498","17,166","39,879","27,003","19,965","20,286","13,964","17,848","35,658"
2020년09월_계_연령구간인구수,"439,719","16,976","23,786","15,624","15,367","24,645","15,304","16,023","18,836","23,516","15,588","25,787","36,498","17,166","39,879","27,003","19,965","20,286","13,964","17,848","35,658"
2020년09월_계_0~9세,"29,428",803,"1,183",572,850,"2,088",460,"1,011","1,454","1,526",671,"1,764","4,078","1,504","2,760","2,151","1,137",946,620,"1,806","2,044"
2020년09월_계_10~19세,"37,769","1,241","1,977",972,"1,369","2,850",891,993,"1,842","1,911","1,018","2,211","4,875","1,429","3,749","2,646","1,512","1,605",933,"1,447","2,298"
2020년09월_계_20~29세,"67,151","2,785","4,287","4,496","2,094","3,019","5,081","2,780","2,327","3,249","3,102","3,244","3,488","2,154","5,855","3,058","3,590","3,041","1,923","2,332","5,246"
2020년09월_계_30~39세,"60,552","2,523","3,370","2,528","1,990","3,072","2,064","2,686","2,718","3,135","1,917","3,412","4,837","2,557","5,281","3,602","2,746","2,461","1,720","2,883","5,050"
2020년09월_계_40~49세,"70,532","2,591","3,761","2,042","2,229","4,595","1,709","2,459","3,312","3,665","1,997","4,233","7,978","2,987","6,514","4,633","2,883","2,931","1,996","2,790","5,227"
2020년09월_계_50~59세,"69,637","2,769","3,690","1,927","2,755","4,043","2,072","2,588","2,848","3,783","2,390","4,168","4,940","2,763","6,369","4,268","3,053","3,866","2,487","2,829","6,029"
2020년09월_계_60~69세,"54,528","2,063","2,724","1,451","2,159","2,696","1,492","1,882","2,224","3,315","2,176","3,590","3,262","2,093","4,694","3,536","2,625","2,993","2,171","2,164","5,218"
2020년09월_계_70~79세,"33,681","1,372","1,847","1,096","1,283","1,464","1,017","1,093","1,413","2,006","1,508","2,169","2,083","1,148","2,934","2,166","1,617","1,650","1,447","1,142","3,226"
2020년09월_계_80~89세,"14,032",677,808,451,552,685,446,447,608,796,682,847,807,450,"1,443",823,696,693,557,388,"1,176"
2020년09월_계_90~99세,"2,029",138,105,71,73,122,58,68,76,112,118,126,124,63,237,96,95,86,82,53,126
2020년09월_계_100세 이상,380,14,34,18,13,11,14,16,14,18,9,23,26,18,43,24,11,14,28,14,18
2020년09월_남_총인구수,"212,151","7,924","11,329","6,580","7,173","11,741","7,747","7,743","9,084","11,396","7,726","12,468","17,370","8,306","19,647","13,048","9,592","9,903","6,895","8,846","17,633"
2020년09월_남_연령구간인구수,"212,151","7,924","11,329","6,580","7,173","11,741","7,747","7,743","9,084","11,396","7,726","12,468","17,370","8,306","19,647","13,048","9,592","9,903","6,895","8,846","17,633"
2020년09월_남_0~9세,"15,026",376,613,278,403,"1,073",234,509,769,773,337,933,"2,098",804,"1,427","1,094",588,454,303,917,"1,043"
2020년09월_남_10~19세,"19,171",663,"1,021",430,657,"1,427",465,492,906,992,518,"1,148","2,384",748,"2,029","1,274",767,832,476,738,"1,204"
2020년09월_남_20~29세,"32,422","1,278","1,926","1,458",970,"1,500","2,680","1,359","1,164","1,642","1,724","1,667","1,653","1,042","3,094","1,463","1,535","1,573",948,"1,150","2,596"
2020년09월_남_30~39세,"30,125","1,190","1,661","1,176",988,"1,427","1,148","1,367","1,325","1,605","1,074","1,647","2,189","1,232","2,623","1,779","1,416","1,333",918,"1,414","2,613"
2020년09월_남_40~49세,"34,731","1,246","1,834",978,"1,047","2,173",878,"1,243","1,612","1,800",986,"2,101","3,831","1,424","3,190","2,325","1,469","1,433","1,057","1,404","2,700"
2020년09월_남_50~59세,"34,285","1,301","1,863",948,"1,314","1,940","1,026","1,233","1,411","1,823","1,172","2,003","2,507","1,369","3,199","2,108","1,536","1,844","1,266","1,462","2,960"
2020년09월_남_60~69세,"25,644",963,"1,288",645,999,"1,270",703,888,"1,032","1,529",985,"1,642","1,469",996,"2,216","1,686","1,270","1,435","1,039","1,044","2,545"
2020년09월_남_70~79세,"14,727",588,781,467,563,631,429,469,604,882,636,956,912,496,"1,265",967,710,717,642,543,"1,469"
2020년09월_남_80~89세,"5,408",275,306,173,202,266,168,169,236,319,261,335,294,171,523,323,280,255,225,162,465
2020년09월_남_90~99세,516,37,28,21,25,31,12,9,23,29,31,32,26,19,68,23,20,23,19,10,30
2020년09월_남_100세 이상,96,7,8,6,5,3,4,5,2,2,2,4,7,5,13,6,1,4,2,2,8
2020년09월_여_총인구수,"227,568","9,052","12,457","9,044","8,194","12,904","7,557","8,280","9,752","12,120","7,862","13,319","19,128","8,860","20,232","13,955","10,373","10,383","7,069","9,002","18,025"
2020년09월_여_연령구간인구수,"227,568","9,052","12,457","9,044","8,194","12,904","7,557","8,280","9,752","12,120","7,862","13,319","19,128","8,860","20,232","13,955","10,373","10,383","7,069","9,002","18,025"
2020년09월_여_0~9세,"14,402",427,570,294,447,"1,015",226,502,685,753,334,831,"1,980",700,"1,333","1,057",549,492,317,889,"1,001"
2020년09월_여_10~19세,"18,598",578,956,542,712,"1,423",426,501,936,919,500,"1,063","2,491",681,"1,720","1,372",745,773,457,709,"1,094"
2020년09월_여_20~29세,"34,729","1,507","2,361","3,038","1,124","1,519","2,401","1,421","1,163","1,607","1,378","1,577","1,835","1,112","2,761","1,595","2,055","1,468",975,"1,182","2,650"
2020년09월_여_30~39세,"30,427","1,333","1,709","1,352","1,002","1,645",916,"1,319","1,393","1,530",843,"1,765","2,648","1,325","2,658","1,823","1,330","1,128",802,"1,469","2,437"
2020년09월_여_40~49세,"35,801","1,345","1,927","1,064","1,182","2,422",831,"1,216","1,700","1,865","1,011","2,132","4,147","1,563","3,324","2,308","1,414","1,498",939,"1,386","2,527"
2020년09월_여_50~59세,"35,352","1,468","1,827",979,"1,441","2,103","1,046","1,355","1,437","1,960","1,218","2,165","2,433","1,394","3,170","2,160","1,517","2,022","1,221","1,367","3,069"
2020년09월_여_60~69세,"28,884","1,100","1,436",806,"1,160","1,426",789,994,"1,192","1,786","1,191","1,948","1,793","1,097","2,478","1,850","1,355","1,558","1,132","1,120","2,673"
2020년09월_여_70~79세,"18,954",784,"1,066",629,720,833,588,624,809,"1,124",872,"1,213","1,171",652,"1,669","1,199",907,933,805,599,"1,757"
2020년09월_여_80~89세,"8,624",402,502,278,350,419,278,278,372,477,421,512,513,279,920,500,416,438,332,226,711
2020년09월_여_90~99세,"1,513",101,77,50,48,91,46,59,53,83,87,94,98,44,169,73,75,63,63,43,96
2020년09월_여_100세 이상,284,7,26,12,8,8,10,11,12,16,7,19,19,13,30,18,10,10,26,12,10
2020년10월_계_총인구수,"438,973","16,951","23,679","15,609","15,347","24,621","15,259","15,920","18,791","23,506","15,560","25,706","36,483","17,153","39,880","26,947","19,974","20,273","13,917","17,748","35,649"
2020년10월_계_연령구간인구수,"438,973","16,951","23,679","15,609","15,347","24,621","15,259","15,920","18,791","23,506","15,560","25,706","36,483","17,153","39,880","26,947","19,974","20,273","13,917","17,748","35,649"
2020년10월_계_0~9세,"29,240",790,"1,172",577,853,"2,067",455,"1,008","1,442","1,511",639,"1,736","4,069","1,496","2,757","2,133","1,132",944,624,"1,800","2,035"
2020년10월_계_10~19세,"37,525","1,223","1,941",962,"1,360","2,858",870,983,"1,832","1,911","1,000","2,197","4,870","1,424","3,719","2,631","1,509","1,598",911,"1,442","2,284"
2020년10월_계_20~29세,"67,046","2,798","4,289","4,463","2,081","3,014","5,090","2,746","2,323","3,236","3,136","3,241","3,487","2,146","5,871","3,036","3,586","3,035","1,918","2,312","5,238"
2020년10월_계_30~39세,"60,373","2,520","3,356","2,528","1,994","3,066","2,047","2,669","2,700","3,142","1,893","3,376","4,811","2,553","5,276","3,600","2,751","2,476","1,731","2,846","5,038"
2020년10월_계_40~49세,"70,233","2,569","3,723","2,043","2,207","4,561","1,700","2,447","3,296","3,668","1,987","4,236","7,955","2,986","6,479","4,612","2,870","2,917","1,992","2,778","5,207"
2020년10월_계_50~59세,"69,590","2,779","3,682","1,941","2,753","4,054","2,073","2,564","2,853","3,754","2,388","4,170","4,963","2,767","6,379","4,264","3,047","3,852","2,456","2,838","6,013"
2020년10월_계_60~69세,"54,718","2,060","2,731","1,467","2,171","2,706","1,493","1,876","2,234","3,335","2,199","3,576","3,272","2,096","4,724","3,546","2,652","3,001","2,180","2,142","5,257"
2020년10월_계_70~79세,"33,707","1,374","1,836","1,084","1,283","1,471","1,010","1,094","1,413","2,015","1,510","2,175","2,098","1,151","2,927","2,178","1,624","1,654","1,435","1,134","3,241"
2020년10월_계_80~89세,"14,121",686,812,455,557,690,447,449,607,801,679,850,805,452,"1,470",828,696,694,562,389,"1,192"
2020년10월_계_90~99세,"2,040",136,104,71,75,124,60,69,77,115,120,126,126,64,235,95,96,87,80,53,127
2020년10월_계_100세 이상,380,16,33,18,13,10,14,15,14,18,9,23,27,18,43,24,11,15,28,14,17
2020년10월_남_총인구수,"211,780","7,935","11,278","6,562","7,168","11,719","7,714","7,695","9,066","11,388","7,710","12,431","17,352","8,294","19,646","13,041","9,597","9,895","6,876","8,780","17,633"
2020년10월_남_연령구간인구수,"211,780","7,935","11,278","6,562","7,168","11,719","7,714","7,695","9,066","11,388","7,710","12,431","17,352","8,294","19,646","13,041","9,597","9,895","6,876","8,780","17,633"
2020년10월_남_0~9세,"14,930",373,600,282,409,"1,055",231,508,770,768,322,918,"2,093",795,"1,421","1,084",588,451,307,915,"1,040"
2020년10월_남_10~19세,"19,068",658,"1,013",426,653,"1,442",454,482,898,982,515,"1,148","2,374",748,"2,016","1,269",763,826,467,735,"1,199"
2020년10월_남_20~29세,"32,351","1,294","1,921","1,435",966,"1,490","2,672","1,347","1,164","1,634","1,744","1,663","1,653","1,035","3,100","1,463","1,529","1,565",948,"1,133","2,595"
2020년10월_남_30~39세,"30,034","1,192","1,653","1,164",988,"1,429","1,139","1,359","1,323","1,610","1,061","1,626","2,184","1,231","2,617","1,772","1,419","1,345",925,"1,392","2,605"
2020년10월_남_40~49세,"34,585","1,230","1,813",984,"1,034","2,148",879,"1,241","1,603","1,800",974,"2,104","3,806","1,426","3,186","2,323","1,459","1,426","1,051","1,397","2,701"
2020년10월_남_50~59세,"34,313","1,314","1,867",958,"1,314","1,948","1,024","1,220","1,415","1,818","1,168","2,012","2,529","1,373","3,195","2,107","1,543","1,842","1,253","1,464","2,949"
2020년10월_남_60~69세,"25,707",960,"1,293",652,"1,006","1,274",706,885,"1,030","1,542",996,"1,629","1,469",993,"2,235","1,695","1,282","1,436","1,039","1,030","2,555"
2020년10월_남_70~79세,"14,730",587,777,461,562,632,424,469,606,883,638,953,920,498,"1,255",973,715,721,640,541,"1,475"
2020년10월_남_80~89세,"5,442",282,306,172,206,267,168,169,232,319,258,341,291,171,539,326,277,256,225,161,476
2020년10월_남_90~99세,524,37,27,22,25,32,13,10,23,30,32,33,26,19,69,23,21,23,19,10,30
2020년10월_남_100세 이상,96,8,8,6,5,2,4,5,2,2,2,4,7,5,13,6,1,4,2,2,8
2020년10월_여_총인구수,"227,193","9,016","12,401","9,047","8,179","12,902","7,545","8,225","9,725","12,118","7,850","13,275","19,131","8,859","20,234","13,906","10,377","10,378","7,041","8,968","18,016"
2020년10월_여_연령구간인구수,"227,193","9,016","12,401","9,047","8,179","12,902","7,545","8,225","9,725","12,118","7,850","13,275","19,131","8,859","20,234","13,906","10,377","10,378","7,041","8,968","18,016"
2020년10월_여_0~9세,"14,310",417,572,295,444,"1,012",224,500,672,743,317,818,"1,976",701,"1,336","1,049",544,493,317,885,995
2020년10월_여_10~19세,"18,457",565,928,536,707,"1,416",416,501,934,929,485,"1,049","2,496",676,"1,703","1,362",746,772,444,707,"1,085"
2020년10월_여_20~29세,"34,695","1,504","2,368","3,028","1,115","1,524","2,418","1,399","1,159","1,602","1,392","1,578","1,834","1,111","2,771","1,573","2,057","1,470",970,"1,179","2,643"
2020년10월_여_30~39세,"30,339","1,328","1,703","1,364","1,006","1,637",908,"1,310","1,377","1,532",832,"1,750","2,627","1,322","2,659","1,828","1,332","1,131",806,"1,454","2,433"
2020년10월_여_40~49세,"35,648","1,339","1,910","1,059","1,173","2,413",821,"1,206","1,693","1,868","1,013","2,132","4,149","1,560","3,293","2,289","1,411","1,491",941,"1,381","2,506"
2020년10월_여_50~59세,"35,277","1,465","1,815",983,"1,439","2,106","1,049","1,344","1,438","1,936","1,220","2,158","2,434","1,394","3,184","2,157","1,504","2,010","1,203","1,374","3,064"
2020년10월_여_60~69세,"29,011","1,100","1,438",815,"1,165","1,432",787,991,"1,204","1,793","1,203","1,947","1,803","1,103","2,489","1,851","1,370","1,565","1,141","1,112","2,702"
2020년10월_여_70~79세,"18,977",787,"1,059",623,721,839,586,625,807,"1,132",872,"1,222","1,178",653,"1,672","1,205",909,933,795,593,"1,766"
2020년10월_여_80~89세,"8,679",404,506,283,351,423,279,280,375,482,421,509,514,281,931,502,419,438,337,228,716
2020년10월_여_90~99세,"1,516",99,77,49,50,92,47,59,54,85,88,93,100,45,166,72,75,64,61,43,97
2020년10월_여_100세 이상,284,8,25,12,8,8,10,10,12,16,7,19,20,13,30,18,10,11,26,12,9
2020년11월_계_총인구수,"438,051","16,938","23,647","15,600","15,330","24,602","15,187","15,831","18,730","23,507","15,562","25,682","36,416","17,095","39,866","26,948","19,945","20,235","13,831","17,486","35,613"
2020년11월_계_연령구간인구수,"438,051","16,938","23,647","15,600","15,330","24,602","15,187","15,831","18,730","23,507","15,562","25,682","36,416","17,095","39,866","26,948","19,945","20,235","13,831","17,486","35,613"
2020년11월_계_0~9세,"29,035",787,"1,173",576,849,"2,050",445,993,"1,427","1,525",629,"1,717","4,050","1,478","2,747","2,108","1,126",924,612,"1,794","2,025"
2020년11월_계_10~19세,"37,306","1,211","1,931",952,"1,351","2,862",854,969,"1,829","1,902",993,"2,184","4,857","1,424","3,697","2,629","1,497","1,581",900,"1,423","2,260"
