카테고리,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2020년04월_남_40~49세,"21,923",462,592,490,130,95,122,163,208,152,199,350,274,330,175,105,259,422,497,"1,818",661,838,"3,107",759,"1,769","1,327","2,260",941,574,"2,844"
2020년04월_남_50~59세,"25,225",646,732,745,246,167,226,218,332,287,311,500,439,490,298,124,310,517,640,"1,986",917,"1,012","3,068",640,"2,235","1,235","2,185","1,138",584,"2,997"
2020년04월_남_60~69세,"19,346",680,669,706,234,189,218,296,366,343,314,497,521,467,267,189,365,425,602,"1,575",795,"1,003","2,245",500,"1,551",452,950,954,426,"1,547"
2020년04월_남_70~79세,"10,499",362,360,437,172,126,148,239,233,254,231,285,363,252,169,137,272,231,435,704,377,759,"1,073",274,575,210,330,645,246,600
2020년04월_남_80~89세,"4,007",154,162,190,81,79,64,105,115,126,95,108,177,117,80,71,82,67,154,271,111,269,386,88,167,82,112,197,94,203
2020년04월_남_90~99세,440,13,19,22,11,12,7,13,9,14,11,10,37,18,13,7,11,6,13,23,11,27,44,8,22,6,10,17,15,11
2020년04월_남_100세 이상,22,1,2,3,0,0,1,0,0,1,1,0,2,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020년04월_여_총인구수,"143,167","3,609","4,070","3,658","1,178",787,967,"1,334","1,494","1,551","1,707","2,551","2,179","2,229","1,288",816,"1,659","2,348","3,536","11,444","4,591","5,863","20,075","4,364","12,103","7,486","12,878","7,751","3,290","16,361"
2020년04월_여_연령구간인구수,"143,167","3,609","4,070","3,658","1,178",787,967,"1,334","1,494","1,551","1,707","2,551","2,179","2,229","1,288",816,"1,659","2,348","3,536","11,444","4,591","5,863","20,075","4,364","12,103","7,486","12,878","7,751","3,290","16,361"
2020년04월_여_0~9세,"9,979",195,288,147,38,17,8,38,63,52,109,161,34,91,30,12,42,160,162,864,198,246,"1,905",481,835,668,"1,156",327,281,"1,371"
2020년04월_여_10~19세,"13,986",323,313,266,72,27,52,78,63,69,74,189,90,129,51,43,71,183,209,"1,070",313,391,"2,202",431,"1,370","1,056","1,727",609,344,"2,171"
2020년04월_여_20~29세,"16,753",274,350,298,79,48,57,78,94,62,147,224,122,177,118,45,155,223,445,"1,176",624,635,"2,363",416,"1,599","1,102","1,621","1,730",340,"2,151"
2020년04월_여_30~39세,"14,186",273,388,249,56,23,45,55,91,58,124,210,79,153,52,37,123,272,344,"1,187",385,459,"2,402",615,"1,222",878,"1,592",621,404,"1,789"
2020년04월_여_40~49세,"20,949",383,495,363,94,52,63,87,120,107,137,253,151,216,88,50,178,328,389,"1,674",557,696,"3,204",692,"1,935","1,584","2,685",814,499,"3,055"
2020년04월_여_50~59세,"24,505",607,709,623,203,111,157,169,238,253,260,465,344,380,260,120,272,432,537,"2,052",986,986,"3,366",631,"2,423","1,191","2,146","1,197",516,"2,871"
2020년04월_여_60~69세,"19,694",681,696,665,208,182,215,306,292,361,310,477,473,423,243,175,359,389,691,"1,716",805,"1,121","2,373",554,"1,531",484,"1,057","1,068",405,"1,434"
2020년04월_여_70~79세,"13,247",479,451,537,221,152,185,275,299,304,286,335,446,311,215,171,287,213,460,"1,060",449,910,"1,367",360,692,336,556,775,253,862
2020년04월_여_80~89세,"8,377",335,325,424,169,143,153,210,206,246,230,204,371,294,193,134,137,121,259,565,231,370,764,159,412,162,294,500,189,577
2020년04월_여_90~99세,"1,407",54,55,79,34,30,30,38,27,36,29,31,64,55,35,26,31,25,38,73,40,48,124,24,82,25,40,98,57,79
2020년04월_여_100세 이상,84,5,0,7,4,2,2,0,1,3,1,2,5,0,3,3,4,2,2,7,3,1,5,1,2,0,4,12,2,1
2020년05월_계_총인구수,"284,746","7,077","8,012","7,328","2,330","1,611","1,971","2,687","3,165","3,026","3,416","5,404","4,474","4,600","2,666","1,602","3,533","4,973","7,198","22,495","9,343","11,890","38,858","8,727","23,873","14,632","25,037","15,711","6,790","32,317"
2020년05월_계_연령구간인구수,"284,746","7,077","8,012","7,328","2,330","1,611","1,971","2,687","3,165","3,026","3,416","5,404","4,474","4,600","2,666","1,602","3,533","4,973","7,198","22,495","9,343","11,890","38,858","8,727","23,873","14,632","25,037","15,711","6,790","32,317"
2020년05월_계_0~9세,"20,198",397,569,294,68,31,34,79,116,91,195,334,94,190,73,23,110,349,343,"1,710",449,523,"3,838",945,"1,653","1,356","2,386",657,583,"2,708"
2020년05월_계_10~19세,"28,641",597,620,533,138,70,107,156,155,135,176,369,205,294,114,89,166,356,435,"2,256",689,870,"4,355",953,"2,836","2,177","3,496","1,214",695,"4,385"
2020년05월_계_20~29세,"36,562",646,712,693,181,103,135,183,235,153,335,714,271,406,273,108,351,492,897,"2,563","1,376","1,392","4,915",896,"3,480","2,282","3,417","4,008",758,"4,587"
2020년05월_계_30~39세,"29,551",561,837,537,127,62,103,154,207,162,293,475,247,356,156,71,342,590,816,"2,458",888,"1,059","4,607","1,227","2,494","1,713","3,118","1,475",880,"3,536"
2020년05월_계_40~49세,"42,722",841,"1,083",843,227,148,184,239,333,261,334,602,419,545,265,157,431,750,884,"3,479","1,221","1,534","6,288","1,448","3,701","2,893","4,936","1,742","1,068","5,866"
2020년05월_계_50~59세,"49,660","1,255","1,435","1,353",445,275,382,388,568,541,574,955,777,865,561,243,577,943,"1,170","4,020","1,891","1,987","6,445","1,277","4,641","2,449","4,328","2,326","1,103","5,886"
2020년05월_계_60~69세,"39,145","1,370","1,381","1,370",447,372,435,606,654,703,624,982,995,895,508,361,731,817,"1,286","3,296","1,591","2,121","4,626","1,055","3,103",940,"2,004","2,031",844,"2,997"
2020년05월_계_70~79세,"23,903",840,806,975,399,284,336,516,534,558,514,618,818,559,389,309,561,451,896,"1,778",837,"1,685","2,456",647,"1,279",551,890,"1,431",503,"1,483"
2020년05월_계_80~89세,"12,399",498,493,617,249,222,215,313,324,371,327,314,543,416,273,206,219,190,418,830,345,637,"1,153",246,581,242,403,695,282,777
2020년05월_계_90~99세,"1,858",66,74,103,45,42,37,53,38,47,42,39,98,73,50,32,41,32,51,95,53,79,170,31,103,29,55,119,71,90
2020년05월_계_100세 이상,107,6,2,10,4,2,3,0,1,4,2,2,7,1,4,3,4,3,2,10,3,3,5,2,2,0,4,13,3,2
2020년05월_남_총인구수,"141,842","3,472","3,957","3,693","1,151",825,"1,005","1,351","1,672","1,481","1,709","2,857","2,311","2,376","1,375",788,"1,878","2,625","3,679","11,096","4,763","6,031","18,835","4,353","11,795","7,153","12,197","7,919","3,498","15,997"
2020년05월_남_연령구간인구수,"141,842","3,472","3,957","3,693","1,151",825,"1,005","1,351","1,672","1,481","1,709","2,857","2,311","2,376","1,375",788,"1,878","2,625","3,679","11,096","4,763","6,031","18,835","4,353","11,795","7,153","12,197","7,919","3,498","15,997"
2020년05월_남_0~9세,"10,298",203,284,149,30,15,26,40,54,39,87,173,60,103,42,11,67,187,180,848,252,276,"1,969",464,831,689,"1,236",333,301,"1,349"
2020년05월_남_10~19세,"14,691",274,311,269,66,44,56,78,95,66,100,182,118,162,64,48,98,171,228,"1,195",385,481,"2,149",516,"1,470","1,128","1,769",591,355,"2,222"
2020년05월_남_20~29세,"19,882",377,362,407,107,55,77,104,136,93,191,487,153,231,154,61,197,273,461,"1,392",754,756,"2,551",479,"1,901","1,177","1,817","2,260",423,"2,446"
2020년05월_남_30~39세,"15,481",294,462,294,71,41,59,99,116,107,169,269,167,207,106,35,217,319,480,"1,282",505,605,"2,226",619,"1,285",837,"1,528",843,478,"1,761"
2020년05월_남_40~49세,"21,834",460,585,481,132,95,121,157,217,151,198,347,271,328,176,106,256,420,495,"1,809",663,844,"3,100",755,"1,762","1,320","2,261",932,567,"2,825"
2020년05월_남_50~59세,"25,188",649,724,736,242,164,227,219,329,289,313,493,437,487,300,125,303,518,635,"1,979",909,"1,002","3,082",649,"2,220","1,242","2,182","1,132",587,"3,014"
2020년05월_남_60~69세,"19,404",684,684,706,237,190,219,299,364,345,313,504,525,474,266,188,375,428,596,"1,574",785,"1,005","2,244",496,"1,556",462,947,959,430,"1,549"
2020년05월_남_70~79세,"10,577",362,359,436,174,130,149,239,234,253,233,283,366,249,173,135,271,233,434,719,387,762,"1,077",279,580,212,335,653,248,612
2020년05월_남_80~89세,"4,030",157,165,190,81,80,63,104,117,125,93,109,175,117,80,72,82,69,157,273,112,271,393,87,168,81,111,198,93,207
2020년05월_남_90~99세,435,11,19,22,11,11,7,12,10,12,11,10,37,18,13,7,12,6,13,22,11,27,44,8,22,5,11,17,15,11
2020년05월_남_100세 이상,22,1,2,3,0,0,1,0,0,1,1,0,2,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020년05월_여_총인구수,"142,904","3,605","4,055","3,635","1,179",786,966,"1,336","1,493","1,545","1,707","2,547","2,163","2,224","1,291",814,"1,655","2,348","3,519","11,399","4,580","5,859","20,023","4,374","12,078","7,479","12,840","7,792","3,292","16,320"
2020년05월_여_연령구간인구수,"142,904","3,605","4,055","3,635","1,179",786,966,"1,336","1,493","1,545","1,707","2,547","2,163","2,224","1,291",814,"1,655","2,348","3,519","11,399","4,580","5,859","20,023","4,374","12,078","7,479","12,840","7,792","3,292","16,320"
2020년05월_여_0~9세,"9,900",194,285,145,38,16,8,39,62,52,108,161,34,87,31,12,43,162,163,862,197,247,"1,869",481,822,667,"1,150",324,282,"1,359"
2020년05월_여_10~19세,"13,950",323,309,264,72,26,51,78,60,69,76,187,87,132,50,41,68,185,207,"1,061",304,389,"2,206",437,"1,366","1,049","1,727",623,340,"2,163"
2020년05월_여_20~29세,"16,680",269,350,286,74,48,58,79,99,60,144,227,118,175,119,47,154,219,436,"1,171",622,636,"2,364",417,"1,579","1,105","1,600","1,748",335,"2,141"
2020년05월_여_30~39세,"14,070",267,375,243,56,21,44,55,91,55,124,206,80,149,50,36,125,271,336,"1,176",383,454,"2,381",608,"1,209",876,"1,590",632,402,"1,775"
2020년05월_여_40~49세,"20,888",381,498,362,95,53,63,82,116,110,136,255,148,217,89,51,175,330,389,"1,670",558,690,"3,188",693,"1,939","1,573","2,675",810,501,"3,041"
2020년05월_여_50~59세,"24,472",606,711,617,203,111,155,169,239,252,261,462,340,378,261,118,274,425,535,"2,041",982,985,"3,363",628,"2,421","1,207","2,146","1,194",516,"2,872"
2020년05월_여_60~69세,"19,741",686,697,664,210,182,216,307,290,358,311,478,470,421,242,173,356,389,690,"1,722",806,"1,116","2,382",559,"1,547",478,"1,057","1,072",414,"1,448"
2020년05월_여_70~79세,"13,326",478,447,539,225,154,187,277,300,305,281,335,452,310,216,174,290,218,462,"1,059",450,923,"1,379",368,699,339,555,778,255,871
2020년05월_여_80~89세,"8,369",341,328,427,168,142,152,209,207,246,234,205,368,299,193,134,137,121,261,557,233,366,760,159,413,161,292,497,189,570
2020년05월_여_90~99세,"1,423",55,55,81,34,31,30,41,28,35,31,29,61,55,37,25,29,26,38,73,42,52,126,23,81,24,44,102,56,79
2020년05월_여_100세 이상,85,5,0,7,4,2,2,0,1,3,1,2,5,1,3,3,4,2,2,7,3,1,5,1,2,0,4,12,2,1
2020년06월_계_총인구수,"284,217","7,056","8,006","7,306","2,328","1,601","1,963","2,675","3,143","3,026","3,424","5,380","4,453","4,596","2,651","1,600","3,552","4,970","7,174","22,421","9,297","11,856","38,759","8,723","23,789","14,561","25,264","15,692","6,772","32,179"
2020년06월_계_연령구간인구수,"284,217","7,056","8,006","7,306","2,328","1,601","1,963","2,675","3,143","3,026","3,424","5,380","4,453","4,596","2,651","1,600","3,552","4,970","7,174","22,421","9,297","11,856","38,759","8,723","23,789","14,561","25,264","15,692","6,772","32,179"
2020년06월_계_0~9세,"20,021",384,566,291,66,31,35,76,113,92,196,332,91,193,72,23,110,351,334,"1,678",436,517,"3,791",942,"1,641","1,347","2,400",660,583,"2,670"
2020년06월_계_10~19세,"28,561",602,625,527,140,69,107,154,150,136,178,375,203,294,116,87,165,351,433,"2,247",685,867,"4,362",959,"2,809","2,145","3,526","1,201",691,"4,357"
2020년06월_계_20~29세,"36,512",640,706,683,181,99,131,184,225,149,335,703,270,410,266,109,369,504,904,"2,557","1,363","1,385","4,894",887,"3,465","2,285","3,463","4,023",746,"4,576"
2020년06월_계_30~39세,"29,343",560,834,535,128,63,101,151,206,166,288,475,239,354,158,70,344,580,800,"2,431",875,"1,055","4,568","1,227","2,463","1,702","3,135","1,460",878,"3,497"
2020년06월_계_40~49세,"42,642",836,"1,075",846,227,146,187,235,329,264,337,600,415,536,260,155,437,743,881,"3,466","1,213","1,523","6,289","1,454","3,704","2,870","4,991","1,743","1,061","5,819"
2020년06월_계_50~59세,"49,461","1,242","1,427","1,354",443,275,372,385,568,540,575,947,768,854,558,242,579,942,"1,160","4,022","1,873","1,970","6,410","1,267","4,612","2,446","4,354","2,310","1,099","5,867"
2020년06월_계_60~69세,"39,325","1,382","1,390","1,364",449,370,444,605,655,698,627,977,996,904,510,362,726,823,"1,289","3,292","1,604","2,124","4,657","1,064","3,124",944,"2,033","2,029",856,"3,027"
2020년06월_계_70~79세,"24,007",843,812,978,398,284,332,520,532,563,516,617,817,563,387,312,565,450,901,"1,792",850,"1,696","2,455",645,"1,290",552,898,"1,439",508,"1,492"
2020년06월_계_80~89세,"12,372",494,493,617,247,219,214,313,326,367,327,312,548,413,269,206,213,192,420,831,342,634,"1,156",245,578,240,405,695,276,780
2020년06월_계_90~99세,"1,868",67,76,101,45,43,37,52,38,47,43,40,98,74,51,31,39,31,50,95,54,82,173,31,101,30,56,120,71,92
2020년06월_계_100세 이상,105,6,2,10,4,2,3,0,1,4,2,2,8,1,4,3,5,3,2,10,2,3,4,2,2,0,3,12,3,2
2020년06월_남_총인구수,"141,545","3,454","3,964","3,686","1,147",820,"1,002","1,346","1,658","1,485","1,709","2,841","2,292","2,375","1,366",786,"1,890","2,627","3,667","11,047","4,736","6,015","18,777","4,353","11,745","7,121","12,304","7,908","3,491","15,933"
2020년06월_남_연령구간인구수,"141,545","3,454","3,964","3,686","1,147",820,"1,002","1,346","1,658","1,485","1,709","2,841","2,292","2,375","1,366",786,"1,890","2,627","3,667","11,047","4,736","6,015","18,777","4,353","11,745","7,121","12,304","7,908","3,491","15,933"
2020년06월_남_0~9세,"10,216",199,284,150,28,15,27,38,51,40,87,175,57,105,41,11,66,190,178,825,246,274,"1,947",465,833,685,"1,242",329,302,"1,326"
2020년06월_남_10~19세,"14,638",274,315,266,66,44,56,79,93,64,98,183,118,164,66,47,98,165,228,"1,191",382,481,"2,149",514,"1,448","1,118","1,788",584,350,"2,209"
2020년06월_남_20~29세,"19,852",368,365,400,107,52,75,102,130,90,193,478,150,233,152,62,209,281,466,"1,385",746,757,"2,536",477,"1,894","1,179","1,835","2,263",419,"2,448"
2020년06월_남_30~39세,"15,373",292,456,295,72,42,58,100,115,111,165,267,162,203,106,35,219,310,473,"1,272",499,599,"2,213",621,"1,265",833,"1,536",836,484,"1,734"
2020년06월_남_40~49세,"21,786",462,581,486,132,94,124,156,215,153,199,348,267,322,171,104,259,420,492,"1,805",658,838,"3,101",760,"1,762","1,301","2,284",931,555,"2,806"
2020년06월_남_50~59세,"25,097",642,722,734,241,164,220,215,329,290,315,488,432,482,300,126,299,521,631,"1,972",901,994,"3,062",642,"2,205","1,244","2,200","1,127",587,"3,012"
2020년06월_남_60~69세,"19,470",683,691,702,237,191,223,300,365,345,313,500,523,477,266,185,373,431,593,"1,573",788,"1,006","2,258",502,"1,565",463,954,964,438,"1,561"
2020년06월_남_70~79세,"10,641",368,363,438,173,128,146,241,233,255,235,285,369,253,171,137,272,232,437,724,392,770,"1,078",277,586,211,341,659,248,619
2020년06월_남_80~89세,"4,007",154,166,189,80,79,65,103,117,124,92,106,176,118,79,72,82,70,156,273,112,268,387,86,166,81,112,197,91,206
2020년06월_남_90~99세,442,11,19,23,11,11,7,12,10,12,11,11,35,18,13,7,13,6,13,24,12,26,46,8,21,6,12,17,16,11
2020년06월_남_100세 이상,23,1,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020년06월_여_총인구수,"142,672","3,602","4,042","3,620","1,181",781,961,"1,329","1,485","1,541","1,715","2,539","2,161","2,221","1,285",814,"1,662","2,343","3,507","11,374","4,561","5,841","19,982","4,370","12,044","7,440","12,960","7,784","3,281","16,246"
2020년06월_여_연령구간인구수,"142,672","3,602","4,042","3,620","1,181",781,961,"1,329","1,485","1,541","1,715","2,539","2,161","2,221","1,285",814,"1,662","2,343","3,507","11,374","4,561","5,841","19,982","4,370","12,044","7,440","12,960","7,784","3,281","16,246"
2020년06월_여_0~9세,"9,805",185,282,141,38,16,8,38,62,52,109,157,34,88,31,12,44,161,156,853,190,243,"1,844",477,808,662,"1,158",331,281,"1,344"
2020년06월_여_10~19세,"13,923",328,310,261,74,25,51,75,57,72,80,192,85,130,50,40,67,186,205,"1,056",303,386,"2,213",445,"1,361","1,027","1,738",617,341,"2,148"
2020년06월_여_20~29세,"16,660",272,341,283,74,47,56,82,95,59,142,225,120,177,114,47,160,223,438,"1,172",617,628,"2,358",410,"1,571","1,106","1,628","1,760",327,"2,128"
2020년06월_여_30~39세,"13,970",268,378,240,56,21,43,51,91,55,123,208,77,151,52,35,125,270,327,"1,159",376,456,"2,355",606,"1,198",869,"1,599",624,394,"1,763"
2020년06월_여_40~49세,"20,856",374,494,360,95,52,63,79,114,111,138,252,148,214,89,51,178,323,389,"1,661",555,685,"3,188",694,"1,942","1,569","2,707",812,506,"3,013"
2020년06월_여_50~59세,"24,364",600,705,620,202,111,152,170,239,250,260,459,336,372,258,116,280,421,529,"2,050",972,976,"3,348",625,"2,407","1,202","2,154","1,183",512,"2,855"
2020년06월_여_60~69세,"19,855",699,699,662,212,179,221,305,290,353,314,477,473,427,244,177,353,392,696,"1,719",816,"1,118","2,399",562,"1,559",481,"1,079","1,065",418,"1,466"
2020년06월_여_70~79세,"13,366",475,449,540,225,156,186,279,299,308,281,332,448,310,216,175,293,218,464,"1,068",458,926,"1,377",368,704,341,557,780,260,873
2020년06월_여_80~89세,"8,365",340,327,428,167,140,149,210,209,243,235,206,372,295,190,134,131,122,264,558,230,366,769,159,412,159,293,498,185,574
2020년06월_여_90~99세,"1,426",56,57,78,34,32,30,40,28,35,32,29,63,56,38,24,26,25,37,71,42,56,127,23,80,24,44,103,55,81
2020년06월_여_100세 이상,82,5,0,7,4,2,2,0,1,3,1,2,5,1,3,3,5,2,2,7,2,1,4,1,2,0,3,11,2,1
2020년07월_계_총인구수,"283,853","7,078","7,981","7,300","2,310","1,597","1,940","2,677","3,145","3,041","3,420","5,363","4,468","4,593","2,650","1,595","3,528","4,960","7,128","22,634","9,236","11,812","38,722","8,659","23,666","14,483","25,425","15,654","6,743","32,045"
2020년07월_계_연령구간인구수,"283,853","7,078","7,981","7,300","2,310","1,597","1,940","2,677","3,145","3,041","3,420","5,363","4,468","4,593","2,650","1,595","3,528","4,960","7,128","22,634","9,236","11,812","38,722","8,659","23,666","14,483","25,425","15,654","6,743","32,045"
2020년07월_계_0~9세,"19,887",385,549,288,64,31,34,73,114,95,193,333,91,192,71,23,105,348,324,"1,728",424,516,"3,763",919,"1,617","1,326","2,398",668,570,"2,645"
2020년07월_계_10~19세,"28,454",604,622,528,137,66,102,150,147,135,175,375,204,298,116,87,163,349,429,"2,256",673,865,"4,366",967,"2,794","2,137","3,525","1,185",688,"4,311"
2020년07월_계_20~29세,"36,377",643,706,683,177,98,126,185,221,151,335,698,269,407,260,106,362,504,905,"2,558","1,351","1,373","4,893",882,"3,408","2,266","3,511","3,995",741,"4,563"
2020년07월_계_30~39세,"29,191",562,821,529,127,63,98,153,206,165,287,470,242,345,158,68,327,573,787,"2,463",872,"1,045","4,533","1,215","2,464","1,685","3,152","1,450",867,"3,464"
2020년07월_계_40~49세,"42,525",836,"1,064",841,226,141,180,238,332,267,337,593,414,536,258,155,434,727,867,"3,519","1,198","1,516","6,284","1,446","3,677","2,846","5,014","1,747","1,054","5,778"
2020년07월_계_50~59세,"49,454","1,240","1,411","1,349",439,276,370,386,569,544,577,944,770,850,557,236,584,950,"1,156","4,043","1,870","1,953","6,404","1,265","4,600","2,450","4,393","2,312","1,091","5,865"
2020년07월_계_60~69세,"39,433","1,384","1,409","1,373",446,374,439,607,656,699,630,979,998,904,513,367,727,823,"1,286","3,311","1,598","2,126","4,669","1,050","3,130",947,"2,057","2,031",858,"3,042"
2020년07월_계_70~79세,"24,148",853,824,981,400,287,337,517,534,566,516,619,825,574,392,309,568,459,895,"1,813",852,"1,699","2,472",642,"1,297",555,907,"1,440",518,"1,497"
2020년07월_계_80~89세,"12,394",497,496,614,245,217,214,316,322,365,327,311,550,412,270,207,213,193,423,838,342,636,"1,156",242,577,242,409,694,280,786
2020년07월_계_90~99세,"1,884",68,77,104,45,42,37,52,43,50,41,39,97,74,51,34,40,31,54,95,54,80,177,29,100,29,56,120,73,92
2020년07월_계_100세 이상,106,6,2,10,4,2,3,0,1,4,2,2,8,1,4,3,5,3,2,10,2,3,5,2,2,0,3,12,3,2
2020년07월_남_총인구수,"141,360","3,462","3,944","3,678","1,139",819,988,"1,347","1,656","1,494","1,709","2,836","2,297","2,373","1,364",783,"1,881","2,626","3,641","11,153","4,703","5,991","18,760","4,324","11,666","7,088","12,393","7,891","3,469","15,885"
2020년07월_남_연령구간인구수,"141,360","3,462","3,944","3,678","1,139",819,988,"1,347","1,656","1,494","1,709","2,836","2,297","2,373","1,364",783,"1,881","2,626","3,641","11,153","4,703","5,991","18,760","4,324","11,666","7,088","12,393","7,891","3,469","15,885"
2020년07월_남_0~9세,"10,143",198,276,150,27,15,26,36,51,42,86,176,57,105,42,11,62,190,173,854,240,274,"1,923",451,823,674,"1,233",336,292,"1,320"
2020년07월_남_10~19세,"14,573",278,310,265,64,44,52,74,90,62,97,182,117,167,66,47,101,163,224,"1,199",375,478,"2,163",519,"1,429","1,119","1,787",566,348,"2,187"
2020년07월_남_20~29세,"19,809",369,367,399,106,52,73,105,127,93,188,477,149,233,149,62,205,282,463,"1,380",736,755,"2,535",478,"1,870","1,174","1,865","2,253",417,"2,447"
2020년07월_남_30~39세,"15,285",294,450,289,73,41,57,102,117,110,167,261,163,195,104,34,208,305,469,"1,285",502,589,"2,201",613,"1,264",821,"1,548",829,475,"1,719"
2020년07월_남_40~49세,"21,718",458,570,481,132,92,119,159,213,154,199,345,266,323,169,103,255,410,487,"1,831",654,835,"3,097",756,"1,748","1,285","2,299",940,550,"2,788"
2020년07월_남_50~59세,"25,107",641,713,727,236,165,218,213,330,293,317,488,435,482,304,123,304,530,629,"1,986",893,990,"3,055",644,"2,197","1,246","2,224","1,131",581,"3,012"
2020년07월_남_60~69세,"19,536",684,703,713,239,192,221,304,365,344,315,502,522,472,268,187,376,430,594,"1,581",786,"1,004","2,266",496,"1,560",468,969,961,445,"1,569"
2020년07월_남_70~79세,"10,708",373,367,438,172,130,149,239,232,259,237,287,375,259,169,137,275,239,432,733,394,768,"1,089",275,591,211,343,660,251,624
2020년07월_남_80~89세,"4,018",154,167,191,79,78,65,103,118,124,93,107,176,119,80,72,82,70,155,277,111,272,385,83,163,84,114,196,93,207
2020년07월_남_90~99세,440,12,19,22,11,10,7,12,13,12,9,11,34,18,12,7,13,6,15,24,12,24,46,8,21,6,11,18,16,11
2020년07월_남_100세 이상,23,1,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020년07월_여_총인구수,"142,493","3,616","4,037","3,622","1,171",778,952,"1,330","1,489","1,547","1,711","2,527","2,171","2,220","1,286",812,"1,647","2,334","3,487","11,481","4,533","5,821","19,962","4,335","12,000","7,395","13,032","7,763","3,274","16,160"
2020년07월_여_연령구간인구수,"142,493","3,616","4,037","3,622","1,171",778,952,"1,330","1,489","1,547","1,711","2,527","2,171","2,220","1,286",812,"1,647","2,334","3,487","11,481","4,533","5,821","19,962","4,335","12,000","7,395","13,032","7,763","3,274","16,160"
2020년07월_여_0~9세,"9,744",187,273,138,37,16,8,37,63,53,107,157,34,87,29,12,43,158,151,874,184,242,"1,840",468,794,652,"1,165",332,278,"1,325"
2020년07월_여_10~19세,"13,881",326,312,263,73,22,50,76,57,73,78,193,87,131,50,40,62,186,205,"1,057",298,387,"2,203",448,"1,365","1,018","1,738",619,340,"2,124"
2020년07월_여_20~29세,"16,568",274,339,284,71,46,53,80,94,58,147,221,120,174,111,44,157,222,442,"1,178",615,618,"2,358",404,"1,538","1,092","1,646","1,742",324,"2,116"
2020년07월_여_30~39세,"13,906",268,371,240,54,22,41,51,89,55,120,209,79,150,54,34,119,268,318,"1,178",370,456,"2,332",602,"1,200",864,"1,604",621,392,"1,745"
2020년07월_여_40~49세,"20,807",378,494,360,94,49,61,79,119,113,138,248,148,213,89,52,179,317,380,"1,688",544,681,"3,187",690,"1,929","1,561","2,715",807,504,"2,990"
2020년07월_여_50~59세,"24,347",599,698,622,203,111,152,173,239,251,260,456,335,368,253,113,280,420,527,"2,057",977,963,"3,349",621,"2,403","1,204","2,169","1,181",510,"2,853"
2020년07월_여_60~69세,"19,897",700,706,660,207,182,218,303,291,355,315,477,476,432,245,180,351,393,692,"1,730",812,"1,122","2,403",554,"1,570",479,"1,088","1,070",413,"1,473"
2020년07월_여_70~79세,"13,440",480,457,543,228,157,188,278,302,307,279,332,450,315,223,172,293,220,463,"1,080",458,931,"1,383",367,706,344,564,780,267,873
2020년07월_여_80~89세,"8,376",343,329,423,166,139,149,213,204,241,234,204,374,293,190,135,131,123,268,561,231,364,771,159,414,158,295,498,187,579
2020년07월_여_90~99세,"1,444",56,58,82,34,32,30,40,30,38,32,28,63,56,39,27,27,25,39,71,42,56,131,21,79,23,45,102,57,81
2020년07월_여_100세 이상,83,5,0,7,4,2,2,0,1,3,1,2,5,1,3,3,5,2,2,7,2,1,5,1,2,0,3,11,2,1
2020년08월_계_총인구수,"283,496","7,066","7,988","7,252","2,316","1,581","1,944","2,660","3,119","3,035","3,402","5,346","4,450","4,583","2,643","1,594","3,519","4,933","7,119","22,766","9,200","11,777","38,665","8,652","23,600","14,470","25,449","15,670","6,743","31,954"
2020년08월_계_연령구간인구수,"283,496","7,066","7,988","7,252","2,316","1,581","1,944","2,660","3,119","3,035","3,402","5,346","4,450","4,583","2,643","1,594","3,519","4,933","7,119","22,766","9,200","11,777","38,665","8,652","23,600","14,470","25,449","15,670","6,743","31,954"
2020년08월_계_0~9세,"19,772",386,546,277,64,30,33,72,107,95,188,332,95,190,73,23,100,338,324,"1,745",418,508,"3,729",922,"1,588","1,324","2,411",668,570,"2,616"
2020년08월_계_10~19세,"28,291",608,624,529,139,64,102,147,146,135,172,365,201,296,113,88,156,346,430,"2,267",668,861,"4,354",976,"2,778","2,120","3,496","1,155",680,"4,275"
2020년08월_계_20~29세,"36,311",634,704,679,178,96,129,174,218,150,332,694,268,394,255,102,363,499,907,"2,571","1,334","1,363","4,875",870,"3,403","2,268","3,520","4,020",746,"4,565"
