카테고리,강원도 태백시,강원도 태백시 황지동,강원도 태백시 황연동,강원도 태백시 삼수동,강원도 태백시 상장동,강원도 태백시 문곡소도동,강원도 태백시 장성동,강원도 태백시 구문소동,강원도 태백시 철암동
2020년12월_남_10~19세,"1,994",301,167,257,857,118,117,122,55
2020년12월_남_20~29세,"2,114",369,210,242,820,146,164,88,75
2020년12월_남_30~39세,"1,988",320,154,270,767,154,156,85,82
2020년12월_남_40~49세,"3,432",464,343,541,"1,326",281,205,167,105
2020년12월_남_50~59세,"3,940",564,443,550,"1,163",389,372,244,215
2020년12월_남_60~69세,"3,786",523,510,511,848,457,368,307,262
2020년12월_남_70~79세,"2,209",307,270,342,444,238,202,216,190
2020년12월_남_80~89세,748,95,87,122,123,90,72,78,81
2020년12월_남_90~99세,64,11,10,12,7,5,4,5,10
2020년12월_남_100세 이상,27,7,3,3,5,2,2,2,3
2020년12월_여_총인구수,"21,079","3,246","2,186","2,971","6,684","1,946","1,783","1,244","1,019"
2020년12월_여_연령구간인구수,"21,079","3,246","2,186","2,971","6,684","1,946","1,783","1,244","1,019"
2020년12월_여_0~9세,"1,236",233,97,175,538,76,65,31,21
2020년12월_여_10~19세,"1,837",276,138,258,780,154,124,62,45
2020년12월_여_20~29세,"1,565",247,143,163,621,128,138,68,57
2020년12월_여_30~39세,"1,791",283,123,277,756,129,102,73,48
2020년12월_여_40~49세,"3,002",463,279,402,"1,259",224,189,104,82
2020년12월_여_50~59세,"3,436",567,364,415,"1,031",361,351,182,165
2020년12월_여_60~69세,"3,896",588,493,584,887,459,352,293,240
2020년12월_여_70~79세,"2,715",378,361,434,514,279,262,273,214
2020년12월_여_80~89세,"1,345",171,150,222,255,112,169,140,126
2020년12월_여_90~99세,218,32,33,35,40,21,26,16,15
2020년12월_여_100세 이상,38,8,5,6,3,3,5,2,6
2021년01월_계_총인구수,"42,586","6,407","4,480","6,040","13,550","3,906","3,521","2,583","2,099"
2021년01월_계_연령구간인구수,"42,586","6,407","4,480","6,040","13,550","3,906","3,521","2,583","2,099"
2021년01월_계_0~9세,"2,537",471,188,389,"1,086",156,132,73,42
2021년01월_계_10~19세,"3,806",575,303,518,"1,630",267,246,170,97
2021년01월_계_20~29세,"3,653",612,355,406,"1,421",275,298,155,131
2021년01월_계_30~39세,"3,743",589,280,543,"1,508",286,256,155,126
2021년01월_계_40~49세,"6,391",913,620,935,"2,574",499,392,271,187
2021년01월_계_50~59세,"7,345","1,122",796,966,"2,194",749,722,426,370
2021년01월_계_60~69세,"7,717","1,109","1,013","1,100","1,749",923,729,597,497
2021년01월_계_70~79세,"4,928",691,635,777,952,515,462,488,408
2021년01월_계_80~89세,"2,118",267,241,349,380,205,246,224,206
2021년01월_계_90~99세,282,42,42,48,48,26,30,20,26
2021년01월_계_100세 이상,66,16,7,9,8,5,8,4,9
2021년01월_남_총인구수,"21,557","3,198","2,283","3,075","6,877","1,962","1,734","1,341","1,087"
2021년01월_남_연령구간인구수,"21,557","3,198","2,283","3,075","6,877","1,962","1,734","1,341","1,087"
2021년01월_남_0~9세,"1,322",247,92,217,555,79,67,44,21
2021년01월_남_10~19세,"1,976",300,164,262,853,117,118,108,54
2021년01월_남_20~29세,"2,093",367,209,246,803,147,161,86,74
2021년01월_남_30~39세,"1,971",316,153,268,761,155,154,84,80
2021년01월_남_40~49세,"3,408",464,341,535,"1,311",279,207,166,105
2021년01월_남_50~59세,"3,916",551,438,551,"1,162",389,369,244,212
2021년01월_남_60~69세,"3,808",529,513,512,852,463,376,307,256
2021년01월_남_70~79세,"2,211",312,272,341,443,234,202,215,192
2021년01월_남_80~89세,761,94,89,127,125,92,74,80,80
2021년01월_남_90~99세,64,11,9,13,7,5,4,5,10
2021년01월_남_100세 이상,27,7,3,3,5,2,2,2,3
2021년01월_여_총인구수,"21,029","3,209","2,197","2,965","6,673","1,944","1,787","1,242","1,012"
2021년01월_여_연령구간인구수,"21,029","3,209","2,197","2,965","6,673","1,944","1,787","1,242","1,012"
2021년01월_여_0~9세,"1,215",224,96,172,531,77,65,29,21
2021년01월_여_10~19세,"1,830",275,139,256,777,150,128,62,43
2021년01월_여_20~29세,"1,560",245,146,160,618,128,137,69,57
2021년01월_여_30~39세,"1,772",273,127,275,747,131,102,71,46
2021년01월_여_40~49세,"2,983",449,279,400,"1,263",220,185,105,82
2021년01월_여_50~59세,"3,429",571,358,415,"1,032",360,353,182,158
2021년01월_여_60~69세,"3,909",580,500,588,897,460,353,290,241
2021년01월_여_70~79세,"2,717",379,363,436,509,281,260,273,216
2021년01월_여_80~89세,"1,357",173,152,222,255,113,172,144,126
2021년01월_여_90~99세,218,31,33,35,41,21,26,15,16
2021년01월_여_100세 이상,39,9,4,6,3,3,6,2,6
2021년02월_계_총인구수,"42,381","6,370","4,471","6,003","13,480","3,889","3,519","2,563","2,086"
2021년02월_계_연령구간인구수,"42,381","6,370","4,471","6,003","13,480","3,889","3,519","2,563","2,086"
2021년02월_계_0~9세,"2,504",468,184,380,"1,076",155,132,69,40
2021년02월_계_10~19세,"3,753",569,301,512,"1,606",264,243,164,94
2021년02월_계_20~29세,"3,642",603,353,401,"1,418",274,304,156,133
2021년02월_계_30~39세,"3,659",576,278,532,"1,468",280,252,147,126
2021년02월_계_40~49세,"6,365",914,619,929,"2,567",490,392,268,186
2021년02월_계_50~59세,"7,299","1,113",786,966,"2,183",744,712,426,369
2021년02월_계_60~69세,"7,756","1,111","1,024","1,102","1,765",924,738,601,491
2021년02월_계_70~79세,"4,919",690,631,776,955,516,459,485,407
2021년02월_계_80~89세,"2,134",268,244,348,386,211,249,223,205
2021년02월_계_90~99세,285,43,44,48,48,26,30,20,26
2021년02월_계_100세 이상,65,15,7,9,8,5,8,4,9
2021년02월_남_총인구수,"21,456","3,176","2,276","3,066","6,841","1,955","1,730","1,329","1,083"
2021년02월_남_연령구간인구수,"21,456","3,176","2,276","3,066","6,841","1,955","1,730","1,329","1,083"
2021년02월_남_0~9세,"1,312",244,92,214,552,79,67,43,21
2021년02월_남_10~19세,"1,936",298,161,260,834,115,115,101,52
2021년02월_남_20~29세,"2,090",364,206,242,804,147,165,87,75
2021년02월_남_30~39세,"1,944",312,153,268,750,150,150,81,80
2021년02월_남_40~49세,"3,386",465,341,529,"1,304",273,205,163,106
2021년02월_남_50~59세,"3,893",539,430,554,"1,157",392,362,248,211
2021년02월_남_60~69세,"3,830",531,519,514,857,465,383,308,253
2021년02월_남_70~79세,"2,199",308,271,340,443,232,202,213,190
2021년02월_남_80~89세,774,97,91,128,128,95,75,78,82
2021년02월_남_90~99세,65,11,9,14,7,5,4,5,10
2021년02월_남_100세 이상,27,7,3,3,5,2,2,2,3
2021년02월_여_총인구수,"20,925","3,194","2,195","2,937","6,639","1,934","1,789","1,234","1,003"
2021년02월_여_연령구간인구수,"20,925","3,194","2,195","2,937","6,639","1,934","1,789","1,234","1,003"
2021년02월_여_0~9세,"1,192",224,92,166,524,76,65,26,19
2021년02월_여_10~19세,"1,817",271,140,252,772,149,128,63,42
2021년02월_여_20~29세,"1,552",239,147,159,614,127,139,69,58
2021년02월_여_30~39세,"1,715",264,125,264,718,130,102,66,46
2021년02월_여_40~49세,"2,979",449,278,400,"1,263",217,187,105,80
2021년02월_여_50~59세,"3,406",574,356,412,"1,026",352,350,178,158
2021년02월_여_60~69세,"3,926",580,505,588,908,459,355,293,238
2021년02월_여_70~79세,"2,720",382,360,436,512,284,257,272,217
2021년02월_여_80~89세,"1,360",171,153,220,258,116,174,145,123
2021년02월_여_90~99세,220,32,35,34,41,21,26,15,16
2021년02월_여_100세 이상,38,8,4,6,3,3,6,2,6
2021년03월_계_총인구수,"42,249","6,336","4,444","5,980","13,417","3,889","3,514","2,601","2,068"
2021년03월_계_연령구간인구수,"42,249","6,336","4,444","5,980","13,417","3,889","3,514","2,601","2,068"
2021년03월_계_0~9세,"2,495",461,180,381,"1,080",152,135,66,40
2021년03월_계_10~19세,"3,764",562,303,500,"1,591",261,242,216,89
2021년03월_계_20~29세,"3,621",619,346,406,"1,394",275,292,155,134
2021년03월_계_30~39세,"3,629",563,280,534,"1,449",279,257,144,123
2021년03월_계_40~49세,"6,325",907,612,912,"2,564",490,388,267,185
2021년03월_계_50~59세,"7,246","1,108",780,952,"2,170",740,709,420,367
2021년03월_계_60~69세,"7,801","1,116","1,030","1,116","1,778",928,741,604,488
2021년03월_계_70~79세,"4,886",682,625,770,950,521,460,475,403
2021년03월_계_80~89세,"2,168",273,245,352,388,210,253,234,213
2021년03월_계_90~99세,291,43,43,50,51,28,30,20,26
2021년03월_계_100세 이상,23,2,0,7,2,5,7,0,0
2021년03월_남_총인구수,"21,398","3,157","2,270","3,050","6,797","1,948","1,728","1,373","1,075"
2021년03월_남_연령구간인구수,"21,398","3,157","2,270","3,050","6,797","1,948","1,728","1,373","1,075"
2021년03월_남_0~9세,"1,308",244,90,213,552,78,69,41,21
2021년03월_남_10~19세,"1,959",293,162,255,824,113,113,151,48
2021년03월_남_20~29세,"2,085",371,205,245,796,145,160,86,77
2021년03월_남_30~39세,"1,923",302,156,270,735,150,151,81,78
2021년03월_남_40~49세,"3,358",468,336,516,"1,295",272,202,163,106
2021년03월_남_50~59세,"3,880",537,430,548,"1,152",390,365,248,210
2021년03월_남_60~69세,"3,846",530,522,517,868,466,384,306,253
2021년03월_남_70~79세,"2,174",302,266,338,434,235,202,209,188
2021년03월_남_80~89세,790,98,94,131,132,92,76,83,84
2021년03월_남_90~99세,66,11,9,14,8,5,4,5,10
2021년03월_남_100세 이상,9,1,0,3,1,2,2,0,0
2021년03월_여_총인구수,"20,851","3,179","2,174","2,930","6,620","1,941","1,786","1,228",993
2021년03월_여_연령구간인구수,"20,851","3,179","2,174","2,930","6,620","1,941","1,786","1,228",993
2021년03월_여_0~9세,"1,187",217,90,168,528,74,66,25,19
2021년03월_여_10~19세,"1,805",269,141,245,767,148,129,65,41
2021년03월_여_20~29세,"1,536",248,141,161,598,130,132,69,57
2021년03월_여_30~39세,"1,706",261,124,264,714,129,106,63,45
2021년03월_여_40~49세,"2,967",439,276,396,"1,269",218,186,104,79
2021년03월_여_50~59세,"3,366",571,350,404,"1,018",350,344,172,157
2021년03월_여_60~69세,"3,955",586,508,599,910,462,357,298,235
2021년03월_여_70~79세,"2,712",380,359,432,516,286,258,266,215
2021년03월_여_80~89세,"1,378",175,151,221,256,118,177,151,129
2021년03월_여_90~99세,225,32,34,36,43,23,26,15,16
2021년03월_여_100세 이상,14,1,0,4,1,3,5,0,0
2021년04월_계_총인구수,"42,183","6,327","4,444","5,975","13,394","3,875","3,507","2,602","2,059"
2021년04월_계_연령구간인구수,"42,183","6,327","4,444","5,975","13,394","3,875","3,507","2,602","2,059"
2021년04월_계_0~9세,"2,467",456,179,374,"1,067",149,138,65,39
2021년04월_계_10~19세,"3,754",562,304,507,"1,578",258,243,212,90
2021년04월_계_20~29세,"3,596",613,346,404,"1,394",272,285,155,127
2021년04월_계_30~39세,"3,608",570,274,519,"1,442",276,256,146,125
2021년04월_계_40~49세,"6,315",901,611,914,"2,559",493,384,269,184
2021년04월_계_50~59세,"7,207","1,096",772,948,"2,173",732,712,412,362
2021년04월_계_60~69세,"7,846","1,127","1,039","1,120","1,790",928,742,612,488
2021년04월_계_70~79세,"4,887",683,622,775,950,522,456,476,403
2021년04월_계_80~89세,"2,191",275,253,357,390,213,254,235,214
2021년04월_계_90~99세,288,42,43,50,49,27,30,20,27
2021년04월_계_100세 이상,24,2,1,7,2,5,7,0,0
2021년04월_남_총인구수,"21,370","3,146","2,269","3,044","6,797","1,944","1,724","1,374","1,072"
2021년04월_남_연령구간인구수,"21,370","3,146","2,269","3,044","6,797","1,944","1,724","1,374","1,072"
2021년04월_남_0~9세,"1,305",239,89,210,558,76,71,41,21
2021년04월_남_10~19세,"1,946",294,163,258,811,112,113,147,48
2021년04월_남_20~29세,"2,072",364,206,244,798,145,154,88,73
2021년04월_남_30~39세,"1,917",306,153,264,731,151,151,82,79
2021년04월_남_40~49세,"3,346",462,334,514,"1,295",271,202,163,105
2021년04월_남_50~59세,"3,863",534,418,545,"1,155",385,369,248,209
2021년04월_남_60~69세,"3,865",533,532,518,871,469,382,309,251
2021년04월_남_70~79세,"2,175",302,265,341,435,235,198,208,191
2021년04월_남_80~89세,806,100,99,133,135,93,78,83,85
2021년04월_남_90~99세,65,11,9,14,7,5,4,5,10
2021년04월_남_100세 이상,10,1,1,3,1,2,2,0,0
2021년04월_여_총인구수,"20,813","3,181","2,175","2,931","6,597","1,931","1,783","1,228",987
2021년04월_여_연령구간인구수,"20,813","3,181","2,175","2,931","6,597","1,931","1,783","1,228",987
2021년04월_여_0~9세,"1,162",217,90,164,509,73,67,24,18
2021년04월_여_10~19세,"1,808",268,141,249,767,146,130,65,42
2021년04월_여_20~29세,"1,524",249,140,160,596,127,131,67,54
2021년04월_여_30~39세,"1,691",264,121,255,711,125,105,64,46
2021년04월_여_40~49세,"2,969",439,277,400,"1,264",222,182,106,79
2021년04월_여_50~59세,"3,344",562,354,403,"1,018",347,343,164,153
2021년04월_여_60~69세,"3,981",594,507,602,919,459,360,303,237
2021년04월_여_70~79세,"2,712",381,357,434,515,287,258,268,212
2021년04월_여_80~89세,"1,385",175,154,224,255,120,176,152,129
2021년04월_여_90~99세,223,31,34,36,42,22,26,15,17
2021년04월_여_100세 이상,14,1,0,4,1,3,5,0,0
2021년05월_계_총인구수,"41,718","6,188","4,442","5,838","13,345","3,820","3,437","2,600","2,048"
2021년05월_계_연령구간인구수,"41,718","6,188","4,442","5,838","13,345","3,820","3,437","2,600","2,048"
2021년05월_계_0~9세,"2,442",447,183,367,"1,063",149,132,63,38
2021년05월_계_10~19세,"3,746",557,305,506,"1,576",259,241,215,87
2021년05월_계_20~29세,"3,573",599,338,402,"1,401",267,284,153,129
2021년05월_계_30~39세,"3,552",576,272,499,"1,428",269,242,141,125
2021년05월_계_40~49세,"6,215",889,606,878,"2,549",480,363,271,179
2021년05월_계_50~59세,"7,134","1,083",778,910,"2,172",712,705,411,363
2021년05월_계_60~69세,"7,754","1,112","1,042","1,083","1,775",914,725,618,485
2021년05월_계_70~79세,"4,835",642,619,777,945,522,455,473,402
2021년05월_계_80~89세,"2,169",251,254,360,385,216,255,235,213
2021년05월_계_90~99세,275,30,44,49,49,27,29,20,27
2021년05월_계_100세 이상,23,2,1,7,2,5,6,0,0
2021년05월_남_총인구수,"21,160","3,088","2,269","2,979","6,774","1,926","1,691","1,371","1,062"
2021년05월_남_연령구간인구수,"21,160","3,088","2,269","2,979","6,774","1,926","1,691","1,371","1,062"
2021년05월_남_0~9세,"1,291",239,90,203,555,76,68,39,21
2021년05월_남_10~19세,"1,943",291,164,258,810,113,111,150,46
2021년05월_남_20~29세,"2,077",362,203,242,806,145,156,87,76
2021년05월_남_30~39세,"1,880",309,149,255,723,148,141,77,78
2021년05월_남_40~49세,"3,305",456,335,501,"1,289",267,195,162,100
2021년05월_남_50~59세,"3,837",534,421,521,"1,156",378,366,251,210
2021년05월_남_60~69세,"3,826",525,537,506,863,463,373,311,248
2021년05월_남_70~79세,"2,141",279,258,340,434,233,197,209,191
2021년05월_남_80~89세,790,87,102,136,130,95,78,80,82
2021년05월_남_90~99세,60,5,9,14,7,6,4,5,10
2021년05월_남_100세 이상,10,1,1,3,1,2,2,0,0
2021년05월_여_총인구수,"20,558","3,100","2,173","2,859","6,571","1,894","1,746","1,229",986
2021년05월_여_연령구간인구수,"20,558","3,100","2,173","2,859","6,571","1,894","1,746","1,229",986
2021년05월_여_0~9세,"1,151",208,93,164,508,73,64,24,17
2021년05월_여_10~19세,"1,803",266,141,248,766,146,130,65,41
2021년05월_여_20~29세,"1,496",237,135,160,595,122,128,66,53
2021년05월_여_30~39세,"1,672",267,123,244,705,121,101,64,47
2021년05월_여_40~49세,"2,910",433,271,377,"1,260",213,168,109,79
2021년05월_여_50~59세,"3,297",549,357,389,"1,016",334,339,160,153
2021년05월_여_60~69세,"3,928",587,505,577,912,451,352,307,237
2021년05월_여_70~79세,"2,694",363,361,437,511,289,258,264,211
2021년05월_여_80~89세,"1,379",164,152,224,255,121,177,155,131
2021년05월_여_90~99세,215,25,35,35,42,21,25,15,17
2021년05월_여_100세 이상,13,1,0,4,1,3,4,0,0
2021년06월_계_총인구수,"41,419","6,187","4,303","5,804","13,291","3,837","3,430","2,565","2,002"
2021년06월_계_연령구간인구수,"41,419","6,187","4,303","5,804","13,291","3,837","3,430","2,565","2,002"
2021년06월_계_0~9세,"2,412",449,177,358,"1,054",144,127,65,38
2021년06월_계_10~19세,"3,736",559,304,499,"1,576",263,243,211,81
2021년06월_계_20~29세,"3,561",593,335,405,"1,394",270,285,151,128
2021년06월_계_30~39세,"3,517",573,266,486,"1,409",277,242,142,122
2021년06월_계_40~49세,"6,164",895,585,872,"2,529",478,357,265,183
2021년06월_계_50~59세,"7,085","1,080",758,907,"2,175",710,700,401,354
2021년06월_계_60~69세,"7,724","1,120","1,016","1,078","1,775",916,728,617,474
2021년06월_계_70~79세,"4,798",635,596,781,944,531,458,467,386
2021년06월_계_80~89세,"2,144",251,233,364,384,216,254,228,214
2021년06월_계_90~99세,256,30,33,47,49,27,30,18,22
2021년06월_계_100세 이상,22,2,0,7,2,5,6,0,0
2021년06월_남_총인구수,"21,006","3,098","2,188","2,967","6,736","1,934","1,693","1,348","1,042"
2021년06월_남_연령구간인구수,"21,006","3,098","2,188","2,967","6,736","1,934","1,693","1,348","1,042"
2021년06월_남_0~9세,"1,277",240,88,198,551,74,65,40,21
2021년06월_남_10~19세,"1,945",294,162,257,815,114,112,148,43
2021년06월_남_20~29세,"2,066",359,200,244,798,149,158,84,74
2021년06월_남_30~39세,"1,865",307,147,251,712,150,142,77,79
2021년06월_남_40~49세,"3,280",464,325,498,"1,275",266,194,156,102
2021년06월_남_50~59세,"3,812",533,415,520,"1,158",376,363,243,204
2021년06월_남_60~69세,"3,810",534,517,503,858,463,376,312,247
2021년06월_남_70~79세,"2,117",275,242,344,430,238,199,207,182
2021년06월_남_80~89세,772,85,87,135,131,96,78,77,83
2021년06월_남_90~99세,53,6,5,14,7,6,4,4,7
2021년06월_남_100세 이상,9,1,0,3,1,2,2,0,0
2021년06월_여_총인구수,"20,413","3,089","2,115","2,837","6,555","1,903","1,737","1,217",960
2021년06월_여_연령구간인구수,"20,413","3,089","2,115","2,837","6,555","1,903","1,737","1,217",960
2021년06월_여_0~9세,"1,135",209,89,160,503,70,62,25,17
2021년06월_여_10~19세,"1,791",265,142,242,761,149,131,63,38
2021년06월_여_20~29세,"1,495",234,135,161,596,121,127,67,54
2021년06월_여_30~39세,"1,652",266,119,235,697,127,100,65,43
2021년06월_여_40~49세,"2,884",431,260,374,"1,254",212,163,109,81
2021년06월_여_50~59세,"3,273",547,343,387,"1,017",334,337,158,150
2021년06월_여_60~69세,"3,914",586,499,575,917,453,352,305,227
2021년06월_여_70~79세,"2,681",360,354,437,514,293,259,260,204
2021년06월_여_80~89세,"1,372",166,146,229,253,120,176,151,131
2021년06월_여_90~99세,203,24,28,33,42,21,26,14,15
2021년06월_여_100세 이상,13,1,0,4,1,3,4,0,0
2021년07월_계_총인구수,"41,341","6,189","4,305","5,792","13,256","3,817","3,425","2,560","1,997"
2021년07월_계_연령구간인구수,"41,341","6,189","4,305","5,792","13,256","3,817","3,425","2,560","1,997"
2021년07월_계_0~9세,"2,397",438,177,358,"1,050",143,127,65,39
2021년07월_계_10~19세,"3,721",559,301,495,"1,579",259,239,210,79
2021년07월_계_20~29세,"3,540",593,339,402,"1,376",269,287,145,129
2021년07월_계_30~39세,"3,503",579,258,491,"1,400",274,243,141,117
2021년07월_계_40~49세,"6,132",897,588,861,"2,515",473,354,260,184
2021년07월_계_50~59세,"7,074","1,075",761,911,"2,176",704,697,397,353
2021년07월_계_60~69세,"7,734","1,127","1,014","1,073","1,778",914,725,627,476
2021년07월_계_70~79세,"4,803",632,600,779,948,532,465,466,381
2021년07월_계_80~89세,"2,161",257,234,367,384,217,253,231,218
2021년07월_계_90~99세,254,30,33,48,48,27,29,18,21
2021년07월_계_100세 이상,22,2,0,7,2,5,6,0,0
2021년07월_남_총인구수,"20,966","3,098","2,186","2,961","6,715","1,924","1,697","1,348","1,037"
2021년07월_남_연령구간인구수,"20,966","3,098","2,186","2,961","6,715","1,924","1,697","1,348","1,037"
2021년07월_남_0~9세,"1,267",234,87,197,550,74,64,40,21
2021년07월_남_10~19세,"1,935",292,160,258,813,114,111,146,41
2021년07월_남_20~29세,"2,057",359,200,246,789,145,160,83,75
2021년07월_남_30~39세,"1,860",309,143,252,709,149,145,77,76
2021년07월_남_40~49세,"3,273",470,329,491,"1,268",263,194,154,104
2021년07월_남_50~59세,"3,804",532,416,523,"1,157",373,360,241,202
2021년07월_남_60~69세,"3,815",534,516,499,860,463,376,319,248
2021년07월_남_70~79세,"2,117",273,243,342,431,240,203,206,179
2021년07월_남_80~89세,777,88,87,136,130,95,78,78,85
2021년07월_남_90~99세,52,6,5,14,7,6,4,4,6
2021년07월_남_100세 이상,9,1,0,3,1,2,2,0,0
2021년07월_여_총인구수,"20,375","3,091","2,119","2,831","6,541","1,893","1,728","1,212",960
2021년07월_여_연령구간인구수,"20,375","3,091","2,119","2,831","6,541","1,893","1,728","1,212",960
2021년07월_여_0~9세,"1,130",204,90,161,500,69,63,25,18
2021년07월_여_10~19세,"1,786",267,141,237,766,145,128,64,38
2021년07월_여_20~29세,"1,483",234,139,156,587,124,127,62,54
2021년07월_여_30~39세,"1,643",270,115,239,691,125,98,64,41
2021년07월_여_40~49세,"2,859",427,259,370,"1,247",210,160,106,80
2021년07월_여_50~59세,"3,270",543,345,388,"1,019",331,337,156,151
2021년07월_여_60~69세,"3,919",593,498,574,918,451,349,308,228
2021년07월_여_70~79세,"2,686",359,357,437,517,292,262,260,202
2021년07월_여_80~89세,"1,384",169,147,231,254,122,175,153,133
2021년07월_여_90~99세,202,24,28,34,41,21,25,14,15
2021년07월_여_100세 이상,13,1,0,4,1,3,4,0,0
2021년08월_계_총인구수,"41,295","6,166","4,312","5,780","13,249","3,833","3,410","2,552","1,993"
2021년08월_계_연령구간인구수,"41,295","6,166","4,312","5,780","13,249","3,833","3,410","2,552","1,993"
2021년08월_계_0~9세,"2,386",429,173,359,"1,054",143,126,64,38
2021년08월_계_10~19세,"3,709",558,300,495,"1,561",269,236,210,80
2021년08월_계_20~29세,"3,527",593,340,395,"1,373",268,288,142,128
2021년08월_계_30~39세,"3,451",573,258,478,"1,380",276,236,136,114
2021년08월_계_40~49세,"6,137",887,588,871,"2,514",474,355,261,187
2021년08월_계_50~59세,"7,075","1,073",761,908,"2,188",707,696,394,348
2021년08월_계_60~69세,"7,756","1,129","1,026","1,070","1,786",918,719,629,479
2021년08월_계_70~79세,"4,809",632,600,784,954,528,465,467,379
2021년08월_계_80~89세,"2,168",259,234,366,388,217,254,230,220
2021년08월_계_90~99세,254,31,32,47,48,28,29,19,20
2021년08월_계_100세 이상,23,2,0,7,3,5,6,0,0
2021년08월_남_총인구수,"20,936","3,082","2,184","2,970","6,702","1,929","1,691","1,342","1,036"
2021년08월_남_연령구간인구수,"20,936","3,082","2,184","2,970","6,702","1,929","1,691","1,342","1,036"
2021년08월_남_0~9세,"1,260",228,84,203,549,74,63,39,20
2021년08월_남_10~19세,"1,927",294,159,258,801,120,109,145,41
2021년08월_남_20~29세,"2,046",354,201,243,785,144,161,82,76
2021년08월_남_30~39세,"1,841",306,143,251,704,148,140,75,74
2021년08월_남_40~49세,"3,268",464,330,494,"1,262",263,195,154,106
2021년08월_남_50~59세,"3,812",535,413,525,"1,162",375,361,238,203
2021년08월_남_60~69세,"3,822",532,520,499,865,465,374,321,246
2021년08월_남_70~79세,"2,121",273,242,344,436,239,204,205,178
2021년08월_남_80~89세,779,89,88,136,130,93,78,79,86
2021년08월_남_90~99세,51,6,4,14,7,6,4,4,6
2021년08월_남_100세 이상,9,1,0,3,1,2,2,0,0
2021년08월_여_총인구수,"20,359","3,084","2,128","2,810","6,547","1,904","1,719","1,210",957
2021년08월_여_연령구간인구수,"20,359","3,084","2,128","2,810","6,547","1,904","1,719","1,210",957
2021년08월_여_0~9세,"1,126",201,89,156,505,69,63,25,18
2021년08월_여_10~19세,"1,782",264,141,237,760,149,127,65,39
2021년08월_여_20~29세,"1,481",239,139,152,588,124,127,60,52
2021년08월_여_30~39세,"1,610",267,115,227,676,128,96,61,40
2021년08월_여_40~49세,"2,869",423,258,377,"1,252",211,160,107,81
2021년08월_여_50~59세,"3,263",538,348,383,"1,026",332,335,156,145
2021년08월_여_60~69세,"3,934",597,506,571,921,453,345,308,233
2021년08월_여_70~79세,"2,688",359,358,440,518,289,261,262,201
2021년08월_여_80~89세,"1,389",170,146,230,258,124,176,151,134
2021년08월_여_90~99세,203,25,28,33,41,22,25,15,14
2021년08월_여_100세 이상,14,1,0,4,2,3,4,0,0
2021년09월_계_총인구수,"41,145","6,164","4,298","5,770","13,182","3,820","3,394","2,523","1,994"
2021년09월_계_연령구간인구수,"41,145","6,164","4,298","5,770","13,182","3,820","3,394","2,523","1,994"
2021년09월_계_0~9세,"2,369",437,165,355,"1,046",142,124,61,39
2021년09월_계_10~19세,"3,677",552,304,497,"1,543",267,228,205,81
2021년09월_계_20~29세,"3,478",587,334,387,"1,354",265,289,135,127
2021년09월_계_30~39세,"3,415",573,262,474,"1,357",270,230,132,117
2021년09월_계_40~49세,"6,120",884,584,871,"2,508",473,355,259,186
2021년09월_계_50~59세,"7,059","1,068",754,911,"2,187",707,695,393,344
2021년09월_계_60~69세,"7,758","1,137","1,027","1,062","1,788",918,719,624,483
2021년09월_계_70~79세,"4,813",631,601,792,956,526,464,464,379
2021년09월_계_80~89세,"2,180",263,235,368,391,217,257,231,218
2021년09월_계_90~99세,252,30,32,45,49,30,27,19,20
2021년09월_계_100세 이상,24,2,0,8,3,5,6,0,0
2021년09월_남_총인구수,"20,831","3,074","2,178","2,955","6,662","1,920","1,680","1,325","1,037"
2021년09월_남_연령구간인구수,"20,831","3,074","2,178","2,955","6,662","1,920","1,680","1,325","1,037"
2021년09월_남_0~9세,"1,248",231,79,197,548,74,61,38,20
2021년09월_남_10~19세,"1,908",287,162,257,792,119,107,142,42
2021년09월_남_20~29세,"2,009",354,200,236,769,141,157,77,75
2021년09월_남_30~39세,"1,820",303,147,248,690,143,139,73,77
2021년09월_남_40~49세,"3,259",465,326,494,"1,256",264,196,152,106
2021년09월_남_50~59세,"3,807",531,413,527,"1,166",373,360,237,200
2021년09월_남_60~69세,"3,814",531,518,493,868,467,371,318,248
2021년09월_남_70~79세,"2,120",275,241,350,434,235,204,204,177
2021년09월_남_80~89세,787,90,88,136,131,95,81,80,86
2021년09월_남_90~99세,50,6,4,14,7,7,2,4,6
2021년09월_남_100세 이상,9,1,0,3,1,2,2,0,0
2021년09월_여_총인구수,"20,314","3,090","2,120","2,815","6,520","1,900","1,714","1,198",957
2021년09월_여_연령구간인구수,"20,314","3,090","2,120","2,815","6,520","1,900","1,714","1,198",957
2021년09월_여_0~9세,"1,121",206,86,158,498,68,63,23,19
2021년09월_여_10~19세,"1,769",265,142,240,751,148,121,63,39
2021년09월_여_20~29세,"1,469",233,134,151,585,124,132,58,52
2021년09월_여_30~39세,"1,595",270,115,226,667,127,91,59,40
2021년09월_여_40~49세,"2,861",419,258,377,"1,252",209,159,107,80
2021년09월_여_50~59세,"3,252",537,341,384,"1,021",334,335,156,144
2021년09월_여_60~69세,"3,944",606,509,569,920,451,348,306,235
2021년09월_여_70~79세,"2,693",356,360,442,522,291,260,260,202
2021년09월_여_80~89세,"1,393",173,147,232,260,122,176,151,132
2021년09월_여_90~99세,202,24,28,31,42,23,25,15,14
