카테고리,경기도 부천시,경기도 부천시 심곡동,경기도 부천시 부천동,경기도 부천시 중동,경기도 부천시 신중동,경기도 부천시 상동,경기도 부천시 대산동,경기도 부천시 소사본동,경기도 부천시 범안동,경기도 부천시 성곡동,경기도 부천시 오정동
2020년09월_남_연령구간인구수,"407,881","32,775","45,241","20,767","64,033","42,741","40,764","28,300","47,452","42,359","43,449"
2020년09월_남_0~9세,"29,979","1,636","2,950","1,447","5,240","4,154","2,514","1,945","5,093","2,334","2,666"
2020년09월_남_10~19세,"36,760","2,064","3,829","2,082","5,863","5,128","3,334","2,242","4,632","3,799","3,787"
2020년09월_남_20~29세,"60,861","5,173","6,805","3,135","9,701","6,273","6,123","4,146","5,959","6,715","6,831"
2020년09월_남_30~39세,"60,203","5,272","6,289","2,790","10,811","6,127","6,052","4,394","7,294","5,294","5,880"
2020년09월_남_40~49세,"65,607","5,331","7,309","3,170","9,917","7,279","6,356","3,998","8,761","6,565","6,921"
2020년09월_남_50~59세,"72,271","5,909","8,273","3,788","10,725","7,491","7,045","4,856","6,968","8,577","8,639"
2020년09월_남_60~69세,"53,623","4,605","6,211","2,864","8,186","4,493","5,839","4,273","5,441","5,851","5,860"
2020년09월_남_70~79세,"21,283","2,141","2,652","1,118","2,686","1,363","2,577","1,857","2,412","2,338","2,139"
2020년09월_남_80~89세,"6,537",597,827,323,795,382,849,529,786,797,652
2020년09월_남_90~99세,698,40,86,46,105,50,68,56,93,84,70
2020년09월_남_100세 이상,59,7,10,4,4,1,7,4,13,5,4
2020년09월_여_총인구수,"414,119","31,843","45,074","21,335","68,153","44,284","41,574","29,019","49,167","42,153","41,517"
2020년09월_여_연령구간인구수,"414,119","31,843","45,074","21,335","68,153","44,284","41,574","29,019","49,167","42,153","41,517"
2020년09월_여_0~9세,"28,511","1,472","2,810","1,395","4,872","4,038","2,324","1,878","4,896","2,310","2,516"
2020년09월_여_10~19세,"34,825","1,956","3,517","1,852","5,740","4,930","3,110","2,217","4,595","3,524","3,384"
2020년09월_여_20~29세,"57,093","5,024","6,121","3,058","10,050","5,992","5,595","3,796","5,587","5,956","5,914"
2020년09월_여_30~39세,"57,116","4,324","5,846","2,702","11,033","6,679","5,338","3,913","7,637","4,584","5,060"
2020년09월_여_40~49세,"64,796","4,463","6,732","3,296","10,924","8,173","6,175","4,034","8,403","6,420","6,176"
2020년09월_여_50~59세,"76,287","5,851","8,444","4,048","12,328","7,876","7,786","5,470","7,542","8,483","8,459"
2020년09월_여_60~69세,"54,933","5,031","6,627","2,922","7,927","4,020","6,393","4,568","5,935","5,831","5,679"
2020년09월_여_70~79세,"24,932","2,378","3,150","1,240","3,070","1,534","3,105","1,981","2,751","3,065","2,658"
2020년09월_여_80~89세,"13,062","1,104","1,570",675,"1,801",858,"1,447",974,"1,520","1,687","1,426"
2020년09월_여_90~99세,"2,376",213,233,137,392,181,278,170,274,273,225
2020년09월_여_100세 이상,188,27,24,10,16,3,23,18,27,20,20
2020년10월_계_총인구수,"821,068","64,497","90,274","42,046","131,949","86,954","82,226","57,402","96,564","84,329","84,827"
2020년10월_계_연령구간인구수,"821,068","64,497","90,274","42,046","131,949","86,954","82,226","57,402","96,564","84,329","84,827"
2020년10월_계_0~9세,"58,088","3,078","5,723","2,818","10,049","8,148","4,784","3,807","9,931","4,614","5,136"
2020년10월_계_10~19세,"71,255","3,980","7,328","3,920","11,515","10,012","6,427","4,454","9,237","7,272","7,110"
2020년10월_계_20~29세,"117,796","10,177","12,926","6,175","19,713","12,258","11,662","7,971","11,533","12,634","12,747"
2020년10월_계_30~39세,"116,910","9,593","12,096","5,495","21,765","12,784","11,350","8,301","14,806","9,838","10,882"
2020년10월_계_40~49세,"130,102","9,722","13,983","6,448","20,799","15,427","12,514","8,038","17,220","12,911","13,040"
2020년10월_계_50~59세,"148,277","11,752","16,699","7,827","22,963","15,339","14,810","10,320","14,496","16,996","17,075"
2020년10월_계_60~69세,"109,253","9,643","12,932","5,798","16,267","8,591","12,300","8,898","11,447","11,764","11,613"
2020년10월_계_70~79세,"46,396","4,554","5,821","2,366","5,763","2,921","5,696","3,851","5,184","5,429","4,811"
2020년10월_계_80~89세,"19,685","1,712","2,416","1,001","2,607","1,238","2,309","1,515","2,305","2,490","2,092"
2020년10월_계_90~99세,"3,055",252,317,184,487,231,343,225,365,356,295
2020년10월_계_100세 이상,251,34,33,14,21,5,31,22,40,25,26
2020년10월_남_총인구수,"407,401","32,731","45,230","20,736","63,912","42,710","40,699","28,332","47,408","42,274","43,369"
2020년10월_남_연령구간인구수,"407,401","32,731","45,230","20,736","63,912","42,710","40,699","28,332","47,408","42,274","43,369"
2020년10월_남_0~9세,"29,782","1,633","2,932","1,434","5,196","4,137","2,479","1,938","5,076","2,323","2,634"
2020년10월_남_10~19세,"36,577","2,045","3,825","2,072","5,825","5,111","3,316","2,230","4,618","3,776","3,759"
2020년10월_남_20~29세,"60,803","5,168","6,799","3,126","9,689","6,266","6,107","4,156","5,960","6,703","6,829"
2020년10월_남_30~39세,"60,037","5,265","6,284","2,792","10,776","6,121","6,039","4,389","7,227","5,278","5,866"
2020년10월_남_40~49세,"65,459","5,291","7,289","3,167","9,901","7,272","6,348","3,995","8,777","6,525","6,894"
2020년10월_남_50~59세,"72,085","5,905","8,266","3,776","10,657","7,470","7,053","4,849","6,950","8,533","8,626"
2020년10월_남_60~69세,"53,947","4,614","6,248","2,871","8,260","4,521","5,847","4,316","5,488","5,891","5,891"
2020년10월_남_70~79세,"21,374","2,159","2,655","1,124","2,690","1,374","2,585","1,861","2,425","2,357","2,144"
2020년10월_남_80~89세,"6,575",605,836,323,807,386,850,537,781,798,652
2020년10월_남_90~99세,699,39,86,47,106,50,67,57,93,85,69
2020년10월_남_100세 이상,63,7,10,4,5,2,8,4,13,5,5
2020년10월_여_총인구수,"413,667","31,766","45,044","21,310","68,037","44,244","41,527","29,070","49,156","42,055","41,458"
2020년10월_여_연령구간인구수,"413,667","31,766","45,044","21,310","68,037","44,244","41,527","29,070","49,156","42,055","41,458"
2020년10월_여_0~9세,"28,306","1,445","2,791","1,384","4,853","4,011","2,305","1,869","4,855","2,291","2,502"
2020년10월_여_10~19세,"34,678","1,935","3,503","1,848","5,690","4,901","3,111","2,224","4,619","3,496","3,351"
2020년10월_여_20~29세,"56,993","5,009","6,127","3,049","10,024","5,992","5,555","3,815","5,573","5,931","5,918"
2020년10월_여_30~39세,"56,873","4,328","5,812","2,703","10,989","6,663","5,311","3,912","7,579","4,560","5,016"
2020년10월_여_40~49세,"64,643","4,431","6,694","3,281","10,898","8,155","6,166","4,043","8,443","6,386","6,146"
2020년10월_여_50~59세,"76,192","5,847","8,433","4,051","12,306","7,869","7,757","5,471","7,546","8,463","8,449"
2020년10월_여_60~69세,"55,306","5,029","6,684","2,927","8,007","4,070","6,453","4,582","5,959","5,873","5,722"
2020년10월_여_70~79세,"25,022","2,395","3,166","1,242","3,073","1,547","3,111","1,990","2,759","3,072","2,667"
2020년10월_여_80~89세,"13,110","1,107","1,580",678,"1,800",852,"1,459",978,"1,524","1,692","1,440"
2020년10월_여_90~99세,"2,356",213,231,137,381,181,276,168,272,271,226
2020년10월_여_100세 이상,188,27,23,10,16,3,23,18,27,20,21
2020년11월_계_총인구수,"819,990","64,347","90,195","42,003","131,829","86,830","82,023","57,354","96,453","84,184","84,772"
2020년11월_계_연령구간인구수,"819,990","64,347","90,195","42,003","131,829","86,830","82,023","57,354","96,453","84,184","84,772"
2020년11월_계_0~9세,"57,742","3,050","5,664","2,806","10,021","8,103","4,725","3,823","9,870","4,582","5,098"
2020년11월_계_10~19세,"70,914","3,944","7,302","3,910","11,461","9,975","6,392","4,429","9,219","7,213","7,069"
2020년11월_계_20~29세,"117,625","10,172","12,960","6,153","19,648","12,243","11,620","7,942","11,520","12,625","12,742"
2020년11월_계_30~39세,"116,551","9,541","12,059","5,504","21,757","12,732","11,299","8,301","14,690","9,782","10,886"
2020년11월_계_40~49세,"129,697","9,695","13,929","6,415","20,761","15,411","12,428","7,996","17,258","12,842","12,962"
2020년11월_계_50~59세,"147,914","11,706","16,633","7,802","22,901","15,294","14,789","10,307","14,477","16,964","17,041"
2020년11월_계_60~69세,"109,934","9,675","13,007","5,823","16,381","8,672","12,365","8,909","11,505","11,853","11,744"
2020년11월_계_70~79세,"46,561","4,552","5,859","2,391","5,792","2,910","5,708","3,880","5,205","5,443","4,821"
2020년11월_계_80~89세,"19,748","1,732","2,426",999,"2,603","1,251","2,323","1,519","2,304","2,502","2,089"
2020년11월_계_90~99세,"3,054",246,322,186,483,234,343,226,366,353,295
2020년11월_계_100세 이상,250,34,34,14,21,5,31,22,39,25,25
2020년11월_남_총인구수,"406,839","32,609","45,178","20,724","63,830","42,660","40,632","28,311","47,337","42,208","43,350"
2020년11월_남_연령구간인구수,"406,839","32,609","45,178","20,724","63,830","42,660","40,632","28,311","47,337","42,208","43,350"
2020년11월_남_0~9세,"29,630","1,618","2,910","1,438","5,179","4,111","2,452","1,955","5,042","2,307","2,618"
2020년11월_남_10~19세,"36,408","2,009","3,808","2,066","5,794","5,104","3,298","2,221","4,619","3,740","3,749"
2020년11월_남_20~29세,"60,688","5,146","6,794","3,120","9,630","6,254","6,129","4,150","5,948","6,697","6,820"
2020년11월_남_30~39세,"59,876","5,238","6,269","2,790","10,782","6,114","6,007","4,387","7,164","5,255","5,870"
2020년11월_남_40~49세,"65,275","5,266","7,273","3,153","9,886","7,265","6,298","3,972","8,804","6,506","6,852"
2020년11월_남_50~59세,"71,850","5,873","8,212","3,767","10,623","7,435","7,057","4,844","6,936","8,505","8,598"
2020년11월_남_60~69세,"54,290","4,648","6,293","2,884","8,309","4,560","5,878","4,309","5,500","5,938","5,971"
2020년11월_남_70~79세,"21,443","2,151","2,677","1,134","2,703","1,370","2,579","1,874","2,438","2,373","2,144"
2020년11월_남_80~89세,"6,622",614,843,319,814,395,859,538,785,798,657
2020년11월_남_90~99세,695,39,89,49,105,50,67,57,89,84,66
2020년11월_남_100세 이상,62,7,10,4,5,2,8,4,12,5,5
2020년11월_여_총인구수,"413,151","31,738","45,017","21,279","67,999","44,170","41,391","29,043","49,116","41,976","41,422"
2020년11월_여_연령구간인구수,"413,151","31,738","45,017","21,279","67,999","44,170","41,391","29,043","49,116","41,976","41,422"
2020년11월_여_0~9세,"28,112","1,432","2,754","1,368","4,842","3,992","2,273","1,868","4,828","2,275","2,480"
2020년11월_여_10~19세,"34,506","1,935","3,494","1,844","5,667","4,871","3,094","2,208","4,600","3,473","3,320"
2020년11월_여_20~29세,"56,937","5,026","6,166","3,033","10,018","5,989","5,491","3,792","5,572","5,928","5,922"
2020년11월_여_30~39세,"56,675","4,303","5,790","2,714","10,975","6,618","5,292","3,914","7,526","4,527","5,016"
2020년11월_여_40~49세,"64,422","4,429","6,656","3,262","10,875","8,146","6,130","4,024","8,454","6,336","6,110"
2020년11월_여_50~59세,"76,064","5,833","8,421","4,035","12,278","7,859","7,732","5,463","7,541","8,459","8,443"
2020년11월_여_60~69세,"55,644","5,027","6,714","2,939","8,072","4,112","6,487","4,600","6,005","5,915","5,773"
2020년11월_여_70~79세,"25,118","2,401","3,182","1,257","3,089","1,540","3,129","2,006","2,767","3,070","2,677"
2020년11월_여_80~89세,"13,126","1,118","1,583",680,"1,789",856,"1,464",981,"1,519","1,704","1,432"
2020년11월_여_90~99세,"2,359",207,233,137,378,184,276,169,277,269,229
2020년11월_여_100세 이상,188,27,24,10,16,3,23,18,27,20,20
2020년12월_계_총인구수,"818,383","64,219","90,063","41,868","131,641","86,546","82,010","57,246","96,242","83,961","84,587"
2020년12월_계_연령구간인구수,"818,383","64,219","90,063","41,868","131,641","86,546","82,010","57,246","96,242","83,961","84,587"
2020년12월_계_0~9세,"57,224","3,033","5,623","2,779","9,937","8,028","4,684","3,786","9,779","4,534","5,041"
2020년12월_계_10~19세,"70,576","3,929","7,273","3,889","11,409","9,936","6,371","4,403","9,225","7,128","7,013"
2020년12월_계_20~29세,"117,408","10,135","12,941","6,137","19,629","12,192","11,653","7,930","11,480","12,606","12,705"
2020년12월_계_30~39세,"116,034","9,506","11,998","5,473","21,714","12,664","11,274","8,229","14,581","9,772","10,823"
2020년12월_계_40~49세,"129,151","9,646","13,877","6,378","20,676","15,324","12,406","7,943","17,240","12,726","12,935"
2020년12월_계_50~59세,"147,596","11,692","16,583","7,772","22,865","15,264","14,760","10,307","14,432","16,966","16,955"
2020년12월_계_60~69세,"110,614","9,700","13,120","5,839","16,501","8,730","12,435","8,976","11,575","11,906","11,832"
2020년12월_계_70~79세,"46,638","4,562","5,867","2,389","5,800","2,900","5,728","3,887","5,225","5,435","4,845"
2020년12월_계_80~89세,"19,800","1,730","2,424","1,009","2,604","1,272","2,318","1,537","2,288","2,505","2,113"
2020년12월_계_90~99세,"3,092",252,323,189,485,231,350,226,378,358,300
2020년12월_계_100세 이상,250,34,34,14,21,5,31,22,39,25,25
2020년12월_남_총인구수,"406,023","32,584","45,130","20,653","63,703","42,517","40,602","28,238","47,251","42,105","43,240"
2020년12월_남_연령구간인구수,"406,023","32,584","45,130","20,653","63,703","42,517","40,602","28,238","47,251","42,105","43,240"
2020년12월_남_0~9세,"29,381","1,611","2,892","1,428","5,128","4,073","2,421","1,935","5,009","2,285","2,599"
2020년12월_남_10~19세,"36,234","2,009","3,797","2,053","5,761","5,091","3,283","2,205","4,615","3,704","3,716"
2020년12월_남_20~29세,"60,577","5,143","6,794","3,110","9,613","6,228","6,156","4,144","5,937","6,671","6,781"
2020년12월_남_30~39세,"59,617","5,224","6,246","2,783","10,738","6,072","5,994","4,347","7,105","5,256","5,852"
2020년12월_남_40~49세,"65,030","5,246","7,242","3,130","9,873","7,220","6,289","3,954","8,790","6,447","6,839"
2020년12월_남_50~59세,"71,680","5,873","8,188","3,741","10,599","7,403","7,027","4,834","6,926","8,525","8,564"
2020년12월_남_60~69세,"54,595","4,660","6,349","2,899","8,358","4,605","5,904","4,341","5,534","5,951","5,994"
2020년12월_남_70~79세,"21,501","2,153","2,679","1,135","2,707","1,370","2,598","1,874","2,451","2,373","2,161"
2020년12월_남_80~89세,"6,639",615,843,321,815,402,853,544,780,806,660
2020년12월_남_90~99세,707,43,90,49,106,51,69,56,92,82,69
2020년12월_남_100세 이상,62,7,10,4,5,2,8,4,12,5,5
2020년12월_여_총인구수,"412,360","31,635","44,933","21,215","67,938","44,029","41,408","29,008","48,991","41,856","41,347"
2020년12월_여_연령구간인구수,"412,360","31,635","44,933","21,215","67,938","44,029","41,408","29,008","48,991","41,856","41,347"
2020년12월_여_0~9세,"27,843","1,422","2,731","1,351","4,809","3,955","2,263","1,851","4,770","2,249","2,442"
2020년12월_여_10~19세,"34,342","1,920","3,476","1,836","5,648","4,845","3,088","2,198","4,610","3,424","3,297"
2020년12월_여_20~29세,"56,831","4,992","6,147","3,027","10,016","5,964","5,497","3,786","5,543","5,935","5,924"
2020년12월_여_30~39세,"56,417","4,282","5,752","2,690","10,976","6,592","5,280","3,882","7,476","4,516","4,971"
2020년12월_여_40~49세,"64,121","4,400","6,635","3,248","10,803","8,104","6,117","3,989","8,450","6,279","6,096"
2020년12월_여_50~59세,"75,916","5,819","8,395","4,031","12,266","7,861","7,733","5,473","7,506","8,441","8,391"
2020년12월_여_60~69세,"56,019","5,040","6,771","2,940","8,143","4,125","6,531","4,635","6,041","5,955","5,838"
2020년12월_여_70~79세,"25,137","2,409","3,188","1,254","3,093","1,530","3,130","2,013","2,774","3,062","2,684"
2020년12월_여_80~89세,"13,161","1,115","1,581",688,"1,789",870,"1,465",993,"1,508","1,699","1,453"
2020년12월_여_90~99세,"2,385",209,233,140,379,180,281,170,286,276,231
2020년12월_여_100세 이상,188,27,24,10,16,3,23,18,27,20,20
2021년01월_계_총인구수,"817,449","64,125","90,001","41,833","131,433","86,414","81,918","57,203","96,152","83,881","84,489"
2021년01월_계_연령구간인구수,"817,449","64,125","90,001","41,833","131,433","86,414","81,918","57,203","96,152","83,881","84,489"
2021년01월_계_0~9세,"56,594","2,995","5,551","2,744","9,853","7,920","4,660","3,744","9,672","4,470","4,985"
2021년01월_계_10~19세,"70,237","3,900","7,216","3,868","11,339","9,911","6,346","4,360","9,252","7,091","6,954"
2021년01월_계_20~29세,"117,030","10,121","12,920","6,135","19,514","12,161","11,617","7,874","11,413","12,595","12,680"
2021년01월_계_30~39세,"115,524","9,459","12,010","5,459","21,614","12,546","11,231","8,233","14,428","9,726","10,818"
2021년01월_계_40~49세,"128,827","9,615","13,820","6,364","20,616","15,305","12,351","7,935","17,310","12,632","12,879"
2021년01월_계_50~59세,"147,397","11,657","16,570","7,760","22,816","15,283","14,719","10,297","14,409","16,967","16,919"
2021년01월_계_60~69세,"111,658","9,761","13,224","5,885","16,703","8,851","12,515","9,052","11,687","12,040","11,940"
2021년01월_계_70~79세,"46,848","4,592","5,899","2,389","5,841","2,922","5,741","3,907","5,247","5,448","4,862"
2021년01월_계_80~89세,"19,945","1,742","2,435","1,024","2,623","1,271","2,343","1,551","2,306","2,524","2,126"
2021년01월_계_90~99세,"3,135",249,322,191,494,238,364,228,387,362,300
2021년01월_계_100세 이상,254,34,34,14,20,6,31,22,41,26,26
2021년01월_남_총인구수,"405,464","32,530","45,097","20,643","63,552","42,474","40,528","28,225","47,186","42,022","43,207"
2021년01월_남_연령구간인구수,"405,464","32,530","45,097","20,643","63,552","42,474","40,528","28,225","47,186","42,022","43,207"
2021년01월_남_0~9세,"29,054","1,588","2,846","1,412","5,074","4,023","2,399","1,926","4,961","2,243","2,582"
2021년01월_남_10~19세,"36,055","1,987","3,768","2,030","5,740","5,085","3,268","2,181","4,624","3,690","3,682"
2021년01월_남_20~29세,"60,382","5,146","6,779","3,128","9,539","6,216","6,148","4,103","5,893","6,647","6,783"
2021년01월_남_30~39세,"59,342","5,200","6,260","2,771","10,677","6,023","5,960","4,344","7,021","5,228","5,858"
2021년01월_남_40~49세,"64,865","5,241","7,208","3,125","9,852","7,213","6,255","3,961","8,828","6,394","6,788"
2021년01월_남_50~59세,"71,541","5,846","8,176","3,731","10,560","7,400","7,017","4,830","6,909","8,528","8,544"
2021년01월_남_60~69세,"55,125","4,692","6,413","2,921","8,447","4,670","5,934","4,387","5,592","6,010","6,059"
2021년01월_남_70~79세,"21,619","2,162","2,699","1,147","2,722","1,390","2,608","1,886","2,457","2,380","2,168"
2021년01월_남_80~89세,"6,706",621,849,324,831,398,859,544,794,816,670
2021년01월_남_90~99세,713,40,89,50,107,53,72,59,94,81,68
2021년01월_남_100세 이상,62,7,10,4,3,3,8,4,13,5,5
2021년01월_여_총인구수,"411,985","31,595","44,904","21,190","67,881","43,940","41,390","28,978","48,966","41,859","41,282"
2021년01월_여_연령구간인구수,"411,985","31,595","44,904","21,190","67,881","43,940","41,390","28,978","48,966","41,859","41,282"
2021년01월_여_0~9세,"27,540","1,407","2,705","1,332","4,779","3,897","2,261","1,818","4,711","2,227","2,403"
2021년01월_여_10~19세,"34,182","1,913","3,448","1,838","5,599","4,826","3,078","2,179","4,628","3,401","3,272"
2021년01월_여_20~29세,"56,648","4,975","6,141","3,007","9,975","5,945","5,469","3,771","5,520","5,948","5,897"
2021년01월_여_30~39세,"56,182","4,259","5,750","2,688","10,937","6,523","5,271","3,889","7,407","4,498","4,960"
2021년01월_여_40~49세,"63,962","4,374","6,612","3,239","10,764","8,092","6,096","3,974","8,482","6,238","6,091"
2021년01월_여_50~59세,"75,856","5,811","8,394","4,029","12,256","7,883","7,702","5,467","7,500","8,439","8,375"
2021년01월_여_60~69세,"56,533","5,069","6,811","2,964","8,256","4,181","6,581","4,665","6,095","6,030","5,881"
2021년01월_여_70~79세,"25,229","2,430","3,200","1,242","3,119","1,532","3,133","2,021","2,790","3,068","2,694"
2021년01월_여_80~89세,"13,239","1,121","1,586",700,"1,792",873,"1,484","1,007","1,512","1,708","1,456"
2021년01월_여_90~99세,"2,422",209,233,141,387,185,292,169,293,281,232
2021년01월_여_100세 이상,192,27,24,10,17,3,23,18,28,21,21
2021년02월_계_총인구수,"816,087","64,170","89,939","41,759","131,066","86,229","81,795","57,093","95,961","83,693","84,382"
2021년02월_계_연령구간인구수,"816,087","64,170","89,939","41,759","131,066","86,229","81,795","57,093","95,961","83,693","84,382"
2021년02월_계_0~9세,"56,057","2,986","5,488","2,721","9,722","7,868","4,593","3,725","9,586","4,424","4,944"
2021년02월_계_10~19세,"69,762","3,878","7,164","3,857","11,270","9,828","6,326","4,309","9,233","6,997","6,900"
2021년02월_계_20~29세,"116,672","10,139","12,899","6,109","19,425","12,101","11,605","7,836","11,371","12,564","12,623"
2021년02월_계_30~39세,"114,825","9,486","11,975","5,420","21,472","12,458","11,129","8,209","14,240","9,680","10,756"
2021년02월_계_40~49세,"128,633","9,573","13,815","6,365","20,584","15,292","12,336","7,895","17,344","12,535","12,894"
2021년02월_계_50~59세,"147,142","11,629","16,554","7,718","22,763","15,291","14,692","10,261","14,413","16,942","16,879"
2021년02월_계_60~69세,"112,543","9,817","13,325","5,947","16,814","8,936","12,619","9,119","11,756","12,182","12,028"
2021년02월_계_70~79세,"46,919","4,614","5,893","2,387","5,862","2,932","5,720","3,921","5,270","5,438","4,882"
2021년02월_계_80~89세,"20,116","1,757","2,468","1,030","2,642","1,278","2,377","1,567","2,310","2,542","2,145"
2021년02월_계_90~99세,"3,161",256,323,191,493,239,366,229,396,363,305
2021년02월_계_100세 이상,257,35,35,14,19,6,32,22,42,26,26
2021년02월_남_총인구수,"404,763","32,548","45,057","20,613","63,333","42,375","40,510","28,185","47,063","41,922","43,157"
2021년02월_남_연령구간인구수,"404,763","32,548","45,057","20,613","63,333","42,375","40,510","28,185","47,063","41,922","43,157"
2021년02월_남_0~9세,"28,812","1,586","2,810","1,399","5,008","4,001","2,379","1,917","4,916","2,231","2,565"
2021년02월_남_10~19세,"35,778","1,969","3,740","2,014","5,701","5,026","3,259","2,163","4,608","3,647","3,651"
2021년02월_남_20~29세,"60,227","5,179","6,757","3,113","9,488","6,198","6,135","4,079","5,884","6,637","6,757"
2021년02월_남_30~39세,"58,998","5,197","6,253","2,767","10,615","5,969","5,927","4,338","6,922","5,185","5,825"
2021년02월_남_40~49세,"64,835","5,233","7,212","3,125","9,828","7,212","6,258","3,945","8,841","6,368","6,813"
2021년02월_남_50~59세,"71,374","5,830","8,153","3,709","10,523","7,406","7,012","4,819","6,901","8,494","8,527"
2021년02월_남_60~69세,"55,528","4,716","6,472","2,955","8,482","4,708","5,987","4,409","5,627","6,080","6,092"
2021년02월_남_70~79세,"21,657","2,163","2,702","1,147","2,733","1,398","2,604","1,901","2,458","2,369","2,182"
2021년02월_남_80~89세,"6,766",622,857,330,847,403,868,551,794,823,671
2021년02월_남_90~99세,725,46,90,50,105,51,73,59,99,83,69
2021년02월_남_100세 이상,63,7,11,4,3,3,8,4,13,5,5
2021년02월_여_총인구수,"411,324","31,622","44,882","21,146","67,733","43,854","41,285","28,908","48,898","41,771","41,225"
2021년02월_여_연령구간인구수,"411,324","31,622","44,882","21,146","67,733","43,854","41,285","28,908","48,898","41,771","41,225"
2021년02월_여_0~9세,"27,245","1,400","2,678","1,322","4,714","3,867","2,214","1,808","4,670","2,193","2,379"
2021년02월_여_10~19세,"33,984","1,909","3,424","1,843","5,569","4,802","3,067","2,146","4,625","3,350","3,249"
2021년02월_여_20~29세,"56,445","4,960","6,142","2,996","9,937","5,903","5,470","3,757","5,487","5,927","5,866"
2021년02월_여_30~39세,"55,827","4,289","5,722","2,653","10,857","6,489","5,202","3,871","7,318","4,495","4,931"
2021년02월_여_40~49세,"63,798","4,340","6,603","3,240","10,756","8,080","6,078","3,950","8,503","6,167","6,081"
2021년02월_여_50~59세,"75,768","5,799","8,401","4,009","12,240","7,885","7,680","5,442","7,512","8,448","8,352"
2021년02월_여_60~69세,"57,015","5,101","6,853","2,992","8,332","4,228","6,632","4,710","6,129","6,102","5,936"
2021년02월_여_70~79세,"25,262","2,451","3,191","1,240","3,129","1,534","3,116","2,020","2,812","3,069","2,700"
2021년02월_여_80~89세,"13,350","1,135","1,611",700,"1,795",875,"1,509","1,016","1,516","1,719","1,474"
2021년02월_여_90~99세,"2,436",210,233,141,388,188,293,170,297,280,236
2021년02월_여_100세 이상,194,28,24,10,16,3,24,18,29,21,21
2021년03월_계_총인구수,"813,178","63,827","89,567","41,645","130,806","86,126","81,435","56,780","95,626","83,257","84,109"
2021년03월_계_연령구간인구수,"813,178","63,827","89,567","41,645","130,806","86,126","81,435","56,780","95,626","83,257","84,109"
2021년03월_계_0~9세,"55,709","2,998","5,449","2,717","9,660","7,809","4,555","3,716","9,525","4,371","4,909"
2021년03월_계_10~19세,"69,442","3,848","7,127","3,820","11,233","9,803","6,281","4,290","9,258","6,936","6,846"
2021년03월_계_20~29세,"116,325","10,106","12,818","6,079","19,361","12,093","11,604","7,814","11,302","12,546","12,602"
2021년03월_계_30~39세,"114,266","9,427","11,923","5,421","21,418","12,453","11,062","8,129","14,106","9,622","10,705"
2021년03월_계_40~49세,"127,856","9,476","13,773","6,325","20,477","15,200","12,260","7,839","17,336","12,357","12,813"
2021년03월_계_50~59세,"146,293","11,584","16,435","7,654","22,658","15,246","14,598","10,131","14,309","16,885","16,793"
2021년03월_계_60~69세,"113,243","9,788","13,389","6,005","16,995","9,054","12,657","9,155","11,843","12,234","12,123"
2021년03월_계_70~79세,"46,702","4,596","5,847","2,380","5,851","2,934","5,682","3,897","5,257","5,402","4,856"
2021년03월_계_80~89세,"20,100","1,742","2,472","1,040","2,650","1,290","2,363","1,564","2,290","2,541","2,148"
2021년03월_계_90~99세,"3,098",251,314,193,484,238,357,230,379,353,299
2021년03월_계_100세 이상,144,11,20,11,19,6,16,15,21,10,15
2021년03월_남_총인구수,"403,374","32,424","44,854","20,611","63,203","42,317","40,334","28,041","46,847","41,696","43,047"
2021년03월_남_연령구간인구수,"403,374","32,424","44,854","20,611","63,203","42,317","40,334","28,041","46,847","41,696","43,047"
2021년03월_남_0~9세,"28,647","1,595","2,800","1,410","4,977","3,980","2,351","1,909","4,880","2,205","2,540"
2021년03월_남_10~19세,"35,611","1,961","3,711","1,995","5,684","5,009","3,239","2,151","4,616","3,623","3,622"
2021년03월_남_20~29세,"60,003","5,165","6,702","3,103","9,456","6,183","6,134","4,072","5,830","6,615","6,743"
2021년03월_남_30~39세,"58,805","5,172","6,225","2,786","10,600","5,973","5,905","4,298","6,871","5,151","5,824"
2021년03월_남_40~49세,"64,449","5,196","7,190","3,114","9,761","7,157","6,218","3,915","8,824","6,285","6,789"
2021년03월_남_50~59세,"70,956","5,816","8,101","3,678","10,468","7,391","6,961","4,765","6,840","8,458","8,478"
2021년03월_남_60~69세,"55,855","4,705","6,475","2,985","8,579","4,757","6,002","4,435","5,668","6,105","6,144"
2021년03월_남_70~79세,"21,562","2,154","2,688","1,150","2,721","1,406","2,588","1,888","2,440","2,357","2,170"
2021년03월_남_80~89세,"6,736",615,862,332,853,407,859,549,780,812,667
2021년03월_남_90~99세,712,43,94,54,100,51,73,56,90,84,67
2021년03월_남_100세 이상,38,2,6,4,4,3,4,3,8,1,3
2021년03월_여_총인구수,"409,804","31,403","44,713","21,034","67,603","43,809","41,101","28,739","48,779","41,561","41,062"
2021년03월_여_연령구간인구수,"409,804","31,403","44,713","21,034","67,603","43,809","41,101","28,739","48,779","41,561","41,062"
2021년03월_여_0~9세,"27,062","1,403","2,649","1,307","4,683","3,829","2,204","1,807","4,645","2,166","2,369"
2021년03월_여_10~19세,"33,831","1,887","3,416","1,825","5,549","4,794","3,042","2,139","4,642","3,313","3,224"
2021년03월_여_20~29세,"56,322","4,941","6,116","2,976","9,905","5,910","5,470","3,742","5,472","5,931","5,859"
