카테고리,경상북도 봉화군,경상북도 봉화군 봉화읍,경상북도 봉화군 물야면,경상북도 봉화군 봉성면,경상북도 봉화군 법전면,경상북도 봉화군 춘양면,경상북도 봉화군 소천면,경상북도 봉화군 재산면,경상북도 봉화군 명호면,경상북도 봉화군 상운면,경상북도 봉화군 석포면
2020년11월_남_100세 이상,5,1,0,1,0,3,0,0,0,0,0
2020년11월_여_총인구수,"15,677","5,076","1,577","1,084","1,001","2,241","1,111",756,"1,071",855,905
2020년11월_여_연령구간인구수,"15,677","5,076","1,577","1,084","1,001","2,241","1,111",756,"1,071",855,905
2020년11월_여_0~9세,681,299,49,22,33,85,28,16,28,18,103
2020년11월_여_10~19세,859,438,52,49,43,109,40,25,39,14,50
2020년11월_여_20~29세,846,403,58,48,37,111,39,28,38,30,54
2020년11월_여_30~39세,896,393,70,48,43,124,53,25,37,22,81
2020년11월_여_40~49세,"1,350",610,104,65,56,165,71,60,74,45,100
2020년11월_여_50~59세,"2,663",823,292,181,152,416,210,151,186,124,128
2020년11월_여_60~69세,"3,282",837,379,261,213,480,264,186,265,224,173
2020년11월_여_70~79세,"2,614",661,293,208,207,382,202,136,210,194,121
2020년11월_여_80~89세,"2,075",488,240,170,184,299,178,112,160,160,84
2020년11월_여_90~99세,387,120,38,31,30,66,23,16,32,21,10
2020년11월_여_100세 이상,24,4,2,1,3,4,3,1,2,3,1
2020년12월_계_총인구수,"31,494","10,008","3,140","2,116","2,014","4,433","2,224","1,522","2,254","1,754","2,029"
2020년12월_계_연령구간인구수,"31,494","10,008","3,140","2,116","2,014","4,433","2,224","1,522","2,254","1,754","2,029"
2020년12월_계_0~9세,"1,385",618,94,53,70,183,57,31,57,30,192
2020년12월_계_10~19세,"1,867",889,138,96,80,239,86,72,103,39,125
2020년12월_계_20~29세,"2,008",904,138,125,102,245,100,63,115,92,124
2020년12월_계_30~39세,"1,944",782,160,114,98,250,102,57,95,61,225
2020년12월_계_40~49세,"3,231","1,298",243,174,145,404,190,129,207,132,309
2020년12월_계_50~59세,"5,769","1,750",599,371,358,866,439,334,425,292,335
2020년12월_계_60~69세,"6,826","1,689",801,526,471,985,587,393,562,438,374
2020년12월_계_70~79세,"4,733","1,170",544,360,352,696,371,250,396,385,209
2020년12월_계_80~89세,"3,198",767,368,258,292,468,255,169,254,248,119
2020년12월_계_90~99세,503,136,52,37,43,90,34,23,38,34,16
2020년12월_계_100세 이상,30,5,3,2,3,7,3,1,2,3,1
2020년12월_남_총인구수,"15,853","4,929","1,578","1,027","1,014","2,202","1,117",772,"1,184",902,"1,128"
2020년12월_남_연령구간인구수,"15,853","4,929","1,578","1,027","1,014","2,202","1,117",772,"1,184",902,"1,128"
2020년12월_남_0~9세,713,321,46,29,37,98,30,15,30,12,95
2020년12월_남_10~19세,"1,002",444,88,45,40,131,49,46,63,26,70
2020년12월_남_20~29세,"1,177",502,82,77,65,139,59,38,79,62,74
2020년12월_남_30~39세,"1,053",391,91,66,55,127,49,31,58,39,146
2020년12월_남_40~49세,"1,892",691,144,110,89,239,120,70,132,88,209
2020년12월_남_50~59세,"3,120",932,309,190,207,452,232,183,240,169,206
2020년12월_남_60~69세,"3,531",845,420,265,256,505,319,209,296,217,199
2020년12월_남_70~79세,"2,120",508,251,152,145,313,171,115,188,188,89
2020년12월_남_80~89세,"1,119",274,132,86,107,170,77,57,93,90,33
2020년12월_남_90~99세,121,20,15,6,13,25,11,8,5,11,7
2020년12월_남_100세 이상,5,1,0,1,0,3,0,0,0,0,0
2020년12월_여_총인구수,"15,641","5,079","1,562","1,089","1,000","2,231","1,107",750,"1,070",852,901
2020년12월_여_연령구간인구수,"15,641","5,079","1,562","1,089","1,000","2,231","1,107",750,"1,070",852,901
2020년12월_여_0~9세,672,297,48,24,33,85,27,16,27,18,97
2020년12월_여_10~19세,865,445,50,51,40,108,37,26,40,13,55
2020년12월_여_20~29세,831,402,56,48,37,106,41,25,36,30,50
2020년12월_여_30~39세,891,391,69,48,43,123,53,26,37,22,79
2020년12월_여_40~49세,"1,339",607,99,64,56,165,70,59,75,44,100
2020년12월_여_50~59세,"2,649",818,290,181,151,414,207,151,185,123,129
2020년12월_여_60~69세,"3,295",844,381,261,215,480,268,184,266,221,175
2020년12월_여_70~79세,"2,613",662,293,208,207,383,200,135,208,197,120
2020년12월_여_80~89세,"2,079",493,236,172,185,298,178,112,161,158,86
2020년12월_여_90~99세,382,116,37,31,30,65,23,15,33,23,9
2020년12월_여_100세 이상,25,4,3,1,3,4,3,1,2,3,1
2021년01월_계_총인구수,"31,407","9,958","3,127","2,113","2,022","4,422","2,209","1,524","2,259","1,746","2,027"
2021년01월_계_연령구간인구수,"31,407","9,958","3,127","2,113","2,022","4,422","2,209","1,524","2,259","1,746","2,027"
2021년01월_계_0~9세,"1,362",607,95,52,70,180,52,31,58,31,186
2021년01월_계_10~19세,"1,863",892,135,95,84,227,84,74,105,39,128
2021년01월_계_20~29세,"1,984",883,132,123,100,250,100,63,118,90,125
2021년01월_계_30~39세,"1,911",769,161,116,99,239,95,58,96,61,217
2021년01월_계_40~49세,"3,206","1,282",239,174,140,399,192,126,209,131,314
2021년01월_계_50~59세,"5,746","1,756",584,366,362,867,436,332,424,289,330
2021년01월_계_60~69세,"6,856","1,684",811,531,470,"1,000",585,395,563,437,380
2021년01월_계_70~79세,"4,722","1,173",542,361,356,689,371,247,394,381,208
2021년01월_계_80~89세,"3,220",769,373,258,295,474,256,175,251,247,122
2021년01월_계_90~99세,507,138,51,35,43,91,35,22,39,37,16
2021년01월_계_100세 이상,30,5,4,2,3,6,3,1,2,3,1
2021년01월_남_총인구수,"15,817","4,905","1,571","1,022","1,024","2,194","1,115",770,"1,187",900,"1,129"
2021년01월_남_연령구간인구수,"15,817","4,905","1,571","1,022","1,024","2,194","1,115",770,"1,187",900,"1,129"
2021년01월_남_0~9세,700,316,47,28,36,98,27,12,30,13,93
2021년01월_남_10~19세,"1,001",447,86,45,44,124,48,47,63,26,71
2021년01월_남_20~29세,"1,169",494,81,74,66,141,60,37,81,61,74
2021년01월_남_30~39세,"1,046",388,92,67,55,124,49,32,60,40,139
2021년01월_남_40~49세,"1,867",673,141,109,87,236,120,69,130,87,215
2021년01월_남_50~59세,"3,109",932,304,190,208,451,232,181,241,167,203
2021년01월_남_60~69세,"3,550",847,421,266,258,511,319,211,298,215,204
2021년01월_남_70~79세,"2,112",508,250,151,148,309,170,113,187,187,89
2021년01월_남_80~89세,"1,135",278,134,85,109,172,78,60,92,93,34
2021년01월_남_90~99세,123,21,15,6,13,25,12,8,5,11,7
2021년01월_남_100세 이상,5,1,0,1,0,3,0,0,0,0,0
2021년01월_여_총인구수,"15,590","5,053","1,556","1,091",998,"2,228","1,094",754,"1,072",846,898
2021년01월_여_연령구간인구수,"15,590","5,053","1,556","1,091",998,"2,228","1,094",754,"1,072",846,898
2021년01월_여_0~9세,662,291,48,24,34,82,25,19,28,18,93
2021년01월_여_10~19세,862,445,49,50,40,103,36,27,42,13,57
2021년01월_여_20~29세,815,389,51,49,34,109,40,26,37,29,51
2021년01월_여_30~39세,865,381,69,49,44,115,46,26,36,21,78
2021년01월_여_40~49세,"1,339",609,98,65,53,163,72,57,79,44,99
2021년01월_여_50~59세,"2,637",824,280,176,154,416,204,151,183,122,127
2021년01월_여_60~69세,"3,306",837,390,265,212,489,266,184,265,222,176
2021년01월_여_70~79세,"2,610",665,292,210,208,380,201,134,207,194,119
2021년01월_여_80~89세,"2,085",491,239,173,186,302,178,115,159,154,88
2021년01월_여_90~99세,384,117,36,29,30,66,23,14,34,26,9
2021년01월_여_100세 이상,25,4,4,1,3,3,3,1,2,3,1
2021년02월_계_총인구수,"31,317","9,935","3,119","2,108","2,020","4,410","2,207","1,510","2,248","1,739","2,021"
2021년02월_계_연령구간인구수,"31,317","9,935","3,119","2,108","2,020","4,410","2,207","1,510","2,248","1,739","2,021"
2021년02월_계_0~9세,"1,347",603,95,52,69,176,53,30,59,30,180
2021년02월_계_10~19세,"1,844",891,136,91,82,222,84,72,104,38,124
2021년02월_계_20~29세,"1,955",869,128,122,101,247,98,61,114,91,124
2021년02월_계_30~39세,"1,892",760,157,114,99,235,97,57,93,61,219
2021년02월_계_40~49세,"3,184","1,282",241,175,136,396,188,125,199,128,314
2021년02월_계_50~59세,"5,733","1,754",573,364,364,860,439,328,430,288,333
2021년02월_계_60~69세,"6,875","1,694",819,533,472,"1,006",582,396,562,435,376
2021년02월_계_70~79세,"4,697","1,158",542,354,352,690,370,247,395,377,212
2021년02월_계_80~89세,"3,251",781,372,266,298,481,258,170,252,251,122
2021년02월_계_90~99세,508,138,52,35,44,90,35,23,38,37,16
2021년02월_계_100세 이상,31,5,4,2,3,7,3,1,2,3,1
2021년02월_남_총인구수,"15,773","4,895","1,565","1,019","1,025","2,193","1,111",764,"1,182",894,"1,125"
2021년02월_남_연령구간인구수,"15,773","4,895","1,565","1,019","1,025","2,193","1,111",764,"1,182",894,"1,125"
2021년02월_남_0~9세,688,310,47,28,36,96,27,12,31,12,89
2021년02월_남_10~19세,992,452,86,44,43,120,48,46,61,25,67
2021년02월_남_20~29세,"1,160",488,79,74,67,141,59,36,80,60,76
2021년02월_남_30~39세,"1,034",384,88,65,55,124,50,31,57,40,140
2021년02월_남_40~49세,"1,851",673,141,111,85,232,117,69,124,85,214
2021년02월_남_50~59세,"3,106",928,298,188,209,453,235,177,245,166,207
2021년02월_남_60~69세,"3,560",852,427,267,259,515,314,212,300,215,199
2021년02월_남_70~79세,"2,113",505,250,150,148,308,171,115,187,186,93
2021년02월_남_80~89세,"1,140",281,134,85,110,175,78,58,92,94,33
2021년02월_남_90~99세,124,21,15,6,13,26,12,8,5,11,7
2021년02월_남_100세 이상,5,1,0,1,0,3,0,0,0,0,0
2021년02월_여_총인구수,"15,544","5,040","1,554","1,089",995,"2,217","1,096",746,"1,066",845,896
2021년02월_여_연령구간인구수,"15,544","5,040","1,554","1,089",995,"2,217","1,096",746,"1,066",845,896
2021년02월_여_0~9세,659,293,48,24,33,80,26,18,28,18,91
2021년02월_여_10~19세,852,439,50,47,39,102,36,26,43,13,57
2021년02월_여_20~29세,795,381,49,48,34,106,39,25,34,31,48
2021년02월_여_30~39세,858,376,69,49,44,111,47,26,36,21,79
2021년02월_여_40~49세,"1,333",609,100,64,51,164,71,56,75,43,100
2021년02월_여_50~59세,"2,627",826,275,176,155,407,204,151,185,122,126
2021년02월_여_60~69세,"3,315",842,392,266,213,491,268,184,262,220,177
2021년02월_여_70~79세,"2,584",653,292,204,204,382,199,132,208,191,119
2021년02월_여_80~89세,"2,111",500,238,181,188,306,180,112,160,157,89
2021년02월_여_90~99세,384,117,37,29,31,64,23,15,33,26,9
2021년02월_여_100세 이상,26,4,4,1,3,4,3,1,2,3,1
2021년03월_계_총인구수,"31,232","9,908","3,117","2,089","2,012","4,390","2,196","1,509","2,250","1,730","2,031"
2021년03월_계_연령구간인구수,"31,232","9,908","3,117","2,089","2,012","4,390","2,196","1,509","2,250","1,730","2,031"
2021년03월_계_0~9세,"1,342",599,94,54,68,173,52,32,63,28,179
2021년03월_계_10~19세,"1,845",901,133,87,83,219,84,70,103,39,126
2021년03월_계_20~29세,"1,910",848,127,120,99,239,93,63,108,91,122
2021년03월_계_30~39세,"1,881",758,155,111,98,237,98,56,93,56,219
2021년03월_계_40~49세,"3,174","1,283",237,176,136,388,183,123,200,128,320
2021년03월_계_50~59세,"5,669","1,730",576,351,356,856,436,329,426,274,335
2021년03월_계_60~69세,"6,921","1,709",820,534,480,"1,009",584,397,567,443,378
2021년03월_계_70~79세,"4,681","1,148",543,349,344,694,372,241,394,380,216
2021년03월_계_80~89세,"3,262",789,371,268,301,479,255,174,255,252,118
2021년03월_계_90~99세,517,138,57,37,44,90,34,23,39,38,17
2021년03월_계_100세 이상,30,5,4,2,3,6,5,1,2,1,1
2021년03월_남_총인구수,"15,740","4,882","1,567","1,011","1,020","2,181","1,107",767,"1,183",891,"1,131"
2021년03월_남_연령구간인구수,"15,740","4,882","1,567","1,011","1,020","2,181","1,107",767,"1,183",891,"1,131"
2021년03월_남_0~9세,687,307,46,29,36,95,28,14,34,10,88
2021년03월_남_10~19세,981,449,84,42,44,116,47,45,61,26,67
2021년03월_남_20~29세,"1,148",489,79,72,65,137,58,38,73,60,77
2021년03월_남_30~39세,"1,028",382,87,63,54,127,50,31,56,37,141
2021년03월_남_40~49세,"1,844",673,138,110,86,228,114,68,125,85,217
2021년03월_남_50~59세,"3,071",915,300,185,201,450,236,176,244,156,208
2021년03월_남_60~69세,"3,586",856,432,267,265,512,314,215,302,223,200
2021년03월_남_70~79세,"2,108",501,248,152,144,312,169,113,187,188,94
2021년03월_남_80~89세,"1,157",287,136,84,112,176,80,59,96,95,32
2021년03월_남_90~99세,126,22,17,6,13,26,11,8,5,11,7
2021년03월_남_100세 이상,4,1,0,1,0,2,0,0,0,0,0
2021년03월_여_총인구수,"15,492","5,026","1,550","1,078",992,"2,209","1,089",742,"1,067",839,900
2021년03월_여_연령구간인구수,"15,492","5,026","1,550","1,078",992,"2,209","1,089",742,"1,067",839,900
2021년03월_여_0~9세,655,292,48,25,32,78,24,18,29,18,91
2021년03월_여_10~19세,864,452,49,45,39,103,37,25,42,13,59
2021년03월_여_20~29세,762,359,48,48,34,102,35,25,35,31,45
2021년03월_여_30~39세,853,376,68,48,44,110,48,25,37,19,78
2021년03월_여_40~49세,"1,330",610,99,66,50,160,69,55,75,43,103
2021년03월_여_50~59세,"2,598",815,276,166,155,406,200,153,182,118,127
2021년03월_여_60~69세,"3,335",853,388,267,215,497,270,182,265,220,178
2021년03월_여_70~79세,"2,573",647,295,197,200,382,203,128,207,192,122
2021년03월_여_80~89세,"2,105",502,235,184,189,303,175,115,159,157,86
2021년03월_여_90~99세,391,116,40,31,31,64,23,15,34,27,10
2021년03월_여_100세 이상,26,4,4,1,3,4,5,1,2,1,1
2021년04월_계_총인구수,"31,236","9,904","3,115","2,093","2,013","4,387","2,199","1,509","2,242","1,730","2,044"
2021년04월_계_연령구간인구수,"31,236","9,904","3,115","2,093","2,013","4,387","2,199","1,509","2,242","1,730","2,044"
2021년04월_계_0~9세,"1,330",592,93,54,65,170,53,32,62,29,180
2021년04월_계_10~19세,"1,857",907,131,87,85,224,85,68,104,38,128
2021년04월_계_20~29세,"1,911",843,129,126,100,242,90,63,103,89,126
2021년04월_계_30~39세,"1,874",760,154,108,96,229,98,57,90,58,224
2021년04월_계_40~49세,"3,163","1,277",230,176,137,391,180,124,201,127,320
2021년04월_계_50~59세,"5,657","1,731",582,352,353,850,432,327,426,272,332
2021년04월_계_60~69세,"6,959","1,715",822,537,485,"1,009",600,399,564,444,384
2021년04월_계_70~79세,"4,667","1,145",542,348,342,691,369,243,394,380,213
2021년04월_계_80~89세,"3,268",792,368,267,304,484,254,174,255,254,116
2021년04월_계_90~99세,519,136,59,36,43,91,34,21,41,38,20
2021년04월_계_100세 이상,31,6,5,2,3,6,4,1,2,1,1
2021년04월_남_총인구수,"15,746","4,872","1,567","1,014","1,028","2,184","1,110",765,"1,174",889,"1,143"
2021년04월_남_연령구간인구수,"15,746","4,872","1,567","1,014","1,028","2,184","1,110",765,"1,174",889,"1,143"
2021년04월_남_0~9세,679,303,46,29,35,94,28,14,32,10,88
2021년04월_남_10~19세,979,445,82,42,44,121,48,44,61,25,67
2021년04월_남_20~29세,"1,151",486,83,76,67,139,55,38,71,56,80
2021년04월_남_30~39세,"1,027",384,86,62,54,123,50,31,53,38,146
2021년04월_남_40~49세,"1,841",670,136,112,87,229,111,69,125,84,218
2021년04월_남_50~59세,"3,064",912,300,184,201,449,237,174,243,157,207
2021년04월_남_60~69세,"3,612",858,434,269,268,513,324,216,301,224,205
2021년04월_남_70~79세,"2,115",504,249,154,145,312,167,114,188,189,93
2021년04월_남_80~89세,"1,148",288,134,79,114,176,79,58,94,95,31
2021년04월_남_90~99세,126,21,17,6,13,26,11,7,6,11,8
2021년04월_남_100세 이상,4,1,0,1,0,2,0,0,0,0,0
2021년04월_여_총인구수,"15,490","5,032","1,548","1,079",985,"2,203","1,089",744,"1,068",841,901
2021년04월_여_연령구간인구수,"15,490","5,032","1,548","1,079",985,"2,203","1,089",744,"1,068",841,901
2021년04월_여_0~9세,651,289,47,25,30,76,25,18,30,19,92
2021년04월_여_10~19세,878,462,49,45,41,103,37,24,43,13,61
2021년04월_여_20~29세,760,357,46,50,33,103,35,25,32,33,46
2021년04월_여_30~39세,847,376,68,46,42,106,48,26,37,20,78
2021년04월_여_40~49세,"1,322",607,94,64,50,162,69,55,76,43,102
2021년04월_여_50~59세,"2,593",819,282,168,152,401,195,153,183,115,125
2021년04월_여_60~69세,"3,347",857,388,268,217,496,276,183,263,220,179
2021년04월_여_70~79세,"2,552",641,293,194,197,379,202,129,206,191,120
2021년04월_여_80~89세,"2,120",504,234,188,190,308,175,116,161,159,85
2021년04월_여_90~99세,393,115,42,30,30,65,23,14,35,27,12
2021년04월_여_100세 이상,27,5,5,1,3,4,4,1,2,1,1
2021년05월_계_총인구수,"31,142","9,853","3,114","2,100","2,015","4,355","2,194","1,520","2,236","1,716","2,039"
2021년05월_계_연령구간인구수,"31,142","9,853","3,114","2,100","2,015","4,355","2,194","1,520","2,236","1,716","2,039"
2021년05월_계_0~9세,"1,312",584,92,54,64,169,53,31,59,29,177
2021년05월_계_10~19세,"1,854",904,132,87,85,225,84,67,103,37,130
2021년05월_계_20~29세,"1,905",842,126,124,101,239,93,66,100,88,126
2021년05월_계_30~39세,"1,860",750,154,109,95,226,97,59,93,57,220
2021년05월_계_40~49세,"3,134","1,259",228,179,137,388,178,122,200,126,317
2021년05월_계_50~59세,"5,611","1,719",572,351,356,837,430,331,418,268,329
2021년05월_계_60~69세,"6,987","1,722",835,533,488,"1,008",602,406,568,440,385
2021년05월_계_70~79세,"4,655","1,146",540,353,338,687,362,240,396,377,216
2021년05월_계_80~89세,"3,289",790,370,271,308,489,256,176,255,256,118
2021년05월_계_90~99세,510,133,60,37,40,85,35,21,42,37,20
2021년05월_계_100세 이상,25,4,5,2,3,2,4,1,2,1,1
2021년05월_남_총인구수,"15,702","4,852","1,567","1,015","1,030","2,172","1,106",771,"1,171",880,"1,138"
2021년05월_남_연령구간인구수,"15,702","4,852","1,567","1,015","1,030","2,172","1,106",771,"1,171",880,"1,138"
2021년05월_남_0~9세,671,298,45,29,35,94,28,14,32,10,86
2021년05월_남_10~19세,976,444,80,42,44,123,47,44,59,25,68
2021년05월_남_20~29세,"1,147",487,84,73,67,137,57,38,69,56,79
2021년05월_남_30~39세,"1,020",378,86,65,52,122,49,32,54,38,144
2021년05월_남_40~49세,"1,827",662,135,112,86,229,111,67,126,84,215
2021년05월_남_50~59세,"3,041",909,293,184,204,441,234,178,238,154,206
2021년05월_남_60~69세,"3,629",860,444,265,272,513,325,220,305,221,204
2021년05월_남_70~79세,"2,114",507,248,156,144,311,164,113,189,186,96
2021년05월_남_80~89세,"1,153",287,134,81,114,178,80,58,93,96,32
2021년05월_남_90~99세,123,20,18,7,12,24,11,7,6,10,8
2021년05월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0
2021년05월_여_총인구수,"15,440","5,001","1,547","1,085",985,"2,183","1,088",749,"1,065",836,901
2021년05월_여_연령구간인구수,"15,440","5,001","1,547","1,085",985,"2,183","1,088",749,"1,065",836,901
2021년05월_여_0~9세,641,286,47,25,29,75,25,17,27,19,91
2021년05월_여_10~19세,878,460,52,45,41,102,37,23,44,12,62
2021년05월_여_20~29세,758,355,42,51,34,102,36,28,31,32,47
2021년05월_여_30~39세,840,372,68,44,43,104,48,27,39,19,76
2021년05월_여_40~49세,"1,307",597,93,67,51,159,67,55,74,42,102
2021년05월_여_50~59세,"2,570",810,279,167,152,396,196,153,180,114,123
2021년05월_여_60~69세,"3,358",862,391,268,216,495,277,186,263,219,181
2021년05월_여_70~79세,"2,541",639,292,197,194,376,198,127,207,191,120
2021년05월_여_80~89세,"2,136",503,236,190,194,311,176,118,162,160,86
2021년05월_여_90~99세,387,113,42,30,28,61,24,14,36,27,12
2021년05월_여_100세 이상,24,4,5,1,3,2,4,1,2,1,1
2021년06월_계_총인구수,"31,084","9,857","3,110","2,083","2,016","4,337","2,193","1,521","2,238","1,712","2,017"
2021년06월_계_연령구간인구수,"31,084","9,857","3,110","2,083","2,016","4,337","2,193","1,521","2,238","1,712","2,017"
2021년06월_계_0~9세,"1,299",582,91,53,65,167,53,31,58,26,173
2021년06월_계_10~19세,"1,852",909,129,85,85,223,83,66,104,37,131
2021년06월_계_20~29세,"1,899",845,127,118,99,235,94,65,101,86,129
2021년06월_계_30~39세,"1,842",746,149,107,95,227,97,58,91,57,215
2021년06월_계_40~49세,"3,121","1,259",229,180,136,381,175,119,203,122,317
2021년06월_계_50~59세,"5,572","1,713",568,343,356,832,421,332,415,271,321
2021년06월_계_60~69세,"7,035","1,729",840,536,493,"1,015",614,409,572,446,381
2021년06월_계_70~79세,"4,643","1,145",545,351,336,683,362,237,396,377,211
2021년06월_계_80~89세,"3,294",795,366,269,309,488,255,182,256,255,119
2021년06월_계_90~99세,501,130,61,39,39,84,35,21,38,34,20
2021년06월_계_100세 이상,26,4,5,2,3,2,4,1,4,1,0
2021년06월_남_총인구수,"15,680","4,857","1,564","1,007","1,030","2,164","1,106",772,"1,172",880,"1,128"
2021년06월_남_연령구간인구수,"15,680","4,857","1,564","1,007","1,030","2,164","1,106",772,"1,172",880,"1,128"
2021년06월_남_0~9세,669,298,45,29,36,93,28,14,34,9,83
2021년06월_남_10~19세,973,448,77,42,44,120,46,44,58,25,69
2021년06월_남_20~29세,"1,141",485,85,70,65,136,58,37,70,54,81
2021년06월_남_30~39세,"1,006",373,82,63,52,123,49,32,52,39,141
2021년06월_남_40~49세,"1,830",668,136,114,85,224,110,66,128,83,216
2021년06월_남_50~59세,"3,015",908,286,179,206,439,228,178,236,154,201
2021년06월_남_60~69세,"3,662",864,450,265,274,518,334,222,307,224,204
2021년06월_남_70~79세,"2,105",506,250,156,143,308,164,110,189,187,92
2021년06월_남_80~89세,"1,158",287,134,81,114,182,78,62,92,95,33
2021년06월_남_90~99세,120,20,19,7,11,21,11,7,6,10,8
2021년06월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0
2021년06월_여_총인구수,"15,404","5,000","1,546","1,076",986,"2,173","1,087",749,"1,066",832,889
2021년06월_여_연령구간인구수,"15,404","5,000","1,546","1,076",986,"2,173","1,087",749,"1,066",832,889
2021년06월_여_0~9세,630,284,46,24,29,74,25,17,24,17,90
2021년06월_여_10~19세,879,461,52,43,41,103,37,22,46,12,62
2021년06월_여_20~29세,758,360,42,48,34,99,36,28,31,32,48
2021년06월_여_30~39세,836,373,67,44,43,104,48,26,39,18,74
2021년06월_여_40~49세,"1,291",591,93,66,51,157,65,53,75,39,101
2021년06월_여_50~59세,"2,557",805,282,164,150,393,193,154,179,117,120
2021년06월_여_60~69세,"3,373",865,390,271,219,497,280,187,265,222,177
2021년06월_여_70~79세,"2,538",639,295,195,193,375,198,127,207,190,119
2021년06월_여_80~89세,"2,136",508,232,188,195,306,177,120,164,160,86
2021년06월_여_90~99세,381,110,42,32,28,63,24,14,32,24,12
2021년06월_여_100세 이상,25,4,5,1,3,2,4,1,4,1,0
2021년07월_계_총인구수,"31,057","9,822","3,107","2,083","2,022","4,342","2,192","1,528","2,239","1,711","2,011"
2021년07월_계_연령구간인구수,"31,057","9,822","3,107","2,083","2,022","4,342","2,192","1,528","2,239","1,711","2,011"
2021년07월_계_0~9세,"1,278",573,90,53,65,167,52,28,55,24,171
2021년07월_계_10~19세,"1,847",915,128,85,84,220,84,66,101,35,129
2021년07월_계_20~29세,"1,895",833,127,120,100,240,91,63,104,86,131
2021년07월_계_30~39세,"1,826",741,145,107,95,225,98,57,90,56,212
2021년07월_계_40~49세,"3,094","1,239",230,176,134,383,172,122,205,123,310
2021년07월_계_50~59세,"5,571","1,710",569,342,359,827,422,334,414,269,325
2021년07월_계_60~69세,"7,061","1,740",838,534,495,"1,017",616,415,571,453,382
2021년07월_계_70~79세,"4,660","1,145",547,354,338,687,365,240,402,374,208
2021년07월_계_80~89세,"3,301",791,368,271,310,490,254,181,256,257,123
2021년07월_계_90~99세,499,131,61,39,39,84,34,21,37,33,20
2021년07월_계_100세 이상,25,4,4,2,3,2,4,1,4,1,0
2021년07월_남_총인구수,"15,662","4,839","1,562","1,007","1,031","2,164","1,107",770,"1,177",878,"1,127"
2021년07월_남_연령구간인구수,"15,662","4,839","1,562","1,007","1,031","2,164","1,107",770,"1,177",878,"1,127"
2021년07월_남_0~9세,656,293,44,29,36,93,27,12,31,7,84
2021년07월_남_10~19세,969,451,77,42,43,117,47,44,58,24,66
2021년07월_남_20~29세,"1,137",476,83,72,65,137,57,36,73,55,83
2021년07월_남_30~39세,995,370,80,63,51,123,49,32,51,38,138
2021년07월_남_40~49세,"1,806",656,136,110,84,223,107,65,130,84,211
2021년07월_남_50~59세,"3,024",909,288,179,209,438,229,179,237,151,205
2021년07월_남_60~69세,"3,687",874,450,265,274,521,338,223,307,229,206
2021년07월_남_70~79세,"2,106",504,250,158,144,309,165,110,191,183,92
2021년07월_남_80~89세,"1,159",285,135,81,114,180,78,62,93,97,34
2021년07월_남_90~99세,122,21,19,7,11,23,10,7,6,10,8
2021년07월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0
2021년07월_여_총인구수,"15,395","4,983","1,545","1,076",991,"2,178","1,085",758,"1,062",833,884
2021년07월_여_연령구간인구수,"15,395","4,983","1,545","1,076",991,"2,178","1,085",758,"1,062",833,884
2021년07월_여_0~9세,622,280,46,24,29,74,25,16,24,17,87
2021년07월_여_10~19세,878,464,51,43,41,103,37,22,43,11,63
2021년07월_여_20~29세,758,357,44,48,35,103,34,27,31,31,48
2021년07월_여_30~39세,831,371,65,44,44,102,49,25,39,18,74
2021년07월_여_40~49세,"1,288",583,94,66,50,160,65,57,75,39,99
2021년07월_여_50~59세,"2,547",801,281,163,150,389,193,155,177,118,120
2021년07월_여_60~69세,"3,374",866,388,269,221,496,278,192,264,224,176
2021년07월_여_70~79세,"2,554",641,297,196,194,378,200,130,211,191,116
2021년07월_여_80~89세,"2,142",506,233,190,196,310,176,119,163,160,89
2021년07월_여_90~99세,377,110,42,32,28,61,24,14,31,23,12
2021년07월_여_100세 이상,24,4,4,1,3,2,4,1,4,1,0
2021년08월_계_총인구수,"30,969","9,761","3,098","2,075","2,035","4,342","2,197","1,506","2,235","1,704","2,016"
2021년08월_계_연령구간인구수,"30,969","9,761","3,098","2,075","2,035","4,342","2,197","1,506","2,235","1,704","2,016"
2021년08월_계_0~9세,"1,268",563,90,51,65,166,51,28,56,23,175
2021년08월_계_10~19세,"1,833",904,126,85,88,215,85,65,100,35,130
2021년08월_계_20~29세,"1,865",817,119,117,103,246,92,62,100,82,127
2021년08월_계_30~39세,"1,807",730,144,105,98,222,97,53,89,56,213
2021년08월_계_40~49세,"3,076","1,231",229,175,135,382,171,115,205,121,312
2021년08월_계_50~59세,"5,559","1,717",567,342,359,825,423,329,411,266,320
2021년08월_계_60~69세,"7,075","1,734",841,530,495,"1,024",617,414,576,456,388
2021년08월_계_70~79세,"4,655","1,143",546,359,341,679,368,237,400,374,208
2021년08월_계_80~89세,"3,302",790,369,271,308,497,254,179,254,257,123
2021년08월_계_90~99세,503,128,63,38,40,84,35,23,40,32,20
2021년08월_계_100세 이상,26,4,4,2,3,2,4,1,4,2,0
2021년08월_남_총인구수,"15,627","4,816","1,559","1,007","1,036","2,163","1,110",763,"1,175",873,"1,125"
2021년08월_남_연령구간인구수,"15,627","4,816","1,559","1,007","1,036","2,163","1,110",763,"1,175",873,"1,125"
