카테고리,경상북도 영천시,경상북도 영천시 금호읍,경상북도 영천시 청통면,경상북도 영천시 신녕면,경상북도 영천시 화산면,경상북도 영천시 화북면,경상북도 영천시 화남면,경상북도 영천시 자양면,경상북도 영천시 임고면,경상북도 영천시 고경면,경상북도 영천시 북안면,경상북도 영천시 대창면,경상북도 영천시 동부동,경상북도 영천시 중앙동,경상북도 영천시 서부동,경상북도 영천시 완산동,경상북도 영천시 남부동
2020년09월_계_총인구수,"101,693","10,972","4,194","3,866","3,199","2,197","3,132","1,182","4,224","5,925","4,448","3,087","29,548","9,645","4,839","6,970","4,265"
2020년09월_계_연령구간인구수,"101,693","10,972","4,194","3,866","3,199","2,197","3,132","1,182","4,224","5,925","4,448","3,087","29,548","9,645","4,839","6,970","4,265"
2020년09월_계_0~9세,"5,809",407,111,109,64,66,69,18,122,272,80,86,"2,684",710,179,576,256
2020년09월_계_10~19세,"6,678",493,149,165,91,81,85,36,152,227,136,91,"2,982",934,277,569,210
2020년09월_계_20~29세,"10,157",986,318,239,180,109,182,69,268,924,267,214,"3,537","1,253",489,707,415
2020년09월_계_30~39세,"9,434",791,297,222,173,98,169,48,230,472,251,202,"3,721","1,059",395,847,459
2020년09월_계_40~49세,"12,788","1,285",382,346,291,171,248,65,397,502,406,259,"4,828","1,468",555,"1,064",521
2020년09월_계_50~59세,"18,322","2,278",783,663,571,408,596,267,710,892,797,572,"5,262","1,685",905,"1,132",801
2020년09월_계_60~69세,"18,308","2,249",998,941,761,548,814,283,964,"1,130","1,085",822,"3,710","1,272",962,"1,014",755
2020년09월_계_70~79세,"12,488","1,594",719,710,625,384,578,216,853,927,853,504,"1,786",827,692,701,519
2020년09월_계_80~89세,"6,874",805,383,420,396,294,343,158,467,519,505,299,938,387,348,328,284
2020년09월_계_90~99세,794,81,51,50,47,37,42,21,61,57,65,37,95,45,36,25,44
2020년09월_계_100세 이상,41,3,3,1,0,1,6,1,0,3,3,1,5,5,1,7,1
2020년09월_남_총인구수,"51,667","5,773","2,186","1,896","1,672","1,088","1,582",592,"2,154","3,250","2,292","1,626","14,603","4,792","2,384","3,468","2,309"
2020년09월_남_연령구간인구수,"51,667","5,773","2,186","1,896","1,672","1,088","1,582",592,"2,154","3,250","2,292","1,626","14,603","4,792","2,384","3,468","2,309"
2020년09월_남_0~9세,"2,932",212,61,62,33,39,31,11,61,145,36,47,"1,346",353,89,272,134
2020년09월_남_10~19세,"3,589",295,83,82,56,42,49,18,86,121,74,41,"1,594",474,144,321,109
2020년09월_남_20~29세,"6,002",567,192,148,131,63,105,38,165,726,161,128,"1,990",681,263,387,257
2020년09월_남_30~39세,"5,162",452,188,127,99,56,103,28,127,268,156,124,"1,948",552,223,434,277
2020년09월_남_40~49세,"7,030",757,247,193,182,101,154,38,247,312,245,176,"2,400",777,318,564,319
2020년09월_남_50~59세,"9,790","1,325",421,367,352,223,337,140,396,470,457,346,"2,588",821,481,577,489
2020년09월_남_60~69세,"9,141","1,138",509,469,409,283,406,163,478,602,573,422,"1,723",649,456,482,379
2020년09월_남_70~79세,"5,575",731,346,303,277,177,269,93,399,416,410,231,740,342,300,296,245
2020년09월_남_80~89세,"2,237",273,125,136,120,99,116,57,172,175,168,102,250,135,100,119,90
2020년09월_남_90~99세,196,22,13,9,13,5,11,6,23,14,11,8,23,7,10,11,10
2020년09월_남_100세 이상,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020년09월_여_총인구수,"50,026","5,199","2,008","1,970","1,527","1,109","1,550",590,"2,070","2,675","2,156","1,461","14,945","4,853","2,455","3,502","1,956"
2020년09월_여_연령구간인구수,"50,026","5,199","2,008","1,970","1,527","1,109","1,550",590,"2,070","2,675","2,156","1,461","14,945","4,853","2,455","3,502","1,956"
2020년09월_여_0~9세,"2,877",195,50,47,31,27,38,7,61,127,44,39,"1,338",357,90,304,122
2020년09월_여_10~19세,"3,089",198,66,83,35,39,36,18,66,106,62,50,"1,388",460,133,248,101
2020년09월_여_20~29세,"4,155",419,126,91,49,46,77,31,103,198,106,86,"1,547",572,226,320,158
2020년09월_여_30~39세,"4,272",339,109,95,74,42,66,20,103,204,95,78,"1,773",507,172,413,182
2020년09월_여_40~49세,"5,758",528,135,153,109,70,94,27,150,190,161,83,"2,428",691,237,500,202
2020년09월_여_50~59세,"8,532",953,362,296,219,185,259,127,314,422,340,226,"2,674",864,424,555,312
2020년09월_여_60~69세,"9,167","1,111",489,472,352,265,408,120,486,528,512,400,"1,987",623,506,532,376
2020년09월_여_70~79세,"6,913",863,373,407,348,207,309,123,454,511,443,273,"1,046",485,392,405,274
2020년09월_여_80~89세,"4,637",532,258,284,276,195,227,101,295,344,337,197,688,252,248,209,194
2020년09월_여_90~99세,598,59,38,41,34,32,31,15,38,43,54,29,72,38,26,14,34
2020년09월_여_100세 이상,28,2,2,1,0,1,5,1,0,2,2,0,4,4,1,2,1
2020년10월_계_총인구수,"101,840","11,021","4,188","3,873","3,221","2,217","3,130","1,193","4,224","5,940","4,476","3,087","29,520","9,708","4,838","6,963","4,241"
2020년10월_계_연령구간인구수,"101,840","11,021","4,188","3,873","3,221","2,217","3,130","1,193","4,224","5,940","4,476","3,087","29,520","9,708","4,838","6,963","4,241"
2020년10월_계_0~9세,"5,776",412,110,106,64,66,68,15,116,277,80,83,"2,661",713,183,569,253
2020년10월_계_10~19세,"6,684",487,143,163,91,83,89,37,156,230,132,89,"2,983",956,271,568,206
2020년10월_계_20~29세,"10,157","1,000",316,245,183,111,177,71,266,906,272,209,"3,541","1,252",488,709,411
2020년10월_계_30~39세,"9,464",791,299,216,182,98,169,45,231,490,257,206,"3,702","1,084",395,846,453
2020년10월_계_40~49세,"12,727","1,281",372,342,289,175,243,66,387,501,409,260,"4,802","1,473",552,"1,063",512
2020년10월_계_50~59세,"18,311","2,290",779,669,569,409,597,270,709,889,798,566,"5,242","1,687",906,"1,132",799
2020년10월_계_60~69세,"18,444","2,261","1,007",950,770,556,819,287,974,"1,134","1,094",835,"3,747","1,274",965,"1,011",760
2020년10월_계_70~79세,"12,532","1,596",723,712,629,387,580,221,849,927,851,502,"1,808",833,693,704,517
2020년10월_계_80~89세,"6,908",817,384,421,396,293,343,159,475,524,514,300,937,385,349,327,284
2020년10월_계_90~99세,795,82,52,48,48,38,39,21,61,59,66,36,92,46,35,27,45
2020년10월_계_100세 이상,42,4,3,1,0,1,6,1,0,3,3,1,5,5,1,7,1
2020년10월_남_총인구수,"51,701","5,777","2,178","1,907","1,676","1,096","1,589",593,"2,153","3,248","2,312","1,628","14,584","4,816","2,388","3,466","2,290"
2020년10월_남_연령구간인구수,"51,701","5,777","2,178","1,907","1,676","1,096","1,589",593,"2,153","3,248","2,312","1,628","14,584","4,816","2,388","3,466","2,290"
2020년10월_남_0~9세,"2,913",211,59,61,33,40,30,9,59,148,36,45,"1,334",355,91,272,130
2020년10월_남_10~19세,"3,594",290,80,79,56,44,53,20,88,122,73,41,"1,601",483,139,321,104
2020년10월_남_20~29세,"5,988",569,189,157,132,65,105,37,162,706,160,121,"1,998",678,266,388,255
2020년10월_남_30~39세,"5,171",445,188,125,101,55,104,25,128,282,160,130,"1,930",568,221,433,276
2020년10월_남_40~49세,"7,001",755,242,196,180,102,153,41,241,312,250,176,"2,383",779,319,558,314
2020년10월_남_50~59세,"9,784","1,332",421,369,349,222,336,139,396,469,461,347,"2,576",822,483,576,486
2020년10월_남_60~69세,"9,211","1,144",513,473,411,289,415,164,484,601,581,426,"1,742",647,457,481,383
2020년10월_남_70~79세,"5,586",732,346,304,280,177,270,96,395,417,407,230,747,344,300,299,242
2020년10월_남_80~89세,"2,248",276,127,135,120,97,113,56,177,175,171,104,251,132,102,122,90
2020년10월_남_90~99세,192,22,12,8,14,5,9,6,23,15,12,7,21,7,10,11,10
2020년10월_남_100세 이상,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020년10월_여_총인구수,"50,139","5,244","2,010","1,966","1,545","1,121","1,541",600,"2,071","2,692","2,164","1,459","14,936","4,892","2,450","3,497","1,951"
2020년10월_여_연령구간인구수,"50,139","5,244","2,010","1,966","1,545","1,121","1,541",600,"2,071","2,692","2,164","1,459","14,936","4,892","2,450","3,497","1,951"
2020년10월_여_0~9세,"2,863",201,51,45,31,26,38,6,57,129,44,38,"1,327",358,92,297,123
2020년10월_여_10~19세,"3,090",197,63,84,35,39,36,17,68,108,59,48,"1,382",473,132,247,102
2020년10월_여_20~29세,"4,169",431,127,88,51,46,72,34,104,200,112,88,"1,543",574,222,321,156
2020년10월_여_30~39세,"4,293",346,111,91,81,43,65,20,103,208,97,76,"1,772",516,174,413,177
2020년10월_여_40~49세,"5,726",526,130,146,109,73,90,25,146,189,159,84,"2,419",694,233,505,198
2020년10월_여_50~59세,"8,527",958,358,300,220,187,261,131,313,420,337,219,"2,666",865,423,556,313
2020년10월_여_60~69세,"9,233","1,117",494,477,359,267,404,123,490,533,513,409,"2,005",627,508,530,377
2020년10월_여_70~79세,"6,946",864,377,408,349,210,310,125,454,510,444,272,"1,061",489,393,405,275
2020년10월_여_80~89세,"4,660",541,257,286,276,196,230,103,298,349,343,196,686,253,247,205,194
2020년10월_여_90~99세,603,60,40,40,34,33,30,15,38,44,54,29,71,39,25,16,35
2020년10월_여_100세 이상,29,3,2,1,0,1,5,1,0,2,2,0,4,4,1,2,1
2020년11월_계_총인구수,"101,904","11,070","4,189","3,875","3,257","2,215","3,147","1,201","4,230","5,902","4,440","3,091","29,490","9,780","4,832","6,953","4,232"
2020년11월_계_연령구간인구수,"101,904","11,070","4,189","3,875","3,257","2,215","3,147","1,201","4,230","5,902","4,440","3,091","29,490","9,780","4,832","6,953","4,232"
2020년11월_계_0~9세,"5,739",406,110,105,61,67,69,15,118,271,77,83,"2,630",737,176,564,250
2020년11월_계_10~19세,"6,685",489,142,169,93,82,92,37,156,228,127,93,"2,976",961,274,562,204
2020년11월_계_20~29세,"10,125",992,311,248,197,115,173,71,262,892,266,202,"3,543","1,241",490,715,407
2020년11월_계_30~39세,"9,450",792,297,215,183,97,172,46,231,482,247,200,"3,692","1,108",394,842,452
2020년11월_계_40~49세,"12,695","1,287",371,340,284,174,250,66,385,499,405,259,"4,778","1,482",547,"1,061",507
2020년11월_계_50~59세,"18,300","2,306",773,663,580,405,597,272,710,880,786,560,"5,246","1,693",902,"1,125",802
2020년11월_계_60~69세,"18,593","2,290","1,017",952,776,557,821,293,977,"1,139","1,100",851,"3,778","1,287",974,"1,021",760
2020년11월_계_70~79세,"12,548","1,593",726,714,639,384,589,221,853,926,846,505,"1,810",835,693,702,512
2020년11월_계_80~89세,"6,926",825,388,419,396,295,339,158,476,526,517,300,939,384,344,328,292
2020년11월_계_90~99세,801,86,51,49,48,38,39,21,62,56,66,37,93,47,37,26,45
2020년11월_계_100세 이상,42,4,3,1,0,1,6,1,0,3,3,1,5,5,1,7,1
2020년11월_남_총인구수,"51,749","5,811","2,180","1,903","1,701","1,094","1,603",600,"2,150","3,229","2,287","1,629","14,561","4,863","2,390","3,461","2,287"
2020년11월_남_연령구간인구수,"51,749","5,811","2,180","1,903","1,701","1,094","1,603",600,"2,150","3,229","2,287","1,629","14,561","4,863","2,390","3,461","2,287"
2020년11월_남_0~9세,"2,903",210,58,59,33,41,32,9,58,143,34,43,"1,321",375,87,270,130
2020년11월_남_10~19세,"3,590",287,77,81,55,43,56,20,85,122,70,43,"1,605",484,141,317,104
2020년11월_남_20~29세,"5,977",572,187,160,144,70,103,37,157,698,158,119,"1,984",674,267,391,256
2020년11월_남_30~39세,"5,160",444,187,125,102,53,107,27,130,280,151,125,"1,928",577,220,429,275
2020년11월_남_40~49세,"6,986",761,242,194,177,101,155,41,240,310,247,174,"2,374",787,316,555,312
2020년11월_남_50~59세,"9,779","1,340",418,367,354,218,335,139,395,465,450,344,"2,580",826,487,575,486
2020년11월_남_60~69세,"9,289","1,161",517,470,416,290,418,169,487,602,585,438,"1,751",653,462,486,384
2020년11월_남_70~79세,"5,608",733,353,304,287,175,275,95,397,420,409,231,746,348,298,300,237
2020년11월_남_80~89세,"2,251",279,128,135,119,98,112,57,178,174,170,103,250,131,102,122,93
2020년11월_남_90~99세,193,23,12,8,14,5,9,6,23,14,12,8,21,7,10,11,10
2020년11월_남_100세 이상,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020년11월_여_총인구수,"50,155","5,259","2,009","1,972","1,556","1,121","1,544",601,"2,080","2,673","2,153","1,462","14,929","4,917","2,442","3,492","1,945"
2020년11월_여_연령구간인구수,"50,155","5,259","2,009","1,972","1,556","1,121","1,544",601,"2,080","2,673","2,153","1,462","14,929","4,917","2,442","3,492","1,945"
2020년11월_여_0~9세,"2,836",196,52,46,28,26,37,6,60,128,43,40,"1,309",362,89,294,120
2020년11월_여_10~19세,"3,095",202,65,88,38,39,36,17,71,106,57,50,"1,371",477,133,245,100
2020년11월_여_20~29세,"4,148",420,124,88,53,45,70,34,105,194,108,83,"1,559",567,223,324,151
2020년11월_여_30~39세,"4,290",348,110,90,81,44,65,19,101,202,96,75,"1,764",531,174,413,177
2020년11월_여_40~49세,"5,709",526,129,146,107,73,95,25,145,189,158,85,"2,404",695,231,506,195
2020년11월_여_50~59세,"8,521",966,355,296,226,187,262,133,315,415,336,216,"2,666",867,415,550,316
2020년11월_여_60~69세,"9,304","1,129",500,482,360,267,403,124,490,537,515,413,"2,027",634,512,535,376
2020년11월_여_70~79세,"6,940",860,373,410,352,209,314,126,456,506,437,274,"1,064",487,395,402,275
2020년11월_여_80~89세,"4,675",546,260,284,277,197,227,101,298,352,347,197,689,253,242,206,199
2020년11월_여_90~99세,608,63,39,41,34,33,30,15,39,42,54,29,72,40,27,15,35
2020년11월_여_100세 이상,29,3,2,1,0,1,5,1,0,2,2,0,4,4,1,2,1
2020년12월_계_총인구수,"102,015","11,088","4,161","3,919","3,296","2,213","3,138","1,230","4,242","5,874","4,448","3,096","29,438","9,844","4,831","6,963","4,234"
2020년12월_계_연령구간인구수,"102,015","11,088","4,161","3,919","3,296","2,213","3,138","1,230","4,242","5,874","4,448","3,096","29,438","9,844","4,831","6,963","4,234"
2020년12월_계_0~9세,"5,699",409,109,105,64,65,66,19,115,257,73,86,"2,596",745,168,569,253
2020년12월_계_10~19세,"6,692",487,137,186,92,82,93,37,155,224,129,91,"2,978",960,274,565,202
2020년12월_계_20~29세,"10,151",990,307,251,198,110,181,76,263,893,269,204,"3,535","1,264",494,711,405
2020년12월_계_30~39세,"9,440",793,292,219,183,99,163,47,232,476,244,202,"3,684","1,122",399,840,445
2020년12월_계_40~49세,"12,658","1,283",366,342,283,172,245,69,382,498,409,260,"4,759","1,486",539,"1,056",509
2020년12월_계_50~59세,"18,310","2,308",764,680,596,403,598,275,711,868,782,563,"5,230","1,703",908,"1,123",798
2020년12월_계_60~69세,"18,724","2,307","1,026",952,791,566,822,301,985,"1,141","1,105",849,"3,795","1,301",981,"1,035",767
2020년12월_계_70~79세,"12,538","1,597",716,711,640,382,590,225,853,920,846,507,"1,814",828,689,704,516
2020년12월_계_80~89세,"6,966",827,389,424,401,296,336,159,484,538,525,298,946,383,341,326,293
2020년12월_계_90~99세,794,83,52,47,48,37,38,21,62,56,63,35,96,47,37,27,45
2020년12월_계_100세 이상,43,4,3,2,0,1,6,1,0,3,3,1,5,5,1,7,1
2020년12월_남_총인구수,"51,812","5,815","2,165","1,921","1,722","1,094","1,600",613,"2,152","3,221","2,291","1,640","14,528","4,905","2,393","3,469","2,283"
2020년12월_남_연령구간인구수,"51,812","5,815","2,165","1,921","1,722","1,094","1,600",613,"2,152","3,221","2,291","1,640","14,528","4,905","2,393","3,469","2,283"
2020년12월_남_0~9세,"2,888",213,56,58,36,40,31,12,57,135,31,46,"1,302",382,83,273,133
2020년12월_남_10~19세,"3,593",284,77,90,54,43,55,19,85,119,70,42,"1,608",484,140,319,104
2020년12월_남_20~29세,"5,995",574,185,163,144,66,109,41,155,704,162,119,"1,979",692,266,386,250
2020년12월_남_30~39세,"5,167",448,186,127,103,56,102,28,132,277,148,126,"1,922",585,228,429,270
2020년12월_남_40~49세,"6,950",756,239,190,174,100,151,43,235,311,248,178,"2,364",781,310,555,315
2020년12월_남_50~59세,"9,795","1,343",411,378,360,219,336,141,399,461,447,346,"2,570",835,494,575,480
2020년12월_남_60~69세,"9,352","1,163",524,466,428,295,422,170,491,604,587,439,"1,760",660,463,492,388
2020년12월_남_70~79세,"5,597",732,347,305,290,173,272,96,390,420,410,233,750,346,296,299,238
2020년12월_남_80~89세,"2,269",279,127,136,119,97,111,57,185,175,176,102,251,132,103,124,95
2020년12월_남_90~99세,192,22,12,7,14,5,10,6,23,14,11,8,21,7,10,12,10
2020년12월_남_100세 이상,14,1,1,1,0,0,1,0,0,1,1,1,1,1,0,5,0
2020년12월_여_총인구수,"50,203","5,273","1,996","1,998","1,574","1,119","1,538",617,"2,090","2,653","2,157","1,456","14,910","4,939","2,438","3,494","1,951"
2020년12월_여_연령구간인구수,"50,203","5,273","1,996","1,998","1,574","1,119","1,538",617,"2,090","2,653","2,157","1,456","14,910","4,939","2,438","3,494","1,951"
2020년12월_여_0~9세,"2,811",196,53,47,28,25,35,7,58,122,42,40,"1,294",363,85,296,120
2020년12월_여_10~19세,"3,099",203,60,96,38,39,38,18,70,105,59,49,"1,370",476,134,246,98
2020년12월_여_20~29세,"4,156",416,122,88,54,44,72,35,108,189,107,85,"1,556",572,228,325,155
2020년12월_여_30~39세,"4,273",345,106,92,80,43,61,19,100,199,96,76,"1,762",537,171,411,175
2020년12월_여_40~49세,"5,708",527,127,152,109,72,94,26,147,187,161,82,"2,395",705,229,501,194
2020년12월_여_50~59세,"8,515",965,353,302,236,184,262,134,312,407,335,217,"2,660",868,414,548,318
2020년12월_여_60~69세,"9,372","1,144",502,486,363,271,400,131,494,537,518,410,"2,035",641,518,543,379
2020년12월_여_70~79세,"6,941",865,369,406,350,209,318,129,463,500,436,274,"1,064",482,393,405,278
2020년12월_여_80~89세,"4,697",548,262,288,282,199,225,102,299,363,349,196,695,251,238,202,198
2020년12월_여_90~99세,602,61,40,40,34,32,28,15,39,42,52,27,75,40,27,15,35
2020년12월_여_100세 이상,29,3,2,1,0,1,5,1,0,2,2,0,4,4,1,2,1
2021년01월_계_총인구수,"101,799","11,037","4,153","3,890","3,270","2,194","3,153","1,226","4,239","5,830","4,445","3,097","29,364","9,879","4,817","6,970","4,235"
2021년01월_계_연령구간인구수,"101,799","11,037","4,153","3,890","3,270","2,194","3,153","1,226","4,239","5,830","4,445","3,097","29,364","9,879","4,817","6,970","4,235"
2021년01월_계_0~9세,"5,645",403,111,103,62,62,69,19,117,249,75,87,"2,552",750,164,567,255
2021년01월_계_10~19세,"6,683",492,136,183,93,79,95,37,152,218,131,86,"2,969",963,275,567,207
2021년01월_계_20~29세,"10,038",966,302,237,196,107,180,73,261,867,269,208,"3,506","1,257",491,711,407
2021년01월_계_30~39세,"9,387",789,288,220,184,94,160,45,229,464,241,202,"3,648","1,125",402,850,446
2021년01월_계_40~49세,"12,607","1,265",369,336,274,170,247,72,382,509,407,257,"4,742","1,489",535,"1,049",504
2021년01월_계_50~59세,"18,213","2,287",754,670,583,396,592,273,715,856,775,555,"5,225","1,714",900,"1,120",798
2021년01월_계_60~69세,"18,798","2,324","1,032",957,786,570,828,298,983,"1,146","1,105",857,"3,822","1,312",981,"1,038",759
2021년01월_계_70~79세,"12,584","1,596",718,707,640,382,602,226,853,917,847,508,"1,836",834,689,706,523
2021년01월_계_80~89세,"6,983",824,386,428,402,295,333,160,486,544,528,300,958,382,340,328,289
2021년01월_계_90~99세,817,87,53,47,50,38,41,22,61,57,64,36,101,48,39,27,46
2021년01월_계_100세 이상,44,4,4,2,0,1,6,1,0,3,3,1,5,5,1,7,1
2021년01월_남_총인구수,"51,699","5,787","2,156","1,908","1,700","1,083","1,617",612,"2,146","3,193","2,286","1,640","14,500","4,932","2,382","3,467","2,290"
2021년01월_남_연령구간인구수,"51,699","5,787","2,156","1,908","1,700","1,083","1,617",612,"2,146","3,193","2,286","1,640","14,500","4,932","2,382","3,467","2,290"
2021년01월_남_0~9세,"2,868",211,58,59,34,39,33,12,58,132,32,46,"1,275",390,81,269,139
2021년01월_남_10~19세,"3,588",289,77,88,52,42,58,19,83,115,68,40,"1,607",482,140,321,107
2021년01월_남_20~29세,"5,935",561,179,151,142,62,109,41,151,686,164,120,"1,974",695,261,389,250
2021년01월_남_30~39세,"5,106",443,182,127,103,54,101,27,129,264,147,125,"1,893",582,232,428,269
2021년01월_남_40~49세,"6,950",745,239,189,167,98,154,45,236,324,245,177,"2,377",786,306,551,311
2021년01월_남_50~59세,"9,735","1,330",407,374,351,214,332,139,401,455,446,339,"2,563",841,489,572,482
2021년01월_남_60~69세,"9,419","1,174",527,472,430,301,431,167,488,610,585,446,"1,768",669,465,498,388
2021년01월_남_70~79세,"5,615",730,349,303,288,172,276,99,390,419,409,234,764,350,295,298,239
2021년01월_남_80~89세,"2,272",281,125,137,119,95,111,57,187,172,178,104,256,129,102,124,95
2021년01월_남_90~99세,197,22,12,7,14,6,11,6,23,15,11,8,22,7,11,12,10
2021년01월_남_100세 이상,14,1,1,1,0,0,1,0,0,1,1,1,1,1,0,5,0
2021년01월_여_총인구수,"50,100","5,250","1,997","1,982","1,570","1,111","1,536",614,"2,093","2,637","2,159","1,457","14,864","4,947","2,435","3,503","1,945"
2021년01월_여_연령구간인구수,"50,100","5,250","1,997","1,982","1,570","1,111","1,536",614,"2,093","2,637","2,159","1,457","14,864","4,947","2,435","3,503","1,945"
2021년01월_여_0~9세,"2,777",192,53,44,28,23,36,7,59,117,43,41,"1,277",360,83,298,116
2021년01월_여_10~19세,"3,095",203,59,95,41,37,37,18,69,103,63,46,"1,362",481,135,246,100
2021년01월_여_20~29세,"4,103",405,123,86,54,45,71,32,110,181,105,88,"1,532",562,230,322,157
2021년01월_여_30~39세,"4,281",346,106,93,81,40,59,18,100,200,94,77,"1,755",543,170,422,177
2021년01월_여_40~49세,"5,657",520,130,147,107,72,93,27,146,185,162,80,"2,365",703,229,498,193
2021년01월_여_50~59세,"8,478",957,347,296,232,182,260,134,314,401,329,216,"2,662",873,411,548,316
2021년01월_여_60~69세,"9,379","1,150",505,485,356,269,397,131,495,536,520,411,"2,054",643,516,540,371
2021년01월_여_70~79세,"6,969",866,369,404,352,210,326,127,463,498,438,274,"1,072",484,394,408,284
2021년01월_여_80~89세,"4,711",543,261,291,283,200,222,103,299,372,350,196,702,253,238,204,194
2021년01월_여_90~99세,620,65,41,40,36,32,30,16,38,42,53,28,79,41,28,15,36
2021년01월_여_100세 이상,30,3,3,1,0,1,5,1,0,2,2,0,4,4,1,2,1
2021년02월_계_총인구수,"102,024","11,027","4,159","3,861","3,254","2,197","3,197","1,215","4,234","5,982","4,461","3,093","29,328","9,937","4,800","7,031","4,248"
2021년02월_계_연령구간인구수,"102,024","11,027","4,159","3,861","3,254","2,197","3,197","1,215","4,234","5,982","4,461","3,093","29,328","9,937","4,800","7,031","4,248"
2021년02월_계_0~9세,"5,637",402,114,103,63,63,68,13,120,253,76,84,"2,522",759,162,576,259
2021년02월_계_10~19세,"6,713",492,134,175,92,76,139,38,149,221,128,86,"2,968",963,271,581,200
2021년02월_계_20~29세,"10,141",955,297,234,193,110,172,73,260,999,275,209,"3,487","1,278",481,712,406
2021년02월_계_30~39세,"9,351",771,291,214,182,92,164,44,229,464,236,199,"3,624","1,133",395,857,456
2021년02월_계_40~49세,"12,575","1,267",360,337,270,170,237,69,369,509,411,248,"4,734","1,497",535,"1,062",500
2021년02월_계_50~59세,"18,207","2,272",756,660,577,392,598,269,718,865,776,568,"5,217","1,710",894,"1,129",806
2021년02월_계_60~69세,"18,889","2,344","1,044",949,786,576,830,303,991,"1,148","1,106",855,"3,850","1,326",984,"1,044",753
2021년02월_계_70~79세,"12,625","1,597",718,710,637,380,604,224,855,920,853,502,"1,861",834,693,709,528
2021년02월_계_80~89세,"7,015",836,389,425,407,299,337,159,483,541,531,302,958,385,343,328,292
2021년02월_계_90~99세,826,87,52,52,47,38,42,22,60,58,66,39,102,47,41,26,47
2021년02월_계_100세 이상,45,4,4,2,0,1,6,1,0,4,3,1,5,5,1,7,1
2021년02월_남_총인구수,"51,890","5,773","2,162","1,889","1,690","1,085","1,666",603,"2,143","3,323","2,290","1,635","14,487","4,979","2,375","3,496","2,294"
2021년02월_남_연령구간인구수,"51,890","5,773","2,162","1,889","1,690","1,085","1,666",603,"2,143","3,323","2,290","1,635","14,487","4,979","2,375","3,496","2,294"
2021년02월_남_0~9세,"2,867",207,60,59,35,40,33,7,61,133,33,43,"1,262",395,80,280,139
2021년02월_남_10~19세,"3,620",292,76,88,52,42,103,20,79,118,65,40,"1,600",481,136,325,103
2021년02월_남_20~29세,"6,053",556,178,148,140,64,107,40,155,806,166,121,"1,964",713,258,387,250
2021년02월_남_30~39세,"5,096",429,184,123,103,53,101,27,127,267,144,126,"1,896",584,226,432,274
2021년02월_남_40~49세,"6,918",741,231,188,161,100,152,43,227,321,245,167,"2,368",802,305,556,311
2021년02월_남_50~59세,"9,720","1,317",408,368,347,208,336,137,403,457,443,347,"2,564",836,487,579,483
2021년02월_남_60~69세,"9,471","1,189",537,464,430,303,432,170,491,609,586,447,"1,778",679,470,499,387
2021년02월_남_70~79세,"5,645",735,349,306,287,173,278,97,390,425,416,230,774,351,296,299,239
2021년02월_남_80~89세,"2,290",284,126,137,122,97,111,56,188,172,180,103,258,130,106,123,97
2021년02월_남_90~99세,196,22,12,7,13,5,12,6,22,14,11,10,22,7,11,11,11
2021년02월_남_100세 이상,14,1,1,1,0,0,1,0,0,1,1,1,1,1,0,5,0
2021년02월_여_총인구수,"50,134","5,254","1,997","1,972","1,564","1,112","1,531",612,"2,091","2,659","2,171","1,458","14,841","4,958","2,425","3,535","1,954"
2021년02월_여_연령구간인구수,"50,134","5,254","1,997","1,972","1,564","1,112","1,531",612,"2,091","2,659","2,171","1,458","14,841","4,958","2,425","3,535","1,954"
2021년02월_여_0~9세,"2,770",195,54,44,28,23,35,6,59,120,43,41,"1,260",364,82,296,120
2021년02월_여_10~19세,"3,093",200,58,87,40,34,36,18,70,103,63,46,"1,368",482,135,256,97
2021년02월_여_20~29세,"4,088",399,119,86,53,46,65,33,105,193,109,88,"1,523",565,223,325,156
2021년02월_여_30~39세,"4,255",342,107,91,79,39,63,17,102,197,92,73,"1,728",549,169,425,182
2021년02월_여_40~49세,"5,657",526,129,149,109,70,85,26,142,188,166,81,"2,366",695,230,506,189
2021년02월_여_50~59세,"8,487",955,348,292,230,184,262,132,315,408,333,221,"2,653",874,407,550,323
2021년02월_여_60~69세,"9,418","1,155",507,485,356,273,398,133,500,539,520,408,"2,072",647,514,545,366
2021년02월_여_70~79세,"6,980",862,369,404,350,207,326,127,465,495,437,272,"1,087",483,397,410,289
2021년02월_여_80~89세,"4,725",552,263,288,285,202,226,103,295,369,351,199,700,255,237,205,195
2021년02월_여_90~99세,630,65,40,45,34,33,30,16,38,44,55,29,80,40,30,15,36
2021년02월_여_100세 이상,31,3,3,1,0,1,5,1,0,3,2,0,4,4,1,2,1
2021년03월_계_총인구수,"102,383","11,020","4,135","3,871","3,240","2,215","3,207","1,215","4,246","5,957","4,477","3,104","29,067","9,923","4,827","7,692","4,187"
2021년03월_계_연령구간인구수,"102,383","11,020","4,135","3,871","3,240","2,215","3,207","1,215","4,246","5,957","4,477","3,104","29,067","9,923","4,827","7,692","4,187"
2021년03월_계_0~9세,"5,669",399,112,103,65,64,72,11,118,253,78,84,"2,476",756,161,671,246
2021년03월_계_10~19세,"6,760",489,135,208,92,92,137,36,148,225,130,83,"2,921",955,281,635,193
