카테고리,충청남도 청양군,충청남도 청양군 청양읍,충청남도 청양군 운곡면,충청남도 청양군 대치면,충청남도 청양군 정산면,충청남도 청양군 목면,충청남도 청양군 청남면,충청남도 청양군 장평면,충청남도 청양군 남양면,충청남도 청양군 화성면,충청남도 청양군 비봉면
2021년06월_계_100세 이상,9,2,0,1,0,1,1,1,0,1,2
2021년06월_남_총인구수,"15,510","4,996","1,061","1,174","1,872",796,980,"1,155","1,354","1,098","1,024"
2021년06월_남_연령구간인구수,"15,510","4,996","1,061","1,174","1,872",796,980,"1,155","1,354","1,098","1,024"
2021년06월_남_0~9세,610,317,26,38,68,25,19,34,37,25,21
2021년06월_남_10~19세,"1,055",491,55,45,145,51,53,49,61,50,55
2021년06월_남_20~29세,"1,478",693,80,91,210,49,65,61,93,73,63
2021년06월_남_30~39세,"1,120",460,56,65,157,36,64,59,85,71,67
2021년06월_남_40~49세,"1,779",659,96,137,227,78,110,135,121,112,104
2021년06월_남_50~59세,"2,799",870,187,240,331,176,178,209,262,161,185
2021년06월_남_60~69세,"3,297",784,262,283,371,190,243,276,332,282,274
2021년06월_남_70~79세,"2,049",477,167,170,223,106,152,196,209,193,156
2021년06월_남_80~89세,"1,198",218,122,96,120,76,85,127,145,116,93
2021년06월_남_90~99세,122,26,10,9,20,8,10,9,9,15,6
2021년06월_남_100세 이상,3,1,0,0,0,1,1,0,0,0,0
2021년06월_여_총인구수,"15,038","4,919","1,050","1,066","1,705",711,926,"1,137","1,371","1,086","1,067"
2021년06월_여_연령구간인구수,"15,038","4,919","1,050","1,066","1,705",711,926,"1,137","1,371","1,086","1,067"
2021년06월_여_0~9세,599,301,25,33,73,14,28,36,38,23,28
2021년06월_여_10~19세,949,485,33,38,115,33,48,55,41,58,43
2021년06월_여_20~29세,"1,054",514,54,64,123,31,44,67,74,42,41
2021년06월_여_30~39세,860,427,39,39,102,30,38,36,52,46,51
2021년06월_여_40~49세,"1,250",576,73,80,168,48,52,56,81,60,56
2021년06월_여_50~59세,"2,301",779,159,179,277,119,121,148,202,149,168
2021년06월_여_60~69세,"3,112",831,223,252,333,154,217,270,299,273,260
2021년06월_여_70~79세,"2,420",517,201,171,278,132,181,253,275,210,202
2021년06월_여_80~89세,"2,150",411,214,182,211,127,171,189,270,190,185
2021년06월_여_90~99세,337,77,29,27,25,23,26,26,39,34,31
2021년06월_여_100세 이상,6,1,0,1,0,0,0,1,0,1,2
2021년07월_계_총인구수,"30,493","9,900","2,111","2,232","3,569","1,509","1,905","2,290","2,718","2,179","2,080"
2021년07월_계_연령구간인구수,"30,493","9,900","2,111","2,232","3,569","1,509","1,905","2,290","2,718","2,179","2,080"
2021년07월_계_0~9세,"1,207",621,49,71,141,39,44,72,72,49,49
2021년07월_계_10~19세,"1,980",960,85,83,259,83,101,104,101,109,95
2021년07월_계_20~29세,"2,527","1,203",140,152,330,83,110,125,168,111,105
2021년07월_계_30~39세,"1,967",886,96,103,259,66,99,98,131,112,117
2021년07월_계_40~49세,"3,016","1,237",164,213,390,122,164,193,201,174,158
2021년07월_계_50~59세,"5,067","1,642",346,415,599,298,296,354,457,310,350
2021년07월_계_60~69세,"6,436","1,616",492,537,713,346,459,545,639,555,534
2021년07월_계_70~79세,"4,469",999,367,339,500,238,337,450,478,402,359
2021년07월_계_80~89세,"3,353",630,331,280,333,204,258,313,422,307,275
2021년07월_계_90~99세,462,104,41,38,45,29,36,35,49,49,36
2021년07월_계_100세 이상,9,2,0,1,0,1,1,1,0,1,2
2021년07월_남_총인구수,"15,488","4,990","1,060","1,169","1,869",795,982,"1,156","1,355","1,092","1,020"
2021년07월_남_연령구간인구수,"15,488","4,990","1,060","1,169","1,869",795,982,"1,156","1,355","1,092","1,020"
2021년07월_남_0~9세,611,318,26,38,69,25,18,34,36,26,21
2021년07월_남_10~19세,"1,040",485,52,45,144,50,51,49,60,50,54
2021년07월_남_20~29세,"1,485",690,86,88,209,52,69,62,95,70,64
2021년07월_남_30~39세,"1,105",455,56,64,157,36,62,59,81,68,67
2021년07월_남_40~49세,"1,773",663,92,135,223,74,111,135,124,114,102
2021년07월_남_50~59세,"2,786",871,185,239,325,177,177,208,258,160,186
2021년07월_남_60~69세,"3,307",781,266,283,379,190,240,277,338,281,272
2021년07월_남_70~79세,"2,057",480,168,169,222,107,156,198,207,193,157
2021년07월_남_80~89세,"1,200",220,119,99,121,76,87,125,146,115,92
2021년07월_남_90~99세,121,26,10,9,20,7,10,9,10,15,5
2021년07월_남_100세 이상,3,1,0,0,0,1,1,0,0,0,0
2021년07월_여_총인구수,"15,005","4,910","1,051","1,063","1,700",714,923,"1,134","1,363","1,087","1,060"
2021년07월_여_연령구간인구수,"15,005","4,910","1,051","1,063","1,700",714,923,"1,134","1,363","1,087","1,060"
2021년07월_여_0~9세,596,303,23,33,72,14,26,38,36,23,28
2021년07월_여_10~19세,940,475,33,38,115,33,50,55,41,59,41
2021년07월_여_20~29세,"1,042",513,54,64,121,31,41,63,73,41,41
2021년07월_여_30~39세,862,431,40,39,102,30,37,39,50,44,50
2021년07월_여_40~49세,"1,243",574,72,78,167,48,53,58,77,60,56
2021년07월_여_50~59세,"2,281",771,161,176,274,121,119,146,199,150,164
2021년07월_여_60~69세,"3,129",835,226,254,334,156,219,268,301,274,262
2021년07월_여_70~79세,"2,412",519,199,170,278,131,181,252,271,209,202
2021년07월_여_80~89세,"2,153",410,212,181,212,128,171,188,276,192,183
2021년07월_여_90~99세,341,78,31,29,25,22,26,26,39,34,31
2021년07월_여_100세 이상,6,1,0,1,0,0,0,1,0,1,2
2021년08월_계_총인구수,"30,429","9,861","2,108","2,230","3,566","1,509","1,900","2,281","2,718","2,179","2,077"
2021년08월_계_연령구간인구수,"30,429","9,861","2,108","2,230","3,566","1,509","1,900","2,281","2,718","2,179","2,077"
2021년08월_계_0~9세,"1,188",614,48,69,135,37,45,71,73,50,46
2021년08월_계_10~19세,"1,977",951,86,83,265,86,99,102,104,106,95
2021년08월_계_20~29세,"2,502","1,196",137,150,324,83,106,124,167,113,102
2021년08월_계_30~39세,"1,948",874,96,102,255,63,100,95,130,116,117
2021년08월_계_40~49세,"2,993","1,228",162,210,390,119,162,191,198,173,160
2021년08월_계_50~59세,"5,057","1,640",343,414,599,302,291,350,457,309,352
2021년08월_계_60~69세,"6,465","1,621",498,543,717,347,463,549,640,553,534
2021년08월_계_70~79세,"4,464","1,003",365,343,496,235,339,447,477,401,358
2021년08월_계_80~89세,"3,358",628,330,278,340,206,256,315,423,306,276
2021년08월_계_90~99세,468,104,43,37,45,30,38,36,49,51,35
2021년08월_계_100세 이상,9,2,0,1,0,1,1,1,0,1,2
2021년08월_남_총인구수,"15,475","4,978","1,057","1,170","1,874",796,981,"1,150","1,356","1,096","1,017"
2021년08월_남_연령구간인구수,"15,475","4,978","1,057","1,170","1,874",796,981,"1,150","1,356","1,096","1,017"
2021년08월_남_0~9세,614,319,26,38,69,24,19,34,38,27,20
2021년08월_남_10~19세,"1,037",479,53,43,147,52,51,47,62,50,53
2021년08월_남_20~29세,"1,476",687,83,89,208,52,67,62,95,71,62
2021년08월_남_30~39세,"1,100",451,56,63,155,36,62,59,80,71,67
2021년08월_남_40~49세,"1,755",655,92,134,223,72,110,132,122,113,102
2021년08월_남_50~59세,"2,780",870,184,236,326,179,175,205,258,161,186
2021년08월_남_60~69세,"3,323",785,267,289,379,190,242,279,338,281,273
2021년08월_남_70~79세,"2,064",485,167,171,224,107,157,197,208,193,155
2021년08월_남_80~89세,"1,200",220,119,99,123,76,87,125,145,113,93
2021년08월_남_90~99세,123,26,10,8,20,7,10,10,10,16,6
2021년08월_남_100세 이상,3,1,0,0,0,1,1,0,0,0,0
2021년08월_여_총인구수,"14,954","4,883","1,051","1,060","1,692",713,919,"1,131","1,362","1,083","1,060"
2021년08월_여_연령구간인구수,"14,954","4,883","1,051","1,060","1,692",713,919,"1,131","1,362","1,083","1,060"
2021년08월_여_0~9세,574,295,22,31,66,13,26,37,35,23,26
2021년08월_여_10~19세,940,472,33,40,118,34,48,55,42,56,42
2021년08월_여_20~29세,"1,026",509,54,61,116,31,39,62,72,42,40
2021년08월_여_30~39세,848,423,40,39,100,27,38,36,50,45,50
2021년08월_여_40~49세,"1,238",573,70,76,167,47,52,59,76,60,58
2021년08월_여_50~59세,"2,277",770,159,178,273,123,116,145,199,148,166
2021년08월_여_60~69세,"3,142",836,231,254,338,157,221,270,302,272,261
2021년08월_여_70~79세,"2,400",518,198,172,272,128,182,250,269,208,203
2021년08월_여_80~89세,"2,158",408,211,179,217,130,169,190,278,193,183
2021년08월_여_90~99세,345,78,33,29,25,23,28,26,39,35,29
2021년08월_여_100세 이상,6,1,0,1,0,0,0,1,0,1,2
2021년09월_계_총인구수,"30,359","9,845","2,098","2,223","3,550","1,506","1,892","2,277","2,714","2,176","2,078"
2021년09월_계_연령구간인구수,"30,359","9,845","2,098","2,223","3,550","1,506","1,892","2,277","2,714","2,176","2,078"
2021년09월_계_0~9세,"1,178",614,49,66,131,36,46,72,72,50,42
2021년09월_계_10~19세,"1,960",943,86,84,256,87,98,104,102,105,95
2021년09월_계_20~29세,"2,475","1,194",133,145,323,83,103,120,164,111,99
2021년09월_계_30~39세,"1,936",866,95,99,251,64,101,97,134,113,116
2021년09월_계_40~49세,"2,970","1,229",160,208,385,118,159,187,192,174,158
2021년09월_계_50~59세,"5,056","1,641",341,414,604,299,288,351,454,310,354
2021년09월_계_60~69세,"6,469","1,617",495,547,717,343,463,547,645,553,542
2021년09월_계_70~79세,"4,468","1,003",364,340,497,239,339,449,477,403,357
2021년09월_계_80~89세,"3,365",626,332,282,341,206,256,314,423,307,278
2021년09월_계_90~99세,473,109,43,37,45,30,38,36,51,49,35
2021년09월_계_100세 이상,9,3,0,1,0,1,1,0,0,1,2
2021년09월_남_총인구수,"15,434","4,965","1,055","1,165","1,860",795,978,"1,151","1,356","1,093","1,016"
2021년09월_남_연령구간인구수,"15,434","4,965","1,055","1,165","1,860",795,978,"1,151","1,356","1,093","1,016"
2021년09월_남_0~9세,604,316,27,35,66,24,20,34,38,27,17
2021년09월_남_10~19세,"1,026",474,53,44,140,52,51,49,60,49,54
2021년09월_남_20~29세,"1,455",679,81,87,208,54,65,60,94,69,58
2021년09월_남_30~39세,"1,095",448,56,61,151,37,63,59,83,71,66
2021년09월_남_40~49세,"1,741",657,90,131,221,71,107,132,118,112,102
2021년09월_남_50~59세,"2,788",874,184,236,328,177,175,204,260,163,187
2021년09월_남_60~69세,"3,326",781,266,291,381,188,243,279,340,281,276
2021년09월_남_70~79세,"2,073",488,169,172,222,109,157,199,207,195,155
2021년09월_남_80~89세,"1,196",218,119,100,124,75,86,124,144,111,95
2021년09월_남_90~99세,126,28,10,8,19,7,10,11,12,15,6
2021년09월_남_100세 이상,4,2,0,0,0,1,1,0,0,0,0
2021년09월_여_총인구수,"14,925","4,880","1,043","1,058","1,690",711,914,"1,126","1,358","1,083","1,062"
2021년09월_여_연령구간인구수,"14,925","4,880","1,043","1,058","1,690",711,914,"1,126","1,358","1,083","1,062"
2021년09월_여_0~9세,574,298,22,31,65,12,26,38,34,23,25
2021년09월_여_10~19세,934,469,33,40,116,35,47,55,42,56,41
2021년09월_여_20~29세,"1,020",515,52,58,115,29,38,60,70,42,41
2021년09월_여_30~39세,841,418,39,38,100,27,38,38,51,42,50
2021년09월_여_40~49세,"1,229",572,70,77,164,47,52,55,74,62,56
2021년09월_여_50~59세,"2,268",767,157,178,276,122,113,147,194,147,167
2021년09월_여_60~69세,"3,143",836,229,256,336,155,220,268,305,272,266
2021년09월_여_70~79세,"2,395",515,195,168,275,130,182,250,270,208,202
2021년09월_여_80~89세,"2,169",408,213,182,217,131,170,190,279,196,183
2021년09월_여_90~99세,347,81,33,29,26,23,28,25,39,34,29
2021년09월_여_100세 이상,5,1,0,1,0,0,0,0,0,1,2
2021년10월_계_총인구수,"30,399","9,854","2,092","2,226","3,574","1,515","1,889","2,274","2,714","2,178","2,083"
2021년10월_계_연령구간인구수,"30,399","9,854","2,092","2,226","3,574","1,515","1,889","2,274","2,714","2,178","2,083"
2021년10월_계_0~9세,"1,173",613,44,65,132,38,43,73,73,48,44
2021년10월_계_10~19세,"1,964",948,86,84,257,86,98,105,103,104,93
2021년10월_계_20~29세,"2,480","1,187",133,147,332,85,101,115,165,113,102
2021년10월_계_30~39세,"1,944",870,93,99,259,69,101,95,131,109,118
2021년10월_계_40~49세,"2,957","1,223",158,208,381,119,158,188,191,175,156
2021년10월_계_50~59세,"5,065","1,651",343,409,609,301,286,352,454,308,352
2021년10월_계_60~69세,"6,478","1,618",494,556,713,343,465,546,646,555,542
2021년10월_계_70~79세,"4,471","1,010",362,337,499,234,341,448,476,402,362
2021년10월_계_80~89세,"3,376",625,336,280,346,209,258,316,419,311,276
2021년10월_계_90~99세,483,106,43,40,46,31,37,36,56,52,36
2021년10월_계_100세 이상,8,3,0,1,0,0,1,0,0,1,2
2021년10월_남_총인구수,"15,450","4,971","1,050","1,166","1,874",793,976,"1,152","1,355","1,096","1,017"
2021년10월_남_연령구간인구수,"15,450","4,971","1,050","1,166","1,874",793,976,"1,152","1,355","1,096","1,017"
2021년10월_남_0~9세,603,317,23,34,68,24,20,35,38,26,18
2021년10월_남_10~19세,"1,024",475,53,44,140,51,51,50,60,49,51
2021년10월_남_20~29세,"1,461",672,81,88,216,54,64,58,95,73,60
2021년10월_남_30~39세,"1,093",453,54,60,155,38,62,57,80,67,67
2021년10월_남_40~49세,"1,732",651,90,131,218,71,107,135,117,112,100
2021년10월_남_50~59세,"2,796",883,184,233,330,175,174,205,262,164,186
2021년10월_남_60~69세,"3,328",780,267,297,378,190,242,278,340,280,276
2021년10월_남_70~79세,"2,081",492,166,169,227,109,159,199,207,195,158
2021년10월_남_80~89세,"1,202",219,123,102,122,74,86,125,143,113,95
2021년10월_남_90~99세,127,27,9,8,20,7,10,10,13,17,6
2021년10월_남_100세 이상,3,2,0,0,0,0,1,0,0,0,0
2021년10월_여_총인구수,"14,949","4,883","1,042","1,060","1,700",722,913,"1,122","1,359","1,082","1,066"
2021년10월_여_연령구간인구수,"14,949","4,883","1,042","1,060","1,700",722,913,"1,122","1,359","1,082","1,066"
2021년10월_여_0~9세,570,296,21,31,64,14,23,38,35,22,26
2021년10월_여_10~19세,940,473,33,40,117,35,47,55,43,55,42
2021년10월_여_20~29세,"1,019",515,52,59,116,31,37,57,70,40,42
2021년10월_여_30~39세,851,417,39,39,104,31,39,38,51,42,51
2021년10월_여_40~49세,"1,225",572,68,77,163,48,51,53,74,63,56
2021년10월_여_50~59세,"2,269",768,159,176,279,126,112,147,192,144,166
2021년10월_여_60~69세,"3,150",838,227,259,335,153,223,268,306,275,266
2021년10월_여_70~79세,"2,390",518,196,168,272,125,182,249,269,207,204
2021년10월_여_80~89세,"2,174",406,213,178,224,135,172,191,276,198,181
2021년10월_여_90~99세,356,79,34,32,26,24,27,26,43,35,30
2021년10월_여_100세 이상,5,1,0,1,0,0,0,0,0,1,2
2021년11월_계_총인구수,"30,390","9,862","2,094","2,229","3,561","1,516","1,888","2,272","2,708","2,179","2,081"
2021년11월_계_연령구간인구수,"30,390","9,862","2,094","2,229","3,561","1,516","1,888","2,272","2,708","2,179","2,081"
2021년11월_계_0~9세,"1,172",610,44,65,132,37,46,73,73,48,44
2021년11월_계_10~19세,"1,940",937,84,84,256,86,97,103,97,105,91
2021년11월_계_20~29세,"2,492","1,190",137,154,326,87,100,115,169,113,101
2021년11월_계_30~39세,"1,934",869,89,98,258,69,103,93,129,105,121
2021년11월_계_40~49세,"2,943","1,219",157,207,377,121,158,188,186,178,152
2021년11월_계_50~59세,"5,067","1,663",341,410,604,296,286,348,455,314,350
2021년11월_계_60~69세,"6,519","1,632",498,556,718,345,464,554,648,556,548
2021년11월_계_70~79세,"4,450","1,009",364,334,493,233,340,448,472,398,359
2021년11월_계_80~89세,"3,383",625,334,282,351,211,256,315,422,311,276
2021년11월_계_90~99세,482,105,46,38,46,31,37,35,57,50,37
2021년11월_계_100세 이상,8,3,0,1,0,0,1,0,0,1,2
2021년11월_남_총인구수,"15,430","4,979","1,048","1,168","1,862",792,974,"1,154","1,348","1,093","1,012"
2021년11월_남_연령구간인구수,"15,430","4,979","1,048","1,168","1,862",792,974,"1,154","1,348","1,093","1,012"
2021년11월_남_0~9세,601,318,21,33,67,23,21,36,38,26,18
2021년11월_남_10~19세,"1,012",473,53,45,139,51,50,48,55,49,49
2021년11월_남_20~29세,"1,461",671,82,92,210,54,64,58,100,71,59
2021년11월_남_30~39세,"1,090",455,54,59,154,38,64,57,76,64,69
2021년11월_남_40~49세,"1,712",642,90,130,214,72,108,134,113,113,96
2021년11월_남_50~59세,"2,802",892,181,233,326,176,174,203,264,168,185
2021년11월_남_60~69세,"3,341",786,269,296,382,186,240,284,340,280,278
2021년11월_남_70~79세,"2,071",493,165,168,226,109,159,199,205,190,157
2021년11월_남_80~89세,"1,205",219,122,104,123,76,83,126,143,115,94
2021년11월_남_90~99세,132,28,11,8,21,7,10,9,14,17,7
2021년11월_남_100세 이상,3,2,0,0,0,0,1,0,0,0,0
2021년11월_여_총인구수,"14,960","4,883","1,046","1,061","1,699",724,914,"1,118","1,360","1,086","1,069"
2021년11월_여_연령구간인구수,"14,960","4,883","1,046","1,061","1,699",724,914,"1,118","1,360","1,086","1,069"
2021년11월_여_0~9세,571,292,23,32,65,14,25,37,35,22,26
2021년11월_여_10~19세,928,464,31,39,117,35,47,55,42,56,42
2021년11월_여_20~29세,"1,031",519,55,62,116,33,36,57,69,42,42
2021년11월_여_30~39세,844,414,35,39,104,31,39,36,53,41,52
2021년11월_여_40~49세,"1,231",577,67,77,163,49,50,54,73,65,56
2021년11월_여_50~59세,"2,265",771,160,177,278,120,112,145,191,146,165
2021년11월_여_60~69세,"3,178",846,229,260,336,159,224,270,308,276,270
2021년11월_여_70~79세,"2,379",516,199,166,267,124,181,249,267,208,202
2021년11월_여_80~89세,"2,178",406,212,178,228,135,173,189,279,196,182
2021년11월_여_90~99세,350,77,35,30,25,24,27,26,43,33,30
2021년11월_여_100세 이상,5,1,0,1,0,0,0,0,0,1,2
2021년12월_계_총인구수,"30,440","9,914","2,104","2,215","3,560","1,504","1,895","2,277","2,713","2,178","2,080"
2021년12월_계_연령구간인구수,"30,440","9,914","2,104","2,215","3,560","1,504","1,895","2,277","2,713","2,178","2,080"
2021년12월_계_0~9세,"1,175",608,47,66,131,38,49,76,72,44,44
2021년12월_계_10~19세,"1,936",932,85,83,264,82,98,99,100,106,87
2021년12월_계_20~29세,"2,513","1,216",137,149,320,86,99,117,169,118,102
2021년12월_계_30~39세,"1,936",872,91,94,254,69,105,94,131,105,121
2021년12월_계_40~49세,"2,950","1,218",158,208,376,119,155,189,189,180,158
2021년12월_계_50~59세,"5,057","1,669",335,409,602,285,293,344,452,316,352
2021년12월_계_60~69세,"6,548","1,652",509,553,723,350,463,556,649,550,543
2021년12월_계_70~79세,"4,435","1,013",361,336,491,237,337,446,469,390,355
2021년12월_계_80~89세,"3,387",619,336,276,353,209,257,319,421,316,281
2021년12월_계_90~99세,494,112,45,40,46,29,38,37,61,51,35
2021년12월_계_100세 이상,9,3,0,1,0,0,1,0,0,2,2
2021년12월_남_총인구수,"15,472","5,010","1,058","1,156","1,862",789,981,"1,159","1,348","1,092","1,017"
2021년12월_남_연령구간인구수,"15,472","5,010","1,058","1,156","1,862",789,981,"1,159","1,348","1,092","1,017"
2021년12월_남_0~9세,604,316,23,34,65,24,26,39,37,22,18
2021년12월_남_10~19세,"1,017",474,53,45,145,49,51,47,56,50,47
2021년12월_남_20~29세,"1,486",693,85,88,208,54,65,61,98,74,60
2021년12월_남_30~39세,"1,090",459,56,56,150,38,66,56,75,66,68
2021년12월_남_40~49세,"1,711",638,91,130,213,70,103,137,115,113,101
2021년12월_남_50~59세,"2,797",892,174,235,327,170,179,201,261,171,187
2021년12월_남_60~69세,"3,367",803,278,291,386,190,240,283,344,276,276
2021년12월_남_70~79세,"2,059",487,165,169,225,111,159,199,203,185,156
2021년12월_남_80~89세,"1,204",217,122,101,122,77,81,126,143,118,97
2021년12월_남_90~99세,134,29,11,7,21,6,10,10,16,17,7
2021년12월_남_100세 이상,3,2,0,0,0,0,1,0,0,0,0
2021년12월_여_총인구수,"14,968","4,904","1,046","1,059","1,698",715,914,"1,118","1,365","1,086","1,063"
2021년12월_여_연령구간인구수,"14,968","4,904","1,046","1,059","1,698",715,914,"1,118","1,365","1,086","1,063"
2021년12월_여_0~9세,571,292,24,32,66,14,23,37,35,22,26
2021년12월_여_10~19세,919,458,32,38,119,33,47,52,44,56,40
2021년12월_여_20~29세,"1,027",523,52,61,112,32,34,56,71,44,42
2021년12월_여_30~39세,846,413,35,38,104,31,39,38,56,39,53
2021년12월_여_40~49세,"1,239",580,67,78,163,49,52,52,74,67,57
2021년12월_여_50~59세,"2,260",777,161,174,275,115,114,143,191,145,165
2021년12월_여_60~69세,"3,181",849,231,262,337,160,223,273,305,274,267
2021년12월_여_70~79세,"2,376",526,196,167,266,126,178,247,266,205,199
2021년12월_여_80~89세,"2,183",402,214,175,231,132,176,193,278,198,184
2021년12월_여_90~99세,360,83,34,33,25,23,28,27,45,34,28
2021년12월_여_100세 이상,6,1,0,1,0,0,0,0,0,2,2
