카테고리,경상남도 양산시,경상남도 양산시 물금읍,경상남도 양산시 동면,경상남도 양산시 원동면,경상남도 양산시 상북면,경상남도 양산시 하북면,경상남도 양산시 중앙동,경상남도 양산시 양주동,경상남도 양산시 삼성동,경상남도 양산시 강서동,경상남도 양산시 서창동,경상남도 양산시 소주동,경상남도 양산시 평산동,경상남도 양산시 덕계동
2020년06월_여_40~49세,"29,687","10,645","2,841",120,807,451,643,"3,447","1,677",824,"2,593","1,675","2,769","1,195"
2020년06월_여_50~59세,"28,965","8,499","2,456",292,"1,378",926,"1,201","3,115","2,315",736,"2,244","1,854","2,547","1,402"
2020년06월_여_60~69세,"20,830","5,197","2,011",444,"1,212",843,"1,117","1,788","1,336",555,"1,711","1,399","2,196","1,021"
2020년06월_여_70~79세,"11,415","2,355",912,314,781,454,527,"1,147",645,302,907,879,"1,560",632
2020년06월_여_80~89세,"5,564","1,130",401,199,399,311,270,480,327,163,409,473,693,309
2020년06월_여_90~99세,818,191,68,36,65,58,36,59,51,22,65,46,77,44
2020년06월_여_100세 이상,49,8,2,2,6,7,7,1,1,0,10,2,3,0
2020년07월_계_총인구수,"351,651","119,218","35,351","3,390","13,081","8,517","11,600","33,950","22,319","9,123","28,817","20,056","31,094","15,135"
2020년07월_계_연령구간인구수,"351,651","119,218","35,351","3,390","13,081","8,517","11,600","33,950","22,319","9,123","28,817","20,056","31,094","15,135"
2020년07월_계_0~9세,"35,569","16,412","5,015",86,565,202,475,"2,737","1,446",771,"2,520","1,498","2,615","1,227"
2020년07월_계_10~19세,"34,238","12,180","2,752",107,886,620,655,"4,362","1,835","1,031","3,336","1,762","3,336","1,376"
2020년07월_계_20~29세,"40,854","14,353","3,400",167,"1,358",890,"1,457","4,639","3,249","1,024","3,250","2,167","3,187","1,713"
2020년07월_계_30~39세,"50,654","21,682","6,776",211,"1,136",607,"1,275","3,555","3,107","1,150","3,521","2,394","3,340","1,900"
2020년07월_계_40~49세,"60,387","21,406","6,218",293,"1,710",963,"1,488","6,326","3,549","1,659","5,471","3,368","5,559","2,377"
2020년07월_계_50~59세,"58,469","16,681","4,827",636,"2,829","1,961","2,497","6,161","4,622","1,573","4,912","3,785","5,158","2,827"
2020년07월_계_60~69세,"41,183","10,281","3,864",923,"2,519","1,846","2,288","3,315","2,846","1,111","3,416","2,784","3,956","2,034"
2020년07월_계_70~79세,"20,690","4,341","1,800",615,"1,385",882,"1,001","1,985","1,140",549,"1,672","1,521","2,682","1,117"
2020년07월_계_80~89세,"8,515","1,653",611,304,603,463,403,795,453,231,628,710,"1,154",507
2020년07월_계_90~99세,"1,033",220,86,46,81,76,53,73,69,24,81,65,102,57
2020년07월_계_100세 이상,59,9,2,2,9,7,8,2,3,0,10,2,5,0
2020년07월_남_총인구수,"176,482","59,000","17,908","1,737","6,666","4,487","6,169","16,463","11,682","4,590","14,991","9,994","15,199","7,596"
2020년07월_남_연령구간인구수,"176,482","59,000","17,908","1,737","6,666","4,487","6,169","16,463","11,682","4,590","14,991","9,994","15,199","7,596"
2020년07월_남_0~9세,"18,189","8,363","2,577",47,283,99,248,"1,412",738,387,"1,298",755,"1,338",644
2020년07월_남_10~19세,"17,633","6,287","1,379",47,443,345,380,"2,271",970,478,"1,711",908,"1,708",706
2020년07월_남_20~29세,"21,876","7,118","1,854",97,797,537,872,"2,447","1,887",543,"1,860","1,184","1,731",949
2020년07월_남_30~39세,"25,955","10,718","3,413",138,649,357,743,"1,724","1,774",633,"1,883","1,249","1,679",995
2020년07월_남_40~49세,"30,727","10,765","3,358",175,905,513,844,"2,889","1,880",842,"2,874","1,708","2,787","1,187"
2020년07월_남_50~59세,"29,468","8,154","2,387",341,"1,459","1,047","1,289","3,053","2,289",833,"2,669","1,926","2,606","1,415"
2020년07월_남_60~69세,"20,227","5,047","1,831",477,"1,308",996,"1,170","1,507","1,506",557,"1,698","1,370","1,754","1,006"
2020년07월_남_70~79세,"9,254","1,990",885,302,601,425,472,835,493,245,762,638,"1,117",489
2020년07월_남_80~89세,"2,925",522,205,103,201,149,134,310,125,71,222,238,452,193
2020년07월_남_90~99세,218,35,19,10,17,19,16,14,18,1,14,18,25,12
2020년07월_남_100세 이상,10,1,0,0,3,0,1,1,2,0,0,0,2,0
2020년07월_여_총인구수,"175,169","60,218","17,443","1,653","6,415","4,030","5,431","17,487","10,637","4,533","13,826","10,062","15,895","7,539"
2020년07월_여_연령구간인구수,"175,169","60,218","17,443","1,653","6,415","4,030","5,431","17,487","10,637","4,533","13,826","10,062","15,895","7,539"
2020년07월_여_0~9세,"17,380","8,049","2,438",39,282,103,227,"1,325",708,384,"1,222",743,"1,277",583
2020년07월_여_10~19세,"16,605","5,893","1,373",60,443,275,275,"2,091",865,553,"1,625",854,"1,628",670
2020년07월_여_20~29세,"18,978","7,235","1,546",70,561,353,585,"2,192","1,362",481,"1,390",983,"1,456",764
2020년07월_여_30~39세,"24,699","10,964","3,363",73,487,250,532,"1,831","1,333",517,"1,638","1,145","1,661",905
2020년07월_여_40~49세,"29,660","10,641","2,860",118,805,450,644,"3,437","1,669",817,"2,597","1,660","2,772","1,190"
2020년07월_여_50~59세,"29,001","8,527","2,440",295,"1,370",914,"1,208","3,108","2,333",740,"2,243","1,859","2,552","1,412"
2020년07월_여_60~69세,"20,956","5,234","2,033",446,"1,211",850,"1,118","1,808","1,340",554,"1,718","1,414","2,202","1,028"
2020년07월_여_70~79세,"11,436","2,351",915,313,784,457,529,"1,150",647,304,910,883,"1,565",628
2020년07월_여_80~89세,"5,590","1,131",406,201,402,314,269,485,328,160,406,472,702,314
2020년07월_여_90~99세,815,185,67,36,64,57,37,59,51,23,67,47,77,45
2020년07월_여_100세 이상,49,8,2,2,6,7,7,1,1,0,10,2,3,0
2020년08월_계_총인구수,"351,691","119,356","35,370","3,422","13,056","8,521","11,617","33,823","22,372","9,115","28,708","20,116","31,059","15,156"
2020년08월_계_연령구간인구수,"351,691","119,356","35,370","3,422","13,056","8,521","11,617","33,823","22,372","9,115","28,708","20,116","31,059","15,156"
2020년08월_계_0~9세,"35,417","16,366","5,019",87,556,199,480,"2,712","1,435",768,"2,489","1,489","2,588","1,229"
2020년08월_계_10~19세,"34,279","12,249","2,777",118,883,609,653,"4,331","1,844","1,034","3,315","1,785","3,318","1,363"
2020년08월_계_20~29세,"40,731","14,313","3,366",166,"1,362",894,"1,447","4,611","3,258","1,021","3,237","2,172","3,184","1,700"
2020년08월_계_30~39세,"50,396","21,611","6,724",209,"1,116",620,"1,279","3,515","3,106","1,142","3,482","2,373","3,311","1,908"
2020년08월_계_40~49세,"60,487","21,488","6,282",301,"1,702",958,"1,487","6,296","3,554","1,663","5,452","3,393","5,535","2,376"
2020년08월_계_50~59세,"58,480","16,719","4,812",637,"2,819","1,953","2,504","6,150","4,621","1,567","4,911","3,786","5,176","2,825"
2020년08월_계_60~69세,"41,493","10,358","3,887",929,"2,535","1,850","2,294","3,350","2,866","1,118","3,434","2,799","3,993","2,080"
2020년08월_계_70~79세,"20,750","4,358","1,810",621,"1,390",888,"1,005","1,985","1,152",547,"1,675","1,528","2,685","1,106"
2020년08월_계_80~89세,"8,559","1,668",606,305,601,464,404,794,462,230,625,723,"1,163",514
2020년08월_계_90~99세,"1,041",218,85,47,83,78,56,77,71,25,78,66,102,55
2020년08월_계_100세 이상,58,8,2,2,9,8,8,2,3,0,10,2,4,0
2020년08월_남_총인구수,"176,488","59,050","17,916","1,763","6,653","4,485","6,168","16,406","11,712","4,589","14,950","10,019","15,165","7,612"
2020년08월_남_연령구간인구수,"176,488","59,050","17,916","1,763","6,653","4,485","6,168","16,406","11,712","4,589","14,950","10,019","15,165","7,612"
2020년08월_남_0~9세,"18,098","8,326","2,586",47,275,98,248,"1,394",733,385,"1,287",749,"1,324",646
2020년08월_남_10~19세,"17,667","6,325","1,390",57,446,339,376,"2,266",977,478,"1,703",919,"1,692",699
2020년08월_남_20~29세,"21,804","7,087","1,835",99,799,533,869,"2,430","1,889",542,"1,847","1,189","1,737",948
2020년08월_남_30~39세,"25,860","10,693","3,383",136,641,365,745,"1,712","1,780",633,"1,876","1,240","1,655","1,001"
2020년08월_남_40~49세,"30,754","10,806","3,387",182,900,514,841,"2,872","1,874",841,"2,861","1,711","2,787","1,178"
2020년08월_남_50~59세,"29,478","8,179","2,382",338,"1,449","1,039","1,297","3,048","2,291",832,"2,669","1,936","2,602","1,416"
2020년08월_남_60~69세,"20,370","5,072","1,845",485,"1,317","1,000","1,168","1,521","1,516",559,"1,709","1,376","1,772","1,030"
2020년08월_남_70~79세,"9,291","2,001",885,307,602,428,471,838,502,246,764,642,"1,117",488
2020년08월_남_80~89세,"2,939",525,204,102,204,149,136,310,130,72,221,239,453,194
2020년08월_남_90~99세,217,35,19,10,17,20,16,14,18,1,13,18,24,12
2020년08월_남_100세 이상,10,1,0,0,3,0,1,1,2,0,0,0,2,0
2020년08월_여_총인구수,"175,203","60,306","17,454","1,659","6,403","4,036","5,449","17,417","10,660","4,526","13,758","10,097","15,894","7,544"
2020년08월_여_연령구간인구수,"175,203","60,306","17,454","1,659","6,403","4,036","5,449","17,417","10,660","4,526","13,758","10,097","15,894","7,544"
2020년08월_여_0~9세,"17,319","8,040","2,433",40,281,101,232,"1,318",702,383,"1,202",740,"1,264",583
2020년08월_여_10~19세,"16,612","5,924","1,387",61,437,270,277,"2,065",867,556,"1,612",866,"1,626",664
2020년08월_여_20~29세,"18,927","7,226","1,531",67,563,361,578,"2,181","1,369",479,"1,390",983,"1,447",752
2020년08월_여_30~39세,"24,536","10,918","3,341",73,475,255,534,"1,803","1,326",509,"1,606","1,133","1,656",907
2020년08월_여_40~49세,"29,733","10,682","2,895",119,802,444,646,"3,424","1,680",822,"2,591","1,682","2,748","1,198"
2020년08월_여_50~59세,"29,002","8,540","2,430",299,"1,370",914,"1,207","3,102","2,330",735,"2,242","1,850","2,574","1,409"
2020년08월_여_60~69세,"21,123","5,286","2,042",444,"1,218",850,"1,126","1,829","1,350",559,"1,725","1,423","2,221","1,050"
2020년08월_여_70~79세,"11,459","2,357",925,314,788,460,534,"1,147",650,301,911,886,"1,568",618
2020년08월_여_80~89세,"5,620","1,143",402,203,397,315,268,484,332,158,404,484,710,320
2020년08월_여_90~99세,824,183,66,37,66,58,40,63,53,24,65,48,78,43
2020년08월_여_100세 이상,48,7,2,2,6,8,7,1,1,0,10,2,2,0
2020년09월_계_총인구수,"351,874","119,472","35,422","3,393","13,043","8,503","11,620","33,781","22,348","9,129","28,735","20,208","31,031","15,189"
2020년09월_계_연령구간인구수,"351,874","119,472","35,422","3,393","13,043","8,503","11,620","33,781","22,348","9,129","28,735","20,208","31,031","15,189"
2020년09월_계_0~9세,"35,212","16,307","4,968",85,552,197,472,"2,686","1,425",769,"2,474","1,468","2,576","1,233"
2020년09월_계_10~19세,"34,297","12,302","2,810",107,874,604,645,"4,308","1,824","1,027","3,328","1,813","3,302","1,353"
2020년09월_계_20~29세,"40,762","14,293","3,359",162,"1,368",903,"1,467","4,615","3,265","1,022","3,228","2,174","3,197","1,709"
2020년09월_계_30~39세,"50,129","21,533","6,685",211,"1,102",602,"1,273","3,492","3,090","1,136","3,465","2,370","3,267","1,903"
2020년09월_계_40~49세,"60,494","21,561","6,320",290,"1,703",956,"1,483","6,253","3,528","1,675","5,448","3,388","5,520","2,369"
2020년09월_계_50~59세,"58,586","16,730","4,822",626,"2,800","1,945","2,498","6,187","4,641","1,560","4,927","3,824","5,190","2,836"
2020년09월_계_60~69세,"41,829","10,459","3,928",926,"2,553","1,851","2,302","3,373","2,892","1,127","3,472","2,832","4,019","2,095"
2020년09월_계_70~79세,"20,822","4,379","1,824",632,"1,393",896,"1,008","1,984","1,146",555,"1,676","1,534","2,678","1,117"
2020년09월_계_80~89세,"8,635","1,679",618,304,607,465,409,802,467,232,629,733,"1,173",517
2020년09월_계_90~99세,"1,049",221,86,48,82,76,55,79,67,26,77,70,105,57
2020년09월_계_100세 이상,59,8,2,2,9,8,8,2,3,0,11,2,4,0
2020년09월_남_총인구수,"176,549","59,086","17,961","1,755","6,641","4,475","6,166","16,392","11,693","4,591","14,970","10,075","15,141","7,603"
2020년09월_남_연령구간인구수,"176,549","59,086","17,961","1,755","6,641","4,475","6,166","16,392","11,693","4,591","14,970","10,075","15,141","7,603"
2020년09월_남_0~9세,"18,004","8,303","2,559",48,271,99,243,"1,381",730,383,"1,287",742,"1,311",647
2020년09월_남_10~19세,"17,645","6,335","1,408",51,440,335,369,"2,246",965,473,"1,708",928,"1,692",695
2020년09월_남_20~29세,"21,832","7,072","1,841",96,804,542,880,"2,442","1,886",547,"1,847","1,191","1,735",949
2020년09월_남_30~39세,"25,709","10,651","3,364",138,629,348,743,"1,709","1,769",626,"1,867","1,250","1,621",994
2020년09월_남_40~49세,"30,741","10,841","3,411",178,902,512,829,"2,849","1,858",848,"2,853","1,710","2,785","1,165"
2020년09월_남_50~59세,"29,547","8,182","2,390",334,"1,442","1,034","1,305","3,068","2,302",825,"2,676","1,962","2,610","1,417"
2020년09월_남_60~69세,"20,533","5,119","1,868",484,"1,321","1,004","1,173","1,536","1,529",563,"1,729","1,387","1,787","1,033"
2020년09월_남_70~79세,"9,334","2,016",893,314,607,430,471,827,504,252,764,643,"1,118",495
2020년09월_남_80~89세,"2,972",530,208,101,205,152,136,318,130,73,226,243,454,196
2020년09월_남_90~99세,221,36,19,11,17,19,16,15,18,1,12,19,26,12
2020년09월_남_100세 이상,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2020년09월_여_총인구수,"175,325","60,386","17,461","1,638","6,402","4,028","5,454","17,389","10,655","4,538","13,765","10,133","15,890","7,586"
2020년09월_여_연령구간인구수,"175,325","60,386","17,461","1,638","6,402","4,028","5,454","17,389","10,655","4,538","13,765","10,133","15,890","7,586"
2020년09월_여_0~9세,"17,208","8,004","2,409",37,281,98,229,"1,305",695,386,"1,187",726,"1,265",586
2020년09월_여_10~19세,"16,652","5,967","1,402",56,434,269,276,"2,062",859,554,"1,620",885,"1,610",658
2020년09월_여_20~29세,"18,930","7,221","1,518",66,564,361,587,"2,173","1,379",475,"1,381",983,"1,462",760
2020년09월_여_30~39세,"24,420","10,882","3,321",73,473,254,530,"1,783","1,321",510,"1,598","1,120","1,646",909
2020년09월_여_40~49세,"29,753","10,720","2,909",112,801,444,654,"3,404","1,670",827,"2,595","1,678","2,735","1,204"
2020년09월_여_50~59세,"29,039","8,548","2,432",292,"1,358",911,"1,193","3,119","2,339",735,"2,251","1,862","2,580","1,419"
2020년09월_여_60~69세,"21,296","5,340","2,060",442,"1,232",847,"1,129","1,837","1,363",564,"1,743","1,445","2,232","1,062"
2020년09월_여_70~79세,"11,488","2,363",931,318,786,466,537,"1,157",642,303,912,891,"1,560",622
2020년09월_여_80~89세,"5,663","1,149",410,203,402,313,273,484,337,159,403,490,719,321
2020년09월_여_90~99세,828,185,67,37,65,57,39,64,49,25,65,51,79,45
2020년09월_여_100세 이상,48,7,2,2,6,8,7,1,1,0,10,2,2,0
2020년10월_계_총인구수,"351,910","119,510","35,406","3,370","13,008","8,476","11,586","33,735","22,384","9,153","28,717","20,278","31,055","15,232"
2020년10월_계_연령구간인구수,"351,910","119,510","35,406","3,370","13,008","8,476","11,586","33,735","22,384","9,153","28,717","20,278","31,055","15,232"
2020년10월_계_0~9세,"34,954","16,189","4,940",86,552,189,469,"2,653","1,424",770,"2,457","1,440","2,549","1,236"
2020년10월_계_10~19세,"34,320","12,381","2,808",101,866,594,642,"4,294","1,827","1,016","3,312","1,824","3,301","1,354"
2020년10월_계_20~29세,"40,821","14,329","3,335",165,"1,347",898,"1,453","4,619","3,256","1,035","3,252","2,198","3,211","1,723"
2020년10월_계_30~39세,"49,696","21,333","6,629",210,"1,090",594,"1,258","3,463","3,086","1,146","3,403","2,347","3,239","1,898"
2020년10월_계_40~49세,"60,655","21,695","6,357",282,"1,698",950,"1,483","6,244","3,528","1,673","5,458","3,408","5,522","2,357"
2020년10월_계_50~59세,"58,583","16,737","4,824",609,"2,792","1,935","2,492","6,169","4,642","1,555","4,932","3,844","5,214","2,838"
2020년10월_계_60~69세,"42,144","10,525","3,969",929,"2,558","1,867","2,312","3,401","2,919","1,146","3,496","2,858","4,043","2,121"
2020년10월_계_70~79세,"20,933","4,391","1,834",635,"1,403",898,"1,012","1,998","1,159",557,"1,690","1,551","2,688","1,117"
2020년10월_계_80~89세,"8,682","1,694",620,303,609,465,402,812,472,228,631,731,"1,185",530
2020년10월_계_90~99세,"1,063",228,88,48,84,78,55,80,68,27,75,75,99,58
2020년10월_계_100세 이상,59,8,2,2,9,8,8,2,3,0,11,2,4,0
2020년10월_남_총인구수,"176,551","59,113","17,954","1,743","6,616","4,460","6,145","16,375","11,698","4,608","14,950","10,125","15,155","7,609"
2020년10월_남_연령구간인구수,"176,551","59,113","17,954","1,743","6,616","4,460","6,145","16,375","11,698","4,608","14,950","10,125","15,155","7,609"
2020년10월_남_0~9세,"17,873","8,237","2,540",48,272,97,243,"1,367",727,383,"1,280",729,"1,298",652
2020년10월_남_10~19세,"17,664","6,387","1,414",48,435,327,367,"2,241",962,469,"1,692",937,"1,695",690
2020년10월_남_20~29세,"21,843","7,102","1,821",96,794,536,867,"2,441","1,876",553,"1,858","1,210","1,735",954
2020년10월_남_30~39세,"25,521","10,548","3,344",138,625,345,738,"1,705","1,770",638,"1,831","1,234","1,614",991
2020년10월_남_40~49세,"30,818","10,909","3,433",174,902,506,822,"2,835","1,863",846,"2,864","1,724","2,785","1,155"
2020년10월_남_50~59세,"29,565","8,191","2,388",327,"1,433","1,028","1,306","3,067","2,303",821,"2,675","1,984","2,626","1,416"
2020년10월_남_60~69세,"20,645","5,143","1,884",484,"1,323","1,018","1,175","1,541","1,536",572,"1,740","1,395","1,792","1,042"
2020년10월_남_70~79세,"9,385","2,019",901,314,605,433,474,834,509,255,770,650,"1,124",497
2020년10월_남_80~89세,"3,003",537,210,104,207,151,134,328,133,70,226,242,460,201
2020년10월_남_90~99세,223,39,19,10,17,19,18,15,17,1,13,20,24,11
2020년10월_남_100세 이상,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2020년10월_여_총인구수,"175,359","60,397","17,452","1,627","6,392","4,016","5,441","17,360","10,686","4,545","13,767","10,153","15,900","7,623"
2020년10월_여_연령구간인구수,"175,359","60,397","17,452","1,627","6,392","4,016","5,441","17,360","10,686","4,545","13,767","10,153","15,900","7,623"
2020년10월_여_0~9세,"17,081","7,952","2,400",38,280,92,226,"1,286",697,387,"1,177",711,"1,251",584
2020년10월_여_10~19세,"16,656","5,994","1,394",53,431,267,275,"2,053",865,547,"1,620",887,"1,606",664
2020년10월_여_20~29세,"18,978","7,227","1,514",69,553,362,586,"2,178","1,380",482,"1,394",988,"1,476",769
2020년10월_여_30~39세,"24,175","10,785","3,285",72,465,249,520,"1,758","1,316",508,"1,572","1,113","1,625",907
2020년10월_여_40~49세,"29,837","10,786","2,924",108,796,444,661,"3,409","1,665",827,"2,594","1,684","2,737","1,202"
2020년10월_여_50~59세,"29,018","8,546","2,436",282,"1,359",907,"1,186","3,102","2,339",734,"2,257","1,860","2,588","1,422"
2020년10월_여_60~69세,"21,499","5,382","2,085",445,"1,235",849,"1,137","1,860","1,383",574,"1,756","1,463","2,251","1,079"
2020년10월_여_70~79세,"11,548","2,372",933,321,798,465,538,"1,164",650,302,920,901,"1,564",620
2020년10월_여_80~89세,"5,679","1,157",410,199,402,314,268,484,339,158,405,489,725,329
2020년10월_여_90~99세,840,189,69,38,67,59,37,65,51,26,62,55,75,47
2020년10월_여_100세 이상,48,7,2,2,6,8,7,1,1,0,10,2,2,0
2020년11월_계_총인구수,"351,797","119,630","35,387","3,360","12,968","8,424","11,551","33,684","22,379","9,166","28,698","20,313","31,015","15,222"
2020년11월_계_연령구간인구수,"351,797","119,630","35,387","3,360","12,968","8,424","11,551","33,684","22,379","9,166","28,698","20,313","31,015","15,222"
2020년11월_계_0~9세,"34,757","16,120","4,906",85,545,189,465,"2,622","1,414",766,"2,432","1,431","2,541","1,241"
2020년11월_계_10~19세,"34,263","12,421","2,829",101,862,538,634,"4,274","1,828","1,011","3,305","1,821","3,286","1,353"
2020년11월_계_20~29세,"40,786","14,347","3,307",166,"1,334",897,"1,436","4,629","3,257","1,038","3,257","2,203","3,197","1,718"
2020년11월_계_30~39세,"49,379","21,258","6,582",209,"1,090",584,"1,253","3,426","3,049","1,130","3,368","2,333","3,217","1,880"
2020년11월_계_40~49세,"60,742","21,776","6,386",277,"1,691",955,"1,491","6,214","3,526","1,678","5,455","3,413","5,510","2,370"
2020년11월_계_50~59세,"58,611","16,752","4,816",603,"2,773","1,926","2,483","6,188","4,649","1,567","4,937","3,873","5,211","2,833"
2020년11월_계_60~69세,"42,428","10,623","4,008",934,"2,569","1,871","2,313","3,424","2,938","1,163","3,528","2,866","4,063","2,128"
2020년11월_계_70~79세,"20,976","4,394","1,837",628,"1,407",904,"1,010","2,003","1,164",554,"1,693","1,560","2,704","1,118"
2020년11월_계_80~89세,"8,724","1,702",627,308,602,471,403,820,481,232,635,737,"1,182",524
2020년11월_계_90~99세,"1,072",229,87,47,86,81,55,82,70,27,77,74,100,57
2020년11월_계_100세 이상,59,8,2,2,9,8,8,2,3,0,11,2,4,0
2020년11월_남_총인구수,"176,428","59,171","17,938","1,738","6,600","4,419","6,119","16,338","11,698","4,606","14,943","10,149","15,129","7,580"
2020년11월_남_연령구간인구수,"176,428","59,171","17,938","1,738","6,600","4,419","6,119","16,338","11,698","4,606","14,943","10,149","15,129","7,580"
2020년11월_남_0~9세,"17,759","8,205","2,518",47,269,98,240,"1,348",724,379,"1,261",722,"1,294",654
2020년11월_남_10~19세,"17,620","6,404","1,421",48,431,287,361,"2,237",957,470,"1,693",934,"1,687",690
2020년11월_남_20~29세,"21,810","7,100","1,804",98,786,536,854,"2,438","1,888",550,"1,863","1,219","1,727",947
2020년11월_남_30~39세,"25,352","10,531","3,323",135,624,335,737,"1,683","1,746",628,"1,815","1,228","1,593",974
2020년11월_남_40~49세,"30,851","10,941","3,445",172,902,510,829,"2,815","1,865",847,"2,861","1,724","2,781","1,159"
2020년11월_남_50~59세,"29,584","8,194","2,387",324,"1,425","1,018","1,298","3,078","2,304",826,"2,683","2,005","2,627","1,415"
2020년11월_남_60~69세,"20,787","5,193","1,911",485,"1,332","1,025","1,172","1,555","1,545",580,"1,753","1,399","1,795","1,042"
2020년11월_남_70~79세,"9,415","2,024",898,312,607,438,473,839,511,253,775,656,"1,136",493
2020년11월_남_80~89세,"3,011",538,213,107,201,152,136,329,139,72,226,243,460,195
2020년11월_남_90~99세,228,40,18,10,20,20,18,15,17,1,12,19,27,11
2020년11월_남_100세 이상,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2020년11월_여_총인구수,"175,369","60,459","17,449","1,622","6,368","4,005","5,432","17,346","10,681","4,560","13,755","10,164","15,886","7,642"
2020년11월_여_연령구간인구수,"175,369","60,459","17,449","1,622","6,368","4,005","5,432","17,346","10,681","4,560","13,755","10,164","15,886","7,642"
2020년11월_여_0~9세,"16,998","7,915","2,388",38,276,91,225,"1,274",690,387,"1,171",709,"1,247",587
2020년11월_여_10~19세,"16,643","6,017","1,408",53,431,251,273,"2,037",871,541,"1,612",887,"1,599",663
2020년11월_여_20~29세,"18,976","7,247","1,503",68,548,361,582,"2,191","1,369",488,"1,394",984,"1,470",771
2020년11월_여_30~39세,"24,027","10,727","3,259",74,466,249,516,"1,743","1,303",502,"1,553","1,105","1,624",906
2020년11월_여_40~49세,"29,891","10,835","2,941",105,789,445,662,"3,399","1,661",831,"2,594","1,689","2,729","1,211"
2020년11월_여_50~59세,"29,027","8,558","2,429",279,"1,348",908,"1,185","3,110","2,345",741,"2,254","1,868","2,584","1,418"
2020년11월_여_60~69세,"21,641","5,430","2,097",449,"1,237",846,"1,141","1,869","1,393",583,"1,775","1,467","2,268","1,086"
2020년11월_여_70~79세,"11,561","2,370",939,316,800,466,537,"1,164",653,301,918,904,"1,568",625
2020년11월_여_80~89세,"5,713","1,164",414,201,401,319,267,491,342,160,409,494,722,329
2020년11월_여_90~99세,844,189,69,37,66,61,37,67,53,26,65,55,73,46
2020년11월_여_100세 이상,48,7,2,2,6,8,7,1,1,0,10,2,2,0
2020년12월_계_총인구수,"352,229","120,421","35,265","3,366","12,918","8,371","11,506","33,637","22,309","9,144","28,714","20,264","31,027","15,287"
2020년12월_계_연령구간인구수,"352,229","120,421","35,265","3,366","12,918","8,371","11,506","33,637","22,309","9,144","28,714","20,264","31,027","15,287"
2020년12월_계_0~9세,"34,597","16,119","4,855",86,542,191,450,"2,587","1,408",765,"2,395","1,403","2,534","1,262"
2020년12월_계_10~19세,"34,280","12,536","2,826",104,846,501,623,"4,272","1,823","1,008","3,313","1,810","3,274","1,344"
2020년12월_계_20~29세,"40,831","14,439","3,290",169,"1,318",871,"1,435","4,618","3,215","1,046","3,265","2,216","3,204","1,745"
2020년12월_계_30~39세,"49,219","21,305","6,521",206,"1,090",581,"1,242","3,423","3,042","1,116","3,342","2,292","3,199","1,860"
2020년12월_계_40~49세,"60,781","21,960","6,379",277,"1,677",952,"1,477","6,176","3,501","1,656","5,442","3,399","5,506","2,379"
2020년12월_계_50~59세,"58,726","16,895","4,788",599,"2,749","1,919","2,480","6,201","4,631","1,560","4,959","3,895","5,214","2,836"
2020년12월_계_60~69세,"42,785","10,772","4,047",941,"2,588","1,890","2,310","3,442","2,964","1,174","3,574","2,860","4,088","2,135"
2020년12월_계_70~79세,"21,083","4,438","1,838",622,"1,405",908,"1,020","2,003","1,171",561,"1,691","1,567","2,721","1,138"
2020년12월_계_80~89세,"8,781","1,716",634,312,607,472,405,826,482,230,643,744,"1,182",528
2020년12월_계_90~99세,"1,087",233,85,48,87,78,56,87,69,28,79,76,101,60
2020년12월_계_100세 이상,59,8,2,2,9,8,8,2,3,0,11,2,4,0
2020년12월_남_총인구수,"176,641","59,557","17,883","1,736","6,571","4,379","6,095","16,329","11,683","4,592","14,947","10,138","15,121","7,610"
2020년12월_남_연령구간인구수,"176,641","59,557","17,883","1,736","6,571","4,379","6,095","16,329","11,683","4,592","14,947","10,138","15,121","7,610"
2020년12월_남_0~9세,"17,680","8,198","2,503",48,267,98,230,"1,327",723,374,"1,240",714,"1,289",669
2020년12월_남_10~19세,"17,598","6,434","1,424",51,423,261,352,"2,233",956,470,"1,698",929,"1,677",690
2020년12월_남_20~29세,"21,869","7,161","1,796",98,775,525,854,"2,450","1,868",557,"1,872","1,227","1,733",953
2020년12월_남_30~39세,"25,291","10,568","3,283",131,628,335,734,"1,689","1,748",617,"1,799","1,201","1,588",970
2020년12월_남_40~49세,"30,869","11,023","3,447",169,894,499,824,"2,803","1,862",832,"2,850","1,732","2,775","1,159"
2020년12월_남_50~59세,"29,635","8,272","2,371",321,"1,411","1,018","1,299","3,072","2,287",825,"2,698","2,018","2,626","1,417"
2020년12월_남_60~69세,"20,958","5,263","1,927",491,"1,344","1,033","1,164","1,574","1,567",584,"1,775","1,389","1,805","1,042"
2020년12월_남_70~79세,"9,468","2,052",903,311,600,441,479,832,515,258,773,660,"1,141",503
2020년12월_남_80~89세,"3,030",544,212,106,206,150,139,333,139,73,228,248,456,196
2020년12월_남_90~99세,232,41,17,10,20,19,19,15,16,2,13,20,29,11
2020년12월_남_100세 이상,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2020년12월_여_총인구수,"175,588","60,864","17,382","1,630","6,347","3,992","5,411","17,308","10,626","4,552","13,767","10,126","15,906","7,677"
2020년12월_여_연령구간인구수,"175,588","60,864","17,382","1,630","6,347","3,992","5,411","17,308","10,626","4,552","13,767","10,126","15,906","7,677"
