카테고리,울산광역시 중구,울산광역시 중구 학성동,울산광역시 중구 반구1동,울산광역시 중구 반구2동,울산광역시 중구 복산1동,울산광역시 중구 복산2동,울산광역시 중구 중앙동,울산광역시 중구 우정동,울산광역시 중구 태화동,울산광역시 중구 다운동,울산광역시 중구 병영1동,울산광역시 중구 병영2동,울산광역시 중구 약사동,울산광역시 중구 성안동
2020년08월_여_70~79세,"7,611",688,499,389,265,326,854,835,849,932,714,579,192,489
2020년08월_여_80~89세,"3,317",269,215,156,92,164,365,385,363,471,268,263,78,228
2020년08월_여_90~99세,507,46,37,26,15,30,50,43,65,48,50,32,11,54
2020년08월_여_100세 이상,43,3,2,2,3,3,19,2,1,1,4,1,1,1
2020년09월_계_총인구수,"218,862","10,394","17,416","8,954","4,885","11,393","13,535","19,694","33,985","23,306","22,633","20,517","11,017","21,133"
2020년09월_계_연령구간인구수,"218,862","10,394","17,416","8,954","4,885","11,393","13,535","19,694","33,985","23,306","22,633","20,517","11,017","21,133"
2020년09월_계_0~9세,"16,968",461,"1,402",433,238,947,479,"1,372","3,561","1,129","1,497","2,040","1,339","2,070"
2020년09월_계_10~19세,"20,290",651,"1,332",616,325,"1,128",678,"1,630","3,648","2,156","2,348","1,907","1,297","2,574"
2020년09월_계_20~29세,"27,237","1,104","2,198","1,359",601,"1,516","1,632","2,433","3,967","3,243","3,015","2,329","1,363","2,477"
2020년09월_계_30~39세,"26,841","1,077","2,505","1,043",523,"1,628","1,372","2,461","4,482","2,116","2,330","2,875","1,722","2,707"
2020년09월_계_40~49세,"34,622","1,421","2,674","1,176",587,"1,787","1,676","2,898","6,003","3,562","3,389","3,367","1,840","4,242"
2020년09월_계_50~59세,"41,693","1,933","3,486","1,808",992,"2,085","2,671","3,655","5,910","5,078","4,824","3,742","1,960","3,549"
2020년09월_계_60~69세,"31,327","2,035","2,470","1,482",966,"1,396","2,838","3,130","4,173","3,537","3,367","2,754","1,002","2,177"
2020년09월_계_70~79세,"14,110","1,235",973,756,468,629,"1,517","1,452","1,627","1,730","1,366","1,060",352,945
2020년09월_계_80~89세,"5,103",422,329,248,156,237,584,604,535,693,436,403,126,330
2020년09월_계_90~99세,615,50,45,31,22,37,65,57,78,60,57,38,15,60
2020년09월_계_100세 이상,56,5,2,2,7,3,23,2,1,2,4,2,1,2
2020년09월_남_총인구수,"110,913","5,305","9,070","4,558","2,442","5,682","6,982","9,876","16,985","11,840","11,470","10,398","5,541","10,764"
2020년09월_남_연령구간인구수,"110,913","5,305","9,070","4,558","2,442","5,682","6,982","9,876","16,985","11,840","11,470","10,398","5,541","10,764"
2020년09월_남_0~9세,"8,777",236,722,238,134,467,252,741,"1,893",554,746,"1,029",687,"1,078"
2020년09월_남_10~19세,"10,836",334,692,321,167,611,358,870,"1,930","1,201","1,278","1,033",678,"1,363"
2020년09월_남_20~29세,"15,169",630,"1,224",738,330,816,908,"1,347","2,266","1,834","1,704","1,300",724,"1,348"
2020년09월_남_30~39세,"14,114",616,"1,380",587,302,875,837,"1,275","2,169","1,161","1,224","1,474",844,"1,370"
2020년09월_남_40~49세,"17,595",808,"1,438",607,303,871,936,"1,452","2,947","1,777","1,656","1,752",883,"2,165"
2020년09월_남_50~59세,"20,791","1,022","1,794",898,469,"1,006","1,358","1,823","2,797","2,547","2,404","1,834","1,004","1,835"
2020년09월_남_60~69세,"15,282",957,"1,222",709,464,657,"1,436","1,514","2,028","1,746","1,637","1,353",510,"1,049"
2020년09월_남_70~79세,"6,472",543,475,367,203,299,662,623,772,788,649,483,160,448
2020년09월_남_80~89세,"1,762",153,115,88,59,74,216,216,173,219,165,134,48,102
2020년09월_남_90~99세,103,5,8,5,7,6,15,15,10,12,7,5,3,5
2020년09월_남_100세 이상,12,1,0,0,4,0,4,0,0,1,0,1,0,1
2020년09월_여_총인구수,"107,949","5,089","8,346","4,396","2,443","5,711","6,553","9,818","17,000","11,466","11,163","10,119","5,476","10,369"
2020년09월_여_연령구간인구수,"107,949","5,089","8,346","4,396","2,443","5,711","6,553","9,818","17,000","11,466","11,163","10,119","5,476","10,369"
2020년09월_여_0~9세,"8,191",225,680,195,104,480,227,631,"1,668",575,751,"1,011",652,992
2020년09월_여_10~19세,"9,454",317,640,295,158,517,320,760,"1,718",955,"1,070",874,619,"1,211"
2020년09월_여_20~29세,"12,068",474,974,621,271,700,724,"1,086","1,701","1,409","1,311","1,029",639,"1,129"
2020년09월_여_30~39세,"12,727",461,"1,125",456,221,753,535,"1,186","2,313",955,"1,106","1,401",878,"1,337"
2020년09월_여_40~49세,"17,027",613,"1,236",569,284,916,740,"1,446","3,056","1,785","1,733","1,615",957,"2,077"
2020년09월_여_50~59세,"20,902",911,"1,692",910,523,"1,079","1,313","1,832","3,113","2,531","2,420","1,908",956,"1,714"
2020년09월_여_60~69세,"16,045","1,078","1,248",773,502,739,"1,402","1,616","2,145","1,791","1,730","1,401",492,"1,128"
2020년09월_여_70~79세,"7,638",692,498,389,265,330,855,829,855,942,717,577,192,497
2020년09월_여_80~89세,"3,341",269,214,160,97,163,368,388,362,474,271,269,78,228
2020년09월_여_90~99세,512,45,37,26,15,31,50,42,68,48,50,33,12,55
2020년09월_여_100세 이상,44,4,2,2,3,3,19,2,1,1,4,1,1,1
2020년10월_계_총인구수,"218,571","10,384","17,391","8,939","4,849","11,385","13,467","19,601","33,954","23,313","22,615","20,520","11,019","21,134"
2020년10월_계_연령구간인구수,"218,571","10,384","17,391","8,939","4,849","11,385","13,467","19,601","33,954","23,313","22,615","20,520","11,019","21,134"
2020년10월_계_0~9세,"16,843",463,"1,383",431,232,937,472,"1,372","3,525","1,117","1,489","2,037","1,333","2,052"
2020년10월_계_10~19세,"20,224",647,"1,327",610,322,"1,123",677,"1,620","3,664","2,131","2,331","1,913","1,292","2,567"
2020년10월_계_20~29세,"27,183","1,099","2,195","1,355",591,"1,511","1,616","2,425","3,956","3,251","3,019","2,315","1,367","2,483"
2020년10월_계_30~39세,"26,667","1,082","2,482","1,040",521,"1,627","1,356","2,444","4,434","2,119","2,333","2,844","1,712","2,673"
2020년10월_계_40~49세,"34,565","1,417","2,662","1,172",575,"1,797","1,676","2,885","6,002","3,540","3,370","3,381","1,836","4,252"
2020년10월_계_50~59세,"41,617","1,924","3,484","1,808",993,"2,076","2,649","3,616","5,911","5,088","4,806","3,732","1,972","3,558"
2020년10월_계_60~69세,"31,516","2,034","2,491","1,487",965,"1,402","2,846","3,128","4,201","3,568","3,402","2,790","1,008","2,194"
2020년10월_계_70~79세,"14,156","1,232",982,757,467,637,"1,510","1,448","1,639","1,744","1,361","1,064",355,960
2020년10월_계_80~89세,"5,126",429,339,245,155,234,577,603,543,692,444,405,127,333
2020년10월_계_90~99세,617,52,44,32,21,38,65,58,78,60,56,37,16,60
2020년10월_계_100세 이상,57,5,2,2,7,3,23,2,1,3,4,2,1,2
2020년10월_남_총인구수,"110,780","5,299","9,053","4,547","2,428","5,671","6,950","9,829","16,965","11,837","11,462","10,402","5,549","10,788"
2020년10월_남_연령구간인구수,"110,780","5,299","9,053","4,547","2,428","5,671","6,950","9,829","16,965","11,837","11,462","10,402","5,549","10,788"
2020년10월_남_0~9세,"8,706",239,713,238,134,458,249,738,"1,863",545,744,"1,032",685,"1,068"
2020년10월_남_10~19세,"10,807",335,692,318,164,608,360,867,"1,943","1,182","1,273","1,029",679,"1,357"
2020년10월_남_20~29세,"15,148",631,"1,217",734,323,814,894,"1,351","2,259","1,848","1,700","1,288",729,"1,360"
2020년10월_남_30~39세,"14,010",612,"1,369",582,303,872,831,"1,264","2,143","1,161","1,221","1,465",830,"1,357"
2020년10월_남_40~49세,"17,587",807,"1,432",607,297,874,937,"1,448","2,955","1,761","1,648","1,764",886,"2,171"
2020년10월_남_50~59세,"20,767","1,014","1,790",901,472,"1,005","1,348","1,808","2,789","2,552","2,395","1,824","1,016","1,853"
2020년10월_남_60~69세,"15,359",957,"1,230",709,463,656,"1,440","1,506","2,043","1,764","1,653","1,370",512,"1,056"
2020년10월_남_70~79세,"6,506",543,483,366,203,304,657,616,782,793,651,490,161,457
2020년10월_남_80~89세,"1,774",155,119,87,58,73,215,216,178,218,170,134,48,103
2020년10월_남_90~99세,104,5,8,5,7,7,15,15,10,12,7,5,3,5
2020년10월_남_100세 이상,12,1,0,0,4,0,4,0,0,1,0,1,0,1
2020년10월_여_총인구수,"107,791","5,085","8,338","4,392","2,421","5,714","6,517","9,772","16,989","11,476","11,153","10,118","5,470","10,346"
2020년10월_여_연령구간인구수,"107,791","5,085","8,338","4,392","2,421","5,714","6,517","9,772","16,989","11,476","11,153","10,118","5,470","10,346"
2020년10월_여_0~9세,"8,137",224,670,193,98,479,223,634,"1,662",572,745,"1,005",648,984
2020년10월_여_10~19세,"9,417",312,635,292,158,515,317,753,"1,721",949,"1,058",884,613,"1,210"
2020년10월_여_20~29세,"12,035",468,978,621,268,697,722,"1,074","1,697","1,403","1,319","1,027",638,"1,123"
2020년10월_여_30~39세,"12,657",470,"1,113",458,218,755,525,"1,180","2,291",958,"1,112","1,379",882,"1,316"
2020년10월_여_40~49세,"16,978",610,"1,230",565,278,923,739,"1,437","3,047","1,779","1,722","1,617",950,"2,081"
2020년10월_여_50~59세,"20,850",910,"1,694",907,521,"1,071","1,301","1,808","3,122","2,536","2,411","1,908",956,"1,705"
2020년10월_여_60~69세,"16,157","1,077","1,261",778,502,746,"1,406","1,622","2,158","1,804","1,749","1,420",496,"1,138"
2020년10월_여_70~79세,"7,650",689,499,391,264,333,853,832,857,951,710,574,194,503
2020년10월_여_80~89세,"3,352",274,220,158,97,161,362,387,365,474,274,271,79,230
2020년10월_여_90~99세,513,47,36,27,14,31,50,43,68,48,49,32,13,55
2020년10월_여_100세 이상,45,4,2,2,3,3,19,2,1,2,4,1,1,1
2020년11월_계_총인구수,"218,096","10,388","17,354","8,899","4,830","11,375","13,409","19,454","33,869","23,252","22,590","20,517","10,996","21,163"
2020년11월_계_연령구간인구수,"218,096","10,388","17,354","8,899","4,830","11,375","13,409","19,454","33,869","23,252","22,590","20,517","10,996","21,163"
2020년11월_계_0~9세,"16,705",459,"1,383",418,232,930,461,"1,358","3,485","1,105","1,484","2,033","1,322","2,035"
2020년11월_계_10~19세,"20,195",647,"1,322",605,322,"1,120",672,"1,604","3,666","2,110","2,342","1,925","1,295","2,565"
2020년11월_계_20~29세,"27,045","1,103","2,176","1,346",590,"1,510","1,605","2,384","3,934","3,252","2,993","2,293","1,367","2,492"
2020년11월_계_30~39세,"26,495","1,076","2,469","1,035",518,"1,626","1,343","2,425","4,396","2,092","2,314","2,840","1,688","2,673"
2020년11월_계_40~49세,"34,404","1,408","2,648","1,163",570,"1,792","1,653","2,859","5,988","3,489","3,372","3,378","1,840","4,244"
2020년11월_계_50~59세,"41,551","1,939","3,471","1,792",986,"2,077","2,638","3,603","5,893","5,094","4,791","3,717","1,975","3,575"
2020년11월_계_60~69세,"31,679","2,030","2,517","1,503",961,"1,405","2,854","3,121","4,233","3,593","3,413","2,822","1,004","2,223"
2020년11월_계_70~79세,"14,202","1,236",984,758,471,640,"1,514","1,440","1,648","1,757","1,372","1,061",360,961
2020년11월_계_80~89세,"5,145",430,338,247,154,236,582,602,545,696,448,406,126,335
2020년11월_계_90~99세,618,55,44,30,19,36,64,56,80,61,57,40,18,58
2020년11월_계_100세 이상,57,5,2,2,7,3,23,2,1,3,4,2,1,2
2020년11월_남_총인구수,"110,500","5,298","9,038","4,520","2,421","5,664","6,912","9,745","16,924","11,796","11,439","10,402","5,536","10,805"
2020년11월_남_연령구간인구수,"110,500","5,298","9,038","4,520","2,421","5,664","6,912","9,745","16,924","11,796","11,439","10,402","5,536","10,805"
2020년11월_남_0~9세,"8,620",231,713,231,136,450,241,728,"1,845",538,746,"1,031",679,"1,051"
2020년11월_남_10~19세,"10,789",336,688,318,165,606,353,859,"1,945","1,173","1,274","1,032",681,"1,359"
2020년11월_남_20~29세,"15,078",632,"1,211",725,319,817,898,"1,322","2,250","1,843","1,693","1,276",731,"1,361"
2020년11월_남_30~39세,"13,892",613,"1,360",577,302,874,811,"1,244","2,126","1,146","1,200","1,460",814,"1,365"
2020년11월_남_40~49세,"17,512",801,"1,426",599,297,871,921,"1,446","2,948","1,728","1,648","1,771",889,"2,167"
2020년11월_남_50~59세,"20,715","1,023","1,784",891,469,999,"1,344","1,796","2,775","2,559","2,382","1,814","1,018","1,861"
2020년11월_남_60~69세,"15,450",959,"1,242",717,461,663,"1,449","1,500","2,056","1,773","1,661","1,390",510,"1,069"
2020년11월_남_70~79세,"6,531",539,484,369,205,304,657,618,788,799,655,489,161,463
2020년11월_남_80~89세,"1,796",157,123,88,57,73,219,217,181,223,173,133,49,103
2020년11월_남_90~99세,105,6,7,5,6,7,15,15,10,13,7,5,4,5
2020년11월_남_100세 이상,12,1,0,0,4,0,4,0,0,1,0,1,0,1
2020년11월_여_총인구수,"107,596","5,090","8,316","4,379","2,409","5,711","6,497","9,709","16,945","11,456","11,151","10,115","5,460","10,358"
2020년11월_여_연령구간인구수,"107,596","5,090","8,316","4,379","2,409","5,711","6,497","9,709","16,945","11,456","11,151","10,115","5,460","10,358"
2020년11월_여_0~9세,"8,085",228,670,187,96,480,220,630,"1,640",567,738,"1,002",643,984
2020년11월_여_10~19세,"9,406",311,634,287,157,514,319,745,"1,721",937,"1,068",893,614,"1,206"
2020년11월_여_20~29세,"11,967",471,965,621,271,693,707,"1,062","1,684","1,409","1,300","1,017",636,"1,131"
2020년11월_여_30~39세,"12,603",463,"1,109",458,216,752,532,"1,181","2,270",946,"1,114","1,380",874,"1,308"
2020년11월_여_40~49세,"16,892",607,"1,222",564,273,921,732,"1,413","3,040","1,761","1,724","1,607",951,"2,077"
2020년11월_여_50~59세,"20,836",916,"1,687",901,517,"1,078","1,294","1,807","3,118","2,535","2,409","1,903",957,"1,714"
2020년11월_여_60~69세,"16,229","1,071","1,275",786,500,742,"1,405","1,621","2,177","1,820","1,752","1,432",494,"1,154"
2020년11월_여_70~79세,"7,671",697,500,389,266,336,857,822,860,958,717,572,199,498
2020년11월_여_80~89세,"3,349",273,215,159,97,163,363,385,364,473,275,273,77,232
2020년11월_여_90~99세,513,49,37,25,13,29,49,41,70,48,50,35,14,53
2020년11월_여_100세 이상,45,4,2,2,3,3,19,2,1,2,4,1,1,1
2020년12월_계_총인구수,"217,595","10,414","17,313","8,842","4,810","11,382","13,296","19,348","33,809","23,196","22,544","20,522","10,960","21,159"
2020년12월_계_연령구간인구수,"217,595","10,414","17,313","8,842","4,810","11,382","13,296","19,348","33,809","23,196","22,544","20,522","10,960","21,159"
2020년12월_계_0~9세,"16,638",465,"1,374",414,227,924,439,"1,357","3,468","1,100","1,495","2,028","1,323","2,024"
2020년12월_계_10~19세,"20,118",656,"1,313",595,317,"1,128",660,"1,589","3,659","2,088","2,327","1,928","1,293","2,565"
2020년12월_계_20~29세,"26,816","1,090","2,181","1,319",588,"1,509","1,592","2,344","3,899","3,243","2,964","2,272","1,338","2,477"
2020년12월_계_30~39세,"26,371","1,080","2,434","1,029",513,"1,626","1,318","2,415","4,390","2,072","2,310","2,851","1,685","2,648"
2020년12월_계_40~49세,"34,258","1,426","2,651","1,149",568,"1,783","1,621","2,836","5,979","3,452","3,346","3,384","1,825","4,238"
2020년12월_계_50~59세,"41,403","1,914","3,443","1,786",978,"2,071","2,624","3,594","5,874","5,087","4,781","3,693","1,974","3,584"
2020년12월_계_60~69세,"31,856","2,043","2,534","1,503",966,"1,420","2,853","3,111","4,258","3,624","3,427","2,849","1,017","2,251"
2020년12월_계_70~79세,"14,282","1,247",999,765,472,645,"1,515","1,438","1,659","1,763","1,384","1,067",359,969
2020년12월_계_80~89세,"5,163",431,338,250,156,236,583,602,540,702,447,407,127,344
2020년12월_계_90~99세,630,56,44,30,18,37,68,60,81,62,58,41,18,57
2020년12월_계_100세 이상,60,6,2,2,7,3,23,2,2,3,5,2,1,2
2020년12월_남_총인구수,"110,201","5,317","9,004","4,495","2,411","5,668","6,841","9,696","16,882","11,763","11,428","10,395","5,506","10,795"
2020년12월_남_연령구간인구수,"110,201","5,317","9,004","4,495","2,411","5,668","6,841","9,696","16,882","11,763","11,428","10,395","5,506","10,795"
2020년12월_남_0~9세,"8,579",238,702,229,133,446,230,725,"1,831",541,751,"1,032",677,"1,044"
2020년12월_남_10~19세,"10,738",336,684,312,164,612,344,855,"1,938","1,158","1,267","1,033",672,"1,363"
2020년12월_남_20~29세,"14,945",625,"1,211",710,319,815,892,"1,306","2,222","1,837","1,675","1,264",721,"1,348"
2020년12월_남_30~39세,"13,823",612,"1,333",580,298,876,793,"1,242","2,127","1,137","1,205","1,465",808,"1,347"
2020년12월_남_40~49세,"17,485",820,"1,430",595,297,868,902,"1,437","2,947","1,706","1,644","1,783",888,"2,168"
2020년12월_남_50~59세,"20,616","1,007","1,778",891,466,994,"1,340","1,787","2,761","2,551","2,379","1,793","1,006","1,863"
2020년12월_남_60~69세,"15,511",964,"1,244",713,462,666,"1,445","1,494","2,068","1,788","1,663","1,397",522,"1,085"
2020년12월_남_70~79세,"6,576",549,490,374,205,311,654,619,797,804,662,488,160,463
2020년12월_남_80~89세,"1,805",157,125,85,58,73,221,215,180,226,175,134,48,108
2020년12월_남_90~99세,110,7,7,6,5,7,16,16,11,14,7,5,4,5
2020년12월_남_100세 이상,13,2,0,0,4,0,4,0,0,1,0,1,0,1
2020년12월_여_총인구수,"107,394","5,097","8,309","4,347","2,399","5,714","6,455","9,652","16,927","11,433","11,116","10,127","5,454","10,364"
2020년12월_여_연령구간인구수,"107,394","5,097","8,309","4,347","2,399","5,714","6,455","9,652","16,927","11,433","11,116","10,127","5,454","10,364"
2020년12월_여_0~9세,"8,059",227,672,185,94,478,209,632,"1,637",559,744,996,646,980
2020년12월_여_10~19세,"9,380",320,629,283,153,516,316,734,"1,721",930,"1,060",895,621,"1,202"
2020년12월_여_20~29세,"11,871",465,970,609,269,694,700,"1,038","1,677","1,406","1,289","1,008",617,"1,129"
2020년12월_여_30~39세,"12,548",468,"1,101",449,215,750,525,"1,173","2,263",935,"1,105","1,386",877,"1,301"
2020년12월_여_40~49세,"16,773",606,"1,221",554,271,915,719,"1,399","3,032","1,746","1,702","1,601",937,"2,070"
2020년12월_여_50~59세,"20,787",907,"1,665",895,512,"1,077","1,284","1,807","3,113","2,536","2,402","1,900",968,"1,721"
2020년12월_여_60~69세,"16,345","1,079","1,290",790,504,754,"1,408","1,617","2,190","1,836","1,764","1,452",495,"1,166"
2020년12월_여_70~79세,"7,706",698,509,391,267,334,861,819,862,959,722,579,199,506
2020년12월_여_80~89세,"3,358",274,213,165,98,163,362,387,360,476,272,273,79,236
2020년12월_여_90~99세,520,49,37,24,13,30,52,44,70,48,51,36,14,52
2020년12월_여_100세 이상,47,4,2,2,3,3,19,2,2,2,5,1,1,1
2021년01월_계_총인구수,"217,191","10,450","17,274","8,846","4,781","11,353","13,309","19,226","33,694","23,122","22,511","20,499","10,966","21,160"
2021년01월_계_연령구간인구수,"217,191","10,450","17,274","8,846","4,781","11,353","13,309","19,226","33,694","23,122","22,511","20,499","10,966","21,160"
2021년01월_계_0~9세,"16,475",459,"1,363",418,217,914,441,"1,332","3,417","1,089","1,487","2,014","1,320","2,004"
2021년01월_계_10~19세,"20,097",663,"1,300",599,324,"1,122",656,"1,589","3,659","2,068","2,320","1,933","1,296","2,568"
2021년01월_계_20~29세,"26,670","1,107","2,166","1,309",580,"1,498","1,591","2,334","3,866","3,214","2,947","2,259","1,320","2,479"
2021년01월_계_30~39세,"26,222","1,087","2,426","1,025",510,"1,596","1,322","2,369","4,355","2,059","2,310","2,831","1,697","2,635"
2021년01월_계_40~49세,"34,148","1,422","2,649","1,155",559,"1,793","1,613","2,817","5,961","3,410","3,342","3,386","1,814","4,227"
2021년01월_계_50~59세,"41,252","1,917","3,410","1,777",977,"2,069","2,617","3,559","5,853","5,076","4,755","3,666","1,972","3,604"
2021년01월_계_60~69세,"32,097","2,054","2,565","1,507",956,"1,435","2,868","3,110","4,290","3,672","3,453","2,890","1,035","2,262"
2021년01월_계_70~79세,"14,343","1,249","1,012",769,476,645,"1,524","1,446","1,673","1,761","1,383","1,070",362,973
2021년01월_계_80~89세,"5,201",430,335,255,159,244,586,606,538,710,452,407,130,349
2021년01월_계_90~99세,627,56,45,30,16,34,69,62,80,61,57,41,19,57
2021년01월_계_100세 이상,59,6,3,2,7,3,22,2,2,2,5,2,1,2
2021년01월_남_총인구수,"109,997","5,341","8,977","4,503","2,403","5,653","6,848","9,632","16,816","11,735","11,416","10,383","5,514","10,776"
2021년01월_남_연령구간인구수,"109,997","5,341","8,977","4,503","2,403","5,653","6,848","9,632","16,816","11,735","11,416","10,383","5,514","10,776"
2021년01월_남_0~9세,"8,502",235,695,228,128,447,232,715,"1,806",534,752,"1,024",673,"1,033"
2021년01월_남_10~19세,"10,731",341,679,316,170,605,340,854,"1,939","1,150","1,264","1,033",675,"1,365"
2021년01월_남_20~29세,"14,846",630,"1,192",707,312,816,899,"1,303","2,193","1,821","1,662","1,257",721,"1,333"
2021년01월_남_30~39세,"13,753",614,"1,332",576,297,855,793,"1,225","2,114","1,132","1,202","1,452",813,"1,348"
2021년01월_남_40~49세,"17,430",816,"1,426",601,293,869,901,"1,428","2,927","1,690","1,644","1,792",884,"2,159"
2021년01월_남_50~59세,"20,546","1,018","1,771",888,469,993,"1,335","1,758","2,753","2,545","2,367","1,779",998,"1,872"
2021년01월_남_60~69세,"15,646",971,"1,255",714,458,674,"1,448","1,498","2,095","1,812","1,675","1,417",537,"1,092"
2021년01월_남_70~79세,"6,597",549,496,376,208,310,659,618,797,805,667,492,159,461
2021년01월_남_80~89세,"1,826",158,125,91,59,77,221,217,181,231,177,132,50,107
2021년01월_남_90~99세,107,7,6,6,5,7,16,16,11,14,6,4,4,5
2021년01월_남_100세 이상,13,2,0,0,4,0,4,0,0,1,0,1,0,1
2021년01월_여_총인구수,"107,194","5,109","8,297","4,343","2,378","5,700","6,461","9,594","16,878","11,387","11,095","10,116","5,452","10,384"
2021년01월_여_연령구간인구수,"107,194","5,109","8,297","4,343","2,378","5,700","6,461","9,594","16,878","11,387","11,095","10,116","5,452","10,384"
2021년01월_여_0~9세,"7,973",224,668,190,89,467,209,617,"1,611",555,735,990,647,971
2021년01월_여_10~19세,"9,366",322,621,283,154,517,316,735,"1,720",918,"1,056",900,621,"1,203"
2021년01월_여_20~29세,"11,824",477,974,602,268,682,692,"1,031","1,673","1,393","1,285","1,002",599,"1,146"
2021년01월_여_30~39세,"12,469",473,"1,094",449,213,741,529,"1,144","2,241",927,"1,108","1,379",884,"1,287"
2021년01월_여_40~49세,"16,718",606,"1,223",554,266,924,712,"1,389","3,034","1,720","1,698","1,594",930,"2,068"
2021년01월_여_50~59세,"20,706",899,"1,639",889,508,"1,076","1,282","1,801","3,100","2,531","2,388","1,887",974,"1,732"
2021년01월_여_60~69세,"16,451","1,083","1,310",793,498,761,"1,420","1,612","2,195","1,860","1,778","1,473",498,"1,170"
2021년01월_여_70~79세,"7,746",700,516,393,268,335,865,828,876,956,716,578,203,512
2021년01월_여_80~89세,"3,375",272,210,164,100,167,365,389,357,479,275,275,80,242
2021년01월_여_90~99세,520,49,39,24,11,27,53,46,69,47,51,37,15,52
2021년01월_여_100세 이상,46,4,3,2,3,3,18,2,2,1,5,1,1,1
2021년02월_계_총인구수,"216,523","10,451","17,255","8,829","4,731","11,360","13,235","19,130","33,568","23,026","22,437","20,471","10,923","21,107"
2021년02월_계_연령구간인구수,"216,523","10,451","17,255","8,829","4,731","11,360","13,235","19,130","33,568","23,026","22,437","20,471","10,923","21,107"
2021년02월_계_0~9세,"16,337",442,"1,355",408,217,911,435,"1,315","3,388","1,067","1,485","2,018","1,317","1,979"
2021년02월_계_10~19세,"19,946",665,"1,302",603,311,"1,118",647,"1,575","3,657","2,036","2,280","1,917","1,276","2,559"
2021년02월_계_20~29세,"26,376","1,103","2,147","1,272",567,"1,479","1,565","2,327","3,808","3,169","2,918","2,243","1,309","2,469"
2021년02월_계_30~39세,"26,057","1,091","2,420","1,030",508,"1,597","1,302","2,339","4,320","2,050","2,315","2,814","1,679","2,592"
2021년02월_계_40~49세,"34,090","1,423","2,648","1,164",555,"1,807","1,610","2,808","5,948","3,373","3,315","3,386","1,819","4,234"
2021년02월_계_50~59세,"41,105","1,909","3,391","1,768",954,"2,065","2,598","3,518","5,840","5,068","4,745","3,656","1,973","3,620"
2021년02월_계_60~69세,"32,285","2,057","2,595","1,518",963,"1,444","2,869","3,130","4,317","3,708","3,472","2,903","1,038","2,271"
2021년02월_계_70~79세,"14,396","1,262","1,020",768,474,656,"1,526","1,440","1,669","1,774","1,389","1,080",361,977
2021년02월_계_80~89세,"5,231",435,329,265,158,245,592,613,539,715,454,410,129,347
2021년02월_계_90~99세,640,58,46,31,17,35,68,63,80,64,59,42,21,56
2021년02월_계_100세 이상,60,6,2,2,7,3,23,2,2,2,5,2,1,3
2021년02월_남_총인구수,"109,644","5,338","8,973","4,483","2,389","5,653","6,804","9,575","16,748","11,689","11,376","10,362","5,492","10,762"
2021년02월_남_연령구간인구수,"109,644","5,338","8,973","4,483","2,389","5,653","6,804","9,575","16,748","11,689","11,376","10,362","5,492","10,762"
2021년02월_남_0~9세,"8,436",226,692,223,130,444,230,707,"1,800",526,743,"1,020",673,"1,022"
2021년02월_남_10~19세,"10,650",343,680,320,164,601,334,849,"1,931","1,130","1,249","1,024",666,"1,359"
2021년02월_남_20~29세,"14,669",625,"1,183",673,313,810,890,"1,286","2,153","1,799","1,639","1,255",718,"1,325"
2021년02월_남_30~39세,"13,689",616,"1,330",585,297,851,784,"1,207","2,098","1,130","1,212","1,444",800,"1,335"
2021년02월_남_40~49세,"17,406",816,"1,426",607,291,879,899,"1,428","2,919","1,665","1,626","1,794",888,"2,168"
2021년02월_남_50~59세,"20,476","1,014","1,760",879,452,991,"1,321","1,733","2,751","2,547","2,371","1,774",997,"1,886"
2021년02월_남_60~69세,"15,733",977,"1,269",722,462,676,"1,448","1,512","2,113","1,825","1,682","1,418",536,"1,093"
2021년02월_남_70~79세,"6,625",550,501,375,212,317,656,619,789,819,669,496,158,464
2021년02월_남_80~89세,"1,837",160,126,93,59,77,222,218,183,232,179,133,51,104
2021년02월_남_90~99세,110,9,6,6,5,7,16,16,11,15,6,3,5,5
2021년02월_남_100세 이상,13,2,0,0,4,0,4,0,0,1,0,1,0,1
2021년02월_여_총인구수,"106,879","5,113","8,282","4,346","2,342","5,707","6,431","9,555","16,820","11,337","11,061","10,109","5,431","10,345"
2021년02월_여_연령구간인구수,"106,879","5,113","8,282","4,346","2,342","5,707","6,431","9,555","16,820","11,337","11,061","10,109","5,431","10,345"
2021년02월_여_0~9세,"7,901",216,663,185,87,467,205,608,"1,588",541,742,998,644,957
2021년02월_여_10~19세,"9,296",322,622,283,147,517,313,726,"1,726",906,"1,031",893,610,"1,200"
2021년02월_여_20~29세,"11,707",478,964,599,254,669,675,"1,041","1,655","1,370","1,279",988,591,"1,144"
2021년02월_여_30~39세,"12,368",475,"1,090",445,211,746,518,"1,132","2,222",920,"1,103","1,370",879,"1,257"
2021년02월_여_40~49세,"16,684",607,"1,222",557,264,928,711,"1,380","3,029","1,708","1,689","1,592",931,"2,066"
2021년02월_여_50~59세,"20,629",895,"1,631",889,502,"1,074","1,277","1,785","3,089","2,521","2,374","1,882",976,"1,734"
2021년02월_여_60~69세,"16,552","1,080","1,326",796,501,768,"1,421","1,618","2,204","1,883","1,790","1,485",502,"1,178"
2021년02월_여_70~79세,"7,771",712,519,393,262,339,870,821,880,955,720,584,203,513
2021년02월_여_80~89세,"3,394",275,203,172,99,168,370,395,356,483,275,277,78,243
