카테고리,대구광역시 중구,대구광역시 중구 동인동,대구광역시 중구 삼덕동,대구광역시 중구 성내1동,대구광역시 중구 성내2동,대구광역시 중구 성내3동,대구광역시 중구 대신동,대구광역시 중구 남산1동,대구광역시 중구 남산2동,대구광역시 중구 남산3동,대구광역시 중구 남산4동,대구광역시 중구 대봉1동,대구광역시 중구 대봉2동
2020년08월_남_총인구수,"37,118","4,310","3,187","2,426","2,336","2,619","3,986","2,432","2,049","3,278","5,670","3,616","1,209"
2020년08월_남_연령구간인구수,"37,118","4,310","3,187","2,426","2,336","2,619","3,986","2,432","2,049","3,278","5,670","3,616","1,209"
2020년08월_남_0~9세,"2,738",163,239,88,72,286,439,150,120,330,513,298,40
2020년08월_남_10~19세,"2,618",244,184,117,103,124,308,150,143,271,584,299,91
2020년08월_남_20~29세,"5,741",737,821,599,405,328,445,404,310,336,699,521,136
2020년08월_남_30~39세,"5,702",644,652,446,326,540,693,327,320,488,703,449,114
2020년08월_남_40~49세,"5,501",623,471,291,269,371,609,345,288,553,928,563,190
2020년08월_남_50~59세,"5,647",709,338,341,395,374,597,410,349,513,842,569,210
2020년08월_남_60~69세,"4,689",607,243,290,408,335,513,327,239,392,716,431,188
2020년08월_남_70~79세,"3,110",400,160,173,255,196,269,233,192,282,482,294,174
2020년08월_남_80~89세,"1,238",164,72,65,92,57,104,81,81,104,186,171,61
2020년08월_남_90~99세,113,17,6,12,8,7,8,4,4,9,14,19,5
2020년08월_남_100세 이상,21,2,1,4,3,1,1,1,3,0,3,2,0
2020년08월_여_총인구수,"40,002","4,370","3,552","2,671","2,273","2,615","4,208","2,642","2,213","3,807","6,331","4,042","1,278"
2020년08월_여_연령구간인구수,"40,002","4,370","3,552","2,671","2,273","2,615","4,208","2,642","2,213","3,807","6,331","4,042","1,278"
2020년08월_여_0~9세,"2,567",181,241,80,58,295,466,124,124,272,433,250,43
2020년08월_여_10~19세,"2,486",245,195,124,98,108,253,158,137,259,513,327,69
2020년08월_여_20~29세,"6,254",763,"1,047",849,445,323,399,451,335,377,646,499,120
2020년08월_여_30~39세,"5,310",522,596,330,208,520,727,339,287,488,710,486,97
2020년08월_여_40~49세,"5,297",512,415,280,222,328,567,308,302,588,989,603,183
2020년08월_여_50~59세,"5,801",639,374,279,363,364,656,403,321,589,979,635,199
2020년08월_여_60~69세,"5,465",634,331,299,383,325,551,373,286,574,976,514,219
2020년08월_여_70~79세,"4,254",549,212,266,312,216,381,308,249,418,655,456,232
2020년08월_여_80~89세,"2,127",264,112,131,140,112,168,164,132,209,373,228,94
2020년08월_여_90~99세,361,51,22,30,33,20,30,13,29,28,51,38,16
2020년08월_여_100세 이상,80,10,7,3,11,4,10,1,11,5,6,6,6
2020년09월_계_총인구수,"77,030","8,650","6,747","5,105","4,600","5,226","8,181","5,048","4,304","7,074","11,968","7,634","2,493"
2020년09월_계_연령구간인구수,"77,030","8,650","6,747","5,105","4,600","5,226","8,181","5,048","4,304","7,074","11,968","7,634","2,493"
2020년09월_계_0~9세,"5,262",341,467,167,135,575,897,275,250,595,941,536,83
2020년09월_계_10~19세,"5,111",491,378,241,203,231,562,309,280,532,"1,089",634,161
2020년09월_계_20~29세,"11,976","1,475","1,887","1,460",836,656,848,844,646,709,"1,339","1,018",258
2020년09월_계_30~39세,"10,974","1,169","1,244",775,546,"1,054","1,401",664,616,969,"1,392",930,214
2020년09월_계_40~49세,"10,772","1,134",889,565,499,694,"1,175",649,595,"1,139","1,914","1,151",368
2020년09월_계_50~59세,"11,457","1,345",712,626,756,742,"1,254",807,673,"1,098","1,826","1,208",410
2020년09월_계_60~69세,"10,166","1,245",581,582,772,664,"1,074",700,532,978,"1,687",940,411
2020년09월_계_70~79세,"7,354",940,367,439,565,414,651,536,444,700,"1,146",750,402
2020년09월_계_80~89세,"3,379",432,188,199,232,166,269,245,221,312,555,404,156
2020년09월_계_90~99세,478,66,26,44,42,25,39,17,33,37,70,55,24
2020년09월_계_100세 이상,101,12,8,7,14,5,11,2,14,5,9,8,6
2020년09월_남_총인구수,"37,052","4,302","3,183","2,433","2,338","2,620","3,977","2,412","2,057","3,276","5,639","3,603","1,212"
2020년09월_남_연령구간인구수,"37,052","4,302","3,183","2,433","2,338","2,620","3,977","2,412","2,057","3,276","5,639","3,603","1,212"
2020년09월_남_0~9세,"2,716",164,234,87,73,283,437,151,122,329,507,288,41
2020년09월_남_10~19세,"2,612",243,182,116,104,124,309,148,139,272,580,303,92
2020년09월_남_20~29세,"5,732",729,817,610,400,337,445,395,308,335,697,522,137
2020년09월_남_30~39세,"5,668",641,651,442,336,532,684,323,316,484,695,448,116
2020년09월_남_40~49세,"5,481",624,475,288,270,374,607,347,293,548,916,555,184
2020년09월_남_50~59세,"5,664",711,337,349,398,375,597,406,348,517,844,571,211
2020년09월_남_60~69세,"4,690",609,246,285,397,334,517,324,244,398,715,431,190
2020년09월_남_70~79세,"3,111",400,160,174,255,197,271,231,195,282,482,292,172
2020년09월_남_80~89세,"1,246",163,74,66,94,57,101,82,85,102,186,173,63
2020년09월_남_90~99세,111,16,6,12,8,6,8,4,4,9,14,18,6
2020년09월_남_100세 이상,21,2,1,4,3,1,1,1,3,0,3,2,0
2020년09월_여_총인구수,"39,978","4,348","3,564","2,672","2,262","2,606","4,204","2,636","2,247","3,798","6,329","4,031","1,281"
2020년09월_여_연령구간인구수,"39,978","4,348","3,564","2,672","2,262","2,606","4,204","2,636","2,247","3,798","6,329","4,031","1,281"
2020년09월_여_0~9세,"2,546",177,233,80,62,292,460,124,128,266,434,248,42
2020년09월_여_10~19세,"2,499",248,196,125,99,107,253,161,141,260,509,331,69
2020년09월_여_20~29세,"6,244",746,"1,070",850,436,319,403,449,338,374,642,496,121
2020년09월_여_30~39세,"5,306",528,593,333,210,522,717,341,300,485,697,482,98
2020년09월_여_40~49세,"5,291",510,414,277,229,320,568,302,302,591,998,596,184
2020년09월_여_50~59세,"5,793",634,375,277,358,367,657,401,325,581,982,637,199
2020년09월_여_60~69세,"5,476",636,335,297,375,330,557,376,288,580,972,509,221
2020년09월_여_70~79세,"4,243",540,207,265,310,217,380,305,249,418,664,458,230
2020년09월_여_80~89세,"2,133",269,114,133,138,109,168,163,136,210,369,231,93
2020년09월_여_90~99세,367,50,20,32,34,19,31,13,29,28,56,37,18
2020년09월_여_100세 이상,80,10,7,3,11,4,10,1,11,5,6,6,6
2020년10월_계_총인구수,"76,849","8,614","6,724","5,101","4,596","5,192","8,160","5,068","4,309","7,047","11,922","7,654","2,462"
2020년10월_계_연령구간인구수,"76,849","8,614","6,724","5,101","4,596","5,192","8,160","5,068","4,309","7,047","11,922","7,654","2,462"
2020년10월_계_0~9세,"5,240",343,468,165,135,573,894,276,255,585,928,538,80
2020년10월_계_10~19세,"5,104",483,373,233,209,231,562,311,279,527,"1,091",649,156
2020년10월_계_20~29세,"11,910","1,464","1,871","1,463",829,645,837,847,645,707,"1,331","1,014",257
2020년10월_계_30~39세,"10,900","1,158","1,239",775,543,"1,052","1,393",655,619,965,"1,375",916,210
2020년10월_계_40~49세,"10,783","1,134",888,570,502,698,"1,174",661,599,"1,139","1,895","1,164",359
2020년10월_계_50~59세,"11,412","1,333",714,625,756,722,"1,242",805,674,"1,096","1,826","1,213",406
2020년10월_계_60~69세,"10,193","1,248",588,581,770,665,"1,081",708,534,973,"1,694",944,407
2020년10월_계_70~79세,"7,350",938,362,441,564,409,657,539,438,704,"1,148",750,400
2020년10월_계_80~89세,"3,378",436,186,197,231,167,270,248,222,309,555,400,157
2020년10월_계_90~99세,478,65,27,44,43,25,39,16,30,37,70,58,24
2020년10월_계_100세 이상,101,12,8,7,14,5,11,2,14,5,9,8,6
2020년10월_남_총인구수,"36,968","4,279","3,177","2,430","2,339","2,605","3,963","2,414","2,062","3,263","5,617","3,620","1,199"
2020년10월_남_연령구간인구수,"36,968","4,279","3,177","2,430","2,339","2,605","3,963","2,414","2,062","3,263","5,617","3,620","1,199"
2020년10월_남_0~9세,"2,700",163,234,85,70,284,437,149,124,328,499,287,40
2020년10월_남_10~19세,"2,624",241,182,115,105,124,312,148,137,268,586,316,90
2020년10월_남_20~29세,"5,705",726,817,612,400,328,436,396,310,334,692,516,138
2020년10월_남_30~39세,"5,631",634,649,439,339,531,676,316,320,482,685,447,113
2020년10월_남_40~49세,"5,482",627,473,291,267,376,608,353,292,548,907,562,178
2020년10월_남_50~59세,"5,635",696,338,345,400,365,590,406,348,514,842,579,212
2020년10월_남_60~69세,"4,700",614,248,284,397,337,521,326,245,394,720,427,187
2020년10월_남_70~79세,"3,105",396,156,177,256,194,271,234,194,284,481,292,170
2020년10월_남_80~89세,"1,252",164,72,66,93,59,103,81,85,102,189,173,65
2020년10월_남_90~99세,113,16,7,12,9,6,8,4,4,9,13,19,6
2020년10월_남_100세 이상,21,2,1,4,3,1,1,1,3,0,3,2,0
2020년10월_여_총인구수,"39,881","4,335","3,547","2,671","2,257","2,587","4,197","2,654","2,247","3,784","6,305","4,034","1,263"
2020년10월_여_연령구간인구수,"39,881","4,335","3,547","2,671","2,257","2,587","4,197","2,654","2,247","3,784","6,305","4,034","1,263"
2020년10월_여_0~9세,"2,540",180,234,80,65,289,457,127,131,257,429,251,40
2020년10월_여_10~19세,"2,480",242,191,118,104,107,250,163,142,259,505,333,66
2020년10월_여_20~29세,"6,205",738,"1,054",851,429,317,401,451,335,373,639,498,119
2020년10월_여_30~39세,"5,269",524,590,336,204,521,717,339,299,483,690,469,97
2020년10월_여_40~49세,"5,301",507,415,279,235,322,566,308,307,591,988,602,181
2020년10월_여_50~59세,"5,777",637,376,280,356,357,652,399,326,582,984,634,194
2020년10월_여_60~69세,"5,493",634,340,297,373,328,560,382,289,579,974,517,220
2020년10월_여_70~79세,"4,245",542,206,264,308,215,386,305,244,420,667,458,230
2020년10월_여_80~89세,"2,126",272,114,131,138,108,167,167,137,207,366,227,92
2020년10월_여_90~99세,365,49,20,32,34,19,31,12,26,28,57,39,18
2020년10월_여_100세 이상,80,10,7,3,11,4,10,1,11,5,6,6,6
2020년11월_계_총인구수,"76,727","8,545","6,746","5,078","4,605","5,181","8,092","5,094","4,324","7,058","11,929","7,640","2,435"
2020년11월_계_연령구간인구수,"76,727","8,545","6,746","5,078","4,605","5,181","8,092","5,094","4,324","7,058","11,929","7,640","2,435"
2020년11월_계_0~9세,"5,186",329,457,163,134,580,878,278,259,581,916,533,78
2020년11월_계_10~19세,"5,101",483,372,231,207,220,554,320,274,545,"1,078",659,158
2020년11월_계_20~29세,"11,892","1,449","1,879","1,469",819,638,829,857,647,702,"1,340","1,012",251
2020년11월_계_30~39세,"10,820","1,150","1,238",768,545,"1,044","1,380",651,628,947,"1,366",891,212
2020년11월_계_40~49세,"10,799","1,119",894,564,509,700,"1,172",665,599,"1,150","1,900","1,168",359
2020년11월_계_50~59세,"11,389","1,335",715,619,758,726,"1,219",807,681,"1,089","1,822","1,218",400
2020년11월_계_60~69세,"10,200","1,241",600,581,775,665,"1,070",706,533,985,"1,711",942,391
2020년11월_계_70~79세,"7,364",930,362,435,566,410,664,542,441,705,"1,156",752,401
2020년11월_계_80~89세,"3,397",433,192,195,235,168,275,250,218,313,562,401,155
2020년11월_계_90~99세,477,64,29,46,43,25,40,16,30,36,68,56,24
2020년11월_계_100세 이상,102,12,8,7,14,5,11,2,14,5,10,8,6
2020년11월_남_총인구수,"36,930","4,243","3,187","2,438","2,346","2,594","3,936","2,424","2,072","3,270","5,617","3,616","1,187"
2020년11월_남_연령구간인구수,"36,930","4,243","3,187","2,438","2,346","2,594","3,936","2,424","2,072","3,270","5,617","3,616","1,187"
2020년11월_남_0~9세,"2,686",157,232,85,71,287,435,149,122,330,495,284,39
2020년11월_남_10~19세,"2,635",246,182,118,103,121,307,152,137,275,583,320,91
2020년11월_남_20~29세,"5,696",714,817,628,398,319,431,403,312,333,691,517,133
2020년11월_남_30~39세,"5,600",628,648,436,343,526,671,315,323,471,689,434,116
2020년11월_남_40~49세,"5,487",622,479,288,269,374,609,349,290,557,906,565,179
2020년11월_남_50~59세,"5,616",699,334,338,402,365,580,408,360,509,834,580,207
2020년11월_남_60~69세,"4,698",605,255,287,397,338,513,328,241,400,726,427,181
2020년11월_남_70~79세,"3,116",394,158,176,256,197,275,233,197,283,483,294,170
2020년11월_남_80~89세,"1,261",161,73,66,94,60,106,82,83,103,194,174,65
2020년11월_남_90~99세,114,15,8,12,10,6,8,4,4,9,13,19,6
2020년11월_남_100세 이상,21,2,1,4,3,1,1,1,3,0,3,2,0
2020년11월_여_총인구수,"39,797","4,302","3,559","2,640","2,259","2,587","4,156","2,670","2,252","3,788","6,312","4,024","1,248"
2020년11월_여_연령구간인구수,"39,797","4,302","3,559","2,640","2,259","2,587","4,156","2,670","2,252","3,788","6,312","4,024","1,248"
2020년11월_여_0~9세,"2,500",172,225,78,63,293,443,129,137,251,421,249,39
2020년11월_여_10~19세,"2,466",237,190,113,104,99,247,168,137,270,495,339,67
2020년11월_여_20~29세,"6,196",735,"1,062",841,421,319,398,454,335,369,649,495,118
2020년11월_여_30~39세,"5,220",522,590,332,202,518,709,336,305,476,677,457,96
2020년11월_여_40~49세,"5,312",497,415,276,240,326,563,316,309,593,994,603,180
2020년11월_여_50~59세,"5,773",636,381,281,356,361,639,399,321,580,988,638,193
2020년11월_여_60~69세,"5,502",636,345,294,378,327,557,378,292,585,985,515,210
2020년11월_여_70~79세,"4,248",536,204,259,310,213,389,309,244,422,673,458,231
2020년11월_여_80~89세,"2,136",272,119,129,141,108,169,168,135,210,368,227,90
2020년11월_여_90~99세,363,49,21,34,33,19,32,12,26,27,55,37,18
2020년11월_여_100세 이상,81,10,7,3,11,4,10,1,11,5,7,6,6
2020년12월_계_총인구수,"76,547","8,525","6,736","5,075","4,591","5,158","8,094","5,097","4,323","7,041","11,859","7,654","2,394"
2020년12월_계_연령구간인구수,"76,547","8,525","6,736","5,075","4,591","5,158","8,094","5,097","4,323","7,041","11,859","7,654","2,394"
2020년12월_계_0~9세,"5,142",316,448,168,135,585,875,280,261,575,894,526,79
2020년12월_계_10~19세,"5,089",487,374,229,200,221,558,312,273,540,"1,078",662,155
2020년12월_계_20~29세,"11,864","1,445","1,880","1,464",816,629,821,873,656,701,"1,317","1,009",253
2020년12월_계_30~39세,"10,755","1,151","1,240",761,542,"1,038","1,379",649,623,935,"1,357",877,203
2020년12월_계_40~49세,"10,766","1,116",887,558,505,698,"1,176",664,595,"1,142","1,888","1,183",354
2020년12월_계_50~59세,"11,325","1,323",713,620,757,724,"1,209",801,676,"1,085","1,803","1,226",388
2020년12월_계_60~69세,"10,227","1,244",601,593,779,655,"1,077",702,538,984,"1,711",955,388
2020년12월_계_70~79세,"7,375",933,369,435,567,404,667,541,444,714,"1,166",745,390
2020년12월_계_80~89세,"3,413",432,187,194,231,174,281,256,211,323,566,405,153
2020년12월_계_90~99세,488,66,29,46,45,25,39,17,32,37,69,58,25
2020년12월_계_100세 이상,103,12,8,7,14,5,12,2,14,5,10,8,6
2020년12월_남_총인구수,"36,799","4,238","3,170","2,436","2,329","2,583","3,934","2,424","2,061","3,252","5,579","3,622","1,171"
2020년12월_남_연령구간인구수,"36,799","4,238","3,170","2,436","2,329","2,583","3,934","2,424","2,061","3,252","5,579","3,622","1,171"
2020년12월_남_0~9세,"2,655",148,226,85,69,288,434,148,124,324,487,281,41
2020년12월_남_10~19세,"2,631",251,184,116,100,123,313,149,138,270,576,320,91
2020년12월_남_20~29세,"5,660",714,805,624,383,320,421,408,310,332,685,516,142
2020년12월_남_30~39세,"5,567",632,650,433,344,518,672,317,315,465,684,430,107
2020년12월_남_40~49세,"5,470",618,477,288,269,375,612,349,291,551,900,565,175
2020년12월_남_50~59세,"5,597",701,336,338,405,362,570,409,355,509,824,588,200
2020년12월_남_60~69세,"4,719",601,255,294,397,334,520,325,245,406,727,434,181
2020년12월_남_70~79세,"3,106",397,157,175,257,194,277,231,197,281,485,292,163
2020년12월_남_80~89세,"1,256",158,71,67,92,62,105,84,79,105,194,174,65
2020년12월_남_90~99세,117,16,8,12,10,6,9,3,4,9,14,20,6
2020년12월_남_100세 이상,21,2,1,4,3,1,1,1,3,0,3,2,0
2020년12월_여_총인구수,"39,748","4,287","3,566","2,639","2,262","2,575","4,160","2,673","2,262","3,789","6,280","4,032","1,223"
2020년12월_여_연령구간인구수,"39,748","4,287","3,566","2,639","2,262","2,575","4,160","2,673","2,262","3,789","6,280","4,032","1,223"
2020년12월_여_0~9세,"2,487",168,222,83,66,297,441,132,137,251,407,245,38
2020년12월_여_10~19세,"2,458",236,190,113,100,98,245,163,135,270,502,342,64
2020년12월_여_20~29세,"6,204",731,"1,075",840,433,309,400,465,346,369,632,493,111
2020년12월_여_30~39세,"5,188",519,590,328,198,520,707,332,308,470,673,447,96
2020년12월_여_40~49세,"5,296",498,410,270,236,323,564,315,304,591,988,618,179
2020년12월_여_50~59세,"5,728",622,377,282,352,362,639,392,321,576,979,638,188
2020년12월_여_60~69세,"5,508",643,346,299,382,321,557,377,293,578,984,521,207
2020년12월_여_70~79세,"4,269",536,212,260,310,210,390,310,247,433,681,453,227
2020년12월_여_80~89세,"2,157",274,116,127,139,112,176,172,132,218,372,231,88
2020년12월_여_90~99세,371,50,21,34,35,19,30,14,28,28,55,38,19
2020년12월_여_100세 이상,82,10,7,3,11,4,11,1,11,5,7,6,6
2021년01월_계_총인구수,"76,382","8,462","6,733","5,083","4,564","5,144","8,118","5,094","4,327","7,036","11,830","7,636","2,355"
2021년01월_계_연령구간인구수,"76,382","8,462","6,733","5,083","4,564","5,144","8,118","5,094","4,327","7,036","11,830","7,636","2,355"
2021년01월_계_0~9세,"5,085",314,439,167,135,591,875,266,261,567,873,521,76
2021년01월_계_10~19세,"5,054",479,373,228,191,224,558,314,274,539,"1,062",662,150
2021년01월_계_20~29세,"11,860","1,425","1,886","1,478",808,623,821,877,648,708,"1,330","1,003",253
2021년01월_계_30~39세,"10,744","1,155","1,248",761,536,"1,023","1,394",645,633,922,"1,352",875,200
2021년01월_계_40~49세,"10,728","1,104",889,560,497,699,"1,176",668,596,"1,143","1,871","1,176",349
2021년01월_계_50~59세,"11,272","1,304",707,615,759,718,"1,211",791,672,"1,085","1,814","1,215",381
2021년01월_계_60~69세,"10,244","1,237",603,595,783,656,"1,087",713,535,983,"1,710",961,381
2021년01월_계_70~79세,"7,359",929,361,434,565,409,660,538,447,725,"1,168",742,381
2021년01월_계_80~89세,"3,439",434,189,192,231,171,285,263,212,326,569,414,153
2021년01월_계_90~99세,493,69,30,46,45,25,39,17,34,33,71,59,25
2021년01월_계_100세 이상,104,12,8,7,14,5,12,2,15,5,10,8,6
2021년01월_남_총인구수,"36,724","4,194","3,182","2,442","2,320","2,577","3,958","2,425","2,070","3,234","5,566","3,608","1,148"
2021년01월_남_연령구간인구수,"36,724","4,194","3,182","2,442","2,320","2,577","3,958","2,425","2,070","3,234","5,566","3,608","1,148"
2021년01월_남_0~9세,"2,628",145,224,84,69,291,435,141,125,322,480,274,38
2021년01월_남_10~19세,"2,601",246,185,115,94,121,314,149,140,266,564,318,89
2021년01월_남_20~29세,"5,682",695,818,638,384,319,426,412,311,330,692,517,140
2021년01월_남_30~39세,"5,548",636,655,432,341,512,675,320,316,455,672,428,106
2021년01월_남_40~49세,"5,449",608,477,286,266,378,616,350,291,546,897,561,173
2021년01월_남_50~59세,"5,570",693,334,332,410,360,571,404,353,508,829,583,193
2021년01월_남_60~69세,"4,729",600,254,298,393,333,528,329,247,404,730,435,178
2021년01월_남_70~79세,"3,109",395,153,175,256,194,275,230,198,288,489,294,162
2021년01월_남_80~89세,"1,268",156,73,66,94,62,108,86,81,107,196,176,63
2021년01월_남_90~99세,119,18,8,12,10,6,9,3,5,8,14,20,6
2021년01월_남_100세 이상,21,2,1,4,3,1,1,1,3,0,3,2,0
2021년01월_여_총인구수,"39,658","4,268","3,551","2,641","2,244","2,567","4,160","2,669","2,257","3,802","6,264","4,028","1,207"
2021년01월_여_연령구간인구수,"39,658","4,268","3,551","2,641","2,244","2,567","4,160","2,669","2,257","3,802","6,264","4,028","1,207"
2021년01월_여_0~9세,"2,457",169,215,83,66,300,440,125,136,245,393,247,38
2021년01월_여_10~19세,"2,453",233,188,113,97,103,244,165,134,273,498,344,61
2021년01월_여_20~29세,"6,178",730,"1,068",840,424,304,395,465,337,378,638,486,113
2021년01월_여_30~39세,"5,196",519,593,329,195,511,719,325,317,467,680,447,94
2021년01월_여_40~49세,"5,279",496,412,274,231,321,560,318,305,597,974,615,176
2021년01월_여_50~59세,"5,702",611,373,283,349,358,640,387,319,577,985,632,188
2021년01월_여_60~69세,"5,515",637,349,297,390,323,559,384,288,579,980,526,203
2021년01월_여_70~79세,"4,250",534,208,259,309,215,385,308,249,437,679,448,219
2021년01월_여_80~89세,"2,171",278,116,126,137,109,177,177,131,219,373,238,90
2021년01월_여_90~99세,374,51,22,34,35,19,30,14,29,25,57,39,19
2021년01월_여_100세 이상,83,10,7,3,11,4,11,1,12,5,7,6,6
2021년02월_계_총인구수,"76,159","8,447","6,725","5,098","4,529","5,137","8,095","5,068","4,318","7,026","11,838","7,588","2,290"
2021년02월_계_연령구간인구수,"76,159","8,447","6,725","5,098","4,529","5,137","8,095","5,068","4,318","7,026","11,838","7,588","2,290"
2021년02월_계_0~9세,"5,033",311,434,168,135,588,868,263,260,553,868,513,72
2021년02월_계_10~19세,"5,028",479,373,228,188,220,553,307,268,544,"1,072",651,145
2021년02월_계_20~29세,"11,794","1,420","1,873","1,487",794,614,822,875,645,715,"1,314",989,246
2021년02월_계_30~39세,"10,697","1,153","1,253",767,541,"1,013","1,363",639,636,908,"1,349",881,194
2021년02월_계_40~49세,"10,658","1,097",887,551,486,707,"1,184",660,600,"1,137","1,861","1,150",338
2021년02월_계_50~59세,"11,264","1,306",706,617,756,713,"1,214",780,663,"1,081","1,827","1,222",379
2021년02월_계_60~69세,"10,297","1,244",607,608,781,666,"1,093",717,538,994,"1,713",960,376
2021년02월_계_70~79세,"7,317",918,358,428,557,411,656,545,441,728,"1,173",733,369
2021년02월_계_80~89세,"3,468",436,195,192,233,175,288,262,218,328,580,419,142
2021년02월_계_90~99세,499,71,31,45,44,24,42,18,34,33,72,62,23
2021년02월_계_100세 이상,104,12,8,7,14,6,12,2,15,5,9,8,6
2021년02월_남_총인구수,"36,586","4,185","3,189","2,447","2,304","2,573","3,942","2,407","2,060","3,222","5,569","3,572","1,116"
2021년02월_남_연령구간인구수,"36,586","4,185","3,189","2,447","2,304","2,573","3,942","2,407","2,060","3,222","5,569","3,572","1,116"
2021년02월_남_0~9세,"2,592",143,220,85,68,287,431,138,125,310,477,271,37
2021년02월_남_10~19세,"2,586",249,183,115,94,117,311,147,136,267,570,310,87
2021년02월_남_20~29세,"5,641",689,821,635,375,317,428,409,308,335,685,504,135
2021년02월_남_30~39세,"5,544",634,665,435,348,511,658,320,316,448,672,432,105
2021년02월_남_40~49세,"5,394",603,476,282,256,379,622,340,293,543,892,544,164
2021년02월_남_50~59세,"5,561",693,335,333,409,358,571,400,346,508,831,584,193
2021년02월_남_60~69세,"4,763",609,254,306,394,336,530,331,250,408,734,435,176
2021년02월_남_70~79세,"3,082",386,151,172,254,198,269,231,195,286,492,291,157
2021년02월_남_80~89세,"1,280",158,75,68,93,63,112,86,83,108,200,177,57
2021년02월_남_90~99세,123,19,8,12,10,6,9,4,5,9,14,22,5
2021년02월_남_100세 이상,20,2,1,4,3,1,1,1,3,0,2,2,0
2021년02월_여_총인구수,"39,573","4,262","3,536","2,651","2,225","2,564","4,153","2,661","2,258","3,804","6,269","4,016","1,174"
2021년02월_여_연령구간인구수,"39,573","4,262","3,536","2,651","2,225","2,564","4,153","2,661","2,258","3,804","6,269","4,016","1,174"
2021년02월_여_0~9세,"2,441",168,214,83,67,301,437,125,135,243,391,242,35
2021년02월_여_10~19세,"2,442",230,190,113,94,103,242,160,132,277,502,341,58
2021년02월_여_20~29세,"6,153",731,"1,052",852,419,297,394,466,337,380,629,485,111
2021년02월_여_30~39세,"5,153",519,588,332,193,502,705,319,320,460,677,449,89
2021년02월_여_40~49세,"5,264",494,411,269,230,328,562,320,307,594,969,606,174
2021년02월_여_50~59세,"5,703",613,371,284,347,355,643,380,317,573,996,638,186
2021년02월_여_60~69세,"5,534",635,353,302,387,330,563,386,288,586,979,525,200
2021년02월_여_70~79세,"4,235",532,207,256,303,213,387,314,246,442,681,442,212
2021년02월_여_80~89세,"2,188",278,120,124,140,112,176,176,135,220,380,242,85
2021년02월_여_90~99세,376,52,23,33,34,18,33,14,29,24,58,40,18
2021년02월_여_100세 이상,84,10,7,3,11,5,11,1,12,5,7,6,6
2021년03월_계_총인구수,"75,647","8,395","6,702","5,050","4,490","5,077","8,051","5,074","4,310","6,994","11,764","7,548","2,192"
2021년03월_계_연령구간인구수,"75,647","8,395","6,702","5,050","4,490","5,077","8,051","5,074","4,310","6,994","11,764","7,548","2,192"
2021년03월_계_0~9세,"4,975",307,424,169,127,591,862,258,260,552,852,505,68
2021년03월_계_10~19세,"5,001",476,375,225,189,221,550,303,266,542,"1,069",642,143
2021년03월_계_20~29세,"11,719","1,428","1,875","1,479",788,583,815,885,639,707,"1,297",987,236
2021년03월_계_30~39세,"10,651","1,153","1,248",756,534,"1,020","1,348",632,640,910,"1,337",878,195
2021년03월_계_40~49세,"10,585","1,096",874,550,482,701,"1,176",661,605,"1,126","1,854","1,133",327
2021년03월_계_50~59세,"11,203","1,297",717,606,739,705,"1,204",785,657,"1,078","1,828","1,225",362
2021년03월_계_60~69세,"10,254","1,230",614,603,783,664,"1,094",716,533,987,"1,706",960,364
2021년03월_계_70~79세,"7,274",903,355,427,555,409,659,553,440,727,"1,169",732,345
2021년03월_계_80~89세,"3,430",428,190,191,235,162,289,261,219,329,571,422,133
2021년03월_계_90~99세,483,70,28,42,44,20,41,19,36,32,72,60,19
2021년03월_계_100세 이상,72,7,2,2,14,1,13,1,15,4,9,4,0
2021년03월_남_총인구수,"36,334","4,162","3,183","2,416","2,286","2,542","3,914","2,410","2,051","3,215","5,536","3,542","1,077"
2021년03월_남_연령구간인구수,"36,334","4,162","3,183","2,416","2,286","2,542","3,914","2,410","2,051","3,215","5,536","3,542","1,077"
2021년03월_남_0~9세,"2,556",140,216,85,63,287,427,137,124,311,467,264,35
2021년03월_남_10~19세,"2,565",246,184,111,93,117,310,144,134,266,568,307,85
2021년03월_남_20~29세,"5,615",693,826,626,383,302,424,416,307,334,676,495,133
2021년03월_남_30~39세,"5,502",633,659,424,340,513,648,314,316,449,666,432,108
2021년03월_남_40~49세,"5,368",602,469,283,255,378,619,340,294,540,894,537,157
2021년03월_남_50~59세,"5,536",693,340,329,400,353,568,401,341,508,833,584,186
2021년03월_남_60~69세,"4,744",601,256,306,397,336,528,331,247,406,729,437,170
2021년03월_남_70~79세,"3,060",378,150,171,249,196,267,238,196,284,494,289,148
2021년03월_남_80~89세,"1,261",158,74,70,93,57,113,84,84,109,193,175,51
2021년03월_남_90~99세,112,17,8,10,10,3,8,4,5,8,14,21,4
2021년03월_남_100세 이상,15,1,1,1,3,0,2,1,3,0,2,1,0
2021년03월_여_총인구수,"39,313","4,233","3,519","2,634","2,204","2,535","4,137","2,664","2,259","3,779","6,228","4,006","1,115"
2021년03월_여_연령구간인구수,"39,313","4,233","3,519","2,634","2,204","2,535","4,137","2,664","2,259","3,779","6,228","4,006","1,115"
2021년03월_여_0~9세,"2,419",167,208,84,64,304,435,121,136,241,385,241,33
2021년03월_여_10~19세,"2,436",230,191,114,96,104,240,159,132,276,501,335,58
2021년03월_여_20~29세,"6,104",735,"1,049",853,405,281,391,469,332,373,621,492,103
