카테고리,인천광역시 동구,인천광역시 동구 만석동,인천광역시 동구 화수1.화평동,인천광역시 동구 화수2동,인천광역시 동구 송현1.2동,인천광역시 동구 송현3동,인천광역시 동구 송림1동,인천광역시 동구 송림2동,인천광역시 동구 송림3.5동,인천광역시 동구 송림4동,인천광역시 동구 송림6동,인천광역시 동구 금창동
2020년10월_여_60~69세,"5,162",515,556,714,812,344,148,328,643,272,525,305
2020년10월_여_70~79세,"3,721",359,421,557,513,260,125,241,477,148,340,280
2020년10월_여_80~89세,"1,829",210,188,271,196,165,71,158,202,58,181,129
2020년10월_여_90~99세,332,38,43,37,35,13,12,25,41,18,46,24
2020년10월_여_100세 이상,50,7,9,5,6,0,1,4,6,2,6,4
2020년11월_계_총인구수,"62,747","7,146","6,254","7,915","10,786","3,775","1,702","3,022","8,092","4,154","6,802","3,099"
2020년11월_계_연령구간인구수,"62,747","7,146","6,254","7,915","10,786","3,775","1,702","3,022","8,092","4,154","6,802","3,099"
2020년11월_계_0~9세,"3,812",474,266,373,865,141,97,83,500,308,596,109
2020년11월_계_10~19세,"5,094",610,486,632,927,222,114,172,719,436,576,200
2020년11월_계_20~29세,"6,645",787,726,811,"1,210",415,172,277,838,468,619,322
2020년11월_계_30~39세,"6,927",807,562,782,"1,477",364,175,226,904,513,869,248
2020년11월_계_40~49세,"10,086","1,221",910,"1,234","1,834",524,263,385,"1,380",735,"1,169",431
2020년11월_계_50~59세,"10,165","1,187","1,080","1,299","1,617",691,254,518,"1,288",737,"1,036",458
2020년11월_계_60~69세,"9,987","1,063","1,080","1,362","1,515",702,298,622,"1,223",547,981,594
2020년11월_계_70~79세,"6,698",637,768,958,969,452,210,452,845,290,628,489
2020년11월_계_80~89세,"2,821",301,310,409,317,241,102,247,330,92,269,203
2020년11월_계_90~99세,439,49,55,48,44,23,16,34,58,23,53,36
2020년11월_계_100세 이상,73,10,11,7,11,0,1,6,7,5,6,9
2020년11월_남_총인구수,"31,690","3,679","3,162","3,919","5,343","1,934",839,"1,552","4,138","2,148","3,410","1,566"
2020년11월_남_연령구간인구수,"31,690","3,679","3,162","3,919","5,343","1,934",839,"1,552","4,138","2,148","3,410","1,566"
2020년11월_남_0~9세,"2,023",260,147,194,435,72,50,50,279,162,316,58
2020년11월_남_10~19세,"2,631",316,253,307,491,109,52,79,370,216,320,118
2020년11월_남_20~29세,"3,619",440,391,434,645,236,100,170,487,231,319,166
2020년11월_남_30~39세,"3,671",418,299,427,748,201,96,129,489,291,436,137
2020년11월_남_40~49세,"5,446",663,475,684,956,300,141,228,720,393,637,249
2020년11월_남_50~59세,"5,414",659,589,683,786,381,129,296,697,400,541,253
2020년11월_남_60~69세,"4,802",536,526,637,698,358,150,292,580,273,464,288
2020년11월_남_70~79세,"2,965",277,350,403,452,189,86,207,369,140,282,210
2020년11월_남_80~89세,986,94,118,138,118,78,30,90,128,33,88,71
2020년11월_남_90~99세,110,13,12,11,9,10,5,9,17,6,7,11
2020년11월_남_100세 이상,23,3,2,1,5,0,0,2,2,3,0,5
2020년11월_여_총인구수,"31,057","3,467","3,092","3,996","5,443","1,841",863,"1,470","3,954","2,006","3,392","1,533"
2020년11월_여_연령구간인구수,"31,057","3,467","3,092","3,996","5,443","1,841",863,"1,470","3,954","2,006","3,392","1,533"
2020년11월_여_0~9세,"1,789",214,119,179,430,69,47,33,221,146,280,51
2020년11월_여_10~19세,"2,463",294,233,325,436,113,62,93,349,220,256,82
2020년11월_여_20~29세,"3,026",347,335,377,565,179,72,107,351,237,300,156
2020년11월_여_30~39세,"3,256",389,263,355,729,163,79,97,415,222,433,111
2020년11월_여_40~49세,"4,640",558,435,550,878,224,122,157,660,342,532,182
2020년11월_여_50~59세,"4,751",528,491,616,831,310,125,222,591,337,495,205
2020년11월_여_60~69세,"5,185",527,554,725,817,344,148,330,643,274,517,306
2020년11월_여_70~79세,"3,733",360,418,555,517,263,124,245,476,150,346,279
2020년11월_여_80~89세,"1,835",207,192,271,199,163,72,157,202,59,181,132
2020년11월_여_90~99세,329,36,43,37,35,13,11,25,41,17,46,25
2020년11월_여_100세 이상,50,7,9,6,6,0,1,4,5,2,6,4
2020년12월_계_총인구수,"62,542","7,151","6,229","7,855","10,704","3,749","1,686","3,005","8,008","4,301","6,761","3,093"
2020년12월_계_연령구간인구수,"62,542","7,151","6,229","7,855","10,704","3,749","1,686","3,005","8,008","4,301","6,761","3,093"
2020년12월_계_0~9세,"3,742",465,258,363,846,139,93,84,479,320,585,110
2020년12월_계_10~19세,"5,029",608,491,619,914,218,111,174,693,431,570,200
2020년12월_계_20~29세,"6,640",782,720,806,"1,205",400,173,276,832,503,619,324
2020년12월_계_30~39세,"6,863",808,549,766,"1,452",363,167,221,891,549,851,246
2020년12월_계_40~49세,"9,993","1,216",898,"1,224","1,807",519,260,386,"1,347",746,"1,167",423
2020년12월_계_50~59세,"10,171","1,190","1,084","1,290","1,623",688,254,507,"1,287",755,"1,035",458
2020년12월_계_60~69세,"10,028","1,079","1,076","1,361","1,511",702,297,624,"1,230",574,986,588
2020년12월_계_70~79세,"6,710",642,772,954,972,454,212,445,846,297,623,493
2020년12월_계_80~89세,"2,846",302,315,415,319,241,102,246,338,96,265,207
2020년12월_계_90~99세,447,49,55,50,44,25,16,36,58,25,54,35
2020년12월_계_100세 이상,73,10,11,7,11,0,1,6,7,5,6,9
2020년12월_남_총인구수,"31,575","3,678","3,154","3,895","5,290","1,921",832,"1,539","4,097","2,220","3,387","1,562"
2020년12월_남_연령구간인구수,"31,575","3,678","3,154","3,895","5,290","1,921",832,"1,539","4,097","2,220","3,387","1,562"
2020년12월_남_0~9세,"1,964",251,144,189,422,72,48,50,263,160,307,58
2020년12월_남_10~19세,"2,608",316,255,304,484,106,51,82,357,214,319,120
2020년12월_남_20~29세,"3,616",437,391,430,638,226,99,169,487,253,318,168
2020년12월_남_30~39세,"3,655",423,292,422,735,202,92,126,488,314,428,133
2020년12월_남_40~49세,"5,394",659,470,680,940,298,142,228,702,394,636,245
2020년12월_남_50~59세,"5,415",662,594,676,791,377,125,289,699,409,539,254
2020년12월_남_60~69세,"4,823",543,521,640,696,360,152,290,583,288,466,284
2020년12월_남_70~79세,"2,964",277,352,401,451,190,88,202,370,144,279,210
2020년12월_남_80~89세,"1,003",94,121,140,119,80,30,92,130,35,88,74
2020년12월_남_90~99세,110,13,12,12,9,10,5,9,16,6,7,11
2020년12월_남_100세 이상,23,3,2,1,5,0,0,2,2,3,0,5
2020년12월_여_총인구수,"30,967","3,473","3,075","3,960","5,414","1,828",854,"1,466","3,911","2,081","3,374","1,531"
2020년12월_여_연령구간인구수,"30,967","3,473","3,075","3,960","5,414","1,828",854,"1,466","3,911","2,081","3,374","1,531"
2020년12월_여_0~9세,"1,778",214,114,174,424,67,45,34,216,160,278,52
2020년12월_여_10~19세,"2,421",292,236,315,430,112,60,92,336,217,251,80
2020년12월_여_20~29세,"3,024",345,329,376,567,174,74,107,345,250,301,156
2020년12월_여_30~39세,"3,208",385,257,344,717,161,75,95,403,235,423,113
2020년12월_여_40~49세,"4,599",557,428,544,867,221,118,158,645,352,531,178
2020년12월_여_50~59세,"4,756",528,490,614,832,311,129,218,588,346,496,204
2020년12월_여_60~69세,"5,205",536,555,721,815,342,145,334,647,286,520,304
2020년12월_여_70~79세,"3,746",365,420,553,521,264,124,243,476,153,344,283
2020년12월_여_80~89세,"1,843",208,194,275,200,161,72,154,208,61,177,133
2020년12월_여_90~99세,337,36,43,38,35,15,11,27,42,19,47,24
2020년12월_여_100세 이상,50,7,9,6,6,0,1,4,5,2,6,4
2021년01월_계_총인구수,"62,485","7,134","6,210","7,842","10,655","3,725","1,677","2,991","8,005","4,412","6,750","3,084"
2021년01월_계_연령구간인구수,"62,485","7,134","6,210","7,842","10,655","3,725","1,677","2,991","8,005","4,412","6,750","3,084"
2021년01월_계_0~9세,"3,690",453,253,355,849,135,87,85,471,322,574,106
2021년01월_계_10~19세,"5,005",609,485,617,903,218,112,166,680,441,573,201
2021년01월_계_20~29세,"6,628",773,718,803,"1,191",397,177,278,837,524,620,310
2021년01월_계_30~39세,"6,826",796,540,768,"1,438",351,162,224,894,568,843,242
2021년01월_계_40~49세,"9,953","1,216",887,"1,218","1,788",512,258,372,"1,321",776,"1,173",432
2021년01월_계_50~59세,"10,181","1,198","1,080","1,287","1,613",689,252,509,"1,305",778,"1,021",449
2021년01월_계_60~69세,"10,082","1,082","1,087","1,364","1,516",701,299,625,"1,245",572,999,592
2021년01월_계_70~79세,"6,730",643,776,950,977,455,213,447,850,302,619,498
2021년01월_계_80~89세,"2,875",303,319,422,324,244,100,246,339,99,268,211
2021년01월_계_90~99세,441,51,54,51,45,23,16,32,56,25,54,34
2021년01월_계_100세 이상,74,10,11,7,11,0,1,7,7,5,6,9
2021년01월_남_총인구수,"31,549","3,671","3,136","3,888","5,261","1,908",830,"1,533","4,101","2,281","3,380","1,560"
2021년01월_남_연령구간인구수,"31,549","3,671","3,136","3,888","5,261","1,908",830,"1,533","4,101","2,281","3,380","1,560"
2021년01월_남_0~9세,"1,926",244,137,184,423,73,45,51,255,162,299,53
2021년01월_남_10~19세,"2,597",316,250,303,482,103,53,76,349,219,325,121
2021년01월_남_20~29세,"3,603",432,391,431,623,225,99,170,488,268,317,159
2021년01월_남_30~39세,"3,653",420,286,427,730,195,89,129,491,325,424,137
2021년01월_남_40~49세,"5,370",662,462,672,932,291,141,221,694,406,639,250
2021년01월_남_50~59세,"5,426",664,595,674,782,377,124,291,712,422,534,251
2021년01월_남_60~69세,"4,864",545,527,645,704,364,155,289,594,289,467,285
2021년01월_남_70~79세,"2,961",277,352,397,449,188,90,202,370,145,278,213
2021년01월_남_80~89세,"1,016",95,122,142,122,82,29,93,130,36,89,76
2021년01월_남_90~99세,110,13,12,12,9,10,5,9,16,6,8,10
2021년01월_남_100세 이상,23,3,2,1,5,0,0,2,2,3,0,5
2021년01월_여_총인구수,"30,936","3,463","3,074","3,954","5,394","1,817",847,"1,458","3,904","2,131","3,370","1,524"
2021년01월_여_연령구간인구수,"30,936","3,463","3,074","3,954","5,394","1,817",847,"1,458","3,904","2,131","3,370","1,524"
2021년01월_여_0~9세,"1,764",209,116,171,426,62,42,34,216,160,275,53
2021년01월_여_10~19세,"2,408",293,235,314,421,115,59,90,331,222,248,80
2021년01월_여_20~29세,"3,025",341,327,372,568,172,78,108,349,256,303,151
2021년01월_여_30~39세,"3,173",376,254,341,708,156,73,95,403,243,419,105
2021년01월_여_40~49세,"4,583",554,425,546,856,221,117,151,627,370,534,182
2021년01월_여_50~59세,"4,755",534,485,613,831,312,128,218,593,356,487,198
2021년01월_여_60~69세,"5,218",537,560,719,812,337,144,336,651,283,532,307
2021년01월_여_70~79세,"3,769",366,424,553,528,267,123,245,480,157,341,285
2021년01월_여_80~89세,"1,859",208,197,280,202,162,71,153,209,63,179,135
2021년01월_여_90~99세,331,38,42,39,36,13,11,23,40,19,46,24
2021년01월_여_100세 이상,51,7,9,6,6,0,1,5,5,2,6,4
2021년02월_계_총인구수,"62,381","7,121","6,190","7,819","10,645","3,721","1,680","2,955","7,999","4,439","6,740","3,072"
2021년02월_계_연령구간인구수,"62,381","7,121","6,190","7,819","10,645","3,721","1,680","2,955","7,999","4,439","6,740","3,072"
2021년02월_계_0~9세,"3,649",447,245,346,842,135,84,84,467,328,565,106
2021년02월_계_10~19세,"4,996",611,489,609,897,220,114,152,681,447,578,198
2021년02월_계_20~29세,"6,580",763,706,802,"1,186",399,180,270,836,522,615,301
2021년02월_계_30~39세,"6,772",792,528,761,"1,428",345,161,226,881,568,838,244
2021년02월_계_40~49세,"9,938","1,214",886,"1,211","1,787",508,255,366,"1,322",786,"1,173",430
2021년02월_계_50~59세,"10,141","1,188","1,076","1,274","1,619",688,256,502,"1,289",780,"1,020",449
2021년02월_계_60~69세,"10,152","1,097","1,098","1,382","1,525",700,300,624,"1,260",577,999,590
2021년02월_계_70~79세,"6,711",641,777,944,976,452,206,446,850,301,621,497
2021년02월_계_80~89세,"2,921",307,319,431,328,251,106,246,350,100,270,213
2021년02월_계_90~99세,446,50,55,52,46,23,17,32,56,24,55,36
2021년02월_계_100세 이상,75,11,11,7,11,0,1,7,7,6,6,8
2021년02월_남_총인구수,"31,515","3,663","3,130","3,879","5,259","1,904",828,"1,514","4,093","2,307","3,384","1,554"
2021년02월_남_연령구간인구수,"31,515","3,663","3,130","3,879","5,259","1,904",828,"1,514","4,093","2,307","3,384","1,554"
2021년02월_남_0~9세,"1,914",241,133,183,423,73,41,49,257,167,296,51
2021년02월_남_10~19세,"2,599",319,250,299,474,104,55,72,352,226,327,121
2021년02월_남_20~29세,"3,573",425,384,430,621,226,100,166,486,267,314,154
2021년02월_남_30~39세,"3,626",415,281,423,723,191,90,131,479,331,425,137
2021년02월_남_40~49세,"5,373",662,464,666,934,291,137,218,697,410,644,250
2021년02월_남_50~59세,"5,412",658,593,674,789,379,127,286,701,425,529,251
2021년02월_남_60~69세,"4,895",555,536,652,709,359,155,288,597,291,469,284
2021년02월_남_70~79세,"2,961",275,354,395,450,186,87,200,376,144,280,214
2021년02월_남_80~89세,"1,029",97,121,144,122,85,29,93,131,37,92,78
2021년02월_남_90~99세,110,12,12,12,9,10,7,9,15,6,8,10
2021년02월_남_100세 이상,23,4,2,1,5,0,0,2,2,3,0,4
2021년02월_여_총인구수,"30,866","3,458","3,060","3,940","5,386","1,817",852,"1,441","3,906","2,132","3,356","1,518"
2021년02월_여_연령구간인구수,"30,866","3,458","3,060","3,940","5,386","1,817",852,"1,441","3,906","2,132","3,356","1,518"
2021년02월_여_0~9세,"1,735",206,112,163,419,62,43,35,210,161,269,55
2021년02월_여_10~19세,"2,397",292,239,310,423,116,59,80,329,221,251,77
2021년02월_여_20~29세,"3,007",338,322,372,565,173,80,104,350,255,301,147
2021년02월_여_30~39세,"3,146",377,247,338,705,154,71,95,402,237,413,107
2021년02월_여_40~49세,"4,565",552,422,545,853,217,118,148,625,376,529,180
2021년02월_여_50~59세,"4,729",530,483,600,830,309,129,216,588,355,491,198
2021년02월_여_60~69세,"5,257",542,562,730,816,341,145,336,663,286,530,306
2021년02월_여_70~79세,"3,750",366,423,549,526,266,119,246,474,157,341,283
2021년02월_여_80~89세,"1,892",210,198,287,206,166,77,153,219,63,178,135
2021년02월_여_90~99세,336,38,43,40,37,13,10,23,41,18,47,26
2021년02월_여_100세 이상,52,7,9,6,6,0,1,5,5,3,6,4
2021년03월_계_총인구수,"61,755","7,043","6,088","7,742","10,611","3,667","1,653","2,891","7,984","4,407","6,672","2,997"
2021년03월_계_연령구간인구수,"61,755","7,043","6,088","7,742","10,611","3,667","1,653","2,891","7,984","4,407","6,672","2,997"
2021년03월_계_0~9세,"3,625",441,244,338,843,131,87,83,460,325,570,103
2021년03월_계_10~19세,"4,962",607,476,610,900,214,113,148,680,448,572,194
2021년03월_계_20~29세,"6,546",770,703,794,"1,177",397,177,270,835,525,610,288
2021년03월_계_30~39세,"6,712",784,521,744,"1,426",334,160,220,875,576,830,242
2021년03월_계_40~49세,"9,805","1,202",850,"1,186","1,785",496,250,358,"1,315",778,"1,159",426
2021년03월_계_50~59세,"10,032","1,174","1,064","1,276","1,603",680,253,485,"1,292",761,"1,003",441
2021년03월_계_60~69세,"10,128","1,096","1,084","1,381","1,528",707,296,620,"1,266",580,994,576
2021년03월_계_70~79세,"6,608",623,773,926,972,440,201,433,851,299,609,481
2021년03월_계_80~89세,"2,881",299,318,434,327,245,102,241,347,95,262,211
2021년03월_계_90~99세,422,46,52,50,45,23,13,29,56,18,57,33
2021년03월_계_100세 이상,34,1,3,3,5,0,1,4,7,2,6,2
2021년03월_남_총인구수,"31,200","3,620","3,088","3,842","5,239","1,879",812,"1,482","4,087","2,297","3,347","1,507"
2021년03월_남_연령구간인구수,"31,200","3,620","3,088","3,842","5,239","1,879",812,"1,482","4,087","2,297","3,347","1,507"
2021년03월_남_0~9세,"1,897",240,132,178,424,70,40,48,255,167,297,46
2021년03월_남_10~19세,"2,586",316,246,300,476,103,56,70,352,224,326,117
2021년03월_남_20~29세,"3,556",427,381,431,617,224,96,167,487,269,311,146
2021년03월_남_30~39세,"3,595",408,279,416,723,186,89,128,477,334,418,137
2021년03월_남_40~49세,"5,307",655,451,654,930,283,136,215,693,404,639,247
2021년03월_남_50~59세,"5,350",646,585,673,783,376,127,279,695,422,519,245
2021년03월_남_60~69세,"4,881",554,528,654,705,363,151,286,600,292,468,280
2021년03월_남_70~79세,"2,918",270,351,383,444,183,87,193,378,146,278,205
2021년03월_남_80~89세,"1,006",93,124,142,125,83,26,87,132,34,84,76
2021년03월_남_90~99세,96,10,11,11,10,8,4,7,16,4,7,8
2021년03월_남_100세 이상,8,1,0,0,2,0,0,2,2,1,0,0
2021년03월_여_총인구수,"30,555","3,423","3,000","3,900","5,372","1,788",841,"1,409","3,897","2,110","3,325","1,490"
2021년03월_여_연령구간인구수,"30,555","3,423","3,000","3,900","5,372","1,788",841,"1,409","3,897","2,110","3,325","1,490"
2021년03월_여_0~9세,"1,728",201,112,160,419,61,47,35,205,158,273,57
2021년03월_여_10~19세,"2,376",291,230,310,424,111,57,78,328,224,246,77
2021년03월_여_20~29세,"2,990",343,322,363,560,173,81,103,348,256,299,142
2021년03월_여_30~39세,"3,117",376,242,328,703,148,71,92,398,242,412,105
2021년03월_여_40~49세,"4,498",547,399,532,855,213,114,143,622,374,520,179
2021년03월_여_50~59세,"4,682",528,479,603,820,304,126,206,597,339,484,196
2021년03월_여_60~69세,"5,247",542,556,727,823,344,145,334,666,288,526,296
2021년03월_여_70~79세,"3,690",353,422,543,528,257,114,240,473,153,331,276
2021년03월_여_80~89세,"1,875",206,194,292,202,162,76,154,215,61,178,135
2021년03월_여_90~99세,326,36,41,39,35,15,9,22,40,14,50,25
2021년03월_여_100세 이상,26,0,3,3,3,0,1,2,5,1,6,2
2021년04월_계_총인구수,"61,680","7,056","6,068","7,713","10,582","3,653","1,650","2,878","7,971","4,427","6,677","3,005"
2021년04월_계_연령구간인구수,"61,680","7,056","6,068","7,713","10,582","3,653","1,650","2,878","7,971","4,427","6,677","3,005"
2021년04월_계_0~9세,"3,606",435,245,337,834,127,84,80,465,324,570,105
2021년04월_계_10~19세,"4,969",619,471,612,891,216,114,152,679,444,577,194
2021년04월_계_20~29세,"6,520",765,703,779,"1,173",382,176,263,837,534,618,290
2021년04월_계_30~39세,"6,678",784,515,737,"1,423",337,161,219,871,569,815,247
2021년04월_계_40~49세,"9,786","1,204",841,"1,188","1,768",495,253,361,"1,307",789,"1,158",422
2021년04월_계_50~59세,"9,990","1,175","1,058","1,257","1,596",675,250,478,"1,292",766,"1,003",440
2021년04월_계_60~69세,"10,173","1,101","1,090","1,379","1,541",717,297,621,"1,263",583,"1,000",581
2021년04월_계_70~79세,"6,597",625,768,928,980,439,198,428,847,297,605,482
2021년04월_계_80~89세,"2,907",301,323,440,327,244,103,242,346,101,269,211
2021년04월_계_90~99세,419,46,51,53,44,21,13,30,57,17,56,31
2021년04월_계_100세 이상,35,1,3,3,5,0,1,4,7,3,6,2
2021년04월_남_총인구수,"31,159","3,627","3,081","3,823","5,217","1,882",810,"1,479","4,075","2,312","3,343","1,510"
2021년04월_남_연령구간인구수,"31,159","3,627","3,081","3,823","5,217","1,882",810,"1,479","4,075","2,312","3,343","1,510"
2021년04월_남_0~9세,"1,883",237,129,177,420,67,39,46,256,168,298,46
2021년04월_남_10~19세,"2,584",321,243,298,468,107,58,74,350,221,326,118
2021년04월_남_20~29세,"3,541",428,384,421,614,216,95,165,487,271,314,146
2021년04월_남_30~39세,"3,575",407,274,415,718,190,92,128,473,330,409,139
2021년04월_남_40~49세,"5,298",653,445,655,926,283,134,217,693,411,638,243
2021년04월_남_50~59세,"5,337",650,583,669,773,379,127,276,693,425,516,246
2021년04월_남_60~69세,"4,916",556,533,650,717,366,151,287,601,298,474,283
2021년04월_남_70~79세,"2,911",271,348,385,447,185,85,188,375,146,275,206
2021년04월_남_80~89세,"1,010",93,131,141,124,81,25,89,128,37,86,75
2021년04월_남_90~99세,96,10,11,12,8,8,4,7,17,4,7,8
2021년04월_남_100세 이상,8,1,0,0,2,0,0,2,2,1,0,0
2021년04월_여_총인구수,"30,521","3,429","2,987","3,890","5,365","1,771",840,"1,399","3,896","2,115","3,334","1,495"
2021년04월_여_연령구간인구수,"30,521","3,429","2,987","3,890","5,365","1,771",840,"1,399","3,896","2,115","3,334","1,495"
2021년04월_여_0~9세,"1,723",198,116,160,414,60,45,34,209,156,272,59
2021년04월_여_10~19세,"2,385",298,228,314,423,109,56,78,329,223,251,76
2021년04월_여_20~29세,"2,979",337,319,358,559,166,81,98,350,263,304,144
2021년04월_여_30~39세,"3,103",377,241,322,705,147,69,91,398,239,406,108
2021년04월_여_40~49세,"4,488",551,396,533,842,212,119,144,614,378,520,179
2021년04월_여_50~59세,"4,653",525,475,588,823,296,123,202,599,341,487,194
2021년04월_여_60~69세,"5,257",545,557,729,824,351,146,334,662,285,526,298
2021년04월_여_70~79세,"3,686",354,420,543,533,254,113,240,472,151,330,276
2021년04월_여_80~89세,"1,897",208,192,299,203,163,78,153,218,64,183,136
2021년04월_여_90~99세,323,36,40,41,36,13,9,23,40,13,49,23
2021년04월_여_100세 이상,27,0,3,3,3,0,1,2,5,2,6,2
2021년05월_계_총인구수,"61,530","7,048","6,046","7,693","10,583","3,632","1,625","2,858","7,929","4,442","6,674","3,000"
2021년05월_계_연령구간인구수,"61,530","7,048","6,046","7,693","10,583","3,632","1,625","2,858","7,929","4,442","6,674","3,000"
2021년05월_계_0~9세,"3,569",437,239,332,845,126,81,75,448,321,559,106
2021년05월_계_10~19세,"4,952",613,464,613,889,207,112,154,673,451,580,196
2021년05월_계_20~29세,"6,484",763,698,774,"1,172",381,171,258,842,525,615,285
2021년05월_계_30~39세,"6,636",782,514,723,"1,419",334,161,217,867,577,799,243
2021년05월_계_40~49세,"9,746","1,197",835,"1,183","1,777",483,247,356,"1,285",789,"1,167",427
2021년05월_계_50~59세,"9,978","1,187","1,064","1,258","1,585",670,245,468,"1,291",772,"1,002",436
2021년05월_계_60~69세,"10,191","1,096","1,082","1,374","1,539",721,296,632,"1,275",585,"1,009",582
2021년05월_계_70~79세,"6,575",621,768,924,973,441,195,424,840,302,604,483
2021년05월_계_80~89세,"2,943",306,327,455,334,246,103,241,344,101,276,210
2021년05월_계_90~99세,418,45,52,54,45,22,13,29,56,16,56,30
2021년05월_계_100세 이상,38,1,3,3,5,1,1,4,8,3,7,2
2021년05월_남_총인구수,"31,066","3,629","3,075","3,798","5,205","1,875",796,"1,463","4,056","2,325","3,333","1,511"
2021년05월_남_연령구간인구수,"31,066","3,629","3,075","3,798","5,205","1,875",796,"1,463","4,056","2,325","3,333","1,511"
2021년05월_남_0~9세,"1,858",241,126,177,421,67,37,42,247,166,287,47
2021년05월_남_10~19세,"2,575",320,239,294,467,103,56,74,349,228,327,118
2021년05월_남_20~29세,"3,522",425,384,417,612,216,93,161,491,266,312,145
2021년05월_남_30~39세,"3,568",415,273,404,717,190,93,126,476,337,399,138
2021년05월_남_40~49세,"5,254",641,444,649,922,275,132,213,680,410,642,246
2021년05월_남_50~59세,"5,327",659,585,668,770,376,123,270,684,430,517,245
2021년05월_남_60~69세,"4,937",554,535,649,715,372,149,293,612,297,478,283
2021년05월_남_70~79세,"2,889",265,344,380,445,188,84,186,367,149,274,207
2021년05월_남_80~89세,"1,031",98,134,148,126,79,25,89,130,37,90,75
2021년05월_남_90~99세,96,10,11,12,8,9,4,7,18,4,6,7
2021년05월_남_100세 이상,9,1,0,0,2,0,0,2,2,1,1,0
2021년05월_여_총인구수,"30,464","3,419","2,971","3,895","5,378","1,757",829,"1,395","3,873","2,117","3,341","1,489"
2021년05월_여_연령구간인구수,"30,464","3,419","2,971","3,895","5,378","1,757",829,"1,395","3,873","2,117","3,341","1,489"
2021년05월_여_0~9세,"1,711",196,113,155,424,59,44,33,201,155,272,59
2021년05월_여_10~19세,"2,377",293,225,319,422,104,56,80,324,223,253,78
2021년05월_여_20~29세,"2,962",338,314,357,560,165,78,97,351,259,303,140
2021년05월_여_30~39세,"3,068",367,241,319,702,144,68,91,391,240,400,105
2021년05월_여_40~49세,"4,492",556,391,534,855,208,115,143,605,379,525,181
2021년05월_여_50~59세,"4,651",528,479,590,815,294,122,198,607,342,485,191
2021년05월_여_60~69세,"5,254",542,547,725,824,349,147,339,663,288,531,299
2021년05월_여_70~79세,"3,686",356,424,544,528,253,111,238,473,153,330,276
2021년05월_여_80~89세,"1,912",208,193,307,208,167,78,152,214,64,186,135
2021년05월_여_90~99세,322,35,41,42,37,13,9,22,38,12,50,23
2021년05월_여_100세 이상,29,0,3,3,3,1,1,2,6,2,6,2
2021년06월_계_총인구수,"61,436","7,025","6,003","7,697","10,583","3,615","1,618","2,842","7,893","4,561","6,617","2,982"
2021년06월_계_연령구간인구수,"61,436","7,025","6,003","7,697","10,583","3,615","1,618","2,842","7,893","4,561","6,617","2,982"
2021년06월_계_0~9세,"3,550",431,239,329,841,125,79,76,442,330,553,105
2021년06월_계_10~19세,"4,930",605,456,614,887,202,112,153,677,459,572,193
2021년06월_계_20~29세,"6,453",755,685,775,"1,173",375,168,258,825,552,605,282
2021년06월_계_30~39세,"6,630",783,511,713,"1,417",334,157,214,856,621,783,241
2021년06월_계_40~49세,"9,721","1,190",833,"1,191","1,766",476,247,352,"1,280",798,"1,164",424
2021년06월_계_50~59세,"9,928","1,178","1,058","1,252","1,580",656,243,468,"1,279",786,992,436
2021년06월_계_60~69세,"10,260","1,103","1,079","1,382","1,560",736,299,627,"1,293",595,"1,008",578
2021년06월_계_70~79세,"6,569",624,769,927,974,443,193,423,834,302,600,480
2021년06월_계_80~89세,"2,943",310,322,457,334,244,106,238,347,97,278,210
2021년06월_계_90~99세,414,45,48,54,46,23,13,29,52,18,55,31
2021년06월_계_100세 이상,38,1,3,3,5,1,1,4,8,3,7,2
2021년06월_남_총인구수,"31,040","3,611","3,058","3,799","5,201","1,873",796,"1,455","4,052","2,385","3,314","1,496"
2021년06월_남_연령구간인구수,"31,040","3,611","3,058","3,799","5,201","1,873",796,"1,455","4,052","2,385","3,314","1,496"
2021년06월_남_0~9세,"1,852",236,127,177,418,66,38,41,247,172,284,46
2021년06월_남_10~19세,"2,567",315,236,292,466,102,56,75,353,229,329,114
2021년06월_남_20~29세,"3,512",416,378,420,613,211,93,161,484,284,306,146
2021년06월_남_30~39세,"3,560",416,270,397,711,193,93,126,472,357,391,134
2021년06월_남_40~49세,"5,234",637,441,655,922,270,129,208,675,413,641,243
2021년06월_남_50~59세,"5,308",654,584,664,764,369,124,271,679,442,512,245
2021년06월_남_60~69세,"4,984",557,536,653,725,383,150,293,625,301,477,284
2021년06월_남_70~79세,"2,893",268,347,380,448,190,81,184,370,147,275,203
2021년06월_남_80~89세,"1,029",101,129,148,125,80,28,87,129,34,93,75
2021년06월_남_90~99세,92,10,10,13,7,9,4,7,16,5,5,6
2021년06월_남_100세 이상,9,1,0,0,2,0,0,2,2,1,1,0
2021년06월_여_총인구수,"30,396","3,414","2,945","3,898","5,382","1,742",822,"1,387","3,841","2,176","3,303","1,486"
2021년06월_여_연령구간인구수,"30,396","3,414","2,945","3,898","5,382","1,742",822,"1,387","3,841","2,176","3,303","1,486"
2021년06월_여_0~9세,"1,698",195,112,152,423,59,41,35,195,158,269,59
2021년06월_여_10~19세,"2,363",290,220,322,421,100,56,78,324,230,243,79
2021년06월_여_20~29세,"2,941",339,307,355,560,164,75,97,341,268,299,136
2021년06월_여_30~39세,"3,070",367,241,316,706,141,64,88,384,264,392,107
2021년06월_여_40~49세,"4,487",553,392,536,844,206,118,144,605,385,523,181
