카테고리,경상북도 경산시,경상북도 경산시 하양읍,경상북도 경산시 진량읍,경상북도 경산시 압량읍,경상북도 경산시 와촌면,경상북도 경산시 자인면,경상북도 경산시 용성면,경상북도 경산시 남산면,경상북도 경산시 남천면,경상북도 경산시 중방동,경상북도 경산시 중앙동,경상북도 경산시 남부동,경상북도 경산시 서부1동,경상북도 경산시 서부2동,경상북도 경산시 북부동,경상북도 경산시 동부동
2021년01월_여_100세 이상,55,10,7,4,3,3,1,4,0,2,3,7,5,2,1,3
2021년02월_계_총인구수,"264,279","25,604","36,274","20,940","5,935","5,524","3,340","3,720","3,010","9,928","6,632","20,017","36,424","31,797","16,207","38,927"
2021년02월_계_연령구간인구수,"264,279","25,604","36,274","20,940","5,935","5,524","3,340","3,720","3,010","9,928","6,632","20,017","36,424","31,797","16,207","38,927"
2021년02월_계_0~9세,"20,199","1,629","2,365","2,319",174,133,78,115,99,555,231,"1,984","2,751","3,473","1,023","3,270"
2021년02월_계_10~19세,"22,743","2,744","3,511","1,173",280,249,103,146,108,602,401,"1,978","3,990","2,469",790,"4,199"
2021년02월_계_20~29세,"36,188","3,846","5,393","3,176",489,457,204,268,250,"1,543",996,"2,062","4,469","4,015","3,707","5,313"
2021년02월_계_30~39세,"32,984","2,550","3,939","4,105",480,393,199,217,192,"1,153",688,"2,633","3,937","4,788","2,797","4,913"
2021년02월_계_40~49세,"41,531","4,020","6,354","3,031",623,597,270,372,279,"1,301",829,"3,551","6,289","4,932","2,210","6,873"
2021년02월_계_50~59세,"45,024","4,216","7,004","2,844","1,180","1,041",601,710,597,"1,886","1,290","3,015","6,258","5,386","2,451","6,545"
2021년02월_계_60~69세,"35,451","3,296","4,126","2,343","1,395","1,299",853,873,700,"1,753","1,147","2,575","4,853","3,827","1,881","4,530"
2021년02월_계_70~79세,"19,582","2,129","2,296","1,222",807,844,616,573,488,784,664,"1,507","2,566","2,018",894,"2,174"
2021년02월_계_80~89세,"9,373","1,060","1,160",647,443,451,363,375,247,313,347,626,"1,161",799,401,980
2021년02월_계_90~99세,"1,137",102,119,76,58,57,52,67,48,36,36,77,145,87,51,126
2021년02월_계_100세 이상,67,12,7,4,6,3,1,4,2,2,3,9,5,3,2,4
2021년02월_남_총인구수,"133,031","12,861","18,916","11,129","3,189","2,793","1,761","1,926","1,543","4,818","3,286","9,851","17,409","15,264","8,827","19,458"
2021년02월_남_연령구간인구수,"133,031","12,861","18,916","11,129","3,189","2,793","1,761","1,926","1,543","4,818","3,286","9,851","17,409","15,264","8,827","19,458"
2021년02월_남_0~9세,"10,312",863,"1,233","1,227",97,65,38,55,55,266,130,"1,007","1,333","1,711",542,"1,690"
2021년02월_남_10~19세,"11,784","1,435","1,765",622,151,130,51,76,60,316,219,"1,077","1,953","1,241",423,"2,265"
2021년02월_남_20~29세,"19,824","2,164","3,100","1,747",298,263,139,165,151,805,530,"1,097","2,308","2,118","2,053","2,886"
2021년02월_남_30~39세,"17,721","1,400","2,234","2,326",273,239,127,135,112,602,398,"1,347","1,922","2,359","1,702","2,545"
2021년02월_남_40~49세,"21,279","1,956","3,287","1,764",380,366,174,219,166,635,430,"1,776","3,046","2,389","1,282","3,409"
2021년02월_남_50~59세,"22,591","2,154","3,760","1,460",680,523,339,393,326,883,647,"1,472","2,995","2,458","1,295","3,206"
2021년02월_남_60~69세,"17,325","1,591","2,142","1,191",745,672,474,479,353,837,543,"1,164","2,304","1,738",930,"2,162"
2021년02월_남_70~79세,"8,735",902,983,559,397,386,291,279,231,367,270,662,"1,087",913,455,953
2021년02월_남_80~89세,"3,200",369,376,215,155,140,119,112,74,100,110,233,429,311,137,320
2021년02월_남_90~99세,248,25,36,18,10,9,9,13,13,7,9,14,32,25,7,21
2021년02월_남_100세 이상,12,2,0,0,3,0,0,0,2,0,0,2,0,1,1,1
2021년02월_여_총인구수,"131,248","12,743","17,358","9,811","2,746","2,731","1,579","1,794","1,467","5,110","3,346","10,166","19,015","16,533","7,380","19,469"
2021년02월_여_연령구간인구수,"131,248","12,743","17,358","9,811","2,746","2,731","1,579","1,794","1,467","5,110","3,346","10,166","19,015","16,533","7,380","19,469"
2021년02월_여_0~9세,"9,887",766,"1,132","1,092",77,68,40,60,44,289,101,977,"1,418","1,762",481,"1,580"
2021년02월_여_10~19세,"10,959","1,309","1,746",551,129,119,52,70,48,286,182,901,"2,037","1,228",367,"1,934"
2021년02월_여_20~29세,"16,364","1,682","2,293","1,429",191,194,65,103,99,738,466,965,"2,161","1,897","1,654","2,427"
2021년02월_여_30~39세,"15,263","1,150","1,705","1,779",207,154,72,82,80,551,290,"1,286","2,015","2,429","1,095","2,368"
2021년02월_여_40~49세,"20,252","2,064","3,067","1,267",243,231,96,153,113,666,399,"1,775","3,243","2,543",928,"3,464"
2021년02월_여_50~59세,"22,433","2,062","3,244","1,384",500,518,262,317,271,"1,003",643,"1,543","3,263","2,928","1,156","3,339"
2021년02월_여_60~69세,"18,126","1,705","1,984","1,152",650,627,379,394,347,916,604,"1,411","2,549","2,089",951,"2,368"
2021년02월_여_70~79세,"10,847","1,227","1,313",663,410,458,325,294,257,417,394,845,"1,479","1,105",439,"1,221"
2021년02월_여_80~89세,"6,173",691,784,432,288,311,244,263,173,213,237,393,732,488,264,660
2021년02월_여_90~99세,889,77,83,58,48,48,43,54,35,29,27,63,113,62,44,105
2021년02월_여_100세 이상,55,10,7,4,3,3,1,4,0,2,3,7,5,2,1,3
2021년03월_계_총인구수,"264,023","25,442","36,271","20,920","5,905","5,524","3,348","3,736","2,998","9,897","6,548","19,976","36,357","31,812","16,277","39,012"
2021년03월_계_연령구간인구수,"264,023","25,442","36,271","20,920","5,905","5,524","3,348","3,736","2,998","9,897","6,548","19,976","36,357","31,812","16,277","39,012"
2021년03월_계_0~9세,"20,112","1,609","2,379","2,318",167,137,80,118,93,543,227,"1,980","2,730","3,451","1,031","3,249"
2021년03월_계_10~19세,"22,673","2,703","3,489","1,180",270,245,103,148,108,596,400,"1,972","3,973","2,480",802,"4,204"
2021년03월_계_20~29세,"36,165","3,848","5,390","3,151",496,458,208,265,245,"1,557",985,"2,058","4,443","3,995","3,723","5,343"
2021년03월_계_30~39세,"32,880","2,536","3,924","4,106",475,396,203,217,194,"1,150",670,"2,624","3,922","4,774","2,808","4,881"
2021년03월_계_40~49세,"41,359","3,985","6,313","3,030",620,595,272,371,270,"1,272",815,"3,538","6,249","4,942","2,219","6,868"
2021년03월_계_50~59세,"44,927","4,180","7,019","2,832","1,177","1,024",584,701,591,"1,889","1,268","3,008","6,262","5,358","2,453","6,581"
2021년03월_계_60~69세,"35,681","3,285","4,173","2,355","1,383","1,316",869,889,703,"1,755","1,152","2,579","4,893","3,877","1,886","4,566"
2021년03월_계_70~79세,"19,637","2,134","2,307","1,217",807,840,611,574,493,785,650,"1,511","2,581","2,030",904,"2,193"
2021년03월_계_80~89세,"9,414","1,058","1,156",652,448,452,367,381,251,315,347,625,"1,157",816,399,990
2021년03월_계_90~99세,"1,143",100,118,76,61,58,50,68,48,35,34,80,144,86,52,133
2021년03월_계_100세 이상,32,4,3,3,1,3,1,4,2,0,0,1,3,3,0,4
2021년03월_남_총인구수,"132,924","12,789","18,927","11,116","3,176","2,794","1,766","1,934","1,536","4,804","3,245","9,839","17,359","15,266","8,863","19,510"
2021년03월_남_연령구간인구수,"132,924","12,789","18,927","11,116","3,176","2,794","1,766","1,934","1,536","4,804","3,245","9,839","17,359","15,266","8,863","19,510"
2021년03월_남_0~9세,"10,258",852,"1,239","1,220",93,69,39,58,53,264,128,997,"1,319","1,704",545,"1,678"
2021년03월_남_10~19세,"11,746","1,410","1,757",623,145,125,52,75,59,310,218,"1,080","1,949","1,247",423,"2,273"
2021년03월_남_20~29세,"19,839","2,172","3,107","1,743",305,261,138,167,148,803,525,"1,105","2,294","2,103","2,064","2,904"
2021년03월_남_30~39세,"17,659","1,397","2,210","2,316",274,241,130,131,116,606,393,"1,349","1,904","2,356","1,703","2,533"
2021년03월_남_40~49세,"21,187","1,936","3,271","1,769",379,367,176,218,157,619,421,"1,771","3,024","2,383","1,292","3,404"
2021년03월_남_50~59세,"22,548","2,139","3,771","1,450",679,519,327,387,322,889,635,"1,460","2,996","2,440","1,306","3,228"
2021년03월_남_60~69세,"17,453","1,588","2,171","1,194",737,681,486,490,354,839,545,"1,170","2,319","1,773",925,"2,181"
2021년03월_남_70~79세,"8,766",904,987,565,396,383,289,279,235,366,264,662,"1,096",920,460,960
2021년03월_남_80~89세,"3,218",368,380,218,156,140,120,115,77,102,109,230,426,313,138,326
2021년03월_남_90~99세,244,22,34,18,11,8,9,14,13,6,7,15,32,26,7,22
2021년03월_남_100세 이상,6,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1
2021년03월_여_총인구수,"131,099","12,653","17,344","9,804","2,729","2,730","1,582","1,802","1,462","5,093","3,303","10,137","18,998","16,546","7,414","19,502"
2021년03월_여_연령구간인구수,"131,099","12,653","17,344","9,804","2,729","2,730","1,582","1,802","1,462","5,093","3,303","10,137","18,998","16,546","7,414","19,502"
2021년03월_여_0~9세,"9,854",757,"1,140","1,098",74,68,41,60,40,279,99,983,"1,411","1,747",486,"1,571"
2021년03월_여_10~19세,"10,927","1,293","1,732",557,125,120,51,73,49,286,182,892,"2,024","1,233",379,"1,931"
2021년03월_여_20~29세,"16,326","1,676","2,283","1,408",191,197,70,98,97,754,460,953,"2,149","1,892","1,659","2,439"
2021년03월_여_30~39세,"15,221","1,139","1,714","1,790",201,155,73,86,78,544,277,"1,275","2,018","2,418","1,105","2,348"
2021년03월_여_40~49세,"20,172","2,049","3,042","1,261",241,228,96,153,113,653,394,"1,767","3,225","2,559",927,"3,464"
2021년03월_여_50~59세,"22,379","2,041","3,248","1,382",498,505,257,314,269,"1,000",633,"1,548","3,266","2,918","1,147","3,353"
2021년03월_여_60~69세,"18,228","1,697","2,002","1,161",646,635,383,399,349,916,607,"1,409","2,574","2,104",961,"2,385"
2021년03월_여_70~79세,"10,871","1,230","1,320",652,411,457,322,295,258,419,386,849,"1,485","1,110",444,"1,233"
2021년03월_여_80~89세,"6,196",690,776,434,292,312,247,266,174,213,238,395,731,503,261,664
2021년03월_여_90~99세,899,78,84,58,50,50,41,54,35,29,27,65,112,60,45,111
2021년03월_여_100세 이상,26,3,3,3,0,3,1,4,0,0,0,1,3,2,0,3
2021년04월_계_총인구수,"264,722","25,403","36,231","20,918","5,893","5,501","3,337","3,749","2,977","9,914","6,513","19,930","36,061","33,096","16,210","38,989"
2021년04월_계_연령구간인구수,"264,722","25,403","36,231","20,918","5,893","5,501","3,337","3,749","2,977","9,914","6,513","19,930","36,061","33,096","16,210","38,989"
2021년04월_계_0~9세,"20,069","1,587","2,368","2,301",161,137,77,123,85,554,215,"1,959","2,687","3,585","1,007","3,223"
2021년04월_계_10~19세,"22,705","2,681","3,466","1,193",270,238,102,149,104,591,404,"1,978","3,922","2,622",791,"4,194"
2021년04월_계_20~29세,"36,206","3,852","5,372","3,144",493,452,205,267,243,"1,536",982,"2,050","4,385","4,131","3,739","5,355"
2021년04월_계_30~39세,"32,901","2,524","3,915","4,079",467,390,201,219,192,"1,170",665,"2,603","3,833","5,022","2,775","4,846"
2021년04월_계_40~49세,"41,514","3,975","6,290","3,050",616,602,273,368,266,"1,276",811,"3,526","6,206","5,192","2,207","6,856"
2021년04월_계_50~59세,"45,023","4,187","7,008","2,814","1,167","1,004",585,703,588,"1,886","1,254","3,001","6,199","5,580","2,457","6,590"
2021년04월_계_60~69세,"35,958","3,294","4,226","2,378","1,391","1,327",864,897,699,"1,763","1,152","2,596","4,934","3,972","1,870","4,595"
2021년04월_계_70~79세,"19,668","2,131","2,297","1,219",813,839,609,569,498,783,649,"1,507","2,581","2,075",908,"2,190"
2021년04월_계_80~89세,"9,482","1,061","1,168",658,451,452,367,381,253,320,348,628,"1,165",826,404,"1,000"
2021년04월_계_90~99세,"1,164",107,118,79,63,57,53,69,47,35,33,81,146,88,52,136
2021년04월_계_100세 이상,32,4,3,3,1,3,1,4,2,0,0,1,3,3,0,4
2021년04월_남_총인구수,"133,303","12,775","18,918","11,117","3,175","2,790","1,758","1,938","1,531","4,821","3,237","9,808","17,202","15,903","8,842","19,488"
2021년04월_남_연령구간인구수,"133,303","12,775","18,918","11,117","3,175","2,790","1,758","1,938","1,531","4,821","3,237","9,808","17,202","15,903","8,842","19,488"
2021년04월_남_0~9세,"10,229",840,"1,230","1,206",91,71,36,59,49,269,119,983,"1,296","1,768",542,"1,670"
2021년04월_남_10~19세,"11,749","1,407","1,743",636,146,120,53,75,55,306,222,"1,086","1,917","1,305",418,"2,260"
2021년04월_남_20~29세,"19,877","2,165","3,102","1,745",306,259,134,168,151,796,532,"1,094","2,264","2,188","2,067","2,906"
2021년04월_남_30~39세,"17,697","1,398","2,211","2,301",270,236,129,130,116,618,395,"1,340","1,861","2,490","1,684","2,518"
2021년04월_남_40~49세,"21,258","1,938","3,264","1,781",381,375,175,216,156,618,417,"1,762","2,999","2,495","1,287","3,394"
2021년04월_남_50~59세,"22,621","2,136","3,767","1,440",672,510,329,392,323,892,625,"1,452","2,975","2,562","1,316","3,230"
2021년04월_남_60~69세,"17,589","1,597","2,191","1,206",736,688,483,493,347,845,549,"1,182","2,336","1,816",921,"2,199"
2021년04월_남_70~79세,"8,780",904,988,567,404,383,290,275,241,367,260,659,"1,091",937,456,958
2021년04월_남_80~89세,"3,245",365,388,216,156,140,118,116,79,104,111,233,430,315,144,330
2021년04월_남_90~99세,252,24,34,19,12,8,11,14,12,6,7,17,33,26,7,22
2021년04월_남_100세 이상,6,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1
2021년04월_여_총인구수,"131,419","12,628","17,313","9,801","2,718","2,711","1,579","1,811","1,446","5,093","3,276","10,122","18,859","17,193","7,368","19,501"
2021년04월_여_연령구간인구수,"131,419","12,628","17,313","9,801","2,718","2,711","1,579","1,811","1,446","5,093","3,276","10,122","18,859","17,193","7,368","19,501"
2021년04월_여_0~9세,"9,840",747,"1,138","1,095",70,66,41,64,36,285,96,976,"1,391","1,817",465,"1,553"
2021년04월_여_10~19세,"10,956","1,274","1,723",557,124,118,49,74,49,285,182,892,"2,005","1,317",373,"1,934"
2021년04월_여_20~29세,"16,329","1,687","2,270","1,399",187,193,71,99,92,740,450,956,"2,121","1,943","1,672","2,449"
2021년04월_여_30~39세,"15,204","1,126","1,704","1,778",197,154,72,89,76,552,270,"1,263","1,972","2,532","1,091","2,328"
2021년04월_여_40~49세,"20,256","2,037","3,026","1,269",235,227,98,152,110,658,394,"1,764","3,207","2,697",920,"3,462"
2021년04월_여_50~59세,"22,402","2,051","3,241","1,374",495,494,256,311,265,994,629,"1,549","3,224","3,018","1,141","3,360"
2021년04월_여_60~69세,"18,369","1,697","2,035","1,172",655,639,381,404,352,918,603,"1,414","2,598","2,156",949,"2,396"
2021년04월_여_70~79세,"10,888","1,227","1,309",652,409,456,319,294,257,416,389,848,"1,490","1,138",452,"1,232"
2021년04월_여_80~89세,"6,237",696,780,442,295,312,249,265,174,216,237,395,735,511,260,670
2021년04월_여_90~99세,912,83,84,60,51,49,42,55,35,29,26,64,113,62,45,114
2021년04월_여_100세 이상,26,3,3,3,0,3,1,4,0,0,0,1,3,2,0,3
2021년05월_계_총인구수,"265,888","25,673","36,133","20,820","5,874","5,518","3,322","3,730","2,969","9,818","6,486","19,924","35,914","34,689","16,130","38,888"
2021년05월_계_연령구간인구수,"265,888","25,673","36,133","20,820","5,874","5,518","3,322","3,730","2,969","9,818","6,486","19,924","35,914","34,689","16,130","38,888"
2021년05월_계_0~9세,"20,035","1,616","2,336","2,275",155,137,77,121,84,533,212,"1,937","2,657","3,747",963,"3,185"
2021년05월_계_10~19세,"22,809","2,703","3,432","1,193",266,242,104,151,104,579,399,"1,976","3,875","2,800",782,"4,203"
2021년05월_계_20~29세,"36,357","3,905","5,384","3,132",484,455,204,261,236,"1,521",971,"2,044","4,372","4,317","3,750","5,321"
2021년05월_계_30~39세,"33,018","2,545","3,892","4,047",468,392,202,220,184,"1,148",668,"2,583","3,814","5,284","2,758","4,813"
2021년05월_계_40~49세,"41,539","4,018","6,237","3,030",607,600,273,361,273,"1,253",792,"3,526","6,153","5,453","2,176","6,787"
2021년05월_계_50~59세,"45,304","4,242","6,987","2,794","1,170","1,003",575,695,581,"1,880","1,259","3,007","6,185","5,865","2,455","6,606"
2021년05월_계_60~69세,"36,305","3,319","4,257","2,392","1,394","1,334",859,901,707,"1,765","1,151","2,623","4,950","4,154","1,872","4,627"
2021년05월_계_70~79세,"19,738","2,139","2,305","1,217",809,839,607,571,500,783,645,"1,513","2,586","2,118",916,"2,190"
2021년05월_계_80~89세,"9,579","1,071","1,177",658,459,456,369,379,254,319,355,631,"1,172",858,405,"1,016"
2021년05월_계_90~99세,"1,172",111,123,79,61,57,51,67,44,37,33,83,147,90,53,136
2021년05월_계_100세 이상,32,4,3,3,1,3,1,3,2,0,1,1,3,3,0,4
2021년05월_남_총인구수,"133,807","12,917","18,873","11,063","3,165","2,804","1,749","1,928","1,529","4,771","3,222","9,794","17,113","16,666","8,788","19,425"
2021년05월_남_연령구간인구수,"133,807","12,917","18,873","11,063","3,165","2,804","1,749","1,928","1,529","4,771","3,222","9,794","17,113","16,666","8,788","19,425"
2021년05월_남_0~9세,"10,199",849,"1,209","1,198",87,70,37,58,49,263,115,973,"1,278","1,840",519,"1,654"
2021년05월_남_10~19세,"11,788","1,419","1,731",636,143,125,53,76,55,298,218,"1,080","1,893","1,386",410,"2,265"
2021년05월_남_20~29세,"19,905","2,208","3,109","1,736",301,261,134,162,146,788,525,"1,085","2,249","2,276","2,054","2,871"
2021년05월_남_30~39세,"17,778","1,405","2,211","2,283",270,239,127,130,112,606,397,"1,333","1,854","2,630","1,672","2,509"
2021년05월_남_40~49세,"21,285","1,964","3,244","1,770",378,372,175,213,159,611,410,"1,766","2,983","2,615","1,276","3,349"
2021년05월_남_50~59세,"22,722","2,164","3,738","1,423",671,511,327,386,323,888,627,"1,447","2,956","2,704","1,319","3,238"
2021년05월_남_60~69세,"17,776","1,609","2,212","1,215",743,693,480,495,349,841,553,"1,196","2,340","1,906",924,"2,220"
2021년05월_남_70~79세,"8,809",903,990,564,401,387,288,278,242,366,258,661,"1,094",956,460,961
2021년05월_남_80~89세,"3,283",371,393,220,158,138,118,117,80,104,112,234,433,325,146,334
2021년05월_남_90~99세,256,24,36,18,12,8,10,13,12,6,7,19,33,27,8,23
2021년05월_남_100세 이상,6,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1
2021년05월_여_총인구수,"132,081","12,756","17,260","9,757","2,709","2,714","1,573","1,802","1,440","5,047","3,264","10,130","18,801","18,023","7,342","19,463"
2021년05월_여_연령구간인구수,"132,081","12,756","17,260","9,757","2,709","2,714","1,573","1,802","1,440","5,047","3,264","10,130","18,801","18,023","7,342","19,463"
2021년05월_여_0~9세,"9,836",767,"1,127","1,077",68,67,40,63,35,270,97,964,"1,379","1,907",444,"1,531"
2021년05월_여_10~19세,"11,021","1,284","1,701",557,123,117,51,75,49,281,181,896,"1,982","1,414",372,"1,938"
2021년05월_여_20~29세,"16,452","1,697","2,275","1,396",183,194,70,99,90,733,446,959,"2,123","2,041","1,696","2,450"
2021년05월_여_30~39세,"15,240","1,140","1,681","1,764",198,153,75,90,72,542,271,"1,250","1,960","2,654","1,086","2,304"
2021년05월_여_40~49세,"20,254","2,054","2,993","1,260",229,228,98,148,114,642,382,"1,760","3,170","2,838",900,"3,438"
2021년05월_여_50~59세,"22,582","2,078","3,249","1,371",499,492,248,309,258,992,632,"1,560","3,229","3,161","1,136","3,368"
2021년05월_여_60~69세,"18,529","1,710","2,045","1,177",651,641,379,406,358,924,598,"1,427","2,610","2,248",948,"2,407"
2021년05월_여_70~79세,"10,929","1,236","1,315",653,408,452,319,293,258,417,387,852,"1,492","1,162",456,"1,229"
2021년05월_여_80~89세,"6,296",700,784,438,301,318,251,262,174,215,243,397,739,533,259,682
2021년05월_여_90~99세,916,87,87,61,49,49,41,54,32,31,26,64,114,63,45,113
2021년05월_여_100세 이상,26,3,3,3,0,3,1,3,0,0,1,1,3,2,0,3
2021년06월_계_총인구수,"266,747","26,423","35,861","20,778","5,818","5,497","3,308","3,708","2,973","9,802","6,464","19,933","35,807","35,386","16,150","38,839"
2021년06월_계_연령구간인구수,"266,747","26,423","35,861","20,778","5,818","5,497","3,308","3,708","2,973","9,802","6,464","19,933","35,807","35,386","16,150","38,839"
2021년06월_계_0~9세,"19,981","1,722","2,291","2,237",142,135,71,116,81,534,206,"1,927","2,628","3,790",960,"3,141"
2021년06월_계_10~19세,"22,908","2,785","3,363","1,206",265,243,103,152,102,577,390,"1,982","3,872","2,876",791,"4,201"
2021년06월_계_20~29세,"36,418","3,979","5,349","3,122",474,448,204,253,243,"1,506",959,"2,040","4,335","4,423","3,740","5,343"
2021년06월_계_30~39세,"33,080","2,690","3,859","4,020",456,387,197,215,180,"1,152",672,"2,564","3,793","5,357","2,765","4,773"
2021년06월_계_40~49세,"41,596","4,146","6,145","3,038",600,589,271,355,275,"1,246",780,"3,539","6,131","5,559","2,178","6,744"
2021년06월_계_50~59세,"45,440","4,353","6,945","2,792","1,157","1,001",570,690,576,"1,872","1,265","3,006","6,159","5,988","2,449","6,617"
2021년06월_계_60~69세,"36,654","3,385","4,294","2,399","1,394","1,338",863,907,711,"1,764","1,156","2,645","4,971","4,262","1,893","4,672"
2021년06월_계_70~79세,"19,822","2,162","2,305","1,230",806,840,610,573,506,789,646,"1,515","2,593","2,148",919,"2,180"
2021년06월_계_80~89세,"9,642","1,084","1,182",653,464,457,367,379,254,324,357,631,"1,173",887,403,"1,027"
2021년06월_계_90~99세,"1,174",113,125,78,59,56,51,65,43,38,32,83,149,93,52,137
2021년06월_계_100세 이상,32,4,3,3,1,3,1,3,2,0,1,1,3,3,0,4
2021년06월_남_총인구수,"134,238","13,293","18,739","11,058","3,131","2,791","1,740","1,916","1,534","4,748","3,215","9,799","17,063","17,002","8,809","19,400"
2021년06월_남_연령구간인구수,"134,238","13,293","18,739","11,058","3,131","2,791","1,740","1,916","1,534","4,748","3,215","9,799","17,063","17,002","8,809","19,400"
2021년06월_남_0~9세,"10,175",908,"1,184","1,181",75,69,34,56,48,267,114,976,"1,263","1,856",518,"1,626"
2021년06월_남_10~19세,"11,848","1,471","1,693",645,146,126,52,76,54,294,212,"1,082","1,896","1,424",416,"2,261"
2021년06월_남_20~29세,"19,917","2,238","3,080","1,740",294,252,134,159,151,771,521,"1,082","2,224","2,338","2,046","2,887"
2021년06월_남_30~39세,"17,820","1,478","2,199","2,266",263,239,124,125,109,610,398,"1,323","1,843","2,675","1,680","2,488"
2021년06월_남_40~49세,"21,326","2,022","3,215","1,781",375,365,172,211,160,610,405,"1,768","2,970","2,660","1,276","3,336"
2021년06월_남_50~59세,"22,784","2,224","3,719","1,429",659,509,324,383,323,871,632,"1,448","2,950","2,756","1,319","3,238"
2021년06월_남_60~69세,"17,934","1,635","2,227","1,212",745,696,482,497,349,848,555,"1,206","2,344","1,957",937,"2,244"
2021년06월_남_70~79세,"8,859",915,997,567,400,387,289,280,246,366,259,663,"1,103",971,464,952
2021년06월_남_80~89세,"3,313",377,389,219,161,140,119,116,80,104,112,231,437,339,145,344
2021년06월_남_90~99세,256,24,36,18,12,8,10,13,12,7,7,20,33,25,8,23
2021년06월_남_100세 이상,6,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1
2021년06월_여_총인구수,"132,509","13,130","17,122","9,720","2,687","2,706","1,568","1,792","1,439","5,054","3,249","10,134","18,744","18,384","7,341","19,439"
2021년06월_여_연령구간인구수,"132,509","13,130","17,122","9,720","2,687","2,706","1,568","1,792","1,439","5,054","3,249","10,134","18,744","18,384","7,341","19,439"
2021년06월_여_0~9세,"9,806",814,"1,107","1,056",67,66,37,60,33,267,92,951,"1,365","1,934",442,"1,515"
2021년06월_여_10~19세,"11,060","1,314","1,670",561,119,117,51,76,48,283,178,900,"1,976","1,452",375,"1,940"
2021년06월_여_20~29세,"16,501","1,741","2,269","1,382",180,196,70,94,92,735,438,958,"2,111","2,085","1,694","2,456"
2021년06월_여_30~39세,"15,260","1,212","1,660","1,754",193,148,73,90,71,542,274,"1,241","1,950","2,682","1,085","2,285"
2021년06월_여_40~49세,"20,270","2,124","2,930","1,257",225,224,99,144,115,636,375,"1,771","3,161","2,899",902,"3,408"
2021년06월_여_50~59세,"22,656","2,129","3,226","1,363",498,492,246,307,253,"1,001",633,"1,558","3,209","3,232","1,130","3,379"
2021년06월_여_60~69세,"18,720","1,750","2,067","1,187",649,642,381,410,362,916,601,"1,439","2,627","2,305",956,"2,428"
2021년06월_여_70~79세,"10,963","1,247","1,308",663,406,453,321,293,260,423,387,852,"1,490","1,177",455,"1,228"
2021년06월_여_80~89세,"6,329",707,793,434,303,317,248,263,174,220,245,400,736,548,258,683
2021년06월_여_90~99세,918,89,89,60,47,48,41,52,31,31,25,63,116,68,44,114
2021년06월_여_100세 이상,26,3,3,3,0,3,1,3,0,0,1,1,3,2,0,3
2021년07월_계_총인구수,"267,453","27,145","35,686","20,734","5,789","5,495","3,313","3,705","2,951","9,796","6,438","19,924","35,776","35,725","16,143","38,833"
2021년07월_계_연령구간인구수,"267,453","27,145","35,686","20,734","5,789","5,495","3,313","3,705","2,951","9,796","6,438","19,924","35,776","35,725","16,143","38,833"
2021년07월_계_0~9세,"19,977","1,812","2,245","2,228",141,134,71,115,78,527,201,"1,928","2,603","3,814",958,"3,122"
2021년07월_계_10~19세,"22,925","2,858","3,312","1,200",256,247,104,153,100,571,389,"1,983","3,863","2,910",780,"4,199"
2021년07월_계_20~29세,"36,455","4,081","5,332","3,116",469,444,201,249,236,"1,507",954,"2,017","4,324","4,468","3,737","5,320"
2021년07월_계_30~39세,"33,142","2,824","3,843","3,980",446,392,196,215,178,"1,156",674,"2,546","3,797","5,368","2,761","4,766"
2021년07월_계_40~49세,"41,672","4,290","6,063","3,037",596,591,270,358,269,"1,246",778,"3,530","6,108","5,648","2,174","6,714"
2021년07월_계_50~59세,"45,526","4,447","6,926","2,796","1,148",991,564,687,568,"1,869","1,251","3,001","6,155","6,035","2,447","6,641"
2021년07월_계_60~69세,"36,924","3,453","4,324","2,407","1,404","1,343",871,900,715,"1,763","1,164","2,672","4,985","4,324","1,899","4,700"
2021년07월_계_70~79세,"19,913","2,172","2,321","1,236",808,837,615,582,509,796,636,"1,519","2,602","2,160",927,"2,193"
2021년07월_계_80~89세,"9,696","1,092","1,186",651,461,456,369,380,251,323,358,644,"1,186",897,404,"1,038"
2021년07월_계_90~99세,"1,189",111,131,80,59,57,51,63,45,38,32,83,149,98,56,136
2021년07월_계_100세 이상,34,5,3,3,1,3,1,3,2,0,1,1,4,3,0,4
2021년07월_남_총인구수,"134,544","13,662","18,646","11,040","3,108","2,797","1,746","1,919","1,521","4,744","3,192","9,814","17,008","17,146","8,819","19,382"
2021년07월_남_연령구간인구수,"134,544","13,662","18,646","11,040","3,108","2,797","1,746","1,919","1,521","4,744","3,192","9,814","17,008","17,146","8,819","19,382"
2021년07월_남_0~9세,"10,152",944,"1,161","1,174",72,71,34,57,45,267,111,977,"1,245","1,862",517,"1,615"
2021년07월_남_10~19세,"11,863","1,522","1,669",640,136,129,53,76,53,292,210,"1,085","1,887","1,437",416,"2,258"
2021년07월_남_20~29세,"19,919","2,281","3,069","1,737",288,249,131,158,147,765,521,"1,079","2,212","2,358","2,049","2,875"
2021년07월_남_30~39세,"17,846","1,551","2,191","2,253",256,238,123,129,107,611,396,"1,311","1,835","2,677","1,683","2,485"
