카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2020년08월_계_100세 이상,789,180,36,20,65,39,20,94,26,31,79,45,44,58,8,11,28,17,17,24,20,31,40,36
2020년08월_남_총인구수,"1,684,134","526,309","134,043","110,519","87,023","96,161","98,563","171,852","64,957","56,204","274,363","51,453","129,473","176,488","13,153","32,707","30,605","25,895","20,687","22,558","17,203","18,905","30,013","21,309"
2020년08월_남_연령구간인구수,"1,684,134","526,309","134,043","110,519","87,023","96,161","98,563","171,852","64,957","56,204","274,363","51,453","129,473","176,488","13,153","32,707","30,605","25,895","20,687","22,558","17,203","18,905","30,013","21,309"
2020년08월_남_0~9세,"141,613","44,001","11,302","8,734","6,548","7,109","10,308","14,979","5,063","4,397","25,706","2,931","14,194","18,098",574,"2,143","1,756","1,366",848,"1,039",744,942,"1,971",861
2020년08월_남_10~19세,"170,840","52,759","12,572","12,433","7,179","9,699","10,876","18,692","6,678","5,324","32,191","4,182","14,731","17,667",832,"3,200","2,263","2,217","1,561","1,546","1,149","1,554","3,015","1,279"
2020년08월_남_20~29세,"210,757","72,785","20,199","18,198","10,543","12,347","11,498","24,704","6,258","6,489","37,460","5,283","13,784","21,804","1,158","3,211","2,871","2,342","2,005","2,138","1,419","1,788","3,478","1,780"
2020년08월_남_30~39세,"213,188","71,926","18,946","15,946","10,895","11,691","14,448","21,409","7,443","6,520","36,486","4,783","20,147","25,860",954,"2,974","2,879","2,215","1,307","1,590","1,200","1,399","2,623","1,473"
2020년08월_남_40~49세,"277,686","85,649","20,827","17,403","13,484","15,432","18,503","27,162","11,626","9,532","49,200","6,930","25,985","30,754","1,700","5,141","3,982","3,649","2,510","2,875","1,992","2,453","4,039","2,507"
2020년08월_남_50~59세,"297,180","92,976","25,069","21,387","14,652","17,356","14,512","28,480","11,546","9,737","49,521","9,595","20,633","29,478","2,545","6,225","5,861","4,989","3,931","4,659","3,567","3,694","5,471","4,272"
2020년08월_남_60~69세,"223,810","68,403","17,028","12,285","13,942","13,920","11,228","21,249","9,800","7,778","28,783","10,047","13,366","20,370","2,777","5,578","5,931","4,748","3,981","4,496","3,653","3,554","4,832","4,464"
2020년08월_남_70~79세,"107,545","28,691","6,225","3,225","7,326","6,660","5,255","11,147","4,983","4,563","11,246","5,437","5,018","9,291","1,649","2,917","3,479","2,979","2,948","2,740","2,306","2,256","2,920","2,975"
2020년08월_남_80~89세,"38,179","8,446","1,736",818,"2,255","1,830","1,807","3,709","1,431","1,733","3,477","2,092","1,483","2,939",873,"1,204","1,472","1,272","1,447","1,326","1,059","1,143","1,509","1,564"
2020년08월_남_90~99세,"3,171",632,133,84,183,109,123,299,121,123,270,166,124,217,89,111,109,114,148,145,112,115,146,130
2020년08월_남_100세 이상,165,41,6,6,16,8,5,22,8,8,23,7,8,10,2,3,2,4,1,4,2,7,9,4
2020년08월_여_총인구수,"1,661,035","512,368","129,389","105,699","87,856","95,457","93,967","175,410","64,269","55,236","268,175","53,573","116,929","175,203","13,730","31,790","30,985","25,735","22,293","22,699","17,868","20,331","31,455","22,986"
2020년08월_여_연령구간인구수,"1,661,035","512,368","129,389","105,699","87,856","95,457","93,967","175,410","64,269","55,236","268,175","53,573","116,929","175,203","13,730","31,790","30,985","25,735","22,293","22,699","17,868","20,331","31,455","22,986"
2020년08월_여_0~9세,"133,643","41,110","10,690","8,308","6,061","6,560","9,491","13,841","5,000","4,001","24,719","2,823","13,313","17,319",547,"2,126","1,624","1,327",742,930,664,913,"1,843",801
2020년08월_여_10~19세,"155,316","47,852","11,295","11,091","6,597","8,786","10,083","16,761","6,209","5,025","29,567","3,769","13,204","16,612",718,"2,811","1,929","1,866","1,381","1,368",981,"1,446","2,625","1,192"
2020년08월_여_20~29세,"168,651","58,213","16,218","14,507","8,503","10,113","8,872","20,060","5,073","4,378","31,607","3,889","10,695","18,927",892,"2,296","2,110","1,624","1,271","1,445","1,073","1,352","2,453","1,293"
2020년08월_여_30~39세,"194,756","64,184","16,943","13,969","9,656","10,415","13,201","20,577","6,971","5,690","34,461","4,244","17,762","24,536",840,"2,867","2,361","1,824","1,188","1,276","1,019","1,284","2,481","1,191"
2020년08월_여_40~49세,"261,508","83,217","20,543","18,972","12,153","15,035","16,514","27,362","9,926","8,341","49,855","6,168","21,611","29,733","1,235","4,330","3,169","2,874","2,130","2,275","1,581","2,027","3,798","1,876"
2020년08월_여_50~59세,"285,344","94,012","25,727","22,292","14,876","17,396","13,721","29,306","11,065","8,743","46,529","9,379","18,219","29,002","2,095","5,127","5,197","4,225","3,504","3,904","3,080","3,280","5,141","3,536"
2020년08월_여_60~69세,"226,465","69,634","16,491","10,570","15,465","15,345","11,763","23,175","10,206","8,333","27,739","10,641","12,322","21,123","2,521","5,210","5,929","4,757","4,156","4,217","3,453","3,597","5,059","4,393"
2020년08월_여_70~79세,"136,744","33,969","6,927","3,542","9,117","7,961","6,422","14,404","6,102","6,134","14,813","7,122","5,699","11,459","2,400","3,790","4,631","3,823","3,843","3,677","3,011","3,307","4,181","4,379"
2020년08월_여_80~89세,"84,475","17,361","3,895","2,085","4,611","3,366","3,404","8,460","3,209","3,909","7,724","4,773","3,415","5,620","2,129","2,804","3,473","2,901","3,387","3,025","2,567","2,667","3,301","3,750"
2020년08월_여_90~99세,"13,509","2,677",630,349,768,449,481,"1,392",490,659,"1,105",727,653,824,347,421,536,501,675,562,421,434,542,543
2020년08월_여_100세 이상,624,139,30,14,49,31,15,72,18,23,56,38,36,48,6,8,26,13,16,20,18,24,31,32
2020년09월_계_총인구수,"3,343,770","1,038,101","263,271","215,811","174,916","191,582","192,521","347,598","129,064","111,442","542,435","104,932","246,231","351,874","26,839","64,438","61,478","51,539","42,889","45,132","34,978","39,150","61,455","44,195"
2020년09월_계_연령구간인구수,"3,343,770","1,038,101","263,271","215,811","174,916","191,582","192,521","347,598","129,064","111,442","542,435","104,932","246,231","351,874","26,839","64,438","61,478","51,539","42,889","45,132","34,978","39,150","61,455","44,195"
2020년09월_계_0~9세,"273,672","84,717","21,894","16,906","12,592","13,614","19,711","28,710","9,983","8,342","50,136","5,704","27,314","35,212","1,110","4,232","3,349","2,676","1,576","1,943","1,388","1,842","3,783","1,655"
2020년09월_계_10~19세,"325,743","100,404","23,819","23,448","13,780","18,408","20,949","35,408","12,896","10,347","61,675","7,915","27,960","34,297","1,548","6,006","4,145","4,073","2,934","2,912","2,114","2,989","5,664","2,456"
2020년09월_계_20~29세,"378,908","130,723","36,340","32,615","18,963","22,429","20,376","44,888","11,287","10,852","68,980","9,191","24,410","40,762","2,039","5,497","4,946","3,950","3,255","3,526","2,464","3,119","5,954","3,065"
2020년09월_계_30~39세,"405,864","135,620","35,778","29,742","20,527","22,065","27,508","41,970","14,278","12,156","70,518","9,001","37,598","50,129","1,768","5,771","5,198","3,972","2,486","2,839","2,192","2,664","5,062","2,642"
2020년09월_계_40~49세,"538,219","168,514","41,270","36,220","25,603","30,417","35,004","54,437","21,505","17,873","98,936","13,042","47,575","60,494","2,924","9,447","7,137","6,495","4,608","5,089","3,561","4,453","7,782","4,347"
2020년09월_계_50~59세,"582,532","186,814","50,731","43,625","29,484","34,705","28,269","57,865","22,565","18,471","96,275","18,901","38,953","58,586","4,641","11,355","11,037","9,184","7,398","8,553","6,602","6,963","10,607","7,762"
2020년09월_계_60~69세,"453,754","139,082","33,808","23,103","29,555","29,470","23,146","44,751","20,179","16,244","57,028","20,837","25,955","41,829","5,320","10,854","11,918","9,571","8,200","8,767","7,154","7,186","9,975","8,904"
2020년09월_계_70~79세,"244,267","62,758","13,177","6,771","16,470","14,635","11,705","25,536","11,051","10,666","26,146","12,547","10,730","20,822","4,037","6,700","8,114","6,789","6,750","6,399","5,312","5,532","7,074","7,304"
2020년09월_계_80~89세,"123,107","25,907","5,643","2,923","6,902","5,230","5,209","12,234","4,675","5,672","11,271","6,844","4,902","8,635","3,007","4,023","4,958","4,188","4,834","4,361","3,629","3,818","4,813","5,336"
2020년09월_계_90~99세,"16,902","3,380",774,438,975,569,624,"1,705",619,787,"1,388",905,789,"1,049",436,542,647,623,831,720,543,553,699,686
2020년09월_계_100세 이상,802,182,37,20,65,40,20,94,26,32,82,45,45,59,9,11,29,18,17,23,19,31,42,38
2020년09월_남_총인구수,"1,683,263","526,005","133,962","110,319","87,047","96,105","98,572","171,950","64,870","56,183","274,295","51,425","129,325","176,549","13,129","32,687","30,533","25,847","20,641","22,512","17,179","18,879","29,993","21,261"
2020년09월_남_연령구간인구수,"1,683,263","526,005","133,962","110,319","87,047","96,105","98,572","171,950","64,870","56,183","274,295","51,425","129,325","176,549","13,129","32,687","30,533","25,847","20,641","22,512","17,179","18,879","29,993","21,261"
2020년09월_남_0~9세,"140,778","43,787","11,245","8,674","6,546","7,067","10,255","14,905","5,021","4,365","25,557","2,898","14,119","18,004",569,"2,129","1,733","1,358",837,"1,020",736,929,"1,954",857
2020년09월_남_10~19세,"170,537","52,602","12,535","12,365","7,176","9,649","10,877","18,683","6,679","5,327","32,139","4,166","14,729","17,645",829,"3,197","2,238","2,213","1,557","1,547","1,138","1,557","3,023","1,268"
2020년09월_남_20~29세,"210,474","72,717","20,195","18,186","10,494","12,324","11,518","24,695","6,241","6,462","37,414","5,291","13,738","21,832","1,146","3,197","2,853","2,325","1,999","2,108","1,406","1,787","3,485","1,778"
2020년09월_남_30~39세,"212,123","71,695","18,876","15,858","10,908","11,679","14,374","21,426","7,374","6,499","36,306","4,776","19,932","25,709",931,"2,939","2,853","2,181","1,299","1,572","1,188","1,387","2,596","1,460"
2020년09월_남_40~49세,"277,115","85,470","20,787","17,341","13,458","15,405","18,479","27,130","11,602","9,524","49,133","6,891","25,961","30,741","1,691","5,139","3,968","3,621","2,485","2,849","1,987","2,437","4,005","2,481"
2020년09월_남_50~59세,"297,280","92,883","25,023","21,332","14,643","17,336","14,549","28,505","11,548","9,736","49,576","9,574","20,713","29,547","2,558","6,219","5,860","4,999","3,917","4,664","3,554","3,690","5,478","4,259"
2020년09월_남_60~69세,"225,508","68,899","17,166","12,419","14,010","14,002","11,302","21,400","9,858","7,839","29,061","10,135","13,482","20,533","2,791","5,621","5,950","4,776","4,016","4,533","3,682","3,575","4,870","4,487"
2020년09월_남_70~79세,"107,673","28,773","6,255","3,231","7,336","6,677","5,274","11,147","4,976","4,551","11,307","5,427","5,040","9,334","1,651","2,922","3,482","2,975","2,922","2,744","2,311","2,239","2,913","2,959"
2020년09월_남_80~89세,"38,407","8,505","1,742",826,"2,276","1,847","1,814","3,738","1,440","1,748","3,511","2,090","1,481","2,972",871,"1,210","1,484","1,277","1,460","1,323","1,063","1,151","1,508","1,575"
2020년09월_남_90~99세,"3,200",633,132,81,184,111,125,299,123,124,267,170,122,221,90,111,110,118,148,148,112,120,151,133
2020년09월_남_100세 이상,168,41,6,6,16,8,5,22,8,8,24,7,8,11,2,3,2,4,1,4,2,7,10,4
2020년09월_여_총인구수,"1,660,507","512,096","129,309","105,492","87,869","95,477","93,949","175,648","64,194","55,259","268,140","53,507","116,906","175,325","13,710","31,751","30,945","25,692","22,248","22,620","17,799","20,271","31,462","22,934"
2020년09월_여_연령구간인구수,"1,660,507","512,096","129,309","105,492","87,869","95,477","93,949","175,648","64,194","55,259","268,140","53,507","116,906","175,325","13,710","31,751","30,945","25,692","22,248","22,620","17,799","20,271","31,462","22,934"
2020년09월_여_0~9세,"132,894","40,930","10,649","8,232","6,046","6,547","9,456","13,805","4,962","3,977","24,579","2,806","13,195","17,208",541,"2,103","1,616","1,318",739,923,652,913,"1,829",798
2020년09월_여_10~19세,"155,206","47,802","11,284","11,083","6,604","8,759","10,072","16,725","6,217","5,020","29,536","3,749","13,231","16,652",719,"2,809","1,907","1,860","1,377","1,365",976,"1,432","2,641","1,188"
2020년09월_여_20~29세,"168,434","58,006","16,145","14,429","8,469","10,105","8,858","20,193","5,046","4,390","31,566","3,900","10,672","18,930",893,"2,300","2,093","1,625","1,256","1,418","1,058","1,332","2,469","1,287"
2020년09월_여_30~39세,"193,741","63,925","16,902","13,884","9,619","10,386","13,134","20,544","6,904","5,657","34,212","4,225","17,666","24,420",837,"2,832","2,345","1,791","1,187","1,267","1,004","1,277","2,466","1,182"
2020년09월_여_40~49세,"261,104","83,044","20,483","18,879","12,145","15,012","16,525","27,307","9,903","8,349","49,803","6,151","21,614","29,753","1,233","4,308","3,169","2,874","2,123","2,240","1,574","2,016","3,777","1,866"
2020년09월_여_50~59세,"285,252","93,931","25,708","22,293","14,841","17,369","13,720","29,360","11,017","8,735","46,699","9,327","18,240","29,039","2,083","5,136","5,177","4,185","3,481","3,889","3,048","3,273","5,129","3,503"
2020년09월_여_60~69세,"228,246","70,183","16,642","10,684","15,545","15,468","11,844","23,351","10,321","8,405","27,967","10,702","12,473","21,296","2,529","5,233","5,968","4,795","4,184","4,234","3,472","3,611","5,105","4,417"
2020년09월_여_70~79세,"136,594","33,985","6,922","3,540","9,134","7,958","6,431","14,389","6,075","6,115","14,839","7,120","5,690","11,488","2,386","3,778","4,632","3,814","3,828","3,655","3,001","3,293","4,161","4,345"
2020년09월_여_80~89세,"84,700","17,402","3,901","2,097","4,626","3,383","3,395","8,496","3,235","3,924","7,760","4,754","3,421","5,663","2,136","2,813","3,474","2,911","3,374","3,038","2,566","2,667","3,305","3,761"
2020년09월_여_90~99세,"13,702","2,747",642,357,791,458,499,"1,406",496,663,"1,121",735,667,828,346,431,537,505,683,572,431,433,548,553
2020년09월_여_100세 이상,634,141,31,14,49,32,15,72,18,24,58,38,37,48,7,8,27,14,16,19,17,24,32,34
2020년10월_계_총인구수,"3,342,831","1,037,709","263,161","215,523","174,830","191,697","192,498","347,759","128,835","111,313","542,376","104,924","246,133","351,910","26,864","64,351","61,561","51,477","42,893","45,033","34,921","39,141","61,459","44,172"
2020년10월_계_연령구간인구수,"3,342,831","1,037,709","263,161","215,523","174,830","191,697","192,498","347,759","128,835","111,313","542,376","104,924","246,133","351,910","26,864","64,351","61,561","51,477","42,893","45,033","34,921","39,141","61,459","44,172"
2020년10월_계_0~9세,"271,673","84,174","21,737","16,799","12,527","13,567","19,544","28,563","9,847","8,280","49,757","5,662","27,108","34,954","1,107","4,189","3,316","2,647","1,569","1,905","1,364","1,830","3,771","1,630"
2020년10월_계_10~19세,"325,298","100,175","23,764","23,320","13,744","18,364","20,983","35,366","12,873","10,326","61,594","7,894","27,928","34,320","1,544","5,990","4,144","4,087","2,940","2,913","2,096","2,990","5,647","2,471"
2020년10월_계_20~29세,"379,200","130,685","36,292","32,564","18,941","22,462","20,426","44,980","11,285","10,811","69,089","9,211","24,487","40,821","2,049","5,513","4,955","3,948","3,243","3,510","2,458","3,124","5,966","3,065"
2020년10월_계_30~39세,"403,417","135,010","35,667","29,622","20,412","22,029","27,280","41,848","14,109","12,065","70,112","8,958","37,222","49,696","1,767","5,721","5,193","3,929","2,483","2,821","2,179","2,640","5,056","2,608"
2020년10월_계_40~49세,"537,625","168,292","41,188","36,083","25,576","30,401","35,044","54,387","21,458","17,817","98,787","13,014","47,580","60,655","2,900","9,429","7,147","6,429","4,605","5,039","3,549","4,438","7,753","4,346"
2020년10월_계_50~59세,"582,825","186,784","50,705","43,585","29,474","34,681","28,339","57,915","22,573","18,469","96,576","18,854","39,115","58,583","4,650","11,318","11,015","9,174","7,390","8,505","6,578","6,964","10,610","7,752"
2020년10월_계_60~69세,"456,848","140,053","34,090","23,364","29,651","29,664","23,284","45,064","20,296","16,351","57,430","20,961","26,161","42,144","5,352","10,915","12,026","9,639","8,252","8,833","7,193","7,211","10,023","8,944"
2020년10월_계_70~79세,"244,637","62,959","13,246","6,803","16,522","14,675","11,713","25,543","11,059","10,665","26,216","12,573","10,784","20,933","4,033","6,691","8,129","6,773","6,720","6,396","5,305","5,521","7,052","7,285"
2020년10월_계_80~89세,"123,546","25,995","5,670","2,924","6,932","5,233","5,236","12,276","4,694","5,712","11,331","6,858","4,915","8,682","3,016","4,035","4,959","4,208","4,848","4,368","3,640","3,827","4,831","5,351"
2020년10월_계_90~99세,"16,947","3,395",764,439,984,579,629,"1,721",615,786,"1,398",894,788,"1,063",437,537,648,625,825,720,540,565,708,682
2020년10월_계_100세 이상,815,187,38,20,67,42,20,96,26,31,86,45,45,59,9,13,29,18,18,23,19,31,42,38
2020년10월_남_총인구수,"1,682,733","525,799","133,919","110,135","86,988","96,164","98,593","172,010","64,774","56,105","274,251","51,422","129,230","176,551","13,157","32,635","30,574","25,799","20,646","22,488","17,159","18,871","30,006","21,256"
2020년10월_남_연령구간인구수,"1,682,733","525,799","133,919","110,135","86,988","96,164","98,593","172,010","64,774","56,105","274,251","51,422","129,230","176,551","13,157","32,635","30,574","25,799","20,646","22,488","17,159","18,871","30,006","21,256"
2020년10월_남_0~9세,"139,714","43,490","11,174","8,603","6,524","7,026","10,163","14,816","4,940","4,329","25,364","2,885","14,023","17,873",570,"2,098","1,722","1,343",834,997,724,919,"1,944",843
2020년10월_남_10~19세,"170,311","52,470","12,510","12,291","7,134","9,627","10,908","18,661","6,677","5,313","32,094","4,157","14,683","17,664",831,"3,181","2,238","2,223","1,567","1,553","1,126","1,559","3,022","1,292"
2020년10월_남_20~29세,"210,724","72,761","20,177","18,177","10,490","12,365","11,552","24,751","6,258","6,440","37,479","5,300","13,784","21,843","1,153","3,210","2,850","2,322","1,991","2,112","1,405","1,790","3,501","1,774"
2020년10월_남_30~39세,"210,767","71,345","18,808","15,788","10,841","11,642","14,266","21,361","7,272","6,455","36,090","4,742","19,714","25,521",930,"2,912","2,851","2,152","1,287","1,558","1,179","1,372","2,594","1,432"
2020년10월_남_40~49세,"276,787","85,384","20,760","17,292","13,430","15,409","18,493","27,111","11,575","9,495","49,055","6,892","25,940","30,818","1,677","5,125","3,970","3,579","2,484","2,817","1,984","2,423","3,984","2,474"
2020년10월_남_50~59세,"297,544","92,887","25,012","21,274","14,659","17,326","14,616","28,533","11,578","9,747","49,688","9,548","20,829","29,565","2,577","6,215","5,832","4,991","3,920","4,652","3,542","3,696","5,480","4,264"
2020년10월_남_60~69세,"226,982","69,350","17,296","12,545","14,041","14,112","11,356","21,552","9,913","7,877","29,277","10,193","13,570","20,645","2,802","5,652","6,027","4,812","4,040","4,572","3,708","3,587","4,899","4,506"
2020년10월_남_70~79세,"107,961","28,880","6,292","3,243","7,374","6,689","5,282","11,155","4,981","4,555","11,372","5,439","5,067","9,385","1,653","2,922","3,495","2,973","2,914","2,752","2,306","2,243","2,908","2,961"
2020년10월_남_80~89세,"38,552","8,546","1,750",835,"2,284","1,849","1,828","3,748","1,449","1,760","3,540","2,089","1,487","3,003",871,"1,206","1,477","1,280","1,460","1,323","1,070","1,160","1,509","1,574"
2020년10월_남_90~99세,"3,220",644,134,81,194,111,124,301,123,125,267,170,125,223,91,110,110,120,148,148,113,115,155,132
2020년10월_남_100세 이상,171,42,6,6,17,8,5,21,8,9,25,7,8,11,2,4,2,4,1,4,2,7,10,4
2020년10월_여_총인구수,"1,660,098","511,910","129,242","105,388","87,842","95,533","93,905","175,749","64,061","55,208","268,125","53,502","116,903","175,359","13,707","31,716","30,987","25,678","22,247","22,545","17,762","20,270","31,453","22,916"
2020년10월_여_연령구간인구수,"1,660,098","511,910","129,242","105,388","87,842","95,533","93,905","175,749","64,061","55,208","268,125","53,502","116,903","175,359","13,707","31,716","30,987","25,678","22,247","22,545","17,762","20,270","31,453","22,916"
2020년10월_여_0~9세,"131,959","40,684","10,563","8,196","6,003","6,541","9,381","13,747","4,907","3,951","24,393","2,777","13,085","17,081",537,"2,091","1,594","1,304",735,908,640,911,"1,827",787
2020년10월_여_10~19세,"154,987","47,705","11,254","11,029","6,610","8,737","10,075","16,705","6,196","5,013","29,500","3,737","13,245","16,656",713,"2,809","1,906","1,864","1,373","1,360",970,"1,431","2,625","1,179"
2020년10월_여_20~29세,"168,476","57,924","16,115","14,387","8,451","10,097","8,874","20,229","5,027","4,371","31,610","3,911","10,703","18,978",896,"2,303","2,105","1,626","1,252","1,398","1,053","1,334","2,465","1,291"
2020년10월_여_30~39세,"192,650","63,665","16,859","13,834","9,571","10,387","13,014","20,487","6,837","5,610","34,022","4,216","17,508","24,175",837,"2,809","2,342","1,777","1,196","1,263","1,000","1,268","2,462","1,176"
2020년10월_여_40~49세,"260,838","82,908","20,428","18,791","12,146","14,992","16,551","27,276","9,883","8,322","49,732","6,122","21,640","29,837","1,223","4,304","3,177","2,850","2,121","2,222","1,565","2,015","3,769","1,872"
2020년10월_여_50~59세,"285,281","93,897","25,693","22,311","14,815","17,355","13,723","29,382","10,995","8,722","46,888","9,306","18,286","29,018","2,073","5,103","5,183","4,183","3,470","3,853","3,036","3,268","5,130","3,488"
2020년10월_여_60~69세,"229,866","70,703","16,794","10,819","15,610","15,552","11,928","23,512","10,383","8,474","28,153","10,768","12,591","21,499","2,550","5,263","5,999","4,827","4,212","4,261","3,485","3,624","5,124","4,438"
2020년10월_여_70~79세,"136,676","34,079","6,954","3,560","9,148","7,986","6,431","14,388","6,078","6,110","14,844","7,134","5,717","11,548","2,380","3,769","4,634","3,800","3,806","3,644","2,999","3,278","4,144","4,324"
2020년10월_여_80~89세,"84,994","17,449","3,920","2,089","4,648","3,384","3,408","8,528","3,245","3,952","7,791","4,769","3,428","5,679","2,145","2,829","3,482","2,928","3,388","3,045","2,570","2,667","3,322","3,777"
2020년10월_여_90~99세,"13,727","2,751",630,358,790,468,505,"1,420",492,661,"1,131",724,663,840,346,427,538,505,677,572,427,450,553,550
2020년10월_여_100세 이상,644,145,32,14,50,34,15,75,18,22,61,38,37,48,7,9,27,14,17,19,17,24,32,34
2020년11월_계_총인구수,"3,341,063","1,037,161","262,743","215,143","174,933","191,730","192,612","347,795","128,595","111,234","542,350","104,868","245,956","351,797","26,818","64,235","61,400","51,442","43,033","44,911","34,895","39,076","61,409","44,088"
2020년11월_계_연령구간인구수,"3,341,063","1,037,161","262,743","215,143","174,933","191,730","192,612","347,795","128,595","111,234","542,350","104,868","245,956","351,797","26,818","64,235","61,400","51,442","43,033","44,911","34,895","39,076","61,409","44,088"
2020년11월_계_0~9세,"270,050","83,759","21,588","16,673","12,519","13,526","19,453","28,478","9,747","8,206","49,497","5,627","26,935","34,757","1,090","4,123","3,251","2,592","1,587","1,862","1,348","1,810","3,769","1,612"
2020년11월_계_10~19세,"324,645","99,905","23,664","23,219","13,727","18,323","20,972","35,215","12,849","10,309","61,489","7,867","27,943","34,263","1,539","5,976","4,132","4,148","2,984","2,896","2,076","2,973","5,613","2,468"
2020년11월_계_20~29세,"378,918","130,351","36,120","32,460","18,890","22,440","20,441","45,066","11,284","10,789","69,128","9,203","24,439","40,786","2,053","5,528","4,960","3,933","3,301","3,494","2,464","3,112","5,976","3,051"
2020년11월_계_30~39세,"401,183","134,483","35,465","29,510","20,390","21,979","27,139","41,726","13,970","11,954","69,794","8,937","36,877","49,379","1,747","5,659","5,120","3,889","2,480","2,787","2,150","2,629","5,029","2,573"
2020년11월_계_40~49세,"537,107","168,074","41,133","35,915","25,540","30,390","35,096","54,312","21,414","17,839","98,639","12,977","47,624","60,742","2,882","9,418","7,116","6,414","4,617","5,013","3,548","4,420","7,738","4,320"
2020년11월_계_50~59세,"582,736","186,670","50,628","43,520","29,514","34,591","28,417","57,891","22,518","18,490","96,842","18,795","39,199","58,611","4,641","11,286","10,965","9,157","7,376","8,471","6,558","6,956","10,594","7,716"
2020년11월_계_60~69세,"459,656","140,989","34,341","23,625","29,775","29,821","23,427","45,381","20,415","16,439","57,807","21,039","26,358","42,428","5,366","10,951","12,095","9,682","8,277","8,875","7,228","7,242","10,067","9,017"
2020년11월_계_70~79세,"244,909","63,185","13,315","6,824","16,540","14,761","11,745","25,557","11,045","10,660","26,278","12,622","10,815","20,976","4,040","6,694","8,114","6,743","6,703","6,379","5,308","5,508","7,033","7,249"
2020년11월_계_80~89세,"123,987","26,144","5,681","2,938","6,979","5,278","5,268","12,332","4,711","5,724","11,383","6,856","4,926","8,724","3,022","4,044","4,966","4,233","4,865","4,390","3,651","3,828","4,833","5,355"
2020년11월_계_90~99세,"17,048","3,413",771,438,990,578,636,"1,741",615,793,"1,406",898,792,"1,072",429,543,652,633,826,721,546,566,714,688
2020년11월_계_100세 이상,824,188,37,21,69,43,18,96,27,31,87,47,48,59,9,13,29,18,17,23,18,32,43,39
2020년11월_남_총인구수,"1,681,719","525,467","133,706","109,935","87,002","96,186","98,638","171,968","64,656","56,068","274,299","51,374","129,085","176,428","13,146","32,576","30,495","25,795","20,757","22,422","17,137","18,849","29,987","21,210"
2020년11월_남_연령구간인구수,"1,681,719","525,467","133,706","109,935","87,002","96,186","98,638","171,968","64,656","56,068","274,299","51,374","129,085","176,428","13,146","32,576","30,495","25,795","20,757","22,422","17,137","18,849","29,987","21,210"
2020년11월_남_0~9세,"138,815","43,250","11,091","8,553","6,517","7,000","10,089","14,766","4,886","4,276","25,247","2,863","13,925","17,759",563,"2,070","1,690","1,315",837,971,713,908,"1,940",836
2020년11월_남_10~19세,"169,920","52,310","12,478","12,215","7,108","9,601","10,908","18,590","6,673","5,308","32,013","4,140","14,676","17,620",831,"3,177","2,229","2,264","1,599","1,542","1,111","1,549","2,998","1,290"
2020년11월_남_20~29세,"210,604","72,564","20,069","18,107","10,485","12,350","11,553","24,777","6,254","6,435","37,579","5,288","13,776","21,810","1,153","3,210","2,859","2,314","2,033","2,097","1,412","1,780","3,511","1,752"
2020년11월_남_30~39세,"209,653","71,104","18,724","15,757","10,794","11,635","14,194","21,312","7,206","6,401","35,961","4,710","19,492","25,352",924,"2,886","2,799","2,138","1,290","1,549","1,153","1,369","2,587","1,420"
2020년11월_남_40~49세,"276,528","85,308","20,728","17,235","13,427","15,393","18,525","27,034","11,545","9,507","48,990","6,889","25,968","30,851","1,665","5,114","3,959","3,571","2,489","2,804","1,988","2,415","3,974","2,457"
2020년11월_남_50~59세,"297,450","92,763","24,938","21,211","14,675","17,274","14,665","28,544","11,547","9,773","49,793","9,508","20,880","29,584","2,568","6,180","5,818","4,988","3,921","4,619","3,539","3,696","5,484","4,245"
2020년11월_남_60~69세,"228,418","69,891","17,446","12,680","14,110","14,230","11,425","21,675","9,967","7,915","29,476","10,239","13,652","20,787","2,818","5,679","6,047","4,830","4,047","4,606","3,724","3,604","4,911","4,550"
2020년11월_남_70~79세,"108,200","28,981","6,337","3,248","7,368","6,718","5,310","11,169","4,989","4,553","11,391","5,463","5,097","9,415","1,659","2,939","3,504","2,957","2,924","2,759","2,313","2,245","2,899","2,943"
2020년11월_남_80~89세,"38,722","8,612","1,754",844,"2,308","1,867","1,839","3,778","1,459","1,765","3,550","2,095","1,485","3,011",875,"1,207","1,477","1,293","1,468","1,320","1,071","1,159","1,516","1,581"
2020년11월_남_90~99세,"3,233",642,135,79,193,110,125,302,122,126,274,170,125,228,88,110,111,121,147,151,111,116,157,132
2020년11월_남_100세 이상,176,42,6,6,17,8,5,21,8,9,25,9,9,11,2,4,2,4,2,4,2,8,10,4
2020년11월_여_총인구수,"1,659,344","511,694","129,037","105,208","87,931","95,544","93,974","175,827","63,939","55,166","268,051","53,494","116,871","175,369","13,672","31,659","30,905","25,647","22,276","22,489","17,758","20,227","31,422","22,878"
