카테고리,부산광역시 동구,부산광역시 동구 초량제1동,부산광역시 동구 초량제2동,부산광역시 동구 초량제3동,부산광역시 동구 초량제6동,부산광역시 동구 수정제1동,부산광역시 동구 수정제2동,부산광역시 동구 수정제4동,부산광역시 동구 수정제5동,부산광역시 동구 좌천동,부산광역시 동구 범일제1동,부산광역시 동구 범일제2동,부산광역시 동구 범일제5동
2020년10월_계_50~59세,"14,842",799,"1,021","1,586","1,051",724,"1,675",717,981,"1,870","2,164","1,629",625
2020년10월_계_60~69세,"16,038",858,"1,206","1,270","1,237",738,"1,882",820,"1,083","2,030","2,573","1,579",762
2020년10월_계_70~79세,"10,701",592,818,671,934,550,"1,247",738,851,"1,472","1,578",784,466
2020년10월_계_80~89세,"4,560",227,322,284,444,219,526,318,356,623,726,309,206
2020년10월_계_90~99세,589,28,57,57,64,23,54,36,56,55,84,36,39
2020년10월_계_100세 이상,101,5,9,8,13,5,16,2,2,15,13,8,5
2020년10월_남_총인구수,"43,684","2,418","2,895","5,576","3,096","2,068","4,834","2,094","2,687","5,377","5,960","4,442","2,237"
2020년10월_남_연령구간인구수,"43,684","2,418","2,895","5,576","3,096","2,068","4,834","2,094","2,687","5,377","5,960","4,442","2,237"
2020년10월_남_0~9세,"2,190",75,96,520,110,94,205,70,105,257,207,255,196
2020년10월_남_10~19세,"2,679",146,145,382,225,159,302,143,183,317,309,232,136
2020년10월_남_20~29세,"5,346",348,323,742,361,277,604,209,329,695,697,557,204
2020년10월_남_30~39세,"5,613",277,317,"1,206",292,217,635,189,246,602,650,629,353
2020년10월_남_40~49세,"6,404",392,443,879,440,307,676,285,373,777,795,651,386
2020년10월_남_50~59세,"7,551",429,542,804,536,358,812,398,476,917,"1,125",839,315
2020년10월_남_60~69세,"7,596",400,547,627,572,325,862,401,488,954,"1,242",790,388
2020년10월_남_70~79세,"4,563",270,351,300,386,234,546,288,359,616,678,351,184
2020년10월_남_80~89세,"1,560",71,108,98,156,89,170,100,115,229,233,124,67
2020년10월_남_90~99세,151,8,19,13,13,8,19,11,13,7,21,12,7
2020년10월_남_100세 이상,31,2,4,5,5,0,3,0,0,6,3,2,1
2020년10월_여_총인구수,"45,521","2,435","2,954","5,797","3,293","2,175","5,272","2,092","2,939","5,740","6,126","4,366","2,332"
2020년10월_여_연령구간인구수,"45,521","2,435","2,954","5,797","3,293","2,175","5,272","2,092","2,939","5,740","6,126","4,366","2,332"
2020년10월_여_0~9세,"1,954",101,70,472,92,84,205,53,83,201,183,228,182
2020년10월_여_10~19세,"2,511",124,136,330,191,159,310,99,177,330,325,203,127
2020년10월_여_20~29세,"5,235",331,311,997,303,234,613,162,255,630,614,555,230
2020년10월_여_30~39세,"4,843",245,240,"1,125",229,176,524,128,209,555,527,559,326
2020년10월_여_40~49세,"5,599",305,335,844,403,277,632,217,337,688,641,594,326
2020년10월_여_50~59세,"7,291",370,479,782,515,366,863,319,505,953,"1,039",790,310
2020년10월_여_60~69세,"8,442",458,659,643,665,413,"1,020",419,595,"1,076","1,331",789,374
2020년10월_여_70~79세,"6,138",322,467,371,548,316,701,450,492,856,900,433,282
2020년10월_여_80~89세,"3,000",156,214,186,288,130,356,218,241,394,493,185,139
2020년10월_여_90~99세,438,20,38,44,51,15,35,25,43,48,63,24,32
2020년10월_여_100세 이상,70,3,5,3,8,5,13,2,2,9,10,6,4
2020년11월_계_총인구수,"89,031","4,835","5,813","11,432","6,386","4,237","10,099","4,174","5,609","11,073","12,060","8,752","4,561"
2020년11월_계_연령구간인구수,"89,031","4,835","5,813","11,432","6,386","4,237","10,099","4,174","5,609","11,073","12,060","8,752","4,561"
2020년11월_계_0~9세,"4,106",173,165,997,198,180,409,119,185,454,383,465,378
2020년11월_계_10~19세,"5,165",273,277,722,414,314,603,244,354,638,633,431,262
2020년11월_계_20~29세,"10,514",673,631,"1,749",664,509,"1,203",371,583,"1,306","1,299","1,096",430
2020년11월_계_30~39세,"10,425",506,556,"2,338",522,397,"1,174",312,453,"1,143","1,176","1,175",673
2020년11월_계_40~49세,"11,968",699,771,"1,734",832,579,"1,312",498,707,"1,450","1,432","1,234",720
2020년11월_계_50~59세,"14,797",790,993,"1,594","1,054",723,"1,669",718,978,"1,879","2,150","1,630",619
2020년11월_계_60~69세,"16,068",865,"1,205","1,272","1,248",742,"1,880",824,"1,086","2,025","2,576","1,583",762
2020년11월_계_70~79세,"10,710",591,822,681,934,547,"1,251",729,854,"1,472","1,579",783,467
2020년11월_계_80~89세,"4,589",233,326,282,442,219,530,321,355,632,731,313,205
2020년11월_계_90~99세,588,27,58,55,65,22,52,36,52,58,88,35,40
2020년11월_계_100세 이상,101,5,9,8,13,5,16,2,2,16,13,7,5
2020년11월_남_총인구수,"43,603","2,411","2,872","5,611","3,098","2,062","4,822","2,087","2,676","5,364","5,955","4,420","2,225"
2020년11월_남_연령구간인구수,"43,603","2,411","2,872","5,611","3,098","2,062","4,822","2,087","2,676","5,364","5,955","4,420","2,225"
2020년11월_남_0~9세,"2,166",72,97,519,109,93,203,68,104,255,202,247,197
2020년11월_남_10~19세,"2,671",148,142,388,225,159,296,144,179,311,309,233,137
2020년11월_남_20~29세,"5,330",346,319,747,364,278,590,211,328,694,697,554,202
2020년11월_남_30~39세,"5,571",267,315,"1,207",293,216,639,184,244,595,647,619,345
2020년11월_남_40~49세,"6,404",395,438,890,430,303,681,281,373,772,795,654,392
2020년11월_남_50~59세,"7,534",429,531,806,538,361,815,401,473,918,"1,121",837,304
2020년11월_남_60~69세,"7,602",403,543,634,579,325,858,403,484,954,"1,242",788,389
2020년11월_남_70~79세,"4,582",269,354,305,388,230,550,286,364,620,680,352,184
2020년11월_남_80~89세,"1,565",73,109,98,153,91,169,98,115,231,237,124,67
2020년11월_남_90~99세,147,7,20,12,14,6,18,11,12,8,22,10,7
2020년11월_남_100세 이상,31,2,4,5,5,0,3,0,0,6,3,2,1
2020년11월_여_총인구수,"45,428","2,424","2,941","5,821","3,288","2,175","5,277","2,087","2,933","5,709","6,105","4,332","2,336"
2020년11월_여_연령구간인구수,"45,428","2,424","2,941","5,821","3,288","2,175","5,277","2,087","2,933","5,709","6,105","4,332","2,336"
2020년11월_여_0~9세,"1,940",101,68,478,89,87,206,51,81,199,181,218,181
2020년11월_여_10~19세,"2,494",125,135,334,189,155,307,100,175,327,324,198,125
2020년11월_여_20~29세,"5,184",327,312,"1,002",300,231,613,160,255,612,602,542,228
2020년11월_여_30~39세,"4,854",239,241,"1,131",229,181,535,128,209,548,529,556,328
2020년11월_여_40~49세,"5,564",304,333,844,402,276,631,217,334,678,637,580,328
2020년11월_여_50~59세,"7,263",361,462,788,516,362,854,317,505,961,"1,029",793,315
2020년11월_여_60~69세,"8,466",462,662,638,669,417,"1,022",421,602,"1,071","1,334",795,373
2020년11월_여_70~79세,"6,128",322,468,376,546,317,701,443,490,852,899,431,283
2020년11월_여_80~89세,"3,024",160,217,184,289,128,361,223,240,401,494,189,138
2020년11월_여_90~99세,441,20,38,43,51,16,34,25,40,50,66,25,33
2020년11월_여_100세 이상,70,3,5,3,8,5,13,2,2,10,10,5,4
2020년12월_계_총인구수,"88,901","4,837","5,812","11,477","6,370","4,247","10,075","4,128","5,562","11,087","12,009","8,723","4,574"
2020년12월_계_연령구간인구수,"88,901","4,837","5,812","11,477","6,370","4,247","10,075","4,128","5,562","11,087","12,009","8,723","4,574"
2020년12월_계_0~9세,"4,085",171,164,990,195,181,416,112,177,463,377,460,379
2020년12월_계_10~19세,"5,145",278,278,732,408,319,594,238,349,631,631,425,262
2020년12월_계_20~29세,"10,472",663,634,"1,753",660,508,"1,211",370,569,"1,309","1,288","1,073",434
2020년12월_계_30~39세,"10,395",507,556,"2,342",521,402,"1,165",304,438,"1,149","1,155","1,179",677
2020년12월_계_40~49세,"11,953",709,767,"1,745",828,578,"1,306",487,695,"1,456","1,425","1,235",722
2020년12월_계_50~59세,"14,708",782,994,"1,597","1,055",723,"1,647",716,976,"1,861","2,131","1,614",612
2020년12월_계_60~69세,"16,094",873,"1,201","1,289","1,244",744,"1,881",815,"1,093","2,030","2,576","1,584",764
2020년12월_계_70~79세,"10,730",594,816,682,932,544,"1,253",726,856,"1,479","1,589",788,471
2020년12월_계_80~89세,"4,632",229,335,284,450,222,536,321,355,636,740,318,206
2020년12월_계_90~99세,586,26,58,55,64,21,50,37,52,57,84,40,42
2020년12월_계_100세 이상,101,5,9,8,13,5,16,2,2,16,13,7,5
2020년12월_남_총인구수,"43,509","2,419","2,874","5,630","3,080","2,066","4,810","2,056","2,645","5,378","5,917","4,402","2,232"
2020년12월_남_연령구간인구수,"43,509","2,419","2,874","5,630","3,080","2,066","4,810","2,056","2,645","5,378","5,917","4,402","2,232"
2020년12월_남_0~9세,"2,149",71,97,515,105,93,208,63,98,261,200,240,198
2020년12월_남_10~19세,"2,660",152,141,388,222,164,296,140,175,309,304,232,137
2020년12월_남_20~29세,"5,303",339,322,751,360,276,586,210,325,698,692,542,202
2020년12월_남_30~39세,"5,552",269,314,"1,208",294,219,639,178,229,602,633,621,346
2020년12월_남_40~49세,"6,410",402,440,902,425,301,677,276,373,772,789,657,396
2020년12월_남_50~59세,"7,492",429,528,808,538,360,800,401,474,916,"1,109",827,302
2020년12월_남_60~69세,"7,595",405,543,636,579,327,862,398,479,951,"1,238",788,389
2020년12월_남_70~79세,"4,593",270,352,307,384,231,551,283,366,625,685,354,185
2020년12월_남_80~89세,"1,579",73,113,97,155,90,172,95,114,230,243,129,68
2020년12월_남_90~99세,145,7,20,13,13,5,16,12,12,8,21,10,8
2020년12월_남_100세 이상,31,2,4,5,5,0,3,0,0,6,3,2,1
2020년12월_여_총인구수,"45,392","2,418","2,938","5,847","3,290","2,181","5,265","2,072","2,917","5,709","6,092","4,321","2,342"
2020년12월_여_연령구간인구수,"45,392","2,418","2,938","5,847","3,290","2,181","5,265","2,072","2,917","5,709","6,092","4,321","2,342"
2020년12월_여_0~9세,"1,936",100,67,475,90,88,208,49,79,202,177,220,181
2020년12월_여_10~19세,"2,485",126,137,344,186,155,298,98,174,322,327,193,125
2020년12월_여_20~29세,"5,169",324,312,"1,002",300,232,625,160,244,611,596,531,232
2020년12월_여_30~39세,"4,843",238,242,"1,134",227,183,526,126,209,547,522,558,331
2020년12월_여_40~49세,"5,543",307,327,843,403,277,629,211,322,684,636,578,326
2020년12월_여_50~59세,"7,216",353,466,789,517,363,847,315,502,945,"1,022",787,310
2020년12월_여_60~69세,"8,499",468,658,653,665,417,"1,019",417,614,"1,079","1,338",796,375
2020년12월_여_70~79세,"6,137",324,464,375,548,313,702,443,490,854,904,434,286
2020년12월_여_80~89세,"3,053",156,222,187,295,132,364,226,241,406,497,189,138
2020년12월_여_90~99세,441,19,38,42,51,16,34,25,40,49,63,30,34
2020년12월_여_100세 이상,70,3,5,3,8,5,13,2,2,10,10,5,4
2021년01월_계_총인구수,"88,763","4,827","5,806","11,496","6,337","4,246","10,038","4,130","5,543","11,058","11,977","8,710","4,595"
2021년01월_계_연령구간인구수,"88,763","4,827","5,806","11,496","6,337","4,246","10,038","4,130","5,543","11,058","11,977","8,710","4,595"
2021년01월_계_0~9세,"4,039",171,158,982,187,181,410,111,174,455,371,458,381
2021년01월_계_10~19세,"5,103",277,279,734,413,308,583,240,342,624,626,419,258
2021년01월_계_20~29세,"10,433",675,625,"1,747",652,514,"1,190",365,579,"1,295","1,281","1,073",437
2021년01월_계_30~39세,"10,400",511,562,"2,338",514,404,"1,180",307,429,"1,138","1,153","1,178",686
2021년01월_계_40~49세,"11,889",700,759,"1,756",832,572,"1,296",483,682,"1,452","1,404","1,222",731
2021년01월_계_50~59세,"14,666",773,"1,000","1,612","1,043",719,"1,630",715,972,"1,856","2,125","1,612",609
2021년01월_계_60~69세,"16,148",869,"1,202","1,290","1,237",748,"1,883",823,"1,102","2,044","2,587","1,596",767
2021년01월_계_70~79세,"10,717",593,820,687,926,552,"1,248",723,852,"1,482","1,583",785,466
2021년01월_계_80~89세,"4,672",227,334,285,456,221,551,326,356,636,750,320,210
2021년01월_계_90~99세,595,26,58,57,64,22,51,35,53,60,84,40,45
2021년01월_계_100세 이상,101,5,9,8,13,5,16,2,2,16,13,7,5
2021년01월_남_총인구수,"43,462","2,419","2,871","5,638","3,067","2,053","4,790","2,057","2,635","5,377","5,904","4,409","2,242"
2021년01월_남_연령구간인구수,"43,462","2,419","2,871","5,638","3,067","2,053","4,790","2,057","2,635","5,377","5,904","4,409","2,242"
2021년01월_남_0~9세,"2,124",72,92,517,97,94,203,62,95,259,196,238,199
2021년01월_남_10~19세,"2,646",149,142,390,230,154,292,140,171,307,301,232,138
2021년01월_남_20~29세,"5,289",349,316,743,357,276,568,211,329,696,697,547,200
2021년01월_남_30~39세,"5,564",271,320,"1,206",290,217,655,176,225,597,634,621,352
2021년01월_남_40~49세,"6,361",395,435,905,422,297,667,274,369,774,775,647,401
2021년01월_남_50~59세,"7,478",428,528,816,537,362,797,397,468,913,"1,108",825,299
2021년01월_남_60~69세,"7,636",404,549,633,576,324,863,405,488,959,"1,241",801,393
2021년01월_남_70~79세,"4,599",270,353,312,387,235,548,284,365,625,683,355,182
2021년01월_남_80~89세,"1,589",72,111,99,154,89,179,96,113,232,245,130,69
2021년01월_남_90~99세,145,7,21,12,12,5,15,12,12,9,21,11,8
2021년01월_남_100세 이상,31,2,4,5,5,0,3,0,0,6,3,2,1
2021년01월_여_총인구수,"45,301","2,408","2,935","5,858","3,270","2,193","5,248","2,073","2,908","5,681","6,073","4,301","2,353"
2021년01월_여_연령구간인구수,"45,301","2,408","2,935","5,858","3,270","2,193","5,248","2,073","2,908","5,681","6,073","4,301","2,353"
2021년01월_여_0~9세,"1,915",99,66,465,90,87,207,49,79,196,175,220,182
2021년01월_여_10~19세,"2,457",128,137,344,183,154,291,100,171,317,325,187,120
2021년01월_여_20~29세,"5,144",326,309,"1,004",295,238,622,154,250,599,584,526,237
2021년01월_여_30~39세,"4,836",240,242,"1,132",224,187,525,131,204,541,519,557,334
2021년01월_여_40~49세,"5,528",305,324,851,410,275,629,209,313,678,629,575,330
2021년01월_여_50~59세,"7,188",345,472,796,506,357,833,318,504,943,"1,017",787,310
2021년01월_여_60~69세,"8,512",465,653,657,661,424,"1,020",418,614,"1,085","1,346",795,374
2021년01월_여_70~79세,"6,118",323,467,375,539,317,700,439,487,857,900,430,284
2021년01월_여_80~89세,"3,083",155,223,186,302,132,372,230,243,404,505,190,141
2021년01월_여_90~99세,450,19,37,45,52,17,36,23,41,51,63,29,37
2021년01월_여_100세 이상,70,3,5,3,8,5,13,2,2,10,10,5,4
2021년02월_계_총인구수,"88,639","4,830","5,796","11,505","6,271","4,235","10,078","4,097","5,514","11,066","11,954","8,689","4,604"
2021년02월_계_연령구간인구수,"88,639","4,830","5,796","11,505","6,271","4,235","10,078","4,097","5,514","11,066","11,954","8,689","4,604"
2021년02월_계_0~9세,"4,023",166,157,987,174,188,413,107,169,453,368,455,386
2021년02월_계_10~19세,"5,035",272,278,728,406,307,579,232,333,616,611,420,253
2021년02월_계_20~29세,"10,423",676,625,"1,750",645,501,"1,195",355,577,"1,300","1,290","1,064",445
2021년02월_계_30~39세,"10,375",503,566,"2,323",507,406,"1,196",306,430,"1,144","1,136","1,171",687
2021년02월_계_40~49세,"11,839",698,750,"1,763",817,575,"1,289",475,667,"1,450","1,397","1,229",729
2021년02월_계_50~59세,"14,643",781,"1,002","1,617","1,039",705,"1,642",708,973,"1,854","2,123","1,588",611
2021년02월_계_60~69세,"16,175",876,"1,191","1,296","1,232",754,"1,889",821,"1,098","2,053","2,584","1,608",773
2021년02월_계_70~79세,"10,708",594,825,688,913,550,"1,252",725,856,"1,484","1,585",776,460
2021년02월_계_80~89세,"4,721",231,335,288,464,221,557,331,358,636,761,328,211
2021년02월_계_90~99세,597,28,58,57,62,23,50,35,51,60,86,43,44
2021년02월_계_100세 이상,100,5,9,8,12,5,16,2,2,16,13,7,5
2021년02월_남_총인구수,"43,370","2,428","2,869","5,628","3,050","2,050","4,809","2,032","2,616","5,373","5,885","4,392","2,238"
2021년02월_남_연령구간인구수,"43,370","2,428","2,869","5,628","3,050","2,050","4,809","2,032","2,616","5,373","5,885","4,392","2,238"
2021년02월_남_0~9세,"2,119",72,92,520,90,99,206,61,93,255,193,236,202
2021년02월_남_10~19세,"2,601",144,141,381,223,154,290,134,164,306,297,232,135
2021년02월_남_20~29세,"5,268",351,316,739,359,270,569,204,326,694,696,544,200
2021년02월_남_30~39세,"5,556",266,328,"1,202",291,219,658,176,229,599,624,615,349
2021년02월_남_40~49세,"6,341",395,428,905,416,298,667,267,358,778,776,652,401
2021년02월_남_50~59세,"7,456",434,530,814,541,354,803,392,472,907,"1,100",810,299
2021년02월_남_60~69세,"7,647",409,543,634,576,326,865,405,482,964,"1,241",806,396
2021년02월_남_70~79세,"4,591",273,353,317,381,234,551,285,365,624,680,349,179
2021년02월_남_80~89세,"1,615",75,113,99,157,91,182,96,115,231,254,134,68
2021년02월_남_90~99세,146,7,21,12,12,5,15,12,12,9,21,12,8
2021년02월_남_100세 이상,30,2,4,5,4,0,3,0,0,6,3,2,1
2021년02월_여_총인구수,"45,269","2,402","2,927","5,877","3,221","2,185","5,269","2,065","2,898","5,693","6,069","4,297","2,366"
2021년02월_여_연령구간인구수,"45,269","2,402","2,927","5,877","3,221","2,185","5,269","2,065","2,898","5,693","6,069","4,297","2,366"
2021년02월_여_0~9세,"1,904",94,65,467,84,89,207,46,76,198,175,219,184
2021년02월_여_10~19세,"2,434",128,137,347,183,153,289,98,169,310,314,188,118
2021년02월_여_20~29세,"5,155",325,309,"1,011",286,231,626,151,251,606,594,520,245
2021년02월_여_30~39세,"4,819",237,238,"1,121",216,187,538,130,201,545,512,556,338
2021년02월_여_40~49세,"5,498",303,322,858,401,277,622,208,309,672,621,577,328
2021년02월_여_50~59세,"7,187",347,472,803,498,351,839,316,501,947,"1,023",778,312
2021년02월_여_60~69세,"8,528",467,648,662,656,428,"1,024",416,616,"1,089","1,343",802,377
2021년02월_여_70~79세,"6,117",321,472,371,532,316,701,440,491,860,905,427,281
2021년02월_여_80~89세,"3,106",156,222,189,307,130,375,235,243,405,507,194,143
2021년02월_여_90~99세,451,21,37,45,50,18,35,23,39,51,65,31,36
2021년02월_여_100세 이상,70,3,5,3,8,5,13,2,2,10,10,5,4
2021년03월_계_총인구수,"88,218","4,816","5,773","11,897","6,184","4,179","10,052","4,056","5,434","10,963","11,773","8,614","4,477"
2021년03월_계_연령구간인구수,"88,218","4,816","5,773","11,897","6,184","4,179","10,052","4,056","5,434","10,963","11,773","8,614","4,477"
2021년03월_계_0~9세,"4,070",159,155,"1,079",168,183,410,103,165,453,356,452,387
2021년03월_계_10~19세,"5,020",273,274,772,400,306,563,224,327,604,609,418,250
2021년03월_계_20~29세,"10,406",688,619,"1,779",644,490,"1,193",351,567,"1,290","1,283","1,067",435
2021년03월_계_30~39세,"10,421",511,564,"2,433",496,399,"1,212",309,421,"1,136","1,109","1,153",678
2021년03월_계_40~49세,"11,727",698,732,"1,838",797,569,"1,258",460,658,"1,430","1,366","1,210",711
2021년03월_계_50~59세,"14,505",780,"1,004","1,643","1,028",691,"1,635",701,947,"1,833","2,090","1,558",595
2021년03월_계_60~69세,"16,117",872,"1,191","1,330","1,222",751,"1,897",821,"1,085","2,034","2,567","1,604",743
2021년03월_계_70~79세,"10,612",582,830,683,905,543,"1,258",723,845,"1,469","1,562",777,435
2021년03월_계_80~89세,"4,708",231,334,288,454,224,557,331,368,640,750,327,204
2021년03월_계_90~99세,569,22,61,51,59,20,53,33,51,61,79,42,37
2021년03월_계_100세 이상,63,0,9,1,11,3,16,0,0,13,2,6,2
2021년03월_남_총인구수,"43,213","2,422","2,855","5,823","3,014","2,021","4,795","2,010","2,586","5,330","5,803","4,358","2,196"
2021년03월_남_연령구간인구수,"43,213","2,422","2,855","5,823","3,014","2,021","4,795","2,010","2,586","5,330","5,803","4,358","2,196"
2021년03월_남_0~9세,"2,154",68,90,576,89,98,206,59,89,252,186,236,205
2021년03월_남_10~19세,"2,593",146,142,400,218,152,285,128,161,301,298,229,133
2021년03월_남_20~29세,"5,254",358,306,756,358,262,567,203,317,689,693,551,194
2021년03월_남_30~39세,"5,568",275,326,"1,238",288,215,662,179,230,595,614,604,342
2021년03월_남_40~49세,"6,291",392,415,947,406,295,649,254,357,771,761,646,398
2021년03월_남_50~59세,"7,417",434,540,825,537,351,801,392,461,896,"1,082",796,302
2021년03월_남_60~69세,"7,609",403,544,646,575,325,870,405,474,959,"1,230",799,379
2021년03월_남_70~79세,"4,567",269,354,323,378,228,555,282,367,621,671,349,170
2021년03월_남_80~89세,"1,608",73,112,99,152,93,182,97,119,233,248,134,66
2021년03월_남_90~99세,134,4,22,12,10,2,15,11,11,10,19,12,6
2021년03월_남_100세 이상,18,0,4,1,3,0,3,0,0,3,1,2,1
2021년03월_여_총인구수,"45,005","2,394","2,918","6,074","3,170","2,158","5,257","2,046","2,848","5,633","5,970","4,256","2,281"
2021년03월_여_연령구간인구수,"45,005","2,394","2,918","6,074","3,170","2,158","5,257","2,046","2,848","5,633","5,970","4,256","2,281"
2021년03월_여_0~9세,"1,916",91,65,503,79,85,204,44,76,201,170,216,182
2021년03월_여_10~19세,"2,427",127,132,372,182,154,278,96,166,303,311,189,117
2021년03월_여_20~29세,"5,152",330,313,"1,023",286,228,626,148,250,601,590,516,241
2021년03월_여_30~39세,"4,853",236,238,"1,195",208,184,550,130,191,541,495,549,336
2021년03월_여_40~49세,"5,436",306,317,891,391,274,609,206,301,659,605,564,313
2021년03월_여_50~59세,"7,088",346,464,818,491,340,834,309,486,937,"1,008",762,293
2021년03월_여_60~69세,"8,508",469,647,684,647,426,"1,027",416,611,"1,075","1,337",805,364
2021년03월_여_70~79세,"6,045",313,476,360,527,315,703,441,478,848,891,428,265
2021년03월_여_80~89세,"3,100",158,222,189,302,131,375,234,249,407,502,193,138
2021년03월_여_90~99세,435,18,39,39,49,18,38,22,40,51,60,30,31
2021년03월_여_100세 이상,45,0,5,0,8,3,13,0,0,10,1,4,1
2021년04월_계_총인구수,"88,159","4,830","5,760","12,135","6,137","4,154","10,026","4,007","5,428","10,937","11,744","8,542","4,459"
2021년04월_계_연령구간인구수,"88,159","4,830","5,760","12,135","6,137","4,154","10,026","4,007","5,428","10,937","11,744","8,542","4,459"
2021년04월_계_0~9세,"4,075",158,152,"1,126",157,185,406,98,163,450,346,450,384
2021년04월_계_10~19세,"4,985",274,269,783,396,299,559,216,326,598,604,411,250
2021년04월_계_20~29세,"10,424",688,618,"1,802",644,499,"1,191",352,564,"1,292","1,288","1,055",431
2021년04월_계_30~39세,"10,389",517,557,"2,492",481,386,"1,190",299,423,"1,123","1,100","1,144",677
2021년04월_계_40~49세,"11,739",702,728,"1,880",794,568,"1,260",453,659,"1,425","1,358","1,208",704
2021년04월_계_50~59세,"14,422",781,998,"1,654","1,018",686,"1,627",687,948,"1,831","2,070","1,531",591
2021년04월_계_60~69세,"16,142",866,"1,199","1,367","1,213",744,"1,906",817,"1,085","2,034","2,577","1,587",747
2021년04월_계_70~79세,"10,616",590,829,687,907,538,"1,254",719,838,"1,473","1,564",780,437
2021년04월_계_80~89세,"4,731",231,337,292,456,227,564,331,370,636,758,327,202
2021년04월_계_90~99세,572,23,64,50,60,19,53,35,52,62,77,43,34
2021년04월_계_100세 이상,64,0,9,2,11,3,16,0,0,13,2,6,2
2021년04월_남_총인구수,"43,185","2,444","2,852","5,930","2,987","2,012","4,781","1,982","2,580","5,317","5,789","4,314","2,197"
2021년04월_남_연령구간인구수,"43,185","2,444","2,852","5,930","2,987","2,012","4,781","1,982","2,580","5,317","5,789","4,314","2,197"
2021년04월_남_0~9세,"2,158",67,88,606,79,101,205,56,88,251,176,234,207
2021년04월_남_10~19세,"2,568",148,138,405,216,151,282,121,157,293,297,226,134
2021년04월_남_20~29세,"5,272",363,306,767,360,263,572,203,317,686,696,544,195
2021년04월_남_30~39세,"5,539",280,320,"1,252",280,208,642,173,234,595,612,598,345
2021년04월_남_40~49세,"6,293",398,414,970,403,297,649,252,354,767,754,641,394
2021년04월_남_50~59세,"7,378",432,537,830,534,348,801,385,466,890,"1,071",786,298
2021년04월_남_60~69세,"7,633",405,551,665,567,324,874,401,473,967,"1,239",787,380
2021년04월_남_70~79세,"4,572",272,356,323,383,225,552,281,359,623,674,352,172
2021년04월_남_80~89세,"1,616",75,115,99,151,93,185,98,120,232,250,132,66
2021년04월_남_90~99세,138,4,23,12,11,2,16,12,12,10,19,12,5
2021년04월_남_100세 이상,18,0,4,1,3,0,3,0,0,3,1,2,1
2021년04월_여_총인구수,"44,974","2,386","2,908","6,205","3,150","2,142","5,245","2,025","2,848","5,620","5,955","4,228","2,262"
2021년04월_여_연령구간인구수,"44,974","2,386","2,908","6,205","3,150","2,142","5,245","2,025","2,848","5,620","5,955","4,228","2,262"
2021년04월_여_0~9세,"1,917",91,64,520,78,84,201,42,75,199,170,216,177
2021년04월_여_10~19세,"2,417",126,131,378,180,148,277,95,169,305,307,185,116
2021년04월_여_20~29세,"5,152",325,312,"1,035",284,236,619,149,247,606,592,511,236
2021년04월_여_30~39세,"4,850",237,237,"1,240",201,178,548,126,189,528,488,546,332
2021년04월_여_40~49세,"5,446",304,314,910,391,271,611,201,305,658,604,567,310
2021년04월_여_50~59세,"7,044",349,461,824,484,338,826,302,482,941,999,745,293
2021년04월_여_60~69세,"8,509",461,648,702,646,420,"1,032",416,612,"1,067","1,338",800,367
2021년04월_여_70~79세,"6,044",318,473,364,524,313,702,438,479,850,890,428,265
2021년04월_여_80~89세,"3,115",156,222,193,305,134,379,233,250,404,508,195,136
2021년04월_여_90~99세,434,19,41,38,49,17,37,23,40,52,58,31,29
2021년04월_여_100세 이상,46,0,5,1,8,3,13,0,0,10,1,4,1
2021년05월_계_총인구수,"88,080","4,855","5,754","12,368","6,117","4,161","10,006","3,973","5,415","10,899","11,715","8,394","4,423"
2021년05월_계_연령구간인구수,"88,080","4,855","5,754","12,368","6,117","4,161","10,006","3,973","5,415","10,899","11,715","8,394","4,423"
2021년05월_계_0~9세,"4,040",155,145,"1,131",158,189,404,96,160,443,345,441,373
2021년05월_계_10~19세,"4,972",279,264,809,396,303,544,208,327,591,606,403,242
2021년05월_계_20~29세,"10,382",682,626,"1,831",631,497,"1,182",351,562,"1,292","1,272","1,025",431
2021년05월_계_30~39세,"10,411",527,564,"2,553",476,387,"1,186",301,424,"1,111","1,087","1,125",670
2021년05월_계_40~49세,"11,683",702,709,"1,915",789,570,"1,252",449,655,"1,404","1,359","1,178",701
2021년05월_계_50~59세,"14,395",794,"1,002","1,686","1,015",681,"1,629",671,938,"1,835","2,046","1,514",584
2021년05월_계_60~69세,"16,150",870,"1,196","1,387","1,213",748,"1,921",823,"1,083","2,028","2,578","1,554",749
2021년05월_계_70~79세,"10,646",592,830,702,911,537,"1,258",705,839,"1,477","1,581",779,435
2021년05월_계_80~89세,"4,767",231,346,302,456,226,560,334,375,642,765,328,202
2021년05월_계_90~99세,569,23,62,50,61,20,54,35,52,63,74,41,34
2021년05월_계_100세 이상,65,0,10,2,11,3,16,0,0,13,2,6,2
2021년05월_남_총인구수,"43,109","2,456","2,843","6,034","2,976","2,024","4,759","1,964","2,571","5,290","5,778","4,236","2,178"
2021년05월_남_연령구간인구수,"43,109","2,456","2,843","6,034","2,976","2,024","4,759","1,964","2,571","5,290","5,778","4,236","2,178"
2021년05월_남_0~9세,"2,128",65,84,600,80,103,203,54,85,246,176,229,203
2021년05월_남_10~19세,"2,555",149,136,411,216,152,275,119,159,289,300,220,129
2021년05월_남_20~29세,"5,254",359,310,793,353,263,566,201,314,688,686,528,193
