카테고리,충청남도 공주시,충청남도 공주시 유구읍,충청남도 공주시 이인면,충청남도 공주시 탄천면,충청남도 공주시 계룡면,충청남도 공주시 반포면,충청남도 공주시 의당면,충청남도 공주시 정안면,충청남도 공주시 우성면,충청남도 공주시 사곡면,충청남도 공주시 신풍면,충청남도 공주시 중학동,충청남도 공주시 웅진동,충청남도 공주시 금학동,충청남도 공주시 옥룡동,충청남도 공주시 신관동,충청남도 공주시 월송동
2020년06월_여_80~89세,"4,609",456,281,270,390,153,217,363,379,246,219,204,283,165,320,372,291
2020년06월_여_90~99세,713,62,30,46,61,30,41,58,52,33,32,40,41,29,41,63,54
2020년06월_여_100세 이상,48,3,5,4,3,1,1,4,7,3,4,2,5,0,2,2,2
2020년07월_계_총인구수,"105,396","7,538","3,329","2,983","5,660","4,270","4,719","4,703","5,297","2,968","3,272","4,733","8,310","5,475","8,075","19,547","14,517"
2020년07월_계_연령구간인구수,"105,396","7,538","3,329","2,983","5,660","4,270","4,719","4,703","5,297","2,968","3,272","4,733","8,310","5,475","8,075","19,547","14,517"
2020년07월_계_0~9세,"6,025",271,108,66,190,171,204,126,167,81,85,198,450,381,342,"1,491","1,694"
2020년07월_계_10~19세,"8,439",426,136,136,290,206,373,227,300,158,91,357,736,580,571,"2,107","1,745"
2020년07월_계_20~29세,"11,444",511,223,188,343,360,470,288,400,190,178,577,924,760,905,"3,242","1,885"
2020년07월_계_30~39세,"9,733",502,204,188,327,311,397,283,351,156,194,401,848,522,716,"2,314","2,019"
2020년07월_계_40~49세,"13,577",823,286,230,533,495,594,427,566,268,313,604,"1,179",785,"1,020","3,059","2,395"
2020년07월_계_50~59세,"18,683","1,375",618,512,"1,051",975,978,841,965,540,639,813,"1,417",904,"1,559","3,242","2,254"
2020년07월_계_60~69세,"17,911","1,717",736,636,"1,349",956,813,"1,099","1,077",646,853,797,"1,393",829,"1,437","2,259","1,314"
2020년07월_계_70~79세,"11,469","1,112",562,538,888,497,511,740,820,497,530,604,864,439,975,"1,180",712
2020년07월_계_80~89세,"7,075",711,401,427,603,256,325,584,565,385,335,324,435,241,491,571,421
2020년07월_계_90~99세,980,83,50,59,81,42,53,84,79,43,50,56,58,32,57,78,75
2020년07월_계_100세 이상,60,7,5,3,5,1,1,4,7,4,4,2,6,2,2,4,3
2020년07월_남_총인구수,"52,782","3,805","1,696","1,552","2,880","2,257","2,447","2,431","2,753","1,491","1,458","2,363","4,095","2,740","4,064","9,579","7,171"
2020년07월_남_연령구간인구수,"52,782","3,805","1,696","1,552","2,880","2,257","2,447","2,431","2,753","1,491","1,458","2,363","4,095","2,740","4,064","9,579","7,171"
2020년07월_남_0~9세,"3,129",152,49,34,95,102,98,70,89,44,44,100,239,200,184,769,860
2020년07월_남_10~19세,"4,359",215,88,69,152,121,188,121,145,77,45,195,358,293,298,"1,071",923
2020년07월_남_20~29세,"6,364",319,122,124,185,212,288,185,253,103,106,319,510,370,528,"1,727","1,013"
2020년07월_남_30~39세,"5,184",303,118,112,177,183,208,167,210,101,102,238,476,276,404,"1,152",957
2020년07월_남_40~49세,"7,169",466,183,146,321,268,348,270,350,159,132,307,616,411,559,"1,496","1,137"
2020년07월_남_50~59세,"9,673",680,353,301,603,513,525,439,554,303,281,422,720,470,802,"1,562","1,145"
2020년07월_남_60~69세,"8,943",881,384,341,688,505,430,585,553,331,377,384,638,425,693,"1,058",670
2020년07월_남_70~79세,"5,230",508,259,256,429,238,244,350,388,222,236,265,366,213,411,529,316
2020년07월_남_80~89세,"2,459",257,120,157,208,104,107,219,184,140,116,118,154,77,172,198,128
2020년07월_남_90~99세,259,20,20,12,20,11,11,25,27,10,19,15,17,4,13,14,21
2020년07월_남_100세 이상,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020년07월_여_총인구수,"52,614","3,733","1,633","1,431","2,780","2,013","2,272","2,272","2,544","1,477","1,814","2,370","4,215","2,735","4,011","9,968","7,346"
2020년07월_여_연령구간인구수,"52,614","3,733","1,633","1,431","2,780","2,013","2,272","2,272","2,544","1,477","1,814","2,370","4,215","2,735","4,011","9,968","7,346"
2020년07월_여_0~9세,"2,896",119,59,32,95,69,106,56,78,37,41,98,211,181,158,722,834
2020년07월_여_10~19세,"4,080",211,48,67,138,85,185,106,155,81,46,162,378,287,273,"1,036",822
2020년07월_여_20~29세,"5,080",192,101,64,158,148,182,103,147,87,72,258,414,390,377,"1,515",872
2020년07월_여_30~39세,"4,549",199,86,76,150,128,189,116,141,55,92,163,372,246,312,"1,162","1,062"
2020년07월_여_40~49세,"6,408",357,103,84,212,227,246,157,216,109,181,297,563,374,461,"1,563","1,258"
2020년07월_여_50~59세,"9,010",695,265,211,448,462,453,402,411,237,358,391,697,434,757,"1,680","1,109"
2020년07월_여_60~69세,"8,968",836,352,295,661,451,383,514,524,315,476,413,755,404,744,"1,201",644
2020년07월_여_70~79세,"6,239",604,303,282,459,259,267,390,432,275,294,339,498,226,564,651,396
2020년07월_여_80~89세,"4,616",454,281,270,395,152,218,365,381,245,219,206,281,164,319,373,293
2020년07월_여_90~99세,721,63,30,47,61,31,42,59,52,33,31,41,41,28,44,64,54
2020년07월_여_100세 이상,47,3,5,3,3,1,1,4,7,3,4,2,5,1,2,1,2
2020년08월_계_총인구수,"105,353","7,535","3,319","2,991","5,631","4,251","4,705","4,699","5,293","2,970","3,279","4,737","8,300","5,502","8,055","19,539","14,547"
2020년08월_계_연령구간인구수,"105,353","7,535","3,319","2,991","5,631","4,251","4,705","4,699","5,293","2,970","3,279","4,737","8,300","5,502","8,055","19,539","14,547"
2020년08월_계_0~9세,"5,990",268,108,69,185,166,199,124,168,82,86,196,446,385,332,"1,484","1,692"
2020년08월_계_10~19세,"8,397",424,133,134,286,200,372,222,300,157,91,355,732,574,575,"2,107","1,735"
2020년08월_계_20~29세,"11,402",503,217,188,342,353,467,287,395,191,178,571,926,767,894,"3,244","1,879"
2020년08월_계_30~39세,"9,707",502,200,189,318,316,386,287,351,154,190,398,849,530,712,"2,302","2,023"
2020년08월_계_40~49세,"13,518",813,280,234,523,489,596,424,556,268,316,606,"1,160",791,"1,011","3,046","2,405"
2020년08월_계_50~59세,"18,729","1,375",624,509,"1,054",968,974,838,973,538,637,827,"1,428",904,"1,577","3,242","2,261"
2020년08월_계_60~69세,"17,981","1,730",734,636,"1,343",960,821,"1,103","1,078",651,852,798,"1,397",834,"1,443","2,272","1,329"
2020년08월_계_70~79세,"11,487","1,117",564,541,891,499,513,742,820,497,541,602,863,440,964,"1,175",718
2020년08월_계_80~89세,"7,090",709,403,428,603,257,324,581,561,387,334,326,437,243,486,585,426
2020년08월_계_90~99세,992,87,51,60,81,42,52,87,84,41,50,56,56,32,59,78,76
2020년08월_계_100세 이상,60,7,5,3,5,1,1,4,7,4,4,2,6,2,2,4,3
2020년08월_남_총인구수,"52,741","3,798","1,688","1,550","2,873","2,247","2,448","2,430","2,750","1,492","1,463","2,363","4,082","2,765","4,060","9,568","7,164"
2020년08월_남_연령구간인구수,"52,741","3,798","1,688","1,550","2,873","2,247","2,448","2,430","2,750","1,492","1,463","2,363","4,082","2,765","4,060","9,568","7,164"
2020년08월_남_0~9세,"3,113",148,49,35,94,101,95,69,89,45,44,101,237,202,178,770,856
2020년08월_남_10~19세,"4,326",217,86,68,150,117,189,119,144,76,45,194,353,290,300,"1,066",912
2020년08월_남_20~29세,"6,352",312,117,122,189,207,287,183,252,106,108,317,506,381,522,"1,731","1,012"
2020년08월_남_30~39세,"5,169",302,117,112,172,184,205,169,211,99,99,238,477,279,406,"1,143",956
2020년08월_남_40~49세,"7,133",462,179,147,313,265,346,269,344,158,134,309,604,419,558,"1,488","1,138"
2020년08월_남_50~59세,"9,692",680,356,297,610,511,525,438,558,302,277,423,724,471,811,"1,566","1,143"
2020년08월_남_60~69세,"8,970",887,380,340,687,504,434,588,552,334,381,386,638,427,696,"1,059",677
2020년08월_남_70~79세,"5,244",508,264,262,431,238,248,349,387,222,241,262,367,216,407,524,318
2020년08월_남_80~89세,"2,467",258,120,155,205,107,108,220,185,141,116,118,158,75,168,204,129
2020년08월_남_90~99세,262,20,20,12,20,13,11,26,28,8,18,15,17,4,14,14,22
2020년08월_남_100세 이상,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020년08월_여_총인구수,"52,612","3,737","1,631","1,441","2,758","2,004","2,257","2,269","2,543","1,478","1,816","2,374","4,218","2,737","3,995","9,971","7,383"
2020년08월_여_연령구간인구수,"52,612","3,737","1,631","1,441","2,758","2,004","2,257","2,269","2,543","1,478","1,816","2,374","4,218","2,737","3,995","9,971","7,383"
2020년08월_여_0~9세,"2,877",120,59,34,91,65,104,55,79,37,42,95,209,183,154,714,836
2020년08월_여_10~19세,"4,071",207,47,66,136,83,183,103,156,81,46,161,379,284,275,"1,041",823
2020년08월_여_20~29세,"5,050",191,100,66,153,146,180,104,143,85,70,254,420,386,372,"1,513",867
2020년08월_여_30~39세,"4,538",200,83,77,146,132,181,118,140,55,91,160,372,251,306,"1,159","1,067"
2020년08월_여_40~49세,"6,385",351,101,87,210,224,250,155,212,110,182,297,556,372,453,"1,558","1,267"
2020년08월_여_50~59세,"9,037",695,268,212,444,457,449,400,415,236,360,404,704,433,766,"1,676","1,118"
2020년08월_여_60~69세,"9,011",843,354,296,656,456,387,515,526,317,471,412,759,407,747,"1,213",652
2020년08월_여_70~79세,"6,243",609,300,279,460,261,265,393,433,275,300,340,496,224,557,651,400
2020년08월_여_80~89세,"4,623",451,283,273,398,150,216,361,376,246,218,208,279,168,318,381,297
2020년08월_여_90~99세,730,67,31,48,61,29,41,61,56,33,32,41,39,28,45,64,54
2020년08월_여_100세 이상,47,3,5,3,3,1,1,4,7,3,4,2,5,1,2,1,2
2020년09월_계_총인구수,"105,192","7,513","3,310","2,986","5,609","4,247","4,726","4,700","5,281","2,978","3,272","4,722","8,306","5,498","8,022","19,506","14,516"
2020년09월_계_연령구간인구수,"105,192","7,513","3,310","2,986","5,609","4,247","4,726","4,700","5,281","2,978","3,272","4,722","8,306","5,498","8,022","19,506","14,516"
2020년09월_계_0~9세,"5,945",268,106,66,179,165,200,125,169,80,85,194,450,380,322,"1,468","1,688"
2020년09월_계_10~19세,"8,351",419,134,133,287,199,372,221,298,157,91,352,725,572,566,"2,091","1,734"
2020년09월_계_20~29세,"11,379",496,218,188,338,349,468,295,386,198,173,577,933,775,883,"3,230","1,872"
2020년09월_계_30~39세,"9,624",489,200,185,310,319,383,284,348,152,189,396,850,529,700,"2,285","2,005"
2020년09월_계_40~49세,"13,477",813,276,234,518,484,598,428,551,266,313,600,"1,167",791,"1,004","3,035","2,399"
2020년09월_계_50~59세,"18,679","1,371",616,506,"1,055",964,977,834,964,539,635,820,"1,416",896,"1,578","3,250","2,258"
2020년09월_계_60~69세,"18,090","1,723",740,641,"1,348",970,835,"1,108","1,090",657,859,798,"1,399",837,"1,449","2,299","1,337"
2020년09월_계_70~79세,"11,485","1,122",559,540,884,496,517,734,824,493,539,598,865,444,968,"1,183",719
2020년09월_계_80~89세,"7,095",715,406,429,603,255,323,571,558,391,334,328,442,240,491,585,424
2020년09월_계_90~99세,"1,006",90,50,61,82,45,52,96,86,41,49,57,53,32,59,76,77
2020년09월_계_100세 이상,61,7,5,3,5,1,1,4,7,4,5,2,6,2,2,4,3
2020년09월_남_총인구수,"52,656","3,780","1,683","1,547","2,851","2,242","2,458","2,433","2,742","1,500","1,463","2,357","4,084","2,760","4,041","9,551","7,164"
2020년09월_남_연령구간인구수,"52,656","3,780","1,683","1,547","2,851","2,242","2,458","2,433","2,742","1,500","1,463","2,357","4,084","2,760","4,041","9,551","7,164"
2020년09월_남_0~9세,"3,097",148,47,34,92,102,94,69,89,45,44,103,237,200,173,765,855
2020년09월_남_10~19세,"4,308",215,87,67,149,114,191,117,143,75,44,190,354,287,295,"1,069",911
2020년09월_남_20~29세,"6,328",309,118,122,186,203,284,191,245,110,106,321,508,386,511,"1,718","1,010"
2020년09월_남_30~39세,"5,128",293,118,110,165,186,206,169,210,97,99,232,481,279,402,"1,134",947
2020년09월_남_40~49세,"7,105",463,176,145,313,259,349,270,338,157,131,312,604,418,553,"1,478","1,139"
2020년09월_남_50~59세,"9,666",671,352,296,607,514,526,436,553,306,276,418,716,467,817,"1,564","1,147"
2020년09월_남_60~69세,"9,019",886,382,342,686,509,437,588,559,335,387,386,641,430,696,"1,075",680
2020년09월_남_70~79세,"5,252",511,262,263,428,235,251,350,393,219,239,260,370,215,411,526,319
2020년09월_남_80~89세,"2,475",259,122,156,204,104,109,214,184,147,119,120,157,73,169,206,132
2020년09월_남_90~99세,265,21,19,12,19,16,11,29,28,8,18,15,15,4,14,13,23
2020년09월_남_100세 이상,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020년09월_여_총인구수,"52,536","3,733","1,627","1,439","2,758","2,005","2,268","2,267","2,539","1,478","1,809","2,365","4,222","2,738","3,981","9,955","7,352"
2020년09월_여_연령구간인구수,"52,536","3,733","1,627","1,439","2,758","2,005","2,268","2,267","2,539","1,478","1,809","2,365","4,222","2,738","3,981","9,955","7,352"
2020년09월_여_0~9세,"2,848",120,59,32,87,63,106,56,80,35,41,91,213,180,149,703,833
2020년09월_여_10~19세,"4,043",204,47,66,138,85,181,104,155,82,47,162,371,285,271,"1,022",823
2020년09월_여_20~29세,"5,051",187,100,66,152,146,184,104,141,88,67,256,425,389,372,"1,512",862
2020년09월_여_30~39세,"4,496",196,82,75,145,133,177,115,138,55,90,164,369,250,298,"1,151","1,058"
2020년09월_여_40~49세,"6,372",350,100,89,205,225,249,158,213,109,182,288,563,373,451,"1,557","1,260"
2020년09월_여_50~59세,"9,013",700,264,210,448,450,451,398,411,233,359,402,700,429,761,"1,686","1,111"
2020년09월_여_60~69세,"9,071",837,358,299,662,461,398,520,531,322,472,412,758,407,753,"1,224",657
2020년09월_여_70~79세,"6,233",611,297,277,456,261,266,384,431,274,300,338,495,229,557,657,400
2020년09월_여_80~89세,"4,620",456,284,273,399,151,214,357,374,244,215,208,285,167,322,379,292
2020년09월_여_90~99세,741,69,31,49,63,29,41,67,58,33,31,42,38,28,45,63,54
2020년09월_여_100세 이상,48,3,5,3,3,1,1,4,7,3,5,2,5,1,2,1,2
2020년10월_계_총인구수,"104,972","7,507","3,305","2,987","5,588","4,270","4,700","4,686","5,266","2,971","3,267","4,692","8,295","5,468","7,996","19,461","14,513"
2020년10월_계_연령구간인구수,"104,972","7,507","3,305","2,987","5,588","4,270","4,700","4,686","5,266","2,971","3,267","4,692","8,295","5,468","7,996","19,461","14,513"
2020년10월_계_0~9세,"5,873",269,101,66,176,166,195,122,162,78,85,191,450,368,321,"1,435","1,688"
2020년10월_계_10~19세,"8,307",411,134,133,288,198,369,218,298,159,91,348,707,572,563,"2,083","1,735"
2020년10월_계_20~29세,"11,344",498,213,192,330,350,461,295,380,197,173,571,946,763,878,"3,224","1,873"
2020년10월_계_30~39세,"9,576",489,203,183,302,326,380,282,341,150,192,388,854,523,690,"2,277","1,996"
2020년10월_계_40~49세,"13,426",810,271,235,517,484,593,429,545,265,313,593,"1,153",793,"1,006","3,036","2,383"
2020년10월_계_50~59세,"18,610","1,355",618,506,"1,042",971,974,828,959,536,635,821,"1,410",886,"1,563","3,249","2,257"
2020년10월_계_60~69세,"18,181","1,741",743,642,"1,358",981,836,"1,109","1,105",658,853,789,"1,409",848,"1,462","2,302","1,345"
2020년10월_계_70~79세,"11,469","1,122",562,536,888,498,513,731,824,489,540,600,856,441,960,"1,189",720
2020년10월_계_80~89세,"7,109",718,403,429,595,251,324,573,558,394,329,332,447,240,494,586,436
2020년10월_계_90~99세,"1,016",87,52,62,87,44,54,95,87,41,51,57,57,32,57,76,77
2020년10월_계_100세 이상,61,7,5,3,5,1,1,4,7,4,5,2,6,2,2,4,3
2020년10월_남_총인구수,"52,542","3,775","1,680","1,551","2,850","2,248","2,439","2,430","2,740","1,492","1,469","2,341","4,081","2,734","4,019","9,531","7,162"
2020년10월_남_연령구간인구수,"52,542","3,775","1,680","1,551","2,850","2,248","2,439","2,430","2,740","1,492","1,469","2,341","4,081","2,734","4,019","9,531","7,162"
2020년10월_남_0~9세,"3,053",148,44,34,92,100,91,67,86,44,43,100,243,192,170,750,849
2020년10월_남_10~19세,"4,286",210,88,67,150,115,188,117,144,74,45,187,344,286,290,"1,069",912
2020년10월_남_20~29세,"6,303",310,115,129,185,200,277,192,241,107,106,320,514,377,505,"1,713","1,012"
2020년10월_남_30~39세,"5,107",292,119,108,163,190,205,167,205,98,101,222,485,276,397,"1,131",948
2020년10월_남_40~49세,"7,095",464,173,145,312,258,346,272,341,156,130,312,598,416,555,"1,480","1,137"
2020년10월_남_50~59세,"9,605",662,352,296,598,513,526,433,549,301,276,421,711,459,805,"1,561","1,142"
2020년10월_남_60~69세,"9,074",895,386,345,693,516,437,589,567,337,390,382,645,437,701,"1,073",681
2020년10월_남_70~79세,"5,255",509,263,259,432,237,250,352,394,217,242,260,363,214,411,531,321
2020년10월_남_80~89세,"2,482",260,120,156,202,103,108,212,185,149,118,122,162,72,171,206,136
2020년10월_남_90~99세,269,21,20,12,21,16,11,29,28,8,18,15,15,4,14,14,23
2020년10월_남_100세 이상,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020년10월_여_총인구수,"52,430","3,732","1,625","1,436","2,738","2,022","2,261","2,256","2,526","1,479","1,798","2,351","4,214","2,734","3,977","9,930","7,351"
2020년10월_여_연령구간인구수,"52,430","3,732","1,625","1,436","2,738","2,022","2,261","2,256","2,526","1,479","1,798","2,351","4,214","2,734","3,977","9,930","7,351"
2020년10월_여_0~9세,"2,820",121,57,32,84,66,104,55,76,34,42,91,207,176,151,685,839
2020년10월_여_10~19세,"4,021",201,46,66,138,83,181,101,154,85,46,161,363,286,273,"1,014",823
2020년10월_여_20~29세,"5,041",188,98,63,145,150,184,103,139,90,67,251,432,386,373,"1,511",861
2020년10월_여_30~39세,"4,469",197,84,75,139,136,175,115,136,52,91,166,369,247,293,"1,146","1,048"
2020년10월_여_40~49세,"6,331",346,98,90,205,226,247,157,204,109,183,281,555,377,451,"1,556","1,246"
2020년10월_여_50~59세,"9,005",693,266,210,444,458,448,395,410,235,359,400,699,427,758,"1,688","1,115"
2020년10월_여_60~69세,"9,107",846,357,297,665,465,399,520,538,321,463,407,764,411,761,"1,229",664
2020년10월_여_70~79세,"6,214",613,299,277,456,261,263,379,430,272,298,340,493,227,549,658,399
2020년10월_여_80~89세,"4,627",458,283,273,393,148,216,361,373,245,211,210,285,168,323,380,300
2020년10월_여_90~99세,747,66,32,50,66,28,43,66,59,33,33,42,42,28,43,62,54
2020년10월_여_100세 이상,48,3,5,3,3,1,1,4,7,3,5,2,5,1,2,1,2
2020년11월_계_총인구수,"104,736","7,481","3,297","2,985","5,575","4,243","4,682","4,680","5,271","2,962","3,250","4,669","8,295","5,435","7,972","19,461","14,478"
2020년11월_계_연령구간인구수,"104,736","7,481","3,297","2,985","5,575","4,243","4,682","4,680","5,271","2,962","3,250","4,669","8,295","5,435","7,972","19,461","14,478"
2020년11월_계_0~9세,"5,824",271,101,72,176,162,187,119,163,78,81,192,443,362,319,"1,428","1,670"
2020년11월_계_10~19세,"8,228",402,133,131,283,194,365,221,298,154,89,340,710,568,555,"2,063","1,722"
2020년11월_계_20~29세,"11,346",493,210,196,329,349,469,296,381,195,174,570,951,753,875,"3,228","1,877"
2020년11월_계_30~39세,"9,507",491,203,180,302,319,371,275,340,152,188,383,851,524,691,"2,282","1,955"
2020년11월_계_40~49세,"13,342",800,270,235,513,471,584,432,543,259,310,589,"1,145",783,992,"3,022","2,394"
2020년11월_계_50~59세,"18,552","1,351",617,505,"1,041",967,971,821,944,528,633,817,"1,412",882,"1,563","3,256","2,244"
2020년11월_계_60~69세,"18,261","1,747",742,641,"1,365",979,843,"1,106","1,123",665,849,787,"1,418",851,"1,461","2,314","1,370"
2020년11월_계_70~79세,"11,479","1,112",561,534,880,505,514,738,822,491,541,599,855,440,967,"1,195",725
2020년11월_계_80~89세,"7,111",717,403,425,595,252,324,571,559,395,330,334,446,239,492,588,441
2020년11월_계_90~99세,"1,024",90,52,63,86,44,53,97,91,41,50,55,57,31,56,81,77
2020년11월_계_100세 이상,62,7,5,3,5,1,1,4,7,4,5,3,7,2,1,4,3
2020년11월_남_총인구수,"52,394","3,764","1,674","1,547","2,847","2,233","2,424","2,427","2,737","1,482","1,455","2,329","4,075","2,711","4,017","9,521","7,151"
2020년11월_남_연령구간인구수,"52,394","3,764","1,674","1,547","2,847","2,233","2,424","2,427","2,737","1,482","1,455","2,329","4,075","2,711","4,017","9,521","7,151"
2020년11월_남_0~9세,"3,024",148,44,37,92,98,87,66,87,44,41,101,239,184,166,747,843
2020년11월_남_10~19세,"4,249",205,87,65,151,112,186,119,146,72,44,181,348,282,288,"1,061",902
2020년11월_남_20~29세,"6,291",306,113,131,182,203,280,191,239,104,105,320,513,372,508,"1,707","1,017"
2020년11월_남_30~39세,"5,073",295,120,104,165,187,200,163,207,97,99,217,477,278,402,"1,137",925
2020년11월_남_40~49세,"7,041",459,171,144,307,249,339,270,339,154,130,309,595,409,548,"1,470","1,148"
2020년11월_남_50~59세,"9,560",657,352,296,599,513,524,433,534,296,272,419,711,455,806,"1,564","1,129"
2020년11월_남_60~69세,"9,122",900,387,344,694,513,441,589,577,339,389,384,654,439,698,"1,074",700
2020년11월_남_70~79세,"5,264",504,259,259,433,240,250,353,396,218,240,261,362,215,416,535,323
2020년11월_남_80~89세,"2,485",264,120,155,200,104,107,213,182,149,118,122,160,72,172,207,140
2020년11월_남_90~99세,272,22,21,12,22,14,10,30,30,8,17,15,15,4,13,16,23
2020년11월_남_100세 이상,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020년11월_여_총인구수,"52,342","3,717","1,623","1,438","2,728","2,010","2,258","2,253","2,534","1,480","1,795","2,340","4,220","2,724","3,955","9,940","7,327"
2020년11월_여_연령구간인구수,"52,342","3,717","1,623","1,438","2,728","2,010","2,258","2,253","2,534","1,480","1,795","2,340","4,220","2,724","3,955","9,940","7,327"
2020년11월_여_0~9세,"2,800",123,57,35,84,64,100,53,76,34,40,91,204,178,153,681,827
2020년11월_여_10~19세,"3,979",197,46,66,132,82,179,102,152,82,45,159,362,286,267,"1,002",820
2020년11월_여_20~29세,"5,055",187,97,65,147,146,189,105,142,91,69,250,438,381,367,"1,521",860
2020년11월_여_30~39세,"4,434",196,83,76,137,132,171,112,133,55,89,166,374,246,289,"1,145","1,030"
2020년11월_여_40~49세,"6,301",341,99,91,206,222,245,162,204,105,180,280,550,374,444,"1,552","1,246"
2020년11월_여_50~59세,"8,992",694,265,209,442,454,447,388,410,232,361,398,701,427,757,"1,692","1,115"
2020년11월_여_60~69세,"9,139",847,355,297,671,466,402,517,546,326,460,403,764,412,763,"1,240",670
2020년11월_여_70~79세,"6,215",608,302,275,447,265,264,385,426,273,301,338,493,225,551,660,402
2020년11월_여_80~89세,"4,626",453,283,270,395,148,217,358,377,246,212,212,286,167,320,381,301
2020년11월_여_90~99세,752,68,31,51,64,30,43,67,61,33,33,40,42,27,43,65,54
2020년11월_여_100세 이상,49,3,5,3,3,1,1,4,7,3,5,3,6,1,1,1,2
2020년12월_계_총인구수,"104,545","7,461","3,290","2,971","5,551","4,222","4,676","4,691","5,258","2,957","3,241","4,640","8,302","5,428","7,993","19,383","14,481"
2020년12월_계_연령구간인구수,"104,545","7,461","3,290","2,971","5,551","4,222","4,676","4,691","5,258","2,957","3,241","4,640","8,302","5,428","7,993","19,383","14,481"
2020년12월_계_0~9세,"5,773",277,101,71,170,157,186,117,166,73,78,188,443,353,323,"1,397","1,673"
2020년12월_계_10~19세,"8,159",397,129,131,278,186,361,216,290,157,91,328,710,571,553,"2,049","1,712"
2020년12월_계_20~29세,"11,276",488,212,194,328,340,465,298,377,195,171,575,936,743,869,"3,213","1,872"
2020년12월_계_30~39세,"9,489",496,195,179,298,321,369,275,341,149,187,384,857,529,691,"2,264","1,954"
2020년12월_계_40~49세,"13,316",788,273,236,512,467,590,435,540,260,308,580,"1,144",782,992,"3,018","2,391"
2020년12월_계_50~59세,"18,445","1,328",617,489,"1,019",968,961,820,931,525,630,816,"1,413",874,"1,567","3,245","2,242"
2020년12월_계_60~69세,"18,424","1,755",750,652,"1,377",982,855,"1,119","1,140",667,853,781,"1,427",860,"1,481","2,333","1,392"
2020년12월_계_70~79세,"11,478","1,120",553,534,881,503,510,738,819,487,542,604,864,445,966,"1,192",720
2020년12월_계_80~89세,"7,086",714,401,421,594,251,327,569,557,398,327,326,443,238,490,585,445
2020년12월_계_90~99세,"1,037",91,54,61,89,46,51,100,90,42,49,55,58,31,60,83,77
2020년12월_계_100세 이상,62,7,5,3,5,1,1,4,7,4,5,3,7,2,1,4,3
2020년12월_남_총인구수,"52,297","3,763","1,673","1,539","2,833","2,220","2,419","2,431","2,728","1,481","1,453","2,319","4,065","2,715","4,033","9,471","7,154"
2020년12월_남_연령구간인구수,"52,297","3,763","1,673","1,539","2,833","2,220","2,419","2,431","2,728","1,481","1,453","2,319","4,065","2,715","4,033","9,471","7,154"
2020년12월_남_0~9세,"3,000",156,45,36,87,94,86,65,88,40,39,99,240,181,168,735,841
2020년12월_남_10~19세,"4,220",203,86,65,151,107,183,118,140,75,46,177,343,285,286,"1,056",899
2020년12월_남_20~29세,"6,231",303,116,131,182,201,280,187,233,101,103,320,501,368,513,"1,684","1,008"
2020년12월_남_30~39세,"5,063",295,114,103,161,186,201,162,207,96,96,218,481,281,400,"1,130",932
2020년12월_남_40~49세,"7,039",457,170,144,309,249,338,274,338,154,131,306,591,413,549,"1,470","1,146"
2020년12월_남_50~59세,"9,500",648,352,288,590,517,518,431,530,293,272,417,710,449,807,"1,553","1,125"
2020년12월_남_60~69세,"9,201",901,392,351,694,510,447,598,583,343,392,383,660,443,706,"1,084",714
2020년12월_남_70~79세,"5,264",510,255,256,433,239,245,352,399,219,241,262,365,217,415,531,325
2020년12월_남_80~89세,"2,493",264,122,154,201,103,110,214,181,151,116,122,159,73,173,209,141
2020년12월_남_90~99세,273,22,21,11,23,14,11,30,29,8,17,15,14,4,16,16,22
2020년12월_남_100세 이상,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020년12월_여_총인구수,"52,248","3,698","1,617","1,432","2,718","2,002","2,257","2,260","2,530","1,476","1,788","2,321","4,237","2,713","3,960","9,912","7,327"
2020년12월_여_연령구간인구수,"52,248","3,698","1,617","1,432","2,718","2,002","2,257","2,260","2,530","1,476","1,788","2,321","4,237","2,713","3,960","9,912","7,327"
2020년12월_여_0~9세,"2,773",121,56,35,83,63,100,52,78,33,39,89,203,172,155,662,832
2020년12월_여_10~19세,"3,939",194,43,66,127,79,178,98,150,82,45,151,367,286,267,993,813
2020년12월_여_20~29세,"5,045",185,96,63,146,139,185,111,144,94,68,255,435,375,356,"1,529",864
2020년12월_여_30~39세,"4,426",201,81,76,137,135,168,113,134,53,91,166,376,248,291,"1,134","1,022"
2020년12월_여_40~49세,"6,277",331,103,92,203,218,252,161,202,106,177,274,553,369,443,"1,548","1,245"
2020년12월_여_50~59세,"8,945",680,265,201,429,451,443,389,401,232,358,399,703,425,760,"1,692","1,117"
2020년12월_여_60~69세,"9,223",854,358,301,683,472,408,521,557,324,461,398,767,417,775,"1,249",678
2020년12월_여_70~79세,"6,214",610,298,278,448,264,265,386,420,268,301,342,499,228,551,661,395
2020년12월_여_80~89세,"4,593",450,279,267,393,148,217,355,376,247,211,204,284,165,317,376,304
2020년12월_여_90~99세,764,69,33,50,66,32,40,70,61,34,32,40,44,27,44,67,55
