카테고리,경기도 의왕시,경기도 의왕시 고천동,경기도 의왕시 부곡동,경기도 의왕시 오전동,경기도 의왕시 내손1동,경기도 의왕시 내손2동,경기도 의왕시 청계동
2020년10월_계_10~19세,"14,756",996,"2,480","3,923","2,077","2,129","3,151"
2020년10월_계_20~29세,"23,466","2,448","4,156","5,024","3,366","3,332","5,140"
2020년10월_계_30~39세,"22,982","2,555","4,189","4,764","2,452","3,614","5,408"
2020년10월_계_40~49세,"24,743","1,789","4,444","6,017","3,238","3,599","5,656"
2020년10월_계_50~59세,"29,521","2,102","5,132","6,877","4,262","4,250","6,898"
2020년10월_계_60~69세,"21,228","2,134","3,749","5,321","2,657","2,694","4,673"
2020년10월_계_70~79세,"9,023","1,023","2,002","2,137","1,046","1,022","1,793"
2020년10월_계_80~89세,"4,196",418,"1,027",850,564,528,809
2020년10월_계_90~99세,715,83,140,152,93,91,156
2020년10월_계_100세 이상,49,4,13,7,12,4,9
2020년10월_남_총인구수,"81,603","7,368","15,042","18,843","10,461","11,628","18,261"
2020년10월_남_연령구간인구수,"81,603","7,368","15,042","18,843","10,461","11,628","18,261"
2020년10월_남_0~9세,"6,891",490,"1,165","1,426",829,"1,220","1,761"
2020년10월_남_10~19세,"7,594",518,"1,271","2,040","1,093","1,132","1,540"
2020년10월_남_20~29세,"12,348","1,290","2,265","2,645","1,727","1,708","2,713"
2020년10월_남_30~39세,"11,795","1,403","2,270","2,415","1,212","1,745","2,750"
2020년10월_남_40~49세,"12,218",932,"2,325","2,910","1,528","1,783","2,740"
2020년10월_남_50~59세,"14,237","1,002","2,549","3,349","2,034","2,025","3,278"
2020년10월_남_60~69세,"10,680","1,063","1,899","2,682","1,362","1,364","2,310"
2020년10월_남_70~79세,"4,220",508,878,"1,038",467,453,876
2020년10월_남_80~89세,"1,450",147,376,306,191,175,255
2020년10월_남_90~99세,157,13,40,30,17,22,35
2020년10월_남_100세 이상,13,2,4,2,1,1,3
2020년10월_여_총인구수,"82,357","7,081","14,528","19,078","10,887","12,027","18,756"
2020년10월_여_연령구간인구수,"82,357","7,081","14,528","19,078","10,887","12,027","18,756"
2020년10월_여_0~9세,"6,390",407,"1,073","1,423",752,"1,172","1,563"
2020년10월_여_10~19세,"7,162",478,"1,209","1,883",984,997,"1,611"
2020년10월_여_20~29세,"11,118","1,158","1,891","2,379","1,639","1,624","2,427"
2020년10월_여_30~39세,"11,187","1,152","1,919","2,349","1,240","1,869","2,658"
2020년10월_여_40~49세,"12,525",857,"2,119","3,107","1,710","1,816","2,916"
2020년10월_여_50~59세,"15,284","1,100","2,583","3,528","2,228","2,225","3,620"
2020년10월_여_60~69세,"10,548","1,071","1,850","2,639","1,295","1,330","2,363"
2020년10월_여_70~79세,"4,803",515,"1,124","1,099",579,569,917
2020년10월_여_80~89세,"2,746",271,651,544,373,353,554
2020년10월_여_90~99세,558,70,100,122,76,69,121
2020년10월_여_100세 이상,36,2,9,5,11,3,6
2020년11월_계_총인구수,"163,978","14,618","29,596","37,870","21,300","23,541","37,053"
2020년11월_계_연령구간인구수,"163,978","14,618","29,596","37,870","21,300","23,541","37,053"
2020년11월_계_0~9세,"13,210",902,"2,224","2,831","1,560","2,378","3,315"
2020년11월_계_10~19세,"14,694",998,"2,454","3,899","2,078","2,129","3,136"
2020년11월_계_20~29세,"23,519","2,526","4,164","5,020","3,349","3,298","5,162"
2020년11월_계_30~39세,"22,961","2,619","4,191","4,750","2,429","3,570","5,402"
2020년11월_계_40~49세,"24,688","1,794","4,431","5,998","3,218","3,606","5,641"
2020년11월_계_50~59세,"29,526","2,096","5,165","6,866","4,260","4,223","6,916"
2020년11월_계_60~69세,"21,341","2,144","3,775","5,357","2,671","2,690","4,704"
2020년11월_계_70~79세,"9,061","1,031","2,014","2,136","1,061","1,018","1,801"
2020년11월_계_80~89세,"4,218",422,"1,026",858,569,533,810
2020년11월_계_90~99세,712,83,139,149,93,91,157
2020년11월_계_100세 이상,48,3,13,6,12,5,9
2020년11월_남_총인구수,"81,584","7,437","15,053","18,808","10,437","11,571","18,278"
2020년11월_남_연령구간인구수,"81,584","7,437","15,053","18,808","10,437","11,571","18,278"
2020년11월_남_0~9세,"6,843",488,"1,155","1,411",815,"1,216","1,758"
2020년11월_남_10~19세,"7,599",524,"1,266","2,032","1,107","1,135","1,535"
2020년11월_남_20~29세,"12,348","1,310","2,267","2,637","1,712","1,687","2,735"
2020년11월_남_30~39세,"11,776","1,445","2,275","2,409","1,193","1,718","2,736"
2020년11월_남_40~49세,"12,196",931,"2,317","2,913","1,522","1,784","2,729"
2020년11월_남_50~59세,"14,223",993,"2,564","3,330","2,031","2,016","3,289"
2020년11월_남_60~69세,"10,719","1,068","1,903","2,693","1,367","1,363","2,325"
2020년11월_남_70~79세,"4,250",513,888,"1,043",476,452,878
2020년11월_남_80~89세,"1,458",149,373,308,195,177,256
2020년11월_남_90~99세,159,14,41,30,18,22,34
2020년11월_남_100세 이상,13,2,4,2,1,1,3
2020년11월_여_총인구수,"82,394","7,181","14,543","19,062","10,863","11,970","18,775"
2020년11월_여_연령구간인구수,"82,394","7,181","14,543","19,062","10,863","11,970","18,775"
2020년11월_여_0~9세,"6,367",414,"1,069","1,420",745,"1,162","1,557"
2020년11월_여_10~19세,"7,095",474,"1,188","1,867",971,994,"1,601"
2020년11월_여_20~29세,"11,171","1,216","1,897","2,383","1,637","1,611","2,427"
2020년11월_여_30~39세,"11,185","1,174","1,916","2,341","1,236","1,852","2,666"
2020년11월_여_40~49세,"12,492",863,"2,114","3,085","1,696","1,822","2,912"
2020년11월_여_50~59세,"15,303","1,103","2,601","3,536","2,229","2,207","3,627"
2020년11월_여_60~69세,"10,622","1,076","1,872","2,664","1,304","1,327","2,379"
2020년11월_여_70~79세,"4,811",518,"1,126","1,093",585,566,923
2020년11월_여_80~89세,"2,760",273,653,550,374,356,554
2020년11월_여_90~99세,553,69,98,119,75,69,123
2020년11월_여_100세 이상,35,1,9,4,11,4,6
2020년12월_계_총인구수,"163,795","14,601","29,623","37,780","21,252","23,465","37,074"
2020년12월_계_연령구간인구수,"163,795","14,601","29,623","37,780","21,252","23,465","37,074"
2020년12월_계_0~9세,"13,162",898,"2,230","2,803","1,548","2,378","3,305"
2020년12월_계_10~19세,"14,596",985,"2,429","3,891","2,065","2,108","3,118"
2020년12월_계_20~29세,"23,532","2,534","4,175","4,984","3,341","3,298","5,200"
2020년12월_계_30~39세,"22,922","2,622","4,193","4,725","2,416","3,577","5,389"
2020년12월_계_40~49세,"24,616","1,787","4,434","5,964","3,195","3,590","5,646"
2020년12월_계_50~59세,"29,455","2,066","5,178","6,863","4,258","4,187","6,903"
2020년12월_계_60~69세,"21,419","2,166","3,786","5,373","2,686","2,695","4,713"
2020년12월_계_70~79세,"9,097","1,029","2,015","2,157","1,063","1,014","1,819"
2020년12월_계_80~89세,"4,226",425,"1,031",864,570,521,815
2020년12월_계_90~99세,722,86,139,150,98,92,157
2020년12월_계_100세 이상,48,3,13,6,12,5,9
2020년12월_남_총인구수,"81,470","7,420","15,070","18,753","10,414","11,533","18,280"
2020년12월_남_연령구간인구수,"81,470","7,420","15,070","18,753","10,414","11,533","18,280"
2020년12월_남_0~9세,"6,817",483,"1,157","1,400",812,"1,217","1,748"
2020년12월_남_10~19세,"7,524",514,"1,251","2,020","1,104","1,107","1,528"
2020년12월_남_20~29세,"12,363","1,318","2,270","2,617","1,698","1,705","2,755"
2020년12월_남_30~39세,"11,785","1,452","2,281","2,398","1,191","1,724","2,739"
2020년12월_남_40~49세,"12,152",923,"2,312","2,898","1,514","1,774","2,731"
2020년12월_남_50~59세,"14,174",978,"2,587","3,316","2,021","1,999","3,273"
2020년12월_남_60~69세,"10,746","1,075","1,901","2,700","1,377","1,366","2,327"
2020년12월_남_70~79세,"4,269",511,893,"1,057",482,444,882
2020년12월_남_80~89세,"1,466",149,375,315,194,174,259
2020년12월_남_90~99세,161,15,39,30,20,22,35
2020년12월_남_100세 이상,13,2,4,2,1,1,3
2020년12월_여_총인구수,"82,325","7,181","14,553","19,027","10,838","11,932","18,794"
2020년12월_여_연령구간인구수,"82,325","7,181","14,553","19,027","10,838","11,932","18,794"
2020년12월_여_0~9세,"6,345",415,"1,073","1,403",736,"1,161","1,557"
2020년12월_여_10~19세,"7,072",471,"1,178","1,871",961,"1,001","1,590"
2020년12월_여_20~29세,"11,169","1,216","1,905","2,367","1,643","1,593","2,445"
2020년12월_여_30~39세,"11,137","1,170","1,912","2,327","1,225","1,853","2,650"
2020년12월_여_40~49세,"12,464",864,"2,122","3,066","1,681","1,816","2,915"
2020년12월_여_50~59세,"15,281","1,088","2,591","3,547","2,237","2,188","3,630"
2020년12월_여_60~69세,"10,673","1,091","1,885","2,673","1,309","1,329","2,386"
2020년12월_여_70~79세,"4,828",518,"1,122","1,100",581,570,937
2020년12월_여_80~89세,"2,760",276,656,549,376,347,556
2020년12월_여_90~99세,561,71,100,120,78,70,122
2020년12월_여_100세 이상,35,1,9,4,11,4,6
2021년01월_계_총인구수,"163,585","14,546","29,605","37,700","21,212","23,423","37,099"
2021년01월_계_연령구간인구수,"163,585","14,546","29,605","37,700","21,212","23,423","37,099"
2021년01월_계_0~9세,"13,016",884,"2,213","2,749","1,534","2,362","3,274"
2021년01월_계_10~19세,"14,561",972,"2,422","3,882","2,062","2,120","3,103"
2021년01월_계_20~29세,"23,456","2,521","4,177","4,972","3,316","3,258","5,212"
2021년01월_계_30~39세,"22,826","2,612","4,185","4,694","2,415","3,556","5,364"
2021년01월_계_40~49세,"24,587","1,778","4,426","5,957","3,176","3,614","5,636"
2021년01월_계_50~59세,"29,389","2,046","5,176","6,847","4,232","4,163","6,925"
2021년01월_계_60~69세,"21,610","2,191","3,801","5,391","2,729","2,721","4,777"
2021년01월_계_70~79세,"9,119","1,023","2,019","2,181","1,069","1,011","1,816"
2021년01월_계_80~89세,"4,235",428,"1,033",869,565,519,821
2021년01월_계_90~99세,739,88,139,153,102,94,163
2021년01월_계_100세 이상,47,3,14,5,12,5,8
2021년01월_남_총인구수,"81,379","7,392","15,055","18,719","10,412","11,511","18,290"
2021년01월_남_연령구간인구수,"81,379","7,392","15,055","18,719","10,412","11,511","18,290"
2021년01월_남_0~9세,"6,749",478,"1,154","1,371",806,"1,205","1,735"
2021년01월_남_10~19세,"7,506",510,"1,241","2,015","1,100","1,115","1,525"
2021년01월_남_20~29세,"12,332","1,308","2,270","2,619","1,692","1,689","2,754"
2021년01월_남_30~39세,"11,753","1,451","2,273","2,390","1,198","1,717","2,724"
2021년01월_남_40~49세,"12,128",917,"2,307","2,894","1,507","1,773","2,730"
2021년01월_남_50~59세,"14,145",970,"2,584","3,296","2,013","1,997","3,285"
2021년01월_남_60~69세,"10,837","1,086","1,912","2,712","1,397","1,377","2,353"
2021년01월_남_70~79세,"4,284",505,894,"1,072",484,443,886
2021년01월_남_80~89세,"1,464",150,375,317,193,174,255
2021년01월_남_90~99세,168,15,41,31,21,20,40
2021년01월_남_100세 이상,13,2,4,2,1,1,3
2021년01월_여_총인구수,"82,206","7,154","14,550","18,981","10,800","11,912","18,809"
2021년01월_여_연령구간인구수,"82,206","7,154","14,550","18,981","10,800","11,912","18,809"
2021년01월_여_0~9세,"6,267",406,"1,059","1,378",728,"1,157","1,539"
2021년01월_여_10~19세,"7,055",462,"1,181","1,867",962,"1,005","1,578"
2021년01월_여_20~29세,"11,124","1,213","1,907","2,353","1,624","1,569","2,458"
2021년01월_여_30~39세,"11,073","1,161","1,912","2,304","1,217","1,839","2,640"
2021년01월_여_40~49세,"12,459",861,"2,119","3,063","1,669","1,841","2,906"
2021년01월_여_50~59세,"15,244","1,076","2,592","3,551","2,219","2,166","3,640"
2021년01월_여_60~69세,"10,773","1,105","1,889","2,679","1,332","1,344","2,424"
2021년01월_여_70~79세,"4,835",518,"1,125","1,109",585,568,930
2021년01월_여_80~89세,"2,771",278,658,552,372,345,566
2021년01월_여_90~99세,571,73,98,122,81,74,123
2021년01월_여_100세 이상,34,1,10,3,11,4,5
2021년02월_계_총인구수,"163,208","14,513","29,679","37,607","21,061","23,294","37,054"
2021년02월_계_연령구간인구수,"163,208","14,513","29,679","37,607","21,061","23,294","37,054"
2021년02월_계_0~9세,"12,943",878,"2,206","2,716","1,524","2,345","3,274"
2021년02월_계_10~19세,"14,477",965,"2,432","3,857","2,028","2,093","3,102"
2021년02월_계_20~29세,"23,300","2,500","4,176","4,954","3,299","3,218","5,153"
2021년02월_계_30~39세,"22,709","2,609","4,180","4,656","2,374","3,537","5,353"
2021년02월_계_40~49세,"24,469","1,768","4,436","5,943","3,145","3,571","5,606"
2021년02월_계_50~59세,"29,336","2,047","5,186","6,843","4,201","4,136","6,923"
2021년02월_계_60~69세,"21,770","2,202","3,838","5,412","2,745","2,744","4,829"
2021년02월_계_70~79세,"9,155","1,022","2,035","2,192","1,068","1,020","1,818"
2021년02월_계_80~89세,"4,260",435,"1,036",876,555,530,828
2021년02월_계_90~99세,741,84,140,153,110,95,159
2021년02월_계_100세 이상,48,3,14,5,12,5,9
2021년02월_남_총인구수,"81,175","7,375","15,106","18,674","10,328","11,445","18,247"
2021년02월_남_연령구간인구수,"81,175","7,375","15,106","18,674","10,328","11,445","18,247"
2021년02월_남_0~9세,"6,717",472,"1,154","1,358",793,"1,204","1,736"
2021년02월_남_10~19세,"7,431",513,"1,243","1,997","1,078","1,088","1,512"
2021년02월_남_20~29세,"12,275","1,291","2,284","2,615","1,693","1,669","2,723"
2021년02월_남_30~39세,"11,693","1,448","2,274","2,374","1,178","1,712","2,707"
2021년02월_남_40~49세,"12,062",916,"2,310","2,883","1,477","1,751","2,725"
2021년02월_남_50~59세,"14,132",970,"2,590","3,301","2,007","1,983","3,281"
2021년02월_남_60~69세,"10,890","1,089","1,927","2,710","1,401","1,383","2,380"
2021년02월_남_70~79세,"4,316",501,906,"1,083",488,453,885
2021년02월_남_80~89세,"1,478",158,375,320,189,179,257
2021년02월_남_90~99세,168,15,39,31,23,22,38
2021년02월_남_100세 이상,13,2,4,2,1,1,3
2021년02월_여_총인구수,"82,033","7,138","14,573","18,933","10,733","11,849","18,807"
2021년02월_여_연령구간인구수,"82,033","7,138","14,573","18,933","10,733","11,849","18,807"
2021년02월_여_0~9세,"6,226",406,"1,052","1,358",731,"1,141","1,538"
2021년02월_여_10~19세,"7,046",452,"1,189","1,860",950,"1,005","1,590"
2021년02월_여_20~29세,"11,025","1,209","1,892","2,339","1,606","1,549","2,430"
2021년02월_여_30~39세,"11,016","1,161","1,906","2,282","1,196","1,825","2,646"
2021년02월_여_40~49세,"12,407",852,"2,126","3,060","1,668","1,820","2,881"
2021년02월_여_50~59세,"15,204","1,077","2,596","3,542","2,194","2,153","3,642"
2021년02월_여_60~69세,"10,880","1,113","1,911","2,702","1,344","1,361","2,449"
2021년02월_여_70~79세,"4,839",521,"1,129","1,109",580,567,933
2021년02월_여_80~89세,"2,782",277,661,556,366,351,571
2021년02월_여_90~99세,573,69,101,122,87,73,121
2021년02월_여_100세 이상,35,1,10,3,11,4,6
2021년03월_계_총인구수,"162,443","14,433","29,529","37,413","21,002","23,095","36,971"
2021년03월_계_연령구간인구수,"162,443","14,433","29,529","37,413","21,002","23,095","36,971"
2021년03월_계_0~9세,"12,888",875,"2,174","2,718","1,518","2,327","3,276"
2021년03월_계_10~19세,"14,393",959,"2,419","3,820","2,030","2,066","3,099"
2021년03월_계_20~29세,"23,187","2,477","4,191","4,944","3,247","3,195","5,133"
2021년03월_계_30~39세,"22,644","2,620","4,140","4,642","2,392","3,521","5,329"
2021년03월_계_40~49세,"24,241","1,738","4,390","5,872","3,127","3,522","5,592"
2021년03월_계_50~59세,"29,177","2,032","5,155","6,805","4,188","4,107","6,890"
2021년03월_계_60~69세,"21,808","2,187","3,869","5,406","2,752","2,747","4,847"
2021년03월_계_70~79세,"9,109","1,019","2,022","2,182","1,068",997,"1,821"
2021년03월_계_80~89세,"4,243",441,"1,028",874,563,518,819
2021년03월_계_90~99세,729,83,137,148,110,93,158
2021년03월_계_100세 이상,24,2,4,2,7,2,7
2021년03월_남_총인구수,"80,839","7,330","15,034","18,588","10,301","11,362","18,224"
2021년03월_남_연령구간인구수,"80,839","7,330","15,034","18,588","10,301","11,362","18,224"
2021년03월_남_0~9세,"6,692",471,"1,138","1,358",790,"1,200","1,735"
2021년03월_남_10~19세,"7,398",508,"1,241","1,975","1,079","1,072","1,523"
2021년03월_남_20~29세,"12,216","1,278","2,287","2,610","1,674","1,661","2,706"
2021년03월_남_30~39세,"11,675","1,455","2,257","2,375","1,186","1,698","2,704"
2021년03월_남_40~49세,"11,998",904,"2,304","2,858","1,467","1,739","2,726"
2021년03월_남_50~59세,"14,050",958,"2,570","3,276","2,009","1,971","3,266"
2021년03월_남_60~69세,"10,883","1,078","1,933","2,712","1,391","1,383","2,386"
2021년03월_남_70~79세,"4,287",503,897,"1,069",492,443,883
2021년03월_남_80~89세,"1,473",158,372,324,190,173,256
2021년03월_남_90~99세,164,16,35,30,23,22,38
2021년03월_남_100세 이상,3,1,0,1,0,0,1
2021년03월_여_총인구수,"81,604","7,103","14,495","18,825","10,701","11,733","18,747"
2021년03월_여_연령구간인구수,"81,604","7,103","14,495","18,825","10,701","11,733","18,747"
2021년03월_여_0~9세,"6,196",404,"1,036","1,360",728,"1,127","1,541"
2021년03월_여_10~19세,"6,995",451,"1,178","1,845",951,994,"1,576"
2021년03월_여_20~29세,"10,971","1,199","1,904","2,334","1,573","1,534","2,427"
2021년03월_여_30~39세,"10,969","1,165","1,883","2,267","1,206","1,823","2,625"
2021년03월_여_40~49세,"12,243",834,"2,086","3,014","1,660","1,783","2,866"
2021년03월_여_50~59세,"15,127","1,074","2,585","3,529","2,179","2,136","3,624"
2021년03월_여_60~69세,"10,925","1,109","1,936","2,694","1,361","1,364","2,461"
2021년03월_여_70~79세,"4,822",516,"1,125","1,113",576,554,938
2021년03월_여_80~89세,"2,770",283,656,550,373,345,563
2021년03월_여_90~99세,565,67,102,118,87,71,120
2021년03월_여_100세 이상,21,1,4,1,7,2,6
2021년04월_계_총인구수,"162,227","14,382","29,498","37,307","20,970","23,015","37,055"
2021년04월_계_연령구간인구수,"162,227","14,382","29,498","37,307","20,970","23,015","37,055"
2021년04월_계_0~9세,"12,849",873,"2,166","2,707","1,498","2,317","3,288"
2021년04월_계_10~19세,"14,285",956,"2,400","3,771","2,016","2,055","3,087"
2021년04월_계_20~29세,"23,148","2,462","4,176","4,932","3,264","3,166","5,148"
2021년04월_계_30~39세,"22,571","2,611","4,127","4,629","2,393","3,490","5,321"
2021년04월_계_40~49세,"24,184","1,739","4,376","5,831","3,098","3,531","5,609"
2021년04월_계_50~59세,"29,105","2,012","5,162","6,779","4,161","4,086","6,905"
2021년04월_계_60~69세,"21,985","2,196","3,899","5,439","2,800","2,759","4,892"
2021년04월_계_70~79세,"9,082","1,013","2,020","2,187","1,052",991,"1,819"
2021년04월_계_80~89세,"4,264",435,"1,028",881,572,528,820
2021년04월_계_90~99세,729,83,140,149,108,90,159
2021년04월_계_100세 이상,25,2,4,2,8,2,7
2021년04월_남_총인구수,"80,714","7,302","15,019","18,520","10,292","11,321","18,260"
2021년04월_남_연령구간인구수,"80,714","7,302","15,019","18,520","10,292","11,321","18,260"
2021년04월_남_0~9세,"6,662",469,"1,136","1,346",776,"1,196","1,739"
2021년04월_남_10~19세,"7,345",503,"1,235","1,944","1,074","1,071","1,518"
2021년04월_남_20~29세,"12,189","1,269","2,277","2,605","1,685","1,637","2,716"
2021년04월_남_30~39세,"11,642","1,449","2,246","2,374","1,192","1,682","2,699"
2021년04월_남_40~49세,"11,991",911,"2,307","2,828","1,455","1,752","2,738"
2021년04월_남_50~59세,"13,992",942,"2,567","3,272","1,990","1,954","3,267"
2021년04월_남_60~69세,"10,965","1,085","1,948","2,714","1,419","1,393","2,406"
2021년04월_남_70~79세,"4,280",500,895,"1,077",486,440,882
2021년04월_남_80~89세,"1,480",156,372,329,193,174,256
2021년04월_남_90~99세,165,17,36,30,22,22,38
2021년04월_남_100세 이상,3,1,0,1,0,0,1
2021년04월_여_총인구수,"81,513","7,080","14,479","18,787","10,678","11,694","18,795"
2021년04월_여_연령구간인구수,"81,513","7,080","14,479","18,787","10,678","11,694","18,795"
2021년04월_여_0~9세,"6,187",404,"1,030","1,361",722,"1,121","1,549"
2021년04월_여_10~19세,"6,940",453,"1,165","1,827",942,984,"1,569"
2021년04월_여_20~29세,"10,959","1,193","1,899","2,327","1,579","1,529","2,432"
2021년04월_여_30~39세,"10,929","1,162","1,881","2,255","1,201","1,808","2,622"
2021년04월_여_40~49세,"12,193",828,"2,069","3,003","1,643","1,779","2,871"
2021년04월_여_50~59세,"15,113","1,070","2,595","3,507","2,171","2,132","3,638"
2021년04월_여_60~69세,"11,020","1,111","1,951","2,725","1,381","1,366","2,486"
2021년04월_여_70~79세,"4,802",513,"1,125","1,110",566,551,937
2021년04월_여_80~89세,"2,784",279,656,552,379,354,564
2021년04월_여_90~99세,564,66,104,119,86,68,121
2021년04월_여_100세 이상,22,1,4,1,8,2,6
2021년05월_계_총인구수,"162,239","14,386","29,491","37,224","20,954","23,011","37,173"
2021년05월_계_연령구간인구수,"162,239","14,386","29,491","37,224","20,954","23,011","37,173"
2021년05월_계_0~9세,"12,838",881,"2,150","2,696","1,496","2,316","3,299"
2021년05월_계_10~19세,"14,222",937,"2,390","3,753","2,006","2,055","3,081"
2021년05월_계_20~29세,"23,090","2,453","4,168","4,908","3,250","3,151","5,160"
2021년05월_계_30~39세,"22,564","2,627","4,130","4,609","2,375","3,481","5,342"
2021년05월_계_40~49세,"24,109","1,724","4,337","5,808","3,106","3,531","5,603"
2021년05월_계_50~59세,"29,118","2,014","5,190","6,751","4,156","4,103","6,904"
2021년05월_계_60~69세,"22,172","2,221","3,934","5,470","2,826","2,765","4,956"
2021년05월_계_70~79세,"9,079","1,005","2,014","2,195","1,054",985,"1,826"
2021년05월_계_80~89세,"4,288",440,"1,027",882,572,533,834
2021년05월_계_90~99세,737,82,147,150,107,90,161
2021년05월_계_100세 이상,22,2,4,2,6,1,7
2021년05월_남_총인구수,"80,710","7,307","14,997","18,471","10,291","11,328","18,316"
2021년05월_남_연령구간인구수,"80,710","7,307","14,997","18,471","10,291","11,328","18,316"
2021년05월_남_0~9세,"6,659",476,"1,127","1,340",774,"1,199","1,743"
2021년05월_남_10~19세,"7,304",496,"1,227","1,930","1,066","1,072","1,513"
2021년05월_남_20~29세,"12,149","1,263","2,271","2,589","1,687","1,629","2,710"
2021년05월_남_30~39세,"11,642","1,447","2,250","2,362","1,178","1,687","2,718"
2021년05월_남_40~49세,"11,955",908,"2,274","2,819","1,465","1,759","2,730"
2021년05월_남_50~59세,"13,991",946,"2,573","3,263","1,988","1,948","3,273"
2021년05월_남_60~69세,"11,060","1,099","1,972","2,723","1,431","1,399","2,436"
2021년05월_남_70~79세,"4,287",499,892,"1,085",488,434,889
2021년05월_남_80~89세,"1,492",156,373,328,192,179,264
2021년05월_남_90~99세,168,16,38,31,22,22,39
2021년05월_남_100세 이상,3,1,0,1,0,0,1
2021년05월_여_총인구수,"81,529","7,079","14,494","18,753","10,663","11,683","18,857"
2021년05월_여_연령구간인구수,"81,529","7,079","14,494","18,753","10,663","11,683","18,857"
2021년05월_여_0~9세,"6,179",405,"1,023","1,356",722,"1,117","1,556"
2021년05월_여_10~19세,"6,918",441,"1,163","1,823",940,983,"1,568"
2021년05월_여_20~29세,"10,941","1,190","1,897","2,319","1,563","1,522","2,450"
2021년05월_여_30~39세,"10,922","1,180","1,880","2,247","1,197","1,794","2,624"
2021년05월_여_40~49세,"12,154",816,"2,063","2,989","1,641","1,772","2,873"
2021년05월_여_50~59세,"15,127","1,068","2,617","3,488","2,168","2,155","3,631"
2021년05월_여_60~69세,"11,112","1,122","1,962","2,747","1,395","1,366","2,520"
2021년05월_여_70~79세,"4,792",506,"1,122","1,110",566,551,937
2021년05월_여_80~89세,"2,796",284,654,554,380,354,570
2021년05월_여_90~99세,569,66,109,119,85,68,122
2021년05월_여_100세 이상,19,1,4,1,6,1,6
2021년06월_계_총인구수,"162,215","14,382","29,534","37,215","20,935","22,969","37,180"
2021년06월_계_연령구간인구수,"162,215","14,382","29,534","37,215","20,935","22,969","37,180"
2021년06월_계_0~9세,"12,773",882,"2,146","2,691","1,489","2,292","3,273"
2021년06월_계_10~19세,"14,205",932,"2,390","3,751","2,002","2,063","3,067"
2021년06월_계_20~29세,"23,063","2,440","4,178","4,909","3,243","3,132","5,161"
2021년06월_계_30~39세,"22,530","2,636","4,126","4,586","2,380","3,470","5,332"
2021년06월_계_40~49세,"24,091","1,708","4,336","5,809","3,111","3,532","5,595"
2021년06월_계_50~59세,"29,024","2,019","5,189","6,727","4,127","4,077","6,885"
2021년06월_계_60~69세,"22,369","2,240","3,966","5,505","2,847","2,794","5,017"
2021년06월_계_70~79세,"9,091","1,003","2,017","2,199","1,053",980,"1,839"
2021년06월_계_80~89세,"4,312",438,"1,033",887,569,537,848
2021년06월_계_90~99세,736,82,149,149,109,91,156
2021년06월_계_100세 이상,21,2,4,2,5,1,7
2021년06월_남_총인구수,"80,667","7,302","15,024","18,460","10,283","11,305","18,293"
2021년06월_남_연령구간인구수,"80,667","7,302","15,024","18,460","10,283","11,305","18,293"
2021년06월_남_0~9세,"6,615",475,"1,128","1,332",775,"1,184","1,721"
2021년06월_남_10~19세,"7,297",495,"1,226","1,935","1,060","1,075","1,506"
2021년06월_남_20~29세,"12,128","1,258","2,280","2,584","1,682","1,623","2,701"
2021년06월_남_30~39세,"11,610","1,447","2,246","2,345","1,178","1,683","2,711"
2021년06월_남_40~49세,"11,959",902,"2,274","2,824","1,476","1,759","2,724"
2021년06월_남_50~59세,"13,953",947,"2,573","3,264","1,973","1,940","3,256"
2021년06월_남_60~69세,"11,140","1,107","1,988","2,727","1,438","1,408","2,472"
2021년06월_남_70~79세,"4,291",498,896,"1,085",488,431,893
2021년06월_남_80~89세,"1,504",154,376,331,191,182,270
2021년06월_남_90~99세,167,18,37,32,22,20,38
2021년06월_남_100세 이상,3,1,0,1,0,0,1
2021년06월_여_총인구수,"81,548","7,080","14,510","18,755","10,652","11,664","18,887"
2021년06월_여_연령구간인구수,"81,548","7,080","14,510","18,755","10,652","11,664","18,887"
2021년06월_여_0~9세,"6,158",407,"1,018","1,359",714,"1,108","1,552"
2021년06월_여_10~19세,"6,908",437,"1,164","1,816",942,988,"1,561"
2021년06월_여_20~29세,"10,935","1,182","1,898","2,325","1,561","1,509","2,460"
2021년06월_여_30~39세,"10,920","1,189","1,880","2,241","1,202","1,787","2,621"
2021년06월_여_40~49세,"12,132",806,"2,062","2,985","1,635","1,773","2,871"
2021년06월_여_50~59세,"15,071","1,072","2,616","3,463","2,154","2,137","3,629"
2021년06월_여_60~69세,"11,229","1,133","1,978","2,778","1,409","1,386","2,545"
2021년06월_여_70~79세,"4,800",505,"1,121","1,114",565,549,946
2021년06월_여_80~89세,"2,808",284,657,556,378,355,578
2021년06월_여_90~99세,569,64,112,117,87,71,118
2021년06월_여_100세 이상,18,1,4,1,5,1,6
2021년07월_계_총인구수,"162,925","14,327","29,461","38,173","20,895","22,919","37,150"
2021년07월_계_연령구간인구수,"162,925","14,327","29,461","38,173","20,895","22,919","37,150"
2021년07월_계_0~9세,"12,815",882,"2,142","2,776","1,500","2,274","3,241"
2021년07월_계_10~19세,"14,239",927,"2,381","3,828","1,974","2,069","3,060"
2021년07월_계_20~29세,"23,017","2,403","4,128","5,026","3,222","3,110","5,128"
2021년07월_계_30~39세,"22,698","2,647","4,137","4,771","2,374","3,446","5,323"
2021년07월_계_40~49세,"24,153","1,695","4,308","5,943","3,097","3,530","5,580"
