카테고리,부산광역시 수영구,부산광역시 수영구 남천제1동,부산광역시 수영구 남천제2동,부산광역시 수영구 수영동,부산광역시 수영구 망미제1동,부산광역시 수영구 망미제2동,부산광역시 수영구 광안제1동,부산광역시 수영구 광안제2동,부산광역시 수영구 광안제3동,부산광역시 수영구 광안제4동,부산광역시 수영구 민락동
2020년10월_계_연령구간인구수,"177,085","14,020","12,331","14,958","27,861","11,611","26,193","18,696","9,862","12,842","28,711"
2020년10월_계_0~9세,"10,399",719,859,614,"1,708",717,"1,314","1,136",320,759,"2,253"
2020년10월_계_10~19세,"11,933","1,188","1,197",664,"1,975",857,"1,669","1,274",434,835,"1,840"
2020년10월_계_20~29세,"24,377","1,874","1,422","1,812","3,141","1,260","5,099","2,875","1,885","1,676","3,333"
2020년10월_계_30~39세,"23,997","1,647","1,249","1,813","3,457","1,471","4,098","2,715","1,491","1,889","4,167"
2020년10월_계_40~49세,"25,564","2,038","1,976","1,909","3,723","1,737","3,702","2,860","1,259","1,946","4,414"
2020년10월_계_50~59세,"27,783","2,432","2,180","2,351","4,424","1,889","3,588","2,763","1,409","2,021","4,726"
2020년10월_계_60~69세,"28,388","2,117","1,906","2,947","5,072","1,987","3,606","2,587","1,620","1,966","4,580"
2020년10월_계_70~79세,"17,047","1,289","1,047","1,976","2,953","1,235","2,203","1,745","1,007","1,152","2,440"
2020년10월_계_80~89세,"6,658",613,404,778,"1,228",399,797,671,390,536,842
2020년10월_계_90~99세,877,98,81,89,172,55,110,63,41,57,111
2020년10월_계_100세 이상,62,5,10,5,8,4,7,7,6,5,5
2020년10월_남_총인구수,"83,696","6,450","5,740","7,155","13,355","5,713","12,290","8,688","4,677","5,786","13,842"
2020년10월_남_연령구간인구수,"83,696","6,450","5,740","7,155","13,355","5,713","12,290","8,688","4,677","5,786","13,842"
2020년10월_남_0~9세,"5,334",345,439,313,888,373,698,582,170,394,"1,132"
2020년10월_남_10~19세,"6,135",597,595,343,"1,038",457,897,634,221,412,941
2020년10월_남_20~29세,"11,881",938,736,897,"1,624",697,"2,268","1,332",829,800,"1,760"
2020년10월_남_30~39세,"11,964",798,588,959,"1,746",759,"2,059","1,316",785,884,"2,070"
2020년10월_남_40~49세,"12,560",925,889,"1,010","1,877",909,"1,803","1,403",652,873,"2,219"
2020년10월_남_50~59세,"12,737","1,115",950,"1,106","2,017",902,"1,626","1,267",676,890,"2,188"
2020년10월_남_60~69세,"12,668",925,872,"1,302","2,268",898,"1,599","1,126",751,826,"2,101"
2020년10월_남_70~79세,"7,663",546,496,896,"1,384",548,"1,010",739,438,499,"1,107"
2020년10월_남_80~89세,"2,525",227,158,308,461,162,296,270,146,195,302
2020년10월_남_90~99세,216,34,14,21,49,8,31,17,9,13,20
2020년10월_남_100세 이상,13,0,3,0,3,0,3,2,0,0,2
2020년10월_여_총인구수,"93,389","7,570","6,591","7,803","14,506","5,898","13,903","10,008","5,185","7,056","14,869"
2020년10월_여_연령구간인구수,"93,389","7,570","6,591","7,803","14,506","5,898","13,903","10,008","5,185","7,056","14,869"
2020년10월_여_0~9세,"5,065",374,420,301,820,344,616,554,150,365,"1,121"
2020년10월_여_10~19세,"5,798",591,602,321,937,400,772,640,213,423,899
2020년10월_여_20~29세,"12,496",936,686,915,"1,517",563,"2,831","1,543","1,056",876,"1,573"
2020년10월_여_30~39세,"12,033",849,661,854,"1,711",712,"2,039","1,399",706,"1,005","2,097"
2020년10월_여_40~49세,"13,004","1,113","1,087",899,"1,846",828,"1,899","1,457",607,"1,073","2,195"
2020년10월_여_50~59세,"15,046","1,317","1,230","1,245","2,407",987,"1,962","1,496",733,"1,131","2,538"
2020년10월_여_60~69세,"15,720","1,192","1,034","1,645","2,804","1,089","2,007","1,461",869,"1,140","2,479"
2020년10월_여_70~79세,"9,384",743,551,"1,080","1,569",687,"1,193","1,006",569,653,"1,333"
2020년10월_여_80~89세,"4,133",386,246,470,767,237,501,401,244,341,540
2020년10월_여_90~99세,661,64,67,68,123,47,79,46,32,44,91
2020년10월_여_100세 이상,49,5,7,5,5,4,4,5,6,5,3
2020년11월_계_총인구수,"176,885","14,043","12,341","14,939","27,899","11,554","26,066","18,691","9,755","12,970","28,627"
2020년11월_계_연령구간인구수,"176,885","14,043","12,341","14,939","27,899","11,554","26,066","18,691","9,755","12,970","28,627"
2020년11월_계_0~9세,"10,333",719,866,612,"1,710",707,"1,287","1,125",309,772,"2,226"
2020년11월_계_10~19세,"11,896","1,178","1,185",662,"1,989",849,"1,651","1,281",428,841,"1,832"
2020년11월_계_20~29세,"24,261","1,858","1,407","1,797","3,127","1,245","5,063","2,871","1,861","1,703","3,329"
2020년11월_계_30~39세,"23,913","1,657","1,251","1,803","3,449","1,448","4,070","2,699","1,481","1,908","4,147"
2020년11월_계_40~49세,"25,547","2,054","1,978","1,908","3,738","1,733","3,674","2,854","1,244","1,960","4,404"
2020년11월_계_50~59세,"27,756","2,438","2,182","2,344","4,426","1,889","3,586","2,761","1,391","2,040","4,699"
2020년11월_계_60~69세,"28,480","2,119","1,920","2,963","5,075","1,989","3,613","2,604","1,601","1,989","4,607"
2020년11월_계_70~79세,"17,063","1,293","1,055","1,973","2,967","1,244","2,195","1,744","1,005","1,157","2,430"
2020년11월_계_80~89세,"6,695",620,408,781,"1,237",390,811,679,391,539,839
2020년11월_계_90~99세,879,102,79,91,173,56,109,65,39,56,109
2020년11월_계_100세 이상,62,5,10,5,8,4,7,8,5,5,5
2020년11월_남_총인구수,"83,576","6,451","5,744","7,135","13,383","5,683","12,218","8,679","4,642","5,846","13,795"
2020년11월_남_연령구간인구수,"83,576","6,451","5,744","7,135","13,383","5,683","12,218","8,679","4,642","5,846","13,795"
2020년11월_남_0~9세,"5,307",347,444,314,888,366,679,576,165,401,"1,127"
2020년11월_남_10~19세,"6,123",590,589,342,"1,053",450,889,636,221,420,933
2020년11월_남_20~29세,"11,801",925,734,890,"1,620",691,"2,243","1,321",820,806,"1,751"
2020년11월_남_30~39세,"11,932",799,593,943,"1,739",760,"2,046","1,318",780,891,"2,063"
2020년11월_남_40~49세,"12,560",935,885,"1,018","1,889",904,"1,792","1,391",649,878,"2,219"
2020년11월_남_50~59세,"12,732","1,116",954,"1,099","2,024",900,"1,626","1,268",670,905,"2,170"
2020년11월_남_60~69세,"12,698",930,879,"1,305","2,263",894,"1,600","1,139",750,834,"2,104"
2020년11월_남_70~79세,"7,655",542,495,896,"1,382",551,"1,007",740,433,503,"1,106"
2020년11월_남_80~89세,"2,534",233,155,305,470,158,302,270,146,195,300
2020년11월_남_90~99세,220,34,13,23,52,9,31,17,8,13,20
2020년11월_남_100세 이상,14,0,3,0,3,0,3,3,0,0,2
2020년11월_여_총인구수,"93,309","7,592","6,597","7,804","14,516","5,871","13,848","10,012","5,113","7,124","14,832"
2020년11월_여_연령구간인구수,"93,309","7,592","6,597","7,804","14,516","5,871","13,848","10,012","5,113","7,124","14,832"
2020년11월_여_0~9세,"5,026",372,422,298,822,341,608,549,144,371,"1,099"
2020년11월_여_10~19세,"5,773",588,596,320,936,399,762,645,207,421,899
2020년11월_여_20~29세,"12,460",933,673,907,"1,507",554,"2,820","1,550","1,041",897,"1,578"
2020년11월_여_30~39세,"11,981",858,658,860,"1,710",688,"2,024","1,381",701,"1,017","2,084"
2020년11월_여_40~49세,"12,987","1,119","1,093",890,"1,849",829,"1,882","1,463",595,"1,082","2,185"
2020년11월_여_50~59세,"15,024","1,322","1,228","1,245","2,402",989,"1,960","1,493",721,"1,135","2,529"
2020년11월_여_60~69세,"15,782","1,189","1,041","1,658","2,812","1,095","2,013","1,465",851,"1,155","2,503"
2020년11월_여_70~79세,"9,408",751,560,"1,077","1,585",693,"1,188","1,004",572,654,"1,324"
2020년11월_여_80~89세,"4,161",387,253,476,767,232,509,409,245,344,539
2020년11월_여_90~99세,659,68,66,68,121,47,78,48,31,43,89
2020년11월_여_100세 이상,48,5,7,5,5,4,4,5,5,5,3
2020년12월_계_총인구수,"176,894","14,043","12,345","14,924","27,921","11,501","26,065","18,688","9,696","13,127","28,584"
2020년12월_계_연령구간인구수,"176,894","14,043","12,345","14,924","27,921","11,501","26,065","18,688","9,696","13,127","28,584"
2020년12월_계_0~9세,"10,328",724,876,605,"1,703",699,"1,275","1,120",310,787,"2,229"
2020년12월_계_10~19세,"11,852","1,191","1,174",659,"1,996",834,"1,635","1,274",412,855,"1,822"
2020년12월_계_20~29세,"24,349","1,840","1,406","1,802","3,140","1,249","5,094","2,896","1,856","1,742","3,324"
2020년12월_계_30~39세,"23,877","1,658","1,248","1,790","3,433","1,445","4,073","2,705","1,466","1,920","4,139"
2020년12월_계_40~49세,"25,487","2,043","1,966","1,896","3,761","1,715","3,654","2,858","1,227","1,988","4,379"
2020년12월_계_50~59세,"27,718","2,433","2,186","2,346","4,390","1,883","3,597","2,724","1,377","2,068","4,714"
2020년12월_계_60~69세,"28,545","2,122","1,924","2,972","5,107","1,997","3,615","2,609","1,616","1,998","4,585"
2020년12월_계_70~79세,"17,045","1,297","1,069","1,965","2,967","1,224","2,185","1,744","1,006","1,164","2,424"
2020년12월_계_80~89세,"6,757",630,407,794,"1,240",397,826,685,381,541,856
2020년12월_계_90~99세,875,100,79,90,176,54,104,65,41,59,107
2020년12월_계_100세 이상,61,5,10,5,8,4,7,8,4,5,5
2020년12월_남_총인구수,"83,573","6,459","5,742","7,142","13,367","5,661","12,200","8,686","4,615","5,925","13,776"
2020년12월_남_연령구간인구수,"83,573","6,459","5,742","7,142","13,367","5,661","12,200","8,686","4,615","5,925","13,776"
2020년12월_남_0~9세,"5,309",350,450,320,881,359,669,571,165,416,"1,128"
2020년12월_남_10~19세,"6,116",599,586,342,"1,059",444,883,639,212,424,928
2020년12월_남_20~29세,"11,839",915,734,894,"1,627",695,"2,246","1,333",823,834,"1,738"
2020년12월_남_30~39세,"11,891",796,586,940,"1,718",766,"2,039","1,318",768,894,"2,066"
2020년12월_남_40~49세,"12,534",939,872,"1,017","1,896",894,"1,789","1,395",640,881,"2,211"
2020년12월_남_50~59세,"12,721","1,114",959,"1,100","2,013",897,"1,624","1,249",668,917,"2,180"
2020년12월_남_60~69세,"12,728",930,886,"1,309","2,267",898,"1,604","1,148",750,844,"2,092"
2020년12월_남_70~79세,"7,635",541,497,891,"1,381",540,"1,003",737,437,506,"1,102"
2020년12월_남_80~89세,"2,568",242,156,307,469,160,310,276,144,195,309
2020년12월_남_90~99세,218,33,13,22,53,8,30,17,8,14,20
2020년12월_남_100세 이상,14,0,3,0,3,0,3,3,0,0,2
2020년12월_여_총인구수,"93,321","7,584","6,603","7,782","14,554","5,840","13,865","10,002","5,081","7,202","14,808"
2020년12월_여_연령구간인구수,"93,321","7,584","6,603","7,782","14,554","5,840","13,865","10,002","5,081","7,202","14,808"
2020년12월_여_0~9세,"5,019",374,426,285,822,340,606,549,145,371,"1,101"
2020년12월_여_10~19세,"5,736",592,588,317,937,390,752,635,200,431,894
2020년12월_여_20~29세,"12,510",925,672,908,"1,513",554,"2,848","1,563","1,033",908,"1,586"
2020년12월_여_30~39세,"11,986",862,662,850,"1,715",679,"2,034","1,387",698,"1,026","2,073"
2020년12월_여_40~49세,"12,953","1,104","1,094",879,"1,865",821,"1,865","1,463",587,"1,107","2,168"
2020년12월_여_50~59세,"14,997","1,319","1,227","1,246","2,377",986,"1,973","1,475",709,"1,151","2,534"
2020년12월_여_60~69세,"15,817","1,192","1,038","1,663","2,840","1,099","2,011","1,461",866,"1,154","2,493"
2020년12월_여_70~79세,"9,410",756,572,"1,074","1,586",684,"1,182","1,007",569,658,"1,322"
2020년12월_여_80~89세,"4,189",388,251,487,771,237,516,409,237,346,547
2020년12월_여_90~99세,657,67,66,68,123,46,74,48,33,45,87
2020년12월_여_100세 이상,47,5,7,5,5,4,4,5,4,5,3
2021년01월_계_총인구수,"176,742","14,054","12,359","14,926","27,851","11,460","26,018","18,711","9,643","13,183","28,537"
2021년01월_계_연령구간인구수,"176,742","14,054","12,359","14,926","27,851","11,460","26,018","18,711","9,643","13,183","28,537"
2021년01월_계_0~9세,"10,278",724,885,600,"1,702",692,"1,246","1,117",306,799,"2,207"
2021년01월_계_10~19세,"11,813","1,203","1,167",664,"1,975",832,"1,622","1,270",410,857,"1,813"
2021년01월_계_20~29세,"24,298","1,829","1,397","1,826","3,095","1,236","5,093","2,901","1,841","1,750","3,330"
2021년01월_계_30~39세,"23,809","1,658","1,252","1,765","3,401","1,428","4,066","2,715","1,463","1,940","4,121"
2021년01월_계_40~49세,"25,425","2,041","1,965","1,889","3,757","1,707","3,638","2,859","1,220","1,999","4,350"
2021년01월_계_50~59세,"27,651","2,432","2,184","2,335","4,380","1,872","3,598","2,724","1,361","2,065","4,700"
2021년01월_계_60~69세,"28,658","2,133","1,938","2,987","5,126","1,996","3,633","2,610","1,614","2,010","4,611"
2021년01월_계_70~79세,"17,053","1,292","1,071","1,966","2,979","1,230","2,180","1,749","1,005","1,159","2,422"
2021년01월_계_80~89세,"6,821",638,411,798,"1,250",411,828,693,379,542,871
2021년01월_계_90~99세,876,98,79,92,178,52,107,65,40,57,108
2021년01월_계_100세 이상,60,6,10,4,8,4,7,8,4,5,4
2021년01월_남_총인구수,"83,514","6,475","5,759","7,142","13,340","5,632","12,185","8,681","4,592","5,951","13,757"
2021년01월_남_연령구간인구수,"83,514","6,475","5,759","7,142","13,340","5,632","12,185","8,681","4,592","5,951","13,757"
2021년01월_남_0~9세,"5,291",351,457,320,886,351,651,571,164,424,"1,116"
2021년01월_남_10~19세,"6,090",601,587,345,"1,041",446,878,635,210,421,926
2021년01월_남_20~29세,"11,801",909,719,905,"1,605",688,"2,242","1,325",819,835,"1,754"
2021년01월_남_30~39세,"11,871",805,589,930,"1,711",756,"2,042","1,318",764,904,"2,052"
2021년01월_남_40~49세,"12,520",941,884,"1,010","1,899",886,"1,786","1,400",634,882,"2,198"
2021년01월_남_50~59세,"12,710","1,117",961,"1,097","2,006",898,"1,635","1,249",661,917,"2,169"
2021년01월_남_60~69세,"12,759",933,890,"1,311","2,275",892,"1,604","1,149",751,853,"2,101"
2021년01월_남_70~79세,"7,645",538,500,894,"1,388",539,"1,002",737,439,503,"1,105"
2021년01월_남_80~89세,"2,591",246,156,308,472,168,310,277,143,198,313
2021년01월_남_90~99세,222,33,13,22,54,8,32,17,7,14,22
2021년01월_남_100세 이상,14,1,3,0,3,0,3,3,0,0,1
2021년01월_여_총인구수,"93,228","7,579","6,600","7,784","14,511","5,828","13,833","10,030","5,051","7,232","14,780"
2021년01월_여_연령구간인구수,"93,228","7,579","6,600","7,784","14,511","5,828","13,833","10,030","5,051","7,232","14,780"
2021년01월_여_0~9세,"4,987",373,428,280,816,341,595,546,142,375,"1,091"
2021년01월_여_10~19세,"5,723",602,580,319,934,386,744,635,200,436,887
2021년01월_여_20~29세,"12,497",920,678,921,"1,490",548,"2,851","1,576","1,022",915,"1,576"
2021년01월_여_30~39세,"11,938",853,663,835,"1,690",672,"2,024","1,397",699,"1,036","2,069"
2021년01월_여_40~49세,"12,905","1,100","1,081",879,"1,858",821,"1,852","1,459",586,"1,117","2,152"
2021년01월_여_50~59세,"14,941","1,315","1,223","1,238","2,374",974,"1,963","1,475",700,"1,148","2,531"
2021년01월_여_60~69세,"15,899","1,200","1,048","1,676","2,851","1,104","2,029","1,461",863,"1,157","2,510"
2021년01월_여_70~79세,"9,408",754,571,"1,072","1,591",691,"1,178","1,012",566,656,"1,317"
2021년01월_여_80~89세,"4,230",392,255,490,778,243,518,416,236,344,558
2021년01월_여_90~99세,654,65,66,70,124,44,75,48,33,43,86
2021년01월_여_100세 이상,46,5,7,4,5,4,4,5,4,5,3
2021년02월_계_총인구수,"176,703","14,092","12,328","14,924","27,771","11,422","26,065","18,690","9,620","13,256","28,535"
2021년02월_계_연령구간인구수,"176,703","14,092","12,328","14,924","27,771","11,422","26,065","18,690","9,620","13,256","28,535"
2021년02월_계_0~9세,"10,258",734,879,592,"1,691",683,"1,248","1,105",302,824,"2,200"
2021년02월_계_10~19세,"11,745","1,198","1,162",667,"1,941",825,"1,610","1,260",407,870,"1,805"
2021년02월_계_20~29세,"24,265","1,859","1,378","1,830","3,076","1,235","5,065","2,893","1,865","1,754","3,310"
2021년02월_계_30~39세,"23,787","1,659","1,259","1,761","3,366","1,420","4,102","2,721","1,428","1,937","4,134"
2021년02월_계_40~49세,"25,435","2,040","1,952","1,890","3,772","1,698","3,659","2,861","1,212","2,020","4,331"
2021년02월_계_50~59세,"27,580","2,432","2,194","2,330","4,355","1,871","3,594","2,710","1,344","2,062","4,688"
2021년02월_계_60~69세,"28,768","2,147","1,941","2,982","5,159","1,997","3,646","2,620","1,627","2,012","4,637"
2021년02월_계_70~79세,"17,045","1,283","1,068","1,968","2,959","1,220","2,181","1,747","1,010","1,175","2,434"
2021년02월_계_80~89세,"6,868",636,408,806,"1,268",415,840,695,380,539,881
2021년02월_계_90~99세,890,98,77,94,176,54,112,70,40,58,111
2021년02월_계_100세 이상,62,6,10,4,8,4,8,8,5,5,4
2021년02월_남_총인구수,"83,512","6,484","5,742","7,155","13,294","5,614","12,201","8,669","4,594","5,983","13,776"
2021년02월_남_연령구간인구수,"83,512","6,484","5,742","7,155","13,294","5,614","12,201","8,669","4,594","5,983","13,776"
2021년02월_남_0~9세,"5,276",352,451,318,875,347,652,563,160,441,"1,117"
2021년02월_남_10~19세,"6,065",602,587,346,"1,021",442,874,635,211,424,923
2021년02월_남_20~29세,"11,785",914,716,913,"1,598",685,"2,233","1,310",841,833,"1,742"
2021년02월_남_30~39세,"11,882",806,594,932,"1,695",755,"2,059","1,324",746,905,"2,066"
2021년02월_남_40~49세,"12,523",943,868,"1,010","1,903",880,"1,796","1,409",632,892,"2,190"
2021년02월_남_50~59세,"12,693","1,119",968,"1,094","1,995",899,"1,636","1,243",656,916,"2,167"
2021년02월_남_60~69세,"12,794",939,889,"1,313","2,290",892,"1,596","1,149",762,851,"2,113"
2021년02월_남_70~79세,"7,637",533,498,895,"1,376",534,"1,005",736,434,511,"1,115"
2021년02월_남_80~89세,"2,617",243,155,313,483,172,314,276,144,198,319
2021년02월_남_90~99세,226,32,13,21,55,8,33,21,8,12,23
2021년02월_남_100세 이상,14,1,3,0,3,0,3,3,0,0,1
2021년02월_여_총인구수,"93,191","7,608","6,586","7,769","14,477","5,808","13,864","10,021","5,026","7,273","14,759"
2021년02월_여_연령구간인구수,"93,191","7,608","6,586","7,769","14,477","5,808","13,864","10,021","5,026","7,273","14,759"
2021년02월_여_0~9세,"4,982",382,428,274,816,336,596,542,142,383,"1,083"
2021년02월_여_10~19세,"5,680",596,575,321,920,383,736,625,196,446,882
2021년02월_여_20~29세,"12,480",945,662,917,"1,478",550,"2,832","1,583","1,024",921,"1,568"
2021년02월_여_30~39세,"11,905",853,665,829,"1,671",665,"2,043","1,397",682,"1,032","2,068"
2021년02월_여_40~49세,"12,912","1,097","1,084",880,"1,869",818,"1,863","1,452",580,"1,128","2,141"
2021년02월_여_50~59세,"14,887","1,313","1,226","1,236","2,360",972,"1,958","1,467",688,"1,146","2,521"
2021년02월_여_60~69세,"15,974","1,208","1,052","1,669","2,869","1,105","2,050","1,471",865,"1,161","2,524"
2021년02월_여_70~79세,"9,408",750,570,"1,073","1,583",686,"1,176","1,011",576,664,"1,319"
2021년02월_여_80~89세,"4,251",393,253,493,785,243,526,419,236,341,562
2021년02월_여_90~99세,664,66,64,73,121,46,79,49,32,46,88
2021년02월_여_100세 이상,48,5,7,4,5,4,5,5,5,5,3
2021년03월_계_총인구수,"176,145","14,006","12,285","14,858","27,682","11,324","25,921","18,658","9,551","13,405","28,455"
2021년03월_계_연령구간인구수,"176,145","14,006","12,285","14,858","27,682","11,324","25,921","18,658","9,551","13,405","28,455"
2021년03월_계_0~9세,"10,227",728,884,583,"1,680",671,"1,229","1,083",287,870,"2,212"
2021년03월_계_10~19세,"11,665","1,183","1,163",665,"1,930",811,"1,581","1,258",408,886,"1,780"
2021년03월_계_20~29세,"24,196","1,850","1,356","1,831","3,064","1,210","5,052","2,876","1,867","1,766","3,324"
2021년03월_계_30~39세,"23,805","1,655","1,252","1,758","3,350","1,402","4,111","2,741","1,424","1,993","4,119"
2021년03월_계_40~49세,"25,263","2,022","1,938","1,888","3,757","1,674","3,592","2,849","1,197","2,030","4,316"
2021년03월_계_50~59세,"27,387","2,429","2,193","2,281","4,322","1,866","3,567","2,701","1,330","2,067","4,631"
2021년03월_계_60~69세,"28,774","2,138","1,931","2,981","5,172","2,001","3,652","2,630","1,620","2,004","4,645"
2021년03월_계_70~79세,"17,026","1,269","1,077","1,966","2,953","1,217","2,175","1,743","1,001","1,191","2,434"
2021년03월_계_80~89세,"6,892",631,409,808,"1,276",417,848,697,380,547,879
2021년03월_계_90~99세,876,99,75,93,176,54,108,72,36,49,114
2021년03월_계_100세 이상,34,2,7,4,2,1,6,8,1,2,1
2021년03월_남_총인구수,"83,280","6,442","5,714","7,125","13,250","5,572","12,130","8,669","4,564","6,080","13,734"
2021년03월_남_연령구간인구수,"83,280","6,442","5,714","7,125","13,250","5,572","12,130","8,669","4,564","6,080","13,734"
2021년03월_남_0~9세,"5,262",351,449,317,867,341,641,553,153,464,"1,126"
2021년03월_남_10~19세,"6,024",596,587,345,"1,006",436,869,636,211,433,905
2021년03월_남_20~29세,"11,753",904,700,918,"1,592",670,"2,223","1,317",842,831,"1,756"
2021년03월_남_30~39세,"11,880",800,593,927,"1,693",750,"2,056","1,336",741,934,"2,050"
2021년03월_남_40~49세,"12,445",941,855,"1,004","1,896",868,"1,760","1,405",621,907,"2,188"
2021년03월_남_50~59세,"12,627","1,120",966,"1,078","1,975",903,"1,623","1,241",656,934,"2,131"
2021년03월_남_60~69세,"12,790",931,884,"1,304","2,299",894,"1,601","1,152",760,846,"2,119"
2021년03월_남_70~79세,"7,640",529,506,898,"1,376",529,"1,009",731,430,517,"1,115"
2021년03월_남_80~89세,"2,628",236,159,313,491,175,315,272,143,203,321
2021년03월_남_90~99세,223,33,13,21,55,6,31,23,7,11,23
2021년03월_남_100세 이상,8,1,2,0,0,0,2,3,0,0,0
2021년03월_여_총인구수,"92,865","7,564","6,571","7,733","14,432","5,752","13,791","9,989","4,987","7,325","14,721"
2021년03월_여_연령구간인구수,"92,865","7,564","6,571","7,733","14,432","5,752","13,791","9,989","4,987","7,325","14,721"
2021년03월_여_0~9세,"4,965",377,435,266,813,330,588,530,134,406,"1,086"
2021년03월_여_10~19세,"5,641",587,576,320,924,375,712,622,197,453,875
2021년03월_여_20~29세,"12,443",946,656,913,"1,472",540,"2,829","1,559","1,025",935,"1,568"
2021년03월_여_30~39세,"11,925",855,659,831,"1,657",652,"2,055","1,405",683,"1,059","2,069"
2021년03월_여_40~49세,"12,818","1,081","1,083",884,"1,861",806,"1,832","1,444",576,"1,123","2,128"
2021년03월_여_50~59세,"14,760","1,309","1,227","1,203","2,347",963,"1,944","1,460",674,"1,133","2,500"
2021년03월_여_60~69세,"15,984","1,207","1,047","1,677","2,873","1,107","2,051","1,478",860,"1,158","2,526"
2021년03월_여_70~79세,"9,386",740,571,"1,068","1,577",688,"1,166","1,012",571,674,"1,319"
2021년03월_여_80~89세,"4,264",395,250,495,785,242,533,425,237,344,558
2021년03월_여_90~99세,653,66,62,72,121,48,77,49,29,38,91
2021년03월_여_100세 이상,26,1,5,4,2,1,4,5,1,2,1
2021년04월_계_총인구수,"176,276","14,000","12,293","14,835","27,643","11,301","25,936","18,644","9,516","13,572","28,536"
2021년04월_계_연령구간인구수,"176,276","14,000","12,293","14,835","27,643","11,301","25,936","18,644","9,516","13,572","28,536"
2021년04월_계_0~9세,"10,242",715,885,581,"1,676",673,"1,227","1,079",285,884,"2,237"
2021년04월_계_10~19세,"11,656","1,187","1,166",658,"1,930",810,"1,568","1,257",403,897,"1,780"
2021년04월_계_20~29세,"24,180","1,837","1,351","1,812","3,037","1,206","5,070","2,879","1,867","1,779","3,342"
2021년04월_계_30~39세,"23,820","1,657","1,249","1,749","3,340","1,394","4,144","2,719","1,411","2,018","4,139"
2021년04월_계_40~49세,"25,258","2,015","1,944","1,890","3,771","1,659","3,561","2,834","1,187","2,062","4,335"
2021년04월_계_50~59세,"27,345","2,444","2,182","2,290","4,281","1,869","3,545","2,713","1,320","2,091","4,610"
2021년04월_계_60~69세,"28,842","2,133","1,938","2,969","5,187","2,003","3,668","2,639","1,617","2,023","4,665"
2021년04월_계_70~79세,"17,085","1,278","1,087","1,966","2,966","1,216","2,185","1,742","1,006","1,209","2,430"
2021년04월_계_80~89세,"6,931",634,410,821,"1,275",416,854,699,385,557,880
2021년04월_계_90~99세,882,98,73,95,178,54,108,75,34,50,117
2021년04월_계_100세 이상,35,2,8,4,2,1,6,8,1,2,1
2021년04월_남_총인구수,"83,320","6,439","5,711","7,119","13,224","5,556","12,114","8,665","4,545","6,165","13,782"
2021년04월_남_연령구간인구수,"83,320","6,439","5,711","7,119","13,224","5,556","12,114","8,665","4,545","6,165","13,782"
2021년04월_남_0~9세,"5,274",344,449,317,870,344,637,548,152,476,"1,137"
2021년04월_남_10~19세,"5,997",602,585,339,"1,005",432,863,628,206,434,903
2021년04월_남_20~29세,"11,738",896,697,904,"1,575",666,"2,216","1,329",840,842,"1,773"
2021년04월_남_30~39세,"11,893",803,586,928,"1,678",748,"2,080","1,321",741,943,"2,065"
2021년04월_남_40~49세,"12,439",939,863,"1,009","1,901",854,"1,743","1,391",615,926,"2,198"
2021년04월_남_50~59세,"12,636","1,126",960,"1,085","1,965",907,"1,608","1,259",652,942,"2,132"
2021년04월_남_60~69세,"12,806",934,887,"1,301","2,304",898,"1,603","1,155",753,857,"2,114"
2021년04월_남_70~79세,"7,655",526,510,888,"1,381",528,"1,012",729,435,529,"1,117"
2021년04월_남_80~89세,"2,653",235,160,326,492,173,319,279,144,205,320
2021년04월_남_90~99세,221,33,12,22,53,6,31,23,7,11,23
2021년04월_남_100세 이상,8,1,2,0,0,0,2,3,0,0,0
2021년04월_여_총인구수,"92,956","7,561","6,582","7,716","14,419","5,745","13,822","9,979","4,971","7,407","14,754"
2021년04월_여_연령구간인구수,"92,956","7,561","6,582","7,716","14,419","5,745","13,822","9,979","4,971","7,407","14,754"
2021년04월_여_0~9세,"4,968",371,436,264,806,329,590,531,133,408,"1,100"
2021년04월_여_10~19세,"5,659",585,581,319,925,378,705,629,197,463,877
2021년04월_여_20~29세,"12,442",941,654,908,"1,462",540,"2,854","1,550","1,027",937,"1,569"
2021년04월_여_30~39세,"11,927",854,663,821,"1,662",646,"2,064","1,398",670,"1,075","2,074"
2021년04월_여_40~49세,"12,819","1,076","1,081",881,"1,870",805,"1,818","1,443",572,"1,136","2,137"
2021년04월_여_50~59세,"14,709","1,318","1,222","1,205","2,316",962,"1,937","1,454",668,"1,149","2,478"
2021년04월_여_60~69세,"16,036","1,199","1,051","1,668","2,883","1,105","2,065","1,484",864,"1,166","2,551"
2021년04월_여_70~79세,"9,430",752,577,"1,078","1,585",688,"1,173","1,013",571,680,"1,313"
2021년04월_여_80~89세,"4,278",399,250,495,783,243,535,420,241,352,560
2021년04월_여_90~99세,661,65,61,73,125,48,77,52,27,39,94
2021년04월_여_100세 이상,27,1,6,4,2,1,4,5,1,2,1
2021년05월_계_총인구수,"176,062","13,955","12,258","14,824","27,598","11,235","25,854","18,669","9,507","13,625","28,537"
2021년05월_계_연령구간인구수,"176,062","13,955","12,258","14,824","27,598","11,235","25,854","18,669","9,507","13,625","28,537"
2021년05월_계_0~9세,"10,217",710,875,586,"1,671",666,"1,218","1,076",277,905,"2,233"
2021년05월_계_10~19세,"11,643","1,188","1,166",658,"1,931",799,"1,555","1,255",397,909,"1,785"
