카테고리,충청북도 괴산군,충청북도 괴산군 괴산읍,충청북도 괴산군 감물면,충청북도 괴산군 장연면,충청북도 괴산군 연풍면,충청북도 괴산군 칠성면,충청북도 괴산군 문광면,충청북도 괴산군 청천면,충청북도 괴산군 청안면,충청북도 괴산군 사리면,충청북도 괴산군 소수면,충청북도 괴산군 불정면
2020년09월_계_연령구간인구수,"37,368","9,956","2,060","1,866","2,307","3,095","2,157","5,066","3,379","2,714","2,042","2,726"
2020년09월_계_0~9세,"1,267",633,55,31,34,80,52,124,80,65,46,67
2020년09월_계_10~19세,"2,038",934,124,52,91,143,96,205,118,109,60,106
2020년09월_계_20~29세,"2,900","1,263",122,107,130,213,142,264,189,208,117,145
2020년09월_계_30~39세,"2,415",994,98,81,96,195,123,239,187,153,117,132
2020년09월_계_40~49세,"3,868","1,503",179,155,194,309,189,391,294,268,166,220
2020년09월_계_50~59세,"7,296","1,645",417,425,447,679,443,"1,087",688,525,398,542
2020년09월_계_60~69세,"8,414","1,465",514,489,627,689,515,"1,344",884,625,564,698
2020년09월_계_70~79세,"5,420",958,301,293,395,479,336,875,520,449,341,473
2020년09월_계_80~89세,"3,274",503,215,204,254,277,226,461,359,279,192,304
2020년09월_계_90~99세,447,54,35,28,36,29,34,70,56,31,38,36
2020년09월_계_100세 이상,29,4,0,1,3,2,1,6,4,2,3,3
2020년09월_남_총인구수,"19,145","5,100","1,080",953,"1,197","1,547","1,084","2,602","1,723","1,402","1,053","1,404"
2020년09월_남_연령구간인구수,"19,145","5,100","1,080",953,"1,197","1,547","1,084","2,602","1,723","1,402","1,053","1,404"
2020년09월_남_0~9세,642,329,28,16,15,29,25,61,38,36,25,40
2020년09월_남_10~19세,"1,061",486,67,26,54,72,43,109,62,50,32,60
2020년09월_남_20~29세,"1,724",727,75,63,79,116,88,162,125,131,67,91
2020년09월_남_30~39세,"1,353",518,59,48,61,114,69,134,104,91,79,76
2020년09월_남_40~49세,"2,224",804,112,89,115,181,110,227,178,160,107,141
2020년09월_남_50~59세,"3,950",894,232,240,238,370,236,599,373,289,201,278
2020년09월_남_60~69세,"4,411",722,274,267,343,367,261,708,467,337,301,364
2020년09월_남_70~79세,"2,517",419,139,128,186,215,174,420,246,202,169,219
2020년09월_남_80~89세,"1,151",186,85,71,97,75,72,167,112,96,63,127
2020년09월_남_90~99세,105,14,9,5,8,8,6,14,17,9,9,6
2020년09월_남_100세 이상,7,1,0,0,1,0,0,1,1,1,0,2
2020년09월_여_총인구수,"18,223","4,856",980,913,"1,110","1,548","1,073","2,464","1,656","1,312",989,"1,322"
2020년09월_여_연령구간인구수,"18,223","4,856",980,913,"1,110","1,548","1,073","2,464","1,656","1,312",989,"1,322"
2020년09월_여_0~9세,625,304,27,15,19,51,27,63,42,29,21,27
2020년09월_여_10~19세,977,448,57,26,37,71,53,96,56,59,28,46
2020년09월_여_20~29세,"1,176",536,47,44,51,97,54,102,64,77,50,54
2020년09월_여_30~39세,"1,062",476,39,33,35,81,54,105,83,62,38,56
2020년09월_여_40~49세,"1,644",699,67,66,79,128,79,164,116,108,59,79
2020년09월_여_50~59세,"3,346",751,185,185,209,309,207,488,315,236,197,264
2020년09월_여_60~69세,"4,003",743,240,222,284,322,254,636,417,288,263,334
2020년09월_여_70~79세,"2,903",539,162,165,209,264,162,455,274,247,172,254
2020년09월_여_80~89세,"2,123",317,130,133,157,202,154,294,247,183,129,177
2020년09월_여_90~99세,342,40,26,23,28,21,28,56,39,22,29,30
2020년09월_여_100세 이상,22,3,0,1,2,2,1,5,3,1,3,1
2020년10월_계_총인구수,"37,447","9,980","2,071","1,878","2,315","3,096","2,161","5,066","3,390","2,710","2,053","2,727"
2020년10월_계_연령구간인구수,"37,447","9,980","2,071","1,878","2,315","3,096","2,161","5,066","3,390","2,710","2,053","2,727"
2020년10월_계_0~9세,"1,282",634,57,36,36,82,54,121,81,68,48,65
2020년10월_계_10~19세,"2,027",927,123,51,92,136,98,205,119,108,61,107
2020년10월_계_20~29세,"2,883","1,258",121,103,129,219,141,261,188,203,117,143
2020년10월_계_30~39세,"2,423","1,003",100,80,99,194,120,237,186,155,119,130
2020년10월_계_40~49세,"3,862","1,504",178,155,192,306,189,393,289,266,166,224
2020년10월_계_50~59세,"7,293","1,649",422,427,444,679,442,"1,085",690,520,398,537
2020년10월_계_60~69세,"8,474","1,471",523,497,634,692,520,"1,348",894,627,567,701
2020년10월_계_70~79세,"5,428",968,298,293,395,475,338,872,520,452,341,476
2020년10월_계_80~89세,"3,295",509,214,207,255,281,224,468,361,277,194,305
2020년10월_계_90~99세,450,53,35,28,36,30,33,70,58,32,39,36
2020년10월_계_100세 이상,30,4,0,1,3,2,2,6,4,2,3,3
2020년10월_남_총인구수,"19,186","5,102","1,087",958,"1,199","1,551","1,086","2,609","1,724","1,404","1,059","1,407"
2020년10월_남_연령구간인구수,"19,186","5,102","1,087",958,"1,199","1,551","1,086","2,609","1,724","1,404","1,059","1,407"
2020년10월_남_0~9세,649,329,30,18,15,30,26,59,40,39,25,38
2020년10월_남_10~19세,"1,056",481,65,25,56,70,43,109,63,49,34,61
2020년10월_남_20~29세,"1,711",720,76,63,79,119,86,160,123,127,68,90
2020년10월_남_30~39세,"1,354",523,61,47,62,113,67,133,102,92,79,75
2020년10월_남_40~49세,"2,218",808,111,85,114,182,111,228,170,160,106,143
2020년10월_남_50~59세,"3,953",896,234,245,234,370,235,599,376,287,200,277
2020년10월_남_60~69세,"4,448",722,280,271,346,368,266,714,471,339,304,367
2020년10월_남_70~79세,"2,524",421,138,125,188,212,175,423,245,204,170,223
2020년10월_남_80~89세,"1,160",187,83,74,96,79,71,169,116,97,63,125
2020년10월_남_90~99세,106,14,9,5,8,8,6,14,17,9,10,6
2020년10월_남_100세 이상,7,1,0,0,1,0,0,1,1,1,0,2
2020년10월_여_총인구수,"18,261","4,878",984,920,"1,116","1,545","1,075","2,457","1,666","1,306",994,"1,320"
2020년10월_여_연령구간인구수,"18,261","4,878",984,920,"1,116","1,545","1,075","2,457","1,666","1,306",994,"1,320"
2020년10월_여_0~9세,633,305,27,18,21,52,28,62,41,29,23,27
2020년10월_여_10~19세,971,446,58,26,36,66,55,96,56,59,27,46
2020년10월_여_20~29세,"1,172",538,45,40,50,100,55,101,65,76,49,53
2020년10월_여_30~39세,"1,069",480,39,33,37,81,53,104,84,63,40,55
2020년10월_여_40~49세,"1,644",696,67,70,78,124,78,165,119,106,60,81
2020년10월_여_50~59세,"3,340",753,188,182,210,309,207,486,314,233,198,260
2020년10월_여_60~69세,"4,026",749,243,226,288,324,254,634,423,288,263,334
2020년10월_여_70~79세,"2,904",547,160,168,207,263,163,449,275,248,171,253
2020년10월_여_80~89세,"2,135",322,131,133,159,202,153,299,245,180,131,180
2020년10월_여_90~99세,344,39,26,23,28,22,27,56,41,23,29,30
2020년10월_여_100세 이상,23,3,0,1,2,2,2,5,3,1,3,1
2020년11월_계_총인구수,"37,671","10,038","2,115","1,908","2,335","3,096","2,167","5,079","3,394","2,753","2,057","2,729"
2020년11월_계_연령구간인구수,"37,671","10,038","2,115","1,908","2,335","3,096","2,167","5,079","3,394","2,753","2,057","2,729"
2020년11월_계_0~9세,"1,288",632,61,45,38,77,52,115,84,72,46,66
2020년11월_계_10~19세,"2,033",921,122,55,91,136,95,210,120,111,64,108
2020년11월_계_20~29세,"2,947","1,287",134,106,132,216,142,266,189,214,118,143
2020년11월_계_30~39세,"2,441","1,012",109,77,104,197,123,232,184,153,120,130
2020년11월_계_40~49세,"3,846","1,487",176,156,194,299,189,394,290,273,167,221
2020년11월_계_50~59세,"7,354","1,679",431,437,453,685,440,"1,084",691,524,391,539
2020년11월_계_60~69세,"8,543","1,490",531,502,634,696,525,"1,351",895,641,574,704
2020년11월_계_70~79세,"5,424",965,301,291,392,473,341,877,517,452,341,474
2020년11월_계_80~89세,"3,320",511,215,211,259,284,223,474,365,279,194,305
2020년11월_계_90~99세,445,50,35,27,35,31,35,70,55,32,39,36
2020년11월_계_100세 이상,30,4,0,1,3,2,2,6,4,2,3,3
2020년11월_남_총인구수,"19,309","5,123","1,111",973,"1,212","1,554","1,092","2,611","1,727","1,425","1,066","1,415"
2020년11월_남_연령구간인구수,"19,309","5,123","1,111",973,"1,212","1,554","1,092","2,611","1,727","1,425","1,066","1,415"
2020년11월_남_0~9세,644,326,32,22,15,26,26,56,42,38,23,38
2020년11월_남_10~19세,"1,064",476,65,28,54,70,43,112,64,53,37,62
2020년11월_남_20~29세,"1,750",737,80,68,82,116,85,165,123,132,69,93
2020년11월_남_30~39세,"1,367",529,66,46,65,117,69,132,100,87,81,75
2020년11월_남_40~49세,"2,211",798,111,84,116,179,112,226,170,166,106,143
2020년11월_남_50~59세,"3,981",901,242,251,237,372,239,591,379,293,198,278
2020년11월_남_60~69세,"4,482",732,283,270,349,374,266,717,469,345,307,370
2020년11월_남_70~79세,"2,530",423,139,124,186,213,176,424,246,202,172,225
2020년11월_남_80~89세,"1,171",186,85,76,99,79,70,173,117,100,63,123
2020년11월_남_90~99세,102,14,8,4,8,8,6,14,16,8,10,6
2020년11월_남_100세 이상,7,1,0,0,1,0,0,1,1,1,0,2
2020년11월_여_총인구수,"18,362","4,915","1,004",935,"1,123","1,542","1,075","2,468","1,667","1,328",991,"1,314"
2020년11월_여_연령구간인구수,"18,362","4,915","1,004",935,"1,123","1,542","1,075","2,468","1,667","1,328",991,"1,314"
2020년11월_여_0~9세,644,306,29,23,23,51,26,59,42,34,23,28
2020년11월_여_10~19세,969,445,57,27,37,66,52,98,56,58,27,46
2020년11월_여_20~29세,"1,197",550,54,38,50,100,57,101,66,82,49,50
2020년11월_여_30~39세,"1,074",483,43,31,39,80,54,100,84,66,39,55
2020년11월_여_40~49세,"1,635",689,65,72,78,120,77,168,120,107,61,78
2020년11월_여_50~59세,"3,373",778,189,186,216,313,201,493,312,231,193,261
2020년11월_여_60~69세,"4,061",758,248,232,285,322,259,634,426,296,267,334
2020년11월_여_70~79세,"2,894",542,162,167,206,260,165,453,271,250,169,249
2020년11월_여_80~89세,"2,149",325,130,135,160,205,153,301,248,179,131,182
2020년11월_여_90~99세,343,36,27,23,27,23,29,56,39,24,29,30
2020년11월_여_100세 이상,23,3,0,1,2,2,2,5,3,1,3,1
2020년12월_계_총인구수,"39,393","10,506","2,190","2,000","2,419","3,231","2,231","5,226","3,631","2,917","2,103","2,939"
2020년12월_계_연령구간인구수,"39,393","10,506","2,190","2,000","2,419","3,231","2,231","5,226","3,631","2,917","2,103","2,939"
2020년12월_계_0~9세,"1,346",631,63,51,48,83,49,113,97,82,53,76
2020년12월_계_10~19세,"2,161",958,131,60,95,147,99,216,146,127,67,115
2020년12월_계_20~29세,"3,308","1,396",150,117,145,249,160,283,241,248,132,187
2020년12월_계_30~39세,"2,630","1,051",116,82,120,209,135,255,212,172,124,154
2020년12월_계_40~49세,"4,105","1,565",184,168,205,323,201,414,323,292,173,257
2020년12월_계_50~59세,"7,690","1,787",441,459,463,714,452,"1,097",749,556,401,571
2020년12월_계_60~69세,"8,827","1,567",545,519,652,709,530,"1,403",913,663,579,747
2020년12월_계_70~79세,"5,507",979,309,302,392,479,345,887,528,461,342,483
2020년12월_계_80~89세,"3,337",517,217,215,260,286,222,478,362,282,191,307
2020년12월_계_90~99세,452,51,34,27,36,31,36,74,56,32,37,38
2020년12월_계_100세 이상,30,4,0,0,3,1,2,6,4,2,4,4
2020년12월_남_총인구수,"20,225","5,351","1,156","1,002","1,253","1,634","1,126","2,696","1,859","1,515","1,088","1,545"
2020년12월_남_연령구간인구수,"20,225","5,351","1,156","1,002","1,253","1,634","1,126","2,696","1,859","1,515","1,088","1,545"
2020년12월_남_0~9세,675,321,34,27,22,33,24,54,47,42,27,44
2020년12월_남_10~19세,"1,127",491,69,33,55,77,44,116,75,64,36,67
2020년12월_남_20~29세,"1,956",796,88,73,88,128,95,184,152,153,76,123
2020년12월_남_30~39세,"1,466",553,70,47,76,120,78,140,111,98,81,92
2020년12월_남_40~49세,"2,358",834,117,87,121,196,120,236,194,176,112,165
2020년12월_남_50~59세,"4,168",962,247,252,242,393,244,602,415,311,203,297
2020년12월_남_60~69세,"4,625",766,293,276,356,381,269,747,481,353,309,394
2020년12월_남_70~79세,"2,563",424,144,126,185,217,177,428,250,209,172,231
2020년12월_남_80~89세,"1,177",189,86,77,99,81,68,172,118,100,63,124
2020년12월_남_90~99세,102,14,8,4,8,8,7,16,15,8,9,5
2020년12월_남_100세 이상,8,1,0,0,1,0,0,1,1,1,0,3
2020년12월_여_총인구수,"19,168","5,155","1,034",998,"1,166","1,597","1,105","2,530","1,772","1,402","1,015","1,394"
2020년12월_여_연령구간인구수,"19,168","5,155","1,034",998,"1,166","1,597","1,105","2,530","1,772","1,402","1,015","1,394"
2020년12월_여_0~9세,671,310,29,24,26,50,25,59,50,40,26,32
2020년12월_여_10~19세,"1,034",467,62,27,40,70,55,100,71,63,31,48
2020년12월_여_20~29세,"1,352",600,62,44,57,121,65,99,89,95,56,64
2020년12월_여_30~39세,"1,164",498,46,35,44,89,57,115,101,74,43,62
2020년12월_여_40~49세,"1,747",731,67,81,84,127,81,178,129,116,61,92
2020년12월_여_50~59세,"3,522",825,194,207,221,321,208,495,334,245,198,274
2020년12월_여_60~69세,"4,202",801,252,243,296,328,261,656,432,310,270,353
2020년12월_여_70~79세,"2,944",555,165,176,207,262,168,459,278,252,170,252
2020년12월_여_80~89세,"2,160",328,131,138,161,205,154,306,244,182,128,183
2020년12월_여_90~99세,350,37,26,23,28,23,29,58,41,24,28,33
2020년12월_여_100세 이상,22,3,0,0,2,1,2,5,3,1,4,1
2021년01월_계_총인구수,"38,338","10,147","2,158","1,966","2,359","3,160","2,201","5,150","3,471","2,819","2,091","2,816"
2021년01월_계_연령구간인구수,"38,338","10,147","2,158","1,966","2,359","3,160","2,201","5,150","3,471","2,819","2,091","2,816"
2021년01월_계_0~9세,"1,295",610,64,49,43,78,51,112,89,75,56,68
2021년01월_계_10~19세,"2,068",932,124,58,91,141,98,206,131,114,67,106
2021년01월_계_20~29세,"3,062","1,294",137,113,131,237,151,273,207,224,126,169
2021년01월_계_30~39세,"2,493","1,001",120,77,115,202,130,239,187,163,123,136
2021년01월_계_40~49세,"3,930","1,506",174,164,199,312,195,401,298,279,168,234
2021년01월_계_50~59세,"7,402","1,706",431,448,437,684,438,"1,077",704,539,391,547
2021년01월_계_60~69세,"8,791","1,556",541,519,653,709,535,"1,398",911,650,586,733
2021년01월_계_70~79세,"5,462",969,311,297,392,478,345,878,522,461,339,470
2021년01월_계_80~89세,"3,356",518,222,213,259,288,219,489,362,281,193,312
2021년01월_계_90~99세,449,51,34,28,36,30,37,72,56,31,37,37
2021년01월_계_100세 이상,30,4,0,0,3,1,2,5,4,2,5,4
2021년01월_남_총인구수,"19,702","5,192","1,132",992,"1,221","1,600","1,108","2,653","1,775","1,468","1,080","1,481"
2021년01월_남_연령구간인구수,"19,702","5,192","1,132",992,"1,221","1,600","1,108","2,653","1,775","1,468","1,080","1,481"
2021년01월_남_0~9세,650,313,33,26,20,30,24,54,43,39,28,40
2021년01월_남_10~19세,"1,081",483,63,33,51,75,43,109,69,56,37,62
2021년01월_남_20~29세,"1,822",745,77,70,79,124,91,179,131,142,74,110
2021년01월_남_30~39세,"1,403",527,75,46,74,117,72,129,103,95,81,84
2021년01월_남_40~49세,"2,267",812,108,85,120,188,116,231,178,168,107,154
2021년01월_남_50~59세,"4,017",923,243,249,227,374,237,589,393,300,196,286
2021년01월_남_60~69세,"4,622",764,291,276,358,386,273,744,477,352,314,387
2021년01월_남_70~79세,"2,550",421,147,127,185,218,178,424,245,209,171,225
2021년01월_남_80~89세,"1,182",189,87,75,99,80,66,180,120,99,62,125
2021년01월_남_90~99세,100,14,8,5,7,8,8,13,15,7,10,5
2021년01월_남_100세 이상,8,1,0,0,1,0,0,1,1,1,0,3
2021년01월_여_총인구수,"18,636","4,955","1,026",974,"1,138","1,560","1,093","2,497","1,696","1,351","1,011","1,335"
2021년01월_여_연령구간인구수,"18,636","4,955","1,026",974,"1,138","1,560","1,093","2,497","1,696","1,351","1,011","1,335"
2021년01월_여_0~9세,645,297,31,23,23,48,27,58,46,36,28,28
2021년01월_여_10~19세,987,449,61,25,40,66,55,97,62,58,30,44
2021년01월_여_20~29세,"1,240",549,60,43,52,113,60,94,76,82,52,59
2021년01월_여_30~39세,"1,090",474,45,31,41,85,58,110,84,68,42,52
2021년01월_여_40~49세,"1,663",694,66,79,79,124,79,170,120,111,61,80
2021년01월_여_50~59세,"3,385",783,188,199,210,310,201,488,311,239,195,261
2021년01월_여_60~69세,"4,169",792,250,243,295,323,262,654,434,298,272,346
2021년01월_여_70~79세,"2,912",548,164,170,207,260,167,454,277,252,168,245
2021년01월_여_80~89세,"2,174",329,135,138,160,208,153,309,242,182,131,187
2021년01월_여_90~99세,349,37,26,23,29,22,29,59,41,24,27,32
2021년01월_여_100세 이상,22,3,0,0,2,1,2,4,3,1,5,1
2021년02월_계_총인구수,"38,009","10,005","2,137","1,960","2,348","3,122","2,187","5,130","3,460","2,783","2,077","2,800"
2021년02월_계_연령구간인구수,"38,009","10,005","2,137","1,960","2,348","3,122","2,187","5,130","3,460","2,783","2,077","2,800"
2021년02월_계_0~9세,"1,302",612,66,50,42,76,45,112,97,75,55,72
2021년02월_계_10~19세,"2,026",904,125,62,91,137,100,209,124,107,62,105
2021년02월_계_20~29세,"2,963","1,255",129,114,124,225,148,268,205,217,120,158
2021년02월_계_30~39세,"2,435",974,119,78,112,200,124,233,184,155,123,133
2021년02월_계_40~49세,"3,874","1,484",171,160,199,306,194,395,295,274,167,229
2021년02월_계_50~59세,"7,295","1,687",418,439,431,666,439,"1,071",691,533,378,542
2021년02월_계_60~69세,"8,815","1,552",538,522,659,712,533,"1,400",916,647,597,739
2021년02월_계_70~79세,"5,434",962,314,294,385,481,344,870,523,460,338,463
2021년02월_계_80~89세,"3,385",520,226,212,265,287,221,491,365,284,196,318
2021년02월_계_90~99세,451,51,31,29,37,31,37,76,56,30,36,37
2021년02월_계_100세 이상,29,4,0,0,3,1,2,5,4,1,5,4
2021년02월_남_총인구수,"19,521","5,118","1,123",991,"1,210","1,584","1,100","2,648","1,764","1,443","1,074","1,466"
2021년02월_남_연령구간인구수,"19,521","5,118","1,123",991,"1,210","1,584","1,100","2,648","1,764","1,443","1,074","1,466"
2021년02월_남_0~9세,647,309,33,28,20,30,22,54,46,38,27,40
2021년02월_남_10~19세,"1,058",471,65,34,50,73,44,114,63,51,33,60
2021년02월_남_20~29세,"1,760",723,74,69,74,117,89,177,127,137,71,102
2021년02월_남_30~39세,"1,369",514,72,47,71,118,68,124,103,88,81,83
2021년02월_남_40~49세,"2,237",804,106,84,120,183,115,227,175,166,107,150
2021년02월_남_50~59세,"3,957",911,236,244,220,370,238,588,384,297,188,281
2021년02월_남_60~69세,"4,648",762,293,279,364,386,272,747,481,348,323,393
2021년02월_남_70~79세,"2,543",421,148,126,182,220,178,419,248,210,171,220
2021년02월_남_80~89세,"1,197",189,90,75,101,79,66,182,121,101,64,129
2021년02월_남_90~99세,97,13,6,5,7,8,8,15,15,6,9,5
2021년02월_남_100세 이상,8,1,0,0,1,0,0,1,1,1,0,3
2021년02월_여_총인구수,"18,488","4,887","1,014",969,"1,138","1,538","1,087","2,482","1,696","1,340","1,003","1,334"
2021년02월_여_연령구간인구수,"18,488","4,887","1,014",969,"1,138","1,538","1,087","2,482","1,696","1,340","1,003","1,334"
2021년02월_여_0~9세,655,303,33,22,22,46,23,58,51,37,28,32
2021년02월_여_10~19세,968,433,60,28,41,64,56,95,61,56,29,45
2021년02월_여_20~29세,"1,203",532,55,45,50,108,59,91,78,80,49,56
2021년02월_여_30~39세,"1,066",460,47,31,41,82,56,109,81,67,42,50
2021년02월_여_40~49세,"1,637",680,65,76,79,123,79,168,120,108,60,79
2021년02월_여_50~59세,"3,338",776,182,195,211,296,201,483,307,236,190,261
2021년02월_여_60~69세,"4,167",790,245,243,295,326,261,653,435,299,274,346
2021년02월_여_70~79세,"2,891",541,166,168,203,261,166,451,275,250,167,243
2021년02월_여_80~89세,"2,188",331,136,137,164,208,155,309,244,183,132,189
2021년02월_여_90~99세,354,38,25,24,30,23,29,61,41,24,27,32
2021년02월_여_100세 이상,21,3,0,0,2,1,2,4,3,0,5,1
2021년03월_계_총인구수,"37,688","9,881","2,125","1,933","2,328","3,118","2,169","5,120","3,415","2,766","2,066","2,767"
2021년03월_계_연령구간인구수,"37,688","9,881","2,125","1,933","2,328","3,118","2,169","5,120","3,415","2,766","2,066","2,767"
2021년03월_계_0~9세,"1,291",597,64,49,44,77,44,117,95,76,56,72
2021년03월_계_10~19세,"1,993",906,124,60,87,133,96,198,124,105,59,101
2021년03월_계_20~29세,"2,891","1,220",125,108,128,223,140,262,203,215,119,148
2021년03월_계_30~39세,"2,396",963,119,77,109,194,123,230,176,151,123,131
2021년03월_계_40~49세,"3,795","1,455",169,152,194,301,189,384,287,266,169,229
2021년03월_계_50~59세,"7,197","1,666",420,427,418,664,427,"1,070",679,523,373,530
2021년03월_계_60~69세,"8,874","1,554",539,529,664,724,544,"1,414",917,652,598,739
2021년03월_계_70~79세,"5,403",953,311,290,382,480,348,863,519,460,336,461
2021년03월_계_80~89세,"3,384",515,220,213,263,288,221,503,358,287,196,320
2021년03월_계_90~99세,446,51,34,28,36,33,35,74,56,30,34,35
2021년03월_계_100세 이상,18,1,0,0,3,1,2,5,1,1,3,1
2021년03월_남_총인구수,"19,412","5,080","1,118",976,"1,209","1,581","1,098","2,649","1,752","1,429","1,070","1,450"
2021년03월_남_연령구간인구수,"19,412","5,080","1,118",976,"1,209","1,581","1,098","2,649","1,752","1,429","1,070","1,450"
2021년03월_남_0~9세,647,301,32,28,21,31,22,61,44,39,28,40
2021년03월_남_10~19세,"1,037",472,62,33,47,69,42,112,62,49,31,58
2021년03월_남_20~29세,"1,729",709,70,65,79,117,86,175,126,133,72,97
2021년03월_남_30~39세,"1,355",513,74,44,68,113,71,119,102,87,81,83
2021년03월_남_40~49세,"2,215",796,104,81,121,184,113,219,173,162,109,153
2021년03월_남_50~59세,"3,901",902,240,236,215,370,229,584,374,292,185,274
2021년03월_남_60~69세,"4,704",769,296,284,369,390,279,763,488,348,325,393
2021년03월_남_70~79세,"2,528",416,147,125,182,217,182,413,245,212,170,219
2021년03월_남_80~89세,"1,194",188,85,75,99,82,66,187,123,100,61,128
2021년03월_남_90~99세,97,13,8,5,7,8,8,15,15,6,8,4
2021년03월_남_100세 이상,5,1,0,0,1,0,0,1,0,1,0,1
2021년03월_여_총인구수,"18,276","4,801","1,007",957,"1,119","1,537","1,071","2,471","1,663","1,337",996,"1,317"
2021년03월_여_연령구간인구수,"18,276","4,801","1,007",957,"1,119","1,537","1,071","2,471","1,663","1,337",996,"1,317"
2021년03월_여_0~9세,644,296,32,21,23,46,22,56,51,37,28,32
2021년03월_여_10~19세,956,434,62,27,40,64,54,86,62,56,28,43
2021년03월_여_20~29세,"1,162",511,55,43,49,106,54,87,77,82,47,51
2021년03월_여_30~39세,"1,041",450,45,33,41,81,52,111,74,64,42,48
2021년03월_여_40~49세,"1,580",659,65,71,73,117,76,165,114,104,60,76
2021년03월_여_50~59세,"3,296",764,180,191,203,294,198,486,305,231,188,256
2021년03월_여_60~69세,"4,170",785,243,245,295,334,265,651,429,304,273,346
2021년03월_여_70~79세,"2,875",537,164,165,200,263,166,450,274,248,166,242
2021년03월_여_80~89세,"2,190",327,135,138,164,206,155,316,235,187,135,192
2021년03월_여_90~99세,349,38,26,23,29,25,27,59,41,24,26,31
2021년03월_여_100세 이상,13,0,0,0,2,1,2,4,1,0,3,0
2021년04월_계_총인구수,"37,567","9,837","2,112","1,934","2,320","3,127","2,165","5,124","3,372","2,763","2,060","2,753"
2021년04월_계_연령구간인구수,"37,567","9,837","2,112","1,934","2,320","3,127","2,165","5,124","3,372","2,763","2,060","2,753"
2021년04월_계_0~9세,"1,286",608,61,50,42,79,44,116,90,73,50,73
2021년04월_계_10~19세,"1,975",905,122,59,85,136,94,199,112,105,59,99
2021년04월_계_20~29세,"2,841","1,195",121,110,127,222,137,259,196,215,115,144
2021년04월_계_30~39세,"2,369",955,115,79,111,191,127,232,170,140,118,131
2021년04월_계_40~49세,"3,747","1,432",167,151,197,298,182,380,280,268,169,223
2021년04월_계_50~59세,"7,141","1,666",413,421,411,669,420,"1,057",665,518,373,528
2021년04월_계_60~69세,"8,948","1,552",548,532,665,729,552,"1,428",926,666,604,746
2021년04월_계_70~79세,"5,399",957,308,290,382,481,350,867,516,458,335,455
2021년04월_계_80~89세,"3,390",514,221,214,262,289,222,503,359,289,199,318
2021년04월_계_90~99세,453,52,36,28,35,32,35,78,57,30,35,35
2021년04월_계_100세 이상,18,1,0,0,3,1,2,5,1,1,3,1
2021년04월_남_총인구수,"19,330","5,048","1,111",979,"1,207","1,585","1,095","2,651","1,727","1,428","1,060","1,439"
2021년04월_남_연령구간인구수,"19,330","5,048","1,111",979,"1,207","1,585","1,095","2,651","1,727","1,428","1,060","1,439"
2021년04월_남_0~9세,642,307,31,28,18,33,22,60,42,36,24,41
2021년04월_남_10~19세,"1,027",470,60,32,47,71,41,114,55,51,30,56
2021년04월_남_20~29세,"1,692",689,69,67,79,116,84,172,120,134,68,94
2021년04월_남_30~39세,"1,347",511,73,45,70,110,73,123,99,82,79,82
2021년04월_남_40~49세,"2,178",778,103,80,123,182,108,216,171,163,105,149
2021년04월_남_50~59세,"3,885",907,235,233,214,371,229,575,369,290,188,274
2021년04월_남_60~69세,"4,739",767,300,288,366,397,281,774,489,355,329,393
2021년04월_남_70~79세,"2,517",419,144,125,182,215,181,415,245,208,167,216
2021년04월_남_80~89세,"1,203",187,88,76,100,83,68,185,123,102,62,129
2021년04월_남_90~99세,95,12,8,5,7,7,8,16,14,6,8,4
2021년04월_남_100세 이상,5,1,0,0,1,0,0,1,0,1,0,1
2021년04월_여_총인구수,"18,237","4,789","1,001",955,"1,113","1,542","1,070","2,473","1,645","1,335","1,000","1,314"
2021년04월_여_연령구간인구수,"18,237","4,789","1,001",955,"1,113","1,542","1,070","2,473","1,645","1,335","1,000","1,314"
2021년04월_여_0~9세,644,301,30,22,24,46,22,56,48,37,26,32
2021년04월_여_10~19세,948,435,62,27,38,65,53,85,57,54,29,43
2021년04월_여_20~29세,"1,149",506,52,43,48,106,53,87,76,81,47,50
2021년04월_여_30~39세,"1,022",444,42,34,41,81,54,109,71,58,39,49
2021년04월_여_40~49세,"1,569",654,64,71,74,116,74,164,109,105,64,74
2021년04월_여_50~59세,"3,256",759,178,188,197,298,191,482,296,228,185,254
2021년04월_여_60~69세,"4,209",785,248,244,299,332,271,654,437,311,275,353
2021년04월_여_70~79세,"2,882",538,164,165,200,266,169,452,271,250,168,239
2021년04월_여_80~89세,"2,187",327,133,138,162,206,154,318,236,187,137,189
2021년04월_여_90~99세,358,40,28,23,28,25,27,62,43,24,27,31
2021년04월_여_100세 이상,13,0,0,0,2,1,2,4,1,0,3,0
2021년05월_계_총인구수,"37,442","9,789","2,109","1,922","2,306","3,127","2,164","5,121","3,345","2,752","2,059","2,748"
2021년05월_계_연령구간인구수,"37,442","9,789","2,109","1,922","2,306","3,127","2,164","5,121","3,345","2,752","2,059","2,748"
2021년05월_계_0~9세,"1,280",614,58,48,42,80,45,115,85,73,48,72
2021년05월_계_10~19세,"1,957",892,124,58,81,133,94,201,112,105,58,99
2021년05월_계_20~29세,"2,795","1,180",121,106,127,225,132,251,190,210,114,139
2021년05월_계_30~39세,"2,353",958,109,77,107,193,127,231,171,136,116,128
2021년05월_계_40~49세,"3,711","1,422",171,152,194,298,183,375,269,262,167,218
