카테고리,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2020년04월_계_90~99세,"1,682",75,23,46,50,33,28,34,24,40,67,77,46,34,48,25,27,161,70,88,77,65,79,45,44,107,64,61,49,65,30
2020년04월_계_100세 이상,91,3,3,4,0,2,1,0,0,1,3,2,2,1,2,1,1,16,7,15,2,1,3,3,7,0,1,5,2,2,1
2020년04월_남_총인구수,"172,050","4,277","2,089","3,760","1,086",954,"1,300",821,757,751,"1,642","10,830","2,409",809,"2,060",529,"1,088","13,887","5,423","5,670","7,165","10,210","12,876","6,150","13,790","13,730","5,821","6,169","10,493","12,913","12,591"
2020년04월_남_연령구간인구수,"172,050","4,277","2,089","3,760","1,086",954,"1,300",821,757,751,"1,642","10,830","2,409",809,"2,060",529,"1,088","13,887","5,423","5,670","7,165","10,210","12,876","6,150","13,790","13,730","5,821","6,169","10,493","12,913","12,591"
2020년04월_남_0~9세,"15,176",364,218,426,22,23,53,19,16,16,41,"1,223",139,9,80,11,32,877,276,225,388,609,815,393,"1,910","1,172",370,409,"1,378","1,233","2,429"
2020년04월_남_10~19세,"18,949",369,229,246,66,31,102,37,30,35,91,"1,535",219,39,113,25,63,"1,483",413,388,612,885,"1,450",575,"2,289","1,940",628,751,"1,471","1,392","1,442"
2020년04월_남_20~29세,"24,764",486,222,519,101,76,138,50,50,72,151,"1,338",260,57,203,65,72,"2,351",756,668,"1,004","1,666","2,214",883,"1,875","2,267",906,963,"1,282","2,698","1,371"
2020년04월_남_30~39세,"21,456",518,212,736,85,74,97,48,47,45,99,"1,272",212,38,147,26,57,"1,481",724,545,747,"1,227","1,547",785,"1,811","1,525",643,578,"1,294","2,039","2,797"
2020년04월_남_40~49세,"27,349",593,339,552,118,101,183,77,113,108,199,"1,959",367,87,250,60,157,"2,060",848,826,"1,079","1,524","1,878",983,"2,498","2,207",803,881,"2,006","2,004","2,489"
2020년04월_남_50~59세,"28,474",766,365,542,220,203,260,178,129,149,337,"1,672",487,172,420,111,237,"2,271",886,"1,038","1,334","1,805","2,442","1,083","2,029","2,535",999,"1,177","1,599","1,803","1,225"
2020년04월_남_60~69세,"20,929",710,291,468,231,230,252,209,172,145,325,"1,105",400,199,480,129,246,"1,742",842,"1,051","1,118","1,418","1,655",890,914,"1,296",852,849,965,"1,136",609
2020년04월_남_70~79세,"10,987",338,160,203,155,130,150,130,137,128,265,530,222,137,257,67,140,"1,191",497,711,658,820,687,427,351,540,448,450,383,480,195
2020년04월_남_80~89세,"3,633",119,49,62,81,77,59,66,59,47,118,184,96,64,100,31,78,388,168,194,215,241,173,120,100,227,158,99,108,120,32
2020년04월_남_90~99세,312,14,3,6,7,9,5,7,4,6,15,12,7,7,9,4,6,37,12,22,10,15,13,11,10,21,13,11,7,7,2
2020년04월_남_100세 이상,21,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,2,0,0,2,0,3,0,1,1,0,1,0
2020년04월_여_총인구수,"175,528","4,178","2,100","3,594","1,207","1,009","1,372",813,769,747,"1,678","10,752","2,409",854,"2,091",576,"1,163","14,362","5,570","5,971","7,464","10,331","12,836","5,942","13,396","14,772","6,337","6,319","11,412","12,755","12,749"
2020년04월_여_연령구간인구수,"175,528","4,178","2,100","3,594","1,207","1,009","1,372",813,769,747,"1,678","10,752","2,409",854,"2,091",576,"1,163","14,362","5,570","5,971","7,464","10,331","12,836","5,942","13,396","14,772","6,337","6,319","11,412","12,755","12,749"
2020년04월_여_0~9세,"13,976",308,182,410,24,23,53,9,18,21,29,"1,110",137,11,79,16,26,819,240,178,296,560,734,438,"1,617","1,119",325,352,"1,327","1,125","2,390"
2020년04월_여_10~19세,"16,956",323,240,207,56,32,95,18,22,41,72,"1,366",202,26,101,25,49,"1,182",353,312,545,849,"1,294",563,"1,787","1,799",578,603,"1,565","1,318","1,333"
2020년04월_여_20~29세,"20,081",369,192,415,71,62,88,25,31,40,82,972,191,38,173,47,73,"1,926",690,492,904,"1,334","1,716",671,"1,487","1,967",818,698,"1,142","2,001","1,366"
2020년04월_여_30~39세,"20,789",477,232,650,56,56,106,28,35,26,84,"1,324",206,24,112,30,55,"1,340",615,392,658,"1,073","1,254",693,"2,084","1,593",600,584,"1,546","1,832","3,024"
2020년04월_여_40~49세,"27,471",513,350,456,68,63,129,43,42,54,108,"2,017",305,47,200,41,79,"2,093",763,651,956,"1,484","2,079",867,"2,845","2,782",886,"1,000","2,185","2,093","2,272"
2020년04월_여_50~59세,"29,368",698,318,599,190,169,235,119,105,107,259,"1,703",402,134,381,92,183,"2,403",963,"1,062","1,414","2,005","2,723","1,070","1,952","2,730","1,187","1,263","1,632","1,948","1,322"
2020년04월_여_60~69세,"22,748",630,263,400,224,228,239,179,165,149,337,"1,160",381,157,449,107,227,"2,174",995,"1,330","1,301","1,651","1,723",925,870,"1,376","1,044",959,"1,104","1,325",676
2020년04월_여_70~79세,"14,306",465,171,243,267,174,217,195,175,132,344,637,322,198,325,97,238,"1,521",585,997,873,934,806,484,452,836,549,535,584,731,219
2020년04월_여_80~89세,"8,393",331,130,170,208,176,187,170,156,142,309,396,222,191,231,99,211,770,302,478,448,390,440,194,264,484,299,271,283,323,118
2020년04월_여_90~99세,"1,370",61,20,40,43,24,23,27,20,34,52,65,39,27,39,21,21,124,58,66,67,50,66,34,34,86,51,50,42,58,28
2020년04월_여_100세 이상,70,3,2,4,0,2,0,0,0,1,2,2,2,1,1,1,1,10,6,13,2,1,1,3,4,0,0,4,2,1,1
2020년05월_계_총인구수,"347,519","8,467","4,174","7,531","2,289","1,975","2,662","1,622","1,524","1,497","3,304","21,620","4,834","1,649","4,130","1,100","2,237","28,254","10,981","11,590","14,595","20,462","25,633","12,075","27,154","28,476","12,144","12,464","21,881","25,838","25,357"
2020년05월_계_연령구간인구수,"347,519","8,467","4,174","7,531","2,289","1,975","2,662","1,622","1,524","1,497","3,304","21,620","4,834","1,649","4,130","1,100","2,237","28,254","10,981","11,590","14,595","20,462","25,633","12,075","27,154","28,476","12,144","12,464","21,881","25,838","25,357"
2020년05월_계_0~9세,"29,055",684,393,852,44,48,105,27,35,38,66,"2,338",273,18,158,27,58,"1,687",505,399,683,"1,162","1,531",822,"3,526","2,280",693,752,"2,688","2,366","4,797"
2020년05월_계_10~19세,"35,793",688,469,469,122,65,199,50,52,75,162,"2,901",425,65,211,50,111,"2,652",762,699,"1,141","1,710","2,715","1,144","4,062","3,724","1,185","1,342","3,036","2,714","2,793"
2020년05월_계_20~29세,"44,840",848,416,962,170,138,225,75,81,107,227,"2,314",448,94,365,112,142,"4,292","1,449","1,146","1,908","2,993","3,911","1,549","3,358","4,207","1,721","1,661","2,415","4,763","2,743"
2020년05월_계_30~39세,"42,221",999,435,"1,421",141,135,199,71,81,74,184,"2,589",420,59,252,56,107,"2,829","1,334",918,"1,403","2,316","2,776","1,473","3,885","3,138","1,237","1,156","2,829","3,898","5,806"
2020년05월_계_40~49세,"54,667","1,116",690,"1,030",187,165,309,119,155,163,299,"3,963",668,132,442,103,234,"4,113","1,605","1,471","2,009","2,969","3,934","1,840","5,330","4,979","1,685","1,864","4,184","4,112","4,797"
2020년05월_계_50~59세,"57,852","1,462",680,"1,172",407,370,488,292,232,261,593,"3,384",897,303,805,202,421,"4,683","1,850","2,096","2,733","3,782","5,173","2,142","3,985","5,252","2,193","2,446","3,243","3,771","2,534"
2020년05월_계_60~69세,"43,899","1,337",552,888,455,465,493,392,342,289,672,"2,295",786,357,931,235,471,"3,947","1,841","2,369","2,430","3,074","3,396","1,831","1,780","2,705","1,899","1,814","2,077","2,485","1,291"
2020년05월_계_70~79세,"25,348",807,330,454,421,301,371,327,311,263,602,"1,173",546,330,584,163,374,"2,709","1,086","1,713","1,548","1,754","1,498",910,813,"1,375",995,990,969,"1,214",417
2020년05월_계_80~89세,"12,067",446,179,234,291,253,244,235,211,186,430,585,322,257,331,127,293,"1,162",471,676,661,638,615,319,363,713,470,372,387,449,147
2020년05월_계_90~99세,"1,685",78,27,45,51,33,28,34,24,40,66,76,47,33,48,24,25,164,71,86,77,63,81,43,45,103,65,62,51,64,31
2020년05월_계_100세 이상,92,2,3,4,0,2,1,0,0,1,3,2,2,1,3,1,1,16,7,17,2,1,3,2,7,0,1,5,2,2,1
2020년05월_남_총인구수,"172,037","4,285","2,091","3,865","1,085",962,"1,293",814,755,748,"1,639","10,849","2,419",800,"2,055",531,"1,087","13,880","5,429","5,626","7,154","10,159","12,846","6,131","13,761","13,714","5,808","6,153","10,483","13,011","12,604"
2020년05월_남_연령구간인구수,"172,037","4,285","2,091","3,865","1,085",962,"1,293",814,755,748,"1,639","10,849","2,419",800,"2,055",531,"1,087","13,880","5,429","5,626","7,154","10,159","12,846","6,131","13,761","13,714","5,808","6,153","10,483","13,011","12,604"
2020년05월_남_0~9세,"15,114",374,215,432,20,24,52,19,16,18,37,"1,229",138,7,80,11,32,878,273,218,388,598,806,389,"1,908","1,167",364,403,"1,367","1,239","2,412"
2020년05월_남_10~19세,"18,894",365,230,254,68,32,103,33,30,33,90,"1,532",221,39,110,25,62,"1,474",409,388,606,876,"1,441",574,"2,275","1,945",620,742,"1,469","1,392","1,456"
2020년05월_남_20~29세,"24,744",477,225,539,99,75,138,51,50,68,149,"1,335",259,56,202,65,71,"2,354",766,654,999,"1,659","2,208",883,"1,867","2,242",900,964,"1,284","2,729","1,376"
2020년05월_남_30~39세,"21,489",526,209,757,85,79,96,46,45,47,100,"1,277",216,36,144,26,57,"1,487",727,531,745,"1,240","1,534",776,"1,813","1,535",642,575,"1,284","2,057","2,797"
2020년05월_남_40~49세,"27,263",598,341,570,120,100,180,77,114,109,195,"1,943",361,86,248,62,155,"2,035",843,824,"1,074","1,508","1,861",976,"2,486","2,200",800,869,"2,001","2,023","2,504"
2020년05월_남_50~59세,"28,480",767,365,554,218,205,253,174,130,150,341,"1,673",492,171,422,111,239,"2,270",885,"1,035","1,325","1,789","2,457","1,080","2,026","2,527","1,003","1,183","1,604","1,813","1,218"
2020년05월_남_60~69세,"21,030",708,290,478,230,233,256,211,173,143,329,"1,128",403,199,479,131,247,"1,761",845,"1,044","1,121","1,409","1,659",898,914,"1,311",856,852,973,"1,141",608
2020년05월_남_70~79세,"11,038",338,163,210,155,128,150,131,137,128,264,532,225,135,260,68,140,"1,186",501,714,670,820,689,423,358,542,447,453,385,487,199
2020년05월_남_80~89세,"3,656",118,48,65,83,77,59,65,56,46,118,188,97,64,100,29,79,391,168,195,216,245,176,122,102,225,162,99,109,122,32
2020년05월_남_90~99세,308,14,4,6,7,9,5,7,4,6,15,12,7,7,9,3,5,38,11,21,10,15,13,10,9,20,13,12,7,7,2
2020년05월_남_100세 이상,21,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,2,0,0,2,0,3,0,1,1,0,1,0
2020년05월_여_총인구수,"175,482","4,182","2,083","3,666","1,204","1,013","1,369",808,769,749,"1,665","10,771","2,415",849,"2,075",569,"1,150","14,374","5,552","5,964","7,441","10,303","12,787","5,944","13,393","14,762","6,336","6,311","11,398","12,827","12,753"
2020년05월_여_연령구간인구수,"175,482","4,182","2,083","3,666","1,204","1,013","1,369",808,769,749,"1,665","10,771","2,415",849,"2,075",569,"1,150","14,374","5,552","5,964","7,441","10,303","12,787","5,944","13,393","14,762","6,336","6,311","11,398","12,827","12,753"
2020년05월_여_0~9세,"13,941",310,178,420,24,24,53,8,19,20,29,"1,109",135,11,78,16,26,809,232,181,295,564,725,433,"1,618","1,113",329,349,"1,321","1,127","2,385"
2020년05월_여_10~19세,"16,899",323,239,215,54,33,96,17,22,42,72,"1,369",204,26,101,25,49,"1,178",353,311,535,834,"1,274",570,"1,787","1,779",565,600,"1,567","1,322","1,337"
2020년05월_여_20~29세,"20,096",371,191,423,71,63,87,24,31,39,78,979,189,38,163,47,71,"1,938",683,492,909,"1,334","1,703",666,"1,491","1,965",821,697,"1,131","2,034","1,367"
2020년05월_여_30~39세,"20,732",473,226,664,56,56,103,25,36,27,84,"1,312",204,23,108,30,50,"1,342",607,387,658,"1,076","1,242",697,"2,072","1,603",595,581,"1,545","1,841","3,009"
2020년05월_여_40~49세,"27,404",518,349,460,67,65,129,42,41,54,104,"2,020",307,46,194,41,79,"2,078",762,647,935,"1,461","2,073",864,"2,844","2,779",885,995,"2,183","2,089","2,293"
2020년05월_여_50~59세,"29,372",695,315,618,189,165,235,118,102,111,252,"1,711",405,132,383,91,182,"2,413",965,"1,061","1,408","1,993","2,716","1,062","1,959","2,725","1,190","1,263","1,639","1,958","1,316"
2020년05월_여_60~69세,"22,869",629,262,410,225,232,237,181,169,146,343,"1,167",383,158,452,104,224,"2,186",996,"1,325","1,309","1,665","1,737",933,866,"1,394","1,043",962,"1,104","1,344",683
2020년05월_여_70~79세,"14,310",469,167,244,266,173,221,196,174,135,338,641,321,195,324,95,234,"1,523",585,999,878,934,809,487,455,833,548,537,584,727,218
2020년05월_여_80~89세,"8,411",328,131,169,208,176,185,170,155,140,312,397,225,193,231,98,214,771,303,481,445,393,439,197,261,488,308,273,278,327,115
2020년05월_여_90~99세,"1,377",64,23,39,44,24,23,27,20,34,51,64,40,26,39,21,20,126,60,65,67,48,68,33,36,83,52,50,44,57,29
2020년05월_여_100세 이상,71,2,2,4,0,2,0,0,0,1,2,2,2,1,2,1,1,10,6,15,2,1,1,2,4,0,0,4,2,1,1
2020년06월_계_총인구수,"347,462","8,445","4,194","7,717","2,281","1,969","2,655","1,624","1,522","1,494","3,318","21,581","4,826","1,656","4,100","1,100","2,240","28,187","10,945","11,586","14,578","20,355","25,569","12,074","27,194","28,424","12,096","12,426","21,830","25,954","25,522"
2020년06월_계_연령구간인구수,"347,462","8,445","4,194","7,717","2,281","1,969","2,655","1,624","1,522","1,494","3,318","21,581","4,826","1,656","4,100","1,100","2,240","28,187","10,945","11,586","14,578","20,355","25,569","12,074","27,194","28,424","12,096","12,426","21,830","25,954","25,522"
2020년06월_계_0~9세,"28,958",681,393,868,43,48,106,25,35,39,66,"2,308",271,18,149,27,58,"1,692",505,395,674,"1,151","1,520",817,"3,524","2,270",686,742,"2,669","2,384","4,794"
2020년06월_계_10~19세,"35,693",690,472,478,119,62,198,49,53,75,166,"2,898",420,64,209,47,110,"2,624",766,706,"1,137","1,693","2,692","1,133","4,070","3,697","1,178","1,321","3,028","2,707","2,831"
2020년06월_계_20~29세,"44,781",837,419,988,171,140,219,77,77,103,221,"2,316",444,90,360,113,141,"4,288","1,426","1,147","1,880","2,971","3,915","1,549","3,369","4,209","1,699","1,659","2,396","4,799","2,758"
2020년06월_계_30~39세,"42,182",990,433,"1,472",136,132,198,71,83,75,189,"2,587",421,61,241,56,106,"2,814","1,317",916,"1,416","2,292","2,744","1,472","3,873","3,124","1,235","1,150","2,829","3,941","5,808"
2020년06월_계_40~49세,"54,675","1,114",697,"1,055",186,164,309,116,156,164,301,"3,949",661,131,442,103,234,"4,101","1,606","1,473","2,010","2,963","3,915","1,837","5,348","4,963","1,678","1,860","4,168","4,118","4,853"
2020년06월_계_50~59세,"57,794","1,457",682,"1,204",403,369,488,293,230,258,593,"3,391",899,302,802,200,428,"4,670","1,839","2,087","2,729","3,740","5,168","2,147","3,995","5,233","2,174","2,422","3,237","3,778","2,576"
2020년06월_계_60~69세,"44,060","1,338",556,902,460,465,495,397,340,292,675,"2,305",791,365,930,240,475,"3,938","1,850","2,359","2,435","3,085","3,408","1,830","1,776","2,730","1,913","1,838","2,083","2,493","1,296"
2020년06월_계_70~79세,"25,437",808,330,459,421,297,368,328,313,261,604,"1,168",547,334,585,164,368,"2,717","1,089","1,722","1,559","1,754","1,507",920,824,"1,383",999,992,978,"1,213",425
2020년06월_계_80~89세,"12,108",450,181,237,292,253,246,233,209,187,432,584,326,257,333,126,294,"1,167",467,679,659,640,617,324,364,711,467,377,392,455,149
2020년06월_계_90~99세,"1,683",78,28,50,50,37,27,35,26,39,68,74,45,33,46,23,25,160,73,85,76,65,80,43,44,104,66,60,49,64,30
2020년06월_계_100세 이상,91,2,3,4,0,2,1,0,0,1,3,1,1,1,3,1,1,16,7,17,3,1,3,2,7,0,1,5,1,2,2
2020년06월_남_총인구수,"172,027","4,286","2,098","3,964","1,080",960,"1,289",816,755,748,"1,646","10,847","2,415",803,"2,041",533,"1,088","13,838","5,413","5,628","7,157","10,097","12,803","6,132","13,784","13,681","5,786","6,140","10,456","13,064","12,679"
2020년06월_남_연령구간인구수,"172,027","4,286","2,098","3,964","1,080",960,"1,289",816,755,748,"1,646","10,847","2,415",803,"2,041",533,"1,088","13,838","5,413","5,628","7,157","10,097","12,803","6,132","13,784","13,681","5,786","6,140","10,456","13,064","12,679"
2020년06월_남_0~9세,"15,069",376,213,440,20,24,52,18,15,19,37,"1,212",140,7,77,11,32,880,274,218,384,590,804,388,"1,901","1,164",361,398,"1,356","1,246","2,412"
2020년06월_남_10~19세,"18,816",365,235,259,66,30,102,32,32,33,92,"1,532",218,38,110,25,60,"1,448",409,392,605,868,"1,428",565,"2,279","1,923",614,730,"1,467","1,382","1,477"
2020년06월_남_20~29세,"24,706",475,222,552,100,76,136,53,47,66,145,"1,342",257,54,199,64,72,"2,350",755,652,990,"1,642","2,203",881,"1,878","2,237",889,963,"1,276","2,757","1,373"
2020년06월_남_30~39세,"21,510",520,207,789,82,79,96,46,46,48,103,"1,281",216,37,139,26,55,"1,487",713,528,755,"1,236","1,519",779,"1,809","1,528",644,581,"1,288","2,074","2,799"
2020년06월_남_40~49세,"27,249",604,346,584,119,100,179,75,115,109,196,"1,934",354,85,246,62,155,"2,027",847,820,"1,076","1,498","1,850",977,"2,490","2,195",795,865,"1,991","2,024","2,531"
2020년06월_남_50~59세,"28,476",761,365,570,219,205,253,178,131,150,340,"1,680",495,171,421,111,241,"2,261",882,"1,035","1,322","1,775","2,450","1,080","2,037","2,526",997,"1,172","1,592","1,818","1,238"
2020년06월_남_60~69세,"21,099",713,292,484,230,234,257,211,171,145,331,"1,136",403,203,478,134,252,"1,762",850,"1,042","1,121","1,403","1,663",903,914,"1,316",857,862,980,"1,145",607
2020년06월_남_70~79세,"11,104",339,164,216,155,125,149,132,140,126,266,530,226,138,261,68,138,"1,189",502,723,677,826,693,426,360,547,452,455,388,489,204
2020년06월_남_80~89세,"3,673",119,49,64,83,78,59,64,53,46,120,188,99,64,100,29,78,391,169,195,217,245,178,123,104,225,163,102,111,121,36
2020년06월_남_90~99세,304,14,4,6,6,9,5,7,5,6,15,12,7,6,9,3,5,37,11,21,10,14,13,10,9,20,13,11,7,7,2
2020년06월_남_100세 이상,21,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,2,0,0,2,0,3,0,1,1,0,1,0
2020년06월_여_총인구수,"175,435","4,159","2,096","3,753","1,201","1,009","1,366",808,767,746,"1,672","10,734","2,411",853,"2,059",567,"1,152","14,349","5,532","5,958","7,421","10,258","12,766","5,942","13,410","14,743","6,310","6,286","11,374","12,890","12,843"
2020년06월_여_연령구간인구수,"175,435","4,159","2,096","3,753","1,201","1,009","1,366",808,767,746,"1,672","10,734","2,411",853,"2,059",567,"1,152","14,349","5,532","5,958","7,421","10,258","12,766","5,942","13,410","14,743","6,310","6,286","11,374","12,890","12,843"
2020년06월_여_0~9세,"13,889",305,180,428,23,24,54,7,20,20,29,"1,096",131,11,72,16,26,812,231,177,290,561,716,429,"1,623","1,106",325,344,"1,313","1,138","2,382"
2020년06월_여_10~19세,"16,877",325,237,219,53,32,96,17,21,42,74,"1,366",202,26,99,22,50,"1,176",357,314,532,825,"1,264",568,"1,791","1,774",564,591,"1,561","1,325","1,354"
2020년06월_여_20~29세,"20,075",362,197,436,71,64,83,24,30,37,76,974,187,36,161,49,69,"1,938",671,495,890,"1,329","1,712",668,"1,491","1,972",810,696,"1,120","2,042","1,385"
2020년06월_여_30~39세,"20,672",470,226,683,54,53,102,25,37,27,86,"1,306",205,24,102,30,51,"1,327",604,388,661,"1,056","1,225",693,"2,064","1,596",591,569,"1,541","1,867","3,009"
2020년06월_여_40~49세,"27,426",510,351,471,67,64,130,41,41,55,105,"2,015",307,46,196,41,79,"2,074",759,653,934,"1,465","2,065",860,"2,858","2,768",883,995,"2,177","2,094","2,322"
2020년06월_여_50~59세,"29,318",696,317,634,184,164,235,115,99,108,253,"1,711",404,131,381,89,187,"2,409",957,"1,052","1,407","1,965","2,718","1,067","1,958","2,707","1,177","1,250","1,645","1,960","1,338"
2020년06월_여_60~69세,"22,961",625,264,418,230,231,238,186,169,147,344,"1,169",388,162,452,106,223,"2,176","1,000","1,317","1,314","1,682","1,745",927,862,"1,414","1,056",976,"1,103","1,348",689
2020년06월_여_70~79세,"14,333",469,166,243,266,172,219,196,173,135,338,638,321,196,324,96,230,"1,528",587,999,882,928,814,494,464,836,547,537,590,724,221
2020년06월_여_80~89세,"8,435",331,132,173,209,175,187,169,156,141,312,396,227,193,233,97,216,776,298,484,442,395,439,201,260,486,304,275,281,334,113
2020년06월_여_90~99세,"1,379",64,24,44,44,28,22,28,21,33,53,62,38,27,37,20,20,123,62,64,66,51,67,33,35,84,53,49,42,57,28
2020년06월_여_100세 이상,70,2,2,4,0,2,0,0,0,1,2,1,1,1,2,1,1,10,6,15,3,1,1,2,4,0,0,4,1,1,2
2020년07월_계_총인구수,"347,317","8,432","4,195","7,747","2,268","1,961","2,640","1,625","1,528","1,491","3,319","21,538","4,818","1,645","4,101","1,092","2,237","28,084","10,949","11,550","14,532","20,303","25,460","12,055","27,195","28,351","12,049","12,385","21,778","26,170","25,819"
2020년07월_계_연령구간인구수,"347,317","8,432","4,195","7,747","2,268","1,961","2,640","1,625","1,528","1,491","3,319","21,538","4,818","1,645","4,101","1,092","2,237","28,084","10,949","11,550","14,532","20,303","25,460","12,055","27,195","28,351","12,049","12,385","21,778","26,170","25,819"
2020년07월_계_0~9세,"28,888",681,392,876,43,50,102,25,35,39,67,"2,295",269,18,151,27,61,"1,666",499,386,668,"1,135","1,503",822,"3,519","2,260",681,740,"2,659","2,406","4,813"
2020년07월_계_10~19세,"35,581",687,473,472,119,62,191,51,56,74,160,"2,886",421,63,210,48,110,"2,607",755,710,"1,135","1,681","2,665","1,127","4,070","3,676","1,158","1,313","3,035","2,698","2,868"
2020년07월_계_20~29세,"44,771",834,412,989,166,137,223,77,73,103,220,"2,311",449,88,361,111,141,"4,282","1,445","1,131","1,856","2,961","3,911","1,546","3,372","4,178","1,702","1,647","2,372","4,886","2,787"
2020년07월_계_30~39세,"42,066",975,436,"1,490",138,131,194,73,86,72,188,"2,569",412,59,242,57,106,"2,785","1,305",908,"1,416","2,281","2,727","1,453","3,859","3,125","1,219","1,140","2,803","3,973","5,844"
2020년07월_계_40~49세,"54,580","1,113",690,"1,048",187,161,302,115,157,163,296,"3,942",662,127,441,103,230,"4,077","1,613","1,469","2,004","2,949","3,876","1,833","5,334","4,941","1,663","1,860","4,149","4,130","4,945"
2020년07월_계_50~59세,"57,796","1,457",689,"1,208",391,363,490,290,227,258,596,"3,390",897,303,798,198,425,"4,646","1,842","2,073","2,713","3,731","5,149","2,148","4,015","5,232","2,171","2,402","3,242","3,822","2,630"
2020년07월_계_60~69세,"44,186","1,339",559,914,463,467,495,399,346,296,680,"2,308",785,365,927,239,473,"3,942","1,847","2,353","2,440","3,088","3,405","1,832","1,783","2,745","1,917","1,842","2,096","2,512","1,329"
2020년07월_계_70~79세,"25,532",819,331,453,416,296,365,325,312,257,605,"1,179",553,332,587,163,372,"2,733","1,090","1,740","1,561","1,770","1,517",928,831,"1,380","1,004",999,978,"1,216",420
2020년07월_계_80~89세,"12,136",447,181,242,295,255,250,235,210,189,433,581,326,256,335,124,292,"1,169",471,678,660,642,623,324,361,708,468,374,394,462,151
2020년07월_계_90~99세,"1,687",78,29,51,49,37,27,35,26,39,71,76,43,33,46,21,26,161,75,84,76,64,81,40,44,105,65,63,49,63,30
2020년07월_계_100세 이상,94,2,3,4,1,2,1,0,0,1,3,1,1,1,3,1,1,16,7,18,3,1,3,2,7,1,1,5,1,2,2
2020년07월_남_총인구수,"171,907","4,281","2,100","3,967","1,074",954,"1,282",814,755,749,"1,646","10,825","2,413",795,"2,030",526,"1,082","13,784","5,426","5,613","7,139","10,063","12,738","6,124","13,771","13,630","5,767","6,111","10,432","13,189","12,827"
2020년07월_남_연령구간인구수,"171,907","4,281","2,100","3,967","1,074",954,"1,282",814,755,749,"1,646","10,825","2,413",795,"2,030",526,"1,082","13,784","5,426","5,613","7,139","10,063","12,738","6,124","13,771","13,630","5,767","6,111","10,432","13,189","12,827"
2020년07월_남_0~9세,"15,008",376,215,443,20,25,49,18,14,19,36,"1,207",141,7,79,11,33,865,267,210,384,579,792,391,"1,892","1,158",358,395,"1,347","1,264","2,413"
2020년07월_남_10~19세,"18,759",362,232,255,66,30,100,32,34,33,88,"1,521",218,37,110,26,60,"1,444",400,399,601,864,"1,415",564,"2,281","1,912",606,728,"1,465","1,374","1,502"
2020년07월_남_20~29세,"24,700",470,216,552,98,75,138,53,44,67,146,"1,346",261,53,196,61,72,"2,333",770,643,976,"1,638","2,206",883,"1,876","2,220",890,948,"1,273","2,809","1,387"
2020년07월_남_30~39세,"21,469",514,213,798,82,77,94,47,47,45,101,"1,273",207,35,137,27,54,"1,475",712,523,755,"1,221","1,505",767,"1,805","1,531",636,573,"1,280","2,108","2,827"
2020년07월_남_40~49세,"27,200",606,340,576,119,98,175,75,114,112,194,"1,933",356,82,247,62,153,"2,018",862,822,"1,081","1,494","1,829",975,"2,474","2,168",790,866,"1,988","2,020","2,571"
2020년07월_남_50~59세,"28,458",759,368,568,213,202,255,175,132,150,341,"1,679",494,173,418,109,238,"2,250",880,"1,030","1,317","1,769","2,447","1,079","2,049","2,526",995,"1,161","1,581","1,841","1,259"
2020년07월_남_60~69세,"21,158",714,294,490,234,235,255,210,172,147,335,"1,133",403,202,471,133,250,"1,768",853,"1,037","1,121","1,404","1,652",905,920,"1,317",859,868,995,"1,154",627
2020년07월_남_70~79세,"11,149",346,166,212,152,126,150,132,140,124,268,535,226,139,262,67,141,"1,194",502,731,677,833,698,430,361,549,453,458,386,490,201
2020년07월_남_80~89세,"3,681",120,51,67,84,77,60,65,53,46,121,186,100,61,100,28,76,393,168,195,217,247,179,121,100,229,166,102,110,121,38
2020년07월_남_90~99세,303,14,4,6,6,9,5,7,5,6,15,12,7,6,9,2,5,38,11,20,10,14,13,9,10,20,13,11,7,7,2
2020년07월_남_100세 이상,22,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,3,0,0,2,0,3,0,1,1,0,1,0
2020년07월_여_총인구수,"175,410","4,151","2,095","3,780","1,194","1,007","1,358",811,773,742,"1,673","10,713","2,405",850,"2,071",566,"1,155","14,300","5,523","5,937","7,393","10,240","12,722","5,931","13,424","14,721","6,282","6,274","11,346","12,981","12,992"
