카테고리,전라북도 고창군,전라북도 고창군 고창읍,전라북도 고창군 고수면,전라북도 고창군 아산면,전라북도 고창군 무장면,전라북도 고창군 공음면,전라북도 고창군 상하면,전라북도 고창군 해리면,전라북도 고창군 성송면,전라북도 고창군 대산면,전라북도 고창군 심원면,전라북도 고창군 흥덕면,전라북도 고창군 성내면,전라북도 고창군 신림면,전라북도 고창군 부안면
2020년09월_여_20~29세,"1,887","1,080",48,74,66,58,79,65,28,79,69,89,47,61,44
2020년09월_여_30~39세,"1,817","1,090",46,60,61,54,58,56,38,63,65,76,47,53,50
2020년09월_여_40~49세,"2,683","1,570",64,93,92,84,106,77,53,111,79,127,54,80,93
2020년09월_여_50~59세,"4,168","1,738",165,200,204,175,187,195,107,272,225,252,135,158,155
2020년09월_여_60~69세,"4,851","1,442",218,271,273,285,229,326,215,322,250,324,198,213,285
2020년09월_여_70~79세,"4,802","1,031",229,299,353,281,284,328,195,395,269,324,221,254,339
2020년09월_여_80~89세,"3,556",631,203,212,211,235,202,264,211,300,178,252,186,206,265
2020년09월_여_90~99세,650,141,39,42,30,32,30,41,29,52,30,48,39,49,48
2020년09월_여_100세 이상,36,8,1,1,1,2,1,3,1,5,1,5,0,3,4
2020년10월_계_총인구수,"54,588","21,328","2,242","2,698","2,795","2,553","2,430","2,827","1,810","3,357","2,529","3,132","1,964","2,247","2,676"
2020년10월_계_연령구간인구수,"54,588","21,328","2,242","2,698","2,795","2,553","2,430","2,827","1,810","3,357","2,529","3,132","1,964","2,247","2,676"
2020년10월_계_0~9세,"2,724","1,834",53,79,88,68,62,86,45,79,72,85,44,57,72
2020년10월_계_10~19세,"4,170","2,577",108,102,211,121,148,114,53,156,107,151,74,109,139
2020년10월_계_20~29세,"4,357","2,404",142,173,163,140,168,143,77,195,161,211,118,137,125
2020년10월_계_30~39세,"3,896","2,132",126,146,140,138,128,140,93,159,159,173,110,119,133
2020년10월_계_40~49세,"6,229","3,194",194,252,242,211,246,234,155,300,254,304,174,213,256
2020년10월_계_50~59세,"9,132","3,448",409,501,462,424,429,449,284,594,494,549,306,371,412
2020년10월_계_60~69세,"9,606","2,758",474,545,533,544,444,633,414,681,523,661,423,439,534
2020년10월_계_70~79세,"8,398","1,821",411,526,590,517,481,609,339,676,464,549,399,443,573
2020년10월_계_80~89세,"5,243",978,280,323,327,342,283,367,310,447,258,389,270,299,370
2020년10월_계_90~99세,797,174,44,50,38,46,40,50,39,64,36,55,46,57,58
2020년10월_계_100세 이상,36,8,1,1,1,2,1,2,1,6,1,5,0,3,4
2020년10월_남_총인구수,"26,948","10,531","1,153","1,367","1,372","1,254","1,170","1,379",888,"1,656","1,282","1,521",992,"1,082","1,301"
2020년10월_남_연령구간인구수,"26,948","10,531","1,153","1,367","1,372","1,254","1,170","1,379",888,"1,656","1,282","1,521",992,"1,082","1,301"
2020년10월_남_0~9세,"1,432",958,25,39,46,42,37,47,20,45,42,42,20,31,38
2020년10월_남_10~19세,"2,254","1,386",63,59,125,58,85,50,34,85,52,72,50,51,84
2020년10월_남_20~29세,"2,459","1,320",91,100,95,80,92,80,49,114,93,123,70,75,77
2020년10월_남_30~39세,"2,090","1,042",80,84,80,84,70,85,55,99,96,100,64,67,84
2020년10월_남_40~49세,"3,552","1,626",127,162,150,124,144,158,102,190,176,176,123,133,161
2020년10월_남_50~59세,"4,975","1,706",247,304,257,249,238,259,176,326,272,300,170,213,258
2020년10월_남_60~69세,"4,767","1,320",255,273,259,263,218,307,200,358,271,339,227,225,252
2020년10월_남_70~79세,"3,602",794,184,228,238,232,198,282,145,284,195,226,177,189,230
2020년10월_남_80~89세,"1,672",344,77,110,115,110,78,104,97,140,80,136,84,90,107
2020년10월_남_90~99세,144,35,4,8,7,12,10,7,10,14,5,7,7,8,10
2020년10월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020년10월_여_총인구수,"27,640","10,797","1,089","1,331","1,423","1,299","1,260","1,448",922,"1,701","1,247","1,611",972,"1,165","1,375"
2020년10월_여_연령구간인구수,"27,640","10,797","1,089","1,331","1,423","1,299","1,260","1,448",922,"1,701","1,247","1,611",972,"1,165","1,375"
2020년10월_여_0~9세,"1,292",876,28,40,42,26,25,39,25,34,30,43,24,26,34
2020년10월_여_10~19세,"1,916","1,191",45,43,86,63,63,64,19,71,55,79,24,58,55
2020년10월_여_20~29세,"1,898","1,084",51,73,68,60,76,63,28,81,68,88,48,62,48
2020년10월_여_30~39세,"1,806","1,090",46,62,60,54,58,55,38,60,63,73,46,52,49
2020년10월_여_40~49세,"2,677","1,568",67,90,92,87,102,76,53,110,78,128,51,80,95
2020년10월_여_50~59세,"4,157","1,742",162,197,205,175,191,190,108,268,222,249,136,158,154
2020년10월_여_60~69세,"4,839","1,438",219,272,274,281,226,326,214,323,252,322,196,214,282
2020년10월_여_70~79세,"4,796","1,027",227,298,352,285,283,327,194,392,269,323,222,254,343
2020년10월_여_80~89세,"3,571",634,203,213,212,232,205,263,213,307,178,253,186,209,263
2020년10월_여_90~99세,653,139,40,42,31,34,30,43,29,50,31,48,39,49,48
2020년10월_여_100세 이상,35,8,1,1,1,2,1,2,1,5,1,5,0,3,4
2020년11월_계_총인구수,"54,486","21,314","2,248","2,687","2,794","2,541","2,428","2,818","1,809","3,346","2,518","3,116","1,964","2,244","2,659"
2020년11월_계_연령구간인구수,"54,486","21,314","2,248","2,687","2,794","2,541","2,428","2,818","1,809","3,346","2,518","3,116","1,964","2,244","2,659"
2020년11월_계_0~9세,"2,700","1,817",55,79,87,67,61,84,45,77,73,83,44,55,73
2020년11월_계_10~19세,"4,151","2,580",107,100,214,123,149,113,51,154,105,147,74,106,128
2020년11월_계_20~29세,"4,330","2,394",141,170,164,134,169,142,77,192,156,209,116,139,127
2020년11월_계_30~39세,"3,868","2,121",129,141,136,137,125,138,93,154,158,170,108,121,137
2020년11월_계_40~49세,"6,195","3,179",194,252,247,209,244,233,151,295,253,303,180,207,248
2020년11월_계_50~59세,"9,111","3,462",409,494,456,420,424,444,285,597,491,546,304,369,410
2020년11월_계_60~69세,"9,652","2,771",479,555,533,547,452,634,417,685,520,661,426,437,535
2020년11월_계_70~79세,"8,385","1,822",406,525,589,516,480,611,340,673,460,548,397,446,572
2020년11월_계_80~89세,"5,252",985,283,322,329,339,281,365,309,449,264,388,269,303,366
2020년11월_계_90~99세,806,175,44,48,38,47,42,52,40,64,37,56,46,58,59
2020년11월_계_100세 이상,36,8,1,1,1,2,1,2,1,6,1,5,0,3,4
2020년11월_남_총인구수,"26,909","10,534","1,157","1,363","1,372","1,249","1,169","1,372",886,"1,650","1,270","1,515",998,"1,079","1,295"
2020년11월_남_연령구간인구수,"26,909","10,534","1,157","1,363","1,372","1,249","1,169","1,372",886,"1,650","1,270","1,515",998,"1,079","1,295"
2020년11월_남_0~9세,"1,428",952,27,41,46,42,37,46,20,44,43,43,20,29,38
2020년11월_남_10~19세,"2,241","1,380",63,58,127,59,87,50,33,84,51,70,50,49,80
2020년11월_남_20~29세,"2,448","1,324",91,96,98,78,91,78,49,112,86,121,70,76,78
2020년11월_남_30~39세,"2,072","1,040",79,82,77,83,69,83,55,96,95,97,62,67,87
2020년11월_남_40~49세,"3,538","1,619",127,162,151,122,143,158,101,188,174,176,128,132,157
2020년11월_남_50~59세,"4,962","1,718",246,298,251,248,235,257,175,329,272,298,172,210,253
2020년11월_남_60~69세,"4,786","1,321",259,279,260,264,221,307,202,359,267,339,227,225,256
2020년11월_남_70~79세,"3,606",798,183,227,240,233,198,284,146,281,192,229,176,190,229
2020년11월_남_80~89세,"1,683",347,78,112,115,108,78,104,95,142,84,135,85,93,107
2020년11월_남_90~99세,144,35,4,8,7,12,10,5,10,14,6,7,8,8,10
2020년11월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020년11월_여_총인구수,"27,577","10,780","1,091","1,324","1,422","1,292","1,259","1,446",923,"1,696","1,248","1,601",966,"1,165","1,364"
2020년11월_여_연령구간인구수,"27,577","10,780","1,091","1,324","1,422","1,292","1,259","1,446",923,"1,696","1,248","1,601",966,"1,165","1,364"
2020년11월_여_0~9세,"1,272",865,28,38,41,25,24,38,25,33,30,40,24,26,35
2020년11월_여_10~19세,"1,910","1,200",44,42,87,64,62,63,18,70,54,77,24,57,48
2020년11월_여_20~29세,"1,882","1,070",50,74,66,56,78,64,28,80,70,88,46,63,49
2020년11월_여_30~39세,"1,796","1,081",50,59,59,54,56,55,38,58,63,73,46,54,50
2020년11월_여_40~49세,"2,657","1,560",67,90,96,87,101,75,50,107,79,127,52,75,91
2020년11월_여_50~59세,"4,149","1,744",163,196,205,172,189,187,110,268,219,248,132,159,157
2020년11월_여_60~69세,"4,866","1,450",220,276,273,283,231,327,215,326,253,322,199,212,279
2020년11월_여_70~79세,"4,779","1,024",223,298,349,283,282,327,194,392,268,319,221,256,343
2020년11월_여_80~89세,"3,569",638,205,210,214,231,203,261,214,307,180,253,184,210,259
2020년11월_여_90~99세,662,140,40,40,31,35,32,47,30,50,31,49,38,50,49
2020년11월_여_100세 이상,35,8,1,1,1,2,1,2,1,5,1,5,0,3,4
2020년12월_계_총인구수,"54,529","21,394","2,246","2,672","2,795","2,525","2,435","2,807","1,814","3,337","2,519","3,114","1,971","2,252","2,648"
2020년12월_계_연령구간인구수,"54,529","21,394","2,246","2,672","2,795","2,525","2,435","2,807","1,814","3,337","2,519","3,114","1,971","2,252","2,648"
2020년12월_계_0~9세,"2,690","1,827",52,77,84,65,60,81,45,77,71,82,42,55,72
2020년12월_계_10~19세,"4,237","2,660",110,102,213,122,152,112,51,152,107,150,78,107,121
2020년12월_계_20~29세,"4,308","2,380",144,170,163,133,168,140,78,185,152,210,115,142,128
2020년12월_계_30~39세,"3,860","2,122",126,140,135,137,123,136,94,153,158,171,108,118,139
2020년12월_계_40~49세,"6,164","3,160",193,247,250,201,243,229,148,288,253,306,187,213,246
2020년12월_계_50~59세,"9,068","3,457",401,492,452,415,426,437,290,601,488,538,299,366,406
2020년12월_계_60~69세,"9,689","2,791",473,551,538,542,462,640,412,687,523,662,427,444,537
2020년12월_계_70~79세,"8,387","1,819",419,520,594,514,479,610,346,672,462,543,396,445,568
2020년12월_계_80~89세,"5,280",993,284,324,327,347,280,368,310,451,265,391,273,302,365
2020년12월_계_90~99세,810,177,43,48,38,47,41,52,39,65,39,56,46,57,62
2020년12월_계_100세 이상,36,8,1,1,1,2,1,2,1,6,1,5,0,3,4
2020년12월_남_총인구수,"26,964","10,607","1,151","1,358","1,372","1,238","1,175","1,369",885,"1,646","1,264","1,519","1,003","1,089","1,288"
2020년12월_남_연령구간인구수,"26,964","10,607","1,151","1,358","1,372","1,238","1,175","1,369",885,"1,646","1,264","1,519","1,003","1,089","1,288"
2020년12월_남_0~9세,"1,420",959,23,38,46,40,36,44,20,44,42,42,19,30,37
2020년12월_남_10~19세,"2,322","1,454",66,60,126,58,89,50,34,83,52,71,53,50,76
2020년12월_남_20~29세,"2,447","1,321",91,97,97,80,91,78,51,109,82,123,70,80,77
2020년12월_남_30~39세,"2,079","1,044",77,81,77,82,67,83,56,97,95,101,63,65,91
2020년12월_남_40~49세,"3,513","1,610",125,158,153,118,139,156,96,184,174,177,130,136,157
2020년12월_남_50~59세,"4,935","1,707",239,300,253,242,242,255,177,332,268,296,168,208,248
2020년12월_남_60~69세,"4,803","1,334",260,276,257,261,227,312,195,359,266,339,232,230,255
2020년12월_남_70~79세,"3,609",791,187,228,242,237,195,281,154,279,193,228,173,191,230
2020년12월_남_80~89세,"1,695",353,79,112,114,109,79,105,93,144,86,135,87,93,106
2020년12월_남_90~99세,140,34,4,8,7,11,10,5,9,14,6,7,8,6,11
2020년12월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020년12월_여_총인구수,"27,565","10,787","1,095","1,314","1,423","1,287","1,260","1,438",929,"1,691","1,255","1,595",968,"1,163","1,360"
2020년12월_여_연령구간인구수,"27,565","10,787","1,095","1,314","1,423","1,287","1,260","1,438",929,"1,691","1,255","1,595",968,"1,163","1,360"
2020년12월_여_0~9세,"1,270",868,29,39,38,25,24,37,25,33,29,40,23,25,35
2020년12월_여_10~19세,"1,915","1,206",44,42,87,64,63,62,17,69,55,79,25,57,45
2020년12월_여_20~29세,"1,861","1,059",53,73,66,53,77,62,27,76,70,87,45,62,51
2020년12월_여_30~39세,"1,781","1,078",49,59,58,55,56,53,38,56,63,70,45,53,48
2020년12월_여_40~49세,"2,651","1,550",68,89,97,83,104,73,52,104,79,129,57,77,89
2020년12월_여_50~59세,"4,133","1,750",162,192,199,173,184,182,113,269,220,242,131,158,158
2020년12월_여_60~69세,"4,886","1,457",213,275,281,281,235,328,217,328,257,323,195,214,282
2020년12월_여_70~79세,"4,778","1,028",232,292,352,277,284,329,192,393,269,315,223,254,338
2020년12월_여_80~89세,"3,585",640,205,212,213,238,201,263,217,307,179,256,186,209,259
2020년12월_여_90~99세,670,143,39,40,31,36,31,47,30,51,33,49,38,51,51
2020년12월_여_100세 이상,35,8,1,1,1,2,1,2,1,5,1,5,0,3,4
2021년01월_계_총인구수,"54,512","21,319","2,239","2,667","2,794","2,522","2,431","2,793","1,799","3,330","2,525","3,110","1,972","2,248","2,763"
2021년01월_계_연령구간인구수,"54,512","21,319","2,239","2,667","2,794","2,522","2,431","2,793","1,799","3,330","2,525","3,110","1,972","2,248","2,763"
2021년01월_계_0~9세,"2,683","1,815",50,81,81,64,60,81,42,74,72,84,42,55,82
2021년01월_계_10~19세,"4,278","2,646",108,101,213,118,153,107,53,153,104,151,77,107,187
2021년01월_계_20~29세,"4,268","2,352",144,165,158,139,162,141,75,183,156,209,113,143,128
2021년01월_계_30~39세,"3,839","2,109",120,142,136,136,121,137,90,153,160,170,111,114,140
2021년01월_계_40~49세,"6,190","3,149",191,250,251,204,244,223,147,285,254,305,187,211,289
2021년01월_계_50~59세,"9,004","3,434",400,488,449,411,421,430,288,590,489,534,296,367,407
2021년01월_계_60~69세,"9,713","2,818",475,548,539,536,461,639,409,698,520,662,430,447,531
2021년01월_계_70~79세,"8,377","1,818",417,521,596,513,482,612,344,670,461,543,392,440,568
2021년01월_계_80~89세,"5,298",988,288,322,332,352,283,367,311,453,269,389,277,304,363
2021년01월_계_90~99세,825,182,44,48,38,46,43,54,39,65,39,59,47,57,64
2021년01월_계_100세 이상,37,8,2,1,1,3,1,2,1,6,1,4,0,3,4
2021년01월_남_총인구수,"26,953","10,574","1,144","1,355","1,370","1,239","1,174","1,364",878,"1,639","1,268","1,513","1,003","1,087","1,345"
2021년01월_남_연령구간인구수,"26,953","10,574","1,144","1,355","1,370","1,239","1,174","1,364",878,"1,639","1,268","1,513","1,003","1,087","1,345"
2021년01월_남_0~9세,"1,416",951,23,41,45,41,36,44,19,42,42,42,18,30,42
2021년01월_남_10~19세,"2,337","1,451",64,56,124,52,90,48,34,82,54,72,52,49,109
2021년01월_남_20~29세,"2,431","1,306",91,95,96,86,89,79,50,107,82,121,71,81,77
2021년01월_남_30~39세,"2,064","1,040",72,85,75,82,64,83,55,95,97,101,63,63,89
2021년01월_남_40~49세,"3,512","1,596",122,158,154,119,141,152,95,183,175,175,129,134,179
2021년01월_남_50~59세,"4,921","1,712",239,295,252,242,239,255,175,325,268,291,169,209,250
2021년01월_남_60~69세,"4,815","1,341",261,275,259,257,227,311,194,367,264,342,234,231,252
2021년01월_남_70~79세,"3,618",791,187,229,244,239,198,282,154,279,195,229,170,189,232
2021년01월_남_80~89세,"1,695",351,82,112,114,111,79,105,94,143,85,132,89,95,103
2021년01월_남_90~99세,143,35,3,9,7,10,11,5,8,15,6,8,8,6,12
2021년01월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021년01월_여_총인구수,"27,559","10,745","1,095","1,312","1,424","1,283","1,257","1,429",921,"1,691","1,257","1,597",969,"1,161","1,418"
2021년01월_여_연령구간인구수,"27,559","10,745","1,095","1,312","1,424","1,283","1,257","1,429",921,"1,691","1,257","1,597",969,"1,161","1,418"
2021년01월_여_0~9세,"1,267",864,27,40,36,23,24,37,23,32,30,42,24,25,40
2021년01월_여_10~19세,"1,941","1,195",44,45,89,66,63,59,19,71,50,79,25,58,78
2021년01월_여_20~29세,"1,837","1,046",53,70,62,53,73,62,25,76,74,88,42,62,51
2021년01월_여_30~39세,"1,775","1,069",48,57,61,54,57,54,35,58,63,69,48,51,51
2021년01월_여_40~49세,"2,678","1,553",69,92,97,85,103,71,52,102,79,130,58,77,110
2021년01월_여_50~59세,"4,083","1,722",161,193,197,169,182,175,113,265,221,243,127,158,157
2021년01월_여_60~69세,"4,898","1,477",214,273,280,279,234,328,215,331,256,320,196,216,279
2021년01월_여_70~79세,"4,759","1,027",230,292,352,274,284,330,190,391,266,314,222,251,336
2021년01월_여_80~89세,"3,603",637,206,210,218,241,204,262,217,310,184,257,188,209,260
2021년01월_여_90~99세,682,147,41,39,31,36,32,49,31,50,33,51,39,51,52
2021년01월_여_100세 이상,36,8,2,1,1,3,1,2,1,5,1,4,0,3,4
2021년02월_계_총인구수,"54,435","21,302","2,237","2,654","2,787","2,523","2,429","2,796","1,798","3,326","2,520","3,121","1,952","2,254","2,736"
2021년02월_계_연령구간인구수,"54,435","21,302","2,237","2,654","2,787","2,523","2,429","2,796","1,798","3,326","2,520","3,121","1,952","2,254","2,736"
2021년02월_계_0~9세,"2,656","1,815",47,78,80,62,60,80,40,76,69,81,41,50,77
2021년02월_계_10~19세,"4,238","2,628",107,100,207,120,152,105,54,149,103,151,74,115,173
2021년02월_계_20~29세,"4,204","2,328",144,157,161,132,160,138,75,176,155,207,110,138,123
2021년02월_계_30~39세,"3,810","2,095",118,142,129,135,119,142,88,154,157,170,108,113,140
2021년02월_계_40~49세,"6,188","3,165",187,242,251,203,246,222,146,285,254,309,179,215,284
2021년02월_계_50~59세,"8,993","3,421",401,495,451,412,414,428,290,594,488,540,291,369,399
2021년02월_계_60~69세,"9,795","2,841",480,551,542,544,471,639,411,704,525,666,434,452,535
2021년02월_계_70~79세,"8,354","1,824",413,517,589,508,479,616,344,665,462,543,391,434,569
2021년02월_계_80~89세,"5,328",992,294,324,337,356,288,369,307,451,269,388,278,309,366
2021년02월_계_90~99세,830,184,44,45,39,48,39,55,42,66,37,63,46,56,66
2021년02월_계_100세 이상,39,9,2,3,1,3,1,2,1,6,1,3,0,3,4
2021년02월_남_총인구수,"26,924","10,568","1,148","1,348","1,368","1,236","1,176","1,367",877,"1,642","1,262","1,519",995,"1,092","1,326"
2021년02월_남_연령구간인구수,"26,924","10,568","1,148","1,348","1,368","1,236","1,176","1,367",877,"1,642","1,262","1,519",995,"1,092","1,326"
2021년02월_남_0~9세,"1,406",953,23,39,45,39,36,43,18,43,40,41,18,27,41
2021년02월_남_10~19세,"2,312","1,439",63,55,123,53,90,47,34,82,52,71,50,56,97
2021년02월_남_20~29세,"2,413","1,301",91,94,97,84,87,79,50,106,82,120,70,79,73
2021년02월_남_30~39세,"2,043","1,032",72,84,69,81,64,88,51,96,95,101,62,61,87
2021년02월_남_40~49세,"3,506","1,599",120,153,155,119,144,151,95,181,173,178,125,135,178
2021년02월_남_50~59세,"4,916","1,709",239,298,255,241,233,256,177,328,269,293,165,208,245
2021년02월_남_60~69세,"4,867","1,353",268,277,262,261,232,304,196,373,266,346,238,237,254
2021년02월_남_70~79세,"3,617",793,185,229,240,236,201,288,155,276,195,230,170,185,234
2021년02월_남_80~89세,"1,701",354,84,110,115,112,79,106,91,142,85,131,89,98,105
2021년02월_남_90~99세,140,34,3,8,7,10,10,5,10,14,5,8,8,6,12
2021년02월_남_100세 이상,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2021년02월_여_총인구수,"27,511","10,734","1,089","1,306","1,419","1,287","1,253","1,429",921,"1,684","1,258","1,602",957,"1,162","1,410"
2021년02월_여_연령구간인구수,"27,511","10,734","1,089","1,306","1,419","1,287","1,253","1,429",921,"1,684","1,258","1,602",957,"1,162","1,410"
2021년02월_여_0~9세,"1,250",862,24,39,35,23,24,37,22,33,29,40,23,23,36
2021년02월_여_10~19세,"1,926","1,189",44,45,84,67,62,58,20,67,51,80,24,59,76
2021년02월_여_20~29세,"1,791","1,027",53,63,64,48,73,59,25,70,73,87,40,59,50
2021년02월_여_30~39세,"1,767","1,063",46,58,60,54,55,54,37,58,62,69,46,52,53
2021년02월_여_40~49세,"2,682","1,566",67,89,96,84,102,71,51,104,81,131,54,80,106
2021년02월_여_50~59세,"4,077","1,712",162,197,196,171,181,172,113,266,219,247,126,161,154
2021년02월_여_60~69세,"4,928","1,488",212,274,280,283,239,335,215,331,259,320,196,215,281
2021년02월_여_70~79세,"4,737","1,031",228,288,349,272,278,328,189,389,267,313,221,249,335
2021년02월_여_80~89세,"3,627",638,210,214,222,244,209,263,216,309,184,257,189,211,261
2021년02월_여_90~99세,690,150,41,37,32,38,29,50,32,52,32,55,38,50,54
2021년02월_여_100세 이상,36,8,2,2,1,3,1,2,1,5,1,3,0,3,4
2021년03월_계_총인구수,"54,243","21,219","2,249","2,636","2,777","2,527","2,432","2,783","1,811","3,310","2,513","3,129","1,959","2,238","2,660"
2021년03월_계_연령구간인구수,"54,243","21,219","2,249","2,636","2,777","2,527","2,432","2,783","1,811","3,310","2,513","3,129","1,959","2,238","2,660"
2021년03월_계_0~9세,"2,626","1,787",49,77,80,59,63,79,41,76,68,84,43,50,70
2021년03월_계_10~19세,"4,156","2,614",101,97,200,118,154,102,51,148,102,150,74,110,135
2021년03월_계_20~29세,"4,195","2,319",146,155,165,132,157,143,76,168,151,206,117,137,123
2021년03월_계_30~39세,"3,795","2,080",121,138,126,140,118,136,91,159,158,177,103,115,133
2021년03월_계_40~49세,"6,114","3,138",188,244,247,206,244,215,148,281,252,304,182,210,255
2021년03월_계_50~59세,"8,967","3,416",406,487,451,406,408,436,289,589,492,540,289,360,398
2021년03월_계_60~69세,"9,847","2,850",483,553,547,549,479,629,416,707,524,676,436,454,544
2021년03월_계_70~79세,"8,338","1,826",415,514,581,509,481,619,344,663,459,540,387,429,571
2021년03월_계_80~89세,"5,326",995,292,319,339,355,290,367,309,452,267,388,282,311,360
2021년03월_계_90~99세,846,187,46,49,39,50,37,55,45,66,39,61,46,59,67
2021년03월_계_100세 이상,33,7,2,3,2,3,1,2,1,1,1,3,0,3,4
2021년03월_남_총인구수,"26,832","10,508","1,158","1,342","1,362","1,239","1,179","1,353",884,"1,638","1,261","1,529",999,"1,088","1,292"
2021년03월_남_연령구간인구수,"26,832","10,508","1,158","1,342","1,362","1,239","1,179","1,353",884,"1,638","1,261","1,529",999,"1,088","1,292"
2021년03월_남_0~9세,"1,389",938,25,37,46,36,38,42,18,44,39,44,20,27,35
2021년03월_남_10~19세,"2,272","1,428",61,55,117,53,93,46,32,80,51,71,52,53,80
2021년03월_남_20~29세,"2,401","1,287",91,93,100,84,85,79,50,103,83,122,72,80,72
2021년03월_남_30~39세,"2,041","1,031",73,81,65,86,63,83,54,99,95,103,60,62,86
2021년03월_남_40~49세,"3,459","1,578",121,153,155,121,145,146,95,180,172,175,124,133,161
2021년03월_남_50~59세,"4,913","1,703",243,299,257,236,228,262,180,321,273,294,166,207,244
2021년03월_남_60~69세,"4,899","1,356",272,279,264,266,236,296,197,379,263,353,238,237,263
2021년03월_남_70~79세,"3,625",798,186,226,239,235,202,291,156,277,197,230,169,184,235
2021년03월_남_80~89세,"1,690",352,83,110,112,112,80,103,92,141,83,129,90,99,104
2021년03월_남_90~99세,141,36,3,8,7,10,9,5,10,14,5,8,8,6,12
2021년03월_남_100세 이상,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021년03월_여_총인구수,"27,411","10,711","1,091","1,294","1,415","1,288","1,253","1,430",927,"1,672","1,252","1,600",960,"1,150","1,368"
2021년03월_여_연령구간인구수,"27,411","10,711","1,091","1,294","1,415","1,288","1,253","1,430",927,"1,672","1,252","1,600",960,"1,150","1,368"
2021년03월_여_0~9세,"1,237",849,24,40,34,23,25,37,23,32,29,40,23,23,35
2021년03월_여_10~19세,"1,884","1,186",40,42,83,65,61,56,19,68,51,79,22,57,55
2021년03월_여_20~29세,"1,794","1,032",55,62,65,48,72,64,26,65,68,84,45,57,51
2021년03월_여_30~39세,"1,754","1,049",48,57,61,54,55,53,37,60,63,74,43,53,47
2021년03월_여_40~49세,"2,655","1,560",67,91,92,85,99,69,53,101,80,129,58,77,94
2021년03월_여_50~59세,"4,054","1,713",163,188,194,170,180,174,109,268,219,246,123,153,154
2021년03월_여_60~69세,"4,948","1,494",211,274,283,283,243,333,219,328,261,323,198,217,281
2021년03월_여_70~79세,"4,713","1,028",229,288,342,274,279,328,188,386,262,310,218,245,336
2021년03월_여_80~89세,"3,636",643,209,209,227,243,210,264,217,311,184,259,192,212,256
2021년03월_여_90~99세,705,151,43,41,32,40,28,50,35,52,34,53,38,53,55
2021년03월_여_100세 이상,31,6,2,2,2,3,1,2,1,1,1,3,0,3,4
2021년04월_계_총인구수,"54,222","21,201","2,256","2,640","2,794","2,524","2,437","2,778","1,806","3,286","2,509","3,144","1,964","2,241","2,642"
2021년04월_계_연령구간인구수,"54,222","21,201","2,256","2,640","2,794","2,524","2,437","2,778","1,806","3,286","2,509","3,144","1,964","2,241","2,642"
2021년04월_계_0~9세,"2,614","1,787",48,76,81,59,63,77,39,75,65,82,43,48,71
2021년04월_계_10~19세,"4,161","2,616",100,99,207,119,156,103,52,144,103,154,71,110,127
2021년04월_계_20~29세,"4,162","2,291",147,156,168,130,154,143,74,166,148,207,118,140,120
2021년04월_계_30~39세,"3,774","2,065",118,137,126,141,117,132,93,155,158,175,107,116,134
2021년04월_계_40~49세,"6,120","3,140",192,242,251,209,243,221,143,278,251,313,182,209,246
2021년04월_계_50~59세,"8,912","3,398",406,484,456,402,410,423,288,578,489,535,283,359,401
2021년04월_계_60~69세,"9,927","2,885",488,561,545,554,485,634,412,713,529,682,441,457,541
2021년04월_계_70~79세,"8,315","1,819",414,509,580,502,476,613,347,661,459,540,389,430,576
2021년04월_계_80~89세,"5,359","1,009",295,323,340,355,293,374,310,452,267,393,282,311,355
2021년04월_계_90~99세,844,183,46,50,38,50,39,56,47,63,39,60,48,58,67
2021년04월_계_100세 이상,34,8,2,3,2,3,1,2,1,1,1,3,0,3,4
2021년04월_남_총인구수,"26,821","10,494","1,163","1,344","1,372","1,234","1,181","1,353",883,"1,625","1,260","1,540","1,002","1,087","1,283"
2021년04월_남_연령구간인구수,"26,821","10,494","1,163","1,344","1,372","1,234","1,181","1,353",883,"1,625","1,260","1,540","1,002","1,087","1,283"
2021년04월_남_0~9세,"1,386",941,24,37,46,35,38,41,18,43,38,43,20,25,37
2021년04월_남_10~19세,"2,272","1,425",61,56,123,53,94,47,32,79,51,74,51,53,73
2021년04월_남_20~29세,"2,371","1,265",90,94,102,82,86,80,49,101,78,123,72,80,69
2021년04월_남_30~39세,"2,027","1,025",73,80,63,86,61,82,55,95,96,103,62,59,87
2021년04월_남_40~49세,"3,466","1,577",123,153,159,125,145,151,92,179,170,179,124,132,157
2021년04월_남_50~59세,"4,892","1,697",243,297,262,234,227,256,180,313,273,293,164,207,246
2021년04월_남_60~69세,"4,933","1,372",276,281,259,267,238,295,198,384,267,358,238,241,259
2021년04월_남_70~79세,"3,628",797,185,226,240,233,204,289,157,275,197,229,172,184,240
2021년04월_남_80~89세,"1,708",360,85,111,112,110,79,107,91,143,85,130,91,101,103
2021년04월_남_90~99세,136,34,3,8,6,9,9,5,11,13,5,8,8,5,12
2021년04월_남_100세 이상,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
