카테고리,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2020년08월_여_80~89세,"7,496",418,337,573,368,203,384,524,252,357,197,304,331,320,302,162,271,256,271,638,512,516
2020년08월_여_90~99세,"1,286",74,47,90,75,32,65,91,29,54,50,38,63,64,50,36,50,46,48,129,70,85
2020년08월_여_100세 이상,246,8,20,26,11,8,13,11,8,6,3,8,8,18,10,14,7,9,9,22,14,13
2020년09월_계_총인구수,"498,574","24,665","15,782","30,444","29,474","17,229","35,047","34,208","15,581","26,403","18,455","23,091","18,470","23,935","22,939","21,979","15,960","17,613","23,784","24,445","31,438","27,632"
2020년09월_계_연령구간인구수,"498,574","24,665","15,782","30,444","29,474","17,229","35,047","34,208","15,581","26,403","18,455","23,091","18,470","23,935","22,939","21,979","15,960","17,613","23,784","24,445","31,438","27,632"
2020년09월_계_0~9세,"23,180","1,259","1,359","2,097","1,219",750,"1,293","2,206",452,"1,221","1,049",705,637,862,832,388,"1,271",692,747,978,"1,822","1,341"
2020년09월_계_10~19세,"29,284","1,509","1,162","2,964","1,430",877,"1,724","2,639",627,"1,637",820,889,890,"1,147","1,183",504,"1,450",860,"1,011","1,614","2,391","1,956"
2020년09월_계_20~29세,"109,815","4,671","1,901","3,994","7,490","5,569","11,208","5,569","4,535","5,852","3,929","6,530","4,440","5,740","5,803","8,465","1,756","4,074","6,265","3,051","4,869","4,104"
2020년09월_계_30~39세,"87,705","4,121","2,652","4,008","6,104","3,573","6,718","5,459","3,027","5,013","3,731","4,636","3,275","4,756","3,968","5,642","1,929","3,331","4,851","2,808","4,363","3,740"
2020년09월_계_40~49세,"69,332","3,475","2,545","5,121","3,697","2,041","4,066","5,314","1,774","3,680","2,335","2,829","2,354","3,304","3,064","2,465","3,034","2,284","3,594","3,522","4,798","4,036"
2020년09월_계_50~59세,"68,515","3,440","2,333","4,811","3,507","1,696","3,858","4,955","1,857","3,533","2,567","2,836","2,453","3,155","3,246","1,756","2,604","2,383","3,180","4,387","5,036","4,922"
2020년09월_계_60~69세,"58,814","3,267","1,981","3,848","3,149","1,357","3,252","4,298","1,676","2,913","2,251","2,530","2,216","2,741","2,563","1,447","2,107","2,190","2,238","4,136","4,601","4,053"
2020년09월_계_70~79세,"37,055","2,119","1,221","2,511","2,116",969,"2,135","2,711","1,158","1,839","1,317","1,525","1,570","1,576","1,642",956,"1,294","1,255","1,328","2,697","2,604","2,512"
2020년09월_계_80~89세,"12,843",697,536,926,648,340,680,925,422,627,393,548,545,558,559,293,436,472,498,"1,051",840,849
2020년09월_계_90~99세,"1,716",98,69,134,97,47,93,115,44,80,60,54,77,76,64,48,66,63,60,173,94,104
2020년09월_계_100세 이상,315,9,23,30,17,10,20,17,9,8,3,9,13,20,15,15,13,9,12,28,20,15
2020년09월_남_총인구수,"250,084","12,106","7,725","14,742","14,311","8,701","16,811","16,739","7,428","12,874","8,917","11,877","9,235","13,136","11,483","11,427","7,862","8,898","14,371","12,226","15,372","13,843"
2020년09월_남_연령구간인구수,"250,084","12,106","7,725","14,742","14,311","8,701","16,811","16,739","7,428","12,874","8,917","11,877","9,235","13,136","11,483","11,427","7,862","8,898","14,371","12,226","15,372","13,843"
2020년09월_남_0~9세,"11,901",644,709,"1,104",616,394,631,"1,176",251,637,557,358,302,438,441,189,649,343,377,512,915,658
2020년09월_남_10~19세,"14,963",787,605,"1,573",705,418,856,"1,333",298,855,384,466,439,580,639,252,734,438,514,850,"1,183","1,054"
2020년09월_남_20~29세,"53,531","2,243","1,001","1,977","3,378","2,684","4,896","2,666","1,858","2,761","1,766","3,315","2,253","3,206","2,739","4,085",900,"1,847","3,775","1,643","2,411","2,127"
2020년09월_남_30~39세,"48,353","2,248","1,324","1,996","3,257","1,981","3,557","2,811","1,660","2,620","1,980","2,695","1,861","2,917","2,235","3,224",961,"1,863","3,275","1,576","2,259","2,053"
2020년09월_남_40~49세,"37,010","1,784","1,303","2,546","1,928","1,086","2,124","2,751",952,"1,850","1,210","1,545","1,266","2,005","1,583","1,421","1,524","1,218","2,434","1,891","2,465","2,124"
2020년09월_남_50~59세,"34,186","1,626","1,130","2,333","1,697",882,"1,921","2,396",935,"1,729","1,179","1,362","1,196","1,676","1,614",977,"1,307","1,271","1,986","2,188","2,402","2,379"
2020년09월_남_60~69세,"27,360","1,500",895,"1,744","1,460",654,"1,500","1,961",777,"1,318","1,012","1,156",978,"1,306","1,215",683,987,"1,072","1,160","1,918","2,125","1,939"
2020년09월_남_70~79세,"17,008",971,533,"1,081",968,450,999,"1,229",518,809,624,723,713,752,743,453,608,613,606,"1,190","1,262","1,163"
2020년09월_남_80~89세,"5,291",280,200,342,275,136,292,388,165,268,194,243,209,243,256,130,168,216,228,410,321,327
2020년09월_남_90~99세,413,22,22,42,21,14,28,22,13,25,11,13,13,11,13,12,18,17,13,43,23,17
2020년09월_남_100세 이상,68,1,3,4,6,2,7,6,1,2,0,1,5,2,5,1,6,0,3,5,6,2
2020년09월_여_총인구수,"248,490","12,559","8,057","15,702","15,163","8,528","18,236","17,469","8,153","13,529","9,538","11,214","9,235","10,799","11,456","10,552","8,098","8,715","9,413","12,219","16,066","13,789"
2020년09월_여_연령구간인구수,"248,490","12,559","8,057","15,702","15,163","8,528","18,236","17,469","8,153","13,529","9,538","11,214","9,235","10,799","11,456","10,552","8,098","8,715","9,413","12,219","16,066","13,789"
2020년09월_여_0~9세,"11,279",615,650,993,603,356,662,"1,030",201,584,492,347,335,424,391,199,622,349,370,466,907,683
2020년09월_여_10~19세,"14,321",722,557,"1,391",725,459,868,"1,306",329,782,436,423,451,567,544,252,716,422,497,764,"1,208",902
2020년09월_여_20~29세,"56,284","2,428",900,"2,017","4,112","2,885","6,312","2,903","2,677","3,091","2,163","3,215","2,187","2,534","3,064","4,380",856,"2,227","2,490","1,408","2,458","1,977"
2020년09월_여_30~39세,"39,352","1,873","1,328","2,012","2,847","1,592","3,161","2,648","1,367","2,393","1,751","1,941","1,414","1,839","1,733","2,418",968,"1,468","1,576","1,232","2,104","1,687"
2020년09월_여_40~49세,"32,322","1,691","1,242","2,575","1,769",955,"1,942","2,563",822,"1,830","1,125","1,284","1,088","1,299","1,481","1,044","1,510","1,066","1,160","1,631","2,333","1,912"
2020년09월_여_50~59세,"34,329","1,814","1,203","2,478","1,810",814,"1,937","2,559",922,"1,804","1,388","1,474","1,257","1,479","1,632",779,"1,297","1,112","1,194","2,199","2,634","2,543"
2020년09월_여_60~69세,"31,454","1,767","1,086","2,104","1,689",703,"1,752","2,337",899,"1,595","1,239","1,374","1,238","1,435","1,348",764,"1,120","1,118","1,078","2,218","2,476","2,114"
2020년09월_여_70~79세,"20,047","1,148",688,"1,430","1,148",519,"1,136","1,482",640,"1,030",693,802,857,824,899,503,686,642,722,"1,507","1,342","1,349"
2020년09월_여_80~89세,"7,552",417,336,584,373,204,388,537,257,359,199,305,336,315,303,163,268,256,270,641,519,522
2020년09월_여_90~99세,"1,303",76,47,92,76,33,65,93,31,55,49,41,64,65,51,36,48,46,47,130,71,87
2020년09월_여_100세 이상,247,8,20,26,11,8,13,11,8,6,3,8,8,18,10,14,7,9,9,23,14,13
2020년10월_계_총인구수,"497,082","24,579","15,663","30,450","29,355","17,133","35,068","34,182","15,484","26,258","18,465","22,961","18,433","23,837","22,905","21,914","15,901","17,583","23,714","24,236","31,342","27,619"
2020년10월_계_연령구간인구수,"497,082","24,579","15,663","30,450","29,355","17,133","35,068","34,182","15,484","26,258","18,465","22,961","18,433","23,837","22,905","21,914","15,901","17,583","23,714","24,236","31,342","27,619"
2020년10월_계_0~9세,"22,857","1,236","1,326","2,095","1,198",732,"1,291","2,180",441,"1,195","1,040",698,630,825,813,381,"1,258",690,743,943,"1,810","1,332"
2020년10월_계_10~19세,"28,987","1,486","1,151","2,964","1,401",859,"1,696","2,653",617,"1,609",816,869,874,"1,130","1,176",491,"1,443",865,987,"1,599","2,352","1,949"
2020년10월_계_20~29세,"109,402","4,672","1,878","3,995","7,484","5,536","11,198","5,527","4,480","5,797","3,953","6,477","4,438","5,722","5,802","8,415","1,754","4,066","6,220","3,015","4,860","4,113"
2020년10월_계_30~39세,"87,418","4,097","2,648","3,990","6,057","3,575","6,724","5,449","3,027","4,984","3,739","4,630","3,277","4,752","3,944","5,635","1,923","3,313","4,828","2,767","4,328","3,731"
2020년10월_계_40~49세,"69,025","3,441","2,516","5,122","3,691","2,024","4,066","5,312","1,760","3,669","2,332","2,804","2,337","3,287","3,060","2,478","3,006","2,266","3,598","3,478","4,761","4,017"
2020년10월_계_50~59세,"68,372","3,426","2,321","4,817","3,488","1,680","3,881","4,940","1,857","3,513","2,566","2,805","2,442","3,128","3,265","1,759","2,593","2,405","3,185","4,338","5,031","4,932"
2020년10월_계_60~69세,"58,995","3,287","1,981","3,863","3,163","1,354","3,276","4,316","1,677","2,911","2,252","2,540","2,230","2,758","2,569","1,446","2,115","2,184","2,254","4,140","4,628","4,051"
2020년10월_계_70~79세,"37,054","2,125","1,214","2,505","2,108",969,"2,137","2,739","1,150","1,850","1,309","1,520","1,561","1,579","1,637",953,"1,291","1,253","1,321","2,702","2,612","2,519"
2020년10월_계_80~89세,"12,930",702,535,930,652,347,684,932,423,639,393,556,554,559,558,295,442,470,506,"1,051",843,859
2020년10월_계_90~99세,"1,728",98,70,139,96,47,95,117,43,83,62,53,77,77,66,46,63,63,60,175,96,102
2020년10월_계_100세 이상,314,9,23,30,17,10,20,17,9,8,3,9,13,20,15,15,13,8,12,28,21,14
2020년10월_남_총인구수,"249,412","12,057","7,677","14,733","14,277","8,640","16,853","16,717","7,386","12,809","8,932","11,815","9,232","13,065","11,453","11,411","7,830","8,905","14,326","12,121","15,333","13,840"
2020년10월_남_연령구간인구수,"249,412","12,057","7,677","14,733","14,277","8,640","16,853","16,717","7,386","12,809","8,932","11,815","9,232","13,065","11,453","11,411","7,830","8,905","14,326","12,121","15,333","13,840"
2020년10월_남_0~9세,"11,740",631,687,"1,107",615,385,631,"1,160",246,625,551,361,295,419,429,183,639,342,378,494,906,656
2020년10월_남_10~19세,"14,808",770,598,"1,564",694,409,833,"1,341",289,841,385,455,436,574,641,244,732,440,497,846,"1,167","1,052"
2020년10월_남_20~29세,"53,360","2,245",996,"1,979","3,386","2,654","4,919","2,644","1,837","2,733","1,785","3,286","2,248","3,182","2,727","4,068",896,"1,864","3,737","1,622","2,417","2,135"
2020년10월_남_30~39세,"48,263","2,234","1,326","1,991","3,234","1,988","3,570","2,810","1,651","2,611","1,985","2,704","1,863","2,916","2,230","3,230",954,"1,857","3,264","1,560","2,239","2,046"
2020년10월_남_40~49세,"36,848","1,771","1,287","2,547","1,931","1,070","2,122","2,750",954,"1,842","1,207","1,529","1,264","1,991","1,584","1,426","1,513","1,204","2,442","1,861","2,443","2,110"
2020년10월_남_50~59세,"34,151","1,618","1,131","2,331","1,685",875,"1,940","2,397",936,"1,720","1,179","1,338","1,204","1,660","1,615",978,"1,303","1,282","1,994","2,166","2,405","2,394"
2020년10월_남_60~69세,"27,440","1,510",896,"1,747","1,465",652,"1,516","1,959",775,"1,320","1,016","1,162",984,"1,318","1,217",687,989,"1,072","1,165","1,917","2,140","1,933"
2020년10월_남_70~79세,"16,998",974,533,"1,079",960,452,997,"1,238",515,814,619,723,704,748,739,453,609,614,602,"1,199","1,263","1,163"
2020년10월_남_80~89세,"5,323",283,198,342,277,139,290,392,169,275,193,243,216,244,253,130,171,213,231,408,323,333
2020년10월_남_90~99세,414,20,22,42,24,14,28,20,13,26,12,13,13,11,13,11,18,17,13,43,24,17
2020년10월_남_100세 이상,67,1,3,4,6,2,7,6,1,2,0,1,5,2,5,1,6,0,3,5,6,1
2020년10월_여_총인구수,"247,670","12,522","7,986","15,717","15,078","8,493","18,215","17,465","8,098","13,449","9,533","11,146","9,201","10,772","11,452","10,503","8,071","8,678","9,388","12,115","16,009","13,779"
2020년10월_여_연령구간인구수,"247,670","12,522","7,986","15,717","15,078","8,493","18,215","17,465","8,098","13,449","9,533","11,146","9,201","10,772","11,452","10,503","8,071","8,678","9,388","12,115","16,009","13,779"
2020년10월_여_0~9세,"11,117",605,639,988,583,347,660,"1,020",195,570,489,337,335,406,384,198,619,348,365,449,904,676
2020년10월_여_10~19세,"14,179",716,553,"1,400",707,450,863,"1,312",328,768,431,414,438,556,535,247,711,425,490,753,"1,185",897
2020년10월_여_20~29세,"56,042","2,427",882,"2,016","4,098","2,882","6,279","2,883","2,643","3,064","2,168","3,191","2,190","2,540","3,075","4,347",858,"2,202","2,483","1,393","2,443","1,978"
2020년10월_여_30~39세,"39,155","1,863","1,322","1,999","2,823","1,587","3,154","2,639","1,376","2,373","1,754","1,926","1,414","1,836","1,714","2,405",969,"1,456","1,564","1,207","2,089","1,685"
2020년10월_여_40~49세,"32,177","1,670","1,229","2,575","1,760",954,"1,944","2,562",806,"1,827","1,125","1,275","1,073","1,296","1,476","1,052","1,493","1,062","1,156","1,617","2,318","1,907"
2020년10월_여_50~59세,"34,221","1,808","1,190","2,486","1,803",805,"1,941","2,543",921,"1,793","1,387","1,467","1,238","1,468","1,650",781,"1,290","1,123","1,191","2,172","2,626","2,538"
2020년10월_여_60~69세,"31,555","1,777","1,085","2,116","1,698",702,"1,760","2,357",902,"1,591","1,236","1,378","1,246","1,440","1,352",759,"1,126","1,112","1,089","2,223","2,488","2,118"
2020년10월_여_70~79세,"20,056","1,151",681,"1,426","1,148",517,"1,140","1,501",635,"1,036",690,797,857,831,898,500,682,639,719,"1,503","1,349","1,356"
2020년10월_여_80~89세,"7,607",419,337,588,375,208,394,540,254,364,200,313,338,315,305,165,271,257,275,643,520,526
2020년10월_여_90~99세,"1,314",78,48,97,72,33,67,97,30,57,50,40,64,66,53,35,45,46,47,132,72,85
2020년10월_여_100세 이상,247,8,20,26,11,8,13,11,8,6,3,8,8,18,10,14,7,8,9,23,15,13
2020년11월_계_총인구수,"496,059","24,515","15,627","30,364","29,337","17,066","35,041","34,100","15,412","26,226","18,456","22,913","18,398","23,855","22,822","21,873","15,886","17,580","23,720","24,040","31,273","27,555"
2020년11월_계_연령구간인구수,"496,059","24,515","15,627","30,364","29,337","17,066","35,041","34,100","15,412","26,226","18,456","22,913","18,398","23,855","22,822","21,873","15,886","17,580","23,720","24,040","31,273","27,555"
2020년11월_계_0~9세,"22,611","1,217","1,314","2,067","1,193",706,"1,281","2,167",433,"1,183","1,045",692,630,827,800,369,"1,253",675,740,927,"1,770","1,322"
2020년11월_계_10~19세,"28,766","1,472","1,151","2,954","1,394",846,"1,680","2,660",602,"1,596",803,859,864,"1,115","1,154",475,"1,443",862,989,"1,580","2,343","1,924"
2020년11월_계_20~29세,"109,232","4,660","1,865","3,991","7,496","5,535","11,158","5,511","4,459","5,805","3,959","6,504","4,416","5,712","5,814","8,396","1,744","4,075","6,198","2,971","4,845","4,118"
2020년11월_계_30~39세,"87,131","4,072","2,632","3,975","6,025","3,539","6,743","5,431","3,021","4,968","3,738","4,601","3,286","4,742","3,922","5,628","1,911","3,309","4,826","2,719","4,315","3,728"
2020년11월_계_40~49세,"68,757","3,438","2,496","5,074","3,701","2,027","4,045","5,298","1,750","3,656","2,330","2,767","2,306","3,305","3,030","2,492","3,000","2,260","3,593","3,452","4,748","3,989"
2020년11월_계_50~59세,"68,259","3,391","2,327","4,808","3,488","1,679","3,900","4,918","1,842","3,503","2,559","2,816","2,447","3,135","3,255","1,757","2,596","2,405","3,195","4,298","5,019","4,921"
2020년11월_계_60~69세,"59,105","3,307","1,988","3,883","3,151","1,356","3,284","4,300","1,687","2,923","2,249","2,529","2,233","2,777","2,574","1,445","2,117","2,198","2,270","4,136","4,651","4,047"
2020년11월_계_70~79세,"37,113","2,138","1,221","2,505","2,114",967,"2,146","2,744","1,141","1,850","1,309","1,524","1,570","1,583","1,626",952,"1,302","1,249","1,328","2,701","2,619","2,524"
2020년11월_계_80~89세,"13,039",709,534,940,659,354,690,935,424,651,402,560,558,565,565,299,446,479,509,"1,051",843,866
2020년11월_계_90~99세,"1,727",102,75,137,99,47,94,119,44,83,59,52,73,74,67,44,61,60,60,176,99,102
2020년11월_계_100세 이상,319,9,24,30,17,10,20,17,9,8,3,9,15,20,15,16,13,8,12,29,21,14
2020년11월_남_총인구수,"248,857","12,027","7,652","14,681","14,268","8,598","16,837","16,672","7,343","12,783","8,911","11,805","9,221","13,076","11,416","11,396","7,818","8,895","14,331","12,004","15,294","13,829"
2020년11월_남_연령구간인구수,"248,857","12,027","7,652","14,681","14,268","8,598","16,837","16,672","7,343","12,783","8,911","11,805","9,221","13,076","11,416","11,396","7,818","8,895","14,331","12,004","15,294","13,829"
2020년11월_남_0~9세,"11,629",625,688,"1,085",616,374,624,"1,153",240,619,551,358,293,420,427,178,637,336,380,487,885,653
2020년11월_남_10~19세,"14,707",766,591,"1,555",685,402,826,"1,348",285,832,381,450,433,573,629,236,731,440,501,837,"1,167","1,039"
2020년11월_남_20~29세,"53,232","2,237",987,"1,986","3,392","2,651","4,901","2,634","1,814","2,739","1,786","3,307","2,233","3,170","2,734","4,055",896,"1,859","3,720","1,591","2,396","2,144"
2020년11월_남_30~39세,"48,118","2,215","1,319","1,983","3,219","1,966","3,582","2,801","1,645","2,586","1,981","2,689","1,879","2,911","2,226","3,227",944,"1,864","3,255","1,534","2,246","2,046"
2020년11월_남_40~49세,"36,693","1,777","1,271","2,525","1,936","1,071","2,100","2,737",952,"1,839","1,203","1,517","1,247","2,006","1,568","1,435","1,505","1,198","2,434","1,845","2,428","2,099"
2020년11월_남_50~59세,"34,126","1,597","1,140","2,334","1,696",878,"1,954","2,392",928,"1,709","1,169","1,345","1,209","1,660","1,607",982,"1,310","1,273","2,008","2,148","2,397","2,390"
2020년11월_남_60~69세,"27,495","1,523",899,"1,744","1,452",651,"1,524","1,948",785,"1,334","1,018","1,159",986,"1,325","1,218",687,985,"1,079","1,177","1,913","2,153","1,935"
2020년11월_남_70~79세,"16,985",978,533,"1,079",956,449,998,"1,237",508,814,614,722,707,749,731,452,615,613,604,"1,196","1,260","1,170"
2020년11월_남_80~89세,"5,392",287,199,345,284,140,293,397,172,283,196,244,217,250,259,133,172,216,236,405,330,334
2020년11월_남_90~99세,413,21,22,41,26,14,28,19,13,26,12,13,12,10,12,10,17,17,13,43,26,18
2020년11월_남_100세 이상,67,1,3,4,6,2,7,6,1,2,0,1,5,2,5,1,6,0,3,5,6,1
2020년11월_여_총인구수,"247,202","12,488","7,975","15,683","15,069","8,468","18,204","17,428","8,069","13,443","9,545","11,108","9,177","10,779","11,406","10,477","8,068","8,685","9,389","12,036","15,979","13,726"
2020년11월_여_연령구간인구수,"247,202","12,488","7,975","15,683","15,069","8,468","18,204","17,428","8,069","13,443","9,545","11,108","9,177","10,779","11,406","10,477","8,068","8,685","9,389","12,036","15,979","13,726"
2020년11월_여_0~9세,"10,982",592,626,982,577,332,657,"1,014",193,564,494,334,337,407,373,191,616,339,360,440,885,669
2020년11월_여_10~19세,"14,059",706,560,"1,399",709,444,854,"1,312",317,764,422,409,431,542,525,239,712,422,488,743,"1,176",885
2020년11월_여_20~29세,"56,000","2,423",878,"2,005","4,104","2,884","6,257","2,877","2,645","3,066","2,173","3,197","2,183","2,542","3,080","4,341",848,"2,216","2,478","1,380","2,449","1,974"
2020년11월_여_30~39세,"39,013","1,857","1,313","1,992","2,806","1,573","3,161","2,630","1,376","2,382","1,757","1,912","1,407","1,831","1,696","2,401",967,"1,445","1,571","1,185","2,069","1,682"
2020년11월_여_40~49세,"32,064","1,661","1,225","2,549","1,765",956,"1,945","2,561",798,"1,817","1,127","1,250","1,059","1,299","1,462","1,057","1,495","1,062","1,159","1,607","2,320","1,890"
2020년11월_여_50~59세,"34,133","1,794","1,187","2,474","1,792",801,"1,946","2,526",914,"1,794","1,390","1,471","1,238","1,475","1,648",775,"1,286","1,132","1,187","2,150","2,622","2,531"
2020년11월_여_60~69세,"31,610","1,784","1,089","2,139","1,699",705,"1,760","2,352",902,"1,589","1,231","1,370","1,247","1,452","1,356",758,"1,132","1,119","1,093","2,223","2,498","2,112"
2020년11월_여_70~79세,"20,128","1,160",688,"1,426","1,158",518,"1,148","1,507",633,"1,036",695,802,863,834,895,500,687,636,724,"1,505","1,359","1,354"
2020년11월_여_80~89세,"7,647",422,335,595,375,214,397,538,252,368,206,316,341,315,306,166,274,263,273,646,513,532
2020년11월_여_90~99세,"1,314",81,53,96,73,33,66,100,31,57,47,39,61,64,55,34,44,43,47,133,73,84
2020년11월_여_100세 이상,252,8,21,26,11,8,13,11,8,6,3,8,10,18,10,15,7,8,9,24,15,13
2020년12월_계_총인구수,"495,060","24,563","15,591","30,296","29,302","17,013","35,128","34,023","15,372","26,154","18,395","22,848","18,313","23,839","22,797","21,849","15,799","17,558","23,669","23,785","31,206","27,560"
2020년12월_계_연령구간인구수,"495,060","24,563","15,591","30,296","29,302","17,013","35,128","34,023","15,372","26,154","18,395","22,848","18,313","23,839","22,797","21,849","15,799","17,558","23,669","23,785","31,206","27,560"
2020년12월_계_0~9세,"22,372","1,207","1,297","2,042","1,197",690,"1,281","2,143",430,"1,163","1,029",681,616,828,797,362,"1,233",666,729,908,"1,766","1,307"
2020년12월_계_10~19세,"28,600","1,468","1,145","2,949","1,382",842,"1,676","2,652",587,"1,584",801,855,852,"1,096","1,154",480,"1,432",862,983,"1,554","2,326","1,920"
2020년12월_계_20~29세,"109,135","4,687","1,858","3,998","7,457","5,548","11,170","5,501","4,446","5,820","3,952","6,501","4,393","5,713","5,798","8,406","1,734","4,091","6,186","2,907","4,825","4,144"
2020년12월_계_30~39세,"86,781","4,068","2,616","3,931","6,042","3,522","6,736","5,397","3,013","4,957","3,719","4,567","3,267","4,734","3,914","5,606","1,908","3,279","4,791","2,688","4,291","3,735"
2020년12월_계_40~49세,"68,484","3,437","2,492","5,060","3,692","2,030","4,064","5,278","1,751","3,612","2,308","2,768","2,280","3,296","3,010","2,485","2,971","2,259","3,576","3,420","4,742","3,953"
2020년12월_계_50~59세,"68,052","3,391","2,330","4,805","3,472","1,662","3,904","4,892","1,825","3,493","2,561","2,806","2,446","3,132","3,242","1,755","2,576","2,398","3,190","4,240","5,002","4,930"
2020년12월_계_60~69세,"59,243","3,323","1,993","3,883","3,170","1,343","3,316","4,322","1,695","2,928","2,248","2,519","2,233","2,787","2,588","1,453","2,117","2,195","2,289","4,131","4,658","4,052"
2020년12월_계_70~79세,"37,176","2,150","1,226","2,515","2,108",960,"2,168","2,751","1,139","1,849","1,309","1,528","1,569","1,581","1,642",941,"1,303","1,257","1,339","2,683","2,627","2,531"
2020년12월_계_80~89세,"13,141",722,533,943,667,358,697,951,431,658,405,562,563,575,569,301,453,480,511,"1,046",844,872
2020년12월_계_90~99세,"1,753",101,77,140,97,47,96,119,46,82,60,51,79,77,68,44,59,63,63,178,104,102
2020년12월_계_100세 이상,323,9,24,30,18,11,20,17,9,8,3,10,15,20,15,16,13,8,12,30,21,14
2020년12월_남_총인구수,"248,339","12,050","7,637","14,631","14,234","8,570","16,881","16,642","7,340","12,745","8,886","11,753","9,173","13,074","11,398","11,399","7,785","8,874","14,293","11,885","15,266","13,823"
2020년12월_남_연령구간인구수,"248,339","12,050","7,637","14,631","14,234","8,570","16,881","16,642","7,340","12,745","8,886","11,753","9,173","13,074","11,398","11,399","7,785","8,874","14,293","11,885","15,266","13,823"
2020년12월_남_0~9세,"11,499",619,684,"1,067",620,362,627,"1,139",235,598,542,348,287,429,425,180,628,330,373,481,880,645
2020년12월_남_10~19세,"14,641",772,586,"1,548",687,403,825,"1,350",280,826,380,447,426,559,625,238,725,437,500,831,"1,164","1,032"
2020년12월_남_20~29세,"53,168","2,254",988,"1,985","3,351","2,664","4,910","2,627","1,829","2,746","1,789","3,305","2,219","3,170","2,724","4,060",890,"1,862","3,703","1,552","2,382","2,158"
2020년12월_남_30~39세,"47,937","2,207","1,307","1,962","3,216","1,955","3,578","2,797","1,644","2,585","1,973","2,662","1,873","2,911","2,217","3,226",948,"1,842","3,233","1,524","2,236","2,041"
2020년12월_남_40~49세,"36,558","1,773","1,268","2,514","1,937","1,076","2,105","2,720",954,"1,821","1,197","1,517","1,236","2,002","1,557","1,429","1,496","1,203","2,424","1,825","2,425","2,079"
2020년12월_남_50~59세,"34,068","1,600","1,143","2,340","1,696",866,"1,966","2,393",913,"1,704","1,166","1,342","1,206","1,666","1,609",985,"1,297","1,269","2,000","2,119","2,396","2,392"
2020년12월_남_60~69세,"27,543","1,532",903,"1,743","1,457",644,"1,534","1,947",785,"1,343","1,012","1,156",983,"1,326","1,226",690,984,"1,077","1,194","1,914","2,150","1,943"
2020년12월_남_70~79세,"16,983",982,536,"1,080",947,442,"1,000","1,241",507,807,613,719,707,744,737,447,618,619,611,"1,186","1,264","1,176"
2020년12월_남_80~89세,"5,459",290,197,347,291,142,300,404,179,287,202,244,219,255,261,134,176,217,239,403,336,336
2020년12월_남_90~99세,415,20,22,41,26,14,29,18,13,26,12,12,12,10,12,9,17,18,13,45,26,20
2020년12월_남_100세 이상,68,1,3,4,6,2,7,6,1,2,0,1,5,2,5,1,6,0,3,5,7,1
2020년12월_여_총인구수,"246,721","12,513","7,954","15,665","15,068","8,443","18,247","17,381","8,032","13,409","9,509","11,095","9,140","10,765","11,399","10,450","8,014","8,684","9,376","11,900","15,940","13,737"
2020년12월_여_연령구간인구수,"246,721","12,513","7,954","15,665","15,068","8,443","18,247","17,381","8,032","13,409","9,509","11,095","9,140","10,765","11,399","10,450","8,014","8,684","9,376","11,900","15,940","13,737"
2020년12월_여_0~9세,"10,873",588,613,975,577,328,654,"1,004",195,565,487,333,329,399,372,182,605,336,356,427,886,662
2020년12월_여_10~19세,"13,959",696,559,"1,401",695,439,851,"1,302",307,758,421,408,426,537,529,242,707,425,483,723,"1,162",888
2020년12월_여_20~29세,"55,967","2,433",870,"2,013","4,106","2,884","6,260","2,874","2,617","3,074","2,163","3,196","2,174","2,543","3,074","4,346",844,"2,229","2,483","1,355","2,443","1,986"
2020년12월_여_30~39세,"38,844","1,861","1,309","1,969","2,826","1,567","3,158","2,600","1,369","2,372","1,746","1,905","1,394","1,823","1,697","2,380",960,"1,437","1,558","1,164","2,055","1,694"
2020년12월_여_40~49세,"31,926","1,664","1,224","2,546","1,755",954,"1,959","2,558",797,"1,791","1,111","1,251","1,044","1,294","1,453","1,056","1,475","1,056","1,152","1,595","2,317","1,874"
2020년12월_여_50~59세,"33,984","1,791","1,187","2,465","1,776",796,"1,938","2,499",912,"1,789","1,395","1,464","1,240","1,466","1,633",770,"1,279","1,129","1,190","2,121","2,606","2,538"
2020년12월_여_60~69세,"31,700","1,791","1,090","2,140","1,713",699,"1,782","2,375",910,"1,585","1,236","1,363","1,250","1,461","1,362",763,"1,133","1,118","1,095","2,217","2,508","2,109"
2020년12월_여_70~79세,"20,193","1,168",690,"1,435","1,161",518,"1,168","1,510",632,"1,042",696,809,862,837,905,494,685,638,728,"1,497","1,363","1,355"
2020년12월_여_80~89세,"7,682",432,336,596,376,216,397,547,252,371,203,318,344,320,308,167,277,263,272,643,508,536
2020년12월_여_90~99세,"1,338",81,55,99,71,33,67,101,33,56,48,39,67,67,56,35,42,45,50,133,78,82
